Orthogroup	Noccaea_praecox	Eutrema_salsugineum
OG0001519	Np001G0414400	XP_006403261.1, XP_006403260.1
OG0001520	Np001G0413300	XP_006403243.1
OG0001521	Np002G0717000	XP_006389861.1
OG0001521	Np004G2400900	XP_024007868.1
OG0001522	Np004G2124100	XP_006415583.2
OG0001523	Np006G3425800	XP_006410572.1
OG0001523	Np004G2125500	XP_006415572.1
OG0001524	Np001G0647400	XP_006402683.1
OG0001524	Np004G2148000	XP_006415396.1
OG0001526	Np001G0510300	XP_024013654.1
OG0001526	Np001G0023100, Np005G2696000	XP_006411865.1
OG0001527	Np001G0026400, Np001G0026700	XP_006393990.1
OG0001527	Np001G0590900	XP_024013413.1
OG0001528	Np001G0189300, Np001G0189200	XP_006395293.1
OG0001529	Np001G0117800	XP_006394699.1, XP_024016575.1, XP_024006179.1
OG0001529	Np001G0503400	XP_006404152.1
OG0001530	Np003G1568300	XP_006401268.2
OG0001531	Np003G1510400, Np005G3004300	XP_006408695.1, XP_006408697.2
OG0001532	Np003G1528200, Np003G1528300	XP_006400944.1, XP_006417027.2
OG0001533	Np003G1528900	XP_006400950.1
OG0001534	Np001G0358800	XP_024011124.1, XP_024011126.1
OG0001534	Np002G1130500	XP_006414180.1
OG0001535	Np005G2795000	XP_006413209.1
OG0001535	Np003G1573500	XP_006401301.1
OG0001536	Np005G3190600	XP_006405380.1
OG0001536	Np002G1225900	XP_006391740.2
OG0001537	Np003G1866300	XP_006396454.1
OG0001538	Np004G2573800	XP_006418274.1
OG0001538	Np003G1864300	XP_006396471.1
OG0001539	Np003G1320800	XP_006399123.1
OG0001540	Np007G4109000	XP_006407474.1
OG0001540	Np003G1305400	XP_006399013.1
OG0001542	Np003G1277700	XP_024011507.1
OG0001542	Np007G4127700	XP_006407628.1
OG0001543	Np002G0755300	XP_006390134.1
OG0001543	Np004G2340500	XP_006416308.1
OG0001544	Np002G0760400, Np002G0755400	XP_006390135.1
OG0001544	Np004G2340700	XP_006416309.1
OG0001545	Np002G0761700	XP_006390173.1
OG0001545	Np004G2343800	XP_006416340.1
OG0001546	Np002G0785100	XP_006390358.1
OG0001546	Np002G0785000	XP_006390357.1
OG0001547	Np005G2663300	XP_006412112.1
OG0001547	Np007G3760400	XP_006409325.1
OG0001548	Np006G3274700, Np005G2673900	XP_006412053.1
OG0001548	Np007G3754900	XP_006409253.1
OG0001549	Np005G3072600	XP_006414882.1
OG0001549	Np007G3861800	XP_006418792.2
OG0001550	Np002G0807100	XP_006390489.1
OG0001550	Np004G2373500	XP_006416601.1
OG0001551	Np003G1799600, Np003G1799700	XP_024010828.1
OG0001552	Np001G0369400	XP_006398248.1
OG0001552	Np005G2905300	XP_006414032.1
OG0001553	Np007G3993300	XP_024015685.1
OG0001553	Np004G1964500	XP_024006312.1
OG0001554	Np004G1941700	XP_006392878.1
OG0001554	Np007G4028700	XP_006406938.1
OG0001555	Np001G0332200	XP_006398403.1
OG0001555	Np005G2939200	XP_006414205.1
OG0001556	Np005G2957900	XP_006414247.1
OG0001557	Np001G0008400	XP_006393852.1
OG0001557	Np001G0524500	XP_006403995.1
OG0001558	Np006G3217900	XP_006397908.1
OG0001558	Np001G0685200	XP_006402392.1
OG0001559	Np005G2709600	XP_006412518.1
OG0001559	Np006G3641600	XP_006405148.1
OG0001560	Np006G3259600	XP_006397594.1
OG0001560	Np001G0652500	XP_024012774.1
OG0001561	Np001G0627600	XP_024012931.1
OG0001561	Np001G0627700	XP_024012927.1
OG0001562	Np001G0623100	XP_006402865.1, XP_006411459.1
OG0001563	Np006G3306300	XP_006411380.1
OG0001563	Np001G0612400	XP_006402951.1
OG0001564	Np001G0597100	XP_006403418.1
OG0001564	Np006G3328600	XP_006411234.1
OG0001565	Np001G0596100	XP_006403427.1
OG0001565	Np001G0596300	XP_006403426.1
OG0001567	Np001G0211400	XP_006391422.1
OG0001568	Np005G2744200	XP_006412776.1
OG0001568	Np007G3737500	XP_024016398.1
OG0001569	Np006G3705100	XP_024014328.1
OG0001569	Np005G2611900	XP_006411716.1
OG0001570	Np002G0832600	XP_006390729.1
OG0001571	Np004G2571500	XP_006418251.2
OG0001571	Np003G1469500	XP_006400462.1
OG0001572	Np007G4190300	XP_006408091.1
OG0001572	Np001G0175500, Np001G0149400	XP_006394958.1
OG0001573	Np001G0155800	XP_006395009.1
OG0001573	Np007G4199800	XP_006408140.1
OG0001574	Np005G2763800	XP_006412951.1
OG0001574	Np007G3719000	XP_006408987.1
OG0001575	Np002G0961300	XP_006403431.1
OG0001575	Np006G3586000	XP_006405253.1
OG0001576	Np007G4193800	XP_006408115.1
OG0001577	Np001G0178700	XP_024007162.1
OG0001577	Np007G4152400	XP_006407818.1
OG0001578	Np007G3925600	XP_006406734.1
OG0001578	Np004G1997700	XP_006393466.1
OG0001581	Np005G3155000	XP_024014613.1
OG0001582	Np006G3566700	XP_024003849.1
OG0001582	Np004G2548700	XP_006418050.1
OG0001583	Np004G2476400	XP_006417400.1
OG0001583	Np002G1171400	XP_006392090.1
OG0001584	Np004G2416100	XP_006416963.1
OG0001584	Np001G0268400	XP_006395863.1
OG0001585	Np004G2320400	XP_006416185.1
OG0001585	Np004G2320300	XP_006416184.1
OG0001586	Np001G0240500	XP_006395675.1
OG0001587	Np004G2305400	XP_006416107.1
OG0001587	Np002G0848300	XP_024012577.1
OG0001588	Np002G1241000	XP_024015728.1
OG0001588	Np005G3200300	XP_006405307.1
OG0001589	Np001G0201100	XP_006395378.1
OG0001590	Np005G2617500	XP_024005690.1
OG0001591	Np006G3689600	XP_024014202.1
OG0001591	Np007G4055500	XP_024015358.1
OG0001591	Np005G2623500	XP_024005595.1
OG0001592	Np005G2643700	XP_006412271.1
OG0001593	Np004G2434400	XP_006417116.1
OG0001593	Np001G0237200	XP_006395645.1
OG0001597	Np005G3051500, Np005G3051400	XP_024005856.1, XP_024004871.1, XP_024005775.1
OG0001598	Np003G1341700	XP_024012326.1
OG0001598	Np001G0096100	XP_024007597.1
OG0001599	Np005G2759000	XP_006412909.2
OG0001600	Np005G2953600	XP_024009284.1, XP_024004896.1, XP_024015951.1
OG0001600	Np005G2953700	XP_024015950.1, XP_024016285.1, XP_024010335.1
OG0001603	Np001G0485300	XP_006404257.1
OG0001603	Np001G0061400	XP_006394294.1
OG0001604	Np004G2366600	XP_006416541.1
OG0001604	Np001G0481200	XP_006404290.1
OG0001606	Np003G1443700	XP_006400249.1
OG0001606	Np007G4225800	XP_024015378.1
OG0001607	Np007G4226500	XP_006408348.1
OG0001607	Np003G1441100	XP_006400233.1
OG0001608	Np007G3802400, Np007G3802300, Np007G3802000	XP_006407630.2
OG0001609	Np007G4233300	XP_006408410.1
OG0001610	Np004G2100900, Np004G2100700	XP_006415776.1, XP_006415774.1
OG0001611	Np003G1395100	XP_024012406.1
OG0001611	Np003G1474200	XP_006400505.1
OG0001612	Np003G1474500	XP_024012221.1
OG0001612	Np003G1390800	XP_024011882.1
OG0001613	Np003G1384400	XP_006399687.1
OG0001613	Np001G0135800	XP_006394845.1
OG0001614	Np001G0037300	XP_024016068.1
OG0001614	Np003G1365600	XP_006399520.1
OG0001615	Np006G3691200	XP_006404685.1
OG0001615	Np003G1365500, Np004G2192600	XP_006399521.1
OG0001616	Np001G0042900	XP_006394136.1
OG0001617	Np003G1353100	XP_006399392.1
OG0001617	Np001G0053100	XP_006394236.1
OG0001618	Np001G0100900	XP_006394577.1
OG0001618	Np003G1343800	XP_006399306.1
OG0001619	Np003G1857300	XP_006396528.1
OG0001619	Np004G2570100	XP_006418235.1
OG0001620	Np004G2519300	XP_006417790.1
OG0001621	Np006G3521200	XP_006410049.1
OG0001621	Np004G2523800	XP_024008415.1
OG0001622	Np004G2525500	XP_006417846.1
OG0001622	Np006G3523400	XP_006410079.1
OG0001623	Np006G3476400, Np006G3531700	XP_006410093.1
OG0001623	Np004G2527900	XP_006417872.1
OG0001624	Np006G3489200, Np006G3540900	XP_006410192.1
OG0001624	Np004G2531500	XP_006417904.1
OG0001625	Np006G3555200	XP_024003772.1
OG0001625	Np004G2541800	XP_006417995.1
OG0001626	Np006G3578600, Np004G2556500	XP_006410462.1
OG0001627	Np004G2557800	XP_006418122.1
OG0001628	Np004G2562700	XP_006418171.1
OG0001628	Np001G0405300	XP_006403156.1
OG0001629	Np003G1851500	XP_006396580.1
OG0001629	Np004G2567500	XP_024008760.1
OG0001630	Np005G2802900	XP_006413280.1
OG0001630	Np003G1653500	XP_024011971.1
OG0001631	Np001G0417900	XP_006403295.1
OG0001631	Np004G2105500	XP_024008666.1
OG0001632	Np006G3431700	XP_006410540.1
OG0001632	Np004G2115400	XP_006415639.1
OG0001633	Np001G0088000	XP_024003915.1
OG0001633	Np001G0087500, Np002G1106300, Np002G1102400	XP_024007096.1
OG0001634	Np001G0094500	XP_006394525.1
OG0001634	Np004G2429600	XP_006417079.1
OG0001635	Np001G0494400	XP_006404217.1
OG0001636	Np001G0505200	XP_006404130.1
OG0001636	Np001G0119400	XP_006394717.1
OG0001637	Np003G1475500	XP_006400512.1
OG0001638	Np001G0456300, Np003G1482300	XP_006400566.1
OG0001640	Np005G2789400	XP_006413154.1
OG0001641	Np003G1604400	XP_006401482.1
OG0001641	Np005G2787300	XP_006413135.1
OG0001642	Np003G1606600, Np003G1606700, Np003G1606800	XP_024012617.1
OG0001643	Np005G2781200	XP_006413087.1
OG0001643	Np003G1624800	XP_006401599.1
OG0001644	Np007G4100200	XP_006407420.2
OG0001645	Np003G1314000	XP_006399072.1
OG0001646	Np003G1306300	XP_006399021.1
OG0001646	Np007G4106600	XP_006407466.1
OG0001647	Np001G0616800	XP_006402902.1
OG0001647	Np003G1285200	XP_006398863.1
OG0001648	Np005G3182600	XP_006405430.1
OG0001648	Np001G0210300	XP_006395460.1
OG0001649	Np005G3184400	XP_006405416.1
OG0001649	Np001G0213400	XP_006395477.1
OG0001650	Np005G3193600	XP_006405356.1
OG0001650	Np002G1232600	XP_006391707.1
OG0001651	Np004G2400500	XP_006416838.1
OG0001651	Np002G0719700, Np002G0719100, Np002G0718100	XP_006389871.1
OG0001652	Np002G0723200	XP_006389898.1
OG0001653	Np002G1158000, Np004G2397500	XP_006416816.1
OG0001653	Np002G0724300	XP_006389908.1
OG0001654	Np004G2175500	XP_006415265.1
OG0001655	Np002G0983700	XP_006391553.1
OG0001655	Np002G0756700	XP_006390144.1
OG0001655	Np005G2883700	XP_006413873.1
OG0001656	Np002G0764100	XP_006390192.1
OG0001656	Np004G2345700	XP_006416353.1
OG0001657	Np005G2664900	XP_006412100.1
OG0001657	Np007G3759400	XP_006409309.2
OG0001658	Np007G3752700	XP_006409225.1
OG0001658	Np005G2676100	XP_006412031.1
OG0001659	Np004G1901200	XP_006392556.1
OG0001659	Np007G4086300	XP_006407299.1
OG0001660	Np007G4057600	XP_006407094.1
OG0001661	Np004G1936700	XP_006392839.1
OG0001661	Np007G4041700	XP_006406983.1
OG0001662	Np006G3397600	XP_024004143.1
OG0001662	Np001G0545900	XP_006403801.1
OG0001663	Np006G3393300	XP_024003961.1
OG0001663	Np001G0550000	XP_024013476.1
OG0001664	Np006G3390600, Np006G3389500	XP_006410827.1
OG0001665	Np006G3389000, Np001G0552500	XP_024013436.1, XP_006403746.1
OG0001666	Np005G3042900	XP_024005685.1
OG0001666	Np007G3836100	XP_006406128.1
OG0001667	Np005G3020500	XP_006414444.1
OG0001667	Np007G3913100	XP_024015426.1
OG0001668	Np007G3914400	XP_006406815.1
OG0001668	Np005G3016800	XP_006414582.2, XP_024005411.1
OG0001669	Np005G3015900	XP_006414415.1, XP_006414584.2
OG0001669	Np005G3015500	XP_006414412.1, XP_006414587.1
OG0001670	Np002G0798600	XP_024008974.1
OG0001670	Np002G0798500	XP_006390477.1
OG0001671	Np001G0198000	XP_006395359.1
OG0001671	Np005G3165100	XP_006405561.1
OG0001672	Np001G0223600	XP_006395540.1
OG0001672	Np004G2445700	XP_006417174.1
OG0001673	Np001G0230900	XP_024006721.1
OG0001673	Np004G2436600	XP_024009039.1
OG0001674	Np007G3964900	XP_006406492.1
OG0001674	Np004G1973400	XP_006393210.1
OG0001675	Np007G3977900	XP_006406437.1
OG0001676	Np007G3808100	XP_006406329.1
OG0001676	Np004G1956800	XP_006393058.1
OG0001677	Np007G3910100	XP_006406832.1
OG0001677	Np004G1949500	XP_006392973.1
OG0001679	Np004G1941000	XP_006392875.1
OG0001679	Np007G4029600	XP_006406947.1
OG0001680	Np005G3128600, Np005G3128300, Np005G3128400	XP_006393379.2
OG0001681	Np005G2940300	XP_006414209.1
OG0001681	Np001G0332000	XP_006398405.1
OG0001682	Np001G0331900	XP_006398406.1
OG0001683	Np007G3770300	XP_006409413.1
OG0001683	Np005G2655900	XP_006412169.1
OG0001684	Np007G3769200	XP_006409401.1
OG0001684	Np005G2656900	XP_006412163.1
OG0001685	Np003G1832200	XP_006396706.1
OG0001685	Np005G2858400	XP_024005440.1
OG0001686	Np005G2858600	XP_006413690.1
OG0001686	Np003G1832700	XP_006396701.1
OG0001687	Np005G2864300	XP_006413729.1
OG0001687	Np003G1837800	XP_006396661.1
OG0001688	Np007G3879700, Np007G3899200	XP_006418636.2
OG0001688	Np002G1160600	XP_006392164.1
OG0001689	Np004G2045700	XP_006397461.1
OG0001689	Np003G1769400, Np003G1768600	XP_006397189.1
OG0001690	Np001G0694600	XP_006402316.1
OG0001690	Np006G3205600	XP_006397996.1
OG0001691	Np001G0692500	XP_006402334.1
OG0001691	Np006G3210300	XP_006397959.1
OG0001692	Np001G0691100	XP_006402352.1
OG0001692	Np004G1996800	XP_006393442.1
OG0001693	Np001G0683000	XP_006402414.2
OG0001694	Np005G3146000	XP_024013543.1
OG0001695	Np001G0657500	XP_006402600.1
OG0001695	Np006G3252800	XP_006397658.1
OG0001696	Np001G0657400	XP_006402602.1
OG0001696	Np006G3253900	XP_006397649.1
OG0001697	Np006G3272600	XP_006397489.1
OG0001697	Np001G0646400	XP_006402694.1
OG0001698	Np006G3279300	XP_006411553.1
OG0001698	Np001G0637300	XP_024012819.1
OG0001699	Np001G0626200	XP_006402839.1
OG0001700	Np001G0614800	XP_006402926.1, XP_006402925.1
OG0001700	Np001G0614700	XP_006402927.1
OG0001702	Np003G1613600	XP_024011216.1
OG0001703	Np005G3103200	XP_006418569.1, XP_006395950.1
OG0001705	Np003G1832000	XP_024010103.1
OG0001705	Np006G3327600	XP_024004254.1
OG0001706	Np005G2613400	XP_006411728.1
OG0001706	Np006G3700800	XP_006404620.1
OG0001707	Np003G1759800	XP_006397251.1
OG0001708	Np003G1779000	XP_006397109.1
OG0001708	Np004G2313400	XP_006416151.1
OG0001709	Np003G1784000	XP_006397067.2
OG0001709	Np004G2061200	XP_006415120.1
OG0001710	Np007G4178900	XP_006408012.1
OG0001710	Np001G0141000	XP_006394893.1
OG0001711	Np001G0152100	XP_006394978.1
OG0001712	Np007G4194100	XP_006408118.1
OG0001712	Np001G0153700	XP_006394990.1
OG0001714	Np007G4244800	XP_006408478.1
OG0001715	Np007G4224400	XP_006408326.1, XP_006409226.2
OG0001715	Np007G4224700	XP_006408327.2
OG0001716	Np004G2506500	XP_006417664.1
OG0001716	Np007G4205000	XP_006408182.1
OG0001717	Np007G3914100	XP_006406818.1
OG0001717	Np007G4186500	XP_006408060.2
OG0001718	Np007G4181500, Np007G4182200	XP_024015293.1
OG0001719	Np007G4173100	XP_006407963.1
OG0001719	Np003G1467400	XP_006400443.1
OG0001720	Np007G4171900	XP_006407951.1
OG0001720	Np003G1464500	XP_006400411.1
OG0001721	Np007G4170000	XP_006407943.1
OG0001723	Np007G4161700	XP_024015131.1
OG0001723	Np001G0170200	XP_006395133.2
OG0001724	Np003G1757800	XP_006397289.1
OG0001724	Np007G4128600	XP_006407636.1
OG0001725	Np007G4103000	XP_006407442.1
OG0001726	Np007G3935500	XP_006406666.1
OG0001726	Np004G1992600	XP_006393387.2
OG0001727	Np007G3941400	XP_006406620.1
OG0001727	Np004G1990200	XP_024006229.1
OG0001728	Np005G2769800	XP_006413006.1
OG0001728	Np003G1649600	XP_006401767.1
OG0001729	Np001G0532100	XP_024013489.1
OG0001730	Np004G2588800	XP_006418421.1
OG0001730	Np003G1885400	XP_006396302.1
OG0001731	Np003G1884400	XP_006396306.1
OG0001731	Np004G2588000	XP_006418418.1
OG0001732	Np003G1873100	XP_006396393.1
OG0001732	Np004G2580900	XP_006418349.1
OG0001733	Np003G1870200	XP_006396421.1
OG0001734	Np002G1129900	XP_006392338.1
OG0001734	Np004G2492700	XP_006417535.1
OG0001735	Np002G1171300	XP_006392092.1
OG0001735	Np004G2476500	XP_006417401.1
OG0001736	Np002G1177700	XP_006392026.1
OG0001736	Np004G2474100	XP_006417383.1
OG0001737	Np005G3018800	XP_024005319.1
OG0001738	Np002G1202300	XP_006391856.1
OG0001738	Np004G2458100	XP_006417266.1
OG0001739	Np004G2443200, Np004G2443100, Np004G2443400	XP_024008364.1
OG0001739	Np004G2443500, Np004G2306000	XP_006417155.1
OG0001740	Np002G0843500	XP_006390822.1
OG0001741	Np005G2627000	XP_006411834.1
OG0001741	Np002G0837800	XP_006390781.1
OG0001742	Np002G0851700	XP_006390872.2
OG0001742	Np004G2304200, Np004G2304400	XP_006416094.2
OG0001743	Np004G2297500	XP_006416052.2
OG0001744	Np002G1181600	XP_006391994.1
OG0001745	Np005G2619900	XP_006411773.1
OG0001745	Np006G3692500	XP_006404674.2
OG0001746	Np006G3689400	XP_006404700.1
OG0001746	Np005G2623800	XP_006411810.1
OG0001747	Np005G2695200	XP_006411873.1
OG0001747	Np006G3679500	XP_006404772.1
OG0001749	Np007G3771500	XP_006409422.1
OG0001750	Np005G2715900	XP_024004602.1
OG0001751	Np005G2724900	XP_024005882.1
OG0001751	Np006G3331500	XP_024007881.1
OG0001752	Np004G2297200	XP_024007686.1
OG0001752	Np004G2297400	XP_024008163.1
OG0001754	Np007G3776400, Np003G1624600	XP_006409469.1
OG0001755	Np001G0446300	XP_006404477.1, XP_006419088.1
OG0001755	Np001G0446200	XP_006419089.1
OG0001756	Np005G3034200	XP_024005153.1
OG0001756	Np005G3034100	XP_024005841.1
OG0001760	Np006G3434000, Np002G1066200	XP_024013217.1, XP_024014260.1, XP_024011344.1
OG0001760	Np006G3548700	XP_024009408.1, XP_024016522.1, XP_024005931.1, XP_024014483.1, XP_024005006.1, XP_024013921.1, XP_024013988.1, XP_024013998.1, XP_024011411.1, XP_024016523.1, XP_024010689.1, XP_024009968.1, XP_024009925.1, XP_024013170.1, XP_024010289.1, XP_024009321.1, XP_024009375.1, XP_006408802.2
OG0001763	Np007G4220800	XP_006400003.2
OG0001763	Np003G1448900	XP_006400295.1
OG0001764	Np003G1438900	XP_006400214.1
OG0001764	Np007G4228400	XP_006408361.1
OG0001765	Np003G1435000	XP_006400180.2
OG0001765	Np007G4230400	XP_024014833.1
OG0001766	Np003G1434100, Np002G0736100	XP_006400171.1
OG0001767	Np004G2470900	XP_024007712.1
OG0001767	Np004G2469800	XP_024007715.1
OG0001768	Np002G0855200	XP_006390898.1
OG0001768	Np003G1417700	XP_024011554.1
OG0001769	Np007G4250300	XP_006408539.1
OG0001769	Np003G1412800	XP_006399949.1
OG0001770	Np002G0710200	XP_006389810.1
OG0001771	Np003G1858800	XP_024009921.1
OG0001771	Np004G2163100	XP_006415318.1
OG0001772	Np003G1368700	XP_006399552.1
OG0001772	Np001G0028600	XP_006394007.1
OG0001773	Np001G0031100	XP_024007549.1
OG0001773	Np003G1367700	XP_024012423.1
OG0001774	Np003G1341900	XP_006399289.1
OG0001774	Np001G0097100	XP_006394544.1
OG0001775	Np003G1335800	XP_006399244.1
OG0001775	Np001G0089400	XP_006394491.1
OG0001776	Np004G2571700	XP_006418254.1
OG0001776	Np003G1859500	XP_006396512.1
OG0001777	Np004G2520000	XP_006417796.1
OG0001777	Np006G3602500	XP_006409951.1
OG0001778	Np006G3605800	XP_006409985.1
OG0001778	Np004G2521400	XP_006417806.1
OG0001779	Np006G3501800, Np008G4281800	XP_006410014.1
OG0001779	Np004G2522000	XP_006417809.1
OG0001780	Np004G2526100	XP_006417853.2
OG0001780	Np006G3524700	XP_006410089.1
OG0001781	Np004G2536000	XP_006417951.2
OG0001781	Np006G3548100, Np006G3481100	XP_024003913.1
OG0001782	Np006G3578500	XP_006410460.1, XP_006410461.1
OG0001783	Np001G0403300	XP_006403140.1
OG0001783	Np004G2564700	XP_006418189.1
OG0001784	Np005G2810600	XP_006413326.1
OG0001785	Np003G1670900	XP_006401881.1
OG0001785	Np005G2807400	XP_006413303.1
OG0001786	Np005G2806900, Np005G2807000, Np005G2807200, Np005G2807100	XP_006413301.1
OG0001787	Np001G0419700	XP_006403316.1
OG0001787	Np004G2019700, Np004G2019600	XP_006393674.1
OG0001788	Np004G2104900	XP_024008001.1
OG0001788	Np001G0418300	XP_024013175.1
OG0001789	Np004G2137700	XP_024008208.1
OG0001789	Np006G3417700	XP_006410614.2
OG0001790	Np001G0059700	XP_006394276.1
OG0001790	Np001G0490200	XP_024013763.1
OG0001791	Np007G4099400	XP_006407415.1
OG0001792	Np001G0067400, Np001G0068300	XP_024006916.1
OG0001793	Np004G2101800	XP_006415785.1
OG0001793	Np004G2101700	XP_006415784.1
OG0001794	Np001G0111100	XP_006393558.2, XP_024006326.1
OG0001795	Np001G0136800	XP_024007660.1
OG0001795	Np007G3805600	XP_024014998.1
OG0001796	Np003G1501700	XP_006400721.1
OG0001797	Np001G0438900	XP_006404478.1
OG0001797	Np003G1502700	XP_006400731.1
OG0001798	Np001G0450100	XP_006419045.1
OG0001798	Np003G1518600	XP_024011477.1
OG0001799	Np003G1524700, Np003G1524200	XP_006400900.1, XP_006400901.1
OG0001800	Np001G0466100	XP_006418854.1
OG0001800	Np003G1535000	XP_006400996.1
OG0001802	Np003G1586700	XP_006401400.1
OG0001802	Np005G2790100	XP_006413162.1
OG0001803	Np007G4099200	XP_006407412.1
OG0001803	Np003G1320200	XP_024011798.1
OG0001804	Np003G1306800	XP_006399024.1
OG0001804	Np007G3741000	XP_006409112.1
OG0001805	Np007G4116900	XP_006407548.1
OG0001805	Np003G1291600	XP_006398910.1
OG0001806	Np007G4120200	XP_006407586.1
OG0001806	Np003G1286700	XP_006398873.1
OG0001807	Np003G1286200	XP_006398869.1
OG0001807	Np007G4120500	XP_006407588.1
OG0001808	Np007G4129100	XP_006407640.1
OG0001809	Np001G0210100	XP_006395458.1
OG0001809	Np005G3182500	XP_006405432.1
OG0001810	Np005G2679600, Np005G2679700	XP_006412013.1
OG0001811	Np004G2390400	XP_006416740.1
OG0001811	Np002G0734200, Np002G0734300	XP_006389983.2
OG0001812	Np002G0756500	XP_006390141.2
OG0001813	Np002G0757700, Np004G2342300	XP_024010980.1
OG0001814	Np002G0759800	XP_006390163.2, XP_006390162.1
OG0001814	Np004G2342900	XP_006416333.1
OG0001815	Np002G0769800	XP_006390239.1
OG0001815	Np004G2351900	XP_006416412.1
OG0001816	Np002G0829400, Np002G0829300	XP_006390699.1, XP_024012363.1
OG0001816	Np002G0829100, Np002G0829200	XP_006390695.1
OG0001818	Np004G2362300	XP_006416512.1
OG0001818	Np002G0784500	XP_006390350.2
OG0001819	Np007G3757700	XP_024016621.1
OG0001819	Np005G2665600	XP_006412095.1
OG0001820	Np005G2676000	XP_006412032.1
OG0001820	Np007G3752800	XP_006409236.1
OG0001821	Np006G3391600	XP_006410819.1
OG0001821	Np001G0551800	XP_006403751.1
OG0001822	Np001G0224700	XP_006395549.1
OG0001822	Np006G3383700	XP_006410854.1
OG0001823	Np005G3023500, Np007G4174300, Np007G4174400	XP_006414469.2
OG0001824	Np002G0816100	XP_006390601.1
OG0001824	Np004G2382800	XP_006416670.1
OG0001825	Np003G1632500, Np003G1633000	XP_006401553.1
OG0001826	Np002G0793300	XP_006390433.1
OG0001826	Np004G2370400	XP_006416577.1
OG0001827	Np005G2754500	XP_006412871.1
OG0001827	Np007G3727600	XP_006408902.1
OG0001828	Np004G2268700	XP_006415956.1
OG0001828	Np002G0868600	XP_006391003.1
OG0001829	Np004G2499600, Np007G4032600, Np005G2918000	XP_006414111.1
OG0001829	Np001G0359300	XP_006398302.1
OG0001830	Np001G0372600	XP_006398217.1
OG0001830	Np005G2903500	XP_006414009.1
OG0001832	Np007G3812100	XP_024015460.1
OG0001832	Np004G1953400	XP_024006157.1
OG0001833	Np007G3903900	XP_006406874.1
OG0001833	Np004G1946900	XP_006392943.2
OG0001834	Np006G3424800	XP_006410581.1
OG0001834	Np003G1658700	XP_006401822.1
OG0001836	Np006G3503700, Np008G4283100	XP_006410015.1
OG0001837	Np007G3781900	XP_006409548.1
OG0001837	Np005G2643300	XP_006412275.1
OG0001838	Np007G3762800	XP_006409349.1
OG0001838	Np005G2661100	XP_024005546.1
OG0001839	Np005G2832100	XP_006413516.1
OG0001839	Np003G1799300	XP_006396959.1
OG0001840	Np005G2846600	XP_006413606.1
OG0001840	Np003G1816100	XP_024009981.1
OG0001842	Np005G2884200	XP_024005658.1, XP_006392521.1
OG0001843	Np003G1849100	XP_006396601.1
OG0001843	Np005G2874500	XP_006413823.1
OG0001844	Np003G1840500	XP_006396641.1
OG0001844	Np005G2868800	XP_006413761.1
OG0001845	Np004G2512500	XP_006417724.1
OG0001845	Np001G0409300	XP_024014436.1
OG0001846	Np001G0616300	XP_006402910.1
OG0001846	Np006G3302700	XP_006411402.1
OG0001847	Np006G3210200	XP_024012883.1, XP_006397962.1
OG0001848	Np006G3220400	XP_006397890.1
OG0001849	Np001G0664400	XP_006402563.1
OG0001849	Np006G3247300	XP_006397697.1
OG0001850	Np001G0657800	XP_006402598.1
OG0001851	Np001G0656400	XP_006402610.1
OG0001851	Np006G3254900	XP_006397639.1
OG0001852	Np001G0654900	XP_024012778.1
OG0001852	Np006G3257800	XP_024010714.1
OG0001853	Np001G0652100	XP_006402633.1
OG0001854	Np001G0649600	XP_006402663.1
OG0001855	Np006G3308000	XP_006411360.1
OG0001855	Np001G0609200	XP_006402962.1
OG0001856	Np006G3330900	XP_006411216.1
OG0001856	Np001G0594300, Np001G0594400	XP_006403439.1
OG0001857	Np001G0579300	XP_024013676.1, XP_006403541.1
OG0001858	Np001G0561300	XP_006403704.1
OG0001858	Np006G3378700	XP_006410887.1
OG0001859	Np005G2682400	XP_006411986.1
OG0001859	Np007G3746500	XP_006409165.1
OG0001860	Np005G2685000	XP_006411960.1
OG0001860	Np007G3742700	XP_006409130.1
OG0001861	Np002G0972800	XP_006391518.1
OG0001861	Np002G0972100, Np002G0899100	XP_024009613.1
OG0001862	Np003G1826200, Np003G1572400	XP_006396750.1
OG0001864	Np006G3683500	XP_006404744.1
OG0001865	Np004G2049500	XP_006396016.1
OG0001865	Np003G1756200	XP_006397292.1, XP_024010174.1
OG0001866	Np004G2493000	XP_006417539.1
OG0001866	Np007G4144300	XP_006407761.1
OG0001867	Np006G3283400	XP_006411515.1, XP_006411512.1
OG0001869	Np004G2344800	XP_024008125.1
OG0001869	Np006G3288100, Np003G1734100, Np004G2271000	XP_024003676.1
OG0001871	Np007G4232300	XP_006408403.1
OG0001871	Np007G4232200	XP_006408402.1, XP_006393135.1
OG0001872	Np007G4175200	XP_006407982.1
OG0001872	Np007G3849900	XP_006406005.2
OG0001873	Np004G2428300	XP_006417066.1
OG0001873	Np001G0247800	XP_006395722.1
OG0001874	Np006G3636200	XP_006405237.1
OG0001874	Np005G2700200	XP_024005798.1
OG0001875	Np005G3157400	XP_006414110.2, XP_006405609.1
OG0001875	Np001G0191700	XP_006395312.1
OG0001876	Np005G3186800, Np005G3156300	XP_006405621.1
OG0001876	Np005G3186900, Np005G3155900	XP_024014778.1
OG0001877	Np005G3133700	XP_006405777.1
OG0001877	Np002G0934700	XP_006391463.1
