Orthogroup	Noccaea_praecox	Arabidopsis_arenosa
OG0001139	Np004G2393200	jg30195, jg30208
OG0001140	Np002G0760700	jg3327
OG0001140	Np002G0760800	jg19205, jg3326
OG0001141	Np001G0261400	jg13023
OG0001141	Np004G2420700	jg29938
OG0001142	Np002G0845600, Np002G0845700	jg2694
OG0001143	Np004G2359500	jg30483
OG0001143	Np002G0781700	jg3181
OG0001144	Np004G1909900	jg33709
OG0001144	Np007G4075400	jg25326
OG0001145	Np002G0813400	jg2965
OG0001146	Np005G2763700	jg9585
OG0001147	Np002G1235500, Np002G1235700, Np004G2156500	jg456
OG0001148	Np001G0184900	jg13868
OG0001149	Np001G0353000	jg20424
OG0001149	Np005G2925200	jg10798
OG0001150	Np001G0653900, Np001G0675300	jg16219
OG0001150	Np006G3230500	jg20033
OG0001151	Np006G3247800	jg19898
OG0001151	Np001G0663400	jg16116
OG0001152	Np001G0648000, Np006G3269800	jg19679, jg16002
OG0001153	Np001G0604700	jg15602
OG0001153	Np006G3314700	jg19316
OG0001154	Np007G3774600	jg27685
OG0001154	Np005G2612900	jg8392
OG0001156	Np001G0155500	jg24380
OG0001156	Np007G4196200	jg6739
OG0001157	Np006G3224100	jg20082
OG0001157	Np006G3224200, Np005G3105600	jg20081
OG0001160	Np003G1457000	jg5660
OG0001160	Np007G4213100	jg24256
OG0001162	Np004G2456900	jg29666
OG0001162	Np002G1206800	jg646
OG0001163	Np004G2425100	jg29896
OG0001163	Np004G2425000, Np001G0460500	jg29897, jg29898
OG0001164	Np002G0746100	jg3434
OG0001164	Np004G2330300	jg30743
OG0001166	Np007G3941100	jg25950
OG0001166	Np004G1990600	jg32955
OG0001167	Np005G3076100	jg11654, jg11656
OG0001168	Np005G2652000	jg8886
OG0001168	Np005G2652100, Np005G2652300, Np005G2652400, Np005G2652200	jg8885
OG0001169	Np005G2635400	jg9040
OG0001169	Np007G3797400	jg27410
OG0001174	Np003G1815900	jg7592
OG0001174	Np005G2846400	jg10234
OG0001175	Np003G1427300	jg5403
OG0001175	Np007G4235800	jg24046
OG0001176	Np007G4237000	jg24030
OG0001176	Np003G1426700	jg5397
OG0001177	Np003G1390300	jg5058
OG0001177	Np003G1473200	jg5795
OG0001178	Np003G1362200	jg4818
OG0001178	Np001G0038700	jg23492
OG0001179	Np001G0043000	jg23460
OG0001182	Np002G0779700	jg3202
OG0001183	Np006G3426000	jg18527
OG0001183	Np004G2124200	jg31462, jg31461
OG0001184	Np006G3403200	jg18686
OG0001184	Np004G2174500	jg31821
OG0001185	Np001G0025900	jg23601
OG0001185	Np001G0507700	jg14826
OG0001186	Np001G0493700	jg14699
OG0001189	Np002G0921600, Np002G0921500	jg2253
OG0001190	Np005G2775800	jg9690
OG0001190	Np003G1622300	jg22190
OG0001191	Np005G2773800	jg9677
OG0001191	Np003G1623600	jg22198, jg22200
OG0001192	Np002G0768800	jg3275
OG0001193	Np004G1902200	jg33802
OG0001193	Np001G0189000	jg25240
OG0001194	Np002G0789600	jg3123
OG0001194	Np004G2368000	jg30415
OG0001196	Np001G0214500, Np001G0215500	jg13411
OG0001197	Np007G4082500, Np007G4082300	jg25265
OG0001198	Np002G0829800	jg2839
OG0001199	Np005G2933600	jg10825
OG0001199	Np001G0342700	jg20383
OG0001200	Np005G2948400, Np005G2948900	jg10873
OG0001201	Np005G2857400	jg10311
OG0001202	Np005G2982600	jg10940
OG0001202	Np005G2982300	jg10938
OG0001203	Np001G0529000	jg15001
OG0001203	Np001G0006200	jg23765
OG0001204	Np001G0670500	jg16178
OG0001204	Np006G3236300	jg19979
OG0001205	Np006G3259500	jg19763
OG0001205	Np001G0652300	jg16050
OG0001206	Np001G0644600	jg15958
OG0001207	Np001G0629500	jg15832
OG0001207	Np006G3286800	jg19542
OG0001208	Np006G3291100	jg19495
OG0001208	Np001G0628600	jg15824
OG0001209	Np006G3289000, Np004G2144400	jg15812
OG0001210	Np006G3376700	jg18869
OG0001210	Np001G0562800	jg15277
OG0001211	Np007G3729700	jg28168
OG0001212	Np006G3322300, Np006G3322200	jg32567, jg21684, jg12616
OG0001213	Np007G4188500	jg24446
OG0001214	Np007G4165300	jg24624
OG0001214	Np001G0165600	jg21551
OG0001215	Np007G4134900	jg24859
OG0001215	Np007G3852300	jg12919, jg3551
OG0001216	Np007G3950800	jg26016
OG0001216	Np004G1983900	jg33029, jg33033
OG0001217	Np005G2798500	jg32108
OG0001218	Np003G1781400	jg7369
OG0001219	Np003G1352500	jg4729
OG0001221	Np001G0317400, Np001G0315900	jg20291, jg20296
OG0001222	Np007G3752500	jg27924
OG0001222	Np005G2676500	jg8730
OG0001224	Np002G1138600, Np002G1138700	jg1131, jg1115
OG0001225	Np005G2853000	jg10282, jg10281, jg10280
OG0001231	Np007G4225300	jg24142
OG0001231	Np003G1441900	jg5531
OG0001233	Np005G2785500	jg16728
OG0001233	Np005G2785300	jg9747
OG0001234	Np001G0123500	jg6380
OG0001234	Np003G1372300	jg4915
OG0001235	Np003G1350700	jg4714
OG0001235	Np001G0055700	jg23344
OG0001236	Np007G4152500	jg24716
OG0001236	Np003G1859800	jg7869
OG0001237	Np006G3604900	jg17926
OG0001238	Np002G1078700	jg1754, jg1760, jg1756
OG0001240	Np004G2553900	jg28802
OG0001240	Np006G3571900, Np006G3572200, Np006G3572100, Np006G3571200	jg18345
OG0001241	Np004G2553700	jg28803
OG0001241	Np006G3572600	jg1216, jg18349
OG0001242	Np006G3430000, Np004G2117800	jg31407
OG0001243	Np001G0155200	jg6725
OG0001243	Np001G0155100, Np001G0154900	jg6722, jg6724
OG0001244	Np001G0023600	jg23623
OG0001244	Np001G0509900	jg14847
OG0001245	Np001G0054100	jg23352, jg23353
OG0001246	Np002G0919000	jg2271
OG0001246	Np004G2100100	jg31267
OG0001247	Np001G0087200	jg23126
OG0001247	Np003G1333100	jg4575, jg4444
OG0001248	Np003G1500200	jg6008
OG0001248	Np005G2854300	jg14112
OG0001249	Np003G1328200, Np003G1328100	jg4534
OG0001250	Np002G1110600	jg1398
OG0001251	Np003G1622200	jg22189
OG0001252	Np003G1866000	jg7969
OG0001252	Np004G2575200	jg28603
OG0001253	Np003G1861700	jg7854
OG0001253	Np003G1861400	jg7852
OG0001254	Np007G4130900, Np007G4131800	jg24897
OG0001254	Np003G1271800	jg4038
OG0001255	Np003G1270500	jg4017
OG0001255	Np007G4132400	jg24887
OG0001256	Np002G0728900	jg3569
OG0001256	Np004G2393500	jg30192, jg30204
OG0001257	Np002G0757900	jg3343
OG0001257	Np004G2342500	jg30658
OG0001258	Np002G0781500	jg3184
OG0001258	Np005G2747300, Np002G0781600	jg3183, jg3182
OG0001259	Np002G0782300	jg3174
OG0001259	Np004G2361100	jg30473
OG0001260	Np007G3759700	jg27866
OG0001260	Np005G2664800	jg8802
OG0001261	Np005G2672600	jg8761
OG0001261	Np007G3755500	jg27903
OG0001262	Np004G1909000	jg33718
OG0001262	Np007G4076700	jg25318
OG0001263	Np001G0550400	jg15203
OG0001263	Np006G3393000	jg18765
OG0001264	Np005G3076000	jg11657
OG0001265	Np007G3834800	jg26493
OG0001265	Np005G3041900	jg11263
OG0001266	Np004G2368500	jg30410
OG0001266	Np002G0790100	jg3115
OG0001267	Np005G2748300	jg9458
OG0001267	Np005G2748800	jg9459
OG0001268	Np002G0879500, Np002G0880200	jg2473
OG0001268	Np002G0880500, Np002G0880400	jg2472
OG0001269	Np001G0380000	jg20581
OG0001270	Np004G1967800	jg33175
OG0001271	Np004G1967600	jg33177
OG0001272	Np004G1967500	jg33178
OG0001272	Np007G3980900	jg26149
OG0001273	Np003G1802800	jg7488
OG0001273	Np005G2834400	jg10132
OG0001275	Np005G3198600, Np005G3199300, Np005G3001500	jg12798
OG0001275	Np002G1239900, Np002G1240000	jg411
OG0001276	Np005G2862600	jg10354
OG0001276	Np003G1836200	jg7727, jg7725
OG0001277	Np003G1838700	jg7745
OG0001277	Np005G2866000	jg10383
OG0001278	Np001G0672300	jg16192
OG0001279	Np001G0652900	jg16043
OG0001279	Np006G3260100	jg19757
OG0001280	Np006G3283500	jg19568
OG0001280	Np001G0634000	jg15878
OG0001281	Np001G0631500	jg15850
OG0001282	Np005G2708400, Np001G0626900	jg15809
OG0001282	Np006G3288500	jg19524
OG0001283	Np007G4144800	jg24767
OG0001283	Np001G0598800	jg15557
OG0001284	Np001G0594500	jg15507
OG0001284	Np006G3330800	jg19207
OG0001285	Np003G1645100	jg22032
OG0001285	Np005G2772800	jg9666
OG0001286	Np006G3379500	jg18849
OG0001286	Np001G0560400	jg15258
OG0001287	Np007G3749800	jg27953
OG0001287	Np005G2678600	jg8711, jg8710
OG0001288	Np006G3656000	jg16946
OG0001288	Np005G2717800	jg9258
OG0001289	Np006G3255200	jg19812
OG0001289	Np006G3255500	jg19811, jg19810
OG0001290	Np007G4154200	jg24702
OG0001292	Np007G3914300	jg25735
OG0001293	Np004G2567100	jg28687
OG0001295	Np004G2385100	jg30277
OG0001295	Np002G0819900	jg2909
OG0001296	Np005G3131000, Np005G3130400	jg12315
OG0001297	Np001G0193300	jg13688, jg13692
OG0001298	Np004G2095300	jg31215
OG0001298	Np002G0905300	jg2351
OG0001300	Np003G1267300	jg3986
OG0001303	Np001G0458100	jg14397
OG0001305	Np004G2415300	jg29977
OG0001305	Np001G0270600	jg12960
OG0001306	Np007G4240800	jg24005
OG0001306	Np003G1424000	jg5372
OG0001307	Np007G4245400	jg23972
OG0001307	Np003G1419400	jg5329
OG0001308	Np003G1377400, Np003G1377500	jg4947
OG0001309	Np003G1343900	jg4667
OG0001309	Np001G0101700	jg6158
OG0001310	Np004G2514900	jg29150
OG0001310	Np006G3594000	jg17815
OG0001311	Np004G2538700	jg28936
OG0001311	Np006G3553200	jg18219
OG0001312	Np006G3427400	jg18517
OG0001312	Np004G2120700	jg31442
OG0001314	Np004G2423300	jg29913
OG0001314	Np001G0251700	jg13077
OG0001315	Np004G2430200	jg29852
OG0001315	Np001G0245600	jg13151
OG0001316	Np001G0086300	jg23131
OG0001316	Np004G2102500	jg31272
OG0001317	Np001G0108200	jg6215
OG0001317	Np001G0494600	jg14704
OG0001318	Np003G1519700	jg22973
OG0001319	Np003G1525800	jg22915
OG0001319	Np001G0457700	jg14392
OG0001320	Np003G1571000	jg22565
OG0001321	Np003G1593400	jg22402
OG0001321	Np005G2789800	jg9787
OG0001322	Np001G0669800	jg16174
OG0001323	Np003G1320500	jg4427
OG0001323	Np007G4099100	jg25133
OG0001324	Np003G1315600	jg4384
OG0001324	Np007G4102200	jg25109
OG0001325	Np003G1315300	jg4381
OG0001325	Np007G4102400	jg25107
OG0001326	Np003G1295300	jg4235
OG0001326	Np007G4114500	jg25006
OG0001327	Np005G3198500	jg12791
OG0001328	Np004G2083400	jg3583, jg2200
OG0001328	Np002G1079500	jg3584
OG0001329	Np004G2335100	jg30724
OG0001330	Np004G2338200, Np004G2338500	jg30702
OG0001330	Np002G0752100	jg3390
OG0001331	Np004G1907800	jg33741
OG0001331	Np007G4077600	jg25311
OG0001332	Np004G1918000	jg33653
OG0001332	Np007G4063300	jg25403
OG0001333	Np001G0207500	jg21012
OG0001334	Np005G3059200	jg11359
OG0001334	Np005G3059300	jg11360
OG0001335	Np007G3838800	jg26529
OG0001335	Np005G3045600	jg11297
OG0001336	Np007G3838400	jg26526
OG0001337	Np005G3041300	jg11261
OG0001338	Np002G0814500	jg2955
OG0001338	Np004G2382100	jg30304
OG0001339	Np004G2440600	jg29788
OG0001339	Np001G0235100	jg13235
OG0001340	Np001G0362100	jg20497
OG0001340	Np005G2911700	jg10721
OG0001341	Np001G0371400	jg10673
OG0001342	Np001G0373900	jg20557
OG0001342	Np005G2901200	jg10653
OG0001343	Np001G0381900	jg20595
OG0001344	Np004G1956400	jg33288
OG0001344	Np006G3399300	jg18717
OG0001345	Np004G1954400, Np004G1942800	jg33449
OG0001345	Np007G3899900	jg25618
OG0001346	Np004G1939000	jg33483
OG0001346	Np007G4035800	jg25596
OG0001347	Np005G2906700	jg10699
OG0001348	Np001G0525500	jg14969
OG0001348	Np001G0006900	jg23750
OG0001349	Np003G1800600	jg7479
OG0001349	Np005G2832500	jg10115
OG0001350	Np003G1818100	jg7609
OG0001351	Np005G2870200, Np005G2870500	jg10491
OG0001352	Np007G3878500	jg26855
OG0001352	Np007G3738900	jg28086
OG0001353	Np001G0689600	jg16331
OG0001353	Np006G3212300	jg20161
OG0001355	Np006G3408400	jg25041
OG0001356	Np001G0655400	jg16068, jg19799
OG0001357	Np006G3282100	jg19583
OG0001357	Np001G0636200	jg15895
OG0001358	Np001G0614600	jg15688
OG0001358	Np006G3305500	jg19397
OG0001359	Np001G0609700	jg15639
OG0001360	Np005G3143100	jg12424
OG0001362	Np001G0172900	jg21429
OG0001362	Np007G4158500	jg24672
OG0001364	Np004G2040300	jg32162
OG0001365	Np004G2057700	jg31935
OG0001365	Np003G1786700	jg7406
OG0001366	Np001G0148700	jg6641
OG0001368	Np006G3223300	jg20086
OG0001369	Np006G3266000	jg19713, jg19711
OG0001370	Np006G3295200	jg1176
OG0001371	Np007G4210000	jg24271
OG0001371	Np003G1458300	jg5672
OG0001373	Np007G4113400, Np007G4109800	jg25014
OG0001374	Np005G3145800	jg12461, jg12457
OG0001375	Np007G4050100	jg25500
OG0001376	Np007G4045200	jg25545
OG0001376	Np004G1934100	jg33521
OG0001377	Np004G1994800	jg32925
OG0001377	Np007G3930800	jg25888
OG0001378	Np003G1396600	jg5109
OG0001378	Np007G3805100	jg26249
OG0001379	Np004G1957100	jg33279
OG0001379	Np007G3853500	jg18228
OG0001380	Np003G1458700	jg5678, jg5677, jg5679, jg5675
OG0001381	Np002G1171000	jg887
OG0001381	Np004G2476600	jg29504
OG0001384	Np002G0851000	jg2673
OG0001384	Np004G2304700	jg30903
OG0001385	Np005G2686800	jg8640
OG0001386	Np004G2062500	jg31988, jg31982
OG0001387	Np005G2641100	jg8977
OG0001387	Np007G3789000, Np005G2951400	jg27524
OG0001388	Np002G1230200, Np004G2079100, Np003G1670300	jg6843, jg11803, jg11786, jg1893, jg1890, jg11785, jg14259, jg1892, jg74, jg70, jg7045, jg1891, jg11736, jg17204, jg11735, jg11784, jg20260, jg20242, jg17205, jg11737, jg11782, jg11734, jg11783, jg1516, jg27293
OG0001388	Np005G3024000, Np009G4321100	jg8265, jg17410, jg28355, jg7011, jg11804, jg23863, jg11806, jg11727, jg17419, jg11741, jg8264
OG0001389	Np007G3908100	jg25693, jg25691, jg18392, jg25692
OG0001391	Np006G3552200, Np006G3551700	jg18288, jg18338, jg18372
OG0001392	Np004G2050300	jg5761
OG0001396	Np005G2782600	jg9727
OG0001396	Np003G1630800	jg22254
OG0001397	Np005G2781500	jg9722
OG0001397	Np003G1628200, Np003G1630000	jg22246
OG0001398	Np003G1872600	jg8040
OG0001398	Np005G3175600	jg12651
OG0001399	Np007G4215600	jg24228
OG0001400	Np005G3160500	jg12560
OG0001400	Np003G1420900	jg5346
OG0001401	Np003G1392100	jg5077
OG0001401	Np003G1473800	jg5801
OG0001402	Np001G0125700	jg6394
OG0001403	Np003G1361300	jg4806
OG0001403	Np001G0040800	jg23481
OG0001404	Np003G1344900	jg4675
OG0001404	Np001G0103300	jg6171
OG0001405	Np006G3597800	jg17845
OG0001405	Np004G2516100	jg29134
OG0001407	Np006G3517600	jg18039
OG0001407	Np007G4245800	jg23963
OG0001408	Np006G3539900, Np006G3468200, Np006G3539700, Np006G3468700, Np006G3539800, Np006G3468600	jg18135
OG0001408	Np006G3469200	jg18133
OG0001408	Np003G1748800, Np003G1749600	jg17114
OG0001409	Np006G3541300, Np006G3488800	jg18147
OG0001409	Np004G2533200	jg28993
OG0001410	Np004G2548800	jg28856
OG0001410	Np006G3566800, Np006G3566900	jg18307, jg18308
OG0001411	Np004G2012000	jg32739
OG0001411	Np001G0418800	jg20950
OG0001412	Np006G3425700	jg18530
OG0001412	Np004G2126400	jg31482
OG0001413	Np006G3678700, Np004G2181700	jg31842
OG0001414	Np001G0509800	jg14845
OG0001414	Np001G0023800	jg23621
OG0001415	Np001G0025700	jg23602
OG0001416	Np001G0058700	jg23321
OG0001416	Np001G0492700	jg14683
OG0001418	Np007G3792600	jg27482, jg27480
OG0001419	Np005G2790700	jg9793
OG0001421	Np003G1298400, Np006G3486200	jg4256
OG0001421	Np003G1297700	jg4255
OG0001422	Np003G1252900	jg3854
OG0001422	Np007G4140700	jg24803
OG0001423	Np001G0208200	jg13489
OG0001423	Np005G3179600	jg12672
OG0001425	Np005G2662300	jg8815
OG0001425	Np007G3760600	jg27854
OG0001426	Np007G4077800	jg25309
OG0001426	Np004G1907500	jg33746
OG0001427	Np004G1909200	jg33717
OG0001427	Np007G4076600	jg25319
OG0001428	Np006G3387600	jg18799
OG0001428	Np001G0553600	jg15228
OG0001429	Np005G2771900	jg9657
OG0001429	Np003G1647600	jg22016, jg22023
OG0001430	Np005G2826000	jg10055
OG0001430	Np003G1748700	jg21619
OG0001431	Np006G3640100	jg17108, jg17107
OG0001431	Np001G0451400	jg12209, jg16559
OG0001432	Np004G2273300	jg31048
OG0001432	Np002G0864300	jg2568
OG0001433	Np005G2910000	jg10709
OG0001434	Np001G0382300	jg20601
OG0001435	Np004G1966500	jg33185
OG0001436	Np004G1943400	jg33443
OG0001436	Np007G3901100	jg25633
OG0001437	Np001G0336900	jg20362
OG0001437	Np005G2937500	jg10847
OG0001438	Np005G2947400	jg10871
OG0001438	Np005G3039500	jg20314
OG0001439	Np003G1802100, Np003G1802000, Np003G1802500, Np003G1802600	jg7484, jg7486, jg7485
OG0001440	Np005G2661200	jg8820
OG0001440	Np007G3762500	jg27836
OG0001441	Np005G2857300	jg10309
OG0001442	Np003G1835500	jg7711
OG0001442	Np005G2862000	jg10341
OG0001443	Np005G2872700, Np005G2872400, Np005G2872000	jg10474
OG0001444	Np005G2833200	jg10124
OG0001445	Np001G0690900	jg1466, jg1467, jg16335
OG0001446	Np007G3748400	jg4792
OG0001447	Np001G0648300	jg16005
OG0001447	Np006G3269300	jg19686
OG0001448	Np006G3686300	jg16689
OG0001448	Np005G2626700	jg8536
OG0001449	Np001G0171700, Np001G0168300	jg21495, jg21488, jg21481, jg21446, jg32662, jg21450
OG0001450	Np006G3295300	jg19480
OG0001450	Np001G0622700	jg15765
OG0001451	Np006G3300900	jg19435
OG0001451	Np001G0617600	jg15724, jg15657
OG0001452	Np001G0502300, Np001G0595300	jg15517
OG0001452	Np006G3329500	jg19217
OG0001453	Np006G3692700	jg16647
OG0001453	Np005G2619100	jg8469
OG0001454	Np006G3364100	jg18958
OG0001454	Np001G0570400	jg15338
OG0001455	Np001G0565500	jg15306
OG0001455	Np006G3370700	jg18912
OG0001456	Np007G3916700	jg25765
OG0001457	Np001G0430900, Np001G0453300, Np003G1791700	jg31456, jg29423
OG0001459	Np007G3735500	jg28119
OG0001459	Np005G2746200	jg9434
OG0001460	Np007G3732900	jg28141, jg28136, jg28139
OG0001460	Np005G2748000	jg9456
OG0001461	Np006G3339900, Np006G3339800	jg14485, jg19121
OG0001462	Np006G3354500, Np006G3354600	jg19022
OG0001463	Np007G4095500	jg25152
OG0001464	Np003G1821700	jg7635
OG0001464	Np003G1821600	jg7634
OG0001465	Np006G3707100	jg16546
OG0001465	Np005G2609300	jg8365
OG0001466	Np006G3690500	jg16662
OG0001466	Np005G2622100	jg8497
OG0001467	Np006G3669000	jg16820
OG0001467	Np006G3669200	jg16822
OG0001468	Np005G2685200	jg8655
OG0001468	Np006G3667100	jg16842
OG0001469	Np006G3659500	jg16909
OG0001469	Np005G2724400	jg9294
OG0001470	Np004G2085700	jg32097
OG0001470	Np004G2085600	jg32096
OG0001471	Np001G0143900	jg7565, jg24502, jg24503, jg6584
OG0001472	Np007G4185500	jg24473
OG0001473	Np001G0146700	jg6611
OG0001473	Np007G4185800	jg24470
OG0001474	Np002G1211800, Np007G3721800	jg28249
OG0001475	Np001G0652000	jg16040
OG0001475	Np006G3260300	jg19755
OG0001476	Np005G3081100	jg13762
OG0001477	Np001G0161600	jg21605
OG0001477	Np007G4169400	jg24593
OG0001478	Np007G3813900	jg26326
OG0001478	Np004G1950600	jg33363, jg33365
OG0001479	Np004G2483800, Np004G2485900	jg29412
OG0001479	Np002G1143300	jg1099
OG0001480	Np002G1210700	jg620
OG0001481	Np004G2401100	jg30101
OG0001482	Np003G1743900	jg21645
OG0001482	Np005G2824800	jg10045
OG0001483	Np004G2348800	jg30602
OG0001483	Np005G2658300	jg8847
OG0001484	Np004G2311500	jg30858
OG0001484	Np002G0839900	jg2734
OG0001485	Np001G0397900	jg20733, jg20734, jg20735
OG0001485	Np001G0397800	jg20730
OG0001486	Np005G2722800	jg9282
OG0001486	Np006G3658300	jg16917
OG0001487	Np004G2284100, Np004G2283900, Np004G2283700	jg31016, jg31014
OG0001488	Np003G1261500	jg6233, jg17587, jg6230
OG0001489	Np002G1161100	jg3720, jg1222
OG0001490	Np007G4181400, Np007G4182000	jg24501, jg26885, jg7563, jg7566, jg2203, jg7477, jg27440
OG0001491	Np007G3760200	jg28104
OG0001491	Np007G3959800	jg26004
OG0001492	Np007G3803800	jg26240, jg26233, jg26239, jg26238, jg26232
OG0001493	Np007G3856700, Np007G3856800	jg26666, jg26665
OG0001499	Np002G0940700	jg2169, jg2168, jg2170
OG0001499	Np005G3045000	jg1737
OG0001500	Np004G2131000	jg32351, jg32353, jg31529
OG0001501	Np007G4218400, Np007G4217900	jg24209
OG0001501	Np003G1450600	jg5604
OG0001502	Np007G4219900	jg24200
OG0001502	Np003G1449600	jg5594
OG0001503	Np003G1419500	jg5333
OG0001503	Np007G4245300	jg23973
OG0001505	Np007G4249400	jg23933
OG0001505	Np003G1414100	jg5269
OG0001506	Np003G1407200	jg5196
OG0001506	Np007G4090200	jg25195
OG0001507	Np003G1380400	jg4974
OG0001507	Np001G0130600	jg6430
OG0001508	Np003G1341600	jg4639
OG0001508	Np001G0095700	jg23055
OG0001509	Np003G1340200, Np003G1339100	jg4628, jg4627
OG0001509	Np003G1340100, Np001G0507900, Np003G1339000	jg4626, jg4648
OG0001510	Np004G2094300	jg31195
OG0001510	Np002G0898300	jg2378
OG0001511	Np006G3584600	jg17723
OG0001511	Np004G2511400	jg29182
OG0001512	Np004G2515200	jg29144
OG0001512	Np006G3595700	jg17830
OG0001513	Np006G3597700	jg17843
OG0001513	Np004G2517300	jg29129
OG0001514	Np006G3517400	jg18040
OG0001515	Np004G2530600	jg29016
OG0001515	Np006G3539100, Np006G3469600, Np006G3538800	jg18129
OG0001516	Np004G2535900	jg28967
OG0001516	Np006G3481900, Np006G3547500	jg18171
OG0001517	Np004G2549200	jg28852
OG0001517	Np006G3567200	jg18312
OG0001518	Np004G2558400	jg28765
OG0001518	Np006G3452600, Np009G4319700	jg18441
OG0001519	Np004G2559000	jg28759
OG0001519	Np001G0414400	jg20901
OG0001520	Np004G2559300	jg28753
OG0001520	Np001G0413300	jg20875
OG0001521	Np002G0717000	jg3657
OG0001521	Np004G2400900	jg30106
OG0001522	Np004G2124100	jg31460, jg18526
OG0001523	Np006G3425800	jg18529
OG0001523	Np004G2125500	jg31474
OG0001524	Np001G0647400	jg15998
OG0001524	Np004G2148000	jg31662
OG0001526	Np001G0510300	jg14851
OG0001526	Np001G0023100	jg23627
OG0001527	Np001G0026400, Np001G0026700	jg23596
OG0001527	Np001G0590900	jg15480
OG0001528	Np001G0189300, Np001G0189200	jg23323
OG0001529	Np001G0117800	jg6307
OG0001529	Np001G0503400	jg14777
OG0001531	Np003G1510400, Np005G3004300	jg6119
OG0001532	Np003G1528200, Np003G1528300	jg22893, jg22892
OG0001533	Np003G1528900	jg22887
OG0001534	Np001G0358800	jg20450
OG0001534	Np002G1130500	jg10826
OG0001535	Np005G2795000	jg9827
OG0001535	Np003G1573500	jg22545
OG0001536	Np005G3190600, Np002G1225900	jg528, jg527
OG0001537	Np003G1866300	jg7971
OG0001538	Np004G2573800	jg28618
OG0001538	Np003G1864300	jg7956
OG0001539	Np003G1320800	jg4429
OG0001540	Np007G4109000	jg25055
OG0001540	Np003G1305400	jg4308
OG0001542	Np003G1277700	jg4085
OG0001542	Np007G4127700	jg24914
OG0001543	Np002G0755300	jg3365
OG0001543	Np004G2340500	jg30685
OG0001544	Np002G0760400, Np002G0755400	jg3364
OG0001544	Np004G2340700	jg30684
OG0001545	Np002G0761700	jg3320
OG0001545	Np004G2343800	jg30645
OG0001546	Np002G0785100	jg3154
OG0001546	Np002G0785000	jg3158
OG0001547	Np005G2663300	jg27862, jg8810
OG0001548	Np006G3274700, Np005G2673900	jg8754
OG0001548	Np007G3754900	jg27908
OG0001549	Np005G3072600	jg11464
OG0001549	Np007G3861800	jg26712
OG0001550	Np002G0800600, Np002G0807000, Np002G0807100	jg3039
OG0001550	Np004G2373500	jg30369
OG0001551	Np003G1794700	jg6229, jg6227
OG0001552	Np001G0369400	jg20517
OG0001552	Np005G2905300	jg10692
OG0001553	Np007G3993300	jg26186
OG0001553	Np004G1964500	jg33200
OG0001554	Np004G1941700	jg33464
OG0001554	Np007G4028700	jg25611
OG0001555	Np001G0332200	jg20349
OG0001555	Np005G2939200	jg10852
OG0001556	Np005G2957900	jg10891
OG0001557	Np001G0008400	jg23737
OG0001557	Np001G0524500	jg14957
OG0001558	Np006G3217900	jg20124
OG0001558	Np001G0685200	jg16297
OG0001559	Np005G2709600	jg9192
OG0001559	Np006G3641600	jg17088
OG0001560	Np006G3259600	jg19762
OG0001560	Np001G0652500	jg16048
OG0001561	Np001G0627600	jg15815
OG0001561	Np001G0627700	jg15816
OG0001562	Np001G0623100	jg15767, jg19482
OG0001563	Np006G3306300	jg19390
OG0001563	Np001G0612400	jg15645, jg15715
OG0001564	Np001G0597100	jg15533
OG0001564	Np006G3328600	jg19221
OG0001565	Np001G0596100	jg15521
OG0001565	Np001G0596300	jg15522
OG0001566	Np006G3363200	jg33000
OG0001567	Np001G0211400	jg14237
OG0001568	Np005G2744200	jg9416
OG0001568	Np007G3737500	jg28101
OG0001569	Np006G3705100	jg16568
OG0001569	Np005G2611900	jg8385
OG0001570	Np002G0832600	jg2818
OG0001570	Np004G2088400	jg32123
OG0001571	Np004G2571500	jg28641
OG0001571	Np003G1469500	jg5758
OG0001572	Np007G4190300	jg24430
OG0001572	Np001G0175500, Np001G0149400	jg6648
OG0001573	Np001G0155800	jg6760
OG0001573	Np007G4199800	jg24374
OG0001574	Np005G2763800	jg9586
OG0001574	Np007G3719000	jg28279
OG0001575	Np006G3586000	jg24312, jg24311
OG0001576	Np007G4193800	jg24402
OG0001577	Np001G0178700	jg21361
OG0001577	Np007G4152400	jg24717
OG0001578	Np007G3925600	jg25845
OG0001578	Np005G2615000	jg32898
OG0001580	Np001G0399600	jg11355, jg11354
OG0001581	Np005G3155300	jg12515, jg12516
OG0001582	Np006G3566700	jg18306
OG0001582	Np004G2548700	jg28858
OG0001583	Np004G2476400	jg29506
OG0001583	Np002G1171400	jg886
OG0001584	Np004G2416100	jg29971
OG0001584	Np001G0268400	jg12968
OG0001585	Np004G2320400	jg30817
OG0001585	Np004G2320300	jg30818
OG0001586	Np001G0240500	jg13179
OG0001587	Np004G2305400	jg30892
OG0001587	Np002G0848300	jg2680
OG0001588	Np002G1241000	jg403
OG0001588	Np005G3200300	jg12823
OG0001589	Np001G0201100	jg13568
OG0001589	Np001G0201000	jg13573
OG0001590	Np005G2617500	jg1440, jg1475
OG0001591	Np005G2623500	jg8509
OG0001592	Np005G2643700	jg8953
OG0001593	Np001G0237200	jg13218, jg29817
OG0001594	Np001G0141700	jg2103, jg2642, jg1877, jg1882, jg1881, jg1870
OG0001595	Np002G0980400, Np002G0980500	jg1926, jg1929
OG0001597	Np002G0913700	jg22524, jg22522, jg22523
