Orthogroup	Noccaea_praecox	Brassica_oleracea
OG0000255	Np007G4006000	XP_013624683.1
OG0000258	Np004G2195200, Np002G1089200	XP_013601159.1, XP_013632859.1
OG0000259	Np001G0461900	XP_013632446.1, XP_013622910.1
OG0000259	Np007G3830200	XP_013613953.1, XP_013615249.1
OG0000263	Np004G2041700	XP_013624798.1, XP_013624417.1, XP_013624116.1, XP_013595119.1, XP_013624706.1
OG0000265	Np005G3140200, Np007G4120400, Np002G0744800, Np002G0778500, Np003G1560300, Np004G1972500, Np006G3567500, Np004G2255600, Np001G0314500	XP_013639635.1, XP_013632585.1, XP_013639156.1, XP_013614113.1, XP_013594550.1, XP_013594818.1, XP_013639395.1, XP_013629230.1
OG0000267	Np006G3503500	XP_013611041.1
OG0000267	Np001G0079700	XP_013624560.1, XP_013594484.1, XP_013615625.1, XP_013588806.1, XP_013600967.1, XP_013624836.1, XP_013617484.1, XP_013615775.1, XP_013600966.1
OG0000267	Np003G1683000	XP_013617400.1, XP_013589341.1
OG0000268	Np011G4358700	XP_013614054.1
OG0000268	Np006G3603100	XP_013624805.1, XP_013607625.1, XP_013616898.1, XP_013607725.1
OG0000269	Np003G1526500	XP_013625891.1
OG0000269	Np001G0459000, Np001G0458900	XP_013629589.1
OG0000269	Np004G2521600	XP_013634861.1, XP_013637342.1, XP_013637340.1
OG0000270	Np005G2730100	XP_013623543.1
OG0000270	Np006G3619100	XP_013624992.1, XP_013611661.1
OG0000273	Np003G1612800	XP_013610647.1
OG0000274	Np002G1089600, Np007G4175900	XP_013613646.1, XP_013632530.1, XP_013627239.1, XP_013590108.1, XP_013623886.1
OG0000275	Np001G0244400	XP_013607799.1
OG0000275	Np005G2619800	XP_013627934.1, XP_013608532.1, XP_013608530.1, XP_013608536.1, XP_013627649.1, XP_013624778.1, XP_013593112.1
OG0000276	Np002G1070200, Np001G0402600	XP_013632842.1
OG0000276	Np006G3457600, Np009G4313700	XP_013601011.1
OG0000277	Np004G2355900	XP_013583664.1, XP_013595589.1, XP_013600559.1
OG0000278	Np004G2089700	XP_013624691.1
OG0000278	Np005G3116600	XP_013631768.1
OG0000278	Np005G3117100	XP_013628027.1
OG0000279	Np001G0387500	XP_013613451.1
OG0000279	Np005G3095700, Np001G0385400, Np001G0386500	XP_013594138.1, XP_013593806.1
OG0000283	Np005G2968000, Np003G1722900	XP_013597090.1, XP_013619224.1, XP_013585384.1, XP_013627872.1, XP_013627915.1, XP_013618985.1, XP_013630852.1
OG0000283	Np006G3504200	XP_013608158.1, XP_013639335.1
OG0000284	Np005G2943000	XP_013624961.1, XP_013594877.1, XP_013594874.1, XP_013639524.1, XP_013608291.1, XP_013594763.1, XP_013608168.1, XP_013639681.1, XP_013617496.1, XP_013617018.1, XP_013632826.1
OG0000285	Np005G2879700	XP_013598049.1
OG0000285	Np004G2185500	XP_013583450.1
OG0000286	Np003G1578100	XP_013633416.1, XP_013633415.1, XP_013633414.1, XP_013583416.1, XP_013586481.1, XP_013583423.1
OG0000286	Np003G1257000	XP_013597125.1, XP_013600951.1
OG0000290	Np002G1240300	XP_013607661.1, XP_013599293.1
OG0000291	Np002G0943700, Np007G3891200	XP_013626958.1, XP_013615102.1
OG0000291	Np007G3891600	XP_013615822.1
OG0000291	Np005G2987000	XP_013635937.1
OG0000292	Np003G1428400, Np005G3200500	XP_013624333.1, XP_013639386.1, XP_013632606.1, XP_013639423.1, XP_013639539.1, XP_013594984.1, XP_013589072.1, XP_013594814.1, XP_013601216.1, XP_013625423.1, XP_013601608.1, XP_013624244.1, XP_013608022.1
OG0000294	Np007G3931800, Np002G0947400	XP_013616802.1, XP_013619747.1
OG0000294	Np002G1225100	XP_013617152.1, XP_013616818.1, XP_013617151.1, XP_013583443.1, XP_013616819.1, XP_013619744.1, XP_013607677.1
OG0000295	Np005G2760100	XP_013592539.1
OG0000295	Np004G2108200	XP_013607804.1
OG0000295	Np004G2108300	XP_013628407.1, XP_013624173.1, XP_013624172.1
OG0000296	Np003G1534000, Np007G4243900, Np003G1534400	XP_013609630.1
OG0000296	Np003G1539300	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1
OG0000296	Np006G3620800	XP_013608277.1
OG0000298	Np004G2067300	XP_013615661.1
OG0000298	Np004G2066900	XP_013584781.1
OG0000298	Np001G0361700, Np004G2066800, Np004G2066700	XP_013592782.1, XP_013592451.1
OG0000300	Np005G3197000	XP_013624028.1
OG0000300	Np001G0067800	XP_013624443.1
OG0000300	Np004G1944000	XP_013633140.1
OG0000301	Np001G0656600	XP_013602649.1, XP_013603566.1, XP_013602650.1, XP_013635448.1, XP_013635214.1, XP_013610690.1
OG0000301	Np001G0664000	XP_013592257.1
OG0000303	Np002G0762300	XP_013624856.1
OG0000303	Np003G1645600	XP_013615554.1, XP_013619578.1
OG0000304	Np003G1830800	XP_013636622.1
OG0000305	Np004G2111200, Np004G2040900, Np004G2390100	XP_013596992.1
OG0000305	Np006G3318300, Np002G0828600	XP_013627424.1, XP_013627611.1, XP_013591032.1, XP_013627590.1, XP_013633430.1
OG0000307	Np007G3777700	XP_013624155.1, XP_013607544.1, XP_013607543.1
OG0000308	Np001G0413700	XP_013595257.1
OG0000313	Np006G3363800, Np006G3363700	XP_013595726.1
OG0000313	Np006G3319700	XP_013599604.1, XP_013599605.1
OG0000314	Np003G1698600	XP_013632592.1, XP_013624851.1, XP_013601673.1, XP_013600437.1
OG0000314	Np003G1725200	XP_013625516.1, XP_013624823.1
OG0000314	Np001G0349500	XP_013585256.1
OG0000314	Np004G2096300	XP_013639337.1
OG0000314	Np002G0900000	XP_013624782.1, XP_013624853.1, XP_013601162.1, XP_013594951.1
OG0000314	Np002G0955300	XP_013624617.1
OG0000316	Np007G4052400	XP_013637964.1, XP_013628842.1, XP_013628844.1, XP_013628845.1, XP_013628846.1
OG0000316	Np007G4052300	XP_013588112.1, XP_013587370.1
OG0000320	Np003G1728200	XP_013601193.1, XP_013614006.1
OG0000321	Np004G1971000	XP_013628373.1
OG0000322	Np008G4268900, Np009G4291900	XP_013583839.1, XP_013597326.1, XP_013616452.1
OG0000322	Np005G2608200, Np005G2608600, Np005G2607900	XP_013624759.1
OG0000323	Np004G2384300	XP_013601504.1, XP_013601503.1
OG0000323	Np003G1805200	XP_013605611.1
OG0000323	Np005G3167200	XP_013633152.1
OG0000323	Np004G2384500	XP_013588752.1, XP_013587884.1, XP_013592591.1, XP_013600024.1
OG0000325	Np004G2554700	XP_013638562.1, XP_013605539.1, XP_013603309.1
OG0000325	Np006G3577000	XP_013636697.1, XP_013622603.1
OG0000326	Np002G0761200, Np007G4109700	XP_013614925.1, XP_013629132.1
OG0000327	Np005G2955000, Np005G2949800	XP_013633156.1, XP_013633144.1, XP_013633154.1, XP_013633148.1
OG0000327	Np005G2894400, Np005G2895700, Np005G2894300	XP_013624421.1
OG0000328	Np007G3808000	XP_013630581.1
OG0000328	Np005G3078400	XP_013591874.1
OG0000329	Np005G3045800	XP_013605281.1, XP_013605279.1
OG0000329	Np004G2324000, Np005G3144800	XP_013635077.1, XP_013635170.1
OG0000330	Np002G0817100, Np002G0817000	XP_013590898.1, XP_013590516.1
OG0000330	Np002G0817200	XP_013588250.1, XP_013589502.1, XP_013590614.1, XP_013590374.1, XP_013590664.1, XP_013618931.1
OG0000331	Np003G1874800	XP_013629475.1, XP_013611648.1
OG0000331	Np007G3925500	XP_013629139.1, XP_013613847.1
OG0000331	Np006G3382400	XP_013636480.1, XP_013637355.1, XP_013630077.1
OG0000332	Np002G1180900	XP_013607236.1, XP_013606280.1, XP_013634004.1
OG0000334	Np008G4277100	XP_013589398.1, XP_013601140.1
OG0000334	Np001G0128900, Np001G0128700	XP_013624887.1, XP_013583336.1, XP_013608346.1, XP_013624321.1, XP_013601519.1, XP_013639093.1, XP_013616941.1, XP_013589256.1
OG0000334	Np002G0988300	XP_013588890.1, XP_013632594.1
OG0000335	Np001G0652400, Np001G0653300	XP_013588585.1
OG0000336	Np004G2494000, Np002G1126300, Np004G2495700, Np002G1118200	XP_013608922.1
OG0000338	Np004G2105600	XP_013595355.1
OG0000339	Np001G0393100	XP_013586113.1
OG0000339	Np005G3091300	XP_013621481.1, XP_013599132.1, XP_013619332.1
OG0000341	Np005G3127500	XP_013610407.1, XP_013609445.1
OG0000341	Np005G2628800	XP_013596331.1
OG0000343	Np006G3457100, Np009G4315700, Np006G3457200, Np006G3383800	XP_013624416.1, XP_013632357.1, XP_013628397.1, XP_013594965.1, XP_013607748.1, XP_013632809.1, XP_013617024.1, XP_013632029.1, XP_013594432.1, XP_013601134.1, XP_013624538.1, XP_013589484.1, XP_013615549.1, XP_013607830.1, XP_013601207.1, XP_013608425.1, XP_013624791.1, XP_013624420.1, XP_013624666.1
OG0000344	Np007G3786100	XP_013608862.1, XP_013615023.1, XP_013601852.1, XP_013615461.1, XP_013611358.1
OG0000345	Np001G0410500	XP_013625024.1, XP_013619486.1
OG0000345	Np003G1357300	XP_013619714.1
OG0000345	Np004G2560200	XP_013587167.1, XP_013602022.1, XP_013600499.1
OG0000346	Np001G0560600	XP_013590573.1
OG0000346	Np001G0228500, Np001G0228200, Np001G0228300	XP_013613384.1, XP_013598778.1
OG0000346	Np004G1975800	XP_013600603.1
OG0000347	Np004G2592100	XP_013600562.1, XP_013587671.1
OG0000347	Np003G1893600	XP_013612790.1, XP_013630573.1
OG0000348	Np003G1858900	XP_013610709.1
OG0000349	Np003G1527100	XP_013618276.1
OG0000349	Np003G1527600	XP_013628382.1, XP_013628384.1
OG0000350	Np007G3817600, Np007G3817500, Np007G3817800, Np007G3824500, Np007G3824300, Np007G3845500, Np007G3845200, Np007G3829000	XP_013626949.1, XP_013584917.1, XP_013584915.1, XP_013584959.1, XP_013584919.1, XP_013584886.1, XP_013584707.1, XP_013589790.1, XP_013591347.1
OG0000351	Np007G4098900, Np005G2793500, Np005G2793600, Np007G4098800	XP_013585077.1
OG0000355	Np003G1518500	XP_013610714.1, XP_013619932.1, XP_013621272.1, XP_013619937.1
OG0000355	Np007G3970700	XP_013639809.1, XP_013632661.1
OG0000355	Np004G2019400	XP_013635570.1
OG0000356	Np006G3652400	XP_013622609.1
OG0000356	Np006G3653600, Np006G3653700	XP_013604125.1
OG0000357	Np006G3421100	XP_013635659.1, XP_013628557.1
OG0000359	Np003G1622800	XP_013614781.1, XP_013619112.1
OG0000359	Np005G2774500, Np005G2774300	XP_013602977.1, XP_013596321.1
OG0000359	Np005G2774200	XP_013603104.1, XP_013596584.1, XP_013597076.1, XP_013600866.1
OG0000361	Np004G1900200	XP_013632657.1, XP_013601537.1, XP_013589372.1, XP_013624011.1
OG0000364	Np006G3313600, Np006G3314900, Np006G3313700, Np006G3584200, Np004G2086200	XP_013617644.1, XP_013613593.1, XP_013613595.1, XP_013632686.1
OG0000365	Np004G2256300	XP_013638892.1
OG0000367	Np002G0859300, Np002G0859700	XP_013617185.1
OG0000367	Np002G0859800	XP_013591170.1
OG0000367	Np005G2934000	XP_013597383.1
OG0000368	Np001G0464200	XP_013603521.1, XP_013603101.1
OG0000368	Np001G0464500, Np001G0465000, Np001G0464400	XP_013622965.1
OG0000369	Np007G3873300, Np007G3872900, Np007G3878000, Np003G1659100, Np006G3612900	XP_013601023.1, XP_013601021.1, XP_013588993.1, XP_013588958.1, XP_013588961.1
OG0000369	Np004G2010000	XP_013594963.1, XP_013596955.1
OG0000370	Np007G3881700	XP_013593030.1
OG0000371	Np004G2170200	XP_013633022.1
OG0000374	Np002G0925000	XP_013608072.1, XP_013617531.1
OG0000374	Np002G0915900, Np007G3934900, Np002G1001700	XP_013632467.1, XP_013639775.1
OG0000375	Np005G2993500	XP_013627360.1, XP_013608266.1, XP_013617708.1, XP_013594350.1
OG0000376	Np002G1165500	XP_013609787.1, XP_013620825.1
OG0000376	Np002G1164800, Np002G0907800	XP_013604727.1
OG0000376	Np002G1165400	XP_013610000.1
OG0000377	Np005G2692900	XP_013598869.1
OG0000377	Np005G2692800	XP_013605587.1
OG0000377	Np005G2692500	XP_013593941.1
OG0000377	Np005G2692700	XP_013599452.1, XP_013590187.1
OG0000379	Np001G0262000	XP_013597635.1, XP_013607868.1
OG0000379	Np001G0572200	XP_013637011.1
OG0000379	Np001G0262300	XP_013618006.1
OG0000380	Np003G1532600	XP_013610573.1, XP_013612483.1
OG0000380	Np003G1521100, Np003G1521000, Np001G0458000	XP_013613287.1
OG0000381	Np006G3437400	XP_013637242.1, XP_013622576.1
OG0000382	Np003G1866800	XP_013619489.1, XP_013627154.1, XP_013610941.1
OG0000382	Np006G3368000	XP_013636573.1, XP_013630416.1
OG0000383	Np004G2298600	XP_013600654.1
OG0000383	Np002G0976000	XP_013636627.1, XP_013601648.1, XP_013587907.1
OG0000384	Np001G0337300	XP_013620026.1
OG0000388	Np007G3923800, Np007G3923600, Np007G3924100, Np007G3782200	XP_013638305.1
OG0000388	Np007G3969000, Np007G3969100	XP_013639835.1, XP_013593763.1
OG0000389	Np003G1571700, Np007G3923900, Np004G2014700, Np004G2017900	XP_013619465.1
OG0000389	Np005G3094800	XP_013614889.1, XP_013634447.1
OG0000390	Np004G2323900	XP_013593456.1
OG0000390	Np005G2754700	XP_013600140.1
OG0000390	Np004G2324400	XP_013638777.1
OG0000390	Np004G2323400, Np001G0608500	XP_013598821.1
OG0000391	Np005G3125100	XP_013587607.1
OG0000392	Np004G2392000	XP_013602876.1
OG0000392	Np004G2392100	XP_013604246.1, XP_013585331.1
OG0000392	Np005G2809300, Np005G2809500, Np005G2809700	XP_013599541.1
OG0000393	Np005G3148700	XP_013635118.1
OG0000393	Np005G3147700	XP_013634654.1
OG0000393	Np005G3147800, Np005G3148300, Np005G3148200, Np005G3148600	XP_013590492.1, XP_013590550.1
OG0000394	Np004G1940300	XP_013590817.1, XP_013627893.1
OG0000394	Np007G4033200	XP_013617904.1, XP_013633872.1
OG0000394	Np007G4031600	XP_013591595.1
OG0000395	Np004G2427700	XP_013584474.1
OG0000396	Np006G3286600	XP_013589350.1, XP_013590914.1, XP_013624737.1, XP_013632479.1, XP_013617988.1, XP_013601227.1, XP_013608103.1, XP_013594597.1, XP_013632988.1
OG0000397	Np007G3928300	XP_013590495.1
OG0000398	Np005G2718300	XP_013607717.1
OG0000398	Np006G3326400, Np001G0050100, Np001G0049900, Np006G3326200, Np003G1412400	XP_013614812.1, XP_013639534.1, XP_013632568.1, XP_013632567.1, XP_013617972.1, XP_013624030.1, XP_013594445.1, XP_013601243.1, XP_013628008.1, XP_013635729.1, XP_013628009.1, XP_013604785.1
OG0000399	Np003G1871200	XP_013606142.1, XP_013622500.1
OG0000399	Np002G1076800, Np002G1077300	XP_013613576.1
OG0000399	Np004G2500200	XP_013605289.1, XP_013587547.1
OG0000402	Np001G0014700	XP_013611362.1
OG0000402	Np001G0014600	XP_013611365.1, XP_013607432.1
OG0000403	Np003G1852000	XP_013626683.1
OG0000404	Np004G2440800, Np004G2439200	XP_013615218.1, XP_013599437.1
OG0000404	Np004G1969800, Np005G3197800, Np005G3189300, Np005G3177400, Np001G0535200	XP_013638800.1
OG0000404	Np006G3363500	XP_013633411.1, XP_013601666.1
OG0000405	Np007G3790000, Np007G3790300	XP_013627720.1
OG0000405	Np001G0091500	XP_013607534.1
OG0000405	Np002G0846100	XP_013637868.1
OG0000406	Np001G0457400	XP_013602126.1, XP_013616420.1, XP_013625792.1
OG0000406	Np004G2516000, Np003G1524900	XP_013623048.1, XP_013603088.1, XP_013638648.1, XP_013608778.1
OG0000407	Np006G3216700, Np003G1623400	XP_013634586.1, XP_013583454.1, XP_013639040.1
OG0000407	Np005G3061500	XP_013603282.1
OG0000410	Np005G2853200, Np005G2853100	XP_013624753.1, XP_013624763.1
OG0000410	Np003G1826700	XP_013626248.1
OG0000411	Np006G3656700	XP_013601761.1, XP_013633250.1
OG0000412	Np003G1436800	XP_013606449.1, XP_013614286.1
OG0000412	Np005G3122900	XP_013637496.1
OG0000412	Np002G0958700	XP_013621636.1
OG0000412	Np007G3931600	XP_013636878.1, XP_013587377.1, XP_013622724.1
OG0000413	Np004G1913900, Np004G1913800, Np004G1913700	XP_013589867.1
OG0000414	Np002G1202200	XP_013611135.1
OG0000414	Np005G3114200, Np007G4006400	XP_013613085.1
OG0000414	Np005G3034800	XP_013616157.1
OG0000414	Np007G3826300	XP_013630486.1, XP_013637929.1
OG0000415	Np005G2996800	XP_013629810.1, XP_013627540.1, XP_013634294.1, XP_013584864.1, XP_013620046.1, XP_013608371.1, XP_013601856.1, XP_013608439.1, XP_013617656.1, XP_013608065.1, XP_013601790.1, XP_013595186.1, XP_013615712.1
OG0000415	Np002G1089500	XP_013599498.1, XP_013615779.1, XP_013608332.1, XP_013613648.1, XP_013624891.1, XP_013590107.1
OG0000420	Np004G2021200	XP_013601022.1, XP_013601116.1, XP_013601083.1, XP_013601129.1, XP_013601130.1, XP_013615509.1, XP_013588893.1, XP_013588889.1
OG0000421	Np003G1652600	XP_013611457.1
OG0000421	Np007G3769100, Np003G1492300, Np003G1595800, Np003G1585300	XP_013625619.1, XP_013625620.1, XP_013628650.1, XP_013621043.1
OG0000424	Np003G1633400	XP_013611781.1
OG0000424	Np004G1960600	XP_013613876.1
OG0000424	Np007G3803600	XP_013583993.1, XP_013625239.1, XP_013611607.1
OG0000425	Np004G2267900, Np003G1323100, Np007G3879300	XP_013624935.1
OG0000428	Np004G2340900	XP_013588979.1, XP_013624625.1, XP_013639392.1, XP_013594405.1, XP_013627267.1
OG0000428	Np001G0367600	XP_013592111.1, XP_013594944.1, XP_013631393.1, XP_013624198.1, XP_013629910.1
OG0000429	Np004G2049300, Np005G3179700	XP_013632955.1, XP_013632958.1
OG0000430	Np003G1835700	XP_013609350.1, XP_013615009.1
OG0000430	Np002G1193600	XP_013633960.1
OG0000431	Np002G1177200	XP_013607707.1
OG0000432	Np004G1989800, Np004G1989900, Np004G1989600	XP_013590994.1
OG0000432	Np005G3091600	XP_013597168.1
OG0000433	Np005G2784000, Np005G2784300, Np005G2784100, Np005G2784200	XP_013588759.1, XP_013589349.1, XP_013621452.1, XP_013623354.1, XP_013592507.1
OG0000434	Np007G3746700	XP_013633418.1
OG0000436	Np001G0457000	XP_013625383.1
OG0000436	Np003G1523800	XP_013606356.1, XP_013618151.1, XP_013622845.1
OG0000436	Np003G1523700	XP_013615121.1, XP_013622251.1
OG0000437	Np003G1572700	XP_013628294.1, XP_013608880.1, XP_013614649.1, XP_013584190.1
OG0000437	Np005G2796000	XP_013603841.1
OG0000437	Np007G3729600	XP_013602307.1, XP_013609211.1, XP_013595626.1
OG0000439	Np003G1315100	XP_013609440.1, XP_013623414.1
OG0000440	Np005G3174000	XP_013634849.1
OG0000440	Np007G3863000	XP_013626620.1, XP_013627556.1, XP_013636988.1, XP_013635446.1
OG0000442	Np001G0093700	XP_013595711.1
OG0000442	Np006G3214200	XP_013634403.1, XP_013636234.1, XP_013622298.1
OG0000442	Np001G0686900, Np005G3175400	XP_013635173.1
OG0000443	Np006G3638900	XP_013636891.1, XP_013605581.1
OG0000443	Np003G1377800	XP_013612830.1
OG0000443	Np001G0128600	XP_013596454.1, XP_013619560.1
OG0000444	Np006G3551300	XP_013633507.1, XP_013625130.1, XP_013636348.1
OG0000444	Np001G0647200	XP_013600923.1, XP_013634024.1, XP_013590737.1
OG0000444	Np004G2537300	XP_013586994.1
OG0000445	Np001G0496300, Np001G0109300	XP_013636844.1, XP_013599526.1
OG0000446	Np003G1508000	XP_013625683.1, XP_013619701.1
OG0000446	Np003G1507900	XP_013623266.1
OG0000447	Np003G1314400, Np007G4102900	XP_013610233.1, XP_013634092.1, XP_013625255.1, XP_013583772.1, XP_013625723.1, XP_013634066.1, XP_013600607.1, XP_013637254.1
OG0000448	Np001G0183300	XP_013614469.1, XP_013597239.1
OG0000448	Np002G1081700	XP_013594250.1
OG0000448	Np001G0199700	XP_013616436.1, XP_013598575.1
OG0000449	Np007G3893700	XP_013604627.1
OG0000449	Np001G0641900	XP_013634926.1
OG0000449	Np007G4226700	XP_013632057.1
OG0000450	Np005G3123700	XP_013592121.1, XP_013591390.1, XP_013614927.1, XP_013589001.1
OG0000451	Np005G2859600	XP_013630317.1
OG0000451	Np006G3209400	XP_013589501.1, XP_013629014.1, XP_013595288.1
OG0000452	Np002G1218800	XP_013602821.1, XP_013633997.1
OG0000457	Np007G4205700, Np006G3460400, Np004G2558500, Np009G4310900	XP_013602165.1
OG0000458	Np004G2119000	XP_013584803.1
OG0000458	Np004G2166000, Np001G0151700, Np005G3065500, Np004G2118700, Np002G1143400, Np004G2118900	XP_013586344.1
OG0000460	Np007G4074300	XP_013583937.1, XP_013584262.1
OG0000460	Np005G2794500	XP_013597959.1, XP_013594456.1
OG0000460	Np004G1912200	XP_013630406.1, XP_013590426.1, XP_013591592.1
OG0000462	Np005G2873300, Np005G2872900	XP_013614968.1, XP_013614741.1, XP_013594517.1
OG0000463	Np004G2039200	XP_013637737.1
OG0000463	Np001G0461800	XP_013615358.1
OG0000466	Np007G4165800, Np007G4185400	XP_013623643.1
OG0000467	Np001G0127300	XP_013601796.1, XP_013619649.1, XP_013610726.1, XP_013635425.1
OG0000469	Np001G0367700, Np001G0636500, Np005G2910700	XP_013602025.1, XP_013608912.1, XP_013595420.1
OG0000470	Np004G2290500	XP_013633434.1, XP_013636305.1, XP_013636306.1
OG0000470	Np002G0795000	XP_013615227.1, XP_013618084.1
OG0000470	Np005G2908400, Np003G1893400	XP_013596620.1
OG0000471	Np005G3069200	XP_013631312.1, XP_013620731.1
OG0000471	Np005G3067600	XP_013600914.1, XP_013634976.1, XP_013619175.1, XP_013621114.1
OG0000472	Np005G2610200	XP_013606873.1
OG0000473	Np006G3368100, Np006G3368300, Np006G3368200	XP_013636812.1, XP_013634297.1, XP_013623522.1, XP_013623523.1, XP_013632332.1
OG0000473	Np004G2599500	XP_013601033.1
OG0000474	Np004G2559900	XP_013604808.1, XP_013604640.1, XP_013586099.1
OG0000474	Np001G0411400	XP_013594193.1
OG0000474	Np004G2055200, Np001G0439700	XP_013584241.1
OG0000475	Np002G1011100	XP_013631638.1
OG0000475	Np002G1186800	XP_013631626.1, XP_013613261.1
OG0000476	Np001G0143700, Np004G2171900, Np004G2172800, Np004G2171200	XP_013588208.1, XP_013589556.1, XP_013605329.1
OG0000477	Np001G0072300	XP_013618718.1
OG0000477	Np001G0251900	XP_013618097.1
OG0000477	Np004G2423100	XP_013638737.1, XP_013605186.1, XP_013604848.1
OG0000478	Np002G0789100, Np002G1211200	XP_013635435.1
OG0000478	Np002G1242000	XP_013617731.1
OG0000478	Np002G1233400	XP_013626611.1
OG0000479	Np003G1732000, Np002G1075900	XP_013624972.1
OG0000480	Np002G1173500	XP_013592398.1
OG0000480	Np001G0260600, Np001G0260800, Np002G0874600, Np001G0260900	XP_013618268.1
OG0000480	Np001G0261000	XP_013609349.1
OG0000481	Np002G1135600	XP_013585423.1, XP_013635592.1, XP_013610786.1
OG0000481	Np004G2489000	XP_013586575.1
OG0000481	Np004G2489100	XP_013584815.1, XP_013584691.1, XP_013599620.1, XP_013601938.1, XP_013594035.1, XP_013599619.1
OG0000483	Np001G0136100	XP_013602611.1, XP_013603475.1, XP_013612895.1, XP_013620174.1, XP_013603159.1
OG0000484	Np005G2734900	XP_013607645.1, XP_013626294.1, XP_013593932.1
OG0000484	Np005G2734800	XP_013598574.1, XP_013626930.1, XP_013607653.1
OG0000486	Np004G2369400	XP_013585231.1, XP_013639279.1, XP_013601511.1, XP_013588962.1
OG0000491	Np001G0483800	XP_013591150.1, XP_013587346.1
OG0000492	Np001G0578400	XP_013634650.1, XP_013603107.1
OG0000492	Np006G3574000	XP_013630529.1
OG0000492	Np006G3345900	XP_013631441.1, XP_013636783.1, XP_013636785.1, XP_013615738.1, XP_013634716.1, XP_013627287.1
OG0000493	Np001G0031700, Np004G2553800	XP_013613614.1
OG0000493	Np005G3165700	XP_013633147.1, XP_013633151.1, XP_013633153.1, XP_013633155.1
OG0000495	Np001G0458400	XP_013624651.1
OG0000495	Np002G0808800, Np002G0808900	XP_013587763.1
OG0000496	Np001G0476000	XP_013618410.1, XP_013630402.1
OG0000497	Np002G0820000	XP_013591298.1, XP_013614964.1
OG0000497	Np007G4064600	XP_013586404.1, XP_013630126.1, XP_013610739.1
OG0000497	Np004G1916400	XP_013590584.1
OG0000498	Np003G1453300	XP_013616823.1
OG0000499	Np007G3994700	XP_013584705.1, XP_013638146.1, XP_013629707.1, XP_013616908.1
OG0000500	Np002G0932400, Np005G3134700	XP_013619222.1, XP_013619178.1, XP_013615687.1
OG0000501	Np004G2058300	XP_013587636.1
OG0000501	Np003G1785900	XP_013606909.1
OG0000502	Np005G3150100	XP_013635269.1
OG0000502	Np005G3150200	XP_013635124.1
OG0000503	Np004G2174100, Np003G1790000	XP_013608128.1, XP_013594403.1, XP_013594694.1, XP_013589168.1, XP_013594430.1, XP_013615274.1, XP_013624570.1
OG0000506	Np003G1545600, Np003G1328500, Np006G3356700	XP_013606318.1, XP_013622449.1, XP_013622723.1, XP_013611586.1, XP_013618171.1
OG0000507	Np003G1696700, Np005G2992500	XP_013602442.1
OG0000509	Np005G2994800	XP_013598638.1, XP_013600231.1
OG0000510	Np005G3171300, Np005G3171200	XP_013635778.1
OG0000510	Np005G3168500	XP_013596689.1, XP_013633635.1
OG0000511	Np002G1113900, Np005G2776000	XP_013615733.1
OG0000511	Np003G1620600, Np003G1620400	XP_013617030.1, XP_013627605.1, XP_013623884.1
OG0000512	Np001G0437000	XP_013626340.1
OG0000512	Np005G2640700, Np002G0915600	XP_013598759.1, XP_013626942.1, XP_013585665.1
OG0000513	Np007G3884200, Np007G3883900, Np007G3890100	XP_013633813.1, XP_013598235.1
OG0000514	Np008G4269900	XP_013617288.1, XP_013613564.1
OG0000516	Np001G0082200, Np002G0912600	XP_013589587.1
OG0000517	Np007G4223700, Np007G4222700	XP_013627691.1, XP_013614844.1, XP_013625865.1, XP_013626385.1, XP_013627296.1, XP_013614847.1, XP_013623818.1, XP_013614846.1
OG0000518	Np003G1640600, Np003G1640900, Np003G1639400	XP_013618999.1, XP_013608151.1
OG0000518	Np003G1392900	XP_013627770.1
OG0000519	Np001G0000200	XP_013618020.1
OG0000519	Np006G3605400	XP_013631764.1, XP_013633970.1
OG0000519	Np006G3606100	XP_013635386.1, XP_013635346.1
OG0000520	Np004G2449500	XP_013614430.1, XP_013603951.1, XP_013603925.1, XP_013639514.1, XP_013585362.1
OG0000522	Np003G1268600	XP_013609104.1
OG0000522	Np001G0587800, Np006G3338600	XP_013626542.1
OG0000522	Np007G4133500	XP_013583730.1, XP_013583960.1, XP_013625492.1
OG0000523	Np006G3650900, Np006G3652100, Np006G3651000	XP_013614257.1
OG0000523	Np006G3651100	XP_013614261.1
OG0000523	Np005G2714500	XP_013628248.1
OG0000524	Np003G1813100	XP_013608019.1, XP_013591095.1
OG0000525	Np003G1847200, Np006G3272200	XP_013631964.1, XP_013631846.1
OG0000525	Np006G3261300	XP_013638823.1, XP_013632405.1
OG0000526	Np003G1466200	XP_013609165.1
OG0000526	Np003G1465800	XP_013610815.1, XP_013623824.1
OG0000526	Np003G1466000	XP_013627645.1
OG0000529	Np006G3553000	XP_013635566.1, XP_013633504.1
OG0000529	Np006G3527600, Np006G3479500	XP_013635665.1
OG0000530	Np003G1651600	XP_013612820.1, XP_013612819.1, XP_013626535.1, XP_013626440.1, XP_013619438.1, XP_013614293.1, XP_013614290.1, XP_013619681.1, XP_013619755.1
OG0000531	Np001G0125300	XP_013618001.1, XP_013615988.1
OG0000534	Np003G1745600, Np004G2524800	XP_013585442.1
OG0000534	Np005G3036300	XP_013591087.1
OG0000535	Np004G2312400	XP_013585243.1
