Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_NCBI
OG0002648	Np007G4163900	XP_002882495.1
OG0002649	Np007G4135300	XP_020886598.1
OG0002650	Np007G4134400	XP_002884736.1
OG0002651	Np007G4101400	XP_002882740.1
OG0002651	Np003G1316800	XP_002871210.2
OG0002652	Np007G4080900	XP_002884942.1
OG0002652	Np007G4080800	XP_002884943.1
OG0002653	Np004G1992700	XP_002891444.1
OG0002653	Np007G3935400	XP_020887875.1
OG0002654	Np006G3682600, Np006G3682700	XP_002880464.2
OG0002654	Np005G2697400	XP_020873927.1
OG0002655	Np001G0191000	XP_002877155.1
OG0002655	Np005G3155800, Np005G3187100	XP_020872983.1
OG0002657	Np005G3046900	XP_002868272.1
OG0002658	Np007G3830500	XP_020886695.1
OG0002658	Np007G3830300	XP_020886696.1
OG0002660	Np005G3124500	XP_020873886.1
OG0002660	Np002G0957700	XP_020890184.1
OG0002661	Np001G0158700	XP_020876658.1, XP_020876655.1
OG0002662	Np003G1877400	XP_002874967.1
OG0002663	Np004G2571800, Np002G1134500	XP_020879812.1, XP_020869288.1
OG0002664	Np004G2519500	XP_020870904.1
OG0002665	Np004G2494700	XP_002889763.1
OG0002665	Np002G1122600	XP_020868778.1
OG0002666	Np002G1138900	XP_002888209.1
OG0002667	Np002G1166800	XP_020890085.1
OG0002667	Np004G2479900	XP_020870795.1
OG0002668	Np004G2471900	XP_020866044.1
OG0002669	Np004G2463500	XP_002889895.2
OG0002671	Np004G2427500	XP_020866788.1
OG0002672	Np001G0272000	XP_020880046.1
OG0002672	Np004G2415200	XP_020869342.1
OG0002673	Np004G2412300	XP_002890090.1
OG0002674	Np004G2391600	XP_002868726.1
OG0002675	Np002G0825300	XP_002888873.2
OG0002675	Np004G2388000	XP_020867935.1
OG0002677	Np005G2925500	XP_020872526.1
OG0002678	Np006G3711300	XP_020885496.1
OG0002678	Np005G2606000	XP_020874403.1
OG0002679	Np005G2621600	XP_020874967.1
OG0002679	Np006G3690700	XP_020883414.1
OG0002680	Np006G3680800	XP_020883572.1
OG0002680	Np005G2696300	XP_020874666.1
OG0002681	Np005G2649200	XP_002867112.1
OG0002681	Np007G3774300, Np007G3774400	XP_020888549.1
OG0002682	Np005G2648000	XP_020875581.1
OG0002682	Np007G3776100	XP_002884158.1
OG0002683	Np005G2644900	XP_002867127.1
OG0002683	Np007G3783100	XP_020889356.1
OG0002684	Np006G3636800	XP_020885037.1
OG0002685	Np006G3631200	XP_020883197.1
OG0002685	Np005G2630800	XP_020874652.1
OG0002686	Np005G2639500	XP_020872095.1
OG0002687	Np007G3791700	XP_002885933.1
OG0002687	Np005G2640400	XP_002867155.1, XP_002867154.1
OG0002688	Np006G3645600	XP_002878824.1
OG0002688	Np005G2712400	XP_020872107.1
OG0002690	Np004G2102300, Np004G2099900	XP_020867292.1, XP_020868725.1
OG0002694	Np006G3426200	XP_020890336.1, XP_002888172.1, XP_020890320.1
OG0002697	Np001G0502400, Np001G0502700	XP_020882517.1
OG0002699	Np003G1674100	XP_002862377.1, XP_020872012.1
OG0002700	Np001G0406500	XP_020880579.1
OG0002705	Np005G2782500	XP_002867515.2
OG0002705	Np003G1630700	XP_020870903.1
OG0002706	Np003G1451100	XP_020877787.1
OG0002707	Np007G3773400, Np007G3773200, Np004G1961200	XP_020888515.1
OG0002708	Np003G1418600	XP_020878026.1
OG0002710	Np003G1388700	XP_020879378.1
OG0002711	Np003G1359700	XP_002873419.1
OG0002711	Np001G0042600	XP_002866625.1
OG0002713	Np003G1351500	XP_020877933.1
OG0002714	Np001G0091600	XP_020884092.1
OG0002714	Np003G1336600	XP_020877425.1
OG0002715	Np006G3580300	XP_002880982.1
OG0002715	Np004G2510900	XP_020869182.1
OG0002716	Np006G3581200	XP_002880973.1, XP_020884688.1, XP_002880972.1
OG0002717	Np006G3554200	XP_002881188.1
OG0002717	Np004G2539400	XP_002889568.1
OG0002718	Np004G2557700	XP_020868054.1
OG0002719	Np001G0408800	XP_002873069.1, XP_020871048.1, XP_020874921.1
OG0002720	Np006G3246200	XP_020873315.1, XP_002869669.1
OG0002721	Np004G2007400, Np004G2007600	XP_020869274.1
OG0002723	Np004G2133900	XP_020868055.1
OG0002724	Np006G3409600	XP_020884508.1
OG0002725	Np001G0683700	XP_002876662.1
OG0002726	Np001G0128300	XP_020879032.1
OG0002728	Np001G0449000	XP_020882415.1
OG0002729	Np003G1520200	XP_002866377.2
OG0002730	Np005G3045100	XP_020875728.1
OG0002732	Np006G3416000	XP_020881543.1
OG0002732	Np001G0501600	XP_020882163.1
OG0002733	Np003G1329500	XP_002873299.1
OG0002733	Np001G0076200	XP_020871539.1
OG0002734	Np003G1317400	XP_002873250.1
OG0002735	Np003G1304900	XP_002871162.1
OG0002736	Np003G1297200	XP_020875948.1
OG0002736	Np007G4113700	XP_002882691.1
OG0002737	Np003G1280400	XP_020879581.1
OG0002738	Np005G2766400	XP_020875578.1
OG0002738	Np007G3717600	XP_002886298.1
OG0002739	Np003G1746600	XP_020876271.1, XP_020878183.1, XP_020869427.1
OG0002740	Np007G4140200	XP_020886044.1
OG0002740	Np003G1253700	XP_020877921.1
OG0002741	Np004G2393900	XP_020868124.1
OG0002742	Np007G3760000	XP_020889439.1
OG0002743	Np005G2782800	XP_020873380.1
OG0002743	Np003G1630900, Np003G1598500	XP_002866046.1
OG0002744	Np007G4064800	XP_002882859.1
OG0002744	Np004G1916300	XP_002894485.1
OG0002745	Np004G1930000	XP_020867153.1
OG0002746	Np004G1934300	XP_020867138.1
OG0002747	Np001G0440100	XP_020881494.1
OG0002748	Np005G2820300	XP_020873699.1
OG0002749	Np005G3069900	XP_002868338.1
OG0002750	Np002G0968000, Np002G0967900	XP_020891303.1
OG0002751	Np005G3033700	XP_020873071.1, XP_002870248.1
OG0002752	Np007G3819000	XP_020875504.1
OG0002753	Np002G0945000, Np002G0944900	XP_002888527.1, XP_002888526.1
OG0002754	Np005G3017300	XP_020872865.1
OG0002754	Np007G3914000	XP_020889103.1
OG0002755	Np004G2377000	XP_020869046.1
OG0002755	Np002G0808400	XP_002887496.1
OG0002756	Np004G2443000, Np001G0376200, Np004G2442900	XP_002880872.1
OG0002757	Np005G2759400	XP_002867437.1
OG0002757	Np007G3723500	XP_020887362.1
OG0002759	Np002G1233600	XP_020891633.1
OG0002760	Np005G3184300	XP_020872138.1
OG0002761	Np002G0862200	XP_020890733.1
OG0002761	Np004G2278600, Np004G2277900	XP_002890621.1
OG0002762	Np005G2689400	XP_002866966.2
OG0002762	Np006G3672600	XP_020884084.1
OG0002763	Np004G1955100	XP_020869440.1
OG0002763	Np007G3808700	XP_020886946.1
OG0002764	Np004G1953500	XP_002894328.1
OG0002764	Np007G3811800	XP_020889382.1
OG0002765	Np001G0370700	XP_002889808.1, XP_020880055.1
OG0002766	Np005G3081800	XP_002863174.1
OG0002766	Np007G3876300	XP_020889367.1
OG0002767	Np006G3401700	XP_002881407.1
OG0002767	Np005G2974100	XP_020874280.1
OG0002768	Np005G2922000, Np005G2921900	XP_020874373.1, XP_020874372.1
OG0002769	Np005G2954000	XP_020874564.1
OG0002770	Np005G2955400	XP_002870110.1
OG0002771	Np001G0015900	XP_020871678.1
OG0002772	Np006G3363400	XP_002881555.1
OG0002772	Np001G0571400	XP_020880870.1
OG0002773	Np005G2850100	XP_020873804.1
OG0002773	Np001G0438800	XP_020872565.1
OG0002775	Np003G1416200	XP_002873685.1
OG0002775	Np007G4248300	XP_002884277.1
OG0002776	Np006G3213100	XP_020882892.1
OG0002776	Np001G0688800	XP_020879847.1
OG0002777	Np001G0658300	XP_020880056.1
OG0002778	Np001G0647900	XP_002878276.1
OG0002778	Np006G3270100	XP_020884585.1
OG0002779	Np006G3312000	XP_020883960.1
OG0002779	Np001G0605600	XP_020879891.1
OG0002780	Np001G0585000	XP_020881421.1
OG0002780	Np001G0585100	XP_002876281.1
OG0002781	Np007G4058300	XP_002885026.2
OG0002782	Np001G0562300	XP_002876203.1
OG0002783	Np001G0554400	XP_002876187.1
OG0002784	Np007G3890800	XP_002885794.1
OG0002784	Np005G3105700	XP_020875293.1
OG0002785	Np007G3867100	XP_002885634.1
OG0002786	Np007G3742000	XP_020889462.1
OG0002787	Np006G3323000	XP_002879626.1
OG0002788	Np001G0264300	XP_020882336.1
OG0002788	Np004G2417800	XP_020867673.1
OG0002789	Np007G3732200	XP_020888120.1
OG0002790	Np006G3338300	XP_002879794.1
OG0002790	Np006G3338100	XP_020883748.1
OG0002791	Np005G2611200	XP_020872666.1
OG0002792	Np004G2042200, Np004G2039900	XP_020868820.1
OG0002793	Np004G2086300	XP_020868482.1
OG0002793	Np002G0833900	XP_002887392.1
OG0002795	Np007G4180300	XP_020887894.1
OG0002795	Np001G0143200	XP_002872236.1
OG0002796	Np007G4190400	XP_002884500.1
OG0002798	Np006G3268200	XP_002894052.1
OG0002798	Np006G3268900, Np006G3268400	XP_020883601.1
OG0002799	Np001G0331800	XP_020885625.1
OG0002801	Np007G4194900	XP_020886536.1
OG0002802	Np001G0153500	XP_020876961.1
OG0002802	Np007G4194400	XP_020886363.1
OG0002803	Np003G1469400	XP_020878820.1
OG0002804	Np007G4174100	XP_002882453.2
OG0002804	Np003G1468900	XP_020878390.1
OG0002805	Np003G1871700	XP_002872859.1
OG0002805	Np003G1728000	XP_002883757.2
OG0002806	Np007G4041800, Np003G1842900, Np003G1843200	XP_002875603.1, XP_020886991.1
OG0002807	Np007G3917500	XP_020889126.1
OG0002807	Np005G3010700	XP_002868156.1
OG0002808	Np004G1987100	XP_002894150.1
OG0002808	Np007G3946100	XP_020887272.1
OG0002809	Np004G1962500	XP_002864707.1, XP_020867446.1
OG0002810	Np005G3053000	XP_002870312.2
OG0002811	Np004G2442300	XP_002892730.1
OG0002811	Np004G2442400	XP_020869282.1
OG0002812	Np004G2479600	XP_020870806.1
OG0002812	Np002G1166200	XP_002888124.1
OG0002813	Np002G1185800	XP_002888072.1
OG0002813	Np004G2469100	XP_002889871.1
OG0002814	Np004G2467500	XP_020870937.1
OG0002814	Np002G1187700	XP_020890209.1
OG0002815	Np002G1207700	XP_020890772.1
OG0002815	Np004G2456400	XP_020867362.1
OG0002816	Np004G2454800	XP_020868461.1
OG0002816	Np002G1210800	XP_002888001.2
OG0002817	Np002G0826200	XP_020868553.1
OG0002818	Np002G0820400	XP_002887447.1
OG0002818	Np004G2385300	XP_002890230.1
OG0002819	Np002G0843200	XP_002888810.1
OG0002819	Np004G2310500, Np007G4024100, Np007G4018800	XP_020869405.1
OG0002821	Np005G3197300	XP_020872056.1
OG0002821	Np002G1238700, Np004G2384100, Np001G0505700	XP_002887915.1
OG0002822	Np004G1983800	XP_020866393.1, XP_002894168.1
OG0002823	Np005G2687500, Np005G2687600	XP_020872106.1, XP_020872105.1
OG0002824	Np001G0256700	XP_002876814.1, XP_002865264.1, XP_020881097.1
OG0002825	Np005G2671100	XP_002869069.1
OG0002826	Np006G3638500	XP_020884290.1
OG0002826	Np005G2703200	XP_020874071.1
OG0002827	Np005G2639300	XP_020872688.1
OG0002827	Np007G3793500	XP_020888845.1
OG0002828	Np006G3649000	XP_002878800.1, XP_002869315.1
OG0002829	Np003G1878900, Np003G1878500	XP_020876994.1
OG0002832	Np003G1865400, Np003G1857900, Np001G0275800, Np007G4099600, Np005G3016700, Np003G1865500, Np002G1191100	XP_002864048.1, XP_020866561.1, XP_020889159.1, XP_020871552.1
OG0002835	Np001G0195200	XP_020879711.1
OG0002835	Np001G0195600	XP_002877131.1
OG0002836	Np005G2671000	XP_002869071.1, XP_020876248.1
OG0002837	Np003G1644400	XP_002864227.1
OG0002837	Np005G2771000	XP_002869531.1
OG0002844	Np001G0250100	XP_020877220.1
OG0002845	Np007G4221100	XP_002884381.2
OG0002845	Np003G1448500	XP_002873833.1
OG0002846	Np003G1409400	XP_020877912.1
OG0002847	Np003G1408100, Np001G0173800	XP_002871591.1
OG0002848	Np005G3093200	XP_020875733.1
OG0002848	Np007G3864900, Np007G3866900, Np005G2925700	XP_002885633.1
OG0002849	Np006G3420800, Np006G3339400, Np006G3339700	XP_020881854.1, XP_020882812.1, XP_020879746.1
OG0002850	Np003G1378800	XP_002873505.1
OG0002850	Np001G0129700	XP_002874258.1
OG0002851	Np003G1377600	XP_002873500.1
OG0002852	Np001G0143600	XP_020866244.1, XP_002872240.1
OG0002853	Np001G0104100	XP_002872051.2
OG0002853	Np006G3606600, Np003G1346000	XP_020877032.1
OG0002854	Np006G3613700, Np006G3614300	XP_020884506.1, XP_020883136.1
OG0002855	Np006G3583900	XP_002880966.1
OG0002856	Np004G2527800	XP_020869368.1
OG0002857	Np006G3550800	XP_002879322.1
OG0002858	Np006G3570000	XP_002879399.1
OG0002858	Np004G2550300	XP_020868787.1
OG0002859	Np004G2549500	XP_002892269.1
OG0002859	Np006G3568200	XP_020883155.1
OG0002860	Np004G2553300	XP_020867334.1
OG0002861	Np004G2556700	XP_020867463.1
OG0002862	Np004G2514800	XP_020867784.1, XP_002868555.1, XP_020873082.1, XP_020879140.1
OG0002863	Np005G2803300, Np005G2803100	XP_020873764.1
OG0002864	Np004G2108600	XP_002890756.1
OG0002865	Np006G3403100	XP_020883918.1
OG0002865	Np004G2166900, Np004G2166600, Np004G2167700	XP_002893684.1
OG0002867	Np006G3403500	XP_002862723.1, XP_020885695.1
OG0002868	Np001G0509200	XP_020882136.1, XP_020866231.1
OG0002869	Np001G0027100	XP_020885977.1
OG0002869	Np001G0507300	XP_002875982.1
OG0002870	Np001G0055800	XP_002864861.1
OG0002870	Np003G1350300	XP_002871347.1
OG0002871	Np001G0060800	XP_020885664.1
OG0002872	Np001G0087900	XP_020878763.1
OG0002872	Np001G0087600, Np002G1102300, Np002G1108900	XP_002866451.1
OG0002873	Np003G1494200	XP_020878616.1
OG0002873	Np003G1497300	XP_020877222.1
OG0002874	Np005G2788700	XP_002867545.1
OG0002875	Np003G1603100	XP_020889874.1
OG0002875	Np005G2788900	XP_002869595.1
OG0002876	Np001G0517600	XP_020879858.1
OG0002878	Np003G1292600	XP_020880012.1, XP_020891752.1, XP_020879779.1, XP_020879307.1
OG0002879	Np003G1285900	XP_020878431.1
OG0002880	Np005G3193100	XP_020875136.1
OG0002881	Np002G0706800	XP_002889304.2, XP_020885337.1
OG0002883	Np004G2391700	XP_020869601.1, XP_020872922.1
OG0002884	Np001G0508500	XP_002877697.1
OG0002885	Np007G3839300	XP_002883388.1
OG0002886	Np006G3386800	XP_002881460.1
OG0002886	Np001G0554900	XP_002877902.1
OG0002887	Np005G2823400	XP_020873381.1
OG0002888	Np005G3074900, Np005G3075000	XP_020877035.1, XP_020875707.1
OG0002889	Np007G3874100	XP_002885665.1
OG0002890	Np005G3088600	XP_002863244.2
OG0002890	Np007G3869100	XP_020887639.1
OG0002891	Np004G2345200	XP_020870735.1
OG0002893	Np001G0370900	XP_002865238.1
OG0002893	Np005G2904100	XP_020874543.1, XP_020878758.1
OG0002894	Np001G0378800	XP_002863511.1
OG0002895	Np004G1941100	XP_020867819.1
OG0002896	Np003G1656600	XP_002864181.1, XP_020872491.1
OG0002897	Np007G3782100, Np003G1745900, Np007G3782000	XP_002883897.1, XP_002883898.1
OG0002898	Np001G0331400, Np001G0331300	XP_020882725.1, XP_020868915.1
OG0002899	Np005G2653800	XP_020872644.1
OG0002899	Np007G3771700	XP_020888002.1
OG0002900	Np005G2844600	XP_020873334.1
OG0002900	Np003G1814800	XP_020876082.1
OG0002901	Np001G0395500	XP_020877555.1, XP_002862972.1
OG0002902	Np003G1836600	XP_002874813.2
OG0002903	Np001G0529100	XP_020881648.1
OG0002903	Np001G0006300	XP_020887391.1
OG0002904	Np001G0002800	XP_002865085.1
OG0002904	Np001G0530000	XP_002876077.1
OG0002905	Np001G0001300	XP_020882826.1
OG0002905	Np001G0532400	XP_020880075.1
OG0002906	Np001G0685900	XP_020882224.1, XP_020865875.1
OG0002907	Np001G0684100	XP_020880316.1
OG0002907	Np003G1820400, Np006G3220300	XP_020885129.1
OG0002908	Np006G3229500	XP_020883468.1
OG0002909	Np006G3230300	XP_020884379.1
OG0002909	Np001G0675400, Np001G0671900	XP_002878394.1
OG0002910	Np001G0665700	XP_002876580.1
OG0002912	Np001G0594200	XP_002891789.2, XP_002872311.2, XP_020866117.1, XP_020880283.1
OG0002914	Np003G1638900	XP_002864242.1
OG0002914	Np005G2771100	XP_002869532.1
OG0002915	Np005G3100300, Np007G3897500	XP_002885820.1
OG0002916	Np005G2680900	XP_002867014.1
OG0002916	Np007G3748900	XP_002886153.1
OG0002917	Np007G3739900	XP_002884185.1, XP_002864515.1
OG0002918	Np006G3366900	XP_020884745.1, XP_020882730.1, XP_020874149.1
OG0002919	Np003G1471600	XP_020876552.1, XP_020875819.1, XP_002871874.1
OG0002920	Np006G3242100	XP_002880182.1
OG0002921	Np007G4224300	XP_002884366.1
OG0002921	Np003G1445500	XP_002873822.1
OG0002922	Np001G0152200	XP_002874383.1
OG0002922	Np007G4193200	XP_020886885.1
OG0002923	Np007G4183800	XP_020873798.1, XP_020887212.1
OG0002924	Np007G4146300	XP_020888164.1
OG0002924	Np007G4074100	XP_020886125.1
OG0002925	Np007G4140100, Np007G4139900	XP_020886940.1, XP_002884705.2
OG0002926	Np007G3767900	XP_020888629.1
OG0002926	Np007G4126300	XP_020888630.1, XP_020873842.1
OG0002927	Np007G4078100, Np007G4078000	XP_002882815.1
OG0002928	Np007G4048000	XP_020887602.1
OG0002928	Np004G1932700	XP_002894432.1
OG0002929	Np005G3175200, Np005G3175500, Np010G4350900, Np007G4016000, Np007G3982200	XP_020886643.1, XP_020887245.1
OG0002930	Np007G3900600	XP_002882966.1, XP_002882965.1
OG0002931	Np007G3937100	XP_002883106.1
OG0002931	Np007G3937400	XP_020886031.1
OG0002932	Np007G3939500	XP_002883116.1
OG0002933	Np007G3961900	XP_002883178.1
OG0002935	Np007G3821100	XP_020886808.1
OG0002936	Np007G3820200	XP_020887849.1
OG0002937	Np005G3108800	XP_002870476.1
OG0002938	Np003G1894100	XP_002875027.1
OG0002938	Np004G2591600	XP_002892051.1
OG0002939	Np004G2581600	XP_002892104.2
OG0002939	Np003G1876600	XP_002872878.1
OG0002940	Np006G3482300, Np006G3547100	XP_020884814.1, XP_002862788.1
OG0002940	Np004G2535800	XP_002892326.1
OG0002941	Np004G2412700	XP_002875059.2
OG0002942	Np004G2357500	XP_020867738.1
OG0002943	Np002G1226900, Np002G1227100	XP_020891082.1, XP_002887953.1
OG0002944	Np002G1174100	XP_020890055.1
OG0002945	Np002G1126900	XP_002886724.2, XP_002886725.2
OG0002946	Np006G3676400	XP_020883239.1
OG0002947	Np003G1839100	XP_020876380.1
OG0002948	Np005G2609500	XP_002868877.1
OG0002949	Np001G0281100, Np001G0280300, Np001G0202900, Np005G2613600	XP_020879697.1
OG0002949	Np005G2613300	XP_002868894.1
OG0002950	Np005G2627600	XP_020874760.1
OG0002951	Np005G2670800	XP_002869073.1
OG0002951	Np007G3756400	XP_002884074.1
OG0002952	Np005G2703300	XP_020874072.1
OG0002952	Np006G3638600	XP_002878861.1
OG0002953	Np006G3625600	XP_002878962.1
OG0002953	Np005G2633700	XP_002867193.1
OG0002954	Np006G3640900	XP_020885558.1
OG0002954	Np005G2708200	XP_020874369.1
OG0002955	Np005G2710400	XP_020875710.1
OG0002955	Np006G3642800	XP_020882816.1
OG0002956	Np007G3860300	XP_002883483.1, XP_002871852.1
OG0002957	Np003G1872500	XP_020879476.1
OG0002958	Np007G3717900	XP_020889573.1
OG0002958	Np005G2766000	XP_020875116.1
OG0002959	Np001G0426200	XP_002863409.2, XP_002891385.2, XP_002891383.1, XP_002891382.2
OG0002962	Np005G2626100	XP_002866919.1, XP_020890900.1
OG0002964	Np002G0709200	XP_002879625.1
OG0002971	Np006G3610000	XP_002871160.1
OG0002971	Np003G1304700	XP_020889593.1
OG0002972	Np006G3666300	XP_020885715.1
OG0002972	Np005G2732500	XP_020874269.1
OG0002973	Np007G4152300	XP_020883120.1, XP_002882538.2
OG0002974	Np004G2391300, Np009G4313800, Np006G3457500	XP_020888103.1, XP_020880599.1, XP_020875418.1
OG0002975	Np006G3648800	XP_020876191.1, XP_020877842.1, XP_020876888.1
OG0002976	Np003G1440900	XP_020877367.1
OG0002976	Np007G4227000	XP_002882268.1
OG0002977	Np003G1817000, Np003G1430300	XP_002871699.1
OG0002978	Np003G1410200	XP_002871602.1
OG0002979	Np004G2307400	XP_020866673.1
OG0002979	Np003G1400600	XP_020879165.1
OG0002980	Np005G2607500, Np001G0476500	XP_020875191.1
OG0002981	Np003G1366600	XP_020878573.1
OG0002982	Np003G1360600	XP_002873426.1
OG0002982	Np001G0041500	XP_002866629.1
OG0002983	Np005G2837100	XP_020879014.1, XP_020873455.1
OG0002984	Np003G1346900	XP_020876278.1
OG0002985	Np006G3520400	XP_020882779.1
OG0002987	Np004G2563900	XP_020869655.1
OG0002987	Np001G0403500	XP_020889889.1
OG0002988	Np001G0422100	XP_002863733.2
OG0002988	Np004G2104300	XP_002890741.1
OG0002989	Np006G3416200	XP_020885508.1
OG0002990	Np004G2143100	XP_002890891.1
OG0002991	Np005G2813100	XP_020873246.1
OG0002992	Np001G0020600	XP_002865008.1
OG0002993	Np001G0511100	XP_002877713.1
OG0002994	Np001G0023000	XP_020885106.1
OG0002994	Np001G0510400	XP_002877711.1
OG0002995	Np001G0098500	XP_020865768.1
OG0002996	Np003G1508700	XP_020877258.1, XP_020877261.1
OG0002997	Np003G1519900	XP_020882524.1
OG0002999	Np003G1550100, Np003G1548400	XP_002866246.1, XP_002866252.1
OG0003000	Np003G1582700	XP_002864439.1
OG0003001	Np004G2533800	XP_002892336.2
OG0003002	Np003G1607700, Np003G1871600	XP_020871299.1
OG0003003	Np005G2786000	XP_002867530.1
OG0003003	Np003G1609200	XP_020871689.1
OG0003004	Np004G2418600, Np007G4239600, Np004G2495100, Np003G1566200	XP_020868163.1, XP_020866759.1
OG0003005	Np003G1324100	XP_020876280.1
OG0003005	Np003G1324000	XP_020875896.1
OG0003006	Np003G1860900	XP_020876705.1
OG0003007	Np007G4209700	XP_002882329.2
OG0003008	Np001G0619700	XP_002876413.1, XP_002882226.1
OG0003009	Np007G4132500	XP_002870985.1
OG0003010	Np005G3189100	XP_020873193.1, XP_020873190.1
OG0003011	Np004G2327800	XP_020867953.1
OG0003011	Np002G0743100	XP_020891017.1
OG0003013	Np002G0748200	XP_002889146.2
OG0003014	Np005G2670500	XP_020873087.1
OG0003014	Np007G3756800	XP_002884072.1
OG0003015	Np005G2670600	XP_020873088.1
OG0003015	Np007G3756700	XP_020888027.1
OG0003017	Np005G3081700	XP_002863175.1
OG0003018	Np005G3083300	XP_020876711.1
OG0003019	Np005G3070000	XP_020874234.1
OG0003020	Np005G3067000	XP_002868329.2, XP_002868327.1
OG0003021	Np002G0801100, Np002G0806500	XP_002888950.1
OG0003022	Np004G2089100, Np004G1979400	XP_020866365.1
OG0003023	Np005G2754300	XP_020874202.1
OG0003023	Np005G2751000	XP_020873138.1
OG0003024	Np004G2342400	XP_002890429.1
OG0003025	Np001G0200800	XP_002877090.2
OG0003025	Np005G3167500	XP_020875468.1
OG0003026	Np001G0200500	XP_020882358.1
OG0003027	Np001G0371500	XP_020871876.1
OG0003028	Np007G3968900	XP_002883194.1
OG0003028	Np004G1972200	XP_020866731.1
OG0003029	Np004G1963400	XP_002891593.1
OG0003029	Np011G4361800	XP_020889529.1
OG0003030	Np004G1983500	XP_020866035.1
OG0003030	Np004G1961300	XP_002881142.1
OG0003032	Np007G3904200	XP_002882984.1
OG0003033	Np006G3358300	XP_020884309.1, XP_020884311.1
OG0003034	Np001G0008000	XP_002863997.1
OG0003035	Np005G2883200	XP_020874745.1
OG0003037	Np003G1847400	XP_020876367.1
OG0003037	Np005G2876400	XP_002867856.1
OG0003038	Np007G4214600	XP_020880272.1
OG0003039	Np001G0666300	XP_002878349.1
OG0003040	Np001G0661700	XP_002876554.2
OG0003041	Np001G0655600	XP_020882373.1
OG0003043	Np001G0629300	XP_002878188.1
OG0003044	Np001G0563800	XP_002877924.1
OG0003045	Np007G4224200	XP_020886110.1
OG0003046	Np002G0971100	XP_002888461.1
OG0003047	Np002G0918700, Np002G0918600	XP_020865807.1
OG0003047	Np002G0918900	XP_002888597.2
OG0003048	Np002G0916300	XP_002887128.1
OG0003048	Np004G2099500	XP_020866860.1
OG0003049	Np002G0907300	XP_002888632.1
OG0003050	Np005G3108300	XP_020890920.1, XP_002868460.1
OG0003051	Np004G2098100	XP_020870685.1
OG0003051	Np005G2816200	XP_020873678.1
OG0003052	Np005G2606400	XP_020872801.1
OG0003054	Np002G1130800, Np005G3183900, Np005G3183800	XP_020874256.1, XP_020875028.1
OG0003055	Np003G1470000	XP_002873931.1
OG0003056	Np003G1472600	XP_020878272.1
OG0003057	Np001G0140600	XP_020876187.1
OG0003058	Np007G4200000	XP_020889399.1
OG0003058	Np001G0156000	XP_020878805.1
OG0003059	Np006G3211900	XP_020884109.1, XP_002864085.1
OG0003061	Np006G3263300	XP_002880073.1
OG0003062	Np006G3263800	XP_002881934.1
OG0003063	Np004G2255900, Np006G3297200	XP_002879950.1
OG0003064	Np007G4192500	XP_002882401.1
OG0003064	Np001G0150600	XP_020876905.1
OG0003065	Np007G4186600	XP_020866925.1
OG0003066	Np007G4183300	XP_020888079.1
OG0003067	Np001G0163700	XP_002863984.1
OG0003068	Np007G4142700, Np007G4142600	XP_020889525.1
OG0003069	Np001G0190400, Np007G4111200	XP_020889003.1, XP_002884818.1
OG0003070	Np004G1909400	XP_002891840.1
OG0003071	Np002G0815400	XP_020889712.1
OG0003071	Np007G3902800	XP_020887246.1
OG0003072	Np007G3935900	XP_020886476.1
OG0003073	Np004G1990500	XP_020868677.1
OG0003074	Np005G3125300	XP_002868542.1
OG0003074	Np002G0947600	XP_002887043.1
OG0003075	Np003G1467300, Np003G1467200	XP_002871847.1
OG0003076	Np004G2593900	XP_020870080.1
OG0003077	Np004G2592300	XP_020866660.1
OG0003078	Np004G2576700	XP_002892124.1
OG0003079	Np004G2570600	XP_020870322.1
OG0003080	Np004G2533600	XP_002889601.1
OG0003080	Np006G3487700, Np006G3542500	XP_002881146.1
OG0003081	Np002G1164300	XP_002886604.2
OG0003081	Np004G2477800, Np003G1703900	XP_020869791.1
OG0003082	Np001G0270500	XP_002875083.1
OG0003083	Np004G2414300	XP_002892843.1
OG0003084	Np004G2408600	XP_002892869.1
OG0003085	Np004G2372800	XP_002890281.1
OG0003085	Np002G0798300	XP_020891015.1
OG0003086	Np002G0768100	XP_002889066.1
OG0003087	Np004G2348000	XP_020868213.1
OG0003088	Np004G2347800, Np004G2347700	XP_020870112.1
OG0003089	Np004G1961700	XP_002890428.1
OG0003089	Np004G2342600	XP_002875612.2, XP_020881776.1
OG0003090	Np004G2321200	XP_020869832.1
OG0003092	Np001G0393900	XP_002865344.2
OG0003093	Np005G2681700	XP_002867011.1
OG0003094	Np005G2655400	XP_002869118.1
OG0003094	Np005G2655500	XP_002869117.1
OG0003095	Np003G1869800	XP_020877429.1
OG0003095	Np005G2655200	XP_020874608.1
OG0003097	Np002G0865600	XP_020891349.1
OG0003097	Np004G2270000	XP_020866640.1
OG0003098	Np003G1880000	XP_020879122.1
OG0003100	Np002G1106600, Np007G3931500, Np005G3095900, Np002G0972300, Np003G1627100	XP_002866860.1, XP_002886809.1, XP_002872377.1, XP_002879049.1, XP_002893899.1, XP_002863192.1, XP_020871405.1, XP_020880674.1
OG0003101	Np007G3748300	XP_002886156.2, XP_020887974.1
OG0003102	Np006G3664300	XP_020884549.1
OG0003103	Np006G3601000	XP_020882903.1
OG0003104	Np001G0092500	XP_020871025.1
