Orthogroup	Noccaea_praecox	Brassica_rapa
OG0003040	Np001G0661700	XP_009138836.1, XP_009104260.1, XP_009138835.1
OG0003041	Np001G0655600	XP_009116691.1, XP_009138869.1, XP_009104245.1, XP_009116689.1
OG0003042	Np006G3274000	XP_018513394.2, XP_009142288.2
OG0003042	Np001G0645500	XP_009117196.2
OG0003043	Np006G3286900	XP_009142831.1
OG0003043	Np001G0629300	XP_009104106.1
OG0003044	Np006G3374000	XP_009143502.1
OG0003044	Np001G0563800	XP_009116048.1, XP_009103867.1, XP_009139395.2
OG0003045	Np007G4224200	XP_033142257.1, XP_033141346.1, XP_009130351.1
OG0003047	Np002G0918900	XP_009105284.1
OG0003048	Np002G0916300	XP_009127558.1
OG0003048	Np004G2099500	XP_018509341.2, XP_009103004.1
OG0003049	Np002G0907300	XP_009105339.1, XP_009127585.1, XP_009105086.1
OG0003050	Np005G3108300	XP_009127390.1, XP_009144656.1
OG0003051	Np004G2098100	XP_009103033.1
OG0003051	Np005G2816200	XP_009138572.1
OG0003052	Np005G2606400	XP_009109529.1
OG0003053	Np004G2086100	XP_009114749.1
OG0003054	Np002G1130800, Np005G3183900, Np005G3183800	XP_018515003.1
OG0003055	Np003G1470000	XP_009120917.1, XP_009126298.1
OG0003056	Np003G1472600	XP_009124943.1
OG0003057	Np001G0140600	XP_009111709.1
OG0003057	Np001G0140400	XP_033141212.1
OG0003058	Np007G4200000	XP_009134789.2, XP_009124200.1
OG0003059	Np006G3211900	XP_033148022.1
OG0003060	Np006G3666100	XP_009143110.1
OG0003061	Np006G3263200	XP_009142975.1, XP_033148359.1
OG0003061	Np006G3263300	XP_009142232.1
OG0003062	Np006G3263800	XP_009133643.1, XP_033145459.1, XP_009142299.2, XP_033145457.1
OG0003063	Np004G2255900, Np006G3297200	XP_009142771.2, XP_009142772.1
OG0003064	Np007G4192500	XP_009124069.1
OG0003064	Np001G0150600	XP_009151208.1
OG0003066	Np007G4183300	XP_009124859.1, XP_009147214.1
OG0003067	Np007G4167200, Np001G0163700	XP_009111879.1, XP_009129785.1
OG0003068	Np007G4142700, Np007G4142600	XP_009135090.1, XP_009146980.1
OG0003069	Np001G0190400	XP_009135138.2
OG0003069	Np007G4111200	XP_009122559.1
OG0003070	Np004G1909400	XP_009135304.1, XP_009146498.1, XP_009124744.1
OG0003071	Np002G0815400	XP_018510802.1
OG0003071	Np007G3902800	XP_009135845.1
OG0003072	Np007G3935900	XP_009113573.2, XP_009135565.1
OG0003073	Np004G1990500	XP_009144999.2
OG0003074	Np002G0947600	XP_009105207.1, XP_009148657.1
OG0003075	Np003G1467300, Np003G1467200	XP_009120935.1
OG0003076	Np004G2593900	XP_009118831.2
OG0003077	Np004G2592300	XP_009119713.1
OG0003078	Np004G2576700	XP_009118746.1, XP_009109724.1, XP_009109723.2, XP_009111183.1, XP_009119612.1
OG0003079	Np004G2570600	XP_009119549.1
OG0003080	Np006G3487700, Np006G3542500	XP_009141120.1
OG0003081	Np002G1164300	XP_009103874.1
OG0003081	Np004G2477800, Np003G1703900	XP_009148418.1
OG0003082	Np001G0270500	XP_009129220.2, XP_018510015.1
OG0003083	Np004G2414300	XP_009110512.1, XP_009148884.1, XP_009117859.1
OG0003084	Np004G2408600	XP_009148940.1
OG0003085	Np004G2372800	XP_009149293.1
OG0003085	Np002G0798300	XP_009117611.1
OG0003086	Np002G0768100	XP_009106276.1
OG0003087	Np004G2348000	XP_009103331.1, XP_009149548.1, XP_009110216.1
OG0003089	Np004G2342600	XP_033129108.1, XP_033130983.1
OG0003090	Np004G2321200	XP_009103234.1
OG0003092	Np001G0393900	XP_009110594.1
OG0003093	Np005G2681700	XP_009144195.1, XP_009144127.1, XP_009138429.1, XP_009109314.1
OG0003094	Np005G2655400	XP_009108695.1
OG0003094	Np005G2655500	XP_033134063.1
OG0003095	Np003G1869800	XP_033136780.1
OG0003095	Np005G2655200	XP_009108028.2
OG0003096	Np004G1999500	XP_009138067.1, XP_009130110.2, XP_009126385.2
OG0003097	Np004G2270000	XP_009115415.1, XP_009110042.1
OG0003098	Np003G1880000	XP_009134484.1, XP_009128513.1, XP_009151456.1, XP_009134481.1, XP_009134482.1
OG0003100	Np002G1106600, Np007G3931500, Np005G3095900, Np002G0972300, Np003G1627100	XP_033136256.1, XP_033141178.1, XP_033148560.1
OG0003101	Np007G3748300	XP_009150747.1
OG0003102	Np006G3664300	XP_009137959.1
OG0003103	Np006G3601000	XP_009140956.1
OG0003104	Np001G0092500	XP_033135290.1, XP_033142401.1
OG0003104	Np006G3534600, Np006G3535100, Np006G3534800, Np006G3535600, Np006G3472600, Np006G3472400, Np006G3534900	XP_033145609.1
OG0003106	Np006G3380800	XP_033148156.1, XP_033145881.1, XP_033143087.1
OG0003116	Np006G3666200	XP_009140505.2
OG0003117	Np007G3736200	XP_033132081.1
OG0003117	Np003G1452900	XP_009121042.1, XP_033143049.1
OG0003118	Np003G1429800	XP_009121530.1
OG0003118	Np007G4233700, Np002G1225000	XP_009134674.1
OG0003119	Np003G1418200	XP_009131430.1, XP_009121622.1
OG0003120	Np001G0032600	XP_009112174.1
OG0003121	Np006G3575000	XP_009143928.1
OG0003122	Np005G2811000	XP_009137503.1, XP_009138982.1
OG0003123	Np005G2724200	XP_009108954.1, XP_009127279.1
OG0003124	Np004G2117900	XP_009132972.2
OG0003125	Np004G2487200	XP_009148337.1
OG0003126	Np004G2164500	XP_009108111.1
OG0003128	Np005G3113900	XP_033132268.1
OG0003129	Np001G0057000	XP_009112088.2, XP_009150411.1
OG0003130	Np001G0066500	XP_009150366.1, XP_009112052.1
OG0003131	Np003G1334000	XP_009122338.1
OG0003132	Np001G0500200	XP_009149761.1
OG0003134	Np003G1479300	XP_018512527.1
OG0003134	Np007G3830400	XP_009145389.1, XP_009135802.1
OG0003135	Np005G2608000	XP_009109522.2
OG0003136	Np003G1506300	XP_033134346.1
OG0003136	Np003G1506500	XP_033140100.1
OG0003138	Np003G1660800	XP_009127244.1
OG0003138	Np003G1660900	XP_009127250.1, XP_009132533.1
OG0003139	Np003G1561500, Np005G2800000	XP_009120252.1
OG0003140	Np004G2329500	XP_009145385.1, XP_009103273.2
OG0003141	Np007G3918500, Np004G1933500	XP_009146048.1, XP_009135509.1, XP_033143957.1
OG0003142	Np003G1866500, Np004G2576100	XP_033139976.1, XP_033134572.1
OG0003143	Np003G1865600	XP_009111279.2
OG0003145	Np003G1293300	XP_009130833.2
OG0003146	Np003G1290600	XP_009122594.1
OG0003147	Np001G0210500, Np001G0210600	XP_009125162.2, XP_009111561.1
OG0003148	Np002G1226100	XP_009112941.1, XP_009112750.1
OG0003149	Np004G1928300	XP_009139126.1, XP_009147592.1
OG0003150	Np002G0707100	XP_033141834.1
OG0003150	Np004G2408200	XP_009148946.1
OG0003152	Np004G2399300	XP_009117767.1
OG0003153	Np002G0729100	XP_009106600.1, XP_009104565.1
OG0003154	Np004G2342200	XP_009149597.1, XP_009110193.1
OG0003156	Np004G2354400	XP_009103362.1, XP_009149497.1
OG0003157	Np004G2360900	XP_009149434.1
OG0003158	Np007G4047900	XP_009147615.1
OG0003158	Np004G1933000	XP_009144782.1
OG0003159	Np006G3396100	XP_033147443.1, XP_009133064.1, XP_009141561.1
OG0003160	Np006G3392000	XP_009133078.1, XP_009141587.1
OG0003161	Np001G0451300, Np006G3443700, Np006G3441100	XP_009150068.1
OG0003162	Np005G3070600	XP_009107745.1, XP_009139602.1
OG0003163	Np005G3044300	XP_009148357.1
OG0003164	Np007G3815100	XP_033147469.1
OG0003165	Np002G0810700	XP_009104808.1, XP_009127995.1
OG0003166	Np004G2376500	XP_009149269.1
OG0003167	Np001G0203100	XP_009151914.1, XP_033140676.1
OG0003167	Np005G3173300	XP_009139991.1
OG0003168	Np005G3154800	XP_018513970.1
OG0003168	Np001G0190000	XP_009151808.1
OG0003169	Np005G3178400	XP_009140020.1
OG0003169	Np001G0206300	XP_018515514.1
OG0003172	Np002G0796300	XP_009140719.1
OG0003175	Np001G0419900	XP_009101819.1, XP_009123703.1
OG0003176	Np005G2945800	XP_009136851.1, XP_009130677.1
OG0003177	Np003G1844800	XP_033138769.1, XP_033137903.1, XP_009119427.2, XP_009127317.1
OG0003178	Np004G2422300	XP_033128037.1
OG0003179	Np005G2997000	XP_009136775.1, XP_009145854.1
OG0003180	Np006G3408500	XP_009108293.1, XP_009145206.1
OG0003181	Np001G0526400	XP_009136578.1, XP_009115775.1
OG0003182	Np001G0662600	XP_009116731.1
OG0003183	Np001G0650800	XP_009138892.1, XP_009116647.1, XP_009104225.1
OG0003184	Np001G0632700	XP_009104141.1
OG0003185	Np001G0681800, Np001G0681900	XP_009116875.1, XP_009116874.1
OG0003186	Np001G0511500	XP_033134380.1
OG0003188	Np001G0599100	XP_009116288.1, XP_033131697.1, XP_009141872.1
OG0003189	Np001G0584800	XP_009116195.2
OG0003190	Np006G3371000	XP_009141670.1
OG0003191	Np004G2094400	XP_009109867.1
OG0003192	Np007G3751100, Np001G0215100	XP_009150755.2
OG0003193	Np001G0609400	XP_009139085.1
OG0003194	Np006G3341400	XP_009141793.2, XP_009133348.1, XP_009143336.1
OG0003195	Np006G3668900	XP_033145482.1
OG0003196	Np006G3643900	XP_009117079.1
OG0003197	Np003G1811100	XP_009128666.2
OG0003198	Np001G0149500	XP_018508090.1
OG0003198	Np007G4190500	XP_009134820.1
OG0003199	Np007G3718600	XP_009112631.1, XP_009102004.2
OG0003199	Np005G2764500	XP_009129641.1
OG0003200	Np001G0157800	XP_009151260.1, XP_009129817.2
OG0003201	Np007G4190800, Np001G0149600	XP_009124072.1, XP_009147256.1, XP_009134819.1
OG0003202	Np003G1468100	XP_009131712.1
OG0003203	Np007G4158200	XP_009147095.1
OG0003203	Np001G0173200	XP_009111846.2
OG0003206	Np007G4085100	XP_033142348.1, XP_033148869.1, XP_009146579.1
OG0003207	Np007G4057200	XP_018514459.2
OG0003207	Np007G4057100, Np007G4057400	XP_009128556.1, XP_009144993.1
OG0003208	Np007G3947200	XP_009146116.1, XP_009112576.1
OG0003210	Np005G3128000, Np005G3127900	XP_009103206.1
OG0003210	Np005G3127200	XP_009125055.1
OG0003211	Np004G2555000	XP_009119263.2, XP_009111086.2, XP_033128735.1
OG0003212	Np004G2525000	XP_033129011.1
OG0003213	Np004G2509200	XP_009110895.1, XP_033133209.1, XP_033128570.1
OG0003214	Np002G1155400	XP_009103320.1
OG0003215	Np004G2448900	XP_009118059.1, XP_009148571.1
OG0003216	Np006G3608400, Np004G2442200	XP_009118018.1
OG0003217	Np001G0261700	XP_009101277.1
OG0003218	Np004G2388900	XP_009110416.1, XP_009149175.1
OG0003219	Np004G2320200	XP_033137104.1, XP_009103230.1
OG0003220	Np002G0831300	XP_009105864.1
OG0003220	Np004G2319100	XP_009115616.1
OG0003221	Np004G2312500	XP_009115585.1
OG0003222	Np004G2312200	XP_009103210.1, XP_009115580.1
OG0003223	Np002G1172300	XP_009104241.1, XP_009105031.1
OG0003224	Np002G1145600	XP_009113287.1
OG0003224	Np002G1146400	XP_009113286.1
OG0003225	Np005G3014700	XP_009107880.1, XP_009146539.1
OG0003225	Np005G3014900	XP_033144816.1
OG0003226	Np004G2001300	XP_009145033.1, XP_009148008.1
OG0003228	Np005G2639400	XP_033144404.1, XP_033144515.1
OG0003229	Np004G2266000	XP_009110032.2
OG0003230	Np005G2774800	XP_009143697.1
OG0003231	Np001G0240700	XP_009152149.1
OG0003231	Np001G0241000	XP_033139876.1
OG0003233	Np005G2679800	XP_009138418.2
OG0003233	Np001G0426900	XP_009109316.1
OG0003234	Np002G0799700, Np002G0799500	XP_033130004.1
OG0003236	Np006G3688100, Np006G3687900	XP_009140363.1, XP_009112519.1
OG0003237	Np001G0184700	XP_033129734.1, XP_009129683.1
OG0003246	Np002G0923300	XP_009149968.1
OG0003246	Np001G0464100	XP_009150439.1
OG0003247	Np001G0465200	XP_009149965.2
OG0003248	Np001G0480500	XP_009150821.1, XP_009150805.1, XP_018515530.2
OG0003249	Np001G0349400	XP_009128879.1
OG0003250	Np003G1420200	XP_009121605.1, XP_009131443.1
OG0003251	Np003G1409200	XP_009131381.1
OG0003252	Np001G0137600	XP_009130043.1
OG0003253	Np004G2157900	XP_009136932.2, XP_009131732.1, XP_009108364.1
OG0003254	Np001G0036900	XP_009150576.1
OG0003254	Np003G1365300	XP_009131148.1
OG0003255	Np003G1365200	XP_009122077.1
OG0003256	Np003G1364400	XP_009122081.1
OG0003257	Np003G1359000	XP_009131119.1, XP_009122531.1
OG0003258	Np001G0046700	XP_009130448.1, XP_009150507.1
OG0003258	Np003G1356500	XP_009125762.1
OG0003259	Np006G3507900	XP_009144351.1
OG0003259	Np003G1307200	XP_009133841.1
OG0003260	Np006G3473600, Np006G3532800	NP_001288861.1
OG0003261	Np004G2529400	XP_009119030.1
OG0003261	Np006G3535700, Np006G3472300	XP_009141078.1, XP_009144290.1
OG0003262	Np004G2543600	XP_033138573.1
OG0003263	Np004G1984000	XP_009145067.1, XP_009144673.1, XP_033130304.1, XP_009147908.1
OG0003264	Np006G3576300	XP_009132891.1
OG0003265	Np005G3200600	XP_009140128.2, XP_009137246.3
OG0003266	Np002G0923900	XP_009115433.1, XP_009110057.1
OG0003267	Np004G2138000	XP_033137227.1
OG0003267	Np004G2138200	XP_033130684.1
OG0003268	Np001G0044000	XP_009130457.1
OG0003268	Np001G0087700	XP_009136511.1
OG0003269	Np001G0049700	XP_009150477.1, XP_009130436.2
OG0003270	Np001G0094700	XP_009136444.1
OG0003272	Np001G0239000	XP_033139844.1
OG0003273	Np003G1512100	XP_009131901.1
OG0003274	Np005G2682500	XP_033133025.1, XP_033132047.1
OG0003275	Np007G4081000, Np006G3420100, Np007G4081500, Np007G4081300	XP_009135282.2, XP_009135285.2, XP_009124708.2
OG0003276	Np003G1545100	XP_033141386.1, XP_009132279.1, XP_009120355.2
OG0003277	Np005G2790900	XP_009137600.1
OG0003278	Np001G0507400	XP_009149712.1, XP_009152207.1
OG0003279	Np001G0507200	XP_009150125.1
OG0003280	Np003G1273700, Np001G0351000, Np002G1167100	XP_009125487.1
OG0003281	Np005G3078900, Np003G1262100	XP_009122810.1, XP_009125438.1
OG0003282	Np004G2305200	XP_033144221.1
OG0003282	Np002G0848500	XP_009127815.1, XP_009104947.1
OG0003283	Np004G2050000	XP_009127607.1
OG0003284	Np005G3097000	XP_033131985.1, XP_009128429.1, XP_033132056.1, XP_009134345.1
OG0003285	Np005G2906500	XP_009136970.1, XP_009132304.1
OG0003286	Np007G3927200, Np005G2893600	XP_009133184.1, XP_009133175.1, XP_009133165.2, XP_009137017.2
OG0003287	Np002G0737200	XP_009104585.1, XP_009106521.2
OG0003289	Np007G3832600	XP_009148046.1
OG0003289	Np005G3040100	XP_009107806.1
OG0003290	Np007G3828300	XP_009145416.2
OG0003290	Np005G3037300	XP_033140821.1
OG0003291	Np002G1227800	XP_033144230.1
OG0003292	Np004G2271400, Np004G2271800	XP_009110048.1, XP_033135140.1
OG0003294	Np007G4034400	XP_009146231.1
OG0003295	Np005G2918800	XP_009136926.1, XP_009131621.1
OG0003297	Np001G0062100, Np001G0061900, Np001G0081700, Np003G1877300, Np001G0081300, Np001G0061700	XP_009150384.1
OG0003298	Np005G2896000, Np005G2895600	XP_009132976.1
OG0003299	Np004G2173200	XP_009132612.1
OG0003300	Np004G1956500	XP_009105314.1
OG0003301	Np001G0002100	XP_009149079.1
OG0003301	Np001G0531400	XP_009115817.1
OG0003303	Np006G3351500	XP_009133275.1
OG0003303	Np001G0572600	XP_009139259.1
OG0003304	Np005G2783700	XP_009143203.1, XP_009108849.2, XP_009137644.1
OG0003305	Np005G3078100	XP_009107670.2
OG0003305	Np007G3880200	XP_009112683.1
OG0003306	Np007G3884100	XP_009102403.1
OG0003306	Np001G0178600	XP_009151631.1
OG0003307	Np002G0908900	XP_018508212.1
OG0003309	Np004G1914000	XP_009106898.1, XP_009147521.1
OG0003310	Np004G2025100	XP_009123064.1
OG0003311	Np006G3216300, Np006G3213000	XP_009118824.1, XP_009142549.1
OG0003312	Np002G0768600	XP_009106272.1
OG0003313	Np005G2651900	XP_009110778.1
OG0003314	Np001G0154500	XP_009151231.1
OG0003316	Np003G1468300	XP_009120929.1
OG0003317	Np001G0172700	XP_009129743.1, XP_009151666.1
OG0003318	Np007G4042300	XP_009146263.1, XP_009115623.1
OG0003319	Np007G3915600	XP_009146056.1, XP_009114175.2
OG0003320	Np007G3952100	XP_009145845.1
OG0003321	Np005G2765500	XP_009109097.1, XP_009144418.1
OG0003322	Np005G3142000	XP_033145838.1
OG0003322	Np001G0184500	XP_033129751.1
OG0003324	Np005G2740800	XP_009137893.1
OG0003325	Np001G0163600	XP_009111881.2
OG0003326	Np006G3356900	XP_018514248.2, XP_009133242.1
OG0003326	Np001G0536200	XP_009115879.2, XP_009136634.2
OG0003327	Np003G1888500	XP_009111444.1
OG0003329	Np005G2729900, Np005G2729400	XP_009108977.1
OG0003330	Np004G2522600	XP_009118447.2, XP_009118969.1
OG0003330	Np006G3505900	XP_033145178.1
OG0003331	Np004G2505300	XP_009148126.2, XP_033132317.1
OG0003332	Np004G2423000	XP_009110543.1
OG0003332	Np001G0252100	XP_009101242.1
OG0003333	Np004G2404300	XP_009117798.2, XP_009149017.1
OG0003334	Np004G2363200, Np004G2363100, Np004G2363300, Np004G2362900	XP_009117552.1
OG0003335	Np004G2350700	XP_009103342.1, XP_009149525.1
OG0003336	Np002G0837500	XP_009105806.2
OG0003337	Np002G0846700	XP_009115557.1
OG0003337	Np004G2306800	XP_009110113.1
OG0003338	Np002G0858700	XP_033130289.1, XP_009104968.1
OG0003339	Np001G0009200	XP_033134119.1
OG0003340	Np005G2955700	XP_009128970.1
OG0003341	Np001G0393500	XP_009101692.2
OG0003342	Np002G0972000	XP_009127454.1
OG0003342	Np005G3112800	XP_009139711.1
OG0003343	Np005G2750600, Np005G2750800	XP_009128695.1, XP_009109038.1
OG0003345	Np005G3193300	XP_009140088.1, XP_033131094.1
OG0003347	Np005G2670100	XP_009109286.1, XP_009138380.1, XP_009151452.1, XP_018509315.1, XP_018513560.1
OG0003348	Np005G3073900	XP_033133164.1, XP_009138379.1, XP_009151705.1, XP_009151594.1
OG0003349	Np005G2644400	XP_009138268.1
OG0003350	Np005G2704800	XP_009138078.1, XP_018509150.1, XP_009108879.1
OG0003351	Np002G0829700	XP_009104877.1
OG0003352	Np003G1889100	XP_009134529.1
OG0003353	Np005G2779100, Np005G2777000, Np003G1616600, Np001G0033400, Np003G1342700	XP_009109131.1, XP_009137666.1, XP_009143539.1
OG0003356	Np004G2106600	XP_033134342.1, XP_033135242.1, XP_009115088.1, XP_033147460.1, XP_033147459.1
OG0003364	Np001G0216200	XP_009129455.1
OG0003365	Np003G1313400, Np003G1309200, Np003G1292900, Np003G1501100, Np003G1662500	XP_009130878.2, XP_033129290.1, XP_009125543.2, XP_009125530.1, XP_033140881.1, XP_009123845.1
OG0003369	Np007G3877300, Np007G3877200, Np007G3876600	XP_018508678.1, XP_009102944.1, XP_009102435.1
OG0003372	Np001G0479400	XP_009150779.1, NP_001288820.1
OG0003373	Np004G2108100, Np004G2107200	XP_033137133.1, XP_009113714.1
OG0003374	Np004G2057100	XP_009151453.1, XP_009114857.1
OG0003375	Np007G3976200	XP_009145736.1, XP_009111476.1
OG0003376	Np007G3895100	XP_009136197.1, XP_009102355.1
OG0003377	Np003G1434200	XP_009126108.1, XP_033139556.1, XP_033139557.1, XP_033143170.1
OG0003378	Np003G1432700	XP_009121503.1
OG0003379	Np005G3192000	XP_033145432.1
OG0003384	Np005G2695600	XP_009138503.1
OG0003385	Np003G1343600	XP_009125720.1, XP_009131042.1, XP_009122429.1
OG0003386	Np003G1337800	XP_033138438.1, XP_033138440.1
OG0003386	Np003G1337700	XP_009131008.2, XP_009125700.2
OG0003387	Np005G2814600	XP_009138660.2
OG0003388	Np005G2815200	XP_009138611.1
OG0003389	Np004G2461500	XP_009118163.1, XP_009148635.1
OG0003390	Np006G3525100	XP_009144319.1, XP_009141050.1
OG0003391	Np001G0414300	XP_033136519.1, XP_009123891.2
OG0003392	Np001G0403100, Np001G0402400	XP_009123931.2, XP_009101736.1
OG0003393	Np004G2141300	XP_009115120.1
OG0003394	Np004G2141400	XP_009115118.1, XP_009133006.1, XP_009141406.1
OG0003395	Np001G0508700	XP_009115659.1
OG0003396	Np003G1360000	XP_009112146.1, XP_009131122.1
OG0003397	Np001G0045800	XP_018515249.1
OG0003398	Np001G0064300	XP_009130244.1
OG0003399	Np001G0067300, Np006G3635500, Np006G3635800, Np006G3656800	XP_009130242.1, XP_033135739.1
OG0003400	Np001G0068400	XP_009130238.1, XP_033136610.1, XP_009151409.2
OG0003401	Np001G0111300	XP_033129570.1, XP_033140506.1
OG0003402	Np003G1492500	XP_033141491.1, XP_033138618.1
OG0003402	Np007G4147700	XP_009114479.1
OG0003403	Np003G1502100	XP_009120683.1
OG0003403	Np003G1501900, Np007G3794400	XP_033144658.1
OG0003404	Np003G1542000	XP_009120382.1
OG0003404	Np001G0470000	XP_009132034.1
OG0003405	Np003G1573000	XP_009132187.1, XP_009120180.1
OG0003406	Np004G1961600, Np005G3139800, Np001G0182200	XP_009151586.2
OG0003408	Np003G1296900	XP_018513165.2, XP_009125582.1, XP_033138162.1
OG0003408	Np003G1297000	XP_009122548.1
OG0003410	Np003G1262400	XP_009146936.1, XP_009130684.1
OG0003412	Np007G4141500	XP_009135087.1, XP_009146976.2
OG0003413	Np007G4090700, Np002G1037600	XP_009140150.1
OG0003414	Np002G0728300	XP_009128320.1, XP_009106607.2
OG0003415	Np006G3705000	XP_009101896.1, XP_033132994.1
OG0003418	Np007G4055800	XP_009146371.1
OG0003418	Np004G1926100	XP_009116933.1
OG0003419	Np004G1930100	XP_009144771.1
OG0003421	Np007G3852100	XP_009106438.1, XP_009102595.1
OG0003422	Np005G2691100	XP_009137459.2
OG0003423	Np003G1836300	XP_009106028.1, XP_009104798.1, XP_018513555.1
OG0003424	Np001G0198300	XP_033136950.1, XP_009151868.2
OG0003425	Np004G2266100	XP_009103106.1, XP_009115400.1
OG0003426	Np001G0359100	XP_018508030.1, XP_009131645.1
OG0003427	Np004G1952200	NP_001288913.1, XP_009147731.1
OG0003428	Np004G1952000, Np004G1952100	XP_009144879.1
OG0003428	Np007G3812900	XP_009145487.1
OG0003429	Np004G1938400	XP_009147647.1
OG0003429	Np007G3716700	XP_033131220.1
OG0003430	Np005G3158700	XP_009139914.1
OG0003431	Np005G2911400	XP_033133282.1, XP_033144868.1
OG0003432	Np005G2913900	XP_009131990.1
OG0003433	Np001G0523100	XP_009149425.2
OG0003434	Np003G1845300	XP_009119432.1, XP_009132607.1
OG0003435	Np003G1844600	XP_009119423.1, XP_033140987.1
OG0003438	Np005G2882600	XP_033132463.1, XP_018515291.2
OG0003439	Np007G4112000	XP_018511610.2
OG0003440	Np005G2863600	XP_009137218.1, XP_009108535.1, XP_009135379.1, XP_009135393.2
OG0003441	Np002G1056500	XP_009107922.1, XP_018510041.1
OG0003442	Np001G0656000	XP_009138867.1, XP_009143043.1
OG0003443	Np001G0636000	XP_009116543.1, XP_009138946.1, XP_009104166.1
OG0003444	Np006G3301800	XP_009133486.1
OG0003446	Np006G3319900	XP_009143233.1, XP_009141877.1
OG0003447	Np007G3890700	XP_033145019.1, XP_009102362.1
OG0003448	Np007G3868900, Np001G0313500	XP_009105912.1, XP_009135890.1, XP_009102511.1
OG0003449	Np007G3744000, Np005G3141800	XP_009124616.1
OG0003450	Np006G3689700	XP_009112530.1, XP_009140352.1
OG0003452	Np003G1774200	XP_009113552.1
OG0003453	Np006G3213200	XP_009142537.1
OG0003454	Np006G3214300	XP_009142542.1
OG0003455	Np006G3236800	XP_033142437.1, XP_009142364.1, XP_009143170.1
OG0003456	Np006G3252700	XP_009143067.1
OG0003457	Np006G3262400	XP_009133649.2
OG0003458	Np006G3262900	XP_009142236.1, XP_009142979.2
OG0003459	Np007G4173900	XP_009129651.1
OG0003460	Np007G4173000	XP_033147242.1
OG0003461	Np007G4166900	XP_009134914.1
OG0003462	Np007G4123700, Np007G4138200	XP_009135075.1, XP_009146954.1
OG0003463	Np007G4041600	XP_009146262.2
OG0003463	Np007G4103300	XP_009146722.1
OG0003464	Np007G4096600	XP_009121027.1, XP_009146670.2, XP_009135195.1
OG0003465	Np007G4072700	XP_009117633.2, XP_009135312.1, XP_009146469.1, XP_009146520.1
OG0003466	Np007G4068200	XP_009117519.2, XP_009146459.2
OG0003467	Np007G3900900	XP_009135462.2
OG0003468	Np005G2824500	XP_009137991.1, XP_009137982.1
OG0003469	Np005G2726800	XP_009114608.1
OG0003470	Np002G1058400	XP_009113414.1
OG0003470	Np004G2503100	XP_009110866.2, XP_009118334.1, XP_009148151.1
OG0003471	Np004G2513700	XP_009110909.1
OG0003472	Np004G2496700	XP_033133455.1, XP_009110824.1, XP_009118317.1, XP_009148248.1
OG0003473	Np004G2490100	XP_009118288.1, XP_009148314.1
OG0003474	Np004G2486700	XP_009148340.1
OG0003474	Np002G1142500	XP_009102924.1
OG0003475	Np004G2454000	XP_009148589.1
OG0003476	Np004G2445800, Np001G0222900	XP_009118046.1
OG0003477	Np004G2418900	XP_009148845.1, XP_033133745.1
OG0003478	Np007G3971500	XP_009103670.1
OG0003479	Np005G3167100	XP_009117701.1
OG0003481	Np001G0326700	XP_009101386.2, XP_009128999.1
OG0003482	Np007G3918900	NP_001288833.1
OG0003484	Np005G2602300	XP_009101945.1
OG0003485	Np005G2695100	XP_009134675.1
OG0003486	Np005G2673200	XP_009150254.2, XP_033133994.1, XP_009109272.1
OG0003488	Np006G3660800	XP_009117233.1
OG0003489	Np004G2309300, Np004G2308600	XP_009103191.1, XP_009110120.1, XP_009103192.1
OG0003490	Np007G4201600	XP_009110118.1
OG0003494	Np004G1908600	XP_009144739.1, XP_018509197.1, XP_009147496.1
OG0003497	Np004G2033300	XP_009105266.1, XP_009127540.1
OG0003504	Np007G3847500	XP_009107970.1
OG0003505	Np004G2127300	XP_033137277.1, XP_033137280.1, XP_033137281.1
OG0003512	Np006G3623600, Np006G3617000	XP_009133998.1
OG0003514	Np003G1441000	XP_009126145.2
OG0003514	Np007G4226900	XP_009121427.1, XP_009131571.1
OG0003515	Np003G1428100	XP_009121538.1
OG0003516	Np003G1381000	XP_009131204.2, XP_033137721.1
OG0003516	Np001G0132300	XP_009111668.1
OG0003517	Np003G1354400	XP_018511099.1
OG0003517	Np007G3975100	XP_009145754.1
OG0003519	Np003G1337300	XP_009122317.1
OG0003519	Np001G0092600	XP_009136468.1
OG0003520	Np003G1336500	XP_033137910.1, XP_009125696.2
OG0003521	Np006G3610500	XP_009140787.1
OG0003522	Np006G3581000	XP_009103614.1
OG0003523	Np006G3591400	XP_033145166.1, XP_009103676.1
OG0003525	Np006G3476700, Np006G3531300	XP_009144303.1
OG0003527	Np006G3551500	XP_009141167.1
OG0003527	Np006G3551400	XP_009144209.2
OG0003528	Np006G3553400, Np007G3779100	XP_009132804.1, XP_033147610.1
OG0003529	Np006G3564900	XP_009143961.1, XP_009132840.1
OG0003530	Np001G0409500	XP_009101768.1, XP_009123900.1
OG0003532	Np004G2145500, Np001G0561800	XP_009107764.2, XP_009149748.1
OG0003533	Np001G0451000	XP_033139889.1
OG0003533	Np001G0017000	XP_009103454.1
OG0003535	Np001G0030500	XP_009150633.2
OG0003536	Np003G1329900	XP_009130982.1
OG0003536	Np001G0076900	XP_009112012.2
OG0003537	Np001G0086600	XP_033140414.1, XP_009150119.1
OG0003538	Np001G0133300, Np001G0133400	XP_009151095.1
OG0003539	Np002G0882200	XP_033130228.1
