Orthogroup	Noccaea_praecox	Conringia_planisiliqua
OG0003872	Np003G1805500	CP20_g4346_DN3_SP8_c.t1
OG0003873	Np007G3719900	CP12_g29847_DN3_SP1_c.t1
OG0003874	Np006G3222600	CP4_g24033_DN3_SP0_c.t1
OG0003876	Np006G3283600	CP4_g24475_DN3_SP0_c.t1
OG0003877	Np006G3291700	CP4_g24526_DN3_SP0_c.t1
OG0003878	Np006G3300800	CP4_g24570_DN3_SP8_c.t1
OG0003879	Np007G4228100	CP10_g42290_DN3_SP7_c.t1
OG0003880	Np001G0174200	CP2_g48768_DN3_SP2_c.t1
OG0003881	Np007G4149700	CP10_g42792_DN3_SP8_c.t1
OG0003882	Np007G4104000, Np007G4104100	CP10_g43101_DN3_SP5_c.t1
OG0003883	Np007G3772000	CP10_g43928_DN3_SP0_c.t1
OG0003883	Np007G3771800	CP10_g43922_DN3_SP0_c.t1
OG0003884	Np010G4350700, Np007G4015900, Np007G3982100	CP12_g29919_DN3_SP3_c.t1
OG0003885	Np004G2583800	CP1_g36519_DN3_SP0_c.t1, CP1_g36518_DN3_SP0_c.t1
OG0003886	Np003G1661300, Np003G1671100	CP8_g53139_DN3_SP7_c.t1
OG0003887	Np001G0543400	CP4_g25157_DN3_SP4_c.t1
OG0003889	Np004G2547600	CP1_g36547_DN3_SP0_c.t1
OG0003890	Np001G0448200	CP7_g44690_DN2_SP0_c.t1
OG0003890	Np001G0429000	CP22_g17653_DN3_SP0_c.t1
OG0003891	Np004G2503200	CP2_g48614_DN3_SP1_c.t1
OG0003892	Np004G2501700	CP1_g37183_DN3_SP0_c.t1
OG0003894	Np004G2496100	CP1_g37236_DN3_SP6_c.t1
OG0003895	Np002G1212100	CP2_g48984_DN3_SP0_c.t1
OG0003896	Np004G2376200	CP7_g45930_DN2_SP0_c.t1
OG0003897	Np004G2370000	CP7_g45883_DN2_SP0_c.t1
OG0003898	Np004G2367000	CP7_g45858_DN2_SP0_c.t1, CP7_g45857_DN2_SP0_c.t1
OG0003900	Np003G1877700	CP8_g54522_DN3_SP0_c.t1
OG0003902	Np002G1174800	CP2_g49170_DN3_SP5_c.t1
OG0003902	Np002G1174700	CP2_g49171_DN3_SP0_c.t1
OG0003903	Np002G1128900	CP2_g49523_DN3_SP6_c.t1
OG0003905	Np001G0321300	CP13_g19728_DN3_SP1_c.t1
OG0003906	Np006G3713300	CP16_g54723_DN3_SP8_c.t1
OG0003907	Np001G0468700	CP3_g14694_DN3_SP0_c.t1
OG0003907	Np003G1539000	CP8_g53892_DN3_SP0_c.t1
OG0003908	Np005G2682100	CP5_g362_DN3_SP0_c.t1
OG0003909	Np005G2655100	CP12_g31295_DN2_SP0_c.t1
OG0003910	Np005G2646300	CP5_g574_DN3_SP5_c.t1
OG0003911	Np006G3659000	CP16_g55107_DN3_SP0_c.t1
OG0003911	Np005G2723300	CP5_g881_DN3_SP6_c.t1
OG0003912	Np004G2305700	CP7_g45460_DN3_SP6_c.t1
OG0003913	Np005G2771500	CP5_g1212_DN3_SP8_c.t1
OG0003917	Np003G1764100	CP20_g4008_DN2_SP0_c.t1
OG0003917	Np004G2043200	CP75_g34150_DN1_SP0_c.t1
OG0003920	Np006G3687800	CP16_g54886_DN3_SP0_c.t1
OG0003922	Np001G0187100	CP13_g19108_DN3_SP2_c.t1
OG0003923	Np005G3018600	CP2_g49405_DN3_SP0_c.t1
OG0003924	Np006G3273100, Np005G3113100, Np006G3473700, Np003G1726200, Np006G3273500	CP12_g31031_DN3_SP0_c.t1, CP3_g15772_DN2_SP0_c.t1, CP27_g41849_DN1_SP0_c.t1, CP321_g27092_DN1_SP0_c.t1, CP20_g4064_DN3_SP0_c.t1, CP3_g15590_DN2_SP0_c.t1, CP1_g38390_DN1_SP0_c.t1, CP321_g27091_DN1_SP0_c.t1
OG0003927	Np003G1438500	CP11_g32298_DN3_SP1_c.t1
OG0003929	Np003G1759200	CP29_g22108_DN3_SP8_c.t1
OG0003941	Np003G1421200	CP10_g43809_DN3_SP8_c.t1
OG0003942	Np003G1411400	CP11_g32543_DN3_SP2_c.t1
OG0003943	Np003G1405800	CP11_g32596_DN3_SP8_c.t1
OG0003944	Np003G1396100	CP11_g32671_DN3_SP0_c.t1
OG0003945	Np001G0136600	CP2_g48501_DN3_SP0_c.t1
OG0003946	Np002G0865300, Np002G0865200	CP10_g44087_DN3_SP1_c.t1
OG0003948	Np001G0130000	CP2_g48448_DN3_SP2_c.t1
OG0003948	Np003G1378500	CP11_g32806_DN3_SP7_c.t1
OG0003949	Np001G0149700	CP2_g48603_DN3_SP8_c.t1
OG0003950	Np003G1344500	CP11_g33067_DN3_SP2_c.t1
OG0003951	Np001G0101800	CP2_g48246_DN3_SP7_c.t1
OG0003952	Np003G1343400	CP11_g33075_DN3_SP8_c.t1
OG0003953	Np003G1336400	CP11_g33131_DN2_SP5_c.t1
OG0003953	Np001G0091000	CP2_g48154_DN3_SP8_c.t1
OG0003954	Np005G2815700	CP19_g18164_DN3_SP3_c.t1
OG0003955	Np005G2818700	CP19_g18182_DN3_SP0_c.t1
OG0003957	Np006G3579900	CP4_g26033_DN2_SP8_c.t1
OG0003958	Np006G3514100, Np006G3443300, Np006G3446500	CP4_g25751_DN3_SP8_c.t1
OG0003959	Np009G4317700, Np006G3455700	CP4_g25407_DN3_SP8_c.t1
OG0003960	Np004G2560400	CP1_g36654_DN3_SP8_c.t1
OG0003962	Np004G2126700	CP7_g44955_DN3_SP0_c.t1
OG0003964	Np001G0592500	CP4_g24716_DN3_SP3_c.t1
OG0003965	Np002G1067900	CP11_g32028_DN2_SP5_c.t1
OG0003967	Np001G0049200	CP2_g47891_DN2_SP2_c.t1
OG0003968	Np001G0054800, Np001G0055200, Np001G0054900	CP2_g47938_DN3_SP0_c.t1
OG0003970	Np001G0089800	CP2_g48149_DN3_SP8_c.t1
OG0003972	Np001G0095000	CP2_g48185_DN3_SP0_c.t1
OG0003973	Np003G1261000	CP2_g48210_DN3_SP8_c.t1
OG0003974	Np001G0106700	CP2_g48282_DN3_SP8_c.t1
OG0003975	Np001G0109000	CP2_g48300_DN3_SP0_c.t1
OG0003975	Np001G0495500	CP3_g14489_DN3_SP8_c.t1
OG0003976	Np001G0133200	CP2_g48474_DN3_SP6_c.t1
OG0003977	Np001G0135300	CP2_g48490_DN3_SP0_c.t1
OG0003978	Np004G2465700	CP1_g37465_DN3_SP8_c.t1
OG0003979	Np003G1519500, Np001G0450400	CP8_g54055_DN1_SP0_c.t1, CP11_g31951_DN2_SP0_c.t1
OG0003980	Np003G1520100	CP8_g54049_DN3_SP0_c.t1
OG0003982	Np003G1537600	CP8_g53903_DN3_SP8_c.t1
OG0003983	Np005G3135900	CP5_g1631_DN3_SP0_c.t1, CP4_g26479_DN3_SP0_c.t1, CP4_g26497_DN3_SP0_c.t1
OG0003983	Np003G1540200	CP8_g53882_DN3_SP0_c.t1
OG0003984	Np003G1543500	CP8_g53857_DN3_SP7_c.t1
OG0003985	Np003G1558600	CP8_g53750_DN3_SP8_c.t1
OG0003986	Np003G1581900	CP8_g53609_DN3_SP0_c.t1
OG0003987	Np003G1750600, Np001G0498400	CP3_g14477_DN3_SP0_c.t1
OG0003988	Np003G1625500	CP8_g53407_DN3_SP6_c.t1
OG0003989	Np003G1327200	CP11_g33293_DN2_SP0_c.t1
OG0003990	Np003G1642800	CP8_g53291_DN3_SP0_c.t1
OG0003992	Np003G1297600	CP11_g33392_DN3_SP8_c.t1
OG0003993	Np003G1292200	CP11_g33432_DN3_SP6_c.t1
OG0003993	Np007G4116700	CP10_g43019_DN3_SP5_c.t1
OG0003994	Np003G1276100	CP11_g33553_DN3_SP3_c.t1
OG0003995	Np003G1265200	CP11_g33644_DN3_SP1_c.t1
OG0003996	Np003G1265000	CP11_g33645_DN3_SP8_c.t1
OG0003997	Np005G3188200	CP19_g17918_DN3_SP0_c.t1
OG0003998	Np007G4119400	CP9_g29670_DN3_SP1_c.t1, CP10_g42996_DN3_SP8_c.t1
OG0004000	Np002G0764400	CP7_g45682_DN2_SP0_c.t1
OG0004001	Np004G2349000	CP7_g45705_DN3_SP0_c.t1
OG0004001	Np002G0765600	CP9_g29276_DN3_SP0_c.t1
OG0004002	Np002G0771700	CP9_g29236_DN3_SP0_c.t1
OG0004003	Np001G0397400	CP13_g20155_DN3_SP7_c.t1
OG0004004	Np004G1902700	CP7_g46459_DN3_SP5_c.t1
OG0004006	Np004G1906100	CP7_g46432_DN3_SP1_c.t1, CP7_g46433_DN3_SP0_c.t1
OG0004007	Np004G1911300	CP7_g46394_DN2_SP0_c.t1
OG0004008	Np004G1913600, Np004G1913400	CP7_g46372_DN2_SP0_c.t1
OG0004009	Np004G2029100	CP1_g41044_DN3_SP5_c.t1
OG0004010	Np004G1924700	CP7_g46297_DN3_SP8_c.t1
OG0004011	Np006G3392300	CP4_g25105_DN3_SP8_c.t1
OG0004012	Np003G1646300, Np006G3434500	CP8_g53262_DN2_SP7_c.t1
OG0004013	Np005G3053800	CP6_g7503_DN3_SP8_c.t1
OG0004014	Np005G3044500	CP6_g7455_DN3_SP4_c.t1
OG0004015	Np005G3022700	CP6_g7315_DN3_SP0_c.t1
OG0004016	Np002G0811000	CP9_g28979_DN3_SP8_c.t1
OG0004017	Np002G0794200, Np002G0794500	CP9_g29069_DN3_SP0_c.t1
OG0004020	Np001G0211500	CP13_g19287_DN3_SP0_c.t1
OG0004021	Np005G2867200	CP19_g18516_DN3_SP8_c.t1
OG0004022	Np001G0371300	CP13_g19968_DN3_SP0_c.t1
OG0004023	Np007G3975500	CP12_g30326_DN3_SP8_c.t1
OG0004023	Np004G1968800	CP1_g38085_DN3_SP4_c.t1
OG0004024	Np007G3975600	CP12_g30327_DN3_SP3_c.t1
OG0004025	Np006G3410600	CP4_g25245_DN3_SP0_c.t1
OG0004026	Np006G3409200	CP4_g25231_DN3_SP5_c.t1
OG0004027	Np001G0353300	CP13_g19866_DN3_SP6_c.t1
OG0004028	Np004G2403300	CP7_g46140_DN3_SP0_c.t1
OG0004030	Np004G1976300	CP1_g38121_DN3_SP7_c.t1
OG0004031	Np003G1795400	CP20_g4259_DN3_SP0_c.t1
OG0004032	Np005G2887300	CP6_g6820_DN3_SP2_c.t1
OG0004033	Np001G0393800	CP13_g20131_DN3_SP0_c.t1
OG0004033	Np005G2884800	CP6_g6801_DN3_SP1_c.t1
OG0004034	Np001G0471800, Np005G2867900	CP19_g18522_DN3_SP8_c.t1
OG0004035	Np005G2865000, Np005G2864700, Np005G2865600, Np005G2865800, Np005G2865900	CP19_g18511_DN3_SP2_c.t1
OG0004036	Np007G3937500	CP12_g30147_DN3_SP0_c.t1
OG0004037	Np005G3000500	CP6_g7203_DN3_SP1_c.t1
OG0004038	Np005G2988800	CP6_g7169_DN3_SP0_c.t1
OG0004040	Np001G0007900	CP2_g47578_DN3_SP4_c.t1
OG0004041	Np001G0691600	CP3_g13125_DN3_SP8_c.t1
OG0004042	Np006G3226200	CP4_g24057_DN3_SP6_c.t1
OG0004043	Np006G3630800	CP18_g12522_DN3_SP3_c.t1
OG0004044	Np001G0672800	CP3_g13252_DN3_SP8_c.t1
OG0004046	Np001G0648100	CP3_g13432_DN3_SP0_c.t1
OG0004047	Np001G0620000	CP3_g13609_DN3_SP2_c.t1
OG0004048	Np001G0279000	CP13_g19684_DN3_SP0_c.t1
OG0004050	Np001G0608400	CP3_g13687_DN3_SP0_c.t1
OG0004051	Np001G0572800	CP3_g13939_DN1_SP0_c.t1
OG0004052	Np006G3373400	CP4_g24994_DN3_SP3_c.t1
OG0004054	Np007G3875400	CP12_g30869_DN3_SP0_c.t1
OG0004055	Np004G1907300	CP7_g46420_DN3_SP3_c.t1
OG0004056	Np002G0830600	CP9_g28825_DN3_SP1_c.t1
OG0004058	Np006G3315600	CP4_g24669_DN3_SP0_c.t1
OG0004060	Np006G3657100	CP16_g55120_DN3_SP0_c.t1
OG0004061	Np005G2820400	CP19_g18191_DN3_SP2_c.t1
OG0004062	Np004G1985000	CP1_g38188_DN3_SP0_c.t1
OG0004063	Np004G2083200	CP7_g44503_DN3_SP1_c.t1
OG0004064	Np003G1779200	CP20_g4160_DN3_SP0_c.t1, CP20_g4164_DN3_SP0_c.t1
OG0004065	Np003G1798100	CP20_g4302_DN3_SP8_c.t1
OG0004066	Np003G1472900	CP8_g54403_DN3_SP8_c.t1
OG0004068	Np001G0153800	CP2_g48628_DN3_SP4_c.t1
OG0004069	Np006G3214000	CP4_g23981_DN3_SP0_c.t1
OG0004070	Np006G3228300	CP4_g24073_DN3_SP0_c.t1
OG0004071	Np007G3782600	CP10_g44097_DN3_SP8_c.t1
OG0004072	Np006G3255100	CP4_g24270_DN3_SP0_c.t1
OG0004073	Np006G3266400	CP4_g24362_DN3_SP8_c.t1
OG0004074	Np004G2391100	CP7_g46040_DN1_SP0_c.t1
OG0004076	Np007G4226100	CP10_g42304_DN3_SP8_c.t1
OG0004077	Np004G1983300, Np007G4221600	CP1_g38173_DN2_SP0_c.t1
OG0004078	Np007G4212900	CP10_g42394_DN3_SP8_c.t1
OG0004079	Np007G4205400	CP10_g42434_DN3_SP6_c.t1
OG0004080	Np007G4202000	CP10_g42459_DN3_SP3_c.t1
OG0004081	Np001G0152400	CP2_g48619_DN3_SP4_c.t1
OG0004082	Np007G4194300	CP10_g42490_DN3_SP1_c.t1
OG0004083	Np007G4192000	CP10_g42511_DN3_SP0_c.t1
OG0004084	Np007G4178800	CP10_g42592_DN3_SP1_c.t1
OG0004085	Np007G4176300	CP10_g42609_DN3_SP4_c.t1
OG0004086	Np007G4157700, Np007G4157800	CP10_g42735_DN3_SP0_c.t1, CP10_g42736_DN3_SP0_c.t1
OG0004087	Np007G4084300	CP10_g43246_DN3_SP5_c.t1
OG0004088	Np007G4075200	CP10_g43310_DN3_SP2_c.t1
OG0004090	Np007G4042600	CP10_g43499_DN3_SP0_c.t1
OG0004091	Np007G3902600	CP12_g29950_DN3_SP0_c.t1, CP12_g29949_DN2_SP0_c.t1
OG0004092	Np007G3920500	CP12_g30054_DN3_SP0_c.t1
OG0004093	Np007G3935300	CP12_g30131_DN3_SP6_c.t1
OG0004094	Np007G3975000	CP12_g30320_DN3_SP8_c.t1
OG0004095	Np001G0168400	CP2_g48731_DN3_SP5_c.t1
OG0004096	Np001G0187800	CP13_g19112_DN3_SP0_c.t1
OG0004097	Np005G3158300	CP5_g1508_DN3_SP0_c.t1
OG0004100	Np007G3837600	CP12_g30644_DN3_SP0_c.t1, CP12_g30645_DN3_SP8_c.t1
OG0004102	Np007G3816500	CP12_g30515_DN3_SP0_c.t1
OG0004103	Np005G2744400	CP5_g1007_DN3_SP3_c.t1
OG0004104	Np001G0162500	CP2_g48685_DN3_SP1_c.t1
OG0004105	Np001G0158900	CP2_g48669_DN3_SP3_c.t1
OG0004106	Np003G1895600	CP8_g54654_DN3_SP0_c.t1
OG0004107	Np004G2587900	CP1_g36479_DN3_SP3_c.t1
OG0004108	Np004G2562600	CP1_g36670_DN3_SP3_c.t1
OG0004109	Np004G2534000	CP1_g36921_DN3_SP0_c.t1
OG0004111	Np002G1066300	CP2_g50239_DN3_SP0_c.t1
OG0004111	Np004G2502400	CP1_g37179_DN3_SP4_c.t1
OG0004112	Np003G1841900, Np003G1843100	CP11_g31898_DN3_SP0_c.t1
OG0004113	Np004G2475500	CP1_g37404_DN3_SP8_c.t1
OG0004114	Np002G1212300	CP2_g48982_DN3_SP6_c.t1
OG0004115	Np004G2417200	CP1_g37785_DN3_SP1_c.t1
OG0004116	Np004G2381200, Np004G2381000	CP7_g45963_DN3_SP0_c.t1
OG0004117	Np004G2378500	CP7_g45947_DN3_SP8_c.t1
OG0004119	Np003G1748500	CP27_g41673_DN3_SP4_c.t1
OG0004120	Np002G0836600	CP9_g28770_DN2_SP0_c.t1
OG0004121	Np002G0855700	CP9_g28638_DN3_SP0_c.t1, CP7_g45392_DN2_SP0_c.t1, CP7_g45393_DN2_SP0_c.t1
OG0004122	Np002G1215300	CP2_g48962_DN3_SP8_c.t1
OG0004123	Np001G0281500	CP13_g19692_DN3_SP0_c.t1
OG0004124	Np005G2797400	CP19_g18029_DN3_SP0_c.t1
OG0004125	Np003G1849300	CP11_g31925_DN3_SP0_c.t1
OG0004127	Np001G0431800	CP3_g15352_DN2_SP0_c.t1
OG0004128	Np003G1841400	CP11_g31897_DN3_SP7_c.t1, CP6_g6705_DN3_SP4_c.t1
OG0004129	Np005G2614900, Np004G1997800	CP1_g38315_DN3_SP2_c.t1
OG0004130	Np005G2694200	CP2_g49518_DN3_SP0_c.t1
OG0004131	Np005G2679400	CP5_g385_DN3_SP5_c.t1
OG0004132	Np005G2674700	CP5_g421_DN3_SP1_c.t1
OG0004133	Np005G2639900	CP5_g635_DN3_SP8_c.t1
OG0004134	Np007G3856100	CP12_g30764_DN2_SP0_c.t1, CP12_g30765_DN3_SP0_c.t1
OG0004135	Np007G3859900	CP12_g30790_DN3_SP8_c.t1
OG0004136	Np003G1891800, Np005G2627700	CP5_g224_DN3_SP5_c.t1, CP8_g54625_DN3_SP3_c.t1
OG0004137	Np005G2769700, Np003G1650700	CP8_g53232_DN3_SP8_c.t1
OG0004144	Np007G3883500	CP12_g30999_DN3_SP0_c.t1
OG0004146	Np006G3600300	CP4_g25852_DN3_SP0_c.t1
OG0004146	Np004G2519200	CP1_g37040_DN2_SP0_c.t1
OG0004148	Np001G0279200	CP13_g19685_DN2_SP0_c.t1
OG0004149	Np001G0203000, Np001G0182100	CP7_g44584_DN3_SP0_c.t1, CP13_g19223_DN3_SP7_c.t1
OG0004150	Np001G0666200, Np001G0666100	CP3_g13314_DN3_SP0_c.t1
OG0004152	Np003G1758500	CP34_g51490_DN2_SP0_c.t1, CP42_g27288_DN3_SP0_c.t1
OG0004153	Np005G2781800	CP5_g1282_DN3_SP0_c.t1
OG0004155	Np001G0061600	CP2_g47982_DN1_SP0_c.t1
OG0004156	Np006G3381900	CP20_g4342_DN2_SP0_c.t1
OG0004157	Np006G3415600	CP4_g25264_DN3_SP3_c.t1
OG0004158	Np001G0238500	CP56_g20990_DN3_SP0_c.t1
OG0004165	Np005G2732200	CP5_g948_DN3_SP5_c.t1
OG0004166	Np005G2731700	CP5_g945_DN3_SP3_c.t1
OG0004167	Np005G2731200	CP5_g940_DN3_SP0_c.t1
OG0004168	Np001G0063700	CP2_g47989_DN3_SP5_c.t1
OG0004169	Np003G1446700	CP11_g32237_DN3_SP0_c.t1
OG0004170	Np003G1440300	CP11_g32280_DN3_SP5_c.t1
OG0004171	Np003G1438300, Np003G1438400	CP11_g32299_DN3_SP0_c.t1
OG0004173	Np003G1430200	CP11_g32371_DN3_SP0_c.t1
OG0004174	Np003G1420500	CP11_g32453_DN2_SP8_c.t1
OG0004175	Np003G1419800	CP11_g32459_DN3_SP7_c.t1
OG0004177	Np004G2300800, Np004G2301100	CP7_g45424_DN3_SP0_c.t1, CP7_g45421_DN3_SP0_c.t1
OG0004178	Np003G1409100	CP11_g32565_DN3_SP6_c.t1
OG0004180	Np003G1375900	CP11_g32822_DN3_SP0_c.t1
OG0004181	Np001G0191400	CP13_g19136_DN3_SP0_c.t1
OG0004182	Np001G0123200	CP2_g48415_DN3_SP8_c.t1
OG0004183	Np003G1354800	CP11_g32990_DN3_SP0_c.t1
OG0004184	Np003G1348000	CP11_g33046_DN3_SP1_c.t1
OG0004185	Np003G1346700	CP11_g33052_DN3_SP8_c.t1
OG0004186	Np005G2815600	CP19_g18162_DN3_SP2_c.t1
OG0004187	Np006G3620100	CP4_g26640_DN3_SP1_c.t1
OG0004188	Np006G3615600	CP4_g26444_DN3_SP8_c.t1
OG0004188	Np004G2508500	CP1_g37130_DN3_SP3_c.t1
OG0004189	Np006G3610700	CP4_g26126_DN2_SP0_c.t1
OG0004190	Np006G3579800	CP3_g14801_DN3_SP6_c.t1, CP4_g26069_DN2_SP0_c.t1
OG0004191	Np006G3593700	CP4_g25898_DN3_SP7_c.t1
OG0004192	Np006G3530400, Np006G3477900	CP4_g25720_DN3_SP0_c.t1
OG0004193	Np006G3531000	CP4_g25716_DN2_SP0_c.t1
OG0004194	Np006G3533900, Np006G3473500	CP4_g25707_DN3_SP0_c.t1
OG0004195	Np006G3548200, Np006G3481000	CP4_g25626_DN2_SP0_c.t1
OG0004197	Np006G3556800	CP4_g25568_DN3_SP1_c.t1
OG0004198	Np006G3561800	CP4_g25496_DN3_SP6_c.t1
OG0004199	Np004G2003000	CP1_g38392_DN3_SP6_c.t1
OG0004201	Np004G2010200	CP1_g38491_DN3_SP3_c.t1, CP1_g38494_DN3_SP3_c.t1
OG0004202	Np004G2110900	CP7_g45068_DN3_SP8_c.t1
OG0004203	Np004G2119400	CP7_g45000_DN3_SP8_c.t1
OG0004204	Np004G2128200	CP7_g44948_DN3_SP3_c.t1
OG0004205	Np006G3421200	CP4_g25301_DN3_SP6_c.t1
OG0004207	Np004G2138700	CP7_g44857_DN3_SP7_c.t1
OG0004208	Np004G2140600	CP7_g44840_DN3_SP8_c.t1
OG0004209	Np004G2147000	CP7_g44810_DN3_SP0_c.t1
OG0004210	Np004G2179100	CP7_g44696_DN3_SP8_c.t1
OG0004211	Np001G0250400	CP13_g19542_DN3_SP0_c.t1
OG0004212	Np001G0015600	CP2_g47629_DN3_SP0_c.t1
OG0004214	Np001G0016300	CP2_g47634_DN2_SP0_c.t1
OG0004215	Np001G0024300	CP2_g47696_DN3_SP8_c.t1
OG0004218	Np001G0068700	CP2_g48022_DN3_SP6_c.t1
OG0004220	Np001G0093400	CP2_g48171_DN3_SP3_c.t1
OG0004221	Np001G0098800	CP2_g48222_DN3_SP1_c.t1
OG0004222	Np005G2992300	CP6_g7176_DN3_SP1_c.t1
OG0004223	Np001G0413400	CP13_g20294_DN3_SP0_c.t1
OG0004226	Np003G1479000	CP8_g54346_DN3_SP8_c.t1
OG0004227	Np003G1489800	CP268_g6519_DN3_SP2_c.t1, CP8_g54258_DN3_SP2_c.t1
OG0004228	Np003G1502900	CP8_g54172_DN3_SP0_c.t1
OG0004229	Np003G1533100	CP8_g53934_DN3_SP3_c.t1
OG0004230	Np003G1537200	CP8_g53910_DN3_SP5_c.t1
OG0004232	Np003G1571500	CP8_g53668_DN3_SP0_c.t1
OG0004233	Np005G2845700	CP19_g18373_DN3_SP0_c.t1
OG0004234	Np003G1587600	CP8_g53564_DN3_SP2_c.t1
OG0004235	Np001G0506700, Np004G2033500	CP3_g14412_DN3_SP0_c.t1
OG0004236	Np003G1634400	CP8_g53443_DN3_SP8_c.t1
OG0004237	Np003G1867600	CP11_g32072_DN3_SP5_c.t1
OG0004238	Np003G1862000	CP11_g32029_DN3_SP0_c.t1
OG0004239	Np003G1317600	CP11_g33228_DN3_SP1_c.t1
OG0004240	Np007G4119700	CP10_g42993_DN3_SP8_c.t1
OG0004241	Np003G1286000	CP11_g33482_DN3_SP0_c.t1
OG0004242	Np003G1270900, Np003G1271000	CP11_g33592_DN3_SP0_c.t1
OG0004244	Np005G3182300	CP5_g1336_DN3_SP7_c.t1
OG0004246	Np002G0712600	CP9_g29635_DN2_SP0_c.t1
OG0004248	Np002G0729700	CP9_g29519_DN3_SP0_c.t1
OG0004249	Np002G0745600	CP9_g29412_DN3_SP4_c.t1
OG0004250	Np007G4156800	CP10_g42830_DN3_SP6_c.t1
OG0004251	Np004G1904800	CP7_g46444_DN3_SP0_c.t1
OG0004252	Np004G2093000	CP7_g45222_DN3_SP6_c.t1
OG0004253	Np004G1933300	CP7_g46242_DN3_SP8_c.t1
OG0004254	Np005G3091100	CP6_g7985_DN3_SP0_c.t1, CP15_g35573_DN3_SP8_c.t1
OG0004255	Np006G3254500	CP4_g24265_DN3_SP4_c.t1
OG0004256	Np002G0817300	CP9_g28924_DN3_SP8_c.t1
OG0004257	Np004G2291200	CP7_g45384_DN3_SP2_c.t1
OG0004258	Np001G0372800, Np001G0372700	CP13_g19981_DN3_SP0_c.t1
OG0004259	Np005G3165000	CP5_g1445_DN2_SP0_c.t1
OG0004260	Np003G1718400	CP8_g52956_DN3_SP0_c.t1
OG0004261	Np001G0204700	CP13_g19236_DN3_SP0_c.t1
OG0004262	Np001G0230300	CP13_g19402_DN3_SP6_c.t1
OG0004263	Np004G2270100	CP7_g45322_DN3_SP7_c.t1
OG0004264	Np002G0870600	CP9_g28535_DN3_SP8_c.t1
OG0004265	Np001G0358200	CP13_g19891_DN3_SP0_c.t1
OG0004265	Np001G0357900	CP13_g19890_DN3_SP0_c.t1
OG0004266	Np001G0364400	CP13_g19918_DN3_SP8_c.t1
OG0004267	Np001G0371700	CP13_g19978_DN2_SP0_c.t1, CP13_g19973_DN3_SP0_c.t1
OG0004268	Np001G0379600	CP13_g20007_DN3_SP0_c.t1
OG0004269	Np006G3623900, Np006G3623800	CP18_g11604_DN3_SP1_c.t1
OG0004270	Np002G0837000	CP9_g28766_DN3_SP8_c.t1
OG0004271	Np004G1957200	CP1_g37989_DN2_SP0_c.t1
OG0004273	Np004G1945300	CP1_g37890_DN3_SP0_c.t1
OG0004274	Np005G2914100	CP6_g6953_DN3_SP6_c.t1
OG0004275	Np005G2914900	CP6_g6958_DN3_SP3_c.t1
OG0004277	Np005G2949100	CP6_g7090_DN3_SP0_c.t1
OG0004278	Np001G0528400, Np007G4098200	CP3_g14252_DN3_SP1_c.t1
OG0004279	Np005G2833500	CP19_g18286_DN3_SP0_c.t1
OG0004280	Np005G2835200	CP19_g18317_DN3_SP0_c.t1
OG0004281	Np003G1680900	CP8_g53089_DN3_SP1_c.t1
OG0004282	Np005G2828700	CP19_g18245_DN3_SP0_c.t1
OG0004285	Np006G3347700, Np005G2887500	CP4_g26098_DN2_SP0_c.t1, CP6_g6822_DN3_SP0_c.t1
OG0004286	Np005G2871100	CP6_g6769_DN2_SP0_c.t1
OG0004287	Np005G2874800	CP6_g6747_DN3_SP8_c.t1
OG0004288	Np005G2977800	CP6_g7147_DN2_SP0_c.t1
OG0004289	Np007G4251000	CP11_g32539_DN2_SP0_c.t1, CP10_g42123_DN3_SP0_c.t1
OG0004290	Np001G0136900	CP3_g13075_DN3_SP6_c.t1, CP2_g48508_DN3_SP4_c.t1
OG0004291	Np001G0694200	CP3_g13101_DN3_SP5_c.t1
OG0004292	Np001G0674000	CP3_g13244_DN3_SP8_c.t1
OG0004293	Np001G0669000	CP3_g13290_DN3_SP8_c.t1
OG0004294	Np001G0648500	CP3_g13426_DN3_SP3_c.t1
OG0004295	Np001G0635100	CP3_g13496_DN3_SP8_c.t1
OG0004296	Np001G0631200, Np001G0630900	CP3_g13520_DN3_SP0_c.t1
OG0004297	Np001G0630200	CP3_g13523_DN3_SP8_c.t1
OG0004298	Np001G0624500	CP3_g13584_DN3_SP8_c.t1
OG0004299	Np001G0613800	CP3_g13661_DN3_SP0_c.t1
OG0004300	Np001G0597300, Np001G0608300	CP3_g13688_DN3_SP3_c.t1
OG0004302	Np001G0585200	CP3_g13847_DN3_SP8_c.t1
OG0004303	Np003G1639100	CP8_g53304_DN3_SP2_c.t1
OG0004304	Np007G3867500	CP12_g30820_DN3_SP5_c.t1
OG0004306	Np007G3749000	CP10_g43700_DN3_SP0_c.t1
OG0004307	Np007G3743200	CP10_g43655_DN3_SP0_c.t1
OG0004308	Np007G3733300	CP10_g43579_DN3_SP8_c.t1
OG0004310	Np006G3305700	CP4_g24601_DN3_SP8_c.t1
OG0004312	Np006G3311300	CP4_g24645_DN3_SP0_c.t1
OG0004313	Np006G3323600	CP4_g24709_DN3_SP8_c.t1
OG0004314	Np006G3341500	CP4_g24803_DN3_SP8_c.t1
OG0004315	Np006G3351300	CP4_g24861_DN3_SP1_c.t1
OG0004316	Np006G3369800	CP4_g24972_DN3_SP7_c.t1
