Orthogroup	Noccaea_praecox	Raphanus_sativus
OG0001106	Np007G4117400	XP_018492857.1, XP_018439555.1, XP_018439554.1, XP_018439553.1, XP_018492855.1, XP_018432944.1, XP_018432962.1
OG0001107	Np004G1987300	XP_018466256.1, XP_018485852.1
OG0001108	Np004G2001000	XP_018448770.1
OG0001109	Np004G2415900	XP_018437419.1, XP_018491044.1
OG0001109	Np004G2415800	XP_018475108.1, XP_018436863.1
OG0001111	Np004G1996600	XP_018449682.1, XP_018488851.1, XP_018482975.1
OG0001111	Np007G3927700	XP_018489783.1, XP_018441422.1, XP_018490006.1, XP_018462281.1
OG0001112	Np005G2961000	XP_018461576.1, XP_018483001.1, XP_018458064.1, XP_018463900.1, XP_018449812.1
OG0001112	Np005G2674100	XP_018471730.1
OG0001114	Np002G0925100	XP_018480038.1, XP_018480036.1, XP_018459172.1, XP_018459173.1, XP_018443741.1, XP_018459684.1, XP_018458611.1, XP_018479573.1, XP_018460267.1, XP_018463639.1, XP_018459626.1
OG0001115	Np001G0377100	XP_018466793.1, XP_018438791.1, XP_018482525.1
OG0001120	Np006G3563200	XP_018438982.1
OG0001120	Np006G3563100	XP_018475050.1, XP_018474136.1, XP_018438984.1
OG0001121	Np003G1402600	XP_018470782.1, XP_018445464.1, XP_018445550.1, XP_018470784.1, XP_018445463.1, XP_018445548.1, XP_018473369.1
OG0001123	Np003G1367900	XP_018446600.1, XP_018472105.1
OG0001123	Np001G0030600	XP_018492299.1, XP_018492155.1, XP_018457790.1
OG0001124	Np006G3603800, Np006G3604400	XP_018483598.1
OG0001126	Np004G2008700	XP_018449550.1
OG0001127	Np004G2116300, Np004G2116400, Np004G2116200	XP_018489459.1, XP_018449551.1
OG0001128	Np002G0896000	XP_018457592.1
OG0001128	Np007G4134700	XP_018438577.1, XP_018444828.1
OG0001129	Np004G2159500	XP_018459283.1
OG0001129	Np006G3402300	XP_018482491.1, XP_018475583.1, XP_018436363.1
OG0001130	Np003G1475900	XP_018472169.1, XP_018465176.1, XP_018442486.1
OG0001130	Np002G1209200	XP_018455236.1
OG0001130	Np002G1209400	XP_018453076.1, XP_018456917.1
OG0001131	Np005G2787200	XP_018470805.1, XP_018447944.1
OG0001131	Np003G1604500	XP_018470574.1, XP_018452071.1
OG0001132	Np007G4116800	XP_018435238.1, XP_018440376.1
OG0001132	Np003G1291900	XP_018471458.1, XP_018471457.1, XP_018446727.1, XP_018446697.1
OG0001133	Np003G1282500	XP_018458412.1, XP_018458414.1, XP_018444845.1
OG0001134	Np007G4128500	XP_018487458.1
OG0001134	Np003G1275000	XP_018476601.1, XP_018471714.1, XP_018445240.1
OG0001136	Np005G3200100	XP_018460782.1, XP_018446319.1
OG0001138	Np002G0724100	XP_018456700.1
OG0001138	Np005G3046700	XP_018433723.1
OG0001139	Np002G0729000	XP_018443076.1, XP_018443074.1, XP_018456185.1
OG0001139	Np004G2393200	XP_018438703.1, XP_018464071.1, XP_018467058.1
OG0001140	Np002G0760700	XP_018443201.1, XP_018445856.1
OG0001140	Np002G0760800	XP_018477760.1, XP_018480129.1, XP_018477759.1, XP_018445857.1
OG0001141	Np001G0261400	XP_018462817.1
OG0001141	Np004G2420700	XP_018462460.1, XP_018488197.1, XP_018451217.1
OG0001142	Np002G0845600, Np002G0845700	XP_018452966.1
OG0001143	Np004G2359500	XP_018444068.1, XP_018443784.1
OG0001143	Np002G0781700	XP_018472303.1
OG0001144	Np004G1909900	XP_018451523.1, XP_018439320.1
OG0001144	Np002G0926800, Np007G4075500	XP_018486503.1
OG0001145	Np004G2380800	XP_018447351.1, XP_018447350.1, XP_018488466.1, XP_018432733.1
OG0001146	Np007G3719500	XP_018440483.1
OG0001146	Np005G2763700	XP_018444977.1, XP_018447047.1, XP_018477448.1
OG0001147	Np002G1235500, Np002G1235700	XP_018454278.1
OG0001147	Np004G2156500	XP_018491773.1
OG0001147	Np002G1235600, Np004G2275600, Np002G1235800, Np003G1668900	XP_018436873.1, XP_018483317.1
OG0001148	Np001G0184900	XP_018441936.1, XP_018433113.1, XP_018483668.1, XP_018457768.1
OG0001149	Np005G2925200	XP_018478159.1, XP_018455442.1, XP_018447749.1, XP_018457483.1, XP_018478359.1
OG0001150	Np001G0653900, Np001G0675300	XP_018446193.1, XP_018490477.1, XP_018491007.1
OG0001150	Np006G3230500	XP_018438034.1, XP_018438223.1, XP_018475250.1, XP_018475258.1, XP_018465208.1
OG0001151	Np006G3247800	XP_018482059.1, XP_018465594.1, XP_018467285.1, XP_018474803.1
OG0001151	Np001G0663400	XP_018485142.1, XP_018443593.1, XP_018489522.1
OG0001152	Np001G0648000	XP_018475530.1, XP_018441098.1, XP_018493147.1
OG0001153	Np001G0604700	XP_018459226.1, XP_018462535.1, XP_018432719.1
OG0001153	Np006G3314700	XP_018433749.1, XP_018463991.1
OG0001154	Np006G3700200	XP_018438973.1
OG0001154	Np005G2612900	XP_018450459.1, XP_018451466.1, XP_018484232.1
OG0001156	Np001G0155500	XP_018492075.1, XP_018456643.1, XP_018434436.1, XP_018483401.1, XP_018437455.1, XP_018438913.1
OG0001157	Np006G3224100	XP_018435060.1
OG0001157	Np006G3224200, Np005G3105600	XP_018434439.1
OG0001160	Np003G1457000	XP_018444469.1, XP_018476775.1, XP_018461628.1, XP_018471678.1
OG0001160	Np007G4213100	XP_018441868.1
OG0001161	Np004G2436700	XP_018439265.1, XP_018464558.1, XP_018451763.1
OG0001161	Np007G4209600	XP_018441244.1, XP_018432846.1
OG0001162	Np004G2456900	XP_018486357.1, XP_018438328.1
OG0001162	Np002G1206800	XP_018454447.1, XP_018461976.1
OG0001163	Np004G2425100	XP_018471622.1
OG0001163	Np004G2425000	XP_018471892.1
OG0001163	Np001G0460500	XP_018437618.1, XP_018437616.1
OG0001164	Np002G0746100	XP_018456104.1
OG0001164	Np004G2330300	XP_018447984.1, XP_018447904.1, XP_018447946.1, XP_018434826.1, XP_018449083.1
OG0001165	Np003G1717700	XP_018460666.1, XP_018479326.1, XP_018487643.1, XP_018460113.1, XP_018474079.1, XP_018474097.1, XP_018453582.1, XP_018436200.1, XP_018480061.1
OG0001166	Np007G3941100	XP_018436815.1, XP_018490133.1
OG0001166	Np004G1990600	XP_018490929.1
OG0001167	Np005G3077000	XP_018454587.1, XP_018449401.1
OG0001168	Np005G2652000	XP_018478270.1
OG0001168	Np005G2652100, Np005G2652300, Np005G2652400, Np005G2652200	XP_018471127.1
OG0001169	Np005G2635400	XP_018470811.1, XP_018483752.1, XP_018459256.1
OG0001169	Np007G3797400	XP_018464566.1
OG0001170	Np001G0250300, Np006G3311900, Np002G0846900, Np003G1272000	XP_018442479.1, XP_018444333.1
OG0001174	Np003G1815900	XP_018474794.1, XP_018452168.1
OG0001174	Np005G2846400	XP_018478670.1, XP_018478611.1, XP_018471581.1
OG0001175	Np003G1427300	XP_018474864.1, XP_018475126.1, XP_018442177.1
OG0001175	Np007G4235800	XP_018437242.1, XP_018460307.1, XP_018460304.1, XP_018490821.1
OG0001176	Np007G4237000	XP_018489743.1, XP_018441361.1, XP_018493378.1
OG0001176	Np003G1426700	XP_018446813.1, XP_018476865.1
OG0001177	Np003G1390300	XP_018445830.1, XP_018470895.1, XP_018474742.1
OG0001177	Np003G1473200	XP_018442459.1, XP_018447814.1
OG0001178	Np003G1362200	XP_018446855.1, XP_018468596.1
OG0001178	Np001G0038700	XP_018439358.1, XP_018458200.1, XP_018491643.1, XP_018491637.1
OG0001179	Np001G0043000	XP_018486330.1, XP_018486336.1, XP_018452445.1, XP_018437533.1
OG0001179	Np003G1359500	XP_018468451.1
OG0001180	Np001G0609300	XP_018476738.1
OG0001180	Np002G0992300	XP_018483213.1
OG0001182	Np004G2020100	XP_018486206.1
OG0001182	Np001G0419500	XP_018455089.1
OG0001182	Np002G0779700	XP_018446199.1
OG0001183	Np004G2124200	XP_018451330.1, XP_018451299.1, XP_018436174.1
OG0001184	Np006G3403200	XP_018482911.1, XP_018439777.1
OG0001184	Np004G2174500	XP_018479159.1
OG0001185	Np001G0025900	XP_018489764.1, XP_018491200.1, XP_018489766.1, XP_018437909.1, XP_018457011.1, XP_018455239.1
OG0001185	Np001G0507700	XP_018439133.1, XP_018481662.1, XP_018463653.1
OG0001186	Np001G0108000	XP_018482064.1, XP_018462961.1, XP_018478164.1
OG0001186	Np001G0493700	XP_018434134.1, XP_018493448.1
OG0001189	Np002G0921600, Np002G0921500	XP_018461640.1, XP_018445339.1
OG0001189	Np003G1476200	XP_018455599.1
OG0001190	Np005G2775800	XP_018444052.1
OG0001190	Np003G1622300	XP_018468112.1, XP_018465018.1, XP_018448092.1, XP_018473294.1
OG0001191	Np005G2773800	XP_018470306.1
OG0001191	Np003G1623600	XP_018476575.1
OG0001192	Np002G0768800	XP_018470683.1, XP_018445322.1
OG0001192	Np004G2350900	XP_018463717.1
OG0001193	Np004G1902200	XP_018451855.1, XP_018440054.1
OG0001193	Np001G0189000	XP_018487273.1, XP_018486296.1, XP_018487338.1
OG0001194	Np002G0789600	XP_018458497.1, XP_018445814.1, XP_018443067.1
OG0001194	Np004G2368000	XP_018447868.1, XP_018447660.1
OG0001195	Np001G0205000	XP_018433776.1
OG0001196	Np001G0214500, Np001G0215500	XP_018436954.1
OG0001196	Np005G3185700	XP_018478365.1, XP_018480847.1
OG0001197	Np007G4082500	XP_018438278.1, XP_018491542.1
OG0001198	Np002G0829800	XP_018454393.1, XP_018446248.1
OG0001199	Np005G2933600	XP_018483857.1
OG0001199	Np001G0342700	XP_018478656.1, XP_018452254.1
OG0001200	Np005G2948400, Np005G2948900	XP_018459246.1, XP_018468291.1
OG0001201	Np005G2857400	XP_018450871.1, XP_018463146.1, XP_018450766.1
OG0001202	Np005G2982600	XP_018449094.1
OG0001202	Np005G2982300	XP_018470827.1, XP_018468403.1
OG0001203	Np001G0529000	XP_018450578.1, XP_018480373.1, XP_018440173.1, XP_018485038.1
OG0001203	Np001G0006200	XP_018441256.1, XP_018437504.1
OG0001204	Np001G0670500	XP_018491599.1, XP_018491670.1
OG0001204	Np006G3236300	XP_018439974.1, XP_018479156.1, XP_018479124.1
OG0001205	Np006G3259500	XP_018461829.1
OG0001205	Np001G0652300	XP_018491108.1, XP_018491107.1, XP_018445552.1
OG0001206	Np001G0644600	XP_018459989.1, XP_018442569.1, XP_018459988.1
OG0001207	Np001G0629500	XP_018485834.1, XP_018477358.1, XP_018445261.1, XP_018445167.1
OG0001207	Np006G3286800	XP_018474718.1, XP_018475040.1, XP_018435209.1
OG0001208	Np006G3291100	XP_018472926.1
OG0001208	Np001G0628600	XP_018443004.1, XP_018444960.1, XP_018477873.1, XP_018444961.1, XP_018486062.1
OG0001209	Np006G3289000, Np004G2144400	XP_018445717.1, XP_018491914.1, XP_018491911.1, XP_018477049.1
OG0001210	Np006G3376700	XP_018439646.1, XP_018437500.1, XP_018474976.1
OG0001210	Np001G0562800	XP_018486069.1, XP_018464954.1
OG0001211	Np005G2751800	XP_018480592.1, XP_018448083.1, XP_018472445.1, XP_018470108.1, XP_018468571.1
OG0001211	Np007G3729700	XP_018433632.1, XP_018433617.1, XP_018466787.1, XP_018467197.1, XP_018434332.1
OG0001212	Np006G3322400, Np006G3322600	XP_018474017.1
OG0001212	Np006G3322300, Np006G3322200	XP_018464705.1, XP_018436401.1, XP_018436400.1
OG0001212	Np006G3331100	XP_018467210.1, XP_018464225.1
OG0001213	Np007G4188500	XP_018487418.1, XP_018492643.1
OG0001214	Np007G4165300	XP_018492484.1, XP_018493554.1
OG0001214	Np001G0165600	XP_018462135.1, XP_018434287.1, XP_018463316.1, XP_018478356.1, XP_018453171.1
OG0001215	Np007G3852300	XP_018437201.1, XP_018437390.1, XP_018481231.1
OG0001216	Np007G3950800	XP_018434145.1, XP_018491136.1
OG0001216	Np004G1983900	XP_018447239.1, XP_018459861.1
OG0001217	Np005G2798500	XP_018481475.1, XP_018479090.1
OG0001218	Np004G2062600	XP_018489696.1, XP_018489618.1, XP_018464669.1
OG0001218	Np003G1781400	XP_018439618.1
OG0001219	Np003G1352500	XP_018446276.1, XP_018468567.1, XP_018468581.1
OG0001220	Np005G2722700	XP_018477486.1, XP_018470702.1
OG0001221	Np001G0317400, Np001G0315900	XP_018457008.1, XP_018455946.1
OG0001222	Np007G3752500	XP_018490047.1, XP_018453378.1
OG0001222	Np005G2676500	XP_018448120.1
OG0001223	Np004G2263400	XP_018442036.1
OG0001223	Np005G2715000	XP_018450651.1, XP_018450655.1
OG0001224	Np002G1138600, Np002G1138700	XP_018449922.1, XP_018455685.1, XP_018488606.1, XP_018455693.1, XP_018455916.1, XP_018454169.1
OG0001225	Np005G2853000	XP_018456316.1
OG0001226	Np005G2980200	XP_018460114.1, XP_018466239.1
OG0001231	Np007G4225300	XP_018441770.1
OG0001231	Np003G1441900	XP_018471108.1, XP_018471084.1, XP_018446328.1, XP_018458863.1
OG0001233	Np005G2785500	XP_018483181.1, XP_018481626.1
OG0001233	Np005G2785300	XP_018449515.1, XP_018450911.1, XP_018455290.1
OG0001234	Np003G1372300	XP_018474464.1, XP_018474465.1, XP_018492900.1, XP_018440165.1, XP_018472603.1, XP_018474463.1, XP_018470766.1
OG0001235	Np003G1350700	XP_018446409.1, XP_018476389.1, XP_018462547.1
OG0001235	Np001G0055700	XP_018457299.1, XP_018492974.1, XP_018492975.1
OG0001236	Np007G4152500	XP_018487093.1, XP_018487091.1
OG0001236	Np003G1859800	XP_018475699.1
OG0001237	Np006G3604900	XP_018478828.1
OG0001237	Np003G1313500, Np002G0875800	XP_018463565.1
OG0001238	Np001G0093500	XP_018462710.1, XP_018437944.1
OG0001240	Np004G2553900	XP_018436042.1, XP_018465449.1
OG0001240	Np006G3571900, Np006G3572200, Np006G3572100, Np006G3571200	XP_018482277.1
OG0001241	Np006G3572600	XP_018475852.1, XP_018462020.1, XP_018483706.1, XP_018439703.1
OG0001242	Np004G2117800	XP_018470515.1
OG0001243	Np001G0155200	XP_018456641.1
OG0001243	Np001G0155100, Np001G0154900	XP_018437970.1, XP_018463757.1, XP_018452245.1
OG0001244	Np001G0023600	XP_018488958.1
OG0001244	Np001G0509900	XP_018481072.1, XP_018481057.1
OG0001245	Np001G0054200	XP_018486960.1
OG0001245	Np001G0054100	XP_018435216.1, XP_018489801.1
OG0001246	Np002G0919000	XP_018446783.1, XP_018442884.1, XP_018461681.1
OG0001246	Np004G2100100	XP_018450554.1
OG0001247	Np001G0087200	XP_018439421.1, XP_018492573.1
OG0001247	Np003G1333100	XP_018470706.1, XP_018476180.1
OG0001248	Np003G1500200	XP_018471573.1, XP_018446563.1
OG0001248	Np001G0437700	XP_018437689.1, XP_018432653.1, XP_018491633.1
OG0001248	Np005G2854300	XP_018476224.1
OG0001249	Np003G1546000	XP_018456743.1
OG0001249	Np003G1328200	XP_018446818.1
OG0001249	Np003G1328100	XP_018471687.1
OG0001250	Np002G1128800	XP_018455913.1, XP_018454173.1
OG0001251	Np003G1622200	XP_018469271.1, XP_018473295.1, XP_018448093.1
OG0001252	Np003G1866000	XP_018461885.1, XP_018476355.1, XP_018456767.1
OG0001252	Np004G2575200	XP_018437202.1
OG0001253	Np003G1861700	XP_018473282.1, XP_018466094.1, XP_018473280.1, XP_018456961.1
OG0001254	Np007G4130900, Np007G4131800	XP_018488308.1, XP_018435331.1
OG0001254	Np003G1271800	XP_018472949.1, XP_018470609.1
OG0001255	Np003G1270500	XP_018445525.1
OG0001255	Np007G4132400	XP_018434911.1, XP_018487453.1, XP_018487083.1
OG0001256	Np002G0728900	XP_018462967.1, XP_018448577.1, XP_018456181.1
OG0001256	Np004G2393500	XP_018435911.1, XP_018465499.1, XP_018464069.1
OG0001257	Np002G0757900	XP_018482960.1
OG0001257	Np004G2342500	XP_018451697.1
OG0001258	Np002G0781500	XP_018444090.1
OG0001258	Np005G2747300, Np002G0781600	XP_018442333.1
OG0001259	Np002G0782300	XP_018442373.1, XP_018448305.1, XP_018442873.1
OG0001259	Np004G2361100	XP_018440214.1, XP_018432666.1
OG0001260	Np007G3759700	XP_018441930.1
OG0001260	Np005G2664800	XP_018444337.1, XP_018451821.1, XP_018448115.1
OG0001261	Np005G2672600	XP_018450393.1, XP_018450394.1
OG0001261	Np007G3755500	XP_018441113.1, XP_018466323.1, XP_018457101.1, XP_018452146.1, XP_018485426.1
OG0001262	Np004G1909000	XP_018449829.1, XP_018448976.1
OG0001262	Np007G4076700	XP_018488493.1, XP_018492552.1, XP_018437678.1
OG0001263	Np006G3393000	XP_018467309.1, XP_018473140.1
OG0001265	Np007G3834800	XP_018486237.1, XP_018459666.1
OG0001265	Np005G3041900	XP_018449306.1, XP_018463472.1
OG0001266	Np004G2368500	XP_018449968.1, XP_018449997.1
OG0001266	Np002G0790100	XP_018443000.1
OG0001267	Np005G2748300	XP_018447810.1, XP_018449870.1, XP_018467867.1
OG0001267	Np005G2748800	XP_018468810.1
OG0001268	Np002G0879500, Np002G0880200	XP_018469695.1, XP_018461225.1, XP_018453444.1
OG0001271	Np004G1967600, Np007G3980800	XP_018487594.1, XP_018485424.1, XP_018437038.1, XP_018437034.1, XP_018461644.1, XP_018488236.1, XP_018488970.1
OG0001272	Np004G1967500	XP_018477811.1, XP_018486040.1
OG0001272	Np007G3980900	XP_018488242.1, XP_018493435.1
OG0001273	Np003G1802800	XP_018473155.1, XP_018476814.1
OG0001273	Np005G2834400	XP_018478296.1, XP_018447140.1, XP_018444788.1
OG0001274	Np004G2561200	XP_018447438.1, XP_018447450.1, XP_018441733.1, XP_018432673.1
OG0001275	Np005G3198600, Np005G3199300, Np005G3001500	XP_018462806.1, XP_018479706.1
OG0001275	Np002G1239900, Np002G1240000	XP_018454004.1
OG0001276	Np005G2862600	XP_018463047.1
OG0001276	Np003G1836200	XP_018471842.1
OG0001277	Np003G1838700	XP_018472664.1, XP_018452346.1
OG0001277	Np005G2866000	XP_018480642.1, XP_018477464.1
OG0001278	Np001G0672300	XP_018492410.1, XP_018492399.1, XP_018477180.1
OG0001279	Np001G0652900	XP_018447000.1
OG0001279	Np006G3260100	XP_018461823.1, XP_018441960.1
OG0001280	Np006G3283500	XP_018482776.1, XP_018483636.1
OG0001280	Np001G0634000	XP_018465393.1, XP_018491523.1
OG0001281	Np001G0057300	XP_018460536.1, XP_018461594.1, XP_018464228.1, XP_018449905.1
OG0001282	Np005G2708400, Np001G0626900	XP_018445713.1, XP_018446182.1, XP_018485191.1, XP_018491910.1, XP_018486574.1
OG0001282	Np006G3288500	XP_018440754.1
OG0001283	Np007G4144800	XP_018440503.1, XP_018493113.1
OG0001283	Np001G0598800	XP_018490672.1, XP_018467611.1, XP_018477637.1
OG0001284	Np001G0594500	XP_018484534.1, XP_018484531.1, XP_018493159.1
OG0001284	Np006G3330800	XP_018472629.1
OG0001285	Np003G1645100	XP_018462465.1
OG0001285	Np005G2772800	XP_018471282.1
OG0001286	Np006G3379500	XP_018440140.1, XP_018484284.1, XP_018459001.1
OG0001286	Np001G0560400	XP_018484019.1, XP_018492187.1
OG0001287	Np007G3749800	XP_018455556.1
OG0001287	Np005G2678600	XP_018477994.1, XP_018470474.1
OG0001288	Np006G3656000	XP_018434299.1, XP_018467426.1, XP_018478792.1
OG0001288	Np005G2717800	XP_018458653.1, XP_018485316.1, XP_018482367.1, XP_018451543.1
OG0001289	Np006G3255200	XP_018473421.1
OG0001289	Np006G3255500	XP_018455347.1, XP_018438288.1, XP_018438329.1
OG0001290	Np001G0176900	XP_018457168.1, XP_018433376.1
OG0001290	Np007G4154200	XP_018462745.1, XP_018491121.1, XP_018486036.1, XP_018491153.1
OG0001291	Np001G0083300, Np003G1812500	XP_018461839.1, XP_018468722.1, XP_018461840.1, XP_018465667.1, XP_018462597.1
OG0001292	Np007G3914300	XP_018439152.1
OG0001293	Np004G2567100	XP_018470976.1, XP_018449902.1, XP_018449903.1, XP_018448189.1, XP_018449490.1, XP_018449483.1, XP_018491149.1
OG0001293	Np007G4172900	XP_018442706.1
OG0001294	Np004G2421500	XP_018488655.1
OG0001295	Np004G2385100	XP_018450895.1, XP_018444933.1, XP_018439463.1, XP_018436764.1
OG0001295	Np002G0819900	XP_018456867.1, XP_018453047.1
OG0001296	Np005G3130300, Np005G3131000, Np005G3130400	XP_018482339.1
OG0001297	Np001G0193300	XP_018435188.1, XP_018482950.1, XP_018482951.1, XP_018435189.1, XP_018482954.1
OG0001298	Np004G2095300	XP_018449883.1, XP_018442967.1, XP_018469207.1
OG0001298	Np002G0905300	XP_018446061.1, XP_018445993.1, XP_018468898.1, XP_018446377.1
OG0001299	Np006G3420000	XP_018481794.1
OG0001299	Np006G3419900	XP_018435008.1
OG0001300	Np003G1267300	XP_018474736.1, XP_018444258.1
OG0001300	Np007G4088400	XP_018437317.1
OG0001301	Np001G0338200	XP_018465218.1, XP_018455256.1, XP_018455426.1, XP_018456267.1
OG0001303	Np001G0458100	XP_018438133.1
OG0001305	Np004G2415300	XP_018491011.1
OG0001305	Np001G0270600	XP_018441504.1, XP_018483872.1, XP_018457921.1
OG0001306	Np007G4240800	XP_018492657.1, XP_018493426.1
OG0001306	Np003G1424000	XP_018476624.1, XP_018446583.1
OG0001307	Np007G4245400	XP_018446507.1
OG0001307	Np003G1419400	XP_018476925.1, XP_018473399.1, XP_018444846.1
OG0001308	Np003G1377400, Np003G1377500	XP_018445405.1, XP_018445378.1, XP_018470132.1, XP_018470134.1, XP_018475921.1, XP_018445379.1, XP_018445406.1, XP_018470130.1, XP_018470131.1
OG0001309	Np003G1343900	XP_018472651.1, XP_018456073.1, XP_018445259.1
OG0001309	Np001G0101700	XP_018483776.1
OG0001310	Np004G2514900	XP_018480879.1, XP_018489520.1
OG0001310	Np006G3594000	XP_018478657.1
OG0001311	Np004G2538700	XP_018489085.1, XP_018489693.1
OG0001311	Np006G3553200	XP_018475760.1, XP_018482878.1
OG0001312	Np006G3427400	XP_018436829.1
OG0001312	Np004G2120700	XP_018489118.1, XP_018483735.1, XP_018481028.1, XP_018450381.1, XP_018450380.1
OG0001314	Np004G2423300	XP_018433795.1
OG0001314	Np001G0251700	XP_018441119.1, XP_018452329.1, XP_018463001.1
OG0001315	Np004G2430200	XP_018483111.1
OG0001315	Np001G0245600	XP_018480905.1
OG0001316	Np001G0086300	XP_018493050.1
OG0001316	Np004G2102500	XP_018493452.1, XP_018450549.1, XP_018449173.1
OG0001317	Np001G0494600	XP_018471386.1, XP_018492451.1, XP_018492452.1
OG0001318	Np003G1519700	XP_018472909.1, XP_018456061.1, XP_018456053.1
OG0001319	Np003G1525800	XP_018472596.1, XP_018453268.1, XP_018468534.1
OG0001319	Np001G0457700	XP_018436504.1
OG0001320	Np003G1571000	XP_018474211.1, XP_018464904.1, XP_018474210.1
OG0001321	Np003G1593400	XP_018466599.1, XP_018471537.1
OG0001321	Np005G2789800	XP_018450366.1, XP_018470855.1
OG0001323	Np003G1320500	XP_018469888.1, XP_018444017.1
OG0001323	Np007G4099100	XP_018489798.1, XP_018491325.1
OG0001324	Np003G1315600	XP_018470180.1, XP_018465028.1
OG0001324	Np007G4102200	XP_018488625.1, XP_018492780.1
OG0001325	Np007G4102400	XP_018490054.1, XP_018466197.1, XP_018438170.1, XP_018489895.1
OG0001326	Np003G1295300	XP_018476120.1, XP_018446206.1
OG0001327	Np005G3198500	XP_018443184.1
OG0001327	Np002G1239100, Np005G2832600	XP_018453179.1, XP_018453080.1
OG0001329	Np004G2335100	XP_018433947.1, XP_018464738.1, XP_018461923.1, XP_018488697.1, XP_018465074.1
OG0001330	Np004G2338200, Np004G2338500	XP_018439866.1
OG0001330	Np002G0752100	XP_018456001.1, XP_018471707.1, XP_018471708.1
OG0001331	Np004G1907800	XP_018450673.1, XP_018432518.1, XP_018434941.1, XP_018450767.1
OG0001331	Np007G4077600	XP_018488497.1, XP_018488439.1
OG0001332	Np004G1918000	XP_018450021.1, XP_018465269.1, XP_018450917.1
OG0001332	Np007G4063300	XP_018434251.1, XP_018486458.1
OG0001333	Np001G0207500, Np002G0902300	XP_018457984.1
OG0001334	Np005G3059200	XP_018485263.1
OG0001334	Np005G3059300	XP_018450681.1
OG0001335	Np007G3838800	XP_018435022.1
OG0001335	Np005G3045600	XP_018449876.1
OG0001336	Np005G3045300	XP_018468065.1, XP_018447798.1
OG0001336	Np007G3838400	XP_018440961.1
OG0001337	Np005G3041300	XP_018449316.1
OG0001337	Np007G3834600	XP_018459670.1, XP_018486732.1, XP_018493016.1
OG0001338	Np002G0814500	XP_018443519.1, XP_018471624.1
OG0001338	Np004G2382100	XP_018469049.1, XP_018447357.1, XP_018473038.1
OG0001339	Np004G2440600	XP_018442582.1, XP_018442711.1, XP_018433948.1, XP_018433957.1
OG0001339	Np001G0235100	XP_018482500.1, XP_018483034.1, XP_018434660.1
OG0001340	Np001G0362100	XP_018455576.1, XP_018482218.1
OG0001340	Np005G2911700	XP_018469268.1
OG0001341	Np001G0371400	XP_018441029.1
OG0001342	Np001G0373900	XP_018442067.1, XP_018452096.1
OG0001342	Np005G2901200	XP_018468493.1, XP_018480585.1
OG0001343	Np005G2896100	XP_018451251.1, XP_018470207.1, XP_018472406.1
OG0001343	Np001G0381900	XP_018433185.1, XP_018483781.1
OG0001344	Np004G1956400	XP_018447822.1
OG0001344	Np006G3399300	XP_018478696.1, XP_018482918.1, XP_018476036.1
OG0001345	Np004G1954400, Np004G1942800	XP_018449622.1, XP_018491187.1
OG0001345	Np007G3899900	XP_018439621.1, XP_018439533.1
OG0001346	Np004G1939000	XP_018469627.1
OG0001346	Np007G4035800	XP_018490713.1, XP_018459446.1, XP_018434054.1, XP_018434020.1, XP_018490926.1
OG0001347	Np005G2906700	XP_018450003.1, XP_018450916.1
OG0001347	Np005G2906800	XP_018449884.1
OG0001348	Np001G0525500	XP_018484494.1
OG0001348	Np001G0006900	XP_018441873.1
OG0001349	Np003G1800600	XP_018474731.1
OG0001349	Np005G2832500	XP_018468552.1, XP_018482617.1
OG0001350	Np003G1818100	XP_018452758.1
OG0001351	Np005G2870200, Np005G2870500	XP_018450302.1, XP_018471131.1, XP_018447264.1, XP_018483974.1
OG0001352	Np007G3878500	XP_018490403.1
OG0001352	Np007G3738900	XP_018438646.1, XP_018438645.1
OG0001353	Np001G0689600	XP_018488926.1, XP_018480700.1, XP_018467305.1
OG0001353	Np006G3212300	XP_018437213.1
OG0001355	Np001G0657300	XP_018482415.1
OG0001356	Np001G0655400	XP_018486958.1, XP_018459089.1, XP_018480730.1, XP_018480834.1, XP_018480776.1, XP_018437003.1
OG0001357	Np006G3282100	XP_018474594.1
OG0001357	Np001G0636200	XP_018480566.1
OG0001358	Np001G0614600	XP_018465396.1, XP_018489537.1
OG0001358	Np006G3305500	XP_018439601.1, XP_018438067.1, XP_018475281.1
OG0001360	Np004G2379600	XP_018449706.1
OG0001360	Np005G3143100	XP_018484722.1
OG0001362	Np001G0172900	XP_018482890.1
OG0001362	Np007G4158500	XP_018461636.1, XP_018435313.1, XP_018485402.1
OG0001363	Np002G0962000	XP_018473001.1
OG0001364	Np004G2324900	XP_018440778.1
OG0001365	Np004G2057700	XP_018492840.1, XP_018434167.1
OG0001365	Np003G1786700	XP_018452390.1, XP_018476383.1
OG0001366	Np007G4188800	XP_018490581.1, XP_018493486.1, XP_018433398.1, XP_018439571.1
OG0001366	Np001G0148700	XP_018440235.1, XP_018435094.1
OG0001367	Np001G0443700	XP_018438241.1
OG0001368	Np006G3223300	XP_018484952.1, XP_018483149.1, XP_018484941.1, XP_018440551.1
OG0001369	Np006G3266000	XP_018475419.1
OG0001370	Np006G3295200	XP_018435686.1, XP_018435685.1
OG0001371	Np007G4210000	XP_018485492.1, XP_018440913.1
OG0001371	Np003G1458300	XP_018472595.1, XP_018442999.1, XP_018442700.1
