Orthogroup	Noccaea_praecox	Cardamine_hirsuta
OG0001882	Np004G2458700	CARHR012400
OG0001883	Np002G1214800	CARHR048420
OG0001883	Np004G2449000	CARHR013010
OG0001884	Np001G0236700	CARHR146590
OG0001884	Np004G2441300	CARHR013590
OG0001885	Np001G0254600	CARHR145010
OG0001885	Np004G2422200	CARHR014960
OG0001886	Np004G1987600	CARHR038890
OG0001887	Np004G2405300	CARHR016280
OG0001888	Np002G0826000	CARHR065240
OG0001888	Np004G2388800	CARHR017890
OG0001889	Np004G2386000	CARHR018050
OG0001889	Np002G0821900	CARHR065550
OG0001890	Np001G0256400	CARHR144970
OG0001891	Np002G0858300	CARHR063180
OG0001891	Np004G2287300	CARHR024550
OG0001892	Np005G2626500	CARHR246400, CARHR246390
OG0001893	Np006G3637400	CARHR115740
OG0001894	Np007G3789100	CARHR284860
OG0001894	Np005G2641000	CARHR241980
OG0001895	Np005G2718800	CARHR239240
OG0001896	Np006G3657300	CARHR117640
OG0001896	Np005G2721000	CARHR239220
OG0001897	Np005G2726400	CARHR238810
OG0001897	Np006G3662800	CARHR117960
OG0001899	Np002G0961800, Np006G3691700, Np007G4145400, Np005G2825200, Np002G1201700	CARHR110840
OG0001900	Np005G3160700	CARHR262370
OG0001900	Np001G0194800	CARHR151860
OG0001910	Np005G2731400	CARHR238440
OG0001910	Np006G3665300	CARHR184680
OG0001911	Np006G3664200	CARHR118290
OG0001912	Np003G1434800	CARHR196860
OG0001912	Np007G4230900	CARHR076740
OG0001913	Np005G3077500	CARHR078570
OG0001913	Np007G4154600	CARHR082080
OG0001914	Np007G4235500	CARHR076320
OG0001914	Np003G1427600	CARHR197500
OG0001915	Np003G1403100	CARHR199950
OG0001915	Np007G4144400	CARHR082880
OG0001916	Np003G1473900	CARHR193510
OG0001916	Np003G1391600	CARHR200800
OG0001918	Np001G0122700	CARHR188500
OG0001918	Np003G1371200	CARHR202580
OG0001919	Np001G0121500	CARHR188590
OG0001919	Np003G1369900	CARHR202680
OG0001920	Np001G0033800	CARHR279130
OG0001920	Np003G1363000	CARHR203260, CARHR203270
OG0001922	Np006G3683800	CARHR114060
OG0001922	Np003G1359100	CARHR203730
OG0001923	Np003G1356400	CARHR203960
OG0001923	Np001G0047300	CARHR278170
OG0001924	Np003G1339200, Np003G1340300	CARHR205320
OG0001924	Np001G0094800	CARHR274960
OG0001925	Np004G2529700	CARHR006460
OG0001926	Np006G3471500, Np006G3536700	CARHR124110
OG0001926	Np004G2529900	CARHR006430
OG0001927	Np004G2535700	CARHR005730
OG0001927	Np006G3482500, Np006G3546900	CARHR124740
OG0001928	Np007G3784500	CARHR105560
OG0001929	Np004G2554900	CARHR004100
OG0001929	Np006G3577100	CARHR127130
OG0001930	Np001G0402300	CARHR179130
OG0001930	Np004G2565200	CARHR003190
OG0001931	Np003G1670000	CARHR264980
OG0001932	Np006G3228000	CARHR141810
OG0001933	Np004G2108800	CARHR027520
OG0001934	Np004G2150700	CARHR030580
OG0001934	Np006G3410100	CARHR129180
OG0001935	Np004G2053000	CARHR031920
OG0001936	Np006G3407000	CARHR129480, CARHR230030
OG0001936	Np004G2053400	CARHR031980
OG0001937	Np001G0512800	CARHR159150
OG0001937	Np001G0019100	CARHR280380
OG0001938	Np007G4047100	CARHR090020
OG0001939	Np001G0108400	CARHR189850
OG0001939	Np001G0495200	CARHR157670
OG0001940	Np005G2702200	CARHR240390, CARHR115730, CARHR187770
OG0001941	Np005G3061400, Np003G1485700	CARHR192540
OG0001942	Np003G1511200	CARHR151110
OG0001942	Np003G1511100	CARHR190630
OG0001943	Np003G1517200	CARHR274210
OG0001943	Np001G0449400	CARHR150700
OG0001944	Np003G1527700	CARHR273120
OG0001944	Np001G0461200	CARHR154850
OG0001945	Np002G1163800	CARHR052350
OG0001945	Np002G1168400	CARHR051870
OG0001946	Np003G1328800	CARHR206020
OG0001947	Np003G1558400	CARHR271330
OG0001947	Np005G2801800	CARHR233260
OG0001948	Np003G1559500	CARHR271260
OG0001948	Np005G2801500	CARHR233290
OG0001949	Np007G3765200	CARHR107320
OG0001949	Np007G3765100	CARHR107330
OG0001950	Np005G3145600	CARHR263500
OG0001950	Np001G0185800	CARHR153250
OG0001951	Np005G2791800	CARHR234060
OG0001951	Np003G1583000	CARHR269510
OG0001952	Np003G1609400	CARHR268240
OG0001952	Np005G2785900	CARHR234620
OG0001953	Np003G1633800	CARHR267980
OG0001953	Np005G2783900	CARHR234820
OG0001954	Np007G4091400	CARHR086800
OG0001954	Np003G1326600	CARHR206200
OG0001955	Np003G1321400	CARHR206640
OG0001955	Np007G4097800	CARHR086410
OG0001956	Np007G4114800	CARHR085220
OG0001956	Np003G1294900	CARHR208430
OG0001957	Np007G4239200, Np007G4127500	CARHR084410
OG0001957	Np003G1278300	CARHR209830
OG0001958	Np003G1275100	CARHR210040
OG0001958	Np007G4128300	CARHR084270
OG0001959	Np003G1256500	CARHR211690
OG0001960	Np001G0208800	CARHR148700
OG0001960	Np005G3181000	CARHR261300
OG0001961	Np004G2405900	CARHR016260
OG0001961	Np002G0709800	CARHR074040
OG0001962	Np002G0714100	CARHR073640
OG0001963	Np004G2402400	CARHR016500
OG0001963	Np002G0715600	CARHR073570
OG0001964	Np004G2399900	CARHR016770
OG0001964	Np002G0720700	CARHR073200
OG0001965	Np004G2344900	CARHR021410
OG0001965	Np002G0762200	CARHR070100
OG0001966	Np005G2670200, Np005G2671200, Np005G2671700	CARHR243950
OG0001967	Np004G2349200	CARHR021050
OG0001968	Np002G0772000	CARHR069430
OG0001968	Np002G0771900	CARHR069440
OG0001969	Np007G3760900	CARHR293600
OG0001969	Np005G2661600	CARHR243610
OG0001970	Np007G3757800	CARHR107700
OG0001970	Np005G2665400	CARHR243830
OG0001971	Np007G3755200	CARHR108010
OG0001972	Np007G3754100	CARHR108170
OG0001972	Np005G2675000	CARHR244320
OG0001973	Np004G1918300	CARHR044530
OG0001974	Np007G4048500	CARHR089900
OG0001975	Np001G0553300	CARHR162880
OG0001975	Np006G3387800	CARHR130870
OG0001977	Np005G3072100	CARHR219300
OG0001977	Np005G3081900	CARHR100100
OG0001978	Np007G4235000	CARHR076370
OG0001979	Np005G3049800	CARHR220770
OG0001979	Np007G3840000	CARHR098960
OG0001980	Np005G3045200	CARHR221060
OG0001980	Np007G3838300	CARHR098830
OG0001982	Np001G0601000	CARHR166170
OG0001982	Np006G3318500	CARHR135380
OG0001983	Np001G0461100	CARHR154830
OG0001983	Np001G0460400	CARHR154800, CARHR154820, CARHR154790
OG0001984	Np001G0222500	CARHR147710
OG0001984	Np004G2446100	CARHR013210
OG0001985	Np001G0370800	CARHR176460
OG0001985	Np005G2904200	CARHR225940
OG0001986	Np004G1977900	CARHR039740
OG0001986	Np007G3960300	CARHR094680
OG0001987	Np004G1962100	CARHR040990
OG0001987	Np001G0281300	CARHR096350
OG0001988	Np004G1954500	CARHR041750
OG0001988	Np007G3810600	CARHR097040
OG0001989	Np007G3903700	CARHR091280
OG0001989	Np004G1946700	CARHR042380
OG0001992	Np005G2932800	CARHR224600
OG0001992	Np001G0343000	CARHR174740
OG0001993	Np003G1879100	CARHR250170
OG0001994	Np003G1815800	CARHR254360
OG0001994	Np005G2846300	CARHR229960
OG0001995	Np005G2856300	CARHR229200
OG0001995	Np005G2856100	CARHR229210
OG0001997	Np003G1847300	CARHR252370
OG0001997	Np005G2876600	CARHR227860
OG0001998	Np001G0693900	CARHR173280
OG0001998	Np006G3206700	CARHR143340
OG0001999	Np006G3243200, Np006G3243600	CARHR140630
OG0001999	Np001G0667300	CARHR171280
OG0002000	Np006G3248300	CARHR140330
OG0002000	Np001G0663100	CARHR170950
OG0002001	Np001G0663000	CARHR170940
OG0002001	Np006G3248400	CARHR140320
OG0002002	Np001G0653500	CARHR170380
OG0002002	Np006G3258300	CARHR139460
OG0002003	Np004G2482700	CARHR010630
OG0002003	Np001G0627300	CARHR168240
OG0002004	Np006G3299900	CARHR136690
OG0002004	Np001G0619300	CARHR167520, CARHR051780
OG0002005	Np005G2773500	CARHR235420
OG0002005	Np003G1637500	CARHR266670
OG0002007	Np006G3347000, Np006G3346800	CARHR133600
OG0002007	Np006G3346900	CARHR133590
OG0002008	Np006G3437700, Np006G3352800	CARHR133220, CARHR105530
OG0002009	Np001G0537300	CARHR161490
OG0002009	Np006G3358700	CARHR132770
OG0002010	Np006G3226900, Np006G3227000, Np006G3227100	CARHR183270, CARHR174690, CARHR173760, CARHR173730, CARHR173740
OG0002011	Np006G3709400	CARHR112090
OG0002011	Np005G2607400	CARHR247880
OG0002012	Np003G1775600	CARHR260890
OG0002013	Np007G4185000	CARHR080090
OG0002013	Np001G0145700	CARHR186500
OG0002014	Np001G0692300	CARHR173100
OG0002014	Np006G3210100	CARHR143050
OG0002015	Np006G3211100	CARHR142970
OG0002015	Np001G0691000	CARHR172960
OG0002016	Np007G3921000, Np007G3920800	CARHR088540, CARHR088530, CARHR268400, CARHR092390
OG0002017	Np006G3290200	CARHR137160
OG0002017	Np001G0628400	CARHR168340
OG0002018	Np007G4191300	CARHR079600
OG0002018	Np002G1063300	CARHR056040
OG0002019	Np003G1466500, Np007G4172800	CARHR080840
OG0002020	Np007G3921100, Np004G2067700	CARHR092420, CARHR092410
OG0002020	Np007G3921500	CARHR092400
OG0002021	Np007G3923200	CARHR092510
OG0002021	Np004G2000600	CARHR037670
OG0002022	Np007G3926000	CARHR092750
OG0002022	Np004G1997600	CARHR037860
OG0002023	Np001G0188100	CARHR154050
OG0002023	Np005G3151200	CARHR263060
OG0002024	Np005G3118000	CARHR215550
OG0002025	Np007G3829700	CARHR098170
OG0002025	Np005G3038000	CARHR221680
OG0002026	Np003G1464600	CARHR194390, CARHR194370
OG0002027	Np003G1888900	CARHR248990
OG0002028	Np003G1883900	CARHR249310
OG0002029	Np003G1883800	CARHR249320
OG0002029	Np004G2587800	CARHR001090
OG0002030	Np004G2577700	CARHR001970
OG0002030	Np003G1869900	CARHR250350
OG0002031	Np006G3512500, Np004G2544200	CARHR005010
OG0002032	Np002G1113400	CARHR054910
OG0002032	Np004G2498000	CARHR009320
OG0002033	Np004G2481800	CARHR010730
OG0002033	Np002G1157700, Np003G1714600, Np002G1055200	CARHR052740
OG0002034	Np004G2473500	CARHR011480
OG0002034	Np002G1178100	CARHR051320
OG0002035	Np004G2465900	CARHR011980
OG0002035	Np002G1188900	CARHR050420
OG0002036	Np002G1213800	CARHR048570
OG0002036	Np004G2450800	CARHR012930
OG0002037	Np001G0226400	CARHR147350
OG0002037	Np004G2444400	CARHR013390
OG0002038	Np004G2418200	CARHR015190
OG0002041	Np004G2306400	CARHR023670
OG0002041	Np002G0847100	CARHR063970
OG0002042	Np005G3199600, Np005G3198200	CARHR272940
OG0002042	Np002G1240400	CARHR046660
OG0002043	Np005G2602100	CARHR154330
OG0002045	Np005G2631800	CARHR241060
OG0002045	Np006G3629000	CARHR114990
OG0002046	Np006G3561600	CARHR126530, CARHR123860
OG0002048	Np003G1777100	CARHR260920
OG0002056	Np003G1540000	CARHR272730
OG0002056	Np001G0469500	CARHR155850
OG0002057	Np001G0480400	CARHR156800
OG0002057	Np001G0068000	CARHR276720
OG0002058	Np003G1456800	CARHR194890
OG0002058	Np007G4213900	CARHR078030
OG0002059	Np003G1456400	CARHR194910
OG0002059	Np003G1415400	CARHR198710
OG0002060	Np003G1455700	CARHR194980
OG0002060	Np003G1454000	CARHR195070
OG0002061	Np007G4221400	CARHR077450
OG0002061	Np003G1448200	CARHR195720
OG0002062	Np003G1439700	CARHR196360
OG0002063	Np007G4230500	CARHR076780
OG0002063	Np003G1435100	CARHR196810
OG0002064	Np003G1432800	CARHR197070
OG0002064	Np007G4232000	CARHR076630
OG0002065	Np007G4233500	CARHR076510
OG0002065	Np003G1430500	CARHR197270
OG0002066	Np007G4234200, Np007G4234100	CARHR076430
OG0002066	Np003G1429400	CARHR197380
OG0002067	Np003G1412900	CARHR198930
OG0002067	Np007G4250200	CARHR075230
OG0002068	Np007G4089200	CARHR087010
OG0002069	Np003G1397900	CARHR200360
OG0002069	Np004G2102100	CARHR026800
OG0002070	Np001G0135000	CARHR187550
OG0002070	Np003G1383700	CARHR201550
OG0002072	Np003G1361600	CARHR203440
OG0002072	Np001G0040400	CARHR278750
OG0002073	Np003G1357500	CARHR203860
OG0002074	Np001G0094400	CARHR275000
OG0002074	Np003G1338700	CARHR205350
OG0002075	Np003G1857500	CARHR251390
OG0002075	Np004G2570500	CARHR002740
OG0002076	Np006G3586100	CARHR120670
OG0002076	Np006G3586200	CARHR120680
OG0002077	Np006G3590700	CARHR121230
OG0002077	Np004G2513800	CARHR007820
OG0002078	Np004G2544400	CARHR004990
OG0002078	Np006G3559600	CARHR125760
OG0002079	Np004G2547300	CARHR004790
OG0002079	Np006G3565000	CARHR126070
OG0002080	Np004G2565100	CARHR003200
OG0002081	Np001G0422600	CARHR181760
OG0002081	Np004G2009800	CARHR036800
OG0002082	Np004G2423500	CARHR014800
OG0002082	Np001G0251400	CARHR145250
OG0002083	Np001G0011600	CARHR280940, CARHR109040
OG0002084	Np001G0511000	CARHR159030
OG0002084	Np001G0021800	CARHR280180
OG0002085	Np001G0038200	CARHR278930
OG0002086	Np003G1332900	CARHR205810
OG0002087	Np001G0505500	CARHR158570
OG0002087	Np001G0119700	CARHR188810
OG0002088	Np001G0120500	CARHR188710, CARHR188720, CARHR188750
OG0002089	Np001G0430700	CARHR153750
OG0002089	Np003G1487800	CARHR192300
OG0002090	Np003G1511700	CARHR190600
OG0002090	Np001G0446600	CARHR151020
OG0002091	Np003G1526700	CARHR273270
OG0002092	Np005G2799200	CARHR233480
OG0002092	Np003G1563300	CARHR270980
OG0002093	Np005G2797300	CARHR233630
OG0002093	Np003G1567700	CARHR270690
OG0002094	Np005G2792500	CARHR233990
OG0002094	Np003G1581100	CARHR269680
OG0002095	Np005G2788800	CARHR234330
OG0002095	Np003G1603200	CARHR268660
OG0002096	Np003G1609800	CARHR268210
OG0002096	Np005G2785700	CARHR234680
OG0002097	Np003G1862300	CARHR250990
OG0002097	Np004G2573400	CARHR002420
OG0002099	Np007G4105800	CARHR085830
OG0002099	Np003G1307800	CARHR207480
OG0002100	Np003G1257600	CARHR211560
OG0002100	Np007G4138300	CARHR083380
OG0002101	Np007G4225200	CARHR077200
OG0002101	Np003G1254500	CARHR211810, CARHR258990
OG0002102	Np001G0213200	CARHR148390
OG0002102	Np005G3184200	CARHR213630
OG0002103	Np001G0543000	CARHR053210
OG0002103	Np004G2412000	CARHR015730
OG0002104	Np004G2406200	CARHR016240
OG0002104	Np002G0709500	CARHR074010
OG0002105	Np004G2400700	CARHR016670
OG0002105	Np002G0717100	CARHR073380
OG0002106	Np004G2398400, Np004G2398100	CARHR016910
OG0002106	Np002G0723900	CARHR072920
OG0002107	Np002G0724800, Np004G2397400	CARHR016940
OG0002108	Np002G0725200	CARHR072810
OG0002108	Np004G2397000	CARHR016970
OG0002109	Np004G2326500	CARHR022500
OG0002109	Np002G0741900	CARHR071460
OG0002110	Np002G0755000	CARHR070540
OG0002110	Np002G1136800	CARHR021800
OG0002111	Np004G2343000	CARHR021520
OG0002111	Np002G0760500	CARHR070230
OG0002112	Np004G1908500	CARHR045310
OG0002112	Np007G4076800	CARHR087990
OG0002113	Np004G1909600	CARHR045220
OG0002113	Np007G4076200	CARHR088030, CARHR152870
OG0002114	Np007G4073400	CARHR088240
OG0002115	Np002G0912300	CARHR060250
OG0002115	Np004G2099100	CARHR026730
OG0002116	Np007G3856000	CARHR099830
OG0002117	Np005G3054200	CARHR220590
OG0002118	Np005G3051000	CARHR220720
OG0002118	Np007G3840400	CARHR098990
OG0002119	Np007G3826200, Np007G3890300	CARHR097990, CARHR097970
OG0002120	Np005G2785800	CARHR234640, CARHR229800, CARHR234630, CARHR233850, CARHR229820
OG0002121	Np005G2926500	CARHR224820
OG0002121	Np005G3031100	CARHR222130
OG0002122	Np005G3025500, Np005G3025300	CARHR289970
OG0002123	Np005G2613800	CARHR247410
OG0002124	Np004G2385000	CARHR018130
OG0002124	Np002G0819800	CARHR065670
OG0002125	Np007G3727400	CARHR110290
OG0002127	Np001G0211300	CARHR148500
OG0002127	Np005G3183100	CARHR213700
OG0002128	Np001G0370000, Np001G0339600	CARHR176400
OG0002128	Np005G2904500	CARHR225910
OG0002129	Np004G1955700	CARHR041660
OG0002129	Np007G3808400	CARHR096920
OG0002130	Np007G4028000	CARHR090780
OG0002130	Np004G1942000	CARHR042790, CARHR054610
OG0002131	Np006G3417000	CARHR059410, CARHR128820
OG0002132	Np004G2138300	CARHR152080
OG0002133	Np005G2833800	CARHR231040, CARHR231050
OG0002134	Np005G2647600	CARHR242330
OG0002134	Np007G3780500	CARHR106080
OG0002135	Np007G3770800	CARHR106810
OG0002135	Np005G2655000	CARHR243160
OG0002136	Np003G1797200	CARHR255640
OG0002137	Np005G2831400	CARHR231250
OG0002137	Np003G1798400	CARHR255590
OG0002138	Np005G2702100	CARHR240420
OG0002138	Np006G3637100	CARHR115720
OG0002139	Np005G2849000, Np005G2848900	CARHR215910
OG0002140	Np005G2888600	CARHR226720
OG0002141	Np001G0385300	CARHR226740
OG0002142	Np005G2884000	CARHR227180
OG0002143	Np005G2874400	CARHR227670
OG0002143	Np003G1849400	CARHR252120
OG0002144	Np003G1770600	CARHR260440
OG0002144	Np004G2046100	CARHR034460
OG0002145	Np006G3209800	CARHR143080
OG0002146	Np006G3229200	CARHR141700
OG0002146	Np001G0676800, Np001G0677000	CARHR172010
OG0002147	Np001G0674300	CARHR171880
OG0002147	Np006G3231700	CARHR141450
OG0002148	Np001G0667600	CARHR171290
OG0002148	Np006G3242600	CARHR140660
OG0002149	Np001G0657700	CARHR170600
OG0002149	Np001G0657600	CARHR170590
OG0002150	Np001G0628700	CARHR168370
OG0002150	Np006G3291300	CARHR137060
OG0002151	Np006G3306900	CARHR136170
OG0002151	Np001G0477300, Np001G0613300	CARHR167010
OG0002152	Np006G3306200	CARHR136240
OG0002153	Np001G0582300, Np001G0606000	CARHR166560
OG0002153	Np006G3310400	CARHR135900
OG0002154	Np006G3351400	CARHR133300
OG0002155	Np001G0562100	CARHR163250
OG0002156	Np003G1637400	CARHR266680
OG0002156	Np005G2773600	CARHR235410
OG0002157	Np007G3916300	CARHR092130
OG0002157	Np005G3012700	CARHR290750
OG0002158	Np005G3088200	CARHR218890
OG0002158	Np007G3870000	CARHR100550
OG0002159	Np001G0466600, Np001G0469400	CARHR155820, CARHR150870
OG0002160	Np002G0912800	CARHR060180
OG0002160	Np004G2099300	CARHR026750
OG0002161	Np004G2095800	CARHR026370
OG0002162	Np001G0288700, Np007G3741300	CARHR109320
OG0002162	Np005G2734200	CARHR238240
OG0002163	Np006G3305000	CARHR136360
OG0002164	Np006G3325600, Np006G3325000, Np001G0567300	CARHR134980
OG0002165	Np006G3371800, Np006G3371700	CARHR132140
OG0002167	Np006G3709100	CARHR112110
OG0002168	Np006G3706000	CARHR112320
OG0002168	Np005G2611100	CARHR247670
OG0002169	Np005G2611500	CARHR247640
OG0002169	Np006G3705600	CARHR112400
OG0002170	Np006G3692800	CARHR113310
OG0002170	Np006G3702400	CARHR112840, CARHR113290
OG0002171	Np003G1783300	CARHR256360
OG0002172	Np001G0155300	CARHR184980
OG0002172	Np007G4196100	CARHR079210
OG0002174	Np006G3237400	CARHR140990
OG0002175	Np001G0161400, Np005G2796300	CARHR185540, CARHR285620
OG0002176	Np001G0145000	CARHR186550
OG0002177	Np007G4162700	CARHR081540
OG0002177	Np001G0167900	CARHR286220
OG0002178	Np001G0172600	CARHR183220
OG0002178	Np007G4158900	CARHR081810
OG0002179	Np007G4143800	CARHR082940
OG0002179	Np007G4143900	CARHR082930
OG0002180	Np007G4093200	CARHR086690
OG0002180	Np003G1324600	CARHR206410
OG0002181	Np004G1997500	CARHR037870
OG0002181	Np007G3926100	CARHR092760
OG0002182	Np007G3938800	CARHR093480
OG0002182	Np004G1991900	CARHR038280
OG0002184	Np007G3960700	CARHR094720
OG0002184	Np004G1977400	CARHR039800
OG0002185	Np001G0193500	CARHR151960
OG0002185	Np005G3159600	CARHR262460
OG0002186	Np007G3833200	CARHR098420
OG0002186	Np005G3040600	CARHR221410
OG0002187	Np005G3106800	CARHR216660
OG0002187	Np002G0997900	CARHR056580
OG0002188	Np002G1062500	CARHR056010
OG0002189	Np006G3399000	CARHR130120
OG0002190	Np006G3320900	CARHR135200
OG0002190	Np001G0536600	CARHR112240
OG0002191	Np004G2543400	CARHR005080
OG0002191	Np006G3557300	CARHR125620
OG0002192	Np004G2485100	CARHR010460
OG0002193	Np002G1145500	CARHR053550
OG0002193	Np004G2484300	CARHR010530
OG0002194	Np002G1151400	CARHR053100
OG0002194	Np004G2483000	CARHR010610
OG0002195	Np002G1170800	CARHR051950
OG0002195	Np004G2476800	CARHR011150
OG0002196	Np004G2455800	CARHR229630, CARHR012610
OG0002197	Np004G2413800	CARHR015570
OG0002197	Np001G0279600	CARHR143790
OG0002198	Np004G2311200	CARHR023370
OG0002199	Np003G1727300, Np002G0841700	CARHR064310
OG0002199	Np004G2310800	CARHR023410
OG0002200	Np002G0839800	CARHR063030, CARHR064440, CARHR064430
OG0002202	Np005G3202800	CARHR212540
OG0002202	Np002G1244600	CARHR046400
OG0002203	Np005G2750300	CARHR237340
OG0002205	Np002G0970500	CARHR057750
OG0002206	Np004G2364200	CARHR019860
OG0002208	Np005G2693700	CARHR245850
OG0002208	Np006G3677700	CARHR114380
OG0002209	Np002G0954400, Np001G0401400, Np005G2646000, Np005G2647700	CARHR242030
OG0002210	Np005G2645500	CARHR242520
OG0002210	Np007G3785000	CARHR105430
OG0002211	Np005G3069400	CARHR219690
OG0002211	Np007G3856300	CARHR099870
OG0002212	Np004G2100600	CARHR026940
OG0002213	Np005G2787100	CARHR234470
OG0002216	Np005G2703900	CARHR240300
OG0002218	Np002G1079100	CARHR114920
OG0002221	Np006G3407800	CARHR129390
OG0002223	Np003G1448000	CARHR195740
OG0002223	Np007G4222300	CARHR077390
OG0002224	Np003G1741400	CARHR258640
OG0002225	Np003G1415500	CARHR198700
OG0002225	Np007G4248600	CARHR075380
OG0002226	Np003G1406900	CARHR199610, CARHR107240, CARHR107230, CARHR260670
OG0002227	Np004G2509300	CARHR008300
OG0002228	Np006G3598400	CARHR121860
OG0002228	Np004G2515900	CARHR007610
OG0002229	Np006G3559000	CARHR125700
OG0002229	Np004G2543700	CARHR005040
OG0002230	Np004G2559600	CARHR003660
OG0002230	Np001G0412400	CARHR180130
OG0002231	Np004G2560700	CARHR003550
OG0002231	Np001G0408300	CARHR179720
OG0002232	Np001G0400300	CARHR178920
OG0002232	Np004G2566400	CARHR003100
OG0002234	Np003G1844700	CARHR256770
OG0002234	Np005G2811600	CARHR232540
OG0002235	Np005G2810900	CARHR232620
OG0002235	Np004G2140400	CARHR030010
OG0002236	Np003G1664700	CARHR265120
OG0002236	Np005G2806600	CARHR232950
OG0002237	Np004G2119700	CARHR028470, CARHR128230
OG0002238	Np004G2135100	CARHR029200
OG0002239	Np003G1841700	CARHR129030
OG0002240	Np004G2159200	CARHR030910
OG0002241	Np004G2051700	CARHR031800
OG0002241	Np006G3406500	CARHR129550
OG0002242	Np001G0016800	CARHR280570
OG0002242	Np001G0516900	CARHR159780
OG0002243	Np003G1332600	CARHR205830
OG0002243	Np001G0086900	CARHR275570
OG0002244	Np001G0099200	CARHR274520
OG0002246	Np001G0431000	CARHR192230
OG0002247	Np001G0431400	CARHR152530
OG0002248	Np005G3080600	CARHR218520
OG0002249	Np003G1526300	CARHR273320
OG0002249	Np001G0458300	CARHR154570
OG0002250	Np003G1541600	CARHR272590
OG0002250	Np007G4246900	CARHR075570
OG0002251	Np003G1557700	CARHR271350
OG0002251	Np005G2801900	CARHR233250
OG0002252	Np005G2795100	CARHR233810
OG0002252	Np003G1573400	CARHR270330
OG0002253	Np003G1612400	CARHR268150
OG0002253	Np005G2785000	CARHR234720
OG0002254	Np004G2573500	CARHR002410
OG0002254	Np003G1862600	CARHR250960
OG0002255	Np007G3770500	CARHR106880
OG0002255	Np005G2863500	CARHR228680
OG0002256	Np007G4105400	CARHR085860
OG0002257	Np007G4110300	CARHR085560
OG0002257	Np003G1303700	CARHR207900
OG0002258	Np006G3354100	CARHR133140
OG0002258	Np003G1280000	CARHR209750
OG0002259	Np003G1271200	CARHR210420
OG0002260	Np006G3358200	CARHR132820
OG0002261	Np005G3184000	CARHR213660
OG0002261	Np001G0212700	CARHR148420
OG0002262	Np004G2409600	CARHR015910
OG0002263	Np004G2407900	CARHR016050, CARHR016060
OG0002264	Np004G2404200	CARHR016390
OG0002265	Np004G2326300	CARHR022520
OG0002266	Np002G0745000	CARHR071250
OG0002266	Np004G2328600	CARHR022340
OG0002267	Np002G0756400	CARHR070440
OG0002269	Np002G0779500	CARHR068870
OG0002269	Np004G2357600	CARHR020270
OG0002270	Np004G2358600	CARHR020180
OG0002270	Np002G0780700	CARHR068740
OG0002271	Np001G0653400	CARHR170360
OG0002271	Np004G1908200	CARHR045330
OG0002272	Np007G4076100	CARHR088040
OG0002272	Np004G1909700	CARHR045210
OG0002273	Np007G4074500	CARHR088180
OG0002273	Np004G1911900	CARHR045020
OG0002274	Np007G3845000	CARHR099280
OG0002274	Np005G3055800	CARHR220560
OG0002275	Np005G3053400	CARHR220650
OG0002275	Np005G3053500, Np004G2287600	CARHR220640
OG0002276	Np004G2380300	CARHR018560
OG0002277	Np002G0875600	CARHR062020
OG0002278	Np007G3718500	CARHR236170
OG0002279	Np005G2759600	CARHR236540
OG0002279	Np007G3722800	CARHR110760
OG0002280	Np005G3176900	CARHR261560
OG0002280	Np001G0205700	CARHR149050
OG0002281	Np001G0209300	CARHR148650
OG0002281	Np005G3182000	CARHR213790
OG0002282	Np004G2436200	CARHR013810
OG0002282	Np001G0230700	CARHR147010
OG0002283	Np007G3968600	CARHR095020
OG0002283	Np004G1972400	CARHR039950
OG0002284	Np004G1946500	CARHR042390
OG0002285	Np006G3425300	CARHR128410, CARHR128420
OG0002285	Np006G3425100	CARHR128430
OG0002286	Np006G3580000, Np006G3403400	CARHR129740, CARHR129750, CARHR129760
OG0002287	Np005G2992800	CARHR223100
OG0002287	Np006G3400900	CARHR129950
OG0002288	Np001G0344800	CARHR174820
OG0002288	Np005G2930000, Np005G2929800	CARHR224650
OG0002289	Np005G2955300	CARHR223960
OG0002290	Np001G0124700, Np007G4115400	CARHR085150, CARHR085130
OG0002291	Np001G0520800	CARHR160090
OG0002291	Np004G2026600	CARHR035870
OG0002292	Np001G0513500	CARHR159240
OG0002292	Np001G0513400	CARHR159190
OG0002293	Np005G2838100	CARHR230690
OG0002293	Np003G1845000	CARHR264070
OG0002294	Np001G0392700	CARHR178220
OG0002294	Np005G2886000	CARHR227000
OG0002295	Np003G1763200	CARHR260110
OG0002295	Np004G2418300	CARHR015180
OG0002296	Np006G3401200	CARHR129930
OG0002296	Np005G2982700	CARHR223330
OG0002298	Np006G3236400	CARHR141080
OG0002298	Np001G0670300	CARHR171540
OG0002299	Np006G3301400	CARHR136570
OG0002300	Np006G3310800	CARHR135890
OG0002301	Np006G3321500	CARHR135150
OG0002301	Np001G0599400	CARHR166060
OG0002302	Np006G3337100	CARHR134350
OG0002302	Np001G0588900	CARHR165300
OG0002303	Np001G0585300	CARHR165040
OG0002303	Np006G3340300	CARHR134030
OG0002305	Np005G2604300	CARHR294300
OG0002305	Np002G0902500	CARHR060640
OG0002306	Np003G1830000	CARHR253440
OG0002307	Np006G3700100	CARHR112540
OG0002307	Np005G2612800	CARHR247510
OG0002308	Np005G2622500	CARHR246720
OG0002308	Np006G3690300	CARHR113570
OG0002310	Np003G1784900, Np003G1784800	CARHR256140
