Orthogroup	Noccaea_praecox	Euclidium_syriacum
OG0001535	Np005G2795000	ESY39_g61441_DN3_SP8_c0.t1
OG0001535	Np003G1573500	ESY6_g48282_DN3_SP8_c0.t1
OG0001536	Np005G3190600	ESY8_g60118_DN3_SP0_c9.t1
OG0001536	Np002G1225900	ESY2_g33497_DN3_SP2_c8.t1
OG0001537	Np003G1866300	ESY20_g13244_DN3_SP0_c0.t1
OG0001538	Np004G2573800	ESY5_g5245_DN3_SP8_c0.t1
OG0001538	Np003G1864300	ESY20_g13278_DN3_SP8_c0.t1
OG0001539	Np003G1320800	ESY7_g18746_DN3_SP0_c0.t1, ESY7_g18747_DN3_SP0_c0.t1
OG0001540	Np007G4109000	ESY3_g31203_DN3_SP0_c0.t1
OG0001540	Np003G1305400	ESY7_g18902_DN3_SP0_c0.t1
OG0001541	Np007G4115100, Np003G1294400	ESY3_g31132_DN1_SP0_c0.t1
OG0001542	Np003G1277700, Np007G4127700	ESY3_g31005_DN3_SP8_c0.t1
OG0001543	Np002G0755300	ESY2_g34672_DN1_SP0_c0.t1
OG0001543	Np004G2340500	ESY5_g2466_DN3_SP0_c0.t1
OG0001544	Np002G0760400, Np002G0755400, Np004G2340700	ESY5_g2467_DN3_SP1_c0.t1
OG0001545	Np002G0761700	ESY2_g34718_DN3_SP8_c0.t1
OG0001545	Np004G2343800	ESY5_g2559_DN3_SP8_c0.t1
OG0001546	Np002G0785100	ESY2_g35971_DN3_SP0_c0.t1
OG0001546	Np002G0785000	ESY2_g35972_DN3_SP0_c0.t1, ESY5_g4438_DN3_SP0_c0.t1, ESY5_g4436_DN2_SP0_c0.t1
OG0001547	Np005G2663300, Np007G3760400	ESY11_g54007_DN3_SP0_c0.t1
OG0001548	Np006G3274700, Np005G2673900	ESY4_g26043_DN3_SP7_c0.t1
OG0001548	Np007G3754900	ESY11_g54109_DN2_SP8_c0.t1
OG0001549	Np005G3072600	ESY15_g65692_DN2_SP0_c0.t1
OG0001549	Np007G3861800	ESY3_g28090_DN2_SP0_c0.t1
OG0001550	Np002G0800600, Np002G0807000, Np002G0807100	ESY2_g34901_DN3_SP4_c0.t1
OG0001550	Np004G2373500	ESY5_g4200_DN3_SP8_c0.t1
OG0001551	Np006G3653000	ESY4_g25328_DN3_SP0_c0.t1, ESY5_g4721_DN3_SP0_c0.t1
OG0001551	Np003G1799600, Np003G1799700	ESY12_g51420_DN2_SP0_c0.t1, ESY12_g51423_DN1_SP0_c0.t1, ESY9_g44190_DN2_SP0_c0.t1, ESY11_g54100_DN2_SP0_c0.t1
OG0001552	Np001G0369400	ESY7_g16824_DN3_SP7_c0.t1
OG0001552	Np005G2905300	ESY9_g42802_DN3_SP3_c0.t1
OG0001553	Np007G3993300	ESY3_g29243_DN3_SP0_c0.t1
OG0001553	Np004G1964500	ESY2_g37428_DN3_SP0_c0.t1
OG0001554	Np004G1941700	ESY2_g37027_DN3_SP7_c0.t1
OG0001554	Np007G4028700	ESY3_g30608_DN3_SP8_c0.t1
OG0001555	Np001G0332200	ESY10_g14880_DN3_SP8_c0.t1
OG0001555	Np005G2939200	ESY9_g42477_DN3_SP8_c0.t1, ESY9_g45565_DN3_SP0_c0.t1
OG0001556	Np001G0318100, Np005G2957900	ESY10_g14781_DN3_SP8_c0.t1
OG0001557	Np001G0008400	ESY6_g50280_DN3_SP8_c0.t1
OG0001557	Np001G0524500	ESY1_g10059_DN3_SP8_c0.t1
OG0001558	Np006G3217900	ESY12_g51413_DN3_SP8_c0.t1
OG0001558	Np001G0685200	ESY1_g12436_DN3_SP8_c0.t1
OG0001559	Np005G2709600	ESY4_g25063_DN3_SP0_c0.t1
OG0001559	Np006G3641600	ESY8_g59356_DN3_SP7_c0.t1
OG0001560	Np006G3259600	ESY12_g52119_DN3_SP3_c0.t1
OG0001560	Np001G0652500	ESY1_g11925_DN3_SP0_c0.t1
OG0001561	Np001G0627600	ESY1_g11548_DN3_SP0_c0.t1
OG0001561	Np001G0627700	ESY1_g11546_DN3_SP0_c0.t1
OG0001562	Np001G0623100	ESY12_g51251_DN2_SP0_c0.t1
OG0001563	Np006G3306300	ESY12_g51051_DN3_SP8_c0.t1
OG0001563	Np001G0612400	ESY1_g11799_DN3_SP8_c5.t1
OG0001564	Np001G0597100	ESY1_g10678_DN3_SP8_c0.t1
OG0001564	Np006G3328600	ESY9_g45634_DN3_SP8_c0.t1
OG0001567	Np001G0211400	ESY2_g35225_DN3_SP0_c0.t1
OG0001568	Np005G2744200	ESY4_g24478_DN3_SP8_c17.t1
OG0001568	Np007G3737500	ESY11_g54513_DN3_SP8_c17.t1
OG0001569	Np006G3705100	ESY8_g59837_DN3_SP8_c0.t1
OG0001569	Np005G2611900	ESY4_g26815_DN3_SP3_c0.t1
OG0001570	Np002G0832600	ESY2_g35739_DN3_SP8_c0.t1
OG0001570	Np004G2088400	ESY14_g20594_DN3_SP6_c0.t1
OG0001571	Np004G2571500	ESY5_g5197_DN3_SP7_c0.t1
OG0001571	Np003G1469500	ESY7_g16907_DN3_SP8_c0.t1
OG0001572	Np007G4190300	ESY3_g31781_DN3_SP0_c0.t1
OG0001572	Np001G0175500, Np001G0149400	ESY10_g15570_DN3_SP8_c0.t1
OG0001573	Np001G0155800	ESY10_g15716_DN3_SP0_c0.t1
OG0001573	Np007G4199800	ESY3_g31921_DN3_SP0_c0.t1
OG0001574	Np005G2763800	ESY4_g24014_DN3_SP0_c0.t1
OG0001574	Np007G3719000	ESY11_g54946_DN3_SP8_c5.t1
OG0001575	Np002G0961300	ESY3_g32543_DN3_SP0_c0.t1
OG0001575	Np006G3586000	ESY7_g19596_DN3_SP0_c0.t1, ESY7_g17373_DN3_SP0_c0.t1
OG0001576	Np007G4193800	ESY3_g31834_DN3_SP7_c0.t1
OG0001577	Np001G0178700, Np007G4152400	ESY3_g30675_DN3_SP0_c0.t1
OG0001580	Np001G0399600	ESY4_g23389_DN2_SP0_c0.t1, ESY4_g23391_DN2_SP0_c0.t1
OG0001581	Np005G3155300	ESY8_g60818_DN1_SP0_c0.t1
OG0001581	Np005G3155000	ESY7_g18492_DN3_SP0_c0.t1
OG0001582	Np006G3566700, Np004G2548700	ESY5_g4851_DN3_SP8_c0.t1
OG0001583	Np004G2476400	ESY5_g3575_DN3_SP0_c0.t1
OG0001583	Np002G1171400	ESY2_g33921_DN3_SP0_c0.t1
OG0001584	Np004G2416100	ESY5_g2858_DN3_SP8_c0.t1
OG0001584	Np001G0268400	ESY10_g14587_DN3_SP8_c0.t1
OG0001585	Np004G2320400	ESY5_g2272_DN3_SP0_c27.t1
OG0001585	Np004G2320300	ESY5_g2266_DN3_SP1_c0.t1, ESY5_g2793_DN3_SP1_c19.t1
OG0001586	Np001G0240500	ESY10_g14137_DN3_SP0_c0.t1, ESY10_g14142_DN2_SP0_c0.t1
OG0001587	Np004G2305400	ESY5_g2096_DN3_SP6_c0.t1
OG0001587	Np002G0848300	ESY2_g35591_DN3_SP6_c0.t1
OG0001588	Np002G1241000	ESY2_g33303_DN3_SP0_c0.t1
OG0001588	Np005G3200300	ESY8_g60022_DN2_SP0_c0.t1
OG0001589	Np001G0201100	ESY11_g54184_DN3_SP0_c0.t1
OG0001589	Np001G0201000	ESY11_g54185_DN2_SP0_c0.t1
OG0001590	Np005G2617500	ESY4_g26080_DN2_SP0_c0.t1
OG0001591	Np006G3689600	ESY8_g59697_DN2_SP0_c0.t1
OG0001591	Np007G4055500, Np005G2623500	ESY4_g26649_DN3_SP0_c0.t1
OG0001592	Np002G0878500, Np005G2643700	ESY4_g25747_DN3_SP0_c0.t1
OG0001593	Np004G2434400	ESY5_g2657_DN3_SP7_c0.t1
OG0001593	Np001G0237200	ESY10_g14059_DN3_SP5_c0.t1
OG0001594	Np001G0141700	ESY11_g53890_DN1_SP0_c0.t1, ESY11_g53575_DN1_SP0_c0.t1, ESY7_g16390_DN1_SP0_c0.t1, ESY6_g49404_DN1_SP0_c0.t1, ESY11_g53576_DN1_SP0_c0.t1, ESY11_g54061_DN1_SP0_c0.t1
OG0001595	Np002G0980400, Np002G0980500	ESY2_g35336_DN3_SP0_c0.t1
OG0001597	Np002G0913700, Np005G3051500, Np005G3051400	ESY6_g48251_DN3_SP0_c0.t1
OG0001598	Np003G1341700	ESY7_g18630_DN3_SP0_c0.t1
OG0001598	Np001G0096000	ESY6_g49557_DN3_SP0_c0.t1, ESY6_g49555_DN2_SP0_c0.t1, ESY8_g59142_DN2_SP0_c0.t1
OG0001598	Np001G0096100	ESY6_g49561_DN3_SP0_c0.t1
OG0001599	Np005G2759000	ESY4_g24196_DN2_SP0_c0.t1
OG0001600	Np005G2953600, Np005G2953700	ESY1_g8342_DN3_SP0_c0.t1
OG0001600	Np004G1975500	ESY13_g58033_DN3_SP0_c27.t1, ESY18_g63551_DN2_SP0_c8.t1
OG0001600	Np001G0494300	ESY4_g24656_DN1_SP0_c18.t1
OG0001603	Np001G0485300	ESY1_g9190_DN3_SP0_c0.t1
OG0001603	Np001G0061400	ESY6_g49708_DN3_SP0_c0.t1
OG0001604	Np004G2366600	ESY5_g4125_DN1_SP0_c0.t1, ESY5_g4127_DN1_SP0_c0.t1
OG0001604	Np001G0481200	ESY1_g9011_DN2_SP0_c0.t1
OG0001606	Np003G1443700	ESY7_g17209_DN3_SP0_c0.t1
OG0001606	Np007G4225800	ESY3_g32360_DN3_SP0_c0.t1
OG0001607	Np007G4226500	ESY3_g32385_DN2_SP7_c11.t1
OG0001607	Np003G1441100	ESY7_g17239_DN3_SP8_c6.t1
OG0001608	Np007G3802400, Np007G3802300, Np007G3802000	ESY3_g29194_DN3_SP0_c18.t1
OG0001609	Np007G4233300	ESY3_g32477_DN3_SP0_c0.t1
OG0001610	Np004G2100900, Np004G2100700	ESY1_g9940_DN2_SP7_c0.t1
OG0001611	Np003G1395100	ESY7_g18369_DN3_SP8_c0.t1
OG0001611	Np003G1474200	ESY6_g49880_DN3_SP8_c0.t1
OG0001612	Np003G1474500	ESY6_g49885_DN3_SP5_c0.t1
OG0001612	Np003G1390800	ESY7_g18321_DN3_SP5_c0.t1
OG0001613	Np003G1384400	ESY7_g18234_DN3_SP4_c0.t1
OG0001613	Np001G0135800	ESY6_g49915_DN2_SP0_c48.t1, ESY6_g49913_DN3_SP0_c0.t1
OG0001614	Np001G0037300, Np003G1365600	ESY7_g17998_DN3_SP8_c0.t1
OG0001615	Np006G3691200	ESY8_g59710_DN2_SP7_c0.t1
OG0001617	Np003G1353100	ESY7_g17806_DN3_SP8_c0.t1
OG0001617	Np001G0053100	ESY6_g49613_DN3_SP8_c0.t1
OG0001618	Np001G0100900	ESY6_g50205_DN3_SP8_c0.t1
OG0001618	Np003G1343800	ESY7_g18652_DN3_SP8_c0.t1
OG0001619	Np003G1857300	ESY8_g58330_DN3_SP0_c0.t1
OG0001619	Np004G2570100	ESY5_g5170_DN1_SP0_c0.t1
OG0001620	Np004G2519300, Np006G3600400	ESY8_g58855_DN3_SP6_c12.t1
OG0001621	Np006G3521200	ESY8_g58719_DN3_SP7_c0.t1
OG0001621	Np004G2523800	ESY5_g4567_DN3_SP8_c0.t1
OG0001622	Np004G2525500	ESY5_g4581_DN3_SP0_c0.t1
OG0001622	Np006G3523400	ESY8_g58702_DN3_SP0_c0.t1
OG0001623	Np006G3476400, Np006G3531700	ESY8_g58655_DN3_SP1_c0.t1
OG0001623	Np004G2527900	ESY5_g4615_DN3_SP0_c0.t1
OG0001624	Np006G3489200, Np006G3540900	ESY8_g58495_DN3_SP0_c0.t1
OG0001624	Np004G2531500	ESY5_g4659_DN3_SP0_c0.t1
OG0001625	Np006G3555200	ESY8_g58418_DN3_SP3_c0.t1
OG0001625	Np004G2541800	ESY5_g4771_DN3_SP0_c0.t1
OG0001626	Np006G3578600, Np004G2556500	ESY20_g12803_DN3_SP3_c0.t1, ESY5_g4967_DN3_SP6_c0.t1
OG0001627	Np004G2557800	ESY5_g4990_DN3_SP8_c0.t1
OG0001628	Np004G2562700	ESY5_g5077_DN2_SP0_c0.t1
OG0001628	Np001G0405300	ESY8_g58144_DN3_SP0_c0.t1
OG0001629	Np003G1851500	ESY8_g58230_DN3_SP0_c0.t1
OG0001629	Np004G2567500	ESY5_g5123_DN3_SP2_c0.t1
OG0001630	Np005G2802900, Np003G1653500	ESY13_g56421_DN3_SP2_c0.t1
OG0001631	Np001G0417900	ESY1_g5965_DN3_SP0_c0.t1
OG0001631	Np004G2105500	ESY2_g35208_DN3_SP0_c0.t1
OG0001632	Np006G3431700, Np004G2115400	ESY4_g22928_DN3_SP8_c0.t1
OG0001633	Np001G0088000	ESY6_g49460_DN3_SP0_c0.t1
OG0001633	Np001G0087500, Np002G1106300, Np002G1102400	ESY6_g49453_DN3_SP0_c0.t1, ESY2_g34122_DN3_SP0_c0.t1
OG0001634	Np001G0094500	ESY6_g49535_DN3_SP8_c0.t1
OG0001634	Np004G2429600	ESY5_g2721_DN3_SP0_c0.t1
OG0001635	Np001G0494400, Np001G0494500	ESY6_g50147_DN3_SP7_c0.t1
OG0001636	Np001G0505200, Np001G0119400	ESY6_g50042_DN2_SP0_c0.t1
OG0001638	Np001G0456300, Np003G1482300	ESY6_g49266_DN3_SP8_c0.t1, ESY6_g49270_DN3_SP1_c0.t1
OG0001639	Np003G1571200	ESY6_g48300_DN2_SP0_c0.t1
OG0001640	Np005G2789400	ESY16_g62465_DN3_SP1_c0.t1
OG0001640	Np003G1595700	ESY6_g48055_DN3_SP8_c0.t1
OG0001641	Np003G1604400	ESY97_g19681_DN3_SP5_c0.t1, ESY6_g47991_DN3_SP3_c0.t1
OG0001641	Np005G2787300	ESY16_g62393_DN3_SP0_c0.t1
OG0001642	Np003G1606600, Np003G1606700, Np003G1606800	ESY6_g47978_DN3_SP0_c0.t1
OG0001643	Np003G1624800	ESY6_g47623_DN3_SP8_c0.t1
OG0001644	Np007G4100200	ESY3_g31324_DN3_SP8_c0.t1
OG0001644	Np003G1319900	ESY1_g10517_DN3_SP0_c0.t1
OG0001645	Np003G1314000, Np007G4103500	ESY3_g31253_DN3_SP0_c0.t1
OG0001646	Np003G1306300, Np007G4106600	ESY3_g31222_DN3_SP8_c0.t1
OG0001647	Np001G0616800	ESY1_g11742_DN3_SP2_c0.t1
OG0001647	Np003G1285200	ESY7_g19176_DN3_SP8_c10.t1
OG0001648	Np005G3182600	ESY8_g60226_DN3_SP8_c0.t1
OG0001648	Np001G0210300	ESY10_g13722_DN3_SP0_c0.t1
OG0001649	Np005G3184400	ESY8_g60169_DN3_SP8_c0.t1
OG0001649	Np001G0213400	ESY10_g13762_DN3_SP8_c0.t1
OG0001650	Np005G3193600	ESY8_g60090_DN3_SP6_c0.t1
OG0001650	Np002G1232600	ESY2_g33400_DN3_SP8_c0.t1
OG0001651	Np004G2400500	ESY5_g3028_DN3_SP5_c0.t1
OG0001651	Np002G0719700, Np002G0719100, Np002G0718100	ESY2_g36675_DN3_SP8_c0.t1
OG0001652	Np002G0723200	ESY2_g36714_DN3_SP6_c0.t1
OG0001653	Np002G1158000, Np004G2397500	ESY5_g3054_DN3_SP2_c12.t1
OG0001653	Np002G0724300	ESY2_g36762_DN3_SP6_c15.t1
OG0001654	Np004G2175500	ESY16_g61790_DN3_SP0_c0.t1
OG0001655	Np002G0983700, Np002G0756700, Np005G2883700	ESY2_g35340_DN3_SP3_c0.t1
OG0001656	Np002G0764100	ESY2_g34732_DN3_SP7_c0.t1
OG0001656	Np004G2345700	ESY5_g3904_DN3_SP0_c0.t1
OG0001657	Np005G2664900	ESY4_g25376_DN3_SP7_c0.t1
OG0001657	Np007G3759400	ESY11_g54026_DN3_SP6_c0.t1
OG0001658	Np007G3752700	ESY11_g54153_DN3_SP0_c0.t1
OG0001658	Np005G2676100	ESY4_g26128_DN3_SP0_c0.t1
OG0001659	Np004G1901200	ESY2_g36435_DN3_SP8_c0.t1
OG0001659	Np007G4086300	ESY3_g30110_DN3_SP1_c0.t1
OG0001660	Np007G4057600	ESY3_g30386_DN3_SP8_c20.t1
OG0001661	Np004G1936700, Np007G4041700	ESY3_g30574_DN2_SP0_c0.t1
OG0001662	Np006G3397600, Np001G0545900	ESY1_g10393_DN3_SP0_c0.t1
OG0001663	Np006G3393300	ESY9_g44322_DN2_SP0_c0.t1
OG0001663	Np001G0550000	ESY1_g10460_DN3_SP0_c0.t1
OG0001664	Np006G3390600, Np006G3389500, Np001G0552400	ESY1_g10505_DN3_SP0_c0.t1
OG0001665	Np006G3389000, Np001G0552500	ESY1_g10506_DN3_SP8_c0.t1
OG0001666	Np005G3042900	ESY22_g40825_DN3_SP0_c0.t1
OG0001666	Np007G3836100	ESY3_g28843_DN3_SP0_c0.t1
OG0001667	Np005G3020500	ESY2_g38593_DN3_SP0_c0.t1
OG0001667	Np007G3913100	ESY3_g29928_DN3_SP0_c0.t1
OG0001668	Np007G3914400	ESY3_g29905_DN3_SP0_c0.t1
OG0001668	Np005G3016800	ESY2_g38551_DN3_SP4_c0.t1
OG0001669	Np005G3015900	ESY2_g38519_DN3_SP3_c0.t1
OG0001669	Np005G3015500	ESY2_g38518_DN3_SP0_c0.t1
OG0001670	Np002G0798600	ESY2_g34914_DN3_SP0_c0.t1
OG0001670	Np002G0798500	ESY2_g34915_DN3_SP4_c0.t1
OG0001671	Np001G0198000	ESY21_g55400_DN3_SP0_c0.t1
OG0001671	Np005G3165100	ESY8_g60430_DN3_SP0_c0.t1
OG0001672	Np001G0223600	ESY10_g13833_DN3_SP0_c0.t1
OG0001672	Np004G2445700	ESY5_g3879_DN3_SP0_c0.t1
OG0001673	Np001G0230900	ESY10_g13991_DN3_SP0_c0.t1
OG0001673	Np004G2436600	ESY5_g2640_DN2_SP8_c0.t1
OG0001674	Np007G3964900	ESY3_g29416_DN3_SP8_c0.t1
OG0001674	Np004G1973400	ESY2_g37575_DN3_SP0_c0.t1
OG0001675	Np004G1968300, Np007G3977900	ESY2_g37481_DN3_SP8_c0.t1
OG0001676	Np007G3808100	ESY3_g29134_DN3_SP0_c0.t1
OG0001676	Np004G1956800	ESY2_g37270_DN3_SP0_c0.t1
OG0001677	Np007G3910100	ESY3_g29946_DN3_SP0_c0.t1
OG0001677	Np004G1949500	ESY2_g37155_DN3_SP6_c0.t1
OG0001679	Np004G1941000	ESY2_g37018_DN3_SP7_c0.t1
OG0001679	Np007G4029600	ESY3_g30601_DN3_SP5_c0.t1
OG0001680	Np005G3128400	ESY4_g25507_DN1_SP0_c0.t1
OG0001681	Np005G2940300	ESY9_g42468_DN3_SP8_c0.t1
OG0001681	Np001G0332000	ESY10_g14877_DN3_SP8_c0.t1
OG0001682	Np001G0331900	ESY10_g14874_DN3_SP3_c0.t1
OG0001682	Np005G2944800	ESY9_g42466_DN3_SP2_c0.t1
OG0001683	Np007G3770300	ESY11_g53864_DN3_SP8_c0.t1
OG0001683	Np005G2655900	ESY4_g25511_DN3_SP4_c0.t1
OG0001684	Np007G3769200	ESY11_g53872_DN3_SP0_c0.t1
OG0001684	Np005G2656900	ESY4_g25502_DN3_SP7_c0.t1
OG0001685	Np003G1832200	ESY7_g16177_DN3_SP4_c27.t1
OG0001685	Np005G2858400	ESY9_g43738_DN3_SP8_c0.t1
OG0001686	Np005G2858600	ESY9_g43734_DN3_SP8_c0.t1
OG0001686	Np003G1832700	ESY7_g16202_DN3_SP4_c0.t1
OG0001687	Np005G2864300	ESY9_g43570_DN3_SP8_c0.t1
OG0001687	Np003G1837800	ESY7_g16360_DN3_SP8_c0.t1
OG0001688	Np007G3879700, Np007G3899200	ESY3_g27541_DN3_SP0_c0.t1
OG0001688	Np002G1160600	ESY2_g33984_DN3_SP0_c0.t1
OG0001689	Np004G2045700	ESY14_g20780_DN3_SP8_c0.t1
OG0001689	Np003G1769400, Np003G1768600	ESY19_g41454_DN3_SP8_c0.t1
OG0001690	Np001G0694600	ESY1_g12536_DN3_SP0_c0.t1
OG0001690	Np006G3205600	ESY12_g52322_DN2_SP0_c0.t1, ESY4_g25427_DN3_SP0_c0.t1
OG0001691	Np001G0692500	ESY1_g12513_DN3_SP8_c13.t1
OG0001691	Np006G3210300	ESY12_g52255_DN3_SP6_c0.t1
OG0001692	Np001G0691100	ESY1_g12494_DN3_SP5_c17.t1
OG0001692	Np004G1996800	ESY10_g14221_DN3_SP6_c14.t1
OG0001693	Np006G3220600	ESY12_g51374_DN3_SP0_c0.t1
OG0001693	Np001G0683000	ESY1_g12415_DN3_SP0_c0.t1
OG0001694	Np005G3146000, Np005G3146100	ESY1_g12124_DN1_SP0_c0.t1, ESY1_g12122_DN1_SP0_c0.t1, ESY1_g12121_DN1_SP0_c0.t1, ESY1_g12123_DN2_SP0_c0.t1
OG0001695	Np001G0657500	ESY1_g12020_DN3_SP8_c0.t1
OG0001696	Np001G0657400	ESY1_g12019_DN3_SP8_c0.t1
OG0001696	Np006G3253900	ESY12_g52040_DN3_SP8_c0.t1
OG0001697	Np006G3272600	ESY12_g51498_DN3_SP8_c0.t1
OG0001697	Np001G0646400	ESY1_g11234_DN3_SP8_c0.t1
OG0001698	Np006G3279300	ESY12_g51567_DN3_SP8_c0.t1
OG0001698	Np001G0637300	ESY1_g11374_DN3_SP8_c0.t1
OG0001699	Np006G3287800	ESY12_g51303_DN3_SP2_c0.t1
OG0001699	Np001G0626200	ESY1_g11567_DN3_SP7_c0.t1
OG0001700	Np001G0614800	ESY1_g11766_DN3_SP1_c13.t1, ESY1_g11767_DN3_SP1_c0.t1
OG0001700	Np001G0614700	ESY1_g11770_DN2_SP0_c0.t1
OG0001702	Np003G1613600, Np003G1613100	ESY6_g47500_DN2_SP0_c0.t1
OG0001703	Np005G3103200	ESY3_g27162_DN3_SP0_c0.t1, ESY17_g39837_DN3_SP0_c0.t1
OG0001703	Np007G3886600	ESY1_g8565_DN1_SP0_c0.t1, ESY2_g33796_DN2_SP0_c0.t1, ESY15_g64739_DN3_SP0_c0.t1, ESY9_g42654_DN2_SP0_c0.t1
OG0001704	Np007G3800700	ESY2_g33475_DN3_SP0_c0.t1
OG0001705	Np003G1832000	ESY7_g16175_DN3_SP2_c0.t1
OG0001705	Np006G3327600	ESY9_g45649_DN3_SP7_c0.t1
OG0001706	Np005G2613400, Np006G3700800	ESY4_g26793_DN3_SP0_c0.t1
OG0001708	Np003G1779000	ESY25_g62735_DN2_SP8_c0.t1
OG0001708	Np004G2313400	ESY5_g2200_DN3_SP7_c0.t1
OG0001709	Np003G1784000, Np004G2061200	ESY18_g64121_DN3_SP2_c0.t1, ESY14_g19779_DN3_SP8_c0.t1
OG0001710	Np007G4178900	ESY3_g31620_DN3_SP2_c0.t1
OG0001710	Np001G0141000	ESY10_g15299_DN3_SP0_c0.t1
OG0001711	Np001G0152100	ESY10_g15631_DN3_SP0_c0.t1
OG0001711	Np007G4193100	ESY3_g31808_DN3_SP0_c11.t1
OG0001712	Np007G4194100	ESY3_g31828_DN3_SP8_c0.t1
OG0001712	Np001G0153700	ESY10_g15672_DN3_SP8_c0.t1
OG0001713	Np006G3269100	ESY12_g51458_DN3_SP0_c0.t1
OG0001714	Np007G4244800, Np007G4244600	ESY3_g32588_DN3_SP0_c93.t1
OG0001715	Np007G4224400	ESY3_g32349_DN3_SP0_c0.t1
OG0001715	Np007G4224700	ESY3_g32348_DN3_SP0_c0.t1
OG0001716	Np004G2506500	ESY5_g3162_DN3_SP5_c0.t1
OG0001716	Np007G4205000	ESY3_g32010_DN3_SP8_c0.t1
OG0001717	Np007G3914100	ESY3_g29909_DN3_SP0_c0.t1
OG0001717	Np007G4186500	ESY3_g31692_DN3_SP1_c0.t1
OG0001718	Np007G4182700, Np007G4182600	ESY3_g31653_DN3_SP0_c0.t1
OG0001719	Np007G4173100	ESY3_g31553_DN3_SP8_c0.t1
OG0001719	Np003G1467400	ESY7_g16943_DN3_SP8_c0.t1
OG0001720	Np007G4171900	ESY3_g31534_DN3_SP8_c0.t1
OG0001720	Np003G1464500	ESY7_g17011_DN3_SP8_c0.t1
OG0001721	Np007G4170000, Np007G4169700	ESY3_g31525_DN3_SP0_c0.t1
OG0001722	Np007G4166000	ESY10_g15951_DN3_SP2_c0.t1
OG0001723	Np007G4161700	ESY3_g31468_DN3_SP7_c0.t1
OG0001723	Np001G0170200	ESY15_g64405_DN3_SP7_c0.t1
OG0001724	Np003G1757800	ESY19_g41777_DN3_SP5_c0.t1
OG0001724	Np007G4128600	ESY3_g30991_DN3_SP8_c0.t1
OG0001725	Np007G4103000	ESY7_g16295_DN2_SP0_c0.t1
OG0001726	Np007G3935500	ESY3_g29729_DN3_SP8_c0.t1
OG0001726	Np004G1992600	ESY2_g37976_DN3_SP8_c0.t1
OG0001727	Np007G3941400	ESY3_g29690_DN3_SP2_c0.t1
OG0001727	Np004G1990200	ESY2_g37928_DN3_SP0_c0.t1
OG0001728	Np005G2769800	ESY4_g23867_DN3_SP8_c0.t1
OG0001728	Np003G1649600	ESY6_g47126_DN3_SP8_c0.t1
OG0001729	Np001G0532100	ESY1_g10096_DN3_SP0_c0.t1, ESY1_g10154_DN3_SP0_c0.t1
OG0001730	Np004G2588800	ESY5_g5482_DN3_SP0_c0.t1
OG0001730	Np003G1885400	ESY20_g13032_DN3_SP0_c0.t1
OG0001731	Np003G1884400, Np004G2588000	ESY5_g5479_DN3_SP3_c0.t1
OG0001732	Np003G1873100	ESY20_g13164_DN2_SP0_c0.t1
OG0001732	Np004G2580900	ESY5_g5350_DN3_SP0_c0.t1
OG0001733	Np004G2577400, Np003G1870200	ESY20_g13192_DN3_SP0_c21.t1
OG0001734	Np002G1129900	ESY2_g34124_DN3_SP8_c12.t1
OG0001734	Np004G2492700	ESY5_g3365_DN3_SP8_c0.t1
OG0001735	Np002G1171300	ESY2_g33922_DN3_SP5_c0.t1
OG0001735	Np004G2476500	ESY5_g3574_DN3_SP8_c0.t1
OG0001736	Np002G1177700	ESY2_g33871_DN3_SP8_c0.t1
OG0001736	Np004G2474100	ESY5_g3615_DN3_SP8_c0.t1
OG0001737	Np005G3018800	ESY16_g61538_DN3_SP0_c0.t1
OG0001738	Np002G1202300, Np004G2458100	ESY5_g3764_DN3_SP0_c0.t1
OG0001739	Np004G2443200, Np004G2443100, Np004G2443400, Np004G2443500, Np004G2306000	ESY5_g2588_DN3_SP0_c0.t1
OG0001740	Np002G0843500, Np004G2309900	ESY2_g35625_DN3_SP8_c0.t1
OG0001741	Np005G2627000	ESY4_g26625_DN3_SP8_c0.t1
OG0001741	Np002G0837800	ESY15_g64992_DN3_SP8_c0.t1
OG0001742	Np002G0851700	ESY2_g35576_DN3_SP7_c0.t1
OG0001742	Np004G2304200, Np004G2304400	ESY5_g2077_DN3_SP6_c0.t1
OG0001743	Np002G0855000	ESY2_g35538_DN3_SP6_c0.t1
OG0001745	Np005G2619900	ESY4_g26717_DN3_SP7_c0.t1
OG0001745	Np006G3692500	ESY8_g59719_DN3_SP2_c0.t1
OG0001746	Np006G3689400	ESY8_g59696_DN3_SP2_c0.t1
OG0001746	Np005G2623800	ESY4_g26644_DN3_SP1_c0.t1
OG0001747	Np005G2695200	ESY4_g26541_DN3_SP8_c0.t1
OG0001747	Np006G3679500	ESY8_g59623_DN3_SP6_c0.t1
OG0001751	Np005G2724900	ESY4_g24783_DN3_SP0_c0.t1
OG0001751	Np006G3331500	ESY3_g32524_DN3_SP0_c0.t1
OG0001755	Np001G0446500	ESY8_g59848_DN3_SP0_c0.t1
OG0001755	Np001G0446300	ESY9_g42673_DN3_SP0_c0.t1, ESY9_g45144_DN3_SP0_c0.t1
OG0001755	Np001G0446200	ESY10_g14173_DN3_SP0_c0.t1, ESY3_g30332_DN2_SP0_c0.t1
OG0001756	Np005G3034200, Np005G3034100	ESY2_g38894_DN3_SP0_c36.t1
