Orthogroup	Noccaea_praecox	Arabidopsis_thaliana
OG0003882	Np002G0896400, Np007G4104000, Np007G4104100	AT3G11420.1
OG0003883	Np007G3772000, Np007G3771800	AT2G16530.3, AT1G72590.1
OG0003884	Np010G4350700, Np007G4015900, Np007G3982100	AT3G15720.1
OG0003885	Np004G2583800	AT1G01010.1
OG0003886	Np003G1661300, Np003G1671100	AT5G51960.1
OG0003889	Np004G2547600	AT1G05280.1
OG0003890	Np001G0448200	AT3G45180.1
OG0003892	Np004G2501700	AT1G09040.1, AT1G09050.1
OG0003893	Np004G2032300	AT1G09400.1
OG0003894	Np004G2496100	AT1G09560.1
OG0003895	Np004G2454200, Np002G1212100	AT1G12440.1
OG0003896	Np004G2376200	AT1G18280.1
OG0003897	Np004G2370000	AT1G18710.1
OG0003898	Np004G2367000	AT1G18970.1
OG0003899	Np004G2364300	AT5G45180.1, AT1G19250.1
OG0003900	Np003G1877700	AT4G01590.1, AT4G35685.1
OG0003901	Np002G1202700	AT1G62620.1, AT1G63370.1, AT1G62600.1
OG0003902	Np002G1174800	AT1G61130.1
OG0003903	Np002G1128900	AT1G58060.1
OG0003905	Np001G0321300	AT5G47650.2
OG0003906	Np006G3713300	AT2G20930.1
OG0003907	Np001G0468700	AT3G47070.1
OG0003908	Np005G2682100	AT4G36550.1
OG0003910	Np005G2646300	AT4G34330.1, AT4G34320.1
OG0003911	Np005G2723300	AT4G31130.1
OG0003912	Np004G2305700	AT1G23220.1
OG0003913	Np005G2771500	AT4G27880.1
OG0003917	Np003G1764100	AT4G09170.1
OG0003917	Np004G2043200	AT1G35430.1
OG0003920	Np006G3687800	AT2G22520.1
OG0003922	Np001G0187100	AT3G29575.1
OG0003927	Np003G1438500	AT5G16700.1
OG0003929	Np003G1759200	AT4G08770.1, AT4G08780.1
OG0003941	Np003G1421200	AT2G16930.1, AT5G15220.1
OG0003942	Np003G1411400	AT5G14250.1
OG0003943	Np003G1405800	AT5G13740.1
OG0003944	Np003G1396100	AT5G12940.1
OG0003945	Np001G0136600	AT5G26050.1
OG0003946	Np002G0865300, Np002G0865200	AT1G69680.1
OG0003948	Np003G1378500	AT5G11260.2
OG0003949	Np001G0149700	AT5G27470.1
OG0003951	Np001G0101800	AT5G23140.1
OG0003952	Np003G1343400	AT5G08160.1
OG0003953	Np001G0091000	AT5G61500.1
OG0003954	Np005G2815700	AT4G24840.1
OG0003955	Np005G2818700	AT4G24690.1
OG0003956	Np006G3579200	AT2G27510.1
OG0003957	Np006G3579900	AT2G27550.1
OG0003958	Np006G3514100, Np006G3443300, Np006G3446500	AT2G30110.1
OG0003959	Np009G4317700, Np006G3455700	AT2G33410.1
OG0003960	Np004G2560400, Np001G0409900	AT1G04250.1
OG0003961	Np005G2811700	AT4G25140.1
OG0003962	Np004G2126700	AT1G29590.1, AT1G29550.1
OG0003964	Np001G0592500	AT1G19080.1, AT3G55490.1
OG0003965	Np002G1067900	AT1G56220.3
OG0003966	Np001G0029000	AT5G65560.1
OG0003967	Np001G0049200	AT5G64120.1
OG0003968	Np001G0054800, Np001G0055200, Np001G0054900	AT5G63690.1
OG0003970	Np001G0089800	AT5G61550.2
OG0003972	Np001G0095000	AT5G61190.5
OG0003973	Np001G0097200	AT5G60990.1
OG0003974	Np001G0106700	AT5G23535.1
OG0003975	Np001G0495500	AT3G48880.1
OG0003976	Np001G0133200	AT5G25640.1
OG0003977	Np001G0135300	AT5G25930.1
OG0003978	Np004G2465700	AT1G11680.1
OG0003979	Np003G1519500, Np001G0450400	AT3G45320.1
OG0003980	Np003G1520100	AT5G60250.1
OG0003982	Np003G1537600	AT5G58950.1
OG0003983	Np005G3135900, Np003G1540200	AT5G58784.1
OG0003984	Np003G1543500	AT5G58560.1
OG0003985	Np003G1558600	AT5G57530.1
OG0003986	Np003G1581900	AT5G56240.2
OG0003987	Np003G1750600, Np001G0498400	AT3G49000.1
OG0003988	Np003G1625500	AT5G54310.1
OG0003989	Np003G1327200	AT5G07000.1, AT5G07010.1
OG0003990	Np003G1642800	AT5G53270.1, AT5G53260.1
OG0003991	Np003G1301400	AT5G35917.1, AT5G05260.2
OG0003992	Np003G1297600	AT5G05010.1
OG0003993	Np003G1292200	AT5G04590.1
OG0003994	Np003G1276100	AT5G03380.1
OG0003995	Np003G1265200	AT5G02310.1
OG0003996	Np003G1265000	AT5G02290.1
OG0003997	Np005G3188200	AT3G56520.1, AT5G41090.1
OG0003998	Np007G4119400	AT3G10370.1
OG0004000	Np002G0764400	AT1G76430.1
OG0004001	Np002G0765600	AT1G76340.1
OG0004002	Np002G0771700	AT1G75910.1
OG0004003	Np001G0397400	AT5G44450.2
OG0004004	Np004G1902700	AT1G53720.1, AT1G56085.1
OG0004005	Np004G1903500	AT1G56040.1, AT1G56030.1
OG0004006	Np004G1906100	AT1G55850.1
OG0004008	Np004G1913600	AT1G55240.1
OG0004009	Np004G2029100	AT1G44100.1
OG0004010	Np004G1924700	AT1G53750.1
OG0004011	Np006G3392300	AT2G36360.4
OG0004012	Np003G1646300, Np006G3434500	AT5G53045.1
OG0004013	Np005G3053800	AT4G14420.1
OG0004014	Np005G3044500	AT4G14713.1, AT4G14720.2
OG0004015	Np002G1075700, Np005G3022700	AT4G15740.1
OG0004016	Np002G0811000	AT1G73460.1, AT1G73450.1
OG0004017	Np002G0794200, Np002G0794500	AT1G74290.1, AT1G74280.1, AT1G74300.1
OG0004018	Np002G1211500	AT1G64010.2
OG0004020	Np001G0211500	AT3G27230.1
OG0004021	Np005G2867200	AT4G21710.1
OG0004022	Np001G0371300	AT5G45510.1
OG0004023	Np007G3975500, Np004G1968800	AT3G19820.1
OG0004024	Np007G3975600	AT3G19830.1
OG0004025	Np006G3410600	AT3G02270.1, AT4G18300.1, AT2G34970.1
OG0004026	Np006G3409200	AT2G35120.1
OG0004027	Np001G0353300	AT5G46410.2
OG0004027	Np005G2924200	AT4G18140.1
OG0004028	Np004G2403300	AT1G15940.1
OG0004029	Np005G2850900	AT4G22570.1
OG0004030	Np004G1976300	AT1G42440.1
OG0004031	Np003G1795400	AT5G49690.1
OG0004032	Np005G2887300	AT4G20040.1
OG0004033	Np001G0393800, Np005G2884800	AT4G20300.2
OG0004034	Np001G0471800, Np005G2867900	AT4G21660.3
OG0004035	Np005G2865000, Np005G2864700, Np005G2865600, Np005G2865800, Np005G2865900	AT4G21760.2
OG0004036	Np007G3937500	AT3G18100.1
OG0004037	Np005G3000500	AT4G16442.1
OG0004038	Np005G2988800	AT4G16690.1
OG0004040	Np001G0007900	AT5G66550.2
OG0004041	Np001G0691600	AT3G62770.1
OG0004042	Np006G3226200	AT2G46610.1
OG0004043	Np006G3630800	AT2G26060.1, AT4G32990.1
OG0004044	Np001G0672800	AT3G61440.1
OG0004046	Np001G0648100	AT3G59550.1
OG0004047	Np001G0620000	AT3G57390.1
OG0004048	Np001G0279000	AT2G01300.1
OG0004049	Np001G0615800	AT3G57062.1
OG0004050	Np001G0608400	AT3G56630.1, AT1G34540.1
OG0004051	Np001G0572800	AT3G54200.1
OG0004053	Np001G0563600	AT3G53520.4
OG0004054	Np007G3875400	AT3G24800.1
OG0004055	Np004G1907300	AT1G55750.1
OG0004056	Np002G0830600	AT1G72050.3
OG0004058	Np006G3315600	AT2G40475.1
OG0004060	Np006G3657100	AT2G24450.1
OG0004061	Np005G2820400	AT4G24580.1
OG0004062	Np004G1985000	AT1G49190.2
OG0004063	Np004G2083200	AT1G33980.2
OG0004064	Np003G1779200	AT4G10080.1
OG0004065	Np003G1798100	AT4G11010.1, AT4G23900.1
OG0004066	Np003G1472900	AT5G19330.1
OG0004069	Np006G3214000	AT2G47400.1
OG0004070	Np006G3228300	AT2G46490.1
OG0004071	Np007G3782600	AT2G15400.1, AT2G15430.1
OG0004072	Np006G3255100	AT2G44581.1, AT2G44578.1
OG0004073	Np006G3266400	AT2G43640.1
OG0004074	Np004G2391100	AT1G17070.1
OG0004074	Np006G3287500	AT2G42330.1
OG0004076	Np007G4226100	AT3G03090.1
OG0004077	Np007G4221600	AT3G03410.1
OG0004078	Np007G4212900	AT3G03960.1
OG0004079	Np007G4205400	AT3G04470.1
OG0004081	Np007G4195200	AT3G04970.1
OG0004082	Np007G4194300	AT3G05020.1
OG0004084	Np007G4178800	AT3G05930.1
OG0004085	Np007G4176300	AT3G06060.2
OG0004087	Np007G4084300	AT3G12900.1
OG0004088	Np007G4075200	AT3G13460.1
OG0004090	Np007G4042600	AT3G15340.1
OG0004091	Np007G3902600	AT3G16000.1
OG0004092	Np007G3920500	AT3G17130.1
OG0004093	Np007G3935300	AT3G17970.1
OG0004094	Np007G3975000	AT3G19760.1
OG0004095	Np001G0168400	AT5G49010.1
OG0004096	Np001G0187800	AT3G29380.1
OG0004097	Np003G1359300	AT5G39650.1
OG0004097	Np005G3158300	AT1G09157.1
OG0004098	Np007G3849500	AT3G23600.1
OG0004099	Np007G3846300	AT3G23380.1
OG0004100	Np007G3837600	AT3G22845.1
OG0004102	Np007G3816500	AT3G21520.1
OG0004103	Np005G2744400	AT4G30000.2, AT1G69190.1
OG0004104	Np001G0162500	AT5G49530.1
OG0004105	Np001G0158900	AT5G28910.2
OG0004106	Np003G1895600	AT4G00300.1
OG0004107	Np004G2587900	AT1G01370.1
OG0004108	Np004G2562600	AT1G04080.3
OG0004109	Np004G2534000	AT1G06320.1
OG0004110	Np004G2518100, Np004G2515800	AT1G07670.1, AT1G07810.1
OG0004111	Np004G2502400	AT1G09000.1
OG0004112	Np003G1841900, Np003G1843100	AT4G05030.1
OG0004113	Np004G2475500	AT1G11080.2
OG0004114	Np002G1212300	AT1G62960.1
OG0004115	Np004G2417200, Np001G0266100	AT1G14750.3
OG0004116	Np004G2381200, Np004G2381000	AT1G17860.1
OG0004117	Np004G2378500	AT1G18070.3
OG0004119	Np003G1748500	AT5G49740.1, AT5G49730.1
OG0004120	Np002G0836600	AT1G71450.1
OG0004121	Np002G0855700	AT1G70270.2, AT1G23965.1, AT1G23995.1
OG0004122	Np002G1215300	AT1G12730.1, AT1G63110.1
OG0004123	Np001G0281500	AT3G27610.1
OG0004125	Np003G1849300	AT4G05440.1
OG0004126	Np001G0394300	AT5G44563.1
OG0004126	Np001G0395000	AT5G44567.1
OG0004127	Np001G0431800	AT3G44240.1
OG0004128	Np003G1841400	AT4G05020.2, AT4G21490.1
OG0004129	Np005G2614900, Np004G1997800	AT1G48200.1
OG0004130	Np005G2694300, Np005G2694200	AT4G37470.1
OG0004131	Np005G2679400	AT4G36250.1
OG0004132	Np005G2674700	AT4G35890.1
OG0004134	Np007G3856100	AT3G23840.1
OG0004136	Np003G1891800, Np005G2627700	AT4G00585.1
OG0004137	Np005G2769700	AT4G28005.1
OG0004144	Np007G3883500	AT2G06020.1
OG0004146	Np006G3600300, Np004G2519200	AT2G28920.1
OG0004147	Np003G1800400	AT3G43250.1
OG0004148	Np001G0279200	AT2G01290.1
OG0004149	Np001G0203000, Np001G0182100	AT3G27890.1
OG0004150	Np001G0666200, Np001G0666100	AT3G60790.1
OG0004152	Np003G1758500	AT4G08670.1
OG0004153	Np005G2781800	AT4G27310.1
OG0004154	Np003G1512900, Np003G1512200	AT5G22970.3
OG0004155	Np001G0061600	AT5G63240.1, AT5G63250.1
OG0004156	Np006G3381900	AT4G11402.1
OG0004156	Np007G4176000, Np007G4175600	AT3G06090.1
OG0004157	Np006G3415600	AT2G34770.1
OG0004165	Np005G2732200	AT2G23940.1, AT4G30500.1
OG0004166	Np005G2731700	AT4G30530.1
OG0004167	Np005G2731200	AT4G30590.1
OG0004168	Np001G0063700	AT5G63190.1
OG0004169	Np003G1446700	AT5G17350.1
OG0004170	Np003G1440300	AT5G16840.2
OG0004174	Np003G1420500	AT5G15160.1
OG0004175	Np003G1419800	AT5G15110.1
OG0004177	Np004G2300800, Np004G2301100	AT1G23560.1
OG0004178	Np003G1409100	AT5G14030.1
OG0004180	Np003G1375900	AT5G11070.1
OG0004181	Np001G0191400	AT3G29075.1
OG0004182	Np001G0123200	AT5G25060.1
OG0004183	Np003G1354800	AT5G09370.1
OG0004186	Np005G2815600	AT4G24860.1, AT1G62130.1
OG0004187	Np006G3620100	AT2G26740.1, AT2G26750.1
OG0004188	Np006G3615600	AT2G27020.2
OG0004189	Np006G3610700	AT2G27260.1
OG0004190	Np006G3579800, Np006G3607000	AT2G27490.1
OG0004191	Np006G3593700	AT2G28480.1
OG0004193	Np006G3531000	AT2G30400.1
OG0004194	Np006G3533900, Np006G3473500	AT2G30500.1
OG0004195	Np006G3548200, Np006G3481000	AT2G31230.1
OG0004196	Np004G1990900	AT1G48690.1
OG0004198	Np006G3561800	AT2G32210.1, AT2G32190.1
OG0004199	Np004G2003000	AT1G47830.1
OG0004200	Np004G2013200	AT1G46768.1
OG0004201	Np004G2010200	AT1G47210.2
OG0004202	Np004G2110900	AT1G28240.1
OG0004203	Np004G2119400	AT1G29140.1
OG0004204	Np004G2128200	AT1G29660.1
OG0004205	Np006G3421200	AT2G34410.1
OG0004206	Np004G2135600	AT1G30270.1
OG0004207	Np004G2138700	AT1G30470.1
OG0004208	Np004G2140600	AT1G30580.1
OG0004209	Np004G2147000	AT1G30840.1
OG0004210	Np004G2179100	AT1G32060.1
OG0004211	Np001G0250400	AT2G02950.1
OG0004212	Np001G0015600	AT5G66990.1
OG0004214	Np001G0016300	AT5G67060.1
OG0004215	Np001G0024300	AT5G67630.1
OG0004217	Np001G0058100	AT5G63530.1
OG0004218	Np001G0068700	AT5G62850.1
OG0004219	Np004G1943600	AT1G52495.1, AT1G52490.1
OG0004220	Np001G0093400	AT5G61330.2
OG0004221	Np001G0098800	AT5G60890.1
OG0004222	Np005G2992300	AT4G16620.1
OG0004223	Np001G0413400	AT5G43390.1, AT5G43400.1
OG0004225	Np001G0122300	AT5G24910.1
OG0004225	Np001G0122200	AT5G24900.1
OG0004226	Np003G1479000	AT5G19820.1
OG0004227	Np003G1489800	AT5G20680.1
OG0004228	Np003G1502900	AT5G22270.1
OG0004229	Np003G1533100	AT5G59050.1
OG0004230	Np003G1537200	AT5G52370.1, AT5G58990.1
OG0004231	Np003G1556900	AT5G57570.1
OG0004231	Np001G0248400	AT5G57567.2, AT2G03230.1
OG0004232	Np003G1571500	AT5G56780.1
OG0004233	Np005G2845700	AT4G22970.3
OG0004234	Np003G1587600	AT5G55810.2
OG0004235	Np001G0506700, Np004G2033500	AT3G49645.2
OG0004236	Np003G1634400	AT5G54770.1
OG0004237	Np003G1867600	AT4G02380.3
OG0004238	Np003G1862000	AT4G02720.1
OG0004239	Np003G1317600	AT5G27010.1
OG0004240	Np007G4119700	AT3G10340.1
OG0004240	Np003G1287400	AT5G04230.2
OG0004241	Np003G1286000	AT5G04110.2
OG0004242	Np003G1270900, Np003G1271000	AT5G02890.1
OG0004244	Np005G3182300	AT5G40740.1
OG0004245	Np005G3190500	AT5G41250.1
OG0004246	Np002G0712600	AT1G80730.1
OG0004248	Np002G0729700	AT1G78815.1, AT1G16910.1
OG0004249	Np002G0745600	AT1G77700.1
OG0004250	Np007G4156800	AT3G08670.1
OG0004251	Np004G1904800	AT1G55920.1
OG0004252	Np004G2093000	AT1G25350.2
OG0004253	Np004G1933300	AT1G53210.1
OG0004254	Np005G3091100	AT4G13430.1
OG0004255	Np006G3254500	AT2G44620.1
OG0004256	Np002G0817300	AT1G72880.1
OG0004257	Np004G2291200	AT1G24090.1, AT5G51080.1
OG0004260	Np003G1718400	AT5G50830.2
OG0004261	Np001G0204700	AT3G27710.1, AT3G27720.1
OG0004262	Np001G0230300	AT3G26070.1, AT3G26080.2
OG0004263	Np004G2270100	AT1G26840.1
OG0004264	Np002G0870600	AT1G69420.1
OG0004265	Np001G0357900	AT5G46230.1
OG0004266	Np001G0364400	AT5G46020.1
OG0004267	Np001G0371700	AT5G45470.1, AT5G45460.1
OG0004269	Np006G3623900, Np006G3623800	AT2G26540.1
OG0004271	Np004G1957200	AT1G51355.1
OG0004272	Np004G1951800	AT1G51800.1
OG0004273	Np004G1945300	AT1G52315.1
OG0004274	Np005G2914100	AT4G18570.1
OG0004275	Np005G2914900	AT4G18530.1
OG0004277	Np005G2949100	AT4G17440.3
OG0004278	Np007G4098200	AT3G51120.1
OG0004279	Np005G2833500	AT4G23690.1
OG0004280	Np005G2835200	AT4G23450.2
OG0004281	Np003G1680900	AT5G51590.1
OG0004282	Np005G2828700	AT4G24080.1
OG0004283	Np006G3411200, Np006G3410900	AT2G34930.1
OG0004284	Np005G2849100	AT4G12334.1
OG0004285	Np006G3347700, Np005G2887500	AT4G20020.1
OG0004286	Np005G2871100	AT4G20880.1
OG0004287	Np005G2874800	AT4G21110.1
OG0004288	Np005G2977800	AT4G16850.1
OG0004289	Np007G4251000	AT5G14290.1, AT3G01740.1
OG0004290	Np001G0136900	AT5G26110.1
OG0004291	Np001G0694200	AT3G63010.1
OG0004292	Np001G0674000	AT3G61530.1, AT2G46110.1
OG0004293	Np001G0669000	AT3G61140.1
OG0004294	Np001G0648500	AT3G59600.1
OG0004294	Np004G1916600	AT1G54250.1
OG0004295	Np001G0635100	AT3G58610.1
OG0004296	Np001G0631200, Np001G0630900	AT3G58230.1
OG0004297	Np001G0630200	AT3G58180.1
OG0004298	Np001G0624500	AT3G57670.1
OG0004299	Np001G0613800	AT3G56910.1
OG0004300	Np001G0597300, Np001G0608300	AT3G56620.1
OG0004302	Np001G0585200	AT3G55010.1
OG0004303	Np003G1639100	AT5G53400.1
OG0004304	Np007G3867500	AT3G24310.1
OG0004305	Np005G3180400, Np007G3751700	AT2G17950.1
OG0004306	Np007G3749000	AT2G18160.1
OG0004307	Np007G3743200	AT2G18560.1, AT2G18570.1
OG0004308	Np007G3733300	AT2G19480.1
OG0004310	Np006G3305700	AT2G41190.1
OG0004311	Np006G3309200	AT2G40890.1
OG0004312	Np006G3311300	AT2G40750.1
OG0004313	Np006G3323600	AT2G40116.1
OG0004314	Np006G3341500	AT2G39200.1
OG0004315	Np006G3351300	AT2G38640.1
OG0004316	Np006G3369800	AT2G37590.1
OG0004317	Np003G1817600, Np002G0917400	AT4G12040.1
OG0004318	Np006G3667800	AT2G23700.1
OG0004319	Np004G2094500	AT1G25260.1
OG0004320	Np002G1159300, Np004G2558600	AT1G04445.2
OG0004322	Np001G0140900	AT5G26700.1
OG0004323	Np001G0146900	AT5G27820.1
OG0004324	Np001G0147600	AT5G27720.1
OG0004325	Np001G0148300	AT5G27670.1
OG0004326	Np006G3219400	AT2G47050.1
OG0004327	Np006G3219500	AT2G47030.1
OG0004328	Np006G3227600, Np006G3255700	AT2G46520.1
OG0004329	Np006G3230000	AT2G46370.4
OG0004330	Np006G3231100	AT2G46230.1, AT1G26530.1
OG0004331	Np007G3813000	AT3G21320.1
OG0004332	Np001G0668700	AT3G61113.1
OG0004332	Np006G3239100	AT2G45695.1
OG0004334	Np006G3274500	AT2G43140.2
OG0004335	Np006G3275300	AT2G43090.1
OG0004336	Np006G3278800	AT2G42870.1
OG0004337	Np001G0329900	AT5G47180.1
OG0004338	Np001G0331500	AT5G47140.1
OG0004339	Np001G0333000	AT5G47060.1
OG0004340	Np007G4180600	AT3G05800.1
OG0004341	Np007G4177600	AT3G05975.1
OG0004342	Np007G4166100	AT3G06670.2
OG0004343	Np007G4165200	AT3G06760.2
OG0004345	Np007G4125400	AT3G10050.1
OG0004346	Np007G4106200	AT3G11230.2
OG0004347	Np007G4097900	AT3G11840.1
OG0004348	Np007G4094200	AT3G12030.1
OG0004348	Np003G1323300	AT5G06660.1
OG0004349	Np007G4088200	AT3G12600.1
OG0004350	Np007G4080500	AT3G13120.1
OG0004351	Np007G4075300	AT3G13450.1
OG0004352	Np007G4065900	AT3G13810.2
OG0004353	Np007G4060500, Np004G2330600	AT3G14080.1
OG0004354	Np007G4059300	AT3G14200.1
OG0004355	Np007G4049900	AT3G14850.2
OG0004357	Np007G4039400	AT3G15390.1
OG0004358	Np007G4038900, Np002G0865500	AT1G80745.1, AT3G15420.1
OG0004359	Np007G3902500	AT3G15990.1
OG0004360	Np007G3717400	AT2G20720.1
OG0004361	Np007G3920400	AT3G17120.1
OG0004362	Np007G3947600	AT3G18690.1
OG0004363	Np007G3954200	AT3G19000.1
OG0004364	Np007G3968800	AT3G19580.1
OG0004366	Np011G4357300, Np011G4358900	AT3G20460.1
OG0004367	Np007G3806500	AT3G20898.1
OG0004368	Np007G3808600	AT3G21110.1
OG0004370	Np005G3124700	AT5G37740.2
OG0004371	Np005G3111800	AT5G37020.1
OG0004372	Np001G0180900	AT5G48030.1
OG0004373	Np007G3854400	AT3G23770.1
OG0004374	Np007G3843800	AT3G23250.1
OG0004375	Np007G3970400, Np007G3830900	AT3G22380.2
OG0004376	Np007G3823600	AT3G21865.1
OG0004377	Np007G3820500	AT3G21710.2
OG0004378	Np007G3820400	AT3G21700.3
OG0004379	Np007G3814900, Np007G3815000	AT3G21460.1
OG0004380	Np002G0993100	AT1G65270.1
OG0004381	Np003G1464800	AT5G18650.1
OG0004382	Np001G0534900	AT3G51670.1
OG0004383	Np001G0533400	AT3G51550.1
OG0004384	Np004G2582800	AT1G02305.1, AT1G02300.1
OG0004385	Np004G2569600	AT1G03475.1
OG0004387	Np004G2537700	AT1G05960.2
OG0004388	Np004G2515000	AT1G07890.1
OG0004389	Np004G2500500	AT3G55790.1, AT1G09176.1
OG0004391	Np004G2493200	AT1G09760.1
OG0004392	Np004G2462100	AT1G11890.1
OG0004393	Np004G2452100	AT1G12550.1
OG0004394	Np004G2451400	AT1G12610.1
OG0004395	Np004G2448700	AT1G12760.1
OG0004396	Np004G2396300	AT1G16560.1
OG0004397	Np004G2339700	AT1G21460.1
OG0004398	Np004G2327300	AT1G59171.1, AT1G58643.1, AT1G58936.1, AT1G59312.1, AT1G22100.1
OG0004399	Np004G2319400	AT1G22640.1
OG0004400	Np002G0835200	AT1G71710.1
OG0004401	Np002G0855800	AT1G70260.1
OG0004402	Np002G0751200	AT3G59590.1
OG0004403	Np002G1220700, Np005G3018400	AT1G63220.1
OG0004404	Np002G1074000, Np002G1074900	AT1G56250.1, AT1G56240.1
OG0004405	Np002G1243900	AT5G42060.1, AT1G64490.1
OG0004407	Np006G3625400	AT3G53690.1
OG0004408	Np005G2621500	AT4G39900.1
OG0004409	Np005G2686100	AT4G37240.1
OG0004410	Np005G2660200	AT4G35180.1
OG0004411	Np005G2633400	AT4G33210.1
OG0004412	Np006G3657600	AT4G00231.1
OG0004413	Np005G2638500	AT4G33650.2
OG0004414	Np005G2640900	AT4G33880.1
OG0004415	Np005G2642000	AT4G33980.2
OG0004416	Np005G2710000	AT4G32030.1
OG0004417	Np005G2716000	AT4G31610.2
OG0004418	Np005G2718500	AT4G31380.1
OG0004419	Np007G3850300	AT3G23640.3
OG0004420	Np004G2043000	AT1G35310.1
OG0004421	Np003G1882900	AT4G00910.1
OG0004422	Np003G1883400	AT4G00990.1
OG0004423	Np005G2766100	AT4G28310.1, AT1G52270.1
OG0004425	Np004G2099000	AT1G24405.1
OG0004428	Np004G1970700	AT1G50060.1, AT1G50050.1
OG0004433	Np005G3115500	AT2G20660.1, AT2G33130.1
OG0004434	Np001G0206900	AT4G27710.1
OG0004438	Np001G0169500	AT4G13955.1
OG0004439	Np001G0418600	AT5G43064.1, AT5G43066.1, AT5G43068.1
OG0004440	Np002G0727900	AT1G78955.1
OG0004451	Np005G2844000	AT4G23060.1
OG0004452	Np001G0469300	AT3G47120.1
OG0004453	Np006G3345700	AT2G38950.1
OG0004454	Np007G3855400	AT5G47320.1
OG0004455	Np001G0259100	AT2G02170.1
OG0004456	Np003G1455900	AT5G18110.1
OG0004457	Np004G2556300	AT1G04640.1
OG0004458	Np003G1440000	AT5G16830.1
OG0004459	Np005G2851200, Np005G2957600, Np005G2957500, Np001G0369000, Np001G0698700	AT3G63410.1
OG0004460	Np003G1433100	AT5G16270.1
OG0004461	Np003G1427700	AT5G15830.1
OG0004462	Np003G1419900	AT5G15120.1
OG0004463	Np003G1417100	AT5G14780.1
OG0004464	Np007G3770100, Np001G0434600	AT2G16710.3
OG0004465	Np003G1406100	AT5G13750.1
OG0004466	Np003G1402700	AT5G13450.1
OG0004468	Np003G1398100, Np007G3783000	AT5G13130.1
OG0004469	Np003G1396300	AT5G12960.1, AT5G12950.1
OG0004470	Np003G1392700	AT5G12400.1
OG0004471	Np003G1388900	AT5G12050.1
OG0004472	Np003G1385200	AT5G11810.1
OG0004473	Np001G0127600, Np003G1377000	AT5G11110.1
OG0004476	Np003G1368500	AT5G10510.3
OG0004478	Np003G1353000	AT5G08790.1
OG0004479	Np003G1342500	AT5G08080.3
OG0004480	Np003G1856100	AT4G03120.1
OG0004481	Np003G1854400	AT4G03240.1
OG0004482	Np005G2812200	AT4G25090.1
OG0004484	Np006G3607900	AT2G27430.1
OG0004485	Np006G3586800	AT2G28000.1
OG0004486	Np006G3589100	AT2G28160.1
OG0004487	Np006G3503800, Np008G4283200	AT2G29590.1
OG0004488	Np006G3508000, Np006G3508600	AT2G29710.1, AT2G29730.1
OG0004489	Np006G3521900	AT2G29980.1
OG0004490	Np006G3527500, Np006G3479600	AT2G30300.1
OG0004491	Np006G3476600	AT2G30424.1, AT2G30432.1, AT2G30420.1
OG0004492	Np006G3532000, Np006G3475900	AT2G30470.1
OG0004493	Np006G3552700	AT2G31500.1
OG0004494	Np006G3570700	AT2G32650.1, AT2G32180.1, AT2G27402.1
OG0004495	Np006G3573000	AT2G32765.1
OG0004496	Np006G3576600	AT2G33040.1
OG0004497	Np007G4066100, Np009G4316300	AT2G33380.1
OG0004498	Np009G4319900, Np006G3452400	AT2G33435.1
OG0004499	Np001G0412600	AT5G43450.1, AT5G43440.1
OG0004500	Np004G2560300	AT1G04260.1
OG0004503	Np004G2019000	AT1G45201.3
OG0004504	Np004G2107300	AT1G27950.1
OG0004505	Np004G2109600	AT1G28130.1
OG0004507	Np004G2111100	AT1G28260.1
OG0004508	Np004G2114600	AT1G28490.1
OG0004509	Np004G2118600	AT1G29070.1
OG0004510	Np004G2124700	AT1G29395.1, AT1G29390.1
OG0004511	Np004G2127800	AT1G29640.1
OG0004512	Np004G2130100	AT1G29770.1
OG0004513	Np004G2130800	AT1G29850.3
OG0004514	Np005G3177600	AT2G44860.1
OG0004515	Np004G2133800	AT1G30110.1
OG0004516	Np004G2142400	AT1G30700.1
OG0004517	Np003G1513400, Np003G1513300	AT1G31260.1
OG0004518	Np001G0252300	AT2G02720.1
OG0004519	Np001G0249000	AT2G03120.1
OG0004520	Np006G3408800, Np001G0241900	AT2G03690.1
OG0004521	Np001G0014800	AT5G66920.1
OG0004522	Np001G0029900	AT5G65480.1
OG0004523	Np001G0042500	AT5G64620.1
OG0004524	Np001G0049400	AT5G64100.1
OG0004525	Np001G0050900	AT5G64040.2
OG0004526	Np001G0054300	AT5G63720.1
OG0004527	Np001G0065000	AT5G63140.1
OG0004528	Np001G0073800	AT3G47470.1
OG0004529	Np001G0077200	AT5G62180.1
OG0004530	Np001G0092400	AT5G61420.2
OG0004531	Np001G0103400	AT5G23260.4
OG0004532	Np001G0246900, Np001G0247000	AT2G03360.2, AT2G03370.2
OG0004533	Np005G3045400	AT5G25420.1, AT1G65550.1
OG0004534	Np001G0132400	AT5G25610.1
OG0004535	Np001G0132700	AT5G25620.2
OG0004536	Np001G0138200	AT5G26210.1
OG0004537	Np005G3108600	AT5G36260.1
OG0004538	Np003G1484400	AT5G20190.1
OG0004539	Np003G1488900	AT5G20635.1
OG0004540	Np003G1492000	AT5G20885.1
OG0004541	Np003G1492100	AT5G20890.1
OG0004542	Np003G1493600	AT5G20970.1
OG0004543	Np003G1496900, Np003G1496300, Np003G1495500	AT5G21130.1
OG0004544	Np003G1499100	AT5G21280.1
