Orthogroup	Noccaea_praecox	Arabis_alpina
OG0001689	Np003G1769400, Np003G1768600	Aa_G601720.h1.t1
OG0001690	Np001G0694600	Aa_G163580.h1.t1, Aa_G163590.h1.t1
OG0001690	Np006G3205600	Aa_G13110.h1.t1
OG0001691	Np001G0692500	Aa_G364320.h1.t1
OG0001691	Np006G3210300	Aa_G206090.h1.t1
OG0001692	Np001G0691100	Aa_G605820.h1.t1
OG0001692	Np004G1996800	Aa_G12870.h1.t1
OG0001693	Np006G3220600	Aa_G177970.h1.t1
OG0001693	Np001G0683000	Aa_G2440.h1.t1
OG0001695	Np001G0657500	Aa_G103450.h1.t1
OG0001696	Np001G0657400	Aa_G103440.h1.t1
OG0001696	Np006G3253900	Aa_G265040.h1.t1
OG0001697	Np006G3272600	Aa_G125560.h1.t1
OG0001697	Np001G0646400	Aa_G568530.h1.t1
OG0001698	Np006G3279300	Aa_G199980.h1.t1
OG0001698	Np001G0637300	Aa_G114260.h1.t1
OG0001699	Np006G3287800	Aa_G210110.h1.t1
OG0001699	Np001G0626200	Aa_G494440.h1.t1
OG0001703	Np007G3886600	Aa_G200.h1.t1, Aa_G246610.h1.t1
OG0001704	Np007G3800700	Aa_G375660.h1.t1
OG0001705	Np003G1832000	Aa_G320490.h1.t1
OG0001705	Np006G3327600	Aa_G38340.h1.t1
OG0001706	Np005G2613400	Aa_G352040.h1.t1
OG0001706	Np006G3700800	Aa_G666760.h1.t1
OG0001707	Np003G1759800	Aa_G97550.h1.t1
OG0001708	Np003G1779000	Aa_G294820.h1.t1
OG0001708	Np004G2313400	Aa_G121830.h1.t1
OG0001709	Np003G1784000	Aa_G273610.h1.t1
OG0001709	Np004G2061200	Aa_G107870.h1.t1
OG0001710	Np007G4178900	Aa_G205780.h1.t1
OG0001710	Np001G0141000	Aa_G40940.h1.t1
OG0001711	Np001G0152100	Aa_G251070.h1.t1
OG0001711	Np007G4193100	Aa_G4900.h1.t1
OG0001712	Np007G4194100	Aa_G4770.h1.t1
OG0001712	Np001G0153700	Aa_G251170.h1.t1
OG0001713	Np006G3269100	Aa_G761680.h2.t1, Aa_G761680.h1.t1, Aa_G581260.h1.t1, Aa_G581270.h1.t1
OG0001714	Np007G4244800	Aa_G14760.h1.t1
OG0001716	Np004G2506500	Aa_G442550.h1.t1
OG0001716	Np007G4205000	Aa_G4180.h1.t1
OG0001717	Np007G3914100	Aa_G617210.h1.t1, Aa_G242750.h1.t1
OG0001717	Np007G4186500	Aa_G50960.h1.t1
OG0001718	Np007G4182700, Np007G4182600, Np007G4181500, Np007G4182200	Aa_G333700.h1.t1
OG0001719	Np007G4173100	Aa_G47700.h1.t1
OG0001719	Np003G1467400	Aa_G726480.h1.t1
OG0001720	Np007G4171900	Aa_G49770.h1.t1
OG0001720	Np003G1464500	Aa_G372450.h1.t1
OG0001723	Np007G4161700	Aa_G49740.h1.t1
OG0001723	Np001G0170200	Aa_G675480.h1.t1
OG0001724	Np003G1757800	Aa_G12660.h1.t1
OG0001724	Np007G4128600	Aa_G34550.h1.t1
OG0001725	Np007G4103000	Aa_G216110.h1.t1
OG0001726	Np007G3935500	Aa_G501340.h1.t1
OG0001726	Np004G1992600	Aa_G110610.h1.t1
OG0001727	Np007G3941400	Aa_G82110.h1.t1
OG0001727	Np004G1990200	Aa_G161210.h1.t1
OG0001728	Np003G1649600	Aa_G398460.h1.t1
OG0001729	Np001G0532100	Aa_G122710.h1.t1
OG0001730	Np004G2588800	Aa_G105880.h1.t1
OG0001730	Np003G1885400	Aa_G67960.h1.t1
OG0001731	Np003G1884400	Aa_G67910.h1.t1
OG0001731	Np004G2588000	Aa_G105910.h1.t1
OG0001732	Np003G1873100	Aa_G46560.h1.t1
OG0001732	Np004G2580900	Aa_G452100.h1.t1
OG0001733	Np004G2577400	Aa_G6580.h1.t1
OG0001733	Np003G1870200	Aa_G191520.h1.t1
OG0001734	Np002G1129900	Aa_G100920.h1.t1
OG0001735	Np002G1171300	Aa_G72230.h1.t1
OG0001735	Np004G2476500	Aa_G457540.h1.t1
OG0001736	Np002G1177700	Aa_G735160.h1.t1
OG0001736	Np004G2474100	Aa_G232670.h1.t1
OG0001737	Np005G3018800	Aa_G418620.h1.t1
OG0001738	Np002G1202300	Aa_G162420.h1.t1
OG0001739	Np004G2443500, Np004G2306000	Aa_G587920.h1.t1
OG0001740	Np002G0843500	Aa_G665770.h1.t1
OG0001741	Np005G2627000	Aa_G237300.h1.t1
OG0001741	Np002G0837800	Aa_G763500.h1.t1
OG0001742	Np002G0851700	Aa_G17630.h1.t1
OG0001742	Np004G2304200, Np004G2304400	Aa_G62460.h1.t1
OG0001743	Np004G2297500, Np002G0855000	Aa_G487290.h2.t1, Aa_G487290.h1.t1
OG0001744	Np002G1181500	Aa_G546220.h1.t1, Aa_G546230.h1.t1, Aa_G546240.h1.t1
OG0001745	Np005G2619900	Aa_G406840.h1.t1
OG0001745	Np006G3692500	Aa_G91760.h1.t1
OG0001746	Np006G3689400	Aa_G313860.h1.t1
OG0001746	Np005G2623800	Aa_G294310.h1.t1
OG0001747	Np005G2695200	Aa_G153230.h1.t1
OG0001747	Np006G3679500	Aa_G157390.h1.t1
OG0001749	Np007G3771500	Aa_G313570.h1.t1
OG0001749	Np005G2654000	Aa_G557000.h1.t1
OG0001750	Np005G2715900	Aa_G145040.h1.t1
OG0001750	Np004G2042600	Aa_G241530.h1.t1
OG0001751	Np005G2724900	Aa_G163960.h1.t1
OG0001751	Np006G3331500	Aa_G279570.h1.t1
OG0001752	Np004G2297200, Np004G2297300, Np004G2297400	Aa_G487300.h2.t1, Aa_G487300.h1.t1
OG0001754	Np007G3776400, Np003G1624600	Aa_G662960.h1.t1, Aa_G110380.h1.t1
OG0001755	Np001G0446500, Np001G0446400, Np001G0446300, Np001G0446200	Aa_G192020.h1.t1
OG0001756	Np005G3034100	Aa_G351600.h1.t1
OG0001758	Np001G0347300, Np001G0347400	Aa_G8110.h1.t1
OG0001760	Np006G3434000, Np002G1066200, Np006G3548700	Aa_G478790.h1.t1
OG0001763	Np007G4220800	Aa_G220410.h1.t1, Aa_G1080630.h1.t1, Aa_G1080630.h2.t1, Aa_G47560.h1.t1, Aa_G416320.h1.t1
OG0001764	Np007G4228400	Aa_G111920.h1.t1
OG0001765	Np003G1435000	Aa_G539750.h1.t1
OG0001765	Np007G4230400	Aa_G250380.h1.t1
OG0001766	Np003G1434100, Np002G0736100	Aa_G96730.h1.t1
OG0001766	Np003G1434300	Aa_G530160.h1.t1
OG0001767	Np004G2470900, Np004G2469800	Aa_G545500.h1.t1, Aa_G194520.h1.t1
OG0001768	Np002G0855200	Aa_G189640.h1.t1
OG0001768	Np003G1417700	Aa_G8080.h1.t1
OG0001769	Np003G1412800	Aa_G258180.h1.t1
OG0001770	Np002G0710200	Aa_G21440.h1.t1
OG0001771	Np003G1858800, Np003G1866100	Aa_G408360.h1.t1
OG0001771	Np004G2163100	Aa_G434830.h1.t1
OG0001772	Np003G1368700	Aa_G98290.h1.t1
OG0001772	Np001G0028600	Aa_G81400.h1.t1
OG0001773	Np001G0031100	Aa_G292850.h1.t1
OG0001773	Np003G1367700	Aa_G98170.h1.t1
OG0001774	Np003G1341900	Aa_G541410.h1.t1
OG0001774	Np001G0097100	Aa_G94860.h1.t1
OG0001775	Np003G1335800	Aa_G471540.h1.t1
OG0001775	Np001G0089400	Aa_G401170.h1.t1
OG0001776	Np004G2571700	Aa_G135150.h1.t1
OG0001777	Np004G2520000	Aa_G310530.h1.t1
OG0001777	Np006G3602500	Aa_G425720.h1.t1
OG0001778	Np004G2521400	Aa_G543890.h1.t1
OG0001779	Np006G3501800, Np008G4281800	Aa_G142680.h1.t1, Aa_G199780.h1.t1
OG0001779	Np004G2522000	Aa_G275760.h1.t1
OG0001780	Np004G2526100	Aa_G429770.h1.t1
OG0001780	Np006G3524700	Aa_G35500.h1.t1
OG0001781	Np004G2536000	Aa_G517610.h1.t1
OG0001781	Np006G3548100, Np006G3481100	Aa_G359430.h1.t1
OG0001782	Np007G3862400	Aa_G363620.h1.t1, Aa_G363610.h1.t1
OG0001783	Np001G0403300	Aa_G89490.h1.t1
OG0001783	Np004G2564700	Aa_G134510.h1.t1
OG0001784	Np005G2810600	Aa_G90860.h1.t1
OG0001785	Np003G1670900	Aa_G375210.h1.t1
OG0001785	Np005G2807400	Aa_G29850.h1.t1
OG0001787	Np001G0419700	Aa_G492520.h1.t1
OG0001788	Np004G2104900	Aa_G631110.h1.t1, Aa_G631120.h1.t1
OG0001788	Np001G0418300	Aa_G32760.h1.t1
OG0001789	Np004G2137700	Aa_G156130.h1.t1, Aa_G389880.h1.t1
OG0001789	Np006G3417700	Aa_G423410.h1.t1
OG0001790	Np001G0059700	Aa_G75210.h1.t1
OG0001790	Np001G0490200	Aa_G744770.h1.t1
OG0001791	Np001G0066900	Aa_G406310.h1.t1
OG0001791	Np007G4099400	Aa_G102870.h1.t1
OG0001792	Np001G0067400, Np001G0068300	Aa_G406210.h1.t1
OG0001793	Np004G2101800	Aa_G415670.h1.t1
OG0001793	Np004G2101700	Aa_G415660.h1.t1
OG0001794	Np001G0111100	Aa_G377390.h1.t1
OG0001795	Np001G0136800	Aa_G112940.h1.t1, Aa_G112950.h1.t1
OG0001796	Np001G0438400	Aa_G403320.h1.t1
OG0001796	Np003G1501700	Aa_G8740.h1.t1
OG0001797	Np001G0438900	Aa_G403380.h1.t1
OG0001797	Np003G1502700	Aa_G8680.h1.t1
OG0001798	Np001G0450100	Aa_G436380.h1.t1
OG0001798	Np003G1518600	Aa_G362110.h1.t1
OG0001799	Np003G1524700, Np003G1524200	Aa_G652420.h1.t1
OG0001800	Np001G0466100	Aa_G578540.h1.t1
OG0001802	Np003G1586700, Np005G2790100	Aa_G641220.h1.t1
OG0001803	Np007G4099200	Aa_G102900.h1.t1
OG0001803	Np003G1320200	Aa_G414680.h1.t1
OG0001804	Np003G1306800	Aa_G526570.h1.t1
OG0001805	Np007G4116900	Aa_G137230.h1.t1
OG0001805	Np003G1291600	Aa_G73210.h1.t1
OG0001806	Np007G4120200	Aa_G419540.h1.t1
OG0001806	Np003G1286700	Aa_G140740.h1.t1
OG0001807	Np003G1286200	Aa_G140780.h1.t1
OG0001807	Np007G4120500	Aa_G419560.h1.t1
OG0001808	Np007G4129100	Aa_G34600.h1.t1
OG0001809	Np001G0210100	Aa_G263330.h1.t1
OG0001809	Np005G3182500	Aa_G413270.h1.t1
OG0001810	Np005G2679600, Np005G2679700	Aa_G179430.h1.t1
OG0001811	Np004G2390400	Aa_G275030.h1.t1
OG0001811	Np002G0734200, Np002G0734300	Aa_G470660.h1.t1
OG0001812	Np004G2341800, Np005G3097900	Aa_G331030.h1.t1
OG0001813	Np004G2342300	Aa_G60800.h1.t1
OG0001814	Np002G0759800	Aa_G418920.h1.t1
OG0001814	Np004G2342900	Aa_G60730.h1.t1
OG0001815	Np002G0769800	Aa_G87880.h1.t1
OG0001815	Np004G2351900	Aa_G436660.h1.t1
OG0001816	Np002G0829400, Np002G0829300	Aa_G396690.h1.t1
OG0001817	Np005G3141900	Aa_G421580.h1.t1
OG0001818	Np004G2362300	Aa_G407740.h1.t1
OG0001818	Np002G0784500	Aa_G259430.h1.t1
OG0001819	Np007G3757700	Aa_G650580.h1.t1
OG0001819	Np005G2665600	Aa_G426390.h1.t1
OG0001820	Np005G2676000	Aa_G514600.h1.t1
OG0001820	Np007G3752800	Aa_G249580.h1.t1
OG0001821	Np006G3391600	Aa_G426250.h1.t1
OG0001821	Np001G0551800	Aa_G395730.h1.t1
OG0001822	Np001G0224700	Aa_G25750.h1.t1
OG0001822	Np006G3383700	Aa_G25330.h1.t1
OG0001823	Np005G3023500, Np007G4174300, Np007G4174400	Aa_G753100.h1.t1
OG0001824	Np002G0816100	Aa_G341740.h1.t1
OG0001824	Np004G2382800	Aa_G454440.h1.t1
OG0001826	Np002G0793300	Aa_G283730.h1.t1
OG0001826	Np004G2370400	Aa_G119160.h1.t1
OG0001827	Np005G2754500	Aa_G343420.h1.t1
OG0001827	Np007G3727600	Aa_G64120.h1.t1
OG0001828	Np004G2268700	Aa_G254950.h1.t1
OG0001829	Np004G2499600, Np007G4032600, Np005G2918000	Aa_G423050.h1.t1
OG0001829	Np001G0359300	Aa_G58250.h1.t1
OG0001830	Np001G0372600	Aa_G239410.h1.t1
OG0001830	Np005G2903500	Aa_G78130.h1.t1
OG0001831	Np004G1932800	Aa_G435880.h1.t1
OG0001831	Np004G2521800	Aa_G275730.h1.t1
OG0001832	Np004G1953400	Aa_G611070.h1.t1
OG0001833	Np007G3903900	Aa_G241840.h1.t1
OG0001833	Np004G1946900	Aa_G568100.h1.t1
OG0001834	Np006G3424800	Aa_G12040.h1.t1
OG0001834	Np003G1658700	Aa_G435740.h1.t1
OG0001836	Np004G2522100	Aa_G275770.h1.t1
OG0001837	Np007G3781900	Aa_G541710.h1.t1
OG0001837	Np005G2643300	Aa_G274360.h1.t1
OG0001838	Np007G3762800	Aa_G542180.h1.t1
OG0001838	Np005G2661100	Aa_G379280.h1.t1
OG0001839	Np003G1799300	Aa_G686370.h1.t1
OG0001840	Np005G2846600	Aa_G19940.h1.t1
OG0001840	Np003G1816100	Aa_G225600.h1.t1
OG0001842	Np005G2884200	Aa_G245360.h1.t1, Aa_G245350.h1.t1
OG0001843	Np003G1849100	Aa_G41990.h1.t1
OG0001843	Np005G2874500	Aa_G416730.h1.t1, Aa_G586790.h1.t1
OG0001844	Np003G1840500	Aa_G373240.h1.t1
OG0001844	Np005G2868800	Aa_G398630.h1.t1
OG0001845	Np004G2512500	Aa_G369430.h1.t1
OG0001846	Np006G3302700	Aa_G238630.h1.t1, Aa_G124080.h1.t1
OG0001847	Np001G0692400	Aa_G206120.h1.t1, Aa_G206120.h2.t1
OG0001847	Np006G3210200	Aa_G364310.h1.t1, Aa_G364310.h2.t1
OG0001848	Np001G0683100	Aa_G2450.h1.t1
OG0001848	Np006G3220400	Aa_G177990.h1.t1
OG0001849	Np001G0664400	Aa_G353970.h1.t1
OG0001849	Np006G3247300	Aa_G443520.h1.t1
OG0001850	Np001G0657800	Aa_G102460.h1.t1
OG0001851	Np001G0656400	Aa_G103360.h1.t1
OG0001851	Np006G3254900	Aa_G265120.h1.t1
OG0001852	Np001G0654900	Aa_G218940.h1.t1
OG0001852	Np006G3257800	Aa_G479520.h1.t1
OG0001853	Np001G0652100	Aa_G349420.h1.t1
OG0001854	Np001G0650100	Aa_G322920.h1.t1
OG0001854	Np001G0649600	Aa_G322950.h1.t1
OG0001855	Np006G3308000	Aa_G144230.h1.t1
OG0001855	Np001G0609200	Aa_G174990.h1.t1
OG0001856	Np006G3330900	Aa_G38080.h1.t1, Aa_G699510.h1.t1
OG0001856	Np001G0594300, Np001G0594400	Aa_G213630.h1.t1
OG0001857	Np001G0579600	Aa_G349640.h1.t1, Aa_G381230.h1.t1
OG0001858	Np001G0561300	Aa_G14200.h1.t1
OG0001858	Np006G3378700	Aa_G531170.h1.t1
OG0001859	Np005G2682400	Aa_G342330.h1.t1
OG0001859	Np007G3746500	Aa_G221830.h1.t1, Aa_G415540.h1.t1
OG0001860	Np005G2685000	Aa_G223210.h1.t1
OG0001860	Np007G3742700	Aa_G426660.h1.t1
OG0001861	Np002G0972100, Np002G0899100	Aa_G686000.h1.t1
OG0001862	Np003G1826200, Np003G1572400	Aa_G93580.h1.t1
OG0001864	Np006G3683500	Aa_G375060.h1.t1
OG0001865	Np004G2049500	Aa_G239560.h1.t1
OG0001865	Np003G1756200	Aa_G12650.h1.t1
OG0001866	Np004G2493000	Aa_G160860.h1.t1
OG0001866	Np007G4144300	Aa_G500900.h1.t1
OG0001867	Np006G3283400	Aa_G574050.h1.t1, Aa_G574060.h1.t1
OG0001869	Np004G2344800	Aa_G33330.h1.t1
OG0001871	Np007G4232300	Aa_G42350.h1.t1
OG0001871	Np007G4232200	Aa_G42340.h1.t1
OG0001872	Np007G3849900	Aa_G293430.h1.t1
OG0001873	Np004G2428300	Aa_G585790.h1.t1
OG0001874	Np006G3636200	Aa_G35800.h1.t1
OG0001874	Np005G2700200	Aa_G153890.h1.t1
OG0001875	Np001G0191700	Aa_G486790.h1.t1
OG0001876	Np005G3186800, Np005G3156300	Aa_G752880.h1.t1
OG0001876	Np005G3186900, Np005G3155900	Aa_G245480.h1.t1
OG0001877	Np005G3133700	Aa_G417800.h1.t1
OG0001877	Np002G0934700	Aa_G63770.h1.t1
OG0001878	Np003G1893900	Aa_G299900.h1.t1, Aa_G299890.h1.t1
OG0001878	Np004G2591700	Aa_G291150.h1.t1
OG0001879	Np004G2479800	Aa_G545750.h1.t1
OG0001879	Np005G2799300	Aa_G240610.h1.t1
OG0001880	Np004G2479200	Aa_G530670.h1.t1
OG0001880	Np002G1166100	Aa_G318330.h1.t1
OG0001881	Np004G2459400	Aa_G298930.h1.t1
OG0001881	Np002G1199200	Aa_G739680.h1.t1
OG0001882	Np004G2458700	Aa_G298900.h1.t1
OG0001882	Np002G1200000	Aa_G488340.h1.t1
OG0001883	Np002G1214800	Aa_G433420.h1.t1
OG0001883	Np004G2449000	Aa_G328360.h1.t1
OG0001884	Np001G0236700	Aa_G329000.h1.t1
OG0001884	Np004G2441300	Aa_G584870.h1.t1
OG0001885	Np004G2422200	Aa_G117630.h1.t1
OG0001886	Np004G1987600	Aa_G121270.h1.t1
OG0001888	Np002G0826000	Aa_G347840.h1.t1
OG0001888	Np004G2388800	Aa_G324100.h1.t1
OG0001889	Np004G2386000	Aa_G188660.h1.t1
OG0001889	Np002G0821900, Np002G0821800	Aa_G187210.h1.t1
OG0001890	Np001G0256400	Aa_G323150.h1.t1
OG0001890	Np001G0256500	Aa_G323170.h1.t1
OG0001891	Np002G0858300	Aa_G504900.h1.t1
OG0001891	Np004G2287300	Aa_G281110.h1.t1
OG0001892	Np005G2626500	Aa_G294410.h1.t1, Aa_G294520.h1.t1
OG0001894	Np007G3789100	Aa_G269030.h1.t1
OG0001894	Np005G2641000	Aa_G614950.h1.t1
OG0001895	Np005G2718800	Aa_G399000.h1.t1
OG0001896	Np006G3657300	Aa_G310020.h1.t1
OG0001896	Np005G2721000	Aa_G420450.h1.t1
OG0001897	Np005G2726400	Aa_G190660.h1.t1
OG0001897	Np006G3662800	Aa_G750950.h1.t1
OG0001899	Np002G0961800, Np006G3691700, Np007G4145400, Np005G2825200, Np002G1201700	Aa_G456100.h1.t1
OG0001900	Np005G3160700	Aa_G756290.h1.t1
OG0001900	Np001G0194800	Aa_G635220.h1.t1
OG0001910	Np005G2731400	Aa_G432050.h1.t1
OG0001910	Np006G3665300	Aa_G166810.h1.t1
OG0001911	Np006G3664200	Aa_G537780.h1.t1
OG0001912	Np003G1434800	Aa_G539770.h1.t1
OG0001912	Np007G4230900	Aa_G250420.h1.t1
OG0001913	Np005G3077500	Aa_G733770.h1.t1
OG0001914	Np007G4235500	Aa_G42590.h1.t1
OG0001914	Np003G1427600	Aa_G383450.h1.t1
OG0001915	Np003G1403100	Aa_G731180.h1.t1
OG0001915	Np007G4144400	Aa_G302090.h1.t1
OG0001916	Np003G1473900	Aa_G181400.h1.t1
OG0001916	Np003G1391600	Aa_G623420.h1.t1
OG0001917	Np003G1389700	Aa_G256470.h1.t1
OG0001918	Np001G0122700	Aa_G596570.h1.t1
OG0001920	Np001G0033800	Aa_G37210.h1.t1
OG0001920	Np003G1363000	Aa_G458420.h1.t1
OG0001922	Np006G3683800	Aa_G165190.h1.t1
OG0001922	Np003G1359100	Aa_G516760.h1.t1
OG0001923	Np003G1356400	Aa_G637990.h1.t1
OG0001923	Np001G0047300	Aa_G51650.h1.t1
OG0001924	Np003G1339200, Np003G1340300	Aa_G611200.h1.t1, Aa_G499300.h1.t1
OG0001924	Np001G0094800	Aa_G620750.h1.t1
OG0001925	Np004G2529700	Aa_G22450.h1.t1
OG0001925	Np006G3472100, Np006G3535900	Aa_G470380.h1.t1
OG0001926	Np006G3471500, Np006G3536700	Aa_G374200.h1.t1
OG0001926	Np004G2529900	Aa_G22470.h1.t1
OG0001927	Np004G2535700	Aa_G469730.h1.t1
OG0001927	Np006G3482500, Np006G3546900	Aa_G359510.h1.t1
OG0001928	Np007G3784500	Aa_G675120.h1.t1
OG0001929	Np004G2554900	Aa_G477740.h1.t1
OG0001929	Np006G3577100	Aa_G183660.h1.t1
OG0001930	Np004G2565200	Aa_G134570.h1.t1
OG0001931	Np005G2806800	Aa_G29800.h1.t1
OG0001931	Np003G1670000	Aa_G620240.h1.t1
OG0001933	Np004G2108800	Aa_G48030.h1.t1
OG0001933	Np006G3449300, Np009G4324700	Aa_G567520.h1.t1
OG0001934	Np004G2150700	Aa_G468660.h1.t1
OG0001934	Np006G3410100	Aa_G263980.h1.t1
OG0001936	Np006G3407000	Aa_G52090.h1.t1
OG0001936	Np004G2053400	Aa_G16470.h1.t1
OG0001937	Np001G0512800	Aa_G124640.h1.t1
OG0001937	Np001G0019100	Aa_G165800.h1.t1
OG0001938	Np007G4047100	Aa_G1250.h1.t1
OG0001939	Np001G0108400	Aa_G578250.h1.t1
OG0001939	Np001G0495200	Aa_G106900.h1.t1
OG0001940	Np005G2702200	Aa_G9770.h1.t1
OG0001942	Np003G1511200	Aa_G192030.h1.t1
OG0001942	Np003G1511100	Aa_G552190.h1.t1
OG0001943	Np001G0449400	Aa_G206050.h1.t1
OG0001944	Np003G1527700	Aa_G877590.h1.t1, Aa_G877590.h5.t1, Aa_G445570.h1.t1, Aa_G445570.h4.t1, Aa_G877590.h3.t1, Aa_G28280.h3.t1, Aa_G877590.h2.t1, Aa_G445570.h2.t1, Aa_G877590.h4.t1, Aa_G28280.h1.t1, Aa_G28280.h5.t1, Aa_G28280.h4.t1, Aa_G28280.h2.t1, Aa_G445570.h5.t1, Aa_G445570.h3.t1
OG0001945	Np002G1163800	Aa_G592870.h1.t1
OG0001945	Np002G1168400	Aa_G392490.h1.t1
OG0001946	Np003G1545400	Aa_G93730.h1.t1
OG0001946	Np003G1328800	Aa_G244320.h1.t1
OG0001947	Np003G1558400, Np005G2801800	Aa_G575480.h1.t1, Aa_G575490.h1.t1
OG0001948	Np003G1559500, Np005G2801500	Aa_G307730.h1.t1
OG0001949	Np007G3765200	Aa_G548880.h1.t1
OG0001949	Np007G3765100	Aa_G548890.h1.t1
OG0001950	Np005G3145600	Aa_G443200.h1.t1
OG0001950	Np001G0185800	Aa_G263570.h1.t1
OG0001951	Np005G2791800	Aa_G227930.h1.t1
OG0001951	Np003G1583000	Aa_G580850.h1.t1
OG0001952	Np003G1609400	Aa_G149050.h1.t1
OG0001952	Np005G2785900	Aa_G363790.h1.t1
OG0001953	Np003G1633800	Aa_G123350.h1.t1
OG0001953	Np005G2783900	Aa_G129660.h1.t1
OG0001954	Np007G4091400	Aa_G40600.h1.t1
OG0001954	Np003G1326600	Aa_G640340.h1.t1
OG0001955	Np003G1321400	Aa_G694660.h1.t1
OG0001955	Np007G4097800	Aa_G5550.h1.t1
OG0001956	Np007G4114800	Aa_G137100.h1.t1
OG0001956	Np003G1294900	Aa_G304080.h1.t1
OG0001957	Np007G4239200, Np007G4127500	Aa_G324500.h1.t1
OG0001957	Np003G1278300	Aa_G170080.h1.t1
OG0001958	Np003G1275100	Aa_G259880.h1.t1
OG0001958	Np007G4128300	Aa_G34520.h1.t1
OG0001959	Np003G1256500	Aa_G315200.h1.t1, Aa_G315190.h1.t1
OG0001960	Np001G0208800	Aa_G437780.h1.t1
OG0001960	Np005G3181000	Aa_G553490.h1.t1
OG0001961	Np004G2405900	Aa_G25250.h1.t1
OG0001961	Np002G0709800	Aa_G410400.h1.t1
OG0001962	Np002G0714100	Aa_G462520.h1.t1
OG0001963	Np002G0715600	Aa_G293580.h1.t1
OG0001964	Np002G0720700	Aa_G410230.h1.t1, Aa_G457360.h1.t1
OG0001965	Np004G2344900	Aa_G33340.h1.t1
OG0001965	Np002G0762200	Aa_G111030.h1.t1
OG0001966	Np005G2670200	Aa_G781090.h1.t1
OG0001966	Np005G2671200, Np005G2671700	Aa_G157050.h1.t1
OG0001967	Np004G2349200	Aa_G148910.h1.t1
OG0001968	Np002G0772000	Aa_G281700.h1.t1
OG0001968	Np002G0771900	Aa_G281690.h1.t1
OG0001969	Np007G3760900	Aa_G383830.h1.t1
OG0001969	Np005G2661600	Aa_G293880.h1.t1
OG0001970	Np007G3757800	Aa_G650560.h1.t1
OG0001970	Np005G2665400	Aa_G426380.h1.t1
OG0001971	Np007G3755200	Aa_G261520.h1.t1
OG0001971	Np005G2673500	Aa_G376310.h1.t1
OG0001972	Np005G2675000	Aa_G514690.h1.t1
OG0001974	Np007G4048500	Aa_G1360.h1.t1
OG0001975	Np006G3387800	Aa_G595080.h1.t1
OG0001976	Np001G0125100	Aa_G685010.h1.t1
OG0001977	Np005G3072100	Aa_G79970.h1.t1
OG0001977	Np005G3081900	Aa_G199080.h1.t1
OG0001978	Np007G4235000	Aa_G42550.h1.t1
OG0001979	Np005G3049800	Aa_G479690.h1.t1
OG0001979	Np007G3840000	Aa_G518850.h1.t1
OG0001980	Np005G3045200, Np007G3838300	Aa_G233310.h1.t1, Aa_G413560.h1.t1
OG0001981	Np007G3914200	Aa_G617200.h1.t1
OG0001982	Np001G0601000	Aa_G287200.h1.t1
OG0001982	Np006G3318500	Aa_G431200.h1.t1
OG0001984	Np001G0222500	Aa_G25600.h1.t1
OG0001984	Np004G2446100	Aa_G26520.h1.t1
OG0001985	Np001G0370800	Aa_G118040.h1.t1
OG0001985	Np005G2904200	Aa_G78030.h1.t1
OG0001986	Np004G1977900	Aa_G599970.h1.t1
OG0001986	Np007G3960300	Aa_G371350.h1.t1
OG0001987	Np004G1962100	Aa_G410590.h1.t1
OG0001987	Np001G0281300	Aa_G250670.h1.t1
OG0001988	Np004G1954500	Aa_G225070.h1.t1
OG0001988	Np007G3810600	Aa_G430360.h1.t1
OG0001989	Np004G1946700	Aa_G568080.h1.t1
OG0001992	Np005G2932800	Aa_G152240.h1.t1
OG0001992	Np001G0343000	Aa_G324640.h1.t1
OG0001993	Np003G1879100	Aa_G347420.h1.t1
OG0001994	Np003G1815800	Aa_G225570.h1.t1
OG0001994	Np005G2846300	Aa_G19970.h1.t1
OG0001995	Np005G2856300	Aa_G517320.h1.t1
OG0001996	Np005G2863200, Np005G2863300	Aa_G558920.h1.t1
OG0001997	Np003G1847300	Aa_G41830.h1.t1
OG0001997	Np005G2876600	Aa_G37720.h1.t1, Aa_G37690.h1.t1
OG0001998	Np006G3206700	Aa_G13020.h1.t1
OG0001999	Np006G3243200, Np006G3243600	Aa_G16230.h1.t1
OG0001999	Np001G0667300	Aa_G48780.h1.t1
OG0002000	Np006G3248300	Aa_G175160.h1.t1
OG0002000	Np001G0663100	Aa_G354050.h1.t1
OG0002001	Np006G3248400	Aa_G175170.h1.t1
OG0002002	Np001G0653500	Aa_G349490.h1.t1, Aa_G349480.h1.t1
OG0002002	Np006G3258300	Aa_G100670.h1.t1
OG0002003	Np004G2482700	Aa_G563970.h1.t1
OG0002003	Np001G0627300	Aa_G345860.h1.t1
OG0002004	Np006G3299900	Aa_G188360.h1.t1
OG0002004	Np001G0619300	Aa_G369790.h1.t1
OG0002005	Np005G2773500	Aa_G244680.h1.t1, Aa_G133110.h1.t1
OG0002005	Np003G1637500	Aa_G372280.h1.t1
OG0002007	Np006G3347000	Aa_G269550.h1.t1
OG0002007	Np006G3346800	Aa_G269540.h1.t1
OG0002007	Np006G3346900	Aa_G350710.h1.t1
OG0002009	Np001G0537300	Aa_G235880.h1.t1
OG0002009	Np006G3358700	Aa_G172150.h1.t1
OG0002011	Np006G3709400	Aa_G10000.h1.t1
OG0002011	Np005G2607400	Aa_G137890.h1.t1
