Orthogroup	Noccaea_praecox	Cardamine_glauca
OG0000992	Np003G1325200	Cg008G2640200
OG0000992	Np003G1587700	Cg003G0946600
OG0000992	Np003G1325300	Cg008G2640300
OG0000993	Np007G4134600	Cg004G1153600
OG0000994	Np004G2405000	Cg006G2105800
OG0000994	Np002G0711100	Cg007G2572900
OG0000995	Np004G2042900	Cg006G1916400
OG0000995	Np002G0896500	Cg007G2451000
OG0000996	Np001G0455300, Np001G0455200, Np001G0457900	Cg002G0573600, Cg002G0573500, Cg002G0573700, Cg002G0570900
OG0000997	Np007G3758500	Cg004G1410300
OG0000997	Np004G2091200	Cg006G2010600
OG0000998	Np007G3754200	Cg004G1413700
OG0000998	Np005G2674800	Cg001G0041300
OG0001000	Np006G3395300, Np001G0547500	Cg002G0502100
OG0001001	Np006G3391800	Cg005G1569200
OG0001001	Np001G0551500	Cg002G0498600
OG0001002	Np007G3839800	Cg004G1297100
OG0001002	Np005G3049000, Np005G3048900, Np005G3048600	Cg001G0264700, Cg001G0264800
OG0001003	Np005G3125400, Np005G3125500	Cg001G0340400
OG0001003	Np005G3125600, Np005G3125900	Cg001G0340500
OG0001004	Np001G0177500	Cg008G2875100
OG0001005	Np001G0344300	Cg008G2976500
OG0001005	Np005G2932400	Cg001G0223400
OG0001007	Np005G2875200	Cg001G0192900
OG0001007	Np003G1848600	Cg003G0862800, Cg003G0735600
OG0001009	Np001G0591600	Cg002G0471700
OG0001010	Np005G2752500	Cg001G0108700
OG0001010	Np007G3729000	Cg004G1435400
OG0001012	Np005G2774000	Cg001G0126000
OG0001013	Np003G1468600	Cg008G2754500
OG0001013	Np007G4174000	Cg004G1125100
OG0001014	Np005G3031600	Cg001G0253700
OG0001015	Np007G3726800	Cg004G1436500
OG0001016	Np004G2499900	Cg006G2172100
OG0001016	Np002G1078300, Np002G1078400	Cg007G2336700
OG0001017	Np002G0846200	Cg007G2478000
OG0001019	Np007G3977400	Cg005G1493400
OG0001021	Np001G0015800	Cg003G1059000, Cg005G1537100
OG0001021	Np001G0015700	Cg003G1058900
OG0001029	Np002G1119600	Cg006G1885300
OG0001030	Np003G1876500	Cg002G0583600, Cg005G1664400
OG0001030	Np001G0070800	Cg001G0315100
OG0001031	Np003G1415600	Cg008G2710300
OG0001031	Np006G3665500	Cg005G1662100, Cg005G1662700, Cg005G1661600, Cg005G1662300, Cg005G1661200
OG0001032	Np003G1376400	Cg008G2678300
OG0001032	Np001G0126800	Cg008G2808700
OG0001033	Np006G3524100, Np003G1752500	Cg005G1631600
OG0001034	Np006G3566200	Cg005G1609500
OG0001034	Np004G2547700	Cg006G2213400
OG0001035	Np006G3706400	Cg005G1775300, Cg005G1774900
OG0001035	Np005G3015700	Cg007G2284400
OG0001036	Np004G2131800	Cg006G1974600
OG0001037	Np001G0366300, Np006G3684600	Cg005G1761400
OG0001037	Np006G3408600	Cg005G1581700
OG0001038	Np001G0195500	Cg002G0639700
OG0001038	Np001G0195300	Cg002G0640200
OG0001040	Np006G3702600, Np006G3702500	Cg005G1767400
OG0001040	Np006G3703000	Cg005G1628600
OG0001041	Np003G1579200, Np003G1578900	Cg003G0952300
OG0001042	Np001G0495300	Cg002G0539100
OG0001042	Np003G1710700	Cg003G0889200
OG0001044	Np007G4117900	Cg004G1163800
OG0001044	Np003G1290000	Cg008G2615600
OG0001045	Np002G0749000	Cg007G2546000
OG0001046	Np004G2343400	Cg006G2056300
OG0001046	Np002G0761600	Cg007G2537400
OG0001047	Np004G2355100	Cg006G2065900
OG0001047	Np002G0774800	Cg007G2528300
OG0001048	Np006G3614200, Np006G3614900, Np006G3614100, Np006G3539500, Np006G3469100	Cg005G1505200, Cg005G1503000
OG0001049	Np004G1923400	Cg006G1796600
OG0001049	Np001G0019800	Cg004G1205300
OG0001050	Np005G3112100, Np005G3112200, Np002G1011200, Np002G1077500, Np002G1081500	Cg005G1725300
OG0001051	Np003G1740200, Np003G1740300	Cg003G0880900, Cg003G0880600, Cg003G0832000
OG0001052	Np001G0362900	Cg008G2966200
OG0001052	Np005G2913700	Cg001G0215100
OG0001053	Np007G4028800	Cg004G1221200
OG0001054	Np007G3768500	Cg004G1402900
OG0001054	Np005G2657100	Cg001G0050700
OG0001056	Np006G3333400	Cg005G1535500
OG0001057	Np007G3881800	Cg001G0367300, Cg004G1324700
OG0001058	Np005G2784800, Np007G3736100	Cg001G0132000, Cg003G0770100
OG0001059	Np006G3376000	Cg005G1560900
OG0001059	Np007G4096500	Cg004G1179000
OG0001060	Np002G0825600	Cg007G2493600
OG0001061	Np007G4179700	Cg004G1121000
OG0001062	Np007G3923500	Cg004G1237900
OG0001063	Np007G3818300, Np007G3822300	Cg004G1286100, Cg004G1286000
OG0001064	Np002G0950900, Np002G0951000	Cg007G2329800, Cg007G2426300
OG0001065	Np003G1898000	Cg003G0699000
OG0001065	Np006G3245200	Cg005G1476500
OG0001065	Np004G2597100	Cg006G2254200
OG0001066	Np004G2427100	Cg006G2122900
OG0001069	Np002G1188100	Cg007G2286300
OG0001069	Np002G1188300	Cg007G2286200
OG0001069	Np002G1187900, Np002G1188200	Cg007G2286400
OG0001070	Np001G0395200	Cg008G2946700
OG0001071	Np004G1984600, Np004G1984800, Np004G1984700, Np004G1984900	Cg006G1840000, Cg006G1840100
OG0001076	Np003G1456500	Cg008G2745700
OG0001077	Np005G2921600	Cg001G0219500
OG0001077	Np005G3133400	Cg001G0350000
OG0001078	Np003G1856800	Cg003G0868900
OG0001079	Np001G0576200	Cg002G0481600
OG0001080	Np005G3028500	Cg001G0252200
OG0001081	Np002G0778000, Np002G0777900	Cg007G2526800
OG0001082	Np001G0473500	Cg002G0552200
OG0001084	Np009G4326500, Np007G4014000, Np002G1102800, Np002G1098900, Np002G1103000, Np002G1088400, Np007G4013500	Cg011G3016900
OG0001085	Np005G2911500	Cg001G0214200
OG0001085	Np007G3870100	Cg004G1315200
OG0001085	Np005G3087700	Cg001G0284300
OG0001086	Np005G3066800	Cg001G0274500
OG0001086	Np007G3854800	Cg004G1307600
OG0001087	Np007G3914600	Cg004G1232200
OG0001088	Np006G3675800	Cg005G1756900
OG0001088	Np006G3675700	Cg005G1756800
OG0001089	Np001G0197300	Cg002G0637500
OG0001090	Np001G0219400	Cg002G0658600
OG0001091	Np002G0861100	Cg007G2469500
OG0001092	Np001G0380900	Cg008G2959600, Cg008G2956600
OG0001092	Np001G0374800	Cg008G2955900, Cg008G2956200
OG0001094	Np007G4027500	Cg004G1221800
OG0001094	Np004G1942500	Cg006G1809600
OG0001095	Np001G0355700	Cg008G2971700
OG0001095	Np005G2922600	Cg001G0220000
OG0001095	Np005G2922400	Cg001G0219900
OG0001096	Np004G2494800	Cg006G2167800
OG0001096	Np002G1125000	Cg007G2324600
OG0001097	Np001G0646000	Cg002G0433400
OG0001098	Np006G3376600	Cg005G1561400
OG0001098	Np001G0562900	Cg002G0492100
OG0001099	Np007G3869200	Cg004G1314400, Cg004G1314200
OG0001099	Np007G3872500	Cg004G1316300
OG0001100	Np004G2540700	Cg007G2353800
OG0001101	Np006G3357100	Cg005G1521200
OG0001102	Np003G1836900	Cg003G0856900
OG0001102	Np003G1837000	Cg003G0740600
OG0001102	Np003G1836700	Cg003G0741000, Cg003G0856800
OG0001103	Np001G0142700	Cg008G2822100
OG0001103	Np007G4180000	Cg004G1120700
OG0001104	Np007G4193400, Np007G4193300	Cg004G1112500, Cg004G1112600
OG0001105	Np007G4167400	Cg004G1130200
OG0001106	Np007G4117400	Cg004G1163900, Cg004G1164000
OG0001107	Np004G1987300	Cg006G1843200
OG0001109	Np004G2415800	Cg006G2114500
OG0001111	Np004G1996600	Cg006G1849800
OG0001111	Np007G3927700	Cg004G1240900
OG0001112	Np005G2961000	Cg001G0231400
OG0001112	Np005G2674100	Cg001G0042400
OG0001120	Np006G3563200	Cg005G1610300
OG0001120	Np006G3563100	Cg005G1610400
OG0001121	Np003G1402600	Cg008G2698200
OG0001122	Np003G1618800	Cg003G0923200
OG0001123	Np003G1367900	Cg008G2671500
OG0001123	Np001G0030600	Cg003G1046400
OG0001124	Np006G3603800, Np006G3604400	Cg006G2190100, Cg006G2189700
OG0001126	Np004G2008700	Cg006G1859200
OG0001127	Np004G2116300, Np004G2116400, Np004G2116200	Cg006G1988600, Cg006G1988700
OG0001128	Np002G0896000	Cg007G2451300
OG0001128	Np007G4134700	Cg007G2263900
OG0001129	Np004G2159500	Cg006G1958400
OG0001129	Np006G3402300	Cg005G1577200
OG0001130	Np003G1475900	Cg008G2761000
OG0001130	Np006G3330500, Np002G1209200, Np002G1209400	Cg007G2276400
OG0001131	Np005G2787200	Cg001G0134200
OG0001131	Np003G1604500	Cg003G0940300
OG0001132	Np007G4116800	Cg004G1164700
OG0001132	Np003G1291900	Cg008G2617600
OG0001133	Np003G1282500	Cg008G2609200
OG0001134	Np007G4128500	Cg004G1157300
OG0001134	Np003G1275000	Cg008G2604200
OG0001136	Np005G3200100	Cg001G0390900
OG0001136	Np005G2869000	Cg002G0558000
OG0001137	Np002G0716000	Cg007G2568900
OG0001138	Np002G0724100	Cg007G2563800
OG0001138	Np005G3046700	Cg007G2567000
OG0001139	Np004G2393200	Cg006G2095700
OG0001140	Np002G0760700	Cg007G2537800
OG0001140	Np002G0760800	Cg007G2537700
OG0001141	Np001G0261400	Cg002G0686700
OG0001141	Np004G2420700	Cg006G2117900
OG0001143	Np002G0781700	Cg007G2523700
OG0001144	Np004G1909900	Cg006G1787300
OG0001144	Np002G0926800, Np007G4075500	Cg004G1194600
OG0001145	Np002G0813400	Cg007G2502500
OG0001145	Np004G2380800	Cg006G2086100
OG0001146	Np007G3719500	Cg004G1442500
OG0001146	Np005G2763700	Cg001G0117100
OG0001148	Np001G0184900	Cg002G0606800
OG0001149	Np001G0353000	Cg001G0220900
OG0001149	Np005G2925200	Cg008G2973000, Cg008G2969900
OG0001150	Np001G0653900, Np001G0675300	Cg002G0414000
OG0001150	Np006G3230500	Cg005G1466200
OG0001151	Np006G3247800	Cg005G1478500
OG0001151	Np001G0663400	Cg002G0422600
OG0001152	Np001G0648000, Np006G3269800	Cg005G1495300, Cg002G0431400
OG0001153	Np001G0604700	Cg002G0461300
OG0001153	Np006G3314700	Cg005G1524900
OG0001154	Np006G3700200	Cg005G1772700
OG0001154	Np007G3774600	Cg004G1397800
OG0001154	Np005G2612900	Cg001G0010700
OG0001156	Np007G4196200	Cg008G2833200
OG0001157	Np006G3224100	Cg005G1461500
OG0001160	Np003G1457000	Cg008G2746000
OG0001160	Np007G4213100	Cg004G1100700
OG0001161	Np004G2436700, Np007G4209600	Cg006G2129500, Cg004G1102400
OG0001162	Np004G2456900	Cg006G2141000
OG0001163	Np004G2425100	Cg006G2121600
OG0001163	Np004G2425000, Np001G0460500	Cg006G2121700, Cg006G2121500
OG0001164	Np002G0746100	Cg007G2547300
OG0001164	Np004G2330300	Cg006G2047500
OG0001166	Np007G3941100	Cg004G1248600
OG0001167	Np005G3076100	Cg001G0295200, Cg002G0583000
OG0001168	Np005G2652000	Cg001G0054400
OG0001169	Np005G2635400	Cg001G0067900
OG0001169	Np007G3797400	Cg004G1364900
OG0001170	Np001G0250300, Np006G3311900, Np002G0846900, Np003G1272000	Cg008G2601800
OG0001174	Np003G1815900	Cg003G0753800
OG0001174	Np005G2846400	Cg001G0175100
OG0001175	Np003G1427300	Cg008G2722400
OG0001175	Np007G4235800	Cg004G1084500
OG0001176	Np007G4237000	Cg004G1084000
OG0001176	Np003G1426700	Cg008G2721700
OG0001177	Np003G1390300	Cg008G2688600
OG0001177	Np003G1473200	Cg008G2758300
OG0001178	Np003G1362200	Cg008G2666400
OG0001178	Np001G0038700	Cg003G1040600
OG0001179	Np001G0043000	Cg003G1037100
OG0001179	Np003G1359500	Cg008G2663800
OG0001182	Np004G2020100	Cg006G1871100
OG0001182	Np002G0779700	Cg007G2525600
OG0001183	Np006G3426000	Cg006G1982100, Cg006G1981600, Cg006G1982500
OG0001183	Np004G2124200	Cg006G1981200
OG0001184	Np006G3403200	Cg005G1577500
OG0001184	Np004G2174500	Cg006G1954200
OG0001185	Np001G0025900	Cg003G1050500
OG0001185	Np001G0507700	Cg002G0530900
OG0001186	Np001G0108000	Cg008G2793300
OG0001186	Np001G0493700	Cg002G0540600
OG0001189	Np002G0921600, Np002G0921500	Cg007G2439600
OG0001190	Np005G2775800	Cg001G0127200
OG0001190	Np003G1622300	Cg003G0926200
OG0001191	Np003G1623600	Cg003G0926900
OG0001192	Np002G0768800	Cg007G2532900
OG0001192	Np004G2350900	Cg006G2062200
OG0001193	Np004G1902200	Cg006G1781500
OG0001193	Np001G0189000	Cg004G1187500
OG0001194	Np002G0789600	Cg007G2517800
OG0001194	Np004G2368000	Cg006G2076300
OG0001195	Np001G0205000	Cg002G0648600
OG0001196	Np001G0214500, Np001G0215500	Cg007G2357400, Cg004G1354200, Cg004G1357800, Cg007G2343900, Cg002G0655900
OG0001196	Np005G3185700	Cg001G0381700
OG0001197	Np007G4082500, Np007G4082300	Cg004G1189600
OG0001198	Np002G0829800	Cg007G2490300
OG0001199	Np005G2933600	Cg001G0223900
OG0001199	Np001G0342700	Cg008G2977400
OG0001200	Np005G2948400, Np005G2948900	Cg001G0228200
OG0001201	Np005G2857400	Cg001G0181700
OG0001202	Np005G2982600	Cg001G0236400, Cg001G0236200, Cg001G0236300
OG0001202	Np005G2982300	Cg001G0236100
OG0001203	Np001G0529000	Cg002G0516600
OG0001203	Np001G0006200	Cg003G1066600
OG0001204	Np001G0670500	Cg002G0417500
OG0001204	Np006G3236300	Cg005G1470900
OG0001205	Np006G3259500	Cg005G1488200
OG0001205	Np001G0652300	Cg002G0428200
OG0001206	Np001G0644600	Cg002G0434800
OG0001207	Np001G0629500	Cg002G0443200
OG0001207	Np006G3286800	Cg005G1507000
OG0001208	Np006G3291100	Cg005G1510300
OG0001208	Np001G0628600	Cg002G0444200
OG0001209	Np006G3289000, Np004G2144400	Cg002G0445300
OG0001210	Np006G3376700	Cg005G1561500
OG0001210	Np001G0562800	Cg002G0492200
OG0001211	Np005G2751800	Cg001G0108000
OG0001211	Np007G3729700	Cg004G1434500
OG0001214	Np007G4165300	Cg004G1131700
OG0001214	Np001G0165600	Cg008G2844900, Cg008G2859700
OG0001215	Np007G4134900	Cg004G1153300
OG0001215	Np007G3852300	Cg003G0700400, Cg003G0847400, Cg010G2993600
OG0001216	Np007G3950800	Cg004G1254200
OG0001216	Np004G1983900	Cg006G1839000
OG0001217	Np005G2798500	Cg001G0143000, Cg001G0142900
OG0001218	Np004G2062600	Cg006G1937300
OG0001218	Np003G1781400	Cg003G0774500
OG0001219	Np003G1352500	Cg008G2659100
OG0001220	Np003G1275900	Cg005G1773100
OG0001221	Np001G0317400, Np001G0315900	Cg008G2984100, Cg008G2983400
OG0001222	Np007G3752500	Cg004G1414700
OG0001222	Np005G2676500	Cg001G0039500
OG0001223	Np005G2715000	Cg001G0086400
OG0001225	Np005G2853000	Cg001G0179300
OG0001231	Np007G4225300	Cg004G1092800
OG0001231	Np003G1441900	Cg008G2733900
OG0001233	Np005G2785500	Cg007G2283100
OG0001233	Np005G2785300	Cg001G0132500
OG0001234	Np001G0123500	Cg008G2806500
OG0001234	Np003G1372300	Cg008G2675800
OG0001235	Np003G1350700	Cg008G2658100
OG0001235	Np001G0055700	Cg003G1027600
OG0001236	Np003G1859800	Cg003G0727100, Cg003G0870800
OG0001237	Np006G3604900	Cg005G1641500
OG0001238	Np002G1078700	Cg007G2403100, Cg001G0256500, Cg001G0254500, Cg007G2383600, Cg007G2383700, Cg002G0620300, Cg002G0620400
OG0001240	Np004G2553900	Cg006G2218500
OG0001240	Np006G3571900, Np006G3572200, Np006G3572100, Np006G3571200	Cg005G1606200
OG0001241	Np004G2553700	Cg006G2218300
OG0001241	Np006G3572600	Cg005G1605800
OG0001243	Np001G0155200	Cg008G2832900
OG0001243	Np001G0155100, Np001G0154900	Cg008G2832600
OG0001244	Np001G0023600	Cg003G1052900
OG0001244	Np001G0509900	Cg002G0529200
OG0001245	Np001G0054100	Cg003G1028300
OG0001246	Np002G0919000	Cg007G2441400
OG0001246	Np004G2100100	Cg006G2001200
OG0001247	Np001G0087200	Cg003G1008400
OG0001247	Np003G1333100	Cg008G2645500
OG0001248	Np003G1500200	Cg008G2778300
OG0001248	Np001G0437700	Cg002G0594100
OG0001249	Np003G1546000	Cg003G0973700
OG0001249	Np003G1328200, Np003G1328100	Cg008G2642700
OG0001250	Np002G1110600	Cg007G2333400, Cg007G2333900
OG0001251	Np003G1622200	Cg003G0926100
OG0001252	Np003G1866000	Cg003G0723100, Cg014G3031600
OG0001252	Np004G2575200	Cg006G2237100
OG0001253	Np003G1861700	Cg014G3028700, Cg003G0726000
OG0001254	Np007G4130900, Np007G4131800	Cg004G1156400
OG0001254	Np003G1271800	Cg008G2601600
OG0001255	Np003G1270500	Cg008G2599900
OG0001255	Np007G4132400	Cg004G1155500
OG0001256	Np002G0728900	Cg007G2559700
OG0001256	Np004G2393500	Cg006G2096000
OG0001257	Np002G0757900	Cg007G2539300
OG0001257	Np004G2342500	Cg006G2055100
OG0001258	Np002G0781500	Cg007G2524100
OG0001258	Np005G2747300, Np002G0781600	Cg007G2523800
OG0001259	Np002G0782300	Cg007G2522900
OG0001259	Np004G2361100	Cg006G2071000
OG0001260	Np007G3759700	Cg004G1409400
OG0001260	Np005G2664800	Cg001G0046700
OG0001261	Np005G2672600	Cg001G0043300
OG0001261	Np007G3755500	Cg004G1412800
OG0001262	Np004G1909000	Cg006G1786600
OG0001262	Np007G4076700	Cg004G1194000
OG0001263	Np006G3393000	Cg005G1570100
OG0001264	Np005G3076000	Cg001G0296300
OG0001265	Np007G3834800	Cg004G1293000
OG0001265	Np005G3041900	Cg001G0261300, Cg008G2844100, Cg008G2859000
OG0001266	Np004G2368500	Cg006G2076800
OG0001266	Np002G0790100	Cg007G2517300
OG0001267	Np005G2748300	Cg001G0105900, Cg001G0106000
OG0001267	Np005G2748800	Cg001G0106100
OG0001270	Np004G1967800	Cg006G1829900
OG0001271	Np004G1967600	Cg006G1829700
OG0001271	Np007G3980800	Cg004G1266400
OG0001272	Np004G1967500	Cg006G1829600
OG0001272	Np007G3980900	Cg004G1266500
OG0001273	Np003G1802800	Cg003G0761200
OG0001273	Np005G2834400	Cg001G0167600
OG0001274	Np004G2561200	Cg006G2225400
OG0001275	Np005G3198600, Np005G3199300, Np005G3001500	Cg003G0806400
OG0001275	Np002G1239900, Np002G1240000	Cg001G0249600
OG0001276	Np005G2862600	Cg001G0184500
OG0001276	Np003G1836200	Cg003G0856200, Cg003G0741200
OG0001277	Np003G1838700	Cg003G0858200, Cg003G0739500
OG0001277	Np005G2866000	Cg001G0186300
OG0001279	Np001G0652900	Cg002G0428500
OG0001279	Np006G3260100	Cg005G1488700
OG0001280	Np006G3283500	Cg005G1505900
OG0001280	Np001G0634000	Cg002G0440300
OG0001281	Np001G0631500	Cg004G1341400
OG0001282	Np005G2708400, Np001G0626900	Cg002G0445600
OG0001282	Np006G3288500	Cg005G1508500
OG0001283	Np007G4144800	Cg004G1145000
OG0001283	Np001G0598800	Cg002G0465500
OG0001284	Np001G0594500	Cg002G0469700
OG0001284	Np006G3330800	Cg005G1534000
OG0001285	Np003G1645100	Cg003G0913800
OG0001285	Np005G2772800	Cg001G0125000
OG0001286	Np006G3379500	Cg005G1563300
OG0001286	Np001G0560400	Cg002G0494200
OG0001287	Np007G3749800	Cg004G1416800
OG0001287	Np005G2678600	Cg001G0038400
OG0001288	Np006G3656000	Cg005G1741900
OG0001288	Np005G2717800	Cg001G0088900
OG0001289	Np006G3255200	Cg005G1484000
OG0001289	Np006G3255500	Cg005G1484100
OG0001290	Np007G4154200	Cg004G1138800
OG0001292	Np007G3914300	Cg004G1231600
OG0001293	Np004G2567200	Cg006G2230100
OG0001294	Np004G2421500	Cg006G2118500
OG0001295	Np004G2385100	Cg006G2089400
OG0001295	Np002G0819900	Cg007G2497700
OG0001296	Np005G3130300	Cg001G0349300
OG0001296	Np005G3131000, Np005G3130400	Cg001G0349500, Cg001G0349400, Cg001G0348700, Cg001G0349100, Cg001G0349200, Cg001G0348800
OG0001297	Np001G0193300	Cg002G0642600
OG0001298	Np002G0905300	Cg007G2446400
OG0001300	Np007G4134000, Np003G1267300	Cg004G1154300
OG0001305	Np004G2415300	Cg006G2114200
OG0001305	Np001G0270600	Cg002G0691800
OG0001306	Np007G4240800	Cg004G1081900
OG0001306	Np003G1424000	Cg008G2719300
OG0001307	Np007G4245400	Cg004G1078900
OG0001307	Np003G1419400	Cg008G2714700
OG0001309	Np003G1343900	Cg008G2653900
OG0001309	Np001G0101700	Cg008G2788500
OG0001310	Np004G2514900	Cg006G2185100
OG0001310	Np006G3594000	Cg005G1651100
OG0001311	Np004G2538700	Cg006G2206400
OG0001311	Np006G3553200	Cg005G1616700
OG0001312	Np006G3427400	Cg005G1591100
OG0001312	Np004G2120700	Cg006G1985000
OG0001314	Np004G2423300	Cg006G2120000
OG0001314	Np001G0251700	Cg002G0682900
OG0001315	Np004G2430200	Cg006G2125800
OG0001316	Np001G0086300	Cg003G1009100
OG0001316	Np004G2102500	Cg006G2000700
OG0001317	Np001G0494600	Cg002G0539700
OG0001318	Np003G1519700	Cg003G0994100
OG0001319	Np003G1525800	Cg003G0988300
OG0001319	Np001G0457700	Cg002G0568200
OG0001321	Np003G1593400	Cg003G0945500
OG0001321	Np005G2789800	Cg001G0136600
OG0001323	Np003G1320500	Cg008G2637100
OG0001323	Np007G4099100	Cg004G1177800
OG0001324	Np003G1315600	Cg008G2634400
OG0001324	Np007G4102200	Cg004G1175400
OG0001325	Np003G1315300	Cg008G2634100
OG0001325	Np007G4102400	Cg004G1175200
OG0001326	Np003G1295300	Cg008G2621000
OG0001326	Np007G4114500	Cg004G1166200
OG0001327	Np005G3198500	Cg001G0389700
OG0001328	Np004G2083400	Cg007G2561000, Cg007G2560900
OG0001329	Np002G0749700	Cg007G2545300
OG0001329	Np004G2335100	Cg006G2049400
OG0001330	Np004G2338200, Np004G2338500	Cg006G2051200
OG0001331	Np004G1907800	Cg006G1785700
OG0001331	Np007G4077600	Cg004G1193500
OG0001332	Np004G1918000	Cg006G1792200
OG0001332	Np007G4063300	Cg004G1200600
OG0001333	Np001G0207500, Np002G0902300	Cg002G0650800
OG0001334	Np005G3059200	Cg001G0270100
OG0001334	Np005G3059300	Cg001G0270200, Cg001G0270300
OG0001335	Np007G3838800	Cg001G0263900, Cg004G1296300
OG0001336	Np007G3838400	Cg004G1295900, Cg004G1400400, Cg004G1296000
OG0001337	Np005G3041300	Cg004G1292800
OG0001338	Np002G0814500	Cg007G2501500
OG0001338	Np004G2382100	Cg006G2087000
OG0001339	Np004G2440600	Cg006G2130800
OG0001339	Np001G0235100	Cg002G0670900
OG0001340	Np001G0362100	Cg008G2965600
OG0001340	Np005G2911700	Cg001G0214400, Cg001G0214300
OG0001341	Np001G0371400	Cg001G0209400
OG0001342	Np001G0373900	Cg008G2960100
OG0001342	Np005G2901200	Cg001G0207600
OG0001343	Np005G2896100	Cg001G0205000
OG0001343	Np001G0381900	Cg008G2955700
OG0001344	Np004G1956400	Cg006G1820600
OG0001344	Np006G3399300	Cg005G1574900
OG0001345	Np004G1954400, Np004G1942800	Cg006G1809900
OG0001345	Np007G3899900	Cg004G1222000
OG0001346	Np004G1939000	Cg006G1806500
OG0001346	Np007G4035800	Cg004G1218900
OG0001347	Np005G2906700, Np005G2906800	Cg001G0212000
OG0001348	Np001G0525500	Cg002G0518900
OG0001348	Np001G0006900	Cg003G1065500, Cg006G2147700
OG0001349	Np003G1800600	Cg003G0762000
OG0001349	Np005G2832500	Cg001G0166300
OG0001350	Np003G1818100	Cg003G0752400
OG0001351	Np005G2870200, Np005G2870500	Cg001G0196300
OG0001353	Np001G0689600	Cg002G0404300
OG0001353	Np006G3212300	Cg005G1454500
OG0001355	Np001G0657300	Cg002G0425700
OG0001355	Np006G3408400	Cg004G1169900
OG0001356	Np001G0655400	Cg002G0426900, Cg005G1485700, Cg005G1485100
OG0001357	Np006G3282100	Cg005G1503700
OG0001357	Np001G0636200	Cg002G0438700
OG0001358	Np001G0614600	Cg002G0454700
OG0001358	Np006G3305500	Cg005G1518300
OG0001360	Np005G3143100	Cg001G0355100
OG0001362	Np001G0172900	Cg008G2869700, Cg008G2853900
OG0001362	Np007G4158500	Cg004G1136200
OG0001364	Np004G2040300	Cg006G1919500
OG0001365	Np004G2057700	Cg006G1943900
OG0001365	Np003G1786700	Cg003G0770300
OG0001366	Np007G4188800	Cg004G1116000
OG0001366	Np001G0148700	Cg008G2827600
OG0001368	Np006G3223300	Cg005G1461100
OG0001371	Np007G4210000	Cg004G1102200
OG0001371	Np003G1458300	Cg008G2747000
OG0001373	Np007G4113400, Np007G4109800	Cg004G1167000
OG0001374	Np005G3145800	Cg001G0358100
OG0001374	Np005G3146200	Cg001G0358300, Cg003G0889500
OG0001375	Np007G4050100	Cg004G1210100, Cg004G1429200
OG0001376	Np007G4045200	Cg004G1215300
OG0001376	Np004G1934100	Cg006G1803500
OG0001377	Np004G1994800	Cg006G1848600
OG0001377	Np007G3930800	Cg004G1243000
OG0001378	Np003G1396600	Cg008G2693400
OG0001378	Np007G3805100	Cg004G1275300
OG0001379	Np004G1957100	Cg006G1821200
OG0001379	Np007G3853500	Cg005G1616100
OG0001380	Np003G1458700	Cg008G2747300
OG0001381	Np002G1171000	Cg007G2298800
OG0001381	Np004G2476600	Cg006G2153600
OG0001384	Np002G0851000	Cg007G2475900
OG0001384	Np004G2304700	Cg006G2032900
OG0001385	Np005G2686800	Cg001G0031500
OG0001387	Np005G2641100	Cg001G0062800
OG0001387	Np007G3789000, Np005G2951400	Cg004G1375000
OG0001391	Np006G3552200, Np006G3551700	Cg005G1603800, Cg005G1617900
OG0001392	Np004G2050300	Cg008G2755800
OG0001396	Np005G2782600	Cg001G0130500
OG0001396	Np003G1630800	Cg003G0933000
OG0001397	Np005G2781500	Cg001G0130100
OG0001397	Np003G1628200, Np003G1630000	Cg003G0932600
OG0001398	Np003G1872600	Cg003G0713000, Cg014G3042900, Cg014G3043000, Cg003G0712900
OG0001398	Np005G3175600	Cg001G0375500
OG0001399	Np007G4215600	Cg004G1099400
OG0001399	Np003G1453100	Cg008G2743100
OG0001400	Np005G3160500	Cg001G0368100
OG0001400	Np003G1420900	Cg008G2716300
OG0001401	Np003G1392100	Cg008G2690400
OG0001401	Np003G1473800	Cg008G2759400
OG0001402	Np001G0125700	Cg008G2808100
OG0001403	Np003G1361300	Cg008G2665500
OG0001403	Np001G0040800	Cg003G1039100
OG0001404	Np003G1344900	Cg008G2654700
OG0001404	Np001G0103300	Cg008G2789600
OG0001405	Np006G3597800	Cg005G1648300
OG0001405	Np004G2516100	Cg006G2186300
OG0001406	Np001G0470200	Cg006G2193200
OG0001407	Np006G3517600	Cg005G1633100
OG0001407	Np007G4245800	Cg004G1078400
OG0001408	Np006G3539900, Np006G3468200, Np006G3539700, Np006G3468700, Np006G3539800, Np006G3468600	Cg005G1624600
OG0001408	Np003G1748800, Np003G1749600	Cg007G2425000
OG0001409	Np006G3541300, Np006G3488800	Cg005G1623300
OG0001409	Np004G2533200	Cg006G2200900
OG0001410	Np004G2548800	Cg006G2213900
OG0001410	Np006G3566800, Np006G3566900	Cg005G1609100
OG0001411	Np004G2012000	Cg006G1863200
OG0001411	Np001G0418800	Cg008G2924000
OG0001412	Np006G3425700	Cg005G1590000
OG0001412	Np004G2126400	Cg006G1979400
OG0001413	Np006G3678700, Np004G2181700	Cg006G1952500
OG0001414	Np001G0509800	Cg002G0529300
OG0001414	Np001G0023800	Cg003G1052700
OG0001415	Np001G0025700, Np001G0508100	Cg002G0530700
