Orthogroup	Noccaea_praecox	Capsella_rubella
OG0000662	Np001G0602700, Np004G2269700, Np002G0718000	XP_023645557.1, XP_023632853.1, XP_023632850.1
OG0000663	Np002G0798100	XP_006300334.1
OG0000664	Np002G1227200	XP_006301137.1
OG0000665	Np007G3903500, Np004G1946300	XP_006303766.1
OG0000666	Np005G2834700	XP_006285702.1, XP_023633807.1, XP_006283785.1
OG0000667	Np001G0665900, Np003G1898100, Np006G3244900	XP_023638319.1, XP_006288849.1
OG0000668	Np004G2334100	XP_023642668.1
OG0000668	Np006G3308600	XP_023643664.1, XP_006300486.2, XP_023643836.1, XP_023644253.1, XP_006301714.2, XP_006300521.1, XP_006301322.1, XP_006300505.1, XP_006301963.1, XP_023644255.1, XP_006302418.1
OG0000669	Np003G1773800, Np004G2083900	XP_006305745.1, XP_006288747.2, XP_023644817.1
OG0000670	Np001G0219300	XP_006279198.1, XP_023637890.1, XP_006282884.2, XP_006286083.2, XP_006285653.2, XP_023638066.1, XP_006293080.1
OG0000671	Np003G1820800	XP_006286853.1, XP_006289988.1
OG0000673	Np004G2548400, Np004G2548200, Np004G2547900	XP_006306557.1
OG0000674	Np007G4095600	XP_006289129.1, XP_006282029.1
OG0000676	Np003G1708700	XP_023638879.1, XP_023644215.1
OG0000678	Np003G1351800	XP_006287397.1
OG0000678	Np003G1351900	XP_023635724.1, XP_006282953.1
OG0000679	Np006G3560600	XP_006295193.1, XP_006303403.1
OG0000680	Np006G3426400	XP_006294128.1
OG0000680	Np004G2123800	XP_006307403.1
OG0000681	Np002G0704000	XP_006300701.2
OG0000681	Np007G3902300	XP_023641515.1
OG0000681	Np004G1944600	XP_023644969.1
OG0000682	Np006G3524900, Np006G3531800, Np006G3476300	XP_006295977.1, XP_006299238.2
OG0000683	Np001G0190300	XP_006290859.1
OG0000683	Np007G4241800	XP_006296782.1
OG0000684	Np006G3279800	XP_006295699.1
OG0000684	Np001G0636900	XP_006293271.1
OG0000685	Np007G4233800	XP_006298921.1
OG0000685	Np005G3141400	XP_006282951.1
OG0000685	Np003G1616700	XP_006279770.1
OG0000687	Np004G2029600	XP_006307405.1
OG0000687	Np004G2029900, Np004G2029700	XP_006297615.1, XP_023642262.1
OG0000687	Np003G1848700	XP_023636958.1
OG0000690	Np005G2634100	XP_006283731.1
OG0000691	Np003G1427800	XP_006287957.1
OG0000691	Np003G1427900	XP_006288045.1
OG0000691	Np007G4235100	XP_006299343.1
OG0000693	Np005G3100400	XP_006284422.1
OG0000694	Np006G3569700	XP_006293730.1
OG0000695	Np005G2995100	XP_006284774.1
OG0000695	Np001G0664600	XP_006292414.2
OG0000695	Np006G3247100	XP_006295243.1
OG0000696	Np001G0116900	XP_006290944.2
OG0000696	Np002G1247700	XP_006302235.1
OG0000696	Np005G2773300	XP_006285090.2
OG0000697	Np003G1522000	XP_006280584.2, XP_006281855.1
OG0000697	Np004G2480500	XP_023633432.1
OG0000698	Np005G2752000, Np003G1573200, Np007G3729500, Np005G2891000	XP_023641035.1
OG0000699	Np002G1189600, Np006G3567600, Np006G3690100, Np006G3690200, Np006G3303000, Np006G3303400	XP_006295547.2
OG0000700	Np004G1959700	XP_006304572.1
OG0000700	Np006G3586400, Np004G1964100	XP_006305989.2
OG0000702	Np006G3296300	XP_006293621.1
OG0000703	Np006G3328800	XP_006295598.1
OG0000703	Np006G3328700	XP_006295703.1
OG0000703	Np001G0596800	XP_006291153.1
OG0000704	Np001G0147900	XP_023638608.1
OG0000705	Np006G3325900	XP_006296009.1
OG0000705	Np007G4136700, Np007G4106000	XP_006298147.1
OG0000706	Np006G3222800	XP_023640579.1
OG0000706	Np003G1879300	XP_006288631.1
OG0000706	Np004G2584300	XP_006305610.1
OG0000707	Np006G3259900	XP_006294893.1
OG0000707	Np001G0279700	XP_023639074.1
OG0000708	Np007G3907600	XP_006298225.1
OG0000708	Np007G3908400	XP_006297709.1
OG0000710	Np005G2747600, Np005G3083100, Np003G1770900, Np003G1771900	XP_006294189.1, XP_006294197.1
OG0000714	Np004G2048400, Np006G3558500, Np001G0126300, Np006G3450000, Np009G4321800, Np006G3251200, Np001G0586100, Np006G3584800	XP_006293408.1, XP_006295458.1, XP_006295457.1, XP_006296224.2
OG0000715	Np001G0117600	XP_006289212.1
OG0000716	Np004G1911000	XP_006307049.1
OG0000716	Np007G4075100	XP_006297271.1
OG0000716	Np003G1575700	XP_006280215.1
OG0000717	Np004G2424100	XP_006305584.1
OG0000717	Np002G0864500	XP_006300549.1
OG0000718	Np001G0228900	XP_006292481.1
OG0000718	Np001G0229000, Np001G0229100	XP_006292803.1, XP_006292809.1, XP_006290945.1
OG0000719	Np003G1671500	XP_006281639.1
OG0000719	Np003G1652800, Np003G1529700, Np003G1529600	XP_006282021.1
OG0000719	Np003G1671800	XP_023642230.1
OG0000720	Np002G1056400, Np001G0691500, Np006G3679800	XP_006290937.2, XP_023637802.1, XP_023637804.1
OG0000721	Np001G0489800	XP_006305859.1, XP_006303681.1, XP_006306554.1, XP_006295733.1
OG0000722	Np007G4241000	XP_006299933.2
OG0000723	Np001G0257500, Np001G0256800, Np001G0257700, Np001G0257400	XP_006292650.1
OG0000723	Np005G2678300	XP_006291645.1
OG0000723	Np001G0258400	XP_006293085.2, XP_006293187.1
OG0000724	Np004G2564900	XP_006302117.1
OG0000724	Np005G3056500	XP_023635193.1
OG0000726	Np003G1768000, Np005G2935900	XP_006295735.1, XP_006285262.2
OG0000728	Np003G1448800	XP_006289628.1, XP_006290244.2
OG0000728	Np007G4220900	XP_006297655.2
OG0000729	Np006G3608100	XP_006294508.1
OG0000730	Np002G0713800	XP_006302671.1
OG0000730	Np006G3560700	XP_006294779.1
OG0000730	Np004G2403500	XP_006304066.1
OG0000731	Np004G2129100	XP_006305912.1
OG0000731	Np004G2129000	XP_023633103.1
OG0000732	Np001G0126400, Np001G0126000	XP_006289510.1, XP_006287660.1
OG0000732	Np001G0038500	XP_006281825.1, XP_006306073.1
OG0000734	Np001G0074200	XP_023637902.1
OG0000734	Np001G0470600	XP_006281256.2, XP_006288907.2
OG0000735	Np003G1508200	XP_023640431.1
OG0000736	Np002G1148900, Np002G1148300, Np004G2310000, Np003G1532100, Np003G1532000	XP_006281283.2, XP_006281350.1, XP_006281297.2
OG0000737	Np003G1864500	XP_006289774.1
OG0000737	Np004G2312700, Np004G2574400	XP_006303539.2
OG0000738	Np003G1281400	XP_006288022.1
OG0000738	Np006G3391200	XP_006293487.1
OG0000740	Np002G0735400	XP_023642857.1
OG0000740	Np004G2041100	XP_006303273.1
OG0000740	Np003G1762400	XP_006288456.1
OG0000741	Np002G0794600	XP_023643444.1
OG0000741	Np004G2525700	XP_023632673.1
OG0000741	Np001G0596900	XP_006292080.1
OG0000743	Np001G0673600, Np001G0676000	XP_006291181.1, XP_023636131.1
OG0000744	Np001G0670700	XP_006290877.1
OG0000744	Np001G0670800	XP_023638970.1
OG0000745	Np005G2750700, Np005G2750500	XP_006284769.1
OG0000745	Np005G2796200	XP_006284772.1
OG0000745	Np007G3730500	XP_006298829.1
OG0000746	Np006G3257600	XP_006295416.1
OG0000747	Np007G3915100	XP_006298540.1
OG0000747	Np003G1869100	XP_006286754.1
OG0000748	Np003G1376100	XP_006301654.2, XP_006300421.1, XP_006279132.2, XP_006300928.1
OG0000749	Np006G3680600	XP_006279892.1, XP_023635057.1, XP_006296000.1
OG0000751	Np005G2617400, Np006G3579600	XP_006301493.2
OG0000752	Np007G4237700	XP_006298912.2
OG0000761	Np007G3790700	XP_006279456.2
OG0000763	Np003G1401000	XP_023636274.1
OG0000763	Np003G1401100	XP_023636275.1
OG0000764	Np006G3692000	XP_006294036.1
OG0000764	Np005G2620300	XP_006283562.1
OG0000765	Np007G4157200	XP_023633875.1, XP_023635765.1
OG0000765	Np005G3180100	XP_023643361.1
OG0000766	Np001G0444400	XP_023638513.1, XP_006279382.1
OG0000767	Np003G1325900	XP_006290158.1
OG0000767	Np003G1325800	XP_023635741.1, XP_006288159.1
OG0000768	Np003G1289800	XP_023636652.1
OG0000768	Np003G1289900	XP_006287917.1
OG0000769	Np002G0704200	XP_006300389.1
OG0000769	Np003G1647500, Np007G3849700, Np007G3758800	XP_006279357.1
OG0000770	Np002G0770800	XP_006302195.1
OG0000770	Np004G2352400	XP_006285382.1
OG0000771	Np001G0010700	XP_006280565.1
OG0000771	Np001G0522100	XP_023638941.1, XP_006293338.2
OG0000772	Np002G0937800	XP_023642828.1
OG0000772	Np005G3131200	XP_023637821.1
OG0000774	Np005G2794600	XP_006283292.1
OG0000775	Np004G2350200	XP_006307164.1
OG0000781	Np006G3603000	XP_006293632.1
OG0000781	Np006G3602800, Np006G3602900, Np006G3506400	XP_006293635.2, XP_023640370.1
OG0000782	Np005G3061000	XP_006283156.1
OG0000782	Np004G2544300	XP_006303716.1
OG0000783	Np006G3576800, Np006G3573900, Np006G3573700	XP_006295901.1
OG0000784	Np006G3436100	XP_006295883.1
OG0000784	Np004G2110800, Np004G2110600	XP_006305203.1
OG0000786	Np005G2854600	XP_006289005.2
OG0000786	Np003G1484000	XP_006288894.1, XP_006288892.1, XP_006284759.1
OG0000787	Np003G1569200	XP_006280080.1
OG0000787	Np005G2796900	XP_006285652.1
OG0000787	Np001G0550700	XP_023638216.1
OG0000788	Np005G2634300	XP_006283125.1
OG0000788	Np003G1293500	XP_006287084.1
OG0000789	Np001G0565700, Np006G3369700	XP_006292075.1
OG0000789	Np003G1266600	XP_006286404.1
OG0000790	Np002G0903000	XP_023644171.1
OG0000790	Np004G2095700	XP_006304478.1
OG0000791	Np007G3967600	XP_006279780.2, XP_006304534.1
OG0000793	Np007G4048900	XP_006296907.1
OG0000793	Np004G1932200	XP_006306678.2
OG0000793	Np006G3282700	XP_006293629.1
OG0000794	Np001G0197800	XP_023638729.1
OG0000794	Np006G3638800, Np001G0197900	XP_006290910.2, XP_006290856.1
OG0000795	Np001G0194400, Np002G0867300	XP_006291983.2
OG0000796	Np001G0234300, Np004G2437800	XP_023645504.1, XP_023641479.1, XP_006279157.2
OG0000796	Np004G2091100	XP_006307078.1
OG0000797	Np001G0467800	XP_006290760.1
OG0000797	Np001G0468200	XP_006293189.1
OG0000797	Np001G0468400	XP_023638342.1
OG0000797	Np001G0467900	XP_006290765.2
OG0000798	Np003G1798200, Np001G0083700, Np001G0105900, Np003G1797700, Np003G1797800	XP_023637595.1
OG0000799	Np004G1951300	XP_023633179.1
OG0000799	Np004G1951400	XP_006306715.1
OG0000800	Np005G2916900, Np005G3015800	XP_006282689.1
OG0000801	Np001G0689800	XP_023638630.1
OG0000801	Np003G1870400	XP_006288076.1
OG0000803	Np006G3264300, Np006G3264000, Np004G2058700	XP_006294206.1, XP_006295749.1
OG0000803	Np006G3264200, Np006G3264100	XP_006296149.1
OG0000805	Np002G1077400, Np007G4089700	XP_006298518.1
OG0000805	Np007G4089900	XP_006299895.2, XP_006298530.1, XP_006299142.2
OG0000805	Np007G4090000	XP_006300139.1
OG0000809	Np004G2184100	XP_023643044.1
OG0000812	Np001G0491700	XP_006292150.1
OG0000813	Np002G0923400, Np002G0942000, Np004G1914600, Np005G3119900	XP_006300831.2
OG0000814	Np004G2466900	XP_006304633.2
OG0000816	Np005G2784400	XP_006279715.1, XP_023634569.1
OG0000816	Np004G1916200	XP_006304318.1
OG0000817	Np003G1308000	XP_006287730.1
OG0000817	Np007G4105500	XP_006299809.1, XP_006300172.1, XP_006297530.1
OG0000818	Np003G1253400	XP_006287188.1
OG0000819	Np006G3392600	XP_006294504.1
OG0000821	Np006G3592700	XP_006296209.1, XP_006296480.1
OG0000824	Np007G3988100	XP_006298024.1
OG0000825	Np007G3922100	XP_006289307.1, XP_006301672.1, XP_006301536.1
OG0000826	Np004G2530900	XP_006305137.1, XP_023632862.1
OG0000827	Np002G1133800	XP_006300439.1
OG0000827	Np004G2490300	XP_006307214.1
OG0000827	Np001G0480100	XP_006294005.1
OG0000828	Np004G2260900	XP_006289980.1, XP_006304722.1
OG0000828	Np002G0870800, Np003G1462700, Np007G3757000	XP_006302945.1
OG0000829	Np002G1132100, Np001G0502500	XP_006302633.1, XP_023644270.1, XP_006301529.2, XP_023642896.1, XP_023642888.1, XP_023642897.1
OG0000831	Np007G4205800	XP_006285297.1, XP_023634744.1
OG0000832	Np006G3598600	XP_006294492.2
OG0000832	Np001G0461300	XP_006291434.1
OG0000834	Np003G1880400	XP_006289877.1
OG0000834	Np004G2584500	XP_023632698.1
OG0000835	Np006G3551800	XP_006295649.1
OG0000835	Np001G0529300	XP_006292326.1, XP_006285348.1
OG0000836	Np001G0135600, Np003G1650000, Np001G0135500, Np001G0135700	XP_023636612.1, XP_023637103.1, XP_023635916.1, XP_006289252.2
OG0000837	Np007G3794300, Np003G1501800, Np003G1502000	XP_023637551.1, XP_023635727.1, XP_023635726.1, XP_023635736.1, XP_023635735.1, XP_006289515.1, XP_023635705.1
OG0000839	Np003G1270700	XP_006287869.1
OG0000839	Np007G4132200	XP_006297818.1
OG0000840	Np004G1921900	XP_006306365.2
OG0000840	Np004G1921500	XP_006286037.1, XP_006303510.2
OG0000841	Np003G1747800	XP_023645803.1
OG0000841	Np003G1747900	XP_023641938.1, XP_023642310.1, XP_006282275.2, XP_023633583.1
OG0000842	Np004G1979900	XP_006305961.1
OG0000842	Np004G1979800	XP_006305974.1
OG0000842	Np004G1979700	XP_006304684.1
OG0000843	Np006G3224900	XP_006295248.1
OG0000843	Np003G1882400	XP_006289211.1
OG0000843	Np001G0680100	XP_006292049.1
OG0000844	Np006G3314800	XP_006295224.2, XP_006295214.1
OG0000845	Np004G2060900	XP_023632741.1, XP_023637312.1
OG0000847	Np003G1316500	XP_006285048.1
OG0000847	Np006G3245400	XP_006294165.1
OG0000847	Np002G1218000	XP_023635290.1
OG0000849	Np003G1775800	XP_006299097.1, XP_006282299.1
OG0000851	Np006G3677100	XP_006294031.1
OG0000851	Np005G2616500	XP_006283543.1
OG0000857	Np005G3103300, Np005G3103600, Np005G3104100	XP_006291585.1
OG0000857	Np003G1377700	XP_006286680.2
OG0000858	Np002G0779900	XP_006301200.1
OG0000858	Np004G2020500	XP_006304983.1
OG0000858	Np001G0419300	XP_006280580.1
OG0000859	Np003G1486600	XP_006288078.1, XP_006288083.1
OG0000860	Np003G1513000	XP_006289316.1
OG0000860	Np007G3744600, Np007G3744500	XP_006296780.1, XP_006295940.2, XP_006281471.2
OG0000861	Np003G1513800	XP_006281631.1
OG0000861	Np001G0447500	XP_006293136.1
OG0000862	Np005G3120100, Np003G1556000	XP_006284860.2
OG0000863	Np002G0720500	XP_006300324.1
OG0000863	Np007G4085500	XP_006297559.1
OG0000864	Np006G3680500	XP_006284997.1, XP_006285335.1
OG0000865	Np001G0454200, Np001G0454100	XP_023638704.1
OG0000865	Np001G0453900	XP_006290946.2
OG0000865	Np001G0454000	XP_006292405.1, XP_006292911.1
OG0000867	Np001G0329100	XP_006280739.1
OG0000868	Np001G0513200	XP_006290339.1
OG0000868	Np001G0514000	XP_006293039.1
OG0000869	Np005G2860700, Np005G2861000, Np005G2860000, Np005G2860300, Np005G2860600	XP_006284924.2
OG0000869	Np005G2741200	XP_006305973.2
OG0000870	Np001G0603700	XP_006291912.2
OG0000870	Np003G1293200, Np007G4116200	XP_023643542.1
OG0000871	Np006G3371300	XP_006294877.1
OG0000871	Np001G0565200	XP_006291869.1
OG0000872	Np001G0492000	XP_006281780.1
OG0000872	Np006G3256800	XP_006294041.1
OG0000873	Np003G1442900	XP_006289373.1
OG0000874	Np004G2435400	XP_006305077.1
OG0000874	Np004G2435500	XP_023632871.1
OG0000876	Np002G1178200, Np002G1178300, Np002G1178900	XP_023644196.1
OG0000882	Np006G3402100	XP_006295164.1
OG0000882	Np004G2158000	XP_006303385.1
OG0000884	Np003G1612200	XP_006295647.1, XP_023640571.1
OG0000884	Np003G1611500	XP_006281720.2, XP_023639257.1
OG0000885	Np007G3828400	XP_006284734.1, XP_006298793.1, XP_006293395.1
OG0000886	Np006G3218400	XP_006294813.1
OG0000887	Np004G2562300	XP_023633037.1, XP_023633051.1
OG0000888	Np005G2898000	XP_023634110.1
OG0000888	Np005G2898200	XP_006285604.2
OG0000889	Np005G2868400	XP_023635391.1
OG0000889	Np005G2868500	XP_023635390.1
OG0000889	Np005G2868300	XP_023635044.1
OG0000890	Np007G4208800	XP_006298754.1
OG0000890	Np003G1459400	XP_006284710.1, XP_006288853.1
OG0000894	Np006G3678400	XP_006294558.1
OG0000894	Np001G0511900	XP_023638091.1
OG0000895	Np003G1491900	XP_023637590.1
OG0000896	Np001G0595200	XP_006292814.1, XP_006292471.1
OG0000897	Np003G1322800	XP_006289281.1
OG0000897	Np007G4096800	XP_006299059.1
OG0000898	Np003G1304000	XP_006286608.2
OG0000898	Np007G4111600	XP_023642347.1
OG0000899	Np002G0731500	XP_006301184.2
OG0000900	Np004G1921700	XP_023632693.1
OG0000901	Np001G0614500	XP_023639188.1
OG0000902	Np004G2093700	XP_006289387.1, XP_006306260.2
OG0000902	Np004G2021300, Np004G2020800	XP_023632884.1, XP_006304617.1
OG0000903	Np005G2753100, Np005G2753200	XP_006284235.2
OG0000903	Np005G2753300	XP_006284398.1
OG0000904	Np007G3957800	XP_006297697.1
OG0000904	Np004G1980300	XP_006307519.1
OG0000906	Np001G0408900, Np005G2830000, Np005G2829900, Np005G2830100	XP_006283170.1
OG0000906	Np005G2829800	XP_006283205.1
OG0000907	Np007G4252600	XP_006299211.1
OG0000907	Np006G3258400	XP_006295574.1
OG0000908	Np001G0633900	XP_006291524.1
OG0000908	Np006G3283700	XP_006294640.1
OG0000909	Np005G3056900	XP_023634324.1
OG0000910	Np005G3113700	XP_006283626.1
OG0000911	Np005G2614400	XP_006286179.1
OG0000911	Np006G3701700	XP_006295928.1
OG0000912	Np005G3078300	XP_006288739.1
OG0000912	Np007G4185700	XP_006298640.1
OG0000913	Np005G3135100	XP_023633657.1
OG0000913	Np003G1430600	XP_023635790.1
OG0000913	Np007G4233400	XP_006298337.1
OG0000914	Np003G1884500	XP_006290216.1
OG0000914	Np004G2588600	XP_023632569.1
OG0000915	Np004G2585100, Np003G1881300	XP_006304319.1, XP_023643093.1
OG0000917	Np004G2322500, Np004G2322700	XP_006305040.1
OG0000917	Np004G2323000	XP_023644408.1
OG0000920	Np001G0561600, Np001G0561900	XP_006286208.2
OG0000923	Np001G0479000	XP_006290269.1
OG0000923	Np001G0070500	XP_006282309.1
OG0000924	Np005G3089100	XP_006283494.1
OG0000924	Np004G2291300	XP_006307167.1
OG0000924	Np003G1432400	XP_006287553.1
OG0000925	Np001G0123000	XP_006289317.1
OG0000925	Np003G1371400	XP_006288316.1
OG0000926	Np005G3048200, Np005G2715200	XP_006284414.1
OG0000926	Np003G1366800	XP_006288531.1
OG0000927	Np001G0598400	XP_023639101.1
OG0000927	Np003G1307300	XP_006287444.2, XP_006287339.1
OG0000928	Np006G3536600, Np006G3471600	XP_023639350.1
OG0000928	Np004G2529800, Np007G3776300, Np008G4258900, Np003G1556200, Np005G2692400	XP_006305508.1
OG0000929	Np004G2530400	XP_006305151.1
OG0000929	Np006G3470100, Np006G3537800	XP_006294474.1
OG0000930	Np001G0444600	XP_006286758.2, XP_006292841.2, XP_023638893.1
OG0000931	Np001G0461700	XP_006291808.2
OG0000931	Np001G0590400	XP_023639240.1
OG0000931	Np003G1532300	XP_006281222.1
OG0000932	Np005G2769000	XP_023634905.1
OG0000932	Np004G2322400	XP_006305630.1
OG0000934	Np005G2800400, Np005G2800900, Np005G2800500	XP_023635615.1
OG0000934	Np003G1562400	XP_006281423.1
OG0000935	Np003G1597200, Np003G1597300	XP_006281285.2, XP_006281362.1
OG0000936	Np005G2672100	XP_006282910.1
OG0000938	Np007G4055700	XP_006297957.1
OG0000939	Np004G2047800	XP_006305051.1
OG0000939	Np004G2325800	XP_006305055.1
OG0000942	Np005G2709300	XP_006285276.1
OG0000943	Np001G0515900, Np001G0515600	XP_006291128.1, XP_006291132.1
OG0000944	Np001G0506500	XP_006292765.1
OG0000944	Np001G0514500	XP_023638263.1
OG0000946	Np004G2531000	XP_006304979.1
OG0000946	Np001G0672400	XP_006292553.1
OG0000947	Np006G3207700	XP_006295295.1
OG0000947	Np001G0693500	XP_006292102.1
OG0000948	Np001G0618400	XP_006291450.1
OG0000948	Np007G3797500	XP_006291430.1, XP_006302490.1, XP_006291444.1
OG0000949	Np001G0588600, Np006G3337300	XP_023639802.1
OG0000950	Np002G1209800, Np002G1209900	XP_006297392.1
OG0000951	Np005G2673800	XP_006285963.1
OG0000951	Np007G3893100	XP_006296904.1
OG0000952	Np004G2496800, Np001G0441000	XP_006305357.1
OG0000954	Np007G4213300	XP_006296996.1
OG0000955	Np004G2431100, Np005G3077400	XP_006289902.1
OG0000956	Np002G0857700	XP_006301627.1
OG0000956	Np005G2755900	XP_006283271.1
OG0000956	Np002G0857900, Np002G0858000	XP_006301577.1
OG0000957	Np005G2618000	XP_006283415.1
OG0000958	Np001G0357300, Np004G2248300, Np004G2248200, Np004G2248100, Np004G2248400, Np001G0425000	XP_006300288.2
OG0000962	Np001G0238700, Np002G1028700, Np005G3192900	XP_023638627.1
OG0000963	Np003G1417500	XP_006289485.2
OG0000963	Np007G3766400	XP_006299980.1, XP_006297560.1, XP_006299982.2, XP_006297587.1
OG0000964	Np006G3556600, Np006G3556700, Np006G3554800, Np006G3554900	XP_023640386.1
OG0000965	Np005G2803900	XP_006284136.1
OG0000965	Np003G1658000	XP_023637905.1
OG0000966	Np001G0110200	XP_006288673.1
OG0000967	Np001G0200200, Np001G0130700, Np001G0356800, Np001G0130800, Np001G0356900	XP_006286799.1, XP_006289143.2
OG0000968	Np003G1521600	XP_006282152.2
OG0000968	Np003G1521500	XP_006282242.2
OG0000971	Np001G0365100	XP_006279599.2
OG0000971	Np001G0365400	XP_006279739.1
OG0000972	Np005G2816900, Np005G2824300	XP_023634254.1
OG0000973	Np005G2945600	XP_006284546.1
OG0000973	Np001G0329200	XP_006281126.1
OG0000974	Np007G4144600, Np001G0599800	XP_023642709.1, XP_006306581.1
OG0000974	Np007G4108300	XP_006299090.1
OG0000975	Np006G3365000	XP_006293895.1
OG0000975	Np001G0568600, Np001G0568700	XP_006290774.1, XP_006290772.1
OG0000976	Np003G1669200, Np003G1669100	XP_006280947.1
OG0000976	Np001G0424200	XP_023640224.1
OG0000977	Np006G3659300	XP_006299295.1, XP_006295856.2, XP_023640515.1, XP_023638722.1, XP_023642481.1, XP_006299568.1
OG0000978	Np005G2652800, Np007G4199900	XP_006284351.1
OG0000979	Np005G3120600	XP_006303744.2
OG0000979	Np006G3694000, Np006G3314100, Np006G3315300	XP_023645676.1
OG0000980	Np002G0852900, Np002G0852700, Np002G0852400, Np002G0852500	XP_006291108.1, XP_023638690.1, XP_023638093.1, XP_023639277.1
OG0000983	Np007G4232500	XP_023641607.1
OG0000983	Np003G1431600	XP_006288729.1
OG0000984	Np003G1425800	XP_006288007.1
OG0000984	Np007G4237100	XP_006298006.1
OG0000985	Np006G3615100	XP_006293460.1
OG0000985	Np007G3804400	XP_006297205.1
OG0000986	Np006G3552800	XP_023639670.1
OG0000987	Np003G1660200	XP_006281622.1
OG0000989	Np006G3299600	XP_006294641.1
OG0000990	Np004G2148700, Np004G2149000, Np005G2717300	XP_023632543.1
OG0000991	Np002G1218500, Np003G1738700	XP_006279310.2
OG0000992	Np003G1325200	XP_023636634.1
OG0000992	Np003G1325300	XP_023636635.1
OG0000993	Np007G4134600	XP_006298898.1
OG0000994	Np004G2405000	XP_006304205.1
OG0000994	Np002G0711100	XP_006302834.1
OG0000995	Np004G2042900	XP_006305642.2
OG0000995	Np005G3117000	XP_006306093.1
OG0000995	Np002G0896500	XP_006302859.1
OG0000996	Np001G0455300, Np001G0455200, Np001G0457900	XP_006292941.2, XP_006292246.2
OG0000997	Np007G3758500	XP_006297373.2
OG0000997	Np004G2091200	XP_006307134.1
OG0000998	Np007G3754200	XP_006299789.2
OG0000998	Np005G2674800	XP_023635352.1
OG0000999	Np004G1994700	XP_023635054.1
OG0001001	Np006G3391800	XP_006296027.1
OG0001001	Np001G0551500	XP_006291235.2
OG0001002	Np007G3839800	XP_006297743.1
OG0001002	Np005G3049000, Np005G3048900, Np005G3048600	XP_006286054.2
OG0001003	Np005G3125400, Np005G3125500	XP_006285157.1
OG0001003	Np005G3125600, Np005G3125900	XP_006286127.2
OG0001004	Np001G0177500	XP_006279995.1
OG0001005	Np001G0344300	XP_006281036.1
OG0001005	Np005G2932400	XP_006284352.2
OG0001007	Np005G2875200	XP_006284072.1
OG0001007	Np003G1848600	XP_006289871.1
OG0001009	Np001G0591600	XP_006291113.1
OG0001009	Np006G3334700, Np006G3335200	XP_006295997.1
OG0001010	Np005G2752500	XP_006284736.1
OG0001010	Np007G3729000	XP_006299812.1
OG0001011	Np007G4179800	XP_006299234.1
OG0001012	Np005G2774000	XP_006282851.1
OG0001013	Np003G1468600	XP_023636796.1
OG0001013	Np007G4174000	XP_006297810.1
OG0001015	Np007G3726800	XP_023641475.1
OG0001015	Np007G3726400, Np007G3727000	XP_006296906.1
OG0001016	Np004G2499900	XP_023633143.1, XP_023633142.1
OG0001016	Np002G1078300, Np002G1078400	XP_023643750.1
OG0001017	Np004G2307000	XP_006306980.2
OG0001017	Np002G0846200	XP_006302022.1, XP_023640625.1
OG0001019	Np001G0673500	XP_006279111.1, XP_006291233.1
OG0001020	Np002G1126800	XP_023643244.1, XP_006301688.1, XP_006301357.1, XP_023643293.1, XP_006301959.1, XP_006301414.1, XP_006301068.1
OG0001021	Np001G0015800	XP_006299230.1
OG0001021	Np001G0015700	XP_006281152.2
OG0001029	Np002G1119600	XP_023638449.1
OG0001029	Np001G0603400	XP_023638034.1, XP_023638010.1
OG0001030	Np003G1876500	XP_023636147.1
OG0001031	Np003G1415600	XP_006287272.1
OG0001031	Np006G3665500	XP_006287274.1
OG0001032	Np003G1376400	XP_006288623.1
OG0001032	Np001G0126800	XP_023636918.1
OG0001033	Np004G2013900	XP_006294181.1
OG0001033	Np006G3524100, Np003G1752500	XP_006294185.1
OG0001034	Np006G3566200	XP_023640447.1
OG0001034	Np004G2547700	XP_006304851.1
OG0001035	Np006G3706400	XP_006293578.1
OG0001035	Np005G3015700	XP_006300379.1
OG0001036	Np004G2131800	XP_006289227.1, XP_006289244.1, XP_006306337.1, XP_006303496.1, XP_006305700.1, XP_006305697.1, XP_006300973.2, XP_006300349.1, XP_006303116.2, XP_006301671.1, XP_006301316.1, XP_006301053.1, XP_006305962.1
OG0001037	Np001G0366300, Np006G3684600	XP_006293363.1
OG0001037	Np006G3408600	XP_006293777.1
OG0001038	Np001G0195500	XP_023638846.1
OG0001038	Np001G0195300	XP_006292798.1
OG0001040	Np002G1166400, Np002G1166300	XP_023642840.1, XP_006293698.1
OG0001040	Np006G3702600, Np006G3702500	XP_006293731.1
OG0001041	Np003G1579200, Np003G1578900	XP_006282198.2
OG0001042	Np001G0495300	XP_006290259.2
OG0001042	Np003G1710700	XP_006279971.1
OG0001043	Np003G1383400, Np006G3385300, Np002G0962500, Np003G1361100	XP_006289385.1
OG0001044	Np007G4117900	XP_006299831.1
OG0001044	Np003G1290000	XP_006289848.1
OG0001045	Np002G0749000	XP_006302119.2
OG0001045	Np004G2334000	XP_006307302.1
OG0001046	Np004G2343400	XP_023645685.1
OG0001046	Np002G0761600	XP_023643472.1
OG0001047	Np004G2355100	XP_006304096.1
OG0001047	Np002G0774800	XP_006302678.1
OG0001048	Np006G3614200, Np006G3614900, Np006G3614100, Np006G3539500, Np006G3469100	XP_006295443.1
OG0001049	Np004G1923400	XP_006307084.1
OG0001050	Np005G3112100, Np005G3112200, Np002G1011200, Np002G1077500, Np002G1081500	XP_006295898.1
