Orthogroup	Arabidopsis_arenosa	Cardamine_hirsuta
OG0003052	jg8346	CARHR247940
OG0003054	jg10536, jg10473, jg10012	CARHR227160
OG0003055	jg5763	CARHR193840
OG0003056	jg24533	CARHR080510
OG0003056	jg5790	CARHR193660
OG0003057	jg6550	CARHR186960
OG0003058	jg24371	CARHR079090
OG0003059	jg20164	CARHR142910
OG0003059	jg21753	CARHR257280
OG0003060	jg19926	CARHR140540
OG0003061	jg19735	CARHR139060
OG0003062	jg19733	CARHR139040, CARHR199340, CARHR058880
OG0003063	jg19462	CARHR025870
OG0003064	jg24418	CARHR079530
OG0003064	jg6660	CARHR186010
OG0003065	jg29268	CARHR008990
OG0003065	jg24462	CARHR079920
OG0003066	jg24492	CARHR080200
OG0003067	jg21579	CARHR182040
OG0003068	jg24790	CARHR083060, CARHR083070, CARHR083080, CARHR083090
OG0003068	jg3822	CARHR212220
OG0003069	jg25034, jg25035, jg25033	CARHR085460
OG0003070	jg33714	CARHR045240
OG0003071	jg2285	CARHR179300
OG0003071	jg25648	CARHR091190
OG0003072	jg25921	CARHR093340
OG0003073	jg25951	CARHR093630
OG0003073	jg32956	CARHR038730
OG0003074	jg12250	CARHR214960
OG0003074	jg2106	CARHR058510
OG0003075	jg5739	CARHR194130, CARHR194140
OG0003076	jg8173	CARHR248810
OG0003076	jg28445	CARHR000570
OG0003077	jg28456	CARHR000710
OG0003077	jg8200	CARHR248530
OG0003078	jg28588	CARHR035210, CARHR002080
OG0003079	jg28652	CARHR002730
OG0003079	jg1337, jg32531	CARHR054000
OG0003080	jg28989	CARHR006000
OG0003080	jg18150	CARHR124500
OG0003081	jg926	CARHR052310
OG0003081	jg29490	CARHR011070
OG0003082	jg12961	CARHR144160
OG0003083	jg12936, jg29984	CARHR015510
OG0003084	jg30034	CARHR016010
OG0003085	jg30373	CARHR019120
OG0003085	jg3050	CARHR067180
OG0003086	jg3281	CARHR069770
OG0003086	jg30589, jg30592	CARHR020990
OG0003088	jg30615	CARHR021160
OG0003088	jg30614	CARHR021150
OG0003089	jg30656	CARHR021590
OG0003090	jg30813	CARHR022860
OG0003092	jg20678	CARHR178350
OG0003092	jg20686	CARHR178360
OG0003093	jg8686	CARHR244820
OG0003094	jg8863	CARHR243190
OG0003095	jg8002	CARHR250380
OG0003095	jg8865	CARHR243170
OG0003096	jg9191, jg9190	CARHR239990
OG0003097	jg2557	CARHR062660
OG0003097	jg31054	CARHR025050
OG0003098	jg8093	CARHR250220
OG0003101	jg27971	CARHR108650
OG0003102	jg9341	CARHR238560
OG0003102	jg16869	CARHR118300
OG0003103	jg17886, jg17879, jg17893	CARHR122150, CARHR122160
OG0003116	jg9364	CARHR238370
OG0003117	jg5627	CARHR195220
OG0003118	jg5424	CARHR197330
OG0003118	jg24064	CARHR076470
OG0003119	jg5314	CARHR198400, CARHR198410
OG0003120	jg23538	CARHR279220
OG0003121	jg18367, jg18368	CARHR126810
OG0003122	jg13922, jg13924, jg9949	CARHR232610
OG0003123	jg32789	CARHR037210
OG0003123	jg9292	CARHR238960
OG0003124	jg18507	CARHR128120
OG0003124	jg31410	CARHR028240
OG0003125	jg31731	CARHR030680
OG0003125	jg29393	CARHR010260
OG0003126	jg31797	CARHR286930
OG0003127	jg14934	CARHR160160
OG0003127	jg23713	CARHR280930
OG0003128	jg6058	CARHR191050
OG0003129	jg23330	CARHR277440
OG0003130	jg23266	CARHR276830
OG0003131	jg23113	CARHR275450
OG0003132	jg6257	CARHR189530
OG0003133	jg827	CARHR051140
OG0003133	jg828	CARHR051210, CARHR051160
OG0003134	jg26459	CARHR098220
OG0003136	jg6066	CARHR191010
OG0003137	jg2625	CARHR102930, CARHR274150
OG0003138	jg21923	CARHR259130, CARHR265280
OG0003139	jg9871	CARHR233360
OG0003140	jg30752	CARHR038350, CARHR022320
OG0003141	jg25779	CARHR092260
OG0003142	jg28596	CARHR002180
OG0003143	jg7965	CARHR250810
OG0003143	jg7968	CARHR250780
OG0003144	jg15460, jg15458	CARHR289060
OG0003145	jg4217	CARHR208610
OG0003146	jg4197	CARHR208810
OG0003147	jg12699	CARHR213740
OG0003148	jg12751	CARHR213070
OG0003148	jg525	CARHR047870
OG0003150	jg3743	CARHR074210
OG0003152	jg30122	CARHR016830
OG0003153	jg3567	CARHR072440, CARHR072430
OG0003154	jg3349	CARHR070380
OG0003154	jg30661	CARHR021650
OG0003156	jg30534, jg13272	CARHR146930, CARHR020540
OG0003157	jg3176, jg30475	CARHR068560
OG0003158	jg33528	CARHR043480
OG0003159	jg18742	CARHR130330
OG0003160	jg18773	CARHR130680
OG0003161	jg14311	CARHR150230
OG0003162	jg11441	CARHR219500
OG0003162	jg26669	CARHR099910
OG0003163	jg11284	CARHR221200
OG0003163	jg26517	CARHR098680
OG0003164	jg11139	CARHR290040
OG0003165	jg30357	CARHR018940
OG0003165	jg2989	CARHR066520
OG0003166	jg30347	CARHR018810
OG0003166	jg2996	CARHR066590
OG0003167	jg13546	CARHR149390
OG0003167	jg12641	CARHR261760
OG0003168	jg12508	CARHR262920
OG0003168	jg13735	CARHR152340
OG0003169	jg12667	CARHR261440
OG0003169	jg13512	CARHR148940
OG0003171	jg20572	CARHR176790
OG0003172	jg1959	CARHR057460
OG0003174	jg33497, jg33498	CARHR221280, CARHR221270
OG0003175	jg20972	CARHR181060
OG0003175	jg32695	CARHR036260
OG0003176	jg10867	CARHR224210
OG0003176	jg10868	CARHR213500
OG0003177	jg21788, jg21787	CARHR256760
OG0003178	jg21617	CARHR259140
OG0003178	jg29928	CARHR014940
OG0003179	jg10996	CARHR222880
OG0003179	jg18707	CARHR129990
OG0003180	jg10910	CARHR223660
OG0003180	jg18636	CARHR129330
OG0003181	jg14977	CARHR160540
OG0003182	jg16108	CARHR170880
OG0003182	jg25263	CARHR154600
OG0003183	jg16027	CARHR170150
OG0003184	jg15847	CARHR168760, CARHR168800
OG0003184	jg15867	CARHR168830
OG0003184	jg15856	CARHR168680
OG0003186	jg14285	CARHR150380
OG0003187	jg15574	CARHR166130
OG0003188	jg15564	CARHR166040
OG0003189	jg15435	CARHR164980
OG0003190	jg15303	CARHR163590
OG0003190	jg18909	CARHR132090
OG0003192	jg27935, jg7308, jg7305	CARHR108470
OG0003192	jg9226	CARHR286350, CARHR239630
OG0003193	jg15636	CARHR166800
OG0003193	jg19372	CARHR136070
OG0003194	jg19133	CARHR222400, CARHR222410, CARHR133970, CARHR133960
OG0003195	jg8641	CARHR245350
OG0003196	jg17062	CARHR116490
OG0003197	jg7556	CARHR254780
OG0003197	jg7554	CARHR187180
OG0003198	jg6650	CARHR186090
OG0003199	jg28284	CARHR111240
OG0003199	jg9591	CARHR236190
OG0003200	jg24352	CARHR078920
OG0003200	jg6807	CARHR185290
OG0003201	jg24428	CARHR079620
OG0003202	jg5747	CARHR194040
OG0003202	jg24558	CARHR080750
OG0003203	jg24675, jg24679	CARHR081870
OG0003204	jg24599	CARHR088400
OG0003205	jg11416	CARHR219730
OG0003205	jg11430	CARHR118090, CARHR218620, CARHR105490, CARHR105460
OG0003206	jg25239	CARHR087360
OG0003208	jg25996	CARHR157630, CARHR283740, CARHR112470, CARHR094030
OG0003210	jg12282	CARHR214750
OG0003211	jg28793	CARHR004090
OG0003211	jg29413	CARHR010410
OG0003212	jg29065	CARHR006840
OG0003213	jg29205	CARHR008310
OG0003214	jg997	CARHR052940
OG0003214	jg29447	CARHR010700
OG0003215	jg575	CARHR048390
OG0003215	jg29729	CARHR013030
OG0003216	jg9252	CARHR068650
OG0003216	jg29777	CARHR013530
OG0003217	jg16882, jg13021	CARHR144710
OG0003217	jg29940	CARHR015090
OG0003218	jg21713	CARHR257870
OG0003218	jg30252	CARHR017870
OG0003219	jg30819	CARHR022960, CARHR258050, CARHR022900
OG0003220	jg30825	CARHR023020
OG0003222	jg2747	CARHR064530
OG0003222	jg30851	CARHR023300
OG0003223	jg881	CARHR052060
OG0003224	jg1087	CARHR053520
OG0003224	jg1063, jg1065, jg1067	CARHR053490
OG0003225	jg11072	CARHR147860
OG0003225	jg11074	CARHR290630
OG0003226	jg32871, jg32850	CARHR037600
OG0003226	jg32849, jg32872	CARHR037610
OG0003227	jg27530, jg8927	CARHR242480
OG0003228	jg8998, jg9000	CARHR241810, CARHR241800
OG0003229	jg31082, jg32197	CARHR025230
OG0003230	jg9682	CARHR235330
OG0003230	jg1785	CARHR056390
OG0003231	jg13187	CARHR146250
OG0003231	jg13177	CARHR146130
OG0003233	jg8700	CARHR244690
OG0003236	jg16678	CARHR113710
OG0003237	jg12422	CARHR263860
OG0003239	jg14304	CARHR150310
OG0003239	jg14303	CARHR150420, CARHR150390, CARHR150410, CARHR150350, CARHR150340
OG0003240	jg10844	CARHR181630, CARHR264030
OG0003247	jg14460	CARHR154930
OG0003247	jg22858	CARHR285600
OG0003248	jg14615, jg14614	CARHR156820, CARHR156810
OG0003249	jg20405	CARHR175040, CARHR149580
OG0003250	jg5339	CARHR198170
OG0003250	jg23977	CARHR075780
OG0003251	jg5218	CARHR199320
OG0003252	jg5040	CARHR201130
OG0003252	jg6514	CARHR187430
OG0003253	jg10749, jg26569	CARHR225270
OG0003254	jg23508	CARHR293760
OG0003254	jg4854	CARHR203060
OG0003255	jg4852	CARHR203070
OG0003256	jg4839, jg4841, jg4842	CARHR203150
OG0003257	jg4781	CARHR203740
OG0003258	jg23422	CARHR278240
OG0003259	jg4329	CARHR207560
OG0003260	jg18090	CARHR123940
OG0003261	jg18098	CARHR124030
OG0003262	jg28896	CARHR005060
OG0003263	jg33028	CARHR039270, CARHR039280
OG0003264	jg12219, jg18381	CARHR126930
OG0003265	jg7376	CARHR218340
OG0003266	jg31040	CARHR024910
OG0003267	jg31587	CARHR029800
OG0003267	jg31586	CARHR029790
OG0003268	jg23120	CARHR032520
OG0003269	jg4749	CARHR204050
OG0003269	jg23398	CARHR277980
OG0003270	jg23066	CARHR099960, CARHR274970
OG0003273	jg6130	CARHR190580
OG0003274	jg8678	CARHR244900
OG0003274	jg27995	CARHR108930
OG0003275	jg25278	CARHR087670
OG0003276	jg22758, jg12119	CARHR272290
OG0003277	jg22449	CARHR269400
OG0003277	jg9796	CARHR234130
OG0003278	jg14824	CARHR158750
OG0003278	jg23599	CARHR279780
OG0003279	jg14822, jg23586	CARHR279680
OG0003280	jg4092, jg4051	CARHR040500, CARHR210130
OG0003281	jg12317, jg12318	CARHR012640
OG0003282	jg30896, jg30899	CARHR023720
OG0003283	jg17167	CARHR115540
OG0003284	jg3732	CARHR074140
OG0003285	jg10698	CARHR225790
OG0003286	jg10608	CARHR226510
OG0003287	jg30789, jg30791	CARHR022660, CARHR022600, CARHR022630
OG0003289	jg26477	CARHR098370
OG0003289	jg11252	CARHR221460
OG0003290	jg26445	CARHR098110
OG0003290	jg11237	CARHR221720
OG0003291	jg514, jg517, jg513, jg550	CARHR047760
OG0003292	jg31058	CARHR025090
OG0003293	jg33366	CARHR042080
OG0003295	jg10757	CARHR225150
OG0003297	jg23293, jg23294	CARHR277080
OG0003298	jg4330, jg4931	CARHR207550
OG0003298	jg10618	CARHR226400
OG0003299	jg1918, jg21791	CARHR264060
OG0003300	jg21138	CARHR284880
OG0003300	jg33155	CARHR040310
OG0003301	jg15023	CARHR160970
OG0003302	jg20017	CARHR141460
OG0003303	jg15358	CARHR164080
OG0003304	jg17068	CARHR116440
OG0003304	jg9733	CARHR234860
OG0003305	jg11641, jg26877	CARHR218290
OG0003306	jg26915	CARHR102050
OG0003306	jg21362	CARHR183990
OG0003307	jg2324	CARHR060430
OG0003308	jg28053	CARHR109330
OG0003309	jg33680	CARHR044840
OG0003309	jg25357	CARHR088390
OG0003310	jg32643	CARHR036040
OG0003310	jg7059	CARHR259390
OG0003311	jg20132	CARHR142630
OG0003312	jg3276	CARHR069720
OG0003312	jg19777	CARHR139440
OG0003313	jg27701	CARHR106690
OG0003313	jg8887	CARHR242940
OG0003314	jg24405	CARHR079420, CARHR185710
OG0003315	jg6541	CARHR187050
OG0003316	jg5749	CARHR194020
OG0003317	jg21431	CARHR183250
OG0003318	jg25708, jg25566	CARHR090330
OG0003319	jg25760	CARHR092090
OG0003319	jg11058	CARHR290700
OG0003320	jg33054	CARHR039400
OG0003321	jg9601	CARHR236100
OG0003321	jg9144	CARHR240410
OG0003322	jg12421	CARHR264020
OG0003323	jg26450	CARHR098150
OG0003324	jg9394	CARHR238070
OG0003324	jg28080	CARHR146550
OG0003325	jg2347	CARHR060540
OG0003325	jg21580	CARHR182030
OG0003326	jg15076	CARHR161400
OG0003327	jg28469	CARHR000850
OG0003328	jg8134	CARHR249330
OG0003328	jg28494	CARHR001110
OG0003330	jg29084	CARHR007020
OG0003331	jg29235	CARHR214520
OG0003332	jg29916	CARHR014850
OG0003332	jg13072	CARHR145170
OG0003333	jg30077	CARHR016380
OG0003334	jg17012, jg30458	CARHR019910
OG0003335	jg30581, jg30580	CARHR020900
OG0003336	jg30847	CARHR023230
OG0003336	jg2768	CARHR064650
OG0003337	jg2687	CARHR063990
OG0003337	jg30881	CARHR023640
OG0003338	jg2610	CARHR063160
OG0003339	jg23727	CARHR281090, CARHR281080
OG0003339	jg23728	CARHR281100
OG0003340	jg10888, jg20294	CARHR173910
OG0003341	jg20675	CARHR178310, CARHR178300
OG0003342	jg2007	CARHR057680, CARHR215890
OG0003343	jg9489, jg9488	CARHR237300
OG0003344	jg16686, jg26689	CARHR113770, CARHR113800, CARHR113790, CARHR113780
OG0003345	jg12762, jg12761	CARHR212960
OG0003346	jg288, jg134	CARHR287250, CARHR283240
OG0003347	jg8788	CARHR243940
OG0003349	jg8943	CARHR242630
OG0003350	jg9161	CARHR240230
OG0003351	jg2841	CARHR064940
OG0003352	jg28464	CARHR000800
OG0003353	jg9700	CARHR235180
OG0003355	jg31782	CARHR287000, CARHR289570, CARHR261540, CARHR261550
OG0003356	jg31305	CARHR152810
OG0003361	jg21959, jg21965, jg17729, jg21963, jg21960	CARHR265600, CARHR265610
OG0003362	jg22902	CARHR273140
OG0003362	jg17883	CARHR122170
OG0003372	jg14600	CARHR156710
OG0003373	jg31311	CARHR027370
OG0003373	jg31320	CARHR027460
OG0003374	jg31932	CARHR032160
OG0003375	jg21754	CARHR257230
OG0003377	jg5456	CARHR196900, CARHR196920, CARHR062790, CARHR196930, CARHR196950, CARHR289010
OG0003378	jg5447	CARHR197080
OG0003379	jg12753	CARHR213050
OG0003379	jg12752	CARHR213040
OG0003381	jg5062	CARHR200910
OG0003384	jg8574	CARHR245990
OG0003385	jg4665	CARHR205000
OG0003386	jg4617	CARHR205410
OG0003387	jg21728	CARHR257690
OG0003387	jg9981	CARHR232340
OG0003388	jg9984	CARHR232290
OG0003389	jg18328	CARHR126420
OG0003390	jg18061	CARHR123520
OG0003391	jg20899, jg7193	CARHR180290
OG0003392	jg20781, jg20783, jg20782	CARHR179150
OG0003393	jg31620	CARHR030100
OG0003394	jg18601, jg31621	CARHR030110
OG0003395	jg23608	CARHR279860
OG0003395	jg14834	CARHR158850
OG0003396	jg23469	CARHR278620
OG0003397	jg9017	CARHR241680
OG0003398	jg23288	CARHR277020
OG0003399	jg23256	CARHR276760
OG0003400	jg23244	CARHR276670
OG0003401	jg6248	CARHR189580
OG0003402	jg5957	CARHR191930
OG0003405	jg22548, jg2756	CARHR270370, CARHR000660
OG0003406	jg32990	CARHR037090, CARHR039020
OG0003406	jg21275	CARHR184450
OG0003408	jg4244	CARHR208320
OG0003409	jg4097	CARHR209780
OG0003410	jg24855	CARHR083690
OG0003410	jg3943	CARHR211240
OG0003412	jg24798	CARHR083160
OG0003412	jg3838	CARHR212130
OG0003413	jg25189	CARHR086870
OG0003414	jg30172, jg30161, jg30184	CARHR017240
OG0003415	jg8386	CARHR247590, CARHR106830
OG0003416	jg3315	CARHR070070
OG0003417	jg33740	CARHR045350, CARHR087970
OG0003418	jg33593	CARHR043950
OG0003419	jg33552, jg33551, jg2920	CARHR043660
OG0003421	jg26626	CARHR099650
OG0003422	jg16785	CARHR292870
OG0003422	jg8608	CARHR245650
OG0003424	jg13619	CARHR292460
OG0003424	jg13618	CARHR292470
OG0003425	jg31081	CARHR025220
OG0003426	jg20451	CARHR175600
OG0003426	jg10756	CARHR225160
OG0003427	jg33339	CARHR041920
OG0003428	jg33340	CARHR041930
OG0003429	jg33487	CARHR043130
OG0003429	jg28300	CARHR111440
OG0003431	jg10719	CARHR225550
OG0003431	jg10718	CARHR225540
OG0003432	jg15185	CARHR162450
OG0003433	jg14943	CARHR160250
OG0003434	jg21808	CARHR264100
OG0003435	jg32508, jg21785, jg32509	CARHR256780
OG0003437	jg11643	CARHR158190
OG0003437	jg10588	CARHR177980
OG0003438	jg10508	CARHR227270
OG0003440	jg10364	CARHR228660
OG0003441	jg12000, jg32135	CARHR033890
OG0003442	jg19808	CARHR139740
OG0003443	jg19580, jg15893	CARHR169060
OG0003444	jg19427	CARHR136540
OG0003445	jg15683	CARHR167160, CARHR163700
OG0003446	jg19275	CARHR135290
OG0003447	jg27033	CARHR103030
OG0003448	jg26745, jg17213	CARHR100450
OG0003449	jg8668	CARHR245030
OG0003450	jg16669	CARHR053880, CARHR246670, CARHR113600
OG0003452	jg32087	CARHR033540
OG0003453	jg6824, jg20155	CARHR142820
OG0003454	jg20149, jg27772	CARHR142750
OG0003455	jg19974	CARHR141040
OG0003456	jg19839	CARHR140000
OG0003458	jg19738, jg19741	CARHR139100
OG0003459	jg24552, jg19885	CARHR080720
OG0003460	jg24563	CARHR080820
OG0003461	jg24613	CARHR213130, CARHR176030, CARHR176040, CARHR213100, CARHR213110, CARHR213090, CARHR213140, CARHR081210
OG0003462	jg24824	CARHR083390
OG0003462	jg24842	CARHR083530
OG0003463	jg25099	CARHR086010
OG0003464	jg25145	CARHR086460, CARHR086470
OG0003465	jg25515, jg25345	CARHR088310
OG0003466	jg25364, jg25365	CARHR088450
OG0003467	jg25631	CARHR090980
OG0003468	jg10044, jg10043	CARHR231770
OG0003469	jg9312	CARHR238770
OG0003470	jg29253	CARHR008840
OG0003471	jg29166	CARHR007850
OG0003471	jg29165	CARHR007840
OG0003472	jg29317	CARHR009490
OG0003473	jg29372	CARHR010070
OG0003474	jg29399	CARHR010310
OG0003475	jg605	CARHR048710
OG0003475	jg29689	CARHR012750
OG0003477	jg32102	CARHR015140
OG0003478	jg2648	CARHR223680
OG0003479	jg30286	CARHR018210
OG0003479	jg12612	CARHR262030
OG0003481	jg20342	CARHR173550
OG0003481	jg10901	CARHR223760
OG0003482	jg28059, jg11028	CARHR092300
OG0003483	jg20031, jg20030	CARHR141560
OG0003484	jg8305, jg8298	CARHR294150
OG0003485	jg8578	CARHR245950
OG0003485	jg8577	CARHR245960
OG0003486	jg8760	CARHR244150
OG0003487	jg8890	CARHR242800
OG0003488	jg16896	CARHR117900
OG0003488	jg9305	CARHR238840
OG0003489	jg30874	CARHR023550, CARHR023570, CARHR023560, CARHR023580, CARHR024050, CARHR024040
OG0003491	jg31056	CARHR025070
OG0003494	jg33722	CARHR045300
OG0003495	jg1824, jg1708, jg1850, jg1827, jg1825, jg1709	CARHR146870
OG0003496	jg2179, jg2182, jg2178, jg2180	CARHR058980
OG0003497	jg2248	CARHR220460, CARHR056340
OG0003497	jg2322	CARHR059750
OG0003498	jg8185, jg3712, jg19473	CARHR002680
OG0003502	jg21972	CARHR265660
OG0003513	jg14486	CARHR252640, CARHR122340
OG0003514	jg5519	CARHR196270
OG0003515	jg5414, jg18792	CARHR197440
OG0003516	jg4979	CARHR201750
OG0003517	jg4748	CARHR204070
OG0003517	jg26123	CARHR095280
OG0003518	jg4709, jg15145	CARHR204450
OG0003519	jg23085	CARHR275170
OG0003520	jg4607	CARHR205520
OG0003521	jg17631	CARHR119810
OG0003521	jg32718, jg17630	CARHR119800
OG0003522	jg17694, jg17692	CARHR120330
OG0003523	jg17795	CARHR121270
OG0003525	jg18084	CARHR123850
OG0003526	jg18191	CARHR124920
OG0003527	jg18201	CARHR125030
OG0003528	jg18221	CARHR008820
OG0003529	jg18296	CARHR126050
OG0003530	jg28740	CARHR003560
OG0003531	jg31515	CARHR029110
OG0003532	jg31651	CARHR030270
OG0003533	jg7618, jg21470	CARHR066690
OG0003533	jg23673	CARHR280550
OG0003534	jg23649	CARHR181420, CARHR280300, CARHR053680, CARHR181410
OG0003535	jg23557	CARHR279420
OG0003536	jg23170	CARHR275990, CARHR205950
OG0003537	jg23129	CARHR275580
OG0003539	jg6037	CARHR191260
OG0003540	jg6133	CARHR190550
OG0003542	jg3020	CARHR066880
OG0003542	jg7261	CARHR260420
OG0003543	jg22882, jg22883	CARHR285860
OG0003544	jg22871	CARHR285750
OG0003545	jg22735	CARHR272100
OG0003546	jg22682	CARHR271540
OG0003548	jg22399	CARHR268940, CARHR268950
OG0003549	jg4551	CARHR205930
OG0003550	jg4353	CARHR207240
OG0003551	jg4272	CARHR208090
OG0003552	jg7180, jg28131	CARHR109910
OG0003554	jg13491	CARHR148830
OG0003554	jg12668	CARHR261430
OG0003555	jg3586	CARHR072650
OG0003556	jg30803	CARHR071730, CARHR022760
OG0003557	jg27851	CARHR293610
OG0003559	jg11336	CARHR220600
OG0003559	jg26578	CARHR099230
OG0003560	jg11307	CARHR220780
OG0003562	jg11106	CARHR290310
OG0003563	jg2969	CARHR066270, CARHR066280
OG0003564	jg30421	CARHR019580
OG0003565	jg13240, jg13238	CARHR146670
OG0003566	jg2537	CARHR062460
OG0003567	jg20519	CARHR176340
OG0003568	jg20988	CARHR181160
OG0003571	jg10488	CARHR227430, CARHR227410
OG0003572	jg10600	CARHR226580
OG0003573	jg10991	CARHR222920
OG0003574	jg15101	CARHR161630
OG0003575	jg16364	CARHR173240
OG0003577	jg20113	CARHR142420
OG0003577	jg16292	CARHR172560
OG0003578	jg4319, jg16221	CARHR078640, CARHR004860
OG0003579	jg1905	CARHR186390, CARHR186410
OG0003579	jg16132	CARHR171130
OG0003580	jg15584	CARHR166300
OG0003581	jg15831	CARHR168460
OG0003581	jg19541	CARHR137420
OG0003582	jg19486	CARHR137000
OG0003583	jg15450	CARHR165150
OG0003584	jg15259	CARHR163170
OG0003585	jg22102	CARHR266770
OG0003586	jg12308	CARHR214630
OG0003586	jg2164	CARHR058840
OG0003587	jg15571	CARHR166100
OG0003587	jg19274	CARHR135280
OG0003588	jg13192, jg13194	CARHR146300
OG0003588	jg19611	CARHR158020
OG0003589	jg15050	CARHR161250
OG0003589	jg19033	CARHR133180
OG0003590	jg18940	CARHR131760
OG0003591	jg4086	CARHR209850
OG0003592	jg17313, jg14082	CARHR115110
OG0003594	jg7591, jg7504, jg7503	CARHR255210
OG0003595	jg6552, jg32867, jg32854	CARHR186940
OG0003596	jg6689	CARHR185830
OG0003597	jg28730	CARHR003470
OG0003599	jg5669	CARHR194810
OG0003600	jg24548	CARHR080680
OG0003601	jg25218	CARHR087140
OG0003603	jg25655	CARHR091270
OG0003604	jg16905	CARHR117820
OG0003604	jg9299, jg2478	CARHR238900
OG0003605	jg26219, jg26218	CARHR096380
OG0003606	jg33248	CARHR041070
OG0003606	jg26225	CARHR096460
OG0003607	jg26599	CARHR099410
OG0003608	jg26582	CARHR099270
OG0003609	jg13014	CARHR144620
OG0003610	jg1540	CARHR055610
OG0003611	jg1499	CARHR154190, CARHR041360
OG0003612	jg15153	CARHR162200
OG0003613	jg30863	CARHR023400
OG0003613	jg28461	CARHR000760
OG0003614	jg28606, jg28607	CARHR002270
OG0003616	jg28957	CARHR005610
OG0003617	jg28982	CARHR005870
OG0003619	jg29387	CARHR010210
OG0003620	jg1020	CARHR053270
OG0003621	jg29454	CARHR010750
OG0003622	jg29522	CARHR011320
OG0003623	jg29663	CARHR012510
OG0003626	jg30227	CARHR017590
OG0003627	jg30616	CARHR021170
OG0003628	jg20663	CARHR178180
OG0003629	jg8948	CARHR242660
OG0003629	jg14197	CARHR242670
OG0003630	jg9086	CARHR241020
OG0003630	jg17241	CARHR114810
OG0003631	jg14162, jg14164, jg14163, jg8991	CARHR241880
OG0003632	jg17106	CARHR059710
OG0003632	jg9181	CARHR240100
OG0003633	jg30993	CARHR024560
OG0003634	jg8178	CARHR248770
OG0003634	jg8180	CARHR248240
OG0003635	jg28973	CARHR005760
OG0003635	jg18161	CARHR124630
OG0003636	jg29104	CARHR007270
OG0003637	jg30931, jg30932	CARHR024020
OG0003638	jg24651	CARHR181530, CARHR052320, CARHR098280
OG0003639	jg21722, jg21720, jg27493, jg21718	CARHR257820
OG0003640	jg23332	CARHR277460
OG0003640	jg23333, jg16993, jg17276	CARHR277470, CARHR277480
OG0003641	jg17666	CARHR177810, CARHR152180
OG0003642	jg12648, jg12649	CARHR261700
OG0003642	jg14801, jg14803, jg14787, jg14789	CARHR158400
OG0003644	jg7441, jg7440	CARHR031330, CARHR255740, CARHR031340
OG0003645	jg10329	CARHR228920, CARHR228930
OG0003646	jg21889, jg21890	CARHR264990
OG0003647	jg191	CARHR293420
OG0003656	jg14658	CARHR157180
OG0003656	jg14659	CARHR157190
OG0003657	jg23210	CARHR276360
OG0003658	jg10672	CARHR176620
OG0003659	jg24013, jg5378	CARHR076050
OG0003660	jg10296	CARHR229260
OG0003661	jg5031	CARHR201230, CARHR201240
OG0003662	jg4994	CARHR201590
OG0003665	jg25021	CARHR085350
OG0003666	jg29048	CARHR006630
OG0003666	jg18067	CARHR123580
OG0003667	jg7535	CARHR228040, CARHR254860, CARHR230260, CARHR230380, CARHR254900
OG0003668	jg9909	CARHR232990
OG0003669	jg31416	CARHR028280
OG0003670	jg6208	CARHR189970
OG0003671	jg6335, jg6333	CARHR188800
OG0003672	jg6456	CARHR187640
OG0003673	jg5967	CARHR191840
OG0003674	jg14134	CARHR152680
OG0003674	jg6029	CARHR191350
OG0003675	jg22982	CARHR274070
OG0003676	jg3189	CARHR068680
OG0003677	jg18525, jg18523, jg18524	CARHR128330, CARHR128320
OG0003678	jg9817	CARHR233940
OG0003679	jg22391	CARHR268870
OG0003680	jg14813	CARHR158590
OG0003680	jg14812	CARHR158580
OG0003681	jg14684	CARHR157450
OG0003682	jg7978	CARHR250590
OG0003683	jg3898	CARHR211640
OG0003684	jg13508	CARHR148890
OG0003685	jg21255, jg21250, jg21261, jg21266, jg29140	CARHR007640
OG0003686	jg12847	CARHR212570
OG0003686	jg367	CARHR046270
OG0003687	jg21555	CARHR059850
OG0003687	jg17122	CARHR067430, CARHR067420, CARHR067320, CARHR067360, CARHR183930, CARHR218490
OG0003688	jg1919, jg21789	CARHR074110
OG0003689	jg3717	CARHR074020
OG0003690	jg6696	CARHR185820
OG0003691	jg3157, jg3155	CARHR288980, CARHR068370, CARHR288990
OG0003692	jg33796	CARHR045790
OG0003693	jg33516	CARHR043350
OG0003694	jg21674	CARHR258420
OG0003695	jg11140, jg11141	CARHR290030
OG0003696	jg9581	CARHR236290
OG0003697	jg9544	CARHR236660
OG0003698	jg13575	CARHR149780
OG0003698	jg12621	CARHR261950
OG0003699	jg8116	CARHR249130
OG0003700	jg20449	CARHR175580
OG0003701	jg25879, jg25877	CARHR093050
OG0003702	jg19700	CARHR138770
OG0003703	jg20627	CARHR177730
OG0003704	jg33247	CARHR041020
OG0003705	jg26783	CARHR222480
OG0003705	jg26781	CARHR100830
OG0003706	jg29970	CARHR015390
OG0003707	jg33330	CARHR041870
OG0003708	jg27518	CARHR284810
OG0003709	jg18465	CARHR127670
OG0003709	jg32474	CARHR035200
OG0003710	jg18716, jg18715	CARHR130090, CARHR130080
OG0003711	jg15427	CARHR164890
OG0003713	jg16300	CARHR172640
OG0003714	jg20068	CARHR141950
OG0003715	jg32488, jg16188	CARHR171710
OG0003716	jg16167	CARHR171450
OG0003717	jg15957, jg15956	CARHR150810, CARHR169560
OG0003718	jg15534	CARHR165890
