Orthogroup	Arabidopsis_arenosa	Arabis_alpina
OG0001468	jg16842	Aa_G531970.h1.t1
OG0001469	jg16909	Aa_G670610.h1.t1
OG0001469	jg9294	Aa_G163890.h1.t1
OG0001470	jg32097	Aa_G377040.h1.t1
OG0001470	jg32096	Aa_G377050.h1.t1
OG0001471	jg7565	Aa_G269260.h1.t1
OG0001472	jg24473	Aa_G51040.h1.t1
OG0001472	jg6608	Aa_G429030.h1.t1
OG0001473	jg6611	Aa_G120190.h1.t1
OG0001473	jg24470	Aa_G51010.h1.t1
OG0001474	jg28249	Aa_G422240.h1.t1, Aa_G194460.h1.t1, Aa_G422250.h1.t1
OG0001475	jg16040	Aa_G132620.h1.t1
OG0001475	jg19755	Aa_G100480.h1.t1
OG0001477	jg24593	Aa_G49930.h1.t1
OG0001478	jg26326	Aa_G229390.h1.t1
OG0001478	jg33363, jg33365	Aa_G229380.h1.t1
OG0001479	jg29412	Aa_G446410.h1.t1
OG0001479	jg1099	Aa_G307870.h1.t1
OG0001480	jg620	Aa_G357200.h1.t1
OG0001481	jg30105, jg30102	Aa_G148280.h1.t1
OG0001482	jg21645	Aa_G201680.h1.t1
OG0001482	jg10045	Aa_G92220.h1.t1
OG0001483	jg30602	Aa_G556430.h1.t1
OG0001483	jg8847	Aa_G180310.h1.t1
OG0001484	jg30858	Aa_G399850.h1.t1, Aa_G399850.h2.t1
OG0001484	jg2734	Aa_G232210.h1.t1
OG0001485	jg20730	Aa_G103100.h1.t1
OG0001486	jg9282	Aa_G33040.h1.t1
OG0001486	jg16917	Aa_G310080.h1.t1
OG0001487	jg31016, jg31014	Aa_G352680.h1.t1
OG0001488	jg6233, jg17587, jg6230	Aa_G36950.h1.t1, Aa_G18750.h1.t1
OG0001488	jg33539	Aa_G18740.h1.t1, Aa_G128510.h1.t1
OG0001490	jg24501, jg26885, jg7563, jg7566, jg2203, jg7477, jg27440	Aa_G51240.h1.t1, Aa_G217660.h1.t1
OG0001493	jg26666, jg26665	Aa_G658420.h1.t1
OG0001499	jg2169, jg2168, jg2170, jg1737	Aa_G173030.h1.t1
OG0001500	jg21053, jg31528	Aa_G809410.h1.t1
OG0001500	jg14209	Aa_G248960.h1.t1
OG0001501	jg24209	Aa_G44950.h1.t1
OG0001501	jg5604	Aa_G493690.h1.t1
OG0001502	jg24200	Aa_G44850.h1.t1
OG0001502	jg5594	Aa_G387580.h1.t1
OG0001503	jg5333	Aa_G304350.h1.t1
OG0001503	jg23973	Aa_G14820.h1.t1
OG0001504	jg14807, jg33131, jg33130	Aa_G180970.h1.t1, Aa_G656550.h1.t1, Aa_G46120.h1.t1
OG0001505	jg23933	Aa_G451700.h1.t1
OG0001505	jg5269	Aa_G258070.h1.t1
OG0001506	jg25195	Aa_G218370.h1.t1, Aa_G40470.h1.t1
OG0001507	jg4974	Aa_G116760.h1.t1
OG0001507	jg6430	Aa_G550320.h1.t1
OG0001508	jg4639	Aa_G541380.h1.t1
OG0001508	jg23055	Aa_G94960.h1.t1
OG0001509	jg4628, jg4627	Aa_G728240.h1.t1, Aa_G728250.h1.t1
OG0001509	jg4626, jg4648	Aa_G611190.h1.t1, Aa_G611180.h1.t1
OG0001510	jg31195	Aa_G233470.h1.t1
OG0001510	jg2378	Aa_G218580.h1.t1
OG0001511	jg29182	Aa_G151840.h1.t1
OG0001512	jg17830	Aa_G60060.h1.t1
OG0001513	jg17843	Aa_G264410.h1.t1
OG0001513	jg29129	Aa_G558380.h1.t1
OG0001515	jg29016	Aa_G22540.h1.t1
OG0001515	jg18129	Aa_G359800.h1.t1
OG0001516	jg28967	Aa_G751980.h1.t1
OG0001516	jg18171	Aa_G359470.h1.t1
OG0001517	jg28852	Aa_G235380.h1.t1
OG0001517	jg18312	Aa_G243640.h1.t1
OG0001518	jg28765	Aa_G38780.h1.t1
OG0001518	jg18441	Aa_G208610.h1.t1
OG0001519	jg28759	Aa_G38720.h1.t1
OG0001519	jg20901	Aa_G520340.h1.t1
OG0001520	jg20875	Aa_G219580.h1.t1
OG0001521	jg3657	Aa_G304400.h1.t1, Aa_G265700.h1.t1, Aa_G265720.h1.t1
OG0001522	jg18526	Aa_G142250.h1.t1
OG0001523	jg18529	Aa_G142210.h1.t1
OG0001523	jg31474	Aa_G465000.h1.t1
OG0001524	jg31662	Aa_G476200.h1.t1
OG0001525	jg31803	Aa_G463060.h1.t1
OG0001526	jg14851	Aa_G52930.h1.t1
OG0001526	jg23627	Aa_G23610.h1.t1
OG0001527	jg23596	Aa_G500350.h1.t1
OG0001527	jg15480	Aa_G306810.h1.t1
OG0001528	jg23323	Aa_G75120.h1.t1
OG0001529	jg6307	Aa_G45420.h1.t1
OG0001529	jg14777	Aa_G97810.h1.t1
OG0001530	jg22576	Aa_G355090.h1.t1
OG0001531	jg6119	Aa_G552150.h1.t1, Aa_G552140.h1.t1
OG0001532	jg22893, jg22892	Aa_G28230.h1.t1, Aa_G28240.h1.t1
OG0001532	jg22894	Aa_G28250.h1.t1
OG0001533	jg22887	Aa_G28190.h1.t1
OG0001534	jg20450	Aa_G58280.h1.t1
OG0001535	jg9827	Aa_G115120.h1.t1
OG0001535	jg22545	Aa_G22110.h1.t1
OG0001536	jg528, jg527	Aa_G603500.h1.t1, Aa_G603490.h1.t1, Aa_G462370.h1.t1
OG0001537	jg7971	Aa_G99570.h1.t1
OG0001537	jg28600	Aa_G6790.h1.t1
OG0001538	jg28618	Aa_G228420.h1.t1
OG0001539	jg4429	Aa_G305530.h1.t1
OG0001540	jg25055	Aa_G333260.h1.t1
OG0001540	jg4308	Aa_G170350.h1.t1
OG0001542	jg4085	Aa_G170110.h1.t1
OG0001542	jg24914	Aa_G34470.h1.t1
OG0001543	jg3365	Aa_G215520.h1.t1
OG0001543	jg30685	Aa_G627000.h1.t1
OG0001544	jg3364	Aa_G215510.h1.t1
OG0001544	jg30684	Aa_G627010.h1.t1
OG0001545	jg3320	Aa_G111000.h1.t1
OG0001545	jg30645	Aa_G477450.h1.t1
OG0001546	jg3154	Aa_G263360.h1.t1
OG0001546	jg3158	Aa_G259480.h1.t1
OG0001547	jg8810	Aa_G548460.h1.t1
OG0001548	jg8754	Aa_G514770.h1.t1
OG0001548	jg27908	Aa_G261540.h1.t1
OG0001549	jg11464	Aa_G198090.h1.t1
OG0001549	jg26712	Aa_G199030.h1.t1
OG0001550	jg3039	Aa_G30470.h1.t1
OG0001550	jg30369	Aa_G132400.h1.t1
OG0001552	jg20517	Aa_G176650.h1.t1
OG0001552	jg10692	Aa_G244600.h1.t1
OG0001553	jg26186	Aa_G152440.h1.t1
OG0001553	jg33200	Aa_G36850.h1.t1
OG0001554	jg33464	Aa_G173650.h1.t1
OG0001554	jg25611	Aa_G32030.h1.t1
OG0001555	jg20349	Aa_G213840.h1.t1
OG0001555	jg10852	Aa_G520180.h1.t1
OG0001556	jg10891	Aa_G96250.h1.t1
OG0001557	jg23737	Aa_G43700.h1.t1
OG0001557	jg14957	Aa_G113230.h1.t1
OG0001558	jg20124	Aa_G453050.h1.t1
OG0001558	jg16297	Aa_G511430.h1.t1, Aa_G741200.h1.t1
OG0001559	jg9192	Aa_G598850.h1.t1
OG0001559	jg17088	Aa_G773350.h1.t1
OG0001560	jg19762	Aa_G100550.h1.t1
OG0001560	jg16048	Aa_G349390.h1.t1
OG0001561	jg15815	Aa_G345890.h1.t1, Aa_G345880.h1.t1
OG0001562	jg15767	Aa_G114850.h1.t1
OG0001562	jg19482	Aa_G67170.h1.t1
OG0001563	jg19390	Aa_G88500.h1.t1
OG0001563	jg15645, jg15715	Aa_G174900.h1.t1
OG0001564	jg15533	Aa_G386970.h1.t1
OG0001564	jg19221	Aa_G38280.h1.t1
OG0001565	jg15521	Aa_G725880.h1.t1, Aa_G494880.h1.t1
OG0001565	jg15522	Aa_G494900.h1.t1
OG0001566	jg33000	Aa_G150870.h1.t1, Aa_G266030.h1.t1
OG0001567	jg14239	Aa_G192010.h2.t1, Aa_G192010.h1.t1, Aa_G212730.h1.t1
OG0001568	jg9416	Aa_G506690.h2.t1, Aa_G506690.h1.t1
OG0001568	jg28101	Aa_G632940.h1.t1
OG0001569	jg16568	Aa_G50350.h1.t1
OG0001569	jg8385	Aa_G351920.h1.t1
OG0001570	jg2818	Aa_G344050.h1.t1
OG0001570	jg7274	Aa_G3340.h1.t1
OG0001570	jg32123	Aa_G554680.h1.t1
OG0001571	jg28641	Aa_G135130.h1.t1
OG0001571	jg5758	Aa_G120320.h1.t1
OG0001572	jg6648	Aa_G25890.h1.t1
OG0001573	jg6760	Aa_G378500.h1.t1
OG0001573	jg24374	Aa_G4550.h1.t1
OG0001574	jg9586	Aa_G44740.h1.t1
OG0001574	jg28279	Aa_G194720.h1.t1
OG0001576	jg24402	Aa_G719880.h1.t1, Aa_G4840.h1.t1
OG0001577	jg24717	Aa_G174350.h1.t1
OG0001578	jg25845	Aa_G53600.h1.t1
OG0001578	jg32898	Aa_G57630.h1.t1
OG0001580	jg11355, jg11354	Aa_G103180.h1.t1
OG0001581	jg12515, jg12516	Aa_G245510.h1.t1
OG0001582	jg18306	Aa_G243670.h1.t1
OG0001582	jg28858	Aa_G235430.h1.t1
OG0001583	jg29506	Aa_G457550.h1.t1
OG0001583	jg886	Aa_G72240.h1.t1
OG0001584	jg29971	Aa_G375730.h1.t1
OG0001584	jg12968	Aa_G244120.h1.t1, Aa_G244130.h1.t1
OG0001585	jg30817	Aa_G528440.h1.t1
OG0001585	jg30818	Aa_G528450.h1.t1
OG0001586	jg13179	Aa_G560110.h1.t1, Aa_G560100.h1.t1
OG0001587	jg2680	Aa_G437980.h1.t1, Aa_G437990.h1.t1
OG0001588	jg403	Aa_G186160.h1.t1
OG0001588	jg12823	Aa_G185100.h1.t1
OG0001589	jg13573	Aa_G34330.h1.t1
OG0001590	jg1440, jg1475	Aa_G544550.h1.t1
OG0001591	jg8509	Aa_G503370.h1.t1
OG0001592	jg8953	Aa_G97250.h1.t1, Aa_G97260.h1.t1, Aa_G97240.h1.t1, Aa_G274390.h1.t1
OG0001593	jg13218, jg29817	Aa_G329090.h1.t1
OG0001594	jg2103, jg2642, jg1877, jg1882, jg1881, jg1870	Aa_G473220.h1.t1
OG0001596	jg28082, jg11894, jg26764, jg26771, jg16706, jg13812, jg17182, jg11893	Aa_G199330.h1.t1
OG0001597	jg22523	Aa_G308020.h1.t1, Aa_G308030.h1.t1, Aa_G308040.h1.t1
OG0001599	jg9550, jg9551	Aa_G301810.h1.t1, Aa_G301830.h1.t1, Aa_G839890.h1.t1, Aa_G23910.h1.t1, Aa_G23920.h1.t1, Aa_G301850.h1.t1
OG0001603	jg14661	Aa_G768750.h1.t1
OG0001603	jg23301	Aa_G75390.h1.t1
OG0001604	jg14625	Aa_G711570.h1.t1
OG0001606	jg5545	Aa_G309580.h1.t1
OG0001607	jg24133	Aa_G111780.h1.t1
OG0001607	jg5520	Aa_G162220.h1.t1
OG0001608	jg26221, jg26222	Aa_G254140.h1.t1, Aa_G407390.h1.t1, Aa_G158680.h1.t1, Aa_G407420.h1.t1
OG0001609	jg24071	Aa_G59330.h1.t1, Aa_G42410.h1.t1
OG0001610	jg31260, jg31262	Aa_G660600.h1.t1, Aa_G217940.h1.t1, Aa_G96750.h1.t1
OG0001611	jg5092	Aa_G155010.h1.t1
OG0001611	jg5804	Aa_G181430.h1.t1
OG0001612	jg5808	Aa_G112750.h1.t1
OG0001612	jg5064	Aa_G256620.h1.t1
OG0001613	jg5005	Aa_G267600.h1.t1
OG0001613	jg6490	Aa_G113020.h1.t1
OG0001614	jg23504	Aa_G20700.h1.t1
OG0001614	jg4857	Aa_G159060.h1.t1
OG0001616	jg4785	Aa_G309260.h1.t1
OG0001616	jg23461	Aa_G21120.h1.t1
OG0001617	jg4736	Aa_G130410.h1.t1
OG0001617	jg23370	Aa_G76110.h1.t1
OG0001618	jg6147	Aa_G97950.h1.t1
OG0001618	jg4666	Aa_G319310.h1.t1
OG0001619	jg7901	Aa_G189100.h1.t1
OG0001619	jg28658	Aa_G134980.h1.t1
OG0001620	jg29112	Aa_G257570.h1.t1
OG0001621	jg18033	Aa_G161560.h2.t1, Aa_G161560.h1.t1
OG0001621	jg29072	Aa_G182240.h1.t1
OG0001622	jg29061	Aa_G441430.h1.t1
OG0001623	jg18087	Aa_G552370.h1.t1
OG0001623	jg29037	Aa_G22350.h1.t1
OG0001624	jg18143	Aa_G86090.h1.t1
OG0001624	jg29005	Aa_G22700.h1.t1
OG0001625	jg18237	Aa_G445730.h1.t1
OG0001625	jg28916	Aa_G219940.h1.t1
OG0001627	jg28769	Aa_G38820.h1.t1
OG0001627	jg18432	Aa_G208720.h1.t1
OG0001628	jg28726	Aa_G400360.h1.t1
OG0001628	jg20801	Aa_G89660.h1.t1
OG0001629	jg7838	Aa_G132970.h1.t1
OG0001629	jg28681	Aa_G134770.h1.t1
OG0001630	jg9895	Aa_G29590.h1.t1
OG0001630	jg21956	Aa_G238060.h1.t1
OG0001631	jg20932	Aa_G32680.h1.t1
OG0001631	jg31295	Aa_G130870.h1.t1
OG0001632	jg18497	Aa_G305730.h1.t1
OG0001632	jg31384	Aa_G650850.h1.t1
OG0001633	jg23122	Aa_G435200.h1.t1
OG0001634	jg23069	Aa_G620780.h1.t1
OG0001634	jg29860	Aa_G1069190.h2.t1, Aa_G1069190.h1.t1, Aa_G1069960.h1.t1
OG0001635	jg14703	Aa_G426060.h1.t1
OG0001636	jg14808, jg6328	Aa_G45250.h1.t1
OG0001638	jg5862	Aa_G68340.h1.t1, Aa_G68330.h1.t1
OG0001639	jg22563	Aa_G21960.h1.t1
OG0001640	jg9783	Aa_G618290.h1.t1
OG0001640	jg22385	Aa_G48400.h1.t1
OG0001641	jg22344	Aa_G442010.h1.t1
OG0001641	jg9767	Aa_G86600.h1.t1
OG0001642	jg22329	Aa_G605090.h1.t1, Aa_G483080.h1.t1
OG0001643	jg9718	Aa_G107270.h1.t1
OG0001643	jg22215	Aa_G516260.h1.t1
OG0001644	jg25124	Aa_G102830.h1.t1
OG0001644	jg16131	Aa_G414710.h1.t1, Aa_G414730.h1.t1
OG0001645	jg25096	Aa_G216150.h1.t1, Aa_G216160.h1.t1, Aa_G813620.h1.t1
OG0001646	jg4318	Aa_G464230.h1.t1
OG0001646	jg25067	Aa_G195560.h1.t1
OG0001647	jg15667	Aa_G520460.h1.t1
OG0001647	jg4149	Aa_G259000.h1.t1
OG0001648	jg12696	Aa_G413260.h1.t1
OG0001648	jg13455	Aa_G263290.h1.t1
OG0001649	jg12709	Aa_G229820.h1.t1
OG0001649	jg13419	Aa_G508060.h1.t1
OG0001650	jg12764	Aa_G165340.h1.t1
OG0001650	jg482	Aa_G65890.h1.t1
OG0001652	jg3621	Aa_G336990.h1.t1
OG0001652	jg3620	Aa_G336980.h1.t1
OG0001653	jg3609	Aa_G80480.h1.t1
OG0001655	jg1915	Aa_G437270.h1.t1
OG0001656	jg3309	Aa_G111110.h1.t1
OG0001656	jg30633	Aa_G334090.h1.t1
OG0001657	jg8801	Aa_G527890.h1.t1
OG0001658	jg27923	Aa_G249570.h1.t1
OG0001659	jg33819	Aa_G205510.h1.t1
OG0001659	jg25230	Aa_G40100.h1.t1
OG0001660	jg33611	Aa_G127780.h1.t1
OG0001660	jg25444	Aa_G56310.h1.t1
OG0001661	jg33505, jg25568	Aa_G234920.h1.t1
OG0001662	jg18730	Aa_G354240.h1.t1
OG0001662	jg15157	Aa_G608150.h1.t1
OG0001664	jg18787	Aa_G11750.h1.t1
OG0001664	jg15220	Aa_G395700.h1.t1
OG0001665	jg18788	Aa_G11740.h1.t1
OG0001666	jg11277	Aa_G31020.h1.t1
OG0001666	jg26514	Aa_G265520.h1.t1
OG0001667	jg11107	Aa_G565080.h1.t1
OG0001667	jg25721	Aa_G317060.h1.t1, Aa_G269910.h1.t1
OG0001668	jg25738	Aa_G617180.h1.t1
OG0001668	jg11091	Aa_G327180.h1.t1
OG0001669	jg11083	Aa_G520900.h1.t1
OG0001669	jg11082	Aa_G520910.h1.t1
OG0001670	jg3047	Aa_G30560.h1.t1
OG0001670	jg3048	Aa_G30570.h1.t1, Aa_G30580.h1.t1
OG0001671	jg13620	Aa_G185360.h1.t1
OG0001671	jg12607	Aa_G151480.h1.t1
OG0001672	jg13350	Aa_G25660.h1.t1
OG0001672	jg29750	Aa_G26560.h1.t1
OG0001673	jg13276	Aa_G83420.h1.t1
OG0001673	jg29809	Aa_G398280.h1.t1
OG0001674	jg26095	Aa_G521620.h1.t1
OG0001674	jg33111	Aa_G92590.h1.t1
OG0001675	jg26143	Aa_G50680.h1.t1
OG0001676	jg33283	Aa_G582100.h1.t1
OG0001677	jg25703	Aa_G367470.h1.t1
OG0001677	jg33378	Aa_G685890.h1.t1
OG0001678	jg33389, jg33391, jg33390, jg33388	Aa_G364670.h1.t1
OG0001679	jg33468	Aa_G173620.h1.t1
OG0001679	jg25605	Aa_G507810.h1.t1
OG0001681	jg20341	Aa_G213800.h1.t1
OG0001682	jg20339	Aa_G213790.h1.t1
OG0001683	jg27755	Aa_G323530.h1.t1
OG0001683	jg8861	Aa_G775730.h1.t1
OG0001684	jg27766	Aa_G70170.h1.t1
OG0001684	jg8855	Aa_G180390.h1.t1
OG0001685	jg7691	Aa_G320510.h1.t1
OG0001685	jg10326	Aa_G371050.h1.t1
OG0001686	jg10328	Aa_G371010.h1.t1
OG0001686	jg7694	Aa_G320540.h1.t1
OG0001687	jg7738	Aa_G257130.h1.t1
OG0001688	jg26875	Aa_G86440.h1.t1
OG0001689	jg32230	Aa_G211990.h2.t1, Aa_G211990.h1.t1
OG0001689	jg7258	Aa_G601720.h1.t1
OG0001690	jg16372	Aa_G163580.h1.t1, Aa_G163590.h1.t1
OG0001690	jg20219	Aa_G13110.h1.t1
OG0001691	jg16353	Aa_G364320.h1.t1
OG0001691	jg20177	Aa_G206090.h1.t1
OG0001692	jg16337	Aa_G605820.h1.t1
OG0001692	jg20195	Aa_G12870.h1.t1
OG0001693	jg20104	Aa_G177970.h1.t1
OG0001693	jg16279	Aa_G2440.h1.t1
OG0001695	jg16083	Aa_G103450.h1.t1
OG0001695	jg19837	Aa_G252320.h1.t1
OG0001696	jg16082	Aa_G103440.h1.t1
OG0001696	jg19828	Aa_G265040.h1.t1
OG0001697	jg19652	Aa_G125560.h1.t1
OG0001697	jg15980	Aa_G568530.h1.t1
OG0001698	jg19602	Aa_G199980.h1.t1
OG0001698	jg15905	Aa_G114260.h1.t1
OG0001699	jg19531	Aa_G210110.h1.t1
OG0001699	jg15803	Aa_G494440.h1.t1
OG0001702	jg4973, jg7212	Aa_G47830.h1.t1
OG0001703	jg26968	Aa_G200.h1.t1, Aa_G246610.h1.t1
OG0001704	jg27368	Aa_G375660.h1.t1
OG0001705	jg7688	Aa_G320490.h1.t1
OG0001705	jg19228	Aa_G38340.h1.t1
OG0001706	jg8396	Aa_G352040.h1.t1
OG0001706	jg16582	Aa_G666760.h1.t1
OG0001707	jg7187	Aa_G97550.h1.t1
OG0001707	jg32258, jg32243, jg32250, jg32244, jg32251	Aa_G717490.h1.t1
OG0001708	jg7339	Aa_G294820.h1.t1
OG0001708	jg30845	Aa_G121830.h1.t1
OG0001709	jg7389	Aa_G273610.h1.t1
OG0001709	jg31973	Aa_G107870.h1.t1
OG0001710	jg24517	Aa_G205780.h1.t1
OG0001710	jg6554	Aa_G40940.h1.t1
OG0001711	jg6671	Aa_G251070.h1.t1
OG0001711	jg24409	Aa_G4900.h1.t1
OG0001712	jg24396	Aa_G4770.h1.t1
OG0001712	jg6699	Aa_G251170.h1.t1
OG0001713	jg19689	Aa_G761690.h1.t1
OG0001713	jg2171, jg19687	Aa_G761680.h2.t1, Aa_G761680.h1.t1, Aa_G581260.h1.t1, Aa_G581270.h1.t1
OG0001714	jg23979	Aa_G14760.h1.t1
OG0001716	jg24330	Aa_G4180.h1.t1
OG0001717	jg25733	Aa_G617210.h1.t1, Aa_G242750.h1.t1
OG0001717	jg24463	Aa_G50960.h1.t1
OG0001718	jg27441	Aa_G333710.h1.t1, Aa_G218120.h1.t1, Aa_G218100.h1.t1
OG0001718	jg26884, jg24500	Aa_G333700.h1.t1
OG0001719	jg5741	Aa_G726480.h1.t1
OG0001720	jg24575	Aa_G49770.h1.t1
OG0001720	jg5709	Aa_G372450.h1.t1
OG0001721	jg24586, jg24587	Aa_G49860.h1.t1, Aa_G49870.h1.t1, Aa_G49890.h1.t1, Aa_G49900.h1.t1
OG0001723	jg24652	Aa_G49740.h1.t1
OG0001723	jg21465	Aa_G675480.h1.t1
OG0001724	jg7097, jg7143	Aa_G12660.h1.t1
OG0001724	jg24907	Aa_G34550.h1.t1
OG0001725	jg25102	Aa_G216110.h1.t1
OG0001726	jg25918	Aa_G501340.h1.t1
OG0001726	jg32940	Aa_G403900.h1.t1
OG0001727	jg25953	Aa_G82110.h1.t1
OG0001727	jg32957	Aa_G161210.h1.t1
OG0001728	jg21996	Aa_G398460.h1.t1
OG0001729	jg15029, jg15031, jg15028, jg15030	Aa_G122710.h1.t1
OG0001730	jg28481	Aa_G105880.h1.t1
OG0001730	jg8122	Aa_G67960.h1.t1
OG0001731	jg8127	Aa_G67910.h1.t1
OG0001731	jg28489	Aa_G105910.h1.t1
OG0001732	jg8041	Aa_G46560.h1.t1
OG0001732	jg28546	Aa_G452100.h1.t1
OG0001733	jg28579	Aa_G6580.h1.t1
OG0001733	jg8007	Aa_G191520.h1.t1
OG0001734	jg1206, jg1204	Aa_G100920.h1.t1
OG0001735	jg29505	Aa_G457540.h1.t1
OG0001736	jg842	Aa_G735160.h1.t1
OG0001736	jg29533	Aa_G232670.h1.t1
OG0001737	jg31581	Aa_G418620.h1.t1
OG0001738	jg672	Aa_G162420.h1.t1
OG0001739	jg29768, jg13380	Aa_G587920.h1.t1
OG0001740	jg30869	Aa_G367250.h1.t1
OG0001741	jg8538	Aa_G237300.h1.t1
OG0001741	jg6576	Aa_G763500.h1.t1
OG0001742	jg2667	Aa_G17630.h1.t1
OG0001742	jg30906	Aa_G62460.h1.t1
OG0001743	jg30950, jg2641	Aa_G487290.h2.t1, Aa_G487290.h1.t1
OG0001744	jg804	Aa_G546220.h1.t1, Aa_G546230.h1.t1, Aa_G546240.h1.t1
OG0001745	jg8475	Aa_G406840.h1.t1
OG0001745	jg16650	Aa_G91760.h1.t1
OG0001746	jg16670	Aa_G313860.h1.t1
OG0001746	jg8512	Aa_G294310.h1.t1
OG0001747	jg8576	Aa_G153230.h1.t1
OG0001747	jg16752	Aa_G157390.h1.t1
OG0001748	jg26145	Aa_G50630.h1.t1
OG0001748	jg33174	Aa_G334840.h1.t1
OG0001749	jg27748	Aa_G313570.h1.t1
OG0001749	jg8875	Aa_G557000.h1.t1
OG0001750	jg9080	Aa_G241540.h1.t1
OG0001750	jg9237	Aa_G145040.h1.t1
OG0001750	jg9239	Aa_G241530.h1.t1
OG0001751	jg9301	Aa_G163960.h1.t1
OG0001751	jg31115, jg31041	Aa_G458280.h1.t1
OG0001752	jg30952, jg30953, jg30951	Aa_G487300.h2.t1, Aa_G487300.h1.t1
OG0001753	jg24333	Aa_G4150.h1.t1
OG0001754	jg27652	Aa_G110380.h1.t1
OG0001755	jg14245, jg14244, jg14243	Aa_G192020.h1.t1
OG0001756	jg11200	Aa_G351600.h1.t1
OG0001763	jg24191	Aa_G220410.h1.t1, Aa_G1080630.h1.t1, Aa_G1080630.h2.t1, Aa_G47560.h1.t1, Aa_G416320.h1.t1
OG0001764	jg5503	Aa_G79100.h1.t1
OG0001764	jg24119	Aa_G111920.h1.t1
OG0001765	jg5468	Aa_G539750.h1.t1
OG0001765	jg24100	Aa_G250380.h1.t1
OG0001766	jg5459, jg5461	Aa_G96730.h1.t1
OG0001766	jg5457	Aa_G530160.h1.t1
OG0001767	jg29566	Aa_G545500.h1.t1, Aa_G194520.h1.t1
OG0001768	jg2640	Aa_G189640.h1.t1
OG0001769	jg5257	Aa_G258180.h1.t1
OG0001770	jg3709	Aa_G21440.h1.t1
OG0001770	jg32275, jg5235	Aa_G72800.h1.t1
OG0001771	jg31794	Aa_G434830.h1.t1
OG0001772	jg4883	Aa_G98290.h1.t1
OG0001772	jg23575	Aa_G81400.h1.t1
OG0001773	jg23551	Aa_G292850.h1.t1
OG0001773	jg4872	Aa_G98170.h1.t1
OG0001774	jg4642	Aa_G541410.h1.t1
OG0001774	jg23044	Aa_G94860.h1.t1
OG0001775	jg4606	Aa_G471540.h1.t1
OG0001775	jg23104	Aa_G401170.h1.t1
OG0001776	jg28636	Aa_G135150.h1.t1
OG0001777	jg29106	Aa_G310530.h1.t1
OG0001777	jg17904	Aa_G425720.h1.t1
OG0001778	jg29095	Aa_G543890.h1.t1
OG0001779	jg17975	Aa_G142680.h1.t1, Aa_G199780.h1.t1
OG0001779	jg29091	Aa_G275760.h1.t1
OG0001780	jg18058	Aa_G35500.h1.t1
OG0001781	jg28966	Aa_G517610.h1.t1
OG0001781	jg18177	Aa_G359430.h1.t1
OG0001782	jg26716	Aa_G363620.h1.t1, Aa_G363610.h1.t1
OG0001783	jg20784	Aa_G89490.h1.t1
OG0001783	jg28708	Aa_G134510.h1.t1
OG0001784	jg9945	Aa_G90860.h1.t1
OG0001784	jg21819	Aa_G675250.h1.t1
OG0001785	jg21881	Aa_G375210.h1.t1
OG0001785	jg9921	Aa_G29850.h1.t1
OG0001786	jg9917, jg9919, jg9918	Aa_G29820.h1.t1, Aa_G29810.h1.t1, Aa_G29830.h1.t1
OG0001787	jg20966	Aa_G492520.h1.t1
OG0001788	jg7104, jg7134, jg7129	Aa_G631110.h1.t1, Aa_G631120.h1.t1
OG0001789	jg31585	Aa_G156130.h1.t1, Aa_G389880.h1.t1
OG0001789	jg18570	Aa_G423410.h1.t1
OG0001790	jg23316	Aa_G75210.h1.t1
OG0001790	jg14669	Aa_G744770.h1.t1
OG0001791	jg26374, jg25129	Aa_G102870.h1.t1
OG0001792	jg23245, jg23247	Aa_G406210.h1.t1
OG0001793	jg31251	Aa_G415670.h1.t1
OG0001793	jg31252	Aa_G415660.h1.t1
OG0001794	jg6245	Aa_G377390.h1.t1
OG0001795	jg6499, jg6500	Aa_G112940.h1.t1, Aa_G112950.h1.t1
OG0001796	jg14132	Aa_G403320.h1.t1
OG0001796	jg6016	Aa_G8740.h1.t1
OG0001797	jg14141	Aa_G403380.h1.t1
OG0001797	jg6033	Aa_G8680.h1.t1
OG0001798	jg14298	Aa_G436380.h1.t1
OG0001798	jg22983	Aa_G362110.h1.t1
OG0001800	jg14469, jg22842	Aa_G578540.h1.t1
OG0001802	jg22432, jg9790	Aa_G641220.h1.t1
OG0001803	jg25131	Aa_G102900.h1.t1
OG0001803	jg4424	Aa_G414680.h1.t1
OG0001804	jg4325	Aa_G526570.h1.t1
OG0001805	jg24993	Aa_G137230.h1.t1
OG0001805	jg4202	Aa_G73210.h1.t1
OG0001806	jg24964	Aa_G419540.h1.t1
OG0001806	jg4164	Aa_G140740.h1.t1
OG0001807	jg4160	Aa_G140780.h1.t1
OG0001807	jg24961	Aa_G419560.h1.t1
OG0001808	jg24904	Aa_G34600.h1.t1
OG0001809	jg13459	Aa_G263330.h1.t1
OG0001809	jg12695	Aa_G413270.h1.t1
OG0001810	jg8702, jg8703, jg8701	Aa_G179430.h1.t1
OG0001811	jg30236	Aa_G275030.h1.t1
OG0001811	jg3520	Aa_G470660.h1.t1
OG0001812	jg30675	Aa_G331030.h1.t1
OG0001813	jg30660	Aa_G60800.h1.t1
OG0001814	jg3333	Aa_G418920.h1.t1
OG0001814	jg30651	Aa_G60730.h1.t1
OG0001815	jg3264	Aa_G87880.h1.t1
OG0001815	jg30558	Aa_G436660.h1.t1
OG0001816	jg2843	Aa_G396690.h1.t1
