Orthogroup	Arabidopsis_arenosa	Eutrema_salsugineum
OG0000887	jg32196	XP_006397441.2
OG0000887	jg32224, jg32208	XP_024010654.1
OG0000889	jg10403	XP_006413755.1
OG0000890	jg24300	XP_006408213.1
OG0000890	jg5682	XP_006400383.1
OG0000893	jg4972	XP_006399645.1
OG0000893	jg4967, jg4971	XP_006418749.1
OG0000894	jg16754	XP_006404777.1
OG0000894	jg23642	XP_006393937.1
OG0000894	jg14863	XP_006404079.1
OG0000895	jg5952	XP_024011492.1
OG0000895	jg1701	XP_024005093.1
OG0000897	jg4451, jg4440	XP_006399134.1
OG0000897	jg25143	XP_024015794.1
OG0000898	jg4293	XP_006399001.1, XP_006398977.1
OG0000898	jg25029	XP_006407498.1
OG0000899	jg3549	XP_006389965.1
OG0000900	jg12578, jg12576	XP_006405575.1, XP_006405576.1
OG0000901	jg15536, jg15518	XP_006408228.1
OG0000902	jg31189	XP_006415855.1
OG0000903	jg9507, jg9508	XP_006412858.1
OG0000903	jg9509	XP_006412859.1
OG0000904	jg26050	XP_006406535.1
OG0000904	jg33079	XP_006393234.1
OG0000905	jg10635	XP_024004745.1
OG0000906	jg10087, jg10089	XP_006413487.1
OG0000907	jg23903	XP_006408555.1
OG0000907	jg23902	XP_006395185.1
OG0000907	jg19776	XP_006397604.1
OG0000908	jg15877	XP_006402781.1
OG0000908	jg19566	XP_006411507.1
OG0000911	jg8403	XP_006411736.1
OG0000911	jg16590	XP_006404632.1
OG0000912	jg24471	XP_006408052.1
OG0000912	jg6610	XP_024007586.1
OG0000913	jg5430	XP_006400137.1
OG0000913	jg24070	XP_006408411.1
OG0000914	jg8126	XP_006396305.2
OG0000914	jg28485, jg28488	XP_006418419.1
OG0000915	jg28517, jg20266	XP_024008398.1
OG0000915	jg8160	XP_006408740.1
OG0000916	jg29783	XP_006409385.2
OG0000917	jg10330	XP_006413691.2
OG0000917	jg30806	XP_006416199.1
OG0000917	jg30805	XP_006416200.1
OG0000920	jg1290, jg1284	XP_006413618.1
OG0000920	jg13278	XP_024012370.1
OG0000923	jg14598	XP_006404313.1
OG0000923	jg23222	XP_006394362.1
OG0000924	jg11516	XP_006416032.1
OG0000924	jg5442	XP_006400152.2
OG0000925	jg6373	XP_006394749.2
OG0000925	jg4905	XP_006399573.1
OG0000926	jg4867, jg11616	XP_006399530.1
OG0000927	jg17992	XP_006410032.1
OG0000927	jg4331	XP_006399030.1
OG0000928	jg18107	XP_006410167.1
OG0000928	jg29024	XP_006417883.1
OG0000929	jg29018	XP_006417891.1
OG0000929	jg18122	XP_006410175.1
OG0000930	jg6089, jg14215	XP_006419103.1
OG0000930	jg6088, jg6092, jg7080	XP_024011430.1
OG0000931	jg14428	XP_006418894.1
OG0000931	jg15476	XP_006403465.2
OG0000931	jg22862	XP_006400976.1
OG0000932	jg9631	XP_024005464.1
OG0000933	jg12264, jg12275, jg31435, jg22657, jg22375	XP_006401192.1
OG0000934	jg22621	XP_006401225.1
OG0000935	jg22372, jg12274, jg22376, jg12263	XP_006401456.1, XP_006414126.1
OG0000936	jg8767	XP_006412067.1
OG0000938	jg3514	XP_006389989.1
OG0000939	jg32270	XP_006403044.2
OG0000939	jg30781	XP_006416221.1
OG0000940	jg9651	XP_006413016.1
OG0000942	jg9188	XP_006412513.1
OG0000943	jg14891	XP_006404045.1
OG0000943	jg14890	XP_006404046.2
OG0000944	jg14885	XP_006404050.1
OG0000947	jg20203	XP_006397982.1
OG0000947	jg16365	XP_006402322.1
OG0000948	jg15726, jg15655	XP_006409033.1, XP_006396057.2
OG0000949	jg19166	XP_006411174.1
OG0000951	jg8755	XP_006412056.1
OG0000951	jg27085, jg11955	XP_006396145.1
OG0000952	jg29316	XP_006391084.1
OG0000952	jg29314	XP_006417567.1
OG0000954	jg24177	XP_024014397.1
OG0000954	jg24176	XP_006405578.1
OG0000955	jg29845, jg6616, jg6617	XP_006417089.1
OG0000956	jg2623, jg9527, jg2619	XP_024012622.1
OG0000957	jg8434	XP_006411756.2
OG0000957	jg2577	XP_024011002.1
OG0000957	jg8435	XP_006411757.1
OG0000959	jg622, jg623, jg557, jg553	XP_024004752.1, XP_024016550.1, XP_024004597.1
OG0000959	jg507, jg510, jg493	XP_006391979.2
OG0000962	jg13195	XP_006395663.1
OG0000963	jg5307	XP_006399999.1
OG0000963	jg27785, jg27786	XP_006409382.1
OG0000965	jg9904	XP_006413288.1
OG0000965	jg21942	XP_006401819.2, XP_024012230.1
OG0000966	jg14722	XP_006404190.1
OG0000966	jg6239	XP_006394649.1
OG0000967	jg6431, jg6432	XP_006394800.1, XP_006406671.1
OG0000968	jg22954	XP_006400878.1
OG0000969	jg22750	XP_006401086.1
OG0000970	jg13542	XP_006395398.1
OG0000970	jg13539	XP_006395399.1
OG0000971	jg20467	XP_006398285.1
OG0000972	jg22564	XP_024010221.1
OG0000973	jg20329	XP_006414216.1, XP_006398417.1
OG0000974	jg24768	XP_006407764.1, XP_006403036.1
OG0000974	jg25061	XP_006407470.1
OG0000975	jg18954	XP_006410988.1
OG0000975	jg15332	XP_006403634.1
OG0000976	jg21892	XP_024012034.1
OG0000977	jg27911, jg32741	XP_024006557.1, XP_006410142.1
OG0000977	jg28120	XP_024014470.1
OG0000978	jg8883	XP_006408143.1, XP_006412198.1
OG0000979	jg28664	XP_006415145.2, XP_024004175.1, XP_006411326.1, XP_006411314.1
OG0000980	jg13817, jg13821	XP_006395267.1, XP_006390880.1
OG0000982	jg29726	XP_024008022.1
OG0000983	jg24075	XP_006408405.1
OG0000984	jg24028	XP_006408433.1
OG0000985	jg17572	XP_006408669.1
OG0000985	jg26246	XP_006406351.1
OG0000986	jg18215	XP_006410286.1
OG0000987	jg9907	XP_024005825.1
OG0000988	jg9820	XP_024005577.1
OG0000989	jg19447	XP_006411427.1
OG0000990	jg31667, jg31666	XP_024007897.1, XP_024007898.1
OG0000990	jg23062	XP_024006812.1
OG0000992	jg4502	XP_024012164.1
OG0000992	jg4503	XP_024012163.1
OG0000993	jg24865	XP_006407680.2
OG0000994	jg30070	XP_006416878.1
OG0000994	jg3703	XP_006389815.1
OG0000995	jg2389	XP_006391159.1
OG0000996	jg14361, jg14352	XP_024009387.1, XP_024010555.1, XP_024009385.1, XP_024009386.1, XP_024009574.1, XP_006418957.2, XP_006419000.2
OG0000996	jg14394, jg14393	XP_024009394.1
OG0000997	jg27873	XP_006409304.2
OG0000997	jg31165	XP_006415877.1
OG0000998	jg27913	XP_006409247.2
OG0000998	jg8744	XP_024005340.1
OG0000999	jg33744	XP_024014241.1, XP_024006425.1
OG0001000	jg15181, jg18748	XP_006403788.1
OG0001001	jg18775	XP_006410817.1
OG0001001	jg15216	XP_006403753.1
OG0001002	jg26538	XP_006406103.1
OG0001002	jg11306	XP_006414692.2
OG0001003	jg12251	XP_006405831.1, XP_006405830.1
OG0001003	jg12252	XP_006405829.1
OG0001004	jg21379	XP_006395186.2
OG0001005	jg20391	XP_006398367.1
OG0001005	jg10819	XP_006414175.1
OG0001007	jg10452, jg7875	XP_006413813.1
OG0001007	jg7798	XP_006396608.1
OG0001008	jg14146, jg14145, jg14144	XP_006391934.1
OG0001009	jg15482	XP_006403459.1
OG0001009	jg19184	XP_006411190.1
OG0001010	jg9502	XP_024005493.1
OG0001010	jg28171	XP_024016000.1
OG0001011	jg6567	XP_006394901.1
OG0001011	jg24510	XP_006408019.1
OG0001012	jg9678	XP_006413046.1
OG0001012	jg22197	XP_024012470.1
OG0001012	jg22194	XP_006401614.1
OG0001013	jg5751	XP_024011652.1
OG0001013	jg24551	XP_006407971.1
OG0001014	jg11181	XP_006414521.2
OG0001014	jg13858	XP_024005625.1, XP_024005627.1
OG0001015	jg28192, jg28191	XP_024016056.1
OG0001015	jg28193	XP_006408908.1
OG0001016	jg29281, jg29280	XP_006417596.1
OG0001016	jg1418	XP_006392436.1
OG0001017	jg30879	XP_006416118.1
OG0001017	jg2691, jg355	XP_006390841.1
OG0001018	jg8829	XP_006412134.1
OG0001018	jg8830	XP_006412136.1, XP_006412135.1
OG0001019	jg20005, jg18018, jg33400, jg16194, jg16272, jg16189	XP_006391639.1
OG0001020	jg1202, jg1203, jg1246, jg33540, jg1094, jg1092, jg1095, jg1230, jg1231, jg1232	XP_024014347.1, XP_024014339.1
OG0001021	jg23685	XP_006393900.1
OG0001030	jg26658	XP_024007217.1, XP_024010403.1, XP_024015272.1
OG0001031	jg5285	XP_006399976.2
OG0001031	jg5363	XP_024006212.1
OG0001032	jg4939	XP_006399610.1
OG0001032	jg6401	XP_024006755.1
OG0001033	jg18055, jg18056	XP_006414624.2
OG0001033	jg18054	XP_024003736.1
OG0001034	jg18303	XP_024009644.1, XP_006410439.2, XP_024003881.1
OG0001034	jg28862	XP_006418046.1
OG0001035	jg16555, jg16556	XP_006404586.1
OG0001036	jg32216, jg14342, jg31539	XP_006415528.1
OG0001037	jg16701	XP_024014094.1
OG0001037	jg18635	XP_006410675.2
OG0001038	jg13660	XP_006395339.1
OG0001038	jg13663	XP_006395338.1
OG0001039	jg6268	XP_006394673.1
OG0001040	jg16601, jg16600, jg22483, jg16642	XP_006410101.1
OG0001041	jg22496, jg22502, jg22503	XP_024011180.1
OG0001042	jg14312, jg14711	XP_006404210.1
OG0001042	jg21750	XP_006402040.1
OG0001043	jg3977, jg3978	XP_024012595.1
OG0001044	jg24985	XP_006407564.1
OG0001044	jg4189	XP_006398898.1
OG0001045	jg3419	XP_006390081.1
OG0001045	jg30729	XP_006416267.1
OG0001046	jg30646	XP_006416338.1
OG0001046	jg3321	XP_006390172.1
OG0001047	jg30524	XP_006416446.1
OG0001047	jg3232	XP_006390275.1
OG0001048	jg19588	XP_024012626.1, XP_024010443.1
OG0001049	jg33612	XP_006392744.1
OG0001049	jg26701	XP_006407095.1
OG0001050	jg17156	XP_006405926.1, XP_006405985.1
OG0001051	jg21656, jg21659	XP_006402192.1
OG0001052	jg20491	XP_006398273.1
OG0001052	jg10729	XP_006414083.1
OG0001053	jg25610	XP_006406942.1, XP_006406941.1
OG0001054	jg27773	XP_006409392.1
OG0001054	jg8852	XP_024005704.1
OG0001055	jg27050, jg27049	XP_024012760.1
OG0001056	jg15488	XP_006403453.2
OG0001056	jg19189	XP_006411198.1
OG0001057	jg26904, jg12547	XP_006418614.1
OG0001058	jg9742	XP_006413108.1
OG0001059	jg18876	XP_006410909.1
OG0001060	jg2872	XP_006390664.2, XP_006390668.1
OG0001061	jg24511	XP_006408018.1
OG0001062	jg25824	XP_024015492.1
OG0001062	jg25821	XP_024015558.1
OG0001064	jg2094, jg1355, jg2095	XP_006391393.1
OG0001065	jg8235	XP_006396209.1
OG0001065	jg19924	XP_006397710.1
OG0001066	jg3187, jg29885	XP_006417053.1
OG0001066	jg29884	XP_006417054.1
OG0001067	jg2676	XP_024004264.1
OG0001067	jg30900	XP_006416103.1
OG0001071	jg33020, jg33019	XP_006393288.1
OG0001071	jg33018	XP_006393294.1, XP_006393289.1
OG0001073	jg7444, jg7445	XP_006408689.1
OG0001076	jg5637	XP_006400346.2
OG0001076	jg5656	XP_024010362.1, XP_006400362.1
OG0001077	jg10780	XP_024004758.1
OG0001078	jg27529, jg7904	XP_006396533.1
OG0001079	jg15387	XP_006403560.1
OG0001079	jg26531	XP_006404525.1
OG0001080	jg11161	XP_006414498.1
OG0001080	jg11162, jg11163	XP_006414502.1
OG0001081	jg3216	XP_006390290.1
OG0001081	jg30508	XP_006416459.1, XP_006414980.1
OG0001082	jg28144, jg31525, jg14557	XP_006404428.2
OG0001082	jg14560	XP_006404362.1
OG0001083	jg33633	XP_006410381.1
OG0001085	jg10720	XP_024005508.1
OG0001085	jg11529	XP_006414930.2
OG0001086	jg26647	XP_006418835.1
OG0001087	jg11077	XP_006414407.2
OG0001087	jg25742	XP_006406812.1
OG0001088	jg16781, jg16773	XP_006404792.2, XP_006404806.1, XP_006404801.1
OG0001088	jg16782	XP_006404807.1
OG0001089	jg12592	XP_006405564.1
OG0001089	jg13635	XP_006409417.2
OG0001090	jg13382, jg13381, jg13379	XP_006395516.1, XP_006395515.1
OG0001091	jg2593	XP_006390946.1
OG0001092	jg20591	XP_006398201.2
OG0001092	jg20588	XP_006398177.2
OG0001094	jg33452	XP_006392900.1
OG0001095	jg10788	XP_006414136.1
OG0001095	jg10787, jg10786	XP_006414135.1
OG0001096	jg29333	XP_006417552.1
OG0001096	jg1293	XP_006392370.1
OG0001097	jg15977	XP_006402700.1
OG0001097	jg15978	XP_024012897.1
OG0001098	jg18870	XP_006410902.1
OG0001098	jg15278	XP_006403686.1
OG0001099	jg26747	XP_006418751.1
OG0001099	jg26777	XP_006418729.1
OG0001101	jg19360, jg19364	XP_024004177.1, XP_006411369.1
OG0001102	jg7730	XP_024010114.1
OG0001102	jg7729	XP_024009987.1
OG0001103	jg6572	XP_006394905.1
OG0001103	jg24508	XP_006408022.1
OG0001104	jg24407, jg24406	XP_006408111.1
OG0001104	jg24387	XP_024015475.1
OG0001105	jg24608	XP_006407926.1
OG0001105	jg24610, jg24609	XP_024015168.1
OG0001106	jg24987, jg24986	XP_006407561.1, XP_006407563.1
OG0001107	jg32976	XP_006393330.1
OG0001107	jg25992	XP_024015462.1
OG0001111	jg32909	XP_006393431.1
OG0001111	jg25860	XP_006406715.1
OG0001112	jg10903	XP_024005097.1
OG0001112	jg8752	XP_006412051.1
OG0001114	jg13861	XP_024006115.1, XP_024013293.1, XP_024014686.1
OG0001115	jg14868	XP_006404078.1, XP_006404073.1, XP_006404063.1, XP_006404075.1, XP_006404076.1, XP_006404077.1
OG0001120	jg18294	XP_006410353.1
OG0001121	jg5157, jg5156	XP_006399834.1, XP_006399835.1
OG0001122	jg23572, jg6627, jg11031	XP_006394009.1
OG0001122	jg4882	XP_024012414.1
OG0001123	jg4874	XP_006399541.1
OG0001123	jg23556	XP_024006938.1
OG0001124	jg17915, jg17909, jg17916	XP_006409965.1, XP_006409963.1, XP_006409962.2
OG0001125	jg18383	XP_024004123.1
OG0001125	jg12220	XP_024007886.1
OG0001127	jg31395, jg31394, jg31392, jg31393	XP_024008558.1, XP_006415633.1
OG0001129	jg31773	XP_006415326.1
OG0001129	jg18691	XP_006410723.1
OG0001130	jg5817	XP_006400515.1
OG0001130	jg630	XP_006391820.1
OG0001131	jg9766	XP_006413134.1
OG0001131	jg22342	XP_006401487.1, XP_006401485.1
OG0001132	jg27442, jg24994	XP_006407545.1
OG0001132	jg4205	XP_006398914.1
OG0001133	jg4122	XP_024012411.1
OG0001134	jg24908	XP_006407635.1
OG0001134	jg4060	XP_006398773.1
OG0001135	jg2118	XP_024006553.1
OG0001136	jg12821	XP_006405310.1
OG0001136	jg20470, jg25293	XP_024005839.1
OG0001137	jg33420	XP_024016299.1
OG0001137	jg3666	XP_006389848.1
OG0001138	jg3647, jg3648	XP_006414675.1
OG0001139	jg3568	XP_006389951.1
OG0001140	jg3327	XP_006390167.1
OG0001140	jg19205, jg3326	XP_006390168.1
OG0001141	jg13023	XP_006395812.1
OG0001141	jg29938	XP_006416997.1
OG0001142	jg30875	XP_006416121.1
OG0001142	jg2694	XP_006390837.1
OG0001143	jg30483	XP_006416492.1
OG0001143	jg3181	XP_006390325.1
OG0001144	jg33709	XP_006392632.1
OG0001144	jg25326	XP_006407216.1
OG0001145	jg2965	XP_006390579.1
OG0001146	jg9585	XP_006412949.1
OG0001147	jg456	XP_006391682.2
OG0001148	jg13868	XP_006395251.1
OG0001148	jg12423	XP_006405697.1
OG0001149	jg20424	XP_006414148.1
OG0001149	jg10798	XP_006398337.1
OG0001150	jg16219	XP_006402462.2
OG0001150	jg20033	XP_006397817.1
OG0001151	jg19898	XP_024010812.1
OG0001151	jg16116	XP_006402568.1
OG0001152	jg19679, jg16002	XP_006397512.1, XP_006402678.1
OG0001153	jg15602	XP_006402998.1
OG0001153	jg19316	XP_024016664.1
OG0001154	jg8392	XP_006411724.1
OG0001156	jg6739	XP_006408135.1, XP_006395007.1
OG0001157	jg20082	XP_006418589.2, XP_006397866.1
OG0001157	jg20081	XP_006418590.1
OG0001157	jg20080	XP_006397865.1
OG0001158	jg14455	XP_024009342.1
OG0001160	jg5660	XP_006400366.1
OG0001160	jg24256	XP_024015107.1
OG0001162	jg29666	XP_006417255.1
OG0001162	jg646	XP_006391837.1
OG0001163	jg29896	XP_024008898.1
OG0001163	jg29897, jg29898	XP_006417038.2
OG0001164	jg3434	XP_006390069.1
OG0001164	jg30743	XP_006416251.1
OG0001166	jg25950	XP_006406624.2
OG0001166	jg32955	XP_006393362.1
OG0001168	jg8886	XP_006412201.1
OG0001168	jg8885	XP_006412200.2
OG0001169	jg9040	XP_006412360.1
OG0001170	jg7471	XP_006396957.2
OG0001171	jg12352, jg21140, jg12350	XP_024005817.1, XP_006405157.2
OG0001171	jg9406	XP_006412767.1
OG0001174	jg7592	XP_006396831.2
OG0001174	jg10234	XP_006413602.1
OG0001175	jg5403	XP_006400104.1
OG0001175	jg24046	XP_006408426.1
OG0001176	jg24030	XP_006408431.1
OG0001176	jg5397	XP_024011974.1
OG0001177	jg5058	XP_024011474.1
OG0001177	jg5795	XP_006400491.1
OG0001178	jg4818	XP_006399480.1
OG0001178	jg23492	XP_024007611.1
OG0001179	jg23460	XP_006394138.1
OG0001181	jg27422	XP_024013683.1
OG0001181	jg12296	XP_024013748.1
OG0001181	jg12297	XP_006403977.1
OG0001182	jg3202	XP_006390302.1
OG0001183	jg18527	XP_006410567.1
OG0001183	jg31462, jg31461	XP_024008168.1
OG0001184	jg18686	XP_006410718.1
OG0001184	jg31821	XP_006415284.1
OG0001185	jg23601	XP_006393985.1
OG0001185	jg14826	XP_006404112.1
OG0001186	jg14699	XP_006404221.1
OG0001188	jg17127	XP_006405191.1
OG0001189	jg5820	XP_006400518.1
OG0001189	jg2253	XP_006391296.1
OG0001190	jg9690	XP_024005723.1
OG0001190	jg22190	XP_006401628.2
OG0001191	jg9677	XP_006413044.1
OG0001191	jg22198, jg22200	XP_006401613.1
OG0001192	jg3275	XP_006390229.1
OG0001192	jg17606, jg30737	XP_006416260.1
OG0001193	jg33802	XP_006392564.1
OG0001193	jg25240	XP_006407288.1, XP_006395291.1
OG0001194	jg3123	XP_006390397.1
OG0001194	jg30415	XP_006416556.1
OG0001196	jg13411	XP_006395486.1
OG0001197	jg25266	XP_024015260.1, XP_024015530.1
OG0001198	jg2839	XP_006390701.1, XP_006390705.1
OG0001199	jg10825	XP_006414179.1
OG0001199	jg20383	XP_006398374.1
OG0001200	jg10873	XP_006414227.1, XP_006414226.1
OG0001201	jg10311	XP_006413679.1
OG0001201	jg24007	XP_006408452.2
OG0001202	jg10940	XP_024004379.1
OG0001203	jg15001	XP_024013530.1
OG0001203	jg23765	XP_024007376.1
OG0001204	jg16178	XP_006402501.1
OG0001204	jg19979	XP_006397772.1
OG0001205	jg19763	XP_006397595.1
OG0001205	jg16050	XP_006402634.1
OG0001207	jg15832	XP_006402806.1
OG0001207	jg19542	XP_006411496.1
OG0001208	jg19495	XP_006411469.1
OG0001208	jg15824	XP_006402813.1
OG0001209	jg15812	XP_006402824.1
OG0001209	jg19519	XP_006411479.1
OG0001210	jg18869	XP_006410901.1
OG0001210	jg15277	XP_024013659.1
OG0001211	jg28168	XP_024016016.1
OG0001212	jg32567, jg21684, jg12616	XP_006411262.1
OG0001213	jg24446	XP_006408076.1
OG0001214	jg24624	XP_006407906.1
OG0001214	jg21551	XP_006395076.1
OG0001215	jg24859	XP_024015086.1
OG0001215	jg12919, jg3551	XP_006392930.1
OG0001216	jg33029, jg33033	XP_024006306.1
OG0001219	jg4729	XP_006399385.1, XP_006399384.1
OG0001221	jg20291, jg20296	XP_024010987.1, XP_006404527.1
OG0001222	jg27924	XP_006409224.1
OG0001222	jg8730	XP_024004591.1
OG0001223	jg31088	XP_024009099.1
OG0001224	jg1131, jg1115	XP_006392281.1, XP_006392286.1, XP_006392463.1
OG0001225	jg10282, jg10281, jg10280	XP_006413732.1, XP_006413655.1, XP_006413652.2
OG0001231	jg24142	XP_006408341.1
OG0001231	jg5531	XP_006400241.1
OG0001232	jg3231	XP_006390276.1
OG0001233	jg16728	XP_006413115.1
OG0001233	jg9747	XP_006413113.1
OG0001234	jg6380	XP_006394756.1
OG0001234	jg4915	XP_006399581.1
OG0001235	jg4714	XP_006399365.1
OG0001235	jg23344	XP_006394248.1
OG0001236	jg24716	XP_006407819.2
OG0001236	jg28638	XP_006395201.1
OG0001236	jg7869	XP_006396509.1
OG0001237	jg17926	XP_006409970.1
OG0001237	jg4366	XP_006399065.1
OG0001239	jg27122	XP_024016669.1
OG0001239	jg26836	XP_024016417.1
OG0001240	jg28802	XP_024008194.1
OG0001240	jg18345	XP_024003938.1
OG0001241	jg28803	XP_006418092.1
OG0001241	jg1216, jg18349	XP_006410401.1
OG0001242	jg31407	XP_006415620.1
OG0001243	jg6725	XP_006395002.2, XP_006395003.1
OG0001244	jg23623	XP_006393963.1
OG0001244	jg14847	XP_006404094.1
OG0001246	jg2271	XP_006391280.1
OG0001247	jg23126	XP_006394473.1
OG0001247	jg4575, jg4444	XP_006399219.1
OG0001248	jg6008	XP_006400711.1
OG0001249	jg4534	XP_006399186.1, XP_006399191.1, XP_006399185.1
OG0001250	jg1398	XP_024010405.1
OG0001251	jg22189	XP_024012430.1
OG0001252	jg7969	XP_006396457.1
OG0001252	jg28603	XP_006418291.1
OG0001253	jg7854	XP_006396496.1
OG0001254	jg24897	XP_006407647.1
OG0001254	jg4038	XP_006398754.1
OG0001255	jg4017	XP_006398741.2
OG0001255	jg24887	XP_006407660.1
OG0001256	jg3569	XP_006389948.1
OG0001256	jg30192, jg30204	XP_006416769.1
OG0001257	jg3343	XP_006390153.1
OG0001257	jg30658	XP_006416326.1
OG0001258	jg3183, jg3182	XP_006390323.1
OG0001259	jg3174	XP_024012053.1
OG0001259	jg30473	XP_006416503.1
OG0001260	jg27866	XP_024016425.1
OG0001260	jg8802	XP_006412102.1
OG0001261	jg8761	XP_006412062.1
OG0001261	jg27903	XP_006409260.2
OG0001262	jg33718	XP_006392621.1
OG0001262	jg25318	XP_006407228.1
OG0001263	jg18765	XP_006410805.1
OG0001264	jg24704	XP_006407833.1
OG0001265	jg11263	XP_006414639.1
OG0001266	jg30410	XP_006416562.1
OG0001266	jg3115	XP_006390403.1
OG0001267	jg9458	XP_006412817.1
OG0001267	jg9459	XP_006412818.1
OG0001268	jg2473	XP_006397230.1, XP_024007645.1, XP_024009790.1, XP_024012496.1, XP_024006295.1, XP_024012041.1
OG0001268	jg2472	XP_006391077.1, XP_006404608.1, XP_006397233.1
OG0001269	jg20578	XP_024011112.1
OG0001270	jg26147	XP_024006176.1
OG0001271	jg33177	XP_006393156.1
OG0001272	jg33178	XP_006393155.1
OG0001272	jg26149	XP_006406428.2
OG0001273	jg7488	XP_006396933.1
OG0001273	jg10132	XP_006413535.1
OG0001274	jg894	XP_006409099.1
OG0001275	jg12798	XP_024009955.1, XP_024014727.1
OG0001276	jg7727, jg7725	XP_006396672.1
OG0001277	jg7745	XP_024009884.1
OG0001277	jg10383	XP_006413738.1
OG0001278	jg19988	XP_024010690.1
OG0001278	jg16192	XP_006402487.1
OG0001279	jg16043	XP_006402639.1
OG0001279	jg19757	XP_006397585.1
OG0001280	jg19568	XP_006411510.1
OG0001280	jg15878	XP_006402779.1
OG0001282	jg15809	XP_006402830.1
OG0001282	jg19524	XP_006411483.1
OG0001283	jg24767	XP_006407765.1
OG0001283	jg15557	XP_006403400.2
OG0001284	jg15507	XP_006403442.1
OG0001284	jg19207	XP_006411212.1
OG0001285	jg22032	XP_006401746.1
OG0001285	jg9666	XP_006413030.1
OG0001286	jg18849	XP_006410883.1
OG0001286	jg15258	XP_006403711.1
OG0001287	jg27953	XP_006409200.1
OG0001287	jg8711, jg8710	XP_006412019.1
OG0001288	jg16946	XP_006404986.1
OG0001288	jg9258	XP_006412590.1
OG0001289	jg19811, jg19810	XP_006413937.2, XP_006397635.1
OG0001290	jg24702	XP_006407835.1
OG0001292	jg25735	XP_006406816.1
OG0001292	jg25736	XP_006406765.2
OG0001293	jg28686, jg28685, jg28684	XP_006418211.1
OG0001295	jg30277	XP_024008305.1
OG0001295	jg2909	XP_024008795.1
OG0001296	jg12315	XP_006405797.2
OG0001297	jg13688, jg13692	XP_006395323.1, XP_006395321.1, XP_006395324.1
OG0001298	jg31215	XP_024008942.1
OG0001298	jg2351	XP_006391204.1
OG0001300	jg3986	XP_024012534.1
OG0001303	jg14397	XP_006409716.2
OG0001305	jg29977	XP_006416959.2
OG0001305	jg12960	XP_006395874.1
OG0001306	jg24005	XP_006408454.1
OG0001306	jg5372	XP_006400067.1
OG0001307	jg23972	XP_006408483.1
OG0001307	jg5329	XP_024012291.1
OG0001309	jg4667	XP_006399307.1
OG0001309	jg6158	XP_006394581.1
OG0001310	jg29150	XP_006417754.1
OG0001310	jg17815	XP_006409877.1
OG0001311	jg28936	XP_024008319.1
OG0001311	jg18219	XP_006410289.1
OG0001312	jg18517	XP_006410558.1
OG0001312	jg31442	XP_006415602.1
OG0001314	jg29913	XP_024008579.1
OG0001314	jg13077	XP_024006797.1
OG0001315	jg29852	XP_006417084.1
OG0001315	jg13151	XP_006395698.1
OG0001316	jg23131	XP_006394463.1
OG0001316	jg31272	XP_006415761.1
OG0001317	jg6215	XP_006394631.1
OG0001317	jg14704	XP_006404216.1
OG0001318	jg22973	XP_006400863.1
OG0001318	jg22975	XP_006400862.1
OG0001319	jg22915	XP_006400918.1
OG0001319	jg14392	XP_024009717.1
OG0001320	jg22567	XP_006401284.1, XP_024011173.1
OG0001321	jg22402	XP_024011439.1
OG0001321	jg9787	XP_006413159.1
OG0001322	jg28440	XP_006418460.1
OG0001322	jg16890	XP_006402505.1
OG0001323	jg4427	XP_006399121.1
OG0001323	jg25133	XP_006407411.1
OG0001324	jg4384	XP_024011509.1
OG0001324	jg25109	XP_006407433.2
OG0001325	jg4381	XP_024012106.1
OG0001325	jg25107	XP_006407435.1
OG0001326	jg4235	XP_006398940.1
OG0001326	jg25006	XP_006407522.1
OG0001327	jg12791	XP_006405320.1
OG0001328	jg3583	XP_024010827.1
OG0001328	jg2200	XP_006409184.1
OG0001329	jg30724	XP_006416271.1
OG0001330	jg30702	XP_006416291.1, XP_024008890.1
OG0001330	jg3390	XP_006390110.1
OG0001331	jg33741	XP_006392612.1
OG0001331	jg25311	XP_006407233.1
OG0001332	jg33653	XP_006392704.1
OG0001332	jg25403	XP_006407142.1
OG0001334	jg11359	XP_006414761.1
OG0001334	jg11360	XP_006414763.1
OG0001335	jg26529	XP_006406114.1
OG0001335	jg11297	XP_006414669.1
OG0001336	jg26526	XP_024015072.1
OG0001337	jg11261	XP_024005914.1
OG0001338	jg2955	XP_006390589.1
OG0001338	jg30304	XP_024009142.1
OG0001339	jg29788	XP_006417140.1
OG0001339	jg13235	XP_006395630.1
OG0001340	jg20497	XP_006398268.2
OG0001341	jg20536	XP_006398222.1
OG0001341	jg10673	XP_024005178.1
OG0001342	jg20557	XP_006398206.1
OG0001342	jg10653	XP_024005917.1
OG0001343	jg20595	XP_006398172.1
OG0001344	jg33288	XP_006393055.1
OG0001344	jg18717	XP_024003863.1
OG0001345	jg33449	XP_006392903.1
OG0001345	jg25618	XP_006406923.1
OG0001346	jg33483	XP_006392856.2
OG0001346	jg25596	XP_006406961.1
OG0001347	jg10699	XP_006414042.1
OG0001347	jg8809	XP_024004406.1
OG0001348	jg14969	XP_006403983.1
OG0001348	jg23750	XP_006393837.1
OG0001349	jg7479	XP_006396951.1
OG0001349	jg10115	XP_006413521.1
OG0001350	jg10250	XP_006413622.1
OG0001350	jg7609	XP_006396798.1
OG0001351	jg10490	XP_006413851.1
OG0001351	jg10491	XP_006413852.1
