Orthogroup	Arabidopsis_arenosa	Noccaea_praecox
OG0003699	jg8116	Np003G1887100
OG0003700	jg20449	Np001G0358700, Np005G2919400
OG0003701	jg25879, jg25877	Np007G3929300
OG0003703	jg20627	Np001G0384800
OG0003704	jg33247, jg33186	Np004G1969300
OG0003706	jg29970	Np004G2416200
OG0003707	jg26315	Np007G3812300
OG0003707	jg33330	Np004G1952700
OG0003709	jg18465, jg32474	Np006G3438900
OG0003710	jg18716, jg18715	Np006G3399400
OG0003711	jg15427	Np001G0583600, Np001G0375500, Np005G3086200, Np001G0375400
OG0003712	jg23730	Np001G0009000
OG0003713	jg16300	Np001G0685800
OG0003714	jg20068	Np006G3226100
OG0003715	jg32488, jg16188	Np001G0672200
OG0003716	jg16167	Np001G0669200
OG0003718	jg20332, jg31018	Np001G0610600
OG0003719	jg19199, jg15500	Np006G3331000
OG0003720	jg5559, jg32141	Np003G1445600
OG0003721	jg31225, jg31226	Np004G2097700
OG0003722	jg27478	Np007G3744200
OG0003722	jg28012	Np007G3744300
OG0003724	jg28089, jg28088	Np007G3738800
OG0003725	jg28093	Np007G3738300, Np007G3738200, Np007G3738100
OG0003726	jg9435	Np005G2746300
OG0003727	jg12145	Np005G3175100
OG0003730	jg6615	Np001G0147300
OG0003731	jg3959, jg3957, jg15207, jg19292	Np006G3247900
OG0003732	jg19897	Np001G0409000
OG0003733	jg19752	Np006G3260500, Np006G3570200
OG0003734	jg19742	Np006G3262700, Np006G3262500
OG0003735	jg19725	Np006G3265100, Np006G3264600
OG0003736	jg24569	Np007G4172500
OG0003737	jg24711	Np007G4153000
OG0003738	jg24762	Np007G4145600
OG0003739	jg25421, jg25422	Np007G4060000
OG0003740	jg25464	Np007G4053900
OG0003742	jg25933, jg16629	Np007G3937800
OG0003743	jg25988	Np007G3945800
OG0003744	jg26377	Np007G3820800
OG0003745	jg15079	Np001G0536500
OG0003746	jg31697, jg31680	Np001G0523400
OG0003747	jg28912, jg28913	Np004G2542000
OG0003748	jg29097	Np006G3640700
OG0003749	jg30091	Np004G2402500
OG0003750	jg30216	Np004G2392700
OG0003751	jg30258	Np004G2388300
OG0003752	jg2749	Np002G0838700, Np007G3894300
OG0003753	jg2681	Np002G0848100
OG0003754	jg11921	Np005G3099200
OG0003755	jg378, jg12856	Np002G1244200
OG0003756	jg10475	Np005G2871900
OG0003756	jg20751	Np001G0399500
OG0003757	jg32892	Np002G0886400, Np002G0886600, Np002G0886500, Np002G0886300, Np002G0885200, Np004G1998600
OG0003758	jg25934, jg13532	Np002G0868000
OG0003759	jg33036, jg33031	Np004G1983700
OG0003761	jg8460, jg8453, jg8446, jg8433	Np005G2617900, Np005G2650400
OG0003762	jg8463	Np002G0888900, Np005G2618400
OG0003763	jg8517	Np005G2624800
OG0003764	jg8673	Np005G2683100
OG0003765	jg9870	Np005G2799900, Np005G2799800
OG0003766	jg2367, jg21441, jg21443, jg21442, jg7295	Np003G1873500
OG0003767	jg8100, jg8162	Np003G1881000, Np003G1889200
OG0003768	jg9612	Np005G2767000
OG0003769	jg31613	Np004G2140100
OG0003769	jg31612	Np004G2140000
OG0003770	jg32077	Np003G1611400
OG0003772	jg2058	Np002G0959400
OG0003772	jg12205	Np005G3121500
OG0003776	jg10994	Np005G2996300
OG0003791	jg5554, jg5555, jg7040	Np003G1444700
OG0003792	jg5435	Np003G1431200
OG0003793	jg5173	Np003G1404500
OG0003794	jg25451, jg5026	Np003G1385800
OG0003795	jg4901	Np003G1370800
OG0003796	jg4790	Np003G1359900
OG0003798	jg9989	Np005G2816000, Np005G2804500
OG0003800	jg18141	Np006G3489500, Np006G3540600
OG0003801	jg18232	Np006G3554500
OG0003802	jg18265	Np006G3559200
OG0003803	jg18443	Np009G4320000, Np006G3452300
OG0003804	jg21814	Np005G2810700
OG0003805	jg7217, jg12555	Np006G3328300, Np005G3160000
OG0003806	jg31788	Np004G2162900
OG0003807	jg32420	Np004G2177200
OG0003808	jg23665	Np002G1114000
OG0003809	jg23347	Np007G3894400, Np001G0054700, Np001G0055100
OG0003810	jg14647	Np001G0484000
OG0003810	jg23286	Np001G0064900
OG0003811	jg23214	Np001G0071500
OG0003812	jg33427	Np001G0073000
OG0003813	jg8245, jg23539	Np001G0032500
OG0003814	jg6192, jg5775	Np001G0105300
OG0003815	jg4985	Np003G1381700, Np001G0134000
OG0003816	jg6011	Np003G1500600
OG0003817	jg23009	Np003G1514900
OG0003819	jg9800	Np005G2791400
OG0003821	jg22331	Np003G1606300
OG0003822	jg22223	Np003G1625400
OG0003823	jg4543	Np005G2997400, Np003G1329200, Np002G1189900, Np002G1190200, Np006G3413100
OG0003824	jg4378	Np003G1314800
OG0003825	jg14032, jg14023	Np001G0435500
OG0003826	jg21541	Np001G0166600
OG0003828	jg8714	Np005G2677800
OG0003830	jg3574	Np002G0728600
OG0003831	jg3511	Np002G0735100
OG0003833	jg33757	Np004G1906800
OG0003834	jg31487, jg31492, jg33665	Np004G1915900
OG0003835	jg14351	Np001G0454700
OG0003836	jg14339	Np001G0453600
OG0003837	jg11675	Np005G3075100
OG0003838	jg11174	Np005G3030400
OG0003841	jg2504	Np002G0873500
OG0003842	jg31049, jg2567	Np002G0864400
OG0003843	jg33189, jg33191	Np005G2961600
OG0003844	jg26198, jg33207	Np007G4001600
OG0003845	jg17021	Np006G3648000, Np006G3647800
OG0003846	jg13706	Np001G0192300
OG0003848	jg14936	Np001G0521800
OG0003849	jg10125	Np005G2833400
OG0003850	jg10161	Np005G2835000
OG0003852	jg23934, jg30140	Np007G4249300
OG0003853	jg16235	Np001G0677200
OG0003854	jg32970, jg19923	Np006G3245800
OG0003855	jg15971	Np001G0645600
OG0003856	jg15833	Np001G0629700, Np002G0843900
OG0003857	jg15818	Np001G0627900
OG0003858	jg15817	Np001G0627800
OG0003859	jg15340	Np001G0571000
OG0003860	jg21726, jg12935	Np001G0274900
OG0003861	jg26940	Np007G3885500
OG0003862	jg26742	Np007G3868800
OG0003865	jg18879	Np006G3375700
OG0003867	jg16675	Np006G3688800
OG0003868	jg2288, jg32606	Np004G2028100
OG0003869	jg32035	Np004G2068200
OG0003870	jg32023	Np004G2067800
OG0003871	jg539	Np002G1224200
OG0003872	jg7509	Np003G1805500
OG0003873	jg28270, jg18739	Np007G3719900
OG0003874	jg20092	Np006G3222600
OG0003876	jg19567	Np006G3283600
OG0003877	jg19489	Np006G3291700
OG0003878	jg19436, jg27089	Np006G3300800
OG0003879	jg24121	Np007G4228100
OG0003880	jg24680	Np007G4157900, Np001G0174200
OG0003881	jg24738	Np007G4149700
OG0003882	jg25093	Np002G0896400, Np007G4104000, Np007G4104100
OG0003883	jg27709, jg7825	Np007G3772000, Np007G3771800
OG0003884	jg25617	Np010G4350700, Np007G4015900, Np007G3982100
OG0003885	jg28527	Np004G2583800
OG0003886	jg22534, jg21879	Np003G1661300, Np003G1671100
OG0003889	jg28863	Np004G2547600
OG0003890	jg14281	Np001G0448200
OG0003892	jg29263, jg29262	Np004G2501700
OG0003893	jg29302	Np004G2032300
OG0003894	jg29321, jg32982	Np004G2496100
OG0003895	jg29687	Np004G2454200, Np002G1212100
OG0003896	jg30350	Np004G2376200
OG0003897	jg30394	Np004G2370000
OG0003898	jg30423	Np004G2367000
OG0003899	jg30452	Np004G2364300
OG0003900	jg8079	Np003G1877700
OG0003901	jg660, jg652, jg656, jg662	Np002G1202700
OG0003902	jg858	Np002G1174800
OG0003903	jg1209	Np002G1128900
OG0003905	jg20271	Np001G0321300
OG0003906	jg16496, jg16499	Np006G3713300
OG0003907	jg14505	Np001G0468700
OG0003908	jg8682	Np005G2682100
OG0003910	jg8923, jg8924	Np005G2646300
OG0003911	jg9286	Np005G2723300
OG0003912	jg30889	Np004G2305700
OG0003913	jg9652	Np005G2771500
OG0003917	jg7242	Np003G1764100
OG0003917	jg32212	Np004G2043200
OG0003918	jg19445	Np006G3251100, Np001G0545600
OG0003920	jg16679	Np006G3687800
OG0003921	jg12894	Np002G1025600
OG0003922	jg13808	Np001G0187100
OG0003924	jg4485	Np006G3273100, Np005G3113100, Np006G3473700, Np003G1726200, Np006G3273500
OG0003927	jg5500	Np003G1438500
OG0003929	jg7170, jg7175, jg7173	Np003G1759200
OG0003941	jg5348	Np003G1421200
OG0003943	jg5184, jg5207	Np003G1405800
OG0003944	jg5106	Np003G1396100
OG0003945	jg6497	Np001G0136600
OG0003946	jg2560, jg27086	Np002G0865300, Np002G0865200
OG0003948	jg4954	Np003G1378500
OG0003949	jg6653, jg6654, jg32277	Np001G0149700
OG0003951	jg6159	Np001G0101800
OG0003952	jg4663	Np003G1343400
OG0003953	jg23097	Np001G0091000
OG0003954	jg9987	Np005G2815700
OG0003954	jg24397	Np003G1483700
OG0003955	jg10007	Np005G2818700
OG0003956	jg17667	Np006G3579200
OG0003957	jg17674	Np006G3579900
OG0003958	jg18046	Np006G3514100, Np006G3443300, Np006G3446500
OG0003959	jg18440	Np009G4317700, Np006G3455700
OG0003960	jg28742	Np004G2560400, Np001G0409900
OG0003961	jg9956	Np005G2811700
OG0003962	jg31485, jg31488, jg31493	Np004G2126700
OG0003964	jg15487	Np001G0592500
OG0003965	jg1448	Np002G1067900
OG0003966	jg29710	Np001G0056100
OG0003966	jg23569	Np001G0029000
OG0003967	jg23403	Np001G0049200
OG0003968	jg23346	Np001G0054800, Np001G0055200, Np001G0054900
OG0003970	jg23102	Np001G0089800
OG0003972	jg23061, jg23063	Np001G0095000
OG0003973	jg23043	Np001G0097200
OG0003974	jg16943, jg6203	Np001G0106700
OG0003975	jg14712	Np001G0495500
OG0003976	jg6450, jg6451	Np001G0133200
OG0003977	jg6486	Np001G0135300
OG0003978	jg29608	Np004G2465700
OG0003979	jg14300	Np003G1519500, Np001G0450400
OG0003980	jg22969	Np003G1520100
OG0003982	jg22819	Np003G1537600
OG0003983	jg22794	Np005G3135900, Np003G1540200
OG0003984	jg22768	Np003G1543500
OG0003985	jg22653	Np003G1558600
OG0003986	jg22473	Np003G1581900
OG0003987	jg7191, jg14727	Np003G1750600, Np001G0498400
OG0003988	jg22226, jg22224	Np003G1625500
OG0003989	jg4526, jg4527	Np003G1327200
OG0003990	jg22047, jg22046	Np003G1642800
OG0003991	jg2592, jg4281	Np003G1301400
OG0003992	jg4252	Np003G1297600
OG0003993	jg4208	Np003G1292200
OG0003994	jg4076	Np003G1276100
OG0003995	jg3966	Np003G1265200
OG0003996	jg3964	Np003G1265000
OG0003997	jg12729	Np005G3188200
OG0003998	jg24971	Np007G4119400
OG0004000	jg3305	Np002G0764400
OG0004001	jg3293	Np002G0765600
OG0004003	jg20721	Np001G0397400
OG0004004	jg33598	Np004G1902700
OG0004005	jg33791, jg33793, jg33790, jg33789	Np004G1903500
OG0004006	jg33764	Np004G1906100
OG0004008	jg33684	Np004G1913600
OG0004008	jg33682	Np004G1913400
OG0004009	jg32601	Np004G2029100
OG0004010	jg33600	Np004G1924700
OG0004011	jg18771	Np006G3392300
OG0004012	jg22028	Np003G1646300, Np006G3434500
OG0004013	jg11329	Np005G3053800
OG0004014	jg11287, jg11285	Np005G3044500
OG0004015	jg11124	Np002G1075700, Np005G3022700
OG0004016	jg2985, jg2984	Np002G0811000
OG0004017	jg3082, jg3083	Np002G0794200, Np002G0794500
OG0004018	jg542	Np007G4037200
OG0004018	jg460	Np002G1211500
OG0004020	jg13449	Np001G0211500
OG0004021	jg10388	Np005G2867200
OG0004022	jg20535	Np001G0371300
OG0004023	jg26129	Np007G3975500, Np004G1968800
OG0004024	jg26130	Np007G3975600
OG0004025	jg24034, jg10765, jg18614	Np006G3410600
OG0004026	jg18628	Np006G3409200
OG0004027	jg20426	Np001G0353300
OG0004028	jg30085	Np004G2403300
OG0004029	jg10275	Np005G2850900
OG0004030	jg1912, jg32449, jg32458	Np004G1976300
OG0004031	jg21616	Np003G1795400
OG0004032	jg10563	Np005G2887300
OG0004033	jg10540	Np001G0393800, Np005G2884800
OG0004034	jg10396	Np001G0471800, Np005G2867900
OG0004036	jg25931	Np007G3937500
OG0004037	jg11003	Np005G3000500
OG0004038	jg12326, jg10952	Np005G2988800
OG0004040	jg23739, jg17130	Np001G0007900
OG0004041	jg16343	Np001G0691600
OG0004043	jg17239, jg9088	Np006G3630800
OG0004044	jg26976, jg16200	Np001G0672800
OG0004046	jg16003	Np001G0648100
OG0004047	jg15750	Np001G0620000
OG0004048	jg12921	Np001G0279000
OG0004049	jg15677	Np001G0615800
OG0004050	jg32133, jg32129	Np001G0608400
OG0004051	jg15360	Np001G0572800
OG0004054	jg26820	Np007G3875400
OG0004055	jg33750	Np004G1907300
OG0004056	jg2834	Np002G0830600
OG0004058	jg19311	Np006G3315600
OG0004060	jg16928	Np006G3657100
OG0004061	jg10019	Np005G2820400
OG0004062	jg33017	Np004G1985000
OG0004063	jg32068	Np004G2083200
OG0004064	jg7344	Np003G1779200
OG0004065	jg7454	Np003G1798100
OG0004066	jg5792	Np003G1472900
OG0004066	jg24530	Np007G4177300
OG0004069	jg20152	Np006G3214000
OG0004070	jg20052	Np006G3228300
OG0004071	jg27568, jg27569	Np007G3782600
OG0004072	jg19814, jg19813	Np006G3255100
OG0004073	jg19705	Np006G3266400
OG0004074	jg30228	Np004G2391100
OG0004074	jg19535	Np006G3287500
OG0004075	jg24057	Np007G4234400
OG0004075	jg24056	Np007G4234700
OG0004076	jg24138	Np007G4226100
OG0004077	jg24183	Np007G4221600
OG0004078	jg5662, jg24258	Np007G4212900
OG0004079	jg24320	Np007G4205400
OG0004080	jg24357	Np007G4202000
OG0004081	jg24388	Np007G4195200
OG0004082	jg24395	Np007G4194300
OG0004084	jg24518	Np007G4178800
OG0004085	jg16606, jg24538	Np007G4176300
OG0004086	jg24681	Np007G4157700, Np007G4157800
OG0004087	jg25245	Np007G4084300
OG0004088	jg25328	Np007G4075200
OG0004090	jg12085, jg12054, jg25561	Np007G4042600
OG0004091	jg25643	Np007G3902600
OG0004092	jg25800	Np007G3920500
OG0004093	jg25916	Np007G3935300
OG0004094	jg24862	Np007G3739300
OG0004094	jg26122	Np007G3975000
OG0004095	jg21504, jg21535	Np001G0168400
OG0004096	jg13788, jg13786	Np001G0187800
OG0004097	jg12537	Np003G1359300
OG0004098	jg26610	Np007G3849500
OG0004099	jg26591	Np007G3846300
OG0004100	jg26520	Np007G3837600
OG0004102	jg26348	Np007G3816500
OG0004103	jg9418, jg2498	Np005G2744400
OG0004104	jg21592, jg21593, jg14640	Np001G0162500
OG0004105	jg6871	Np001G0158900
OG0004106	jg8218	Np003G1895600
OG0004107	jg28490, jg33286	Np004G2587900
OG0004109	jg28984	Np004G2534000
OG0004110	jg29121, jg29138	Np004G2518100, Np004G2515800
OG0004111	jg29258	Np004G2502400
OG0004113	jg29517	Np004G2475500
OG0004114	jg604	Np002G1212300
OG0004114	jg29690	Np004G2453900
OG0004115	jg29960	Np004G2417200, Np001G0266100
OG0004116	jg30311	Np004G2381200, Np004G2381000
OG0004117	jg30330	Np004G2378500
OG0004119	jg21621, jg21620	Np003G1748500
OG0004120	jg2777	Np002G0836600
OG0004121	jg30963	Np002G0855700
OG0004122	jg29728, jg576	Np002G1215300
OG0004123	jg13516	Np001G0281500
OG0004125	jg7808, jg7816	Np003G1849300
OG0004126	jg27613	Np001G0394300
OG0004127	jg14139, jg14137	Np001G0431800
OG0004128	jg7764, jg10416	Np003G1841400
OG0004129	jg32897	Np005G2614900, Np004G1997800
OG0004130	jg8586	Np005G2694300, Np005G2694200
OG0004131	jg8705	Np005G2679400
OG0004132	jg8745	Np005G2674700
OG0004134	jg26654	Np007G3856100
OG0004136	jg8182	Np003G1891800, Np005G2627700
OG0004140	jg33629	Np002G0991700, Np003G1697400, Np005G3027500
OG0004140	jg32435, jg32437	Np002G1007600
OG0004140	jg11826, jg14318, jg32648, jg17415, jg26872, jg10357, jg21207	Np007G3963400, Np002G1179900
OG0004142	jg7263, jg26695	Np007G4122800
OG0004146	jg17871	Np006G3600300, Np004G2519200
OG0004147	jg14010	Np003G1800400
OG0004148	jg12920	Np001G0279200
OG0004149	jg13547, jg13600	Np001G0203000, Np001G0182100
OG0004150	jg16136	Np001G0666200, Np001G0666100
OG0004152	jg7121	Np003G1758500
OG0004153	jg9723	Np005G2781800
OG0004155	jg23295, jg23296	Np001G0061600
OG0004165	jg16853, jg9361	Np005G2732200
OG0004166	jg9357	Np005G2731700
OG0004167	jg9351	Np005G2731200
OG0004168	jg23290	Np001G0063700
OG0004169	jg5568	Np003G1446700
OG0004170	jg5514	Np003G1440300
OG0004171	jg21373	Np003G1438300
OG0004174	jg5341	Np003G1420500
OG0004175	jg5336	Np003G1419800
OG0004177	jg30928	Np004G2300800, Np004G2301100
OG0004178	jg5217	Np003G1409100
OG0004180	jg4937	Np003G1375900
OG0004181	jg13715	Np001G0191400
OG0004182	jg6376	Np001G0123200
OG0004183	jg1325, jg1328, jg4751	Np003G1354800
OG0004185	jg4471, jg4468	Np003G1346700
OG0004186	jg9986, jg723	Np005G2815600
OG0004187	jg17473, jg17474	Np006G3620100
OG0004188	jg17560	Np006G3615600
OG0004189	jg17626	Np006G3610700
OG0004190	jg17661, jg20921	Np006G3579800, Np006G3607000
OG0004191	jg17812	Np006G3593700
OG0004193	jg18082	Np006G3531000
OG0004194	jg18091	Np006G3533900, Np006G3473500
OG0004195	jg18178	Np006G3548200, Np006G3481000
OG0004196	jg1439	Np004G1990900
OG0004198	jg18289, jg18291	Np006G3561800
OG0004199	jg32828	Np004G2003000
OG0004200	jg32734	Np004G2013200
OG0004201	jg32743	Np004G2010200
OG0004202	jg31346	Np004G2110900
OG0004203	jg31426	Np004G2119400
OG0004204	jg31498	Np004G2128200
OG0004205	jg18543	Np006G3421200
OG0004206	jg31571	Np004G2135600
OG0004207	jg31600	Np004G2138700
OG0004208	jg102, jg31616	Np004G2140600
OG0004209	jg31656	Np004G2147000
OG0004210	jg31838	Np004G2179100
OG0004211	jg13096	Np001G0250400
OG0004212	jg23688	Np001G0015600
OG0004214	jg23677	Np001G0016300
OG0004215	jg23616	Np001G0024300
OG0004217	jg23326	Np001G0058100
OG0004218	jg23239	Np001G0068700
OG0004219	jg33439	Np004G1943600
OG0004220	jg28668, jg28403, jg23077	Np001G0093400
OG0004221	jg23029	Np001G0098800
OG0004222	jg10959	Np005G2992300
OG0004223	jg20883, jg20881	Np001G0413400
OG0004225	jg6365	Np001G0122300
OG0004225	jg6364	Np001G0122200
OG0004226	jg5843	Np003G1479000
OG0004227	jg5933	Np003G1489800
OG0004228	jg6035	Np003G1502900
OG0004229	jg22854	Np003G1533100
OG0004230	jg22824	Np003G1537200
OG0004231	jg22667	Np003G1556900
OG0004231	jg13120	Np001G0248400
OG0004232	jg22561	Np003G1571500
OG0004233	jg10228	Np005G2845700
OG0004234	jg22419	Np003G1587600
OG0004235	jg21513	Np001G0506700, Np004G2033500
OG0004236	jg22301	Np003G1634400
OG0004237	jg7980	Np003G1867600
OG0004238	jg7849	Np003G1862000
OG0004239	jg6594	Np003G1317600
OG0004240	jg24968	Np007G4119700
OG0004240	jg4171	Np003G1287400
OG0004241	jg4158	Np003G1286000
OG0004242	jg4022	Np003G1270900, Np003G1271000
OG0004244	jg12693	Np005G3182300
OG0004245	jg12748	Np005G3190400
OG0004245	jg12749	Np005G3190500
OG0004246	jg3688	Np002G0712600
OG0004248	jg3563	Np002G0729700
OG0004249	jg3440	Np002G0745600
OG0004250	jg24780	Np007G4156800
OG0004251	jg33774	Np004G1904800
OG0004252	jg5834, jg2393, jg31181	Np004G2093000
OG0004253	jg33525	Np004G1933300
OG0004254	jg11510	Np005G3091100
OG0004255	jg19819	Np006G3254500
OG0004256	jg2929	Np002G0817300
OG0004257	jg21766	Np004G2291200
OG0004260	jg21742	Np003G1718400
OG0004261	jg13528, jg13529	Np001G0204700
OG0004262	jg13288, jg13289	Np001G0230300
OG0004263	jg31055	Np004G2270100
OG0004264	jg2525	Np002G0870600
OG0004265	jg20446	Np001G0357900
OG0004266	jg20474	Np001G0364400
OG0004267	jg20539	Np001G0371700
OG0004268	jg20582	Np001G0379600
OG0004269	jg17376	Np006G3623900, Np006G3623800
OG0004271	jg33278	Np004G1957200
OG0004272	jg33344	Np004G1951800
OG0004273	jg33415	Np004G1945300
OG0004274	jg10735	Np005G2914100
OG0004275	jg10739, jg10736	Np005G2914900
OG0004277	jg10876	Np005G2949100
OG0004278	jg14996	Np007G4098200
OG0004279	jg10126	Np005G2833500
OG0004280	jg10157	Np005G2835200
OG0004281	jg21830	Np003G1680900
OG0004282	jg10076	Np005G2828700
OG0004283	jg18611	Np006G3411200, Np006G3410900
OG0004285	jg10565	Np006G3347700, Np005G2887500
OG0004286	jg10486	Np005G2871100
OG0004287	jg10458	Np005G2874800
OG0004288	jg10925	Np005G2977800
OG0004289	jg23920	Np007G4251000
OG0004290	jg6509	Np001G0136900
OG0004291	jg16370	Np001G0694200
OG0004292	jg16208	Np001G0674000
OG0004293	jg16165	Np001G0669000
OG0004294	jg16008	Np001G0648500
OG0004295	jg15887	Np001G0635100
OG0004296	jg15843	Np001G0631200, Np001G0630900
OG0004297	jg15838	Np001G0630200
OG0004298	jg15785	Np001G0624500
OG0004299	jg15162, jg15692	Np001G0613800
OG0004300	jg15630	Np001G0597300, Np001G0608300
OG0004302	jg15439	Np001G0585200
OG0004303	jg22061	Np003G1639100
OG0004304	jg26735	Np007G3867500
OG0004305	jg27931	Np005G3180400, Np007G3751700
OG0004306	jg27963	Np007G3749000
OG0004307	jg28021, jg28026	Np007G3743200
OG0004308	jg28133	Np007G3733300
OG0004310	jg19395	Np006G3305700
OG0004311	jg19357, jg19362	Np006G3309200
OG0004312	jg19340	Np006G3311300
OG0004313	jg19251	Np006G3323600
OG0004314	jg19134	Np006G3341500
OG0004315	jg19050	Np006G3351300
OG0004316	jg18917	Np006G3369800
OG0004317	jg7605	Np003G1817600, Np002G0917400
OG0004318	jg16833	Np006G3667800
OG0004319	jg31196	Np004G2094500
OG0004320	jg28763	Np002G1159300, Np004G2558600
OG0004321	jg14410	Np004G2007000
OG0004322	jg6553	Np001G0140900
OG0004323	jg6613	Np001G0146900
OG0004324	jg6623	Np001G0147600
OG0004325	jg6637	Np001G0148300
OG0004326	jg20112	Np006G3219400
OG0004327	jg20110	Np006G3219500
OG0004328	jg20059	Np006G3227600, Np006G3255700
OG0004330	jg20024, jg31102	Np006G3231100
OG0004331	jg26321	Np007G3813000
OG0004332	jg19964	Np006G3239100
OG0004334	jg19639	Np006G3274500
OG0004335	jg19633	Np006G3275300
OG0004336	jg19609	Np006G3278800
OG0004337	jg20330	Np001G0329900
OG0004338	jg20337	Np001G0331500
OG0004339	jg20352	Np001G0333000
OG0004340	jg24504	Np007G4180600
OG0004341	jg24527	Np007G4177600
OG0004342	jg24619	Np007G4166100
OG0004343	jg24625	Np007G4165200
OG0004345	jg24936	Np007G4125400
OG0004346	jg25070	Np007G4106200
OG0004347	jg25138	Np007G4097900
OG0004348	jg25156	Np007G4094200
OG0004348	jg4445	Np003G1323300
OG0004349	jg25215	Np007G4088200
OG0004350	jg25282	Np007G4080500
OG0004351	jg25327	Np007G4075300
OG0004352	jg25380	Np007G4065900
OG0004353	jg25416	Np007G4060500, Np004G2330600
OG0004354	jg25429	Np007G4059300
OG0004355	jg25501	Np007G4049900
OG0004357	jg25581	Np007G4039400
OG0004358	jg25584	Np007G4038900, Np002G0865500
OG0004359	jg25640, jg25642	Np007G3902500
OG0004360	jg28295	Np007G3717400
OG0004361	jg25799	Np007G3920400
OG0004362	jg26001	Np007G3947600
OG0004363	jg26037	Np007G3954200
OG0004364	jg26103	Np007G3968800
OG0004366	jg26203	Np011G4357300, Np011G4358900
OG0004367	jg26260	Np007G3806500
OG0004368	jg26285	Np007G3808600
OG0004370	jg12240	Np005G3124700
OG0004371	jg12116	Np005G3111800
OG0004372	jg21297	Np001G0180900
OG0004373	jg26640	Np007G3854400
OG0004374	jg26574	Np007G3843800
OG0004375	jg26466	Np007G3970400, Np007G3830900
OG0004376	jg26391	Np007G3823600
OG0004377	jg26370	Np007G3820500
OG0004378	jg26369	Np007G3820400
OG0004379	jg26339	Np007G3814900, Np007G3815000
OG0004380	jg1860	Np002G0993100
OG0004381	jg5712	Np003G1464800
OG0004382	jg15052	Np001G0534900
OG0004383	jg15041	Np001G0533400
OG0004384	jg28537, jg28536	Np004G2582800
OG0004385	jg28663	Np004G2569600
OG0004387	jg28945	Np004G2537700
OG0004388	jg29146	Np004G2515000
OG0004391	jg29346	Np004G2493200
OG0004392	jg29628	Np004G2462100
OG0004393	jg29698	Np004G2452100
OG0004394	jg29703	Np004G2451400
OG0004395	jg29732	Np004G2448700
OG0004396	jg8011	Np004G2396300
OG0004397	jg30693	Np004G2339700
OG0004398	jg1117, jg30771	Np004G2327300
OG0004399	jg30824	Np004G2319400
OG0004400	jg2793	Np002G0835200
OG0004401	jg2637	Np002G0855800
OG0004402	jg16006	Np002G0751200
OG0004403	jg554	Np002G1220700, Np005G3018400
OG0004404	jg1438, jg1437	Np002G1074000, Np002G1074900
OG0004405	jg12858, jg381	Np002G1243900
OG0004407	jg15304	Np006G3625400
OG0004408	jg8492	Np005G2621500
OG0004409	jg8648	Np005G2686100
OG0004410	jg8833	Np005G2660200
OG0004411	jg9063	Np005G2633400
OG0004412	jg8222	Np006G3657600
OG0004413	jg9008, jg27457	Np005G2638500
OG0004414	jg8981	Np005G2640900
OG0004415	jg8968	Np005G2642000
OG0004416	jg9196	Np005G2710000
OG0004417	jg9241	Np005G2716000
OG0004418	jg9264	Np005G2718500
OG0004419	jg26615	Np007G3850300
OG0004420	jg32190, jg32185	Np004G2043000
OG0004421	jg8142	Np003G1882900
OG0004422	jg8136	Np003G1883400
OG0004423	jg9605	Np005G2766100
OG0004425	jg31237	Np004G2099000
OG0004428	jg33143, jg33050, jg33141	Np004G1970700
OG0004433	jg18398	Np005G3115500
OG0004434	jg9672, jg20103	Np001G0206900
OG0004438	jg11409	Np001G0169500
OG0004439	jg20948, jg20946	Np001G0418600
OG0004451	jg10219	Np005G2844000
OG0004452	jg14508	Np001G0469300
OG0004452	jg22796	Np003G1539900
OG0004453	jg19078	Np006G3345700
OG0004454	jg20313	Np007G3855400
OG0004455	jg13033	Np001G0259100
OG0004456	jg5651	Np003G1455900
OG0004457	jg28785	Np004G2556300
OG0004458	jg5513	Np003G1440000
OG0004459	jg16436	Np005G2851200, Np005G2957600, Np005G2957500, Np001G0369000, Np001G0698700
OG0004460	jg5450	Np003G1433100
OG0004461	jg5408	Np003G1427700
OG0004462	jg5337	Np003G1419900
OG0004463	jg5302	Np003G1417100
OG0004464	jg27761	Np007G3770100, Np001G0434600
OG0004465	jg5185	Np003G1406100
OG0004466	jg5158	Np003G1402700
OG0004468	jg5127	Np003G1398100, Np007G3783000
OG0004469	jg5067, jg5107	Np003G1396300
OG0004470	jg5081	Np003G1392700
OG0004471	jg5045	Np003G1388900
OG0004472	jg5016	Np003G1385200
OG0004473	jg4941	Np001G0127600, Np003G1377000
OG0004474	jg11677	Np003G1821100
OG0004474	jg1493, jg20682	Np003G1560400
OG0004476	jg4880	Np003G1368500
OG0004478	jg4734	Np003G1353000
OG0004479	jg4654	Np003G1342500
OG0004480	jg7910	Np003G1856100
OG0004481	jg7920	Np003G1854400
OG0004484	jg17650	Np006G3607900
OG0004485	jg17739	Np006G3586800
OG0004486	jg17769	Np006G3589100
OG0004487	jg17977	Np006G3503800, Np008G4283200
OG0004488	jg17995	Np006G3508000, Np006G3508600
OG0004489	jg18032	Np006G3521900
OG0004490	jg18071	Np006G3527500, Np006G3479600
OG0004491	jg18085	Np006G3476600
OG0004492	jg18088	Np006G3532000, Np006G3475900
OG0004493	jg18214	Np006G3552700
OG0004494	jg18337	Np006G3570700
