Orthogroup	Arabidopsis_arenosa	Cardamine_glauca
OG0001917	jg5812	Cg008G2760500
OG0001918	jg6368	Cg008G2805600
OG0001918	jg4903	Cg008G2674600
OG0001919	jg6358	Cg008G2804800
OG0001920	jg4828	Cg008G2667400
OG0001921	jg4825	Cg008G2667000
OG0001922	jg16707	Cg005G1760900
OG0001922	jg4782	Cg008G2663500
OG0001923	jg4759	Cg008G2661500
OG0001923	jg23417	Cg003G1033700
OG0001924	jg23065	Cg003G1002800
OG0001925	jg29025	Cg006G2197700
OG0001925	jg18100	Cg005G1626700
OG0001926	jg18108	Cg005G1626300
OG0001926	jg29023	Cg006G2197900
OG0001927	jg28969	Cg006G2203000
OG0001927	jg18167	Cg005G1621000
OG0001928	jg27549	Cg004G1385600, Cg004G1378200
OG0001928	jg27548	Cg004G1386000
OG0001929	jg28794	Cg006G2219300
OG0001929	jg18399	Cg005G1602000
OG0001931	jg9916	Cg001G0148700
OG0001931	jg21888	Cg003G0903200
OG0001932	jg20053	Cg005G1464300
OG0001932	jg31323	Cg006G1995900
OG0001933	jg18449	Cg005G1597600
OG0001934	jg31693	Cg006G1962700
OG0001934	jg18619	Cg005G1583100
OG0001935	jg18660	Cg005G1579500
OG0001935	jg31900	Cg006G1947500
OG0001936	jg18654	Cg005G1580000
OG0001936	jg31905	Cg006G1947000
OG0001937	jg14875	Cg002G0527500
OG0001937	jg23656	Cg003G1056400
OG0001938	jg25527	Cg004G1212300
OG0001938	jg23026	Cg003G0998900
OG0001939	jg6217, jg13926	Cg008G2793500
OG0001939	jg14710	Cg002G0539200
OG0001940	jg9146	Cg001G0078100
OG0001940	jg6429	Cg008G2811400
OG0001941	jg22834	Cg003G0980900
OG0001942	jg14242	Cg002G0581100
OG0001942	jg6125	Cg008G2786200
OG0001943	jg22994	Cg003G0996000
OG0001943	jg14291	Cg002G0576700
OG0001945	jg927	Cg007G2301600, Cg007G2301700
OG0001945	jg898	Cg007G2297200
OG0001946	jg22756	Cg003G0974200
OG0001946	jg4539	Cg008G2643200
OG0001947	jg9882	Cg001G0145200
OG0001948	jg9879	Cg001G0144900
OG0001949	jg27801	Cg004G1404700
OG0001949	jg27802	Cg004G1404800
OG0001950	jg12451	Cg001G0357200
OG0001950	jg13850	Cg002G0604700
OG0001951	jg9805	Cg001G0138100
OG0001951	jg22462	Cg003G0949700
OG0001952	jg9750	Cg001G0132800
OG0001953	jg22291	Cg003G0934900
OG0001953	jg9734	Cg001G0131200
OG0001954	jg25182	Cg004G1182100
OG0001954	jg4520	Cg008G2641600
OG0001955	jg4435, jg4456	Cg008G2637700
OG0001955	jg25140	Cg004G1178400
OG0001956	jg25004	Cg004G1166000
OG0001956	jg4233	Cg008G2620500
OG0001957	jg24916	Cg004G1158300
OG0001957	jg4094, jg8605	Cg008G2606400
OG0001958	jg24909	Cg004G1157400
OG0001959	jg9076	Cg001G0070900
OG0001960	jg13473	Cg002G0651900
OG0001960	jg12684	Cg001G0378900
OG0001961	jg30064	Cg006G2106600
OG0001961	jg3715	Cg005G1611000
OG0001962	jg3677	Cg007G2569900
OG0001962	jg30087	Cg006G2104100
OG0001963	jg30092	Cg006G2103700
OG0001963	jg3669	Cg007G2569200
OG0001964	jg30116	Cg006G2101500
OG0001964	jg3641	Cg007G2566600
OG0001965	jg30640	Cg006G2056900
OG0001965	jg3317	Cg007G2536900
OG0001966	jg8787, jg8773	Cg001G0045000
OG0001967	jg30599	Cg006G2060800
OG0001967	jg3290	Cg007G2534400
OG0001969	jg27850	Cg004G1407800
OG0001969	jg8818	Cg001G0048100
OG0001970	jg27884	Cg004G1411200
OG0001970	jg8797	Cg001G0046000
OG0001971	jg27906	Cg004G1413100
OG0001971	jg8757	Cg001G0042900
OG0001972	jg27914	Cg004G1413800
OG0001972	jg8741	Cg001G0040900
OG0001973	jg25405	Cg004G1200800
OG0001973	jg33650	Cg006G1792400, Cg006G1792500, Cg006G1792600
OG0001974	jg25516	Cg004G1211300
OG0001974	jg33533	Cg006G1802400
OG0001975	jg15225	Cg002G0497500
OG0001975	jg18794	Cg005G1567800
OG0001977	jg11458	Cg001G0280700
OG0001977	jg26685	Cg004G1310000
OG0001978	jg24053	Cg004G1096500, Cg004G1085200
OG0001979	jg11308	Cg001G0265200
OG0001979	jg26546	Cg004G1297600
OG0001980	jg11292	Cg001G0263300
OG0001980	jg26525	Cg004G1295800
OG0001981	jg25734	Cg004G1231500
OG0001981	jg11095	Cg001G0246900
OG0001982	jg15578	Cg002G0463800
OG0001982	jg19282	Cg005G1528200
OG0001983	jg14421	Cg002G0565600
OG0001983	jg14423	Cg002G0565800
OG0001984	jg13358	Cg002G0660400
OG0001985	jg20529	Cg008G2962400
OG0001985	jg10678	Cg001G0210100
OG0001986	jg33092, jg33094	Cg006G1835100
OG0001986	jg26065	Cg004G1258300
OG0001987	jg33230	Cg006G1825100
OG0001987	jg26215	Cg004G1272800
OG0001988	jg33319	Cg006G1819000
OG0001989	jg25657	Cg004G1225500
OG0001989	jg33409	Cg006G1812500
OG0001991	jg6526, jg6523	Cg004G1369800
OG0001992	jg10824	Cg001G0223700
OG0001992	jg20386	Cg008G2977000
OG0001993	jg8088	Cg014G3038600, Cg003G0717000
OG0001993	jg28526	Cg006G2244200
OG0001994	jg10233	Cg001G0175000
OG0001995	jg10302	Cg001G0181100
OG0001995	jg10301	Cg001G0181000
OG0001996	jg10360	Cg001G0184800
OG0001997	jg7782	Cg003G0736800, Cg003G0861400
OG0001997	jg10439	Cg001G0191700
OG0001998	jg16368	Cg002G0400900
OG0001998	jg20210	Cg005G1449800
OG0001999	jg19936	Cg005G1475100
OG0001999	jg16146	Cg002G0420100
OG0002000	jg19876	Cg005G1478800
OG0002000	jg16114	Cg002G0422800
OG0002001	jg16113	Cg002G0422900
OG0002002	jg16063	Cg002G0427400
OG0002002	jg19778	Cg005G1487100
OG0002003	jg29440	Cg006G2158900
OG0002003	jg15813	Cg002G0445200
OG0002004	jg19442	Cg005G1514500
OG0002004	jg15744	Cg002G0451000
OG0002005	jg9674	Cg001G0125700
OG0002007	jg19070	Cg005G1543100
OG0002008	jg19037	Cg005G1546800
OG0002009	jg15086	Cg002G0510200
OG0002009	jg18988, jg19001	Cg005G1550800
OG0002010	jg20277, jg20279	Cg008G2985300, Cg008G2985400
OG0002011	jg16532	Cg005G1776700
OG0002011	jg8353	Cg001G0007000
OG0002012	jg7318	Cg003G0779100
OG0002012	jg32069	Cg006G1927600
OG0002013	jg24478	Cg004G1118400
OG0002013	jg6603	Cg008G2824700
OG0002014	jg20181	Cg005G1452700
OG0002015	jg20171	Cg005G1453600
OG0002015	jg16336	Cg002G0403800
OG0002016	jg25801	Cg004G1202000, Cg004G1201900, Cg004G1202500, Cg004G1202200, Cg004G1202600, Cg004G1202400, Cg004G1202300, Cg004G1236200
OG0002017	jg19506	Cg005G1509600
OG0002017	jg15822	Cg002G0444400
OG0002018	jg24426	Cg004G1114500
OG0002019	jg24567	Cg004G1126500, Cg008G2752100
OG0002020	jg25802	Cg004G1236400
OG0002021	jg25819	Cg004G1237700
OG0002021	jg32878	Cg006G1852200
OG0002022	jg25847	Cg004G1239700
OG0002022	jg32900	Cg006G1850600
OG0002023	jg13772	Cg002G0623200
OG0002023	jg12495	Cg001G0361800
OG0002024	jg2043	Cg007G2421500
OG0002024	jg12191	Cg001G0333200
OG0002025	jg26453	Cg004G1289900
OG0002025	jg11240	Cg001G0259400
OG0002026	jg5711	Cg008G2750400, Cg008G2750500
OG0002027	jg8103	Cg014G3049400, Cg003G0706100
OG0002027	jg28466	Cg006G2249600
OG0002028	jg8132	Cg014G3046700, Cg003G0709100
OG0002028	jg28491	Cg006G2247900
OG0002029	jg8133	Cg014G3046600, Cg003G0709200
OG0002029	jg28493	Cg006G2247800
OG0002030	jg28575	Cg006G2239700
OG0002030	jg8003	Cg003G0719100, Cg014G3036800
OG0002031	jg28894	Cg006G2210400
OG0002032	jg1360	Cg007G2330800
OG0002032	jg29297	Cg006G2170700
OG0002033	jg29452	Cg006G2157700
OG0002033	jg980	Cg007G2304900
OG0002034	jg29540	Cg006G2150700
OG0002034	jg836	Cg002G0628700, Cg007G2291700
OG0002035	jg29607	Cg006G2146400
OG0002035	jg756	Cg007G2285800
OG0002036	jg591	Cg007G2273200
OG0002036	jg29714	Cg006G2137500
OG0002037	jg13322	Cg002G0663600
OG0002037	jg29763	Cg006G2133000
OG0002038	jg29949	Cg006G2116700
OG0002038	jg13002	Cg002G0688200
OG0002040	jg30664	Cg006G2054400
OG0002040	jg30674	Cg006G2053700
OG0002040	jg30673	Cg006G2053900
OG0002040	jg30672, jg30671, jg30669	Cg006G2054200
OG0002041	jg30888	Cg006G2033800
OG0002041	jg2685	Cg007G2477300
OG0002042	jg12799	Cg001G0390500
OG0002042	jg406	Cg007G2262100
OG0002043	jg14376, jg14377, jg8303, jg8296	Cg002G0569600
OG0002044	jg8856	Cg001G0051200
OG0002045	jg9078	Cg001G0071100
OG0002045	jg17297	Cg005G1713500
OG0002048	jg7327	Cg003G0778600
OG0002048	jg7322	Cg003G0778800
OG0002056	jg22795	Cg003G0978200
OG0002056	jg14511	Cg002G0555300
OG0002057	jg14613	Cg002G0546800
OG0002057	jg23250	Cg003G1020000
OG0002058	jg5658	Cg008G2745800
OG0002058	jg24248	Cg004G1100500
OG0002059	jg5655	Cg008G2745600
OG0002060	jg5649	Cg008G2745000
OG0002060	jg5633	Cg008G2744100
OG0002062	jg5509	Cg008G2732000
OG0002063	jg24099	Cg004G1089200
OG0002063	jg5469	Cg008G2728600
OG0002064	jg5448	Cg008G2726800
OG0002064	jg24082	Cg004G1087700
OG0002065	jg24069	Cg004G1086300
OG0002065	jg5429	Cg008G2724800
OG0002066	jg24061	Cg004G1085800
OG0002067	jg5258	Cg008G2707900
OG0002067	jg23925	Cg004G1074400
OG0002068	jg5167	Cg008G2699200
OG0002068	jg25206	Cg004G1184100
OG0002069	jg5125	Cg008G2694800
OG0002069	jg31249	Cg006G2002900
OG0002070	jg6473	Cg008G2814900
OG0002070	jg4999	Cg008G2683700
OG0002072	jg4810	Cg008G2665900
OG0002073	jg4768	Cg008G2662300
OG0002073	jg4769	Cg008G2662400
OG0002074	jg23070	Cg003G1003200
OG0002074	jg4624	Cg008G2650000
OG0002075	jg7899	Cg003G0728400, Cg003G0869400
OG0002075	jg28653	Cg006G2232800
OG0002076	jg17733	Cg008G2864000, Cg008G2864400, Cg008G2849200
OG0002076	jg17735	Cg005G1657700
OG0002077	jg17791	Cg005G1653400
OG0002077	jg29164	Cg006G2184100
OG0002078	jg28888	Cg006G2210800
OG0002078	jg18267	Cg005G1612400
OG0002079	jg18297	Cg005G1610000
OG0002080	jg20780	Cg008G2941000
OG0002081	jg21021	Cg008G2893100
OG0002081	jg32752	Cg006G1861400
OG0002082	jg29911	Cg006G2120200
OG0002082	jg13079	Cg002G0682700
OG0002083	jg23714	Cg003G1061700
OG0002083	jg28006	Cg004G1420800
OG0002084	jg14856	Cg002G0528500
OG0002084	jg23637	Cg003G1054400
OG0002085	jg23497	Cg003G1041100
OG0002085	jg23496	Cg003G1041000
OG0002086	jg23127	Cg003G1008500
OG0002086	jg4572	Cg008G2645400
OG0002087	jg14810	Cg002G0532300
OG0002087	jg6332	Cg008G2802800
OG0002088	jg6344, jg6343, jg6345	Cg008G2803700, Cg008G2803900, Cg008G2803800, Cg008G2803400
OG0002089	jg5913	Cg008G2769700
OG0002090	jg6128	Cg008G2786500
OG0002090	jg14247	Cg002G0580400
OG0002091	jg14416	Cg002G0566300
OG0002091	jg22906	Cg003G0987400
OG0002092	jg9862	Cg001G0143400
OG0002093	jg9847	Cg001G0142000
OG0002093	jg22583	Cg003G0958800
OG0002094	jg9812	Cg001G0138700
OG0002094	jg22478	Cg003G0951300
OG0002096	jg22313	Cg003G0937400
OG0002096	jg9748	Cg001G0132600
OG0002097	jg7942	Cg003G0725200
OG0002097	jg28622	Cg006G2235300
OG0002098	jg8916	Cg001G0057100
OG0002099	jg25074	Cg004G1172800
OG0002099	jg4334	Cg008G2629700
OG0002100	jg3905	Cg008G2590900
OG0002100	jg24822	Cg004G1150100
OG0002101	jg24149	Cg004G1093500
OG0002101	jg3883	Cg003G0839000
OG0002102	jg13424	Cg002G0655000
OG0002102	jg12707	Cg001G0381300
OG0002103	jg1013	Cg007G2309000
OG0002103	jg30007	Cg006G2111600
OG0002104	jg30063	Cg006G2106700
OG0002104	jg3718	Cg007G2571500
OG0002105	jg30108	Cg006G2102400
OG0002105	jg3656	Cg007G2567800
OG0002106	jg30129	Cg006G2100000
OG0002106	jg3613	Cg007G2564000
OG0002108	jg3603	Cg007G2563200
OG0002108	jg30135	Cg006G2099400
OG0002109	jg30776, jg30774	Cg006G2044900
OG0002110	jg3367	Cg007G2541400
OG0002110	jg30688	Cg006G2052600
OG0002111	jg30650	Cg006G2055900
OG0002111	jg3329	Cg007G2538000
OG0002112	jg33725	Cg006G1786300
OG0002112	jg25317	Cg004G1193900
OG0002113	jg33711	Cg006G1787100
OG0002113	jg25322	Cg004G1194300
OG0002114	jg25340	Cg004G1196000
OG0002114	jg33690	Cg006G1788700
OG0002115	jg2301, jg2304	Cg007G2443300
OG0002115	jg31239	Cg006G2003800
OG0002116	jg11426	Cg001G0275200
OG0002116	jg26652	Cg004G1307800
OG0002117	jg11339	Cg001G0268100
OG0002117	jg26579	Cg004G1301200
OG0002118	jg11317	Cg001G0265700
OG0002118	jg26550	Cg004G1298000
OG0002119	jg11208	Cg001G0257600
OG0002119	jg26430	Cg004G1287700
OG0002120	jg32507	Cg001G0140000
OG0002121	jg11178	Cg001G0253300
OG0002121	jg20406	Cg008G2974100
OG0002122	jg11151	Cg001G0251300
OG0002123	jg16587	Cg005G1771700
OG0002124	jg30278	Cg006G2089300
OG0002124	jg2910	Cg007G2497800
OG0002125	jg28181	Cg004G1436100
OG0002125	jg9521	Cg001G0110600
OG0002126	jg13646, jg13647	Cg002G0638400
OG0002127	jg13450	Cg002G0654200
OG0002127	jg12702	Cg001G0380600
OG0002128	jg20523	Cg008G2963000
OG0002128	jg10686	Cg001G0210500
OG0002129	jg33308	Cg006G1819900
OG0002129	jg26283	Cg004G1278000
OG0002130	jg25615	Cg004G1221600
OG0002130	jg33457	Cg006G1809100
OG0002131	jg18584	Cg005G1586000
OG0002131	jg20409, jg20413	Cg008G2974000
OG0002132	jg13661, jg13701	Cg002G0640100, Cg002G0639800, Cg002G0639900, Cg002G0643500
OG0002133	jg10128	Cg001G0167200
OG0002134	jg8911	Cg001G0056700
OG0002134	jg27603	Cg004G1393200
OG0002135	jg27751	Cg004G1401000
OG0002136	jg7451	Cg003G0765900
OG0002137	jg10103	Cg001G0165300
OG0002138	jg9143	Cg001G0077800
OG0002138	jg17141	Cg005G1726200
OG0002139	jg13662, jg32041, jg32044, jg10259	Cg001G0329300
OG0002140	jg10574	Cg001G0201900
OG0002141	jg10572	Cg001G0201700
OG0002141	jg20651	Cg008G2951100
OG0002142	jg10533	Cg001G0198200
OG0002143	jg10461	Cg001G0193600
OG0002143	jg7809	Cg003G0734900, Cg003G0863500
OG0002144	jg7266	Cg003G0786000
OG0002144	jg32239	Cg006G1910800
OG0002145	jg20184	Cg005G1452400
OG0002146	jg20043	Cg005G1465000
OG0002146	jg16232	Cg002G0413300
OG0002147	jg16211	Cg002G0414700
OG0002147	jg20016	Cg005G1467900
OG0002148	jg16148	Cg002G0419900
OG0002148	jg19939	Cg005G1474800
OG0002149	jg16084	Cg002G0425400
OG0002150	jg15825	Cg002G0444100
OG0002150	jg19493	Cg005G1510500
OG0002151	jg19384	Cg005G1519600
OG0002151	jg15700	Cg002G0456000
OG0002152	jg15716, jg15644	Cg002G0457000
OG0002152	jg19391	Cg005G1518900
OG0002153	jg15614	Cg002G0460300
OG0002153	jg19347	Cg005G1522100
OG0002154	jg19046	Cg005G1545900
OG0002155	jg18858	Cg005G1562500
OG0002155	jg15268	Cg002G0493100
OG0002156	jg9675	Cg001G0125800
OG0002157	jg25764	Cg004G1233600
OG0002157	jg11054	Cg001G0244500
OG0002158	jg11528	Cg001G0284100
OG0002160	jg2297	Cg007G2443000
OG0002160	jg31242	Cg006G2003600
OG0002161	jg2362	Cg007G2447800
OG0002161	jg31208	Cg006G2006800
OG0002162	jg28052	Cg004G1423600
OG0002162	jg9378	Cg001G0099200
OG0002164	jg19238	Cg005G1531600
OG0002165	jg18902	Cg005G1559100
OG0002167	jg16537	Cg005G1776500
OG0002167	jg8359	Cg001G0007400
OG0002168	jg16558	Cg005G1774700
OG0002169	jg8381	Cg001G0009300
OG0002169	jg16565	Cg005G1774100
OG0002170	jg16644	Cg005G1767300
OG0002170	jg16596	Cg005G1771000
OG0002171	jg7374	Cg003G0774100
OG0002172	jg6726	Cg008G2833000
OG0002172	jg24381	Cg004G1110100
OG0002174	jg19970	Cg005G1471900
OG0002175	jg9829, jg6228	Cg008G2837500
OG0002176	jg24488	Cg004G1119200
OG0002177	jg24642	Cg004G1133800
OG0002177	jg21508	Cg008G2863600, Cg008G2848700
OG0002178	jg21433	Cg008G2869200, Cg008G2853400
OG0002178	jg24669	Cg004G1135800
OG0002179	jg24777	Cg004G1146200
OG0002179	jg24776	Cg004G1146100
OG0002180	jg4498	Cg008G2639800
OG0002181	jg32901	Cg006G1850500
OG0002181	jg25848	Cg004G1239800
OG0002182	jg25935	Cg004G1247000
OG0002182	jg32944	Cg006G1846300
OG0002183	jg33011	Cg006G1840900
OG0002184	jg33100	Cg006G1834600
OG0002185	jg13685	Cg002G0642500
OG0002185	jg12550	Cg001G0367400
OG0002186	jg26484	Cg004G1292200
OG0002186	jg11257	Cg001G0260900
OG0002187	jg12026	Cg001G0319900
OG0002187	jg1811	Cg007G2392000
OG0002188	jg1502	Cg007G2347800
OG0002189	jg18719	Cg005G1574700
OG0002191	jg28898	Cg006G2210000
OG0002191	jg18256	Cg005G1613500
OG0002193	jg1088	Cg007G2311700
OG0002193	jg29425	Cg006G2159800
OG0002194	jg1009	Cg007G2308600
OG0002194	jg29436	Cg006G2159100
OG0002195	jg888	Cg007G2298700
OG0002195	jg29503	Cg006G2153700
OG0002196	jg628	Cg006G2140300
OG0002196	jg29679	Cg001G0177500
OG0002197	jg29990	Cg006G2113000
OG0002197	jg12916	Cg002G0695300
OG0002198	jg2726	Cg007G2481100
OG0002199	jg30864	Cg006G2036000
OG0002200	jg2735, jg2736, jg2737	Cg007G2482000
OG0002201	jg665	Cg007G2278400
OG0002201	jg668, jg669	Cg007G2418600, Cg007G2418500
OG0002202	jg376	Cg007G2259200
OG0002203	jg9485	Cg001G0107200
OG0002205	jg2048	Cg007G2418700
OG0002206	jg3148	Cg007G2520200
OG0002207	jg16595	Cg005G1771100
OG0002207	jg8406	Cg001G0012400
OG0002208	jg8588	Cg001G0027000
OG0002208	jg16761	Cg005G1757900
OG0002209	jg8926, jg8973	Cg001G0062300
OG0002210	jg8930	Cg001G0058500
OG0002210	jg27536	Cg004G1385000
OG0002211	jg11433	Cg001G0276000
OG0002211	jg26655	Cg004G1308200
OG0002212	jg31264	Cg006G2001600
OG0002212	jg31263	Cg006G2001700
OG0002213	jg9765	Cg001G0134100
OG0002213	jg22336	Cg003G0939600
OG0002214	jg2135, jg2210	Cg007G2436500
OG0002214	jg2196	Cg007G2435200
OG0002221	jg31909	Cg006G1946300
OG0002221	jg18644	Cg005G1580800
OG0002222	jg31399	Cg006G1988300
OG0002224	jg10015	Cg001G0157500
OG0002225	jg5284	Cg008G2710200
OG0002226	jg5193	Cg004G1404200, Cg003G0781600, Cg003G0781200, Cg003G0781000, Cg003G0780600, Cg003G0780800, Cg003G0781700, Cg003G0781300, Cg003G0781400, Cg003G0781100, Cg003G0780700, Cg003G0780900
OG0002227	jg17615	Cg005G1675600
OG0002227	jg29204	Cg006G2179600
OG0002228	jg29137	Cg006G2186000
OG0002229	jg18263	Cg005G1612900
OG0002229	jg28895	Cg006G2210300
OG0002230	jg28750	Cg006G2223700
OG0002230	jg20860	Cg008G2931000
OG0002231	jg28739	Cg006G2224800
OG0002231	jg20833	Cg008G2934700
OG0002232	jg20764	Cg008G2942600
OG0002232	jg28692	Cg006G2229600
OG0002234	jg9955	Cg001G0152400
OG0002235	jg9948	Cg001G0151600
OG0002235	jg31614	Cg006G1968900
OG0002236	jg21912	Cg003G0904900
OG0002237	jg18515	Cg005G1591600
OG0002239	jg18605	Cg005G1584300
OG0002239	jg31652	Cg006G1965300
OG0002240	jg31770	Cg006G1958700
OG0002241	jg31889	Cg006G1949000
OG0002241	jg18662	Cg005G1579300
OG0002242	jg23675	Cg003G1058300
OG0002242	jg14894	Cg002G0525400
OG0002243	jg4569	Cg008G2645100
OG0002243	jg23128	Cg003G1008700
OG0002244	jg23024	Cg003G0998700
OG0002246	jg5922	Cg008G2770100
OG0002247	jg5941	Cg008G2772300
OG0002248	jg11607	Cg001G0289500
OG0002249	jg22910	Cg003G0987900
OG0002249	jg14398	Cg002G0567800
OG0002250	jg22783	Cg003G0976900
OG0002250	jg23958	Cg004G1077900
OG0002251	jg22661	Cg003G0965900
OG0002251	jg9885	Cg001G0145300
OG0002252	jg9828	Cg001G0140200
OG0002252	jg22546	Cg003G0955500
OG0002253	jg22305	Cg003G0936700
OG0002253	jg9743	Cg001G0132200
OG0002254	jg28621	Cg006G2235400
OG0002254	jg7945	Cg003G0724900, Cg014G3029800
OG0002255	jg27754	Cg004G1401300
OG0002255	jg10363	Cg001G0184900
OG0002256	jg25079	Cg004G1173100
OG0002256	jg4338	Cg008G2630100
OG0002257	jg25045	Cg004G1170200
OG0002257	jg4289	Cg008G2625700
OG0002258	jg19029	Cg005G1547800
OG0002258	jg4101	Cg008G2607100
OG0002259	jg4024	Cg008G2600700
OG0002259	jg4025	Cg008G2600800
OG0002260	jg18992	Cg005G1550400
OG0002261	jg12706	Cg001G0381100
OG0002261	jg13426	Cg002G0654500
OG0002262	jg3754	Cg007G2577900
OG0002262	jg30024	Cg006G2109600
OG0002263	jg30037	Cg006G2108400
OG0002264	jg3689	Cg007G2574100
OG0002264	jg30078	Cg006G2104900
OG0002265	jg30778	Cg006G2044700
OG0002265	jg3477	Cg007G2551000
OG0002266	jg3445	Cg007G2548300
OG0002266	jg30755	Cg006G2046900
OG0002267	jg3356	Cg007G2540400
OG0002268	jg3278	Cg007G2533200
OG0002269	jg30500	Cg006G2068400
OG0002270	jg30491	Cg006G2069200
OG0002270	jg3194	Cg007G2524800
OG0002271	jg16060	Cg002G0427500
OG0002271	jg33734, jg33737	Cg006G1786100
OG0002272	jg25324	Cg001G0163800, Cg004G1194400
OG0002272	jg33710	Cg006G1787200
OG0002273	jg25334	Cg004G1195300
OG0002273	jg33696	Cg006G1788100
OG0002274	jg26584	Cg004G1301700
OG0002274	jg11342	Cg001G0268500
OG0002275	jg11325	Cg001G0266400
OG0002275	jg11326	Cg001G0266500
OG0002276	jg2980	Cg007G2504000
OG0002276	jg30320	Cg006G2085700
OG0002277	jg2490	Cg007G2460700
OG0002277	jg31128	Cg006G2014300
OG0002278	jg9595	Cg001G0117700
OG0002278	jg28286	Cg004G1443400
OG0002279	jg9556	Cg001G0114000
OG0002279	jg28237	Cg004G1439700
OG0002280	jg12659	Cg001G0376400
OG0002280	jg13518	Cg002G0649200
OG0002281	jg13467	Cg002G0652400
OG0002281	jg12691	Cg001G0379700
OG0002282	jg29810	Cg006G2129200
OG0002282	jg13279	Cg002G0667600
OG0002283	jg26102	Cg004G1261600
OG0002283	jg33116	Cg006G1833400
OG0002284	jg33411	Cg006G1812400
OG0002284	jg25654	Cg004G1225300
OG0002285	jg18534	Cg005G1589700
OG0002285	jg18535	Cg005G1589600
OG0002287	jg10961	Cg001G0238600
OG0002287	jg18705	Cg005G1576200
OG0002288	jg20394	Cg008G2976000
OG0002288	jg10816	Cg001G0223000
OG0002289	jg10885	Cg001G0229600
OG0002290	jg27436, jg24998, jg7251	Cg004G1165500
OG0002291	jg14928	Cg002G0522600
OG0002292	jg14881	Cg002G0527000
OG0002292	jg14880	Cg002G0527100
OG0002293	jg10171	Cg001G0170400
OG0002293	jg21792	Cg003G0895200
OG0002294	jg20668	Cg008G2948900
OG0002294	jg10550	Cg001G0199700
OG0002295	jg7223	Cg003G0790700
OG0002295	jg29948	Cg006G2116800
OG0002296	jg18702	Cg005G1576400
OG0002296	jg10941	Cg001G0236500
OG0002297	jg20228	Cg005G1447900
OG0002298	jg19978	Cg005G1471000
OG0002298	jg16176	Cg002G0417700
OG0002299	jg15721, jg15659	Cg002G0452100
OG0002299	jg19430	Cg005G1515700
OG0002300	jg19346, jg17835	Cg005G1522200
OG0002301	jg19258	Cg005G1530000
OG0002301	jg15566	Cg002G0465000
OG0002302	jg19168	Cg005G1537300
OG0002302	jg15469	Cg002G0473200
OG0002303	jg15440	Cg002G0476100
OG0002303	jg19126	Cg005G1539400
OG0002304	jg29942	Cg006G2117500
OG0002304	jg31019	Cg006G2023900
OG0002306	jg28830	Cg006G2216200
OG0002306	jg7681	Cg003G0746400
OG0002307	jg16576	Cg005G1772800
OG0002307	jg8391	Cg001G0010500
OG0002308	jg8501	Cg001G0018000
OG0002308	jg16664	Cg005G1766500
OG0002310	jg7396	Cg003G0771900
OG0002310	jg7399	Cg003G0771800
OG0002312	jg10862	Cg001G0227000
OG0002313	jg24623	Cg004G1131600
OG0002313	jg21556	Cg008G2844800, Cg008G2844700, Cg008G2844600
OG0002315	jg32912	Cg006G1849300
OG0002316	jg32924	Cg006G1848700
OG0002316	jg25887	Cg004G1242900
OG0002317	jg25901	Cg004G1243900
OG0002318	jg25954	Cg004G1249000
OG0002318	jg32958	Cg006G1845000
OG0002319	jg14414, jg14411, jg14413	Cg002G0567000
OG0002320	jg28441	Cg006G2252400
OG0002320	jg8177	Cg014G3051200, Cg003G0704400
OG0002321	jg28446	Cg006G2252000
OG0002321	jg8171	Cg014G3050800, Cg003G0704800
OG0002322	jg8197	Cg014G3053300, Cg003G0702700
OG0002322	jg28450	Cg006G2251400
OG0002323	jg28560, jg28561	Cg006G2240800
OG0002324	jg29100, jg29103	Cg006G2189900, Cg006G2189500
OG0002325	jg29248	Cg006G2175000
OG0002326	jg29419	Cg006G2160300
OG0002326	jg1059, jg1057	Cg007G2311000
OG0002327	jg13034	Cg002G0685700
OG0002327	jg29934	Cg006G2118300
OG0002328	jg30110	Cg006G2102200
OG0002328	jg3654	Cg007G2567600
OG0002329	jg30117	Cg006G2101400
OG0002329	jg3640	Cg007G2566400
OG0002330	jg30272	Cg006G2089900
OG0002330	jg2900	Cg007G2496900
OG0002332	jg3109	Cg007G2516300
OG0002332	jg30407	Cg006G2077100
OG0002333	jg2850	Cg007G2491400
OG0002333	jg30814	Cg006G2041400
OG0002334	jg30956	Cg006G2027700
OG0002335	jg31013	Cg006G2024300
OG0002335	jg2600	Cg007G2470300
OG0002336	jg699	Cg007G2281700
OG0002337	jg1006	Cg007G2308400
OG0002337	jg1007	Cg007G2308500
OG0002338	jg20283	Cg008G2984900
OG0002339	jg27843, jg27842	Cg004G1406900
OG0002340	jg27706	Cg004G1399900
OG0002340	jg8880	Cg001G0053900
OG0002341	jg9014	Cg001G0066000
OG0002342	jg27575	Cg004G1390400, Cg004G1382800
OG0002342	jg8962	Cg001G0061100
OG0002343	jg9243	Cg001G0087600
OG0002343	jg16964	Cg005G1740900
OG0002344	jg16960	Cg005G1741100
OG0002345	jg16906	Cg005G1744700
OG0002345	jg9298	Cg001G0092700
OG0002346	jg9785	Cg001G0136400
OG0002352	jg9370	Cg001G0098400
OG0002353	jg5572	Cg008G2737600
OG0002353	jg24162	Cg004G1094600
OG0002354	jg5536	Cg008G2734300
OG0002354	jg24143	Cg004G1092900
