Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_Rawat
OG0001689	jg7258	AL6G43070
OG0001690	jg16372	AL5G45820
OG0001690	jg20219	AL4G47640
OG0001691	jg16353	AL5G45630
OG0001691	jg20177	AL4G47210
OG0001692	jg16337	AL5G45450
OG0001692	jg20195	AL4G47380, AL946U10010
OG0001693	jg20104	AL4G46450
OG0001693	jg16279	AL5G29590, AL5G44770, AL5G44870
OG0001694	jg13327	AL5G15160
OG0001694	jg19201	nbis-gene-1123
OG0001695	jg16083	AL5G42480
OG0001695	jg19837	AL4G43850, AL364U10010
OG0001696	jg16082	AL5G42470
OG0001696	jg19828	AL4G43750
OG0001697	jg19652	AL4G41900
OG0001697	jg15980	AL5G41220
OG0001698	jg19602	AL4G41440
OG0001698	jg15905	AL5G40560
OG0001699	jg19531	AL4G40660
OG0001699	jg15803	AL5G39470
OG0001700	jg15686	AL5G38430
OG0001700	jg15687	AL5G38400
OG0001701	jg15389	AL5G35640
OG0001702	jg4973, jg7212	nbis-gene-124
OG0001702	jg22128	AL281U10010
OG0001703	jg26968	AL3G42150
OG0001704	jg21154	AL8G19440
OG0001704	jg21161	AL8G19460, AL482U10010
OG0001704	jg27368	AL3G45000
OG0001704	jg21141	AL8G19380
OG0001705	jg7688	AL6G47820
OG0001705	jg19228	AL4G37540
OG0001706	jg8396	AL7G11230
OG0001706	jg16582	AL4G10850
OG0001707	jg7187	AL6G42660
OG0001707	jg32258, jg32243, jg32250, jg32244, jg32251	AL1G50590, AL1G50610
OG0001708	jg7339	AL6G43790
OG0001708	jg30845	AL1G36380
OG0001709	jg7389	AL6G44380
OG0001709	jg31973	AL1G47600
OG0001710	jg24517	AL3G16680
OG0001710	jg6554	AL6G38500
OG0001711	jg6671	AL6G39740
OG0001711	jg24409	AL3G15510
OG0001712	jg24396	AL3G15400
OG0001712	jg6699	AL6G40010
OG0001713	jg19689	AL4G42320
OG0001713	jg2171	AL2G24960
OG0001713	jg19687	AL4G42300
OG0001714	jg23980	AL3G11010
OG0001714	jg23979	AL3G11000
OG0001715	jg24156	AL3G12850
OG0001716	jg24330	AL3G14530
OG0001717	jg25733	AL3G29560
OG0001717	jg24463	AL3G16150
OG0001718	jg27441	AL845U10020
OG0001719	jg5741	AL6G30250
OG0001720	jg24575	AL3G17350
OG0001720	jg5709	AL6G29890
OG0001721	jg24586, jg24587	AL3G17480
OG0001721	jg24588	AL3G17490
OG0001722	jg24620	nbis-gene-670, AL5G26500, AL4G22460
OG0001723	jg24652	AL3G18220
OG0001723	jg21465	AL8G22090
OG0001724	jg7097, jg7143	AL6G42330
OG0001724	jg24907	AL3G21030
OG0001725	jg16852	AL4G13960
OG0001725	jg25102	AL3G23040
OG0001726	jg25918	AL3G31150
OG0001726	jg32940	AL1G55250
OG0001727	jg25953	AL3G31540
OG0001727	jg32957	AL1G55490
OG0001728	jg9640	AL7G24640
OG0001728	jg21996	AL8G27350
OG0001729	jg15029	AL5G31880
OG0001729	jg15028	AL5G31870
OG0001729	jg15030	AL5G31890
OG0001730	jg28481	AL1G11010
OG0001730	jg8122	AL6G52270
OG0001731	jg8127	AL6G52310
OG0001731	jg28489	AL1G11070
OG0001732	jg8041	AL6G51330
OG0001732	jg28546	AL1G11730
OG0001733	jg28579	AL1G12060
OG0001733	jg8007	AL6G51020
OG0001734	jg1206	AL2G17980
OG0001734	jg1204	AL2G17990, AL2G18010
OG0001734	jg29351	AL1G20370
OG0001735	jg29505	AL1G21930
OG0001736	jg842	AL2G15080
OG0001736	jg29533	AL1G22200
OG0001737	jg31581	AL1G44280
OG0001737	jg29633	AL1G23120
OG0001738	jg29652	AL1G23360
OG0001739	jg29770	AL1G24770
OG0001739	jg29768	AL1G24750
OG0001739	jg13380	AL5G15780
OG0001740	jg30869	AL1G36650
OG0001740	jg2713	AL2G30460
OG0001741	jg8538	AL7G12710
OG0001741	jg6576	AL6G38650
OG0001742	jg2667	AL2G29940
OG0001742	jg30906	AL1G37140
OG0001743	jg30950	AL1G37570
OG0001743	jg2641	AL2G29610
OG0001744	jg799	AL2G14690
OG0001744	jg804	AL2G14720
OG0001745	jg8475	AL7G11980
OG0001745	jg16650	AL4G11670
OG0001746	jg16670	AL4G11940
OG0001746	jg8512	AL7G12380
OG0001747	jg8576	AL7G13180
OG0001747	jg16752	AL4G12840
OG0001748	jg26145	AL3G33610
OG0001748	jg33174	AL1G58000
OG0001749	jg27748	AL3G49170
OG0001749	jg8875	AL7G16440
OG0001750	jg9237	nbis-gene-1737
OG0001750	jg9239	nbis-gene-1738
OG0001751	jg9301	AL7G21090
OG0001751	jg31115	AL1G41060, AL1G39310
OG0001751	jg31041	AL1G38530
OG0001752	jg30952	AL1G37590
OG0001752	jg30953	AL1G37600
OG0001752	jg30951	AL1G37580
OG0001754	jg27652	AL3G52230
OG0001754	jg27651	AL3G52220
OG0001755	jg14245	AL5G23390
OG0001755	jg14243	AL5G23370
OG0001756	jg11201	nbis-gene-1854
OG0001756	jg11200	AL7G40420
OG0001763	jg24191	AL3G13170
OG0001763	jg5588	AL6G28640
OG0001764	jg5503	AL6G27740
OG0001764	jg24119	AL3G12390
OG0001765	jg5468	AL6G27370
OG0001765	jg24100	AL3G12190
OG0001766	jg5459, jg5461	AL6G27280
OG0001767	jg29566	AL1G22500
OG0001768	jg2640	AL2G29600
OG0001769	jg23924	AL3G10450
OG0001769	jg5257	AL6G25090
OG0001770	jg3709	AL2G40900
OG0001770	jg32275	AL1G50860
OG0001770	jg5235	AL6G24870
OG0001772	jg4883	AL6G21070
OG0001772	jg23575	AL112U10040, AL8G43210
OG0001773	jg23551	AL8G42960
OG0001773	jg4872	AL6G20930
OG0001774	jg4642	AL6G18370
OG0001774	jg23044	AL8G37660
OG0001775	jg4606	AL6G17930
OG0001775	jg23104	AL8G38290
OG0001776	jg28636	AL1G12690
OG0001776	jg7872	nbis-gene-1659
OG0001777	jg29106	AL1G17690
OG0001777	jg17904	AL4G23650
OG0001778	jg17945	AL4G23950
OG0001778	jg29095	AL1G17570
OG0001779	jg17975	AL4G24290
OG0001779	jg29091	AL1G17520
OG0001780	jg18058	AL4G24990
OG0001781	jg28966	AL1G16130
OG0001781	jg18177	AL4G26440
OG0001782	jg18414	AL4G28830
OG0001782	jg26716	AL3G39390
OG0001783	jg20784	AL8G15930
OG0001784	jg9945	AL7G27900
OG0001784	jg21819	AL8G25780
OG0001785	jg21881	AL8G26310
OG0001785	jg9921	AL7G27650
OG0001786	jg9917	AL7G27600
OG0001786	jg9919	AL7G27630
OG0001787	jg20966	AL8G17790
OG0001787	jg32681	AL1G52740
OG0001788	jg20936	AL8G17560
OG0001788	jg7104, jg7134, jg7129	AL6G42380
OG0001789	jg31585	AL1G44330
OG0001789	jg18570	AL4G30650
OG0001790	jg23316	AL8G40510
OG0001790	jg14669	AL5G27970
OG0001791	jg26374	AL3G35860
OG0001791	jg25129	AL3G23320
OG0001792	jg23245, jg23247	AL8G39890
OG0001793	jg31251	AL1G40660
OG0001793	jg31252	AL1G40670
OG0001794	jg14746	AL5G28620
OG0001795	jg6499	AL6G38060
OG0001795	jg26254	AL3G34790
OG0001796	jg14132	AL5G22260
OG0001796	jg6016	AL6G33120
OG0001797	jg14141	AL5G22380
OG0001797	jg6033	AL6G33240
OG0001798	jg14298	AL5G23910
OG0001798	jg22983	AL8G37030
OG0001799	jg22926	AL8G36440
OG0001799	jg22925	AL8G36430
OG0001800	jg14469, jg22842	AL5G25830
OG0001801	jg22539	AL8G32390
OG0001802	jg22432	AL8G31480
OG0001802	jg9790	AL7G26290
OG0001803	jg25131	AL3G23340
OG0001803	jg4424	AL6G16540
OG0001804	jg4325	AL6G15560
OG0001804	jg28056	AL3G53170
OG0001805	jg24993	AL3G21960
OG0001805	jg4202	AL6G14150
OG0001806	jg24964	AL3G21630
OG0001806	jg4164	AL6G13790
OG0001807	jg4160	AL6G13750
OG0001807	jg24961	AL3G21600
OG0001808	jg24904	AL3G21000
OG0001808	jg4050	AL6G12480
OG0001809	jg13459	AL5G16530
OG0001809	jg12695	AL7G48960, nbis-gene-1287
OG0001810	jg8702	AL7G14750
OG0001810	jg8703	AL7G14760
OG0001810	jg8701	AL7G14740
OG0001811	jg30236	AL1G29350
OG0001811	jg3520	AL2G38800
OG0001812	jg3355	AL2G37060
OG0001813	jg3348	AL2G36980
OG0001813	jg30660	AL1G34240
OG0001814	jg3333	AL2G36850
OG0001814	jg30651	AL1G34130
OG0001815	jg3264	AL2G36130
OG0001815	jg30558	AL1G33160
OG0001816	jg2842	AL2G31760
OG0001818	jg30462	AL1G31950
OG0001818	jg3163	AL2G35000
OG0001818	jg3164	AL2G35010
OG0001819	jg27886	AL3G50510
OG0001819	jg8796	AL7G15660
OG0001820	jg8733	AL7G15040
OG0001821	jg18776	AL4G32590
OG0001821	jg15217	AL5G33710
OG0001822	jg13341	AL5G15290
OG0001822	jg18822	AL4G33020
OG0001823	jg11131	AL7G39710
OG0001824	jg2943	AL2G32780
OG0001824	jg30298	AL1G30080
OG0001825	jg22285	AL8G30070
OG0001826	jg3090	AL2G34230
OG0001826	jg30392	AL1G31140
OG0001827	jg9518	AL7G23280
OG0001827	jg28180	AL3G48370
OG0001828	jg31077	AL1G38930
OG0001828	jg2539	AL2G28670
OG0001829	jg10755	AL7G35980
OG0001829	jg20453	AL8G12300
OG0001830	jg10668	AL7G34980
OG0001831	jg29070	AL1G17310, AL3G12670
OG0001831	jg29093	AL1G17550
OG0001832	jg26313	AL3G35300
OG0001832	jg33328	AL1G59630
OG0001833	jg25659	AL3G28820
OG0001833	jg33407	AL1G60400
OG0001834	jg18537	AL4G30330
OG0001834	jg21940	AL8G26880
OG0001835	jg10809	AL7G36490, AL7G36510, AL7G36480
OG0001836	jg17976	AL4G24300
OG0001836	jg4532	AL6G17220
OG0001836	jg29090	AL1G17510
OG0001837	jg27574	AL3G47250
OG0001837	jg8956	AL7G17280
OG0001838	jg27834	AL3G49980
OG0001838	jg8821	AL7G15910
OG0001839	jg10110	AL7G29550
OG0001839	jg7468	AL6G45220
OG0001840	jg10236	AL7G30630
OG0001840	jg7597	AL6G46730
OG0001841	jg10579	AL7G33990
OG0001842	jg28643	AL1G12780
OG0001842	jg10535	AL7G33550
OG0001843	jg7806	AL6G49010
OG0001843	jg10460	AL7G33030
OG0001844	jg7761	AL6G48580
OG0001844	jg10406	AL7G32460
OG0001845	jg29176	AL1G18510
OG0001845	jg33024	AL1G56130
OG0001846	jg15673	AL5G38580
OG0001846	jg19419	AL4G39400
OG0001848	jg16280	AL5G44860
OG0001848	jg20106	AL4G46470
OG0001849	jg16122	AL5G42940
OG0001849	jg19903	AL4G44270
OG0001850	jg16086	AL5G42510
OG0001851	jg16074	AL5G42400
OG0001851	jg19816	AL4G43630
OG0001852	jg16066	AL5G42300
OG0001852	jg19785	AL4G43330
OG0001853	jg19769	AL4G43130
OG0001853	jg16052	AL5G42170
OG0001854	jg16018	AL5G41770
OG0001855	jg19371	AL4G38920
OG0001855	jg15633	AL5G38030
OG0001856	jg19206	AL772U10020, AL4G37330
OG0001856	jg15506	AL5G36810
OG0001857	jg15410	AL5G35840, AL5G35830
OG0001858	jg15264	AL5G34230
OG0001858	jg18853	AL4G33420
OG0001859	jg8680	AL7G14490
OG0001859	jg27993	AL3G51600
OG0001860	jg28030	AL3G51960
OG0001861	jg2006	AL2G23100
OG0001862	jg7655	AL6G47460
OG0001862	jg7654	AL6G47450
OG0001863	jg7709	AL6G48040
OG0001863	jg7708	AL6G48030
OG0001864	jg16709	AL4G12330
OG0001864	jg8552	AL7G12850
OG0001865	jg32330	AL1G51130
OG0001865	jg7096, jg7149	AL6G42320
OG0001866	jg29348	AL1G20330
OG0001866	jg24772	AL3G19560
OG0001867	jg19569	AL4G41070
OG0001867	jg19570	AL4G41090
OG0001868	jg21416, jg21422	AL625U10020
OG0001868	jg1097, jg1030	AL2G17070
OG0001869	jg30641	AL1G33990
OG0001869	jg19528	AL4G40630
OG0001870	jg19450	AL4G39760
OG0001870	jg19453	AL4G39780
OG0001870	jg18657	AL4G31390, AL4G21770
OG0001870	jg19452	AL4G39830, AL4G39770
OG0001871	jg24077	AL3G11950
OG0001871	jg24079, jg24078	AL3G11960
OG0001872	jg24542	AL3G16960
OG0001872	jg26612	nbis-gene-766
OG0001873	jg29872	AL1G25850
OG0001873	jg13127	nbis-gene-1194
OG0001874	jg17160	AL4G17270
OG0001875	jg12535	AL7G50700
OG0001875	jg13709	nbis-gene-1252
OG0001876	jg12520	AL7G50790
OG0001877	jg12343	AL7G52500
OG0001877	jg2216	AL2G25370
OG0001878	jg8204	AL6G53050
OG0001878	jg28459	AL1G10770
OG0001879	jg29470	AL1G21540
OG0001879	jg9863	AL7G27040
OG0001880	jg29476	AL1G21650
OG0001880	jg909	AL2G15800
OG0001881	jg29643	AL1G23220
OG0001881	jg686	AL2G13510
OG0001882	jg29646	AL1G23280
OG0001882	jg678	AL2G13430
OG0001883	jg579	AL2G12450
OG0001883	jg29727	AL1G24310
OG0001884	jg13222	AL5G14130
OG0001884	jg29784	AL1G24900
OG0001885	jg13058	AL5G11740
OG0001885	jg29930	AL1G26400
OG0001886	jg30017	AL1G27400
OG0001886	jg32974	AL1G55720, AL1G55710
OG0001887	jg30069	AL1G27940
OG0001888	jg2868	AL2G18640, AL2G32010
OG0001888	jg30254	AL1G29550
OG0001890	jg13050	AL5G11610
OG0001890	jg13051	AL5G11620
OG0001891	jg2617	AL2G29340
OG0001891	jg30992	AL1G38000
OG0001892	jg8533	AL7G12650
OG0001892	jg8534	AL7G12670
OG0001893	jg17140	AL4G17050
OG0001893	jg9149	AL7G19400
OG0001894	jg27523	AL3G46630
OG0001894	jg8979	AL7G17540
OG0001895	jg9266	AL7G20710
OG0001895	jg16927	AL4G14870
OG0001896	jg16925	AL4G14850
OG0001896	jg9269	AL7G20740
OG0001897	jg9308	AL7G21170
OG0001897	jg16891	AL4G14400
OG0001900	jg12561	AL7G50380
OG0001900	jg13666	AL5G18620
OG0001902	jg21865	AL8G26140
OG0001902	jg8207	AL6G53080
OG0001910	jg9354	AL7G21580
OG0001910	jg16859	AL4G14010
OG0001911	jg16870	AL4G14110
OG0001911	jg9340	AL7G21430
OG0001912	jg5465	AL6G27330
OG0001912	jg24095	AL3G12140
OG0001913	jg9641	AL7G24650
OG0001913	jg24697	nbis-gene-674
OG0001914	jg24049	AL3G11640
OG0001914	jg5407	AL6G26690
OG0001915	jg5162	AL6G24110
OG0001916	jg5802	AL6G30920
OG0001916	jg5073	AL6G23110
OG0001917	jg5050	AL6G22890
OG0001917	jg5812	AL6G31020
OG0001918	jg6368	AL6G36610
OG0001918	jg4903	AL6G21290
OG0001919	jg6358	AL6G36530
OG0001920	jg23530	AL8G42740
OG0001920	jg4828	AL6G20490
OG0001921	jg4825	AL6G20450
OG0001922	jg16707	AL4G12310
OG0001922	jg4782	AL6G20090
OG0001923	jg4759	AL6G19830
OG0001923	jg23417	AL8G41610, AL8G41620
OG0001924	jg23065	AL8G37870
OG0001925	jg29025	AL1G16780
OG0001925	jg18100	AL4G25470
OG0001926	jg18108	AL4G25520
OG0001926	jg29023	AL1G16760
OG0001927	jg28969	AL1G16180
OG0001927	jg18167	AL4G26330
OG0001928	jg27549	AL3G46920
OG0001928	jg27547	AL3G46910
OG0001929	jg28794	AL1G14430
OG0001929	jg18399	AL4G28710
OG0001930	jg20779	AL8G15880
OG0001931	jg9916	AL7G27590
OG0001931	jg21888	AL8G26390
OG0001932	jg20055, jg20054, jg20053, jg31323	AL4G45900
OG0001933	jg18449	AL4G29180
OG0001934	jg31693	AL1G45460
OG0001934	jg18619	AL4G31040
OG0001935	jg18660	AL4G31420
OG0001935	jg31900	AL1G46720
OG0001936	jg18654	AL4G31360
OG0001936	jg31905	AL1G46780
OG0001937	jg14875	AL5G30200
OG0001937	jg23656	AL8G44090
OG0001938	jg25527	AL3G27410
OG0001938	jg23026	AL8G37480
OG0001939	jg6217, jg13926, jg6218	AL6G34970
OG0001939	jg14710	AL5G28370
OG0001940	jg9146	AL7G19340
OG0001940	jg6429	AL6G37230
OG0001941	jg22834	AL8G35450
OG0001942	jg14242	AL5G23360
OG0001942	jg6125	AL6G34040
OG0001943	jg22994	AL8G37140
OG0001943	jg14291	AL5G23810
OG0001945	jg927	AL2G15980
OG0001945	jg898	AL2G15670
OG0001946	jg22756	AL8G34630
OG0001946	jg4539	AL6G17300
OG0001947	jg9882	AL7G27230
OG0001947	jg22655	AL8G33540
OG0001948	jg22648	AL8G33430
OG0001948	jg9879	AL7G27200
OG0001949	jg27801	AL3G49790
OG0001949	jg27802	AL3G49800
OG0001950	jg12451	AL7G51450
OG0001950	jg13850	AL5G19860
OG0001951	jg9805	AL7G26460
OG0001952	jg22316	AL8G30360
OG0001952	jg9750	AL7G25830
OG0001953	jg22291	AL8G30120
OG0001953	jg9734	AL7G25620
OG0001954	jg25182	AL3G23910
OG0001954	jg4520	AL6G17100
OG0001955	jg4435, jg4456	AL6G16650
OG0001955	jg25140	AL3G23420
OG0001956	jg25004	AL3G22110
OG0001956	jg4233	AL6G14520
OG0001957	jg24916	AL3G21140
OG0001957	jg4094	AL6G12960
OG0001958	jg4061	AL6G12620, AL1G29620
OG0001958	jg24909	AL3G21050
OG0001959	jg9076	AL7G18510
OG0001959	jg3893	AL6G10810
OG0001959	jg3894	AL6G10820
OG0001960	jg13473	AL5G16710
OG0001960	jg12684	AL7G49090
OG0001961	jg30064	AL1G27880
OG0001961	jg3715	AL2G40950
OG0001962	jg3677	AL2G40560
OG0001963	jg30092	AL1G28170
OG0001963	jg3669	AL2G40480
OG0001964	jg30116	AL1G28420
OG0001964	jg3641	AL2G40170
OG0001965	jg30640	AL1G33980
OG0001965	jg3317	AL2G36690
OG0001966	jg8787	AL7G15540
OG0001966	jg8773	AL7G15420
OG0001967	jg30599	AL1G33520
OG0001967	jg3290	AL2G36390
OG0001968	jg3246	AL2G35900
OG0001969	jg27850	AL3G50120
OG0001969	jg8818	AL7G15880
OG0001970	jg27884	AL3G50490
OG0001970	jg8797	AL7G15670
OG0001971	jg27906	AL3G50720
OG0001971	jg8757	AL7G15260
OG0001972	jg27914	AL3G50800
OG0001972	jg8741	AL7G15120
OG0001973	jg25405	AL3G26200
OG0001973	jg33650	AL1G62900
OG0001974	jg25516	AL3G27290
OG0001974	jg33533	AL1G61720
OG0001975	jg15225	AL5G33800
OG0001975	jg18794	AL4G32750
OG0001977	jg11458	AL7G42970
OG0001977	jg26685	AL3G39170
OG0001978	jg11318	AL7G41650
OG0001978	jg24053	AL3G11690
OG0001979	jg11308	AL7G41580
OG0001979	jg26546	AL3G37470
OG0001980	jg11292	AL7G41330
OG0001980	jg26525	AL3G37240
OG0001981	jg25734	AL3G29570
OG0001981	jg11095	AL7G39370
OG0001982	jg15578	AL5G37410
OG0001982	jg19282	AL4G38110
OG0001983	jg14421	AL5G25240
OG0001983	jg14423	AL5G25250
OG0001984	jg13358	AL5G15530
OG0001985	jg20529	AL8G13110
OG0001985	jg10678	AL7G35070
OG0001986	jg33092	AL1G57120
OG0001986	jg33094	AL1G57150
OG0001986	jg26065	AL3G32680
OG0001987	jg33230	AL1G58680
OG0001987	jg26215	AL3G34420
OG0001988	jg33319	AL1G59510
OG0001989	jg25657	AL3G28800
OG0001989	jg33409	AL1G60420
OG0001992	jg10824	AL7G36650
OG0001992	jg20386	AL8G11580
OG0001993	jg8088	AL6G51830
OG0001993	jg28526	AL1G11510
OG0001994	jg7590	AL6G46650
OG0001994	jg10233	AL7G30600
OG0001995	jg10302	AL7G31320
OG0001995	jg10301	AL7G31310
OG0001996	jg10360	AL7G31930
OG0001996	jg10361	AL7G31940
OG0001997	jg7782	AL6G48780
OG0001997	jg10439	AL7G32830
OG0001998	jg16368	AL5G45770
OG0001998	jg20210	AL4G47540
OG0001999	jg19936	AL4G44610
OG0001999	jg16146	AL5G43200
OG0002000	jg19876	AL4G44170
OG0002000	jg16114	AL5G42870
OG0002001	jg16113	AL5G42840
OG0002002	jg16063	AL5G42260
OG0002002	jg19778	AL4G43240
OG0002003	jg29440	AL1G21290, AL3G43770
OG0002003	jg15813	AL5G39590
OG0002004	jg19442	AL4G39660
OG0002004	jg15744	AL5G38870
OG0002005	jg9674	AL7G24970
OG0002007	jg19070	AL4G36170
OG0002007	jg19073	AL4G36210
OG0002008	jg19037	AL4G35810
OG0002008	jg27542	AL3G46850
OG0002008	jg19038	AL4G35820
OG0002009	jg15086	AL5G32320
OG0002009	jg18988	AL4G35190
OG0002010	jg20277	AL8G10360
OG0002010	jg20279	AL8G10380
OG0002011	jg16532	AL4G10340
OG0002011	jg8353	AL7G10740
OG0002012	jg7318	AL6G43620
OG0002012	jg32069	AL1G48430
OG0002013	jg24478	AL3G16290
OG0002013	jg6603	AL6G38980
OG0002014	jg16350	AL5G45610
OG0002014	jg20181	AL4G47230
OG0002015	jg20171	AL4G47140
OG0002015	jg16336	AL5G45440
OG0002016	jg25801	AL3G30120
OG0002017	jg19506	AL4G40440
OG0002017	jg15822	AL5G39680
OG0002018	jg24426	AL3G15700
OG0002018	jg1497	AL1G65330
OG0002019	jg24567	AL6G30140, AL3G17250
OG0002020	jg25802	AL3G30140
OG0002021	jg25819	AL3G30280
OG0002021	jg32878	AL1G54550
OG0002022	jg25847	AL3G30510
OG0002022	jg32900	AL1G54820
OG0002023	jg13772	AL5G19430
OG0002023	jg12495	AL7G51130
OG0002024	jg2043	AL2G23680
OG0002024	jg12191	AL7G46180
OG0002025	jg26453	AL3G36530
OG0002025	jg11240	AL7G40840
OG0002026	jg5711	AL6G29910
OG0002026	jg5710	AL6G29900
OG0002027	jg28466	AL1G10860
OG0002028	jg8132	nbis-gene-1674
OG0002029	jg8133	nbis-gene-1675
OG0002029	jg28493	AL1G11100
OG0002030	jg28575	AL1G12020
OG0002030	jg8003	AL6G50980
OG0002031	jg28894	AL1G15430
OG0002031	jg28890	AL1G15380
OG0002032	jg1360	AL1G66490
OG0002032	jg29297	AL1G19860
OG0002033	jg29452	AL1G21390
OG0002033	jg980	AL2G16440
OG0002034	jg29540	AL1G22270
OG0002034	jg836	AL2G15020
OG0002035	jg29607	AL1G22810
OG0002035	jg756	AL2G14160
OG0002036	jg591	AL2G12540
OG0002036	jg29714	AL1G24100
OG0002037	jg13322	AL5G15110
OG0002037	jg29763	AL1G24710
OG0002038	jg29949	AL1G26660
OG0002038	jg13002	AL5G11070
OG0002039	jg30049	AL1G27740
OG0002039	jg30048	AL1G27720
OG0002040	jg30673	AL1G34380
OG0002040	jg30671	AL1G34370
OG0002040	jg30669	AL1G34350
OG0002041	jg30888	AL1G36950
OG0002041	jg2685	AL2G30140
OG0002042	jg12799	AL7G47610
OG0002042	jg406	AL2G10640
OG0002043	jg14376	AL5G24660
OG0002043	jg14377	AL5G24680
OG0002043	jg8303, jg8296	AL7G10270
OG0002044	jg8856	AL7G16220
OG0002044	jg27763	AL3G49420
OG0002044	jg27764	AL3G49430
OG0002045	jg9078	AL7G18530
OG0002045	jg17297	AL4G18660
OG0002046	jg17712, jg17714, jg17710, jg17709	AL4G22500, AL4G22510
OG0002047	jg14916	AL5G30620
OG0002047	jg14915	AL5G30610
OG0002047	jg14914	AL5G30600
OG0002048	jg7327	AL6G43640
OG0002048	jg7322	AL6G43630
OG0002056	jg22795	AL8G35080
OG0002056	jg14511	AL5G26420
OG0002057	jg14613	AL5G27400
OG0002057	jg23250	AL8G39930
OG0002058	jg5658	AL6G29370
OG0002058	jg24248	AL3G13800
OG0002059	jg5655	AL6G29350
OG0002059	jg5283	AL6G25370
OG0002060	jg5649	AL6G29290
OG0002060	jg5633	AL6G29100
OG0002061	jg24185	AL3G13100
OG0002062	jg5509	AL6G27820
OG0002062	jg24124	AL3G12440
OG0002063	jg24099	AL3G12180
OG0002063	jg5469	AL6G27380
OG0002064	jg5448	AL6G27130
OG0002064	jg24082	AL3G12000
OG0002065	jg24069	AL3G11870
OG0002065	jg5429	AL6G26920
OG0002066	jg24061	AL3G11770
OG0002067	jg5258	AL6G25100
OG0002067	jg23925	AL3G10460
OG0002068	jg5167	AL6G24160
OG0002068	jg25206	AL3G24150
OG0002069	jg5125	AL6G23710
OG0002069	jg31249	AL1G40640
OG0002070	jg4999	AL6G22390
OG0002071	jg20791	AL8G16020
OG0002072	jg4810	AL6G20320
OG0002072	jg23483	AL8G42220
OG0002073	jg4768	AL6G19920
OG0002073	jg4769	AL6G19930
OG0002074	jg23070	AL8G37910, AL665U10010
OG0002074	jg4624	AL6G18170
OG0002075	jg7899	AL6G49930
OG0002075	jg28653	AL1G12890
OG0002076	jg17733	AL4G22250
OG0002076	jg17735	AL4G22230
OG0002077	jg17791	AL4G21790
OG0002077	jg29164	AL1G18380
OG0002078	jg28888	AL1G15350
OG0002078	jg18267	AL4G27350
OG0002079	jg28866	AL1G15100
OG0002080	jg20780	AL8G15890
OG0002081	jg21021	AL8G18280
OG0002081	jg32752	AL1G53390
OG0002082	jg29911	AL1G26250
OG0002082	jg13079	AL5G12020
OG0002083	jg23714	AL8G44700
OG0002083	jg28006	AL3G51730
OG0002084	jg14856	AL5G29980
OG0002084	jg23637	AL8G43900
OG0002085	jg23496	AL8G42380
OG0002086	jg4572	AL6G17610
OG0002087	jg14810	AL5G29400
OG0002087	jg6332	AL6G36250
OG0002088	jg6346	AL6G36370
OG0002088	jg6344, jg6343	AL6G36360
OG0002088	jg6345	AL6G36400
OG0002089	jg13967	AL5G20980
OG0002089	jg5913	AL6G32040
OG0002090	jg6128	AL6G34070
OG0002090	jg14247	AL5G23410
OG0002091	jg14416	AL5G25190
OG0002091	jg22906	AL8G36220
OG0002092	jg9862	AL7G27030
OG0002092	jg22616	AL161U10010, nbis-gene-2164
OG0002093	jg9847	AL7G26870
OG0002093	jg22583	AL8G32810
OG0002094	jg9812	AL7G26520
OG0002094	jg22478	AL8G31910
OG0002096	jg22313	AL8G30330
OG0002096	jg9748	AL7G25810
OG0002097	jg7942	AL6G50340
OG0002097	jg28622	AL1G12530
OG0002098	jg8916	AL7G16870
OG0002099	jg4334	nbis-gene-1471
OG0002100	jg3905	AL6G10960
OG0002100	jg24822	AL3G20070
OG0002101	jg24149	AL3G12790
OG0002101	jg3883	AL6G10660
OG0002102	jg13424	AL5G16310
OG0002102	jg12707	AL7G48700
OG0002103	jg1013	AL2G16880
OG0002103	jg30007	AL1G27290
OG0002104	jg30063	AL1G27860
OG0002104	jg3718	AL2G40980
OG0002105	jg30108	AL1G28320
OG0002105	jg3656	AL2G40340
OG0002106	jg30129	nbis-gene-93
OG0002106	jg3613	AL2G39850
OG0002107	jg3607	AL2G39680
OG0002108	jg3603	AL2G39640
OG0002108	jg30135	AL1G28660
OG0002109	jg30774	AL1G35590
OG0002109	jg3473	AL2G38290
OG0002110	jg30688	AL1G34520
OG0002111	jg30650	AL1G34120
OG0002111	jg3329	AL2G36810
OG0002112	jg33725	AL1G63680
OG0002112	jg25317	AL3G25230
OG0002113	jg33711	AL1G63560
OG0002113	jg25322	AL3G25290
OG0002114	jg25340	AL3G25480
OG0002114	jg33690	AL1G63350
OG0002115	jg2301, jg2304	AL2G26310
OG0002115	jg31239	AL1G40540
OG0002116	jg11426	AL7G42640
OG0002116	jg26652	AL3G38820
OG0002117	jg11339	AL7G41850
OG0002117	jg26579	AL3G37920
OG0002118	jg11317	AL7G41630
OG0002118	jg26550	AL3G37520
OG0002119	jg11208	AL7G40520
OG0002119	jg26430	AL3G36310
OG0002120	jg32507	AL1G52050, AL1G51930
OG0002120	jg9749	AL7G25820
OG0002121	jg10803	AL7G36380
OG0002121	jg11178	AL7G40180
OG0002121	jg20406	AL8G11810
OG0002122	jg11151	AL7G39950
