Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI
OG0001537	jg7971	XP_020878261.1
OG0001537	jg28600	XP_020868246.1
OG0001538	jg28618	XP_020867758.1
OG0001538	jg7956	XP_020878315.1
OG0001539	jg4429	XP_020879043.1
OG0001540	jg25055	XP_002882713.1
OG0001540	jg4308	XP_020875963.1
OG0001541	jg4227	XP_020876051.1
OG0001541	jg25001	XP_020886857.1
OG0001542	jg4085	XP_020879352.1
OG0001542	jg24914	XP_020888363.1
OG0001543	jg3365	XP_020890848.1, XP_020867544.1
OG0001543	jg30685	XP_002893161.1
OG0001544	jg3364	XP_020890845.1
OG0001544	jg30684	XP_020868042.1
OG0001545	jg3320	XP_020865599.1
OG0001545	jg30645	XP_002890421.1
OG0001546	jg3154	XP_002887570.1
OG0001546	jg3158	XP_002887572.1
OG0001547	jg27862	XP_020887536.1
OG0001547	jg8810	XP_002867075.1
OG0001547	jg27861	XP_002886109.1
OG0001548	jg8754	XP_020875626.1
OG0001548	jg27908	XP_002884081.1
OG0001549	jg11464	XP_002870373.2
OG0001549	jg26712	XP_020887700.1
OG0001550	jg3039	XP_002888953.1
OG0001550	jg30369	XP_020867086.1
OG0001551	jg6229	XP_020879371.1
OG0001551	jg6227	XP_020878737.1
OG0001552	jg20517	XP_002865231.1
OG0001552	jg10692	XP_002867968.1
OG0001553	jg26186	XP_020887968.1
OG0001553	jg33200	XP_020869093.1
OG0001554	jg33464	XP_020870956.1
OG0001554	jg25611	XP_002882956.1
OG0001555	jg20349	XP_002863370.1
OG0001555	jg10852	XP_020872604.1
OG0001556	jg10891	XP_020874753.1
OG0001557	jg23737	XP_002866754.1
OG0001557	jg14957	XP_002877774.1
OG0001558	jg20124	XP_020884366.1
OG0001558	jg16297	XP_020880147.1
OG0001559	jg9192	XP_002867265.1
OG0001559	jg17088	XP_002878844.2
OG0001560	jg19762	XP_020883339.1
OG0001560	jg16048	XP_020881931.1
OG0001561	jg15815	XP_002876447.1
OG0001561	jg15816	XP_020879683.1
OG0001562	jg15767	XP_020881608.1
OG0001562	jg19482	XP_002879955.1
OG0001563	jg19390	XP_002879911.1
OG0001563	jg15645, jg15715	XP_002878106.1
OG0001564	jg15533	XP_002876333.1
OG0001564	jg19221	XP_020884182.1
OG0001565	jg15521	XP_020882496.1, XP_020881536.1
OG0001565	jg15522	XP_002876328.1
OG0001566	jg33000	XP_002881556.1, XP_020880256.1
OG0001567	jg14239	XP_002875699.1
OG0001568	jg9416	XP_020874024.1
OG0001568	jg28101	XP_020886557.1
OG0001569	jg16568	XP_020884488.1
OG0001569	jg8385	XP_020874414.1
OG0001570	jg2818	XP_020873508.1, XP_020865600.1
OG0001570	jg7274	XP_020877363.1
OG0001570	jg32123	XP_020869387.1
OG0001571	jg28641	XP_002892154.1
OG0001571	jg5758	XP_020878974.1
OG0001572	jg24430	XP_002882407.1
OG0001572	jg6648	XP_020876892.1
OG0001573	jg6760	XP_020876962.1
OG0001573	jg24374	XP_020889000.1
OG0001574	jg9586	XP_002867448.1
OG0001574	jg28279	XP_020887163.1
OG0001575	jg24311	XP_020886198.1
OG0001576	jg6705	XP_020876909.1
OG0001576	jg6700	XP_020876915.1
OG0001576	jg24402	XP_002884489.1
OG0001577	jg21361	XP_020880373.1
OG0001577	jg24717	XP_002865298.1
OG0001578	jg25845	XP_020889180.1
OG0001578	jg32898	XP_020868380.1
OG0001580	jg9868	XP_002869643.1
OG0001580	jg9867	XP_020873534.1
OG0001580	jg11355	XP_020875102.1
OG0001580	jg11354	XP_020875134.1
OG0001581	jg12515, jg12516	XP_002868714.1
OG0001582	jg18306	XP_020885307.1
OG0001582	jg28858	XP_020870784.1
OG0001583	jg29506	XP_002889843.1
OG0001583	jg886	XP_002888117.1
OG0001584	jg29971	XP_020866504.1
OG0001584	jg12968	XP_002876770.1
OG0001585	jg30817	XP_020866448.1
OG0001585	jg30818	XP_002893239.1
OG0001586	jg13179	XP_020880423.1
OG0001587	jg30892	XP_002893271.1
OG0001587	jg2680	XP_020891529.1
OG0001588	jg403	XP_020890558.1
OG0001588	jg12823	XP_020872577.1
OG0001589	jg13568	XP_020880926.1
OG0001589	jg13573	XP_002875426.2
OG0001590	jg1440, jg1475	XP_020885299.1, XP_002893917.1, XP_020866798.1, XP_020871189.1, XP_020876992.1
OG0001591	jg8509	XP_020875252.1
OG0001592	jg8953	XP_020875283.1
OG0001592	jg8954	XP_020875284.1
OG0001593	jg13218	XP_020882176.1
OG0001593	jg29817	XP_020889432.1
OG0001594	jg1877	XP_020865902.1, XP_020891468.1
OG0001594	jg1882, jg1881	XP_020891479.1
OG0001594	jg1870	XP_020890945.1, XP_020889601.1
OG0001595	jg1926, jg1929	XP_002886946.1
OG0001595	jg1923	XP_020891339.1
OG0001595	jg1925	XP_002886942.2
OG0001596	jg11894	XP_020866008.1
OG0001596	jg26764, jg26771, jg16706	XP_020881125.1
OG0001596	jg13812, jg17182	XP_020879410.1
OG0001596	jg11893	XP_020871637.1, XP_020884713.1
OG0001597	jg22524, jg22522	XP_020866246.1
OG0001597	jg22521	XP_020866253.1
OG0001597	jg14940	XP_002877762.1
OG0001597	jg22525	XP_020866271.1
OG0001598	jg4640	XP_002871300.2
OG0001598	jg23052	XP_002866415.1
OG0001598	jg23053	XP_002866416.1
OG0001599	jg9550	XP_020873904.1
OG0001599	jg9551	XP_020873895.1
OG0001603	jg14661	XP_020880382.1
OG0001603	jg23301	XP_002866545.1
OG0001604	jg30428	XP_002890310.1
OG0001604	jg14625	XP_002877600.1
OG0001605	jg12655	XP_002868650.2
OG0001606	jg5545	XP_020878778.1
OG0001606	jg24147	XP_002882276.1
OG0001607	jg24133	XP_020887940.1
OG0001607	jg5520	XP_020876289.1
OG0001608	jg26221	XP_020887304.1
OG0001608	jg26222	XP_020887306.1
OG0001609	jg5432	XP_002873754.1
OG0001609	jg24071	XP_020887331.1
OG0001610	jg31260, jg31262	XP_002893461.1, XP_020868422.1
OG0001611	jg5092	XP_020879418.1
OG0001611	jg5804	XP_020879399.1
OG0001612	jg5808	XP_020878198.1
OG0001612	jg5064	XP_020878344.1
OG0001613	jg5005	XP_002871492.1
OG0001613	jg6490	XP_002872192.1, XP_002872191.1
OG0001614	jg23504	XP_002864934.1
OG0001614	jg4857	XP_020879109.1
OG0001615	jg4856	XP_002871412.1
OG0001616	jg4785	XP_002873418.1
OG0001616	jg23461	XP_002866623.1
OG0001617	jg4736	XP_020878761.1
OG0001617	jg23370	XP_020885079.1
OG0001618	jg6147	XP_020877088.1
OG0001618	jg4666	XP_020875770.1
OG0001619	jg7901	XP_002874882.1
OG0001619	jg28658	XP_002889459.1
OG0001620	jg29112	XP_020870891.1
OG0001620	jg17872	XP_020885251.1
OG0001621	jg18033	XP_002881079.1
OG0001621	jg29072	XP_002889635.1
OG0001622	jg29061	XP_002892379.1
OG0001622	jg18047	XP_002879250.1, XP_002862737.1
OG0001623	jg18087	XP_002879265.1
OG0001623	jg29037	XP_020869367.1
OG0001624	jg18143	XP_002879287.1
OG0001624	jg29005	XP_002892347.1
OG0001625	jg18237	XP_020883447.1
OG0001625	jg28916	XP_002889560.1
OG0001626	jg18415	XP_020884055.1
OG0001626	jg28784	XP_020867468.1
OG0001627	jg28769	XP_002889510.1
OG0001627	jg18432	XP_020883114.1
OG0001628	jg28726	XP_002892196.1
OG0001628	jg20801	XP_020871881.1
OG0001629	jg7838	XP_020876479.1
OG0001629	jg28681	XP_020869615.1
OG0001630	jg9895	XP_020873639.1
OG0001630	jg21956	XP_020871706.1
OG0001631	jg20932	XP_002863689.1
OG0001631	jg31295	XP_020868007.1
OG0001632	jg18497	XP_002881315.1
OG0001632	jg31384	XP_002893535.1
OG0001633	jg23118	XP_020877431.1, XP_002864750.1
OG0001633	jg23122	XP_020870058.1
OG0001634	jg23069	XP_020871208.1
OG0001634	jg29860	XP_020869266.1
OG0001635	jg6214	XP_002872066.1
OG0001635	jg14703	XP_020879951.1
OG0001636	jg14808	XP_020880300.1
OG0001636	jg6328	XP_002872121.1
OG0001637	jg5813	XP_020878926.1
OG0001638	jg5863	XP_020877900.1
OG0001638	jg5862	XP_002871914.1
OG0001639	jg22563	XP_020885595.1, XP_020871992.1
OG0001640	jg9783	XP_002869598.1
OG0001640	jg22385	XP_020871610.1
OG0001641	jg22344	XP_020888483.1
OG0001641	jg9767	XP_002867539.1
OG0001642	jg22329	XP_002864371.1
OG0001643	jg9718	XP_020875391.1
OG0001643	jg22215	XP_002866033.1
OG0001644	jg25124	XP_020888230.1
OG0001644	jg16131	XP_002878346.2
OG0001645	jg25096	XP_020888337.1
OG0001645	jg4372	XP_020879359.1
OG0001646	jg4318	XP_020876028.1
OG0001646	jg25067	XP_020888302.1
OG0001647	jg15667	XP_002878133.1
OG0001647	jg4149	XP_020877580.1
OG0001648	jg12696	XP_020874901.1
OG0001648	jg13455	XP_020882217.1
OG0001649	jg12709	XP_020872137.1
OG0001649	jg13419	XP_020880804.1
OG0001650	jg12764	XP_002870638.1
OG0001650	jg482	XP_002887935.1
OG0001651	jg30111	XP_020868653.1
OG0001651	jg3650	XP_020891648.1
OG0001652	jg3621	XP_002887781.1
OG0001652	jg3620	XP_002887780.1
OG0001653	jg30131	XP_020868957.1
OG0001653	jg3609	XP_002887774.1
OG0001654	jg31834, jg31835	XP_002890962.2
OG0001655	jg1915	XP_002886920.1
OG0001655	jg10518, jg10523, jg10530	XP_002867884.1
OG0001656	jg3309	XP_020890552.1
OG0001656	jg30633	XP_020870746.1
OG0001657	jg8801	XP_020875126.1
OG0001658	jg27923	XP_020887826.1
OG0001658	jg8732	XP_020874931.1
OG0001659	jg33819	XP_002894565.1
OG0001659	jg25230	XP_002882787.1
OG0001660	jg33611	XP_002891774.1
OG0001660	jg25444	XP_020886846.1
OG0001661	jg33505, jg25568	XP_002882932.1
OG0001662	jg18730	XP_002879584.1
OG0001662	jg15157	XP_020881979.1
OG0001664	jg18787	XP_020883203.1
OG0001664	jg15220	XP_020881375.1
OG0001665	jg18788	XP_002881452.1
OG0001665	jg15221	XP_002877895.1
OG0001666	jg11277	XP_020872372.1
OG0001666	jg26514	XP_020886682.1
OG0001667	jg11107	XP_002870208.1
OG0001667	jg25721	XP_002883013.1
OG0001668	jg25738	XP_020889213.1
OG0001668	jg11091	XP_020875330.1
OG0001669	jg11083	XP_020874651.1
OG0001669	jg11082	XP_020874650.1
OG0001670	jg3047	XP_020865686.1
OG0001670	jg3048	XP_020891316.1
OG0001671	jg13620	XP_002862551.1, XP_002875455.1
OG0001671	jg12607	XP_002868676.2
OG0001672	jg13350	XP_002875327.1
OG0001672	jg29750	XP_002892721.1
OG0001673	jg13276	XP_020880066.1
OG0001673	jg29809	XP_002892750.1
OG0001674	jg26095	XP_002883188.1
OG0001674	jg33111	XP_002891536.1
OG0001675	jg33166	XP_002891565.1
OG0001675	jg26143	XP_002883212.1
OG0001676	jg26280	XP_002885417.1, XP_002862672.1
OG0001676	jg33283	XP_002894313.1
OG0001677	jg25703	XP_020889133.1
OG0001677	jg33378	XP_020868345.1
OG0001678	jg33389	XP_002894352.1
OG0001678	jg33391	XP_020868064.1
OG0001678	jg33390	XP_002894353.1
OG0001679	jg33468	XP_020867820.1
OG0001679	jg25605	XP_002885097.1
OG0001680	jg12306	XP_020872470.1
OG0001680	jg12307	XP_020875534.1
OG0001680	jg12304	XP_020875622.1
OG0001681	jg20341	XP_002863361.1
OG0001682	jg20339	XP_002863360.1
OG0001682	jg10856	XP_002870096.1
OG0001683	jg27755	XP_002886064.1
OG0001683	jg8861	XP_020872748.1
OG0001684	jg27766	XP_020887999.1
OG0001684	jg8855	XP_002867095.1
OG0001685	jg7691	XP_020877723.1
OG0001685	jg10326	XP_002867787.2
OG0001686	jg10328	XP_020873297.1
OG0001686	jg7694	XP_002872689.1
OG0001687	jg10378	XP_002867826.1
OG0001687	jg7738	XP_020878399.1
OG0001688	jg26875	XP_002883597.1
OG0001688	jg958	XP_002886617.1
OG0001688	jg26876	XP_002883601.1, XP_002883600.1
OG0001689	jg32230	XP_002893885.1
OG0001689	jg7258	XP_020878840.1
OG0001690	jg16372	XP_002876703.1
OG0001690	jg20219	XP_020884784.1
OG0001691	jg16353	XP_002878482.1
OG0001691	jg20177	XP_002880317.1
OG0001692	jg16337	XP_002878472.1
OG0001692	jg20195	XP_020882691.1
OG0001693	jg20104	XP_002882098.1
OG0001693	jg16279	XP_002876664.2, XP_020881998.1
OG0001694	jg13327	XP_002876969.1
OG0001694	jg12462	XP_002870807.1
OG0001694	jg19201	XP_002881677.1
OG0001695	jg16083	XP_020880879.1
OG0001695	jg19837	XP_020883907.1, XP_020870747.1
OG0001696	jg16082	XP_020880877.1
OG0001696	jg19828	XP_002881976.1
OG0001697	jg19652	XP_020883355.1
OG0001697	jg15980	XP_020880169.1
OG0001698	jg19602	XP_002880005.1
OG0001698	jg15905	XP_020880598.1
OG0001699	jg19531	XP_020885016.1
OG0001699	jg15803	XP_020881292.1
OG0001700	jg15686	XP_002878123.1
OG0001700	jg15687	XP_020881758.1
OG0001701	jg15389	XP_020880262.1
OG0001702	jg4973, jg7212	XP_020879132.1
OG0001702	jg22128	XP_002864266.1, XP_002862625.1
OG0001703	jg26968	XP_002885759.1
OG0001704	jg21154	XP_002863806.1
OG0001704	jg21161	XP_020891272.1
OG0001704	jg27368	XP_020886184.1
OG0001704	jg21141	XP_020891287.1
OG0001705	jg7688	XP_020877722.1
OG0001705	jg19228	XP_002881686.1
OG0001706	jg8396	XP_002868895.1
OG0001706	jg16582	XP_002878564.2
OG0001707	jg7187	XP_002874556.1
OG0001707	jg32258, jg32243, jg32250, jg32244, jg32251	XP_020869400.1, XP_020870579.1, XP_020870581.1, XP_002891202.2
OG0001708	jg7339	XP_020879136.1
OG0001708	jg30845	XP_002890537.1
OG0001709	jg7389	XP_002874626.1
OG0001709	jg31973	XP_020869727.1
OG0001710	jg24517	XP_020888768.1
OG0001710	jg6554	XP_002872226.1
OG0001711	jg6671	XP_020876899.1
OG0001711	jg24409	XP_020886886.1
OG0001712	jg24396	XP_020886362.1
OG0001712	jg6699	XP_002874403.1
OG0001713	jg19689	XP_002880052.1
OG0001713	jg2171	XP_002888546.1
OG0001713	jg19687	XP_002880050.1
OG0001714	jg23980	XP_002882192.1
OG0001714	jg23979	XP_020888154.1
OG0001715	jg24156	XP_020885940.1
OG0001715	jg24155	XP_020885939.1
OG0001716	jg24330	XP_002884450.1
OG0001717	jg25733	XP_020889231.1
OG0001717	jg24463	XP_020889016.1
OG0001718	jg27441	XP_002862243.2
OG0001718	jg24010	XP_020886551.1
OG0001719	jg5741	XP_020878602.1
OG0001720	jg24575	XP_020886389.1
OG0001720	jg5709	XP_020878545.1
OG0001721	jg24586, jg24587	XP_020887528.1
OG0001721	jg24588	XP_020887527.1
OG0001722	jg24620	XP_002880967.1, XP_002884606.1, XP_002875831.1
OG0001723	jg24652	XP_002884619.1
OG0001723	jg21465	XP_020869482.1
OG0001724	jg7097, jg7143	XP_002872400.1
OG0001724	jg24907	XP_020888377.1
OG0001725	jg16852	XP_002878709.1
OG0001725	jg25102	XP_020888334.1
OG0001726	jg25918	XP_020888127.1
OG0001726	jg32940	XP_020868449.1
OG0001727	jg25953	XP_020888674.1
OG0001727	jg32957	XP_002891452.1
OG0001728	jg9640	XP_020872083.1
OG0001728	jg21996	XP_020890355.1
OG0001729	jg15029	XP_002876086.1
OG0001729	jg15028	XP_020880080.1
OG0001729	jg15030	XP_020880078.1
OG0001730	jg28481	XP_002889367.1
OG0001730	jg8122	XP_020876230.1
OG0001731	jg8127	XP_002874998.1
OG0001731	jg28489	XP_002892067.1
OG0001732	jg8041	XP_020879084.1
OG0001732	jg28546	XP_002889398.1
OG0001733	jg28579	XP_020869119.1
OG0001733	jg8007	XP_020878372.1
OG0001734	jg1206	XP_002888227.1
OG0001734	jg1204	XP_002888230.1
OG0001734	jg29351	XP_020868186.1
OG0001735	jg29505	XP_002889842.1
OG0001736	jg842	XP_002888095.1
OG0001736	jg29533	XP_002889854.1
OG0001737	jg31581	XP_002893613.1
OG0001737	jg29633	XP_002892663.1
OG0001738	jg29652	XP_020868224.1
OG0001739	jg29770	XP_002889987.1
OG0001739	jg29768	XP_020869012.1
OG0001739	jg13380	XP_002875346.1
OG0001740	jg30869	XP_020868616.1
OG0001740	jg2713	XP_002887338.1
OG0001741	jg8538	XP_020873027.1
OG0001741	jg6576	XP_020878899.1
OG0001742	jg2667	XP_002887308.1
OG0001742	jg30906	XP_002893280.1
OG0001743	jg30950	XP_002890597.1
OG0001743	jg2641	XP_020865608.1
OG0001744	jg799	XP_002886530.1
OG0001744	jg804	XP_002886533.1
OG0001745	jg8475	XP_020875633.1
OG0001745	jg16650	XP_020885509.1
OG0001746	jg16670	XP_020884255.1
OG0001746	jg8512	XP_020874628.1
OG0001747	jg8576	XP_020875663.1
OG0001747	jg16752	XP_002880477.1
OG0001748	jg26145	XP_020887363.1
OG0001748	jg33174	XP_020868633.1
OG0001749	jg27748	XP_020888019.1
OG0001749	jg8875	XP_020874314.1
OG0001750	jg9238	XP_020872303.1
OG0001750	jg9237	XP_020872458.1
OG0001750	jg9239	XP_020872304.1
OG0001751	jg9301	XP_020872516.1
OG0001751	jg31115	XP_020866954.1, XP_020868571.1
OG0001751	jg31041	XP_020867575.1
OG0001752	jg30952	XP_002893309.1
OG0001752	jg30953	XP_002893310.1
OG0001752	jg30951	XP_002893308.1
OG0001753	jg24333	XP_002882361.2
OG0001754	jg27652	XP_002884156.1
OG0001754	jg27651	XP_002886203.1
OG0001755	jg14245	XP_002877374.1
OG0001755	jg14243	XP_020881696.1
OG0001756	jg11201	XP_020875008.1
OG0001756	jg11202	XP_002870255.2
OG0001756	jg11200	XP_002870253.1
OG0001763	jg24191	XP_020888669.1
OG0001763	jg5588	XP_002873836.1
OG0001764	jg5503	XP_020877770.1
OG0001764	jg24119	XP_020887869.1
OG0001765	jg5468	XP_002871718.1
OG0001765	jg24100	XP_002884339.1
OG0001766	jg5459, jg5461	XP_002873770.1
OG0001767	jg29566	XP_002889866.1
OG0001768	jg2640	XP_002888765.1
OG0001769	jg23924	XP_020885952.1
OG0001769	jg5257	XP_020878299.1
OG0001770	jg3709	XP_020890383.1
OG0001770	jg32275	XP_002893911.1
OG0001770	jg5235	XP_020876336.1
OG0001772	jg4883	XP_020876720.1
OG0001772	jg23575	XP_002864966.2, XP_020873382.1
OG0001773	jg23551	XP_002866669.1
OG0001773	jg4872	XP_020876763.1
OG0001774	jg4642	XP_002871302.1
OG0001774	jg23044	XP_020882839.1
OG0001775	jg4606	XP_002873320.1
OG0001775	jg23104	XP_020882393.1
OG0001776	jg28636	XP_002889445.1
OG0001776	jg7872	XP_020878325.1
OG0001777	jg29106	XP_002889652.1
OG0001777	jg17904	XP_020883277.1
OG0001778	jg17945	XP_020883967.1
OG0001778	jg29095	XP_002889647.1
OG0001779	jg17975	XP_020883553.1
OG0001779	jg29091	XP_002889643.1
OG0001780	jg18058	XP_002879257.1
OG0001781	jg28966	XP_002892324.1
OG0001781	jg18177	XP_020885824.1
OG0001782	jg18414	XP_002881268.1
OG0001782	jg26716	XP_002885624.1
OG0001783	jg20784	XP_020886793.1
OG0001783	jg28708	XP_020870732.1
OG0001784	jg9945	XP_020873398.1
OG0001784	jg21819	XP_002864114.1
OG0001785	jg21881	XP_020882984.1
OG0001785	jg9921	XP_020873500.1
OG0001786	jg9917	XP_020873750.1
OG0001786	jg9919	XP_020873740.1
OG0001786	jg9918	XP_020873735.1
OG0001787	jg20966	XP_002865467.1
OG0001787	jg32681	XP_002894007.1
OG0001788	jg20936	XP_002865454.1
OG0001788	jg7104, jg7134, jg7129	XP_002872405.2
OG0001789	jg31585	XP_020866422.1
OG0001789	jg18570	XP_020885605.1
OG0001790	jg23316	XP_002866555.2
OG0001790	jg14669	XP_002877615.1
OG0001791	jg26374	XP_002885463.1
OG0001791	jg25129	XP_020888323.1
OG0001792	jg23245, jg23247	XP_002866520.1
OG0001793	jg31251	XP_020868723.1
OG0001793	jg31252	XP_002893459.1
OG0001794	jg14746	XP_020881951.1
OG0001795	jg6499	XP_002872195.1
OG0001795	jg26254	XP_020886172.1
OG0001796	jg14132	XP_020881775.1
OG0001796	jg6016	XP_002874051.1
OG0001797	jg14141	XP_002877329.1
OG0001797	jg6033	XP_020876642.1
OG0001798	jg14298	XP_002877399.1
OG0001798	jg22983	XP_020883798.1
OG0001799	jg22926	XP_002866356.1
OG0001799	jg22925	XP_002866355.1
OG0001800	jg14469, jg22842	XP_002877515.1
OG0001801	jg22539	XP_020871960.1
OG0001802	jg22432	XP_002866118.1
OG0001802	jg9790	XP_020873343.1
OG0001803	jg25131	XP_002884864.1
OG0001803	jg4424	XP_020876282.1
OG0001804	jg4325	XP_020876024.1
OG0001804	jg28056	XP_020886506.1
OG0001805	jg24993	XP_002882680.1
OG0001805	jg4202	XP_020877899.1
OG0001806	jg24964	XP_002882659.1
OG0001806	jg4164	XP_002871078.1
OG0001807	jg4160	XP_002873136.1
OG0001807	jg24961	XP_020886426.1
OG0001808	jg24904	XP_020888371.1
OG0001808	jg4050	XP_020877380.1
OG0001809	jg13459	XP_020880968.1
OG0001809	jg12695	XP_002870678.1
OG0001810	jg8702	XP_020872900.1
OG0001810	jg8703	XP_020872899.1
OG0001810	jg8701	XP_002867022.1
OG0001811	jg30236	XP_020866551.1
OG0001811	jg3520	XP_002887737.1
OG0001812	jg3355	XP_020865584.1
OG0001813	jg3348	XP_002889106.1
OG0001813	jg30660	XP_002893156.1
OG0001814	jg3333	XP_020889644.1
OG0001814	jg30651	XP_020869250.1
OG0001815	jg3264	XP_002889057.1
OG0001815	jg30558	XP_020868655.1
OG0001816	jg2842	XP_002887414.1
OG0001816	jg2843	XP_020890862.1
OG0001818	jg30462	XP_002893043.1
OG0001818	jg3163	XP_002889008.1
OG0001819	jg27886	XP_020887283.1
OG0001819	jg8796	XP_020875187.1
OG0001820	jg8733	XP_002867042.1
OG0001820	jg27922	XP_002886132.1
OG0001821	jg18776	XP_020885224.1
OG0001821	jg15217	XP_002876174.2
OG0001822	jg13341	XP_020880096.1
OG0001822	jg18822	XP_020883460.1
OG0001823	jg11131	XP_002870216.1
OG0001824	jg2943	XP_020889762.1
OG0001824	jg30298	XP_002890245.1
OG0001825	jg22285	XP_020885244.1
OG0001826	jg3090	XP_020890838.1
OG0001826	jg30392	XP_020867618.1
OG0001827	jg9518	XP_020874616.1
OG0001827	jg28180	XP_002883967.2
OG0001828	jg31077	XP_020870103.1
OG0001828	jg2539	XP_020891242.1
OG0001829	jg10755	XP_002870048.1
OG0001829	jg20453	XP_020877652.1
OG0001830	jg10668	XP_020874546.1
OG0001831	jg29070	XP_020870673.1, XP_020886491.1
OG0001831	jg29093	XP_020869758.1
OG0001832	jg26313	XP_002883294.1
OG0001832	jg33328	XP_020867788.1
OG0001833	jg25659	XP_020887886.1
OG0001833	jg33407	XP_002891683.1
OG0001834	jg18537	XP_002879493.2
OG0001834	jg21940	XP_002865913.1
OG0001835	jg10809	XP_002868022.1, XP_002868021.1, XP_020875598.1
OG0001836	jg17976	XP_002879219.1
OG0001836	jg4532	XP_020878706.1
OG0001836	jg29090	XP_020866942.1
OG0001837	jg27574	XP_002883899.1
OG0001837	jg8956	XP_020875289.1
OG0001838	jg27834	XP_020887412.1
OG0001838	jg8821	XP_002867081.1
OG0001839	jg10110	XP_020873465.1
OG0001839	jg7468	XP_020878448.1
OG0001840	jg10236	XP_020873620.1
OG0001840	jg7597	XP_020877707.1
OG0001841	jg10579	XP_002869958.2
OG0001842	jg28643	XP_002889449.1
OG0001842	jg10535	XP_020874252.1
OG0001843	jg7806	XP_002872755.1
OG0001843	jg10460	XP_020872172.1
OG0001844	jg7761	XP_020876470.1
OG0001844	jg10406	XP_020873746.1
OG0001845	jg29176	XP_002892438.1
OG0001845	jg33024	XP_020870859.1
OG0001846	jg15673	XP_002876397.1
OG0001846	jg19419	XP_002879926.1
OG0001847	jg20180	XP_020883169.1, XP_002878480.1
OG0001848	jg16280	XP_020881581.1
OG0001848	jg20106	XP_002880275.2
OG0001849	jg16122	XP_020881462.1
OG0001849	jg19903	XP_020884494.1
OG0001850	jg16086	XP_002876545.1
OG0001850	jg19840	XP_002880137.1
OG0001851	jg16074	XP_020880775.1
OG0001851	jg19816	XP_020884934.1
OG0001852	jg16066	XP_020882376.1
OG0001852	jg19785	XP_020884112.1
OG0001853	jg19769	XP_020885315.1
OG0001853	jg16052	XP_020879827.1
OG0001854	jg16018	XP_002876521.2
OG0001855	jg19371	XP_002881751.1
OG0001855	jg15633	XP_002878099.1
OG0001856	jg19206	XP_002862287.1, XP_002879822.1
OG0001856	jg15506	XP_020880281.1
OG0001857	jg15410	XP_020882499.1, XP_020882502.1
OG0001858	jg15264	XP_020882364.1
OG0001858	jg18853	XP_002879650.2
OG0001859	jg8680	XP_020875558.1
OG0001859	jg27993	XP_020887398.1
OG0001860	jg28030	XP_002886185.1
OG0001861	jg2006	XP_002888457.1
OG0001862	jg7655	XP_002874779.1
OG0001862	jg7654	XP_002874778.1
OG0001863	jg7710	XP_020878875.1
OG0001863	jg7709	XP_020879380.1
OG0001863	jg7706	XP_002874800.1
OG0001863	jg7708	XP_002874801.1
OG0001864	jg16709	XP_020882967.1
OG0001864	jg8552	XP_020874282.1
OG0001865	jg32330	XP_002893922.1
OG0001865	jg7096, jg7149	XP_020877462.1
OG0001866	jg29348	XP_002892522.1
OG0001866	jg24772	XP_020887330.1
OG0001867	jg19569	XP_020884460.1
OG0001867	jg19570	XP_002881859.1
OG0001868	jg21416, jg21422	XP_020871446.1, XP_020874771.1
OG0001869	jg30641	XP_020868620.1
OG0001869	jg19528	XP_020885219.1
OG0001870	jg19450	XP_020883290.1
OG0001870	jg19453	XP_020884763.1
OG0001870	jg18657	XP_020884574.1
OG0001871	jg24077	XP_020886876.1
OG0001871	jg24079	XP_020886877.1
OG0001872	jg24542	XP_020889393.1
OG0001872	jg26612	XP_020887533.1
OG0001873	jg29872	XP_002892782.1
OG0001873	jg13127	XP_002875197.1
OG0001874	jg17160	XP_002880697.1
OG0001875	jg12535	XP_020872969.1
OG0001875	jg13709	XP_020882368.1
OG0001876	jg12520	XP_002868713.1
OG0001877	jg12343	XP_002870852.1
OG0001877	jg2216	XP_020891753.1
OG0001878	jg8204	XP_020878502.1
OG0001878	jg28459	XP_002889361.1
OG0001879	jg29470	XP_002892589.1
OG0001879	jg9863	XP_020873235.1
OG0001880	jg29476	XP_002889832.1
OG0001880	jg909	XP_020890080.1
OG0001881	jg29643	XP_002889907.1
OG0001881	jg686	XP_020891481.1
OG0001882	jg29646	XP_020869241.1
OG0001882	jg678	XP_020865856.1
OG0001883	jg579	XP_002886433.1
OG0001883	jg29727	XP_020869525.1
OG0001884	jg13222	XP_002876920.1
OG0001884	jg29784	XP_020869889.1
OG0001885	jg13058	XP_020881098.1
OG0001885	jg29930	XP_020867996.1
OG0001886	jg30017	XP_020866764.1
OG0001886	jg32974	XP_002894146.1, XP_002894147.1
OG0001887	jg30069	XP_020866294.1
OG0001888	jg2868	XP_020889687.1
OG0001888	jg30254	XP_002890217.1
OG0001890	jg13050	XP_002875122.1
OG0001890	jg13051	XP_002875123.1
OG0001891	jg2617	XP_020891199.1
OG0001891	jg30992	XP_002893329.1
OG0001892	jg8533	XP_002868953.1
OG0001892	jg8534	XP_002868955.1
OG0001893	jg17140	XP_020884889.1
OG0001893	jg9149	XP_020872620.1
OG0001894	jg27523	XP_020886831.1
OG0001894	jg8979	XP_020874633.1
OG0001895	jg9266	XP_002869331.1
OG0001895	jg16927	XP_002878754.1
OG0001896	jg16925	XP_020883908.1
OG0001896	jg9269	XP_020874472.1
