Orthogroup	Arabidopsis_arenosa	Conringia_planisiliqua
OG0002112	jg25317	CP10_g43300_DN3_SP0_c.t1
OG0002113	jg33711	CP7_g46401_DN3_SP7_c.t1
OG0002114	jg25340	CP10_g43321_DN3_SP5_c.t1
OG0002114	jg33690	CP7_g46379_DN2_SP2_c.t1
OG0002115	jg2301, jg2304	CP9_g28325_DN3_SP5_c.t1
OG0002115	jg31239	CP7_g45169_DN3_SP8_c.t1
OG0002116	jg11426	CP6_g7616_DN3_SP0_c.t1
OG0002116	jg26652	CP12_g30763_DN3_SP3_c.t1
OG0002117	jg11339	CP6_g7508_DN3_SP5_c.t1
OG0002117	jg26579	CP12_g30686_DN3_SP8_c.t1
OG0002118	jg11317	CP6_g7493_DN3_SP8_c.t1
OG0002118	jg26550	CP12_g30667_DN3_SP7_c.t1
OG0002119	jg11208	CP6_g7389_DN2_SP0_c.t1
OG0002119	jg26430	CP12_g30571_DN3_SP0_c.t1
OG0002120	jg32507	CP5_g1745_DN2_SP0_c.t1
OG0002120	jg9749	CP5_g1310_DN2_SP0_c.t1
OG0002122	jg11151	CP6_g7336_DN3_SP8_c.t1
OG0002122	jg26346	CP12_g30513_DN3_SP5_c.t1
OG0002123	jg16587	CP16_g54801_DN3_SP5_c.t1
OG0002124	jg30278	CP7_g45993_DN3_SP0_c.t1
OG0002124	jg2910	CP9_g28914_DN2_SP0_c.t1
OG0002126	jg13646, jg13647	CP13_g19177_DN3_SP8_c.t1
OG0002127	jg13450	CP13_g19286_DN3_SP8_c.t1
OG0002127	jg12702	CP5_g1330_DN3_SP8_c.t1
OG0002128	jg20523	CP13_g19955_DN3_SP8_c.t1
OG0002128	jg10686	CP6_g6905_DN3_SP8_c.t1
OG0002129	jg33308	CP1_g37976_DN3_SP8_c.t1
OG0002129	jg26283	CP12_g30458_DN3_SP8_c.t1, CP28_g33918_DN3_SP0_c.t1
OG0002130	jg25615	CP12_g29910_DN3_SP3_c.t1
OG0002130	jg33457	CP1_g37860_DN3_SP1_c.t1
OG0002131	jg20413	CP13_g20690_DN3_SP0_c.t1
OG0002132	jg13661, jg13701	CP7_g44862_DN3_SP0_c.t1, CP13_g19123_DN3_SP0_c.t1
OG0002133	jg10128	CP19_g18290_DN3_SP3_c.t1, CP19_g18289_DN2_SP0_c.t1
OG0002134	jg8911	CP5_g564_DN3_SP8_c.t1
OG0002134	jg27603	CP10_g44039_DN3_SP8_c.t1
OG0002135	jg27751	CP10_g43916_DN3_SP0_c.t1
OG0002136	jg7451	CP20_g4289_DN3_SP7_c.t1
OG0002137	jg10103	CP19_g18269_DN3_SP0_c.t1
OG0002137	jg7458	CP20_g4303_DN3_SP0_c.t1
OG0002138	jg9143	CP5_g759_DN3_SP8_c.t1
OG0002138	jg17141	CP16_g55480_DN3_SP6_c.t1
OG0002139	jg13662, jg32041, jg32044, jg10259	CP19_g18410_DN3_SP0_c.t1
OG0002141	jg10572	CP6_g6829_DN2_SP4_c.t1
OG0002142	jg20687	CP13_g20134_DN3_SP0_c.t1
OG0002142	jg10533	CP6_g6797_DN3_SP0_c.t1
OG0002143	jg10461	CP6_g6750_DN3_SP8_c.t1
OG0002144	jg7266	CP20_g4047_DN3_SP7_c.t1
OG0002144	jg32239	CP7_g44158_DN3_SP8_c.t1
OG0002145	jg20184	CP4_g23953_DN3_SP2_c.t1
OG0002146	jg20043	CP4_g24080_DN3_SP7_c.t1
OG0002146	jg16232	CP3_g13223_DN3_SP7_c.t1
OG0002147	jg16211	CP3_g13241_DN3_SP8_c.t1
OG0002147	jg20016	CP4_g24105_DN3_SP8_c.t1
OG0002148	jg16148	CP3_g13303_DN2_SP0_c.t1
OG0002148	jg19939	CP4_g24183_DN3_SP0_c.t1
OG0002149	jg16085	CP3_g13362_DN3_SP0_c.t1
OG0002150	jg15825	CP3_g13544_DN3_SP1_c.t1
OG0002150	jg19493	CP4_g24522_DN3_SP0_c.t1
OG0002151	jg19384	CP4_g24615_DN2_SP0_c.t1, CP4_g24612_DN2_SP0_c.t1
OG0002152	jg15716, jg15644	CP3_g13678_DN3_SP8_c.t1
OG0002152	jg19391	CP4_g24605_DN3_SP2_c.t1
OG0002153	jg15614	CP3_g13704_DN3_SP5_c.t1
OG0002153	jg19347	CP4_g24639_DN3_SP7_c.t1
OG0002154	jg19046, jg15359	CP3_g13940_DN3_SP8_c.t1
OG0002155	jg18858	CP4_g25028_DN3_SP5_c.t1
OG0002155	jg15268	CP3_g14023_DN3_SP0_c.t1
OG0002156	jg9675	CP5_g1233_DN3_SP8_c.t1
OG0002157	jg25764	CP12_g30031_DN3_SP1_c.t1
OG0002157	jg11054	CP6_g7260_DN3_SP3_c.t1
OG0002158	jg11528	CP6_g8036_DN3_SP6_c.t1
OG0002160	jg2297	CP9_g28320_DN3_SP6_c.t1
OG0002160	jg31242	CP7_g45167_DN3_SP8_c.t1
OG0002161	jg31208	CP7_g45200_DN3_SP8_c.t1
OG0002162	jg28052	CP10_g43642_DN3_SP8_c.t1
OG0002162	jg9378	CP5_g969_DN3_SP7_c.t1
OG0002164	jg19238	CP4_g24721_DN3_SP0_c.t1
OG0002165	jg18900	CP4_g24988_DN3_SP1_c.t1
OG0002165	jg18902	CP4_g24989_DN3_SP8_c.t1
OG0002166	jg20335	CP13_g19775_DN1_SP0_c.t1, CP13_g19776_DN3_SP0_c.t1
OG0002167	jg16537	CP16_g54752_DN1_SP0_c.t1
OG0002167	jg8359	CP5_g75_DN3_SP3_c.t1
OG0002168	jg16558	CP16_g54770_DN3_SP8_c.t1
OG0002168	jg8377	CP5_g90_DN3_SP8_c.t1
OG0002170	jg16644	CP16_g54843_DN3_SP2_c.t1
OG0002170	jg16596	CP16_g54810_DN3_SP0_c.t1
OG0002171	jg7374	CP20_g4206_DN2_SP0_c.t1, CP20_g4208_DN3_SP0_c.t1
OG0002172	jg6726	CP2_g48640_DN3_SP0_c.t1
OG0002172	jg24381	CP10_g42478_DN3_SP0_c.t1
OG0002174	jg19970	CP4_g24150_DN3_SP8_c.t1
OG0002175	jg9829, jg6228	CP19_g18017_DN3_SP3_c.t1, CP19_g17864_DN3_SP1_c.t1
OG0002176	jg24488	CP10_g42562_DN3_SP2_c.t1
OG0002176	jg6592	CP1_g39598_DN3_SP0_c.t1
OG0002177	jg24642	CP10_g42699_DN3_SP8_c.t1
OG0002177	jg21508	CP2_g48729_DN3_SP8_c.t1
OG0002178	jg21433	CP2_g48757_DN3_SP0_c.t1
OG0002178	jg24669	CP10_g42724_DN3_SP5_c.t1
OG0002179	jg24777	CP10_g42827_DN3_SP0_c.t1
OG0002179	jg24776	CP10_g42826_DN3_SP0_c.t1
OG0002180	jg4498	CP11_g33268_DN3_SP0_c.t1, CP11_g33267_DN3_SP0_c.t1
OG0002181	jg32901	CP1_g38312_DN3_SP5_c.t1
OG0002181	jg25848	CP12_g30083_DN3_SP8_c.t1
OG0002182	jg25935	CP12_g30150_DN3_SP2_c.t1
OG0002182	jg32944	CP1_g38257_DN3_SP1_c.t1
OG0002184	jg26069	CP12_g30272_DN3_SP0_c.t1
OG0002184	jg33100	CP1_g38130_DN3_SP0_c.t1
OG0002185	jg13685	CP13_g19153_DN3_SP0_c.t1
OG0002185	jg12550	CP5_g1497_DN1_SP0_c.t1
OG0002186	jg26484	CP12_g30618_DN3_SP0_c.t1
OG0002186	jg11257	CP6_g7437_DN3_SP0_c.t1
OG0002187	jg12026	CP5_g2063_DN3_SP0_c.t1
OG0002187	jg1811	CP9_g27571_DN3_SP0_c.t1
OG0002188	jg1502	CP2_g50317_DN3_SP0_c.t1
OG0002189	jg18719	CP4_g25153_DN3_SP8_c.t1
OG0002190	jg19262	CP4_g24702_DN3_SP2_c.t1
OG0002190	jg15080	CP3_g14189_DN3_SP3_c.t1
OG0002191	jg28898	CP1_g36850_DN3_SP6_c.t1
OG0002191	jg18256	CP4_g25563_DN3_SP0_c.t1
OG0002192	jg16961	CP3_g16254_DN2_SP0_c.t1
OG0002193	jg1088	CP2_g49374_DN3_SP0_c.t1
OG0002193	jg29425	CP1_g37328_DN3_SP5_c.t1
OG0002194	jg1009	CP2_g49335_DN3_SP6_c.t1
OG0002194	jg29436	CP1_g37337_DN3_SP7_c.t1
OG0002195	jg888	CP2_g49206_DN3_SP0_c.t1
OG0002195	jg29503	CP1_g37391_DN3_SP2_c.t1
OG0002196	jg29679	CP2_g48997_DN3_SP0_c.t1, CP1_g37535_DN1_SP0_c.t1
OG0002197	jg29990	CP1_g37810_DN3_SP0_c.t1
OG0002197	jg12916	CP13_g19689_DN3_SP0_c.t1
OG0002198	jg2726	CP9_g28732_DN3_SP5_c.t1
OG0002199	jg2722	CP9_g28729_DN3_SP2_c.t1
OG0002199	jg30864	CP7_g45481_DN3_SP8_c.t1
OG0002200	jg2735, jg2736, jg2737	CP9_g28741_DN3_SP3_c.t1
OG0002201	jg668, jg669	CP2_g49025_DN3_SP0_c.t1
OG0002203	jg9485	CP5_g1049_DN3_SP8_c.t1
OG0002203	jg28162	CP10_g43564_DN3_SP8_c.t1
OG0002205	jg2048	CP9_g28096_DN3_SP0_c.t1
OG0002205	jg2015	CP9_g28104_DN2_SP1_c.t1
OG0002206	jg3148	CP9_g29133_DN3_SP8_c.t1
OG0002206	jg30453	CP7_g45830_DN3_SP5_c.t1
OG0002207	jg16595	CP16_g54808_DN3_SP6_c.t1
OG0002207	jg8406	CP5_g118_DN3_SP7_c.t1
OG0002208	jg16761	CP16_g54951_DN3_SP0_c.t1
OG0002210	jg8930	CP5_g581_DN2_SP2_c.t1
OG0002211	jg11433	CP6_g7651_DN3_SP8_c.t1
OG0002211	jg26655	CP12_g30768_DN3_SP7_c.t1
OG0002212	jg31263	CP7_g45147_DN3_SP0_c.t1
OG0002213	jg9765	CP19_g17949_DN3_SP8_c.t1
OG0002213	jg22336	CP8_g53487_DN3_SP7_c.t1
OG0002214	jg2191	CP39_g21130_DN2_SP0_c.t1
OG0002214	jg12334	CP5_g1656_DN3_SP0_c.t1
OG0002216	jg9155	CP5_g769_DN3_SP0_c.t1
OG0002216	jg9157	CP5_g771_DN3_SP0_c.t1
OG0002217	jg21087	CP6_g9738_DN2_SP0_c.t1, CP59_g6654_DN1_SP0_c.t1, CP15_g35978_DN1_SP0_c.t1, CP24_g47467_DN2_SP0_c.t1, CP9_g27628_DN2_SP0_c.t1
OG0002221	jg18644	CP4_g25219_DN3_SP5_c.t1, CP17_g5088_DN3_SP4_c.t1
OG0002222	jg31398, jg31399	CP8_g54688_DN2_SP3_c.t1
OG0002223	jg24169	CP10_g42331_DN2_SP0_c.t1
OG0002224	jg21654	CP8_g52378_DN3_SP5_c.t1
OG0002224	jg10015	CP19_g18187_DN3_SP3_c.t1
OG0002225	jg5284	CP11_g32505_DN3_SP4_c.t1
OG0002226	jg5193	CP11_g32588_DN3_SP0_c.t1
OG0002227	jg17615	CP4_g26339_DN3_SP7_c.t1
OG0002227	jg29204	CP1_g37123_DN3_SP8_c.t1
OG0002228	jg29137	CP1_g37051_DN2_SP0_c.t1
OG0002229	jg18263	CP4_g25556_DN3_SP7_c.t1
OG0002229	jg28895	CP1_g36847_DN3_SP8_c.t1
OG0002230	jg28750	CP1_g36645_DN3_SP6_c.t1
OG0002231	jg28739	CP1_g36656_DN3_SP8_c.t1
OG0002231	jg20833	CP13_g20243_DN3_SP7_c.t1
OG0002232	jg20764	CP13_g20176_DN3_SP1_c.t1
OG0002232	jg28692	CP1_g36700_DN3_SP0_c.t1
OG0002233	jg7842	CP11_g31939_DN3_SP0_c.t1
OG0002234	jg9955	CP19_g18133_DN3_SP2_c.t1
OG0002234	jg21786	CP8_g53023_DN3_SP4_c.t1
OG0002235	jg9948	CP19_g18125_DN3_SP8_c.t1
OG0002235	jg31614	CP7_g44842_DN3_SP0_c.t1
OG0002236	jg21912	CP8_g53172_DN3_SP4_c.t1
OG0002237	jg31428, jg18515	CP7_g44998_DN3_SP0_c.t1
OG0002239	jg18605	CP4_g25254_DN3_SP0_c.t1
OG0002239	jg31652	CP7_g44814_DN3_SP5_c.t1
OG0002240	jg31770	CP7_g44761_DN3_SP7_c.t1
OG0002240	jg18692	CP4_g25180_DN3_SP8_c.t1
OG0002241	jg31889	CP7_g44652_DN3_SP8_c.t1
OG0002241	jg18662	CP4_g25204_DN3_SP8_c.t1
OG0002242	jg23675	CP2_g47636_DN2_SP0_c.t1
OG0002242	jg14894	CP3_g14348_DN2_SP0_c.t1
OG0002243	jg4569	CP11_g33166_DN3_SP8_c.t1
OG0002243	jg23128	CP2_g48121_DN3_SP3_c.t1
OG0002244	jg23024	CP2_g48227_DN3_SP0_c.t1
OG0002247	jg13992	CP3_g15990_DN2_SP0_c.t1
OG0002248	jg11607	CP6_g8554_DN3_SP0_c.t1
OG0002249	jg22910	CP8_g53996_DN3_SP8_c.t1
OG0002250	jg22783	CP8_g53871_DN3_SP0_c.t1
OG0002250	jg23958	CP10_g42159_DN2_SP0_c.t1
OG0002251	jg22661	CP8_g53754_DN3_SP5_c.t1
OG0002251	jg9885	CP19_g18062_DN3_SP0_c.t1
OG0002253	jg22305	CP8_g53447_DN3_SP8_c.t1
OG0002253	jg9743	CP5_g1302_DN3_SP6_c.t1
OG0002254	jg28621	CP1_g36761_DN3_SP8_c.t1
OG0002254	jg7945	CP11_g32037_DN3_SP1_c.t1
OG0002255	jg27754	CP10_g43913_DN3_SP1_c.t1
OG0002255	jg10363	CP19_g18492_DN3_SP2_c.t1
OG0002257	jg25045	CP10_g43065_DN3_SP0_c.t1
OG0002257	jg4289	CP11_g33360_DN3_SP0_c.t1
OG0002258	jg19029	CP1_g39232_DN3_SP1_c.t1, CP4_g24877_DN3_SP1_c.t1
OG0002258	jg4101	CP11_g33534_DN3_SP7_c.t1
OG0002259	jg4024	CP11_g33591_DN3_SP1_c.t1
OG0002259	jg4025	CP13_g19301_DN3_SP0_c.t1, CP2_g49571_DN1_SP0_c.t1
OG0002260	jg18992	CP4_g24904_DN3_SP0_c.t1
OG0002262	jg3754	CP9_g29703_DN3_SP7_c.t1
OG0002262	jg30024	CP7_g46192_DN3_SP8_c.t1
OG0002263	jg3740	CP9_g29686_DN3_SP8_c.t1
OG0002263	jg30037	CP7_g46177_DN3_SP6_c.t1
OG0002264	jg3689	CP9_g29636_DN3_SP2_c.t1
OG0002264	jg30078	CP7_g46146_DN3_SP0_c.t1
OG0002265	jg30778	CP7_g45569_DN3_SP8_c.t1
OG0002266	jg3445	CP9_g29416_DN3_SP8_c.t1
OG0002266	jg30755	CP7_g45585_DN3_SP8_c.t1
OG0002267	jg3356	CP9_g29337_DN3_SP4_c.t1
OG0002267	jg30676	CP7_g45648_DN3_SP3_c.t1
OG0002269	jg30500	CP7_g45784_DN3_SP0_c.t1
OG0002270	jg30491	CP7_g45792_DN3_SP5_c.t1
OG0002270	jg3194	CP9_g29175_DN3_SP8_c.t1
OG0002271	jg16060	CP3_g13386_DN2_SP0_c.t1
OG0002271	jg33734, jg33737	CP7_g46412_DN3_SP0_c.t1
OG0002272	jg25324	CP10_g43305_DN3_SP0_c.t1
OG0002273	jg25334	CP10_g43315_DN3_SP8_c.t1
OG0002273	jg33696	CP7_g46387_DN3_SP8_c.t1
OG0002274	jg26584	CP12_g30694_DN3_SP8_c.t1
OG0002274	jg11342	CP6_g7512_DN3_SP8_c.t1
OG0002275	jg11325	CP6_g7501_DN2_SP0_c.t1
OG0002275	jg11326	CP6_g7502_DN3_SP0_c.t1
OG0002276	jg2980	CP9_g28975_DN3_SP8_c.t1
OG0002276	jg30320	CP7_g45956_DN3_SP8_c.t1
OG0002277	jg2490	CP9_g28497_DN3_SP8_c.t1
OG0002277	jg31128	CP7_g45274_DN3_SP3_c.t1
OG0002278	jg28286	CP12_g29834_DN3_SP7_c.t1
OG0002279	jg9556	CP5_g1119_DN3_SP2_c.t1, CP5_g1118_DN3_SP4_c.t1
OG0002279	jg28237	CP10_g43510_DN1_SP0_c.t1
OG0002280	jg12659	CP5_g1370_DN2_SP0_c.t1
OG0002281	jg13467	CP13_g19271_DN2_SP2_c.t1
OG0002281	jg12691	CP5_g1338_DN3_SP0_c.t1
OG0002282	jg13279	CP13_g19406_DN3_SP8_c.t1
OG0002283	jg26102	CP12_g30300_DN3_SP0_c.t1
OG0002283	jg33116	CP1_g38114_DN3_SP8_c.t1
OG0002284	jg33411	CP1_g37896_DN3_SP8_c.t1
OG0002284	jg25654	CP12_g29961_DN3_SP7_c.t1
OG0002285	jg18534	CP4_g25310_DN3_SP2_c.t1
OG0002285	jg18535	CP4_g25309_DN3_SP6_c.t1
OG0002287	jg10961	CP6_g7178_DN3_SP4_c.t1
OG0002287	jg18705	CP4_g25167_DN3_SP8_c.t1
OG0002288	jg20394	CP13_g19835_DN3_SP0_c.t1
OG0002288	jg10816	CP6_g7032_DN2_SP0_c.t1
OG0002289	jg10885	CP6_g7099_DN3_SP8_c.t1
OG0002289	jg20299	CP13_g19750_DN3_SP0_c.t1
OG0002291	jg14928	CP3_g14318_DN2_SP0_c.t1
OG0002291	jg32608	CP1_g38891_DN3_SP0_c.t1
OG0002292	jg14881	CP3_g14363_DN2_SP1_c.t1
OG0002292	jg14880	CP3_g14364_DN3_SP0_c.t1
OG0002293	jg10171	CP19_g18328_DN3_SP0_c.t1
OG0002293	jg21792	CP8_g53035_DN3_SP0_c.t1
OG0002294	jg20668	CP13_g20123_DN3_SP5_c.t1
OG0002294	jg10550	CP6_g6810_DN3_SP2_c.t1
OG0002295	jg7223	CP20_g3979_DN3_SP0_c.t1
OG0002295	jg29948	CP1_g37775_DN3_SP0_c.t1
OG0002296	jg18702	CP4_g25170_DN3_SP5_c.t1
OG0002296	jg10941	CP6_g7160_DN3_SP8_c.t1
OG0002297	jg20228	CP4_g23914_DN3_SP0_c.t1
OG0002297	jg16378	CP3_g13094_DN3_SP1_c.t1
OG0002298	jg19978, jg16176	CP4_g24141_DN3_SP8_c.t1
OG0002299	jg15721, jg15659	CP3_g13626_DN3_SP2_c.t1
OG0002299	jg19430	CP4_g24575_DN3_SP0_c.t1
OG0002300	jg15613	CP3_g13705_DN3_SP4_c.t1
OG0002301	jg19258	CP3_g13540_DN2_SP0_c.t1
OG0002301	jg15566	CP3_g13539_DN2_SP0_c.t1
OG0002302	jg19168	CP4_g24774_DN3_SP8_c.t1
OG0002302	jg15469	CP3_g13820_DN3_SP8_c.t1
OG0002303	jg15440	CP3_g13846_DN3_SP8_c.t1
OG0002305	jg8321	CP5_g41_DN2_SP8_c.t1
OG0002306	jg28830	CP1_g36574_DN3_SP4_c.t1
OG0002306	jg7681	CP16_g55511_DN3_SP7_c.t1, CP11_g31812_DN3_SP1_c.t1, CP11_g31810_DN1_SP0_c.t1
OG0002307	jg16576	CP7_g45248_DN3_SP0_c.t1, CP16_g54788_DN3_SP8_c.t1
OG0002307	jg8391	CP5_g104_DN3_SP8_c.t1
OG0002308	jg8501	CP5_g183_DN3_SP8_c.t1
OG0002308	jg16664	CP16_g54864_DN3_SP8_c.t1
OG0002312	jg10862	CP6_g7076_DN3_SP4_c.t1
OG0002313	jg21556	CP2_g48703_DN3_SP3_c.t1
OG0002316	jg32924	CP1_g38287_DN3_SP7_c.t1
OG0002316	jg25887	CP12_g30111_DN3_SP8_c.t1
OG0002317	jg25901	CP12_g30120_DN3_SP8_c.t1
OG0002318	jg25954	CP12_g30169_DN3_SP0_c.t1
OG0002318	jg32958	CP1_g38234_DN3_SP0_c.t1
OG0002319	jg14415	CP3_g14794_DN3_SP0_c.t1
OG0002319	jg14409	CP3_g14796_DN3_SP0_c.t1
OG0002319	jg14414, jg14411, jg14413	CP3_g14795_DN3_SP0_c.t1
OG0002320	jg28441	CP1_g36436_DN3_SP6_c.t1, CP1_g36435_DN3_SP6_c.t1
OG0002321	jg28446	CP1_g36439_DN3_SP0_c.t1
OG0002321	jg8171	CP8_g54618_DN3_SP8_c.t1
OG0002322	jg8197	CP8_g54638_DN3_SP8_c.t1
OG0002322	jg28450	CP1_g36445_DN3_SP4_c.t1
OG0002324	jg29100, jg29103	CP1_g37027_DN3_SP2_c.t1, CP1_g37029_DN3_SP7_c.t1
OG0002325	jg29248	CP1_g37169_DN3_SP6_c.t1
OG0002326	jg29419	CP3_g16256_DN3_SP0_c.t1, CP1_g37323_DN3_SP5_c.t1
OG0002326	jg1059, jg1057	CP2_g49367_DN3_SP7_c.t1
OG0002327	jg13034	CP13_g19588_DN3_SP8_c.t1
OG0002327	jg29934	CP1_g37761_DN3_SP8_c.t1
OG0002328	jg3654	CP9_g29601_DN3_SP8_c.t1
OG0002329	jg30117	CP7_g46111_DN3_SP8_c.t1
OG0002329	jg3640	CP9_g29588_DN3_SP8_c.t1
OG0002330	jg30272	CP7_g45999_DN3_SP8_c.t1
OG0002332	jg3109	CP9_g29095_DN3_SP4_c.t1
OG0002332	jg30407	CP7_g45875_DN3_SP8_c.t1, CP7_g45877_DN3_SP0_c.t1
OG0002333	jg2850	CP9_g28849_DN2_SP1_c.t1
OG0002333	jg30814	CP7_g45532_DN3_SP5_c.t1
OG0002334	jg30956	CP7_g45398_DN3_SP8_c.t1
OG0002334	jg2639	CP9_g28640_DN3_SP4_c.t1
OG0002335	jg31013	CP7_g45367_DN2_SP0_c.t1
OG0002335	jg2600	CP9_g28608_DN3_SP0_c.t1
OG0002336	jg699	CP2_g49056_DN3_SP1_c.t1
OG0002337	jg1006, jg1007	CP2_g49333_DN3_SP0_c.t1, CP2_g49330_DN3_SP7_c.t1
OG0002338	jg18356	CP4_g25477_DN3_SP0_c.t1
OG0002340	jg27706	CP10_g43931_DN3_SP0_c.t1
OG0002340	jg8880	CP5_g537_DN3_SP0_c.t1
OG0002341	jg9015	CP5_g655_DN3_SP0_c.t1
OG0002341	jg9014	CP5_g654_DN3_SP0_c.t1
OG0002342	jg27575	CP10_g44078_DN3_SP0_c.t1
OG0002342	jg8962	CP5_g613_DN3_SP1_c.t1
OG0002343	jg9243	CP5_g841_DN3_SP8_c.t1
OG0002343	jg16964	CP16_g55140_DN3_SP8_c.t1
OG0002344	jg16960	CP16_g55137_DN3_SP8_c.t1
OG0002345	jg16906	CP16_g55096_DN3_SP2_c.t1
OG0002346	jg22389	CP8_g53537_DN3_SP2_c.t1
OG0002346	jg9785	CP19_g17972_DN3_SP8_c.t1
OG0002352	jg9370	CP5_g956_DN3_SP3_c.t1
OG0002353	jg5572	CP11_g32233_DN3_SP6_c.t1
OG0002353	jg24162	CP10_g42326_DN3_SP4_c.t1
OG0002354	jg5536	CP11_g32262_DN3_SP8_c.t1
OG0002354	jg24143	CP10_g42306_DN3_SP8_c.t1
OG0002355	jg5533, jg5532, jg5535	CP11_g32263_DN3_SP0_c.t1
OG0002356	jg5496, jg24116	CP11_g32303_DN3_SP8_c.t1
OG0002357	jg4156	CP11_g33486_DN3_SP2_c.t1
OG0002358	jg24022	CP10_g42210_DN3_SP0_c.t1
OG0002358	jg5382	CP11_g32412_DN3_SP0_c.t1
OG0002360	jg31250	CP7_g45159_DN2_SP0_c.t1
OG0002361	jg6384	CP2_g48420_DN2_SP0_c.t1
OG0002361	jg4922	CP11_g32837_DN3_SP0_c.t1
OG0002362	jg23491	CP2_g47812_DN3_SP8_c.t1
OG0002362	jg4813	CP11_g32938_DN3_SP6_c.t1
OG0002363	jg4716	CP11_g33024_DN3_SP7_c.t1
OG0002364	jg6207	CP2_g48286_DN3_SP8_c.t1
OG0002364	jg4703	CP11_g33037_DN3_SP8_c.t1
OG0002365	jg14358, jg4634	CP11_g33099_DN3_SP0_c.t1, CP11_g33095_DN3_SP0_c.t1
OG0002366	jg18901	CP4_g24987_DN3_SP0_c.t1
OG0002366	jg7871	CP11_g32010_DN3_SP0_c.t1
OG0002367	jg17919, jg17920	CP4_g25827_DN3_SP0_c.t1
OG0002368	jg28850	CP1_g36559_DN3_SP8_c.t1
OG0002368	jg18315	CP4_g25519_DN3_SP8_c.t1
OG0002369	jg20843	CP13_g20249_DN3_SP8_c.t1
OG0002369	jg28741	CP1_g36655_DN3_SP4_c.t1
OG0002370	jg20809	CP13_g20226_DN3_SP8_c.t1
OG0002370	jg28734	CP1_g36662_DN3_SP8_c.t1
OG0002371	jg28696	CP1_g36697_DN3_SP0_c.t1
OG0002371	jg20772	CP13_g20187_DN3_SP0_c.t1
OG0002374	jg11078	CP6_g7272_DN2_SP0_c.t1
OG0002375	jg13162	CP13_g19495_DN3_SP8_c.t1
OG0002375	jg13163	CP13_g19493_DN3_SP0_c.t1
OG0002376	jg23050	CP2_g48205_DN3_SP2_c.t1
OG0002378	jg6036	CP8_g54171_DN3_SP6_c.t1
OG0002379	jg14470	CP3_g14720_DN3_SP8_c.t1
OG0002380	jg9255	CP5_g850_DN3_SP8_c.t1, CP5_g849_DN3_SP1_c.t1
OG0002381	jg22370	CP8_g53518_DN3_SP8_c.t1
OG0002381	jg9779	CP19_g17966_DN3_SP7_c.t1, CP5_g1969_DN3_SP0_c.t1
OG0002382	jg22287	CP8_g53431_DN3_SP8_c.t1
OG0002382	jg9731	CP5_g1289_DN3_SP2_c.t1
OG0002383	jg9706	CP5_g1267_DN3_SP7_c.t1
OG0002383	jg22207	CP8_g53395_DN3_SP7_c.t1
OG0002385	jg4357	CP11_g33302_DN3_SP0_c.t1
OG0002386	jg24996	CP10_g43021_DN3_SP0_c.t1
OG0002386	jg4215	CP11_g33427_DN3_SP0_c.t1
OG0002387	jg4155	CP11_g33487_DN3_SP8_c.t1
OG0002387	jg24955	CP10_g42982_DN3_SP0_c.t1
OG0002388	jg424	CP13_g19102_DN3_SP0_c.t1
OG0002390	jg30738	CP7_g45593_DN3_SP4_c.t1
OG0002391	jg3399	CP9_g29374_DN3_SP0_c.t1
OG0002391	jg30708	CP7_g45619_DN3_SP0_c.t1
OG0002392	jg3287	CP9_g29270_DN3_SP8_c.t1
OG0002392	jg30595	CP7_g45710_DN3_SP8_c.t1, CP23_g21375_DN2_SP0_c.t1
OG0002393	jg27888	CP10_g43788_DN3_SP5_c.t1
OG0002394	jg8726	CP5_g401_DN3_SP8_c.t1
OG0002394	jg27928	CP10_g43727_DN3_SP8_c.t1
OG0002395	jg25274	CP10_g43263_DN3_SP1_c.t1
OG0002396	jg25370	CP10_g43339_DN3_SP8_c.t1
OG0002396	jg33670	CP7_g46358_DN3_SP7_c.t1
OG0002397	jg25402	CP10_g43364_DN3_SP7_c.t1
OG0002397	jg33654	CP7_g46341_DN3_SP7_c.t1
OG0002398	jg25522	CP7_g46244_DN3_SP8_c.t1
OG0002399	jg27675	CP10_g43980_DN3_SP0_c.t1
OG0002399	jg8901	CP5_g555_DN3_SP0_c.t1
OG0002400	jg33503, jg33502	CP10_g43814_DN3_SP0_c.t1
OG0002400	jg33504	CP7_g46220_DN3_SP0_c.t1
OG0002401	jg18756	CP4_g25121_DN3_SP8_c.t1
OG0002401	jg15199	CP3_g14086_DN3_SP8_c.t1
OG0002402	jg11651	CP6_g9462_DN3_SP2_c.t1
OG0002402	jg26880	CP12_g30934_DN3_SP1_c.t1, CP12_g30940_DN3_SP0_c.t1, CP12_g30959_DN3_SP0_c.t1
OG0002403	jg11595	CP6_g8609_DN3_SP0_c.t1
OG0002404	jg11479	CP6_g7754_DN3_SP1_c.t1
OG0002404	jg26723	CP12_g30813_DN3_SP6_c.t1
OG0002405	jg11390	CP6_g7587_DN3_SP8_c.t1
OG0002406	jg11288	CP6_g7456_DN3_SP8_c.t1
OG0002407	jg11248	CP6_g7423_DN3_SP7_c.t1
OG0002407	jg26473	CP12_g30609_DN3_SP6_c.t1
OG0002408	jg2967	CP9_g28957_DN2_SP0_c.t1
OG0002409	jg3011	CP9_g29005_DN3_SP8_c.t1
OG0002409	jg30327	CP7_g45949_DN3_SP8_c.t1
