Orthogroup	Arabidopsis_arenosa	Brassica_rapa
OG0000684	jg15902	XP_009116559.1, XP_009104171.1
OG0000685	jg24063	XP_009118068.1, XP_009118287.1, XP_033132790.1, XP_009134673.1
OG0000685	jg22144	XP_009119920.1
OG0000686	jg31035	XP_009103118.1
OG0000686	jg31036, jg32202	XP_009103117.1
OG0000687	jg32585	XP_009123045.1
OG0000687	jg26936, jg26935	XP_033141254.1
OG0000687	jg7800, jg7801	XP_009114486.1
OG0000689	jg13883, jg11719, jg32285	XP_033129355.1
OG0000690	jg9057	XP_009123591.1, XP_009138177.2
OG0000691	jg5409	XP_009121540.1
OG0000691	jg5411	XP_009126071.1, XP_009121539.1
OG0000691	jg24052	NP_001288811.1, XP_009134666.2
OG0000693	jg15323, jg18223, jg11941	XP_009132800.2, XP_033147703.1, XP_033147704.1, XP_009132808.2, XP_009141156.2, XP_009141153.1
OG0000694	jg18323, jg18324, jg18325	XP_009141247.1
OG0000694	jg11191, jg11192	XP_018509172.1
OG0000695	jg10990	XP_033133222.1, XP_009146162.2, XP_009136779.1
OG0000695	jg19905	XP_009104091.1, XP_009133709.1
OG0000696	jg14771	XP_033128835.1
OG0000696	jg9671	XP_009143909.2, XP_009143901.1
OG0000697	jg7014, jg22948	XP_033140223.1, XP_009126623.1, XP_009121323.1
OG0000699	jg16630	XP_033134424.1
OG0000700	jg33255	XP_033132413.1, XP_009147781.1
OG0000700	jg33205	XP_009147811.2, XP_009147833.2
OG0000701	jg24650, jg22155, jg22181	XP_009147327.1
OG0000701	jg12639	XP_033145682.1
OG0000702	jg19469	XP_009142777.2
OG0000702	jg15757	XP_009139032.1, XP_033135962.1
OG0000703	jg19220	XP_018514175.1, XP_009143275.2
OG0000703	jg18797	XP_009133390.1, XP_009143274.2
OG0000703	jg15530	XP_009139140.2
OG0000704	jg6629	XP_009129876.1, XP_009151189.1
OG0000705	jg19236	XP_009133397.1
OG0000705	jg24843	XP_009135066.2, XP_009146942.1, XP_009123454.1
OG0000706	jg20091	XP_009142458.1
OG0000706	jg8090	XP_009128516.1, XP_009111378.1
OG0000706	jg28523	XP_009118787.1
OG0000707	jg19759	XP_009142992.1, XP_009142247.2, XP_018513612.1
OG0000707	jg12915	XP_009114246.1, XP_009107124.1, XP_009101359.2
OG0000708	jg25698	XP_009114776.1
OG0000708	jg25697, jg25696	XP_009135484.1
OG0000708	jg25701	XP_009146085.3
OG0000709	jg21001	XP_033147039.1, XP_033130656.1
OG0000710	jg16811	XP_009117277.1, XP_009108129.2
OG0000710	jg17059, jg17057	XP_018512762.2, XP_009137861.1, XP_033143733.1
OG0000711	jg1561, jg1739	XP_033136342.1, XP_009117177.1
OG0000714	jg17744, jg17748, jg17745, jg17749, jg17782	XP_033130614.1, XP_018513869.1, XP_033145148.1, XP_033145155.1, XP_033134889.1, XP_009102820.2
OG0000715	jg14776	XP_009151976.1
OG0000716	jg25329	XP_009135307.1
OG0000716	jg22529	XP_033144542.1
OG0000717	jg29905	XP_009117913.2, XP_009110550.1, XP_009148716.1
OG0000717	jg2566	XP_009105641.2, XP_009127758.2, XP_009104985.1
OG0000718	jg13303	XP_009152073.2
OG0000718	jg13300, jg13301, jg13302	XP_009152074.1
OG0000719	jg21878	XP_009106994.2, XP_009132572.1, XP_009127263.1
OG0000719	jg21876	XP_033140657.1, XP_033144093.1
OG0000720	jg16341, jg28245, jg14836	XP_033148261.1, XP_009116934.2, XP_009116937.2, XP_009138719.2
OG0000722	jg10860, jg10861	XP_009130760.1
OG0000722	jg24003, jg23997	XP_018509918.1
OG0000723	jg13042	XP_018511993.1
OG0000723	jg13041, jg13040	XP_009101264.1, XP_009129159.1, XP_033141019.1
OG0000724	jg1966	XP_009111137.3, XP_009119352.2
OG0000727	jg32201	XP_033131648.1, XP_033131833.1
OG0000728	jg5587	XP_009131598.1
OG0000728	jg24190	XP_009130368.1, XP_009130369.1
OG0000729	jg14774	XP_009149742.2, XP_009150151.1, XP_009151947.1
OG0000730	jg18280	XP_009144015.1
OG0000730	jg30083	XP_009149028.1
OG0000731	jg31508, jg31511	XP_033137235.1
OG0000732	jg6398, jg6397	XP_009129973.1
OG0000733	jg4130	XP_009122664.2
OG0000734	jg14522	XP_009127296.1, XP_033146319.1, XP_009107343.1, XP_009132599.1
OG0000735	jg20854, jg22914, jg6107	XP_033142418.1
OG0000735	jg6105	XP_033141998.1, XP_033142422.1, XP_009141321.1, XP_009126873.1
OG0000736	jg22863	XP_009132605.1, XP_009126703.1, XP_009126702.1
OG0000736	jg22865	XP_009132002.1
OG0000737	jg7958	XP_009111273.1, XP_009134424.1
OG0000738	jg4113	XP_009122681.1
OG0000738	jg18782	XP_009141596.2
OG0000739	jg13784, jg3684	XP_009137118.2
OG0000740	jg3506	XP_009106540.1, XP_009128290.1, XP_009104576.2
OG0000740	jg32168	XP_009145139.1
OG0000740	jg7215	XP_009114721.1
OG0000741	jg3081	XP_009128039.2, XP_009104770.1, XP_009106087.1
OG0000742	jg33386	XP_009147714.2
OG0000742	jg33382	XP_009107153.2, XP_009107154.2
OG0000744	jg16180	XP_009138780.1
OG0000745	jg9487	XP_009128647.1, XP_009137849.2
OG0000745	jg9833	XP_009109183.1, XP_009142114.1
OG0000746	jg19791, jg19790	XP_009142260.1
OG0000746	jg20857	XP_009143019.1
OG0000747	jg28587	XP_033134973.1, XP_009119613.2, XP_009111184.1
OG0000748	jg991, jg972, jg971, jg973, jg974	XP_033138716.1, XP_009120122.2, XP_009121285.1, XP_018513207.2
OG0000749	jg21536, jg11386, jg11583, jg11459, jg11374	XP_018513688.2, XP_009117317.1
OG0000751	jg808, jg32895	XP_009125280.3, XP_009125062.1
OG0000751	jg809	XP_009125561.1, XP_009125384.2
OG0000753	jg5680	XP_033140067.1
OG0000753	jg5681	XP_018510268.2
OG0000753	jg9686	XP_009137385.1
OG0000761	jg13905	XP_009123209.1
OG0000761	jg14743	XP_009151778.1, XP_009149762.1
OG0000763	jg5151, jg5150	XP_009131333.1, XP_033130907.1, XP_009121768.1
OG0000764	jg16653	XP_009112544.1, XP_009140337.2
OG0000764	jg4847	XP_009125321.1
OG0000764	jg8480	XP_009127742.1
OG0000765	jg11066, jg12670, jg12694, jg18146, jg6336	XP_033137120.1, XP_033145125.1
OG0000766	jg6087	XP_009131883.1
OG0000767	jg4512	XP_009130972.1, XP_009130969.2, XP_009122307.1
OG0000768	jg4188	XP_033145076.1
OG0000769	jg3768	XP_009138908.1
OG0000769	jg13948	XP_009139828.1
OG0000770	jg3257	XP_009106252.1
OG0000770	jg8314	XP_009149511.1, XP_033131956.1
OG0000771	jg23719	XP_009112328.1, XP_009103493.2
OG0000772	jg2184	XP_033140234.1
OG0000772	jg12325	XP_009139770.1
OG0000774	jg9824	XP_009137585.1, XP_009142147.2, XP_009109180.2
OG0000775	jg30587	XP_009110225.1
OG0000775	jg30585	XP_009103340.1, XP_009149529.2
OG0000776	jg30654, jg30655, jg30653	XP_009149591.2, XP_009110195.1, XP_009103305.2
OG0000777	jg23965, jg23966	XP_033147379.1, XP_009142846.1
OG0000781	jg17906	XP_033145137.1, XP_033145138.1, XP_009124394.1, XP_009144398.2
OG0000782	jg11370	XP_033132232.1, XP_009139544.2
OG0000782	jg26624, jg28889	XP_009111051.1
OG0000783	jg21117, jg18394	XP_009133160.2
OG0000784	jg18476	XP_033133447.1, XP_033147677.1
OG0000784	jg31345	XP_009109746.1, XP_009109745.1
OG0000785	jg6136	XP_009137065.2
OG0000787	jg22572	XP_009132166.1, XP_009126921.1
OG0000787	jg15206	XP_009148743.1
OG0000788	jg9051	XP_009108808.1, XP_009123518.1
OG0000788	jg4219	XP_009122572.1
OG0000789	jg18918, jg15310	XP_033137111.1, XP_009103881.1
OG0000789	jg3980	XP_009141676.1
OG0000790	jg31209	XP_033132851.1, XP_009103050.1, XP_009109858.1
OG0000791	jg30302, jg17000, jg16985	XP_033130666.1, XP_009149232.2, XP_033128108.1, XP_033139385.1, XP_033128107.1, XP_033128110.1, XP_033139387.1, XP_033128111.1, XP_033139386.1
OG0000793	jg25511	XP_009135413.1, XP_009146304.2
OG0000793	jg33536	XP_009106983.1
OG0000793	jg19576	XP_009142853.1, XP_009142075.2
OG0000794	jg13621	XP_009151865.1, XP_033140743.1, XP_009111599.1
OG0000795	jg13678	XP_009110049.1
OG0000796	jg13243	XP_009152111.1
OG0000796	jg31164	XP_009103071.2, XP_009109883.2
OG0000797	jg14496	XP_009149942.1
OG0000797	jg14497	XP_009149938.1
OG0000798	jg7453	XP_018513835.1, XP_033134267.1
OG0000799	jg33360	XP_009147726.1
OG0000799	jg33356	XP_009144872.2
OG0000800	jg11720	XP_009136736.1, XP_009107874.1
OG0000801	jg16333	XP_033131562.1, XP_009115870.1
OG0000801	jg28582	XP_009118750.1
OG0000801	jg8009	XP_009102816.1, XP_033140189.1
OG0000802	jg657, jg661, jg15467, jg15468	XP_009112627.1, XP_009116225.1
OG0000802	jg27921	XP_033129571.1, XP_009124575.3
OG0000803	jg19730	XP_009133636.1, XP_009133642.2, XP_009133637.2, XP_033142578.1, XP_009142974.1
OG0000803	jg19731	XP_009142972.2
OG0000804	jg24849	XP_009135064.1, XP_009123416.1
OG0000804	jg2071, jg2077, jg2075	XP_033147919.1, XP_033147918.1
OG0000805	jg25201	XP_018514801.1, XP_033148411.1
OG0000805	jg25197	XP_033148417.1
OG0000808	jg17636, jg22014, jg22010, jg22012	XP_033140517.1, XP_033140515.1, XP_033141015.1, XP_033141014.1, XP_033140516.1, XP_033140519.1, XP_033140518.1
OG0000812	jg21716, jg14675	XP_009127353.1, XP_009134065.1, XP_009138633.1, XP_009137482.1, XP_009149807.1
OG0000813	jg1251, jg1262	XP_009105113.1
OG0000813	jg2042, jg2041	XP_033134425.1
OG0000814	jg14945	XP_018512813.2
OG0000815	jg23203	XP_018512024.2
OG0000816	jg33661	XP_009106912.1, XP_009107080.1
OG0000817	jg4336	XP_009122178.1
OG0000817	jg28110, jg28109, jg25078, jg25077, jg25076	XP_009122269.1
OG0000818	jg16714, jg3860	XP_009125403.1
OG0000818	jg3861	XP_009130647.1
OG0000818	jg3859	XP_009130644.2, XP_009132188.2
OG0000819	jg18768	XP_009141579.2
OG0000820	jg13313	XP_009121612.1, XP_009129558.1
OG0000820	jg13314	XP_009121600.1
OG0000820	jg13311, jg13310	XP_009152068.2, XP_009129559.1
OG0000822	jg10949, jg18704	XP_009108318.1
OG0000824	jg26166	XP_009145670.1
OG0000824	jg26167	XP_009136050.2
OG0000825	jg25817, jg25816, jg25818	XP_009136030.1, XP_033147539.1
OG0000826	jg29013	XP_033136486.1, XP_033136487.1, XP_033136490.1, XP_009118490.2, XP_009118492.2, XP_009119044.1, XP_009119046.3
OG0000827	jg1163	XP_009102827.1, XP_009113325.1
OG0000827	jg29371	XP_009118289.1
OG0000827	jg18184	XP_033146282.1, XP_009148563.2
OG0000828	jg31093	XP_009110029.1, XP_009103102.1, XP_009115386.2
OG0000828	jg2524	XP_009105486.1
OG0000829	jg1828, jg1830, jg1823, jg1707	XP_033141064.1, XP_033140833.1, XP_033144908.1, XP_018512093.1
OG0000831	jg15917	XP_009104006.1
OG0000832	jg17854	XP_009103712.1, XP_009140939.2
OG0000832	jg22860	XP_009132004.1
OG0000834	jg8095	XP_009128510.1
OG0000834	jg28521	XP_009119665.2, XP_009118788.1
OG0000836	jg6084, jg6489, jg6488	XP_009151113.1
OG0000837	jg2132, jg2130, jg6025, jg6019, jg5565, jg6017, jg6021	XP_033141978.1, XP_009121341.1
OG0000839	jg4020	XP_009122746.1, XP_009130738.1
OG0000839	jg24889	XP_009146912.2, XP_009135047.2, XP_033146973.1
OG0000841	jg21626	XP_009113087.3, XP_033136312.1
OG0000842	jg33085	XP_009147877.2
OG0000842	jg33086	XP_009107277.1, XP_009147878.2
OG0000842	jg33087	XP_009145106.2, XP_009147879.1
OG0000843	jg20075	XP_009142437.1, XP_009142614.1
OG0000843	jg8149	XP_009111393.1
OG0000844	jg15605	XP_009139107.1, XP_009116338.1
OG0000845	jg7391	XP_009128711.1, XP_009113614.1
OG0000845	jg12014, jg31966, jg31967	XP_009123738.1, XP_009123894.1
OG0000846	jg6538, jg6537	XP_009151135.1
OG0000849	jg1210, jg27366, jg21149, jg21153, jg21156, jg21143, jg21157, jg21164, jg21163, jg6948, jg32080	XP_033142624.1
OG0000850	jg849, jg850, jg852	XP_009138198.1
OG0000851	jg8416	XP_009101870.1
OG0000851	jg16766	XP_009108130.2, XP_009117295.1
OG0000851	jg8415	XP_009101871.1
OG0000852	jg5732	XP_009131699.1
OG0000852	jg7670	XP_018509769.2
OG0000857	jg14283	XP_033148476.1, XP_033148477.1, XP_033146919.1
OG0000857	jg1750, jg4951	XP_009123269.2, XP_033131367.1, XP_033138531.1, XP_009112272.2
OG0000858	jg3200	XP_033140186.1, XP_033140187.1
OG0000858	jg20963	XP_009123705.1, XP_009101818.1
OG0000859	jg22173	XP_009127122.1
OG0000859	jg5919, jg5905	XP_009120809.1
OG0000860	jg6134	XP_009120616.2
OG0000861	jg23019	XP_009126582.2, XP_009120613.1
OG0000861	jg14269	XP_009150093.1, XP_009149905.2
OG0000861	jg14268	XP_009107824.2, XP_033128496.1
OG0000863	jg3643	XP_009128369.1, XP_009104523.2
OG0000863	jg25235	XP_009135249.2, XP_009124670.2, XP_009146585.2
OG0000864	jg11179	XP_033145375.1, XP_009140401.2
OG0000865	jg14346	XP_033128494.1
OG0000865	jg14343, jg14340	XP_018509501.1, XP_009127608.2
OG0000867	jg20328	XP_009114287.2, XP_009101440.1, XP_009128949.1
OG0000867	jg10866	XP_009136852.1, XP_009108330.1, XP_009130695.1
OG0000868	jg14879	XP_009136538.1, XP_009115692.1
OG0000868	jg14882	XP_009128936.1
OG0000870	jg15594	XP_009103992.1, XP_009139111.1, XP_009116322.1
OG0000870	jg2066	XP_009130832.1, XP_009125574.1, XP_009146823.1
OG0000871	jg18903, jg18906	XP_009143485.1, XP_009133182.1, XP_009141669.1
OG0000871	jg15302	XP_009103879.1, XP_009116062.1
OG0000872	jg19800	XP_009143030.1, XP_009142262.2
OG0000874	jg29813, jg29812	XP_009117993.1
OG0000874	jg29814	XP_009110579.1
OG0000876	jg835, jg834	XP_033133841.1, XP_033131949.1
OG0000877	jg27672	XP_009112500.1
OG0000882	jg29640	XP_033128943.1
OG0000882	jg31753, jg18695	XP_009102663.1
OG0000884	jg22307	XP_009132420.2, XP_033141758.1, XP_009150988.2, XP_009105611.2
OG0000886	jg20122	XP_009117309.1
OG0000889	jg10403	XP_009134988.2
OG0000890	jg5682	XP_009131657.1, XP_009125004.1, XP_009124006.2, XP_009134755.1, XP_009120979.2
OG0000893	jg4972	XP_009131201.1
OG0000893	jg4967, jg4971	XP_009121957.1
OG0000894	jg16754	XP_009101566.2
OG0000894	jg14863	XP_009115685.1
OG0000895	jg1701	XP_033139182.1
OG0000895	jg21290, jg27698	XP_033136396.1
OG0000897	jg4451, jg4440	XP_009122271.2, XP_009130948.2, XP_009125652.2
OG0000897	jg25143	XP_009146672.2, XP_009135191.1, XP_009121086.2
OG0000898	jg4293	XP_009122147.1, XP_009130880.1
OG0000898	jg25029	XP_009146798.2, XP_009122586.1
OG0000899	jg3547	XP_009128305.1
OG0000899	jg3549	XP_009106586.1
OG0000899	jg3548	XP_009106581.1
OG0000900	jg33626	XP_033131049.1, XP_033131859.1
OG0000901	jg15536, jg15518	XP_009134750.2, XP_009102101.1, XP_033146837.1
OG0000902	jg19422, jg19423	XP_033130553.1
OG0000903	jg9507, jg9508	XP_009128910.1, XP_033144108.1, XP_009109045.1
OG0000903	jg9509	XP_009137842.1, XP_009109046.1
OG0000904	jg26050	XP_009112131.1, XP_009135617.1, XP_009145825.1
OG0000904	jg33079	XP_009107272.1, XP_009147873.1, XP_009145104.2
OG0000906	jg10087, jg10089	XP_009137409.1
OG0000906	jg10086	XP_033143750.1, XP_009137605.1
OG0000907	jg23903	XP_009134576.1, XP_009124050.1
OG0000907	jg23902	XP_033134893.1, XP_033129641.1
OG0000907	jg19776	XP_009142253.1
OG0000908	jg15877	XP_009104146.1, XP_009116529.1, XP_009138958.1
OG0000908	jg19566	XP_009142847.1, XP_009142071.1, XP_009133540.2
OG0000910	jg19081	XP_009133323.1
OG0000910	jg12157	XP_009144401.1
OG0000911	jg8403	XP_009114168.1
OG0000911	jg16590	XP_033137141.1, XP_033145418.1
OG0000912	jg24471	XP_009124870.1, XP_009134833.1
OG0000912	jg6610	XP_009111741.1, XP_009151179.1
OG0000913	jg24070	XP_009134679.1, XP_009147332.1
OG0000914	jg8126	XP_009134508.1, XP_009111416.2, XP_009128506.1
OG0000914	jg28485, jg28488	XP_009119690.1
OG0000915	jg28517, jg20266, jg8160	XP_009111386.1, XP_033142124.1
OG0000916	jg29783	XP_009110595.1, XP_033134916.1
OG0000917	jg10330	XP_009135576.1
OG0000917	jg30806	XP_009103237.1, XP_009110138.1
OG0000917	jg30805	XP_009145341.1
OG0000920	jg10479	XP_009134178.1
OG0000920	jg13278	XP_033140082.1, XP_009120646.1, XP_009120752.1, XP_033129707.1, XP_033138612.1
OG0000922	jg26816, jg26817, jg26815, jg5135	XP_009121788.1
OG0000923	jg14598	XP_009149857.2, XP_033132775.1, XP_009150212.1
OG0000923	jg23222	XP_009112096.3, XP_033136799.1, XP_009130227.2, XP_009151387.1
OG0000924	jg11516	XP_009139627.1, XP_009103139.1
OG0000924	jg5442	XP_009121507.1, XP_009131529.1
OG0000925	jg6373	XP_009111649.1, XP_033140466.1, XP_009151025.1, XP_009151026.1
OG0000925	jg4905	XP_009131181.1
OG0000927	jg17992	XP_009133842.1
OG0000927	jg4331	XP_009122172.1, XP_009130894.2
OG0000928	jg18107	XP_009141087.1, XP_009132747.1
OG0000928	jg29024	XP_009119033.1
OG0000929	jg18121, jg29018	XP_009119040.1, XP_009118488.1
OG0000929	jg18122	XP_009144276.2, XP_009132750.2, XP_009141095.2
OG0000930	jg6089	XP_033141983.1, XP_009131884.1, XP_033143798.1
OG0000930	jg6088, jg6092, jg7080	XP_009120641.1
OG0000931	jg14428	XP_009120438.1
OG0000931	jg15476	XP_009103953.1, XP_009139171.2
OG0000931	jg22862	XP_009126704.1
OG0000932	jg9631	XP_009137757.1, XP_009144153.1
OG0000933	jg23682	XP_009124333.1
OG0000933	jg22659	XP_009126830.1
OG0000934	jg9875, jg9874	XP_033148013.1
OG0000934	jg22621	XP_009120250.1
OG0000935	jg22372, jg12274, jg22376, jg12263	XP_009132385.1, XP_009126999.1, XP_033139645.1, XP_009120056.2, XP_009120052.1
OG0000936	jg8767	XP_033133066.1
OG0000937	jg7117	XP_033144754.1, XP_033144123.1
OG0000939	jg32270	XP_009107911.1
OG0000939	jg30781	XP_033130846.1, XP_033134135.1, XP_033137049.1
OG0000940	jg9651	XP_009108672.1, XP_009144038.1
OG0000942	jg9189	XP_009126364.1
OG0000943	jg14891	XP_009102495.1
OG0000943	jg14890	XP_009115699.1, XP_009101733.1
OG0000944	jg14820	XP_009152196.1
OG0000944	jg14885	XP_009115694.1
OG0000947	jg20203	XP_033146189.1, XP_009142495.1
OG0000947	jg16365	XP_033135541.1, XP_033131242.1, XP_009138699.1
OG0000948	jg15726, jg15655	XP_009104047.1
OG0000948	jg15729, jg15652	XP_009116431.1, XP_009117182.2, XP_009116429.1
OG0000949	jg19166	XP_009133367.1, XP_009143312.1, XP_009141813.2
OG0000950	jg24621	XP_009146474.1
OG0000951	jg8755	XP_009150005.2, XP_009109264.2
OG0000951	jg27085, jg11955	XP_009136177.2, XP_009148490.2
OG0000952	jg29316	XP_009127680.1
OG0000952	jg29314	XP_009118318.1
OG0000954	jg24176	XP_033134193.1
OG0000954	jg24255	XP_009134748.1
OG0000955	jg29845, jg6616, jg6617	XP_009148668.1, XP_033128179.1, XP_033134915.1, XP_009118029.1, XP_018510377.2, XP_009117974.1, XP_018510527.2
OG0000956	jg2623	XP_009105689.1
OG0000956	jg9527	XP_033141367.1, XP_009109056.2
OG0000956	jg2619	XP_009105688.1, XP_009127773.2
OG0000957	jg8434	XP_009126030.2, XP_009126140.1
OG0000957	jg8435	XP_009109459.1
OG0000958	jg31132	XP_033133684.1
OG0000962	jg13195	XP_009114128.1, XP_009129062.1, XP_009152137.1
OG0000963	jg5307	XP_009131425.1, XP_009121628.1
OG0000963	jg27785, jg27786	XP_009136339.1, XP_009121194.1
OG0000964	jg18250, jg18234	XP_033147681.1, XP_033147658.1, XP_033145498.1, XP_033145503.1, XP_033145501.1, XP_033145622.1
OG0000965	jg9904	XP_009109199.3, XP_009139370.1, XP_009137547.1
OG0000965	jg21942	XP_033138774.1, XP_009127237.1
OG0000966	jg14722	XP_009151668.1, XP_009149775.1, NP_001288976.1
OG0000966	jg6239	XP_009141778.1
OG0000967	jg6431, jg6432	XP_009151073.1, XP_009129961.1, XP_018510844.2, XP_033146797.1, XP_009135555.1
OG0000968	jg22954	XP_033140224.1
OG0000969	jg22750	XP_009126754.1, XP_009132056.1
OG0000969	jg4288	XP_009130879.1
OG0000971	jg20467	XP_009114384.1
OG0000971	jg20468	XP_009128838.1
OG0000972	jg33244	XP_033133379.1
OG0000973	jg20329	XP_009136853.1, XP_009101441.1, XP_009128948.1, XP_009114288.1
OG0000974	jg24768	XP_033147832.1, XP_009135023.1
OG0000974	jg25061	XP_033147831.1, XP_009122366.2, XP_033142262.1
OG0000975	jg18954	XP_009133215.1
OG0000975	jg15332	XP_009139278.2, XP_009103887.1, XP_009116086.2
OG0000976	jg21892	XP_009132553.1, XP_009127254.1
OG0000976	jg21043	XP_009114054.1
OG0000977	jg27911, jg32741	XP_033137649.1, XP_009119798.2
OG0000977	jg28120	XP_009103387.1
OG0000978	jg8883	XP_009108713.1, XP_009138316.1, XP_009110285.2, NP_001288829.1, XP_009124201.2, XP_009134791.1
OG0000979	jg32295	XP_033148783.1, XP_033148480.1, XP_033148481.1
OG0000980	jg13817, jg13821	XP_009151767.2, XP_009104951.1, XP_009105715.2, XP_009105716.1, XP_009105714.1
OG0000982	jg29726	XP_033135600.1, XP_009116210.1
OG0000982	jg30885, jg30887, jg30883	XP_009110777.1
OG0000983	jg24075	XP_018510531.1, XP_009147338.1, XP_009134685.2
OG0000984	jg24028	XP_009117866.1, XP_009147367.1, XP_009134656.1
OG0000985	jg17572	XP_009133914.1
OG0000985	jg26246	XP_009145591.2, XP_033131295.1, XP_033143641.1
OG0000986	jg18215	XP_018514214.1, XP_009132793.1
OG0000987	jg21929	XP_009127248.1
OG0000987	jg9907	XP_009106793.1
OG0000988	jg9820	XP_009142201.1
OG0000989	jg19447	XP_018514895.1, XP_009133502.1
OG0000989	jg24967	XP_009135103.1
OG0000990	jg31667, jg31666	XP_033132210.1
OG0000990	jg23062	XP_009130300.3
OG0000992	jg4502	XP_009122299.1
OG0000992	jg4503	XP_009125663.1
OG0000993	jg24865	XP_018511645.1, XP_009146932.1, XP_009135054.1
OG0000994	jg30070	XP_009149011.1, XP_009117804.1
OG0000994	jg3703	XP_009106732.1, XP_009128404.2, XP_009104472.1
OG0000995	jg2389	XP_009105372.1
OG0000996	jg14361, jg14352	XP_033128846.1
OG0000997	jg27873	XP_033131362.1
OG0000997	jg31165	XP_009115330.1
OG0000998	jg27913	XP_033131373.1
OG0000998	jg8744	XP_009138393.1, XP_009109260.1
OG0000999	jg33744	XP_033132562.1
OG0000999	jg16757	XP_009145105.1
OG0001001	jg18775	XP_009133081.1, XP_009143588.1, XP_033146123.1
OG0001001	jg15216	XP_009115989.2, XP_009125239.2, XP_009148749.1
OG0001002	jg26538	XP_009145244.1, XP_009108423.1
OG0001002	jg11306	XP_033128319.1, XP_018513016.2
OG0001003	jg12251	XP_009140163.1, XP_009139751.1
OG0001003	jg12252	XP_009140165.3, XP_009140164.3
OG0001004	jg21379	XP_009130021.2, XP_033140557.1, XP_009129723.1, XP_009129726.2, XP_009151642.3, XP_033134892.1, XP_009111837.2
OG0001005	jg20391	XP_009114333.1, XP_009101497.1
OG0001005	jg10819	XP_009131146.1, XP_009136883.1, XP_009108346.1
OG0001007	jg10452	XP_009108507.1, XP_033138209.1, XP_009134478.1
OG0001007	jg7798	XP_033142081.1, XP_009114487.1
OG0001009	jg15482	XP_009139167.2
OG0001009	jg19184	XP_009143300.1
OG0001010	jg9502	XP_009109044.1, XP_009137845.1, XP_009128846.1
OG0001010	jg28171	XP_009117521.2, XP_009102137.1, XP_009112628.1
OG0001011	jg6567	XP_033129761.1, XP_018512095.1, XP_033136548.1
OG0001011	jg24510	XP_033134240.1, XP_033147700.1, XP_033142910.1, XP_033148217.1
OG0001012	jg9678	XP_009143803.1, XP_009137684.1
OG0001012	jg22197, jg22194	XP_009119949.2, XP_009132452.1
OG0001013	jg5751	XP_009131718.1, XP_009120927.2
OG0001013	jg24551	XP_009129652.1, XP_009134877.1
OG0001014	jg11181	XP_009136688.1, XP_009147404.1
OG0001014	jg13858	XP_009134370.1
OG0001015	jg28192, jg28191	XP_018511278.2, XP_033134716.1
OG0001015	jg28193	XP_033130568.1, XP_033130573.1, XP_009102127.1
OG0001016	jg29281, jg29280	XP_009148172.1, XP_009110842.1
OG0001016	jg1418	XP_033130455.1
OG0001017	jg30879	XP_009115558.1, XP_009103190.1
OG0001017	jg355	XP_009105745.1, XP_009127825.1
OG0001018	jg8829	XP_009108624.1
OG0001018	jg8830	XP_033132947.1
OG0001019	jg20005	XP_009144072.1
OG0001021	jg23687	XP_033146059.1
OG0001021	jg23686, jg28250	XP_009137615.2, XP_009109960.1
OG0001021	jg23685	XP_009103814.2
OG0001023	jg14090	XP_033143634.1
OG0001030	jg17463	XP_033141076.1, XP_033131942.1
OG0001031	jg5285	XP_009121653.1, XP_033140944.1
OG0001031	jg5363	XP_033130223.1
OG0001032	jg4939	XP_009131193.1, XP_009121994.1, XP_033140349.1
OG0001032	jg6401	XP_033128074.1
OG0001033	jg18055, jg18056	XP_009144324.2
OG0001033	jg18054	XP_009132715.2, XP_009144325.3
OG0001034	jg18303	XP_033147675.1, XP_009133158.1
OG0001034	jg28862	XP_009111056.1, XP_009118602.2, XP_009118601.1
OG0001035	jg16555, jg16556	XP_009117406.1, XP_033142544.1, XP_009101859.2, XP_009101857.2, XP_009109461.2
OG0001036	jg32216, jg14342, jg31539	XP_033134354.1
OG0001037	jg16701	XP_009140380.1
OG0001037	jg18635	XP_009143694.1
OG0001038	jg13660	XP_033140773.1, XP_018511998.2, XP_009111607.2
OG0001038	jg13663	XP_009151843.1
OG0001039	jg6268	XP_009141944.1, XP_009139532.2, XP_009130083.1
OG0001040	jg22483, jg16642	XP_009127564.1
OG0001041	jg22496, jg22502, jg22503	XP_033139824.1
OG0001042	jg14312, jg14711	XP_009151567.1, XP_009149790.3
OG0001042	jg21750	XP_009132682.1
OG0001043	jg4997	XP_009120109.1
OG0001043	jg3977, jg3978	XP_009130864.1
OG0001044	jg24985	XP_018514567.1
OG0001044	jg4189	XP_009130819.1, XP_033138098.1, XP_033140883.1
OG0001045	jg3419	XP_009106410.1, XP_009128231.1
OG0001045	jg30729	XP_009103284.1, XP_009149696.1, XP_009110169.1
OG0001046	jg30646	XP_009149582.1, XP_009103312.1, XP_033132215.1
OG0001046	jg3321	XP_009104665.2, XP_009128186.1
OG0001047	jg30524	XP_009149494.2, XP_009103369.1, XP_033133412.1
OG0001047	jg3232	XP_009106230.1, XP_009104697.1
OG0001048	jg19588	XP_033131038.1, XP_033131039.1, XP_033131650.1
OG0001049	jg33612	XP_009123647.1, XP_009147579.1
OG0001049	jg26701	XP_009135375.1
OG0001050	jg17156	XP_018508296.1, XP_033143097.1, XP_009144664.1
OG0001051	jg21656, jg21659	XP_009132432.1
OG0001052	jg20491	XP_009114385.1, XP_009101556.2, XP_009128814.1
