Orthogroup	Arabidopsis_arenosa	Alyssum_gmelinii
OG0002000	jg16114	Ag031G3219900
OG0002002	jg16063	Ag031G3229900
OG0002002	jg19778	Ag003G0345400
OG0002003	jg29440	Ag034G3788700
OG0002003	jg15813	Ag031G3286500
OG0002004	jg19442	Ag003G0407700
OG0002004	jg15744	Ag031G3298800
OG0002005	jg9674	Ag010G1014600
OG0002007	jg19070	Ag039G4266200, Ag039G4266000
OG0002007	jg19073	Ag039G4265300
OG0002008	jg19037, jg27542, jg19038	Ag039G4278200, Ag039G4278100
OG0002009	jg15086	Ag017G2421600
OG0002009	jg18988, jg19001	Ag039G4289300
OG0002011	jg16532	Ag015G2178200
OG0002011	jg8353	Ag011G1034800
OG0002013	jg24478	Ag014G1839600
OG0002013	jg6603	Ag038G4165600
OG0002014	jg20181	Ag003G0283300
OG0002015	jg20171	Ag003G0284400
OG0002016	jg25801	Ag003G0315400, Ag014G1974200
OG0002017	jg19506	Ag003G0396900
OG0002018	jg24426	Ag014G1831600
OG0002019	jg24567	Ag014G1853500
OG0002020	jg25802	Ag014G2049100
OG0002021	jg25819	Ag014G2051800
OG0002021	jg32878	Ag025G2921600
OG0002022	jg25847	Ag014G2058200
OG0002022	jg32900	Ag025G2926700
OG0002023	jg12495	Ag061G5024900
OG0002024	jg12191	Ag061G5042500
OG0002025	jg26453	Ag027G3040900
OG0002026	jg5711	Ag060G5008200
OG0002027	jg8103	Ag019G2526100
OG0002027	jg28466	Ag034G3658500
OG0002028	jg8132	Ag019G2517500
OG0002028	jg28491	Ag034G3660700
OG0002029	jg28493	Ag034G3660800
OG0002030	jg28575	Ag034G3671900
OG0002030	jg8003	Ag019G2492500
OG0002031	jg28894	Ag034G3715900, Ag034G3715800, Ag034G3715700
OG0002031	jg28890	Ag034G3714800
OG0002032	jg1360	Ag002G0267000
OG0002032	jg29297	Ag034G3769200
OG0002033	jg29452	Ag034G3790500
OG0002033	jg980	Ag002G0238000
OG0002034	jg29540	Ag034G3802400
OG0002035	jg29607	Ag034G3811700
OG0002035	jg756	Ag002G0193700
OG0002036	jg591	Ag002G0161000
OG0002036	jg29714	Ag034G3827400
OG0002037	jg29763	Ag034G3835700
OG0002038	jg29949	Ag034G3867900, Ag034G3868000
OG0002039	jg30049	Ag034G3887400
OG0002039	jg30048	Ag034G3887200
OG0002040	jg30664	Ag034G3999700, Ag024G2855000
OG0002040	jg30674	Ag034G3998700
OG0002040	jg30673, jg30672, jg30671, jg30669	Ag034G3999100
OG0002041	jg30888	Ag018G2453800
OG0002041	jg2685	Ag034G4056900
OG0002042	jg406	Ag024G2881500
OG0002043	jg14376, jg14377, jg8303, jg8296	Ag011G1028500, Ag018G2466000
OG0002044	jg8856, jg27763, jg27764	Ag011G1143400
OG0002045	jg9078	Ag011G1189600
OG0002046	jg17712, jg17714, jg17710, jg17709	Ag011G1247600
OG0002056	jg22795	Ag004G0658400
OG0002056	jg14511	Ag055G4908400
OG0002057	jg14613	Ag055G4927100
OG0002057	jg23250	Ag004G0476500
OG0002058	jg5658	Ag013G1340400
OG0002058	jg24248	Ag014G1811300
OG0002059	jg5655	Ag013G1340600
OG0002060	jg5649	Ag013G1341600
OG0002060	jg5633	Ag013G1342900
OG0002062	jg5509	Ag013G1378400
OG0002062	jg24124	Ag014G1794500
OG0002063	jg24099	Ag014G1791000
OG0002063	jg5469	Ag013G1387800
OG0002064	jg5448	Ag013G1393400
OG0002064	jg24082	Ag014G1785900
OG0002065	jg24069	Ag014G1784700
OG0002065	jg5429	Ag013G1397800
OG0002066	jg24061	Ag014G1783600, Ag031G3238000
OG0002067	jg5258	Ag013G1446500
OG0002067	jg23925	Ag031G3152600
OG0002068	jg5167	Ag013G1464300
OG0002068	jg25206	Ag014G1950300
OG0002069	jg5125, jg31249	Ag013G1477000
OG0002070	jg6473	Ag004G0548200
OG0002070	jg4999	Ag013G1498900
OG0002072	jg23483	Ag004G0448000
OG0002073	jg4769	Ag013G1544400
OG0002074	jg23070	Ag004G0501000
OG0002074	jg4624	Ag013G1564800
OG0002075	jg7899	Ag013G1572300
OG0002075	jg28653	Ag034G3682600
OG0002076	jg17733	Ag013G1599900
OG0002076	jg17735	Ag013G1600000
OG0002077	jg17791	Ag013G1604200
OG0002077	jg29164	Ag034G3750200
OG0002078	jg28888	Ag034G3714600, Ag034G3714500
OG0002078	jg18267	Ag013G1656600
OG0002079	jg28866	Ag034G3711600
OG0002079	jg18297	Ag013G1664700
OG0002080	jg20780	Ag013G1687800
OG0002081	jg21021	Ag023G2798900
OG0002081	jg32752	Ag013G1706300
OG0002082	jg29911	Ag034G3862300
OG0002082	jg13079	Ag062G5052900
OG0002083	jg23714	Ag004G0417600
OG0002083	jg28006	Ag042G4390900
OG0002084	jg14856	Ag049G4723500
OG0002084	jg23637	Ag004G0426100
OG0002085	jg23497, jg23496	Ag004G0446300, Ag004G0446100, Ag004G0446400, Ag004G0446000
OG0002086	jg4572	Ag022G2657400
OG0002087	jg14810	Ag004G0759200
OG0002087	jg6332	Ag004G0533100
OG0002088	jg6346, jg6344, jg6343, jg6345	Ag004G0534200, Ag004G0534400
OG0002089	jg13967	Ag012G1282200
OG0002089	jg5913	Ag004G0570700
OG0002090	jg6128, jg14247	Ag004G0606800
OG0002091	jg14416	Ag089G5447500
OG0002091	jg22906	Ag004G0636800
OG0002092	jg22616	Ag004G0695900
OG0002093	jg22583	Ag004G0704400
OG0002094	jg9812, jg22478	Ag004G0723800
OG0002096	jg22313	Ag004G0752200
OG0002096	jg9748	Ag010G1005300
OG0002097	jg7942	Ag022G2642400
OG0002097	jg28622	Ag034G3678000
OG0002098	jg8916	Ag022G2644200
OG0002099	jg25074	Ag014G1931300
OG0002099	jg4334	Ag022G2706700
OG0002100	jg3905	Ag022G2785000
OG0002100	jg24822	Ag014G1887600
OG0002101	jg24149	Ag014G1797000
OG0002101	jg3883	Ag022G2788600
OG0002102	jg13424	Ag012G1310200
OG0002102	jg12707	Ag075G5289600
OG0002103	jg1013	Ag048G4558200
OG0002103	jg30007	Ag034G3880800
OG0002104	jg30063	Ag034G3888900
OG0002104	jg3718	Ag048G4568500
OG0002105	jg30108	Ag034G3899000
OG0002105	jg3656	Ag048G4582800
OG0002106	jg30129	Ag034G3902100
OG0002106	jg3613	Ag048G4590600
OG0002107	jg3607, jg30132	Ag048G4590900, Ag034G3902600
OG0002108	jg3603	Ag048G4591400
OG0002108	jg30135	Ag034G3902900
OG0002109	jg30776, jg30774	Ag034G4015300, Ag034G4015400
OG0002109	jg3473	Ag048G4621500
OG0002110	jg3367	Ag048G4648200
OG0002110	jg30688	Ag034G4002900
OG0002111	jg30650	Ag034G3995900
OG0002111	jg3329	Ag048G4654100
OG0002112	jg33725	Ag032G3429500
OG0002112	jg25317	Ag014G1964800
OG0002113	jg33711	Ag032G3430800
OG0002113	jg25322	Ag014G1965300
OG0002114	jg25340	Ag014G1968700
OG0002114	jg33690	Ag032G3437800
OG0002115	jg2301, jg2304	Ag067G5190400
OG0002115	jg31239	Ag032G3474000
OG0002116	jg11426	Ag007G0888300
OG0002116	jg26652	Ag064G5102600
OG0002117	jg11339	Ag007G0897500
OG0002117	jg26579	Ag027G3015800
OG0002118	jg11317	Ag007G0899800
OG0002118	jg26550	Ag027G3021600
OG0002119	jg11208	Ag007G0915400
OG0002119	jg26430	Ag027G3044900
OG0002120	jg32507	Ag007G0916100
OG0002120	jg9749	Ag010G1005200
OG0002121	jg10803	Ag050G4782900
OG0002121	jg11178	Ag007G0918700
OG0002121	jg20406	Ag016G2292200
OG0002122	jg11151	Ag007G0922000
OG0002122	jg26346	Ag027G3058900
OG0002123	jg16587	Ag015G2185000
OG0002124	jg30278	Ag034G3925100
OG0002124	jg2910	Ag078G5326700
OG0002125	jg28181	Ag042G4431500
OG0002125	jg9521	Ag045G4522000
OG0002127	jg13450	Ag012G1309200, Ag012G1309100
OG0002128	jg20523	Ag006G0825000
OG0002128	jg10686	Ag050G4756900
OG0002129	jg33308	Ag001G0059600
OG0002129	jg26283	Ag014G2173000, Ag027G3068800
OG0002130	jg25615	Ag018G2468900, Ag014G2089600, Ag014G2019400
OG0002130	jg33457	Ag001G0082700
OG0002131	jg18584	Ag023G2823500
OG0002132	jg13661, jg13701	Ag008G0954800, Ag031G3409600
OG0002133	jg10128	Ag033G3487300, Ag077G5316300
OG0002133	jg10127	Ag019G2514600
OG0002134	jg8911	Ag011G1154300
OG0002134	jg27603	Ag044G4485800
OG0002135	jg27751	Ag044G4494500
OG0002136	jg7451	Ag033G3584900
OG0002137	jg10103, jg7458	Ag033G3482600, Ag052G4840700
OG0002138	jg9143	Ag011G1175000
OG0002138	jg17141	Ag033G3510000
OG0002139	jg13662, jg32041, jg32044, jg10259	Ag033G3515100
OG0002141	jg10572	Ag033G3559500, Ag033G3560000
OG0002142	jg10533	Ag033G3581000
OG0002143	jg10461	Ag033G3598200
OG0002143	jg7809	Ag016G2376900
OG0002144	jg7266	Ag026G2982600, Ag028G3079400
OG0002144	jg32239	Ag015G2257700
OG0002145	jg16345	Ag031G3177300
OG0002145	jg20184	Ag003G0282900
OG0002146	jg20043	Ag003G0306500
OG0002146	jg16232	Ag031G3202500
OG0002147	jg16211	Ag031G3204900
OG0002147	jg20016	Ag003G0310300
OG0002148	jg16148	Ag031G3214900
OG0002148	jg19939	Ag003G0321400
OG0002149	jg16084	Ag031G3224400
OG0002150	jg15825	Ag031G3283600
OG0002150	jg19493	Ag003G0397800
OG0002151	jg19384	Ag039G4186100
OG0002151	jg15700	Ag031G3310600
OG0002152	jg15716, jg15644	Ag031G3314000
OG0002152	jg19391	Ag039G4183900
OG0002153	jg15614	Ag031G3320800
OG0002153	jg19347	Ag039G4193800
OG0002154	jg19046	Ag039G4273200, Ag039G4273400
OG0002155	jg18858	Ag039G4320900
OG0002155	jg15268	Ag031G3392200
OG0002156	jg9675	Ag010G1014500
OG0002157	jg25764	Ag014G2042800
OG0002157	jg11054	Ag025G2905100, Ag053G4871000
OG0002159	jg17551	Ag067G5185100
OG0002160	jg2297	Ag067G5190000
OG0002161	jg2362, jg31208	Ag067G5197700
OG0002162	jg28052	Ag042G4399600
OG0002162	jg9378	Ag068G5215600
OG0002163	jg19406, jg19408	Ag003G0416400
OG0002165	jg18902	Ag039G4311100
OG0002166	jg20335	Ag016G2320900, Ag037G4131400, Ag066G5152100
OG0002167	jg16537	Ag015G2178900
OG0002167	jg8359	Ag011G1035700
OG0002168	jg16558	Ag015G2181500
OG0002168	jg8377	Ag011G1040500
OG0002169	jg8381	Ag011G1041000
OG0002169	jg16565	Ag015G2182000
OG0002170	jg16644	Ag015G2189600
OG0002170	jg16596	Ag015G2186400
OG0002171	jg7374	Ag021G2602700
OG0002172	jg6726	Ag038G4177500
OG0002172	jg24381	Ag014G1826000
OG0002174	jg19970	Ag003G0316800
OG0002174	jg28438	Ag034G3654100
OG0002175	jg9829, jg6228	Ag003G0407500, Ag003G0407400, Ag025G2972300, Ag003G0406700
OG0002176	jg24488	Ag014G1841300
OG0002177	jg24642, jg21508	Ag014G1863200
OG0002178	jg24669	Ag014G1866400
OG0002179	jg24777	Ag014G1882400
OG0002179	jg24776	Ag014G1882200
OG0002181	jg32901	Ag025G2926800
OG0002181	jg25848	Ag014G2058300
OG0002182	jg25935	Ag014G2074300
OG0002182	jg32944	Ag025G2941900
OG0002183	jg33011	Ag014G2084000
OG0002184	jg26069	Ag014G2117400
OG0002185	jg12550	Ag061G5019800
OG0002186	jg26484	Ag027G3035300
OG0002187	jg1811	Ag036G4115200
OG0002188	jg1502	Ag036G4123400, Ag002G0275100
OG0002189	jg15147, jg18719	Ag017G2411300
OG0002190	jg15080	Ag017G2423200
OG0002191	jg28898, jg18256	Ag034G3716300
OG0002192	jg16961, jg29418	Ag034G3786300, Ag034G3785900, Ag034G3785600, Ag034G3786200
OG0002193	jg29425	Ag034G3787400
OG0002194	jg29436	Ag034G3788300
OG0002195	jg888	Ag002G0221700
OG0002195	jg29503	Ag034G3797800
OG0002196	jg628	Ag002G0171800
OG0002196	jg29679	Ag034G3822400
OG0002197	jg29990	Ag034G3877300
OG0002198	jg30859	Ag034G4032900
OG0002198	jg2726	Ag034G4051000
OG0002199	jg2722	Ag034G4051700
OG0002199	jg30864	Ag034G4034100
OG0002200	jg2735, jg2736, jg2737	Ag034G4049300
OG0002201	jg665	Ag002G0177000
OG0002202	jg376	Ag024G2893800
OG0002203	jg9485, jg28162	Ag065G5121800
OG0002206	jg3148, jg30453	Ag072G5254300
OG0002207	jg16595, jg1122, jg8406	Ag011G1045000
OG0002208	jg8588	Ag011G1078100
OG0002209	jg8926, jg8973	Ag011G1153700, Ag011G1152500, Ag011G1153200, Ag011G1217700
OG0002210	jg8930	Ag011G1158800
OG0002211	jg26655	Ag064G5105200
OG0002212	jg31263	Ag018G2485300
OG0002213	jg9765, jg22336	Ag010G1003800
OG0002221	jg31909, jg18644	Ag013G1340900, Ag074G5278000
OG0002222	jg31398	Ag019G2547000
OG0002223	jg24169	Ag014G1799200
OG0002224	jg10015	Ag013G1402500
OG0002225	jg5284	Ag013G1441600
OG0002226	jg5193	Ag013G1458300, Ag013G1458900
OG0002227	jg17615	Ag013G1591000
OG0002227	jg29204	Ag034G3756000
OG0002228	jg29137	Ag034G3746700
OG0002229	jg18263	Ag013G1656100
OG0002229	jg28895	Ag034G3716000
OG0002230	jg28750	Ag034G3697000
OG0002230	jg20860	Ag013G1678300
OG0002231	jg28739	Ag034G3695700
OG0002231	jg20833	Ag013G1682400
OG0002232	jg20764	Ag013G1689700
OG0002233	jg28680, jg28702, jg19788, jg16077	Ag034G3687400, Ag034G3687700
OG0002233	jg7842	Ag013G1691200
OG0002234	jg9955, jg21786	Ag013G1692300
OG0002235	jg9948	Ag013G1693600
OG0002235	jg31614	Ag013G1746500
OG0002237	jg31428, jg18515	Ag013G1727600
OG0002238	jg19253	Ag050G4759900
OG0002239	jg31652	Ag013G1751400
OG0002240	jg31770	Ag013G1758300
OG0002241	jg31889	Ag013G1767700
OG0002241	jg18662	Ag023G2837200
OG0002242	jg23675	Ag004G0421400
OG0002242	jg14894	Ag008G0956000
OG0002243	jg4569	Ag022G2657800
OG0002243	jg23128	Ag004G0492400, Ag048G4624000
OG0002244	jg23024	Ag004G0508700
OG0002245	jg6321, jg6319, jg6320	Ag004G0530600
OG0002246	jg13982, jg5922	Ag003G0411400, Ag025G2962500, Ag004G0571600, Ag004G0571200
OG0002247	jg5941, jg13992	Ag004G0575200, Ag004G0575000
OG0002248	jg11607	Ag004G0577900
OG0002248	jg11606	Ag034G3975500
OG0002249	jg22910	Ag004G0634600
OG0002250	jg22783	Ag004G0662000
OG0002250	jg23958	Ag031G3156800
OG0002251	jg22661	Ag004G0682800
OG0002252	jg22546	Ag004G0711200
OG0002253	jg22305, jg9743	Ag052G4843100, Ag033G3481100, Ag004G0754600
OG0002254	jg28621	Ag034G3677700
OG0002254	jg7945	Ag022G2641300
OG0002255	jg10363	Ag033G3625300, Ag022G2676100, Ag022G2676400
OG0002256	jg25079	Ag014G1931700
OG0002256	jg4338	Ag022G2705800
OG0002257	jg25045	Ag014G1925000
OG0002257	jg4289	Ag022G2715400
OG0002258	jg19029	Ag039G4280200
OG0002258	jg4101	Ag022G2750700
OG0002259	jg4024	Ag022G2765800
OG0002261	jg12706	Ag075G5289400
OG0002261	jg13426	Ag012G1309800
OG0002262	jg3754	Ag048G4561800
OG0002263	jg3740	Ag048G4563400
OG0002263	jg30037	Ag034G3884500
OG0002264	jg3689	Ag048G4574000
OG0002264	jg30078	Ag034G3892900
OG0002265	jg30778	Ag034G4015700
OG0002266	jg3445	Ag048G4629200
OG0002266	jg30755	Ag034G4013200
OG0002267	jg3356	Ag048G4650100
OG0002267	jg30676	Ag034G4000600
OG0002268	jg3278	Ag048G4675400
OG0002269	jg30500	Ag034G3967100
OG0002270	jg30491	Ag034G3965900
OG0002270	jg3194	Ag048G4709100
OG0002271	jg16060	Ag031G3230100
OG0002271	jg33734, jg33737	Ag032G3429300
OG0002272	jg25324	Ag014G1965400
OG0002272	jg33710	Ag032G3431000
OG0002273	jg25334	Ag014G1968000
OG0002273	jg33696	Ag032G3437100, Ag001G0019000
OG0002274	jg11342	Ag007G0897200
OG0002275	jg11325	Ag007G0898800
OG0002275	jg11326	Ag007G0898600
OG0002276	jg2980	Ag078G5344300
OG0002276	jg30320	Ag034G3935000
OG0002277	jg2490	Ag056G4946100
OG0002278	jg9595	Ag088G5441400
OG0002279	jg9556	Ag045G4514400
OG0002279	jg28237	Ag088G5433700
OG0002280	jg13518	Ag033G3590800, Ag012G1300300
OG0002281	jg13467	Ag012G1307700
OG0002282	jg29810	Ag034G3843800
OG0002282	jg13279	Ag012G1330000
OG0002283	jg26102	Ag014G2129400
OG0002283	jg33116	Ag001G0012600
OG0002284	jg33411	Ag001G0075400
OG0002284	jg25654	Ag014G2026500
OG0002285	jg18534	Ag023G2817400
OG0002285	jg18535	Ag023G2817500
OG0002286	jg18685, jg18681, jg18683, jg17348	Ag023G2842200, Ag039G4297600, Ag039G4309000, Ag039G4309300, Ag066G5129300, Ag066G5129600, Ag023G2842100
OG0002287	jg10961	Ag031G3141000
OG0002287	jg18705	Ag023G2845100
OG0002288	jg20394	Ag031G3391400
OG0002288	jg10816	Ag050G4786100
OG0002289	jg10885	Ag050G4798000
OG0002289	jg20299	Ag016G2330600
OG0002290	jg27436, jg24998, jg7251	Ag014G2019200, Ag008G0949000, Ag014G2019300
OG0002291	jg14928	Ag008G0951400
OG0002292	jg14881	Ag008G0960900, Ag008G0961300
OG0002293	jg10171	Ag077G5324000, Ag033G3495400
OG0002293	jg21792	Ag051G4818600
OG0002294	jg20668	Ag016G2345000
OG0002294	jg10550	Ag033G3572300
OG0002295	jg7223	Ag028G3077300, Ag026G2984200
OG0002295	jg29948	Ag034G3867800
OG0002296	jg18702	Ag031G3143800
OG0002297	jg16378	Ag031G3174000
OG0002298	jg19978	Ag003G0314200
OG0002298	jg16176	Ag031G3211000
OG0002299	jg15721, jg15659	Ag031G3302000
OG0002299	jg19430	Ag003G0411000
OG0002300	jg19346, jg17835	Ag039G4193900
OG0002301	jg19258	Ag039G4216800
OG0002301	jg15566	Ag031G3331000
OG0002302	jg19168	Ag039G4241200
OG0002302	jg15469	Ag031G3347100
OG0002303	jg15440	Ag031G3357900
OG0002304	jg31019	Ag053G4873300, Ag053G4873400, Ag025G2903000, Ag025G2903200
OG0002305	jg8321	Ag011G1030800
OG0002306	jg28830	Ag034G3706200
OG0002306	jg7681	Ag066G5137700
OG0002307	jg16576	Ag015G2184100
OG0002307	jg8391	Ag011G1043600
OG0002308	jg8501	Ag011G1060700
OG0002308	jg16664	Ag015G2191500
OG0002309	jg32276	Ag015G2253200
OG0002310	jg7396	Ag021G2604400
OG0002311	jg10469, jg9334	Ag003G0415000
OG0002314	jg13830	Ag014G1900100, Ag014G1900000
OG0002316	jg32924	Ag025G2935600
OG0002316	jg25887	Ag014G2065000
OG0002317	jg25901	Ag014G2067600
OG0002318	jg25954	Ag014G2079900
OG0002318	jg32958	Ag025G2944100
OG0002319	jg14409	Ag014G2131800
OG0002319	jg14414, jg14411, jg14413	Ag014G2131900
OG0002320	jg28441	Ag034G3654500
OG0002321	jg28446	Ag034G3655000
OG0002321	jg8171	Ag019G2529300
OG0002322	jg8197	Ag019G2532600
OG0002322	jg28450	Ag034G3655700
OG0002323	jg28560, jg28561	Ag034G3670800
OG0002324	jg29100, jg29103	Ag034G3742700, Ag034G3742500
OG0002325	jg29248	Ag034G3761700
OG0002326	jg29419	Ag034G3786700
OG0002326	jg1059, jg1057	Ag002G0249500
OG0002327	jg29934	Ag034G3865700
OG0002328	jg30110	Ag034G3899600
OG0002329	jg30117, jg3640	Ag034G3900700
OG0002330	jg30272	Ag034G3924300
OG0002330	jg2900	Ag018G2436500
OG0002331	jg3034	Ag025G2942400, Ag018G2444800
OG0002332	jg30407	Ag034G3953200
OG0002333	jg30814	Ag034G4022700
OG0002334	jg30956	Ag018G2462100
OG0002334	jg2639	Ag034G4066400
OG0002335	jg31013	Ag018G2467900
OG0002335	jg2600	Ag034G4072400
OG0002336	jg699	Ag002G0187700
OG0002337	jg1006, jg1007	Ag002G0245800
OG0002338	jg20283	Ag016G2332300
OG0002340	jg8880	Ag011G1147900
OG0002341	jg9015	Ag011G1203200
OG0002341	jg9014	Ag011G1203500
OG0002342	jg8962	Ag011G1220400
OG0002343	jg9243	Ag011G1248200
OG0002345	jg16906, jg9298	Ag011G1266100
OG0002346	jg9785	Ag010G1002600
OG0002352	jg9370	Ag046G4528400, Ag047G4539200
OG0002353	jg5572	Ag013G1364900
OG0002353	jg24162	Ag014G1798400
OG0002354	jg5536	Ag013G1372100
OG0002354	jg24143	Ag014G1796200
OG0002355	jg5533, jg5532, jg5535	Ag013G1372200
OG0002356	jg5496	Ag013G1382800
OG0002357	jg5420	Ag013G1401700
OG0002357	jg4156	Ag022G2740100
OG0002358	jg24022	Ag014G1777500
OG0002358	jg5382	Ag013G1410700
OG0002360	jg31250	Ag013G1478000
OG0002361	jg6384	Ag004G0538500
OG0002361	jg4922	Ag013G1515000
OG0002362	jg23491	Ag004G0447100
OG0002362	jg4813	Ag013G1535900
OG0002363	jg4716	Ag013G1551300
OG0002364	jg6207	Ag004G0516800
OG0002364	jg4703	Ag013G1553600
OG0002365	jg14358, jg4634	Ag013G1562800
OG0002367	jg17919, jg17920	Ag013G1615200, Ag013G1615100
OG0002368	jg28850	Ag034G3709300
OG0002368	jg18315	Ag013G1662000, Ag013G1662200
OG0002369	jg20843	Ag013G1681700
OG0002369	jg28741	Ag034G3695900
OG0002370	jg20809	Ag013G1684300
OG0002370	jg28734	Ag034G3695100
OG0002371	jg20772	Ag013G1689100
OG0002372	jg9899, jg9901	Ag013G1700200, Ag013G1700000
OG0002373	jg1025	Ag013G1731800, Ag034G3676500
OG0002375	jg13162, jg13163	Ag062G5063900
OG0002376	jg23050	Ag004G0504700
OG0002377	jg5974	Ag004G0582200
OG0002378	jg14142, jg6036	Ag004G0590700
OG0002379	jg14470	Ag004G0651100
OG0002380	jg9255	Ag011G1251800
OG0002380	jg22602	Ag004G0699500
OG0002381	jg22370, jg9779	Ag004G0741300
OG0002382	jg22287, jg9731	Ag004G0757500
OG0002383	jg9706	Ag010G1009600
OG0002383	jg22207	Ag004G0780400
OG0002384	jg17420	Ag022G2661600
OG0002385	jg4357	Ag022G2701100
OG0002386	jg24996	Ag014G1914800, Ag014G1914900
OG0002386	jg4215	Ag022G2728900
OG0002387	jg4155	Ag022G2740200, Ag015G2239000
OG0002388	jg12789	Ag075G5302400
OG0002388	jg424	Ag024G2864000
OG0002390	jg3430	Ag048G4633600
OG0002391	jg3399	Ag048G4642700
OG0002391	jg30708	Ag034G4007100
OG0002392	jg3287	Ag048G4672800
OG0002392	jg30595	Ag034G3983300
OG0002393	jg27888	Ag040G4340900
OG0002394	jg8726	Ag011G1107100
OG0002394	jg27928	Ag040G4352700
OG0002395	jg25274	Ag014G1959900
OG0002395	jg33779	Ag032G3423800
OG0002396	jg25370	Ag014G1973700
OG0002396	jg33670	Ag032G3442100
OG0002397	jg25402	Ag014G1977900
OG0002398	jg25522	Ag014G2004200
OG0002399	jg27675	Ag044G4491600
OG0002399	jg8901	Ag032G3471500
OG0002400	jg33503, jg33502	Ag001G0089800, Ag032G3475600
OG0002401	jg18756	Ag054G4883200
OG0002401	jg15199	Ag031G3411600
OG0002402	jg11651	Ag007G0868100
OG0002403	jg11595	Ag076G5314800, Ag007G0869700
OG0002403	jg26832	Ag029G3102000
OG0002404	jg11479	Ag007G0884300, Ag034G4023200
OG0002405	jg11390	Ag007G0890000
OG0002406	jg11286, jg11288	Ag007G0905200
OG0002407	jg11248	Ag007G0911200
OG0002407	jg26473	Ag027G3037600
OG0002408	jg2967	Ag078G5340600
OG0002409	jg3011	Ag078G5355600
OG0002410	jg3084	Ag078G5379300
OG0002410	jg30388, jg11293	Ag034G3948700, Ag034G3948900, Ag034G3948800
OG0002411	jg30396	Ag034G3950600
OG0002411	jg3096	Ag078G5382700
OG0002412	jg30419	Ag034G3957000
OG0002412	jg3128	Ag078G5393200
OG0002413	jg2424, jg14373	Ag056G4934000
OG0002414	jg2437	Ag056G4936000
OG0002415	jg31143, jg2441	Ag056G4937300
OG0002416	jg2443	Ag056G4937400
OG0002416	jg31145	Ag010G0989400
OG0002417	jg2503	Ag056G4948600
OG0002418	jg2508	Ag056G4949500
OG0002419	jg9577	Ag045G4510800
OG0002419	jg28261	Ag088G5437600
OG0002420	jg12754, jg506	Ag063G5075000, Ag002G0115900
OG0002421	jg29285	Ag034G3767300, Ag031G3302400, Ag063G5087600
OG0002422	jg13559, jg12638	Ag071G5247800
OG0002423	jg13377	Ag012G1319400
OG0002424	jg29587, jg28308	Ag012G1328600, Ag034G3807500
OG0002425	jg20485	Ag006G0807000, Ag058G4976200
OG0002425	jg10744	Ag050G4770400
OG0002426	jg20547, jg10665	Ag006G0831200
OG0002427	jg18491	Ag001G0011100, Ag001G0011400, Ag019G2525900
OG0002428	jg20278	Ag034G3989500, Ag016G2332700, Ag001G0026800, Ag039G4292800, Ag016G2332800, Ag016G2332900
OG0002429	jg10880	Ag050G4797500
OG0002429	jg20302	Ag016G2329300, Ag037G4125500
OG0002430	jg7505	Ag021G2617800
OG0002430	jg10156	Ag033G3490300, Ag077G5319900
OG0002431	jg8394	Ag011G1043300
OG0002431	jg24466	Ag011G1088000, Ag044G4474100, Ag016G2314100, Ag031G3225400, Ag002G0203800, Ag014G1838300
OG0002432	jg10247	Ag033G3511600
OG0002432	jg7606	Ag021G2628000, Ag030G3126700
OG0002433	jg17052, jg10209	Ag033G3602100, Ag002G0243600, Ag033G3602400
OG0002434	jg7646	Ag030G3136600
OG0002434	jg10272	Ag033G3518100
OG0002435	jg7665	Ag066G5131500
OG0002435	jg10290	Ag033G3522700
OG0002436	jg7673	Ag066G5135000
OG0002436	jg10303	Ag033G3526800
OG0002437	jg20655	Ag016G2341000
OG0002437	jg10566	Ag033G3567900
OG0002438	jg10482	Ag033G3591700
OG0002438	jg10483	Ag033G3591600, Ag033G3591300
OG0002439	jg10051	Ag014G1882500, Ag033G3596800
OG0002440	jg7804	Ag016G2376100
OG0002440	jg10454	Ag033G3600700
OG0002441	jg10408	Ag019G2511200, Ag033G3612800
OG0002442	jg10399	Ag033G3614500
OG0002443	jg14276, jg14275	Ag031G3168100
OG0002444	jg4121, jg21363, jg28512	Ag031G3183000, Ag031G3182900
OG0002445	jg893, jg889	Ag031G3205400, Ag002G0221800
OG0002446	jg16169	Ag031G3211900
OG0002446	jg19973	Ag003G0314800
OG0002447	jg19704	Ag003G0357900
OG0002447	jg16011	Ag031G3237400
OG0002449	jg15808	Ag031G3287200
OG0002450	jg19466	Ag003G0402100
OG0002450	jg15753	Ag031G3296300
OG0002451	jg19413	Ag003G0414200
OG0002451	jg15675	Ag031G3305000
OG0002453	jg15364	Ag031G3373500
OG0002453	jg19054	Ag039G4271300
OG0002454	jg18852	Ag039G4322800
OG0002455	jg15548, jg15263	Ag031G3392800
OG0002456	jg15177	Ag031G3417000
OG0002457	jg28072, jg27939	Ag042G4378100, Ag086G5421500
OG0002458	jg27997	Ag042G4388800
OG0002459	jg8656	Ag011G1093300
OG0002460	jg28061	Ag042G4400900
OG0002461	jg9515, jg28179	Ag042G4431000
OG0002462	jg19326	Ag039G4197400
OG0002463	jg19016, jg19015	Ag039G4283300
OG0002464	jg10225	Ag030G3131500
OG0002465	jg8635	Ag011G1088800
OG0002465	jg16812	Ag015G2200000
OG0002466	jg32078	Ag052G4865400, Ag015G2268700
OG0002467	jg7620, jg10252	Ag021G2625700
