Orthogroup	Arabidopsis_arenosa	Brassica_oleracea
OG0002651	jg25114	XP_013585713.1, XP_013616144.1
OG0002651	jg4397	XP_013612352.1
OG0002652	jg25279	XP_013611044.1, XP_013621844.1
OG0002652	jg25280	XP_013586310.1
OG0002653	jg32939	XP_013603218.1
OG0002653	jg25917	XP_013629927.1
OG0002654	jg16716	XP_013637113.1
OG0002654	jg8558	XP_013607571.1
OG0002655	jg13722	XP_013608825.1
OG0002655	jg12519	XP_013613518.1, XP_013589827.1
OG0002656	jg11311	XP_013600753.1
OG0002656	jg26547	XP_013619349.1
OG0002657	jg26535	XP_013630676.1
OG0002657	jg11300	XP_013617318.1
OG0002658	jg26460	XP_013607565.1
OG0002658	jg26457	XP_013587348.1
OG0002660	jg12238	XP_013636713.1
OG0002660	jg2070	XP_013592250.1
OG0002661	jg6869, jg6868	XP_013606566.1
OG0002662	jg8074	XP_013617420.1, XP_013627153.1, XP_013619443.1
OG0002663	jg13727, jg28639	XP_013602958.1
OG0002664	jg29110	XP_013584061.1
OG0002665	jg29334	XP_013638156.1, XP_013604451.1, XP_013603009.1
OG0002666	jg29386	XP_013604834.1
OG0002666	jg1124	XP_013605688.1, XP_013635583.1
OG0002668	jg29557	XP_013601925.1, XP_013601922.1, XP_013601918.1, XP_013615781.1, XP_013583489.1, XP_013601920.1, XP_013583490.1, XP_013611311.1
OG0002669	jg28425	XP_013590408.1
OG0002669	jg29618	XP_013599964.1, XP_013584537.1
OG0002670	jg29855	XP_013614916.1
OG0002670	jg13149	XP_013606482.1, XP_013596075.1
OG0002671	jg29882	XP_013602247.1, XP_013638672.1
OG0002672	jg12956, jg29978	XP_013611782.1, XP_013598468.1
OG0002673	jg30001	XP_013605110.1, XP_013586619.1
OG0002674	jg30226	XP_013637933.1
OG0002674	jg3530	XP_013592832.1
OG0002675	jg2876	XP_013590303.1
OG0002675	jg30260	XP_013583964.1
OG0002677	jg18666	XP_013629834.1
OG0002677	jg8282	XP_013595222.1, XP_013601718.1
OG0002678	jg26367	XP_013601694.1
OG0002678	jg8342	XP_013597587.1, XP_013622246.1
OG0002679	jg8493	XP_013622241.1, XP_013594682.1
OG0002679	jg16660	XP_013604014.1
OG0002680	jg8568	XP_013599297.1, XP_013606432.1
OG0002681	jg8895	XP_013602275.1
OG0002681	jg27693	XP_013622206.1
OG0002682	jg8908	XP_013628761.1, XP_013601569.1
OG0002682	jg27659	XP_013598004.1
OG0002683	jg8939	XP_013622979.1
OG0002683	jg27560	XP_013606310.1
OG0002684	jg9140, jg17144	XP_013601269.1
OG0002685	jg17229	XP_013604829.1
OG0002685	jg9093	XP_013601416.1
OG0002686	jg8997	XP_013586047.1, XP_013597014.1, XP_013597039.1
OG0002687	jg8989	XP_013595171.1
OG0002687	jg27495, jg27496	XP_013594464.1
OG0002688	jg17046	XP_013599868.1
OG0002688	jg9213	XP_013593364.1
OG0002689	jg6736, jg2065	XP_013595027.1
OG0002690	jg31270, jg31247	XP_013615864.1, XP_013625420.1, XP_013625417.1
OG0002691	jg28353, jg17649, jg11457, jg6845, jg32231, jg32316, jg27078, jg6811, jg27400, jg17193, jg14158, jg1234, jg966, jg6812, jg17255, jg41, jg17747	XP_013595777.1
OG0002693	jg33739, jg33731, jg11227, jg11228, jg11226	XP_013601291.1
OG0002695	jg25409, jg24742	XP_013585225.1, XP_013627133.1
OG0002697	jg14770	XP_013603942.1
OG0002697	jg14763, jg14769	XP_013594905.1
OG0002699	jg21867	XP_013614333.1, XP_013609697.1
OG0002699	jg20681, jg21868	XP_013627102.1
OG0002700	jg21905	XP_013610805.1
OG0002700	jg21904	XP_013617065.1
OG0002705	jg9726	XP_013606124.1
OG0002705	jg22253	XP_013618336.1
OG0002707	jg27699	XP_013628516.1, XP_013628518.1, XP_013628515.1, XP_013612159.1, XP_013630467.1
OG0002708	jg5318	XP_013618476.1
OG0002708	jg23964	XP_013587510.1
OG0002710	jg5042	XP_013626226.1, XP_013616572.1
OG0002710	jg5043	XP_013609274.1
OG0002711	jg4786	XP_013608694.1
OG0002711	jg23465	XP_013612921.1
OG0002712	jg12313	XP_013634595.1
OG0002712	jg12312	XP_013634825.1
OG0002713	jg4721	XP_013606671.1
OG0002714	jg23091	XP_013598985.1
OG0002714	jg4609	XP_013616762.1
OG0002715	jg17680	XP_013637579.1, XP_013630434.1
OG0002715	jg29189	XP_013637871.1
OG0002716	jg17701	XP_013626065.1
OG0002717	jg18229	XP_013625846.1
OG0002717	jg28929	XP_013603086.1
OG0002718	jg28770	XP_013586662.1
OG0002718	jg18431	XP_013631780.1
OG0002719	jg4027, jg20838	XP_013614300.1, XP_013605569.1
OG0002720	jg9914, jg9915	XP_013605228.1
OG0002721	jg32781, jg2026, jg32780	XP_013613143.1
OG0002722	jg32735	XP_013639684.1, XP_013624027.1
OG0002723	jg31554	XP_013629524.1, XP_013585686.1
OG0002724	jg31718	XP_013620846.1
OG0002724	jg18624	XP_013636642.1
OG0002725	jg16282	XP_013587916.1, XP_013604602.1
OG0002726	jg9159	XP_013628075.1
OG0002726	jg6413	XP_013615969.1, XP_013595501.1
OG0002728	jg23008	XP_013608905.1
OG0002729	jg22968	XP_013630074.1, XP_013606461.1
OG0002730	jg11291	XP_013584696.1
OG0002731	jg9798	XP_013600461.1
OG0002732	jg14760	XP_013616236.1, XP_013600014.1
OG0002733	jg4548	XP_013613320.1
OG0002733	jg23175	XP_013621795.1
OG0002734	jg25117	XP_013636745.1
OG0002735	jg19281	XP_013631200.1, XP_013631579.1
OG0002736	jg4246	XP_013627184.1
OG0002736	jg25011	XP_013589082.1, XP_013626880.1
OG0002737	jg4105	XP_013621423.1, XP_013629204.1
OG0002738	jg9608	XP_013602959.1, XP_013597007.1
OG0002739	jg3928, jg3929, jg30578	XP_013639260.1, XP_013623739.1, XP_013627319.1, XP_013620129.1
OG0002740	jg24808	XP_013585520.1
OG0002740	jg3862	XP_013620354.1
OG0002741	jg30201, jg30188	XP_013602290.1
OG0002742	jg8805	XP_013596597.1
OG0002743	jg9728	XP_013593295.1, XP_013620677.1
OG0002743	jg22255	XP_013616370.1, XP_013623669.1
OG0002744	jg25394	XP_013586775.1
OG0002744	jg33660	XP_013623688.1, XP_013588841.1
OG0002745	jg33553	XP_013588495.1
OG0002745	jg25499	XP_013638162.1
OG0002746	jg25546	XP_013637854.1
OG0002746	jg33520	XP_013592702.1
OG0002747	jg14149	XP_013614108.1
OG0002747	jg9126	XP_013599267.1
OG0002748	jg10018	XP_013639245.1, XP_013602112.1, XP_013595594.1
OG0002749	jg11435	XP_013637095.1
OG0002750	jg2035	XP_013616225.1, XP_013590220.1
OG0002751	jg11600, jg11195, jg11196, jg11193	XP_013614322.1, XP_013603729.1
OG0002752	jg26362	XP_013586949.1
OG0002754	jg11098	XP_013599183.1
OG0002754	jg25732	XP_013609626.1, XP_013586623.1
OG0002755	jg30342	XP_013599816.1
OG0002755	jg3005	XP_013588389.1
OG0002757	jg9554	XP_013596864.1
OG0002757	jg28234	XP_013598283.1
OG0002759	jg473	XP_013608608.1
OG0002760	jg12708	XP_013632219.1
OG0002761	jg2583	XP_013591692.1
OG0002761	jg31032	XP_013597399.1
OG0002762	jg8618	XP_013593697.1
OG0002762	jg16802	XP_013599923.1
OG0002763	jg26286	XP_013629784.1
OG0002764	jg33327	XP_013592034.1
OG0002765	jg29433, jg33377, jg33375, jg33376	XP_013607808.1
OG0002766	jg11598	XP_013593256.1
OG0002767	jg18699	XP_013621738.1
OG0002767	jg10928	XP_013602780.1
OG0002768	jg10784, jg10783, jg10785	XP_013615050.1, XP_013604228.1, XP_013604230.1
OG0002769	jg10879	XP_013639821.1
OG0002770	jg20298	XP_013619367.1, XP_013596252.1
OG0002770	jg10886	XP_013605765.1
OG0002771	jg23684	XP_013596267.1
OG0002772	jg18962	XP_013634288.1, XP_013635543.1
OG0002773	jg10268	XP_013593409.1
OG0002773	jg10267	XP_013627850.1
OG0002774	jg10573	XP_013597863.1
OG0002775	jg5292	XP_013610677.1
OG0002775	jg23943	XP_013585296.1
OG0002776	jg20156	XP_013637497.1
OG0002776	jg16323	XP_013600453.1
OG0002777	jg19845	XP_013628760.1
OG0002777	jg16089	XP_013605548.1, XP_013636427.1
OG0002778	jg19675	XP_013636019.1
OG0002779	jg19333	XP_013625661.1
OG0002779	jg15609	XP_013635343.1, XP_013599874.1
OG0002780	jg15437	XP_013589880.1
OG0002780	jg15438	XP_013602626.1
OG0002781	jg25437	XP_013585419.1
OG0002782	jg15270	XP_013605793.1, XP_013614756.1
OG0002783	jg15238	XP_013596863.1, XP_013635558.1, XP_013635477.1, XP_013635476.1
OG0002784	jg27038	XP_013629697.1
OG0002784	jg11975	XP_013636896.1
OG0002785	jg26732	XP_013626655.1
OG0002786	jg28044, jg28046	XP_013610768.1, XP_013596757.1, XP_013625650.1, XP_013609219.1
OG0002788	jg12992	XP_013597748.1
OG0002789	jg28146	XP_013587273.1, XP_013615248.1
OG0002790	jg19159	XP_013634705.1, XP_013625899.1
OG0002791	jg8378	XP_013596288.1, XP_013630294.1
OG0002791	jg16560	XP_013636970.1
OG0002793	jg2806	XP_013587828.1, XP_013588302.1
OG0002795	jg6578	XP_013596541.1, XP_013609383.1
OG0002797	jg16025	XP_013630323.1, XP_013637074.1, XP_013590542.1
OG0002798	jg19688	XP_013627764.1
OG0002799	jg20338	XP_013610859.1, XP_013616139.1
OG0002800	jg24281	XP_013624119.1
OG0002801	jg20567	XP_013594059.1
OG0002802	jg6697	XP_013606947.1
OG0002802	jg24394	XP_013629908.1
OG0002803	jg5757	XP_013607340.1
OG0002804	jg24550	XP_013639784.1
OG0002805	jg8029	XP_013622537.1, XP_013606152.1
OG0002805	jg27267	XP_013611450.1
OG0002806	jg25567, jg12629, jg7767	XP_013610141.1, XP_013591071.1
OG0002807	jg25774	XP_013622059.1
OG0002807	jg11046	XP_013584524.1
OG0002808	jg25990	XP_013585082.1, XP_013625776.1
OG0002809	jg33226	XP_013587781.1
OG0002811	jg29776	XP_013603323.1
OG0002811	jg29775	XP_013584657.1
OG0002812	jg29471	XP_013615323.1
OG0002812	jg908	XP_013607718.1
OG0002813	jg778	XP_013591461.1
OG0002814	jg29598	XP_013600870.1
OG0002814	jg766	XP_013616673.1
OG0002815	jg636, jg29670	XP_013612791.1, XP_013610953.1
OG0002817	jg30255	XP_013591185.1
OG0002818	jg2905	XP_013620245.1, XP_013591296.1
OG0002818	jg30275	XP_013604485.1
OG0002819	jg2716	XP_013590311.1
OG0002819	jg30866	XP_013584334.1
OG0002821	jg425	XP_013610286.1, XP_013611255.1
OG0002822	jg33034, jg33030	XP_013603732.1, XP_013614777.1, XP_013585297.1, XP_013597240.1, XP_013590779.1
OG0002823	jg8634, jg8632	XP_013586084.1, XP_013596054.1, XP_013585189.1
OG0002824	jg13048, jg13043, jg13045, jg20577	XP_013593590.1, XP_013596011.1
OG0002825	jg8772	XP_013628091.1
OG0002825	jg8774	XP_013587423.1, XP_013597120.1
OG0002826	jg9152	XP_013595770.1, XP_013597875.1
OG0002827	jg9002	XP_013604664.1
OG0002827	jg27472	XP_013622124.1
OG0002828	jg9227	XP_013607802.1
OG0002829	jg8084	XP_013614047.1, XP_013607451.1, XP_013589740.1, XP_013605970.1, XP_013606555.1
OG0002831	jg18898, jg18897, jg18896	XP_013584523.1
OG0002832	jg21682, jg21581, jg25858	XP_013615440.1
OG0002835	jg13664	XP_013596722.1
OG0002835	jg13659	XP_013594274.1, XP_013619067.1
OG0002836	jg6649, jg8777	XP_013596818.1
OG0002837	jg22040	XP_013607063.1, XP_013622880.1, XP_013618289.1
OG0002837	jg9648	XP_013618781.1
OG0002838	jg11884	XP_013608069.1
OG0002845	jg5584	XP_013611993.1
OG0002846	jg23888	XP_013616427.1
OG0002846	jg5220	XP_013628012.1
OG0002847	jg5204	XP_013622382.1, XP_013605982.1, XP_013621435.1, XP_013606894.1, XP_013618287.1, XP_013617861.1
OG0002848	jg11485	XP_013603691.1
OG0002850	jg4959	XP_013608942.1
OG0002850	jg6420, jg6421	XP_013609478.1
OG0002851	jg4950	XP_013591145.1
OG0002851	jg4949	XP_013620097.1
OG0002852	jg6582	XP_013606329.1, XP_013599115.1
OG0002853	jg4681	XP_013630258.1
OG0002854	jg17584, jg17577	XP_013636861.1, XP_013637019.1
OG0002855	jg29186	XP_013599632.1
OG0002855	jg17718	XP_013630868.1
OG0002857	jg18196	XP_013625131.1, XP_013632123.1
OG0002858	jg18329	XP_013637271.1
OG0002858	jg28840	XP_013586838.1
OG0002859	jg28849	XP_013586069.1
OG0002860	jg18355	XP_013634480.1
OG0002860	jg28807	XP_013605932.1, XP_013604973.1
OG0002861	jg18416	XP_013635318.1
OG0002861	jg28782	XP_013603464.1, XP_013584894.1
OG0002863	jg9900	XP_013594042.1
OG0002863	jg9898	XP_013599886.1, XP_013599869.1
OG0002864	jg31325	XP_013613570.1
OG0002865	jg31805	XP_013584068.1
OG0002867	jg18682	XP_013631630.1
OG0002868	jg23613	XP_013612569.1
OG0002868	jg14840	XP_013604271.1
OG0002869	jg23590	XP_013628586.1
OG0002869	jg14823	XP_013597701.1
OG0002870	jg23343	XP_013618615.1
OG0002870	jg4713	XP_013628582.1
OG0002872	jg23117	XP_013596935.1
OG0002872	jg23121	XP_013596629.1
OG0002873	jg5968	XP_013608347.1
OG0002873	jg5980	XP_013616454.1, XP_013610027.1
OG0002874	jg9777	XP_013598432.1, XP_013600547.1
OG0002875	jg22355	XP_013620796.1
OG0002875	jg9778	XP_013605183.1
OG0002876	jg14901	XP_013601594.1, XP_013619966.1, XP_013629698.1
OG0002877	jg22580	XP_013623856.1
OG0002878	jg4213, jg14374, jg2215, jg13317, jg4214	XP_013608535.1
OG0002880	jg12759	XP_013636612.1
OG0002881	jg12357, jg3748, jg17238	XP_013617789.1, XP_013617791.1, XP_013590398.1, XP_013589723.1
OG0002882	jg2120, jg2121, jg2125, jg2124	XP_013619271.1
OG0002883	jg30225	XP_013585324.1
OG0002884	jg14832	XP_013585726.1, XP_013602752.1
OG0002886	jg18805	XP_013633607.1
OG0002886	jg15243	XP_013636895.1
OG0002887	jg28826, jg10040, jg10038	XP_013599456.1
OG0002888	jg11684, jg11676	XP_013628813.1
OG0002889	jg26802	XP_013594048.1
OG0002889	jg11569	XP_013636028.1
OG0002890	jg11526	XP_013637117.1
OG0002890	jg26746	XP_013623200.1
OG0002891	jg30637	XP_013585631.1
OG0002892	jg3095	XP_013619876.1
OG0002893	jg20530	XP_013608818.1
OG0002893	jg5908	XP_013619725.1
OG0002894	jg20573	XP_013594816.1
OG0002895	jg25606	XP_013591773.1
OG0002895	jg33467	XP_013592088.1
OG0002897	jg27571, jg27572, jg27573	XP_013600521.1, XP_013599004.1, XP_013627027.1
OG0002898	jg19717, jg20336	XP_013616404.1, XP_013619693.1, XP_013595768.1
OG0002899	jg8877	XP_013596718.1
OG0002899	jg27747	XP_013599401.1
OG0002900	jg10226	XP_013619262.1
OG0002900	jg7580	XP_013610433.1
OG0002901	jg20702	XP_013609315.1
OG0002902	jg7728	XP_013610705.1, XP_013627690.1
OG0002902	jg10362	XP_013593552.1
OG0002903	jg15002	XP_013605278.1
OG0002903	jg23766	XP_013598352.1
OG0002904	jg15009	XP_013599907.1, XP_013593870.1
OG0002905	jg15032	XP_013599753.1
OG0002906	jg20137	XP_013629086.1
OG0002906	jg16301	XP_013604902.1
OG0002907	jg16285	XP_013591523.1
OG0002907	jg20107	XP_013613919.1, XP_013631705.1, XP_013637050.1
OG0002908	jg16227	XP_013635105.1, XP_013635013.1, XP_013627412.1
OG0002909	jg20035	XP_013630984.1, XP_013626363.1
OG0002910	jg16133	XP_013636212.1, XP_013604487.1
OG0002911	jg19727	XP_013637075.1
OG0002912	jg33642, jg15505	XP_013603032.1
OG0002914	jg22063	XP_013608640.1
OG0002914	jg9649	XP_013595139.1
OG0002915	jg27182	XP_013605330.1, XP_013605331.1, XP_013598065.1
OG0002916	jg27968	XP_013613277.1, XP_013593346.1
OG0002917	jg22636	XP_013593058.1
OG0002918	jg18946, jg18943	XP_013623949.1
OG0002919	jg5783, jg5784	XP_013619639.1, XP_013616294.1
OG0002920	jg19943, jg19944	XP_013631580.1, XP_013625592.1, XP_013623332.1
OG0002921	jg24157	XP_013637785.1
OG0002921	jg5558	XP_013629199.1
OG0002922	jg6672	XP_013599104.1
OG0002923	jg24489	XP_013637758.1, XP_013636254.1
OG0002924	jg24755	XP_013628385.1
OG0002924	jg25336	XP_013628853.1
OG0002925	jg24810, jg24809	XP_013585518.1
OG0002926	jg24926	XP_013583553.1
OG0002927	jg25307, jg25306	XP_013583579.1, XP_013583577.1
OG0002928	jg25520	XP_013587347.1, XP_013630597.1
OG0002929	jg25647	XP_013638571.1
OG0002930	jg25627, jg25626	XP_013587626.1, XP_013622651.1, XP_013589636.1
OG0002931	jg25928	XP_013619499.1
OG0002931	jg25929	XP_013609009.1
OG0002932	jg25937	XP_013587629.1, XP_013638931.1
OG0002933	jg26078	XP_013584479.1, XP_013610393.1, XP_013587589.1
OG0002936	jg26368	XP_013621750.1, XP_013587037.1
OG0002937	jg12047	XP_013634264.1
OG0002938	jg8206	XP_013620827.1, XP_013611305.1
OG0002938	jg28460	XP_013604168.1, XP_013587076.1
OG0002939	jg28544	XP_013584393.1
OG0002939	jg8068	XP_013609269.1
OG0002940	jg18168	XP_013630428.1
OG0002940	jg28968	XP_013586792.1
OG0002941	jg12901	XP_013614086.1
OG0002942	jg30501	XP_013604265.1, XP_013638526.1
OG0002943	jg521, jg522	XP_013634251.1, XP_013609070.1, XP_013612232.1
OG0002946	jg16772	XP_013635820.1
OG0002946	jg16771	XP_013604842.1, XP_013629994.1
OG0002947	jg10265	XP_013639222.1
OG0002947	jg7746	XP_013613285.1, XP_013622215.1
OG0002948	jg8368	XP_013589847.1, XP_013596488.1
OG0002949	jg13548	XP_013596990.1
OG0002949	jg8395	XP_013596655.1, XP_013598083.1
OG0002950	jg8548	XP_013622714.1, XP_013595874.1
OG0002951	jg8782, jg27898	XP_013598697.1, XP_013610438.1, XP_013627656.1
OG0002952	jg9153	XP_013618040.1
OG0002952	jg17133	XP_013604255.1
OG0002953	jg17354	XP_013626313.1
OG0002953	jg9061	XP_013596772.1
OG0002954	jg17092	XP_013602394.1
OG0002954	jg9186	XP_013638221.1
OG0002955	jg17072	XP_013633903.1
OG0002956	jg26682, jg5750	XP_013627961.1, XP_013619653.1, XP_013591978.1
OG0002957	jg8036	XP_013614808.1, XP_013614773.1
OG0002958	jg28290	XP_013593837.1, XP_013602717.1
OG0002958	jg9604	XP_013616306.1
OG0002961	jg33775, jg33748, jg33800	XP_013634871.1
OG0002962	jg8529, jg1851	XP_013622465.1, XP_013624788.1
OG0002963	jg25775	XP_013594628.1
OG0002963	jg25789	XP_013601309.1
OG0002971	jg4300	XP_013615510.1
OG0002972	jg16850	XP_013636247.1
OG0002972	jg9365	XP_013593622.1
OG0002973	jg24718, jg24719	XP_013587301.1
OG0002974	jg6855	XP_013614407.1, XP_013588965.1
OG0002975	jg6457, jg6640	XP_013637211.1, XP_013605035.1
OG0002976	jg5518, jg24130	XP_013630730.1, XP_013611196.1
OG0002977	jg5427	XP_013608430.1
OG0002978	jg5227	XP_013612994.1, XP_013629532.1
OG0002979	jg5146	XP_013620838.1, XP_013606484.1, XP_013623632.1
OG0002980	jg8354	XP_013628111.1
OG0002981	jg4864	XP_013613637.1
OG0002982	jg4801	XP_013613056.1
OG0002982	jg23474	XP_013610913.1
OG0002983	jg7289, jg10141	XP_013588448.1, XP_013596055.1
OG0002984	jg4688	XP_013627482.1
OG0002985	jg18034	XP_013635015.1
OG0002986	jg20295, jg15795	XP_013623420.1
OG0002986	jg19533	XP_013632397.1
OG0002987	jg28715	XP_013600240.1
OG0002987	jg20786	XP_013611419.1
OG0002988	jg21015	XP_013606215.1
OG0002989	jg18592	XP_013631151.1, XP_013628491.1
OG0002990	jg31631	XP_013638537.1
OG0002990	jg31630	XP_013595510.1
OG0002992	jg23644	XP_013597620.1, XP_013618141.1, XP_013615072.1, XP_013612149.1, XP_013606427.1, XP_013612152.1, XP_013607152.1
OG0002994	jg23628	XP_013628785.1, XP_013606713.1
OG0002994	jg14852	XP_013595524.1
OG0002995	jg23031	XP_013596194.1, XP_013594118.1
OG0002996	jg6098, jg6100	XP_013611964.1
OG0002997	jg22971	XP_013620077.1, XP_013607021.1, XP_013608321.1, XP_013628663.1
OG0002998	jg22793	XP_013616515.1
OG0002999	jg22709, jg22722	XP_013615915.1, XP_013611150.1, XP_013626250.1, XP_013621338.1
OG0003000	jg22465	XP_013629982.1, XP_013629983.1, XP_013611259.1
OG0003001	jg28987	XP_013603188.1
OG0003002	jg22322	XP_013628931.1
OG0003002	jg9755	XP_013603227.1
OG0003003	jg9751	XP_013617297.1, XP_013597518.1
OG0003004	jg29328, jg33147	XP_013604269.1, XP_013586208.1
OG0003005	jg4493	XP_013606980.1
OG0003005	jg4492	XP_013609287.1
OG0003007	jg24273	XP_013638752.1, XP_013635263.1, XP_013610790.1
OG0003008	jg24051	XP_013634003.1, XP_013605437.1
OG0003009	jg4005	XP_013610973.1
OG0003009	jg24885	XP_013624154.1
OG0003010	jg12736, jg12733	XP_013587771.1, XP_013634543.1
OG0003011	jg30763	XP_013585277.1
OG0003011	jg3461	XP_013591192.1
OG0003013	jg3423	XP_013590259.1
OG0003013	jg30731	XP_013586673.1
OG0003014	jg8785	XP_013630270.1
OG0003014	jg27894	XP_013606492.1
OG0003015	jg27895	XP_013623123.1
OG0003017	jg11605	XP_013625217.1, XP_013595428.1
OG0003018	jg26819	XP_013610346.1
OG0003018	jg11577, jg11576	XP_013636029.1
OG0003019	jg11436	XP_013633905.1, XP_013636864.1
OG0003020	jg11418, jg11414	XP_013636702.1, XP_013605466.1
OG0003021	jg30365	XP_013585181.1
OG0003021	jg3033	XP_013591074.1
OG0003022	jg31148	XP_013586758.1, XP_013590180.1
OG0003022	jg2450	XP_013590631.1
OG0003023	jg9516	XP_013595415.1
OG0003023	jg9490	XP_013623855.1
OG0003024	jg30659, jg3347	XP_013620757.1, XP_013591853.1
OG0003025	jg13576	XP_013621506.1, XP_013593178.1
OG0003026	jg13580	XP_013620540.1, XP_013606544.1
OG0003026	jg25123, jg12617	XP_013634993.1
OG0003027	jg20540	XP_013615997.1, XP_013620989.1, XP_013615740.1
OG0003028	jg26104	XP_013636578.1
OG0003028	jg33119	XP_013622389.1
OG0003029	jg26209	XP_013584192.1, XP_013629829.1
OG0003030	jg33038	XP_013591522.1, XP_013585704.1
OG0003031	jg26303	XP_013607921.1, XP_013627124.1, XP_013629299.1
OG0003032	jg25663	XP_013609713.1
OG0003032	jg33399	XP_013590760.1
OG0003033	jg18990, jg18991	XP_013625781.1
OG0003034	jg21597	XP_013608389.1
OG0003034	jg14961	XP_013602748.1
OG0003037	jg7783	XP_013613086.1
OG0003039	jg16137	XP_013602032.1, XP_013633835.1
OG0003039	jg19931	XP_013637645.1
OG0003040	jg16100	XP_013630866.1, XP_013589971.1, XP_013630867.1
OG0003041	jg16069	XP_013602564.1, XP_013634663.1, XP_013591561.1, XP_013599775.1
OG0003043	jg19540	XP_013632253.1
OG0003044	jg15286	XP_013605463.1, XP_013592509.1, XP_013613513.1
OG0003045	jg24158	XP_013591191.1, XP_013619678.1, XP_013584487.1
OG0003047	jg2272	XP_013592362.1
OG0003048	jg2289	XP_013621356.1
OG0003048	jg31244	XP_013628729.1, XP_013597568.1
OG0003049	jg2345, jg2343	XP_013587767.1, XP_013618263.1, XP_013592707.1
OG0003050	jg1852	XP_013620915.1
OG0003050	jg12039	XP_013592579.1
OG0003051	jg31229	XP_013596953.1
OG0003051	jg9991	XP_013599563.1
OG0003052	jg16523	XP_013600677.1
OG0003052	jg8346	XP_013593612.1, XP_013630407.1
OG0003054	jg10536, jg10473	XP_013593541.1
OG0003055	jg5763	XP_013610591.1, XP_013608368.1, XP_013610730.1, XP_013615231.1
OG0003056	jg24533, jg5790	XP_013624256.1
OG0003057	jg6550	XP_013608674.1
OG0003057	jg6549	XP_013619911.1, XP_013596720.1
OG0003058	jg24371	XP_013625657.1, XP_013584003.1
OG0003059	jg20164	XP_013636808.1, XP_013632358.1
OG0003061	jg19735	XP_013635299.1
OG0003062	jg19733	XP_013627959.1, XP_013635725.1, XP_013635788.1, XP_013633466.1, XP_013633467.1, XP_013635782.1
OG0003063	jg19462	XP_013635560.1, XP_013635207.1, XP_013635398.1
OG0003064	jg24418	XP_013587520.1
OG0003064	jg6660	XP_013598705.1
OG0003065	jg24462	XP_013638234.1, XP_013622264.1, XP_013601534.1
OG0003066	jg24492	XP_013594766.1
OG0003067	jg24611, jg21579	XP_013612496.1
OG0003068	jg24790	XP_013622744.1, XP_013584520.1
OG0003069	jg25034, jg25035, jg25033	XP_013627295.1, XP_013589918.1
OG0003070	jg33714	XP_013629397.1, XP_013638365.1, XP_013607690.1
OG0003071	jg2285	XP_013633320.1
OG0003072	jg25921	XP_013639597.1, XP_013625560.1
OG0003073	jg25951	XP_013586340.1
OG0003074	jg2106	XP_013590899.1, XP_013613999.1
OG0003075	jg5740	XP_013613670.1
OG0003075	jg5739	XP_013612763.1
OG0003076	jg8173	XP_013609875.1
OG0003076	jg28445	XP_013585837.1, XP_013600306.1
OG0003077	jg28456	XP_013583918.1
OG0003077	jg8200	XP_013611084.1
OG0003078	jg28588	XP_013603379.1, XP_013626895.1, XP_013603099.1, XP_013584471.1
OG0003079	jg28652	XP_013583732.1
OG0003080	jg18150	XP_013636345.1
OG0003081	jg926	XP_013605799.1
OG0003081	jg29490	XP_013585886.1
OG0003082	jg12961	XP_013619192.1, XP_013609688.1
OG0003083	jg29984	XP_013603290.1, XP_013584180.1, XP_013603047.1
OG0003084	jg3132	XP_013616357.1
OG0003084	jg30034	XP_013585839.1
OG0003085	jg30373	XP_013586515.1
OG0003085	jg3050	XP_013604296.1
OG0003086	jg3281	XP_013591112.1
OG0003086	jg30589, jg30592	XP_013603501.1
OG0003088	jg30615	XP_013597183.1
OG0003088	jg30614	XP_013587710.1
OG0003089	jg14035, jg14039	XP_013584686.1, XP_013596104.1
OG0003090	jg30813	XP_013596250.1
OG0003092	jg20678, jg20686	XP_013600460.1
OG0003093	jg8686	XP_013606732.1, XP_013596958.1, XP_013595764.1, XP_013625071.1
OG0003094	jg8863	XP_013622102.1
OG0003095	jg8002	XP_013611862.1
OG0003095	jg8865	XP_013635607.1
OG0003096	jg9191, jg9190	XP_013596785.1, XP_013594732.1, XP_013623290.1
OG0003097	jg31054	XP_013586201.1, XP_013604543.1
OG0003098	jg8093	XP_013621904.1, XP_013619475.1, XP_013590868.1, XP_013585949.1, XP_013621903.1
OG0003099	jg17446, jg27130	XP_013615159.1
OG0003100	jg27160, jg13796, jg18579, jg27279	XP_013615413.1, XP_013592780.1
OG0003101	jg27971, jg27972, jg27969	XP_013622571.1
OG0003102	jg9341	XP_013601295.1
OG0003102	jg16869	XP_013598587.1
OG0003103	jg17886, jg17879	XP_013634622.1
OG0003104	jg18097	XP_013632659.1
OG0003116	jg16851	XP_013636248.1
OG0003116	jg9364	XP_013597687.1
OG0003117	jg5627	XP_013608592.1, XP_013621754.1
OG0003118	jg5424	XP_013612574.1
OG0003118	jg24064	XP_013622302.1
OG0003119	jg5314	XP_013625759.1, XP_013628575.1, XP_013606307.1
OG0003120	jg4866	XP_013612478.1
OG0003120	jg23538	XP_013612912.1
OG0003121	jg18367, jg18368	XP_013631468.1, XP_013634740.1, XP_013621855.1
OG0003122	jg13922, jg13924, jg9949	XP_013599156.1, XP_013609353.1
OG0003123	jg9292	XP_013585512.1
OG0003124	jg31410	XP_013621843.1
OG0003125	jg31731	XP_013637678.1
