Orthogroup	Cardamine_amara	Brassica_oleracea
OG0004242	evm.model.RL_5.3797	XP_013592409.1, XP_013592129.1, XP_013613489.1
OG0004243	evm.model.RL_5.3783	XP_013629699.1, XP_013592097.1
OG0004244	evm.model.RL_5.1934	XP_013591056.1, XP_013584840.1, XP_013627057.1
OG0004245	evm.model.RL_5.2145	XP_013615701.1, XP_013588311.1
OG0004246	evm.model.RL_5.2190, evm.model.RL_8.814	XP_013590562.1, XP_013598914.1
OG0004247	evm.model.RL_6.1568	XP_013626127.1, XP_013632272.1, XP_013634274.1
OG0004248	evm.model.RL_2.124, evm.model.RL_2.119, evm.model.RL_1.603	XP_013623370.1
OG0004249	evm.model.RL_4.1149	XP_013610900.1, XP_013597499.1
OG0004250	evm.model.RL_3.2426	XP_013635166.1
OG0004251	evm.model.RL_7.627	XP_013634041.1, XP_013602949.1, XP_013590585.1
OG0004252	evm.model.RL_6.2339	XP_013633448.1
OG0004254	evm.model.RL_1.361	XP_013605040.1
OG0004255	evm.model.RL_7.134	XP_013636366.1, XP_013604904.1
OG0004256	evm.model.RL_4.3177	XP_013623743.1
OG0004257	evm.model.RL_6.2647	XP_013623991.1
OG0004259	evm.model.RL_5.1931	XP_013585374.1
OG0004263	evm.model.RL_6.308, evm.model.RL_6.220	XP_013603739.1
OG0004265	evm.model.RL_5.3087, evm.model.RL_5.3108	XP_013614712.1
OG0004266	evm.model.RL_8.1065, evm.model.RL_4.528	XP_013622039.1, XP_013623876.1
OG0004269	evm.model.RL_5.2398	XP_013607644.1
OG0004275	evm.model.RL_2.2418	XP_013602636.1, XP_013583332.1, XP_013595540.1
OG0004276	evm.model.RL_7.2465, evm.model.RL_2.2950	XP_013637220.1
OG0004277	evm.model.RL_2.2540	XP_013606073.1, XP_013598520.1
OG0004278	evm.model.RL_2.2619	XP_013623127.1, XP_013637601.1
OG0004279	evm.model.RL_2.2651	XP_013627406.1, XP_013596764.1, XP_013591387.1
OG0004280	evm.model.RL_2.2835	XP_013601429.1, XP_013598439.1
OG0004281	evm.model.RL_2.2913.1.687c86e7	XP_013584346.1, XP_013596513.1, XP_013626599.1
OG0004282	evm.model.RL_2.2986	XP_013599663.1, XP_013622408.1, XP_013593652.1
OG0004283	evm.model.RL_2.3043	XP_013627252.1, XP_013624884.1, XP_013596449.1, XP_013620327.1
OG0004284	evm.model.RL_5.2812	XP_013586699.1
OG0004285	evm.model.RL_7.1963, evm.model.RL_5.2740	XP_013600050.1, XP_013585474.1, XP_013637970.1
OG0004286	evm.model.RL_3.705, evm.model.RL_3.704	XP_013613581.1
OG0004287	evm.model.RL_7.2679	XP_013596551.1, XP_013621400.1, XP_013607853.1
OG0004288	evm.model.RL_7.2578	XP_013619348.1, XP_013596699.1, XP_013596000.1, XP_013607104.1
OG0004289	evm.model.RL_7.2462	XP_013616617.1, XP_013593948.1, XP_013610410.1
OG0004290	evm.model.RL_7.2304	XP_013612900.1
OG0004291	evm.model.RL_4.64	XP_013626379.1
OG0004292	evm.model.RL_7.2199	XP_013609948.1
OG0004293	evm.model.RL_6.516	XP_013621300.1, XP_013590407.1
OG0004294	evm.model.RL_6.2373	XP_013636603.1, XP_013637533.1
OG0004295	evm.model.RL_6.2244	XP_013626285.1, XP_013634819.1, XP_013637035.1
OG0004296	evm.model.RL_1.914	XP_013583545.1, XP_013603799.1, XP_013629974.1
OG0004297	evm.model.RL_1.1029	XP_013628413.1, XP_013624032.1, XP_013586958.1
OG0004298	evm.model.RL_1.1094	XP_013587092.1, XP_013622662.1, XP_013586295.1
OG0004299	evm.model.RL_8.1190	XP_013616171.1, XP_013622192.1, XP_013606608.1
OG0004301	evm.model.RL_8.1233	XP_013628653.1
OG0004302	evm.model.RL_8.1262	XP_013618507.1, XP_013622693.1, XP_013611555.1
OG0004303	evm.model.RL_2.2168	XP_013600417.1
OG0004304	evm.model.RL_8.1872	XP_013620059.1, XP_013629231.1, XP_013611386.1
OG0004305	evm.model.RL_4.1135	XP_013598679.1, XP_013606491.1
OG0004306	evm.model.RL_4.2279	XP_013606814.1, XP_013630111.1, XP_013621111.1
OG0004307	evm.model.RL_4.2399	XP_013613141.1, XP_013630678.1
OG0004309	evm.model.RL_4.2702, evm.model.RL_4.2703	XP_013606878.1, XP_013620089.1
OG0004310	evm.model.RL_4.2733	XP_013625394.1, XP_013615533.1, XP_013612993.1
OG0004311	evm.model.RL_4.180.1.687c86cd	XP_013597773.1
OG0004312	evm.model.RL_2.1388	XP_013595885.1, XP_013637613.1, XP_013627483.1
OG0004313	evm.model.RL_2.1455	XP_013597347.1, XP_013627642.1, XP_013615236.1, XP_013596742.1
OG0004314	evm.model.RL_2.1553	XP_013597839.1, XP_013595793.1, XP_013627759.1
OG0004315	evm.model.RL_2.1584	XP_013600903.1, XP_013596196.1, XP_013622373.1
OG0004316	evm.model.RL_2.1607	XP_013596661.1, XP_013627286.1, XP_013615754.1, XP_013590924.1, XP_013606150.1
OG0004317	evm.model.RL_2.1618.2.687c86e3	XP_013586643.1, XP_013598899.1, XP_013622558.1
OG0004318	evm.model.RL_2.1770	XP_013629300.1, XP_013593454.1
OG0004319	evm.model.RL_2.1786	XP_013595645.1, XP_013584414.1, XP_013624844.1
OG0004320	evm.model.RL_2.1857	XP_013607857.1
OG0004321	evm.model.RL_2.1919	XP_013617469.1, XP_013625331.1, XP_013595236.1
OG0004322	evm.model.RL_8.710	XP_013614822.1, XP_013628246.1
OG0004323	evm.model.RL_5.2475	XP_013590356.1
OG0004323	evm.model.RL_8.845	XP_013629522.1
OG0004324	evm.model.RL_1.2169	XP_013586211.1, XP_013632173.1, XP_013623268.1
OG0004326	evm.model.RL_5.2969	XP_013626887.1, XP_013584916.1, XP_013596564.1, XP_013615852.1, XP_013596548.1
OG0004327	evm.model.RL_5.2889	XP_013587022.1, XP_013628627.1, XP_013598270.1
OG0004328	evm.model.RL_5.2874	XP_013586165.1, XP_013592991.1, XP_013599893.1
OG0004329	evm.model.RL_6.791	XP_013635028.1, XP_013635358.1
OG0004330	evm.model.RL_2.3104	XP_013602796.1
OG0004331	evm.model.RL_2.3205	XP_013639236.1, XP_013626004.1, XP_013596139.1
OG0004332	evm.model.RL_2.3213	XP_013617177.1, XP_013595741.1, XP_013634524.1, XP_013625680.1
OG0004333	evm.model.RL_8.773, evm.model.RL_8.771	XP_013612051.1, XP_013620654.1
OG0004336	evm.model.RL_1.2570, evm.model.RL_2.633	XP_013625387.1
OG0004337	evm.model.RL_1.2452	XP_013597610.1
OG0004338	evm.model.RL_2.767	XP_013631833.1
OG0004339	evm.model.RL_2.962	XP_013602301.1, XP_013637417.1
OG0004340	evm.model.RL_2.998	XP_013602484.1, XP_013618474.1
OG0004341	evm.model.RL_2.1011	XP_013587870.1, XP_013600708.1
OG0004342	evm.model.RL_5.3990, evm.model.RL_5.3840	XP_013625030.1
OG0004343	evm.model.RL_7.72	XP_013634903.1, XP_013590714.1, XP_013602303.1
OG0004344	evm.model.RL_6.2852	XP_013627247.1, XP_013634708.1, XP_013634764.1
OG0004345	evm.model.RL_6.2779	XP_013621759.1, XP_013632135.1, XP_013636858.1
OG0004346	evm.model.RL_6.2757	XP_013627519.1
OG0004348	evm.model.RL_6.2440	XP_013635790.1, XP_013632282.1, XP_013626713.1
OG0004349	evm.model.RL_7.541	XP_013591821.1
OG0004350	evm.model.RL_4.1667	XP_013628815.1, XP_013611556.1, XP_013620589.1
OG0004351	evm.model.RL_6.2120	XP_013634399.1
OG0004352	evm.model.RL_6.2119	XP_013631292.1, XP_013631293.1
OG0004353	evm.model.RL_4.1476	XP_013618994.1, XP_013627314.1, XP_013610715.1
OG0004354	evm.model.RL_8.2007	XP_013623379.1, XP_013615985.1, XP_013607018.1
OG0004355	evm.model.RL_8.2439	XP_013619656.1, XP_013625997.1
OG0004356	evm.model.RL_8.2483	XP_013629957.1
OG0004358	evm.model.RL_8.2745	XP_013596559.1, XP_013610045.1, XP_013619019.1
OG0004359	evm.model.RL_8.2763	XP_013599239.1, XP_013612894.1, XP_013616311.1
OG0004360	evm.model.RL_7.1037, evm.model.RL_8.2915	XP_013595391.1, XP_013601040.1
OG0004362	evm.model.RL_5.208, evm.model.RL_8.353	XP_013600487.1, XP_013637762.1
OG0004363	evm.model.RL_6.1427	XP_013630855.1, XP_013630601.1, XP_013631269.1
OG0004364	evm.model.RL_6.1423	XP_013629862.1, XP_013637064.1, XP_013631191.1
OG0004366	evm.model.RL_6.1218	XP_013633966.1, XP_013625135.1, XP_013634535.1
OG0004367	evm.model.RL_6.1200	XP_013635762.1
OG0004368	evm.model.RL_6.1139	XP_013633557.1, XP_013630357.1, XP_013636698.1
OG0004369	evm.model.RL_6.1128	XP_013622731.1
OG0004370	evm.model.RL_6.1123	XP_013626729.1, XP_013633319.1, XP_013632665.1
OG0004371	evm.model.RL_6.1089	XP_013630856.1, XP_013631045.1, XP_013622809.1
OG0004372	evm.model.RL_1.78	XP_013638948.1, XP_013586677.1
OG0004373	evm.model.RL_1.195	XP_013622494.1
OG0004374	evm.model.RL_1.444	XP_013614825.1
OG0004375	evm.model.RL_4.1046	XP_013606725.1, XP_013616688.1
OG0004376	evm.model.RL_1.478.1.687c87ea	XP_013625478.1, XP_013638598.1, XP_013630781.1
OG0004377	evm.model.RL_1.532	XP_013635140.1, XP_013585406.1
OG0004378	evm.model.RL_1.546	XP_013627088.1, XP_013588252.1, XP_013585010.1
OG0004379	evm.model.RL_1.576	XP_013623284.1, XP_013638316.1
OG0004380	evm.model.RL_1.671	XP_013630562.1, XP_013638183.1, XP_013620541.1
OG0004381	evm.model.RL_6.1697	XP_013631649.1, XP_013631837.1, XP_013625114.1
OG0004382	evm.model.RL_6.1711	XP_013632300.1, XP_013625543.1
OG0004383	evm.model.RL_6.1788	XP_013630969.1, XP_013615539.1, XP_013632512.1
OG0004384	evm.model.RL_7.1026	XP_013588267.1, XP_013601642.1
OG0004385	evm.model.RL_5.1457, evm.model.RL_6.949	XP_013603184.1, XP_013586551.1, XP_013605598.1
OG0004386	evm.model.RL_5.1605.1.687c88b5	XP_013605567.1, XP_013599580.1, XP_013587549.1
OG0004387	evm.model.RL_3.1749	XP_013591691.1, XP_013605286.1
OG0004388	evm.model.RL_5.1682	XP_013586521.1
OG0004389	evm.model.RL_5.1707.1.687c88b6	XP_013602606.1, XP_013601795.1, XP_013602776.1, XP_013584516.1
OG0004391	evm.model.RL_3.1596	XP_013590555.1, XP_013592229.1
OG0004392	evm.model.RL_5.3477	XP_013585215.1
OG0004393	evm.model.RL_5.3293	XP_013596407.1, XP_013627343.1, XP_013584457.1
OG0004394	evm.model.RL_5.3210	XP_013596517.1, XP_013625664.1
OG0004395	evm.model.RL_1.424, evm.model.RL_2.1999	XP_013599336.1, XP_013610553.1
OG0004396	evm.model.RL_6.316	XP_013631150.1
OG0004397	evm.model.RL_5.1191	XP_013615329.1, XP_013638703.1, XP_013603038.1
OG0004398	evm.model.RL_5.1141	XP_013587308.1, XP_013605526.1, XP_013605478.1
OG0004399	evm.model.RL_5.1132	XP_013604070.1, XP_013601061.1, XP_013586082.1
OG0004400	evm.model.RL_5.1058	XP_013604774.1, XP_013602441.1
OG0004401	evm.model.RL_5.970	XP_013602467.1, XP_013583829.1
OG0004402	evm.model.RL_5.926	XP_013603270.1, XP_013584792.1
OG0004403	evm.model.RL_5.870	XP_013601939.1, XP_013604837.1, XP_013587343.1
OG0004404	evm.model.RL_5.764	XP_013639140.1
OG0004405	evm.model.RL_5.652, evm.model.RL_5.653	XP_013600001.1
OG0004406	evm.model.RL_5.640.2.687c88ae	XP_013601016.1, XP_013585864.1, XP_013599573.1
OG0004407	evm.model.RL_4.2110	XP_013628550.1, XP_013614398.1, XP_013618924.1
OG0004408	evm.model.RL_4.2013	XP_013629504.1, XP_013621079.1, XP_013612039.1
OG0004409	evm.model.RL_4.1956	XP_013622729.1, XP_013611199.1, XP_013620314.1
OG0004410	evm.model.RL_4.1797	XP_013616849.1, XP_013627839.1, XP_013610637.1
OG0004411	evm.model.RL_4.1786	XP_013611639.1
OG0004412	evm.model.RL_4.1108	XP_013609802.1, XP_013619430.1, XP_013596421.1
OG0004413	evm.model.RL_4.1054	XP_013618231.1, XP_013611184.1, XP_013593714.1
OG0004414	evm.model.RL_4.780	XP_013619729.1, XP_013596653.1, XP_013610698.1
OG0004415	evm.model.RL_4.2928	XP_013614275.1, XP_013623760.1
OG0004416	evm.model.RL_4.1178	XP_013598944.1, XP_013607137.1, XP_013621016.1
OG0004418	evm.model.RL_4.1371	XP_013609680.1, XP_013596040.1
OG0004419	evm.model.RL_4.1409	XP_013595210.1
OG0004419	evm.model.RL_4.2727	XP_013610969.1
OG0004420	evm.model.RL_8.2207	XP_013616705.1, XP_013595539.1, XP_013613339.1
OG0004421	evm.model.RL_7.1431	XP_013629286.1, XP_013600131.1
OG0004422	evm.model.RL_3.1218_evm.model.RL_3.1220	XP_013618127.1
OG0004423	evm.model.RL_3.1356	XP_013590366.1, XP_013590933.1
OG0004424	evm.model.RL_3.1421	XP_013588826.1, XP_013616380.1, XP_013589763.1
OG0004425	evm.model.RL_3.1462	XP_013621428.1, XP_013588173.1
OG0004426	evm.model.RL_3.1586	XP_013619652.1, XP_013591068.1, XP_013590754.1
OG0004427	evm.model.RL_3.1604, evm.model.RL_3.1605	XP_013589975.1
OG0004428	evm.model.RL_3.1968	XP_013590576.1, XP_013590479.1, XP_013618677.1
OG0004429	evm.model.RL_3.1872	XP_013618982.1, XP_013591989.1
OG0004430	evm.model.RL_3.1868	XP_013590607.1
OG0004431	evm.model.RL_3.1687	XP_013589837.1, XP_013589928.1, XP_013620965.1
OG0004432	evm.model.RL_3.2255	XP_013618647.1, XP_013591601.1, XP_013589962.1
OG0004433	evm.model.RL_3.2301	XP_013590359.1
OG0004434	evm.model.RL_3.2330	XP_013591157.1, XP_013618390.1, XP_013591307.1, XP_013639079.1
OG0004436	evm.model.RL_1.1190	XP_013583717.1, XP_013611170.1, XP_013622272.1
OG0004437	evm.model.RL_1.1329	XP_013610656.1, XP_013586289.1, XP_013625642.1
OG0004438	evm.model.RL_1.1342	XP_013610596.1, XP_013584108.1, XP_013625312.1
OG0004440	evm.model.RL_1.1431, evm.model.RL_1.1435	XP_013589248.1, XP_013626711.1, XP_013585238.1
OG0004441	evm.model.RL_1.1460	XP_013586919.1, XP_013610133.1
OG0004442	evm.model.RL_1.1476	XP_013583338.1, XP_013633485.1
OG0004443	evm.model.RL_1.1546, evm.model.RL_1.1550_evm.model.RL_1.1554, evm.model.RL_1.1545, evm.model.RL_1.1549, evm.model.RL_1.1553	XP_013584938.1, XP_013592652.1, XP_013630805.1, XP_013626194.1
OG0004444	evm.model.RL_1.1769	XP_013627615.1, XP_013584077.1, XP_013639048.1
OG0004445	evm.model.RL_1.1892	XP_013586989.1
OG0004446	evm.model.RL_1.1924	XP_013622678.1, XP_013608295.1, XP_013586857.1
OG0004447	evm.model.RL_1.2015	XP_013626210.1, XP_013584365.1, XP_013585460.1
OG0004448	evm.model.RL_1.2017	XP_013629435.1, XP_013587297.1
OG0004449	evm.model.RL_1.2261, evm.model.RL_1.2053	XP_013586136.1, XP_013626301.1, XP_013584782.1
OG0004450	evm.model.RL_1.2109	XP_013622423.1, XP_013583631.1, XP_013607626.1
OG0004451	evm.model.RL_1.2224	XP_013584092.1, XP_013626405.1, XP_013596435.1
OG0004452	evm.model.RL_6.527	XP_013602051.1
OG0004453	evm.model.RL_1.3033	XP_013611338.1, XP_013595348.1
OG0004454	evm.model.RL_1.2998	XP_013623036.1, XP_013593333.1, XP_013612816.1
OG0004455	evm.model.RL_1.3096	XP_013627309.1
OG0004456	evm.model.RL_6.1702	XP_013608864.1, XP_013593601.1
OG0004457	evm.model.RL_5.3707	XP_013592374.1, XP_013588314.1
OG0004458	evm.model.RL_5.1921	XP_013589859.1, XP_013623419.1, XP_013589855.1
OG0004460	evm.model.RL_5.2148	XP_013638843.1, XP_013588376.1, XP_013613773.1
OG0004461	evm.model.RL_6.1530	XP_013628555.1, XP_013635844.1
OG0004462	evm.model.RL_7.1198	XP_013596160.1, XP_013615677.1, XP_013593957.1, XP_013631217.1
OG0004463	evm.model.RL_7.983.1.687c84b7	XP_013634147.1, XP_013588490.1, XP_013602594.1
OG0004464	evm.model.RL_7.859, evm.model.RL_7.919, evm.model.RL_7.858	XP_013589883.1, XP_013602014.1
OG0004466	evm.model.RL_7.694	XP_013590444.1, XP_013599506.1, XP_013634272.1
OG0004467	evm.model.RL_8.1419	XP_013623888.1, XP_013617047.1
OG0004468	evm.model.RL_7.548.1.687c84b5	XP_013614177.1, XP_013602655.1, XP_013590912.1
OG0004469	evm.model.RL_7.539, evm.model.RL_6.1927	XP_013605680.1, XP_013591871.1
OG0004470	evm.model.RL_7.501	XP_013605245.1, XP_013637059.1, XP_013598736.1, XP_013592164.1
OG0004471	evm.model.RL_6.2661	XP_013630623.1, XP_013637644.1
OG0004472	evm.model.RL_7.228	XP_013604593.1, XP_013632915.1, XP_013631344.1
OG0004474	evm.model.RL_7.65	XP_013600491.1, XP_013590375.1, XP_013633975.1
OG0004475	evm.model.RL_5.2100	XP_013614206.1, XP_013613707.1
OG0004477	evm.model.RL_8.1039	XP_013613355.1
OG0004480	evm.model.RL_6.1486	XP_013632025.1
OG0004480	evm.model.RL_4.3184	XP_013626837.1
OG0004481	evm.model.RL_2.2875	XP_013627362.1
OG0004482	evm.model.RL_5.3743, evm.model.RL_5.3442, evm.model.RL_5.3373	XP_013600153.1, XP_013601554.1
OG0004483	evm.model.RL_3.1422	XP_013603950.1
OG0004485	evm.model.RL_7.399	XP_013591026.1
OG0004492	evm.model.RL_1.2246	XP_013615176.1
OG0004492	evm.model.RL_1.2247	XP_013622321.1
OG0004493	evm.model.RL_1.2394	XP_013599070.1
OG0004493	evm.model.RL_1.2396	XP_013593042.1
OG0004498	evm.model.RL_2.2339	XP_013610465.1, XP_013595458.1, XP_013602471.1
OG0004499	evm.model.RL_2.2370	XP_013603495.1, XP_013583657.1, XP_013594147.1
OG0004500	evm.model.RL_2.2407	XP_013583465.1, XP_013598904.1, XP_013603486.1
OG0004501	evm.model.RL_2.2519	XP_013626237.1, XP_013597452.1, XP_013638191.1
OG0004502	evm.model.RL_8.1808	XP_013618343.1, XP_013629073.1, XP_013606828.1
OG0004503	evm.model.RL_2.2543.1.687c86e6	XP_013635754.1, XP_013623957.1, XP_013622075.1
OG0004504	evm.model.RL_6.279	XP_013597686.1
OG0004505	evm.model.RL_2.2571	XP_013597265.1, XP_013627940.1
OG0004506	evm.model.RL_2.2585	XP_013627902.1, XP_013593313.1, XP_013597241.1
OG0004507	evm.model.RL_7.560, evm.model.RL_7.531	XP_013588857.1, XP_013635668.1
OG0004508	evm.model.RL_2.2692	XP_013626200.1, XP_013638525.1, XP_013593197.1
OG0004509	evm.model.RL_2.2725	XP_013635591.1
OG0004510	evm.model.RL_6.442	XP_013614217.1
OG0004511	evm.model.RL_2.2816	XP_013625696.1, XP_013595327.1, XP_013593991.1
OG0004512	evm.model.RL_2.2960	XP_013625056.1, XP_013588559.1, XP_013595906.1
OG0004513	evm.model.RL_2.2971.1.687c86e7	XP_013595907.1, XP_013632461.1
OG0004514	evm.model.RL_2.1219	XP_013637437.1, XP_013596442.1
OG0004515	evm.model.RL_3.502	XP_013612796.1, XP_013605359.1, XP_013636586.1
OG0004516	evm.model.RL_3.345	XP_013612300.1
OG0004517	evm.model.RL_5.1004	XP_013583495.1
OG0004518	evm.model.RL_2.1881	XP_013621396.1
OG0004519	evm.model.RL_7.2699	XP_013593771.1, XP_013610160.1, XP_013618470.1
OG0004520	evm.model.RL_3.1212, evm.model.RL_8.1332	XP_013587271.1
OG0004521	evm.model.RL_7.2434, evm.model.RL_7.2433	XP_013614747.1, XP_013610882.1, XP_013596583.1
OG0004522	evm.model.RL_7.2213	XP_013593179.1
OG0004523	evm.model.RL_7.2147	XP_013607028.1, XP_013598512.1, XP_013618791.1, XP_013616367.1
OG0004524	evm.model.RL_7.2072	XP_013608946.1, XP_013619318.1, XP_013593754.1
OG0004525	evm.model.RL_2.567	XP_013631750.1
OG0004527	evm.model.RL_1.1158.1.687c87ec	XP_013625882.1, XP_013605941.1, XP_013587735.1
OG0004528	evm.model.RL_8.1703	XP_013616551.1
OG0004529	evm.model.RL_1.1134	XP_013611525.1, XP_013628358.1, XP_013619077.1, XP_013586972.1
OG0004530	evm.model.RL_8.2059	XP_013619064.1
OG0004531	evm.model.RL_8.1666.1.687c855c	XP_013618220.1, XP_013627087.1, XP_013608874.1
OG0004532	evm.model.RL_8.1698	XP_013623868.1, XP_013619057.1, XP_013610281.1
OG0004533	evm.model.RL_8.1738, evm.model.RL_8.1739	XP_013606244.1, XP_013626458.1
OG0004534	evm.model.RL_8.1750	XP_013607087.1, XP_013614732.1
OG0004535	evm.model.RL_8.1829	XP_013630760.1, XP_013618943.1
OG0004536	evm.model.RL_8.1864	XP_013626442.1, XP_013611789.1, XP_013618391.1
OG0004537	evm.model.RL_4.747	XP_013609398.1, XP_013595582.1
OG0004538	evm.model.RL_4.2333	XP_013626410.1, XP_013618948.1, XP_013609611.1
OG0004539	evm.model.RL_4.2345	XP_013612581.1, XP_013628442.1, XP_013620463.1
OG0004540	evm.model.RL_4.2380	XP_013607220.1, XP_013625429.1, XP_013618480.1
OG0004541	evm.model.RL_4.2398	XP_013618530.1, XP_013618541.1, XP_013608945.1, XP_013622525.1
OG0004542	evm.model.RL_4.2473	XP_013622634.1
OG0004543	evm.model.RL_4.2518	XP_013612711.1, XP_013630277.1
OG0004544	evm.model.RL_4.2550	XP_013620786.1, XP_013606523.1, XP_013627580.1
OG0004545	evm.model.RL_4.2666	XP_013613034.1, XP_013629000.1, XP_013615295.1, XP_013616052.1
OG0004546	evm.model.RL_4.2743	XP_013611324.1, XP_013625266.1, XP_013618131.1
OG0004547	evm.model.RL_4.2804	XP_013629277.1
OG0004548	evm.model.RL_2.1398	XP_013595241.1
OG0004549	evm.model.RL_2.1409	XP_013597338.1, XP_013597422.1, XP_013594834.1, XP_013627512.1
OG0004550	evm.model.RL_2.1473	XP_013630306.1, XP_013598261.1, XP_013601989.1
OG0004551	evm.model.RL_8.542	XP_013599317.1
OG0004551	evm.model.RL_2.1761	XP_013627291.1
OG0004552	evm.model.RL_2.1870	XP_013626149.1, XP_013595895.1, XP_013604146.1
OG0004553	evm.model.RL_2.1872	XP_013626684.1, XP_013589435.1, XP_013596755.1, XP_013596189.1
OG0004554	evm.model.RL_2.1917.1.687c86e4	XP_013620358.1, XP_013595233.1
OG0004557	evm.model.RL_5.2294, evm.model.RL_5.2293	XP_013604858.1, XP_013592691.1
OG0004558	evm.model.RL_5.3082	XP_013583597.1, XP_013594064.1
OG0004559	evm.model.RL_5.3052	XP_013628699.1, XP_013598437.1, XP_013586219.1
OG0004560	evm.model.RL_5.3048	XP_013583833.1, XP_013595461.1, XP_013625965.1
OG0004561	evm.model.RL_5.2952	XP_013597403.1, XP_013627869.1, XP_013639479.1
OG0004562	evm.model.RL_5.2940	XP_013629526.1, XP_013614356.1, XP_013585687.1
OG0004563	evm.model.RL_5.2848, evm.model.RL_5.2847	XP_013584578.1, XP_013639509.1, XP_013615576.1
OG0004564	evm.model.RL_2.3070	XP_013625698.1, XP_013638890.1, XP_013594125.1
OG0004566	evm.model.RL_2.3167	XP_013625067.1, XP_013595763.1, XP_013606626.1
OG0004567	evm.model.RL_2.3378	XP_013634012.1
OG0004568	evm.model.RL_2.570	XP_013633826.1, XP_013603354.1, XP_013590894.1
OG0004569	evm.model.RL_2.529	XP_013636813.1
OG0004569	evm.model.RL_3.959	XP_013592069.1
OG0004570	evm.model.RL_5.1543	XP_013613523.1
OG0004571	evm.model.RL_7.1621	XP_013626151.1, XP_013602512.1, XP_013602612.1, XP_013602424.1
OG0004572	evm.model.RL_6.1596	XP_013625713.1, XP_013630904.1, XP_013634905.1
OG0004573	evm.model.RL_4.96	XP_013593732.1, XP_013612660.1, XP_013614904.1
OG0004574	evm.model.RL_6.1659	XP_013621710.1, XP_013633711.1, XP_013636528.1
OG0004575	evm.model.RL_6.1460	XP_013636392.1
OG0004576	evm.model.RL_8.699	XP_013627830.1, XP_013610029.1
OG0004577	evm.model.RL_8.666	XP_013618088.1, XP_013608667.1, XP_013625259.1
OG0004578	evm.model.RL_8.427	XP_013612145.1
OG0004580	evm.model.RL_4.417	XP_013595431.1, XP_013609046.1
OG0004581	evm.model.RL_4.201	XP_013606618.1
OG0004582	evm.model.RL_4.94	XP_013595320.1, XP_013618598.1, XP_013608923.1
OG0004583	evm.model.RL_2.741.2.687c86e1	XP_013602736.1, XP_013598620.1
OG0004584	evm.model.RL_2.845	XP_013588825.1
OG0004585	evm.model.RL_2.912	XP_013590616.1, XP_013603020.1, XP_013636742.1
OG0004586	evm.model.RL_1.2130	XP_013607684.1, XP_013585580.1
OG0004587	evm.model.RL_6.2702	XP_013632159.1, XP_013631374.1, XP_013630325.1
OG0004588	evm.model.RL_6.2648	XP_013588584.1, XP_013631975.1, XP_013630648.1
OG0004589	evm.model.RL_6.2592	XP_013634259.1, XP_013629762.1
OG0004590	evm.model.RL_6.2591	XP_013631749.1, XP_013629761.1
OG0004591	evm.model.RL_6.2584	XP_013632250.1
OG0004592	evm.model.RL_6.2467	XP_013631912.1
OG0004593	evm.model.RL_4.3307	XP_013609796.1, XP_013620132.1
OG0004594	evm.model.RL_4.3198	XP_013628681.1, XP_013621628.1
OG0004595	evm.model.RL_4.1586	XP_013623654.1, XP_013613356.1, XP_013615922.1
OG0004596	evm.model.RL_4.794, evm.model.RL_4.1558	XP_013620293.1, XP_013619002.1, XP_013630212.1, XP_013607051.1
OG0004597	evm.model.RL_4.1494	XP_013619050.1, XP_013627643.1, XP_013615651.1, XP_013607237.1
OG0004598	evm.model.RL_4.1454	XP_013612757.1, XP_013612510.1, XP_013630311.1
OG0004600	evm.model.RL_8.2440	XP_013612111.1, XP_013588021.1
OG0004601	evm.model.RL_8.2489, evm.model.RL_3.1098	XP_013626845.1, XP_013618322.1
OG0004602	evm.model.RL_8.2536	XP_013626261.1, XP_013619013.1, XP_013609384.1
OG0004603	evm.model.RL_8.2628	XP_013613607.1, XP_013609065.1
OG0004604	evm.model.RL_8.2634	XP_013618427.1, XP_013629465.1
OG0004606	evm.model.RL_8.2793	XP_013619453.1, XP_013610625.1, XP_013598968.1
OG0004607	evm.model.RL_8.2847	XP_013586904.1
OG0004608	evm.model.RL_8.11, evm.model.RL_8.2615	XP_013621942.1
OG0004609	evm.model.RL_8.245, evm.model.RL_2.351	XP_013627710.1, XP_013617428.1, XP_013610549.1
OG0004610	evm.model.RL_4.454	XP_013593517.1
OG0004611	evm.model.RL_6.1392	XP_013637102.1, XP_013622072.1, XP_013637643.1
OG0004612	evm.model.RL_6.1247	XP_013633495.1, XP_013625122.1, XP_013634369.1
OG0004613	evm.model.RL_6.996	XP_013635575.1
OG0004613	evm.model.RL_5.611	XP_013604086.1
OG0004614	evm.model.RL_6.810	XP_013626956.1, XP_013631777.1, XP_013632082.1
OG0004615	evm.model.RL_6.834	XP_013622446.1
OG0004616	evm.model.RL_1.54	XP_013629821.1
OG0004618	evm.model.RL_1.18	XP_013628019.1, XP_013618100.1, XP_013608897.1
OG0004619	evm.model.RL_1.14	XP_013614029.1
OG0004620	evm.model.RL_1.779	XP_013617869.1, XP_013583867.1, XP_013622743.1
OG0004621	evm.model.RL_1.196	XP_013628998.1, XP_013617244.1
OG0004622	evm.model.RL_1.219	XP_013583603.1
OG0004624	evm.model.RL_1.512	XP_013626876.1, XP_013615856.1, XP_013635162.1, XP_013584056.1
OG0004625	evm.model.RL_1.524	XP_013584783.1, XP_013626934.1, XP_013588629.1
