Orthogroup	Cardamine_amara	Brassica_napus
OG0002762	evm.model.RL_5.1026	XP_048621322.1, XP_013708400.1
OG0002763	evm.model.RL_5.1345	NP_001302884.1, XP_013701756.1, XP_013684839.2, XP_048617818.1
OG0002764	evm.model.RL_5.1216	XP_013676301.1, XP_048638210.1
OG0002764	evm.model.RL_7.2506	XP_048637204.1, XP_013686292.1
OG0002765	evm.model.RL_7.2321	XP_048595254.1, XP_013684994.1, XP_048628348.1, XP_048600640.1
OG0002766	evm.model.RL_2.442	XP_013742973.2, XP_013732874.1
OG0002767	evm.model.RL_3.173	XP_013706816.1, XP_013748261.1
OG0002768	evm.model.RL_8.1737	XP_013725372.2, XP_013714336.2
OG0002768	evm.model.RL_2.2143	XP_048619715.1, XP_013704042.3
OG0002769	evm.model.RL_1.851	XP_013750367.1, XP_048635988.1
OG0002769	evm.model.RL_1.850	XP_048600741.1, XP_013684590.2, XP_013736042.2
OG0002770	evm.model.RL_2.2010	XP_013657001.1, XP_013705146.2, XP_013671257.2
OG0002770	evm.model.RL_8.1176	XP_013680643.2, XP_013680739.1
OG0002771	evm.model.RL_4.2567	XP_048603605.1, XP_048626266.1
OG0002771	evm.model.RL_8.2593	XP_048606605.1, XP_013643097.2
OG0002772	evm.model.RL_8.2457.1.687c8561	XP_013643198.1, XP_013643028.2
OG0002772	evm.model.RL_4.2661	XP_048598424.1, XP_013715183.2
OG0002773	evm.model.RL_4.2800	XP_013715606.2, XP_013743200.1
OG0002773	evm.model.RL_8.2241	XP_048632991.1
OG0002774	evm.model.RL_2.1540	XP_013659145.1
OG0002774	evm.model.RL_4.364	XP_048637392.1, XP_048618297.1
OG0002775	evm.model.RL_2.1550	XP_013737512.2, XP_013717501.1
OG0002775	evm.model.RL_4.375	XP_013681666.1, XP_013687211.1
OG0002776	evm.model.RL_2.1657	XP_022562754.1, XP_013717301.3
OG0002776	evm.model.RL_2.1656	XP_013728465.3, XP_013730023.1
OG0002777	evm.model.RL_2.1695, evm.model.RL_2.1696	XP_048618963.1, XP_013717185.2, XP_013674411.2, XP_013654160.2, XP_013642958.2, XP_022549933.1, XP_013660266.2, XP_048601569.1, XP_013660267.2, XP_013642957.2
OG0002779	evm.model.RL_5.2565	XP_048594455.1, XP_048621701.1
OG0002779	evm.model.RL_5.2567	XP_013717470.2, XP_013688702.2
OG0002780	evm.model.RL_5.2437, evm.model.RL_5.2438	XP_048617165.1, XP_048637985.1
OG0002781	evm.model.RL_2.3278	XP_013707613.2, XP_013728996.1, XP_048600963.1, XP_048630497.1, XP_048633904.1
OG0002782	evm.model.RL_6.133	XP_013656563.2, XP_013678081.1, XP_013736182.2, XP_013673415.2
OG0002783	evm.model.RL_2.3442	XP_013654305.2, XP_022555699.1
OG0002784	evm.model.RL_2.1307	XP_013738320.1, XP_013655955.2
OG0002785	evm.model.RL_2.631	XP_048621487.1, XP_048594529.1
OG0002785	evm.model.RL_1.2575	XP_013720353.1, XP_013651441.1
OG0002786	evm.model.RL_1.2563	XP_013652902.1, XP_022544325.1
OG0002786	evm.model.RL_2.625	XP_013715141.2, XP_013656732.1, XP_013656733.1, XP_013715164.2
OG0002787	evm.model.RL_2.599	XP_013721139.1, XP_013690437.1
OG0002788	evm.model.RL_2.965	XP_048634002.1, XP_013659050.2
OG0002788	evm.model.RL_1.2213	XP_013741115.1, XP_013717702.1, XP_013651509.3
OG0002789	evm.model.RL_2.1001	XP_048621917.1, XP_013655687.1, XP_013671744.2, XP_013664755.1
OG0002790	evm.model.RL_1.2141_evm.model.RL_1.2143.1.687c9a6b	XP_013647906.1, XP_048629068.1, XP_013714314.1
OG0002791	evm.model.RL_1.2089	XP_013692607.1, XP_013743111.1, XP_048635243.1
OG0002793	evm.model.RL_6.2848, evm.model.RL_7.149	XP_048634810.1, XP_048611289.1, XP_048610335.1, XP_013747568.2, XP_013648504.1, XP_022568116.2
OG0002794	evm.model.RL_7.290	XP_013710884.2, XP_013710863.2, XP_022574224.2, XP_013741984.2
OG0002795	evm.model.RL_7.332	XP_022546965.2, XP_048620813.1, XP_013688113.1, XP_013742052.1
OG0002796	evm.model.RL_6.2480	XP_022554879.1, XP_013683831.2
OG0002798	evm.model.RL_6.2304	XP_013747808.2, XP_013692239.1, XP_013647897.1, XP_013724365.1
OG0002799	evm.model.RL_6.1929	XP_013701987.1
OG0002799	evm.model.RL_4.3381	XP_013731809.1, XP_013730112.1, XP_013723504.2
OG0002800	evm.model.RL_4.3170	XP_013721525.1, XP_022554173.1, XP_013655670.2
OG0002801	evm.model.RL_7.1957	XP_013667258.2, XP_048623348.1, XP_048627745.1, XP_013682275.1
OG0002802	evm.model.RL_7.1977.1.687c84bb	XP_013722001.1
OG0002803	evm.model.RL_7.1666	XP_048606729.1, XP_013666865.2
OG0002803	evm.model.RL_8.1967	XP_048598940.1, XP_013706272.2
OG0002804	evm.model.RL_8.2748	XP_048592783.1, XP_013690759.2
OG0002805	evm.model.RL_6.1070	XP_013740682.2, XP_013705278.1, XP_013690921.1
OG0002806	evm.model.RL_8.208	XP_013681619.2, XP_013740782.1
OG0002808	evm.model.RL_6.1334	XP_013737635.1, XP_013748690.2
OG0002808	evm.model.RL_5.373	XP_013697914.2, XP_048599392.1
OG0002809	evm.model.RL_6.1231	XP_013734159.1, XP_013742765.1, XP_013677456.1, XP_013748769.2
OG0002809	evm.model.RL_5.469	XP_048597903.1, XP_013716169.1
OG0002810	evm.model.RL_5.519	XP_013696458.1
OG0002810	evm.model.RL_6.1170	XP_013722550.1, XP_013643558.2
OG0002811	evm.model.RL_6.1029, evm.model.RL_6.1030	XP_013732592.1, XP_048636863.1, XP_048630342.1, XP_013664512.2
OG0002812	evm.model.RL_5.692	XP_013711955.1, XP_013641092.2
OG0002813	evm.model.RL_1.47	XP_048631586.1
OG0002813	evm.model.RL_4.2186	XP_022565943.2, XP_048598273.1
OG0002814	evm.model.RL_1.131	XP_048636243.1, XP_013678408.2, XP_013735673.2, XP_022555126.1
OG0002815	evm.model.RL_4.1897	XP_013722331.1, XP_013683094.1
OG0002817	evm.model.RL_1.350	XP_013660580.2, XP_048601716.1
OG0002817	evm.model.RL_4.1804	XP_013727744.3, XP_013681872.2, XP_013730183.2
OG0002818	evm.model.RL_1.421	XP_013684435.2, XP_048632226.1
OG0002818	evm.model.RL_4.1011	XP_048631622.1, XP_048595318.1, XP_022561819.1
OG0002819	evm.model.RL_4.1752	XP_048599112.1, XP_048624976.1
OG0002819	evm.model.RL_1.553	XP_048602043.1, XP_013647855.1
OG0002820	evm.model.RL_1.581	XP_048626225.1, XP_048626171.1
OG0002821	evm.model.RL_1.625	XP_022576248.2, XP_013646385.2, XP_013696217.1, XP_013643999.2
OG0002821	evm.model.RL_4.901	XP_013675392.1, XP_013699403.2
OG0002822	evm.model.RL_1.372.1.687c87ea	XP_013745059.1, XP_013735770.2, XP_048632313.1, XP_048602135.1
OG0002822	evm.model.RL_3.1124	XP_022547501.2
OG0002823	evm.model.RL_7.1110	XP_022564069.2, XP_013663263.3
OG0002823	evm.model.RL_6.1718	XP_013744699.2, XP_013687552.2
OG0002824	evm.model.RL_7.989.1.687c84b7, evm.model.RL_7.629	XP_013675841.1, XP_022573697.1
OG0002824	evm.model.RL_6.1888	XP_013734719.2, XP_013723931.1
OG0002825	evm.model.RL_3.2449	XP_013648561.1, XP_013672222.1
OG0002825	evm.model.RL_5.1404	XP_013641495.2, XP_013749916.2
OG0002826	evm.model.RL_3.2381	XP_013648592.2, XP_013702123.1
OG0002826	evm.model.RL_5.1455	XP_022564220.2, XP_022547148.2
OG0002827	evm.model.RL_5.1585	XP_048638359.1, XP_048614163.1
OG0002827	evm.model.RL_3.1658	XP_048617344.1, XP_048592152.1
OG0002828	evm.model.RL_5.1588	XP_048621137.1, XP_013726492.2
OG0002828	evm.model.RL_3.1662	XP_013649573.1, XP_048613320.1, XP_013743338.2
OG0002829	evm.model.RL_3.1731	XP_048592161.1, XP_013649610.2
OG0002830	evm.model.RL_5.1718	XP_022566519.1, XP_013657249.2, XP_013715217.2
OG0002831	evm.model.RL_3.1889	XP_013700616.2, XP_048592214.1
OG0002831	evm.model.RL_5.1728	XP_013664416.1, XP_013643394.2
OG0002832	evm.model.RL_5.3683	XP_013642244.1, XP_022543042.1
OG0002832	evm.model.RL_3.2039	XP_013717967.1, XP_013702386.1
OG0002833	evm.model.RL_5.3682	XP_013642243.2
OG0002833	evm.model.RL_3.2040	XP_013717965.1, XP_013702384.2
OG0002834	evm.model.RL_5.3392	XP_013732635.2, XP_013711186.3
OG0002835	evm.model.RL_5.3271	XP_013682025.2, XP_048593946.1
OG0002836	evm.model.RL_5.3244	XP_013657185.1, XP_013657121.2, XP_013698110.2, XP_048596573.1
OG0002837	evm.model.RL_3.1226	XP_013686978.2, XP_013689288.2, XP_013699199.1, XP_013649307.2
OG0002837	evm.model.RL_5.3227	XP_013708463.2, XP_013662817.2
OG0002838	evm.model.RL_2.555, evm.model.RL_2.557	XP_048619056.1, XP_048619272.1, XP_048593736.1, XP_013724023.2, XP_048600091.1, XP_048597499.1
OG0002840	evm.model.RL_2.3414	XP_013701717.1, XP_022545842.2
OG0002840	evm.model.RL_6.62	XP_048612239.1, XP_013743531.2
OG0002841	evm.model.RL_6.1338	XP_013737639.1, XP_013748693.2
OG0002841	evm.model.RL_5.371	XP_013666571.2
OG0002842	evm.model.RL_5.156	XP_013664862.2, XP_048597951.1, XP_013693246.2, XP_013698477.1
OG0002844	evm.model.RL_4.2140, evm.model.RL_4.2139	XP_048598265.1, XP_022554380.1, XP_048626176.1, XP_048626184.1, XP_048607918.1, XP_022554381.1, XP_013667714.2, XP_013712743.1
OG0002845	evm.model.RL_4.1775	XP_013683191.1, XP_013683530.1, XP_013727676.1, XP_013667473.1, XP_048608020.1, XP_013730401.1
OG0002847	evm.model.RL_5.3988	XP_048629351.1, XP_048602121.1, XP_013656818.2, XP_013678017.2, XP_013714158.1, XP_013656817.1, XP_013687524.2, XP_013662086.2
OG0002848	evm.model.RL_4.1278	XP_048604314.1, XP_048604312.1, XP_048604311.1, XP_013700480.1
OG0002848	evm.model.RL_7.1452	XP_048632652.1, XP_013720161.1
OG0002849	evm.model.RL_7.1464, evm.model.RL_7.1463	XP_048638554.1, XP_013693639.1
OG0002849	evm.model.RL_4.1297	XP_048591056.1, XP_013708541.1
OG0002850	evm.model.RL_8.2247	XP_048619495.1, XP_048632685.1
OG0002851	evm.model.RL_4.1358	XP_013643485.2, XP_022562684.1
OG0002851	evm.model.RL_7.1500	XP_048622042.1, XP_022543104.1
OG0002852	evm.model.RL_4.1369	XP_048602581.1, XP_048626295.1, XP_048628277.1, XP_048605209.1, XP_048626294.1, XP_048628276.1, XP_048604344.1, XP_013665898.2, XP_048602589.1, XP_013643495.2, XP_022561985.1, XP_013724654.2, NP_001302823.1, XP_048625722.1
OG0002853	evm.model.RL_8.2256	XP_013678261.2, XP_013727970.1, XP_048603219.1, XP_013718240.1, XP_013642814.1
OG0002854	evm.model.RL_8.1960	XP_013683455.2, XP_048606422.1
OG0002855	evm.model.RL_1.80	XP_022571945.2, XP_022555106.2
OG0002855	evm.model.RL_8.1944	XP_048606462.1, XP_048603010.1
OG0002856	evm.model.RL_7.1655	XP_013647814.1, XP_013665768.2
OG0002856	evm.model.RL_8.1940	XP_013716569.1, XP_013727173.2, XP_013732359.1
OG0002858	evm.model.RL_1.1984, evm.model.RL_7.1470	XP_013745185.1, XP_013680422.1, XP_013642415.2, XP_013693268.1
OG0002859	evm.model.RL_8.2051	XP_013682111.1, XP_013732666.1, XP_048606186.1, XP_048602584.1
OG0002859	evm.model.RL_7.1753	XP_013661759.1, XP_013688718.2
OG0002860	evm.model.RL_2.2976	XP_013654169.2, XP_013730783.1
OG0002861	evm.model.RL_5.94	XP_048621814.1, XP_013664860.1
OG0002861	evm.model.RL_3.1502	XP_048592110.1, XP_013700810.2
OG0002862	evm.model.RL_3.1858	XP_022564429.1, XP_013726480.2
OG0002863	evm.model.RL_3.2399	XP_013726976.1, XP_013652551.2
OG0002863	evm.model.RL_5.1442	XP_013641693.2, XP_013686030.1
OG0002864	evm.model.RL_1.1255	XP_013652625.2, XP_013686393.3, XP_013642604.2, XP_013673126.1, XP_013737760.1, XP_048635845.1
OG0002865	evm.model.RL_1.1291	XP_013686386.1, XP_013684800.2, XP_013749829.2, XP_013737790.1
OG0002866	evm.model.RL_1.1317	XP_048614724.1, XP_048635828.1
OG0002866	evm.model.RL_5.3882	XP_013647206.1, XP_013646258.1
OG0002867	evm.model.RL_1.1327	XP_013749770.1, XP_022575453.2
OG0002867	evm.model.RL_5.3871	XP_048594383.1, XP_013672991.2
OG0002868	evm.model.RL_1.1473	XP_013644931.1, XP_013736309.1, XP_013684835.2, XP_013701528.1, XP_013697134.1
OG0002869	evm.model.RL_5.1975	XP_048637779.1, XP_048616362.1
OG0002869	evm.model.RL_1.1972	XP_013720662.2, XP_048632498.1, XP_013673315.1, XP_048629588.1, XP_013651371.1
OG0002870	evm.model.RL_8.1994	XP_048606276.1
OG0002870	evm.model.RL_3.1752	XP_048603737.1
OG0002871	evm.model.RL_1.2732	XP_048620372.1
OG0002872	evm.model.RL_1.2837	XP_013644460.1, XP_013719446.2
OG0002873	evm.model.RL_2.2545	XP_013688214.1, XP_013687927.2, XP_013685887.2, XP_013720415.1
OG0002874	evm.model.RL_1.3291	XP_048625891.1, XP_013664360.1, XP_022563150.1
OG0002874	evm.model.RL_2.2325	XP_013705723.1, XP_022573465.1
OG0002875	evm.model.RL_5.1970	XP_013702367.2, XP_048616370.1, XP_048636282.1, XP_013749061.2
OG0002875	evm.model.RL_1.1976	XP_013652604.1, XP_048629580.1, XP_048614861.1
OG0002876	evm.model.RL_5.2089	XP_022575169.1, XP_048635545.1, XP_048614767.1, XP_022552033.1, XP_013640830.2
OG0002877	evm.model.RL_7.868	XP_013711434.1, XP_022563667.2
OG0002877	evm.model.RL_6.2041	XP_013745139.1
OG0002878	evm.model.RL_6.2191	XP_013680795.2, XP_013740577.1
OG0002879	evm.model.RL_7.658	XP_013663356.2, XP_013708417.2
OG0002879	evm.model.RL_6.2264	NP_001302841.1, XP_013727336.1
OG0002880	evm.model.RL_7.634	XP_013711565.2, XP_048626656.1, XP_013748981.1
OG0002880	evm.model.RL_4.2970	XP_013692868.2, XP_013715700.2
OG0002886	evm.model.RL_4.2007, evm.model.RL_4.2006, evm.model.RL_4.2005	XP_013659929.2, XP_013649846.1, XP_013651194.2, XP_048628147.1, XP_048630777.1, XP_013667830.1, XP_013667588.2
OG0002887	evm.model.RL_4.1834	XP_013687416.1, XP_013683137.2, XP_013729960.1, XP_013681839.1, XP_013728756.1
OG0002890	evm.model.RL_1.3256	XP_013675946.1, XP_013652668.1
OG0002890	evm.model.RL_2.2350	XP_013656371.2, XP_022554683.1
OG0002891	evm.model.RL_6.272	XP_013743842.2, XP_013743777.2
OG0002891	evm.model.RL_2.2561	XP_048621273.1, XP_048619205.1
OG0002892	evm.model.RL_6.416	XP_013681433.1, XP_013660040.2, XP_048612404.1, XP_013743929.1
OG0002892	evm.model.RL_2.2707	XP_048636393.1, XP_013667591.2
OG0002893	evm.model.RL_2.2721	XP_048601196.1, XP_013666638.2
OG0002893	evm.model.RL_6.433	XP_013664025.2, XP_013708225.1
OG0002894	evm.model.RL_7.1916	XP_022566301.2, XP_048590761.1
OG0002894	evm.model.RL_2.2778	XP_048636009.1, XP_013670672.2
OG0002895	evm.model.RL_6.518	XP_048597384.1, XP_013709877.1
OG0002895	evm.model.RL_2.2809	XP_013673300.1, XP_013659672.2
OG0002896	evm.model.RL_2.2886	XP_013655633.1, XP_013735202.1
OG0002896	evm.model.RL_1.2691	XP_013677125.1, XP_013736703.1
OG0002897	evm.model.RL_2.2999	XP_013647782.2, XP_048601096.1
OG0002897	evm.model.RL_1.2830	XP_013729943.1, XP_022570456.1
OG0002899	evm.model.RL_5.2739	XP_013733834.1, XP_013682253.1, XP_013659572.1, XP_048635486.1
OG0002900	evm.model.RL_6.1657	XP_013734306.1, XP_013683555.1
OG0002901	evm.model.RL_5.932	XP_048594217.1
OG0002901	evm.model.RL_3.389	XP_048626061.1, XP_013661651.2
OG0002902	evm.model.RL_3.309	XP_013692466.1, XP_048592483.1, XP_013672457.2, XP_013711419.1
OG0002903	evm.model.RL_5.1366	XP_048594134.1, XP_022576452.2, XP_013737006.1, XP_013711853.2
OG0002904	evm.model.RL_5.1322	XP_013677776.2, XP_013657404.1
OG0002904	evm.model.RL_7.2632	XP_013707162.1, XP_013727821.1
OG0002905	evm.model.RL_7.2210	XP_013692086.2, XP_013698384.1, XP_013666630.2, XP_048600965.1, XP_048602942.1
OG0002906	evm.model.RL_3.133_evm.model.RL_3.134.1.687c975b	XP_013697703.1, XP_013661577.1, XP_013686307.1, XP_013747962.1
OG0002907	evm.model.RL_8.1821	XP_013698321.2, XP_013667066.1
OG0002907	evm.model.RL_2.2100	XP_013703148.1, XP_013738086.1
OG0002908	evm.model.RL_5.918	XP_013731919.1, XP_013682452.2, XP_013722167.2, XP_013667110.2
OG0002909	evm.model.RL_1.972	XP_013676515.2
OG0002909	evm.model.RL_4.3062	XP_013653808.2, XP_048624337.1
OG0002910	evm.model.RL_1.1072	XP_013747562.1, XP_048607955.1, XP_022575495.2, XP_013750088.1
OG0002911	evm.model.RL_1.1144	XP_013697042.1, XP_013648218.1
OG0002911	evm.model.RL_4.2240	XP_013679902.2
OG0002912	evm.model.RL_8.1465	XP_013676260.2, XP_013715094.1, XP_013714843.2, XP_013666779.1
OG0002913	evm.model.RL_2.2242	XP_013671589.1, XP_013671366.1
OG0002914	evm.model.RL_2.2170	XP_022550509.1, XP_013741757.2
OG0002916	evm.model.RL_5.3147, evm.model.RL_5.3169	XP_022545904.1, XP_013657157.2, XP_013657158.2, XP_022545905.1
OG0002917	evm.model.RL_4.2390	XP_013712589.1, XP_013727106.1, XP_013720730.1
OG0002917	evm.model.RL_4.1141	XP_013737464.2, XP_013659122.2
OG0002918	evm.model.RL_4.1404	XP_048632648.1, XP_013736884.1
OG0002918	evm.model.RL_4.2722	XP_013715471.2, XP_013702205.1
OG0002919	evm.model.RL_4.2775	XP_048602676.1, XP_048603177.1, XP_048624865.1, XP_048607808.1
OG0002920	evm.model.RL_8.2282	XP_048627942.1, XP_048629532.1, XP_013727940.1
OG0002921	evm.model.RL_2.1288	XP_013671706.1, XP_048622267.1
OG0002921	evm.model.RL_4.50	XP_013707583.1, XP_013698205.2
OG0002922	evm.model.RL_4.118, evm.model.RL_4.109	XP_013705418.1, XP_013728704.2
OG0002923	evm.model.RL_2.1667_evm.model.RL_2.1668_evm.model.RL_2.1669_evm.model.RL_2.1670	XP_048618952.1, XP_048622741.1, XP_013672547.2, XP_013653891.2, XP_013671155.1
OG0002924	evm.model.RL_8.561	XP_013691008.1
OG0002924	evm.model.RL_2.1780	XP_013671175.1, XP_013738118.2
OG0002925	evm.model.RL_8.585	XP_013674621.3
OG0002925	evm.model.RL_2.1799	XP_048596912.1, XP_013671198.1, XP_022572577.2, XP_013737602.2
OG0002926	evm.model.RL_8.734	XP_013653414.1, XP_013735560.2, XP_013684075.1, XP_013687948.2
OG0002927	evm.model.RL_5.2599	XP_048637027.1, XP_048637109.1, XP_022546597.1, XP_013717320.2
OG0002928	evm.model.RL_3.1575	XP_013728572.1, XP_013648996.2, XP_013697029.1, XP_013649507.1
OG0002929	evm.model.RL_5.2522.1.687c88bb	XP_048617765.1
OG0002929	evm.model.RL_5.3531	XP_013697362.2, XP_013748588.1, XP_013687852.2, NP_001303009.1
OG0002930	evm.model.RL_5.3062	XP_013655109.2, XP_013677029.1, XP_013653252.1, XP_048618383.1
OG0002931	evm.model.RL_2.3080	XP_013654251.3, XP_013643274.1, XP_022563116.1
OG0002933	evm.model.RL_2.3256	XP_013722965.2, XP_048600972.1
OG0002933	evm.model.RL_6.218	XP_048620994.1, XP_048597453.1
OG0002934	evm.model.RL_2.3299, evm.model.RL_2.3300	XP_048631048.1, XP_013685558.1, XP_048593803.1, XP_013733287.2, XP_013723023.1
OG0002935	evm.model.RL_8.36, evm.model.RL_8.6, evm.model.RL_2.3416	XP_048590900.1, XP_013661043.2, XP_013698717.1, XP_013656697.2
OG0002936	evm.model.RL_2.3423	XP_013735608.1, XP_013747708.2, XP_013656686.2, XP_013701923.1
OG0002936	evm.model.RL_6.48	XP_022570909.2, XP_013746904.1
OG0002937	evm.model.RL_2.3434	XP_013705825.2, XP_013647548.2, XP_022550105.1
OG0002937	evm.model.RL_2.3435	XP_013647547.2
OG0002938	evm.model.RL_2.3471	XP_013656747.2, XP_013685722.2, XP_048606267.1
OG0002939	evm.model.RL_8.572	XP_048616454.1, XP_048637705.1
OG0002940	evm.model.RL_6.1510	XP_013734255.1, XP_013698991.2
OG0002942	evm.model.RL_2.918	XP_013710079.2
OG0002942	evm.model.RL_1.2275	XP_013677190.1, XP_013653025.2
OG0002943	evm.model.RL_2.106, evm.model.RL_2.108, evm.model.RL_1.2621	XP_013710461.1, XP_048593644.1, XP_013701041.1, XP_013651868.2, XP_022573809.2, XP_013731592.1
OG0002944	evm.model.RL_7.113	XP_048620873.1, XP_048597334.1
OG0002944	evm.model.RL_6.2897	XP_013702458.2, XP_013747535.2
OG0002945	evm.model.RL_8.1908	XP_048598925.1, XP_013716715.2, XP_013750749.1, XP_013750677.1
OG0002946	evm.model.RL_6.2776	XP_013752004.2, XP_013707998.1, XP_013740657.1, XP_013725822.1
OG0002947	evm.model.RL_7.329	XP_013742050.2, XP_022568967.2
OG0002947	evm.model.RL_6.2624	XP_048634757.1, XP_013666712.2
OG0002948	evm.model.RL_6.2573, evm.model.RL_6.2572	XP_048611237.1, XP_048634749.1, XP_048609330.1, XP_013690899.1
OG0002951	evm.model.RL_6.2512	XP_022574637.1, XP_013691465.2
OG0002952	evm.model.RL_6.2489	XP_013687992.1, XP_022568144.2
OG0002952	evm.model.RL_7.398	XP_048597245.1, XP_022563289.1
OG0002953	evm.model.RL_6.2472	XP_013747900.1, XP_013692652.1, XP_048634725.1, XP_013688015.2
OG0002953	evm.model.RL_7.402	XP_048620771.1, XP_048597240.1
OG0002954	evm.model.RL_7.405	XP_048620769.1, XP_048597238.1
OG0002954	evm.model.RL_6.2465	XP_022557907.2, XP_013717461.1
OG0002955	evm.model.RL_1.799	XP_048635999.1, XP_048615297.1, XP_013736085.2
OG0002956	evm.model.RL_4.1541	XP_013721856.2, XP_048599034.1, XP_013717607.2
OG0002957	evm.model.RL_7.1805	XP_013702231.2, XP_013672576.1
OG0002957	evm.model.RL_8.2101	XP_013680825.2, XP_013715850.2
OG0002958	evm.model.RL_4.1427	XP_013704084.2, XP_013715893.1, XP_013679053.2, XP_048608130.1, XP_048628041.1, XP_048628049.1, XP_048605294.1
OG0002959	evm.model.RL_8.2613	XP_013643080.2, XP_048626565.1, XP_013723104.1
OG0002961	evm.model.RL_8.2801	XP_013686286.2, XP_013653760.1
OG0002961	evm.model.RL_7.1300	XP_048596987.1, XP_013695858.1
OG0002962	evm.model.RL_5.3035	XP_048622017.1, XP_022546425.2
OG0002964	evm.model.RL_8.251	XP_013657825.2, XP_013674718.3, XP_048595069.1
OG0002965	evm.model.RL_4.444	XP_013705393.1, XP_013681494.2
OG0002965	evm.model.RL_5.235	XP_013719213.2, XP_013694210.1
OG0002966	evm.model.RL_5.248	XP_022547328.2
OG0002966	evm.model.RL_4.460	XP_048595974.1, XP_022565936.1, XP_022557040.1
OG0002967	evm.model.RL_5.269	XP_013696255.2, XP_048594321.1, XP_048621950.1, XP_013701834.2
OG0002968	evm.model.RL_5.270	XP_013664829.2
OG0002968	evm.model.RL_4.484	XP_048623506.1
OG0002969	evm.model.RL_5.303	XP_013666472.1, XP_013697172.1
OG0002969	evm.model.RL_6.1418	XP_013748466.1, XP_013662711.1
OG0002970	evm.model.RL_6.1407	XP_048636698.1, XP_013752288.1
OG0002970	evm.model.RL_5.313	XP_013701089.2, XP_022559548.1, XP_013660287.1
OG0002971	evm.model.RL_5.312	XP_022556972.1, XP_048594314.1
OG0002971	evm.model.RL_6.1408	XP_048608422.1, XP_013748461.2
OG0002972	evm.model.RL_5.374	XP_048599393.1, XP_048613727.1
OG0002972	evm.model.RL_6.1333	XP_013748688.1, XP_013737633.1
OG0002973	evm.model.RL_5.478	XP_013696678.1, XP_013730579.1
OG0002973	evm.model.RL_6.1210	XP_013683216.2, XP_013734164.1, XP_013742771.2
OG0002974	evm.model.RL_6.993	XP_013647697.2, XP_048610448.1
OG0002975	evm.model.RL_2.2797	XP_013654882.1, XP_013730331.1
OG0002975	evm.model.RL_6.509	XP_013660571.2, XP_013670656.1
OG0002976	evm.model.RL_4.2176	XP_022554374.1, XP_013727899.2
OG0002976	evm.model.RL_1.56	XP_013735632.1, XP_013684253.1
OG0002977	evm.model.RL_1.65	XP_048614355.1, XP_013730585.1
OG0002977	evm.model.RL_4.2161	XP_013667698.1, XP_013714934.1
OG0002978	evm.model.RL_8.1964	XP_013682883.2, XP_013740277.1, XP_013713690.2, XP_013743783.2
OG0002979	evm.model.RL_8.1625	XP_013640682.2, XP_022568496.2
OG0002979	evm.model.RL_2.2188.2.687c86e5	XP_048598499.1, XP_013724508.2
OG0002980	evm.model.RL_1.451	XP_022571985.2, XP_013684511.1
OG0002980	evm.model.RL_4.1044	XP_013643914.1, XP_013703088.2, XP_048625661.1, XP_048595333.1
OG0002981	evm.model.RL_4.1748	XP_013667393.2, XP_013683484.2
OG0002982	evm.model.RL_6.1723	XP_013687555.1, XP_013748446.1, XP_048636534.1, XP_013692898.3
OG0002983	evm.model.RL_6.1761	XP_013698982.2, XP_048636556.1, XP_048628447.1
OG0002983	evm.model.RL_7.1080	XP_013698124.2, XP_013684778.1
OG0002984	evm.model.RL_6.1765, evm.model.RL_6.1763	XP_048636558.1, XP_013752268.1, XP_013671276.1, XP_048610552.1
OG0002985	evm.model.RL_7.1050.1.687c84b7	XP_013730252.2, XP_022543932.1, XP_013742579.2, XP_013666962.2
OG0002988	evm.model.RL_5.1802	XP_013710605.1, XP_013641868.2
OG0002990	evm.model.RL_5.3232	XP_048596117.1, XP_013696785.2
OG0002991	evm.model.RL_2.2063, evm.model.RL_2.2064	XP_013707328.2, XP_013738065.1
OG0002992	evm.model.RL_5.1015	XP_013685134.2, XP_013693755.2
OG0002993	evm.model.RL_4.1296.1.687c86d3	XP_013713928.1, XP_013716373.2, XP_013696295.1
OG0002994	evm.model.RL_5.361	XP_022559927.2, XP_048616828.1, XP_013664808.2
OG0002995	evm.model.RL_2.3203, evm.model.RL_5.188	XP_013697868.2, XP_013719287.1
OG0002996	evm.model.RL_4.1115	XP_048637619.1, XP_013741371.3, XP_013660842.2
OG0002996	evm.model.RL_4.1117	XP_048604002.1, XP_048609534.1
OG0002997	evm.model.RL_4.962	XP_022568428.1, XP_022548015.2
OG0002997	evm.model.RL_4.965	XP_013644054.1, XP_048617829.1
OG0002998	evm.model.RL_1.1127.1.687c87ec	XP_013646982.1, XP_022550985.1, XP_013749964.1, XP_013731736.1
OG0002999	evm.model.RL_4.2997	XP_013715427.2, XP_013719022.1
OG0002999	evm.model.RL_4.3371	XP_048604704.1
OG0003000	evm.model.RL_8.2194	XP_013736944.1, XP_013707112.1, XP_013665505.1, XP_048603214.1, XP_048620978.1, XP_048617762.1, XP_048606482.1, XP_048619141.1, XP_048624514.1
OG0003001	evm.model.RL_8.2295	XP_013642163.1, XP_013642848.2
OG0003001	evm.model.RL_4.2831	XP_013715238.2, XP_048623143.1
OG0003003	evm.model.RL_5.1575	XP_013641552.2, XP_022558622.1
OG0003003	evm.model.RL_3.1635	XP_022544898.1, XP_013701076.1
OG0003004	evm.model.RL_5.3801	XP_013748859.2, XP_013640605.2
