Orthogroup	Cardamine_amara	Alyssum_gmelinii
OG0001862	evm.model.RL_4.2888	Ag006G504810
OG0001862	evm.model.RL_1.1096	Ag005G472120
OG0001863	evm.model.RL_2.2038	Ag007G586220
OG0001864	evm.model.RL_2.2241	Ag001G057530
OG0001865	evm.model.RL_8.1553	Ag008G693500
OG0001865	evm.model.RL_2.2233.3.687c86e5	Ag003G251520
OG0001866	evm.model.RL_8.1578	Ag008G694080
OG0001866	evm.model.RL_2.2218	Ag003G251060
OG0001867	evm.model.RL_8.1824, evm.model.RL_2.2099	Ag008G702770
OG0001868	evm.model.RL_4.1700	Ag008G719670
OG0001869	evm.model.RL_8.2649	Ag008G733320
OG0001869	evm.model.RL_4.2527	Ag007G605070
OG0001870	evm.model.RL_8.2625	Ag008G732940
OG0001870	evm.model.RL_4.2537	Ag007G604900
OG0001871	evm.model.RL_8.2605, evm.model.RL_8.2626	Ag008G732600
OG0001871	evm.model.RL_4.2577, evm.model.RL_4.2576	Ag007G604060
OG0001872	evm.model.RL_8.2560	Ag008G731790
OG0001873	evm.model.RL_4.2632	Ag007G602490
OG0001874	evm.model.RL_4.2671	Ag004G382240, Ag004G382180
OG0001875	evm.model.RL_4.2730	Ag007G600850
OG0001875	evm.model.RL_4.1414	Ag008G724460
OG0001876	evm.model.RL_4.2749	Ag007G600620
OG0001877	evm.model.RL_4.2808	Ag006G508270
OG0001878	evm.model.RL_4.65	Ag002G114470, Ag002G122570
OG0001879	evm.model.RL_2.1347	Ag006G576510
OG0001879	evm.model.RL_4.143, evm.model.RL_4.145	Ag001G072540
OG0001880	evm.model.RL_2.1375	Ag006G575460
OG0001881	evm.model.RL_2.1609	Ag006G563000
OG0001881	evm.model.RL_2.1610	Ag006G563050
OG0001882	evm.model.RL_8.429	Ag002G132320
OG0001882	evm.model.RL_2.1659	Ag006G565790
OG0001883	evm.model.RL_8.450	Ag002G137780, Ag002G138330
OG0001884	evm.model.RL_5.1371	Ag004G322710
OG0001884	evm.model.RL_3.503	Ag003G207810
OG0001885	evm.model.RL_5.2644	Ag006G540570
OG0001885	evm.model.RL_8.738	Ag002G147880
OG0001886	evm.model.RL_5.2462	Ag006G535050
OG0001886	evm.model.RL_8.835	Ag002G153380
OG0001887	evm.model.RL_5.2413	Ag006G533600
OG0001888	evm.model.RL_6.1502	Ag007G582420
OG0001889	evm.model.RL_1.3017	Ag005G411070
OG0001889	evm.model.RL_2.3173	Ag003G288930
OG0001890	evm.model.RL_2.3310	Ag003G292510
OG0001890	evm.model.RL_2.3309	Ag003G292500
OG0001891	evm.model.RL_2.2114	Ag003G248320
OG0001891	evm.model.RL_5.933	Ag004G312380
OG0001892	evm.model.RL_4.573	Ag002G158270
OG0001892	evm.model.RL_5.3120	Ag007G584090
OG0001893	evm.model.RL_8.728	Ag002G147720
OG0001895	evm.model.RL_4.62, evm.model.RL_4.58, evm.model.RL_4.59, evm.model.RL_4.63	Ag002G122580, Ag002G114480, Ag002G114560, Ag002G122700, Ag002G122690
OG0001896	evm.model.RL_1.356	Ag001G043410
OG0001896	evm.model.RL_1.686	Ag005G479660
OG0001897	evm.model.RL_1.2287	Ag005G432290
OG0001897	evm.model.RL_2.893	Ag001G038050
OG0001898	evm.model.RL_2.1006	Ag001G035470
OG0001899	evm.model.RL_2.1044	Ag001G034310
OG0001899	evm.model.RL_1.2125, evm.model.RL_1.2120	Ag005G439430
OG0001900	evm.model.RL_2.169	Ag007G656810
OG0001901	evm.model.RL_6.2930	Ag002G206350
OG0001901	evm.model.RL_7.98	Ag001G097970
OG0001902	evm.model.RL_6.2845	Ag002G204540
OG0001903	evm.model.RL_7.302	Ag001G093330
OG0001903	evm.model.RL_6.2650	Ag002G201220
OG0001904	evm.model.RL_6.2641	Ag002G201030
OG0001905	evm.model.RL_7.364	Ag001G091820
OG0001905	evm.model.RL_6.2541	Ag002G198810
OG0001906	evm.model.RL_7.422	Ag001G090410
OG0001906	evm.model.RL_6.2447	Ag002G196670
OG0001907	evm.model.RL_7.1535	Ag001G056180
OG0001908	evm.model.RL_7.1643, evm.model.RL_8.2418	Ag008G729570, Ag003G284210, Ag003G284230, Ag003G284260, Ag003G284240
OG0001909	evm.model.RL_5.107	Ag004G299530
OG0001910	evm.model.RL_8.377	Ag007G586540
OG0001910	evm.model.RL_5.223	Ag004G301310
OG0001911	evm.model.RL_4.536	Ag007G587880
OG0001911	evm.model.RL_5.290	Ag004G302380
OG0001912	evm.model.RL_6.1296	Ag007G590120
OG0001912	evm.model.RL_5.409	Ag004G304120
OG0001913	evm.model.RL_5.428	Ag004G304580
OG0001915	evm.model.RL_6.1217	Ag007G591450
OG0001915	evm.model.RL_5.473	Ag004G305260
OG0001916	evm.model.RL_6.1059	Ag004G306840, Ag007G593820
OG0001917	evm.model.RL_6.973	Ag007G595270
OG0001917	evm.model.RL_5.625	Ag004G307470
OG0001918	evm.model.RL_1.2265	Ag004G343210, Ag004G340590, Ag004G340010, Ag004G340060, Ag004G340130, Ag004G340040, Ag004G339990, Ag004G340030, Ag004G340090, Ag004G340000, Ag004G340050, Ag004G340070, Ag004G340080, Ag004G340110, Ag001G056910, Ag001G056960, Ag001G056940
OG0001918	evm.model.RL_4.785	Ag004G324990
OG0001919	evm.model.RL_4.2187	Ag007G613960
OG0001919	evm.model.RL_1.46	Ag001G100680
OG0001920	evm.model.RL_4.1999	Ag007G622180
OG0001920	evm.model.RL_1.192	Ag005G488660
OG0001921	evm.model.RL_4.1996	Ag007G622330
OG0001921	evm.model.RL_1.198	Ag005G488600
OG0001922	evm.model.RL_1.491	Ag005G483250
OG0001922	evm.model.RL_4.1073	Ag007G635830
OG0001923	evm.model.RL_6.2043	Ag002G180630
OG0001924	evm.model.RL_7.1040	Ag001G072680, Ag001G072670, Ag001G072640
OG0001924	evm.model.RL_6.1854	Ag002G171650, Ag002G171590
OG0001926	evm.model.RL_6.1923	Ag002G175480
OG0001926	evm.model.RL_7.1203	Ag001G065670
OG0001927	evm.model.RL_5.1419	Ag004G323560
OG0001928	evm.model.RL_3.2242	Ag003G214210
OG0001928	evm.model.RL_5.1558	Ag004G326370
OG0001929	evm.model.RL_5.1606	Ag004G328150
OG0001929	evm.model.RL_3.1705	Ag003G237910
OG0001930	evm.model.RL_5.1705	Ag004G330440
OG0001930	evm.model.RL_3.1852	Ag003G231520
OG0001931	evm.model.RL_3.1887.2.687c84bd	Ag003G229470
OG0001931	evm.model.RL_5.1726	Ag004G331130
OG0001932	evm.model.RL_5.1771	Ag004G332080
OG0001932	evm.model.RL_3.1923	Ag003G227620
OG0001933	evm.model.RL_5.3626	Ag004G336300
OG0001933	evm.model.RL_3.2092	Ag003G219480
OG0001934	evm.model.RL_5.3548	Ag004G338630, Ag004G338620
OG0001934	evm.model.RL_3.2197	Ag003G215220
OG0001935	evm.model.RL_5.3449	Ag003G241230
OG0001935	evm.model.RL_3.1480, evm.model.RL_3.1470	Ag004G344220
OG0001936	evm.model.RL_3.1405	Ag004G346240
OG0001936	evm.model.RL_3.1403	Ag004G346250
OG0001937	evm.model.RL_5.3313	Ag003G244590
OG0001937	evm.model.RL_3.1342	Ag004G348740
OG0001938	evm.model.RL_5.3164	Ag004G330340
OG0001939	evm.model.RL_6.47, evm.model.RL_3.2	Ag006G521240
OG0001939	evm.model.RL_2.3424	Ag003G295530
OG0001940	evm.model.RL_5.61, evm.model.RL_5.60	Ag001G097460
OG0001940	evm.model.RL_4.3151_evm.model.RL_4.3152	Ag001G097450
OG0001942	evm.model.RL_1.1314, evm.model.RL_8.726, evm.model.RL_8.725	Ag005G467950
OG0001943	evm.model.RL_1.1082	Ag005G472340
OG0001943	evm.model.RL_3.680	Ag006G496840, Ag004G381340, Ag006G504480
OG0001944	evm.model.RL_1.1063	Ag005G472710
OG0001944	evm.model.RL_4.2922	Ag006G503640, Ag006G503610
OG0001945	evm.model.RL_7.1442	Ag008G722030
OG0001946	evm.model.RL_7.1506	Ag008G691070
OG0001946	evm.model.RL_4.1360	Ag008G723640
OG0001949	evm.model.RL_4.1604	Ag008G717900
OG0001950	evm.model.RL_1.1312	Ag005G467970, Ag004G374770
OG0001950	evm.model.RL_5.3885	Ag001G003500
OG0001951	evm.model.RL_1.1415	Ag005G464770
OG0001951	evm.model.RL_5.3790.1.687c88c5	Ag001G006490
OG0001952	evm.model.RL_1.1599	Ag005G460060
OG0001953	evm.model.RL_1.1837	Ag005G450500
OG0001953	evm.model.RL_5.2056	Ag001G018080
OG0001954	evm.model.RL_1.2002	Ag005G444580
OG0001955	evm.model.RL_5.1904.2.687c88b7	Ag001G010570
OG0001956	evm.model.RL_1.2761	Ag003G273480, Ag005G419280
OG0001957	evm.model.RL_5.2885	Ag007G580550
OG0001958	evm.model.RL_1.2688, evm.model.RL_1.2689	Ag008G697480, Ag005G415070
OG0001960	evm.model.RL_5.3761	Ag001G007090
OG0001961	evm.model.RL_1.1915	Ag005G447430
OG0001961	evm.model.RL_5.2010	Ag001G015290
OG0001962	evm.model.RL_5.590	Ag004G306860
OG0001963	evm.model.RL_8.302	Ag006G509240
OG0001971	evm.model.RL_2.2434	Ag003G256910
OG0001971	evm.model.RL_1.3157	Ag005G404710
OG0001972	evm.model.RL_2.2548	Ag003G261880
OG0001972	evm.model.RL_1.3055	Ag005G409540
OG0001973	evm.model.RL_2.2607	Ag003G267490
OG0001974	evm.model.RL_2.2649	Ag003G268750
OG0001975	evm.model.RL_2.2880	Ag003G275410
OG0001977	evm.model.RL_6.1662	Ag002G164520
OG0001977	evm.model.RL_2.1216	Ag001G101800
OG0001978	evm.model.RL_5.988	Ag004G313380
OG0001979	evm.model.RL_5.1297	Ag004G320840
OG0001980	evm.model.RL_7.2568	Ag008G660990
OG0001980	evm.model.RL_5.1279	Ag004G320560
OG0001981	evm.model.RL_5.1162	Ag004G317220
OG0001982	evm.model.RL_7.2359	Ag008G667170
OG0001982	evm.model.RL_5.1145.1.687c88b2	Ag004G316950
OG0001983	evm.model.RL_7.2309	Ag008G668810
OG0001983	evm.model.RL_2.78	Ag007G654970
OG0001984	evm.model.RL_7.2284.2.687c84bc	Ag008G669040
OG0001984	evm.model.RL_2.66	Ag007G654360
OG0001985	evm.model.RL_2.1772	Ag004G315690
OG0001986	evm.model.RL_7.691	Ag001G082380
OG0001986	evm.model.RL_6.2238	Ag002G189560
OG0001987	evm.model.RL_4.3117	Ag006G497300, Ag006G559990
OG0001987	evm.model.RL_1.933.1.687c87eb	Ag005G475800
OG0001988	evm.model.RL_1.1033	Ag005G473510
OG0001988	evm.model.RL_4.2966	Ag006G501500
OG0001989	evm.model.RL_1.1051	Ag005G473040
OG0001989	evm.model.RL_4.2934	Ag006G502870
OG0001990	evm.model.RL_8.1519	Ag008G688660, Ag008G689820
OG0001990	evm.model.RL_2.2247	Ag003G251440
OG0001992	evm.model.RL_8.1673	Ag008G696670
OG0001993	evm.model.RL_8.1690	Ag008G697710
OG0001994	evm.model.RL_8.1831	Ag008G703370
OG0001995	evm.model.RL_4.1704	Ag008G719620
OG0001996	evm.model.RL_4.2415	Ag007G607970
OG0001997	evm.model.RL_6.184	Ag006G523580
OG0001998	evm.model.RL_4.2643	Ag007G602350
OG0001998	evm.model.RL_8.2505	Ag008G730990
OG0001999	evm.model.RL_4.2785	Ag007G599950
OG0001999	evm.model.RL_8.2233.1.687c8560	Ag008G726130
OG0002000	evm.model.RL_8.2252	Ag008G726570
OG0002000	evm.model.RL_4.2815	Ag006G507840
OG0002001	evm.model.RL_4.135	Ag002G120060
OG0002001	evm.model.RL_2.1339	Ag006G576740
OG0002002	evm.model.RL_2.1545	Ag006G558340, Ag006G558270
OG0002002	evm.model.RL_4.371	Ag002G123990
OG0002003	evm.model.RL_2.1720	Ag006G554290
OG0002003	evm.model.RL_8.484	Ag002G140410
OG0002004	evm.model.RL_8.570	Ag002G144320, Ag002G143830
OG0002004	evm.model.RL_2.1791	Ag006G550990
OG0002005	evm.model.RL_2.1888	Ag006G542540, Ag006G545080
OG0002006	evm.model.RL_2.1897	Ag006G542760, Ag006G544830
OG0002006	evm.model.RL_3.841, evm.model.RL_8.681	Ag002G146810
OG0002007	evm.model.RL_2.1899	Ag006G544780, Ag006G542870
OG0002008	evm.model.RL_8.721	Ag002G147660
OG0002008	evm.model.RL_5.2680	Ag006G541100
OG0002009	evm.model.RL_5.2260	Ag007G584920
OG0002011	evm.model.RL_5.2991	Ag007G582180
OG0002012	evm.model.RL_1.2937	Ag005G415580
OG0002012	evm.model.RL_2.3072	Ag003G285760
OG0002013	evm.model.RL_1.2943	Ag005G413950
OG0002013	evm.model.RL_2.3083	Ag003G285990
OG0002014	evm.model.RL_2.3119	Ag003G286950
OG0002014	evm.model.RL_1.2961	Ag005G414550
OG0002015	evm.model.RL_1.3041	Ag005G410320
OG0002015	evm.model.RL_2.3195	Ag003G289360
OG0002016	evm.model.RL_6.198	Ag004G314200
OG0002016	evm.model.RL_2.3281_evm.model.RL_2.3282.1.687c9a00	Ag003G291890, Ag003G291880
OG0002017	evm.model.RL_1.1371	Ag003G293040
OG0002018	evm.model.RL_6.53	Ag006G521300
OG0002018	evm.model.RL_2.3421	Ag003G295490
OG0002019	evm.model.RL_5.2807	Ag007G579290
OG0002019	evm.model.RL_6.1651	Ag002G164250
OG0002021	evm.model.RL_2.1907	Ag006G543040, Ag006G544570
OG0002021	evm.model.RL_3.849, evm.model.RL_8.689	Ag006G561660
OG0002022	evm.model.RL_5.1594	Ag004G327610
OG0002022	evm.model.RL_4.209	Ag002G111920, Ag002G108470
OG0002023	evm.model.RL_1.2184	Ag005G436950
OG0002023	evm.model.RL_2.992	Ag001G036120
OG0002024	evm.model.RL_1.2137	Ag005G438950
OG0002026	evm.model.RL_7.335	Ag001G092660
OG0002027	evm.model.RL_7.635	Ag001G084390
OG0002027	evm.model.RL_6.2288	Ag002G191140
OG0002028	evm.model.RL_8.2111	Ag008G711780
OG0002029	evm.model.RL_5.39	Ag004G298460
OG0002029	evm.model.RL_8.130	Ag006G515500
OG0002030	evm.model.RL_8.281	Ag006G510020
OG0002030	evm.model.RL_5.162	Ag004G300160
OG0002031	evm.model.RL_5.315, evm.model.RL_6.1406	Ag004G302690, Ag007G588440
OG0002032	evm.model.RL_6.1318	Ag007G589300
OG0002032	evm.model.RL_5.392	Ag004G303850
OG0002033	evm.model.RL_5.528	Ag004G305860
OG0002033	evm.model.RL_6.1156	Ag007G592190
OG0002034	evm.model.RL_5.604	Ag004G307140
OG0002034	evm.model.RL_6.1014	Ag007G594670
OG0002035	evm.model.RL_8.1621	Ag008G695150
OG0002036	evm.model.RL_4.2057	Ag007G619910
OG0002036	evm.model.RL_1.143	Ag005G489590
OG0002037	evm.model.RL_4.2056	Ag007G619920
OG0002037	evm.model.RL_1.145	Ag005G489560
OG0002038	evm.model.RL_1.1591	Ag005G460260
OG0002039	evm.model.RL_7.800	Ag003G265280, Ag008G660570, Ag001G079110
OG0002039	evm.model.RL_6.2090	Ag002G183830
OG0002040	evm.model.RL_6.1752	Ag002G167760
OG0002040	evm.model.RL_7.1089	Ag001G070880
OG0002041	evm.model.RL_6.1871	Ag002G171080
OG0002041	evm.model.RL_7.1052	Ag001G072460
OG0002042	evm.model.RL_6.1945, evm.model.RL_6.1944, evm.model.RL_6.1986	Ag002G176370
OG0002043	evm.model.RL_5.2127	Ag004G322830
OG0002044	evm.model.RL_5.1407, evm.model.RL_5.1406	Ag004G323080
OG0002045	evm.model.RL_5.1425	Ag004G323750
OG0002045	evm.model.RL_3.2424	Ag003G209000
OG0002046	evm.model.RL_5.1454	Ag004G324450
OG0002046	evm.model.RL_3.2382	Ag003G210530
OG0002047	evm.model.RL_5.1496	Ag004G325100
OG0002047	evm.model.RL_3.2320	Ag003G211970
OG0002048	evm.model.RL_5.1583	Ag004G327480
OG0002049	evm.model.RL_3.1715	Ag003G237590
OG0002049	evm.model.RL_5.1610	Ag004G328330, Ag004G328370
OG0002050	evm.model.RL_5.3657	Ag004G335320
OG0002050	evm.model.RL_3.2057	Ag003G220350
OG0002051	evm.model.RL_5.3648	Ag004G335600
OG0002052	evm.model.RL_5.3634	Ag004G336040
OG0002052	evm.model.RL_3.2079	Ag003G219700
OG0002053	evm.model.RL_5.3623, evm.model.RL_5.3610	Ag004G336930
OG0002053	evm.model.RL_3.2109	Ag003G218940
OG0002054	evm.model.RL_5.3466	Ag004G341050
OG0002054	evm.model.RL_3.1520	Ag004G343370
OG0002055	evm.model.RL_5.3443	Ag003G241510
OG0002055	evm.model.RL_3.1464	Ag004G344400
OG0002057	evm.model.RL_2.2714	Ag003G272240
OG0002058	evm.model.RL_6.278, evm.model.RL_1.1056	Ag005G472900
OG0002059	evm.model.RL_5.375	Ag004G303610
OG0002059	evm.model.RL_6.1331	Ag007G589480
OG0002060	evm.model.RL_3.1424	Ag004G345460
OG0002060	evm.model.RL_4.2145.1.687c86d7	Ag007G616010
OG0002063	evm.model.RL_4.2843	Ag006G506230
OG0002063	evm.model.RL_8.1913	Ag008G705790
OG0002064	evm.model.RL_7.1240, evm.model.RL_7.1239	Ag001G067120, Ag001G067090
OG0002066	evm.model.RL_3.2090	Ag003G219490
OG0002067	evm.model.RL_3.1999	Ag003G223440
OG0002067	evm.model.RL_4.1085	Ag003G221900
OG0002068	evm.model.RL_3.2328, evm.model.RL_3.2327	Ag003G211900
OG0002068	evm.model.RL_3.2358, evm.model.RL_3.2359	Ag003G211000
OG0002069	evm.model.RL_3.2336	Ag003G211710
OG0002070	evm.model.RL_5.1476	Ag004G324840
OG0002070	evm.model.RL_3.2354	Ag003G211280
OG0002071	evm.model.RL_1.1250	Ag005G469450
OG0002071	evm.model.RL_5.3934.2.687c88c6	Ag001G001490
OG0002072	evm.model.RL_5.3915	Ag001G002400
OG0002072	evm.model.RL_1.1266	Ag005G468970
OG0002073	evm.model.RL_5.3796.4.687c88c5	Ag001G006270
OG0002073	evm.model.RL_1.1406.2.687c87ed	Ag005G464920
OG0002074	evm.model.RL_2.1172	Ag001G028800
OG0002074	evm.model.RL_1.1631	Ag005G459200, Ag005G459190
OG0002075	evm.model.RL_1.3172	Ag005G402170
OG0002075	evm.model.RL_1.3161, evm.model.RL_1.3171	Ag014G741810, Ag005G402110
OG0002076	evm.model.RL_5.4011	Ag001G000090
OG0002076	evm.model.RL_1.1172	Ag001G030310, Ag005G470660
OG0002077	evm.model.RL_5.1914	Ag001G010700
OG0002077	evm.model.RL_1.2037	Ag005G442380, Ag005G443690
OG0002078	evm.model.RL_7.787	Ag001G079520, Ag001G079500
OG0002078	evm.model.RL_7.788	Ag001G079370
OG0002079	evm.model.RL_4.952, evm.model.RL_3.1619, evm.model.RL_4.964	Ag002G191320, Ag002G191310, Ag001G020430, Ag002G191420
OG0002080	evm.model.RL_2.1101, evm.model.RL_2.1102	Ag001G032890
OG0002080	evm.model.RL_2.1103	Ag007G646510
OG0002081	evm.model.RL_6.443	Ag005G453180, Ag001G037790
OG0002082	evm.model.RL_6.1995	Ag002G178120
OG0002083	evm.model.RL_6.2256	Ag002G190010, Ag002G190020
OG0002083	evm.model.RL_6.2255	Ag002G190190
OG0002085	evm.model.RL_4.431, evm.model.RL_4.432	Ag005G442340, Ag005G443650
OG0002092	evm.model.RL_8.683	Ag004G370520
OG0002093	evm.model.RL_2.2948	Ag003G281210
OG0002095	evm.model.RL_1.2906	Ag005G416290
OG0002095	evm.model.RL_2.3053	Ag003G285280
OG0002096	evm.model.RL_3.655	Ag004G366830
OG0002096	evm.model.RL_5.796	Ag004G309900
OG0002097	evm.model.RL_3.544	Ag004G369120
OG0002097	evm.model.RL_5.876	Ag004G311270
OG0002098	evm.model.RL_3.390	Ag004G373260
OG0002098	evm.model.RL_3.436	Ag008G707440
OG0002099	evm.model.RL_5.962	Ag004G312960
OG0002099	evm.model.RL_3.405	Ag004G373830
OG0002101	evm.model.RL_7.2303	Ag008G668940, Ag008G668930
OG0002103	evm.model.RL_3.26	Ag004G401400
OG0002104	evm.model.RL_3.103, evm.model.RL_3.105	Ag004G389560, Ag004G394560
OG0002104	evm.model.RL_2.140	Ag007G656140
OG0002105	evm.model.RL_3.181	Ag004G382830
OG0002106	evm.model.RL_3.261	Ag004G379140
OG0002106	evm.model.RL_5.1066	Ag004G315090
OG0002107	evm.model.RL_7.704	Ag001G082070
OG0002107	evm.model.RL_6.2220	Ag002G188670
OG0002108	evm.model.RL_1.807	Ag005G478220
OG0002109	evm.model.RL_4.3331	Ag006G494820
OG0002110	evm.model.RL_1.892	Ag005G476500
OG0002110	evm.model.RL_4.3207	Ag006G495170
OG0002111	evm.model.RL_4.3114	Ag006G497330
OG0002112	evm.model.RL_4.3039	Ag006G499360
OG0002112	evm.model.RL_1.984	Ag005G474680
OG0002114	evm.model.RL_2.2287	Ag003G252520
OG0002114	evm.model.RL_8.1448	Ag008G686810
OG0002115	evm.model.RL_2.2203	Ag003G250830
OG0002116	evm.model.RL_8.1635	Ag008G695690
OG0002117	evm.model.RL_4.2313, evm.model.RL_5.3167	Ag007G610530
OG0002118	evm.model.RL_4.1163	Ag008G720200
OG0002118	evm.model.RL_4.2421	Ag007G607860
OG0002119	evm.model.RL_4.2511, evm.model.RL_4.1232	Ag007G605630
OG0002120	evm.model.RL_4.1368	Ag008G723770
OG0002120	evm.model.RL_4.2692	Ag007G601490
OG0002121	evm.model.RL_8.2255	Ag003G215630, Ag008G726580
OG0002121	evm.model.RL_4.2817	Ag006G507800
OG0002122	evm.model.RL_4.49	Ag002G123230
OG0002122	evm.model.RL_2.1287	Ag006G577710
OG0002123	evm.model.RL_4.279.2.687c86cd	Ag002G104640
OG0002123	evm.model.RL_2.1463	Ag006G573470
OG0002124	evm.model.RL_4.292	Ag002G104060
OG0002125	evm.model.RL_2.1566	Ag006G559860
OG0002125	evm.model.RL_4.389	Ag002G125390
OG0002126	evm.model.RL_8.415	Ag002G130920
OG0002126	evm.model.RL_2.1635.1.687c86e3	Ag006G564450
OG0002127	evm.model.RL_8.677	Ag002G146610
OG0002127	evm.model.RL_2.1893	Ag006G544990, Ag006G542620
OG0002128	evm.model.RL_8.718.1.687c8558	Ag002G147530
OG0002128	evm.model.RL_5.2682.1.687c88bc	Ag006G541190
OG0002129	evm.model.RL_5.2572	Ag006G536870, Ag006G539400
OG0002130	evm.model.RL_6.1353	Ag003G269920
OG0002131	evm.model.RL_8.236	Ag006G512200
OG0002131	evm.model.RL_5.124	Ag004G299710
OG0002132	evm.model.RL_1.2940	Ag005G415460
OG0002133	evm.model.RL_2.3081, evm.model.RL_2.3082	Ag003G285970
OG0002134	evm.model.RL_2.3131	Ag003G287760
OG0002134	evm.model.RL_1.2969	Ag005G414720
OG0002135	evm.model.RL_1.3042	Ag005G410310
OG0002136	evm.model.RL_6.31	Ag006G520650
OG0002136	evm.model.RL_2.3444	Ag003G296290
OG0002137	evm.model.RL_2.276_evm.model.RL_2.277	Ag007G648660
OG0002138	evm.model.RL_6.1522, evm.model.RL_1.2915	Ag002G160470
OG0002138	evm.model.RL_6.1521	Ag002G160460
OG0002139	evm.model.RL_5.2299	Ag007G584560, Ag007G584570
OG0002139	evm.model.RL_4.589	Ag002G157910
OG0002140	evm.model.RL_8.758	Ag006G540260, Ag006G540220, Ag006G540230
OG0002141	evm.model.RL_1.2290	Ag005G431960
OG0002142	evm.model.RL_7.63	Ag001G098360
OG0002143	evm.model.RL_6.2946	Ag002G206550
OG0002145	evm.model.RL_6.2332	Ag002G192970
OG0002146	evm.model.RL_4.1457	Ag008G714400
OG0002149	evm.model.RL_8.2388	Ag008G729000
OG0002150	evm.model.RL_7.1384	Ag008G734430
OG0002151	evm.model.RL_8.2781	Ag008G735060
OG0002151	evm.model.RL_1.3025	Ag005G410680
OG0002152	evm.model.RL_8.2888	Ag004G297740
OG0002153	evm.model.RL_8.2879	Ag004G297830
OG0002153	evm.model.RL_8.67	Ag006G517200, Ag006G517240, Ag006G517210
OG0002154	evm.model.RL_4.459	Ag007G586870
OG0002154	evm.model.RL_5.245	Ag004G301810
OG0002155	evm.model.RL_4.500	Ag007G587350
OG0002155	evm.model.RL_5.275	Ag004G302190
OG0002156	evm.model.RL_6.1404, evm.model.RL_6.1405	Ag007G588450
OG0002157	evm.model.RL_6.1327	Ag007G589440
OG0002158	evm.model.RL_2.2274_evm.model.RL_2.2275.2.687c99fb	Ag003G252370
OG0002159	evm.model.RL_1.179	Ag005G489080
OG0002159	evm.model.RL_4.2016	Ag007G621620
OG0002160	evm.model.RL_4.1895	Ag007G625550
OG0002161	evm.model.RL_4.974, evm.model.RL_1.376	Ag005G485290
OG0002162	evm.model.RL_1.2259.1.687c87ef	Ag005G433480
OG0002162	evm.model.RL_1.545	Ag005G482200, Ag004G344390
OG0002165	evm.model.RL_4.2275.2.687c86d8	Ag007G611810
OG0002165	evm.model.RL_1.766	Ag005G478780
OG0002166	evm.model.RL_7.731	Ag001G080650
OG0002166	evm.model.RL_6.2158	Ag002G186480
OG0002167	evm.model.RL_6.2066	Ag002G181860
OG0002168	evm.model.RL_7.1150	Ag001G064100
OG0002169	evm.model.RL_6.1970	Ag002G177630
OG0002170	evm.model.RL_5.1450	Ag004G324320
OG0002170	evm.model.RL_3.2388	Ag003G210320, Ag003G210410
OG0002171	evm.model.RL_5.1464	Ag004G324650
OG0002171	evm.model.RL_3.2365.1.687c84be	Ag003G210910
OG0002172	evm.model.RL_5.1466	Ag004G324740
OG0002174	evm.model.RL_5.1761, evm.model.RL_3.1909.1.687c84bd	Ag003G228530
OG0002175	evm.model.RL_3.2064	Ag003G220050
OG0002175	evm.model.RL_5.3649	Ag004G335590
OG0002176	evm.model.RL_5.3508	Ag004G339740
OG0002177	evm.model.RL_5.3465	Ag004G341090
OG0002177	evm.model.RL_3.1512	Ag004G343530
OG0002178	evm.model.RL_3.1443	Ag004G344990
OG0002178	evm.model.RL_5.3428	Ag003G242060
OG0002179	evm.model.RL_3.1143	Ag004G355430
OG0002179	evm.model.RL_5.3175	Ag001G006910
OG0002181	evm.model.RL_2.2962	Ag003G281530, Ag003G281610, Ag003G281620, Ag006G509540
OG0002182	evm.model.RL_8.2196	Ag008G725620
OG0002183	evm.model.RL_5.1193	Ag004G318160
OG0002183	evm.model.RL_7.2420	Ag008G665480
OG0002184	evm.model.RL_5.2899, evm.model.RL_7.2187	Ag004G314960
OG0002185	evm.model.RL_5.1061	Ag004G314870
OG0002185	evm.model.RL_3.266	Ag004G378810
OG0002186	evm.model.RL_3.400	Ag004G373720
OG0002186	evm.model.RL_5.958	Ag004G312920
OG0002187	evm.model.RL_5.836	Ag004G310600
OG0002187	evm.model.RL_1.767	Ag006G534580, Ag005G478770
OG0002188	evm.model.RL_3.287, evm.model.RL_5.414, evm.model.RL_5.415	Ag004G304290, Ag004G304300, Ag004G304280
OG0002189	evm.model.RL_1.1044	Ag005G473210
OG0002189	evm.model.RL_4.2943	Ag006G501930
OG0002190	evm.model.RL_1.976	Ag005G474790
OG0002190	evm.model.RL_4.3055	Ag006G499120
OG0002191	evm.model.RL_1.2010	Ag005G443170, Ag005G444380, Ag008G719900
OG0002192	evm.model.RL_7.2021, evm.model.RL_4.1509	Ag008G715980, Ag008G715950
OG0002194	evm.model.RL_5.3982	Ag001G000560
OG0002194	evm.model.RL_1.1196	Ag005G470260
OG0002195	evm.model.RL_5.3933	Ag001G001510
OG0002196	evm.model.RL_2.1136	Ag001G030380, Ag001G031560
OG0002196	evm.model.RL_1.1598	Ag005G460090
OG0002197	evm.model.RL_1.1665	Ag005G457930
OG0002197	evm.model.RL_5.2188	Ag001G026610
OG0002198	evm.model.RL_1.1711.1.687c87ee	Ag005G456430
OG0002198	evm.model.RL_5.2150	Ag001G024720
OG0002199	evm.model.RL_1.1727	Ag005G455920
