Orthogroup	Cardamine_amara	Noccaea_praecox
OG0001631	evm.model.RL_3.1168	Np002G090530
OG0001631	evm.model.RL_5.3196	Np004G209520
OG0001642	evm.model.RL_1.2720	Np007G378890, Np005G295130
OG0001642	evm.model.RL_2.2903	Np005G264100
OG0001643	evm.model.RL_1.2838	Np007G377020
OG0001643	evm.model.RL_2.3017	Np005G265580
OG0001644	evm.model.RL_3.384	Np002G116600
OG0001644	evm.model.RL_5.938	Np004G247910
OG0001645	evm.model.RL_7.2482	Np001G023870, Np005G319280, Np002G102860
OG0001646	evm.model.RL_7.2381	Np001G022590
OG0001646	evm.model.RL_5.1158	Np004G244480
OG0001647	evm.model.RL_2.81	Np005G318430
OG0001647	evm.model.RL_7.2311	Np001G021340
OG0001648	evm.model.RL_2.67	Np005G318250
OG0001648	evm.model.RL_7.2288	Np001G021030
OG0001649	evm.model.RL_2.244	Np005G316060
OG0001649	evm.model.RL_7.2153	Np001G019480
OG0001650	evm.model.RL_7.2057.1.687c84bb	Np001G018580
OG0001650	evm.model.RL_2.309, evm.model.RL_2.311	Np005G314550
OG0001651	evm.model.RL_2.2144	Np005G279490
OG0001652	evm.model.RL_1.831	Np007G413630
OG0001652	evm.model.RL_4.3337	Np003G126080
OG0001653	evm.model.RL_1.890	Np007G412860
OG0001653	evm.model.RL_8.925	Np003G175770
OG0001654	evm.model.RL_4.3185	Np003G127760
OG0001654	evm.model.RL_1.899	Np007G412770
OG0001655	evm.model.RL_4.2991	Np003G130530
OG0001655	evm.model.RL_1.1018	Np007G410900
OG0001656	evm.model.RL_1.1143	Np007G409020
OG0001656	evm.model.RL_4.2241	Np003G140710
OG0001657	evm.model.RL_2.2216	Np005G278580
OG0001657	evm.model.RL_8.1581	Np003G160930
OG0001658	evm.model.RL_8.1611	Np003G160430
OG0001658	evm.model.RL_2.2201	Np005G278720
OG0001659	evm.model.RL_4.2805	Np003G133370
OG0001659	evm.model.RL_4.2807	Np003G133360
OG0001660	evm.model.RL_2.1578	Np005G288390
OG0001661	evm.model.RL_8.565	Np003G181800
OG0001662	evm.model.RL_2.1796, evm.model.RL_3.214	Np005G284650
OG0001662	evm.model.RL_8.582	Np003G181600
OG0001663	evm.model.RL_8.782	Np003G177890
OG0001663	evm.model.RL_5.3483	Np004G231330
OG0001664	evm.model.RL_6.1557	Np006G341760
OG0001664	evm.model.RL_5.2895	Np004G213760
OG0001665	evm.model.RL_6.1566	Np006G341610
OG0001666	evm.model.RL_2.3108	Np005G267380, Np006G327460
OG0001666	evm.model.RL_1.2955	Np007G375480
OG0001667	evm.model.RL_6.224	Np006G367550
OG0001668	evm.model.RL_2.3272	Np005G269510
OG0001668	evm.model.RL_6.207	Np006G367940
OG0001669	evm.model.RL_6.119	Np006G369260
OG0001669	evm.model.RL_2.3368	Np005G261900
OG0001670	evm.model.RL_6.33, evm.model.RL_3.718	Np006G370900
OG0001671	evm.model.RL_8.871	Np003G175970
OG0001672	evm.model.RL_5.3119	Np004G210560
OG0001672	evm.model.RL_4.3098	Np003G128910
OG0001673	evm.model.RL_2.608	Np005G310310
OG0001674	evm.model.RL_2.935	Np005G305920
OG0001674	evm.model.RL_2.936	Np005G305910
OG0001675	evm.model.RL_6.2847	Np006G322030
OG0001675	evm.model.RL_7.154	Np001G068310
OG0001677	evm.model.RL_7.421	Np001G064640
OG0001677	evm.model.RL_6.2449	Np006G327250
OG0001678	evm.model.RL_7.483.1.687c84b4	Np001G063730
OG0001678	evm.model.RL_6.2409	Np006G327920
OG0001679	evm.model.RL_7.510	Np001G063400
OG0001679	evm.model.RL_6.2375	Np006G328340
OG0001681	evm.model.RL_8.2800	Np001G000840
OG0001681	evm.model.RL_7.1302	Np001G052450
OG0001682	evm.model.RL_8.333	Np003G185720
OG0001682	evm.model.RL_5.168, evm.model.RL_5.205	Np004G257000
OG0001683	evm.model.RL_4.476	Np001G040530
OG0001684	evm.model.RL_4.543	Np001G041440
OG0001684	evm.model.RL_5.293	Np004G255890
OG0001685	evm.model.RL_5.296.5.687c88ab	Np004G255860
OG0001685	evm.model.RL_4.544	Np001G041450
OG0001686	evm.model.RL_5.302	Np004G255770
OG0001687	evm.model.RL_5.325	Np004G255480
OG0001687	evm.model.RL_6.1399	Np006G357700
OG0001688	evm.model.RL_5.474	Np004G253580
OG0001688	evm.model.RL_6.1213	Np006G354740, Np006G348180
OG0001689	evm.model.RL_5.520	Np004G253050
OG0001689	evm.model.RL_6.1169	Np006G346950, Np006G353900, Np006G353870
OG0001690	evm.model.RL_6.1137	Np006G353160, Np006G347630
OG0001690	evm.model.RL_5.538	Np004G252780
OG0001691	evm.model.RL_5.559	Np004G252540
OG0001691	evm.model.RL_6.1104	Np006G352330
OG0001692	evm.model.RL_5.568	Np001G047020
OG0001692	evm.model.RL_6.1092	Np006G352020
OG0001693	evm.model.RL_6.997	Np006G360030
OG0001693	evm.model.RL_5.610	Np004G251920
OG0001694	evm.model.RL_4.1950	Np003G144100
OG0001695	evm.model.RL_5.724.1.687c88ae	Np004G250640
OG0001695	evm.model.RL_1.365	Np007G420500
OG0001696	evm.model.RL_1.428	Np007G419380
OG0001697	evm.model.RL_1.610.2.687c87eb	Np007G416610
OG0001697	evm.model.RL_4.922	Np001G016450
OG0001698	evm.model.RL_6.2103	Np006G332850
OG0001698	evm.model.RL_7.781	Np001G059710
OG0001699	evm.model.RL_7.1010, evm.model.RL_7.1028	Np001G056390
OG0001699	evm.model.RL_6.1842	Np006G337380, Np006G337370, Np006G337360
OG0001700	evm.model.RL_4.504, evm.model.RL_3.2325	Np002G072430
OG0001700	evm.model.RL_5.1492	Np002G115790, Np004G239740
OG0001701	evm.model.RL_5.3694	Np004G235100
OG0001701	evm.model.RL_3.2028	Np002G076900
OG0001702	evm.model.RL_3.2106	Np002G075530
OG0001702	evm.model.RL_5.3612	Np004G234040
OG0001703	evm.model.RL_5.3566	Np004G233260, Np004G231600
OG0001703	evm.model.RL_3.2166	Np002G074640
OG0001704	evm.model.RL_5.3480	Np004G231280
OG0001704	evm.model.RL_3.1546	Np002G083700
OG0001705	evm.model.RL_5.3444	Np004G230650
OG0001705	evm.model.RL_3.1465	Np002G084680
OG0001706	evm.model.RL_5.3156, evm.model.RL_5.3158	Np004G210080
OG0001707	evm.model.RL_5.2917	Np004G213090
OG0001708	evm.model.RL_4.1111	Np001G014100
OG0001708	evm.model.RL_1.523	Np007G417890
OG0001709	evm.model.RL_8.2364	Np001G006800
OG0001709	evm.model.RL_7.1574	Np001G048040
OG0001710	evm.model.RL_5.3622	Np004G234170, Np005G309780
OG0001710	evm.model.RL_5.2450	Np002G075650
OG0001711	evm.model.RL_2.1119	Np005G302040
OG0001712	evm.model.RL_5.2066	Np004G198010
OG0001712	evm.model.RL_1.1820	Np007G395800
OG0001713	evm.model.RL_5.2048	Np004G197330
OG0001713	evm.model.RL_1.1856	Np007G396480
OG0001714	evm.model.RL_1.1979.1.687c87ee	Np001G028130
OG0001714	evm.model.RL_5.1966	Np004G196200
OG0001715	evm.model.RL_1.2354	Np007G387240
OG0001715	evm.model.RL_1.2352	Np007G387210, Np007G387180
OG0001715	evm.model.RL_1.2335	Np007G386910
OG0001719	evm.model.RL_3.583	Np007G377510
OG0001720	evm.model.RL_6.1116	Np002G111950
OG0001720	evm.model.RL_6.1117	Np001G060340
OG0001721	evm.model.RL_5.1165	Np004G244340, Np004G230590
OG0001725	evm.model.RL_4.1817	Np003G145860
OG0001727	evm.model.RL_8.1832	Np003G155820
OG0001728	evm.model.RL_4.769	Np001G014170
OG0001730	evm.model.RL_2.2341	Np005G276620
OG0001731	evm.model.RL_2.2529	Np005G274200
OG0001732	evm.model.RL_2.2535	Np005G274050
OG0001733	evm.model.RL_2.2569	Np005G273130
OG0001733	evm.model.RL_6.284	Np006G366520
OG0001734	evm.model.RL_2.2601	Np005G272630
OG0001734	evm.model.RL_6.306	Np006G366270
OG0001735	evm.model.RL_1.2719	Np007G378900
OG0001735	evm.model.RL_2.2902	Np005G264090
OG0001736	evm.model.RL_2.3061	Np005G266320
OG0001736	evm.model.RL_1.2912	Np007G376030
OG0001737	evm.model.RL_6.1589	Np006G341000
OG0001737	evm.model.RL_5.2826	Np004G215060
OG0001738	evm.model.RL_6.1622	Np004G205290
OG0001739	evm.model.RL_3.621	Np002G112490
OG0001739	evm.model.RL_5.822	Np004G249470
OG0001740	evm.model.RL_3.562	Np002G113530
OG0001740	evm.model.RL_5.861	Np004G248910
OG0001741	evm.model.RL_5.902.5.687c88b0	Np004G248420
OG0001741	evm.model.RL_3.532	Np002G114540
OG0001742	evm.model.RL_1.2421, evm.model.RL_1.2424	Np007G389910, Np007G387960
OG0001743	evm.model.RL_5.980	Np004G247400
OG0001743	evm.model.RL_3.355	Np002G117760
OG0001744	evm.model.RL_2.99	Np005G318770
OG0001744	evm.model.RL_7.2327	Np001G021690
OG0001745	evm.model.RL_7.2267	Np001G020820
OG0001745	evm.model.RL_2.48	Np005G317950
OG0001746	evm.model.RL_7.2193	Np001G019800
OG0001746	evm.model.RL_2.216	Np005G316500
OG0001748	evm.model.RL_2.384	Np005G313360
OG0001748	evm.model.RL_3.1080	Np002G093470
OG0001749	evm.model.RL_3.50	Np002G124090
OG0001749	evm.model.RL_2.171	Np005G320020
OG0001750	evm.model.RL_2.126	Np005G319050
OG0001750	evm.model.RL_3.151	Np002G122580
OG0001751	evm.model.RL_1.1088	Np007G409920
OG0001751	evm.model.RL_4.2898	Np003G132010
OG0001752	evm.model.RL_7.1509	Np001G049430
OG0001753	evm.model.RL_1.1131	Np007G409140
OG0001753	evm.model.RL_4.2853	Np003G132650
OG0001754	evm.model.RL_8.1211	Np003G170310
OG0001754	evm.model.RL_2.2020	Np005G281210
OG0001755	evm.model.RL_2.2086	Np005G280280
OG0001755	evm.model.RL_8.1356.1.687c855b	Np003G165340
OG0001756	evm.model.RL_8.1392	Np003G164750
OG0001756	evm.model.RL_2.2299	Np005G277180
OG0001757	evm.model.RL_2.2178	Np005G278990
OG0001758	evm.model.RL_4.1707	Np003G147410
OG0001758	evm.model.RL_4.2337	Np003G139500
OG0001759	evm.model.RL_4.2751	Np003G134160
OG0001759	evm.model.RL_8.2180.1.687c855f, evm.model.RL_8.2181	Np001G009600
OG0001760	evm.model.RL_2.1310	Np005G294470
OG0001760	evm.model.RL_4.87	Np001G033190
OG0001761	evm.model.RL_4.241	Np001G036280
OG0001761	evm.model.RL_2.1420	Np005G291310
OG0001762	evm.model.RL_2.1453	Np005G290520
OG0001762	evm.model.RL_4.261	Np001G036940
OG0001763	evm.model.RL_2.1542	Np005G288850
OG0001763	evm.model.RL_2.933	Np004G202330, Np004G202290
OG0001764	evm.model.RL_8.490	Np003G183210
OG0001764	evm.model.RL_2.1722	Np005G285830
OG0001765	evm.model.RL_8.663, evm.model.RL_8.662	Np003G180200, Np003G180190, Np003G180240, Np003G180250
OG0001766	evm.model.RL_8.739	Np003G178390
OG0001767	evm.model.RL_3.1585.3.687c84bc	Np002G083260
OG0001767	evm.model.RL_5.2533	Np004G208830
OG0001768	evm.model.RL_6.1437	Np006G344920, Np009G432460
OG0001768	evm.model.RL_5.3090	Np004G210870
OG0001769	evm.model.RL_1.2970	Np007G375260
OG0001769	evm.model.RL_2.3132	Np005G267600
OG0001770	evm.model.RL_8.2700	Np005G269590
OG0001770	evm.model.RL_7.1401	Np001G051030
OG0001771	evm.model.RL_6.186	Np006G368340
OG0001772	evm.model.RL_2.3469	Np005G260420
OG0001772	evm.model.RL_3.1175	Np002G090250
OG0001773	evm.model.RL_8.1343	Np003G165860
OG0001773	evm.model.RL_6.1524	Np006G342470
OG0001775	evm.model.RL_2.1705	Np005G286190
OG0001777	evm.model.RL_8.172, evm.model.RL_8.173	Np003G187250
OG0001777	evm.model.RL_2.24	Np005G317550
OG0001778	evm.model.RL_6.2917	Np006G321000
OG0001778	evm.model.RL_7.82	Np001G069230
OG0001779	evm.model.RL_7.99	Np001G069100
OG0001779	evm.model.RL_6.2909	Np006G321100
OG0001780	evm.model.RL_6.2642	Np006G324820
OG0001781	evm.model.RL_7.354	Np001G065490
OG0001781	evm.model.RL_6.2559	Np006G325770
OG0001782	evm.model.RL_7.455	Np001G064300
OG0001782	evm.model.RL_6.2427	Np006G327600
OG0001783	evm.model.RL_4.1615	Np003G148560, Np005G306130
OG0001784	evm.model.RL_8.2709	Np001G002190
OG0001784	evm.model.RL_7.1403	Np001G051070
OG0001785	evm.model.RL_8.56	Np003G189380
OG0001785	evm.model.RL_8.2867.2.687c8563	Np004G259160
OG0001786	evm.model.RL_5.30	Np004G258870
OG0001786	evm.model.RL_8.123	Np003G188530
OG0001787	evm.model.RL_8.174	Np003G187300
OG0001787	evm.model.RL_5.90.4.687c88a9	Np004G258080
OG0001788	evm.model.RL_8.238	Np003G186980
OG0001788	evm.model.RL_5.122	Np004G257760
OG0001790	evm.model.RL_6.1233	Np006G355090
OG0001790	evm.model.RL_5.465	Np004G253680
OG0001791	evm.model.RL_6.1185	Np004G253310
OG0001792	evm.model.RL_6.1112	Np006G352460
OG0001792	evm.model.RL_5.553	Np004G252600
OG0001793	evm.model.RL_5.570	Np004G252370
OG0001793	evm.model.RL_6.1090	Np006G352110
OG0001794	evm.model.RL_5.594	Np004G252130
OG0001795	evm.model.RL_1.169	Np007G423330
OG0001796	evm.model.RL_1.238	Np007G422580
OG0001796	evm.model.RL_4.1927	Np003G144360
OG0001797	evm.model.RL_4.1883	Np003G144950
OG0001797	evm.model.RL_1.274	Np007G421990
OG0001798	evm.model.RL_4.1131	Np001G013890
OG0001798	evm.model.RL_1.530	Np007G417790
OG0001799	evm.model.RL_4.1048, evm.model.RL_5.1092	Np001G014900
OG0001799	evm.model.RL_1.531	Np007G417780
OG0001800	evm.model.RL_1.575	Np007G417190
OG0001800	evm.model.RL_4.1789	Np003G146440
OG0001801	evm.model.RL_4.868	Np001G017020
OG0001801	evm.model.RL_1.642	Np007G416170
OG0001803	evm.model.RL_6.1738	Np006G339150
OG0001803	evm.model.RL_7.1094	Np001G055180
OG0001805	evm.model.RL_3.2291	Np002G072880
OG0001805	evm.model.RL_5.1526	Np004G239360
OG0001806	evm.model.RL_3.1627	Np002G082600
OG0001806	evm.model.RL_5.1571	Np004G238870
OG0001807	evm.model.RL_6.1666	Np006G340010
OG0001807	evm.model.RL_5.1784	Np004G236050
OG0001808	evm.model.RL_3.2021	Np002G076980
OG0001808	evm.model.RL_5.3698	Np004G235180
OG0001809	evm.model.RL_3.1401	Np002G085830
OG0001809	evm.model.RL_5.3368	Np004G228720
OG0001810	evm.model.RL_5.3292	Np004G225970
OG0001810	evm.model.RL_3.1314	Np002G087270
OG0001811	evm.model.RL_3.1197	Np002G089830
OG0001811	evm.model.RL_5.3213	Np004G209420
OG0001812	evm.model.RL_5.3203	Np004G209570
OG0001814	evm.model.RL_6.75	Np006G370070
OG0001816	evm.model.RL_1.434	Np007G419310
OG0001816	evm.model.RL_4.1026	Np001G015210
OG0001817	evm.model.RL_4.2985	Np003G130610
OG0001817	evm.model.RL_1.1025	Np007G410730, Np007G410690
OG0001818	evm.model.RL_7.1456	Np001G050340
OG0001818	evm.model.RL_4.1280	Np001G011780
OG0001819	evm.model.RL_8.2809	Np001G000730
OG0001819	evm.model.RL_7.1291	Np001G052540
OG0001820	evm.model.RL_7.1507_evm.model.RL_7.1508	Np001G049440, Np001G049450
OG0001821	evm.model.RL_5.3706	Np004G194440
OG0001821	evm.model.RL_1.1520	Np007G390210
OG0001823	evm.model.RL_1.3207	Np007G372170, Np002G121170
OG0001824	evm.model.RL_6.1829	Np006G337060
OG0001824	evm.model.RL_7.1016	Np001G056550
OG0001825	evm.model.RL_6.2099	Np006G332940
OG0001825	evm.model.RL_7.793	Np001G059530, Np001G050230
OG0001826	evm.model.RL_7.690	Np001G061240
OG0001826	evm.model.RL_6.2237	Np006G330620
OG0001828	evm.model.RL_6.2586, evm.model.RL_6.2589	Np006G325480
OG0001828	evm.model.RL_7.345.6.687c84b4	Np001G065640
OG0001830	evm.model.RL_7.519	Np001G063270
OG0001831	evm.model.RL_4.34, evm.model.RL_5.3836, evm.model.RL_4.29, evm.model.RL_4.32, evm.model.RL_4.30, evm.model.RL_4.33, evm.model.RL_4.130	Np003G184110, Np006G322680, Np006G322700, Np006G322690
OG0001832	evm.model.RL_7.2294, evm.model.RL_1.2728, evm.model.RL_7.2297, evm.model.RL_7.2293	Np006G340330, Np006G357990
OG0001833	evm.model.RL_2.2674.1.687c86e6	Np005G271580
OG0001833	evm.model.RL_6.765	Np004G204250
OG0001834	evm.model.RL_5.1431	Np004G240520
OG0001834	evm.model.RL_5.1432	Np004G240510
OG0001835	evm.model.RL_5.1843	Np004G235360
OG0001835	evm.model.RL_5.1844	Np004G235350
OG0001837	evm.model.RL_4.3019	Np003G129760
OG0001838	evm.model.RL_2.1297	Np005G294830, Np005G294880
OG0001839	evm.model.RL_6.783	Np003G126140
OG0001844	evm.model.RL_2.2444	Np005G275330
OG0001845	evm.model.RL_2.2556	Np005G273290
OG0001846	evm.model.RL_1.2890	Np007G376270
OG0001846	evm.model.RL_2.3050	Np005G266100
OG0001847	evm.model.RL_2.1240	Np005G298220
OG0001847	evm.model.RL_2.1238	Np005G298250
OG0001848	evm.model.RL_3.499	Np002G115130
OG0001848	evm.model.RL_5.910	Np004G248290
OG0001850	evm.model.RL_2.84, evm.model.RL_7.2318	Np001G021550, Np001G021450
OG0001851	evm.model.RL_2.57	Np005G318090
OG0001851	evm.model.RL_7.2277	Np001G020880
OG0001852	evm.model.RL_2.270	Np005G315730
OG0001852	evm.model.RL_7.2131	Np001G019170
OG0001853	evm.model.RL_3.1039	Np001G021140
OG0001854	evm.model.RL_3.967	Np002G097050
OG0001855	evm.model.RL_3.929	Np002G098370
OG0001856	evm.model.RL_3.246	Np002G119990
OG0001856	evm.model.RL_5.1074	Np004G245860
OG0001857	evm.model.RL_2.2128	Np005G279740
OG0001857	evm.model.RL_8.1778.1.687c855d	Np003G156570
OG0001858	evm.model.RL_4.3113	Np003G128660
OG0001858	evm.model.RL_1.935	Np007G412020
OG0001859	evm.model.RL_1.962	Np007G411690
OG0001859	evm.model.RL_4.3080	Np003G129150
OG0001860	evm.model.RL_4.2984	Np003G130620
OG0001861	evm.model.RL_1.1036	Np007G410540
OG0001861	evm.model.RL_4.2962	Np003G130970
OG0001862	evm.model.RL_4.2888	Np003G132130
OG0001862	evm.model.RL_1.1096	Np007G409780
OG0001863	evm.model.RL_2.2038	Np005G281050
OG0001864	evm.model.RL_2.2241	Np005G278250
OG0001865	evm.model.RL_8.1553	Np003G163370
OG0001865	evm.model.RL_2.2233.3.687c86e5	Np005G278380
OG0001866	evm.model.RL_8.1578	Np003G160970
OG0001866	evm.model.RL_2.2218	Np005G278560
OG0001867	evm.model.RL_8.1824	Np003G155940
OG0001867	evm.model.RL_2.2099	Np005G280140
OG0001868	evm.model.RL_4.1700	Np003G147520
OG0001869	evm.model.RL_8.2649	Np001G002860
OG0001869	evm.model.RL_4.2527	Np003G136860
OG0001870	evm.model.RL_8.2625	Np001G003110
OG0001870	evm.model.RL_4.2537	Np003G136760
OG0001871	evm.model.RL_8.2605, evm.model.RL_8.2626	Np001G003380
OG0001871	evm.model.RL_4.2577, evm.model.RL_4.2576	Np003G136290
OG0001872	evm.model.RL_8.2560	Np001G004040
OG0001872	evm.model.RL_4.2592	Np003G136150
OG0001873	evm.model.RL_4.2632	Np003G135740
OG0001874	evm.model.RL_4.2671	Np003G135240
OG0001875	evm.model.RL_4.2730	Np003G134370
OG0001875	evm.model.RL_4.1414	Np001G010090
OG0001876	evm.model.RL_8.2171	Np001G009710
OG0001876	evm.model.RL_4.2749	Np003G134180
OG0001877	evm.model.RL_4.2808	Np003G133350
OG0001878	evm.model.RL_4.65	Np005G303940
OG0001879	evm.model.RL_2.1347	Np005G292990, Np005G292970
OG0001879	evm.model.RL_4.155, evm.model.RL_4.143, evm.model.RL_4.145	Np001G034480
OG0001880	evm.model.RL_2.1375	Np005G292190, Np005G292180
OG0001881	evm.model.RL_2.1609	Np005G287190, Np005G287230, Np005G287260
OG0001881	evm.model.RL_2.1610	Np005G287220
OG0001882	evm.model.RL_8.429	Np003G184040
OG0001882	evm.model.RL_2.1659	Np005G286870
OG0001883	evm.model.RL_8.450	Np003G183770
OG0001884	evm.model.RL_5.1371	Np004G241190
OG0001884	evm.model.RL_3.503	Np001G054300
OG0001885	evm.model.RL_5.2644	Np004G206090
OG0001885	evm.model.RL_8.738	Np003G178400
OG0001886	evm.model.RL_5.2462	Np004G204560
OG0001886	evm.model.RL_8.835	Np003G176930, Np003G176850
OG0001887	evm.model.RL_8.920	Np003G175610
OG0001887	evm.model.RL_5.2413	Np004G204940
OG0001888	evm.model.RL_5.3011, evm.model.RL_6.1502	Np004G211960
OG0001889	evm.model.RL_1.3017	Np007G374640
OG0001889	evm.model.RL_2.3173	Np005G268230
OG0001890	evm.model.RL_2.3310, evm.model.RL_2.3309	Np005G262640
OG0001891	evm.model.RL_2.2114	Np005G279920
OG0001891	evm.model.RL_5.933	Np004G247970
OG0001892	evm.model.RL_4.573	Np001G041790
OG0001892	evm.model.RL_5.3120	Np004G210540
OG0001893	evm.model.RL_8.728	Np003G178560
OG0001894	evm.model.RL_8.496	Np003G183190
OG0001895	evm.model.RL_4.62, evm.model.RL_4.58, evm.model.RL_4.59, evm.model.RL_4.63	Np005G307710, Np005G308100
OG0001896	evm.model.RL_1.356	Np005G307740
OG0001896	evm.model.RL_1.686	Np007G415460
OG0001897	evm.model.RL_1.2287	Np007G385590
OG0001898	evm.model.RL_2.1006	Np005G304280
OG0001899	evm.model.RL_1.2125, evm.model.RL_1.2120	Np007G389020, Np007G382610
OG0001900	evm.model.RL_2.169	Np005G320000
OG0001901	evm.model.RL_6.2930	Np004G199670
OG0001901	evm.model.RL_7.98	Np001G069110
OG0001902	evm.model.RL_7.155	Np001G068300
OG0001902	evm.model.RL_6.2845	Np006G322050
OG0001903	evm.model.RL_7.302	Np001G066440
OG0001903	evm.model.RL_6.2650	Np006G324720
OG0001904	evm.model.RL_6.2641	Np006G324830
OG0001905	evm.model.RL_7.364	Np001G065210
OG0001906	evm.model.RL_7.422	Np001G064630
OG0001906	evm.model.RL_6.2447	Np006G327270
OG0001909	evm.model.RL_5.107	Np004G257870
OG0001910	evm.model.RL_8.377	Np003G185140
OG0001910	evm.model.RL_5.223	Np004G256740
OG0001911	evm.model.RL_4.536	Np001G041330
OG0001911	evm.model.RL_5.290	Np004G255920
OG0001912	evm.model.RL_6.1296	Np006G355970
OG0001912	evm.model.RL_5.409	Np004G254460
OG0001914	evm.model.RL_6.1239	Np006G355160
OG0001915	evm.model.RL_6.1217	Np006G354800, Np006G348100
OG0001915	evm.model.RL_5.473	Np004G253590
OG0001916	evm.model.RL_8.1219, evm.model.RL_5.588	Np004G252190
OG0001916	evm.model.RL_6.1059	Np006G350170, Np008G428180
OG0001917	evm.model.RL_6.973	Np006G359760
OG0001917	evm.model.RL_5.625	Np004G251720
OG0001918	evm.model.RL_1.2265	Np006G361690, Np006G362350
OG0001918	evm.model.RL_4.785	Np006G362360
OG0001919	evm.model.RL_4.2187	Np003G141270
OG0001919	evm.model.RL_1.46	Np007G425030
OG0001920	evm.model.RL_4.1999	Np003G143470
OG0001920	evm.model.RL_1.192	Np007G423090
OG0001921	evm.model.RL_4.1996	Np003G143490
OG0001921	evm.model.RL_1.198	Np007G423040
OG0001922	evm.model.RL_1.491	Np007G418500
OG0001922	evm.model.RL_4.1073	Np001G014570
OG0001923	evm.model.RL_6.2043	Np006G334000, Np006G333370
OG0001924	evm.model.RL_7.1040	Np001G056310
OG0001924	evm.model.RL_6.1854	Np006G337580
OG0001926	evm.model.RL_6.1923	Np006G335860
OG0001926	evm.model.RL_7.1203	Np001G053730
OG0001927	evm.model.RL_5.1419	Np004G240660
OG0001928	evm.model.RL_3.2242	Np002G073430, Np002G073420
OG0001928	evm.model.RL_5.1558	Np004G239030
OG0001929	evm.model.RL_5.1606	Np004G238270
OG0001929	evm.model.RL_3.1705	Np002G081610
OG0001930	evm.model.RL_5.1705	Np004G237030
OG0001930	evm.model.RL_3.1852	Np002G079330
OG0001931	evm.model.RL_3.1887.2.687c84bd	Np002G078920
OG0001931	evm.model.RL_5.1726	Np004G236770
OG0001932	evm.model.RL_5.1771	Np004G236220
OG0001932	evm.model.RL_3.1923	Np002G078450
OG0001933	evm.model.RL_5.3626	Np004G234220
OG0001933	evm.model.RL_3.2092	Np002G075770
OG0001934	evm.model.RL_5.3548	Np004G232640
OG0001934	evm.model.RL_3.2197	Np002G074190
OG0001935	evm.model.RL_5.3449	Np004G230740
OG0001935	evm.model.RL_3.1480, evm.model.RL_3.1470	Np002G084600, Np002G084590
OG0001936	evm.model.RL_3.1405	Np002G085790
OG0001936	evm.model.RL_3.1403	Np002G085800
OG0001937	evm.model.RL_5.3313	Np004G226860
OG0001937	evm.model.RL_3.1342	Np002G086860
OG0001938	evm.model.RL_5.3165	Np004G210170
OG0001938	evm.model.RL_5.3164	Np004G210160
OG0001939	evm.model.RL_6.47, evm.model.RL_3.2	Np006G370590
OG0001939	evm.model.RL_2.3424	Np005G261100
OG0001940	evm.model.RL_4.3151_evm.model.RL_4.3152	Np001G068720
OG0001942	evm.model.RL_1.1314	Np007G406380
OG0001943	evm.model.RL_1.1082	Np007G410020
OG0001943	evm.model.RL_3.680	Np003G131980
OG0001944	evm.model.RL_1.1063	Np007G410220
OG0001944	evm.model.RL_4.2922	Np003G131550
OG0001945	evm.model.RL_7.1442	Np001G050520
OG0001946	evm.model.RL_7.1506	Np001G049460
OG0001946	evm.model.RL_4.1360	Np001G010820
OG0001947	evm.model.RL_7.1856, evm.model.RL_7.1853, evm.model.RL_7.1854	Np001G044620
OG0001948	evm.model.RL_7.1927	Np001G043890
OG0001949	evm.model.RL_4.1604	Np003G148670
OG0001950	evm.model.RL_1.1312	Np007G406400
OG0001950	evm.model.RL_5.3885	Np004G191680
OG0001951	evm.model.RL_1.1415	Np007G404850
OG0001952	evm.model.RL_1.1599	Np007G391450
OG0001953	evm.model.RL_1.1837	Np007G396060
OG0001953	evm.model.RL_5.2056	Np004G197730
OG0001954	evm.model.RL_4.2325.3.687c86d8	Np003G139650
OG0001954	evm.model.RL_1.2002	Np007G380500
OG0001955	evm.model.RL_5.1904.2.687c88b7	Np004G195330
OG0001955	evm.model.RL_1.2047	Np007G381200
OG0001956	evm.model.RL_1.2761	Np007G378180
OG0001956	evm.model.RL_2.2925	Np005G264320
OG0001957	evm.model.RL_5.2885	Np004G213910
OG0001958	evm.model.RL_1.2688, evm.model.RL_1.2689	Np007G379260, Np007G379250
OG0001960	evm.model.RL_5.3761	Np004G193680
OG0001962	evm.model.RL_5.590	Np004G252170
OG0001963	evm.model.RL_8.302	Np003G186160
OG0001971	evm.model.RL_2.2434	Np005G275440
OG0001971	evm.model.RL_1.3157	Np007G372750
OG0001972	evm.model.RL_2.2548	Np005G273410
OG0001972	evm.model.RL_1.3055	Np001G028870, Np007G374120
OG0001973	evm.model.RL_2.2607	Np005G272490
OG0001973	evm.model.RL_6.314	Np006G366010
OG0001974	evm.model.RL_2.2649	Np005G271870
OG0001975	evm.model.RL_1.2679	Np007G379580
OG0001975	evm.model.RL_2.2880	Np005G263840
OG0001976	evm.model.RL_1.2831	Np007G377140
OG0001977	evm.model.RL_6.1662	Np006G340080
OG0001977	evm.model.RL_2.1216	Np005G299270
OG0001978	evm.model.RL_3.348	Np002G117800
OG0001978	evm.model.RL_5.988	Np004G247340
OG0001979	evm.model.RL_7.2587	Np001G025460
OG0001979	evm.model.RL_5.1297	Np004G242210
OG0001980	evm.model.RL_7.2568	Np001G025140
