Orthogroup	Cardamine_amara	Cardamine_hirsuta
OG0001174	evm.model.RL_1.986	CARHR085320
OG0001174	evm.model.RL_4.3033	CARHR208230
OG0001175	evm.model.RL_8.1695	CARHR269570
OG0001175	evm.model.RL_8.1693	CARHR269550, CARHR269540
OG0001176	evm.model.RL_8.2629.2.687c8562	CARHR279410
OG0001176	evm.model.RL_4.2535	CARHR202840
OG0001177	evm.model.RL_4.2754	CARHR205210
OG0001177	evm.model.RL_4.2758	CARHR205250
OG0001177	evm.model.RL_4.2755	CARHR205220
OG0001178	evm.model.RL_4.2771	CARHR205380
OG0001178	evm.model.RL_8.2201	CARHR275040
OG0001178	evm.model.RL_8.2202	CARHR275050
OG0001179	evm.model.RL_2.1426	CARHR225530
OG0001179	evm.model.RL_1.2341	CARHR100560
OG0001179	evm.model.RL_2.834	CARHR218880
OG0001180	evm.model.RL_2.1518	CARHR226390
OG0001180	evm.model.RL_4.326, evm.model.RL_4.329	CARHR177350
OG0001181	evm.model.RL_2.1682	CARHR228490
OG0001181	evm.model.RL_8.446	CARHR252660
OG0001182	evm.model.RL_6.1496	CARHR128160
OG0001182	evm.model.RL_5.3024	CARHR028270
OG0001183	evm.model.RL_1.2951	CARHR107970
OG0001184	evm.model.RL_6.2804	CARHR141940
OG0001185	evm.model.RL_7.209	CARHR171960
OG0001185	evm.model.RL_6.2774	CARHR141590
OG0001186	evm.model.RL_7.655, evm.model.RL_7.423	CARHR169720
OG0001186	evm.model.RL_7.426, evm.model.RL_7.424	CARHR169690
OG0001186	evm.model.RL_7.656	CARHR169700
OG0001187	evm.model.RL_6.1324	CARHR126160
OG0001187	evm.model.RL_5.386	CARHR004740
OG0001188	evm.model.RL_4.2897	CARHR206730
OG0001188	evm.model.RL_6.1103, evm.model.RL_6.1081	CARHR123420
OG0001189	evm.model.RL_1.51.5.687c87e9	CARHR075270
OG0001189	evm.model.RL_4.2182	CARHR198890
OG0001190	evm.model.RL_1.314	CARHR078070
OG0001190	evm.model.RL_4.1830	CARHR194870
OG0001191	evm.model.RL_4.1037	CARHR186040
OG0001191	evm.model.RL_1.445	CARHR079570
OG0001192	evm.model.RL_2.1157	CARHR222440
OG0001192	evm.model.RL_3.719	CARHR287500
OG0001192	evm.model.RL_1.613	CARHR081320
OG0001193	evm.model.RL_7.799	CARHR165670
OG0001193	evm.model.RL_6.2091	CARHR134680
OG0001194	evm.model.RL_7.769	CARHR166020
OG0001194	evm.model.RL_1.761	CARHR082830
OG0001196	evm.model.RL_3.1919	CARHR068390
OG0001196	evm.model.RL_5.1768.4.687c88b6	CARHR019920
OG0001197	evm.model.RL_7.925	CARHR164450
OG0001197	evm.model.RL_5.1091	CARHR009840
OG0001197	evm.model.RL_7.926	CARHR164430
OG0001198	evm.model.RL_4.1070	CARHR182960, CARHR183000, CARHR266170, CARHR292330, CARHR292220, CARHR182990, CARHR289360
OG0001200	evm.model.RL_4.1661	CARHR193010
OG0001201	evm.model.RL_4.1362	CARHR189890
OG0001202	evm.model.RL_7.1368	CARHR159540
OG0001202	evm.model.RL_7.1434	CARHR158660
OG0001202	evm.model.RL_7.1435	CARHR158650
OG0001203	evm.model.RL_7.1922	CARHR164570
OG0001205	evm.model.RL_5.3779	CARHR043400
OG0001205	evm.model.RL_1.1439	CARHR090200
OG0001206	evm.model.RL_1.1573, evm.model.RL_1.1574	CARHR091610
OG0001207	evm.model.RL_2.1156	CARHR222430
OG0001207	evm.model.RL_1.1613	CARHR092140
OG0001208	evm.model.RL_5.2092	CARHR039290
OG0001208	evm.model.RL_1.1794	CARHR094230
OG0001209	evm.model.RL_5.2069.3.687c88b9	CARHR039620, CARHR039630
OG0001210	evm.model.RL_5.2009	CARHR040390
OG0001217	evm.model.RL_2.1059	CARHR222080
OG0001217	evm.model.RL_2.1182, evm.model.RL_2.1061	CARHR222100
OG0001218	evm.model.RL_1.414	CARHR079270
OG0001219	evm.model.RL_7.791	CARHR165740, CARHR165780, CARHR165770, CARHR165760
OG0001222	evm.model.RL_2.2623	CARHR239080
OG0001222	evm.model.RL_6.327	CARHR117710
OG0001223	evm.model.RL_1.2775	CARHR106190
OG0001223	evm.model.RL_2.2911	CARHR242090
OG0001224	evm.model.RL_5.782.1.687c88af	CARHR009170
OG0001224	evm.model.RL_3.697	CARHR289890
OG0001225	evm.model.RL_7.2344	CARHR147910
OG0001226	evm.model.RL_7.2215	CARHR149700
OG0001226	evm.model.RL_7.2214	CARHR149770
OG0001227	evm.model.RL_1.866	CARHR084010
OG0001227	evm.model.RL_4.3256.3.687c86dd	CARHR210490
OG0001230	evm.model.RL_8.2251	CARHR275540
OG0001230	evm.model.RL_4.2814	CARHR205800
OG0001231	evm.model.RL_8.2262	CARHR275650
OG0001231	evm.model.RL_4.2818	CARHR205840
OG0001232	evm.model.RL_2.3060	CARHR243680
OG0001232	evm.model.RL_2.1447	CARHR225780
OG0001233	evm.model.RL_2.1798	CARHR229950
OG0001233	evm.model.RL_8.584	CARHR254350
OG0001234	evm.model.RL_3.1960	CARHR068840
OG0001234	evm.model.RL_5.2302.1.687c88ba	CARHR036200
OG0001234	evm.model.RL_4.587	CARHR181030
OG0001235	evm.model.RL_1.2924	CARHR107550
OG0001235	evm.model.RL_2.3067	CARHR243760
OG0001236	evm.model.RL_2.1048, evm.model.RL_2.1124	CARHR221930
OG0001236	evm.model.RL_6.1321	CARHR126100
OG0001237	evm.model.RL_6.2736	CARHR141180
OG0001237	evm.model.RL_7.233	CARHR171720
OG0001238	evm.model.RL_6.2726	CARHR141070
OG0001238	evm.model.RL_7.248	CARHR171530
OG0001239	evm.model.RL_7.366	CARHR170290
OG0001239	evm.model.RL_6.2540	CARHR139330
OG0001241	evm.model.RL_6.2485	CARHR138800, CARHR138790
OG0001241	evm.model.RL_6.2484	CARHR138780
OG0001242	evm.model.RL_4.3208	CARHR210050
OG0001242	evm.model.RL_1.891	CARHR084260
OG0001243	evm.model.RL_4.1692	CARHR193320
OG0001243	evm.model.RL_3.1106	CARHR059770
OG0001244	evm.model.RL_8.1492	CARHR267180
OG0001244	evm.model.RL_8.1490_evm.model.RL_8.1491.1.687c97c0	CARHR267170
OG0001244	evm.model.RL_4.1606	CARHR192400
OG0001244	evm.model.RL_4.1607	CARHR192440
OG0001245	evm.model.RL_7.1290	CARHR160490
OG0001245	evm.model.RL_8.2812.1.687c8563	CARHR281300
OG0001246	evm.model.RL_5.82, evm.model.RL_5.106, evm.model.RL_5.35	CARHR001830, CARHR001610
OG0001246	evm.model.RL_8.209	CARHR250060
OG0001247	evm.model.RL_8.314	CARHR251210
OG0001247	evm.model.RL_1.706	CARHR082290
OG0001248	evm.model.RL_5.602	CARHR007240, CARHR007260
OG0001249	evm.model.RL_6.1950	CARHR133090, CARHR133100
OG0001249	evm.model.RL_6.1951	CARHR133110
OG0001250	evm.model.RL_4.2088	CARHR197850
OG0001250	evm.model.RL_1.119	CARHR076030
OG0001251	evm.model.RL_1.142	CARHR076290
OG0001252	evm.model.RL_1.176	CARHR076600
OG0001252	evm.model.RL_1.175	CARHR076590
OG0001253	evm.model.RL_1.487	CARHR080040
OG0001253	evm.model.RL_4.1069	CARHR186350
OG0001254	evm.model.RL_5.1926	CARHR041600
OG0001254	evm.model.RL_6.1673	CARHR130100
OG0001255	evm.model.RL_3.2240	CARHR071930
OG0001255	evm.model.RL_5.1560	CARHR017720
OG0001256	evm.model.RL_3.1666	CARHR065660
OG0001256	evm.model.RL_5.1590	CARHR018120
OG0001257	evm.model.RL_3.1724	CARHR066200
OG0001257	evm.model.RL_5.1613	CARHR018420
OG0001258	evm.model.RL_3.1879	CARHR067950
OG0001259	evm.model.RL_5.1789	CARHR020120
OG0001259	evm.model.RL_3.1941	CARHR068610
OG0001260	evm.model.RL_7.2094, evm.model.RL_7.1935.1.687c84bb	CARHR184030, CARHR180790
OG0001260	evm.model.RL_4.554	CARHR117400
OG0001261	evm.model.RL_5.1275	CARHR014760
OG0001261	evm.model.RL_7.2564	CARHR145300
OG0001262	evm.model.RL_5.1265	CARHR014660
OG0001263	evm.model.RL_5.1088	CARHR012540
OG0001263	evm.model.RL_3.227	CARHR049230
OG0001264	evm.model.RL_1.1247	CARHR088000
OG0001264	evm.model.RL_5.3939	CARHR045270
OG0001265	evm.model.RL_5.1915	CARHR041740
OG0001265	evm.model.RL_1.2036	CARHR097020
OG0001267	evm.model.RL_4.425	CARHR178740
OG0001267	evm.model.RL_4.424	CARHR178710
OG0001268	evm.model.RL_5.3304	CARHR025280
OG0001269	evm.model.RL_5.2990	CARHR028700
OG0001274	evm.model.RL_2.2611	CARHR238940
OG0001275	evm.model.RL_5.3676	CARHR021090
OG0001275	evm.model.RL_2.3032	CARHR243370
OG0001276	evm.model.RL_5.975	CARHR011330
OG0001277	evm.model.RL_2.982, evm.model.RL_3.337	CARHR050840, CARHR050830
OG0001278	evm.model.RL_1.2502	CARHR103000
OG0001279	evm.model.RL_4.2124	CARHR198240
OG0001279	evm.model.RL_1.92	CARHR075730
OG0001280	evm.model.RL_7.2122	CARHR152260
OG0001280	evm.model.RL_2.274	CARHR262720
OG0001281	evm.model.RL_3.62	CARHR046710
OG0001282	evm.model.RL_2.2133	CARHR233670
OG0001282	evm.model.RL_8.1760	CARHR270600
OG0001283	evm.model.RL_7.669, evm.model.RL_6.2246	CARHR167110, CARHR136290
OG0001284	evm.model.RL_8.1082	CARHR258720
OG0001284	evm.model.RL_8.2362	CARHR276700
OG0001285	evm.model.RL_8.1534	CARHR267720
OG0001286	evm.model.RL_8.1595	CARHR268390
OG0001286	evm.model.RL_8.1594	CARHR268380, CARHR268370
OG0001287	evm.model.RL_2.2195	CARHR234380
OG0001287	evm.model.RL_8.1616	CARHR268590
OG0001288	evm.model.RL_4.2448	CARHR201810
OG0001288	evm.model.RL_4.1192	CARHR187990
OG0001289	evm.model.RL_2.1299, evm.model.RL_2.1345	CARHR224160
OG0001289	evm.model.RL_6.2673, evm.model.RL_4.71	CARHR174130
OG0001290	evm.model.RL_8.661	CARHR255360
OG0001290	evm.model.RL_2.1877	CARHR231000
OG0001291	evm.model.RL_5.2667	CARHR032240
OG0001292	evm.model.RL_6.1094	CARHR123350
OG0001292	evm.model.RL_1.86	CARHR075640
OG0001293	evm.model.RL_7.434	CARHR169610
OG0001293	evm.model.RL_7.431	CARHR169640
OG0001294	evm.model.RL_6.136	CARHR113560
OG0001294	evm.model.RL_2.3344	CARHR246750
OG0001295	evm.model.RL_2.345	CARHR117200
OG0001296	evm.model.RL_6.178	CARHR114020
OG0001296	evm.model.RL_6.1601	CARHR129320
OG0001297	evm.model.RL_8.459	CARHR252800
OG0001297	evm.model.RL_8.457	CARHR252760
OG0001297	evm.model.RL_8.458	CARHR252790
OG0001298	evm.model.RL_2.1012	CARHR221370
OG0001298	evm.model.RL_1.2165	CARHR098450
OG0001299	evm.model.RL_6.2818	CARHR142100
OG0001299	evm.model.RL_6.2817	CARHR142070
OG0001299	evm.model.RL_7.2130, evm.model.RL_7.2125	CARHR152160
OG0001300	evm.model.RL_7.540	CARHR168470
OG0001300	evm.model.RL_6.2360	CARHR137430
OG0001301	evm.model.RL_7.566	CARHR168200
OG0001301	evm.model.RL_6.2344	CARHR137270
OG0001302	evm.model.RL_8.2695	CARHR280030
OG0001302	evm.model.RL_7.1397	CARHR158950
OG0001303	evm.model.RL_8.21	CARHR248150
OG0001303	evm.model.RL_6.2662	CARHR140510
OG0001303	evm.model.RL_8.2905	CARHR000360
OG0001304	evm.model.RL_5.641	CARHR007710
OG0001304	evm.model.RL_6.956	CARHR121500
OG0001305	evm.model.RL_1.464	CARHR079760
OG0001305	evm.model.RL_4.1051	CARHR186160
OG0001306	evm.model.RL_1.484	CARHR080010
OG0001307	evm.model.RL_1.689	CARHR082110
OG0001307	evm.model.RL_1.690	CARHR082120
OG0001309	evm.model.RL_6.1897	CARHR132490
OG0001309	evm.model.RL_7.980	CARHR163920
OG0001310	evm.model.RL_5.1528	CARHR017330
OG0001310	evm.model.RL_3.2290	CARHR072460
OG0001311	evm.model.RL_4.993	CARHR184970
OG0001311	evm.model.RL_4.996	CARHR185650, CARHR185640
OG0001311	evm.model.RL_4.997	CARHR185660
OG0001312	evm.model.RL_1.663	CARHR081850
OG0001312	evm.model.RL_4.837	CARHR183280
OG0001313	evm.model.RL_3.1208	CARHR060960
OG0001314	evm.model.RL_1.1243	CARHR087950
OG0001314	evm.model.RL_5.3949.1.687c88c6	CARHR045360
OG0001315	evm.model.RL_1.1499	CARHR090840
OG0001315	evm.model.RL_5.3719	CARHR042700
OG0001316	evm.model.RL_5.2189	CARHR037840
OG0001316	evm.model.RL_1.1663	CARHR092730
OG0001317	evm.model.RL_1.1913	CARHR095470
OG0001318	evm.model.RL_2.1143	CARHR147860
OG0001318	evm.model.RL_2.1142, evm.model.RL_2.1144	CARHR290630
OG0001319	evm.model.RL_7.1086	CARHR162910
OG0001319	evm.model.RL_6.1755	CARHR130900
OG0001320	evm.model.RL_3.1499	CARHR061650
OG0001320	evm.model.RL_2.2862	CARHR241590
OG0001321	evm.model.RL_3.455, evm.model.RL_3.453	CARHR055710
OG0001322	evm.model.RL_8.1548	CARHR267900
OG0001323	evm.model.RL_7.293, evm.model.RL_7.271	CARHR171110
OG0001323	evm.model.RL_2.2152	CARHR233920
OG0001328	evm.model.RL_2.2657	CARHR239320
OG0001328	evm.model.RL_6.350	CARHR117510
OG0001330	evm.model.RL_1.2910	CARHR107400
OG0001330	evm.model.RL_2.3056	CARHR243640
OG0001331	evm.model.RL_3.667	CARHR055080
OG0001331	evm.model.RL_3.668	CARHR055100
OG0001332	evm.model.RL_3.590.1.687c84ba	CARHR053980
OG0001332	evm.model.RL_5.839	CARHR009780
OG0001333	evm.model.RL_3.402	CARHR051970
OG0001333	evm.model.RL_5.960	CARHR011170
OG0001334	evm.model.RL_5.1344	CARHR015450
OG0001334	evm.model.RL_7.2702	CARHR144150
OG0001335	evm.model.RL_4.3077	CARHR208730
OG0001335	evm.model.RL_1.963	CARHR085070
OG0001336	evm.model.RL_1.1081	CARHR086250
OG0001336	evm.model.RL_4.2903	CARHR207140
OG0001337	evm.model.RL_8.1501	CARHR267300
OG0001337	evm.model.RL_2.2271	CARHR235280
OG0001338	evm.model.RL_8.1500	CARHR267290
OG0001339	evm.model.RL_8.1650.1.687c855c	CARHR268980
OG0001339	evm.model.RL_2.2180.6.687c86e5	CARHR234220
OG0001340	evm.model.RL_4.2467	CARHR288950
OG0001341	evm.model.RL_4.2501	CARHR202440
OG0001342	evm.model.RL_4.2574	CARHR203240
OG0001342	evm.model.RL_8.2604	CARHR279120
OG0001343	evm.model.RL_4.2719.1.687c86db	CARHR204830
OG0001343	evm.model.RL_4.1400	CARHR190290
OG0001344	evm.model.RL_2.1320	CARHR224410
OG0001344	evm.model.RL_4.99	CARHR174470
OG0001345	evm.model.RL_2.1439	CARHR225650
OG0001345	evm.model.RL_4.254	CARHR176230
OG0001346	evm.model.RL_2.1595	CARHR227370
OG0001347	evm.model.RL_2.1884	CARHR231100
OG0001347	evm.model.RL_1.81	CARHR075580
OG0001348	evm.model.RL_1.2954	CARHR108010
OG0001348	evm.model.RL_1.3116	CARHR244190
OG0001349	evm.model.RL_1.2989	CARHR108560
OG0001349	evm.model.RL_2.3148	CARHR244600
OG0001350	evm.model.RL_6.165	CARHR113860
OG0001351	evm.model.RL_3.691	CARHR055370
OG0001351	evm.model.RL_3.694	CARHR055380
OG0001351	evm.model.RL_3.696, evm.model.RL_3.695	CARHR055390
OG0001352	evm.model.RL_5.2439	CARHR034910
OG0001352	evm.model.RL_8.888	CARHR259650
OG0001353	evm.model.RL_4.285	CARHR176530
OG0001354	evm.model.RL_7.103	CARHR172920
OG0001354	evm.model.RL_6.2900	CARHR142880
OG0001355	evm.model.RL_6.2728	CARHR141090
OG0001356	evm.model.RL_6.2392	CARHR137790
OG0001356	evm.model.RL_7.494	CARHR289480
OG0001357	evm.model.RL_7.562	CARHR168230
OG0001357	evm.model.RL_6.2340	CARHR137230
OG0001358	evm.model.RL_6.2313	CARHR136950
OG0001358	evm.model.RL_7.612	CARHR034410, CARHR167750
OG0001359	evm.model.RL_7.1757	CARHR154470
OG0001359	evm.model.RL_8.2056	CARHR273360
OG0001360	evm.model.RL_5.394	CARHR004810
OG0001360	evm.model.RL_6.1315	CARHR126030
OG0001361	evm.model.RL_6.1355	CARHR126580
OG0001361	evm.model.RL_5.331	CARHR004190
OG0001362	evm.model.RL_1.1998	CARHR096600
OG0001362	evm.model.RL_6.769	CARHR119380
OG0001363	evm.model.RL_2.2219	CARHR234700
OG0001363	evm.model.RL_3.273	CARHR049940
OG0001364	evm.model.RL_4.2125	CARHR198250
OG0001364	evm.model.RL_1.91	CARHR075720
OG0001365	evm.model.RL_1.101	CARHR075820
OG0001365	evm.model.RL_4.2116	CARHR198160
OG0001366	evm.model.RL_4.2043	CARHR197350
OG0001367	evm.model.RL_4.949	CARHR185560
OG0001367	evm.model.RL_1.585	CARHR081020
OG0001368	evm.model.RL_4.2199	CARHR199060
OG0001370	evm.model.RL_5.3644.1.687c88c4	CARHR021470
OG0001370	evm.model.RL_3.2068	CARHR070140
OG0001371	evm.model.RL_5.3363	CARHR024680
OG0001372	evm.model.RL_1.233	CARHR077130
OG0001372	evm.model.RL_4.1941	CARHR196150
OG0001373	evm.model.RL_5.2136	CARHR038740
OG0001373	evm.model.RL_1.1743	CARHR093660
OG0001374	evm.model.RL_3.1938	CARHR068580
OG0001374	evm.model.RL_5.1785	CARHR020080
OG0001375	evm.model.RL_5.1469	CARHR016710
OG0001375	evm.model.RL_3.2360	CARHR073320
OG0001376	evm.model.RL_1.1318	CARHR088800
OG0001376	evm.model.RL_5.3881	CARHR044570
OG0001377	evm.model.RL_1.1593	CARHR091910
OG0001377	evm.model.RL_1.1594, evm.model.RL_8.723	CARHR091920, CARHR150150
OG0001377	evm.model.RL_1.1595	CARHR150160, CARHR091930
OG0001378	evm.model.RL_5.2168	CARHR038060
OG0001378	evm.model.RL_1.1695	CARHR093130
OG0001379	evm.model.RL_1.1920	CARHR095540
OG0001379	evm.model.RL_5.2006.2.687c88b8	CARHR040420
OG0001380	evm.model.RL_5.1998	CARHR040490
OG0001380	evm.model.RL_1.1925	CARHR095590
OG0001382	evm.model.RL_6.164	CARHR113840
OG0001382	evm.model.RL_2.3307	CARHR246370
OG0001384	evm.model.RL_6.222, evm.model.RL_6.221	CARHR292830
OG0001384	evm.model.RL_6.223	CARHR292850
OG0001392	evm.model.RL_2.3024	CARHR243290
OG0001392	evm.model.RL_1.2847	CARHR106990
OG0001393	evm.model.RL_1.2892	CARHR293470
OG0001393	evm.model.RL_2.3051	CARHR243590
OG0001394	evm.model.RL_5.2756	CARHR031390
OG0001394	evm.model.RL_5.2759	CARHR031370
OG0001395	evm.model.RL_2.2174	CARHR234150
OG0001395	evm.model.RL_8.1679.3.687c855c	CARHR269360
OG0001396	evm.model.RL_7.453	CARHR169490
OG0001397	evm.model.RL_5.889	CARHR010390
OG0001397	evm.model.RL_3.537	CARHR283780
OG0001398	evm.model.RL_7.2691	CARHR144000
OG0001398	evm.model.RL_5.1350	CARHR015490
OG0001399	evm.model.RL_7.2570	CARHR145230
OG0001399	evm.model.RL_5.1281	CARHR014820
OG0001400	evm.model.RL_7.2446, evm.model.RL_7.2449	CARHR146650
OG0001400	evm.model.RL_5.1179	CARHR013640
OG0001401	evm.model.RL_2.245	CARHR262380
OG0001401	evm.model.RL_4.2112	CARHR198110
OG0001402	evm.model.RL_2.262	CARHR262620
OG0001402	evm.model.RL_7.2136	CARHR152090
OG0001403	evm.model.RL_3.207	CARHR048870
OG0001403	evm.model.RL_5.1103.1.687ccf5d	CARHR012680
OG0001404	evm.model.RL_3.237	CARHR049410
OG0001404	evm.model.RL_5.1080	CARHR012450
OG0001405	evm.model.RL_4.3052	CARHR208410
OG0001406	evm.model.RL_2.3306.5.687c86e8	CARHR246350
OG0001406	evm.model.RL_4.1097	CARHR186780
OG0001407	evm.model.RL_8.1379	CARHR265830
OG0001407	evm.model.RL_2.2310	CARHR235690
OG0001409	evm.model.RL_8.2437	CARHR277590
OG0001410	evm.model.RL_4.136	CARHR174750
OG0001410	evm.model.RL_2.1340	CARHR224610
OG0001411	evm.model.RL_2.1374	CARHR224960
OG0001411	evm.model.RL_2.1373	CARHR224950
OG0001412	evm.model.RL_2.1520	CARHR226440
OG0001413	evm.model.RL_2.1698	CARHR228700
OG0001414	evm.model.RL_5.2628	CARHR032800
OG0001415	evm.model.RL_6.1481	CARHR128000
OG0001415	evm.model.RL_5.3055	CARHR027910
OG0001416	evm.model.RL_6.1518	CARHR128380
OG0001416	evm.model.RL_5.2974	CARHR028920
OG0001417	evm.model.RL_2.3197	CARHR245180
OG0001417	evm.model.RL_6.263	CARHR184820
OG0001419	evm.model.RL_2.341	CARHR263790
OG0001419	evm.model.RL_2.143	CARHR212900
OG0001420	evm.model.RL_8.461	CARHR252820
OG0001420	evm.model.RL_2.1701	CARHR228740
OG0001421	evm.model.RL_2.988	CARHR221000
OG0001422	evm.model.RL_1.423	CARHR079350
OG0001422	evm.model.RL_4.1009	CARHR185790
OG0001423	evm.model.RL_6.2604	CARHR139990
OG0001423	evm.model.RL_7.338	CARHR170580
OG0001424	evm.model.RL_4.3149	CARHR209490
OG0001424	evm.model.RL_4.3150	CARHR209500
OG0001425	evm.model.RL_7.1951	CARHR152390
OG0001425	evm.model.RL_4.1585	CARHR192120
OG0001427	evm.model.RL_8.125	CARHR249240
OG0001428	evm.model.RL_5.145	CARHR002220
OG0001428	evm.model.RL_8.268.2.687c8556	CARHR250720
OG0001429	evm.model.RL_8.273	CARHR250800
OG0001429	evm.model.RL_7.96	CARHR172990
OG0001430	evm.model.RL_5.283	CARHR003630
OG0001430	evm.model.RL_4.527	CARHR180040
OG0001431	evm.model.RL_5.332	CARHR004200
OG0001431	evm.model.RL_5.333	CARHR004210
OG0001431	evm.model.RL_6.1359	CARHR126620
OG0001432	evm.model.RL_5.445	CARHR005400
OG0001432	evm.model.RL_6.1255, evm.model.RL_6.2014	CARHR125250
OG0001433	evm.model.RL_6.1182	CARHR124430
OG0001434	evm.model.RL_6.1031	CARHR122520
OG0001434	evm.model.RL_4.2939	CARHR207170
OG0001435	evm.model.RL_5.628	CARHR007580
OG0001435	evm.model.RL_6.975	CARHR121790
OG0001436	evm.model.RL_4.1873	CARHR195480
OG0001436	evm.model.RL_1.283	CARHR077670
OG0001437	evm.model.RL_4.1850.2.687c86d6	CARHR195200
OG0001437	evm.model.RL_1.301	CARHR077850
OG0001438	evm.model.RL_4.987	CARHR185020
OG0001438	evm.model.RL_1.403	CARHR079130
OG0001439	evm.model.RL_3.1806.3.687c84bd	CARHR067060
OG0001439	evm.model.RL_5.1677	CARHR019080
OG0001440	evm.model.RL_3.2148	CARHR070960
OG0001441	evm.model.RL_3.1607	CARHR065000
OG0001441	evm.model.RL_5.3511	CARHR022890
OG0001442	evm.model.RL_3.1482, evm.model.RL_3.1472	CARHR064070
OG0001442	evm.model.RL_1.3076, evm.model.RL_5.3450	CARHR162090
OG0001443	evm.model.RL_5.3331	CARHR025020
OG0001443	evm.model.RL_3.1368	CARHR062830
OG0001444	evm.model.RL_6.375	CARHR116920
OG0001444	evm.model.RL_2.2061	CARHR232890
OG0001446	evm.model.RL_4.2752	CARHR205190
OG0001446	evm.model.RL_8.2183	CARHR274820
OG0001448	evm.model.RL_1.1298	CARHR088580
OG0001449	evm.model.RL_5.3848	CARHR044170
OG0001450	evm.model.RL_5.3847	CARHR044160, CARHR044150
OG0001450	evm.model.RL_1.1359	CARHR089480
OG0001451	evm.model.RL_5.3763	CARHR043260
OG0001451	evm.model.RL_1.1457	CARHR215330, CARHR090360
OG0001452	evm.model.RL_5.3749	CARHR043100
OG0001453	evm.model.RL_5.3731	CARHR042840
OG0001453	evm.model.RL_1.1493	CARHR090740
OG0001454	evm.model.RL_1.1513.1.687c87ed	CARHR091000
OG0001454	evm.model.RL_5.3715	CARHR042640
OG0001455	evm.model.RL_1.1597	CARHR000070
OG0001455	evm.model.RL_2.1134.1.687c86e2	CARHR290460, CARHR150170
OG0001456	evm.model.RL_1.1919	CARHR095530
OG0001456	evm.model.RL_5.2007	CARHR040410
OG0001457	evm.model.RL_1.1949	CARHR095960
OG0001457	evm.model.RL_5.1982	CARHR040690
OG0001458	evm.model.RL_4.1347	CARHR189730
OG0001458	evm.model.RL_4.1350	CARHR189760
OG0001464	evm.model.RL_2.2505	CARHR237750
OG0001464	evm.model.RL_1.3115	CARHR109800
OG0001465	evm.model.RL_1.3105	CARHR109650
OG0001465	evm.model.RL_2.2523	CARHR237940
OG0001466	evm.model.RL_2.2666	CARHR239430
OG0001466	evm.model.RL_6.353	CARHR117430
OG0001467	evm.model.RL_4.3235	CARHR232130
OG0001467	evm.model.RL_8.675	CARHR255500
OG0001468	evm.model.RL_2.2929	CARHR156230, CARHR121600
OG0001468	evm.model.RL_2.2928	CARHR109350
OG0001470	evm.model.RL_6.1661	CARHR129940
OG0001470	evm.model.RL_2.1235	CARHR223320
OG0001471	evm.model.RL_3.401	CARHR051960
OG0001471	evm.model.RL_5.959	CARHR011160
OG0001472	evm.model.RL_5.1338.1.687c88b3	CARHR015400
OG0001472	evm.model.RL_7.2711	CARHR144240
OG0001473	evm.model.RL_7.2569	CARHR145240
OG0001473	evm.model.RL_5.1280	CARHR014810
OG0001474	evm.model.RL_2.2119, evm.model.RL_2.2120	CARHR233520, CARHR233530
OG0001475	evm.model.RL_5.1070	CARHR012350
OG0001475	evm.model.RL_3.254	CARHR049540
OG0001476	evm.model.RL_1.855	CARHR083870
OG0001477	evm.model.RL_4.2828	CARHR205940
OG0001478	evm.model.RL_1.878	CARHR084120
OG0001478	evm.model.RL_4.3239	CARHR210290
OG0001479	evm.model.RL_1.1007	CARHR085530, CARHR129340
OG0001480	evm.model.RL_8.1185	CARHR257480
OG0001480	evm.model.RL_2.2014	CARHR232400
OG0001481	evm.model.RL_7.2306	CARHR148470
OG0001482	evm.model.RL_4.2479.2.687c86d9	CARHR202230
OG0001482	evm.model.RL_4.1216	CARHR188260
OG0001483	evm.model.RL_4.1238	CARHR188570
OG0001483	evm.model.RL_4.2517	CARHR202650
OG0001484	evm.model.RL_4.2520	CARHR202680
OG0001484	evm.model.RL_4.1240	CARHR188590
OG0001485	evm.model.RL_4.2665	CARHR204210
OG0001485	evm.model.RL_8.2454	CARHR277750
OG0001486	evm.model.RL_4.2685	CARHR204410
OG0001486	evm.model.RL_8.2435	CARHR277560
OG0001486	evm.model.RL_8.2436.1.687c8561	CARHR277580, CARHR262570, CARHR214160
OG0001486	evm.model.RL_8.2434	CARHR277550
OG0001487	evm.model.RL_4.1410	CARHR190400
OG0001487	evm.model.RL_4.2729	CARHR204980, CARHR215540
OG0001488	evm.model.RL_2.1312	CARHR224330
OG0001488	evm.model.RL_4.88.3.687c86cd	CARHR174290
OG0001489	evm.model.RL_8.507	CARHR253420
OG0001489	evm.model.RL_2.1728	CARHR229130
OG0001490	evm.model.RL_5.3006	CARHR028520
OG0001490	evm.model.RL_6.1505	CARHR128250
OG0001491	evm.model.RL_5.2927	CARHR029440, CARHR029460
OG0001492	evm.model.RL_2.3410	CARHR247480
OG0001492	evm.model.RL_6.69	CARHR112550
OG0001493	evm.model.RL_5.2277	CARHR036680
OG0001493	evm.model.RL_4.579	CARHR180940
OG0001494	evm.model.RL_8.552	CARHR253940
OG0001494	evm.model.RL_8.553	CARHR253950
OG0001495	evm.model.RL_6.5	CARHR111790
OG0001495	evm.model.RL_4.44	CARHR173860
OG0001496	evm.model.RL_1.2318	CARHR100210
OG0001496	evm.model.RL_2.859	CARHR219210
