Orthogroup	Cardamine_amara	Capsella_rubella
OG0004388	evm.model.RL_5.1682	XP_006303552.2
OG0004388	evm.model.RL_3.1821	XP_023643973.1
OG0004389	evm.model.RL_5.1707.1.687c88b6	XP_006304114.1, XP_006303555.1
OG0004390	evm.model.RL_3.2117	XP_006302009.1
OG0004391	evm.model.RL_3.1596	XP_006301764.1
OG0004392	evm.model.RL_5.3477	XP_023645478.1
OG0004392	evm.model.RL_4.399	XP_006279779.1
OG0004393	evm.model.RL_5.3293	XP_006306284.1
OG0004394	evm.model.RL_5.3210	XP_006304175.1
OG0004395	evm.model.RL_2.1999	XP_006283181.1
OG0004396	evm.model.RL_6.316	XP_006294084.1
OG0004397	evm.model.RL_5.1191	XP_023645358.1
OG0004398	evm.model.RL_5.1141	XP_023645148.1
OG0004399	evm.model.RL_5.1132	XP_023645620.1
OG0004400	evm.model.RL_5.1058	XP_006305596.1
OG0004401	evm.model.RL_5.970	XP_006303174.1
OG0004403	evm.model.RL_5.870	XP_006305039.1
OG0004404	evm.model.RL_5.764	XP_006279050.2, XP_006304854.2
OG0004405	evm.model.RL_5.652	XP_023645368.1
OG0004406	evm.model.RL_5.640.2.687c88ae	XP_023645626.1
OG0004407	evm.model.RL_4.2110	XP_006288834.1
OG0004408	evm.model.RL_4.2013	XP_006286968.1
OG0004409	evm.model.RL_4.1956	XP_023636415.1
OG0004410	evm.model.RL_4.1797	XP_006289214.1
OG0004411	evm.model.RL_4.1786	XP_006288468.1
OG0004412	evm.model.RL_4.1108	XP_006287991.1
OG0004413	evm.model.RL_4.1054	XP_006288848.1
OG0004414	evm.model.RL_4.780	XP_006281899.1
OG0004415	evm.model.RL_4.2928	XP_006287546.1
OG0004416	evm.model.RL_4.1178	XP_006287907.1
OG0004418	evm.model.RL_4.1371	XP_006288824.1
OG0004419	evm.model.RL_4.1409, evm.model.RL_4.2727	XP_006286554.1
OG0004420	evm.model.RL_8.2207	XP_006280822.1
OG0004421	evm.model.RL_7.1431, evm.model.RL_3.92	XP_023639250.1
OG0004422	evm.model.RL_3.1218_evm.model.RL_3.1220	XP_006300495.1
OG0004423	evm.model.RL_3.1356	XP_023643547.1
OG0004424	evm.model.RL_3.1421	XP_006302413.1
OG0004425	evm.model.RL_3.1462	XP_006302673.1
OG0004426	evm.model.RL_3.1586	XP_006302893.1
OG0004427	evm.model.RL_3.1604	XP_023643260.1
OG0004427	evm.model.RL_3.1605	XP_006302084.1
OG0004428	evm.model.RL_3.1968	XP_006301163.1
OG0004429	evm.model.RL_3.1872	XP_006301340.1
OG0004430	evm.model.RL_3.1869	XP_023643213.1
OG0004430	evm.model.RL_3.1868	XP_023644317.1
OG0004431	evm.model.RL_3.1687	XP_006302370.1
OG0004432	evm.model.RL_3.2255	XP_006302631.1
OG0004433	evm.model.RL_3.2301	XP_023643519.1
OG0004434	evm.model.RL_3.2330	XP_023643056.1
OG0004436	evm.model.RL_1.1187, evm.model.RL_1.1190	XP_006298077.1
OG0004437	evm.model.RL_1.1329	XP_006298814.1
OG0004438	evm.model.RL_1.1342	XP_006296734.1
OG0004439	evm.model.RL_5.2536, evm.model.RL_2.83, evm.model.RL_1.1357, evm.model.RL_1.2344, evm.model.RL_2.87	XP_006299971.1
OG0004440	evm.model.RL_1.1431, evm.model.RL_1.1435	XP_006296616.1
OG0004441	evm.model.RL_1.1460	XP_006297233.1
OG0004442	evm.model.RL_1.1476	XP_006299029.1
OG0004443	evm.model.RL_1.1550_evm.model.RL_1.1554	XP_023642072.1
OG0004444	evm.model.RL_1.1769	XP_006300117.1
OG0004445	evm.model.RL_1.1892	XP_023641616.1
OG0004445	evm.model.RL_5.2016	XP_023645030.1
OG0004446	evm.model.RL_1.1924	XP_006299376.1
OG0004447	evm.model.RL_1.2015	XP_006299654.1
OG0004448	evm.model.RL_1.2017	XP_006298013.1
OG0004449	evm.model.RL_1.2261, evm.model.RL_1.2053	XP_006297383.1
OG0004450	evm.model.RL_1.2109	XP_006298275.1
OG0004451	evm.model.RL_1.2224	XP_006299575.1
OG0004452	evm.model.RL_6.527	XP_006294498.1
OG0004452	evm.model.RL_2.2814	XP_023634999.1
OG0004453	evm.model.RL_1.3033	XP_006297972.1, XP_006299845.1
OG0004454	evm.model.RL_1.2998	XP_006299149.1
OG0004455	evm.model.RL_1.3096	XP_006299421.1, XP_006299730.1
OG0004456	evm.model.RL_1.3226	XP_006299774.1
OG0004456	evm.model.RL_6.1702	XP_006295848.1
OG0004457	evm.model.RL_5.3707	XP_006307223.1
OG0004458	evm.model.RL_5.1921	XP_006305632.1
OG0004460	evm.model.RL_5.2148	XP_006305883.1
OG0004461	evm.model.RL_6.1530	XP_023640553.1
OG0004462	evm.model.RL_7.1198	XP_023638472.1
OG0004463	evm.model.RL_7.983.1.687c84b7	XP_006291961.1
OG0004464	evm.model.RL_7.919, evm.model.RL_7.858	XP_006293143.1
OG0004466	evm.model.RL_7.694	XP_006291972.1
OG0004467	evm.model.RL_8.1419	XP_023633394.1, XP_006281995.1
OG0004468	evm.model.RL_7.548.1.687c84b5	XP_006291219.1
OG0004469	evm.model.RL_7.539, evm.model.RL_6.1927	XP_023638455.1, XP_023642169.1, XP_006279040.1
OG0004470	evm.model.RL_7.501	XP_006290799.1
OG0004471	evm.model.RL_6.2661	XP_006294019.1
OG0004472	evm.model.RL_7.228	XP_023639058.1
OG0004474	evm.model.RL_7.65	XP_006291375.1
OG0004475	evm.model.RL_5.2100	XP_006304445.1
OG0004477	evm.model.RL_8.1039	XP_006282295.1
OG0004480	evm.model.RL_6.1486	XP_023640074.1
OG0004481	evm.model.RL_2.2875	XP_023635130.1, XP_023640531.1
OG0004482	evm.model.RL_5.3442, evm.model.RL_5.3373	XP_006303037.1, XP_006303408.2
OG0004483	evm.model.RL_3.1422	XP_006303066.2
OG0004492	evm.model.RL_1.2249	XP_023641362.1
OG0004493	evm.model.RL_1.2394, evm.model.RL_1.2396	XP_006297479.1
OG0004498	evm.model.RL_2.2339	XP_006284530.2
OG0004499	evm.model.RL_2.2370	XP_006284018.1
OG0004500	evm.model.RL_2.2407	XP_023634890.1
OG0004501	evm.model.RL_2.2519	XP_006284250.1
OG0004502	evm.model.RL_8.1808	XP_023635061.1
OG0004503	evm.model.RL_2.2543.1.687c86e6	XP_006284097.1
OG0004504	evm.model.RL_6.279	XP_006295101.1
OG0004505	evm.model.RL_2.2571	XP_006285431.1
OG0004506	evm.model.RL_2.2585	XP_006286110.1
OG0004507	evm.model.RL_7.560, evm.model.RL_7.531	XP_006293023.1
OG0004508	evm.model.RL_2.2692	XP_006284195.1
OG0004509	evm.model.RL_6.440	XP_006284500.1
OG0004510	evm.model.RL_6.442	XP_006284578.2, XP_006294895.1
OG0004511	evm.model.RL_2.2816	XP_006284926.2
OG0004512	evm.model.RL_2.2960	XP_006286097.1
OG0004513	evm.model.RL_2.2971.1.687c86e7	XP_006283934.1
OG0004514	evm.model.RL_2.1219	XP_006285170.1
OG0004515	evm.model.RL_3.502	XP_006300660.1
OG0004516	evm.model.RL_3.345	XP_006302068.1
OG0004517	evm.model.RL_3.2397	XP_023643751.1
OG0004518	evm.model.RL_2.1881	XP_006284695.1
OG0004519	evm.model.RL_7.2699	XP_006291920.1
OG0004520	evm.model.RL_5.3221	XP_006303908.2
OG0004520	evm.model.RL_8.1332	XP_006299435.2
OG0004521	evm.model.RL_7.2434, evm.model.RL_7.2433	XP_006292064.1
OG0004522	evm.model.RL_7.2213	XP_006290384.1
OG0004522	evm.model.RL_2.207	XP_006284603.1
OG0004523	evm.model.RL_7.2147	XP_006291492.1
OG0004524	evm.model.RL_7.2072	XP_023638206.1
OG0004525	evm.model.RL_3.908.1.687c84bb	XP_023643822.1
OG0004526	evm.model.RL_5.1107, evm.model.RL_3.198	XP_006304261.1
OG0004527	evm.model.RL_1.1158.1.687c87ec	XP_006298658.1
OG0004529	evm.model.RL_1.1134	XP_023642242.1
OG0004530	evm.model.RL_8.2059	XP_006282063.1
OG0004531	evm.model.RL_8.1666.1.687c855c	XP_023633457.1
OG0004532	evm.model.RL_8.1698	XP_006280373.1
OG0004533	evm.model.RL_8.1738, evm.model.RL_8.1739	XP_006281445.1
OG0004534	evm.model.RL_8.1750	XP_006280390.1
OG0004535	evm.model.RL_8.1829	XP_006281808.1
OG0004536	evm.model.RL_8.1864	XP_006281604.1
OG0004537	evm.model.RL_4.747	XP_006279396.1
OG0004538	evm.model.RL_4.2333	XP_006288326.2
OG0004539	evm.model.RL_4.2345	XP_006286884.1
OG0004540	evm.model.RL_4.2380	XP_023637033.1
OG0004541	evm.model.RL_4.2398	XP_023636397.1
OG0004542	evm.model.RL_4.2473	XP_006286964.1
OG0004543	evm.model.RL_4.2518	XP_006287358.1
OG0004544	evm.model.RL_4.2550	XP_006289596.1
OG0004545	evm.model.RL_4.2666	XP_006289693.1
OG0004546	evm.model.RL_4.2743	XP_006288315.1
OG0004547	evm.model.RL_4.2804	XP_006287548.2
OG0004548	evm.model.RL_2.1398	XP_006284508.1
OG0004549	evm.model.RL_2.1409	XP_006282863.1
OG0004550	evm.model.RL_2.1473	XP_006282955.1
OG0004551	evm.model.RL_8.542	XP_006288749.1
OG0004551	evm.model.RL_2.1761	XP_006284605.1
OG0004552	evm.model.RL_2.1870	XP_023634537.1
OG0004553	evm.model.RL_2.1872	XP_023635089.1
OG0004554	evm.model.RL_2.1917.1.687c86e4	XP_006285208.1
OG0004557	evm.model.RL_5.2294, evm.model.RL_5.2293	XP_006304691.1
OG0004558	evm.model.RL_5.3082	XP_006303207.1
OG0004559	evm.model.RL_5.3052	XP_006306677.1
OG0004560	evm.model.RL_5.3048	XP_006304138.1
OG0004561	evm.model.RL_5.2952	XP_006304077.1
OG0004562	evm.model.RL_5.2940	XP_023644892.1
OG0004563	evm.model.RL_5.2848, evm.model.RL_5.2847	XP_006307602.2
OG0004564	evm.model.RL_2.3070	XP_006285317.1
OG0004566	evm.model.RL_2.3167	XP_006283951.1
OG0004567	evm.model.RL_2.484.2.687c86e0	XP_006285574.2
OG0004568	evm.model.RL_2.570	XP_006285953.1
OG0004569	evm.model.RL_2.529	XP_006282446.1
OG0004570	evm.model.RL_5.1543	XP_006285870.1
OG0004571	evm.model.RL_7.1621	XP_006293147.1
OG0004572	evm.model.RL_6.1596	XP_006295389.1
OG0004572	evm.model.RL_4.1773	XP_006286593.1
OG0004573	evm.model.RL_4.96	XP_006281122.1
OG0004574	evm.model.RL_6.1659	XP_006294551.1
OG0004575	evm.model.RL_6.1460	XP_006296063.1
OG0004576	evm.model.RL_8.699	XP_006289873.1
OG0004577	evm.model.RL_8.666	XP_006288586.1
OG0004578	evm.model.RL_8.427	XP_023637044.1
OG0004579	evm.model.RL_4.420.1.687c86ce	XP_006280276.1
OG0004580	evm.model.RL_4.417	XP_006280794.2
OG0004581	evm.model.RL_4.201	XP_023644210.1
OG0004582	evm.model.RL_4.94	XP_023638894.1
OG0004583	evm.model.RL_2.741.2.687c86e1	XP_006282689.1
OG0004584	evm.model.RL_2.845	XP_006285453.1
OG0004585	evm.model.RL_2.912	XP_006282877.1
OG0004586	evm.model.RL_1.2130	XP_023641088.1
OG0004587	evm.model.RL_6.2702	XP_006294978.1
OG0004588	evm.model.RL_6.2648	XP_023639649.1
OG0004589	evm.model.RL_6.2592	XP_006295245.1
OG0004590	evm.model.RL_6.2591	XP_006294994.1
OG0004591	evm.model.RL_6.2584	XP_006296160.1
OG0004592	evm.model.RL_6.2467	XP_006294556.1
OG0004593	evm.model.RL_4.3307	XP_006287879.2
OG0004594	evm.model.RL_4.3198	XP_006287947.1
OG0004595	evm.model.RL_4.1586	XP_006287414.1
OG0004596	evm.model.RL_4.794, evm.model.RL_4.1558	XP_006289179.1
OG0004597	evm.model.RL_4.1494	XP_006289299.1
OG0004598	evm.model.RL_4.1454	XP_006287471.1
OG0004600	evm.model.RL_8.2440	XP_006279598.2
OG0004601	evm.model.RL_8.2489, evm.model.RL_3.1098	XP_006280792.1
OG0004602	evm.model.RL_8.2536	XP_006281164.1
OG0004604	evm.model.RL_8.2634	XP_006279503.1
OG0004606	evm.model.RL_8.2793	XP_006280818.1
OG0004607	evm.model.RL_8.2847, evm.model.RL_7.1257	XP_006290347.1
OG0004608	evm.model.RL_8.2615	XP_006282145.1
OG0004609	evm.model.RL_8.245, evm.model.RL_2.351	XP_023637345.1
OG0004610	evm.model.RL_4.454	XP_006279531.1
OG0004611	evm.model.RL_6.1392	XP_006294591.1
OG0004612	evm.model.RL_6.1247	XP_006296276.1
OG0004613	evm.model.RL_6.996, evm.model.RL_5.611	XP_006295741.1
OG0004614	evm.model.RL_6.810	XP_006304143.1
OG0004615	evm.model.RL_6.834	XP_006294987.1
OG0004616	evm.model.RL_1.54	XP_006296995.1
OG0004618	evm.model.RL_1.18	XP_023636395.1
OG0004619	evm.model.RL_1.1838	XP_006299705.1
OG0004619	evm.model.RL_1.14	XP_023641228.1
OG0004620	evm.model.RL_1.779	XP_006298777.1
OG0004621	evm.model.RL_1.196	XP_006296955.1
OG0004622	evm.model.RL_1.219	XP_023641725.1
OG0004623	evm.model.RL_1.319	XP_006298314.1
OG0004624	evm.model.RL_1.512	XP_006296737.1
OG0004625	evm.model.RL_1.524	XP_006298515.1
OG0004626	evm.model.RL_1.538	XP_006298596.1
OG0004627	evm.model.RL_1.541	XP_006298131.1
OG0004628	evm.model.RL_1.566	XP_006297692.1
OG0004629	evm.model.RL_1.681	XP_006298437.1
OG0004630	evm.model.RL_1.716	XP_006298554.1
OG0004631	evm.model.RL_1.721	XP_006297469.2
OG0004632	evm.model.RL_1.741	XP_006298443.1
OG0004633	evm.model.RL_1.744	XP_006298911.1
OG0004634	evm.model.RL_6.2179	XP_006295288.1
OG0004635	evm.model.RL_6.2145	XP_006294294.1
OG0004636	evm.model.RL_6.2142	XP_006295748.1
OG0004637	evm.model.RL_6.2127	XP_006295484.1
OG0004638	evm.model.RL_6.2081	XP_006294361.1
OG0004639	evm.model.RL_6.1732	XP_023639682.1
OG0004640	evm.model.RL_6.1739	XP_006294194.1
OG0004641	evm.model.RL_6.1778	XP_006294559.2
OG0004642	evm.model.RL_6.1823	XP_006294619.1
OG0004643	evm.model.RL_6.1972	XP_023639874.1
OG0004644	evm.model.RL_5.1443	XP_006303351.1
OG0004645	evm.model.RL_5.1448	XP_023645091.1
OG0004646	evm.model.RL_5.1618	XP_006304577.1
OG0004647	evm.model.RL_5.1691	XP_006305192.1
OG0004649	evm.model.RL_5.3606.1.687c88c3	XP_006305555.1
OG0004650	evm.model.RL_5.3562	XP_006303559.1
OG0004651	evm.model.RL_5.3430	XP_006304707.1
OG0004652	evm.model.RL_5.3411	XP_006305312.1
OG0004653	evm.model.RL_5.3414	XP_023644791.1
OG0004654	evm.model.RL_5.3326	XP_006305507.1
OG0004655	evm.model.RL_2.1963, evm.model.RL_2.1965	XP_006285937.1
OG0004656	evm.model.RL_2.1992	XP_006283843.1
OG0004657	evm.model.RL_2.1998	XP_006283604.1
OG0004658	evm.model.RL_2.2088, evm.model.RL_1.2200	XP_006282560.1
OG0004659	evm.model.RL_6.414	XP_006296174.1
OG0004661	evm.model.RL_5.1118	XP_006303220.1
OG0004662	evm.model.RL_5.883	XP_006304195.1
OG0004664	evm.model.RL_5.835	XP_023644690.1
OG0004665	evm.model.RL_5.813	XP_006305129.1
OG0004666	evm.model.RL_5.777	XP_023645203.1
OG0004667	evm.model.RL_5.762	XP_023645329.1
OG0004668	evm.model.RL_5.712	XP_006304902.1
OG0004669	evm.model.RL_5.647	XP_006305894.1
OG0004670	evm.model.RL_5.560	XP_023644576.1
OG0004671	evm.model.RL_5.339	XP_006303497.2
OG0004672	evm.model.RL_4.2202	XP_006287815.1
OG0004673	evm.model.RL_4.1992	XP_006288951.1
OG0004674	evm.model.RL_4.1863	XP_006286529.1
OG0004675	evm.model.RL_4.1856	XP_006288938.2
OG0004676	evm.model.RL_4.1801	XP_006287752.1
OG0004677	evm.model.RL_4.1793	XP_006288956.1
OG0004678	evm.model.RL_4.1739	XP_006288577.1
OG0004679	evm.model.RL_4.1084	XP_006286486.1
OG0004680	evm.model.RL_4.999	XP_006288621.2
OG0004681	evm.model.RL_4.960	XP_023633890.1, XP_006289338.1, XP_023637494.1
OG0004682	evm.model.RL_4.918	XP_006280725.1
OG0004683	evm.model.RL_4.812	XP_006281210.1
OG0004684	evm.model.RL_4.808	XP_006279691.2
OG0004685	evm.model.RL_4.2252	XP_006286669.1
OG0004686	evm.model.RL_4.760.1.687c86d0, evm.model.RL_8.1121	XP_006280444.1
OG0004687	evm.model.RL_8.403	XP_023636133.1
OG0004687	evm.model.RL_7.403	XP_006290264.1
OG0004688	evm.model.RL_4.2916	XP_006288909.1
OG0004689	evm.model.RL_4.3006	XP_006288218.1
OG0004691	evm.model.RL_4.1171	XP_006286737.2
OG0004692	evm.model.RL_4.1177	XP_006287768.2
OG0004693	evm.model.RL_4.1218	XP_006288525.2
OG0004694	evm.model.RL_4.1399	XP_023637034.1
OG0004695	evm.model.RL_8.2270	XP_006290761.1, XP_006280201.1
OG0004696	evm.model.RL_8.2289	XP_023640210.1
OG0004697	evm.model.RL_8.2300	XP_006279685.2
OG0004698	evm.model.RL_8.2309	XP_006280728.1
OG0004699	evm.model.RL_8.2318	XP_006280703.1
OG0004700	evm.model.RL_8.2355	XP_006281467.1
OG0004701	evm.model.RL_7.1285	XP_006291410.2
OG0004702	evm.model.RL_7.1498.1.687c84b9	XP_006291500.2
OG0004704	evm.model.RL_7.1686	XP_006292968.1
OG0004705	evm.model.RL_1.2380	XP_006297663.2
OG0004706	evm.model.RL_7.1980	XP_006290832.1
OG0004706	evm.model.RL_8.1488	XP_006291257.1
OG0004707	evm.model.RL_3.1312	XP_006302775.1
OG0004708	evm.model.RL_3.1325.4.687c84bc	XP_006302036.1
OG0004709	evm.model.RL_3.1381	XP_006302005.1
OG0004710	evm.model.RL_3.1591	XP_006301540.2
OG0004711	evm.model.RL_3.1614	XP_006302555.1
OG0004712	evm.model.RL_3.2046.1.687c84bd	XP_006302239.1
OG0004713	evm.model.RL_3.1983	XP_006301294.1
OG0004714	evm.model.RL_3.1966	XP_006302285.2
OG0004715	evm.model.RL_5.3251	XP_006307027.1
OG0004716	evm.model.RL_3.1865	XP_006302263.1
OG0004717	evm.model.RL_5.1634	XP_006307218.1, XP_023645410.1
OG0004718	evm.model.RL_3.2309	XP_006302974.1
OG0004719	evm.model.RL_3.2380	XP_006302927.1
OG0004720	evm.model.RL_3.2405	XP_006302480.1
OG0004721	evm.model.RL_3.2425	XP_006301449.1
OG0004722	evm.model.RL_3.2432	XP_006302137.1
OG0004723	evm.model.RL_3.2439	XP_006302248.1
OG0004724	evm.model.RL_3.2440	XP_006300989.1
OG0004725	evm.model.RL_5.1398	XP_006303283.1
OG0004726	evm.model.RL_1.1164	XP_006298989.1
OG0004727	evm.model.RL_1.1186	XP_006300038.1
OG0004728	evm.model.RL_1.1216	XP_023642608.1
OG0004729	evm.model.RL_1.1257	XP_006300168.2
OG0004730	evm.model.RL_1.1315	XP_006297825.2
OG0004731	evm.model.RL_1.1411	XP_023642518.1
OG0004732	evm.model.RL_1.1421	XP_006298423.1
OG0004733	evm.model.RL_1.1467	XP_023642051.1
OG0004734	evm.model.RL_1.1603	XP_006298489.1
OG0004735	evm.model.RL_5.2203	XP_006306985.1
OG0004735	evm.model.RL_1.1656	XP_006297204.1
OG0004736	evm.model.RL_1.1740	XP_006299714.1
OG0004737	evm.model.RL_1.1772	XP_006297326.1
OG0004738	evm.model.RL_1.1793	XP_023642277.1
OG0004739	evm.model.RL_1.1808	XP_006299472.1
OG0004740	evm.model.RL_1.1912	XP_023642041.1
OG0004741	evm.model.RL_1.2065	XP_006299130.1
OG0004742	evm.model.RL_1.2159	XP_006297264.1
OG0004743	evm.model.RL_1.2162	XP_006298348.1
OG0004744	evm.model.RL_1.2217	XP_006299394.1
OG0004745	evm.model.RL_1.2238	XP_006299893.1
OG0004746	evm.model.RL_1.2302	XP_006297998.1
OG0004748	evm.model.RL_5.3948, evm.model.RL_3.1758	XP_023644026.1, XP_006301106.1
OG0004749	evm.model.RL_1.2827	XP_006300067.1
OG0004750	evm.model.RL_1.3130	XP_006297805.2
OG0004751	evm.model.RL_1.3208	XP_023642096.1
OG0004752	evm.model.RL_5.3965	XP_006303808.1
OG0004753	evm.model.RL_2.95	XP_006284887.2
OG0004754	evm.model.RL_5.1993	XP_006306404.1
OG0004755	evm.model.RL_5.2028	XP_006306376.1
OG0004756	evm.model.RL_5.2147	XP_006307404.1
OG0004757	evm.model.RL_1.2263	XP_006296884.1
OG0004758	evm.model.RL_7.2548	XP_006291429.1
OG0004759	evm.model.RL_7.962	XP_006291779.1
OG0004761	evm.model.RL_7.1227	XP_006292062.1
OG0004762	evm.model.RL_6.587	XP_023642600.1, XP_006294650.1
OG0004763	evm.model.RL_7.805	XP_006293018.1
OG0004765	evm.model.RL_7.709	XP_023638985.1
OG0004766	evm.model.RL_7.685	XP_006291470.1
OG0004767	evm.model.RL_7.626	XP_006290337.2
OG0004768	evm.model.RL_7.595	XP_006291292.1
OG0004769	evm.model.RL_7.567	XP_006291969.1
OG0004770	evm.model.RL_4.1143, evm.model.RL_2.493	XP_006291800.2, XP_023636957.1
OG0004771	evm.model.RL_7.232	XP_023638488.1
OG0004773	evm.model.RL_4.316.1.687c86ce	XP_006279889.1
OG0004775	evm.model.RL_4.1013, evm.model.RL_4.1012	XP_023644332.1, XP_006299095.1, XP_023644333.1
OG0004776	evm.model.RL_5.834.1.687c88af	XP_006306229.2
OG0004777	evm.model.RL_5.1046	XP_006304957.1
OG0004778	evm.model.RL_8.1769.1.687c855d	XP_023645166.1
OG0004779	evm.model.RL_1.2887	XP_023641945.1
OG0004780	evm.model.RL_1.2288	XP_006297739.1, XP_023641880.1
OG0004781	evm.model.RL_1.1914	XP_006297993.2
OG0004782	evm.model.RL_1.1049	XP_006297481.1
OG0004783	evm.model.RL_8.2280	XP_006281768.1
OG0004783	evm.model.RL_4.2825	XP_023637175.1
OG0004785	evm.model.RL_8.2427	XP_006281783.1, XP_006279660.1
OG0004786	evm.model.RL_8.2103	XP_006280164.1
OG0004801	evm.model.RL_2.2342	XP_006283593.1
OG0004802	evm.model.RL_2.2343	XP_006284909.1
OG0004803	evm.model.RL_2.2756, evm.model.RL_2.2347	XP_006284165.2
OG0004804	evm.model.RL_2.2360	XP_006284686.1
OG0004805	evm.model.RL_2.2427	XP_006283829.1
OG0004806	evm.model.RL_2.2533	XP_023634113.1
OG0004807	evm.model.RL_2.2586	XP_006283391.1
OG0004808	evm.model.RL_2.2690, evm.model.RL_8.1220	XP_006285020.1
OG0004809	evm.model.RL_2.2697	XP_006284591.2
OG0004810	evm.model.RL_4.936	XP_006281302.2
OG0004811	evm.model.RL_2.2800	XP_006286133.1
OG0004812	evm.model.RL_2.2788	XP_006283062.1
OG0004813	evm.model.RL_2.2820	XP_023635069.1
OG0004814	evm.model.RL_2.2932	XP_006284369.1
OG0004815	evm.model.RL_2.2996	XP_006284711.2
OG0004816	evm.model.RL_5.2780	XP_006304905.2
OG0004817	evm.model.RL_2.1222	XP_006283475.1
OG0004818	evm.model.RL_2.1218	XP_006284444.2
OG0004819	evm.model.RL_2.1197	XP_006286116.1
OG0004820	evm.model.RL_3.753, evm.model.RL_3.756	XP_006302863.2, XP_006302984.1
OG0004821	evm.model.RL_3.728	XP_006300832.1, XP_023644824.1
OG0004823	evm.model.RL_3.338	XP_023633332.1, XP_006302048.1
OG0004824	evm.model.RL_7.2671	XP_023638286.1
OG0004826	evm.model.RL_7.2597	XP_006291389.2
OG0004827	evm.model.RL_7.2419	XP_006291109.1
OG0004828	evm.model.RL_7.2371	XP_006290254.1
OG0004829	evm.model.RL_7.2358	XP_006291298.1
OG0004831	evm.model.RL_7.2273	XP_006291220.1
OG0004832	evm.model.RL_7.2253	XP_006292048.2
OG0004833	evm.model.RL_7.2123	XP_006293035.1
OG0004834	evm.model.RL_7.2119	XP_006291515.1
OG0004835	evm.model.RL_7.2098	XP_006291514.1
OG0004836	evm.model.RL_7.2088	XP_006292942.1
OG0004838	evm.model.RL_7.2035.1.687c84bb	XP_006290958.1
OG0004839	evm.model.RL_8.834	XP_006287477.2
OG0004841	evm.model.RL_3.116, evm.model.RL_3.110	XP_023643114.1
OG0004842	evm.model.RL_3.196	XP_006302086.1
OG0004842	evm.model.RL_5.1110	XP_023645062.1
OG0004843	evm.model.RL_5.1079	XP_023633149.1
OG0004844	evm.model.RL_6.2261	XP_006294950.1
OG0004845	evm.model.RL_1.845	XP_023641463.1
OG0004846	evm.model.RL_1.940	XP_006297083.1
OG0004847	evm.model.RL_1.960	XP_006299273.1
OG0004848	evm.model.RL_1.1064.2.687c87ec.1.687c9a66	XP_006298312.1
OG0004849	evm.model.RL_1.1132	XP_006298796.1
OG0004850	evm.model.RL_8.1217	XP_006281051.1
OG0004851	evm.model.RL_2.409, evm.model.RL_8.1227	XP_006281047.1, XP_006281570.1
OG0004852	evm.model.RL_8.1289	XP_006280819.1
OG0004853	evm.model.RL_8.1327	XP_006281549.1
OG0004854	evm.model.RL_8.1377	XP_006280723.1
OG0004855	evm.model.RL_8.1382	XP_006280969.2
OG0004856	evm.model.RL_8.1399	XP_006281380.1
OG0004857	evm.model.RL_8.1475	XP_006280562.2
OG0004858	evm.model.RL_8.1554	XP_023637746.1
OG0004859	evm.model.RL_2.2220	XP_006284412.1
OG0004860	evm.model.RL_8.1776	XP_006281142.1
OG0004861	evm.model.RL_8.1847	XP_023633150.1
OG0004862	evm.model.RL_8.1882	XP_006281161.1
OG0004863	evm.model.RL_4.2292	XP_006288550.2
OG0004864	evm.model.RL_4.2303	XP_023636850.1
OG0004865	evm.model.RL_4.2307	XP_006289127.1
OG0004866	evm.model.RL_4.2308	XP_006289174.1
OG0004867	evm.model.RL_4.2446	XP_006289739.1
OG0004868	evm.model.RL_4.2081.1.687c86d7	XP_006287791.1
OG0004869	evm.model.RL_4.2478	XP_006289960.1
OG0004870	evm.model.RL_4.2529	XP_023635960.1
OG0004871	evm.model.RL_4.2579	XP_006286962.1
OG0004872	evm.model.RL_4.2644	XP_006288272.1
OG0004873	evm.model.RL_2.1306	XP_006283497.1
OG0004874	evm.model.RL_4.170	XP_006280369.1
OG0004875	evm.model.RL_2.1370	XP_006284116.1
OG0004876	evm.model.RL_4.196	XP_006280411.1
OG0004877	evm.model.RL_2.1443	XP_006283967.1
OG0004878	evm.model.RL_2.1445	XP_006283847.1
OG0004879	evm.model.RL_2.1498	XP_006283421.1
OG0004880	evm.model.RL_2.1551	XP_006283913.1
OG0004881	evm.model.RL_2.1570	XP_006283067.1
OG0004882	evm.model.RL_2.1591	XP_006285272.1
OG0004883	evm.model.RL_2.1620	XP_006285137.2
OG0004884	evm.model.RL_2.1647	XP_023634919.1
OG0004885	evm.model.RL_4.1708, evm.model.RL_4.1733	XP_006287932.2
OG0004886	evm.model.RL_2.1683	XP_023635418.1
OG0004887	evm.model.RL_2.1686.1.687c86e3	XP_006284232.1
OG0004888	evm.model.RL_2.1741	XP_006283894.1
OG0004889	evm.model.RL_2.1802	XP_023634924.1
OG0004890	evm.model.RL_2.1859	XP_006282835.1
OG0004891	evm.model.RL_2.1900	XP_006284559.1
OG0004892	evm.model.RL_2.1922	XP_023635008.1
OG0004893	evm.model.RL_5.2321	XP_006307525.2, XP_006307424.2
OG0004894	evm.model.RL_5.2261.1.687c88ba	XP_023645198.1
OG0004896	evm.model.RL_5.3079	XP_006306281.1
OG0004897	evm.model.RL_5.3069	XP_023632752.1
OG0004898	evm.model.RL_5.2906	XP_006306367.1
OG0004899	evm.model.RL_4.3127	XP_006289944.1
