Orthogroup	Cardamine_amara	Eutrema_salsugineum
OG0003254	evm.model.RL_6.2319	XP_006411462.2
OG0003254	evm.model.RL_6.2380	XP_006411516.1
OG0003255	evm.model.RL_5.2818	XP_006415361.1
OG0003255	evm.model.RL_5.877	XP_006417490.1
OG0003256	evm.model.RL_5.1177	XP_006417142.1
OG0003256	evm.model.RL_7.2453	XP_006395636.1
OG0003257	evm.model.RL_7.2212	XP_006395376.2
OG0003257	evm.model.RL_2.206	XP_024014383.1
OG0003258	evm.model.RL_2.344	XP_006405701.1
OG0003260	evm.model.RL_7.756	XP_024012853.1
OG0003261	evm.model.RL_8.1404	XP_006401746.1
OG0003261	evm.model.RL_8.1405	XP_006401745.1
OG0003262	evm.model.RL_8.1467	XP_006401664.1
OG0003262	evm.model.RL_2.2260	XP_006413071.1
OG0003263	evm.model.RL_8.1587	XP_006401504.1
OG0003264	evm.model.RL_4.2459	XP_006399631.1
OG0003265	evm.model.RL_4.2513	XP_006399569.1
OG0003266	evm.model.RL_4.2714	XP_006399324.1
OG0003267	evm.model.RL_3.1810	XP_006390485.1
OG0003267	evm.model.RL_4.2731	XP_006399304.1
OG0003268	evm.model.RL_2.1429, evm.model.RL_2.1427	XP_006414069.1, XP_006414070.1
OG0003269	evm.model.RL_8.523	XP_006396744.1
OG0003270	evm.model.RL_6.842, evm.model.RL_6.841	XP_024008980.1, XP_024010644.1
OG0003271	evm.model.RL_5.3091	XP_006415703.1
OG0003272	evm.model.RL_5.2878, evm.model.RL_5.2879	XP_006415456.1
OG0003273	evm.model.RL_5.2870	XP_006415441.1, XP_024004502.1
OG0003274	evm.model.RL_1.2922	XP_006409318.1
OG0003274	evm.model.RL_2.3064	XP_006412108.1
OG0003275	evm.model.RL_2.3084	XP_006412081.2
OG0003278	evm.model.RL_2.3449	XP_024004343.1
OG0003279	evm.model.RL_2.3450	XP_006411668.1
OG0003280	evm.model.RL_6.1644	XP_006410720.1
OG0003281	evm.model.RL_4.286	XP_006398221.1
OG0003283	evm.model.RL_2.814	XP_024005398.1
OG0003283	evm.model.RL_1.2388	XP_024009557.1
OG0003284	evm.model.RL_1.2295	XP_024009521.1
OG0003286	evm.model.RL_2.999	XP_006414653.1
OG0003286	evm.model.RL_1.2179	XP_024015643.1
OG0003287	evm.model.RL_2.1020	XP_006414628.1
OG0003288	evm.model.RL_6.2902	XP_006397946.1
OG0003289	evm.model.RL_6.2510	XP_006397558.1
OG0003290	evm.model.RL_4.3336	XP_024012429.1, XP_006398659.2, XP_006398660.1
OG0003292	evm.model.RL_4.1451, evm.model.RL_4.1450	XP_006400781.1
OG0003293	evm.model.RL_7.1529	XP_006404246.1
OG0003293	evm.model.RL_8.2404.1.687c8561	XP_024007626.1
OG0003294	evm.model.RL_8.2552	XP_006394125.1
OG0003294	evm.model.RL_4.2600	XP_006399466.1
OG0003295	evm.model.RL_7.1428	XP_024013776.1
OG0003296	evm.model.RL_8.2802	XP_006414440.1
OG0003296	evm.model.RL_7.1298	XP_006403990.1
OG0003297	evm.model.RL_7.1286	XP_024013579.1
OG0003298	evm.model.RL_4.461	XP_006403143.1
OG0003299	evm.model.RL_6.1347	XP_006410389.1
OG0003299	evm.model.RL_5.366	XP_006418063.2
OG0003300	evm.model.RL_5.569	XP_006417832.1, XP_024009038.1
OG0003300	evm.model.RL_6.1091	XP_006410050.1
OG0003301	evm.model.RL_6.773, evm.model.RL_6.776	XP_006408663.1, XP_006408653.1
OG0003302	evm.model.RL_6.562	XP_006408782.1
OG0003302	evm.model.RL_2.2837	XP_006412376.1
OG0003304	evm.model.RL_1.784, evm.model.RL_1.785	XP_006407743.1
OG0003305	evm.model.RL_1.226	XP_006408352.1
OG0003305	evm.model.RL_4.1952	XP_006400231.1
OG0003306	evm.model.RL_1.400	XP_006408144.1
OG0003307	evm.model.RL_4.1025	XP_006394979.1
OG0003308	evm.model.RL_1.705	XP_006407820.1
OG0003308	evm.model.RL_4.786	XP_006395197.2
OG0003309	evm.model.RL_2.2035	XP_024005322.1
OG0003310	evm.model.RL_5.1547	XP_024008335.1
OG0003310	evm.model.RL_3.2249	XP_006389977.1
OG0003312	evm.model.RL_3.1757	XP_006390549.1
OG0003313	evm.model.RL_5.1645	XP_006416630.1
OG0003313	evm.model.RL_3.1770	XP_006390533.1
OG0003314	evm.model.RL_3.1888	XP_006390391.1
OG0003314	evm.model.RL_5.1727	XP_006416553.1
OG0003315	evm.model.RL_5.3625	XP_006416324.1
OG0003316	evm.model.RL_5.3536, evm.model.RL_5.3534	XP_006390012.1
OG0003317	evm.model.RL_5.3509, evm.model.RL_7.1892, evm.model.RL_7.1877, evm.model.RL_5.3506	XP_006416183.1
OG0003318	evm.model.RL_5.3436	XP_006416104.1
OG0003319	evm.model.RL_5.3327	XP_006415970.1
OG0003320	evm.model.RL_5.3205	XP_006415834.1
OG0003321	evm.model.RL_6.420	XP_006405129.1
OG0003321	evm.model.RL_2.2711	XP_006412528.2
OG0003322	evm.model.RL_5.1034	XP_006417327.1
OG0003323	evm.model.RL_5.608	XP_006392249.1
OG0003325	evm.model.RL_4.1014	XP_024007573.1
OG0003326	evm.model.RL_4.2873	XP_006399147.1
OG0003326	evm.model.RL_4.2874	XP_006399146.1
OG0003327	evm.model.RL_4.2972.1.687c86dc	XP_006399030.1
OG0003328	evm.model.RL_4.1335	XP_024007537.1
OG0003329	evm.model.RL_3.1164	XP_006391210.1
OG0003330	evm.model.RL_3.1377	XP_006390956.1
OG0003330	evm.model.RL_5.3345	XP_006415991.1
OG0003331	evm.model.RL_3.2171	XP_006390065.2
OG0003332	evm.model.RL_3.1936	XP_024006774.1, XP_006416502.1
OG0003333	evm.model.RL_3.1800	XP_024007783.1
OG0003333	evm.model.RL_5.1672	XP_006416606.1
OG0003334	evm.model.RL_3.2280_evm.model.RL_3.2281	XP_006389953.1
OG0003335	evm.model.RL_3.2292	XP_006389946.1
OG0003336	evm.model.RL_1.1239_evm.model.RL_1.1238	XP_006407239.1, XP_006407240.1
OG0003337	evm.model.RL_1.1640	XP_006406757.1
OG0003338	evm.model.RL_1.2132	XP_024014922.1
OG0003338	evm.model.RL_2.1034	XP_024005684.1
OG0003339	evm.model.RL_5.3785	XP_006392809.1
OG0003341	evm.model.RL_7.545, evm.model.RL_7.546, evm.model.RL_7.544	XP_024012737.1
OG0003342	evm.model.RL_7.496	XP_006402762.1
OG0003343	evm.model.RL_7.152	XP_006402407.1
OG0003344	evm.model.RL_5.1885	XP_006392979.2
OG0003350	evm.model.RL_2.2679, evm.model.RL_2.2675	XP_024004429.1, XP_024004601.1
OG0003351	evm.model.RL_2.1766	XP_006413638.1
OG0003352	evm.model.RL_6.1394, evm.model.RL_4.2003	XP_024011575.1
OG0003356	evm.model.RL_1.970, evm.model.RL_1.968	XP_024015273.1
OG0003359	evm.model.RL_2.2719	XP_006416041.1
OG0003360	evm.model.RL_2.2737	XP_006412488.1
OG0003364	evm.model.RL_2.3010	XP_006412175.1
OG0003365	evm.model.RL_2.2887	XP_006412320.1
OG0003366	evm.model.RL_6.1602	XP_006410676.2
OG0003367	evm.model.RL_7.2610	XP_006414755.1, XP_006395815.1
OG0003368	evm.model.RL_7.2560, evm.model.RL_2.175	XP_006405942.2
OG0003370	evm.model.RL_7.2438	XP_024006763.1
OG0003371	evm.model.RL_2.43	XP_006405481.1
OG0003371	evm.model.RL_7.2258	XP_006395419.1
OG0003372	evm.model.RL_2.260	XP_006405603.1
OG0003372	evm.model.RL_7.2135	XP_006395315.1
OG0003373	evm.model.RL_2.435	XP_006405832.1
OG0003374	evm.model.RL_2.2276	XP_006413053.1
OG0003375	evm.model.RL_2.134	XP_006405362.1
OG0003376	evm.model.RL_2.2106	XP_006413254.1, XP_006413255.2
OG0003379	evm.model.RL_8.1622	XP_006401470.1
OG0003380	evm.model.RL_8.1854	XP_006401167.1
OG0003381	evm.model.RL_2.2321	XP_006412995.1
OG0003382	evm.model.RL_8.2586	XP_006394086.1
OG0003382	evm.model.RL_4.2555	XP_006399518.1
OG0003383	evm.model.RL_8.2214	XP_006394511.1
OG0003384	evm.model.RL_2.1448	XP_006414041.1
OG0003385	evm.model.RL_2.1586	XP_006413865.1
OG0003386	evm.model.RL_2.1717	XP_024005442.1, XP_006413692.1
OG0003387	evm.model.RL_5.2640	XP_006415115.1
OG0003387	evm.model.RL_8.740	XP_006397068.1
OG0003389	evm.model.RL_6.1493	XP_024003705.1
OG0003389	evm.model.RL_5.3027	XP_006415619.1
OG0003390	evm.model.RL_5.2894, evm.model.RL_5.2893	XP_024007754.1
OG0003391	evm.model.RL_2.3184	XP_006411972.1
OG0003392	evm.model.RL_2.3320	XP_006411818.1
OG0003392	evm.model.RL_6.153	XP_006404709.1
OG0003393	evm.model.RL_6.148	XP_006404704.1
OG0003394	evm.model.RL_4.1465	XP_006400754.1
OG0003394	evm.model.RL_2.504	XP_006405905.1
OG0003395	evm.model.RL_2.1576	XP_006413879.1
OG0003396	evm.model.RL_8.651, evm.model.RL_8.647	XP_006396923.1, XP_024010516.1
OG0003397	evm.model.RL_4.280	XP_006398232.1
OG0003398	evm.model.RL_2.792	XP_006414982.1
OG0003399	evm.model.RL_2.880, evm.model.RL_2.879, evm.model.RL_2.881	XP_006414858.1
OG0003400	evm.model.RL_2.895, evm.model.RL_4.524	XP_006414845.1
OG0003401	evm.model.RL_2.997	XP_006414660.1, XP_024005667.1
OG0003402	evm.model.RL_3.1029	XP_006414513.1
OG0003403	evm.model.RL_7.70	XP_006402323.1
OG0003404	evm.model.RL_6.2876	XP_006397918.1
OG0003405	evm.model.RL_7.383	XP_006402651.1
OG0003406	evm.model.RL_7.2487	XP_006395677.1
OG0003407	evm.model.RL_4.3414	XP_006398582.1
OG0003407	evm.model.RL_1.791	XP_006407739.1
OG0003408	evm.model.RL_7.1417	XP_006404104.2
OG0003408	evm.model.RL_8.2678	XP_006393978.2
OG0003409	evm.model.RL_7.1405	XP_006404085.1
OG0003410	evm.model.RL_8.105	XP_006396282.1
OG0003410	evm.model.RL_5.16	XP_006418431.1
OG0003411	evm.model.RL_8.274	XP_024010045.1
OG0003411	evm.model.RL_8.271	XP_006396459.2
OG0003412	evm.model.RL_6.1335	XP_006410378.1
OG0003413	evm.model.RL_6.1150	XP_006410160.1
OG0003414	evm.model.RL_6.1075	XP_006410033.1
OG0003415	evm.model.RL_1.55	XP_006408528.2
OG0003416	evm.model.RL_4.2017	XP_006400156.1
OG0003417	evm.model.RL_1.441	XP_024015345.1
OG0003417	evm.model.RL_4.1035	XP_024006949.1
OG0003418	evm.model.RL_1.450	XP_006408092.1
OG0003419	evm.model.RL_4.1757	XP_006400452.1
OG0003420	evm.model.RL_8.1078, evm.model.RL_6.2144	XP_006411280.2
OG0003421	evm.model.RL_6.1735, evm.model.RL_6.1734	XP_006410815.1
OG0003422	evm.model.RL_6.1847	XP_006410918.1
OG0003422	evm.model.RL_7.1035	XP_006403679.1
OG0003424	evm.model.RL_6.1969	XP_006411079.1
OG0003424	evm.model.RL_7.965	XP_006403608.1
OG0003425	evm.model.RL_5.1400	XP_006416903.1
OG0003426	evm.model.RL_8.1158	XP_006402095.1
OG0003426	evm.model.RL_5.1570	XP_006416722.1
OG0003427	evm.model.RL_5.3653	XP_006416348.1
OG0003429	evm.model.RL_5.3627	XP_006416325.2
OG0003429	evm.model.RL_3.2091	XP_006390151.1
OG0003430	evm.model.RL_5.3366, evm.model.RL_3.1399	XP_006390928.1
OG0003431	evm.model.RL_5.3321	XP_024007889.1
OG0003432	evm.model.RL_5.3225.4.687c88c0	XP_006415866.1
OG0003433	evm.model.RL_6.406	XP_006405104.1
OG0003436	evm.model.RL_5.811	XP_006417566.1
OG0003437	evm.model.RL_8.1200	XP_006406449.1
OG0003438	evm.model.RL_1.87	XP_006408490.1
OG0003439	evm.model.RL_4.1893	XP_006400291.1
OG0003439	evm.model.RL_1.265	XP_006408300.1
OG0003440	evm.model.RL_4.1852	XP_006400334.1
OG0003441	evm.model.RL_8.2291	XP_006394424.1
OG0003442	evm.model.RL_8.2359	XP_006394342.1
OG0003443	evm.model.RL_7.1476	XP_006404172.1
OG0003443	evm.model.RL_4.1330.2.687c86d3	XP_006394663.2
OG0003444	evm.model.RL_7.1571_evm.model.RL_7.1573	XP_006404298.1
OG0003445	evm.model.RL_4.1428	XP_006400804.1
OG0003446	evm.model.RL_3.1501	XP_006390820.1
OG0003446	evm.model.RL_5.3458	XP_006416129.1
OG0003447	evm.model.RL_5.3513	XP_006416192.1
OG0003447	evm.model.RL_3.1610	XP_006390691.1
OG0003448	evm.model.RL_3.2346, evm.model.RL_5.1483	XP_006389888.1
OG0003449	evm.model.RL_1.1181	XP_006407289.1
OG0003450	evm.model.RL_5.3922	XP_006392643.1
OG0003450	evm.model.RL_1.1259	XP_006407209.2
OG0003451	evm.model.RL_1.1689	XP_006406700.1
OG0003452	evm.model.RL_1.1720	XP_006406658.1, XP_006406654.1
OG0003453	evm.model.RL_1.1729	XP_006406640.1
OG0003456	evm.model.RL_5.3753	XP_006392852.1
OG0003456	evm.model.RL_1.3269	XP_006409014.1
OG0003457	evm.model.RL_7.878, evm.model.RL_7.874, evm.model.RL_7.876	XP_006403509.1
OG0003457	evm.model.RL_6.2037	XP_006411149.1
OG0003458	evm.model.RL_7.1751, evm.model.RL_7.318	XP_006402576.1
OG0003459	evm.model.RL_5.3905	XP_006392672.1
OG0003459	evm.model.RL_1.1279.1.687c87ec	XP_006407185.1
OG0003463	evm.model.RL_5.1416, evm.model.RL_5.1415	XP_006416892.1
OG0003466	evm.model.RL_4.2766	XP_006399268.1, XP_024012461.1
OG0003467	evm.model.RL_8.1752, evm.model.RL_8.1754	XP_024011690.1
OG0003481	evm.model.RL_2.2504	XP_006412802.1
OG0003482	evm.model.RL_1.3056	XP_006412720.1
OG0003483	evm.model.RL_2.2613	XP_006412636.1
OG0003484	evm.model.RL_2.2745	XP_006412478.1
OG0003485	evm.model.RL_2.2872	XP_024007034.1, XP_006412340.2
OG0003487	evm.model.RL_2.411	XP_024008846.1
OG0003489	evm.model.RL_3.486.1.687c84ba	XP_006392193.1
OG0003489	evm.model.RL_5.919	XP_006417454.1
OG0003490	evm.model.RL_5.974	XP_006417388.1
OG0003491	evm.model.RL_7.2264	XP_024007079.1
OG0003492	evm.model.RL_2.519	XP_006405930.1, XP_024009848.1
OG0003493	evm.model.RL_1.907	XP_006407619.1
OG0003494	evm.model.RL_5.1295	XP_006417005.1
OG0003496	evm.model.RL_8.1372.1.687c855b	XP_006412402.2
OG0003497	evm.model.RL_2.2105	XP_024005325.1
OG0003499	evm.model.RL_8.2533	XP_006394147.1
OG0003500	evm.model.RL_8.2486	XP_006394205.1
OG0003501	evm.model.RL_4.2654	XP_024012207.1
OG0003501	evm.model.RL_1.1886	XP_024015528.1
OG0003502	evm.model.RL_2.1671, evm.model.RL_8.433	XP_006413750.1
OG0003503	evm.model.RL_3.283, evm.model.RL_2.1873	XP_006413541.1
OG0003504	evm.model.RL_5.2569	XP_006415048.1
OG0003505	evm.model.RL_8.855	XP_006397216.1
OG0003506	evm.model.RL_5.2871	XP_006415442.1
OG0003507	evm.model.RL_5.2862	XP_006415432.1
OG0003507	evm.model.RL_5.2861	XP_006415431.1
OG0003508	evm.model.RL_1.2944	XP_006409273.1
OG0003508	evm.model.RL_2.3085	XP_024004644.1
OG0003509	evm.model.RL_2.3153	XP_006412015.1
OG0003510	evm.model.RL_2.3246	XP_006411908.1
OG0003511	evm.model.RL_2.426	XP_006405814.1
OG0003512	evm.model.RL_4.591	XP_006403320.1
OG0003513	evm.model.RL_8.414	XP_006396621.1
OG0003515	evm.model.RL_2.1271	XP_006414262.1
OG0003517	evm.model.RL_2.766, evm.model.RL_2.765	XP_024004575.1, XP_006415005.1, XP_024005027.1
OG0003518	evm.model.RL_2.809	XP_006414975.1
OG0003519	evm.model.RL_2.853	XP_024005359.1
OG0003521	evm.model.RL_2.79_evm.model.RL_2.80	XP_006405417.1, XP_006405507.1
OG0003522	evm.model.RL_3.1017, evm.model.RL_3.1013	XP_006403199.1, XP_006397690.1
OG0003523	evm.model.RL_7.542	XP_006402809.1
OG0003524	evm.model.RL_7.1515	XP_006404223.1
OG0003524	evm.model.RL_8.2424	XP_006394261.1
OG0003525	evm.model.RL_8.2614	XP_006394054.1
OG0003526	evm.model.RL_7.1427	XP_024013777.1
OG0003527	evm.model.RL_8.2741.1.687c8563, evm.model.RL_3.1825	XP_006393908.1
OG0003529	evm.model.RL_2.2215	XP_006413119.1
OG0003529	evm.model.RL_8.1583	XP_024011190.1
OG0003530	evm.model.RL_4.2041	XP_006400128.1
OG0003531	evm.model.RL_4.1721	XP_024012127.1
OG0003532	evm.model.RL_1.637	XP_006407888.1
OG0003532	evm.model.RL_4.875	XP_006395107.1
OG0003533	evm.model.RL_3.349	XP_006392022.2
OG0003534	evm.model.RL_7.873	XP_006403508.1
OG0003535	evm.model.RL_6.1749	XP_006414712.1
OG0003536	evm.model.RL_5.1549	XP_024008519.1
OG0003537	evm.model.RL_3.1763	XP_006390541.1
OG0003537	evm.model.RL_5.1649	XP_006416626.1
OG0003538	evm.model.RL_5.1729	XP_006416549.1
OG0003540	evm.model.RL_5.3446	XP_006416116.1
OG0003541	evm.model.RL_3.1431	XP_006390895.1
OG0003542	evm.model.RL_5.3211	XP_006415840.1
OG0003543	evm.model.RL_5.3185	XP_006415811.1
OG0003544	evm.model.RL_2.517	XP_024015879.1
OG0003545	evm.model.RL_6.380	XP_006405042.1, XP_024004426.1
OG0003546	evm.model.RL_6.1289	XP_006410328.2
OG0003547	evm.model.RL_4.1911	XP_006400266.1, XP_006400267.1
OG0003549	evm.model.RL_4.927	XP_006395061.1
OG0003550	evm.model.RL_4.841	XP_006395148.1
OG0003550	evm.model.RL_1.661	XP_006407860.1
OG0003551	evm.model.RL_4.1259	XP_006394721.1
OG0003552	evm.model.RL_7.1582	XP_006404310.2
OG0003553	evm.model.RL_8.2378.1.687c8561	XP_006394326.2
OG0003554	evm.model.RL_7.1314	XP_006404007.1
OG0003555	evm.model.RL_7.1519	XP_006404228.1
OG0003556	evm.model.RL_5.3472	XP_006416142.1
OG0003556	evm.model.RL_3.1531	XP_006390791.1
OG0003558	evm.model.RL_3.2296, evm.model.RL_5.1520	XP_006389940.1
OG0003559	evm.model.RL_5.1481	XP_006416826.1
OG0003559	evm.model.RL_3.2351	XP_006389882.1
OG0003560	evm.model.RL_1.1369	XP_006407080.1
OG0003560	evm.model.RL_5.3830	XP_024006286.1
OG0003561	evm.model.RL_1.1404	XP_006407039.1
OG0003562	evm.model.RL_2.1149	XP_006414395.1
OG0003562	evm.model.RL_1.1608	XP_006406802.1
OG0003563	evm.model.RL_5.2085	XP_006393261.1
OG0003564	evm.model.RL_5.1896	XP_006406285.1
OG0003565	evm.model.RL_1.2270	XP_006418852.1
OG0003567	evm.model.RL_1.3048, evm.model.RL_1.3052, evm.model.RL_1.3051	XP_006409123.1
OG0003569	evm.model.RL_1.2434, evm.model.RL_5.3992, evm.model.RL_5.3993, evm.model.RL_5.3994	XP_024005975.1
OG0003572	evm.model.RL_2.995	XP_006414662.1, XP_006414664.1
OG0003574	evm.model.RL_4.1868	XP_006400317.1
OG0003575	evm.model.RL_4.1727	XP_006400481.1
OG0003583	evm.model.RL_2.2428	XP_024005880.1
OG0003584	evm.model.RL_2.2468	XP_006412837.1
OG0003585	evm.model.RL_7.797	XP_006403436.1
OG0003586	evm.model.RL_2.2562	XP_006412702.1
OG0003586	evm.model.RL_6.277	XP_006404883.1
OG0003587	evm.model.RL_6.487	XP_024007040.1, XP_006405254.2
OG0003588	evm.model.RL_4.3095	XP_006398893.1
OG0003588	evm.model.RL_4.3096	XP_006398892.1
OG0003589	evm.model.RL_2.2937	XP_006412261.1
OG0003590	evm.model.RL_1.2907, evm.model.RL_2.3054	XP_006409330.1
OG0003591	evm.model.RL_3.540	XP_006392276.1
OG0003592	evm.model.RL_3.366, evm.model.RL_3.367	XP_006392054.1
OG0003595	evm.model.RL_7.2195.1.687c84bc	XP_006395360.1
OG0003596	evm.model.RL_2.343	XP_006405699.2
OG0003597	evm.model.RL_5.1130	XP_024008488.1
OG0003598	evm.model.RL_1.826, evm.model.RL_1.812	XP_006407707.2
OG0003599	evm.model.RL_1.1001	XP_006407494.1
OG0003600	evm.model.RL_7.2572, evm.model.RL_1.1053	XP_024011007.1
OG0003601	evm.model.RL_1.1138	XP_006405892.1
OG0003604	evm.model.RL_2.2266	XP_006413065.2
OG0003605	evm.model.RL_7.141	XP_024013287.1, XP_006402396.1
OG0003606	evm.model.RL_2.2171	XP_006413168.1
OG0003607	evm.model.RL_4.2395	XP_024012332.1
OG0003608	evm.model.RL_4.2463, evm.model.RL_3.353, evm.model.RL_5.634	XP_024012576.1, XP_006417761.1
OG0003609	evm.model.RL_4.2556	XP_006399516.1
OG0003610	evm.model.RL_8.2548, evm.model.RL_4.2611	XP_006399460.1
OG0003611	evm.model.RL_8.2172, evm.model.RL_2.1392	XP_024004616.1
OG0003612	evm.model.RL_2.1400	XP_006414102.2
OG0003613	evm.model.RL_4.1113	XP_006394891.1
OG0003614	evm.model.RL_5.3103	XP_006415715.1
OG0003614	evm.model.RL_5.3095	XP_006415706.1
OG0003615	evm.model.RL_5.3032	XP_024009046.1
OG0003615	evm.model.RL_6.1487	XP_024016736.1
OG0003616	evm.model.RL_2.3103	XP_006412060.1, XP_024004395.1
OG0003617	evm.model.RL_8.809	XP_006397146.1
OG0003618	evm.model.RL_5.3650, evm.model.RL_7.1061.2.687c84b7, evm.model.RL_5.3986	XP_006403710.1, XP_024011049.1
OG0003619	evm.model.RL_1.989	XP_006407505.1
OG0003620	evm.model.RL_4.397, evm.model.RL_4.398	XP_024011079.1
OG0003621	evm.model.RL_4.383.1.687c9994	XP_006398096.1, XP_006398101.1
OG0003623	evm.model.RL_4.1848, evm.model.RL_3.315	XP_006392106.2
OG0003624	evm.model.RL_4.47	XP_024011028.1
OG0003625	evm.model.RL_6.2890	XP_006397930.1
OG0003626	evm.model.RL_7.138	XP_006402393.1
OG0003629	evm.model.RL_6.2561	XP_006397613.1
OG0003630	evm.model.RL_6.2519	XP_006397568.1
OG0003631	evm.model.RL_4.1564	XP_006400657.1
OG0003632	evm.model.RL_5.1313	XP_006416992.1
OG0003633	evm.model.RL_7.1319	XP_006404015.1
OG0003633	evm.model.RL_8.2780	XP_006393872.1
OG0003634	evm.model.RL_8.2783	XP_006393869.1
OG0003635	evm.model.RL_7.1245	XP_006403924.1
OG0003636	evm.model.RL_5.13, evm.model.RL_8.99	XP_006396275.1
OG0003637	evm.model.RL_5.141	XP_024008853.1
OG0003638	evm.model.RL_5.174	XP_024008784.1
OG0003638	evm.model.RL_8.307	XP_024010518.1
OG0003639	evm.model.RL_6.529	XP_006408846.1
OG0003640	evm.model.RL_1.59	XP_006408524.1
OG0003641	evm.model.RL_4.1002	XP_006394996.1
OG0003641	evm.model.RL_1.431	XP_006408112.1
OG0003642	evm.model.RL_4.1062	XP_006394941.1
OG0003643	evm.model.RL_6.2087	XP_006411211.1
OG0003644	evm.model.RL_3.2487, evm.model.RL_3.2488	XP_024012421.1
OG0003645	evm.model.RL_5.1504	XP_006416799.1
OG0003646	evm.model.RL_3.1802	XP_006390493.1
OG0003647	evm.model.RL_5.1760	XP_006416524.1
OG0003648	evm.model.RL_5.3524	XP_006416202.1
OG0003649	evm.model.RL_3.1157.3.687c84bb	XP_024009275.1
OG0003650	evm.model.RL_7.529	XP_006402793.1
OG0003651	evm.model.RL_5.1170	XP_006417149.1
OG0003652	evm.model.RL_5.488	XP_006417937.1
OG0003652	evm.model.RL_6.2251	XP_024008094.1
OG0003655	evm.model.RL_4.1951	XP_006400232.1
OG0003656	evm.model.RL_4.1912	XP_006400265.1
OG0003657	evm.model.RL_1.1161	XP_006407313.1
OG0003658	evm.model.RL_4.3070	XP_006398925.1
OG0003659	evm.model.RL_8.2242	XP_006394483.1
OG0003660	evm.model.RL_8.1920	XP_006401077.1
OG0003662	evm.model.RL_7.1702	XP_006418866.1
OG0003663	evm.model.RL_3.1353	XP_006390989.1
OG0003665	evm.model.RL_3.1625	XP_006390674.2
OG0003666	evm.model.RL_3.2429	XP_006389799.1
OG0003667	evm.model.RL_1.1211, evm.model.RL_1.1212	XP_006407263.1
OG0003668	evm.model.RL_1.1270	XP_006407193.1
OG0003669	evm.model.RL_5.3893	XP_024006220.1
OG0003670	evm.model.RL_1.1334, evm.model.RL_1.1335	XP_006407122.1
OG0003671	evm.model.RL_1.1455	XP_006406985.1
OG0003672	evm.model.RL_1.1630	XP_006406774.2
OG0003673	evm.model.RL_1.2333	XP_006418755.1
OG0003674	evm.model.RL_1.2445	XP_024009710.1
OG0003674	evm.model.RL_4.782	XP_006395200.1
OG0003675	evm.model.RL_8.1709	XP_006401345.1
OG0003676	evm.model.RL_1.2692	XP_006407879.1
OG0003676	evm.model.RL_2.2885	XP_024005373.1
OG0003677	evm.model.RL_5.3747	XP_006392860.1
OG0003678	evm.model.RL_1.1988	XP_006406362.1
OG0003679	evm.model.RL_7.1155	XP_006410752.1, XP_006403816.1
OG0003680	evm.model.RL_7.1146	XP_024013440.1, XP_024013452.1
OG0003681	evm.model.RL_7.1018	XP_006403664.1
OG0003681	evm.model.RL_6.1832	XP_006410939.1
OG0003682	evm.model.RL_7.730, evm.model.RL_8.940, evm.model.RL_8.955, evm.model.RL_8.932, evm.model.RL_8.957, evm.model.RL_8.949, evm.model.RL_8.959, evm.model.RL_8.930, evm.model.RL_8.947, evm.model.RL_8.938, evm.model.RL_8.945	XP_024012838.1
OG0003683	evm.model.RL_7.1192, evm.model.RL_7.1191	XP_006402271.1, XP_024013560.1
OG0003685	evm.model.RL_7.927	XP_024013539.1
OG0003687	evm.model.RL_3.528	XP_006392255.1, XP_006392248.1
OG0003695	evm.model.RL_2.2757, evm.model.RL_2.2349	XP_006412965.1
OG0003696	evm.model.RL_7.2464	XP_006412738.1
OG0003697	evm.model.RL_2.2936.2.687c86e7	XP_006412263.1
OG0003698	evm.model.RL_2.3014	XP_024005858.1
OG0003698	evm.model.RL_2.3012	XP_006412173.1
OG0003699	evm.model.RL_5.2532	XP_024008231.1
OG0003701	evm.model.RL_7.2617	XP_024016052.1
OG0003702	evm.model.RL_7.2365	XP_006395539.1, XP_006401849.1
OG0003703	evm.model.RL_2.418	XP_024014803.1
OG0003703	evm.model.RL_3.1041	XP_006391425.1
OG0003704	evm.model.RL_3.234	XP_024004564.1
OG0003705	evm.model.RL_6.2216	XP_006411356.1
OG0003707	evm.model.RL_8.1119	XP_006402168.1
OG0003708	evm.model.RL_8.1647	XP_006401431.1
OG0003709	evm.model.RL_8.2877, evm.model.RL_8.1741	XP_006401297.1
OG0003710	evm.model.RL_4.2293	XP_006399823.1
OG0003711	evm.model.RL_2.1302	XP_006414220.1
OG0003712	evm.model.RL_4.396.2.687c86ce	XP_006398083.1
OG0003712	evm.model.RL_2.1572	XP_006413885.1
OG0003713	evm.model.RL_4.430	XP_006403109.1
OG0003714	evm.model.RL_2.1740	XP_006413664.1
OG0003715	evm.model.RL_8.639	XP_006396905.1
OG0003716	evm.model.RL_7.707, evm.model.RL_7.708	XP_006402968.1
OG0003717	evm.model.RL_8.98	XP_006396224.1
OG0003718	evm.model.RL_1.2716	XP_006409027.1
OG0003719	evm.model.RL_4.3250	XP_006398747.1
OG0003720	evm.model.RL_4.1849, evm.model.RL_5.1099, evm.model.RL_4.3327	XP_006398673.1
OG0003721	evm.model.RL_8.643	XP_006396918.1
OG0003723	evm.model.RL_2.948	XP_006414742.2
OG0003724	evm.model.RL_1.2066	XP_024015504.1
OG0003724	evm.model.RL_2.1092	XP_006414478.1
