Orthogroup	Arabidopsis_arenosa	Euclidium_syriacum
OG0001238	jg16175	ESY1_g12256_DN3_SP7_c0.t1
OG0001239	jg16050	ESY1_g11926_DN3_SP8_c0.t1
OG0001239	jg19763	ESY12_g52118_DN3_SP8_c0.t1
OG0001240	jg19713	ESY12_g52186_DN2_SP0_c0.t1
OG0001240	jg19711	ESY12_g52185_DN1_SP0_c0.t1
OG0001240	jg19712	ESY12_g52184_DN1_SP0_c0.t1
OG0001241	jg19702, jg19703	ESY12_g52192_DN3_SP5_c0.t1
OG0001241	jg19701	ESY12_g52193_DN3_SP5_c0.t1
OG0001242	jg4060	ESY7_g19354_DN3_SP8_c0.t1
OG0001242	jg24908	ESY3_g30993_DN3_SP7_c0.t1
OG0001243	jg5820, jg2253	ESY6_g49852_DN3_SP0_c0.t1
OG0001244	jg22173	ESY7_g16481_DN3_SP0_c0.t1
OG0001245	jg14969	ESY1_g10083_DN3_SP0_c0.t1, ESY1_g10086_DN3_SP0_c0.t1
OG0001245	jg23750	ESY6_g50257_DN3_SP2_c0.t1
OG0001246	jg28537, jg28536	ESY5_g5386_DN3_SP8_c0.t1
OG0001246	jg8077	ESY20_g13124_DN3_SP8_c15.t1
OG0001247	jg7869	ESY20_g13318_DN3_SP8_c0.t1
OG0001247	jg24716	ESY3_g30674_DN3_SP8_c0.t1
OG0001248	jg17909, jg17916, jg17915	ESY8_g58814_DN3_SP6_c0.t1, ESY8_g58816_DN3_SP1_c0.t1, ESY8_g58818_DN3_SP0_c0.t1
OG0001249	jg19022, jg19025	ESY9_g45321_DN3_SP0_c0.t1, ESY9_g45323_DN3_SP0_c0.t1
OG0001250	jg5372	ESY7_g17443_DN3_SP8_c0.t1
OG0001250	jg24005	ESY3_g32551_DN3_SP8_c0.t1
OG0001251	jg24046	ESY3_g32501_DN3_SP8_c0.t1
OG0001251	jg5403	ESY7_g17404_DN3_SP8_c0.t1
OG0001252	jg24078, jg24079, jg24077	ESY3_g32471_DN3_SP5_c0.t1
OG0001253	jg24473	ESY3_g31677_DN3_SP2_c0.t1
OG0001253	jg6608	ESY10_g15458_DN3_SP0_c0.t1
OG0001254	jg33288	ESY2_g37267_DN3_SP0_c0.t1
OG0001254	jg18717	ESY9_g44057_DN3_SP7_c0.t1
OG0001255	jg3517	ESY2_g36098_DN2_SP0_c0.t1
OG0001255	jg30238	ESY5_g4363_DN3_SP0_c0.t1
OG0001256	jg2909	ESY2_g35850_DN3_SP0_c0.t1
OG0001256	jg30277	ESY5_g4315_DN3_SP0_c0.t1
OG0001257	jg2961	ESY2_g35898_DN3_SP8_c0.t1
OG0001257	jg30306	ESY5_g4268_DN3_SP6_c0.t1
OG0001258	jg30410	ESY5_g4150_DN3_SP0_c0.t1
OG0001258	jg3115	ESY2_g34991_DN2_SP0_c0.t1
OG0001260	jg2065, jg6736	ESY18_g63523_DN3_SP0_c0.t1
OG0001261	jg29906	ESY5_g2783_DN3_SP0_c0.t1
OG0001261	jg13085	ESY10_g14334_DN3_SP0_c0.t1
OG0001262	jg29896	ESY5_g2771_DN3_SP0_c0.t1
OG0001262	jg29898, jg29897	ESY5_g2774_DN3_SP0_c0.t1
OG0001263	jg29666	ESY5_g3784_DN3_SP3_c0.t1
OG0001264	jg25318	ESY3_g30207_DN3_SP8_c0.t1
OG0001264	jg33718	ESY2_g36313_DN2_SP8_c0.t1
OG0001265	jg33318	ESY2_g37247_DN3_SP8_c0.t1
OG0001265	jg26293	ESY3_g29119_DN3_SP6_c0.t1
OG0001267	jg20733, jg20734, jg20731	ESY5_g3781_DN2_SP0_c0.t1, ESY5_g3776_DN3_SP0_c0.t1, ESY5_g3777_DN3_SP0_c0.t1
OG0001268	jg31088	ESY5_g1425_DN3_SP0_c0.t1
OG0001274	jg16909	ESY8_g59456_DN3_SP0_c0.t1
OG0001274	jg9294	ESY4_g24804_DN3_SP8_c0.t1
OG0001275	jg30602	ESY5_g3929_DN3_SP8_c0.t1
OG0001275	jg8847	ESY4_g25476_DN3_SP8_c0.t1
OG0001276	jg854	ESY2_g33880_DN3_SP0_c0.t1
OG0001276	jg29523	ESY5_g3601_DN3_SP0_c0.t1
OG0001278	jg13526, jg13525, jg27026, jg27028	ESY2_g33841_DN2_SP0_c0.t1, ESY2_g33844_DN3_SP0_c0.t1, ESY2_g33842_DN2_SP8_c0.t1
OG0001279	jg5333	ESY7_g17514_DN3_SP8_c0.t1
OG0001279	jg23973	ESY3_g32597_DN3_SP8_c16.t1
OG0001280	jg13715	ESY2_g34558_DN3_SP0_c0.t1
OG0001280	jg12530	ESY8_g60807_DN3_SP0_c0.t1
OG0001281	jg12791	ESY8_g60050_DN3_SP0_c0.t1
OG0001282	jg9842, jg22571	ESY6_g48322_DN3_SP0_c0.t1
OG0001283	jg15688	ESY1_g11771_DN3_SP8_c0.t1
OG0001283	jg19397	ESY12_g51062_DN3_SP8_c0.t1
OG0001284	jg21651	ESY15_g65225_DN3_SP8_c0.t1
OG0001284	jg23248	ESY6_g49798_DN3_SP8_c0.t1
OG0001285	jg22246	ESY6_g47868_DN3_SP0_c0.t1
OG0001285	jg9722	ESY16_g62252_DN1_SP0_c0.t1
OG0001286	jg22329	ESY6_g47978_DN3_SP0_c0.t1
OG0001287	jg22350	ESY6_g48005_DN3_SP8_c0.t1
OG0001288	jg4974	ESY7_g18182_DN3_SP8_c0.t1
OG0001288	jg6430	ESY6_g49958_DN3_SP8_c0.t1
OG0001289	jg10870	ESY9_g42448_DN3_SP0_c0.t1
OG0001289	jg20325	ESY10_g14855_DN2_SP0_c0.t1
OG0001290	jg7488	ESY18_g63622_DN3_SP6_c0.t1
OG0001290	jg10132	ESY23_g162_DN3_SP8_c0.t1
OG0001291	jg31944	ESY14_g19691_DN2_SP0_c0.t1
OG0001291	jg31943	ESY23_g560_DN3_SP0_c0.t1, ESY23_g540_DN2_SP0_c0.t1
OG0001292	jg18039	ESY8_g58712_DN3_SP0_c0.t1
OG0001292	jg23963	ESY3_g32607_DN3_SP0_c0.t1
OG0001293	jg15961, jg15968	ESY1_g11259_DN3_SP0_c0.t1
OG0001294	jg16662	ESY8_g59704_DN2_SP7_c18.t1
OG0001294	jg8497	ESY4_g26684_DN2_SP8_c22.t1, ESY4_g26683_DN3_SP0_c17.t1
OG0001295	jg12285	ESY9_g42909_DN3_SP0_c0.t1, ESY7_g19240_DN3_SP0_c0.t1, ESY2_g33672_DN3_SP0_c0.t1
OG0001296	jg16701	ESY8_g59656_DN2_SP0_c0.t1
OG0001296	jg18635	ESY11_g54982_DN3_SP0_c0.t1
OG0001297	jg7729, jg7730	ESY5_g4707_DN3_SP0_c0.t1
OG0001298	jg11261, jg26491	ESY3_g28803_DN3_SP3_c0.t1
OG0001299	jg20082	ESY12_g51625_DN3_SP0_c0.t1
OG0001299	jg20081	ESY12_g51632_DN3_SP0_c0.t1
OG0001300	jg15832	ESY1_g11511_DN3_SP8_c0.t1
OG0001300	jg19542	ESY12_g51313_DN3_SP0_c0.t1
OG0001301	jg15809	ESY1_g11554_DN3_SP8_c0.t1
OG0001302	jg23623	ESY6_g50435_DN3_SP7_c4.t1
OG0001302	jg14846	ESY1_g9804_DN3_SP8_c0.t1
OG0001303	jg8235	ESY11_g53285_DN3_SP0_c0.t1, ESY20_g13358_DN1_SP0_c0.t1
OG0001303	jg19924	ESY12_g51918_DN3_SP0_c0.t1
OG0001303	jg28421	ESY5_g5554_DN1_SP0_c0.t1
OG0001304	jg29150	ESY5_g4454_DN3_SP2_c0.t1
OG0001304	jg17815	ESY8_g58919_DN3_SP1_c0.t1
OG0001305	jg6641	ESY10_g15507_DN3_SP0_c0.t1, ESY17_g39286_DN3_SP0_c0.t1, ESY3_g31769_DN3_SP0_c0.t1
OG0001306	jg6611	ESY10_g15463_DN3_SP7_c0.t1
OG0001306	jg24470	ESY3_g31680_DN3_SP8_c0.t1
OG0001309	jg18958	ESY9_g45150_DN3_SP8_c0.t1
OG0001309	jg15338	ESY1_g11004_DN3_SP7_c0.t1
OG0001310	jg30192, jg30204	ESY5_g4397_DN3_SP8_c0.t1
OG0001310	jg3569	ESY2_g36825_DN3_SP8_c0.t1
OG0001311	jg6725, jg6722, jg6724	ESY10_g15686_DN3_SP0_c0.t1
OG0001312	jg24672	ESY3_g31407_DN3_SP0_c0.t1
OG0001312	jg21429	ESY15_g64473_DN3_SP0_c0.t1
OG0001313	jg32181, jg32184, jg32188, jg2389	ESY2_g34481_DN3_SP3_c0.t1
OG0001314	jg25311	ESY3_g30193_DN3_SP8_c0.t1
OG0001314	jg33741	ESY2_g36343_DN3_SP8_c12.t1
OG0001315	jg25618	ESY3_g30631_DN3_SP8_c0.t1
OG0001315	jg33449	ESY2_g37044_DN3_SP8_c0.t1
OG0001317	jg33166, jg26143	ESY2_g37481_DN3_SP8_c0.t1
OG0001318	jg11072, jg11074	ESY2_g38449_DN3_SP0_c0.t1, ESY2_g38485_DN2_SP0_c0.t1
OG0001319	jg18799, jg15228	ESY9_g44419_DN3_SP2_c0.t1
OG0001320	jg8778, jg8775	ESY5_g3783_DN3_SP0_c0.t1
OG0001320	jg10150, jg10149	ESY8_g59915_DN3_SP0_c0.t1, ESY12_g51346_DN3_SP0_c0.t1, ESY12_g51347_DN3_SP0_c0.t1, ESY8_g58385_DN1_SP0_c0.t1
OG0001321	jg20363	ESY10_g14920_DN2_SP0_c0.t1
OG0001321	jg20364, jg1526	ESY10_g14918_DN2_SP0_c0.t1, ESY10_g14915_DN2_SP0_c0.t1
OG0001322	jg22286	ESY3_g32553_DN3_SP0_c0.t1
OG0001323	jg11017	ESY6_g50687_DN3_SP0_c0.t1
OG0001328	jg9258	ESY4_g24894_DN1_SP0_c0.t1
OG0001328	jg16946	ESY8_g59420_DN3_SP0_c18.t1
OG0001330	jg27854	ESY11_g54003_DN3_SP8_c0.t1
OG0001330	jg8815	ESY4_g25394_DN3_SP8_c0.t1
OG0001331	jg1398, jg1400	ESY2_g34200_DN3_SP0_c0.t1, ESY2_g34199_DN3_SP0_c0.t1
OG0001332	jg1204, jg1206	ESY2_g34124_DN3_SP8_c12.t1
OG0001332	jg29351	ESY5_g3365_DN3_SP8_c0.t1
OG0001333	jg29505	ESY5_g3574_DN3_SP8_c0.t1
OG0001334	jg29977	ESY5_g2867_DN3_SP0_c0.t1
OG0001334	jg12960	ESY10_g14599_DN3_SP6_c0.t1
OG0001335	jg4205	ESY7_g19074_DN3_SP1_c0.t1
OG0001335	jg27442, jg24994	ESY3_g31111_DN3_SP8_c0.t1
OG0001336	jg25122	ESY3_g31325_DN2_SP7_c0.t1
OG0001336	jg4416	ESY7_g18761_DN2_SP6_c0.t1
OG0001337	jg22190	ESY6_g47611_DN3_SP3_c0.t1
OG0001337	jg9690	ESY16_g62162_DN3_SP0_c0.t1, ESY16_g62161_DN3_SP7_c0.t1
OG0001338	jg9691, jg22189	ESY16_g62163_DN3_SP0_c0.t1
OG0001339	jg22402	ESY6_g48073_DN3_SP0_c0.t1
OG0001339	jg9787	ESY16_g62484_DN3_SP0_c0.t1
OG0001340	jg4947, jg4948	ESY7_g18145_DN3_SP8_c0.t1
OG0001341	jg6380	ESY6_g49995_DN3_SP8_c0.t1
OG0001341	jg4915	ESY7_g18097_DN3_SP8_c0.t1
OG0001342	jg4829	ESY7_g17960_DN3_SP8_c0.t1
OG0001342	jg23529	ESY6_g50535_DN3_SP0_c0.t1
OG0001343	jg4675	ESY7_g18668_DN3_SP8_c0.t1
OG0001343	jg6171	ESY6_g50188_DN3_SP8_c13.t1
OG0001344	jg10847	ESY9_g42482_DN3_SP0_c25.t1
OG0001344	jg20362	ESY10_g14913_DN2_SP0_c0.t1
OG0001345	jg10709	ESY9_g42751_DN3_SP8_c0.t1
OG0001346	jg10490	ESY9_g43344_DN3_SP0_c0.t1
OG0001346	jg10491	ESY9_g43342_DN1_SP0_c0.t1
OG0001347	jg10124	ESY3_g32628_DN3_SP8_c0.t1
OG0001348	jg27906	ESY11_g54105_DN3_SP8_c0.t1
OG0001348	jg8757	ESY4_g26023_DN3_SP0_c0.t1
OG0001349	jg27953	ESY11_g54200_DN3_SP0_c0.t1
OG0001349	jg8711, jg8710	ESY4_g26185_DN3_SP1_c0.t1
OG0001350	jg16690	ESY8_g59667_DN3_SP1_c0.t1
OG0001350	jg8537	ESY4_g26624_DN3_SP3_c0.t1
OG0001351	jg11857, jg11858	ESY4_g25588_DN3_SP0_c0.t1
OG0001351	jg1738	ESY2_g34338_DN3_SP0_c0.t1, ESY2_g34337_DN3_SP0_c0.t1, ESY2_g34336_DN3_SP0_c0.t1
OG0001352	jg32273, jg7121	ESY21_g55164_DN3_SP0_c0.t1
OG0001354	jg16331	ESY1_g12486_DN3_SP0_c0.t1
OG0001354	jg20161	ESY12_g52228_DN2_SP0_c0.t1
OG0001355	jg16178	ESY1_g12259_DN3_SP0_c0.t1
OG0001355	jg19979	ESY12_g51799_DN3_SP6_c0.t1
OG0001357	jg15812, jg19519	ESY12_g51290_DN2_SP0_c0.t1
OG0001358	jg19480	ESY12_g51242_DN3_SP0_c0.t1
OG0001358	jg15765	ESY1_g11645_DN3_SP8_c0.t1
OG0001359	jg14392	ESY6_g49016_DN3_SP5_c0.t1
OG0001359	jg22915	ESY6_g48822_DN3_SP7_c0.t1
OG0001360	jg28868	ESY5_g4836_DN3_SP0_c11.t1
OG0001361	jg18345	ESY20_g12710_DN3_SP0_c0.t1
OG0001361	jg28802	ESY5_g4939_DN3_SP0_c0.t1
OG0001363	jg9747	ESY16_g62340_DN3_SP0_c17.t1
OG0001363	jg16728, jg717	ESY16_g62342_DN2_SP0_c17.t1
OG0001364	jg5329	ESY7_g17515_DN3_SP8_c0.t1
OG0001364	jg23972	ESY3_g32598_DN3_SP8_c0.t1
OG0001365	jg23981	ESY3_g32587_DN3_SP6_c0.t1
OG0001365	jg5340	ESY7_g17485_DN3_SP8_c0.t1
OG0001366	jg5422	ESY7_g17380_DN3_SP0_c0.t1
OG0001366	jg24062	ESY3_g32485_DN3_SP0_c0.t1
OG0001367	jg21605, jg24593	ESY3_g31521_DN3_SP7_c0.t1
OG0001368	jg17156, jg5244	ESY15_g65465_DN3_SP0_c0.t1
OG0001370	jg30645	ESY5_g2559_DN3_SP8_c0.t1
OG0001370	jg3320	ESY2_g34718_DN3_SP8_c0.t1
OG0001371	jg31014, jg31016	ESY11_g54698_DN3_SP0_c0.t1
OG0001372	jg24142	ESY3_g32375_DN3_SP0_c0.t1
OG0001372	jg5531	ESY7_g17227_DN3_SP8_c10.t1
OG0001373	jg32957	ESY2_g37928_DN3_SP0_c0.t1
OG0001373	jg25953	ESY3_g29690_DN3_SP2_c0.t1
OG0001374	jg30479	ESY5_g4060_DN3_SP0_c0.t1
OG0001375	jg30111	ESY5_g3028_DN3_SP5_c0.t1
OG0001375	jg3650	ESY2_g36675_DN3_SP8_c0.t1
OG0001376	jg25403	ESY3_g30309_DN3_SP0_c0.t1
OG0001376	jg33653	ESY2_g36233_DN2_SP0_c0.t1
OG0001377	jg25735	ESY3_g29907_DN2_SP0_c0.t1
OG0001377	jg25736	ESY1_g10881_DN2_SP0_c0.t1, ESY1_g10882_DN2_SP0_c0.t1, ESY9_g42593_DN2_SP0_c0.t1
OG0001378	jg32925	ESY2_g38005_DN3_SP4_c0.t1
OG0001378	jg25888	ESY3_g29755_DN3_SP6_c0.t1
OG0001379	jg26149	ESY3_g29311_DN3_SP6_c0.t1
OG0001379	jg33178	ESY2_g37469_DN3_SP0_c0.t1
OG0001380	jg33185	ESY2_g37459_DN3_SP7_c0.t1
OG0001382	jg16689	ESY8_g59671_DN3_SP4_c0.t1
OG0001382	jg8536	ESY4_g26623_DN3_SP0_c0.t1
OG0001384	jg16773, jg16781, jg16782	ESY8_g59598_DN3_SP0_c17.t1, ESY12_g51562_DN3_SP0_c17.t1
OG0001391	jg25181	ESY3_g30044_DN3_SP0_c25.t1, ESY3_g30047_DN3_SP0_c23.t1
OG0001392	jg8855	ESY4_g25502_DN3_SP7_c0.t1
OG0001392	jg27766	ESY11_g53872_DN3_SP0_c0.t1
OG0001393	jg27836	ESY11_g53959_DN3_SP0_c0.t1
OG0001393	jg8820	ESY4_g25419_DN3_SP1_c0.t1
OG0001394	jg31836	ESY26_g42305_DN1_SP0_c0.t1, ESY4_g26289_DN3_SP0_c0.t1
OG0001394	jg1434	ESY7_g16929_DN2_SP0_c0.t1
OG0001394	jg31834, jg31835	ESY16_g61790_DN3_SP0_c0.t1
OG0001395	jg9793	ESY16_g62500_DN3_SP7_c0.t1
OG0001396	jg21495, jg21488, jg21481, jg32662, jg21446, jg21450	ESY16_g62117_DN3_SP0_c0.t1
OG0001397	jg29412	ESY5_g3463_DN3_SP8_c0.t1
OG0001397	jg1099	ESY2_g34067_DN3_SP8_c2.t1
OG0001398	jg12937	ESY10_g14616_DN3_SP8_c0.t1
OG0001398	jg29983	ESY27_g13386_DN3_SP5_c0.t1
OG0001399	jg13077	ESY10_g14347_DN3_SP1_c15.t1
OG0001399	jg29913	ESY5_g2791_DN3_SP0_c9.t1
OG0001400	jg13235	ESY10_g14032_DN2_SP0_c0.t1
OG0001400	jg29788	ESY5_g2618_DN2_SP0_c0.t1
OG0001401	jg12560	ESY8_g60593_DN3_SP8_c0.t1
OG0001401	jg5346	ESY7_g17479_DN3_SP8_c0.t1
OG0001402	jg12539	ESY8_g60781_DN1_SP0_c0.t1
OG0001403	jg620	ESY2_g33605_DN2_SP0_c0.t1
OG0001404	jg672, jg29652	ESY5_g3764_DN3_SP0_c0.t1
OG0001405	jg4235, jg25006	ESY3_g31139_DN3_SP8_c7.t1
OG0001406	jg8538	ESY4_g26625_DN3_SP8_c0.t1
OG0001406	jg6576	ESY15_g64992_DN3_SP8_c0.t1
OG0001407	jg21996	ESY6_g47126_DN3_SP8_c0.t1
OG0001407	jg9640	ESY4_g23867_DN3_SP8_c0.t1
OG0001408	jg20791	ESY7_g18031_DN3_SP0_c0.t1
OG0001409	jg23344	ESY6_g49640_DN3_SP8_c0.t1
OG0001409	jg4714	ESY7_g17770_DN3_SP8_c17.t1
OG0001410	jg20387	ESY10_g14979_DN3_SP5_c0.t1
OG0001410	jg6349, jg10821	ESY9_g42519_DN3_SP7_c0.t1
OG0001411	jg10786, jg10787	ESY9_g42613_DN2_SP0_c32.t1
OG0001411	jg10788	ESY9_g42612_DN2_SP0_c35.t1
OG0001412	jg20601	ESY7_g16734_DN3_SP8_c0.t1
OG0001413	jg10361, jg10360	ESY12_g52052_DN3_SP0_c0.t1
OG0001415	jg18494	ESY1_g6128_DN2_SP0_c0.t1
OG0001415	jg31369	ESY3_g28720_DN2_SP0_c0.t1
OG0001416	jg18530, jg31482	ESY4_g23249_DN3_SP0_c0.t1
OG0001417	jg8655	ESY4_g26324_DN3_SP0_c0.t1
OG0001417	jg16842	ESY8_g59527_DN3_SP1_c0.t1
OG0001418	jg8389	ESY4_g26826_DN3_SP0_c0.t1
OG0001418	jg16574	ESY8_g59828_DN2_SP0_c0.t1
OG0001419	jg12424	ESY8_g60962_DN3_SP8_c0.t1
OG0001419	jg15600	ESY1_g10543_DN3_SP0_c0.t1
OG0001420	jg7727, jg7725	ESY7_g16335_DN3_SP8_c0.t1
OG0001420	jg10354	ESY9_g43685_DN3_SP6_c17.t1
OG0001421	jg11297	ESY22_g40738_DN3_SP0_c0.t1
OG0001422	jg24396	ESY3_g31828_DN3_SP8_c0.t1
OG0001422	jg6699	ESY10_g15672_DN3_SP8_c0.t1
OG0001423	jg19837	ESY12_g52026_DN3_SP8_c0.t1
OG0001423	jg16083	ESY1_g12020_DN3_SP8_c0.t1
OG0001424	jg4123, jg4124	ESY7_g19220_DN2_SP0_c0.t1, ESY7_g19219_DN3_SP0_c0.t1
OG0001424	jg4122	ESY7_g19221_DN3_SP0_c0.t1
OG0001425	jg13985	ESY1_g6908_DN3_SP2_c0.t1
OG0001425	jg5934	ESY6_g49176_DN3_SP0_c0.t1
OG0001426	jg2472, jg2473	ESY2_g34393_DN1_SP0_c0.t1
OG0001427	jg8127, jg28489	ESY5_g5479_DN3_SP3_c0.t1
OG0001428	jg28600	ESY5_g5289_DN3_SP3_c0.t1
OG0001428	jg7971	ESY20_g13244_DN3_SP0_c0.t1
OG0001429	jg7966	ESY20_g13266_DN3_SP7_c0.t1
OG0001429	jg16339	ESY1_g12496_DN3_SP0_c0.t1
OG0001430	jg20853	ESY20_g12890_DN3_SP0_c0.t1
OG0001431	jg28803	ESY5_g4938_DN3_SP7_c0.t1
OG0001431	jg18349	ESY20_g12716_DN3_SP8_c0.t1
OG0001432	jg28935	ESY5_g4749_DN3_SP0_c0.t1
OG0001432	jg15322, jg18222	ESY8_g58438_DN3_SP0_c0.t1
OG0001433	jg29005	ESY5_g4659_DN3_SP0_c0.t1
OG0001433	jg18143	ESY8_g58495_DN3_SP0_c0.t1
OG0001434	jg17926, jg4366	ESY7_g18817_DN3_SP5_c0.t1, ESY7_g18818_DN3_SP0_c0.t1
OG0001435	jg29134	ESY5_g4484_DN3_SP7_c0.t1
OG0001435	jg17845	ESY8_g58893_DN3_SP8_c0.t1
OG0001436	jg5604	ESY7_g17134_DN3_SP5_c0.t1, ESY7_g17133_DN3_SP0_c0.t1
OG0001436	jg24209	ESY3_g32261_DN3_SP0_c0.t1, ESY3_g32260_DN3_SP0_c0.t1
OG0001437	jg5628, jg32476	ESY7_g17104_DN3_SP8_c0.t1
OG0001437	jg24228	ESY3_g32219_DN3_SP8_c0.t1
OG0001438	jg6760	ESY10_g15716_DN3_SP0_c0.t1
OG0001438	jg24374	ESY3_g31921_DN3_SP0_c0.t1
OG0001439	jg3039	ESY2_g34901_DN3_SP4_c0.t1
OG0001439	jg30369	ESY5_g4200_DN3_SP8_c0.t1
OG0001440	jg30724	ESY5_g2404_DN3_SP8_c0.t1
OG0001441	jg2848	ESY2_g35768_DN3_SP5_c0.t1
OG0001441	jg30815	ESY5_g2276_DN3_SP0_c0.t1
OG0001442	jg2695	ESY2_g35607_DN1_SP0_c0.t1
OG0001442	jg30875	ESY5_g2131_DN3_SP0_c0.t1
OG0001443	jg31048, jg2568	ESY2_g35454_DN3_SP0_c0.t1
OG0001444	jg9917, jg9919, jg9918	ESY11_g54640_DN3_SP0_c0.t1, ESY11_g54795_DN2_SP0_c0.t1
OG0001445	jg29478, jg27607, jg27663, jg27593, jg29474, jg19426	ESY16_g62050_DN2_SP0_c0.t1
OG0001446	jg4639	ESY7_g18629_DN3_SP1_c0.t1
OG0001446	jg23055	ESY6_g49555_DN2_SP0_c0.t1, ESY6_g49553_DN3_SP0_c0.t1
OG0001447	jg2843, jg2842	ESY1_g12039_DN3_SP0_c34.t1
OG0001448	jg33668	ESY2_g36249_DN3_SP3_c0.t1
OG0001448	jg25380	ESY3_g30287_DN3_SP4_c0.t1
OG0001449	jg25443	ESY3_g30384_DN2_SP0_c21.t1
OG0001449	jg26701	ESY2_g33518_DN2_SP0_c38.t1
OG0001449	jg33612	ESY2_g36189_DN3_SP0_c16.t1
OG0001450	jg33611	ESY2_g36188_DN3_SP2_c14.t1
OG0001450	jg25444	ESY3_g30386_DN3_SP8_c20.t1
OG0001451	jg33505, jg25568	ESY3_g30574_DN2_SP0_c0.t1
OG0001452	jg33483	ESY2_g36991_DN3_SP1_c0.t1
OG0001452	jg25596	ESY3_g30589_DN3_SP7_c0.t1
OG0001453	jg33464	ESY2_g37027_DN3_SP7_c0.t1
OG0001453	jg25611	ESY3_g30608_DN3_SP8_c0.t1
OG0001454	jg25633	ESY3_g30644_DN3_SP0_c0.t1
OG0001454	jg33443	ESY2_g37052_DN3_SP6_c0.t1
OG0001455	jg25738	ESY3_g29905_DN3_SP0_c0.t1
OG0001455	jg25835	ESY2_g38551_DN3_SP4_c0.t1
OG0001456	jg33177	ESY2_g37470_DN3_SP0_c0.t1
OG0001457	jg26186	ESY3_g29243_DN3_SP0_c0.t1
OG0001457	jg33200	ESY2_g37428_DN3_SP0_c0.t1
OG0001459	jg30672, jg30671, jg30669, jg30673	ESY7_g17953_DN2_SP0_c0.t1, ESY7_g17954_DN3_SP0_c0.t1, ESY7_g17951_DN3_SP0_c0.t1
OG0001459	jg30664	ESY7_g17952_DN3_SP0_c0.t1, ESY7_g17950_DN2_SP0_c0.t1
OG0001461	jg12220, jg18383, jg18384	ESY20_g12762_DN3_SP0_c0.t1, ESY20_g12765_DN3_SP0_c0.t1, ESY1_g10855_DN3_SP0_c0.t1, ESY7_g17874_DN3_SP0_c0.t1, ESY20_g12761_DN2_SP0_c0.t1, ESY7_g17873_DN2_SP0_c0.t1
OG0001463	jg21955, jg19139, jg13759, jg18134	ESY1_g11751_DN3_SP0_c0.t1, ESY1_g11698_DN3_SP0_c0.t1, ESY1_g11700_DN3_SP0_c0.t1
OG0001464	jg9434	ESY4_g24434_DN1_SP8_c0.t1
OG0001464	jg28119	ESY11_g54595_DN2_SP8_c0.t1
OG0001465	jg28101	ESY11_g54513_DN3_SP8_c17.t1
OG0001465	jg9416	ESY4_g24478_DN3_SP8_c17.t1
OG0001466	jg9248	ESY4_g24922_DN3_SP6_c0.t1
OG0001466	jg16951	ESY8_g59414_DN3_SP2_c0.t1
OG0001467	jg7471	ESY18_g63697_DN3_SP0_c0.t1
OG0001468	jg8954, jg8953	ESY4_g25747_DN3_SP0_c0.t1
OG0001469	jg31794	ESY16_g61881_DN3_SP0_c0.t1
OG0001470	jg18703, jg10942	ESY16_g61530_DN3_SP0_c41.t1
OG0001471	jg887	ESY2_g33925_DN3_SP6_c0.t1, ESY2_g33924_DN3_SP6_c0.t1
OG0001471	jg29504	ESY5_g3573_DN3_SP0_c0.t1
OG0001472	jg29971	ESY5_g2858_DN3_SP8_c0.t1
OG0001472	jg12968	ESY10_g14587_DN3_SP8_c0.t1
OG0001473	jg13078	ESY10_g14346_DN3_SP8_c0.t1
OG0001473	jg29912	ESY5_g2790_DN3_SP3_c9.t1
OG0001474	jg32108, jg9856, jg9858, jg9857	ESY5_g3263_DN3_SP7_c0.t1, ESY5_g3262_DN3_SP0_c0.t1
OG0001475	jg29643	ESY5_g3755_DN3_SP5_c0.t1
OG0001475	jg686	ESY2_g33685_DN3_SP7_c0.t1
OG0001477	jg4550	ESY7_g18504_DN3_SP3_c0.t1
OG0001478	jg24896	ESY3_g30977_DN3_SP3_c0.t1
OG0001478	jg4037	ESY7_g19408_DN3_SP0_c0.t1
OG0001479	jg16081, jg25041	ESY1_g12018_DN3_SP8_c0.t1
OG0001480	jg9973, jg21739	ESY5_g4297_DN3_SP5_c0.t1
OG0001481	jg5135, jg26815, jg26816, jg26817	ESY7_g18418_DN3_SP0_c0.t1
OG0001482	jg4936	ESY7_g18130_DN3_SP8_c0.t1
OG0001482	jg6394	ESY6_g49982_DN3_SP8_c0.t1
OG0001483	jg6360	ESY6_g50016_DN3_SP0_c16.t1
OG0001483	jg4897	ESY7_g18069_DN3_SP0_c0.t1
OG0001484	jg6358	ESY6_g50020_DN3_SP0_c0.t1
OG0001485	jg4736	ESY7_g17806_DN3_SP8_c0.t1
OG0001485	jg23370	ESY6_g49613_DN3_SP8_c0.t1
OG0001486	jg4712	ESY7_g17768_DN3_SP0_c0.t1
OG0001486	jg23339, jg23342	ESY6_g49644_DN3_SP0_c0.t1
OG0001487	jg6158	ESY6_g50202_DN3_SP0_c0.t1
OG0001487	jg4667	ESY7_g18653_DN3_SP7_c0.t1
OG0001488	jg20341	ESY10_g14877_DN3_SP8_c0.t1
OG0001489	jg7683	ESY7_g16126_DN3_SP3_c0.t1
OG0001489	jg10309	ESY9_g43745_DN3_SP6_c0.t1
OG0001490	jg31442	ESY4_g23078_DN3_SP8_c43.t1
