Orthogroup	Arabidopsis_arenosa	Conringia_planisiliqua
OG0001574	jg8385	CP5_g97_DN3_SP5_c.t1
OG0001574	jg16568	CP16_g54779_DN3_SP8_c.t1
OG0001575	jg16546	CP16_g54759_DN3_SP6_c.t1
OG0001575	jg8365	CP5_g80_DN3_SP8_c.t1
OG0001578	jg18356	CP4_g25477_DN3_SP0_c.t1
OG0001579	jg20284	CP13_g19738_DN3_SP8_c.t1
OG0001579	jg10891	CP6_g7107_DN3_SP7_c.t1
OG0001581	jg16353	CP3_g13117_DN3_SP8_c.t1
OG0001581	jg20177	CP4_g23958_DN3_SP4_c.t1
OG0001582	jg16040	CP3_g13401_DN1_SP0_c.t1
OG0001583	jg19531	CP4_g24495_DN3_SP2_c.t1
OG0001583	jg15803	CP3_g13568_DN3_SP3_c.t1
OG0001585	jg15724, jg15657	CP3_g13625_DN3_SP8_c.t1
OG0001585	jg19435	CP4_g24571_DN3_SP8_c.t1
OG0001586	jg5813	CP8_g54381_DN3_SP1_c.t1
OG0001588	jg14469	CP3_g14721_DN3_SP8_c.t1
OG0001589	jg14683	CP3_g14511_DN3_SP8_c.t1
OG0001590	jg15480	CP3_g13808_DN3_SP8_c.t1
OG0001590	jg23596	CP2_g47717_DN3_SP8_c.t1
OG0001591	jg28603	CP1_g36778_DN3_SP2_c.t1
OG0001591	jg7969	CP11_g32059_DN3_SP8_c.t1
OG0001592	jg28636	CP1_g36744_DN3_SP0_c.t1
OG0001592	jg7872	CP11_g32009_DN3_SP0_c.t1, CP11_g32008_DN3_SP1_c.t1
OG0001593	jg18441	CP4_g25406_DN3_SP8_c.t1
OG0001593	jg28765	CP1_g36630_DN3_SP8_c.t1
OG0001594	jg28856	CP1_g36553_DN3_SP2_c.t1
OG0001594	jg18307, jg18308	CP4_g25514_DN3_SP0_c.t1
OG0001595	jg24156	CP10_g42318_DN3_SP2_c.t1
OG0001595	jg24155	CP10_g42317_DN3_SP2_c.t1, CP16_g54866_DN2_SP0_c.t1
OG0001596	jg5653	CP8_g54520_DN3_SP1_c.t1
OG0001596	jg24243	CP10_g42383_DN3_SP0_c.t1
OG0001597	jg24516	CP10_g42590_DN3_SP8_c.t1
OG0001598	jg5741	CP8_g54450_DN3_SP8_c.t1
OG0001599	jg21361	CP2_g48801_DN3_SP0_c.t1
OG0001600	jg18788	CP4_g25088_DN3_SP7_c.t1
OG0001600	jg10973	CP17_g5469_DN3_SP0_c.t1
OG0001601	jg30304	CP7_g45970_DN3_SP1_c.t1
OG0001602	jg30702	CP7_g45625_DN3_SP8_c.t1
OG0001602	jg3390	CP9_g29366_DN3_SP0_c.t1
OG0001603	jg2680	CP9_g28688_DN3_SP6_c.t1
OG0001603	jg30892	CP7_g45456_DN3_SP6_c.t1
OG0001604	jg30903	CP7_g45451_DN3_SP8_c.t1
OG0001604	jg2673	CP9_g28678_DN3_SP8_c.t1
OG0001605	jg30906	CP7_g45447_DN3_SP7_c.t1
OG0001605	jg2667	CP9_g28671_DN3_SP5_c.t1
OG0001606	jg16825	CP16_g55014_DN3_SP1_c.t1
OG0001606	jg16822	CP16_g55013_DN3_SP0_c.t1
OG0001607	jg29703	CP1_g37562_DN3_SP0_c.t1
OG0001607	jg593	CP2_g48973_DN3_SP0_c.t1
OG0001609	jg5758	CP8_g54431_DN3_SP8_c.t1
OG0001609	jg28641	CP1_g36742_DN3_SP8_c.t1
OG0001610	jg25001	CP10_g43026_DN3_SP0_c.t1, CP11_g33416_DN3_SP0_c.t1
OG0001611	jg3182	CP9_g29167_DN3_SP5_c.t1
OG0001611	jg3183, jg3184	CP9_g29168_DN3_SP0_c.t1
OG0001612	jg33746	CP7_g46418_DN3_SP7_c.t1
OG0001613	jg33513	CP7_g46229_DN3_SP1_c.t1
OG0001613	jg25564	CP10_g43500_DN2_SP8_c.t1
OG0001614	jg33283	CP1_g37985_DN3_SP0_c.t1
OG0001615	jg18228	CP12_g30749_DN2_SP0_c.t1
OG0001615	jg33279	CP1_g37988_DN2_SP0_c.t1
OG0001616	jg27886	CP10_g43790_DN2_SP0_c.t1
OG0001616	jg8796	CP5_g460_DN3_SP0_c.t1
OG0001618	jg33802	CP7_g46464_DN3_SP6_c.t1
OG0001618	jg25240	CP10_g43242_DN3_SP7_c.t1
OG0001619	jg15220	CP3_g14067_DN3_SP0_c.t1
OG0001619	jg18787	CP4_g25089_DN3_SP0_c.t1
OG0001621	jg22564	CP8_g52877_DN1_SP0_c.t1, CP22_g17719_DN1_SP0_c.t1
OG0001623	jg15639	CP7_g44779_DN3_SP0_c.t1
OG0001626	jg19589	CP1_g38004_DN3_SP0_c.t1
OG0001626	jg19588	CP9_g28301_DN2_SP0_c.t1
OG0001627	jg31263	CP7_g45147_DN3_SP0_c.t1
OG0001629	jg13218	CP13_g19451_DN3_SP8_c.t1
OG0001631	jg2351	CP9_g28363_DN2_SP0_c.t1
OG0001631	jg31215	CP7_g45192_DN3_SP0_c.t1
OG0001641	jg259	CP24_g47403_DN3_SP0_c.t1
OG0001642	jg27524	CP17_g5099_DN3_SP4_c.t1
OG0001642	jg8977	CP5_g627_DN3_SP8_c.t1
OG0001643	jg27755	CP10_g43912_DN3_SP8_c.t1
OG0001643	jg8861	CP5_g516_DN3_SP6_c.t1
OG0001644	jg909, jg29476	CP1_g37372_DN3_SP8_c.t1
OG0001645	jg13195	CP13_g19462_DN3_SP0_c.t1, CP13_g19465_DN3_SP0_c.t1, CP13_g19463_DN3_SP0_c.t1, CP2_g49183_DN3_SP0_c.t1
OG0001646	jg13328	CP13_g19369_DN3_SP4_c.t1
OG0001646	jg29759	CP1_g37602_DN2_SP2_c.t1
OG0001647	jg12709	CP19_g17945_DN3_SP8_c.t1
OG0001647	jg13419	CP13_g19294_DN3_SP8_c.t1
OG0001648	jg12696	CP5_g1334_DN3_SP8_c.t1
OG0001648	jg13455	CP13_g19280_DN3_SP8_c.t1
OG0001649	jg12561	CP5_g1479_DN2_SP8_c.t1
OG0001649	jg13666	CP13_g19160_DN2_SP8_c.t1
OG0001650	jg13850	CP2_g48857_DN3_SP8_c.t1
OG0001650	jg12451	CP5_g1588_DN3_SP8_c.t1
OG0001651	jg9827	CP19_g18012_DN3_SP8_c.t1
OG0001651	jg22545	CP8_g53657_DN3_SP8_c.t1
OG0001652	jg24847	CP10_g42888_DN3_SP8_c.t1
OG0001652	jg3927	CP11_g33676_DN3_SP1_c.t1
OG0001653	jg24907	CP10_g42941_DN3_SP8_c.t1
OG0001653	jg7143, jg7097	CP14_g23240_DN3_SP8_c.t1
OG0001655	jg4308	CP11_g33347_DN3_SP0_c.t1
OG0001655	jg25055	CP10_g43075_DN3_SP3_c.t1
OG0001656	jg25195	CP10_g43200_DN3_SP6_c.t1
OG0001656	jg5196	CP11_g32585_DN3_SP7_c.t1
OG0001657	jg9750	CP5_g1311_DN3_SP8_c.t1
OG0001657	jg22316	CP8_g53462_DN3_SP2_c.t1
OG0001658	jg22344	CP8_g53494_DN2_SP8_c.t1
OG0001659	jg4584	CP11_g33152_DN3_SP3_c.t1
OG0001660	jg10533	CP6_g6797_DN3_SP0_c.t1
OG0001660	jg20687	CP13_g20134_DN3_SP0_c.t1
OG0001661	jg10250	CP19_g18397_DN3_SP2_c.t1
OG0001662	jg10236	CP19_g18386_DN3_SP7_c.t1
OG0001662	jg7597	CP20_g4401_DN3_SP8_c.t1
OG0001663	jg7339	CP20_g4156_DN3_SP8_c.t1
OG0001663	jg30845	CP7_g45501_DN3_SP8_c.t1
OG0001664	jg18570	CP4_g25274_DN3_SP8_c.t1
OG0001664	jg31585	CP7_g44865_DN3_SP8_c.t1
OG0001665	jg18592	CP4_g25266_DN3_SP0_c.t1
OG0001666	jg8754	CP5_g426_DN3_SP7_c.t1
OG0001666	jg27908	CP10_g43756_DN3_SP8_c.t1
OG0001667	jg16783	CP16_g54977_DN1_SP0_c.t1
OG0001667	jg8606	CP5_g280_DN2_SP0_c.t1
OG0001668	jg8576	CP5_g252_DN3_SP8_c.t1
OG0001668	jg16752	CP16_g54937_DN3_SP7_c.t1
OG0001670	jg8359	CP5_g75_DN3_SP3_c.t1
OG0001670	jg16537	CP16_g54752_DN1_SP0_c.t1
OG0001671	jg7187	CP29_g22000_DN2_SP0_c.t1
OG0001672	jg31296	CP7_g45110_DN3_SP0_c.t1
OG0001672	jg4184	CP11_g33458_DN3_SP0_c.t1
OG0001673	jg26968	CP5_g2133_DN3_SP0_c.t1, CP12_g31066_DN3_SP0_c.t1
OG0001674	jg11360	CP6_g7544_DN3_SP5_c.t1
OG0001674	jg11359	CP6_g7538_DN3_SP8_c.t1
OG0001675	jg20106	CP4_g24022_DN2_SP8_c.t1
OG0001675	jg16280	CP3_g13178_DN3_SP8_c.t1
OG0001676	jg19812	CP4_g24271_DN3_SP1_c.t1
OG0001676	jg19811, jg19810	CP4_g24272_DN3_SP0_c.t1
OG0001677	jg15980	CP3_g13450_DN3_SP8_c.t1
OG0001677	jg19652	CP4_g24403_DN3_SP8_c.t1
OG0001678	jg15905	CP3_g13478_DN3_SP8_c.t1
OG0001678	jg19602	CP4_g24446_DN3_SP8_c.t1
OG0001679	jg15878	CP3_g13505_DN3_SP7_c.t1
OG0001679	jg19568	CP4_g24474_DN3_SP8_c.t1
OG0001681	jg23737	CP2_g47580_DN3_SP8_c.t1
OG0001681	jg14957	CP3_g14294_DN3_SP8_c.t1
OG0001682	jg7901	CP11_g31993_DN3_SP0_c.t1
OG0001682	jg28658	CP1_g36727_DN3_SP0_c.t1
OG0001683	jg20801	CP13_g20215_DN3_SP0_c.t1
OG0001684	jg20901	CP13_g20314_DN3_SP3_c.t1
OG0001684	jg28759	CP1_g36637_DN3_SP8_c.t1
OG0001685	jg28762	CP1_g36634_DN3_SP8_c.t1
OG0001685	jg20902	CP13_g20315_DN3_SP8_c.t1
OG0001686	jg18432	CP4_g25415_DN3_SP8_c.t1
OG0001686	jg28769	CP1_g36626_DN3_SP8_c.t1
OG0001687	jg28794	CP1_g36603_DN3_SP6_c.t1
OG0001687	jg18399	CP4_g25439_DN3_SP8_c.t1
OG0001688	jg28967	CP1_g36908_DN3_SP0_c.t1
OG0001688	jg18171	CP4_g25633_DN3_SP5_c.t1
OG0001689	jg29016	CP1_g36950_DN3_SP8_c.t1
OG0001689	jg18129	CP4_g25682_DN3_SP7_c.t1
OG0001690	jg18087	CP4_g25713_DN3_SP2_c.t1
OG0001690	jg29037	CP1_g36974_DN3_SP1_c.t1
OG0001691	jg29061	CP1_g36994_DN3_SP0_c.t1
OG0001691	jg18047	CP4_g25750_DN3_SP0_c.t1
OG0001694	jg5520	CP11_g32272_DN3_SP8_c.t1
OG0001694	jg24133	CP10_g42300_DN3_SP8_c.t1
OG0001695	jg24330	CP10_g42439_DN3_SP7_c.t1
OG0001696	jg6700	CP10_g42493_DN3_SP6_c.t1
OG0001696	jg6705	CP2_g48630_DN3_SP6_c.t1
OG0001697	jg24619	CP10_g42676_DN3_SP8_c.t1
OG0001697	jg21570	CP2_g48697_DN3_SP0_c.t1
OG0001698	jg19221	CP4_g24735_DN3_SP8_c.t1
OG0001698	jg15533	CP3_g13771_DN3_SP8_c.t1
OG0001699	jg15289	CP3_g13998_DN3_SP0_c.t1
OG0001699	jg18889	CP4_g24997_DN3_SP0_c.t1
OG0001700	jg3609	CP9_g29561_DN3_SP4_c.t1
OG0001701	jg30574, jg30564	CP7_g45727_DN3_SP8_c.t1
OG0001701	jg3273	CP9_g29258_DN3_SP8_c.t1
OG0001702	jg3365	CP9_g29343_DN1_SP0_c.t1
OG0001702	jg30685	CP7_g45640_DN3_SP0_c.t1
OG0001705	jg30884	CP7_g45462_DN2_SP0_c.t1
OG0001705	jg2686	CP9_g28693_DN2_SP0_c.t1
OG0001706	jg31262, jg31260	CP7_g45150_DN2_SP1_c.t1, CP7_g45148_DN2_SP7_c.t1
OG0001707	jg32351, jg32353, jg31529	CP7_g44909_DN3_SP8_c.t1
OG0001708	jg6554	CP2_g48539_DN3_SP0_c.t1
OG0001708	jg24517	CP10_g42591_DN3_SP3_c.t1
OG0001709	jg23250	CP2_g48017_DN3_SP3_c.t1
OG0001709	jg14613	CP3_g14577_DN3_SP5_c.t1
OG0001711	jg25721	CP12_g30008_DN2_SP0_c.t1
OG0001711	jg11107	CP6_g7297_DN2_SP0_c.t1
OG0001712	jg33083	CP1_g38145_DN3_SP0_c.t1
OG0001713	jg33111	CP1_g38119_DN3_SP3_c.t1
OG0001713	jg26095	CP6_g9626_DN2_SP0_c.t1, CP12_g30297_DN3_SP8_c.t1
OG0001714	jg26215	CP12_g30414_DN3_SP8_c.t1
OG0001714	jg33230	CP1_g38026_DN3_SP1_c.t1
OG0001715	jg26777	CP12_g30845_DN3_SP7_c.t1
OG0001715	jg26747	CP12_g30828_DN3_SP0_c.t1
OG0001717	jg13024	CP27_g41914_DN2_SP0_c.t1
OG0001718	jg14458, jg14455	CP3_g14731_DN2_SP0_c.t1
OG0001719	jg27674	CP9_g28669_DN3_SP0_c.t1
OG0001720	jg2923	CP15_g35175_DN3_SP0_c.t1, CP18_g11725_DN3_SP0_c.t1
OG0001721	jg29770	CP1_g37611_DN3_SP0_c.t1
OG0001725	jg5678, jg5677, jg5679, jg5675	CP8_g54503_DN3_SP0_c.t1
OG0001729	jg11183	CP6_g8309_DN3_SP0_c.t1, CP6_g7369_DN2_SP0_c.t1
OG0001730	jg9607	CP5_g1173_DN3_SP0_c.t1
OG0001731	jg9399	CP5_g993_DN3_SP8_c.t1
OG0001731	jg9400	CP5_g994_DN3_SP7_c.t1
OG0001732	jg9393	CP5_g985_DN3_SP0_c.t1
OG0001732	jg28079	CP10_g43623_DN2_SP0_c.t1
OG0001733	jg9354	CP5_g942_DN3_SP8_c.t1
OG0001733	jg16859	CP16_g55045_DN3_SP8_c.t1
OG0001734	jg9308	CP5_g906_DN3_SP8_c.t1, CP16_g54963_DN3_SP0_c.t1
OG0001734	jg16891	CP16_g55077_DN3_SP8_c.t1
OG0001735	jg27523	CP17_g5100_DN2_SP0_c.t1
OG0001735	jg8979	CP5_g628_DN3_SP0_c.t1
OG0001737	jg18619	CP4_g25240_DN3_SP8_c.t1
OG0001737	jg31699, jg31693	CP7_g44793_DN3_SP8_c.t1
OG0001738	jg18660	CP4_g25207_DN3_SP7_c.t1
OG0001739	jg1293	CP2_g49568_DN3_SP7_c.t1
OG0001740	jg1154	CP2_g49431_DN3_SP7_c.t1
OG0001740	jg29375	CP1_g37285_DN3_SP8_c.t1
OG0001741	jg29425	CP1_g37328_DN3_SP5_c.t1
OG0001741	jg1088	CP2_g49374_DN3_SP0_c.t1
OG0001742	jg958	CP2_g49269_DN3_SP0_c.t1, CP2_g49271_DN3_SP0_c.t1
OG0001742	jg26875	CP12_g30923_DN3_SP0_c.t1
OG0001743	jg29533	CP1_g37413_DN3_SP8_c.t1
OG0001743	jg842	CP2_g49155_DN3_SP8_c.t1
OG0001744	jg12725	CP19_g17931_DN3_SP0_c.t1
OG0001745	jg13489	CP13_g19261_DN3_SP8_c.t1
OG0001745	jg12672	CP5_g1356_DN3_SP4_c.t1
OG0001746	jg13620	CP13_g19189_DN3_SP0_c.t1, CP13_g19188_DN3_SP0_c.t1
OG0001747	jg13830	CP2_g48863_DN3_SP0_c.t1
OG0001748	jg12343	CP5_g1645_DN3_SP0_c.t1
OG0001748	jg2216	CP39_g21140_DN3_SP0_c.t1
OG0001749	jg403	CP13_g19088_DN3_SP0_c.t1
OG0001749	jg12823	CP19_g17845_DN2_SP1_c.t1
OG0001750	jg527, jg528	CP2_g48932_DN3_SP5_c.t1
OG0001751	jg25131	CP10_g43141_DN2_SP0_c.t1
OG0001751	jg4424	CP11_g33237_DN2_SP0_c.t1
OG0001754	jg21764	CP8_g52990_DN3_SP8_c.t1
OG0001755	jg9895	CP19_g18072_DN3_SP8_c.t1
OG0001755	jg21956	CP8_g53210_DN3_SP0_c.t1
OG0001756	jg22023, jg22016	CP8_g53247_DN3_SP0_c.t1
OG0001756	jg9657	CP5_g1217_DN3_SP0_c.t1
OG0001757	jg9789	CP19_g17976_DN3_SP8_c.t1
OG0001758	jg5804	CP8_g54389_DN3_SP8_c.t1
OG0001758	jg5092	CP11_g32682_DN3_SP8_c.t1
OG0001759	jg4640	CP11_g33092_DN3_SP0_c.t1
OG0001760	jg10856	CP6_g7072_DN3_SP3_c.t1
OG0001760	jg20339	CP13_g19781_DN3_SP4_c.t1
OG0001761	jg20492	CP13_g19927_DN3_SP0_c.t1
OG0001761	jg10727	CP6_g6947_DN3_SP0_c.t1
OG0001762	jg10692	CP6_g6911_DN3_SP8_c.t1
OG0001762	jg20517	CP13_g19950_DN3_SP8_c.t1
OG0001763	jg10574	CP6_g6832_DN3_SP7_c.t1
OG0001765	jg7484, jg7485, jg7486	CP20_g4321_DN1_SP0_c.t1, CP20_g4320_DN3_SP0_c.t1
OG0001766	jg7389	CP20_g4218_DN3_SP6_c.t1
OG0001767	jg2818	CP9_g28809_DN3_SP7_c.t1
OG0001767	jg32123	CP7_g44452_DN3_SP6_c.t1
OG0001768	jg18449	CP4_g25397_DN3_SP7_c.t1
OG0001769	jg27923	CP10_g43735_DN3_SP0_c.t1
OG0001769	jg8732	CP5_g407_DN3_SP0_c.t1
OG0001770	jg23627	CP2_g47684_DN3_SP0_c.t1
OG0001770	jg14851	CP3_g14385_DN3_SP0_c.t1
OG0001771	jg16709	CP16_g54912_DN3_SP0_c.t1
OG0001771	jg8552	CP5_g230_DN2_SP0_c.t1
OG0001772	jg8321	CP5_g41_DN2_SP8_c.t1
OG0001773	jg21940	CP8_g53199_DN3_SP7_c.t1
OG0001773	jg18537	CP4_g25307_DN3_SP3_c.t1
OG0001774	jg7134, jg7104, jg7129	CP7_g45116_DN3_SP0_c.t1
OG0001775	jg10341	CP19_g18473_DN3_SP8_c.t1
OG0001775	jg7711	CP11_g31857_DN3_SP8_c.t1
OG0001776	jg20578	CP13_g20019_DN3_SP0_c.t1
OG0001776	jg20583	CP13_g20022_DN1_SP0_c.t1
OG0001777	jg8040	CP11_g32123_DN3_SP3_c.t1
OG0001777	jg12651	CP5_g1378_DN3_SP6_c.t1
OG0001778	jg20181	CP4_g23956_DN3_SP8_c.t1
OG0001778	jg16350	CP3_g13119_DN3_SP8_c.t1
OG0001779	jg16336	CP3_g13133_DN3_SP0_c.t1
OG0001779	jg20171	CP4_g23964_DN3_SP0_c.t1
OG0001780	jg19876	CP4_g24222_DN3_SP8_c.t1
OG0001780	jg16114	CP3_g13334_DN3_SP8_c.t1
OG0001781	jg16066	CP3_g13382_DN3_SP8_c.t1
OG0001781	jg19785	CP4_g24295_DN3_SP8_c.t1
OG0001782	jg15945	CP3_g13467_DN3_SP8_c.t1
OG0001782	jg19626	CP4_g24425_DN3_SP8_c.t1
OG0001784	jg23636	CP2_g47675_DN3_SP8_c.t1
OG0001784	jg14854	CP3_g14382_DN3_SP8_c.t1
OG0001785	jg8204	CP8_g54642_DN3_SP7_c.t1
OG0001785	jg28459	CP1_g36455_DN3_SP8_c.t1
OG0001786	jg28481	CP1_g36475_DN3_SP0_c.t1
OG0001786	jg8122	CP8_g54584_DN3_SP1_c.t1
OG0001787	jg8041	CP11_g32124_DN3_SP5_c.t1
OG0001787	jg28546	CP1_g36541_DN3_SP0_c.t1
OG0001788	jg8003	CP11_g32096_DN3_SP0_c.t1
OG0001788	jg28575	CP1_g36803_DN3_SP0_c.t1
OG0001790	jg18198	CP4_g25612_DN3_SP6_c.t1
OG0001790	jg28955	CP1_g36897_DN3_SP5_c.t1
OG0001791	jg18147	CP4_g25664_DN3_SP8_c.t1
OG0001792	jg18058	CP4_g25742_DN3_SP8_c.t1
OG0001793	jg29072	CP1_g37002_DN3_SP8_c.t1
OG0001793	jg18033	CP4_g25765_DN3_SP7_c.t1
OG0001794	jg17945	CP4_g25812_DN3_SP6_c.t1
OG0001795	jg5432	CP11_g32366_DN3_SP7_c.t1
OG0001796	jg24147	CP10_g42310_DN3_SP0_c.t1
OG0001796	jg5545	CP11_g32256_DN3_SP0_c.t1
OG0001797	jg5594	CP11_g32211_DN3_SP0_c.t1
OG0001797	jg24200	CP21_g11035_DN2_SP0_c.t1, CP4_g25872_DN2_SP0_c.t1, CP10_g42347_DN3_SP0_c.t1
OG0001799	jg6645	CP2_g48597_DN3_SP2_c.t1
OG0001799	jg24526	CP10_g42599_DN3_SP8_c.t1
OG0001800	jg24575	CP10_g42642_DN3_SP8_c.t1
OG0001800	jg5709	CP8_g54477_DN3_SP8_c.t1
OG0001801	jg21465	CP2_g48739_DN3_SP7_c.t1
OG0001801	jg24652	CP10_g42706_DN3_SP7_c.t1
OG0001802	jg2160, jg2136	CP9_g28205_DN3_SP2_c.t1, CP9_g28203_DN3_SP0_c.t1, CP9_g28204_DN3_SP0_c.t1
OG0001803	jg18776	CP4_g25098_DN3_SP8_c.t1
OG0001803	jg15217	CP3_g14070_DN3_SP8_c.t1
OG0001804	jg3657	CP9_g29604_DN2_SP0_c.t1
OG0001804	jg30106	CP7_g46122_DN2_SP0_c.t1
OG0001805	jg3571	CP9_g29524_DN3_SP0_c.t1
OG0001805	jg30190	CP7_g46064_DN3_SP3_c.t1
OG0001806	jg2868	CP9_g28869_DN3_SP7_c.t1
OG0001806	jg30254	CP7_g46016_DN3_SP8_c.t1
OG0001807	jg18709	CP4_g25163_DN1_SP1_c.t1
OG0001807	jg30478	CP7_g45806_DN2_SP0_c.t1
OG0001808	jg3264	CP9_g29252_DN3_SP0_c.t1
OG0001808	jg30558	CP7_g45731_DN3_SP0_c.t1
OG0001809	jg2617	CP9_g28616_DN1_SP0_c.t1
OG0001809	jg30992	CP7_g45372_DN3_SP0_c.t1
OG0001810	jg31096	CP7_g45295_DN3_SP0_c.t1
OG0001810	jg2511	CP9_g28523_DN3_SP0_c.t1
OG0001811	jg2378	CP9_g28390_DN3_SP1_c.t1
OG0001811	jg31195	CP7_g45210_DN3_SP0_c.t1
OG0001812	jg2362	CP9_g28378_DN3_SP8_c.t1
OG0001812	jg31208	CP7_g45200_DN3_SP8_c.t1
OG0001815	jg5710	CP8_g54476_DN3_SP1_c.t1
OG0001816	jg24409	CP10_g42501_DN3_SP0_c.t1
OG0001817	jg4317	CP11_g33341_DN3_SP6_c.t1
OG0001817	jg25066	CP10_g43084_DN3_SP1_c.t1
OG0001818	jg14777	CP3_g14435_DN3_SP8_c.t1
OG0001818	jg6307	CP2_g48369_DN3_SP8_c.t1
OG0001819	jg23746	CP2_g47569_DN3_SP0_c.t1
OG0001819	jg14968	CP3_g14284_DN3_SP2_c.t1
OG0001820	jg14703	CP3_g14498_DN3_SP8_c.t1
OG0001821	jg33428	CP1_g37883_DN3_SP0_c.t1
OG0001821	jg25638	CP12_g29946_DN1_SP0_c.t1
OG0001822	jg26325, jg26326	CP12_g30494_DN3_SP0_c.t1
OG0001823	jg28249	CP12_g29865_DN3_SP8_c.t1
OG0001824	jg18912	CP4_g24979_DN3_SP7_c.t1
OG0001824	jg15306	CP3_g13986_DN3_SP8_c.t1
OG0001825	jg19217	CP4_g24740_DN2_SP2_c.t1
OG0001825	jg15517	CP3_g13782_DN3_SP1_c.t1
OG0001826	jg15645, jg15715	CP3_g13677_DN3_SP8_c.t1
OG0001826	jg19390	CP4_g24606_DN3_SP8_c.t1
OG0001827	jg15686	CP3_g13652_DN3_SP0_c.t1, CP3_g13651_DN3_SP0_c.t1, CP3_g13653_DN3_SP0_c.t1
OG0001827	jg15687	CP3_g13650_DN3_SP1_c.t1
OG0001828	jg19816	CP4_g24268_DN3_SP4_c.t1
OG0001828	jg16074	CP3_g13372_DN3_SP8_c.t1
OG0001833	jg9237	CP5_g837_DN3_SP0_c.t1
OG0001833	jg9080	CP5_g1949_DN3_SP0_c.t1
OG0001833	jg9238	CP5_g838_DN3_SP0_c.t1
OG0001835	jg30542	CP7_g45750_DN2_SP0_c.t1
OG0001836	jg699	CP2_g49056_DN3_SP1_c.t1
OG0001837	jg15231	CP11_g33390_DN3_SP0_c.t1
OG0001838	jg10873	CP6_g7086_DN3_SP3_c.t1, CP6_g7087_DN3_SP1_c.t1
OG0001839	jg6233, jg17587, jg6230	CP4_g25965_DN3_SP0_c.t1, CP11_g33672_DN3_SP0_c.t1
OG0001839	jg33539	CP6_g7568_DN3_SP0_c.t1
OG0001840	jg14864, jg14868, jg20566	CP2_g50591_DN1_SP0_c.t1, CP2_g50604_DN1_SP0_c.t1, CP2_g50381_DN1_SP0_c.t1, CP2_g49721_DN1_SP0_c.t1, CP2_g49737_DN1_SP0_c.t1, CP2_g50606_DN1_SP0_c.t1
OG0001844	jg9511	CP5_g1074_DN3_SP0_c.t1
OG0001844	jg28173	CP10_g43545_DN3_SP0_c.t1
OG0001845	jg9370	CP5_g956_DN3_SP3_c.t1
OG0001846	jg27834	CP10_g43839_DN3_SP8_c.t1
OG0001846	jg8821	CP5_g483_DN3_SP8_c.t1
OG0001847	jg10938	CP6_g7158_DN3_SP1_c.t1
OG0001848	jg1009	CP2_g49335_DN3_SP6_c.t1
OG0001848	jg29436	CP1_g37337_DN3_SP7_c.t1
OG0001850	jg13411	CP13_g19302_DN3_SP0_c.t1
OG0001851	jg12684	CP5_g1348_DN3_SP8_c.t1
OG0001851	jg13473	CP13_g19267_DN3_SP8_c.t1
OG0001852	jg12535	CP5_g1522_DN3_SP2_c.t1
OG0001852	jg13709	CP13_g19140_DN3_SP1_c.t1
OG0001854	jg2015, jg2048	CP9_g28104_DN2_SP1_c.t1, CP9_g28096_DN3_SP0_c.t1
OG0001855	jg1915	CP9_g27789_DN3_SP3_c.t1
OG0001855	jg10523, jg10530, jg10518	CP6_g6794_DN3_SP4_c.t1
OG0001856	jg678	CP2_g49035_DN2_SP0_c.t1
OG0001856	jg29646	CP1_g37512_DN3_SP0_c.t1
OG0001857	jg9848	CP19_g18030_DN3_SP8_c.t1
OG0001858	jg4164	CP11_g33475_DN3_SP7_c.t1
OG0001858	jg24964	CP10_g42989_DN3_SP7_c.t1
OG0001859	jg24993	CP10_g43017_DN3_SP8_c.t1
OG0001859	jg4202	CP11_g33439_DN3_SP8_c.t1
OG0001860	jg4318	CP11_g33340_DN3_SP7_c.t1
OG0001860	jg25067	CP10_g43085_DN3_SP8_c.t1
OG0001862	jg4435, jg4456	CP11_g33247_DN3_SP1_c.t1
OG0001862	jg25140	CP10_g43148_DN3_SP0_c.t1
OG0001863	jg9945	CP19_g18122_DN3_SP7_c.t1
OG0001863	jg21819	CP8_g53051_DN3_SP0_c.t1
OG0001864	jg9727	CP5_g1286_DN3_SP6_c.t1
OG0001865	jg22291	CP8_g53435_DN3_SP8_c.t1
OG0001865	jg9734	CP5_g1291_DN3_SP8_c.t1
OG0001866	jg22313	CP8_g53457_DN3_SP8_c.t1
OG0001866	jg9748	CP5_g1308_DN3_SP8_c.t1
OG0001867	jg9878, jg9879	CP19_g18058_DN3_SP0_c.t1
OG0001868	jg5812	CP8_g54382_DN3_SP6_c.t1
OG0001868	jg5050	CP11_g32722_DN3_SP3_c.t1
OG0001869	jg23575	CP2_g47732_DN3_SP8_c.t1
OG0001869	jg4883	CP11_g32872_DN3_SP8_c.t1
OG0001870	jg23551	CP2_g47756_DN3_SP0_c.t1
OG0001870	jg4872	CP11_g32886_DN3_SP0_c.t1
OG0001871	jg23530	CP2_g47777_DN3_SP0_c.t1
OG0001871	jg4828	CP11_g32925_DN3_SP0_c.t1
OG0001872	jg23483	CP2_g47821_DN3_SP7_c.t1
OG0001873	jg4769	CP11_g32974_DN3_SP0_c.t1
OG0001873	jg4768	CP20_g4340_DN2_SP0_c.t1
