Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI
OG0000258	jg13315	XP_020881297.1
OG0000258	jg13316	XP_002876960.2
OG0000258	jg13318	XP_002876961.1, XP_002876962.1
OG0000258	jg13319	XP_002876963.1
OG0000258	jg22623	XP_002866197.1
OG0000258	jg13321	XP_020882087.1
OG0000258	jg13320	XP_002876964.1
OG0000260	jg17810	XP_020884912.1
OG0000260	jg7405	XP_020877252.1
OG0000260	jg732	XP_020865845.1
OG0000260	jg14255	XP_020881126.1
OG0000260	jg31434	XP_020866652.1
OG0000264	jg7788	XP_020876490.1
OG0000264	jg7791	XP_020876419.1
OG0000264	jg7787	XP_002872741.1
OG0000264	jg7793	XP_020876482.1
OG0000264	jg7885, jg7884	XP_020876452.1
OG0000264	jg7931	XP_020877213.1, XP_020876461.1
OG0000264	jg7886	XP_020876462.1
OG0000264	jg7893	XP_020876466.1
OG0000265	jg5787	XP_020879047.1
OG0000265	jg10834	XP_020875872.1, XP_020884755.1
OG0000266	jg16158	XP_020880330.1
OG0000266	jg16157	XP_020880329.1
OG0000266	jg15562, jg15586	XP_020880890.1
OG0000266	jg15559	XP_020882437.1, XP_020882443.1
OG0000266	jg16268	XP_020880843.1
OG0000266	jg15778	XP_020881706.1
OG0000266	jg15782, jg15779	XP_020882675.1, XP_020881705.1
OG0000267	jg17980	XP_020884986.1
OG0000267	jg18002	XP_020885024.1
OG0000267	jg17981	XP_020885006.1
OG0000267	jg17978	XP_002879220.1
OG0000267	jg18001	XP_020883121.1
OG0000267	jg17979, jg17999	XP_020885184.1
OG0000267	jg30474	XP_020869806.1
OG0000267	jg16584	XP_020882989.1
OG0000268	jg13018	XP_020879860.1
OG0000268	jg716	XP_020891047.1
OG0000268	jg3910	XP_002870939.2
OG0000268	jg15354	XP_002877959.1
OG0000269	jg11991	XP_002887885.2
OG0000270	jg30517	XP_020867393.1
OG0000271	jg7768, jg1884	XP_020876838.1
OG0000271	jg7797	XP_020876399.1
OG0000273	jg32635	XP_002891297.2
OG0000273	jg32948	XP_002894125.1
OG0000273	jg32949	XP_020866874.1
OG0000274	jg22908	XP_002864649.1
OG0000274	jg14405	XP_020881938.1
OG0000274	jg14407	XP_002877465.1
OG0000274	jg33561	XP_020867206.1
OG0000274	jg1015	XP_002888167.1
OG0000274	jg17967	XP_020883555.1
OG0000275	jg13712	XP_002877153.1
OG0000275	jg26398	XP_020889498.1
OG0000275	jg26400	XP_002883331.1
OG0000275	jg26395	XP_020886120.1
OG0000276	jg11540	XP_020877153.1
OG0000276	jg6371	XP_002874234.1
OG0000276	jg18125	XP_002881131.2
OG0000276	jg18123	XP_002881129.1
OG0000277	jg11135	XP_020874808.1
OG0000277	jg11136, jg11137	XP_002870222.1
OG0000278	jg22742	XP_020871462.1
OG0000278	jg22743	XP_020871126.1
OG0000281	jg33130	XP_002891549.1
OG0000281	jg33131	XP_020866716.1
OG0000281	jg1284	XP_002894688.2
OG0000281	jg13278	XP_002875296.2
OG0000282	jg4604	XP_020877613.1
OG0000282	jg4594	XP_020876205.1
OG0000282	jg4597	XP_002873315.1
OG0000282	jg4596	XP_002873314.1
OG0000282	jg4598	XP_002873316.1
OG0000282	jg4599	XP_020876208.1
OG0000284	jg6565	XP_020879188.1
OG0000284	jg11645, jg21432	XP_020871231.1
OG0000285	jg32156	XP_002878830.2, XP_020890798.1
OG0000285	jg32318	XP_020886260.1
OG0000286	jg22121	XP_020867313.1, XP_002865985.2
OG0000286	jg22118	XP_020884976.1
OG0000286	jg22086	XP_020871769.1
OG0000286	jg22103, jg22105	XP_020878059.1, XP_020884928.1
OG0000286	jg22116, jg22112, jg22104, jg22110	XP_020871560.1
OG0000286	jg22111, jg22092	XP_020884921.1
OG0000286	jg22090	XP_020872284.1
OG0000286	jg22101	XP_020865980.1
OG0000287	jg26271	XP_020886036.1
OG0000287	jg26270, jg26269	XP_020886743.1
OG0000287	jg26276	XP_020871918.1
OG0000287	jg26273	XP_020871911.1
OG0000287	jg26272	XP_020886261.1
OG0000287	jg26278	XP_020886039.1
OG0000288	jg31005	XP_002893341.1
OG0000288	jg2458, jg25667	XP_020886472.1
OG0000288	jg13147	XP_020882129.1
OG0000288	jg25139	XP_020888272.1
OG0000288	jg24919	XP_020887303.1
OG0000288	jg24918	XP_002884761.1
OG0000288	jg24602	XP_020886567.1
OG0000288	jg22013	XP_020871053.1
OG0000288	jg14842	XP_002875998.2
OG0000288	jg12408	XP_020875051.1
OG0000288	jg12409	XP_020875199.1
OG0000290	jg25996	XP_002885269.2
OG0000290	jg23546	XP_002864952.1
OG0000290	jg12611	XP_002870726.2
OG0000290	jg12549	XP_020872955.1
OG0000293	jg16745	XP_020881894.1
OG0000293	jg17742, jg16229, jg17720, jg33715	XP_020876173.1, XP_020881921.1
OG0000293	jg8476, jg7941, jg7460	XP_020884729.1
OG0000294	jg25844	XP_020889164.1
OG0000294	jg18827	XP_002881476.1
OG0000294	jg28558, jg8055	XP_020867795.1
OG0000295	jg25486	XP_020886572.1
OG0000295	jg25482, jg25485, jg25483	XP_020886571.1
OG0000296	jg28105	XP_020889468.1, XP_020888012.1
OG0000296	jg2205	XP_020865723.1, XP_020877183.1
OG0000296	jg31240	XP_020868439.1
OG0000296	jg15723, jg15658	XP_002878138.2
OG0000296	jg19164	XP_020883752.1, XP_002862453.1
OG0000297	jg8679	XP_020875559.1
OG0000297	jg22984	XP_002864686.1
OG0000297	jg21254, jg21265, jg26115	XP_020889053.1
OG0000298	jg4413	XP_020889898.1, XP_020889899.1
OG0000298	jg10613	XP_002867928.1
OG0000298	jg27999	XP_002886167.1
OG0000299	jg11189	XP_002865585.1
OG0000299	jg13745	XP_002875500.1
OG0000299	jg3528	XP_020865762.1
OG0000299	jg3526	XP_002862856.2
OG0000299	jg574	XP_002894539.1, XP_020867812.1
OG0000299	jg33778	XP_020867799.1
OG0000300	jg27048	XP_002883688.1
OG0000300	jg27072	XP_020888721.1
OG0000300	jg27071	XP_020888706.1
OG0000300	jg27067	XP_002883696.1, XP_020886867.1
OG0000300	jg27057	XP_002883695.1
OG0000301	jg1040	XP_020883108.1, XP_020872622.1, XP_020877172.1
OG0000301	jg31936	XP_020886446.1
OG0000301	jg18105	XP_020868906.1, XP_020876112.1
OG0000301	jg20960, jg32961, jg25811	XP_020886556.1, XP_020885910.1
OG0000304	jg20632, jg20630	XP_020871068.1
OG0000304	jg20635	XP_020879319.1, XP_002865311.2
OG0000304	jg20633	XP_002865312.2
OG0000304	jg20628	XP_020880901.1
OG0000304	jg17236	XP_020885653.1
OG0000308	jg2926	XP_020890260.1
OG0000308	jg30285	XP_020868339.1
OG0000308	jg2919	XP_020865749.1
OG0000309	jg11828	XP_020876947.1
OG0000310	jg22857, jg22859	XP_002866323.1
OG0000310	jg22951	XP_002862953.1, XP_002864667.1
OG0000310	jg22963	XP_002866375.1
OG0000311	jg5485	XP_020877332.1
OG0000311	jg25896	XP_020889182.1
OG0000311	jg12214	XP_002870545.1
OG0000311	jg2061	XP_020891044.1
OG0000313	jg32966	XP_020869736.1
OG0000313	jg16776	XP_020883140.1
OG0000314	jg28796	XP_002892239.1
OG0000314	jg28797	XP_002889523.1
OG0000314	jg18340	XP_020884955.1
OG0000314	jg18397	XP_020883981.1
OG0000316	jg24355	XP_020886529.1
OG0000316	jg19320, jg19314	XP_002881726.1, XP_002879874.1
OG0000316	jg19325, jg12453	XP_002881728.1
OG0000319	jg22981	XP_020870838.1, XP_002889674.1, XP_002864684.1, XP_020870839.1
OG0000320	jg13861	XP_020871384.1
OG0000321	jg12172	XP_020875511.1
OG0000321	jg12224	XP_002870549.2
OG0000321	jg10987, jg10984	XP_020873117.1
OG0000321	jg12174	XP_020875512.1
OG0000321	jg12175	XP_020875510.1
OG0000321	jg12188	XP_002870533.1
OG0000321	jg12186	XP_002870532.1
OG0000322	jg3516	XP_002889191.1
OG0000322	jg30239	XP_002890206.2
OG0000322	jg19279	XP_020885575.1
OG0000322	jg7268	XP_020884760.1, XP_002874576.1
OG0000322	jg32496	XP_002893940.1
OG0000323	jg9679	XP_020875469.1
OG0000324	jg17280, jg1038, jg1037, jg17281, jg1836, jg6895, jg1045, jg1568, jg11725, jg300, jg7168, jg6903, jg6876, jg1838	XP_020876120.1
OG0000324	jg12948, jg10768	XP_020890803.1
OG0000324	jg10773, jg21200, jg32082, jg16953, jg32309, jg6957	XP_002885850.1
OG0000325	jg17653, jg27101, jg16718, jg13947	XP_002891227.2
OG0000325	jg1971	XP_020881802.1
OG0000325	jg1972	XP_020875171.1
OG0000325	jg17116, jg27205	XP_020869654.1
OG0000325	jg32262, jg27204, jg1954	XP_020883142.1
OG0000327	jg30941	XP_020870142.1
OG0000327	jg13626	XP_002877115.2, XP_020880743.1
OG0000328	jg11299	XP_002870302.1
OG0000328	jg12449	XP_002870810.1
OG0000328	jg12448	XP_002870811.1
OG0000328	jg12436	XP_002870812.1
OG0000328	jg12435	XP_002870813.1
OG0000329	jg19826	XP_020884774.1
OG0000330	jg16034	XP_020879727.1
OG0000330	jg16059	XP_020882480.1
OG0000331	jg32361, jg11759	XP_020866138.1, XP_020877109.1, XP_020877113.1, XP_020866267.1, XP_020871234.1
OG0000331	jg1612	XP_020867984.1, XP_020877180.1, XP_020874111.1, XP_020890796.1, XP_020884643.1
OG0000331	jg27196	XP_020890797.1
OG0000331	jg32317	XP_002883616.1, XP_002894619.2
OG0000331	jg21410	XP_002880818.2
OG0000331	jg11762	XP_020866266.1, XP_020866240.1, XP_020866152.1, XP_020877110.1, XP_020865718.1
OG0000331	jg16962	XP_020866261.1, XP_020887718.1, XP_002872341.2
OG0000331	jg11472, jg11622, jg27114	XP_020877154.1
OG0000332	jg1712	XP_002886753.1
OG0000332	jg33133, jg33127	XP_020866713.1
OG0000334	jg15317	XP_002877942.1
OG0000334	jg18934	XP_020882973.1
OG0000334	jg7974	XP_002872839.1
OG0000334	jg7975	XP_002872840.1
OG0000334	jg7976	XP_020876136.1
OG0000335	jg31317	XP_020870420.1
OG0000335	jg28831	XP_020868018.1
OG0000335	jg10939	XP_002868101.1
OG0000335	jg32824	XP_020866818.1, XP_020866817.1
OG0000335	jg25082	XP_020888216.1
OG0000335	jg26786	XP_002885658.1
OG0000335	jg31321	XP_020870970.1
OG0000336	jg2931	XP_002887460.1
OG0000336	jg2932	XP_002887461.1
OG0000336	jg30287	XP_002890238.1
OG0000336	jg2930	XP_002887457.1
OG0000338	jg29339	XP_020868200.1
OG0000338	jg1313, jg1242	XP_002886727.1, XP_020870323.1
OG0000339	jg28458	XP_020869191.1
OG0000339	jg10163	XP_020873658.1
OG0000339	jg8201	XP_002872953.1
OG0000339	jg19995	XP_020885426.1
OG0000339	jg16199	XP_020881574.1
OG0000340	jg2171	XP_002888546.1
OG0000340	jg19687	XP_002880050.1
OG0000340	jg19688	XP_020883601.1
OG0000340	jg32784	XP_002894052.1
OG0000340	jg19689	XP_002880052.1
OG0000342	jg12817, jg17734	XP_020883783.1
OG0000342	jg12804, jg12810	XP_020872249.1
OG0000342	jg12779	XP_020874890.1
OG0000342	jg12711	XP_002870667.2, XP_002870666.2
OG0000342	jg12778	XP_020872799.1
OG0000343	jg15509	XP_020881804.1
OG0000343	jg1608, jg21146	XP_020874122.1
OG0000343	jg12089	XP_020882722.1
OG0000343	jg6900, jg27384, jg11889	XP_020886473.1, XP_020875648.1, XP_020878635.1, XP_020872665.1
OG0000343	jg1606	XP_020877150.1, XP_020872930.1, XP_020874083.1, XP_020877151.1, XP_020884709.1, XP_020871388.1, XP_020875677.1, XP_020887771.1
OG0000343	jg27317	XP_020875797.1, XP_020873078.1
OG0000343	jg12081	XP_020883537.1
OG0000343	jg11888	XP_020873115.1
OG0000343	jg21326	XP_020887934.1, XP_020887949.1, XP_020886474.1, XP_020884445.1
OG0000344	jg6493	XP_020877847.1, XP_020876157.1
OG0000344	jg21371	XP_020880400.1
OG0000345	jg29720	XP_020869507.1
OG0000345	jg29716	XP_002889953.1
OG0000345	jg29717	XP_020869323.1
OG0000346	jg22123	XP_020884916.1
OG0000346	jg22124	XP_020884904.1
OG0000346	jg22085	XP_020871340.1, XP_020878716.1
OG0000346	jg22087, jg22094	XP_020871336.1, XP_020872310.1
OG0000346	jg27041	XP_020886929.1, XP_002862372.2
OG0000346	jg6471	XP_020877848.1
OG0000346	jg22093, jg22108	XP_020871183.1
OG0000346	jg22084	XP_020878710.1
OG0000346	jg22106	XP_020878066.1
OG0000347	jg27595	XP_020887803.1
OG0000347	jg26743	XP_020889440.1
OG0000347	jg27016	XP_020886138.1
OG0000347	jg12750, jg19271	XP_020885147.1
OG0000347	jg17533	XP_002880843.1
OG0000348	jg6911, jg20347	XP_020891714.1
OG0000348	jg6794	XP_020875272.1
OG0000349	jg8767	XP_002869064.1
OG0000349	jg1986	XP_020889681.1
OG0000349	jg1993, jg1995, jg1992, jg1988	XP_020891555.1
OG0000349	jg1991, jg1994, jg1987	XP_020891770.1
OG0000349	jg27902	XP_020887339.1
OG0000349	jg25535	XP_020886301.1
OG0000349	jg1228	XP_020889579.1
OG0000349	jg17263	XP_020883186.1
OG0000349	jg13237	XP_020882202.1
OG0000349	jg32599	XP_020870051.1
OG0000350	jg31508	XP_020867533.1
OG0000350	jg31515	XP_020867532.1
OG0000351	jg25463	XP_002885048.2
OG0000351	jg32033, jg6347, jg32027	XP_020866111.1
OG0000351	jg12225	XP_002870550.1
OG0000351	jg23093, jg25467	XP_020886617.1
OG0000352	jg30216	XP_002890193.1
OG0000352	jg911	XP_002886594.2
OG0000352	jg964	XP_002888145.1
OG0000352	jg968, jg811, jg963	XP_020891477.1
OG0000352	jg3720	XP_020889876.1
OG0000355	jg11230	XP_002868232.2
OG0000355	jg3052	XP_002887520.1
OG0000355	jg3682	XP_020891167.1
OG0000355	jg2266	XP_002887118.1
OG0000355	jg2265	XP_002887117.1
OG0000356	jg6712	XP_002874408.2
OG0000356	jg6600	XP_002872250.1
OG0000356	jg6710	XP_002874407.2
OG0000358	jg28744	XP_002892204.1
OG0000358	jg4767	XP_002873407.1
OG0000358	jg20849	XP_020868529.1, XP_002865409.1
OG0000358	jg4766	XP_020877760.1
OG0000358	jg4765	XP_002873405.1
OG0000359	jg31532, jg31533	XP_002890838.2, XP_002893588.2
OG0000359	jg18544	XP_020883007.1
OG0000359	jg18545	XP_002879498.1
OG0000360	jg23699	XP_002865045.1
OG0000360	jg23698	XP_020885507.1
OG0000360	jg23697	XP_020885516.1
OG0000361	jg25100	XP_002882734.1
OG0000361	jg4188	XP_020879386.1
OG0000362	jg30100	XP_020867230.1
OG0000362	jg2564, jg2563	XP_020890540.1
OG0000362	jg27680	XP_020888758.1, XP_020886043.1
OG0000363	jg14011	XP_020889854.1
OG0000363	jg7107, jg7126, jg7131	XP_020874199.1
OG0000368	jg8600	XP_002866955.2
OG0000368	jg8601	XP_020874750.1
OG0000368	jg2119	XP_002888509.2, XP_020865922.1
OG0000369	jg19181	XP_002881664.1
OG0000370	jg30223	XP_002890198.2
OG0000370	jg30222	XP_020870155.1
OG0000370	jg9938	XP_020873586.1
OG0000370	jg9939	XP_020873585.1
OG0000371	jg31101	XP_002890652.1
OG0000371	jg20131	XP_002880288.1
OG0000371	jg28645	XP_020870312.1
OG0000371	jg29567	XP_020866052.1
OG0000372	jg9737	XP_002869578.2
OG0000372	jg9736, jg9735	XP_002869577.1, XP_020873778.1
OG0000374	jg33303, jg33298, jg33305, jg33297, jg33302, jg33300, jg33301, jg33299, jg33306, jg33304	XP_002891641.1, XP_002891287.1
OG0000374	jg33307	XP_020869402.1
OG0000377	jg915	XP_020890102.1
OG0000377	jg916	XP_020890101.1
OG0000377	jg921	XP_020890095.1
OG0000377	jg918	XP_002886599.1
OG0000378	jg12392, jg6729, jg7062	XP_020888610.1
OG0000380	jg443	XP_020867010.1
OG0000380	jg537	XP_020890701.1
OG0000381	jg28569	XP_020869149.1
OG0000381	jg1652	XP_020869459.1
OG0000381	jg28151, jg28153	XP_002883980.2
OG0000381	jg29046	XP_020867217.1
OG0000381	jg28835	XP_002889550.2
OG0000381	jg28979	XP_020868842.1
OG0000381	jg31827, jg15319	XP_002893663.2
OG0000381	jg8185	XP_020875900.1
OG0000382	jg16322	XP_002876677.1
OG0000382	jg28568	XP_002889409.1
OG0000382	jg8018	XP_002874941.1
OG0000382	jg1426	XP_020868304.1
OG0000382	jg29276	XP_020867895.1
OG0000383	jg31387	XP_020869499.1
OG0000383	jg31388	XP_020868242.1
OG0000383	jg31780	XP_002891138.1
OG0000383	jg17641	XP_020885420.1
OG0000383	jg31386	XP_020868889.1
OG0000384	jg31322	XP_020870971.1
OG0000384	jg33475	XP_020870422.1
OG0000384	jg33476	XP_020867734.1
OG0000386	jg15260	XP_002876198.1
OG0000386	jg14140	XP_002877328.1
OG0000386	jg13305	XP_002875312.1
OG0000386	jg13304	XP_002876953.1
OG0000386	jg15261	XP_002876199.1
OG0000386	jg15262	XP_020881893.1
OG0000387	jg18888	XP_002879667.1, XP_020882907.1
OG0000387	jg19656	XP_020885660.1
OG0000387	jg10836	XP_002868038.2
OG0000387	jg19678	XP_020884979.1
OG0000387	jg19658	XP_002881894.2
OG0000387	jg19682	XP_002880046.2
OG0000389	jg15868	XP_002878218.1
OG0000389	jg1359	XP_002891988.1
OG0000389	jg15858	XP_002878213.1
OG0000390	jg6196	XP_002872057.1
OG0000390	jg22210	XP_002864312.1
OG0000390	jg30557	XP_020870195.1
OG0000390	jg27023	XP_002885786.1
OG0000390	jg25857	XP_002885216.1
OG0000391	jg30802	XP_020869226.1
OG0000391	jg30796	XP_002893219.1
OG0000391	jg30801	XP_002893223.1
OG0000391	jg30800	XP_020870867.1
OG0000392	jg14891	XP_020880973.1
OG0000392	jg14890	XP_002876020.1
OG0000392	jg12312	XP_002870866.1
OG0000392	jg12313	XP_020874849.1
OG0000392	jg14893	XP_020879684.1
OG0000393	jg16938	XP_020884394.1
OG0000393	jg25856	XP_020889163.1
OG0000393	jg26804	XP_020889176.1
OG0000393	jg25826	XP_020889158.1
OG0000396	jg13894	XP_020879781.1
OG0000396	jg13602	XP_020881129.1
OG0000396	jg13605, jg13608	XP_020881240.1
OG0000396	jg13609	XP_002877104.2
OG0000398	jg25354	XP_002882837.2
OG0000398	jg25353	XP_002882836.2
OG0000398	jg21510	XP_020890494.1
OG0000398	jg33681	XP_002894496.1
OG0000399	jg16044	XP_002878305.1
OG0000400	jg13594	XP_002877094.1, XP_002877095.1
OG0000400	jg21499, jg21484	XP_002863942.1, XP_002863075.1
OG0000400	jg21493	XP_002863941.1
OG0000400	jg14665, jg13595	XP_020880367.1
OG0000401	jg28077	XP_020871477.1
OG0000401	jg31893	XP_020866446.1
OG0000401	jg15546, jg13486	XP_020872734.1, XP_002877052.1
OG0000401	jg21853	XP_020890816.1
OG0000401	jg15634, jg15635	XP_020881468.1
OG0000403	jg978	XP_020891776.1
OG0000403	jg974	XP_002886627.2
OG0000403	jg991	XP_002888152.1
OG0000403	jg972	XP_020891528.1
OG0000403	jg971	XP_020865633.1
OG0000403	jg973	XP_002886624.1
OG0000404	jg18747	XP_002879596.1
OG0000404	jg25103	XP_020888327.1
OG0000404	jg15180	XP_002876158.1
OG0000406	jg5527	XP_002873801.1
OG0000406	jg5528	XP_002873802.1
OG0000406	jg5529	XP_002873803.1
OG0000406	jg12288, jg12293, jg12284	XP_020875444.1
OG0000406	jg24137	XP_020888940.1, XP_002884357.1
OG0000407	jg7548	XP_020875769.1
OG0000407	jg5391	XP_020879531.1
OG0000407	jg5390	XP_020876591.1
OG0000407	jg31107	XP_020869571.1
OG0000407	jg5315	XP_020879520.1
OG0000408	jg16967	XP_020885753.1
OG0000408	jg16973	XP_020883519.1
OG0000408	jg16975	XP_002880608.1
OG0000408	jg16971	XP_020885762.1
OG0000408	jg16970	XP_020885757.1
OG0000409	jg27776	XP_002893048.1
OG0000409	jg17226	XP_020872474.1
OG0000409	jg9479	XP_020872469.1
OG0000410	jg806	XP_020890057.1
OG0000410	jg814	XP_020890047.1
OG0000410	jg805, jg807	XP_020890048.1
OG0000410	jg816	XP_002886541.2
OG0000410	jg815	XP_020890049.1
OG0000410	jg826	XP_020890052.1
OG0000410	jg821	XP_020890044.1
OG0000411	jg731	XP_020891025.1
OG0000411	jg27082	XP_002885799.1
OG0000411	jg10342	XP_002869850.1
OG0000412	jg22288	XP_002864349.1
OG0000412	jg9732	XP_002867518.1
OG0000412	jg26230	XP_002883264.1
OG0000412	jg33249	XP_020869715.1
OG0000413	jg25335	XP_020886129.1
OG0000413	jg22533	XP_002864463.1
OG0000414	jg31120	XP_002890663.1
OG0000414	jg31118	XP_020868574.1
OG0000414	jg31122	XP_020868575.1
OG0000414	jg31119	XP_020868576.1
OG0000414	jg31117	XP_002890659.1
OG0000414	jg10496, jg10495	XP_020874932.1
OG0000415	jg5048	XP_020879290.1
OG0000415	jg6651	XP_002874367.1
OG0000415	jg19571	XP_002879993.1
OG0000416	jg18234, jg18250	XP_002881192.1, XP_002879346.1
OG0000416	jg16969	XP_020883517.1
OG0000417	jg26720, jg26719	XP_002883509.2, XP_002883512.2
OG0000417	jg26718	XP_002883510.1
OG0000417	jg30053	XP_002890118.2
OG0000417	jg7721, jg7722	XP_020877197.1
OG0000417	jg7726	XP_020877198.1
OG0000417	jg7304	XP_002872466.1
OG0000419	jg21485	XP_002863939.2
OG0000419	jg21492	XP_002863940.1
OG0000419	jg21498, jg21491	XP_002863072.1
OG0000419	jg28254	XP_020886976.1
OG0000419	jg21489, jg21482, jg21496	XP_020874991.1
OG0000420	jg9474	XP_020875262.1
OG0000420	jg9478	XP_020875256.1
OG0000420	jg9481	XP_020872037.1
OG0000420	jg28285	XP_020887580.1
OG0000421	jg12475	XP_002868745.2
OG0000421	jg12477, jg12476	XP_002868743.1
OG0000421	jg12332	XP_002868798.2
OG0000421	jg12479	XP_002868738.1
OG0000421	jg12478	XP_020872982.1
OG0000422	jg29314	XP_020870169.1
OG0000422	jg29316	XP_002889755.1
OG0000423	jg2908	XP_002888890.1
OG0000423	jg25396	XP_002884997.1
OG0000424	jg7841	XP_020876381.1
OG0000424	jg7840	XP_020876447.1
OG0000424	jg11332	XP_020874082.1
OG0000424	jg11331	XP_020875313.1
OG0000424	jg11334	XP_002870317.2
OG0000425	jg33495, jg33493	XP_002894415.1
OG0000425	jg11554	XP_002863256.2
OG0000425	jg13203, jg13205	XP_002876914.1
OG0000425	jg13204, jg13202	XP_002876909.2
OG0000425	jg32794	XP_002894058.2
OG0000425	jg25151	XP_002882760.2
OG0000427	jg3545	XP_002889204.1
OG0000427	jg18471, jg13731	XP_002875493.1
OG0000427	jg18472	XP_002879467.2
OG0000429	jg6415	XP_002874255.1
OG0000429	jg9154	XP_002869276.1
OG0000429	jg17131	XP_002878859.1
OG0000430	jg27751	XP_002884009.1
OG0000430	jg26661	XP_002883469.1
OG0000430	jg16516	XP_020885496.1
OG0000430	jg8342	XP_020874403.1
OG0000431	jg1153	XP_002888218.1
OG0000431	jg29378	XP_020870476.1
OG0000431	jg29377	XP_002889784.1
OG0000432	jg21967	XP_020879107.1
OG0000432	jg9794	XP_002869603.1
OG0000432	jg22448	XP_020871919.1
OG0000432	jg22447	XP_020871160.1
OG0000433	jg21925	XP_002865907.1
OG0000433	jg1283	XP_002894690.1
OG0000435	jg30401	XP_020866607.1
OG0000435	jg30400	XP_020869582.1
OG0000435	jg30403	XP_002893014.1
OG0000435	jg25301	XP_020886267.1
OG0000436	jg9831	XP_020873821.1
OG0000436	jg22554	XP_020871534.1
OG0000436	jg28169	XP_002886024.1
OG0000437	jg32010	XP_020866347.1
OG0000437	jg32012, jg32014	XP_002891052.1
OG0000437	jg32008	XP_002891050.1
OG0000437	jg17396	XP_002880782.1
OG0000439	jg28950	XP_002889582.2
OG0000439	jg15993	XP_002876506.1
OG0000439	jg18200	XP_002881172.1
OG0000440	jg18749	XP_002881428.1
OG0000440	jg5580	XP_002873831.1
OG0000440	jg24181	XP_002884376.1
OG0000440	jg24183	XP_002884378.1
OG0000441	jg25701	XP_020889114.1
OG0000441	jg25697	XP_020889202.1
OG0000441	jg25696	XP_020889200.1
OG0000441	jg25698	XP_002883007.1
OG0000441	jg25700	XP_020889199.1
OG0000441	jg25699	XP_020889194.1
OG0000442	jg8354	XP_020875191.1
OG0000442	jg16617, jg16614	XP_002880408.1
OG0000442	jg16615	XP_020883410.1
OG0000442	jg16612	XP_020885262.1
OG0000442	jg28309	XP_020885954.1
OG0000443	jg2864	XP_002887426.1, XP_002887427.2
OG0000446	jg23206	XP_002864799.1
OG0000446	jg13074	XP_020879966.1
OG0000447	jg25527	XP_020887450.1
OG0000447	jg23026	XP_002864709.1
OG0000447	jg18497	XP_002881315.1
OG0000447	jg31384	XP_002893535.1
OG0000448	jg20366	XP_002863380.1
OG0000448	jg20367	XP_002863381.1
OG0000448	jg20368	XP_002863382.1
OG0000448	jg20365	XP_002863379.1
OG0000449	jg14381	XP_020880864.1
OG0000449	jg22929	XP_002864657.2
OG0000449	jg14380	XP_020880865.1
OG0000449	jg22927, jg22928	XP_002864656.1
OG0000450	jg1796, jg1235	XP_020869456.1
OG0000450	jg12316, jg2904	XP_020868293.1
OG0000450	jg2096	XP_020887666.1
OG0000450	jg1849	XP_020866033.1, XP_020885742.1, XP_020877211.1
OG0000450	jg11745, jg1287	XP_020885044.1, XP_020886197.1
OG0000452	jg21310	XP_020869179.1
OG0000452	jg9382	XP_002867356.1
OG0000452	jg9383	XP_020875370.1
OG0000452	jg1872	XP_020889704.1, XP_020865687.1
OG0000453	jg33046	XP_020866836.1
OG0000454	jg21978	XP_020866651.1
OG0000454	jg21979	XP_002864192.1
OG0000454	jg21980	XP_020866670.1
OG0000455	jg17607	XP_002890466.1
OG0000456	jg27650, jg4447	XP_002886202.1
OG0000456	jg4448	XP_002873270.2
OG0000456	jg11913	XP_020874116.1
OG0000456	jg11408	XP_020874089.1
OG0000456	jg11521	XP_020876331.1
OG0000457	jg5458, jg5460	XP_020879487.1
OG0000457	jg5083	XP_020878648.1
OG0000457	jg22059	XP_002864239.1
OG0000457	jg12580	XP_020872944.1
OG0000458	jg22014	XP_002864207.1
OG0000458	jg22012	XP_020871056.1
OG0000458	jg22010	XP_002864204.1
OG0000458	jg17636	XP_002880906.1
OG0000459	jg10462	XP_020872173.1
OG0000459	jg10471, jg26914	XP_020872034.1
OG0000459	jg10468	XP_002869911.1
OG0000460	jg990	XP_020890146.1
OG0000460	jg976	XP_020890731.1
OG0000460	jg5486	XP_002873785.1
OG0000460	jg10331	XP_020872570.1
OG0000460	jg32699	XP_020869855.1
OG0000461	jg18932	XP_002881545.2
OG0000461	jg28396	XP_020866566.1
OG0000461	jg28395	XP_002892018.2
OG0000462	jg12377	XP_020875485.1
OG0000463	jg14457	XP_020879738.1
OG0000463	jg14450	XP_002877501.1
OG0000463	jg14453	XP_020880212.1
OG0000466	jg4077	XP_002871030.1
OG0000466	jg2479	XP_020865786.1
OG0000467	jg15897, jg10715, jg19591, jg20504	XP_020875079.1, XP_002863455.1, XP_020880610.1
OG0000468	jg15405	XP_002877995.1
OG0000468	jg18363	XP_002881246.1
OG0000468	jg19076	XP_020884576.1
OG0000471	jg31419	XP_002893548.1
OG0000471	jg31418	XP_002893547.1
OG0000471	jg31424	XP_020869685.1
OG0000472	jg12627	XP_020874381.1
OG0000472	jg12626	XP_002868665.1
OG0000473	jg20150	XP_020883079.1
OG0000474	jg6224	XP_002874145.1
OG0000474	jg14718	XP_002877637.1
OG0000474	jg9330	XP_020872123.1
OG0000474	jg16878	XP_002880547.1
OG0000475	jg561	XP_002886425.1
OG0000475	jg560	XP_020891488.1
OG0000475	jg562	XP_002886426.2
