Orthogroup	Arabidopsis_arenosa	Noccaea_praecox
OG0001708	jg6554	Np001G014100
OG0001708	jg24517	Np007G417890
OG0001709	jg23250	Np001G006800
OG0001709	jg14613	Np001G048040
OG0001710	jg30675	Np004G234170, Np005G309780
OG0001710	jg3355	Np002G075650
OG0001711	jg25721	Np007G391300
OG0001711	jg11107	Np005G302040
OG0001712	jg33083	Np004G198010
OG0001712	jg26051	Np007G395800
OG0001713	jg33111	Np004G197330
OG0001713	jg26095	Np007G396480
OG0001714	jg26215	Np001G028130
OG0001714	jg33230	Np004G196200
OG0001715	jg26777	Np007G387240
OG0001715	jg26775	Np007G387210, Np007G387180
OG0001715	jg26747	Np007G386910
OG0001719	jg27672	Np007G377490
OG0001720	jg26366, jg12071	Np002G111950
OG0001720	jg2923	Np001G060340
OG0001721	jg29770	Np004G244330, Np004G244310, Np004G244300
OG0001721	jg13380, jg29768	Np004G244340, Np004G230590
OG0001722	jg22498	Np003G157880, Np003G157910
OG0001724	jg18135	Np006G353960, Np006G346860, Np006G353980, Np006G353970, Np006G346850
OG0001724	jg17114	Np003G174870, Np003G174950
OG0001724	jg18133	Np006G346910
OG0001725	jg5678, jg5677, jg5679, jg5675	Np003G145860
OG0001727	jg12264, jg12275, jg31435	Np003G155820
OG0001728	jg6809, jg6562, jg6814, jg31787, jg31785, jg31786	Np001G014170
OG0001730	jg9607	Np005G276620
OG0001731	jg9399	Np005G274190
OG0001731	jg9400	Np005G274200
OG0001732	jg9393	Np005G274050
OG0001732	jg28079	Np007G373910
OG0001733	jg9354	Np005G273130
OG0001733	jg16859	Np006G366520
OG0001734	jg9308	Np005G272630
OG0001734	jg16891	Np006G366270
OG0001735	jg27523	Np007G378900
OG0001735	jg8979	Np005G264090
OG0001736	jg8810	Np005G266320
OG0001736	jg27861	Np007G376030
OG0001737	jg18619	Np006G341000
OG0001737	jg31699, jg31693	Np004G215060
OG0001738	jg18660	Np004G205290
OG0001739	jg1293	Np002G112490
OG0001739	jg29333	Np004G249470
OG0001740	jg1154	Np002G113530
OG0001740	jg29375	Np004G248910
OG0001741	jg29425	Np004G248420
OG0001741	jg1088	Np002G114540
OG0001742	jg26876	Np007G387990
OG0001742	jg958	Np002G116050
OG0001742	jg26875	Np007G389910, Np007G387960
OG0001743	jg29533	Np004G247400
OG0001743	jg842	Np002G117760
OG0001744	jg12725	Np005G318770
OG0001745	jg13489	Np001G020820
OG0001745	jg12672	Np005G317950
OG0001746	jg13620	Np001G019800
OG0001746	jg12607	Np005G316500
OG0001747	jg13830	Np001G018630
OG0001748	jg12343	Np005G313360
OG0001748	jg2216	Np002G093470
OG0001749	jg403	Np002G124090
OG0001749	jg12823	Np005G320020
OG0001750	jg527, jg528	Np002G122580
OG0001751	jg25131	Np007G409920
OG0001751	jg4424	Np003G132010
OG0001753	jg25182	Np007G409140
OG0001753	jg4520	Np003G132650
OG0001754	jg21764	Np003G170310
OG0001755	jg9895	Np005G280280
OG0001755	jg21956	Np003G165340
OG0001756	jg22023, jg22016	Np003G164750
OG0001756	jg9657	Np005G277180
OG0001757	jg9789	Np005G278990
OG0001758	jg5804	Np003G147410
OG0001758	jg5092	Np003G139500
OG0001759	jg4640	Np003G134160
OG0001759	jg23052, jg23053	Np001G009600
OG0001760	jg10856	Np005G294470
OG0001760	jg20339	Np001G033190
OG0001761	jg20492	Np001G036280
OG0001761	jg10727	Np005G291310
OG0001762	jg10692	Np005G290520
OG0001762	jg20517	Np001G036940
OG0001763	jg10574	Np005G288850
OG0001764	jg7691	Np003G183210
OG0001764	jg10326	Np005G285830
OG0001765	jg7484, jg7485, jg7486	Np003G180200, Np003G180190, Np003G180240, Np003G180250
OG0001766	jg7389	Np003G178390
OG0001767	jg2818	Np002G083260
OG0001767	jg32123	Np004G208830
OG0001768	jg18449	Np006G344920, Np009G432460
OG0001769	jg27923	Np007G375260
OG0001769	jg8732	Np005G267600
OG0001770	jg23627	Np005G269590
OG0001770	jg14851	Np001G051030
OG0001771	jg16709	Np006G368340
OG0001772	jg8321	Np005G260420
OG0001773	jg21940	Np003G165860
OG0001773	jg18537	Np006G342470
OG0001774	jg7134, jg7104, jg7129	Np004G210480
OG0001775	jg10341	Np005G286190
OG0001775	jg7711	Np003G183540
OG0001777	jg8040	Np003G187250
OG0001777	jg12651	Np005G317550
OG0001778	jg20181	Np006G321000
OG0001778	jg16350	Np001G069230
OG0001779	jg16336	Np001G069100
OG0001779	jg20171	Np006G321100
OG0001780	jg19876	Np006G324820
OG0001780	jg16114	Np001G066310
OG0001781	jg16066	Np001G065490
OG0001781	jg19785	Np006G325770
OG0001782	jg15945	Np001G064300
OG0001782	jg19626	Np006G327600
OG0001784	jg23636	Np001G002190
OG0001784	jg14854	Np001G051070
OG0001785	jg8204	Np003G189380
OG0001785	jg28459	Np004G259160
OG0001786	jg28481	Np004G258870
OG0001786	jg8122	Np003G188530
OG0001787	jg8041	Np003G187300
OG0001787	jg28546	Np004G258080
OG0001788	jg8003	Np003G186980
OG0001788	jg28575	Np004G257760
OG0001790	jg18198	Np006G355090
OG0001790	jg28955	Np004G253680
OG0001791	jg18147	Np006G354120, Np006G348870
OG0001792	jg18058	Np006G352460
OG0001793	jg29072	Np004G252370
OG0001793	jg18033	Np006G352110
OG0001794	jg29095	Np004G252130
OG0001794	jg17945	Np006G360570
OG0001796	jg24147	Np007G422580
OG0001796	jg5545	Np003G144360
OG0001797	jg5594	Np003G144950
OG0001797	jg24200	Np007G421990
OG0001798	jg6536	Np001G013890
OG0001798	jg24525	Np007G417790
OG0001799	jg6645	Np001G014900
OG0001799	jg24526	Np007G417780
OG0001800	jg24575	Np007G417190
OG0001800	jg5709	Np003G146440
OG0001801	jg21465	Np001G017020
OG0001801	jg24652	Np007G416170
OG0001802	jg2160, jg2136	Np002G094350
OG0001803	jg18776	Np006G339150
OG0001803	jg15217	Np001G055180
OG0001804	jg3657	Np002G071700
OG0001804	jg30106	Np004G240080
OG0001805	jg3571	Np002G072880
OG0001805	jg30190	Np004G239360
OG0001806	jg2868	Np002G082600
OG0001806	jg30254	Np004G238870
OG0001807	jg18709	Np006G340010
OG0001807	jg30478	Np004G236050
OG0001808	jg3264	Np002G076980
OG0001808	jg30558	Np004G235180
OG0001809	jg2617	Np002G085830
OG0001809	jg30992	Np004G228720
OG0001810	jg31096	Np004G225970
OG0001810	jg2511	Np002G087270
OG0001811	jg2378	Np002G089830
OG0001811	jg31195	Np004G209420
OG0001812	jg31208	Np004G209570
OG0001814	jg16582	Np006G370070
OG0001814	jg8396	Np005G261330
OG0001815	jg5710	Np003G146450
OG0001816	jg24409	Np007G419310
OG0001816	jg6671	Np001G015210
OG0001817	jg4317	Np003G130610
OG0001817	jg25066	Np007G410730, Np007G410690
OG0001818	jg14777	Np001G050340
OG0001818	jg6307	Np001G011780
OG0001819	jg23746	Np001G000730
OG0001819	jg14968	Np001G052540
OG0001820	jg14703	Np001G049440
OG0001821	jg33428	Np004G194440
OG0001821	jg25638	Np007G390210
OG0001822	jg26325, jg26326	Np007G381380
OG0001822	jg33363, jg33365	Np004G195050
OG0001823	jg28249	Np007G372170, Np002G121170
OG0001824	jg18912	Np006G337060
OG0001824	jg15306	Np001G056550
OG0001825	jg19217	Np006G332940
OG0001825	jg15517	Np001G059530, Np001G050230
OG0001826	jg15645, jg15715	Np001G061240
OG0001826	jg19390	Np006G330620
OG0001827	jg15686	Np001G061480
OG0001827	jg15687	Np001G061470
OG0001828	jg19816	Np006G325480
OG0001828	jg16074	Np001G065640
OG0001829	jg21012	Np001G020750
OG0001830	jg15867, jg15870	Np001G063270
OG0001831	jg20277, jg20279	Np003G184110, Np006G322680, Np006G322700, Np006G322690
OG0001832	jg18685, jg18681, jg18683, jg17348	Np006G340330, Np006G357990
OG0001833	jg9237	Np005G271580
OG0001833	jg9239	Np004G204250
OG0001834	jg30069	Np004G240510
OG0001835	jg30542	Np004G235360
OG0001836	jg699	Np002G119710
OG0001837	jg4255	Np003G129760
OG0001837	jg4256	Np003G129830, Np006G348610
OG0001838	jg10873	Np005G294830, Np005G294880
OG0001839	jg6233, jg17587, jg6230	Np003G126140
OG0001840	jg14868	Np001G051220
OG0001844	jg9511	Np005G275330
OG0001844	jg28173	Np007G372860, Np001G036480
OG0001845	jg9370	Np005G273290
OG0001846	jg27834	Np007G376270
OG0001846	jg8821	Np005G266100
OG0001847	jg10938	Np005G298220
OG0001847	jg10940	Np005G298250
OG0001848	jg1009	Np002G115130
OG0001848	jg29436	Np004G248290
OG0001849	jg829	Np002G117920
OG0001850	jg13411	Np001G021550, Np001G021450
OG0001851	jg12684	Np005G318090
OG0001851	jg13473	Np001G020880
OG0001852	jg12535	Np005G315730
OG0001852	jg13709	Np001G019170
OG0001854	jg2015, jg2048	Np002G097050
OG0001855	jg1915	Np002G098370
OG0001855	jg10523, jg10530, jg10518	Np005G288360
OG0001856	jg678	Np002G119990
OG0001856	jg29646	Np004G245860
OG0001857	jg9848	Np005G279740
OG0001857	jg22592	Np003G156570
OG0001858	jg4164	Np003G128660
OG0001858	jg24964	Np007G412020
OG0001859	jg24993	Np007G411690
OG0001859	jg4202	Np003G129150
OG0001860	jg4318	Np003G130620
OG0001860	jg25067	Np007G410660
OG0001861	jg25079	Np007G410540
OG0001861	jg4338	Np003G130970
OG0001862	jg4435, jg4456	Np003G132130
OG0001862	jg25140	Np007G409780
OG0001863	jg9945	Np005G281050
OG0001864	jg9727	Np005G278250
OG0001865	jg22291	Np003G163370
OG0001865	jg9734	Np005G278380
OG0001866	jg22313	Np003G160970
OG0001866	jg9748	Np005G278560
OG0001867	jg9878, jg9879	Np005G280140
OG0001868	jg5812	Np003G147520
OG0001868	jg5050	Np003G138960
OG0001869	jg23575	Np001G002860
OG0001869	jg4883	Np003G136860
OG0001870	jg23551	Np001G003110
OG0001870	jg4872	Np003G136760
OG0001871	jg23530	Np001G003380
OG0001871	jg4828	Np003G136290
OG0001872	jg23483	Np001G004040
OG0001872	jg4810	Np003G136150
OG0001873	jg4769	Np003G135740
OG0001874	jg4729	Np003G135240
OG0001875	jg4666	Np003G134370
OG0001875	jg6147	Np001G010090
OG0001876	jg23044	Np001G009710
OG0001876	jg4642	Np003G134180
OG0001877	jg4582	Np003G133350
OG0001878	jg10871	Np005G294730
OG0001878	jg20314	Np005G303940
OG0001879	jg10816	Np005G292990, Np005G292970
OG0001879	jg20394	Np001G034480
OG0001880	jg10784, jg10783, jg10785	Np005G292190, Np005G292180
OG0001881	jg10474	Np005G287190, Np005G287230, Np005G287260
OG0001882	jg7761	Np003G184040
OG0001882	jg10406	Np005G286870
OG0001883	jg7738	Np003G183770
OG0001883	jg10378	Np005G286420
OG0001884	jg30007	Np004G241190
OG0001884	jg1013	Np001G054300
OG0001885	jg31968	Np004G206090
OG0001885	jg7390	Np003G178400
OG0001886	jg32230	Np004G204560
OG0001886	jg7258	Np003G176930, Np003G176850
OG0001887	jg7149, jg7096	Np003G175610
OG0001887	jg32330	Np004G204940
OG0001888	jg31428, jg18515	Np004G211960
OG0001889	jg27993	Np007G374640
OG0001889	jg8680	Np005G268230
OG0001890	jg8533, jg8534	Np005G262640
OG0001891	jg9863	Np005G279920
OG0001891	jg29470	Np004G247970
OG0001892	jg20932	Np001G041790
OG0001892	jg31295	Np004G210540
OG0001893	jg7399	Np003G178560
OG0001894	jg19228	Np006G332750
OG0001894	jg7688	Np003G183190
OG0001895	jg13762	Np005G307710
OG0001896	jg9641	Np005G307740
OG0001896	jg24697	Np007G415460
OG0001897	jg26652	Np007G385590
OG0001898	jg26514	Np007G383600
OG0001898	jg11277	Np005G304280
OG0001899	jg26430	Np007G389020, Np007G382610
OG0001900	jg14995	Np005G286890
OG0001900	jg12821	Np005G320000
OG0001901	jg20195	Np004G199670
OG0001901	jg16337	Np001G069110
OG0001902	jg16279	Np001G068300
OG0001902	jg20104	Np006G322050
OG0001903	jg16122	Np001G066440
OG0001903	jg19903	Np006G324720
OG0001905	jg16052	Np001G065210
OG0001906	jg15979	Np001G064630
OG0001906	jg19650	Np006G327270
OG0001907	jg14661	Np001G048530
OG0001907	jg23301	Np001G006140
OG0001909	jg8057	Np003G187490
OG0001909	jg28561, jg28560	Np004G257870
OG0001910	jg7838	Np003G185140
OG0001910	jg28681	Np004G256740
OG0001911	jg20875	Np001G041330
OG0001911	jg28753	Np004G255920
OG0001912	jg18269	Np006G355970
OG0001912	jg28885	Np004G254460
OG0001913	jg18237	Np006G355510
OG0001914	jg18338, jg18288, jg18372	Np006G355210
OG0001915	jg18177	Np006G354800, Np006G348100
OG0001915	jg28966	Np004G253590
OG0001916	jg29091	Np004G252190
OG0001916	jg17975	Np006G350170, Np008G428180
OG0001917	jg17843	Np006G359760
OG0001917	jg29129	Np004G251720
OG0001918	jg17380	Np006G361690, Np006G362350
OG0001918	jg17379	Np006G362360
OG0001919	jg5257	Np003G141270
OG0001919	jg23924	Np007G425030
OG0001920	jg5465	Np003G143470
OG0001920	jg24095	Np007G423090
OG0001921	jg5468	Np003G143490
OG0001921	jg24100	Np007G423040
OG0001922	jg24478	Np007G418500
OG0001922	jg6603	Np001G014570
OG0001923	jg19122	Np006G334000, Np006G333370
OG0001923	jg15444	Np001G058620
OG0001924	jg15280	Np001G056310
OG0001924	jg18877	Np006G337580
OG0001925	jg33000	Np006G336310
OG0001926	jg18988, jg19001	Np006G335860
OG0001926	jg15086	Np001G053730
OG0001927	jg30055	Np004G240660
OG0001928	jg3520	Np002G073430, Np002G073420
OG0001928	jg30236	Np004G239030
OG0001929	jg30298	Np004G238270
OG0001929	jg2943	Np002G081610
OG0001930	jg30392	Np004G237030
OG0001930	jg3090	Np002G079330
OG0001931	jg3126	Np002G078920
OG0001931	jg30417	Np004G236770
OG0001932	jg30462	Np004G236220
OG0001932	jg3163, jg3164	Np002G078450
OG0001933	jg30660	Np004G234220
OG0001933	jg3348	Np002G075770
OG0001934	jg30776, jg30774	Np004G232640
OG0001934	jg3473	Np002G074190
OG0001935	jg30877	Np004G230740
OG0001935	jg2692	Np002G084600, Np002G084590
OG0001936	jg2619	Np002G085790
OG0001937	jg31077	Np004G226860
OG0001937	jg2539	Np002G086860
OG0001938	jg31251	Np004G210170
OG0001938	jg31252	Np004G210160
OG0001939	jg16558	Np006G370590
OG0001939	jg8377	Np005G261100
OG0001940	jg4121	Np001G068720
OG0001941	jg5761	Np004G205020
OG0001943	jg25124	Np007G410020
OG0001943	jg16131	Np003G131980
OG0001944	jg25109	Np007G410220
OG0001944	jg4384	Np003G131550
OG0001945	jg6328	Np001G011940
OG0001945	jg14808	Np001G050520
OG0001946	jg14704	Np001G049460
OG0001946	jg6215	Np001G010820
OG0001947	jg14243	Np001G044620
OG0001947	jg14244, jg14245	Np001G044640, Np001G044650
OG0001948	jg14141	Np001G043890
OG0001949	jg5907	Np003G148670
OG0001950	jg25397	Np007G406400
OG0001950	jg33657	Np004G191680
OG0001951	jg25516	Np007G404850
OG0001952	jg11077	Np005G301520
OG0001952	jg25742	Np007G391450
OG0001953	jg26069	Np007G396060
OG0001953	jg33100	Np004G197730
OG0001954	jg5109	Np003G139650
OG0001954	jg26249	Np007G380500
OG0001955	jg33328	Np004G195330
OG0001955	jg26313	Np007G381200
OG0001956	jg27574	Np007G378180
OG0001956	jg8956	Np005G264320
OG0001957	jg18587	Np006G341650
OG0001957	jg31604	Np004G213910
OG0001958	jg27484, jg27482, jg27480	Np007G379250
OG0001959	jg16018	Np001G064960
OG0001960	jg33503, jg33502, jg33504	Np004G193680
OG0001962	jg29093	Np004G252170
OG0001962	jg29070	Np004G193270
OG0001963	jg7854	Np003G186160
OG0001964	jg17535, jg17049, jg1718, jg13726, jg13505, jg21577, jg9837, jg7023, jg27975, jg11659, jg7171, jg17194, jg13506	Np007G400840, Np006G350600
OG0001971	jg9518	Np005G275440
OG0001971	jg28180	Np007G372750
OG0001972	jg9378	Np005G273410
OG0001972	jg28052	Np001G028870, Np007G374120
OG0001973	jg9302	Np005G272490
OG0001973	jg16903	Np006G366010
OG0001974	jg9266	Np005G271870
OG0001975	jg27431	Np007G379580
OG0001975	jg9008, jg27457	Np005G263840
OG0001976	jg8875	Np005G265390
OG0001976	jg27748	Np007G377140
OG0001977	jg18705	Np006G340080
OG0001977	jg10961	Np005G299270
OG0001978	jg836	Np002G117800
OG0001978	jg29540	Np004G247340
OG0001979	jg13058	Np001G025460
OG0001979	jg29930	Np004G242210
OG0001980	jg13079	Np001G025140
OG0001980	jg29911	Np004G242340
OG0001981	jg29763	Np004G244430
OG0001981	jg13322	Np001G022640
OG0001982	jg13358	Np001G022250
OG0001983	jg13424	Np001G021320
OG0001983	jg12707	Np005G318410, Np003G151780
OG0001984	jg13459	Np001G021010
OG0001984	jg12695	Np005G318240
OG0001985	jg29679	Np004G245570
OG0001985	jg628	Np002G120950
OG0001986	jg15716, jg15644	Np001G061230
OG0001986	jg19391	Np006G330610
OG0001987	jg4160	Np003G128610
OG0001987	jg24961	Np007G412050
OG0001988	jg25074	Np007G410580
OG0001988	jg4334	Np003G130770
OG0001989	jg25096	Np007G410350
OG0001989	jg4372	Np003G131390
OG0001990	jg22215	Np003G162470
OG0001992	jg9790	Np005G279000
OG0001992	jg22432	Np003G158660
OG0001993	jg22462	Np003G158290
OG0001993	jg9805	Np005G279170
OG0001994	jg9882	Np005G280170
OG0001995	jg5064	Np003G139070
OG0001995	jg5808	Np003G147440
OG0001996	jg5005	Np003G138430
OG0001996	jg6490	Np001G013580
OG0001997	jg4782	Np003G135900
OG0001997	jg16707	Np006G368370
OG0001998	jg4759	Np003G135630
OG0001998	jg23417	Np001G004730
OG0001999	jg4606	Np003G133570
OG0001999	jg23104	Np001G008940
OG0002000	jg23127	Np001G008710
OG0002000	jg4572	Np003G133280
OG0002001	jg20386	Np001G034300
OG0002001	jg10824	Np005G293270
OG0002003	jg10328	Np005G285850
OG0002003	jg7694	Np003G183260
OG0002004	jg7604	Np003G181640
OG0002004	jg10241	Np005G302070
OG0002005	jg7479	Np003G180050
OG0002005	jg10115	Np005G283240
OG0002006	jg10105	Np005G283150
OG0002006	jg7462	Np003G179840
OG0002007	jg7458	Np003G179830
OG0002007	jg10103	Np005G283130
OG0002008	jg7406	Np003G178660
OG0002008	jg31935	Np004G205760
OG0002009	jg32773	Np004G200860
OG0002011	jg31460	Np004G212400
OG0002012	jg27884	Np007G375770
OG0002012	jg8797	Np005G266530
OG0002013	jg27893	Np007G375680
OG0002013	jg8786	Np005G267020
OG0002014	jg8741	Np005G267490
OG0002014	jg27914	Np007G375400
OG0002015	jg28030	Np007G374260
OG0002016	jg16729	Np006G368080
OG0002016	jg8565	Np030G439960, Np006G348000, Np006G352680, Np005G269660
OG0002017	jg8509	Np005G262340
OG0002018	jg16565	Np006G370550
OG0002018	jg8381	Np005G261140
OG0002020	jg29423, jg31456	Np001G045330, Np001G043090, Np003G179160
OG0002021	jg10095	Np005G283050
OG0002022	jg30282	Np004G238460
OG0002022	jg20454	Np001G035970
OG0002023	jg26525	Np007G383820
OG0002023	jg11292	Np005G304510
OG0002024	jg11240	Np005G303790
OG0002024	jg26453	Np007G382960
OG0002025	jg20045	Np006G322890
OG0002026	jg19840	Np006G325250
OG0002026	jg16086	Np001G065780
OG0002027	jg15744	Np001G061930
OG0002027	jg19442	Np006G329980
OG0002028	jg14298	Np001G045010
OG0002028	jg22983	Np003G151850
OG0002029	jg8132	Np003G188380
OG0002030	jg7956	Np003G186420
OG0002030	jg28618	Np004G257370
OG0002031	jg18415	Np006G357850, Np004G255640
OG0002032	jg18297	Np006G356490
OG0002032	jg28866	Np004G254720
OG0002033	jg29023	Np004G252980
OG0002033	jg18108	Np006G347140, Np006G353660
OG0002034	jg29106	Np004G251990
OG0002034	jg17904	Np006G360240
OG0002036	jg5406	Np003G142740
OG0002036	jg24047	Np007G423570
OG0002037	jg5407	Np003G142750
OG0002037	jg24049	Np007G423550
OG0002038	jg25733	Np007G391400
OG0002038	jg24463	Np007G418650
OG0002039	jg15506	Np001G059430, Np001G059440
OG0002039	jg19206	Np006G333080
OG0002040	jg18794	Np006G338770
OG0002040	jg15225	Np001G055330
OG0002041	jg18858	Np006G337770
OG0002041	jg15268	Np001G056210
OG0002043	jg32974	Np004G198750
OG0002044	jg30037	Np004G240780
OG0002045	jg30064	Np004G240580
OG0002045	jg3715	Np002G070980
OG0002046	jg30092	Np004G240230
OG0002046	jg3669	Np002G071560
OG0002047	jg30135	Np004G239690
OG0002047	jg3603	Np002G072520
OG0002048	jg2896	Np002G082180, Np002G082190
OG0002049	jg2953	Np002G081470
OG0002049	jg30303	Np004G238210
OG0002050	jg30633	Np004G234560
OG0002050	jg3309	Np002G076410
OG0002051	jg30641	Np004G234470
OG0002051	jg19528	Np004G227090, Np003G173400, Np006G328800
OG0002052	jg30651	Np004G234280
OG0002052	jg3333	Np002G075980
OG0002053	jg30688	Np002G113670
OG0002053	jg3367	Np002G075500
OG0002054	jg30858	Np004G231140
OG0002054	jg2734	Np002G083990
OG0002055	jg30888	Np004G230630
OG0002055	jg2685	Np002G084710
OG0002056	jg17140	Np006G363730
OG0002057	jg9196	Np005G270990
OG0002058	jg25102	Np007G410300
OG0002059	jg28852	Np004G254910
OG0002059	jg18312	Np006G356710
OG0002060	jg2640	Np002G085520
OG0002060	jg5309	Np003G141760
OG0002061	jg14746	Np001G049960
OG0002061	jg6245	Np001G011110
OG0002062	jg23050	Np001G009630, Np005G316760, Np005G316750
OG0002063	jg4534	Np003G132800
OG0002064	jg15029, jg15031, jg15028, jg15030	Np001G053210
OG0002065	jg2839	Np002G082980
OG0002066	jg3343	Np002G075790
OG0002066	jg17699, jg30658	Np004G234240
OG0002067	jg3246	Np002G077190
OG0002068	jg3611	Np002G072410
OG0002068	jg3647, jg3648	Np005G304660
OG0002069	jg3621	Np002G072320
OG0002070	jg30116	Np004G239980
OG0002070	jg3641	Np002G072070
OG0002071	jg25322	Np007G407620
OG0002071	jg33711	Np004G190950
OG0002072	jg25340	Np007G407340
OG0002073	jg33547	Np004G193040, Np004G193080
OG0002073	jg25504	Np007G404970
OG0002074	jg11029	Np005G307220, Np005G307210
OG0002074	jg25783	Np007G391890
OG0002075	jg28207	Np007G372580
OG0002075	jg28196	Np007G372590
OG0002076	jg33819	Np004G190110
OG0002076	jg25230	Np007G408630
OG0002077	jg33319	Np004G195440
OG0002078	jg15522	Np001G059630
OG0002078	jg15521	Np001G059610
OG0002079	jg6228, jg9829	Np005G279620
OG0002081	jg16559, jg12209, jg17107, jg17108	Np006G364000
OG0002082	jg15389	Np001G057650
OG0002084	jg17238, jg3748, jg12357	Np002G070680
OG0002085	jg9867	Np001G039960
OG0002093	jg8930	Np005G264540
OG0002094	jg8901	Np005G264860
OG0002094	jg27675	Np007G377480
OG0002095	jg27850	Np007G376080
OG0002095	jg8818	Np005G266150
OG0002096	jg1360	Np002G111330
OG0002096	jg29297	Np004G249790
OG0002097	jg1109	Np002G114130
OG0002097	jg29392	Np004G248720, Np004G248730
OG0002098	jg898	Np002G116830
OG0002098	jg927	Np002G116370
OG0002099	jg29507	Np004G247620
OG0002099	jg885	Np002G117140
OG0002100	jg29857	Np004G242990
OG0002100	jg13148	Np001G024600
OG0002101	jg12702	Np005G318300
OG0002101	jg13450	Np001G021130
OG0002102	jg24718, jg24719	Np004G227540
OG0002103	jg376	Np002G124450
OG0002104	jg482	Np002G123250
OG0002104	jg12764	Np005G319350
OG0002105	jg29727	Np004G244890
OG0002105	jg579	Np002G121470
OG0002106	jg29639	Np004G246020
OG0002107	jg15633	Np001G060920
OG0002107	jg19371	Np006G330790
OG0002108	jg24818	Np007G413890
OG0002109	jg4050, jg24904	Np007G412910
OG0002110	jg24909	Np007G412830
OG0002110	jg4061	Np003G127500
OG0002111	jg4163	Np003G128640
OG0002112	jg25012	Np007G411360
OG0002113	jg14068, jg14041	Np001G015400
OG0002113	jg6748, jg6704, jg17596	Np006G347540, Np006G353240
OG0002114	jg9674	Np005G277340
OG0002115	jg9765	Np005G278700
OG0002116	jg22385	Np003G159560
OG0002116	jg9783	Np005G278930
OG0002117	jg5125	Np003G139780
OG0002117	jg31249	Np004G210200
OG0002118	jg6473	Np001G013500
OG0002118	jg4999	Np003G138360
OG0002119	jg4903	Np003G137110
OG0002119	jg6368	Np001G012270
OG0002120	jg6207	Np001G010730
OG0002120	jg4703	Np003G134880
OG0002121	jg23128	Np001G008690
OG0002121	jg4569	Np003G133250
OG0002122	jg10885	Np005G295520
OG0002123	jg20529	Np001G037080
OG0002123	jg10678	Np005G290410
OG0002124	jg20547	Np001G037310
OG0002124	jg10665	Np005G290260
OG0002125	jg10550	Np005G288590
OG0002125	jg20668	Np001G039270
OG0002126	jg7782	Np003G184720
OG0002126	jg10439	Np005G287650
OG0002127	jg7468	Np003G179920
OG0002127	jg10110	Np005G283200
OG0002128	jg7412	Np003G178710
OG0002128	jg31933	Np004G205710
OG0002129	jg7318	Np003G177550
OG0002129	jg32069	Np004G208340
OG0002130	jg33245	Np006G356150
OG0002131	jg8007	Np003G187010
OG0002131	jg28579	Np004G257730
OG0002132	jg27888	Np007G375720
OG0002133	jg8787	Np005G267010
OG0002133	jg8773	Np005G267110, Np005G267160
OG0002134	jg8733	Np005G267590
OG0002134	jg27922	Np007G375270
OG0002135	jg8656	Np005G268500
OG0002136	jg16532	Np006G370930
OG0002136	jg8353	Np005G260730
OG0002137	jg12520	Np005G315580, Np005G318680
OG0002138	jg18535	Np006G342500
OG0002138	jg18534	Np006G342520
OG0002139	jg32681	Np004G201960, Np004G201950
OG0002139	jg20966	Np001G041970
OG0002140	jg7369	Np003G178130
OG0002141	jg11433	Np005G306930
OG0002141	jg26655	Np007G385620
OG0002142	jg16372	Np001G069460
OG0002142	jg20219	Np006G320550
OG0002143	jg16368	Np001G069390
OG0002143	jg20210	Np006G320660
OG0002144	jg19569, jg19570	Np006G328330, Np006G328320
OG0002145	jg19506	Np006G329010
OG0002145	jg15822	Np001G062840
OG0002146	jg14205	Np001G044390
OG0002146	jg6085	Np003G150740
OG0002147	jg22926, jg22925	Np003G152460, Np003G152410
OG0002149	jg23280	Np001G006560
OG0002150	jg14875	Np001G051280
OG0002150	jg23656	Np001G001910
OG0002151	jg23714	Np001G001160
OG0002152	jg28441	Np004G259420, Np004G259430
OG0002153	jg28449	Np004G259330
OG0002153	jg8192	Np003G189240
OG0002154	jg20784	Np001G040330
OG0002154	jg28708	Np004G256460
OG0002155	jg20833	Np001G040830
OG0002155	jg28739	Np004G256060
OG0002156	jg26716	Np007G386230
OG0002157	jg18306	Np006G356660
OG0002157	jg28858	Np004G254860
OG0002158	jg9684	Np005G277490
OG0002158	jg9683	Np005G277480
OG0002159	jg24082	Np007G423200
OG0002160	jg24185	Np007G422140
OG0002162	jg26612	Np007G384980
OG0002162	jg24542	Np007G417520
OG0002163	jg24620	Np007G374170
OG0002164	jg21548	Np001G016610
OG0002164	jg24625	Np007G416520
OG0002165	jg5162	Np003G140300
OG0002166	jg15580	Np001G060120
OG0002166	jg19297	Np006G331720
OG0002167	jg19175	Np006G333630
OG0002168	jg18719	Np006G339890
OG0002168	jg15147	Np001G054420
OG0002169	jg19046	Np006G335130
OG0002170	jg3677	Np002G071410
OG0002171	jg30108	Np004G240060
OG0002171	jg3656	Np002G071710
OG0002172	jg30110	Np004G240050
OG0002172	jg3654	Np002G071730
OG0002173	jg30132	Np004G239730, Np002G072480
OG0002174	jg30453	Np004G236410
OG0002174	jg3148	Np002G078630
OG0002175	jg3317	Np002G076220
OG0002175	jg30640	Np004G234480
OG0002176	jg30817	Np004G232030
OG0002176	jg30818	Np004G232020
OG0002177	jg30859	Np004G231110
OG0002178	jg2662	Np004G230370
OG0002179	jg2304, jg2301	Np002G091230
