Orthogroup	Arabidopsis_arenosa	Arabis_alpina
OG0002295	jg5469	Aa_G539740.h1.t1
OG0002296	jg5503	Aa_G79100.h1.t1
OG0002296	jg24119	Aa_G111920.h1.t1
OG0002297	jg5509	Aa_G162350.h1.t1
OG0002297	jg24124	Aa_G111880.h1.t1
OG0002298	jg24191	Aa_G220410.h1.t1, Aa_G1080630.h1.t1, Aa_G1080630.h2.t1, Aa_G416320.h1.t1, Aa_G47560.h1.t1
OG0002299	jg6592	Aa_G146590.h1.t1
OG0002299	jg24488	Aa_G51150.h1.t1
OG0002300	jg24623, jg21556	Aa_G47150.h1.t1
OG0002301	jg24642	Aa_G47880.h1.t1
OG0002301	jg21508	Aa_G382460.h1.t1
OG0002302	jg18853	Aa_G531170.h1.t1
OG0002302	jg15264	Aa_G14200.h1.t1
OG0002303	jg3718	Aa_G410370.h1.t1
OG0002303	jg30063	Aa_G606320.h1.t1
OG0002304	jg30117, jg3640	Aa_G457310.h1.t1, Aa_G65590.h1.t1
OG0002305	jg3613	Aa_G336910.h1.t1
OG0002305	jg30129	Aa_G377620.h1.t1
OG0002306	jg30149	Aa_G103820.h1.t1
OG0002306	jg3590	Aa_G444550.h1.t1
OG0002307	jg30396	Aa_G308390.h1.t1
OG0002307	jg3096	Aa_G721330.h1.t1, Aa_G721330.h2.t1
OG0002308	jg30650	Aa_G60720.h1.t1
OG0002308	jg3329	Aa_G418930.h1.t1
OG0002310	jg30755	Aa_G272190.h1.t1
OG0002310	jg3445	Aa_G121550.h1.t1
OG0002311	jg30957	Aa_G562090.h1.t1
OG0002311	jg2638	Aa_G189610.h1.t1
OG0002312	jg2628	Aa_G221950.h1.t1
OG0002313	jg2490	Aa_G283230.h1.t1
OG0002314	jg31242	Aa_G61780.h1.t1
OG0002314	jg2297	Aa_G7120.h1.t1
OG0002316	jg1502	Aa_G316200.h1.t1
OG0002317	jg29152	Aa_G197670.h1.t1
OG0002318	jg33793	Aa_G108890.h1.t1, Aa_G257640.h1.t1
OG0002319	jg28588	Aa_G6670.h1.t1
OG0002320	jg8133	Aa_G67860.h1.t1
OG0002320	jg28493	Aa_G325230.h1.t1
OG0002321	jg25206	Aa_G40360.h1.t1
OG0002321	jg5167	Aa_G388290.h1.t1
OG0002322	jg2592	Aa_G170600.h1.t1
OG0002324	jg2735, jg2736, jg2737	Aa_G428110.h1.t1
OG0002325	jg25286	Aa_G374040.h1.t1
OG0002325	jg33770	Aa_G109030.h1.t1
OG0002326	jg25317	Aa_G176010.h1.t1
OG0002326	jg33723	Aa_G682100.h1.t1
OG0002327	jg33596	Aa_G504500.h1.t1
OG0002327	jg25449	Aa_G56260.h1.t1
OG0002328	jg25615	Aa_G32070.h1.t1
OG0002328	jg33457	Aa_G465510.h1.t1
OG0002329	jg25954	Aa_G82100.h1.t1
OG0002330	jg25972	Aa_G808400.h2.t1, Aa_G808400.h1.t1, Aa_G808400.h3.t1, Aa_G133540.h1.t1
OG0002331	jg26283	Aa_G161960.h1.t1
OG0002331	jg33308	Aa_G370090.h1.t1
OG0002333	jg8911	Aa_G144810.h1.t1
OG0002333	jg27603	Aa_G384650.h1.t1
OG0002334	jg28292	Aa_G627420.h1.t1
OG0002334	jg9608	Aa_G18360.h1.t1
OG0002335	jg33409	Aa_G568080.h1.t1
OG0002336	jg25659	Aa_G241840.h1.t1
OG0002336	jg33407	Aa_G568100.h1.t1
OG0002337	jg15157	Aa_G608150.h1.t1
OG0002337	jg18730	Aa_G354240.h1.t1
OG0002338	jg15578	Aa_G287200.h1.t1
OG0002338	jg19282	Aa_G431200.h1.t1
OG0002339	jg19419	Aa_G238630.h1.t1, Aa_G124080.h1.t1
OG0002340	jg14397	Aa_G656910.h1.t1
OG0002341	jg7709, jg7706, jg7708	Aa_G455650.h1.t1
OG0002344	jg22565	Aa_G54540.h1.t1
OG0002345	jg30952, jg30953, jg30951	Aa_G487300.h1.t1, Aa_G487300.h2.t1
OG0002348	jg28286	Aa_G194670.h1.t1
OG0002348	jg9595	Aa_G44630.h1.t1
OG0002349	jg9577	Aa_G387130.h1.t1
OG0002349	jg28261	Aa_G815050.h1.t1
OG0002350	jg9521	Aa_G2790.h1.t1
OG0002351	jg16870	Aa_G537780.h1.t1
OG0002351	jg9340	Aa_G456130.h1.t1
OG0002352	jg16919	Aa_G310070.h1.t1
OG0002352	jg9278	Aa_G33000.h1.t1
OG0002353	jg8837	Aa_G452780.h1.t1, Aa_G395550.h1.t1
OG0002354	jg18692	Aa_G24810.h1.t1
OG0002355	jg1497	Aa_G316160.h1.t1
OG0002355	jg24426	Aa_G5080.h1.t1
OG0002356	jg29341	Aa_G160940.h1.t1
OG0002356	jg1183	Aa_G656780.h1.t1
OG0002357	jg15813	Aa_G345860.h1.t1
OG0002357	jg29440	Aa_G563970.h1.t1
OG0002358	jg29949	Aa_G117670.h1.t1, Aa_G115580.h1.t1
OG0002359	jg29934	Aa_G393290.h1.t1
OG0002359	jg13034	Aa_G323270.h1.t1
OG0002360	jg13050	Aa_G323170.h1.t1, Aa_G323150.h1.t1
OG0002361	jg12691	Aa_G733530.h1.t1
OG0002361	jg13467	Aa_G437830.h1.t1
OG0002362	jg13518	Aa_G27350.h1.t1
OG0002362	jg12659	Aa_G495300.h1.t1
OG0002363	jg13559	Aa_G34270.h1.t1
OG0002363	jg12638	Aa_G744210.h1.t1
OG0002364	jg2006, jg1997	Aa_G686000.h1.t1
OG0002365	jg1811	Aa_G321720.h1.t1
OG0002365	jg12026	Aa_G280740.h1.t1
OG0002366	jg29714	Aa_G319790.h1.t1
OG0002366	jg591	Aa_G327980.h1.t1
OG0002367	jg22531, jg9822	Aa_G232900.h1.t1
OG0002368	jg19384	Aa_G723440.h1.t1
OG0002368	jg15700	Aa_G562570.h1.t1
OG0002369	jg19326	Aa_G144090.h1.t1
OG0002371	jg24916	Aa_G324500.h1.t1
OG0002371	jg4094	Aa_G170080.h1.t1
OG0002372	jg25045	Aa_G743040.h1.t1
OG0002372	jg4289	Aa_G170510.h1.t1
OG0002373	jg4498	Aa_G386380.h1.t1
OG0002374	jg21654	Aa_G161780.h1.t1
OG0002375	jg10171	Aa_G494740.h1.t1
OG0002375	jg21792	Aa_G84100.h1.t1
OG0002376	jg21912	Aa_G247190.h1.t1
OG0002377	jg22207	Aa_G184100.h1.t1
OG0002378	jg9741	Aa_G512250.h1.t1
OG0002379	jg9847, jg22583	Aa_G197820.h1.t1
OG0002380	jg23491	Aa_G20820.h1.t1
OG0002380	jg4813	Aa_G195900.h1.t1
OG0002381	jg4716	Aa_G635920.h1.t1
OG0002382	jg4624	Aa_G76470.h1.t1
OG0002382	jg32405, jg23070	Aa_G620790.h1.t1
OG0002383	jg20485	Aa_G385520.h1.t1
OG0002383	jg10744	Aa_G339990.h1.t1
OG0002384	jg20702	Aa_G479970.h1.t1, Aa_G245300.h1.t1
OG0002385	jg7809	Aa_G42020.h1.t1
OG0002385	jg10461	Aa_G586800.h1.t1
OG0002386	jg10288	Aa_G419700.h1.t1
OG0002387	jg16792	Aa_G253030.h1.t1
OG0002388	jg16761	Aa_G288610.h1.t1
OG0002389	jg8282	Aa_G236090.h1.t1, Aa_G487110.h1.t1
OG0002390	jg18654	Aa_G52090.h1.t1
OG0002390	jg31905	Aa_G16470.h1.t1
OG0002392	jg10460	Aa_G586790.h1.t1
OG0002392	jg7806	Aa_G41990.h1.t1
OG0002393	jg11595	Aa_G413390.h1.t1
OG0002393	jg26832	Aa_G380130.h1.t1
OG0002394	jg11528	Aa_G66740.h1.t1
OG0002395	jg26735	Aa_G26850.h1.t1
OG0002396	jg26584	Aa_G543620.h1.t1
OG0002396	jg11342	Aa_G291470.h1.t1
OG0002397	jg12675	Aa_G266750.h1.t1
OG0002397	jg13477	Aa_G27530.h1.t1
OG0002398	jg20229	Aa_G13240.h1.t1
OG0002398	jg16379	Aa_G163640.h1.t1
OG0002399	jg20184	Aa_G206160.h1.t1
OG0002400	jg20043	Aa_G196860.h1.t1
OG0002400	jg16232	Aa_G33440.h1.t1
OG0002401	jg19978	Aa_G17170.h1.t1
OG0002401	jg16176	Aa_G57820.h1.t1
OG0002402	jg19947	Aa_G16120.h1.t1
OG0002402	jg16150	Aa_G48810.h1.t1
OG0002403	jg3011	Aa_G342700.h1.t1
OG0002404	jg19683	Aa_G125290.h1.t1
OG0002404	jg6259	Aa_G46270.h1.t1
OG0002406	jg5913	Aa_G15550.h1.t1
OG0002406	jg13967	Aa_G490460.h1.t1
OG0002407	jg13992	Aa_G252700.h1.t1
OG0002409	jg23497	Aa_G20765.h1.t1, Aa_G20770.h1.t1
OG0002410	jg14845	Aa_G52880.h1.t1
OG0002410	jg23621	Aa_G23540.h1.t1
OG0002411	jg30284	Aa_G278520.h1.t1
OG0002411	jg2918	Aa_G366490.h1.t1
OG0002412	jg28446	Aa_G94390.h1.t1
OG0002412	jg8171	Aa_G425510.h1.t1
OG0002413	jg8206, jg28460	Aa_G299920.h1.t1
OG0002414	jg28653	Aa_G135020.h1.t1
OG0002414	jg7899	Aa_G189090.h1.t1
OG0002415	jg28735	Aa_G400490.h1.t1
OG0002416	jg20860	Aa_G519830.h1.t1
OG0002416	jg28750	Aa_G341270.h1.t1
OG0002417	jg18364	Aa_G148570.h1.t1
OG0002417	jg28816	Aa_G286260.h1.t1
OG0002418	jg18263	Aa_G154650.h1.t1
OG0002418	jg28895	Aa_G79390.h1.t1
OG0002419	jg29025	Aa_G22450.h1.t1
OG0002419	jg18100	Aa_G470380.h1.t1
OG0002420	jg17735	Aa_G504360.h1.t1
OG0002421	jg29189	Aa_G151760.h1.t1
OG0002422	jg22305	Aa_G149180.h1.t1
OG0002423	jg24022	Aa_G71660.h1.t1
OG0002423	jg5382	Aa_G431380.h1.t1
OG0002424	jg5412	Aa_G356660.h1.t1
OG0002424	jg24054	Aa_G42540.h1.t1
OG0002425	jg24061	Aa_G42500.h1.t1
OG0002426	jg24069	Aa_G42430.h1.t1
OG0002426	jg5429	Aa_G59360.h1.t1
OG0002427	jg24143	Aa_G111700.h1.t1
OG0002427	jg5536	Aa_G499320.h1.t1
OG0002428	jg24248	Aa_G185580.h1.t1
OG0002428	jg5658	Aa_G411070.h1.t1
OG0002429	jg29065	Aa_G441380.h1.t1
OG0002430	jg24777	Aa_G500840.h1.t1
OG0002430	jg24776	Aa_G500850.h1.t1
OG0002431	jg15469	Aa_G99100.h1.t1
OG0002431	jg19168	Aa_G357580.h1.t1
OG0002432	jg19159	Aa_G358220.h1.t1
OG0002433	jg30077	Aa_G707400.h1.t1
OG0002435	jg3003	Aa_G203200.h1.t1
OG0002435	jg30346	Aa_G379840.h1.t1
OG0002436	jg30728	Aa_G444720.h1.t1
OG0002436	jg3418	Aa_G129370.h1.t1
OG0002437	jg30778	Aa_G479810.h1.t1
OG0002437	jg3477	Aa_G204340.h1.t1
OG0002438	jg30790	Aa_G292640.h1.t1
OG0002439	jg2850	Aa_G252100.h1.t1
OG0002439	jg30814	Aa_G198730.h1.t1
OG0002440	jg14276, jg14275	Aa_G161200.h1.t1, Aa_G49590.h1.t1
OG0002441	jg30864	Aa_G367150.h1.t1
OG0002441	jg2722	Aa_G214080.h1.t1
OG0002442	jg2652	Aa_G101670.h1.t1
OG0002442	jg30927	Aa_G62280.h1.t1
OG0002443	jg31087	Aa_G469170.h1.t1
OG0002443	jg2529	Aa_G75320.h1.t1
OG0002444	jg2443	Aa_G159600.h1.t1
OG0002444	jg31145	Aa_G283480.h1.t1
OG0002445	jg21888	Aa_G620240.h1.t1
OG0002445	jg9916	Aa_G29800.h1.t1
OG0002446	jg9675	Aa_G578670.h1.t1
OG0002447	jg17160	Aa_G35800.h1.t1
OG0002449	jg29750	Aa_G26560.h1.t1
OG0002449	jg13350	Aa_G25660.h1.t1
OG0002450	jg29176	Aa_G369430.h1.t1
OG0002451	jg29164	Aa_G286070.h1.t1
OG0002452	jg29090	Aa_G275770.h1.t1
OG0002453	jg7942	Aa_G188730.h1.t1
OG0002453	jg28622	Aa_G228360.h1.t1
OG0002454	jg28621	Aa_G228370.h1.t1
OG0002454	jg7945	Aa_G180060.h1.t1
OG0002455	jg5532, jg5533	Aa_G499350.h1.t1
OG0002456	jg5633	Aa_G85820.h1.t1
OG0002456	jg5649	Aa_G253660.h1.t1
OG0002458	jg15410	Aa_G381230.h1.t1, Aa_G349640.h1.t1
OG0002459	jg23247, jg23245	Aa_G406210.h1.t1
OG0002460	jg4539	Aa_G244320.h1.t1
OG0002460	jg22756	Aa_G93730.h1.t1
OG0002461	jg15019	Aa_G122610.h1.t1
OG0002461	jg15020	Aa_G122630.h1.t1
OG0002462	jg3314	Aa_G111060.h1.t1
OG0002462	jg30636	Aa_G33380.h1.t1
OG0002463	jg3290	Aa_G315360.h1.t1
OG0002463	jg30599	Aa_G148910.h1.t1
OG0002464	jg3088	Aa_G283750.h1.t1
OG0002465	jg3754	Aa_G385720.h1.t1
OG0002466	jg25405	Aa_G237680.h1.t1
OG0002468	jg33520	Aa_G381990.h1.t1
OG0002468	jg25546	Aa_G1070.h1.t1
OG0002469	jg11054	Aa_G468260.h1.t1
OG0002469	jg25764	Aa_G16800.h1.t1, Aa_G20530.h1.t1
OG0002470	jg25848	Aa_G53560.h1.t1
OG0002470	jg32901	Aa_G57650.h1.t1
OG0002471	jg32912	Aa_G110810.h1.t1
OG0002472	jg25887	Aa_G498870.h1.t1
OG0002472	jg32924	Aa_G110760.h1.t1
OG0002473	jg25917	Aa_G501330.h1.t1
OG0002473	jg32939	Aa_G110620.h1.t1
OG0002474	jg26484	Aa_G212380.h1.t1
OG0002475	jg11317	Aa_G362600.h1.t1
OG0002475	jg26550	Aa_G391630.h1.t1
OG0002476	jg6928, jg1399	Aa_G654670.h1.t1
OG0002477	jg9576	Aa_G387140.h1.t1
OG0002478	jg25522	Aa_G1300.h1.t1
OG0002478	jg33527	Aa_G501470.h1.t1
OG0002479	jg18584	Aa_G465870.h1.t1
OG0002480	jg19346, jg17835	Aa_G281300.h1.t1
OG0002481	jg14220	Aa_G660560.h1.t1, Aa_G627570.h1.t1
OG0002481	jg14225	Aa_G707520.h1.t1
OG0002481	jg14224, jg14227, jg14226, jg14228, jg14223, jg14221	Aa_G627600.h1.t1, Aa_G185900.h1.t1, Aa_G627580.h1.t1
OG0002482	jg19717, jg20336	Aa_G136410.h1.t1
OG0002487	jg564, jg563	Aa_G8590.h1.t1, Aa_G72400.h1.t1
OG0002488	jg27441	Aa_G218100.h1.t1, Aa_G218120.h1.t1, Aa_G333710.h1.t1
OG0002488	jg24500, jg26884	Aa_G333700.h1.t1
OG0002489	jg21905	Aa_G536500.h1.t1, Aa_G59570.h1.t1
OG0002489	jg21904	Aa_G536490.h1.t1, Aa_G376180.h1.t1
OG0002494	jg28313	Aa_G505060.h1.t1, Aa_G440770.h1.t1
OG0002495	jg9550, jg9551	Aa_G301830.h1.t1, Aa_G301810.h1.t1, Aa_G301850.h1.t1, Aa_G23920.h1.t1, Aa_G839890.h1.t1, Aa_G23910.h1.t1
OG0002497	jg22602	Aa_G168010.h1.t1
OG0002497	jg9255	Aa_G59770.h1.t1
OG0002498	jg9243	Aa_G241440.h1.t1
OG0002498	jg16964	Aa_G41490.h1.t1
OG0002499	jg6036	Aa_G8650.h1.t1
OG0002499	jg14142	Aa_G403390.h1.t1
OG0002500	jg27561	Aa_G570520.h1.t1, Aa_G246820.h1.t1
OG0002502	jg18644	Aa_G16510.h1.t1, Aa_G652130.h1.t1
OG0002504	jg1241, jg1229	Aa_G57020.h1.t1
OG0002504	jg29359	Aa_G463970.h1.t1
OG0002505	jg29419	Aa_G318560.h1.t1
OG0002505	jg1057, jg1059	Aa_G281530.h1.t1
OG0002506	jg980	Aa_G182590.h1.t1
OG0002506	jg29452	Aa_G427980.h1.t1
OG0002508	jg29872	Aa_G585790.h1.t1
OG0002509	jg13163	Aa_G281950.h1.t1
OG0002509	jg13162	Aa_G281970.h1.t1
OG0002510	jg13352	Aa_G25630.h1.t1
OG0002511	jg13661, jg13701	Aa_G138660.h1.t1
OG0002512	jg16060	Aa_G349470.h1.t1
OG0002513	jg25011	Aa_G137030.h1.t1
OG0002513	jg4246	Aa_G303940.h1.t1
OG0002514	jg25059, jg4311, jg4478	Aa_G333230.h1.t1
OG0002515	jg25114	Aa_G397590.h1.t1
OG0002516	jg9901, jg9899	Aa_G29620.h1.t1, Aa_G29640.h1.t1
OG0002517	jg9670	Aa_G212590.h1.t1
OG0002517	jg22073	Aa_G349260.h1.t1
OG0002518	jg22389	Aa_G48440.h1.t1
OG0002518	jg9785	Aa_G618270.h1.t1
OG0002519	jg9786	Aa_G69810.h1.t1
OG0002520	jg22439	Aa_G441210.h1.t1
OG0002520	jg9792	Aa_G69770.h1.t1
OG0002521	jg5043	Aa_G233040.h1.t1, Aa_G233050.h1.t1, Aa_G233070.h1.t1
OG0002522	jg23441	Aa_G51470.h1.t1
OG0002523	jg10879	Aa_G96130.h1.t1
OG0002524	jg7606	Aa_G35140.h1.t1
OG0002524	jg10247	Aa_G429190.h1.t1
OG0002525	jg7243	Aa_G334340.h1.t1
OG0002525	jg32215	Aa_G322430.h1.t1
OG0002526	jg31614	Aa_G138810.h1.t1
OG0002526	jg9948	Aa_G90830.h1.t1
OG0002527	jg31663	Aa_G476190.h1.t1
OG0002528	jg27928	Aa_G249520.h1.t1
OG0002528	jg8726	Aa_G285840.h1.t1
OG0002529	jg8618	Aa_G590090.h1.t1
OG0002529	jg16802	Aa_G396340.h1.t1
OG0002530	jg16736	Aa_G671700.h1.t1
OG0002530	jg8571	Aa_G561540.h1.t1
OG0002531	jg8501	Aa_G486260.h1.t1
OG0002532	jg16595	Aa_G279320.h1.t1
OG0002532	jg8406	Aa_G553700.h1.t1
OG0002533	jg8296, jg8303	Aa_G219330.h1.t1
OG0002535	jg7579	Aa_G409260.h1.t1
OG0002535	jg10225	Aa_G171530.h1.t1
OG0002536	jg10290	Aa_G419730.h1.t1
OG0002536	jg7665	Aa_G300090.h1.t1
OG0002537	jg7681	Aa_G561140.h1.t1
OG0002537	jg28830	Aa_G493480.h1.t1
OG0002538	jg11390	Aa_G367880.h1.t1
OG0002539	jg11325	Aa_G670970.h1.t1
OG0002539	jg11326	Aa_G55060.h1.t1
OG0002540	jg11152	Aa_G608520.h1.t1
OG0002541	jg16378	Aa_G163630.h1.t1
OG0002541	jg20228	Aa_G13220.h1.t1
OG0002542	jg20016	Aa_G16810.h1.t1
OG0002542	jg16211	Aa_G572570.h1.t1
OG0002543	jg19973	Aa_G15830.h1.t1
OG0002543	jg16169	Aa_G57890.h1.t1, Aa_G31040.h1.t1
OG0002544	jg19732	Aa_G551990.h1.t1
OG0002544	jg16031	Aa_G132730.h1.t1
OG0002545	jg19448	Aa_G546850.h1.t1
OG0002545	jg15749	Aa_G461190.h1.t1
OG0002547	jg15659, jg15721	Aa_G614500.h1.t1
OG0002547	jg19430	Aa_G188460.h1.t1
OG0002548	jg19029, jg4101	Aa_G509380.h1.t1
OG0002549	jg19238	Aa_G666020.h1.t1, Aa_G693860.h1.t1, Aa_G224300.h1.t1, Aa_G693850.h1.t1
OG0002550	jg5922	Aa_G15480.h1.t1
OG0002551	jg22888	Aa_G28200.h1.t1
OG0002553	jg23675	Aa_G482340.h1.t1
OG0002553	jg14894	Aa_G379450.h1.t1
OG0002554	jg23730	Aa_G43600.h1.t1
OG0002554	jg23731	Aa_G43610.h1.t1
OG0002555	jg8157	Aa_G78370.h1.t1
OG0002555	jg28511	Aa_G290670.h1.t1
OG0002556	jg8088	Aa_G347420.h1.t1
OG0002556	jg28526	Aa_G211770.h1.t1
OG0002557	jg28940	Aa_G139980.h1.t1, Aa_G292020.h1.t1
OG0002557	jg18206	Aa_G889290.h1.t1, Aa_G889290.h2.t1, Aa_G509080.h1.t1
OG0002558	jg32507	Aa_G219700.h1.t1
OG0002558	jg9749	Aa_G363800.h1.t1
OG0002559	jg23943	Aa_G553370.h1.t1
OG0002559	jg5292	Aa_G7850.h1.t1
OG0002561	jg5496	Aa_G447880.h1.t1
OG0002561	jg24116	Aa_G111950.h1.t1
OG0002562	jg6726	Aa_G598360.h1.t1
OG0002562	jg24381	Aa_G4620.h1.t1
OG0002563	jg24029, jg20567	Aa_G518270.h1.t1, Aa_G4710.h1.t1
OG0002564	jg24567	Aa_G47740.h2.t1, Aa_G257360.h1.t1, Aa_G257360.h2.t1, Aa_G47740.h1.t1
OG0002565	jg18738	Aa_G550050.h1.t1
OG0002566	jg18902	Aa_G249340.h1.t1
OG0002566	jg18900	Aa_G249350.h1.t1
OG0002567	jg30118	Aa_G65560.h1.t1
OG0002567	jg3639	Aa_G145440.h1.t1
OG0002568	jg3193	Aa_G348690.h1.t1
OG0002568	jg30490	Aa_G93390.h1.t1
OG0002569	jg3265	Aa_G87870.h1.t1
OG0002569	jg30559	Aa_G436670.h1.t1
OG0002570	jg30582	Aa_G622610.h1.t1
OG0002571	jg3316	Aa_G111040.h1.t1
OG0002571	jg30639	Aa_G33350.h1.t1
OG0002572	jg3399	Aa_G104260.h1.t1, Aa_G520890.h1.t1
OG0002572	jg30708	Aa_G86890.h1.t1
OG0002573	jg2624	Aa_G221870.h1.t1
OG0002573	jg30990	Aa_G281140.h1.t1
OG0002574	jg31143	Aa_G283490.h1.t1
OG0002574	jg2441	Aa_G159590.h1.t1
OG0002575	jg31019	Aa_G352660.h1.t1
OG0002576	jg29771	Aa_G587940.h1.t1, Aa_G587950.h1.t1
OG0002577	jg29097	Aa_G310610.h1.t1, Aa_G310620.h1.t1
OG0002579	jg28958	Aa_G274520.h1.t1
OG0002580	jg18267	Aa_G154600.h1.t1
OG0002580	jg28888	Aa_G79360.h1.t1
OG0002581	jg28521, jg29570	Aa_G211840.h1.t1, Aa_G632120.h1.t1, Aa_G632110.h1.t1
OG0002582	jg19281	Aa_G340370.h1.t1
OG0002583	jg14810	Aa_G122860.h1.t1
OG0002583	jg6332	Aa_G45220.h1.t1
OG0002584	jg14511	Aa_G89070.h1.t1
OG0002584	jg22795	Aa_G148060.h1.t1
OG0002585	jg22906	Aa_G550770.h1.t1
OG0002586	jg2424	Aa_G110430.h1.t1
OG0002586	jg14373	Aa_G318850.h1.t1
OG0002587	jg30500	Aa_G544390.h1.t1
OG0002588	jg3084, jg30388, jg11293	Aa_G639700.h2.t1, Aa_G639700.h1.t1
OG0002589	jg30278	Aa_G528280.h1.t1
OG0002589	jg2910	Aa_G433580.h1.t1
OG0002590	jg25418	Aa_G237560.h1.t1
OG0002590	jg33638	Aa_G610390.h1.t1
OG0002591	jg25334	Aa_G463600.h1.t1
OG0002591	jg33696	Aa_G231420.h1.t1
OG0002592	jg33645	Aa_G118300.h1.t1
OG0002592	jg25410	Aa_G237640.h1.t1
OG0002593	jg33486	Aa_G173460.h1.t1
OG0002593	jg25593	Aa_G467660.h1.t1, Aa_G471360.h1.t1
OG0002594	jg33467	Aa_G173630.h1.t1
OG0002594	jg25606	Aa_G507800.h1.t1
OG0002595	jg25654	Aa_G241880.h1.t1
OG0002596	jg25734	Aa_G617200.h1.t1, Aa_G197420.h1.t1
OG0002596	jg11095	Aa_G327160.h1.t1
OG0002597	jg25819	Aa_G107730.h1.t1
OG0002597	jg32878	Aa_G57510.h1.t1
OG0002598	jg25901	Aa_G310250.h1.t1
OG0002598	jg32929	Aa_G110690.h1.t1
OG0002599	jg26378	Aa_G235770.h1.t1, Aa_G235720.h1.t1, Aa_G399610.h1.t1
OG0002600	jg11318	Aa_G362610.h1.t1
OG0002601	jg17141	Aa_G35870.h1.t1
OG0002601	jg9143	Aa_G9760.h1.t1
OG0002602	jg25274	Aa_G290220.h1.t1
OG0002603	jg26268	Aa_G136590.h1.t1
OG0002603	jg33282	Aa_G582090.h1.t1
OG0002604	jg33028	Aa_G865900.h1.t1, Aa_G865900.h2.t1, Aa_G453620.h1.t1
OG0002605	jg15615	Aa_G373070.h1.t1
OG0002605	jg19350, jg19348	Aa_G281320.h1.t1
OG0002606	jg19518	Aa_G230740.h1.t1
OG0002607	jg16069	Aa_G103290.h1.t1, Aa_G218970.h1.t1, Aa_G218980.h1.t1
OG0002610	jg20450	Aa_G58280.h1.t1
OG0002611	jg19070	Aa_G269550.h1.t1
OG0002611	jg19073	Aa_G350710.h1.t1
OG0002613	jg28685, jg28686, jg28684	Aa_G658650.h1.t1
OG0002614	jg29741, jg13377	Aa_G292100.h1.t1
OG0002616	jg14212, jg26213, jg14213	Aa_G241060.h1.t1
OG0002618	jg23350, jg23352, jg23353	Aa_G76030.h1.t1, Aa_G76020.h1.t1
OG0002622	jg28237	Aa_G166520.h1.t1
OG0002622	jg9556	Aa_G182760.h1.t1
OG0002623	jg16906	Aa_G569070.h1.t1
OG0002624	jg17191	Aa_G515730.h1.t1
OG0002624	jg9109	Aa_G440510.h1.t1
OG0002626	jg27659	Aa_G110370.h1.t1
OG0002626	jg8908	Aa_G59800.h1.t1, Aa_G144850.h1.t1
OG0002627	jg8895	Aa_G547720.h1.t1
OG0002627	jg27693	Aa_G110280.h1.t1
OG0002628	jg27763, jg27764	Aa_G70180.h1.t1
OG0002628	jg8856	Aa_G180400.h1.t1
OG0002629	jg18624	Aa_G263930.h1.t1
OG0002629	jg31718	Aa_G468700.h1.t1
OG0002630	jg31837	Aa_G302500.h1.t1
OG0002630	jg18682	Aa_G502590.h1.t1
OG0002631	jg18702	Aa_G24720.h1.t1
OG0002631	jg10941	Aa_G296080.h1.t1
OG0002632	jg29285	Aa_G19030.h1.t1
OG0002633	jg1282, jg29334	Aa_G161030.h1.t1
OG0002634	jg1124	Aa_G450920.h1.t1
OG0002634	jg29386	Aa_G171380.h1.t1
OG0002635	jg778	Aa_G400750.h1.t1
OG0002636	jg29956	Aa_G242480.h1.t1
OG0002636	jg12989	Aa_G609710.h1.t1
OG0002637	jg29873	Aa_G585780.h1.t1
OG0002637	jg13126	Aa_G536750.h1.t1
OG0002639	jg13398	Aa_G247930.h1.t1
OG0002639	jg4013	Aa_G260750.h1.t1
OG0002640	jg13664	Aa_G142520.h1.t1
OG0002640	jg13659	Aa_G142490.h1.t1
OG0002641	jg12519	Aa_G245490.h1.t1
OG0002642	jg2246	Aa_G685650.h1.t1
OG0002643	jg12244	Aa_G505910.h1.t1
OG0002643	jg2097	Aa_G211000.h1.t1
OG0002644	jg9687	Aa_G141570.h1.t1
OG0002645	jg22616	Aa_G69060.h1.t1
OG0002645	jg9862	Aa_G146830.h1.t1
OG0002646	jg4157	Aa_G140800.h1.t1
OG0002647	jg10018	Aa_G394560.h1.t1
OG0002648	jg22040, jg9648	Aa_G94220.h1.t1
OG0002649	jg4973, jg7212	Aa_G47830.h1.t1
OG0002650	jg22232	Aa_G54550.h1.t1
OG0002651	jg22287	Aa_G123420.h1.t1
OG0002651	jg9731	Aa_G129630.h1.t1
OG0002652	jg22636	Aa_G307410.h1.t1
OG0002652	jg28069	Aa_G190100.h1.t1, Aa_G190090.h2.t1, Aa_G190090.h3.t1, Aa_G190090.h1.t1
OG0002653	jg4922	Aa_G168850.h1.t1
OG0002653	jg6384	Aa_G398090.h1.t1
OG0002654	jg23576	Aa_G81390.h1.t1
OG0002654	jg4884	Aa_G98300.h1.t1
OG0002655	jg4830	Aa_G458440.h1.t1
OG0002655	jg23527	Aa_G37170.h1.t1
OG0002656	jg23465	Aa_G21080.h1.t1
OG0002656	jg4786	Aa_G309250.h1.t1
OG0002657	jg10803	Aa_G817610.h1.t1
OG0002657	jg20406	Aa_G160470.h1.t1
OG0002657	jg11178	Aa_G295180.h1.t1
OG0002658	jg10483	Aa_G580400.h1.t1
OG0002658	jg10482	Aa_G621190.h1.t1
OG0002659	jg10303	Aa_G517300.h1.t1
OG0002659	jg7673	Aa_G337980.h1.t1
