Orthogroup	Arabidopsis_arenosa	Erysimum_linariifolium
OG0002461	jg15020	El001G021600, El001G021590
OG0002462	jg3314	El004G229430
OG0002462	jg30636	El002G105270
OG0002463	jg3290	El004G229130
OG0002463	jg30599	El002G104950
OG0002464	jg3088	El004G226900
OG0002465	jg30024	El002G099440
OG0002465	jg3754	El004G234350
OG0002466	jg25405	El005G250120
OG0002466	jg33650	El002G139820
OG0002467	jg25441	El005G250560
OG0002468	jg33520	El002G138640
OG0002468	jg25546	El005G251690
OG0002469	jg11054	El003G171620
OG0002469	jg25764	El005G253690
OG0002470	jg25848	El005G254370
OG0002470	jg32901	El002G131670
OG0002471	jg32912	El002G131870
OG0002472	jg25887	El005G254680
OG0002472	jg32924	El002G132000
OG0002473	jg25917	El005G254990
OG0002473	jg32939	El002G132280
OG0002474	jg11257	El003G174200
OG0002474	jg26484	El005G261440
OG0002475	jg11317	El003G174970
OG0002475	jg26550	El005G263640
OG0002477	jg28260	El005G278870
OG0002477	jg9576	El003G155310
OG0002478	jg25522	El005G251420
OG0002478	jg33527	El002G138420
OG0002479	jg18584	El006G296500
OG0002480	jg19346, jg17835	El006G288700
OG0002480	jg15613	El001G027760
OG0002482	jg19717, jg20336	El007G366310
OG0002483	jg33722	El002G140670
OG0002484	jg22539	El007G335360, El007G335370
OG0002487	jg18898, jg18897, jg18896	El006G292970
OG0002487	jg558	El004G196430, El004G196380
OG0002489	jg21905	El007G341520
OG0002489	jg21906	El007G341510
OG0002490	jg26004	El006G320490
OG0002494	jg28313	El005G279490
OG0002494	jg9617	El003G155770
OG0002496	jg16587	El006G320630
OG0002497	jg9255	El003G151460
OG0002498	jg9243	El003G151370
OG0002498	jg16964	El006G316700
OG0002499	jg6036	El001G058250
OG0002500	jg8941	El003G148300
OG0002500	jg27561	El005G272750
OG0002501	jg31822	El002G119110
OG0002502	jg31909	El002G120000
OG0002502	jg18644	El006G295840
OG0002503	jg29248	El002G091630
OG0002504	jg1241, jg1229	El004G205240
OG0002504	jg29359	El002G092800
OG0002505	jg29419	El002G093310
OG0002505	jg1059	El004G202180
OG0002506	jg980	El004G201320
OG0002506	jg29452	El002G093580
OG0002507	jg29922	El002G098380
OG0002508	jg13127	El001G038290, El001G038360
OG0002508	jg29872	El002G097870
OG0002509	jg13163	El001G038700
OG0002509	jg13162	El001G038690
OG0002510	jg13352	El001G041110
OG0002511	jg13661, jg13701	El001G044210, El001G044190, El001G044490
OG0002512	jg16060	El001G031800
OG0002512	jg33737, jg33734	El002G140700
OG0002513	jg25011	El005G246100
OG0002513	jg4246	El001G077380, El001G077400
OG0002514	jg25059	El005G246560
OG0002514	jg4311, jg4478	El001G076750
OG0002515	jg4397	El001G075860
OG0002515	jg25114	El005G247310
OG0002516	jg9901, jg9899	El003G158820, El003G158850
OG0002517	jg9670	El003G156320
OG0002517	jg22073	El007G339560, El007G339590
OG0002518	jg22389	El007G336590
OG0002518	jg9785	El003G157720
OG0002519	jg9786	El003G157740
OG0002520	jg22439	El007G336170
OG0002520	jg9792	El003G157840
OG0002521	jg5043	El001G069500
OG0002522	jg23441	El007G326040
OG0002523	jg10879	El003G169650
OG0002524	jg7606	El001G006770
OG0002524	jg10247	El003G162670
OG0002525	jg7243	El001G010210
OG0002525	jg32215	El002G123890
OG0002526	jg31614	El002G117200
OG0002526	jg9948	El003G159400
OG0002527	jg18612	El006G296150
OG0002527	jg31663	El002G117670
OG0002528	jg27928	El005G275510
OG0002528	jg8726	El003G146060
OG0002529	jg8618	El003G144970
OG0002529	jg16802	El006G318530
OG0002530	jg16736	El006G319160
OG0002530	jg8571	El003G144600
OG0002531	jg16664	El006G319950
OG0002531	jg8501	El003G143610
OG0002532	jg16595	El006G320540
OG0002532	jg1122	El002G128460
OG0002532	jg8406	El003G142840
OG0002533	jg14377	El001G015030
OG0002533	jg14376	El001G015020
OG0002533	jg8296, jg8303	El003G141860
OG0002534	jg7229	El001G010270
OG0002534	jg7231	El001G010260
OG0002535	jg7579	El001G007110
OG0002535	jg10225	El003G162450
OG0002536	jg10290	El003G163130
OG0002536	jg7665	El001G005980
OG0002537	jg7681	El001G005800
OG0002537	jg28830	El002G087120
OG0002538	jg11390	El003G175980
OG0002539	jg11325	El003G175060
OG0002539	jg11326	El003G175070
OG0002540	jg11152	El003G172750, El003G172760
OG0002541	jg16378	El001G035380
OG0002541	jg20228	El006G279670
OG0002542	jg20016	El006G281940
OG0002542	jg16211	El001G033580
OG0002543	jg19973	El006G282560
OG0002543	jg16169	El001G033060
OG0002544	jg19732	El006G284960
OG0002544	jg16031	El001G031430
OG0002545	jg19448	El006G287730
OG0002547	jg15659, jg15721	El001G028670
OG0002547	jg19430	El006G287920
OG0002548	jg19029	El006G291740
OG0002548	jg4101	El001G079150
OG0002549	jg19238	El006G289730
OG0002550	jg5922	El001G059480
OG0002550	jg13982	El001G046890
OG0002551	jg14446, jg16552	El001G015900
OG0002551	jg22888	El007G331580
OG0002553	jg23675	El007G323340
OG0002553	jg14894	El001G020410
OG0002554	jg23730	El007G362220, El007G322730
OG0002555	jg8157	El001G001470
OG0002555	jg28511	El002G083720
OG0002556	jg8088	El001G001710
OG0002556	jg28526	El002G083870
OG0002557	jg28940	El002G088270
OG0002557	jg18206	El006G300960
OG0002558	jg32507	El005G264510
OG0002558	jg9749	El003G157330
OG0002559	jg23943	El005G235510
OG0002559	jg5292	El001G066790
OG0002561	jg5496	El001G064310
OG0002561	jg24116	El005G237190
OG0002562	jg6726	El001G048660
OG0002562	jg24381	El005G239710
OG0002563	jg24391	El005G239820
OG0002564	jg24567	El005G241490
OG0002565	jg15177	El001G022970
OG0002565	jg18738	El006G294800
OG0002566	jg18902	El006G292910
OG0002567	jg30118	El002G100310
OG0002567	jg3639	El004G233020
OG0002568	jg3193	El004G227920
OG0002568	jg30490	El002G103940
OG0002569	jg3265	El004G228890
OG0002569	jg30559	El002G104640
OG0002570	jg30582	El002G104770, El004G229000
OG0002571	jg3316	El004G229470
OG0002571	jg30639	El002G105310
OG0002572	jg3399	El004G230370
OG0002572	jg30708	El002G106060
OG0002573	jg2624	El004G221650
OG0002573	jg30990	El002G109580
OG0002574	jg31143	El002G111730
OG0002574	jg2441	El004G219530
OG0002575	jg29942	El002G098630
OG0002575	jg31019	El002G109730, El005G267440
OG0002576	jg29771	El003G179980
OG0002577	jg29097	El002G089980
OG0002578	jg28987	El002G088730
OG0002579	jg28957	El002G088470
OG0002580	jg18267	El006G300270
OG0002580	jg28888	El002G087730
OG0002581	jg28521	El002G083820
OG0002581	jg29570	El002G094730
OG0002582	jg19281	El004G200330, El006G289290
OG0002582	jg4303	El001G076810
OG0002583	jg14810	El001G019480
OG0002583	jg6332	El001G055030
OG0002584	jg14511	El001G016530
OG0002584	jg22795	El007G332610
OG0002585	jg14416	El001G015510
OG0002585	jg22906	El007G331300
OG0002586	jg2424	El004G219360
OG0002586	jg14373	El001G014990
OG0002587	jg30500	El037G374570, El002G104040
OG0002588	jg3084	El004G226850
OG0002588	jg11293	El003G174590, El003G174560
OG0002589	jg30278	El002G101660
OG0002589	jg2910	El004G224850
OG0002590	jg25418	El005G250260
OG0002590	jg33638	El002G139700
OG0002591	jg25334	El005G249450
OG0002591	jg33696	El002G140370
OG0002592	jg33645	El002G139770
OG0002592	jg25410	El005G250190
OG0002593	jg33486	El002G137870
OG0002593	jg25593	El005G252050
OG0002594	jg33467	El002G137640
OG0002594	jg25606	El005G252250
OG0002595	jg33411	El002G136940
OG0002596	jg25734	El005G253420, El003G163150
OG0002596	jg11095	El003G172120
OG0002597	jg25819	El005G254160
OG0002597	jg32878	El002G131410
OG0002598	jg25901	El005G254770
OG0002598	jg32929	El002G132110
OG0002599	jg26378	El005G260140
OG0002600	jg24053	El005G236550
OG0002600	jg11318	El003G174980
OG0002601	jg17141	El006G314180
OG0002601	jg9143	El003G150280
OG0002602	jg33779	El002G141200, El002G141150
OG0002602	jg25274	El005G248970
OG0002603	jg26268	El005G258950
OG0002603	jg33282	El002G135710
OG0002604	jg33028	El002G133260
OG0002605	jg15615	El001G027780
OG0002605	jg19350, jg19348	El006G288670
OG0002606	jg15814	El001G029450
OG0002606	jg19518	El006G286990, El006G286970
OG0002607	jg16069	El001G015460, El001G031720
OG0002608	jg26690	El005G266930
OG0002608	jg26687	El005G267070, El005G267030
OG0002609	jg16304	El003G169120
OG0002610	jg10826	El003G168980
OG0002610	jg20450	El007G364540
OG0002611	jg19070	El006G291200
OG0002612	jg9157	El003G150470
OG0002612	jg9156	El003G150460
OG0002614	jg29741	El002G096390
OG0002614	jg13377	El001G041300
OG0002616	jg14212	El001G013260
OG0002616	jg26213	El003G174610
OG0002617	jg12304, jg12306, jg12307	El003G186740
OG0002617	jg12305	El003G186730
OG0002618	jg23352	El007G326810
OG0002618	jg23353	El007G358580, El007G326800
OG0002619	jg7263, jg26695	El005G267010
OG0002622	jg28237	El005G278680
OG0002622	jg9556	El003G155090
OG0002623	jg9298	El003G151940
OG0002624	jg17191	El006G313680
OG0002624	jg9109	El003G149920
OG0002626	jg8908	El003G147990, El002G127200
OG0002627	jg8895	El003G147850
OG0002627	jg27693	El005G273610
OG0002628	jg27764	El005G273920
OG0002628	jg8856	El003G147440
OG0002629	jg18624	El006G296020
OG0002629	jg31718	El002G118160
OG0002630	jg31837	El002G119360
OG0002630	jg18682	El006G295540
OG0002631	jg18702	El006G295330
OG0002631	jg10941	El003G170530
OG0002632	jg29285	El002G091990
OG0002633	jg29334	El002G092460
OG0002634	jg1124	El004G202960
OG0002634	jg29386	El002G093070
OG0002635	jg778	El004G199190
OG0002636	jg29956	El002G098770
OG0002636	jg12989	El001G036820
OG0002637	jg29873	El002G097880
OG0002637	jg13126	El001G038280
OG0002639	jg13398	El001G041580
OG0002639	jg4013	El001G080100
OG0002640	jg13664	El001G044240
OG0002640	jg13659	El001G044170
OG0002641	jg12519	El003G189270
OG0002641	jg13722	El001G044980
OG0002642	jg2246	El004G217310
OG0002642	jg12406	El003G188230
OG0002643	jg12244	El003G186210
OG0002643	jg2097	El004G215660
OG0002644	jg1797	El004G211630
OG0002644	jg9687	El003G156560
OG0002645	jg9862	El003G158500
OG0002646	jg4157	El001G078520
OG0002647	jg10018	El003G160120
OG0002647	jg21618	El007G345040
OG0002648	jg22040	El007G340010
OG0002648	jg9648	El003G156120
OG0002649	jg4973, jg7212	El001G070270
OG0002649	jg22128	El007G339070
OG0002650	jg22232	El007G338030
OG0002650	jg9713	El003G156860
OG0002651	jg22287	El007G337750
OG0002651	jg9731	El003G157080
OG0002652	jg22636	El007G334340
OG0002652	jg28069	El005G277370
OG0002653	jg4922	El001G070990
OG0002653	jg6384	El001G053980
OG0002654	jg23576	El007G324490
OG0002654	jg4884	El001G071380
OG0002655	jg4830	El001G071970
OG0002655	jg23527	El007G325070
OG0002656	jg23465	El007G325810
OG0002656	jg4786	El001G072320
OG0002657	jg10803	El003G168670
OG0002657	jg11178	El003G173070
OG0002658	jg10483	El003G165150
OG0002658	jg10482	El003G165140
OG0002659	jg10303	El003G163290
OG0002659	jg7673	El001G005870
OG0002660	jg7646	El001G006160
OG0002660	jg10272	El003G162910
OG0002661	jg10156	El003G161730
OG0002662	jg32239	El002G123590
OG0002662	jg7266	El001G010040
OG0002663	jg18450	El006G298400
OG0002663	jg31330	El002G113730
OG0002664	jg8772	El003G146540
OG0002664	jg8774	El003G146560
OG0002665	jg28072	El005G275590
OG0002666	jg8686	El003G145720
OG0002667	jg27997, jg8676	El005G276690
OG0002668	jg8632, jg8634	El003G145130
OG0002669	jg16716	El006G319320
OG0002669	jg8558	El003G144330
OG0002670	jg16576	El006G320730
OG0002670	jg8391	El003G142680
OG0002671	jg12644	El003G191030
OG0002671	jg12655	El003G191260
OG0002672	jg12545	El003G189620
OG0002672	jg12546	El003G189630
OG0002673	jg7223	El001G010320
OG0002673	jg29948	El002G098680
OG0002674	jg7655, jg7654	El001G006080
OG0002675	jg10454	El003G164930
OG0002675	jg7804	El001G004550
OG0002676	jg11651	El003G179390
OG0002676	jg26880	El005G268960
OG0002677	jg11606	El003G178720, El003G180700
OG0002678	jg26685	El005G266980
OG0002678	jg11458	El003G176970
OG0002679	jg11311	El003G174880
OG0002680	jg11300	El003G174760
OG0002680	jg26535	El005G262780
OG0002681	jg20042	El006G281660
OG0002681	jg16227	El001G033810, El001G033750
OG0002682	jg19641	El006G285720
OG0002683	jg19493	El006G287200
OG0002683	jg15825	El001G029570
OG0002684	jg19446	El006G287750
OG0002684	jg15747	El001G028790
OG0002685	jg3887	El001G081590
OG0002685	jg24805	El005G244010
OG0002686	jg4156	El001G078540
OG0002687	jg14299	El001G014260
OG0002687	jg22979	El007G330590
OG0002688	jg14362	El001G014850
OG0002688	jg22940	El007G330940
OG0002689	jg22892	El007G331490
OG0002689	jg22893	El007G331480
OG0002690	jg14448	El001G015920
OG0002690	jg22891	El007G331500, El007G362080
OG0002691	jg14677	El001G018270
OG0002691	jg23318	El007G327110
OG0002692	jg8197	El001G000570
OG0002692	jg28450	El002G083040
OG0002693	jg28650	El002G085180
OG0002693	jg7879	El001G003590
OG0002694	jg20764	El007G360400
OG0002694	jg28692	El002G085580
OG0002695	jg18229	El006G300710
OG0002695	jg28929	El002G088110
OG0002696	jg29137	El002G090460
OG0002697	jg24786	El005G243810
OG0002698	jg24162	El005G237600
OG0002698	jg5572	El001G063570
OG0002699	jg24168	El005G237660
OG0002699	jg5577	El001G063520
OG0002700	jg5659	El001G062480
OG0002700	jg24249	El005G238490
OG0002701	jg24669	El005G242440
OG0002701	jg21433	El007G347620
OG0002702	jg19299	El006G289180
OG0002703	jg27958, jg31567	El002G116460
OG0002704	jg18852	El006G293470
OG0002705	jg15364	El001G024990
OG0002705	jg19054	El006G291430
OG0002706	jg3635	El004G232980
OG0002706	jg30121	El002G100340
OG0002707	jg2980	El004G225650
OG0002707	jg30320	El002G102060
OG0002708	jg3194	El004G227930
OG0002708	jg30491	El002G103950
OG0002709	jg3356	El004G229920
OG0002709	jg30676	El002G105740
OG0002710	jg30847	El002G108040
OG0002710	jg2768	El004G223240
OG0002711	jg30970	El005G266790, El002G109370
OG0002712	jg2439	El004G219500
OG0002712	jg31157	El002G111900
OG0002713	jg2437	El004G219480
OG0002713	jg31161	El002G111930
OG0002714	jg12901	El001G036010
OG0002715	jg12961	El001G036540
OG0002715	jg29976	El002G098960
OG0002716	jg29421	El002G093330
OG0002716	jg29420	El002G093320
OG0002717	jg5462	El001G064770, El001G064930
OG0002718	jg5567	El006G314750, El005G273050
OG0002718	jg5566	El001G063620
OG0002719	jg6344, jg6343, jg6345	El001G054720, El007G358870, El001G054630, El001G054650, El001G054710, El007G358880
OG0002720	jg14975	El001G021180
OG0002720	jg14972	El001G021170, El003G175950
OG0002721	jg14776	El001G019290
OG0002721	jg6305	El001G055370, El001G055400
OG0002722	jg2508	El004G220330
OG0002722	jg2480	El004G220010, El004G219970
OG0002723	jg3482	El004G231390
OG0002723	jg30782	El002G107150
OG0002724	jg3302	El004G229290
OG0002725	jg25280	El005G249020
OG0002725	jg25279	El005G249010
OG0002726	jg25587	El005G252010
OG0002727	jg33397	El002G136800
OG0002728	jg26053	El005G256580
OG0002729	jg33220	El002G135120
OG0002730	jg26368	El005G260070
OG0002731	jg26473	El005G261310
OG0002731	jg11248	El003G174120
OG0002732	jg33387	El002G136650
OG0002732	jg33389	El002G136660
OG0002733	jg33034, jg33030	El002G133280, El002G133290
OG0002734	jg31554	El002G116260
OG0002734	jg18562	El006G296690
OG0002735	jg15548, jg15263	El005G270080, El001G015850
OG0002736	jg18964	El006G292290
OG0002736	jg15348	El001G024810
OG0002737	jg19347	El006G288690
OG0002737	jg15614	El001G027770
OG0002738	jg20278	El007G366770
OG0002739	jg14856	El001G020020
OG0002739	jg23637	El007G323770
OG0002740	jg15958	El001G030760
OG0002741	jg2420	El004G219310
OG0002741	jg31167	El002G112000
OG0002743	jg9015	El003G149080
OG0002743	jg9014	El003G149070
OG0002745	jg29618	El002G095140
OG0002745	jg28425	El002G082680
OG0002746	jg29855	El002G097500
OG0002746	jg13149	El001G038550
OG0002747	jg25648	El005G252740
OG0002748	jg4796	El001G072260
OG0002749	jg22518	El007G335510, El007G335550
OG0002750	jg2183	El004G216420
OG0002750	jg2196	El004G216680
OG0002750	jg2191	El004G216500
OG0002750	jg12328, jg12334	El003G186920
OG0002751	jg10469	El003G176340
OG0002753	jg9604	El003G155630
OG0002753	jg28290	El005G279200
OG0002754	jg9528	El003G154710
OG0002754	jg28223	El005G278580
OG0002755	jg9227	El003G151190
OG0002758	jg27780	El005G274110
OG0002758	jg8846	El003G147310
OG0002759	jg11078	El003G171990
OG0002760	jg31902	El002G119920
OG0002761	jg7392, jg1060, jg7320, jg1021, jg1024, jg1023	El004G202610
OG0002762	jg766	El004G199080
OG0002762	jg29598	El002G094900
OG0002763	jg29978	El002G098990
OG0002764	jg29838	El002G097400
OG0002764	jg13167	El001G038750
OG0002765	jg4688	El001G073390
OG0002766	jg12238	El003G186090
OG0002766	jg2070	El004G215440
OG0002767	jg567	El004G196520
OG0002767	jg29735	El002G096310
OG0002768	jg22546	El007G335290
OG0002768	jg9828	El003G158200
OG0002769	jg24869	El005G244600
OG0002770	jg9979	El003G159750
OG0002770	jg21732	El007G343510
OG0002771	jg4836	El001G071900
OG0002771	jg23518	El007G325180
OG0002772	jg23373	El007G326680
OG0002772	jg4741	El001G072820
OG0002773	jg4589	El001G074300
OG0002773	jg23112, jg22829	El007G329140
OG0002774	jg10576	El003G165960
OG0002774	jg20646	El007G361760
OG0002775	jg10566	El003G165830
OG0002775	jg20655	El007G361630
OG0002776	jg10408	El003G164500
OG0002777	jg10364	El003G163920, El003G163930
OG0002778	jg10209, jg17052	El006G315620, El006G315680, El006G315670, El006G315600
OG0002779	jg32078	El002G122280, El002G122260
OG0002780	jg32276	El002G125060
OG0002781	jg16733	El006G319220
OG0002781	jg8568	El003G144640
OG0002782	jg16660	El006G320020
OG0002782	jg8493	El003G143540
OG0002783	jg16536	El006G321420, El003G185630
OG0002783	jg8358, jg1110	El003G142360
OG0002784	jg10862	El003G169400
OG0002785	jg11929	El003G182730
OG0002785	jg27217	El005G271310
OG0002786	jg27182	El005G271090
OG0002787	jg11969	El003G183460
OG0002787	jg26998	El005G269790
OG0002788	jg11323	El003G175050, El003G175040
OG0002788	jg26564	El005G264070
OG0002789	jg26516	El005G261870
OG0002789	jg11281	El003G174430
OG0002790	jg26457	El005G261140
OG0002790	jg26460	El005G261160
OG0002791	jg11175	El003G173020
OG0002791	jg26362	El005G260000
OG0002792	jg12631	El003G190810
OG0002793	jg20107	El006G280890
OG0002793	jg16285	El001G034430
OG0002794	jg16133	El001G032610
OG0002795	jg16089	El001G032030
OG0002795	jg19845	El006G283810
OG0002796	jg19693	El006G285300
OG0002796	jg19697	El006G285270
OG0002797	jg15801	El001G029310
OG0002798	jg19466	El006G287510
OG0002798	jg15753	El001G028860
OG0002799	jg18992	El006G292010
OG0002799	jg3885	El001G081610
OG0002800	jg4105	El001G079090
OG0002800	jg2325	El001G079130
OG0002801	jg14003, jg13978	El001G011750
OG0002801	jg5946	El001G059240
OG0002802	jg14053	El001G012040
OG0002802	jg5974	El001G058930
OG0002803	jg14504	El001G016500
OG0002803	jg22804	El007G332480
OG0002804	jg23684	El007G323250
OG0002805	jg29080	El002G089760
OG0002805	jg17989	El006G303140
OG0002806	jg8074	El001G001830
OG0002807	jg7905	El001G003760
OG0002808	jg18315	El006G299770
OG0002809	jg18196	El006G301090
OG0002810	jg29015	El002G089040
OG0002810	jg18130	El006G301820
OG0002811	jg17923, jg17922	El006G303910
OG0002811	jg17919, jg17920	El006G303940, El006G303870
OG0002812	jg17651	El006G307010
OG0002812	jg29196	El002G091070
OG0002813	jg23925	El005G235320
OG0002813	jg5258	El001G067100
OG0002814	jg5386	El001G065770
OG0002814	jg24025	El005G236370
OG0002815	jg24169	El005G237670
OG0002816	jg24295	El005G238780
OG0002817	jg5693	El001G062190
OG0002818	jg24394	El008G369160, El005G239850
OG0002818	jg6697	El001G049030
OG0002819	jg5754	El001G061460
OG0002819	jg24550	El005G241360, El004G208960
OG0002820	jg24588	El005G241710
OG0002820	jg24586, jg24587	El005G241700
OG0002821	jg24633	El005G242120
OG0002822	jg24339	El005G239190
OG0002822	jg32526	El001G051730
OG0002823	jg15199	El001G023270
OG0002823	jg18756	El006G294600
OG0002824	jg15327	El001G024570
OG0002824	jg18949	El006G292430
OG0002825	jg3744	El004G234250
OG0002825	jg30035	El002G099570
OG0002826	jg3668	El004G233410
OG0002827	jg30272	El002G101590
OG0002827	jg2900	El004G224750
OG0002828	jg30275	El002G101630
OG0002828	jg2905	El004G224800
OG0002829	jg2967	El004G225420
OG0002830	jg3109	El004G227110
OG0002830	jg30407	El002G102980
OG0002831	jg3128	El004G227310
OG0002831	jg30419	El002G103110
OG0002832	jg30594	El002G104900
OG0002832	jg3286	El004G229080
OG0002833	jg30595	El002G104910
OG0002833	jg3287	El004G229090
OG0002834	jg30956	El002G109260
OG0002834	jg2639	El004G221810
OG0002835	jg2503	El004G220280
OG0002835	jg31124	El002G111040
OG0002836	jg2462	El004G219730
OG0002836	jg31156	El002G111880
OG0002837	jg2408	El004G219180
OG0002837	jg31175	El002G112080
OG0002838	jg10051	El003G160480
OG0002838	jg21641	El007G344790
OG0002840	jg8388	El003G142660
OG0002840	jg16572	El006G321040
OG0002841	jg18318	El006G299660
OG0002841	jg28848	El002G087280
OG0002842	jg13727, jg28639	El002G085040, El004G210630
OG0002843	jg6204	El001G056490
OG0002844	jg5314	El001G066560
OG0002845	jg5733	El001G061710
OG0002846	jg21592, jg21593	El007G345300
OG0002848	jg6309	El001G055320
OG0002849	jg14768	El001G019160
OG0002849	jg6284	El001G055610
OG0002850	jg23122	El005G265700
OG0002851	jg6217	El001G056360
OG0002851	jg14710	El001G018520
OG0002852	jg6208	El001G056450
OG0002853	jg23129	El007G328960, El007G329000, El007G328980, El007G328900
OG0002854	jg22793	El007G332630
OG0002854	jg16801, jg16800	El004G207780, El004G207740
OG0002855	jg23958	El005G235660
OG0002855	jg22783	El007G332750, El007G335530
OG0002856	jg14517	El001G016580
OG0002856	jg22779	El007G332780
OG0002857	jg14881	El001G020240
OG0002858	jg14760	El001G019110
OG0002859	jg22910	El007G331230
OG0002859	jg14398	El001G015320
OG0002860	jg8902	El003G147930
OG0002860	jg27671	El005G273490
OG0002861	jg28549	El002G084100
OG0002861	jg2717	El004G222780
OG0002862	jg3095	El004G226970
OG0002863	jg3689	El004G233640
OG0002863	jg30078	El002G099950
OG0002864	jg33707	El002G140480
OG0002864	jg25328	El005G249400
OG0002865	jg33670	El002G140050
OG0002865	jg25370	El005G249770
OG0002866	jg25402	El005G250070
OG0002867	jg25414	El005G250220
OG0002867	jg33643	El002G139750
OG0002868	jg25589, jg17500	El005G252020
OG0002868	jg33488	El002G137890
OG0002869	jg26209	El005G258340
OG0002870	jg8251	El004G194480
OG0002871	jg27548	El005G272660
OG0002871	jg27549	El005G272670
OG0002872	jg10363	El003G163910
OG0002872	jg27754	El005G273840
OG0002873	jg9385	El003G152820
OG0002873	jg28061	El005G277270
OG0002874	jg28324	El002G125460
OG0002875	jg33226	El002G135170
OG0002876	jg17711, jg17713	El002G135330
OG0002876	jg33038	El002G133320
OG0002877	jg15440	El001G025910
OG0002877	jg19126	El006G290710
OG0002878	jg19333	El006G288830
OG0002878	jg15609	El001G027710
OG0002879	jg15675	El001G028480
OG0002879	jg19413	El006G288020
OG0002880	jg15746	El001G028780
OG0002881	jg20295, jg15795	El001G029230, El001G029240
OG0002882	jg20573	El007G363140
OG0002884	jg26406	El005G260590
OG0002884	jg26407	El005G260600
OG0002885	jg25779	El005G253860
OG0002886	jg5457	El001G064950
OG0002886	jg5459, jg5461	El001G064780, El001G064940
OG0002887	jg5283	El001G066880
OG0002890	jg28288	El005G279170
OG0002890	jg9600	El003G155550
OG0002891	jg16850	El006G317940
OG0002891	jg9365	El003G152590
OG0002892	jg17067	El006G315440
OG0002892	jg9201	El003G150920
OG0002893	jg9187	El003G150720
OG0002893	jg17090	El006G314920
OG0002894	jg14149	El001G012650
OG0002894	jg9126	El003G150110
OG0002895	jg17229	El006G313380
OG0002895	jg9093	El003G149730
OG0002896	jg9002	El003G175600, El003G148930
OG0002896	jg27472	El005G272300
OG0002897	jg8877	El003G147680
OG0002897	jg27747	El005G273770, El007G357480
OG0002898	jg25731	El005G253390
OG0002899	jg31862	El002G119590
OG0002899	jg18677	El006G295580
OG0002900	jg18699	El006G295360
OG0002900	jg10928	El003G170390
OG0002901	jg29469	El002G093720
OG0002902	jg768	El004G199100
OG0002902	jg29591	El002G094820
OG0002903	jg30001	El002G099220
OG0002903	jg30004, jg30003	El002G099240
OG0002904	jg12992	El001G036860
OG0002905	jg25123, jg12617	El003G190670
OG0002905	jg13580	El001G043170
OG0002906	jg506	El004G195790
OG0002906	jg12754	El003G192500
OG0002907	jg22645	El007G334240
OG0002907	jg9877	El003G158630
OG0002908	jg22703	El007G333550, El003G184560
OG0002909	jg25000	El005G245990
OG0002909	jg4225	El001G077780
OG0002910	jg4407	El001G075600
OG0002910	jg25117	El005G247340
OG0002911	jg25196	El005G248210
OG0002911	jg5197	El001G067770
OG0002912	jg22134	El007G338960
OG0002912	jg31086	El002G111380
OG0002913	jg22253	El007G337930
OG0002913	jg9726	El003G157020
OG0002914	jg22450	El007G336120
OG0002914	jg9798	El003G157890
OG0002915	jg22709	El007G333500
OG0002915	jg22722	El007G333360
OG0002916	jg31270, jg31247	El002G112810, El002G113060
OG0002917	jg5035	El001G069570
OG0002917	jg6513	El001G051680
OG0002918	jg6165	El001G056900
OG0002919	jg4617	El001G074050
OG0002920	jg23160	El007G328620
OG0002921	jg10884	El003G169750
OG0002921	jg20300	El007G366540
OG0002922	jg10842	El003G169180
OG0002924	jg7620	El001G006670
OG0002924	jg10252	El003G162750
OG0002925	jg10233	El003G162550
OG0002926	jg7395	El001G008790
OG0002927	jg7333	El001G009400
OG0002927	jg32038	El002G121780
OG0002928	jg32099	El002G122610
OG0002928	jg2806	El004G223620
OG0002929	jg32162	El002G123420
OG0002929	jg30793	El002G107360
OG0002930	jg18491	El006G297930
OG0002930	jg31361	El002G114100
OG0002931	jg8788	El003G146660
OG0002932	jg8635	El003G145160
OG0002932	jg16812	El006G318400
OG0002933	jg8597, jg1112	El003G144720
OG0002933	jg16765	El006G318850
OG0002934	jg8548	El007G337960
OG0002934	jg16697	El006G319510
OG0002935	jg8386	El003G142640
OG0002936	jg8378	El003G142560
OG0002936	jg16560	El006G321180
OG0002937	jg8368	El003G142450
OG0002937	jg8367	El003G142440
OG0002938	jg8319	El003G142000
OG0002938	jg16501	El006G321710
OG0002939	jg7095, jg7150	El001G010990
OG0002939	jg7152, jg7089, jg7093	El001G011010, El001G006850
OG0002940	jg18522	El006G297120
OG0002942	jg11378	El003G175870
OG0002942	jg26636	El005G265640
OG0002943	jg12733	El003G192270
OG0002943	jg12736	El003G192320
OG0002944	jg16323	El001G034770
OG0002944	jg20156	El006G280380
OG0002945	jg30058	El002G099750
OG0002945	jg22739	El007G333190
OG0002946	jg20035	El006G281740
OG0002946	jg16220	El001G033680
OG0002947	jg16092	El001G032060, El008G369360
OG0002947	jg19853	El006G283620
OG0002948	jg19803, jg6320, jg6321, jg6319	El001G055220
OG0002949	jg19801	El006G284230
OG0002949	jg19802	El004G205200, El004G205230
OG0002950	jg23794	El007G322010
OG0002950	jg15032	El001G021700
OG0002951	jg19735	El006G284930
OG0002952	jg19704	El006G285190
OG0002952	jg16011	El001G031240
OG0002953	jg19684	El006G285380
OG0002954	jg16001	El001G031120
OG0002954	jg19675	El006G285450
