Orthogroup	Arabidopsis_arenosa	Brassica_oleracea
OG0003639	jg9086	XP_013595314.1
OG0003640	jg5276	XP_013621218.1
OG0003642	jg6615	XP_013618764.1, XP_013595743.1
OG0003643	jg15500	XP_013636228.1
OG0003643	jg19199	XP_013637531.1, XP_013630299.1
OG0003645	jg3597	XP_013604750.1
OG0003647	jg30452	XP_013603823.1, XP_013585060.1
OG0003648	jg30803	XP_013586722.1, XP_013599612.1
OG0003649	jg2324	XP_013588345.1
OG0003650	jg15854	XP_013632133.1
OG0003651	jg29777	XP_013605689.1
OG0003652	jg28982	XP_013586587.1
OG0003652	jg28983	XP_013586589.1
OG0003653	jg28913, jg28912	XP_013614797.1, XP_013586746.1, XP_013614788.1, XP_013614790.1
OG0003654	jg28906, jg28907	XP_013585206.1, XP_013614798.1
OG0003655	jg5519	XP_013611091.1, XP_013629877.1, XP_013620312.1
OG0003656	jg5559, jg32141	XP_013619236.1, XP_013590801.1, XP_013610327.1
OG0003657	jg25218	XP_013638131.1, XP_013607998.1, XP_013635474.1, XP_013624444.1, XP_013622469.1, XP_013597489.1
OG0003658	jg4217	XP_013626036.1, XP_013626839.1
OG0003659	jg23113	XP_013594198.1
OG0003660	jg22758, jg12119	XP_013616950.1, XP_013623849.1, XP_013608263.1
OG0003661	jg14985, jg23757	XP_013601605.1, XP_013595038.1
OG0003662	jg14460	XP_013603198.1, XP_013628916.1
OG0003663	jg2554	XP_013613621.1, XP_013588500.1
OG0003664	jg23031	XP_013594118.1, XP_013596194.1
OG0003665	jg30255	XP_013591185.1
OG0003666	jg1919, jg21789	XP_013591452.1, XP_013621254.1
OG0003667	jg25278	XP_013611055.1, XP_013629035.1, XP_013629003.1
OG0003668	jg25345, jg25515	XP_013627979.1, XP_013638036.1, XP_013619976.1
OG0003669	jg33665	XP_013629646.1
OG0003669	jg31487	XP_013588381.1
OG0003670	jg25422, jg25421	XP_013625305.1, XP_013583367.1, XP_013610644.1
OG0003671	jg25566, jg25708	XP_013617790.1, XP_013638705.1
OG0003672	jg28059	XP_013585553.1, XP_013628810.1
OG0003673	jg26745, jg17213	XP_013616644.1, XP_013625697.1, XP_013593497.1
OG0003674	jg26915	XP_013599181.1
OG0003674	jg21362	XP_013597997.1
OG0003676	jg27451	XP_013629903.1
OG0003676	jg9003	XP_013604675.1
OG0003678	jg26225	XP_013611596.1, XP_013583653.1
OG0003679	jg15139	XP_013595345.1, XP_013631882.1, XP_013602106.1
OG0003680	jg15153	XP_013637181.1, XP_013598976.1, XP_013602511.1, XP_013604318.1
OG0003681	jg18909	XP_013637052.1
OG0003682	jg15579, jg15616	XP_013591151.1, XP_013637025.1
OG0003683	jg15101	XP_013604676.1
OG0003686	jg3361	XP_013592640.1
OG0003687	jg1067, jg1065, jg1063	XP_013611455.1
OG0003687	jg1087	XP_013607739.1
OG0003691	jg10844	XP_013607664.1
OG0003691	jg10843	XP_013597381.1
OG0003695	jg9144, jg9601	XP_013603993.1, XP_013592610.1
OG0003696	jg9394	XP_013596126.1
OG0003696	jg28080	XP_013583986.1
OG0003698	jg8863	XP_013622102.1
OG0003699	jg12000, jg32135	XP_013604864.1, XP_013589812.1
OG0003700	jg10991	XP_013590072.1
OG0003701	jg13014, jg13015	XP_013610030.1, XP_013618859.1
OG0003702	jg13351, jg13355	XP_013597646.1, XP_013625308.1
OG0003703	jg2164, jg12308	XP_013590763.1
OG0003704	jg656, jg652, jg660, jg662	XP_013612982.1
OG0003705	jg19362, jg19357	XP_013629897.1, XP_013636770.1, XP_013635018.1
OG0003706	jg22902	XP_013609366.1
OG0003706	jg17892	XP_013634978.1
OG0003707	jg21674	XP_013610010.1, XP_013618933.1, XP_013591547.1, XP_013626070.1
OG0003708	jg22399	XP_013628849.1, XP_013621649.1, XP_013613197.1
OG0003710	jg5146	XP_013606484.1, XP_013620838.1, XP_013623632.1
OG0003711	jg10867, jg10868	XP_013597715.1, XP_013638389.1
OG0003712	jg10540	XP_013628649.1, XP_013598434.1
OG0003713	jg20751	XP_013598669.1, XP_013612174.1
OG0003715	jg7509	XP_013608651.1, XP_013629079.1, XP_013620744.1
OG0003716	jg32133, jg32129	XP_013592794.1, XP_013592838.1, XP_013599703.1
OG0003717	jg8100, jg8162	XP_013606997.1
OG0003719	jg4022	XP_013628716.1, XP_013609493.1, XP_013616473.1
OG0003720	jg12318, jg30507, jg12317, jg3938	XP_013606293.1, XP_013620134.1
OG0003721	jg7503, jg7591, jg7504	XP_013626269.1, XP_013634284.1, XP_013609245.1
OG0003723	jg26599	XP_013607060.1
OG0003723	jg11349	XP_013629872.1
OG0003724	jg26340	XP_013638428.1
OG0003724	jg11139	XP_013601296.1
OG0003726	jg6824, jg20155	XP_013635744.1, XP_013635095.1
OG0003727	jg16212	XP_013592195.1, XP_013605739.1
OG0003728	jg19742	XP_013634421.1
OG0003729	jg19738, jg19741	XP_013632410.1
OG0003730	jg15818	XP_013614180.1, XP_013599991.1
OG0003731	jg4051, jg4092	XP_013618798.1
OG0003732	jg22883, jg22882	XP_013609766.1, XP_013616581.1
OG0003733	jg28740	XP_013593741.1
OG0003735	jg20899, jg7193	XP_013609924.1, XP_013618869.1
OG0003736	jg18353	XP_013621940.1, XP_013635282.1, XP_013631598.1, XP_013634753.1
OG0003737	jg12221	XP_013625481.1
OG0003737	jg12219, jg18381	XP_013633775.1
OG0003738	jg18232	XP_013634944.1, XP_013634973.1, XP_013625663.1
OG0003739	jg3196	XP_013634616.1, XP_013634160.1
OG0003740	jg18150	XP_013636345.1
OG0003741	jg17692	XP_013631710.1
OG0003742	jg18328, jg17520	XP_013604312.1, XP_013585438.1
OG0003743	jg5378	XP_013635644.1
OG0003743	jg24013	XP_013586970.1
OG0003744	jg12761, jg12762	XP_013636237.1
OG0003747	jg24675, jg24679	XP_013637974.1
OG0003748	jg24738	XP_013618885.1, XP_013587070.1, XP_013628954.1
OG0003749	jg24762	XP_013585018.1, XP_013628389.1, XP_013628386.1, XP_013638112.1
OG0003750	jg33642, jg15505	XP_013603032.1
OG0003752	jg30258	XP_013599597.1, XP_013601808.1, XP_013600850.1, XP_013587400.1
OG0003753	jg3461	XP_013591192.1
OG0003753	jg30763	XP_013585277.1
OG0003754	jg30993	XP_013585806.1, XP_013593011.1
OG0003754	jg2616	XP_013587782.1
OG0003755	jg31082, jg32197	XP_013604042.1, XP_013584937.1
OG0003756	jg10043, jg10044	XP_013599457.1, XP_013614065.1
OG0003758	jg16669	XP_013602018.1, XP_013634568.1
OG0003759	jg29960	XP_013585150.1, XP_013603356.1, XP_013603482.1
OG0003760	jg32982	XP_013602072.1, XP_013585357.1, XP_013604192.1
OG0003762	jg18398	XP_013619989.1, XP_013620029.1
OG0003763	jg28730	XP_013585462.1
OG0003764	jg8134	XP_013629961.1
OG0003765	jg18792, jg5414	XP_013612153.1
OG0003766	jg5427	XP_013608430.1
OG0003767	jg6192, jg5775	XP_013613037.1, XP_013618523.1
OG0003768	jg23256	XP_013610352.1, XP_013590630.1, XP_013618921.1
OG0003769	jg22735	XP_013606110.1, XP_013622006.1, XP_013621673.1
OG0003771	jg22778	XP_013606559.1, XP_013622712.1
OG0003772	jg8991	XP_013622617.1, XP_013596623.1
OG0003773	jg2504	XP_013616038.1, XP_013588236.1, XP_013591410.1, XP_013591407.1
OG0003774	jg2536	XP_013592789.1, XP_013588095.1
OG0003774	jg2537	XP_013592484.1
OG0003775	jg3523	XP_013589711.1
OG0003776	jg3563	XP_013618770.1, XP_013590590.1, XP_013590448.1
OG0003777	jg3586, jg31942	XP_013590548.1, XP_013590839.1
OG0003778	jg26129	XP_013586539.1, XP_013608336.1, XP_013591367.1
OG0003779	jg26203	XP_013584639.1
OG0003781	jg5750, jg26682	XP_013627961.1, XP_013591978.1
OG0003782	jg27033	XP_013626784.1, XP_013594223.1
OG0003784	jg33740	XP_013587999.1, XP_013588247.1, XP_013622711.1
OG0003786	jg33339	XP_013592589.1, XP_013588555.1
OG0003787	jg33103	XP_013584887.1, XP_013591155.1
OG0003788	jg15340	XP_013634963.1, XP_013603347.1, XP_013634972.1, XP_013590513.1
OG0003790	jg15598	XP_013635456.1, XP_013635552.1, XP_013635549.1, XP_013632982.1, XP_013632984.1, XP_013614441.1
OG0003791	jg15636	XP_013637505.1
OG0003792	jg15683	XP_013614084.1, XP_013614082.1
OG0003794	jg32345, jg1940, jg33497, jg33498, jg32344, jg32350, jg32349	XP_013635273.1
OG0003798	jg30581	XP_013593319.1, XP_013587156.1
OG0003799	jg2450	XP_013590631.1
OG0003799	jg31148	XP_013586758.1
OG0003801	jg23728	XP_013609647.1, XP_013609452.1
OG0003801	jg23727	XP_013617944.1
OG0003802	jg23170	XP_013627093.1
OG0003805	jg21373	XP_013623815.1
OG0003806	jg6063, jg6064	XP_013608340.1
OG0003806	jg6066	XP_013620033.1, XP_013619670.1
OG0003807	jg23029	XP_013610139.1, XP_013616102.1, XP_013618713.1, XP_013595579.1
OG0003808	jg32691, jg33416	XP_013636363.1, XP_013631446.1, XP_013633386.1
OG0003810	jg14763, jg14769	XP_013594905.1
OG0003810	jg14770	XP_013603942.1
OG0003811	jg5500	XP_013614978.1, XP_013594046.1, XP_013619951.1
OG0003823	jg9612	XP_013600740.1, XP_013584235.1, XP_013598044.1
OG0003824	jg9241	XP_013622019.1, XP_013620573.1, XP_013620588.1, XP_013620545.1
OG0003826	jg27035	XP_013605753.1
OG0003827	jg8887, jg27701	XP_013617435.1
OG0003828	jg31741	XP_013584697.1
OG0003829	jg18690	XP_013634071.1
OG0003829	jg31788	XP_013604889.1, XP_013587553.1
OG0003830	jg1540, jg1541	XP_013605107.1
OG0003831	jg29372	XP_013602918.1, XP_013584456.1
OG0003832	jg21726, jg12935	XP_013595961.1, XP_013620889.1
OG0003833	jg18084	XP_013634151.1
OG0003834	jg378	XP_013615332.1, XP_013608683.1, XP_013608727.1
OG0003835	jg29689	XP_013637905.1
OG0003836	jg24855	XP_013638731.1
OG0003836	jg3943	XP_013625554.1
OG0003837	jg4780	XP_013618819.1, XP_013611532.1, XP_013611531.1
OG0003838	jg21808, jg21799, jg21797	XP_013607205.1, XP_013622636.1
OG0003839	jg22223	XP_013623555.1, XP_013609426.1, XP_013612384.1
OG0003840	jg22391	XP_013609448.1, XP_013616601.1, XP_013626382.1, XP_013591270.1
OG0003842	jg5106	XP_013610204.1, XP_013609869.1, XP_013618503.1
OG0003843	jg4985	XP_013621674.1, XP_013630186.1
OG0003844	jg20449	XP_013599040.1, XP_013621438.1, XP_013612527.1
OG0003845	jg10716	XP_013597062.1
OG0003846	jg10126	XP_013626633.1, XP_013584770.1, XP_013595735.1
OG0003847	jg10125	XP_013595569.1, XP_013595568.1, XP_013625787.1
OG0003848	jg32035	XP_013585072.1, XP_013591180.1, XP_013603749.1
OG0003849	jg32068	XP_013586078.1, XP_013591473.1, XP_013600430.1
OG0003850	jg32743	XP_013586448.1, XP_013600338.1, XP_013589934.1
OG0003851	jg31526	XP_013584088.1, XP_013628339.1, XP_013596050.1
OG0003852	jg8745	XP_013621719.1, XP_013598855.1, XP_013605776.1
OG0003853	jg8577	XP_013600744.1
OG0003853	jg8578	XP_013600752.1
OG0003854	jg12240	XP_013634632.1, XP_013588836.1, XP_013637651.1, XP_013631852.1
OG0003855	jg32643	XP_013587823.1
OG0003858	jg21138, jg33155	XP_013591583.1
OG0003859	jg7556	XP_013616719.1
OG0003860	jg19843	XP_013634209.1
OG0003861	jg20535	XP_013595707.1
OG0003862	jg20451	XP_013598581.1
OG0003862	jg10756	XP_013620913.1
OG0003863	jg20271	XP_013611125.1, XP_013620410.1, XP_013595632.1
OG0003864	jg16343, jg20187	XP_013637418.1, XP_013604117.1, XP_013588158.1
OG0003865	jg20068	XP_013636778.1
OG0003867	jg3898	XP_013630675.1
OG0003868	jg23009	XP_013611543.1
OG0003869	jg22989, jg22990	XP_013610467.1, XP_013610454.1
OG0003870	jg22982	XP_013619122.1, XP_013628787.1, XP_013611418.1
OG0003871	jg22942, jg3189	XP_013625907.1, XP_013616923.1
OG0003872	jg8178, jg8180	XP_013612641.1
OG0003873	jg8079	XP_013596591.1, XP_013614055.1
OG0003874	jg7849	XP_013600745.1, XP_013627688.1, XP_013627741.1, XP_013615656.1, XP_013612249.1, XP_013629985.1
OG0003876	jg18221	XP_013632043.1, XP_013623909.1
OG0003877	jg9733	XP_013624053.1
OG0003878	jg24569	XP_013624051.1, XP_013638851.1, XP_013629268.1
OG0003879	jg24680	XP_013638973.1, XP_013620430.1
OG0003880	jg33748, jg33775, jg33800	XP_013634871.1
OG0003881	jg3670	XP_013590147.1
OG0003882	jg30350	XP_013584960.1, XP_013603336.1, XP_013615860.1, XP_013603626.1, XP_013603586.1
OG0003884	jg31081	XP_013597600.1
OG0003885	jg9981	XP_013618742.1
OG0003886	jg16896	XP_013599825.1
OG0003887	jg29970	XP_013604682.1, XP_013586062.1
OG0003889	jg29252	XP_013583970.1, XP_013604976.1, XP_013602086.1
OG0003890	jg18201	XP_013633494.1, XP_013637395.1
OG0003891	jg5408	XP_013625169.1, XP_013623806.1, XP_013627967.1, XP_013618656.1, XP_013610381.1
OG0003892	jg24561	XP_013583455.1
OG0003893	jg5669	XP_013609487.1
OG0003894	jg6654, jg32277	XP_013610351.1
OG0003894	jg6653	XP_013612614.1
OG0003895	jg16357	XP_013615421.1, XP_013614442.1, XP_013632983.1, XP_013627815.1
OG0003896	jg21580	XP_013612669.1
OG0003897	jg4353	XP_013606366.1
OG0003898	jg4252	XP_013625289.1, XP_013612831.1, XP_013621643.1
OG0003899	jg26913, jg6452	XP_013598863.1
OG0003901	jg23210	XP_013623263.1, XP_013626416.1
OG0003902	jg14505	XP_013629037.1, XP_013623514.1
OG0003903	jg8463	XP_013590749.1, XP_013627833.1, XP_013596993.1
OG0003904	jg3315	XP_013591903.1, XP_013614461.1
OG0003905	jg3305	XP_013590613.1, XP_013616135.1, XP_013589696.1, XP_013589695.1, XP_013590814.1
OG0003908	jg3574	XP_013592491.1, XP_013592067.1, XP_013621023.1
OG0003909	jg3630	XP_013614871.1, XP_013588793.1, XP_013590943.1
OG0003910	jg25432	XP_013584031.1
OG0003912	jg33516	XP_013590926.1
OG0003913	jg25617	XP_013627302.1, XP_013638569.1, XP_013583889.1
OG0003914	jg33410	XP_013592574.1
OG0003914	jg25655	XP_013603855.1
OG0003916	jg26122	XP_013628310.1, XP_013608350.1, XP_013637711.1
OG0003917	jg26173	XP_013637860.1
OG0003918	jg26219, jg26218	XP_013583483.1, XP_013626042.1
OG0003919	jg26377	XP_013584832.1, XP_013584195.1
OG0003920	jg26519	XP_013626613.1, XP_013619034.1, XP_013585302.1
OG0003921	jg28131	XP_013606829.1
OG0003922	jg33552, jg2920, jg33551	XP_013613493.1
OG0003923	jg32849, jg32872, jg32871, jg32850	XP_013584912.1, XP_013590751.1
OG0003924	jg15079	XP_013595325.1, XP_013617029.1, XP_013604395.1
OG0003925	jg15460, jg15458	XP_013623183.1
OG0003926	jg16167	XP_013588573.1, XP_013600176.1
OG0003928	jg24273	XP_013638752.1, XP_013610790.1, XP_013635263.1
OG0003929	jg29044	XP_013601546.1
OG0003930	jg28461	XP_013604165.1
OG0003931	jg12612	XP_013635175.1
OG0003931	jg30286	XP_013600025.1
OG0003933	jg13786, jg13788	XP_013619925.1, XP_013596719.1
OG0003935	jg4551	XP_013627368.1, XP_013610469.1
OG0003937	jg23649	XP_013632221.1, XP_013597184.1, XP_013596844.1, XP_013598571.1
OG0003948	jg9424	XP_013600095.1
OG0003949	jg9346	XP_013621574.1
OG0003950	jg31838	XP_013586668.1, XP_013587115.1, XP_013605171.1
OG0003951	jg11012	XP_013619891.1, XP_013593119.1, XP_013600053.1
OG0003952	jg1448	XP_013626054.1, XP_013620704.1
OG0003953	jg883, jg882, jg26937	XP_013591905.1
OG0003954	jg13020	XP_013610062.1, XP_013618544.1, XP_013596230.1
OG0003955	jg13096	XP_013593495.1, XP_013609821.1, XP_013616378.1
OG0003956	jg20031, jg20030	XP_013616143.1
OG0003957	jg13508	XP_013609276.1, XP_013595664.1
OG0003958	jg12205	XP_013637343.1
OG0003959	jg19340	XP_013632039.1, XP_013634928.1, XP_013626858.1
OG0003960	jg4208	XP_013611979.1
OG0003961	jg4285	XP_013609296.1
OG0003962	jg25093	XP_013638300.1, XP_013586388.1, XP_013623413.1
OG0003963	jg539	XP_013612426.1, XP_013609701.1, XP_013609208.1
OG0003964	jg10674	XP_013615863.1, XP_013602009.1
OG0003965	jg21742	XP_013619623.1, XP_013627349.1, XP_013610437.1
OG0003966	jg21991	XP_013613160.1, XP_013622783.1
OG0003967	jg25162, jg25160	XP_013630806.1
OG0003967	jg5062	XP_013612647.1
OG0003968	jg4994	XP_013618889.1
OG0003969	jg4979	XP_013626846.1, XP_013606187.1
OG0003970	jg4904	XP_013622688.1
OG0003971	jg4709, jg15145	XP_013609731.1, XP_013604078.1
OG0003972	jg4607	XP_013608505.1, XP_013616274.1
OG0003973	jg20330	XP_013610860.1, XP_013598918.1, XP_013618449.1
OG0003974	jg10733	XP_013619547.1
OG0003975	jg10486	XP_013618808.1, XP_013625638.1, XP_013595088.1, XP_013615309.1
OG0003976	jg10228	XP_013593487.1, XP_013609490.1
OG0003977	jg15242	XP_013592246.1, XP_013636894.1
OG0003981	jg8673	XP_013626450.1
OG0003982	jg8586	XP_013593742.1, XP_013634270.1, XP_013622174.1
OG0003983	jg16675	XP_013599729.1
OG0003985	jg7731	XP_013611978.1
OG0003986	jg20519	XP_013612248.1
OG0003987	jg26874	XP_013596415.1
OG0003988	jg11336	XP_013634816.1
OG0003988	jg26578	XP_013596834.1
OG0003989	jg11141, jg11140	XP_013600776.1, XP_013595435.1
OG0003990	jg12729	XP_013590909.1, XP_013635505.1
OG0003991	jg20113	XP_013635981.1
OG0003992	jg20092	XP_013631735.1, XP_013623371.1, XP_013631858.1
OG0003993	jg32488, jg16188	XP_013605471.1, XP_013639672.1, XP_013636669.1
OG0003994	jg31049	XP_013619866.1
OG0003994	jg2567	XP_013592143.1
OG0003995	jg19752	XP_013633719.1, XP_013623547.1, XP_013623531.1
OG0003996	jg19725	XP_013633779.1, XP_013625786.1
OG0003997	jg24801, jg3858	XP_013624161.1, XP_013617637.1
OG0003998	jg3966	XP_013628709.1, XP_013614858.1, XP_013609794.1, XP_013620070.1
OG0003999	jg24971	XP_013594794.1, XP_013585763.1
OG0004001	jg22871	XP_013626860.1, XP_013608293.1, XP_013618245.1
OG0004002	jg23326	XP_013612812.1, XP_013622158.1
OG0004003	jg17667	XP_013623342.1, XP_013632015.1, XP_013631366.1
OG0004004	jg8116	XP_013622593.1
OG0004006	jg17674	XP_013627274.1, XP_013635092.1
OG0004007	jg24357	XP_013626871.1
OG0004007	jg24356	XP_013626428.1
OG0004008	jg24401	XP_013637955.1, XP_013589196.1, XP_013593624.1
OG0004011	jg15571	XP_013604692.1
OG0004012	jg19226	XP_013628733.1, XP_013637210.1, XP_013636489.1, XP_013636490.1
OG0004013	jg15534	XP_013603606.1
OG0004013	jg31018, jg20332	XP_013589348.1
OG0004014	jg1912, jg32449, jg32458	XP_013592901.1
OG0004015	jg19134	XP_013634167.1, XP_013628421.1, XP_013628420.1, XP_013626441.1
OG0004016	jg19160	XP_013635535.1, XP_013634122.1, XP_013622432.1
OG0004017	jg18879	XP_013631172.1, XP_013626425.1
OG0004018	jg4814	XP_013616769.1, XP_013623771.1, XP_013610816.1
OG0004019	jg19050	XP_013625093.1, XP_013625095.1, XP_013634878.1, XP_013634067.1
OG0004021	jg15050	XP_013615266.1, XP_013604832.1
OG0004022	jg17021	XP_013604104.1
OG0004024	jg30126	XP_013637673.1
OG0004026	jg9984	XP_013616979.1
OG0004027	jg9946	XP_013605755.1, XP_013593135.1
OG0004028	jg9909	XP_013593006.1
OG0004030	jg16928	XP_013631924.1, XP_013602790.1, XP_013630289.1
OG0004031	jg18715, jg18716	XP_013631767.1
OG0004032	jg16496, jg16499	XP_013603030.1
OG0004033	jg29663	XP_013638591.1, XP_013600472.1
OG0004034	jg33377, jg33375, jg33376, jg29433	XP_013607808.1
OG0004035	jg29138, jg29121	XP_013585383.1, XP_013604455.1
OG0004037	jg28606, jg28607	XP_013584553.1
OG0004038	jg5426	XP_013625651.1, XP_013606635.1, XP_013621202.1
OG0004039	jg6553	XP_013608673.1, XP_013620999.1, XP_013597243.1, XP_013626052.1
OG0004040	jg6670, jg6669	XP_013616277.1, XP_013614412.1, XP_013593136.1
OG0004043	jg21541	XP_013618587.1, XP_013593847.1
OG0004044	jg4272	XP_013620142.1, XP_013628598.1
OG0004045	jg6365	XP_013593824.1
OG0004045	jg6364	XP_013619998.1
OG0004046	jg6216	XP_013595358.1
OG0004047	jg6210	XP_013612594.1, XP_013606353.1, XP_013599098.1
OG0004048	jg4661, jg23023	XP_013596090.1, XP_013610743.1, XP_013617941.1
OG0004049	jg23102	XP_013596282.1, XP_013610025.1, XP_013610760.1, XP_013619378.1
OG0004050	jg14238	XP_013616296.1, XP_013611642.1
OG0004051	jg14134	XP_013625378.1
OG0004052	jg2749	XP_013591533.1, XP_013590036.1
OG0004053	jg3501	XP_013591792.1, XP_013620921.1, XP_013592086.1
OG0004054	jg25245	XP_013593370.1, XP_013585068.1, XP_013627538.1
OG0004055	jg25365, jg25364	XP_013638762.1, XP_013637068.1
OG0004056	jg11106	XP_013601609.1, XP_013595639.1
OG0004057	jg25799	XP_013623175.1, XP_013639005.1, XP_013637649.1
OG0004058	jg25800	XP_013627389.1, XP_013589550.1, XP_013584626.1
OG0004059	jg25916	XP_013629922.1, XP_013637789.1
OG0004060	jg25933, jg16629	XP_013613955.1
OG0004062	jg25980	XP_013608623.1, XP_013586655.1, XP_013630218.1
OG0004063	jg26001	XP_013620114.1, XP_013624243.1, XP_013587425.1
OG0004064	jg33207	XP_013629487.1
OG0004065	jg26282	XP_013608020.1, XP_013638727.1, XP_013622858.1
OG0004066	jg26459	XP_013585164.1, XP_013625286.1
OG0004067	jg26742	XP_013599087.1
OG0004068	jg27568, jg27569	XP_013592961.1, XP_013609360.1
OG0004069	jg33031, jg33036	XP_013597459.1, XP_013603197.1, XP_013590120.1
OG0004070	jg25519	XP_013637845.1, XP_013623498.1
OG0004071	jg15692, jg15162	XP_013599731.1, XP_013633658.1, XP_013589342.1
OG0004072	jg19486	XP_013627257.1
OG0004073	jg15971	XP_013599763.1, XP_013632240.1, XP_013590602.1
OG0004078	jg9700	XP_013604996.1, XP_013597203.1
OG0004079	jg134, jg288	YP_004927471.1
OG0004080	jg13212, jg13211, jg13133	XP_013620119.1
OG0004081	jg25026, jg16888	XP_013592953.1
OG0004082	jg2367, jg21441, jg21442, jg21443, jg7295	XP_013607456.1
OG0004084	jg13238, jg13240	XP_013610180.1, XP_013596872.1, XP_013596353.1
OG0004085	jg30769, jg30770	XP_013614582.1
OG0004087	jg14010	XP_013632682.1, XP_013639233.1, XP_013632647.1, XP_013632651.1
OG0004091	jg9367	XP_013631209.1
OG0004092	jg9357	XP_013598031.1, XP_013623298.1, XP_013598712.1
OG0004093	jg9312	XP_013607016.1
OG0004094	jg8993	XP_013627221.1
OG0004095	jg8981	XP_013597063.1, XP_013627511.1, XP_013593795.1
OG0004096	jg8924	XP_013625058.1, XP_013595908.1
OG0004097	jg1209	XP_013612439.1
OG0004098	jg29389	XP_013602848.1, XP_013587345.1, XP_013601940.1
OG0004099	jg12921	XP_013618988.1, XP_013596323.1
OG0004100	jg13658	XP_013620299.1, XP_013617823.1
OG0004101	jg22382	XP_013626225.1, XP_013612029.1
OG0004102	jg12847	XP_013592163.1
OG0004103	jg25138	XP_013587093.1, XP_013586402.1, XP_013628025.1
OG0004104	jg21889, jg21890	XP_013619049.1, XP_013623470.1
OG0004105	jg22226, jg22224	XP_013622963.1, XP_013613033.1
OG0004106	jg22301	XP_013620737.1, XP_013612424.1, XP_013629162.1
OG0004107	jg3957, jg15207	XP_013622943.1, XP_013637524.1
OG0004108	jg22473	XP_013611730.1, XP_013620739.1, XP_013629814.1
OG0004110	jg4790	XP_013609610.1, XP_013629548.1, XP_013613170.1
OG0004112	jg23097	XP_013593124.1
OG0004113	jg10739, jg10736	XP_013596822.1, XP_013616574.1, XP_013627457.1
OG0004114	jg10735	XP_013598894.1, XP_013629669.1, XP_013607810.1
OG0004115	jg10711	XP_013594940.1, XP_013628064.1, XP_013597006.1
OG0004116	jg10488	XP_013619811.1, XP_013586964.1
OG0004117	jg10447	XP_013627029.1
OG0004117	jg10446	XP_013624854.1
OG0004118	jg10388	XP_013598194.1, XP_013632372.1
OG0004119	jg32023	XP_013591842.1
OG0004120	jg10458	XP_013639795.1, XP_013622556.1, XP_013598898.1
OG0004121	jg32601	XP_013590491.1, XP_013605696.1, XP_013586702.1
OG0004122	jg32536	XP_013586119.1, XP_013605015.1, XP_013606726.1
OG0004123	jg31426	XP_013627101.1, XP_013596756.1
OG0004124	jg31651	XP_013603555.1, XP_013600250.1
OG0004125	jg8670	XP_013626635.1, XP_013597637.1, XP_013639186.1
OG0004127	jg8574, jg16748	XP_013592943.1, XP_013629811.1
OG0004128	jg8317, jg8318	XP_013597982.1
OG0004129	jg29117	XP_013586883.1
OG0004130	jg13706	XP_013610833.1
OG0004131	jg28315	XP_013602723.1
OG0004133	jg20989, jg1356, jg20988	XP_013609974.1, XP_013634652.1
OG0004134	jg32828	XP_013588229.1
OG0004136	jg7605	XP_013625689.1, XP_013618099.1, XP_013619201.1
OG0004137	jg20337	XP_013612520.1, XP_013593756.1, XP_013610850.1
OG0004138	jg11307	XP_013624955.1, XP_013592537.1, XP_013605143.1
OG0004140	jg20152	XP_013622297.1, XP_013632008.1, XP_013637154.1
OG0004141	jg20110, jg20111	XP_013635752.1, XP_013628031.1, XP_013635701.1
OG0004142	jg19771	XP_013630933.1
OG0004143	jg19705	XP_013633831.1, XP_013628502.1, XP_013632051.1
OG0004144	jg19618	XP_013636617.1, XP_013623486.1
OG0004145	jg19609	XP_013634902.1, XP_013626465.1, XP_013634566.1
OG0004146	jg15885	XP_013637299.1, XP_013591651.1
OG0004147	jg5967	XP_013622649.1
OG0004148	jg6011	XP_013615684.1, XP_013615282.1, XP_013621776.1, XP_013606265.1
OG0004150	jg22953	XP_013612531.1, XP_013614502.1, XP_013632017.1
OG0004151	jg22819	XP_013620709.1, XP_013612009.1, XP_013630363.1
OG0004152	jg23403	XP_013618930.1, XP_013626138.1
OG0004153	jg8218	XP_013620694.1
OG0004154	jg8136	XP_013606024.1, XP_013629067.1
OG0004155	jg8142	XP_013610976.1, XP_013619716.1, XP_013627610.1
OG0004156	jg7980	XP_013625872.1, XP_013619176.1, XP_013610309.1
OG0004157	jg4717	XP_013607459.1, XP_013621013.1
OG0004158	jg4027, jg20838	XP_013614300.1
OG0004159	jg28742	XP_013600201.1, XP_013583662.1, XP_013602172.1
OG0004160	jg18265	XP_013634919.1, XP_013627364.1, XP_013635004.1
OG0004161	jg18253	XP_013636300.1, XP_013636299.1, XP_013628308.1
OG0004162	jg18091	XP_013630098.1
OG0004163	jg18082	XP_013627280.1, XP_013634615.1, XP_013635260.1
OG0004164	jg18067	XP_013631143.1
OG0004165	jg29104	XP_013603587.1, XP_013603029.1
OG0004166	jg17313, jg14082	XP_013636842.1
OG0004167	jg9723	XP_013618284.1, XP_013600668.1, XP_013598498.1
OG0004169	jg24138	XP_013627340.1, XP_013583686.1, XP_013618934.1
OG0004170	jg24258	XP_013621806.1, XP_013585842.1, XP_013629573.1
OG0004172	jg24395	XP_013584173.1, XP_013629911.1, XP_013586447.1
OG0004174	jg24711	XP_013594485.1, XP_013628394.1, XP_013586889.1
OG0004175	jg19311	XP_013625780.1, XP_013634442.1, XP_013632162.1
