Orthogroup	Arabidopsis_arenosa	Cardamine_glauca
OG0001690	jg18087	Cg005G176270
OG0001690	jg29037	Cg006G239380
OG0001691	jg29061	Cg006G239100
OG0001691	jg18047	Cg005G176760
OG0001693	jg17872	Cg005G178110
OG0001693	jg29112	Cg006G238500
OG0001694	jg5520	Cg008G297160
OG0001694	jg24133	Cg004G118220
OG0001695	jg24330	Cg004G120140
OG0001696	jg6705	Cg008G307270
OG0001696	jg24402	Cg004G120820
OG0001697	jg24619	Cg004G122750
OG0001697	jg21570	Cg008G308400
OG0001698	jg19221	Cg005G166310
OG0001698	jg15533	Cg002G050600
OG0001699	jg15289	Cg002G052960, Cg002G052940
OG0001699	jg18889	Cg005G169100
OG0001700	jg3609	Cg007G279910
OG0001700	jg30131	Cg006G229510
OG0001701	jg30574, jg30564	Cg006G225610
OG0001701	jg3273	Cg007G276750
OG0001702	jg3365	Cg007G277640
OG0001702	jg30685	Cg006G224640
OG0001703	jg30742	Cg006G224100
OG0001703	jg3433	Cg007G278270
OG0001705	jg30884	Cg006G222640
OG0001705	jg2686	Cg007G271170
OG0001706	jg31262	Cg006G219270, Cg006G219290
OG0001707	jg32351, jg32353, jg31529	Cg006G216560
OG0001708	jg6554	Cg008G306170
OG0001708	jg24517	Cg004G121760
OG0001709	jg23250	Cg003G110740
OG0001709	jg14613	Cg002G058950
OG0001710	jg30675	Cg006G224740
OG0001710	jg3355	Cg007G277560
OG0001711	jg25721	Cg004G133000
OG0001711	jg11107	Cg001G025530
OG0001712	jg33083	Cg006G200020
OG0001712	jg26051	Cg004G135810
OG0001713	jg33111	Cg006G199790
OG0001713	jg26095	Cg004G136250
OG0001714	jg26215	Cg004G137460
OG0001714	jg33230	Cg006G198840
OG0001715	jg26777	Cg004G142460
OG0001715	jg26747	Cg004G142240, Cg004G142220
OG0001718	jg14458	Cg002G060370
OG0001719	jg27672	Cg004G152020
OG0001719	jg27674	Cg004G152040
OG0001720	jg2923	Cg006G206150
OG0001721	jg13380, jg29768	Cg006G232820
OG0001722	jg22499, jg22501	Cg003G103710
OG0001724	jg18135	Cg005G175900
OG0001724	jg17114	Cg007G265430
OG0001725	jg5678, jg5677, jg5679, jg5675	Cg008G298660
OG0001728	jg6809, jg6562, jg6814	Cg003G082870, Cg003G082850, Cg003G082840, Cg003G082910, Cg003G082900, Cg003G082820, Cg003G082970, Cg003G082830, Cg003G082940, Cg003G082930, Cg003G082950, Cg003G082890, Cg003G082860, Cg003G082880, Cg003G082920
OG0001729	jg11183	Cg001G026180
OG0001729	jg21287	Cg001G026260, Cg001G026480, Cg001G026450
OG0001730	jg9607	Cg001G012300
OG0001731	jg9399	Cg001G010410
OG0001731	jg9400	Cg001G010420
OG0001732	jg9393	Cg001G010350
OG0001732	jg28079	Cg004G155260
OG0001733	jg9354	Cg001G009910
OG0001733	jg16859	Cg005G190760
OG0001734	jg9308	Cg001G009590
OG0001734	jg16891	Cg005G190030
OG0001735	jg27523	Cg004G149320
OG0001735	jg8979	Cg001G006440
OG0001736	jg8810	Cg001G004840
OG0001736	jg27861	Cg004G153300
OG0001737	jg18619	Cg005G171590
OG0001737	jg31699, jg31693	Cg006G215240
OG0001738	jg31900	Cg006G213460
OG0001738	jg18660	Cg005G171220
OG0001739	jg1293	Cg007G253060
OG0001739	jg29333	Cg006G236420
OG0001740	jg1154	Cg007G251980
OG0001740	jg29375	Cg006G235990
OG0001741	jg29425	Cg006G235640
OG0001741	jg1088	Cg007G251450
OG0001742	jg26876	Cg004G143190
OG0001742	jg26875	Cg004G143140
OG0001743	jg29533	Cg006G234770
OG0001743	jg842	Cg007G249310
OG0001744	jg12725	Cg001G041860
OG0001745	jg13489	Cg002G070950
OG0001745	jg12672	Cg001G041280
OG0001746	jg13620	Cg002G069260
OG0001746	jg12607	Cg001G040560
OG0001748	jg12343	Cg001G038010
OG0001748	jg2216	Cg007G266860
OG0001749	jg403	Cg007G245990
OG0001749	jg12823	Cg001G042680
OG0001750	jg527, jg528	Cg007G246840
OG0001751	jg25131	Cg004G127560
OG0001751	jg4424	Cg008G287290
OG0001753	jg25182	Cg004G128020
OG0001753	jg4520	Cg008G287770
OG0001754	jg21764	Cg003G097550
OG0001755	jg9895	Cg001G015040
OG0001755	jg21956	Cg003G099350
OG0001756	jg22023, jg22016	Cg003G099770
OG0001756	jg9657	Cg001G012820
OG0001757	jg9789	Cg001G014080
OG0001758	jg5804	Cg008G299930
OG0001758	jg5092	Cg008G292960
OG0001759	jg4640	Cg008G288810
OG0001759	jg23052	Cg003G108810
OG0001759	jg23053	Cg003G108820
OG0001760	jg10856	Cg001G023370
OG0001760	jg20339	Cg008G324700
OG0001761	jg20492	Cg008G323060
OG0001761	jg10727	Cg001G022150
OG0001762	jg10692	Cg001G021780
OG0001762	jg20517	Cg008G322850
OG0001763	jg10574	Cg001G020800
OG0001764	jg7691	Cg003G080760
OG0001764	jg10326	Cg001G018820
OG0001766	jg7389	Cg003G083740
OG0001766	jg31973	Cg006G212430
OG0001767	jg2818	Cg007G272300
OG0001767	jg7274	Cg003G085250
OG0001767	jg32123	Cg006G210440
OG0001768	jg18449	Cg005G173120
OG0001769	jg27923	Cg004G153970
OG0001769	jg8732	Cg001G004030
OG0001770	jg23627	Cg003G114160
OG0001770	jg14851	Cg002G056930
OG0001771	jg16709	Cg005G191940
OG0001771	jg8552	Cg001G002370
OG0001773	jg21940	Cg003G099200
OG0001773	jg18537	Cg005G172240
OG0001774	jg20936	Cg008G318500
OG0001775	jg10341	Cg001G018990
OG0001775	jg7711	Cg003G093440, Cg003G080510
OG0001776	jg20578	Cg008G322150
OG0001776	jg20583	Cg008G322380
OG0001777	jg8040	Cg014G332130, Cg003G077490, Cg003G077500, Cg014G332120
OG0001777	jg12651	Cg001G041000
OG0001778	jg20181	Cg005G157960
OG0001779	jg16336	Cg002G044000
OG0001779	jg20171	Cg005G158050
OG0001780	jg19876	Cg005G160720
OG0001780	jg16114	Cg002G046040
OG0001781	jg16066	Cg002G046500
OG0001781	jg19785	Cg005G161490
OG0001782	jg15945	Cg002G047400
OG0001782	jg19626	Cg005G162870
OG0001784	jg23636	Cg003G114260
OG0001784	jg14854	Cg002G056910
OG0001785	jg8204	Cg014G333270
OG0001785	jg28459	Cg006G244860
OG0001786	jg28481	Cg006G244640
OG0001786	jg8122	Cg003G076990, Cg014G332620
OG0001787	jg8041	Cg003G077510, Cg014G332110
OG0001787	jg28546	Cg006G243980
OG0001788	jg8003	Cg003G078130, Cg014G331550
OG0001788	jg28575	Cg006G243730
OG0001789	jg13095, jg7964	Cg014G330960, Cg003G078590
OG0001790	jg18198	Cg005G175280
OG0001790	jg28955	Cg006G240130
OG0001791	jg28993	Cg006G239790
OG0001791	jg18147	Cg005G175770
OG0001792	jg18058	Cg005G176700
OG0001793	jg29072	Cg006G238960
OG0001793	jg18033	Cg005G176950
OG0001794	jg29095	Cg006G238720
OG0001794	jg17945	Cg005G177600
OG0001795	jg5432	Cg008G296360
OG0001796	jg24147	Cg004G118330
OG0001796	jg5545	Cg008G297470
OG0001797	jg5594	Cg008G297890
OG0001798	jg6536	Cg008G305980
OG0001798	jg24525	Cg004G121860
OG0001799	jg6645	Cg008G306900
OG0001799	jg24526	Cg004G121870
OG0001800	jg24575	Cg004G122350
OG0001800	jg5709	Cg008G298970
OG0001801	jg21465	Cg008G311080, Cg008G309280
OG0001801	jg24652	Cg004G123080
OG0001803	jg18776	Cg005G170120
OG0001803	jg15217	Cg002G053750
OG0001804	jg3657	Cg007G280310
OG0001804	jg30106	Cg006G229780
OG0001805	jg3571	Cg007G279540
OG0001805	jg30190	Cg006G229130
OG0001806	jg2868	Cg007G272790
OG0001806	jg30254	Cg006G228670
OG0001807	jg18709	Cg005G170790
OG0001807	jg30478	Cg006G226510
OG0001808	jg3264	Cg007G276690
OG0001808	jg30558	Cg006G225650
OG0001809	jg2617	Cg007G270530
OG0001809	jg30992	Cg006G221690
OG0001810	jg31096	Cg006G220870
OG0001810	jg2511	Cg007G269610
OG0001811	jg2378	Cg007G268280
OG0001811	jg31195	Cg006G219900
OG0001812	jg2362	Cg007G268040
OG0001812	jg31208	Cg006G219820
OG0001814	jg16582	Cg005G193170
OG0001814	jg8396	Cg001G001100
OG0001815	jg5711	Cg008G298990
OG0001816	jg24409	Cg004G120880
OG0001816	jg6671	Cg008G307120
OG0001817	jg4317	Cg008G286390
OG0001818	jg14777	Cg002G057510
OG0001818	jg6307	Cg008G304140
OG0001819	jg23746	Cg003G115370
OG0001819	jg14968	Cg002G055900
OG0001820	jg14703	Cg002G058160
OG0001821	jg33428	Cg006G197360
OG0001821	jg25638	Cg004G132330
OG0001822	jg26325, jg26326	Cg004G138360
OG0001822	jg33363	Cg006G197850
OG0001822	jg33365	Cg006G197840
OG0001823	jg28249	Cg004G156710
OG0001824	jg18912	Cg005G168950
OG0001824	jg15306	Cg002G052820
OG0001825	jg15517	Cg002G050750
OG0001826	jg15645, jg15715	Cg002G049550
OG0001826	jg19390	Cg005G164890
OG0001827	jg15686	Cg002G049320
OG0001828	jg19816	Cg005G161230
OG0001828	jg16074	Cg002G046420
OG0001830	jg15847	Cg002G047930
OG0001831	jg20277, jg20279	Cg008G325190, Cg008G325180
OG0001833	jg9237	Cg001G008940
OG0001834	jg30069	Cg006G230110
OG0001835	jg30542	Cg006G225840
OG0001836	jg699	Cg007G248190
OG0001837	jg15231	Cg008G285890, Cg008G285910
OG0001837	jg4256	Cg008G285900
OG0001838	jg10873	Cg001G023530, Cg001G023520
OG0001839	jg17587	Cg005G181910
OG0001840	jg20566	Cg008G322320
OG0001844	jg9511	Cg001G011270
OG0001844	jg28173	Cg004G156110
OG0001845	jg9370	Cg001G010070
OG0001846	jg27834	Cg004G153020
OG0001846	jg8821	Cg001G004950
OG0001847	jg10938	Cg001G024340
OG0001847	jg10940	Cg001G024360
OG0001848	jg1009	Cg007G251110
OG0001848	jg29436	Cg006G235570
OG0001849	jg828	Cg007G249150
OG0001849	jg829	Cg007G249160
OG0001850	jg13411	Cg004G147270, Cg007G255340, Cg002G071400
OG0001851	jg12684	Cg001G041370
OG0001851	jg13473	Cg002G071020
OG0001852	jg12535	Cg001G039720
OG0001852	jg13709	Cg002G070160
OG0001853	jg14239	Cg002G062650
OG0001853	jg14237	Cg002G062710
OG0001854	jg2015, jg2048	Cg007G264690
OG0001855	jg1915	Cg007G262790
OG0001855	jg10523, jg10530, jg10518	Cg001G020400
OG0001856	jg678	Cg007G247900
OG0001856	jg29646	Cg006G233800
OG0001857	jg9848	Cg001G014630
OG0001857	jg22592	Cg003G104540
OG0001858	jg4164	Cg008G284930
OG0001858	jg24964	Cg004G125890
OG0001859	jg24993	Cg004G126170
OG0001859	jg4202	Cg008G285340
OG0001860	jg4318	Cg008G286400
OG0001861	jg25079	Cg004G127040
OG0001861	jg4338	Cg008G286620
OG0001862	jg4435, jg4456	Cg008G287380
OG0001862	jg25140	Cg004G127640
OG0001863	jg9945	Cg001G015560
OG0001863	jg21819	Cg003G097980
OG0001864	jg22254	Cg003G101710
OG0001864	jg9727	Cg001G013450
OG0001865	jg22291	Cg003G101910
OG0001865	jg9734	Cg001G013530
OG0001866	jg22313	Cg003G102150
OG0001866	jg9748	Cg001G013670
OG0001867	jg9878, jg9879	Cg001G014910
OG0001868	jg5050	Cg008G292560
OG0001869	jg23575	Cg003G113620
OG0001869	jg4883	Cg008G290990
OG0001870	jg23551	Cg003G113390
OG0001870	jg4872	Cg008G290870
OG0001871	jg4828	Cg008G290450, Cg008G290460
OG0001872	jg4810	Cg008G290300
OG0001873	jg4769	Cg008G289920
OG0001873	jg4768	Cg008G289910
OG0001874	jg4729	Cg008G289570
OG0001875	jg4666	Cg008G289020
OG0001875	jg6147	Cg008G302820
OG0001876	jg23044	Cg003G108710
OG0001876	jg4642	Cg008G288830
OG0001877	jg4582	Cg008G288220
OG0001877	jg23116	Cg003G109410
OG0001878	jg10871	Cg001G023500
OG0001878	jg20314	Cg008G324870
OG0001879	jg10816	Cg001G022970
OG0001879	jg20394	Cg008G324190
OG0001880	jg10784, jg10783, jg10785	Cg001G022640
OG0001881	jg10474	Cg001G020020
OG0001882	jg7761	Cg003G080130, Cg003G093870
OG0001882	jg10406	Cg001G019450
OG0001883	jg7738	Cg003G080300, Cg003G093680
OG0001883	jg10378	Cg001G019180
OG0001884	jg30007	Cg006G230680
OG0001884	jg1013	Cg007G251160
OG0001885	jg31968	Cg006G212690
OG0001885	jg7390	Cg003G083760
OG0001886	jg32230	Cg006G209210
OG0001886	jg7258	Cg003G085420
OG0001887	jg7149, jg7096	Cg003G087020
OG0001887	jg32330	Cg006G208180
OG0001888	jg18515	Cg005G172470
OG0001889	jg27993	Cg004G154510
OG0001889	jg8680	Cg001G003610
OG0001890	jg8533	Cg001G002130
OG0001890	jg8534	Cg001G002140
OG0001891	jg9863	Cg001G014780
OG0001891	jg29470	Cg006G235300
OG0001892	jg20932	Cg008G318560
OG0001892	jg31295	Cg006G218920
OG0001893	jg7399	Cg003G083700
OG0001893	jg7396	Cg003G083710
OG0001894	jg19228	Cg005G166250
OG0001894	jg7688	Cg003G080840, Cg003G080810, Cg003G080830
OG0001895	jg13762, jg20311, jg20312	Cg008G324900
OG0001896	jg9641	Cg004G120030
OG0001896	jg24697	Cg004G123520
OG0001897	jg26652	Cg004G141480
OG0001897	jg11426	Cg001G028610
OG0001898	jg26514	Cg004G139990
OG0001898	jg11277	Cg001G027070
OG0001899	jg11208	Cg001G026590
OG0001899	jg26430	Cg004G139260
OG0001900	jg14995	Cg002G060120
OG0001900	jg12821	Cg001G042660
OG0001901	jg20195	Cg005G157830
OG0001901	jg16337	Cg002G043990
OG0001902	jg16279	Cg002G044530
OG0001902	jg20104	Cg005G158680
OG0001903	jg16122	Cg002G045960
OG0001903	jg19903	Cg005G160630
OG0001904	jg16113	Cg002G046050
OG0001905	jg16052	Cg002G046600
OG0001905	jg19769	Cg005G161630
OG0001906	jg15979	Cg002G047150
OG0001906	jg19650	Cg005G162650
OG0001907	jg14661	Cg002G058500
OG0001908	jg23323	Cg003G111300
OG0001908	jg8835	Cg005G181890, Cg005G181870, Cg001G004960, Cg001G005050
OG0001909	jg28561, jg28560	Cg006G243840
OG0001910	jg7838	Cg003G094400, Cg003G079620
OG0001910	jg28681	Cg006G242780
OG0001911	jg20875	Cg008G319040
OG0001911	jg28753	Cg006G242110
OG0001912	jg18269	Cg005G174640
OG0001912	jg28885	Cg006G240840
OG0001913	jg28916	Cg006G240590
OG0001913	jg18237	Cg005G174970
OG0001914	jg18338, jg18288, jg18372	Cg005G173750
OG0001915	jg18177	Cg005G175440
OG0001915	jg28966	Cg006G240040
OG0001916	jg29091	Cg006G238770
OG0001916	jg17975	Cg005G177360
OG0001917	jg17843	Cg005G178460
OG0001917	jg29129	Cg006G238320
OG0001918	jg17380	Cg004G141240
OG0001918	jg17379	Cg005G185230
OG0001919	jg5257	Cg008G294560
OG0001919	jg23924	Cg004G116330
OG0001920	jg5465	Cg008G296670
OG0001920	jg24095	Cg004G117860
OG0001921	jg5468	Cg008G296700
OG0001921	jg24100	Cg004G117920
OG0001922	jg24478	Cg004G121450
OG0001922	jg6603	Cg008G306560
OG0001923	jg19122	Cg005G166980
OG0001923	jg15444	Cg002G051450
OG0001924	jg15280	Cg002G053070
OG0001924	jg18877	Cg005G169220
OG0001926	jg18988, jg19001	Cg005G168180
OG0001926	jg15086	Cg002G054980
OG0001927	jg3722	Cg007G281010
OG0001927	jg30055	Cg006G230230
OG0001928	jg3520	Cg007G279130
OG0001928	jg30236	Cg006G228830
OG0001929	jg30298	Cg006G228260
OG0001929	jg2943	Cg007G273470
OG0001930	jg30392	Cg006G227330
OG0001930	jg3090	Cg007G274820
OG0001931	jg3126	Cg007G275220
OG0001931	jg30417	Cg006G227090
OG0001932	jg30462	Cg006G226620
OG0001932	jg3163, jg3164	Cg007G275580
OG0001933	jg30660	Cg006G224820
OG0001933	jg3348	Cg007G277470
OG0001934	jg30776, jg30774	Cg006G223800
OG0001934	jg3473	Cg007G278640
OG0001935	jg30877	Cg006G222700
OG0001935	jg2692	Cg007G271240
OG0001936	jg9527	Cg001G011470
OG0001937	jg31077	Cg006G221060
OG0001937	jg2539	Cg007G269890
OG0001938	jg31251	Cg006G219370
OG0001938	jg31252	Cg006G219360
OG0001939	jg16558	Cg005G193460
OG0001940	jg28512	Cg006G244350
OG0001940	jg4121	Cg008G284520
OG0001941	jg5762	Cg008G299530
OG0001941	jg5761	Cg008G299540
OG0001942	jg25399	Cg003G083690
OG0001943	jg25124	Cg004G127510
OG0001944	jg25109	Cg004G127300
OG0001944	jg4384	Cg008G287040
OG0001945	jg14808	Cg002G057330
OG0001946	jg14704	Cg002G058130
OG0001947	jg14243	Cg002G062580, Cg002G062590
OG0001948	jg14141	Cg002G063750
OG0001949	jg5907	Cg008G300890
OG0001949	jg13961	Cg002G063550
OG0001950	jg25397	Cg004G129880
OG0001950	jg33657	Cg006G195270
OG0001951	jg25516	Cg004G131100
OG0001951	jg33533	Cg006G196380
OG0001952	jg25742	Cg004G133180
OG0001953	jg33100	Cg006G199870
OG0001954	jg5109	Cg008G293100
OG0001954	jg26249	Cg004G137720
OG0001955	jg33328	Cg006G198080
OG0001955	jg26313	Cg004G138250
OG0001956	jg27574	Cg004G150220, Cg004G151090
OG0001956	jg8956	Cg001G006210
OG0001957	jg18587	Cg005G171880
OG0001957	jg31604	Cg006G215940
OG0001958	jg12055, jg27484, jg27482, jg27480	Cg004G148740
OG0001959	jg16018	Cg002G046850
OG0001959	jg16020	Cg002G046820
OG0001960	jg33504	Cg006G196690
OG0001961	jg33174	Cg006G199420
OG0001962	jg29093	Cg006G238750
OG0001962	jg29070	Cg008G308430
OG0001963	jg7854	Cg003G078840, Cg014G330690
OG0001971	jg9518	Cg001G011360
OG0001971	jg28180	Cg004G156150
OG0001972	jg9378	Cg001G010150
OG0001972	jg28052	Cg004G154910
OG0001973	jg9302	Cg001G009520
OG0001973	jg16903	Cg005G190120
OG0001974	jg16927	Cg005G190380
OG0001974	jg9266	Cg001G009190
OG0001975	jg27431	Cg004G148270
OG0001975	jg9008, jg27457	Cg001G006690
OG0001976	jg8875	Cg001G005470
OG0001976	jg27748	Cg004G152400
OG0001977	jg18705	Cg005G170850
OG0001977	jg10961	Cg001G024570
OG0001978	jg836	Cg007G249270
OG0001978	jg29540	Cg006G234700
OG0001979	jg13058	Cg002G074500
OG0001979	jg29930	Cg006G231410
OG0001980	jg13079	Cg002G074300
OG0001980	jg29911	Cg006G231560
OG0001981	jg29763	Cg006G232870
OG0001981	jg13322	Cg002G072290
OG0001982	jg13358	Cg002G071980
OG0001983	jg13424	Cg002G071310
OG0001983	jg12707	Cg001G041670
OG0001984	jg13459	Cg002G071100
OG0001984	jg12695	Cg001G041480
OG0001985	jg628	Cg006G233590
OG0001986	jg15716, jg15644	Cg002G049560
OG0001986	jg19391	Cg005G164880
OG0001987	jg4160	Cg008G284890
OG0001987	jg24961	Cg004G125870
OG0001988	jg25074	Cg004G127010
OG0001988	jg4334	Cg008G286580
OG0001989	jg25096	Cg004G127190
OG0001989	jg4372	Cg008G286910
OG0001990	jg22215	Cg003G101490
OG0001990	jg9718	Cg001G013380
OG0001991	jg22335	Cg003G102370
OG0001992	jg9790	Cg001G014090
OG0001992	jg22432	Cg003G103210
OG0001993	jg22462	Cg003G103420
OG0001993	jg9805	Cg001G014210
OG0001994	jg9882	Cg001G014940
OG0001995	jg5064	Cg008G292670
OG0001995	jg5808	Cg008G299970
OG0001996	jg5005	Cg008G292180
OG0001996	jg6490	Cg008G305720, Cg008G305690
OG0001997	jg4782	Cg008G290040
OG0001997	jg16707	Cg005G191980
OG0001998	jg4759	Cg008G289820
OG0001998	jg23417	Cg003G112140
OG0001999	jg4606	Cg008G288460
OG0001999	jg23104	Cg003G109300
OG0002000	jg23127	Cg003G109510
OG0002000	jg4572	Cg008G288160
OG0002001	jg20386	Cg008G324290
OG0002001	jg10824	Cg001G023040
OG0002002	jg10572	Cg001G020780
OG0002002	jg20651	Cg008G321440
OG0002003	jg10328	Cg001G018840
OG0002003	jg7694	Cg003G080670
OG0002004	jg7604	Cg003G081690
OG0002004	jg10241	Cg001G018110
OG0002005	jg7479	Cg003G082680
OG0002005	jg10115	Cg001G017140
OG0002006	jg10105	Cg001G017060
OG0002006	jg7462	Cg003G083000
OG0002007	jg10103	Cg001G017040
OG0002008	jg7406	Cg003G083540
OG0002008	jg31935	Cg006G213040
OG0002011	jg31460	Cg006G217390, Cg006G217380, Cg006G217400
OG0002012	jg27884	Cg004G153600
OG0002012	jg8797	Cg001G004690
OG0002013	jg27893	Cg004G153680
OG0002013	jg8786	Cg001G004580
OG0002014	jg8741	Cg001G004160
OG0002014	jg27914	Cg004G153890
OG0002015	jg28030	Cg004G154780
OG0002016	jg16729	Cg005G191820
OG0002016	jg8565	Cg001G002510
OG0002017	jg8509	Cg001G001900
OG0002018	jg16565	Cg005G193390
OG0002018	jg8381	Cg001G000930
OG0002021	jg10095	Cg001G016980
OG0002022	jg30282	Cg006G228390
OG0002022	jg20454	Cg008G323480
OG0002023	jg26525	Cg004G140130
OG0002023	jg11292	Cg001G027250
OG0002024	jg11240	Cg001G026770
OG0002024	jg26453	Cg004G139510
OG0002026	jg19840	Cg005G161020
OG0002027	jg15744	Cg002G048960
OG0002027	jg19442	Cg005G164380
OG0002028	jg14298	Cg002G062060
OG0002028	jg22983	Cg003G108150
OG0002029	jg8132	Cg003G077090, Cg014G332540
OG0002030	jg7956	Cg003G078650, Cg014G330900
OG0002030	jg28618	Cg006G243320
OG0002031	jg28784	Cg005G173460
OG0002032	jg18297	Cg005G174410
OG0002033	jg29023	Cg006G239480
OG0002033	jg18108	Cg005G176080
OG0002034	jg29106	Cg006G238580
OG0002034	jg17904	Cg005G177850
OG0002036	jg5406	Cg008G296110
OG0002036	jg24047	Cg004G117460
OG0002037	jg5407	Cg008G296120
OG0002037	jg24049	Cg004G117480
OG0002038	jg25733	Cg004G133100
OG0002038	jg24463	Cg004G121310
OG0002039	jg15506	Cg002G050820
OG0002039	jg19206	Cg005G166440
OG0002040	jg18794	Cg005G169960
OG0002040	jg15225	Cg002G053670
OG0002041	jg18858	Cg005G169390
OG0002041	jg15268	Cg002G053190
OG0002042	jg19016, jg19015	Cg005G167980, Cg005G167530, Cg005G167520
OG0002043	jg30017	Cg006G230560
OG0002043	jg32974	Cg006G200780
OG0002044	jg30037	Cg006G230340
OG0002045	jg30064	Cg006G230160
OG0002045	jg3715	Cg005G174520
OG0002046	jg30092	Cg006G229890
OG0002046	jg3669	Cg007G280440
OG0002047	jg30135	Cg006G229470
OG0002047	jg3603	Cg007G279860
OG0002048	jg2896	Cg007G273110
OG0002049	jg2953	Cg007G273570
OG0002049	jg30303	Cg006G228210
OG0002050	jg30633	Cg006G225110
OG0002050	jg3309	Cg007G277130
OG0002051	jg30641	Cg006G225020
OG0002051	jg19528	Cg005G163740
OG0002052	jg30651	Cg006G224910
OG0002052	jg3333	Cg007G277330
OG0002053	jg30688	Cg006G224600
OG0002053	jg3367	Cg007G277690
OG0002054	jg30858	Cg006G222910
OG0002054	jg2734	Cg007G271650
OG0002055	jg30888	Cg006G222630
OG0002055	jg2685	Cg007G271160
OG0002056	jg17140	Cg005G187870
OG0002056	jg9149	Cg001G008030
OG0002057	jg9196	Cg001G008450
OG0002058	jg16852	Cg005G190820
OG0002059	jg28852	Cg006G241170
OG0002059	jg18312	Cg005G174280
OG0002060	jg2640	Cg007G270740
OG0002061	jg6245	Cg008G303630
OG0002062	jg23050	Cg003G108780, Cg003G108790
OG0002063	jg4534	Cg008G287880
OG0002064	jg15028	Cg002G055410
OG0002064	jg15030	Cg002G055400
OG0002066	jg3343	Cg007G277450
OG0002066	jg30658	Cg006G224840
OG0002068	jg3611	Cg007G279920
OG0002068	jg3647, jg3648	Cg007G280230
OG0002069	jg3621	Cg007G280000
OG0002069	jg3620	Cg007G279990
OG0002070	jg30116	Cg006G229670
OG0002070	jg3641	Cg007G280190
OG0002071	jg25322	Cg004G129260
OG0002071	jg33711	Cg006G194770
OG0002072	jg33690	Cg006G194930
OG0002072	jg25340	Cg004G129430
OG0002073	jg33547	Cg006G196270
OG0002073	jg25504	Cg004G131000
OG0002074	jg11029	Cg001G025020
OG0002074	jg25783	Cg004G133510
OG0002075	jg28207	Cg004G156270
OG0002075	jg28196	Cg004G156260
OG0002076	jg33819	Cg006G194070
OG0002076	jg25230	Cg004G128470
OG0002077	jg33319	Cg006G198170
OG0002078	jg15522	Cg002G050670
OG0002078	jg15521	Cg002G050680
OG0002079	jg6228, jg9829	Cg008G307930
OG0002081	jg16559, jg12209	Cg005G193450
OG0002081	jg17107, jg17108	Cg013G330410, Cg013G330470, Cg013G330460
OG0002082	jg15389	Cg002G052020
OG0002085	jg9868	Cg001G014830
OG0002085	jg9867	Cg008G320570, Cg008G320580, Cg008G320590, Cg001G014820
OG0002086	jg10579	Cg001G020820
OG0002093	jg27536	Cg004G150480
OG0002093	jg8930	Cg001G006000
OG0002094	jg27676	Cg004G152050
OG0002094	jg8901	Cg001G005720
OG0002095	jg27850	Cg004G153190
OG0002095	jg8818	Cg001G004920
OG0002096	jg1360	Cg007G253730
OG0002096	jg29297	Cg006G236720
OG0002097	jg1109	Cg007G251620
OG0002097	jg29392	Cg006G235840
OG0002098	jg898	Cg007G249870
OG0002098	jg927	Cg007G250330
OG0002099	jg29507	Cg006G234960
OG0002099	jg885	Cg007G250060
OG0002100	jg29857	Cg006G232100
OG0002100	jg13148	Cg002G073720
OG0002101	jg12702	Cg001G041600
OG0002101	jg13450	Cg002G071240
OG0002102	jg24718, jg24719	Cg004G123720
OG0002103	jg376	Cg007G245740
OG0002104	jg482	Cg007G246440
OG0002104	jg12764	Cg001G042280
OG0002105	jg29727	Cg006G233240
OG0002105	jg579	Cg007G247220
OG0002106	jg29639	Cg006G233900
OG0002107	jg15633	Cg002G049630
OG0002107	jg19371	Cg005G165050
OG0002108	jg3899	Cg008G282610
OG0002108	jg24818	Cg004G124650
OG0002109	jg4050	Cg008G283920
OG0002109	jg24904	Cg004G125370
OG0002110	jg24909	Cg004G125420
OG0002111	jg4163	Cg008G284920
OG0002112	jg4248	Cg008G285830
OG0002112	jg25012	Cg004G126390
OG0002113	jg14068, jg14041	Cg005G177230
OG0002114	jg9674	Cg001G012950
OG0002115	jg9765	Cg001G013820
OG0002115	jg22336	Cg003G102380
OG0002116	jg22385	Cg003G102760
OG0002116	jg9783	Cg001G014020
OG0002117	jg5125	Cg008G293240
OG0002117	jg31249	Cg006G219390
OG0002118	jg6473	Cg008G305570
OG0002118	jg4999	Cg008G292110
OG0002119	jg4903	Cg008G291180
OG0002119	jg6368	Cg008G304590
OG0002120	jg6207	Cg008G303290
OG0002120	jg4703	Cg008G289380
OG0002121	jg23128	Cg003G109530
OG0002121	jg4569	Cg008G288130
OG0002122	jg10885	Cg001G023660
OG0002123	jg20529	Cg008G322680
OG0002123	jg10678	Cg001G021640
OG0002124	jg20547	Cg008G322530
OG0002125	jg10550	Cg001G020580
OG0002125	jg20668	Cg008G321180
OG0002126	jg7782	Cg003G079970, Cg003G094040
OG0002126	jg10439	Cg001G019750
OG0002127	jg7468	Cg003G082800
OG0002127	jg10110	Cg001G017100
OG0002128	jg7412	Cg003G083510
OG0002128	jg31933	Cg006G213050
OG0002129	jg7318	Cg003G084520
OG0002129	jg32069	Cg006G210990
OG0002131	jg8007	Cg003G078110, Cg014G331580
OG0002131	jg28579	Cg006G243710
OG0002132	jg27888	Cg004G153650
OG0002133	jg8787	Cg001G004590
OG0002134	jg8733	Cg001G004040
OG0002134	jg27922	Cg004G153960
OG0002135	jg8656	Cg001G003360
