Orthogroup	Arabidopsis_arenosa	Alyssum_gmelinii
OG0003702	jg13351, jg13355	Ag008G711160
OG0003704	jg656, jg652, jg660, jg662	Ag004G380510
OG0003705	jg19357	Ag002G188440
OG0003706	jg22902	Ag008G709390
OG0003707	jg21674	Ag001G046190, Ag001G044150
OG0003708	jg22399	Ag008G696190
OG0003709	jg22548	Ag008G699910
OG0003710	jg5146	Ag007G611500
OG0003711	jg10868	Ag006G577490
OG0003712	jg10540	Ag006G560850
OG0003713	jg20751	Ag002G127990
OG0003714	jg10296	Ag007G616100, Ag007G616130, Ag006G552820
OG0003715	jg7509	Ag002G145650
OG0003716	jg32133, jg32129	Ag001G082040
OG0003718	jg27518	Ag003G284720
OG0003719	jg4022	Ag006G494120
OG0003720	jg12318, jg30507, jg12317, jg3938	Ag006G492710
OG0003721	jg7503, jg7591, jg7504	Ag002G145860
OG0003722	jg11574, jg26814	Ag005G428150
OG0003723	jg26599	Ag005G434840, Ag013G741700
OG0003724	jg11139	Ag001G033010
OG0003726	jg6824, jg20155	Ag002G205830
OG0003727	jg20017	Ag002G203050
OG0003727	jg16212	Ag001G095000
OG0003728	jg19742	Ag002G198510
OG0003729	jg19738, jg19741	Ag002G198480, Ag002G198490
OG0003730	jg15818	Ag001G085970
OG0003731	jg4051, jg4092	Ag006G494980
OG0003732	jg22883, jg22882	Ag008G709050
OG0003733	jg28740	Ag004G302200
OG0003734	jg20852	Ag007G587660
OG0003735	jg20899, jg7193	Ag007G588020
OG0003736	jg18353	Ag007G588940
OG0003737	jg12221	Ag007G588640
OG0003737	jg12219, jg18381	Ag001G096790
OG0003738	jg18232	Ag007G590800
OG0003739	jg3196	Ag007G591320
OG0003740	jg28989	Ag004G305500
OG0003741	jg17692	Ag007G596730
OG0003742	jg18328, jg17520	Ag007G597870
OG0003743	jg5378	Ag007G618960
OG0003747	jg24675, jg24679	Ag005G480270
OG0003748	jg24738	Ag005G479190
OG0003749	jg24762	Ag005G478880
OG0003750	jg33642, jg15505	Ag001G079100
OG0003751	jg28527	Ag004G298890, Ag009G736590
OG0003752	jg30258	Ag004G327110, Ag004G327090, Ag004G327100
OG0003753	jg3461	Ag003G215510
OG0003753	jg30763	Ag004G338460
OG0003754	jg30993	Ag003G243160
OG0003755	jg31082, jg32197	Ag003G244780, Ag003G244830
OG0003756	jg10043, jg10044	Ag005G438780
OG0003758	jg16669	Ag006G522880, Ag003G293090
OG0003759	jg29960	Ag004G321510
OG0003760	jg32982	Ag004G310360
OG0003763	jg28730	Ag004G302070
OG0003764	jg28494	Ag004G298480
OG0003765	jg18792, jg5414	Ag007G620080
OG0003766	jg5427	Ag007G620900
OG0003767	jg6192, jg5775	Ag008G723980
OG0003768	jg23256	Ag008G728670
OG0003769	jg22735	Ag002G186650, Ag001G005340, Ag008G705530
OG0003771	jg22778	Ag008G706290
OG0003772	jg8991, jg14162, jg14164, jg14163	Ag003G274450
OG0003773	jg2504	Ag004G349830
OG0003774	jg2537	Ag004G348850
OG0003775	jg3523	Ag003G214120
OG0003776	jg3563	Ag003G212660
OG0003777	jg3586, jg31942	Ag003G212270, Ag003G212280
OG0003778	jg26129	Ag005G448390, Ag001G015900
OG0003779	jg26203	Ag005G445950
OG0003780	jg26315, jg33330	Ag001G010530
OG0003781	jg5750, jg26682	Ag005G431480
OG0003782	jg27033	Ag005G425580
OG0003784	jg33740	Ag001G001250
OG0003786	jg33339	Ag001G010370
OG0003787	jg33103	Ag001G017890, Ag001G017940, Ag001G064350, Ag005G414370
OG0003788	jg15340	Ag001G074080
OG0003789	jg15439	Ag001G076770
OG0003790	jg15598	Ag001G081150, Ag001G081090
OG0003791	jg19372	Ag002G188690
OG0003792	jg15683	Ag001G083440
OG0003794	jg32345, jg1940, jg33497, jg33498, jg32344, jg32350, jg32349, jg33499, jg32347	Ag001G007150, Ag001G007160, Ag001G007170
OG0003795	jg16686, jg16685	Ag001G024280
OG0003797	jg30996, jg31004, jg31009	Ag002G179340
OG0003798	jg30581, jg30580	Ag004G334250
OG0003799	jg2450	Ag004G351260
OG0003801	jg23728	Ag004G381790
OG0003802	jg23170	Ag006G506860, Ag008G727080
OG0003803	jg10618, jg4330, jg4931	Ag006G570310, Ag008G701180
OG0003805	jg21373	Ag007G623130
OG0003806	jg6063, jg6064	Ag008G714650
OG0003807	jg23029	Ag008G724800
OG0003823	jg9612	Ag003G253780
OG0003824	jg9241	Ag003G269910, Ag006G539520
OG0003826	jg27035	Ag001G004720
OG0003827	jg8887	Ag002G113880, Ag003G282320
OG0003828	jg31741	Ag007G579420
OG0003829	jg18690, jg31788	Ag007G579060
OG0003830	jg1540, jg1541	Ag004G364610
OG0003831	jg29372, jg1157, jg1159	Ag004G310960
OG0003832	jg21726	Ag001G072110
OG0003833	jg18084	Ag007G592480
OG0003834	jg378	Ag004G401240
OG0003835	jg29689	Ag004G315870
OG0003835	jg605	Ag004G381760
OG0003836	jg3943	Ag006G492760
OG0003837	jg4780	Ag007G602830, Ag007G602780, Ag007G602820, Ag007G602840
OG0003838	jg21799, jg21797	Ag008G679800
OG0003839	jg22223	Ag008G688920, Ag008G689580
OG0003840	jg22391	Ag008G695990
OG0003842	jg5106	Ag007G610170, Ag007G610160
OG0003844	jg20449	Ag002G112790
OG0003846	jg10126	Ag006G542110, Ag006G547100
OG0003847	jg10125	Ag006G542120, Ag006G547110
OG0003848	jg32035	Ag006G537010, Ag006G539540
OG0003849	jg32068	Ag006G539410, Ag006G536880
OG0003850	jg32743	Ag007G584170
OG0003851	jg31526	Ag007G581520
OG0003852	jg8745	Ag003G286900
OG0003853	jg8578	Ag003G291490
OG0003854	jg12240	Ag007G646040
OG0003855	jg32643	Ag006G532540
OG0003856	jg2288, jg32606	Ag006G532300
OG0003857	jg14281	Ag004G343150, Ag004G329730, Ag004G305790
OG0003858	jg21138, jg33155	Ag002G156300, Ag002G153890
OG0003859	jg7554	Ag002G145200
OG0003862	jg20451, jg10756	Ag002G112350
OG0003863	jg20271	Ag002G123580
OG0003864	jg16343, jg20187	Ag001G098070
OG0003865	jg20068	Ag002G203770
OG0003866	jg19926, jg29151	Ag002G201480
OG0003867	jg3898	Ag006G491870
OG0003868	jg23009	Ag008G712720
OG0003869	jg22989, jg22990	Ag008G712270
OG0003870	jg22982	Ag003G242180, Ag008G711760
OG0003871	jg22942, jg3189	Ag008G710590
OG0003872	jg8178, jg8180	Ag006G517000
OG0003873	jg8079	Ag006G514090, Ag001G047370, Ag001G050070, Ag004G337760
OG0003874	jg7849	Ag006G509560
OG0003876	jg18221	Ag007G590920
OG0003877	jg9733	Ag001G071230
OG0003878	jg24569	Ag005G481750
OG0003879	jg24680	Ag005G480240
OG0003881	jg30091	Ag004G324440
OG0003882	jg30350	Ag004G329660
OG0003883	jg29302	Ag004G309950, Ag004G309960
OG0003884	jg2532	Ag004G348950
OG0003885	jg9981	Ag007G598600
OG0003886	jg9305	Ag003G267320
OG0003889	jg29252	Ag004G309120
OG0003890	jg18201	Ag007G591190, Ag004G305070
OG0003891	jg5408	Ag007G619990
OG0003892	jg24561	Ag005G481830, Ag005G481820
OG0003893	jg24266	Ag005G486160
OG0003893	jg5669	Ag007G631400
OG0003894	jg6653	Ag007G603460, Ag007G637010
OG0003895	jg16357	Ag003G279770
OG0003896	jg21580	Ag007G640340
OG0003897	jg4353	Ag005G411040, Ag003G233160, Ag003G226500, Ag006G501910
OG0003898	jg4252	Ag005G445340, Ag006G499450
OG0003899	jg26913, jg6452	Ag004G348320, Ag004G399370, Ag008G720340, Ag008G720330
OG0003901	jg23210	Ag003G261750, Ag008G727900
OG0003902	jg14505	Ag003G293420
OG0003903	jg8463	Ag003G294220
OG0003904	jg3315	Ag006G554680, Ag003G220070
OG0003905	jg3305	Ag003G220390
OG0003907	jg3248	Ag003G223270
OG0003908	jg3574	Ag003G212480
OG0003909	jg3630	Ag003G211630, Ag003G211620
OG0003910	jg25432	Ag005G466350
OG0003912	jg33516	Ag001G006930
OG0003914	jg25655	Ag005G461840
OG0003916	jg24862, jg26122	Ag005G448510
OG0003917	jg26173	Ag005G446550
OG0003918	jg26219, jg26218	Ag005G445080
OG0003919	jg26377	Ag005G440670
OG0003920	jg26519	Ag005G437100
OG0003921	jg28131	Ag005G406440
OG0003921	jg7180	Ag006G495640
OG0003922	jg33552, jg2920, jg33551	Ag001G006190
OG0003923	jg32849, jg32872, jg32871, jg32850	Ag001G027770
OG0003924	jg15079	Ag001G066150
OG0003925	jg15460, jg15458	Ag001G077400, Ag006G510110
OG0003926	jg16167	Ag001G093930
OG0003928	jg24273	Ag004G383160, Ag001G013340, Ag001G013390, Ag001G013350, Ag006G500800, Ag006G500790, Ag006G500870, Ag001G080400
OG0003929	jg29044	Ag007G611620
OG0003929	jg32634	Ag001G025250
OG0003929	jg1439	Ag007G591150
OG0003930	jg30863	Ag004G298140
OG0003930	jg28461	Ag006G519890
OG0003931	jg30286	Ag004G327710
OG0003933	jg13786, jg13788	Ag005G447390, Ag005G447380, Ag007G649100
OG0003935	jg4551	Ag006G507070
OG0003937	jg23649	Ag008G706340, Ag008G734340, Ag008G734310, Ag008G734320
OG0003948	jg9424	Ag003G259770
OG0003948	jg28111	Ag005G407590
OG0003949	jg9346	Ag004G302760, Ag004G302780, Ag004G302770, Ag004G302750
OG0003950	jg31838	Ag007G578600
OG0003951	jg11012	Ag001G102050
OG0003952	jg1448	Ag008G733540
OG0003953	jg881	Ag004G373920
OG0003954	jg13020	Ag008G659980
OG0003955	jg13096	Ag008G661450
OG0003956	jg20031, jg20030	Ag001G028260, Ag003G290050
OG0003959	jg19340	Ag002G188040
OG0003960	jg4208	Ag006G498300
OG0003961	jg25039	Ag005G474210
OG0003961	jg4285	Ag006G500300
OG0003962	jg25093	Ag005G473140
OG0003963	jg539	Ag002G147190
OG0003964	jg10672	Ag006G572290
OG0003964	jg10674	Ag007G622000
OG0003965	jg21742	Ag008G675890
OG0003967	jg5062	Ag007G609200
OG0003968	jg4994	Ag007G607740
OG0003969	jg4979	Ag007G607450
OG0003972	jg24963, jg4607	Ag007G600000
OG0003973	jg20330	Ag002G114200, Ag002G121890
OG0003974	jg15185	Ag001G069240
OG0003974	jg10733	Ag006G574350
OG0003975	jg10486	Ag006G562610
OG0003977	jg15242	Ag001G071610
OG0003979	jg32420	Ag007G578630, Ag003G270260, Ag007G578620, Ag006G563510
OG0003980	jg8682	Ag003G288900
OG0003981	jg8673	Ag003G289120, Ag003G289090
OG0003982	jg8586	Ag003G291260
OG0003983	jg16675	Ag006G522990
OG0003984	jg7371, jg7370, jg7373	Ag002G148260
OG0003985	jg20755, jg7731	Ag002G137600, Ag002G138470
OG0003986	jg20519	Ag002G104920
OG0003986	jg20520	Ag002G104890
OG0003987	jg26874	Ag005G472880
OG0003988	jg11336	Ag001G036810
OG0003988	jg26578	Ag005G435360
OG0003989	jg11141	Ag001G033020
OG0003990	jg12729	Ag007G655690
OG0003991	jg16292	Ag001G096820
OG0003991	jg20113	Ag002G204630
OG0003992	jg20092	Ag002G204330
OG0003993	jg32488, jg16188	Ag001G094440
OG0003994	jg31049, jg2567	Ag004G348090, Ag003G238840
OG0003995	jg19752	Ag002G198630
OG0003996	jg19725	Ag002G198100
OG0003997	jg3858	Ag006G491450
OG0003998	jg3966	Ag006G493010
OG0003999	jg24971	Ag005G475710
OG0004000	jg22977, jg14300	Ag008G711570
OG0004001	jg22871	Ag008G708770
OG0004002	jg23326	Ag008G729610
OG0004003	jg17667	Ag007G596910
OG0004004	jg8116	Ag006G516080
OG0004005	jg18141	Ag007G591330
OG0004006	jg17674	Ag007G596810
OG0004007	jg24357	Ag005G485020
OG0004007	jg24356	Ag001G022320
OG0004008	jg24401	Ag005G484460
OG0004010	jg24746	Ag005G479120
OG0004011	jg19274	Ag002G185800
OG0004012	jg19226	Ag002G184130
OG0004013	jg15534	Ag001G079690
OG0004014	jg1912, jg32449, jg32458	Ag006G557800
OG0004015	jg19134	Ag002G180260
OG0004016	jg19160	Ag002G181440
OG0004017	jg18879	Ag002G171670
OG0004018	jg4814	Ag007G603700
OG0004019	jg19050	Ag002G177640, Ag002G177720
OG0004021	jg19033	Ag002G176840
OG0004022	jg17021	Ag001G010330
OG0004024	jg30126	Ag004G324940
OG0004025	jg30889	Ag003G241530
OG0004026	jg9984, jg21709	Ag007G598560
OG0004027	jg9946, jg21814	Ag007G586230
OG0004028	jg9909	Ag007G585600
OG0004029	jg22102	Ag008G687110
OG0004030	jg16928	Ag006G527660
OG0004031	jg18715, jg18716	Ag002G164790
OG0004032	jg16496, jg16499	Ag006G518300
OG0004033	jg29663, jg664	Ag004G315410
OG0004034	jg29433	Ag001G009910, Ag001G009870, Ag001G070540
OG0004035	jg29138, jg29121	Ag004G307560, Ag004G307380
OG0004036	jg21275	Ag005G456180, Ag004G334840, Ag008G694810
OG0004037	jg28606, jg28607	Ag004G300010
OG0004038	jg5426	Ag007G620880
OG0004039	jg6553	Ag007G634690
OG0004041	jg23061, jg23063	Ag008G725430
OG0004043	jg21541	Ag006G500390, Ag001G053840
OG0004044	jg4272	Ag006G499970
OG0004045	jg6365	Ag008G721630
OG0004046	jg6216	Ag008G723630
OG0004047	jg6210	Ag008G723740
OG0004049	jg23102	Ag008G726100
OG0004050	jg14238, jg6117	Ag008G714000
OG0004051	jg6029	Ag008G715620
OG0004052	jg2749	Ag004G343240, Ag004G343140, Ag004G343200, Ag004G343190
OG0004053	jg3501	Ag003G214680
OG0004055	jg25365, jg25364	Ag005G468430
OG0004056	jg11106	Ag001G031870
OG0004057	jg25799	Ag005G459110
OG0004058	jg25800	Ag005G459090
OG0004059	jg25916	Ag005G456450
OG0004060	jg25933, jg16629	Ag005G456130
OG0004061	jg25940	Ag005G455680
OG0004062	jg25980	Ag005G454690, Ag005G454700
OG0004063	jg26001	Ag005G453410
OG0004064	jg33207	Ag001G013380
OG0004065	jg26282	Ag005G443970, Ag005G442730, Ag005G442750, Ag005G443980
OG0004066	jg26459	Ag005G438900
OG0004067	jg26742	Ag005G430160, Ag005G430720, Ag005G465990
OG0004068	jg27568, jg27569	Ag006G515360, Ag002G201760
OG0004069	jg33031, jg33036	Ag001G021080
OG0004070	jg25519	Ag005G464610
OG0004071	jg15692, jg15162	Ag001G083040
OG0004072	jg19486	Ag001G085270
OG0004073	jg15971	Ag001G090330
OG0004074	jg12753	Ag001G024240
OG0004074	jg12752	Ag007G619090, Ag007G619070, Ag007G655910
OG0004075	jg20627	Ag002G102570, Ag002G102550
OG0004076	jg20675	Ag002G125810
OG0004077	jg16611	Ag002G173500, Ag002G173490, Ag002G174870, Ag002G173590, Ag002G142890, Ag002G177250, Ag002G177260, Ag002G177140, Ag002G177240, Ag002G177160, Ag003G229440, Ag002G177200, Ag004G396050, Ag007G630560, Ag002G177170, Ag008G698690
OG0004078	jg9700	Ag003G269030
OG0004080	jg13212, jg13211, jg13133	Ag004G302870
OG0004081	jg25026, jg16888	Ag005G475230
OG0004082	jg2367, jg21441, jg21442, jg21443, jg7295	Ag006G512850
OG0004084	jg13238, jg13240	Ag008G664320
OG0004091	jg9367	Ag003G266300
OG0004092	jg9357	Ag003G265100, Ag003G266010
OG0004093	jg9312	Ag003G272890, Ag003G267000
OG0004094	jg8993	Ag003G274520
OG0004095	jg8981	Ag003G274100
OG0004096	jg8924	Ag003G281420
OG0004097	jg1209	Ag004G367700
OG0004097	jg1211	Ag004G376110
OG0004098	jg29389	Ag004G311240, Ag008G667080
OG0004099	jg12921	Ag001G083920
OG0004100	jg13658	Ag008G671950
OG0004101	jg22382	Ag002G129470, Ag008G695630, Ag002G172560
OG0004102	jg367	Ag004G401840
OG0004102	jg12847	Ag007G657580
OG0004103	jg25138	Ag005G472130
OG0004105	jg22226, jg22224	Ag008G689540, Ag008G688940
OG0004106	jg22301	Ag008G693740
OG0004107	jg19292	Ag002G201130
OG0004108	jg22473	Ag008G698070
OG0004109	jg4954	Ag008G720700
OG0004110	jg4790	Ag007G603220
OG0004112	jg23097	Ag008G726060
OG0004113	jg10739, jg10736	Ag006G574430
OG0004114	jg10735	Ag006G574370
OG0004115	jg10711	Ag006G573910
OG0004116	jg10488	Ag006G562240, Ag006G562230, Ag006G562370, Ag006G562350, Ag006G562360
OG0004117	jg10447, jg10446	Ag006G564110
OG0004118	jg10388	Ag004G348130, Ag005G436750, Ag006G566630
OG0004119	jg7343	Ag002G148640
OG0004120	jg10458	Ag006G563680
OG0004121	jg32601	Ag001G004820, Ag006G532110
OG0004122	jg32536	Ag006G531690
OG0004123	jg31426	Ag007G582440
OG0004125	jg8670	Ag003G289200
OG0004127	jg8574, jg16748	Ag003G291650, Ag007G603250
OG0004129	jg29117	Ag004G307330
OG0004131	jg28315	Ag003G222090, Ag006G527360, Ag005G404370, Ag005G468830
OG0004133	jg20989, jg1356	Ag002G157710
OG0004134	jg32828	Ag007G585340
OG0004135	jg7454	Ag002G146830
OG0004136	jg7605	Ag002G143850, Ag002G144330
OG0004137	jg20337	Ag002G114980, Ag002G121320
OG0004139	jg12746	Ag007G655790
OG0004140	jg20152	Ag002G205790
OG0004141	jg20110, jg20111	Ag002G204610
OG0004143	jg19705	Ag002G197750
OG0004144	jg19618	Ag002G195870
OG0004145	jg19609	Ag002G195620
OG0004147	jg5967, jg14042	Ag008G716620
OG0004148	jg6011	Ag008G716060
OG0004150	jg22953	Ag008G711110
OG0004151	jg22819	Ag008G707070
OG0004152	jg23403	Ag004G384710, Ag008G730780
OG0004154	jg8136	Ag006G515450, Ag006G515460
OG0004155	jg8142	Ag006G515250
OG0004156	jg7980	Ag006G511030
OG0004157	jg7978	Ag006G510870
OG0004158	jg4027, jg20838	Ag007G587400
OG0004159	jg28742	Ag004G302220
OG0004160	jg18265	Ag007G590190
OG0004161	jg18253	Ag007G590440
OG0004162	jg18091	Ag007G592360
OG0004163	jg18082	Ag007G592490
OG0004164	jg29048	Ag004G306090
OG0004164	jg18067	Ag007G592690
OG0004166	jg17313, jg14082	Ag006G527090
OG0004168	jg5242	Ag007G613610
OG0004168	jg23917	Ag001G100740
OG0004169	jg24138	Ag005G488110
OG0004170	jg5662, jg24258	Ag005G486310
OG0004171	jg24320	Ag005G485570
OG0004172	jg24395	Ag005G484510
OG0004173	jg24388	Ag005G484630
OG0004174	jg24711	Ag005G479500
OG0004175	jg19311	Ag002G187110
OG0004176	jg18940	Ag002G174040
OG0004178	jg30112	Ag004G324760
OG0004179	jg30423	Ag004G331540
OG0004181	jg30616	Ag004G334850
OG0004182	jg2833	Ag003G240750
OG0004183	jg10019	Ag006G528720
OG0004184	jg10007	Ag007G598340
OG0004185	jg9989	Ag007G598510
OG0004186	jg12555, jg7217	Ag007G580640
OG0004187	jg9956	Ag007G586380
OG0004188	jg22534, jg21879	Ag004G308420, Ag007G649600
OG0004190	jg29698	Ag004G316030
OG0004192	jg31680, jg28630	Ag004G300370, Ag002G119850
OG0004193	jg5435	Ag007G621110
OG0004194	jg5453	Ag007G621800
OG0004195	jg5554, jg7040, jg5555	Ag007G624750
OG0004196	jg6613	Ag007G636150, Ag005G438290
OG0004197	jg4526, jg4527	Ag006G506040
OG0004198	jg6486	Ag008G720140
OG0004199	jg9200	Ag003G272140
OG0004199	jg4957	Ag007G607100
OG0004201	jg6186	Ag008G724020
OG0004203	jg33427	Ag008G727790
OG0004204	jg23214	Ag008G728040
OG0004205	jg22768	Ag008G706110
OG0004206	jg14813, jg14812	Ag008G693080
OG0004207	jg14339	Ag010G740740, Ag001G050540
OG0004208	jg3020, jg7261	Ag003G234290, Ag008G711340
OG0004209	jg2777	Ag004G342800
OG0004210	jg2793	Ag004G342480
OG0004211	jg2834	Ag005G407140, Ag003G240720
OG0004212	jg3447	Ag003G215960, Ag003G215950
OG0004213	jg3076	Ag003G278860, Ag008G710410, Ag001G094050, Ag002G164830, Ag003G231800
OG0004214	jg2964, jg18182, jg18181	Ag004G331660, Ag003G236990
OG0004215	jg3511	Ag003G214490, Ag003G214370, Ag003G214350, Ag003G214340
OG0004216	jg3688	Ag003G209710
OG0004217	jg25226	Ag005G470720
OG0004219	jg25599	Ag005G463350
OG0004220	jg25640	Ag005G462310
OG0004221	jg10612	Ag006G569880
OG0004223	jg26037	Ag005G452400
OG0004224	jg26066	Ag005G450720
OG0004225	jg26103	Ag005G449080
OG0004226	jg26299	Ag005G442370, Ag005G443680
OG0004227	jg26369	Ag005G440980
OG0004228	jg26370	Ag005G440860
OG0004229	jg26450	Ag005G439120
OG0004230	jg26466	Ag005G438770
OG0004231	jg26520	Ag005G437060
OG0004232	jg26610	Ag005G434350, Ag005G433490, Ag005G434360
OG0004233	jg26640	Ag005G433780, Ag005G432450
OG0004234	jg27931	Ag005G413170, Ag005G413690
OG0004235	jg28093	Ag005G408210
OG0004236	jg9544	Ag003G255860
OG0004238	jg33774	Ag001G000840
OG0004239	jg33757	Ag001G001050
OG0004239	jg33758	Ag001G001040
OG0004240	jg33636	Ag001G003840
OG0004241	jg30250, jg33600	Ag001G004850
OG0004242	jg33548	Ag001G006260
OG0004243	jg33525	Ag001G006680
OG0004245	jg25934, jg13532	Ag001G024660
OG0004246	jg32897	Ag001G026740, Ag001G026670
OG0004248	jg24613	Ag005G481170
OG0004249	jg6497	Ag001G091100, Ag007G608190
OG0004250	jg3717, jg8187	Ag003G208980
OG0004251	jg15750	Ag001G084610
OG0004253	jg16132, jg1905	Ag001G093530
OG0004254	jg4319, jg16221	Ag001G095160
OG0004255	jg16300	Ag001G097160
OG0004256	jg4097	Ag001G014590, Ag006G495740, Ag003G279280
OG0004256	jg4098	Ag006G495760
OG0004258	jg19432	Ag002G190970, Ag002G187420, Ag002G190900
OG0004259	jg22185	Ag002G198450, Ag002G198440, Ag002G198420, Ag002G198410
OG0004261	jg9529	Ag004G378390
OG0004261	jg13540	Ag004G397060
OG0004262	jg514, jg517, jg513, jg550	Ag004G388020, Ag004G393150
OG0004264	jg18525	Ag008G703060
OG0004275	jg9531	Ag003G256100
OG0004276	jg13217, jg28081	Ag005G409530
OG0004277	jg9390	Ag003G261350
OG0004278	jg9286	Ag003G268000
OG0004279	jg9264	Ag003G268820
OG0004280	jg9063	Ag003G276710
OG0004281	jg8968	Ag003G273710, Ag003G273720
OG0004282	jg8893	Ag003G282210
OG0004283	jg8833	Ag003G284310
OG0004284	jg31742, jg31743	Ag007G579370
OG0004285	jg31861	Ag007G578390
OG0004286	jg1437, jg1438	Ag004G366100
OG0004287	jg12924	Ag005G452920, Ag006G566270
OG0004288	jg13070	Ag008G660880
OG0004289	jg13219	Ag008G663610
OG0004290	jg13449	Ag008G668950
OG0004291	jg20313	Ag005G432370, Ag001G054990
OG0004294	jg1585, jg19567	Ag002G194640
OG0004295	jg19395	Ag002G189910
OG0004296	jg24936	Ag005G476010
OG0004297	jg25070	Ag005G473650
OG0004298	jg25137	Ag005G472140
OG0004299	jg21744	Ag008G675530
OG0004300	jg21785, jg32509	Ag008G676300
OG0004301	jg1918, jg21791	Ag006G570710
OG0004302	jg21830	Ag008G680460
OG0004304	jg22702	Ag008G705070
OG0004305	jg6531	Ag008G719740, Ag005G469720, Ag005G446370
OG0004306	jg5158	Ag007G611760
OG0004307	jg25451, jg5026	Ag007G608370
OG0004308	jg4908	Ag007G605780
OG0004309	jg4693	Ag007G601380
OG0004310	jg4663	Ag007G600820
OG0004311	jg20426	Ag002G116430
OG0004312	jg10762	Ag006G575250
OG0004313	jg10690	Ag006G572860
OG0004314	jg10563	Ag006G559370
OG0004315	jg10513, jg10510	Ag006G561370
OG0004316	jg10476	Ag006G562990, Ag006G563020
OG0004317	jg10459	Ag006G563670
OG0004318	jg10260	Ag006G551590, Ag006G551600
OG0004319	jg10248	Ag006G551220
OG0004320	jg10161	Ag006G548130, Ag006G546550
OG0004321	jg10077	Ag006G543990, Ag006G543600
OG0004322	jg7419	Ag002G147460
OG0004324	jg26497	Ag005G437640
OG0004325	jg33524	Ag007G656490, Ag001G006700
OG0004326	jg31497	Ag007G581810
OG0004327	jg31600	Ag007G580590
OG0004328	jg31616, jg102	Ag007G580420
OG0004329	jg16503	Ag007G597360
OG0004330	jg8759	Ag003G286610
OG0004331	jg8648	Ag003G289550
OG0004332	jg8643	Ag003G289690
OG0004333	jg7344	Ag002G148630
OG0004334	jg7603	Ag002G143780
OG0004335	jg11643, jg10588	Ag006G557190, Ag006G557320, Ag006G557450, Ag006G557490
OG0004336	jg27212, jg11921	Ag004G372690
OG0004337	jg26940, jg11711	Ag005G426480
OG0004338	jg11675	Ag001G043170
OG0004339	jg11329	Ag001G036730
OG0004340	jg11287, jg11285	Ag001G035810
OG0004341	jg11262	Ag001G035240
OG0004342	jg33598	Ag002G113750, Ag002G121490, Ag002G121780, Ag002G114110, Ag001G000310
OG0004343	jg16362	Ag001G098230
OG0004344	jg20112	Ag002G204620
OG0004346	jg20013	Ag002G202980
OG0004347	jg19777, jg3276	Ag002G199090
OG0004348	jg19639	Ag002G196540
OG0004349	jg15831	Ag001G086280
OG0004350	jg17273, jg5843	Ag008G719100
OG0004352	jg19244	Ag002G184820
OG0004353	jg6049	Ag008G715070
OG0004354	jg22854	Ag008G708130
OG0004355	jg23346	Ag008G730150, Ag004G344020
OG0004356	jg23395	Ag008G692390, Ag004G345130, Ag008G730620
OG0004357	jg23557	Ag008G733010
OG0004358	jg23677	Ag008G734660
OG0004359	jg23696	Ag008G734790
OG0004360	jg28408	Ag004G297400
OG0004361	jg8182	Ag006G517020
OG0004362	jg28663	Ag004G300970
OG0004363	jg18440	Ag007G588140
OG0004364	jg18436	Ag007G588190
OG0004365	jg28945	Ag004G304990
OG0004366	jg18178	Ag007G591440
OG0004368	jg18088	Ag007G592410
OG0004369	jg18077	Ag007G592580
OG0004370	jg18071	Ag007G592650
OG0004371	jg18032	Ag007G593510
OG0004372	jg21502, jg23956	Ag001G100200, Ag001G100230, Ag001G100220, Ag001G100210, Ag001G100240
OG0004373	jg24097	Ag005G488640
OG0004374	jg24421	Ag005G484160
OG0004375	jg6647	Ag005G484020
OG0004376	jg24464	Ag005G483440
OG0004377	jg24527	Ag005G482420, Ag005G482430
OG0004378	jg24543	Ag005G482190
OG0004379	jg24576	Ag005G481540
OG0004380	jg24681	Ag005G480230
OG0004381	jg18734	Ag002G165580
OG0004382	jg18750	Ag002G166100
OG0004383	jg18837	Ag002G169890, Ag002G169880, Ag002G169910
OG0004384	jg15291	Ag001G072910
OG0004385	jg30095	Ag004G324490
OG0004386	jg30297	Ag004G328140
OG0004387	jg2984, jg2985	Ag003G236320
OG0004388	jg3054, jg3051	Ag003G233140
OG0004389	jg30394	Ag004G330500
OG0004390	jg3380	Ag003G218790
OG0004391	jg2831	Ag003G240800
OG0004393	jg31095	Ag003G245170
OG0004394	jg31196	Ag006G530730
OG0004395	jg24397, jg9987	Ag007G598530
OG0004396	jg16905	Ag005G460070
OG0004397	jg29802	Ag004G317980
OG0004398	jg29743	Ag004G316770
OG0004399	jg29732	Ag004G316460
OG0004400	jg29628	Ag004G314840
OG0004401	jg29517	Ag004G313080
OG0004402	jg2653, jg29460	Ag004G312290
OG0004403	jg29385	Ag004G311200
OG0004404	jg29263, jg29262	Ag004G309250
OG0004405	jg29165, jg29166	Ag004G307860, Ag004G307870, Ag004G307880
OG0004406	jg29146	Ag004G307650
OG0004407	jg5348	Ag003G207440, Ag007G617680
OG0004409	jg5514	Ag007G623990
OG0004410	jg5702	Ag007G630280
OG0004411	jg5712	Ag004G304390, Ag007G630020
OG0004412	jg6558	Ag007G634760
OG0004413	jg6637	Ag007G636600
OG0004414	jg21359	Ag007G643050
OG0004416	jg6447	Ag008G720390
OG0004417	jg6253	Ag008G723060
OG0004417	jg6254, jg6256	Ag008G723050
OG0004418	jg16943, jg6203	Ag005G416320, Ag008G723820
