Orthogroup	Arabidopsis_arenosa	Eutrema_salsugineum
OG0001280	jg13715	XP_024006937.1
OG0001280	jg12530	XP_006405620.1
OG0001281	jg12791	XP_006405320.1
OG0001282	jg9842	XP_006413221.1
OG0001282	jg22571	XP_006401276.1
OG0001283	jg15688	XP_024012992.1
OG0001283	jg19397	XP_006411387.1
OG0001284	jg21651	XP_006402200.1
OG0001284	jg23248	XP_006394340.1
OG0001285	jg22246	XP_006401570.1
OG0001285	jg9722	XP_006413090.1
OG0001286	jg22329	XP_024012617.1
OG0001287	jg22350	XP_006401477.1
OG0001288	jg4974	XP_006399646.1
OG0001288	jg6430	XP_006394799.1
OG0001289	jg20325	XP_006398420.2
OG0001290	jg7488	XP_006396933.1
OG0001290	jg10132	XP_006413535.1
OG0001291	jg31944	XP_006415138.1, XP_006415180.1
OG0001291	jg31943	XP_006415139.1
OG0001292	jg18039	XP_024003929.1
OG0001292	jg23963	XP_006408491.1
OG0001293	jg15968	XP_006402705.1
OG0001294	jg16662	XP_006404690.1
OG0001294	jg8497	XP_006411796.1
OG0001295	jg12285	XP_024014760.1
OG0001296	jg16701	XP_024014094.1
OG0001296	jg18635	XP_006410675.2
OG0001297	jg7730	XP_024010114.1
OG0001298	jg11261	XP_024005914.1
OG0001299	jg20082	XP_006397866.1, XP_006418589.2
OG0001299	jg20081	XP_006418590.1
OG0001299	jg20080	XP_006397865.1
OG0001300	jg15832	XP_006402806.1
OG0001300	jg19542	XP_006411496.1
OG0001301	jg15809	XP_006402830.1
OG0001301	jg19524	XP_006411483.1
OG0001302	jg23623	XP_006393963.1
OG0001302	jg14847	XP_006404094.1
OG0001303	jg8235	XP_006396209.1
OG0001303	jg19924	XP_006397710.1
OG0001304	jg29150	XP_006417754.1
OG0001304	jg17815	XP_006409877.1
OG0001305	jg6641	XP_006394953.1
OG0001306	jg6611	XP_006394936.1
OG0001306	jg24470	XP_006408054.1
OG0001307	jg24702	XP_006407835.1
OG0001309	jg18958	XP_006410993.1
OG0001309	jg15338	XP_006403627.1
OG0001310	jg30192, jg30204	XP_006416769.1
OG0001310	jg3569	XP_006389948.1
OG0001311	jg6725	XP_006395002.2, XP_006395003.1
OG0001312	jg24672	XP_006407858.1
OG0001312	jg21429	XP_006395150.1
OG0001314	jg25311	XP_006407233.1
OG0001314	jg33741	XP_006392612.1
OG0001315	jg25618	XP_006406923.1
OG0001315	jg33449	XP_006392903.1
OG0001316	jg32898	XP_006393466.1
OG0001316	jg25845	XP_006406734.1
OG0001317	jg26143	XP_006406437.1
OG0001318	jg11072, jg11074	XP_006414404.2
OG0001319	jg15228	XP_006403736.1
OG0001321	jg20364, jg1526	XP_006398393.1
OG0001322	jg22286, jg22285	XP_006401553.1
OG0001323	jg9820	XP_024005577.1
OG0001328	jg9258	XP_006412590.1
OG0001328	jg16946	XP_006404986.1
OG0001330	jg27854	XP_024016164.1
OG0001330	jg8815	XP_024004417.1
OG0001331	jg1400	XP_024010405.1
OG0001332	jg1204, jg1206	XP_006392338.1
OG0001332	jg29351	XP_006417535.1
OG0001333	jg29505	XP_006417401.1
OG0001334	jg29977	XP_006416959.2
OG0001334	jg12960	XP_006395874.1
OG0001335	jg4205	XP_006398914.1
OG0001335	jg27442, jg24994	XP_006407545.1
OG0001336	jg25122	XP_006407421.1
OG0001336	jg4416	XP_006399111.1
OG0001337	jg22190	XP_006401628.2
OG0001337	jg9690	XP_024005723.1
OG0001338	jg22189	XP_024012430.1
OG0001339	jg22402	XP_024011439.1
OG0001339	jg9787	XP_006413159.1
OG0001340	jg4947	XP_006399618.1, XP_006409182.1
OG0001341	jg6380	XP_006394756.1
OG0001341	jg4915	XP_006399581.1
OG0001342	jg4829	XP_006399496.1
OG0001342	jg23529	XP_024007437.1
OG0001343	jg4675	XP_006399319.1
OG0001343	jg6171	XP_024006868.1
OG0001344	jg10847	XP_006414199.1
OG0001344	jg20362	XP_006398394.1
OG0001345	jg10709	XP_006414055.1
OG0001346	jg10490	XP_006413851.1
OG0001346	jg10491	XP_006413852.1
OG0001347	jg10124	XP_006413525.1
OG0001348	jg27906	XP_006409254.1
OG0001349	jg27953	XP_006409200.1
OG0001349	jg8711, jg8710	XP_006412019.1
OG0001350	jg16690	XP_024014244.1
OG0001350	jg8537	XP_006411833.1
OG0001351	jg11857, jg11858	XP_006403054.1, XP_024006337.1
OG0001352	jg32273	XP_006396030.1
OG0001352	jg7121	XP_006397274.1
OG0001353	jg10673	XP_024005178.1
OG0001353	jg20536	XP_006398222.1
OG0001354	jg16331	XP_006402360.1
OG0001354	jg20161	XP_006397943.1
OG0001355	jg16178	XP_006402501.1
OG0001355	jg19979	XP_006397772.1
OG0001356	jg19583	XP_006411538.1
OG0001356	jg15895	XP_006402760.1
OG0001357	jg15812	XP_006402824.1
OG0001357	jg19519	XP_006411479.1
OG0001358	jg19480	XP_006411456.1
OG0001358	jg15765	XP_006402868.1
OG0001359	jg14392	XP_024009717.1
OG0001359	jg22915	XP_006400918.1
OG0001360	jg28868	XP_024008805.1
OG0001361	jg28802	XP_024008194.1
OG0001362	jg26246	XP_006406351.1
OG0001362	jg17572	XP_006408669.1
OG0001363	jg9747	XP_006413113.1
OG0001363	jg16728	XP_006413115.1
OG0001364	jg5329	XP_024012291.1
OG0001364	jg23972	XP_006408483.1
OG0001365	jg23981	XP_006408476.1
OG0001365	jg5340	XP_006400032.1
OG0001366	jg5422	XP_006400122.1
OG0001366	jg24062	XP_006408415.1
OG0001367	jg21605	XP_024007346.1
OG0001367	jg24593	XP_006407939.1
OG0001368	jg17156	XP_006405926.1
OG0001368	jg5244	XP_006405985.1
OG0001370	jg30645	XP_006416340.1
OG0001370	jg3320	XP_006390173.1
OG0001372	jg24142	XP_006408341.1
OG0001372	jg5531	XP_006400241.1
OG0001373	jg32957	XP_024006229.1
OG0001373	jg25953	XP_006406620.1
OG0001374	jg3178	XP_006390328.1
OG0001374	jg30479	XP_006416498.1
OG0001375	jg30111	XP_006416838.1
OG0001375	jg3650	XP_006389871.1
OG0001376	jg25403	XP_006407142.1
OG0001376	jg33653	XP_006392704.1
OG0001377	jg25735	XP_006406816.1
OG0001377	jg25736	XP_006406765.2
OG0001378	jg32925	XP_006393407.1
OG0001378	jg25888	XP_006406692.1
OG0001379	jg26149	XP_006406428.2
OG0001379	jg33178	XP_006393155.1
OG0001380	jg33185	XP_024006357.1
OG0001381	jg32876	XP_006393494.1
OG0001382	jg16689	XP_006404724.2
OG0001382	jg8536	XP_006411832.1
OG0001383	jg9406	XP_006412767.1
OG0001383	jg12350, jg12352, jg21140	XP_006405157.2, XP_024005817.1
OG0001384	jg16773, jg16781	XP_006404806.1, XP_006404792.2, XP_006404801.1
OG0001384	jg16782	XP_006404807.1
OG0001391	jg25181	XP_006407354.1, XP_006415429.1
OG0001392	jg8855	XP_006412163.1
OG0001392	jg27766	XP_006409401.1
OG0001393	jg27836	XP_006409346.1
OG0001393	jg8820	XP_006412126.1
OG0001394	jg31836	XP_006415264.1
OG0001394	jg31834, jg31835	XP_006415265.1
OG0001396	jg21495, jg21488, jg21481, jg32662, jg21446, jg21450	XP_006395103.1
OG0001397	jg29412	XP_006417482.1
OG0001397	jg1099	XP_006392273.1
OG0001398	jg12937	XP_006398540.1
OG0001398	jg29983	XP_006416955.1
OG0001399	jg13077	XP_024006797.1
OG0001399	jg29913	XP_024008579.1
OG0001400	jg13235	XP_006395630.1
OG0001400	jg29788	XP_006417140.1
OG0001401	jg12560	XP_006405589.1
OG0001401	jg5346	XP_006400037.1
OG0001402	jg12539	XP_006405605.1
OG0001403	jg620	XP_006391810.1
OG0001404	jg672	XP_006391856.1
OG0001404	jg29652	XP_006417266.1
OG0001405	jg4235	XP_006398940.1
OG0001405	jg25006	XP_006407522.1
OG0001406	jg8538	XP_006411834.1
OG0001406	jg6576	XP_006390781.1
OG0001407	jg21996	XP_006401767.1
OG0001407	jg9640	XP_006413006.1
OG0001409	jg23344	XP_006394248.1
OG0001409	jg4714	XP_006399365.1
OG0001410	jg20387	XP_006398370.1
OG0001410	jg6349, jg10821	XP_006414177.1
OG0001411	jg10786, jg10787	XP_006414135.1
OG0001411	jg10788	XP_006414136.1
OG0001412	jg20601	XP_006398162.1
OG0001413	jg10361, jg10360	XP_006413714.1
OG0001414	jg31982, jg31988	XP_006415105.1
OG0001415	jg18494	XP_006410537.1
OG0001415	jg31369	XP_006415658.1
OG0001416	jg18530	XP_006410574.1
OG0001416	jg31482	XP_006415565.1
OG0001417	jg8655	XP_006411958.2
OG0001417	jg16842	XP_006404862.1
OG0001418	jg8389	XP_006411721.1
OG0001418	jg16574	XP_006404611.1
OG0001419	jg12424	XP_006405696.1
OG0001419	jg15600	XP_006399282.1
OG0001420	jg7727, jg7725	XP_006396672.1
OG0001421	jg11297	XP_006414669.1
OG0001422	jg24396	XP_006408118.1
OG0001422	jg6699	XP_006394990.1
OG0001423	jg19837	XP_006397658.1
OG0001423	jg16083	XP_006402600.1
OG0001424	jg4123, jg4124	XP_006398837.1
OG0001424	jg4122	XP_024012411.1
OG0001425	jg13985	XP_006419171.1
OG0001425	jg5934	XP_024012629.1
OG0001426	jg2472	XP_006404608.1, XP_006391077.1, XP_006397233.1
OG0001427	jg8127	XP_006396306.1
OG0001427	jg28489	XP_006418418.1
OG0001428	jg28600	XP_006418294.1
OG0001428	jg7971	XP_006396454.1
OG0001429	jg7966	XP_006396461.1
OG0001429	jg16339	XP_006402349.1
OG0001430	jg28747	XP_006418142.1
OG0001430	jg20853	XP_024013128.1
OG0001431	jg28803	XP_006418092.1
OG0001431	jg18349	XP_006410401.1
OG0001432	jg28935	XP_006417978.1
OG0001432	jg15322, jg18222	XP_006410293.1
OG0001433	jg29005	XP_006417904.1
OG0001433	jg18143	XP_006410192.1
OG0001434	jg17926	XP_006409970.1
OG0001434	jg4366	XP_006399065.1
OG0001435	jg29134	XP_006417776.1
OG0001435	jg17845	XP_006409901.1
OG0001436	jg5604	XP_006400312.1
OG0001436	jg24209	XP_006408285.1
OG0001437	jg24228	XP_024015641.1
OG0001438	jg6760	XP_006395009.1
OG0001438	jg24374	XP_006408140.1
OG0001439	jg3039	XP_006390489.1
OG0001439	jg30369	XP_006416601.1
OG0001440	jg30724	XP_006416271.1
OG0001441	jg2848	XP_006390694.1
OG0001441	jg30815	XP_006416189.1
OG0001442	jg2694, jg2695	XP_006390837.1
OG0001442	jg30875	XP_006416121.1
OG0001443	jg31048	XP_006415979.1
OG0001443	jg2568	XP_006390975.1
OG0001444	jg9917, jg9919, jg9918	XP_006413301.1
OG0001445	jg29478	XP_024008085.1
OG0001445	jg27607, jg27663, jg27593, jg29474	XP_006402104.1
OG0001445	jg19426	XP_006417422.1
OG0001446	jg4639	XP_006399286.1
OG0001446	jg23055	XP_006394538.1
OG0001447	jg2842	XP_006390699.1, XP_024012363.1
OG0001448	jg33668	XP_024006293.1
OG0001448	jg25380	XP_006407162.2
OG0001449	jg26701	XP_006407095.1
OG0001449	jg33612	XP_006392744.1
OG0001450	jg33611	XP_006392745.1
OG0001450	jg25444	XP_006407094.1
OG0001451	jg33505, jg25568	XP_006392839.1
OG0001452	jg33483	XP_006392856.2
OG0001452	jg25596	XP_006406961.1
OG0001453	jg33464	XP_006392878.1
OG0001453	jg25611	XP_006406938.1
OG0001454	jg25633	XP_006406905.1
OG0001454	jg33443	XP_006392910.1
OG0001455	jg25738	XP_006406815.1
OG0001455	jg25835	XP_024005411.1, XP_006414582.2
OG0001456	jg33177	XP_006393156.1
OG0001457	jg26186	XP_024015685.1
OG0001457	jg33200	XP_024006312.1
OG0001458	jg6229, jg6227	XP_024010828.1
OG0001459	jg30674	XP_006416320.2
OG0001459	jg30664	XP_024008540.1
OG0001460	jg32521	XP_024006017.1
OG0001461	jg12220	XP_024007886.1
OG0001461	jg18383	XP_024004123.1
OG0001461	jg18384	XP_024004121.1
OG0001462	jg17182, jg13812	XP_024004336.1
OG0001462	jg28082, jg26771, jg16706, jg26764, jg11894	XP_024014283.1
OG0001463	jg13759	XP_006405091.1, XP_006405087.1
OG0001463	jg18134	XP_024006142.1, XP_024016788.1
OG0001464	jg9434	XP_006412800.1
OG0001464	jg28119	XP_006409063.1
OG0001465	jg28101	XP_024016398.1
OG0001465	jg9416	XP_006412776.1
OG0001466	jg9248	XP_006412582.1
OG0001466	jg16951	XP_006404990.1
OG0001467	jg7471	XP_006396957.2
OG0001469	jg31794	XP_006415318.1
OG0001470	jg18703	XP_006410739.1
OG0001470	jg10942	XP_006414307.1
OG0001471	jg887	XP_006392094.1
OG0001471	jg29504	XP_006417402.1
OG0001472	jg29971	XP_006416963.1
OG0001472	jg12968	XP_006395863.1
OG0001473	jg13078	XP_006395757.1
OG0001473	jg29912	XP_006417017.1
OG0001474	jg9856, jg9858, jg9857	XP_006413242.2
OG0001475	jg29643	XP_006417277.1
OG0001475	jg686	XP_006391897.1
OG0001476	jg3986	XP_024012534.1
OG0001478	jg24896	XP_006407648.1
OG0001478	jg4037	XP_006398753.1
OG0001479	jg25041	XP_006407486.1
OG0001480	jg9973	XP_024005550.1
OG0001481	jg5135, jg26815, jg26816, jg26817	XP_024012024.1
OG0001482	jg6394	XP_006394770.1
OG0001483	jg6360	XP_024007438.1
OG0001484	jg6358	XP_006394738.1
OG0001485	jg4736	XP_006399392.1
OG0001485	jg23370	XP_006394236.1
OG0001486	jg4712	XP_006399358.1
OG0001486	jg23339, jg23342	XP_024007457.1
OG0001487	jg6158	XP_006394581.1
OG0001487	jg4667	XP_006399307.1
OG0001488	jg20341	XP_006398405.1
OG0001489	jg10309	XP_006413678.1
OG0001490	jg31442	XP_006415602.1
OG0001490	jg18517	XP_006410558.1
OG0001491	jg32216, jg14342, jg31539	XP_006415528.1
OG0001492	jg8392	XP_006411724.1
OG0001493	jg32739	XP_006393620.1
OG0001493	jg20950	XP_006403303.1
OG0001494	jg7634	XP_006396781.1
OG0001495	jg20291	XP_006404527.1, XP_024010987.1
OG0001496	jg26712	XP_006418792.2
OG0001496	jg11464	XP_006414882.1
OG0001497	jg11200	XP_024005841.1
OG0001497	jg11201, jg11202	XP_024005153.1
OG0001498	jg894	XP_006409099.1
OG0001500	jg20124	XP_006397908.1
OG0001500	jg16297	XP_006402392.1
OG0001501	jg20086	XP_006397871.1
OG0001502	jg19828	XP_006397649.1
OG0001502	jg16082	XP_006402602.1
OG0001503	jg16043	XP_006402639.1
OG0001503	jg19757	XP_006397585.1
OG0001504	jg16005	XP_006402676.1
OG0001504	jg19686	XP_006397520.1
OG0001505	jg15990	XP_006402687.1
OG0001505	jg19660	XP_024010781.1
OG0001506	jg24803	XP_006407736.1
OG0001506	jg3854	XP_006398601.1
OG0001507	jg14477	XP_024013770.1
OG0001507	jg22852	XP_006400987.1
OG0001508	jg14669	XP_024013763.1
OG0001508	jg23316	XP_006394276.1
OG0001509	jg23602	XP_006393983.1
OG0001510	jg18219	XP_006410289.1
OG0001510	jg28936	XP_024008319.1
OG0001511	jg29144	XP_006417758.1
OG0001511	jg17830	XP_006409888.1
OG0001512	jg29182	XP_006417716.1
OG0001512	jg17723	XP_006409801.1
OG0001513	jg23979	XP_006408478.1
OG0001514	jg24271	XP_006408225.1
OG0001514	jg5672	XP_006400376.1
OG0001515	jg2203, jg7563, jg7566, jg26885, jg24501, jg7477, jg27440	XP_006408030.2
OG0001516	jg24608	XP_006407926.1
OG0001516	jg24610, jg24609	XP_024015168.1
OG0001517	jg15566	XP_006403038.1
OG0001517	jg19258	XP_006411267.1
OG0001518	jg19247	XP_024003793.1
OG0001518	jg15543	XP_006403403.1
OG0001519	jg3036	XP_006390492.1
OG0001519	jg30368	XP_006416602.1
OG0001520	jg14625	XP_006404290.1
OG0001520	jg30428	XP_006416541.1
OG0001521	jg3364	XP_006390135.1
OG0001522	jg30869	XP_006416127.1
OG0001522	jg2713	XP_006390822.1
OG0001523	jg30950	XP_006416052.2
OG0001524	jg31272	XP_006415761.1
OG0001524	jg23131	XP_006394463.1
OG0001526	jg28440	XP_006418460.1
OG0001526	jg16174	XP_006402505.1
OG0001527	jg5235, jg32275	XP_006399931.1
OG0001527	jg3709	XP_006389810.1
OG0001530	jg32504	XP_006411685.1
OG0001530	jg21473	XP_006392501.1
OG0001531	jg4381	XP_024012106.1
OG0001531	jg25107	XP_006407435.1
OG0001532	jg22794	XP_006401042.1
OG0001533	jg14917, jg14916, jg14914, jg14915	XP_006404028.1
OG0001534	jg3583	XP_024010827.1
OG0001534	jg2200	XP_006409184.1
OG0001535	jg33717	XP_006392622.1
OG0001535	jg25319	XP_006407227.1
OG0001536	jg25362	XP_006407180.1
OG0001536	jg33679	XP_006392674.1
OG0001537	jg33468	XP_006392875.1
OG0001537	jg25605	XP_006406947.1
OG0001538	jg25703	XP_006406832.1
OG0001538	jg33378	XP_006392973.1
OG0001539	jg28086	XP_006409090.1
OG0001539	jg26855	XP_006418654.1, XP_024009691.1
OG0001541	jg1467, jg1466, jg16335	XP_006402354.2
OG0001544	jg11163, jg11162	XP_006414502.1
OG0001544	jg11161	XP_006414498.1
OG0001545	jg20591	XP_006398201.2
OG0001545	jg20588	XP_006398177.2
OG0001546	jg19038, jg19037, jg27542	XP_006411069.1, XP_006411067.1
OG0001547	jg26222	XP_006407630.2
OG0001549	jg28279	XP_006408987.1
OG0001549	jg9586	XP_006412951.1
OG0001551	jg9269	XP_006412603.1
OG0001551	jg16925	XP_024014214.1
OG0001552	jg9192	XP_006412518.1
OG0001552	jg17088	XP_006405148.1
OG0001553	jg932	XP_006392146.1
OG0001553	jg29463	XP_024008472.1
OG0001554	jg756	XP_006391952.1
OG0001555	jg29784	XP_006417144.1
OG0001555	jg13222	XP_024007058.1
OG0001556	jg18822	XP_006410854.1
OG0001556	jg13341	XP_006395549.1
OG0001557	jg12919, jg3551	XP_006392930.1
OG0001558	jg4190	XP_006398899.1
OG0001558	jg24988	XP_006407560.1
OG0001559	jg21619	XP_006402246.1
OG0001559	jg10055	XP_024005275.1
OG0001560	jg21645	XP_006402205.1
OG0001560	jg10045	XP_024004391.1
OG0001562	jg22456	XP_024012281.1
OG0001562	jg4245	XP_006398952.1
OG0001563	jg5801	XP_006400502.1
OG0001563	jg5077	XP_006399751.1
OG0001564	jg18890	XP_006410924.1
OG0001564	jg30560	XP_006416410.1
OG0001565	jg23065	XP_006394530.1
OG0001566	jg20541	XP_006398217.1
OG0001566	jg10668	XP_006414009.1
OG0001567	jg32097	XP_006396080.1
OG0001567	jg32096	XP_006415017.1
OG0001568	jg31393, jg31392, jg31394, jg31395	XP_024008558.1, XP_006415633.1
OG0001569	jg18529	XP_006410572.1
OG0001569	jg31474	XP_006415572.1
OG0001570	jg15998	XP_006402683.1
OG0001570	jg31662	XP_006415396.1
OG0001571	jg8801	XP_006412100.1
OG0001572	jg8512	XP_006411810.1
OG0001572	jg16670	XP_006404700.1
OG0001573	jg8475	XP_006411773.1
OG0001573	jg16650	XP_006404674.2
OG0001574	jg8385	XP_006411716.1
OG0001574	jg16568	XP_024014328.1
OG0001575	jg16546	XP_006404572.1
OG0001575	jg8365	XP_006411692.1
OG0001576	jg12457, jg12461	XP_006405671.1
OG0001578	jg18356	XP_006410408.1
OG0001579	jg10891	XP_006414247.1
OG0001581	jg16353	XP_006402334.1
OG0001581	jg20177	XP_006397959.1
OG0001582	jg16040	XP_006402641.1
OG0001582	jg19755	XP_006397584.1
OG0001583	jg15803	XP_006402839.1
OG0001584	jg15767	XP_006402865.1
OG0001584	jg19482	XP_006411459.1
OG0001585	jg15724, jg15657	XP_006402897.1, XP_006396061.1
OG0001585	jg19435	XP_006411415.1
OG0001586	jg5813	XP_006404982.1
OG0001587	jg6119	XP_006408697.2, XP_006408695.1
OG0001588	jg14469	XP_006418854.1
OG0001589	jg14683	XP_006404227.1
OG0001590	jg15480	XP_024013413.1
OG0001590	jg23596	XP_006393990.1
OG0001591	jg28603	XP_006418291.1
OG0001591	jg7969	XP_006396457.1
OG0001592	jg28636	XP_006418254.1
OG0001592	jg7872	XP_006396512.1
OG0001593	jg18441	XP_006410484.2
OG0001593	jg28765	XP_006418125.1
OG0001594	jg28856	XP_006418051.1
OG0001594	jg18307, jg18308	XP_006410370.1
OG0001595	jg24156	XP_006409226.2, XP_006408326.1
OG0001595	jg24155	XP_006408327.2
OG0001596	jg5653	XP_006400358.1
OG0001596	jg24243	XP_006408247.1
OG0001597	jg6557	XP_006394896.1
OG0001597	jg24516	XP_006408013.1
OG0001598	jg5741	XP_006400443.1
OG0001599	jg21361	XP_024007162.1
OG0001599	jg24717	XP_006407818.1
OG0001600	jg18788, jg15221, jg10973	XP_006403746.1, XP_024013436.1
OG0001601	jg30304	XP_024009142.1
OG0001601	jg2955	XP_006390589.1
OG0001602	jg3390	XP_006390110.1
OG0001603	jg2680	XP_024012577.1
OG0001603	jg30892	XP_006416107.1
OG0001604	jg30903	XP_006416100.1
OG0001604	jg2673	XP_024012663.1
OG0001605	jg30906	XP_006416094.2
OG0001605	jg2667	XP_006390872.2
OG0001606	jg16825	XP_006404850.2
OG0001606	jg16822	XP_006404849.2
OG0001607	jg29703	XP_006417217.1
OG0001607	jg593	XP_006391789.1
OG0001608	jg29557	XP_006417366.1, XP_024007716.1
OG0001609	jg5758	XP_006400462.1
OG0001609	jg28641	XP_006418251.2
OG0001610	jg4227	XP_006407528.1, XP_006406458.1
OG0001610	jg25001	XP_006396112.2
OG0001611	jg3182	XP_006390323.1
OG0001612	jg25309	XP_006407236.1
OG0001612	jg33746	XP_024006221.1
OG0001613	jg33513	XP_024006211.1, XP_006392832.2, XP_006392829.2
OG0001613	jg25564	XP_006406986.1
OG0001614	jg33283	XP_006393058.1
OG0001614	jg26280	XP_006406329.1
OG0001615	jg18228	XP_006418845.1, XP_006395416.2
OG0001615	jg33279	XP_006393061.1
OG0001616	jg27886	XP_024016621.1
OG0001616	jg8796	XP_006412095.1
OG0001617	jg9456	XP_006412815.1
OG0001618	jg33802	XP_006392564.1
OG0001618	jg25240	XP_006407288.1
OG0001619	jg15220	XP_006403747.1
OG0001619	jg18787	XP_006410827.1
OG0001624	jg507, jg510	XP_006391979.2
OG0001626	jg19588	XP_024012626.1, XP_024010443.1
OG0001627	jg31263	XP_006415773.1
OG0001629	jg13218	XP_006395645.1
OG0001630	jg18240, jg18241	XP_024004113.1, XP_006410403.2
OG0001631	jg2351	XP_006391204.1
OG0001631	jg31215	XP_024008942.1
OG0001632	jg1231, jg1232	XP_024014347.1, XP_024014339.1
OG0001633	jg10282, jg10281, jg10280	XP_006413732.1, XP_006413655.1, XP_006413652.2
OG0001642	jg27524	XP_006409625.1, XP_006409624.1
OG0001642	jg8977	XP_006412301.1
OG0001643	jg27755	XP_006409413.1
OG0001643	jg8861	XP_006412169.1
OG0001644	jg909, jg29476	XP_006417426.1
OG0001645	jg13195	XP_006395663.1
OG0001646	jg13328	XP_006395558.1
OG0001646	jg29759	XP_006417166.1
OG0001647	jg12709	XP_006405416.1
OG0001647	jg13419	XP_006395477.1
OG0001648	jg12696	XP_006405430.1
OG0001648	jg13455	XP_006395460.1
OG0001649	jg12561	XP_006405588.1
OG0001649	jg13666	XP_006395335.1
OG0001650	jg13850	XP_006395260.1
OG0001650	jg12451	XP_006405673.1
OG0001651	jg9827	XP_006413209.1
OG0001651	jg22545	XP_006401301.1
OG0001652	jg24847	XP_006407700.2
OG0001652	jg3927	XP_006398657.1
OG0001653	jg24907	XP_006407636.1
OG0001653	jg7143, jg7097	XP_006397289.1
OG0001654	jg4085	XP_024011507.1
OG0001654	jg24914	XP_006407628.1
OG0001655	jg4308	XP_006399013.1
OG0001655	jg25055	XP_006407474.1
OG0001656	jg25195	XP_006407336.1
OG0001656	jg5196	XP_006399887.1
OG0001657	jg9750	XP_006413118.1
OG0001657	jg22316	XP_006401514.1
OG0001658	jg22344	XP_006401482.1
OG0001658	jg9767	XP_006413135.1
OG0001659	jg4584	XP_006399226.1
OG0001660	jg10533	XP_006413875.1
OG0001660	jg20687	XP_006398080.1
OG0001661	jg10250	XP_006413622.1
OG0001662	jg10236	XP_006413606.1
OG0001662	jg7597	XP_024009981.1
OG0001663	jg7339	XP_006397109.1
OG0001663	jg30845	XP_006416151.1
OG0001664	jg18570	XP_006410614.2
OG0001664	jg31585	XP_024008208.1
OG0001665	jg31617, jg18969, jg19130	XP_006415449.1
OG0001665	jg18592	XP_006410626.1
OG0001666	jg8754	XP_006412053.1
OG0001666	jg27908	XP_006409253.1
OG0001667	jg16783	XP_006404808.1
OG0001667	jg8606	XP_006411906.1
OG0001668	jg8576	XP_006411873.1
OG0001668	jg16752	XP_006404772.1
OG0001669	jg16647	XP_006404670.1, XP_006404666.1, XP_006404669.1, XP_006404667.1, XP_006404672.1
OG0001669	jg8469	XP_024005879.1
OG0001670	jg8359	XP_006411681.1
OG0001670	jg16537	XP_006404565.1
OG0001671	jg7187	XP_006397251.1
OG0001672	jg31296	XP_006415734.1
OG0001672	jg4184	XP_006398890.1
OG0001673	jg26968	XP_006395950.1, XP_006418569.1
OG0001674	jg11360	XP_006414763.1
OG0001674	jg11359	XP_006414761.1
OG0001675	jg20106	XP_006397890.1
OG0001675	jg16280	XP_006402413.1
OG0001676	jg19811, jg19810	XP_006397635.1, XP_006413937.2
OG0001677	jg15980	XP_006402694.1
OG0001677	jg19652	XP_006397489.1
OG0001678	jg15905	XP_024012819.1
OG0001678	jg19602	XP_006411553.1
OG0001679	jg15878	XP_006402779.1
OG0001679	jg19568	XP_006411510.1
OG0001681	jg23737	XP_006393852.1
OG0001681	jg14957	XP_006403995.1
OG0001682	jg7901	XP_006396528.1
OG0001682	jg28658	XP_006418235.1
OG0001683	jg28726	XP_006418171.1
OG0001683	jg20801	XP_006403156.1
OG0001684	jg20901	XP_006403261.1, XP_006403260.1
OG0001685	jg28762	XP_006418128.1
OG0001685	jg20902	XP_006403263.1
OG0001686	jg18432	XP_006410473.1
OG0001686	jg28769	XP_006418122.1
OG0001687	jg28794	XP_024008362.1
OG0001687	jg18399	XP_006410451.1
OG0001688	jg28967	XP_006417949.1
OG0001688	jg18171	XP_006410249.1
OG0001689	jg29016	XP_006417894.1
OG0001689	jg18129	XP_006410179.1
OG0001690	jg18087	XP_006410093.1
OG0001690	jg29037	XP_006417872.1
OG0001691	jg29061	XP_006417846.1
OG0001691	jg18047	XP_006410079.1
OG0001693	jg17872	XP_024016663.1
OG0001693	jg29112	XP_006417790.1
OG0001694	jg5520	XP_006400233.1
OG0001694	jg24133	XP_006408348.1
OG0001695	jg24330	XP_006408182.1
OG0001696	jg6705	XP_006394992.1
OG0001696	jg24402	XP_006408115.1
OG0001697	jg24619	XP_006407915.1
OG0001697	jg21570	XP_006395068.2
OG0001698	jg19221	XP_006411234.1
OG0001698	jg15533	XP_006403418.1
OG0001699	jg15289	XP_006403675.1
OG0001699	jg18889	XP_006410923.1
OG0001700	jg3609	XP_006389908.1
OG0001700	jg30131	XP_006416816.1
OG0001701	jg30574, jg30564	XP_006416406.1
OG0001701	jg3273	XP_006390232.1
OG0001702	jg3365	XP_006390134.1
OG0001702	jg30685	XP_006416308.1
OG0001703	jg30742	XP_006416252.1
OG0001703	jg3433	XP_006390070.1
OG0001705	jg30884	XP_024008682.1
OG0001705	jg2686	XP_006390848.1
OG0001707	jg32351, jg32353, jg31529	XP_006415539.1
OG0001708	jg6554	XP_006394893.1
OG0001708	jg24517	XP_006408012.1
OG0001709	jg23250	XP_006394338.1
OG0001709	jg14613	XP_024013714.1
OG0001710	jg3355	XP_006390141.2
OG0001711	jg25721	XP_024015426.1
OG0001711	jg11107	XP_006414444.1
OG0001712	jg33083	XP_006393233.1
OG0001712	jg26051	XP_006406532.1
OG0001713	jg33111	XP_006393210.1
OG0001713	jg26095	XP_006406492.1
