Orthogroup	Arabidopsis_arenosa	Cardamine_hirsuta
OG0002007	jg7458	CARHR255590
OG0002007	jg10103	CARHR231250
OG0002008	jg7406	CARHR256010
OG0002008	jg31935	CARHR032190
OG0002010	jg18506	CARHR128110
OG0002011	jg31460	CARHR028670
OG0002011	jg18526	CARHR128350
OG0002012	jg27884	CARHR107700
OG0002012	jg8797	CARHR243830
OG0002013	jg27893	CARHR107810
OG0002013	jg8786	CARHR243960
OG0002014	jg8741	CARHR244320
OG0002014	jg27914	CARHR108170
OG0002015	jg28030	CARHR109200
OG0002016	jg16729	CARHR114210
OG0002016	jg8565	CARHR246080
OG0002017	jg8509	CARHR246620
OG0002018	jg16565	CARHR112400
OG0002018	jg8381	CARHR247640
OG0002021	jg10095	CARHR231340
OG0002022	jg30282	CARHR018170
OG0002022	jg20454	CARHR175640
OG0002023	jg26525	CARHR098830
OG0002023	jg11292	CARHR221060
OG0002024	jg11240	CARHR221680
OG0002024	jg26453	CARHR098170
OG0002026	jg19840	CARHR140010
OG0002026	jg16086	CARHR170610
OG0002027	jg15744	CARHR051780, CARHR167520
OG0002027	jg19442	CARHR136690
OG0002028	jg14298	CARHR150570
OG0002028	jg22983	CARHR274090
OG0002029	jg28491	CARHR001080
OG0002029	jg8132	CARHR249310
OG0002030	jg7956	CARHR250880
OG0002030	jg28618	CARHR002380
OG0002031	jg18415	CARHR127230
OG0002032	jg18297	CARHR126070
OG0002032	jg28866	CARHR004790
OG0002033	jg29023	CARHR006430
OG0002033	jg18108	CARHR124110
OG0002034	jg29106	CARHR007280
OG0002034	jg17904	CARHR122360
OG0002036	jg5406	CARHR197510
OG0002036	jg24047	CARHR076300
OG0002037	jg5407	CARHR197500
OG0002037	jg24049	CARHR076320
OG0002038	jg25733	CARHR091890
OG0002038	jg24463	CARHR079930
OG0002039	jg15506	CARHR165660
OG0002039	jg19206	CARHR134670
OG0002040	jg18794	CARHR130870
OG0002040	jg15225	CARHR162880
OG0002041	jg18858	CARHR131630
OG0002041	jg15268	CARHR163250
OG0002042	jg19016, jg19015	CARHR133460, CARHR133000, CARHR133470
OG0002043	jg30017	CARHR015840
OG0002043	jg32974	CARHR038890
OG0002044	jg30037	CARHR016060, CARHR016050
OG0002045	jg30064	CARHR016260
OG0002045	jg3715	CARHR074040
OG0002046	jg30092	CARHR016500
OG0002046	jg3669	CARHR073570
OG0002047	jg30135	CARHR016970
OG0002047	jg3603	CARHR072810
OG0002048	jg2896	CARHR065550
OG0002049	jg2953	CARHR066100
OG0002049	jg30303	CARHR018390
OG0002050	jg30633	CARHR021310
OG0002050	jg3309	CARHR070020
OG0002051	jg30641	CARHR021420
OG0002051	jg19528	CARHR137320
OG0002052	jg30651	CARHR021530
OG0002052	jg3333	CARHR070240
OG0002053	jg30688	CARHR021800
OG0002053	jg3367	CARHR070540
OG0002054	jg30858	CARHR023360
OG0002054	jg2734	CARHR064420
OG0002055	jg30888	CARHR023670
OG0002055	jg2685	CARHR063970
OG0002056	jg17140	CARHR115740
OG0002056	jg9149	CARHR240360
OG0002057	jg9196	CARHR239930
OG0002059	jg28852	CARHR004640
OG0002059	jg18312	CARHR126230
OG0002060	jg2640	CARHR063440
OG0002061	jg14746	CARHR214990
OG0002061	jg6245	CARHR189590
OG0002062	jg23050	CARHR274760, CARHR274770
OG0002063	jg4534	CARHR206080
OG0002064	jg15028	CARHR161020
OG0002064	jg15030	CARHR161030
OG0002066	jg3343	CARHR070350
OG0002066	jg17699	CARHR021620
OG0002066	jg30658	CARHR021610
OG0002067	jg3246	CARHR069440
OG0002068	jg3611	CARHR072870
OG0002069	jg3621	CARHR073000
OG0002069	jg3620	CARHR072980
OG0002070	jg30116	CARHR016770
OG0002070	jg3641	CARHR073200
OG0002071	jg25322	CARHR088030, CARHR152870
OG0002071	jg33711	CARHR045220
OG0002072	jg33690	CARHR088250
OG0002072	jg25340	CARHR088240
OG0002073	jg33547	CARHR043590
OG0002073	jg25504	CARHR089810
OG0002074	jg11029	CARHR222610
OG0002075	jg28196	CARHR110400
OG0002076	jg33819	CARHR045990
OG0002076	jg25230	CARHR087260
OG0002077	jg33319	CARHR041750
OG0002078	jg15522	CARHR165810
OG0002078	jg15521	CARHR165800
OG0002079	jg6228, jg9829	CARHR285620, CARHR185540
OG0002081	jg17107, jg17108	CARHR116090
OG0002082	jg15389	CARHR164470
OG0002084	jg17238, jg3748, jg12357	CARHR118380
OG0002085	jg9868	CARHR233410
OG0002085	jg11355, jg11354	CARHR233400
OG0002085	jg9867	CARHR178850, CARHR178820, CARHR233420
OG0002093	jg8930	CARHR242520
OG0002094	jg8901	CARHR242890
OG0002095	jg27850	CARHR293600
OG0002095	jg8818	CARHR243610
OG0002096	jg1360	CARHR054910
OG0002096	jg29297	CARHR009320
OG0002097	jg1109	CARHR283880
OG0002097	jg29392	CARHR010250
OG0002098	jg898	CARHR051870
OG0002098	jg927	CARHR052350
OG0002099	jg29507	CARHR011180
OG0002099	jg885	CARHR051990
OG0002100	jg29857	CARHR014250
OG0002100	jg13148	CARHR145820
OG0002101	jg12702	CARHR213700
OG0002101	jg13450	CARHR148500
OG0002102	jg24718, jg24719	CARHR082310
OG0002103	jg376	CARHR046400
OG0002104	jg482	CARHR047340, CARHR047370
OG0002104	jg12764	CARHR212940
OG0002105	jg29727	CARHR013010
OG0002105	jg579	CARHR048420
OG0002106	jg29639	CARHR012310
OG0002107	jg15633	CARHR166770
OG0002107	jg19371	CARHR136060
OG0002108	jg3899	CARHR211620
OG0002108	jg24818	CARHR083340
OG0002109	jg4050	CARHR211310
OG0002109	jg24904	CARHR084210
OG0002110	jg24909	CARHR084270
OG0002110	jg4061	CARHR210040
OG0002112	jg4248	CARHR208290
OG0002112	jg25012	CARHR085300
OG0002114	jg9674	CARHR235420
OG0002115	jg9765	CARHR234470
OG0002115	jg22336	CARHR268460
OG0002116	jg22385	CARHR268820
OG0002116	jg9783	CARHR234270
OG0002117	jg5125	CARHR200360
OG0002117	jg31249	CARHR026800
OG0002118	jg6473	CARHR187550
OG0002118	jg4999	CARHR201550
OG0002119	jg4903	CARHR202580
OG0002119	jg6368	CARHR188500
OG0002120	jg6207	CARHR189960
OG0002120	jg4703	CARHR204490
OG0002121	jg23128	CARHR275570
OG0002121	jg4569	CARHR205830
OG0002122	jg20299	CARHR173930
OG0002122	jg10885	CARHR223960
OG0002123	jg20529	CARHR176460
OG0002123	jg10678	CARHR225940
OG0002124	jg20547	CARHR176670
OG0002125	jg10550	CARHR227000
OG0002125	jg20668	CARHR178220
OG0002126	jg7782	CARHR252370
OG0002126	jg10439	CARHR227860
OG0002127	jg7468	CARHR255520
OG0002127	jg10110	CARHR231190
OG0002128	jg7412	CARHR255980
OG0002128	jg31933	CARHR032170
OG0002129	jg7318	CARHR260890
OG0002129	jg32069	CARHR033370
OG0002130	jg17710, jg17709, jg17712, jg17714	CARHR126530, CARHR123860
OG0002131	jg8007	CARHR250330
OG0002131	jg28579	CARHR001990
OG0002132	jg27888	CARHR107740
OG0002133	jg8787	CARHR243950
OG0002134	jg8733	CARHR244410
OG0002134	jg27922	CARHR108360
OG0002135	jg8656	CARHR245170
OG0002136	jg16532	CARHR112090
OG0002136	jg8353	CARHR247880
OG0002137	jg12520	CARHR262810
OG0002138	jg18535	CARHR128430
OG0002138	jg18534	CARHR128410, CARHR128420
OG0002139	jg32681	CARHR036230
OG0002139	jg20966	CARHR181040
OG0002140	jg7369	CARHR256510, CARHR256440
OG0002141	jg11433	CARHR219690
OG0002141	jg26655	CARHR099870
OG0002142	jg16372	CARHR173320
OG0002142	jg20219	CARHR143430
OG0002143	jg16368	CARHR173280
OG0002143	jg20210	CARHR143340
OG0002144	jg19569, jg19570	CARHR137650, CARHR137660
OG0002145	jg19506	CARHR137160
OG0002145	jg15822	CARHR168340
OG0002146	jg14205	CARHR151470
OG0002146	jg6085	CARHR190950
OG0002147	jg22926, jg22925	CARHR273480, CARHR273460
OG0002149	jg14636	CARHR156980
OG0002149	jg23280	CARHR276930
OG0002150	jg14875	CARHR159150
OG0002150	jg23656	CARHR280380
OG0002151	jg23714	CARHR280940
OG0002151	jg28006	CARHR109040
OG0002152	jg8177	CARHR248780
OG0002152	jg28441	CARHR000530
OG0002153	jg28449	CARHR000630
OG0002153	jg8192	CARHR248670
OG0002154	jg20784	CARHR179160
OG0002154	jg28708	CARHR003230
OG0002155	jg20833	CARHR179720
OG0002155	jg28739	CARHR003550
OG0002156	jg26716	CARHR127210, CARHR127220
OG0002157	jg18306	CARHR126190
OG0002157	jg28858	CARHR004700
OG0002158	jg9684	CARHR235310
OG0002158	jg9683	CARHR235320
OG0002159	jg24082	CARHR076630
OG0002159	jg5448	CARHR197070
OG0002160	jg24185	CARHR077450
OG0002162	jg26612	CARHR099540
OG0002162	jg24542	CARHR080620
OG0002163	jg24620	CARHR081280
OG0002164	jg21548	CARHR182410
OG0002164	jg24625	CARHR081380
OG0002165	jg5162	CARHR199950
OG0002166	jg15580	CARHR166260
OG0002166	jg19297	CARHR135460
OG0002167	jg19175	CARHR134410
OG0002168	jg18719	CARHR130120
OG0002168	jg15147	CARHR162130
OG0002169	jg19046	CARHR133300
OG0002169	jg15359	CARHR164090
OG0002170	jg3677	CARHR073640
OG0002171	jg30108	CARHR016670
OG0002171	jg3656	CARHR073380
OG0002172	jg30110	CARHR016690
OG0002172	jg3654	CARHR073360
OG0002173	jg30132	CARHR016940
OG0002174	jg30453	CARHR019860
OG0002174	jg3148	CARHR068280
OG0002175	jg3317	CARHR070100
OG0002175	jg30640	CARHR021410
OG0002176	jg30817	CARHR022920
OG0002176	jg30818	CARHR022940, CARHR022930, CARHR022950
OG0002177	jg30859	CARHR023370
OG0002177	jg2726	CARHR064340
OG0002178	jg2662	CARHR023820
OG0002179	jg2304, jg2301	CARHR060250
OG0002179	jg31239	CARHR026730
OG0002181	jg8916	CARHR242370
OG0002182	jg23069	CARHR274990
OG0002182	jg29860	CARHR014280
OG0002183	jg29809	CARHR013800
OG0002183	jg13276	CARHR146980
OG0002184	jg31581	CARHR029740
OG0002184	jg29633	CARHR012260
OG0002185	jg29631	CARHR012240
OG0002185	jg698	CARHR049830
OG0002186	jg888	CARHR051950
OG0002186	jg29503	CARHR011150
OG0002187	jg29348	CARHR009750
OG0002187	jg24772	CARHR082890
OG0002188	jg28890	CARHR005010
OG0002188	jg28894	CARHR005030
OG0002189	jg25089	CARHR085930
OG0002189	jg4355	CARHR207210
OG0002190	jg25004	CARHR085220
OG0002190	jg4233	CARHR208430
OG0002191	jg6500	CARHR187320
OG0002192	jg14132	CARHR152960
OG0002192	jg6016	CARHR191390
OG0002193	jg5863	CARHR192860, CARHR192840
OG0002194	jg33784	CARHR045750
OG0002194	jg25258	CARHR087500
OG0002195	jg25324	CARHR088040
OG0002195	jg33710	CARHR045210
OG0002196	jg11089	CARHR290520
OG0002196	jg25740	CARHR091950
OG0002197	jg25847	CARHR092750
OG0002197	jg32900	CARHR037860
OG0002198	jg25918	CARHR093310
OG0002198	jg32940	CARHR038200
OG0002199	jg25935	CARHR093480
OG0002199	jg32944	CARHR038280
OG0002200	jg27651	CARHR106420
OG0002201	jg27801	CARHR107320
OG0002201	jg27802	CARHR107330
OG0002202	jg27843, jg27842	CARHR293500
OG0002203	jg4325	CARHR207610
OG0002203	jg28056	CARHR109370
OG0002204	jg28103	CARHR109670
OG0002204	jg28108	CARHR109690
OG0002205	jg33145	CARHR040160
OG0002206	jg33094	CARHR039740
OG0002206	jg26065	CARHR094680
OG0002207	jg11083	CARHR290560
OG0002207	jg11082	CARHR290570, CARHR290590
OG0002208	jg15682	CARHR167200, CARHR167180, CARHR167170
OG0002209	jg19936	CARHR140630
OG0002209	jg16146	CARHR171280
OG0002210	jg8926, jg8973	CARHR242030
OG0002211	jg28283	CARHR111200
OG0002213	jg1926, jg1929	CARHR057190
OG0002213	jg1925	CARHR057200
OG0002215	jg22525	CARHR270090
OG0002215	jg22521	CARHR270080
OG0002215	jg22524, jg22522	CARHR028430, CARHR200710
OG0002219	jg28179	CARHR110270
OG0002219	jg9515	CARHR236920
OG0002220	jg9485	CARHR237340
OG0002220	jg28162	CARHR110120
OG0002221	jg28146	CARHR110010
OG0002222	jg9146	CARHR240390
OG0002222	jg6429	CARHR187770
OG0002223	jg9301	CARHR238880
OG0002223	jg31115, jg31041	CARHR024920
OG0002224	jg16960	CARHR117320
OG0002225	jg9197	CARHR239920
OG0002225	jg17080, jg1644	CARHR116380
OG0002226	jg8962	CARHR242180
OG0002226	jg27575	CARHR105820
OG0002227	jg8814	CARHR243650
OG0002227	jg27855	CARHR107410
OG0002228	jg18662	CARHR129550
OG0002228	jg31889	CARHR031800
OG0002229	jg12916	CARHR143790
OG0002229	jg29990	CARHR015570
OG0002230	jg13008	CARHR144570
OG0002231	jg13209	CARHR146450
OG0002231	jg29819	CARHR013910
OG0002232	jg13279	CARHR147010
OG0002232	jg29810	CARHR013810
OG0002233	jg13647, jg13646	CARHR151640
OG0002234	jg12550	CARHR262460
OG0002234	jg13685	CARHR151960
OG0002235	jg2168, jg2169, jg2170	CARHR058920
OG0002236	jg12191	CARHR215550
OG0002237	jg12103	CARHR216120
OG0002237	jg1980	CARHR057490
OG0002238	jg406	CARHR046660
OG0002238	jg12799	CARHR272940
OG0002239	jg681	CARHR049500
OG0002239	jg29644	CARHR012370
OG0002240	jg22618	CARHR270990
OG0002240	jg9865	CARHR233450
OG0002241	jg3905	CARHR211560
OG0002241	jg24822	CARHR083380
OG0002242	jg24955	CARHR084690
OG0002242	jg4155	CARHR209210
OG0002243	jg3763	CARHR074430
OG0002244	jg23261	CARHR086300
OG0002245	jg9955	CARHR232540
OG0002245	jg21786	CARHR256770
OG0002246	jg20681, jg21868	CARHR264770
OG0002247	jg21881	CARHR264920
OG0002247	jg9921	CARHR232870
OG0002248	jg22255	CARHR267790
OG0002248	jg9728	CARHR234900
OG0002249	jg22331	CARHR268420
OG0002249	jg9760	CARHR234520
OG0002250	jg22433	CARHR269300
OG0002250	jg9791	CARHR234170
OG0002251	jg22478	CARHR269680
OG0002251	jg9812	CARHR233990
OG0002252	jg22661	CARHR271350
OG0002252	jg9885	CARHR233250
OG0002253	jg5123	CARHR200380
OG0002253	jg31250	CARHR026820
OG0002254	jg5802	CARHR193510
OG0002254	jg5073	CARHR200800
OG0002255	jg6514	CARHR187430
OG0002255	jg5040	CARHR201130
OG0002256	jg20523	CARHR176400
OG0002256	jg10686	CARHR225910
OG0002257	jg10301	CARHR229210
OG0002257	jg10302	CARHR229200
OG0002258	jg31652	CARHR030280
OG0002258	jg18605	CARHR129030
OG0002259	jg8701	CARHR244680
OG0002259	jg8703, jg8702	CARHR244670
OG0002260	jg10259, jg32041, jg32044, jg13662	CARHR215910
OG0002261	jg8640	CARHR245360
OG0002261	jg8639	CARHR245370
OG0002262	jg8609	CARHR245660
OG0002262	jg16786	CARHR292900
OG0002263	jg8477	CARHR246930
OG0002263	jg16651	CARHR113390
OG0002264	jg8336	CARHR294400
OG0002265	jg12495	CARHR263060
OG0002265	jg13772	CARHR154050
OG0002266	jg21021	CARHR181760
OG0002266	jg32752	CARHR036800
OG0002267	jg26683	CARHR100080
OG0002268	jg11339	CARHR220590
OG0002269	jg11308	CARHR220770
OG0002269	jg26546	CARHR098960
OG0002270	jg26526	CARHR098840, CARHR098850
OG0002270	jg11295, jg11294	CARHR221020
OG0002271	jg26441	CARHR098070
OG0002271	jg11225	CARHR221780
OG0002272	jg11151	CARHR289970
OG0002273	jg19939	CARHR140660
OG0002274	jg19778	CARHR139460
OG0002274	jg16063	CARHR170380
OG0002275	jg19762	CARHR139320
OG0002275	jg16048	CARHR170280
OG0002276	jg19761	CARHR139300
OG0002276	jg16047	CARHR170260
OG0002277	jg15806	CARHR168170
OG0002277	jg19527	CARHR137300
OG0002278	jg15752	CARHR167610
OG0002278	jg19463	CARHR136830
OG0002279	jg3883	CARHR211810, CARHR258990
OG0002279	jg24149	CARHR077200
OG0002280	jg14242	CARHR151110
OG0002280	jg6125	CARHR190630
OG0002281	jg14247	CARHR151020
OG0002281	jg6128	CARHR190600
OG0002282	jg22975	CARHR273970
OG0002283	jg23549	CARHR279350
OG0002284	jg8103	CARHR248990
OG0002285	jg7842	CARHR251890, CARHR251900
OG0002286	jg20780	CARHR179140
OG0002287	jg28898	CARHR005080
OG0002287	jg18256	CARHR125620
OG0002288	jg18167	CARHR124740
OG0002288	jg28969	CARHR005730
OG0002289	jg29103, jg29100	CARHR007250, CARHR007220
OG0002290	jg17615	CARHR119710
OG0002290	jg29204	CARHR008300
OG0002291	jg9078	CARHR241060
OG0002291	jg17297	CARHR114990
OG0002292	jg5284	CARHR198700
OG0002293	jg5371	CARHR197860
OG0002294	jg5449	CARHR197060
OG0002294	jg24083	CARHR076640
OG0002295	jg5469	CARHR196810
OG0002295	jg24099	CARHR076780
OG0002296	jg24119	CARHR076960
OG0002297	jg5509	CARHR196360
OG0002298	jg5588	CARHR195630
OG0002298	jg24191	CARHR077510
OG0002299	jg6592	CARHR186550
OG0002299	jg24488	CARHR080150
OG0002300	jg24623	CARHR081350
OG0002300	jg21556	CARHR182300
OG0002301	jg24642	CARHR081540
OG0002301	jg21508	CARHR286220
OG0002302	jg18853	CARHR131570
OG0002302	jg15264	CARHR163240
OG0002303	jg3718	CARHR074010
OG0002303	jg30063	CARHR016240
OG0002304	jg30117	CARHR016780
OG0002304	jg3640	CARHR073180
OG0002305	jg3613	CARHR072920
OG0002305	jg30129	CARHR016910
OG0002306	jg30149	CARHR017140
OG0002306	jg3590	CARHR072700
OG0002307	jg3096	CARHR067710
OG0002308	jg30650	CARHR021520
OG0002308	jg3329	CARHR070230
OG0002309	jg30738	CARHR022220
OG0002309	jg3430	CARHR071120
OG0002310	jg30755	CARHR022340
OG0002310	jg3445	CARHR071250
OG0002311	jg30957	CARHR024280
OG0002311	jg2638	CARHR063400
OG0002312	jg30984	CARHR024430
OG0002313	jg31128	CARHR025610
OG0002313	jg2490	CARHR062020
OG0002314	jg31242	CARHR026750
OG0002314	jg2297	CARHR060180
OG0002315	jg9369	CARHR238330
OG0002315	jg16844	CARHR184840
OG0002316	jg1502	CARHR056010
OG0002317	jg29152	CARHR204760, CARHR249550
OG0002318	jg33793	CARHR213440
OG0002318	jg33791, jg33790, jg33789	CARHR045760
OG0002319	jg28588	CARHR035210, CARHR002080
OG0002320	jg8133	CARHR249320
OG0002320	jg28493	CARHR001090
OG0002321	jg25206	CARHR087010
OG0002324	jg2735, jg2736, jg2737	CARHR064440, CARHR064430, CARHR063030
OG0002325	jg33770	CARHR045600
OG0002326	jg25317	CARHR087990
OG0002326	jg33725	CARHR045310
OG0002327	jg33596	CARHR044000
OG0002327	jg25449	CARHR089410
OG0002328	jg25615	CARHR090780
OG0002328	jg33457	CARHR042790, CARHR054610
OG0002329	jg25954	CARHR093670
OG0002329	jg32958	CARHR038750
OG0002330	jg33011, jg25972	CARHR039120
OG0002331	jg26283	CARHR096920
OG0002331	jg33308	CARHR041660
OG0002333	jg8911	CARHR242330
OG0002333	jg27603	CARHR106080
OG0002334	jg28292	CARHR111340
OG0002334	jg9608	CARHR235990
OG0002335	jg33409	CARHR042380
OG0002335	jg25657	CARHR091280
OG0002336	jg25659	CARHR091300
OG0002336	jg33407	CARHR042360
OG0002337	jg15157	CARHR162240
OG0002337	jg18730	CARHR130220
OG0002338	jg15578	CARHR166170
OG0002338	jg19282	CARHR135380
OG0002339	jg19419	CARHR136480
OG0002339	jg15673	CARHR167290
OG0002340	jg14397	CARHR154540, CARHR154230, CARHR154560, CARHR154240
OG0002341	jg7709, jg7706, jg7708	CARHR252950
OG0002343	jg14510, jg17551, jg14480	CARHR150870
OG0002343	jg14509	CARHR150880, CARHR155790
OG0002344	jg22567	CARHR270570
OG0002345	jg30952	CARHR024250
OG0002345	jg30953	CARHR024240
OG0002345	jg30951	CARHR024230
OG0002346	jg18575, jg27156, jg13792, jg27283, jg7714, jg32324, jg11898, jg21123	CARHR046140
OG0002348	jg28286	CARHR111280
OG0002348	jg9595	CARHR236170
OG0002349	jg9577	CARHR236330
OG0002349	jg28261	CARHR110990
OG0002350	jg9521	CARHR236860
OG0002350	jg28181	CARHR110290
OG0002351	jg16870	CARHR118290
OG0002351	jg9340	CARHR238570
OG0002352	jg16919	CARHR117680
OG0002352	jg9278	CARHR239120
OG0002353	jg8837	CARHR243470, CARHR042980
OG0002353	jg8838	CARHR243460
OG0002354	jg31770	CARHR030910
OG0002354	jg18692	CARHR129840
OG0002355	jg1497	CARHR056040
OG0002355	jg24426	CARHR079600
OG0002356	jg29341	CARHR009680
OG0002356	jg1183	CARHR053790
OG0002357	jg15813	CARHR168240
OG0002357	jg29440	CARHR010630
OG0002358	jg13002	CARHR144540
OG0002358	jg29949	CARHR015190
OG0002359	jg29934	CARHR015020
OG0002359	jg13034	CARHR144870
OG0002360	jg13051, jg13050	CARHR144970
OG0002361	jg12691	CARHR213790
OG0002361	jg13467	CARHR148650
OG0002362	jg13518	CARHR149050
OG0002362	jg12659	CARHR261560
OG0002363	jg13559	CARHR149630
OG0002363	jg12638	CARHR261790
OG0002364	jg2006	CARHR057660
OG0002365	jg1811	CARHR056580
OG0002365	jg12026	CARHR216660
OG0002366	jg29714	CARHR012930
OG0002366	jg591	CARHR048570
OG0002367	jg22531	CARHR270170
OG0002367	jg9822	CARHR233900
OG0002368	jg19384	CARHR136170
OG0002368	jg15700	CARHR167010
OG0002369	jg19326	CARHR135710
OG0002370	jg3940	CARHR211260
OG0002370	jg24853	CARHR083660
OG0002371	jg24916	CARHR084410
OG0002371	jg8605, jg4094	CARHR209830
OG0002372	jg25045	CARHR085560
OG0002372	jg4289	CARHR207900
OG0002373	jg4498	CARHR206410
OG0002374	jg10015	CARHR232020
OG0002374	jg21654	CARHR258640
OG0002375	jg10171	CARHR230690
OG0002375	jg21792	CARHR264070
OG0002376	jg21912	CARHR265120
OG0002377	jg9706	CARHR235120
OG0002377	jg22207	CARHR267410
OG0002378	jg9741	CARHR234750
OG0002378	jg22302	CARHR268110
OG0002379	jg9847	CARHR233630
OG0002379	jg22583	CARHR270690
OG0002380	jg23491	CARHR278850
OG0002380	jg4813	CARHR203400
OG0002382	jg4624	CARHR205350
OG0002382	jg32405, jg23070	CARHR275000
OG0002383	jg20485	CARHR176000
OG0002383	jg10744	CARHR225320
OG0002384	jg20702	CARHR178550
OG0002385	jg7809	CARHR252120
OG0002385	jg10461	CARHR227670
OG0002386	jg10288	CARHR229350
OG0002387	jg8614	CARHR245610
OG0002387	jg16792	CARHR292970
OG0002388	jg8588	CARHR245850
OG0002388	jg16761	CARHR114380
OG0002389	jg8282	CARHR294000
OG0002389	jg18666	CARHR129590
OG0002390	jg18654	CARHR230030, CARHR129480
OG0002390	jg31905	CARHR031980
OG0002392	jg10460	CARHR227680
OG0002392	jg7806	CARHR252160
OG0002393	jg11595	CARHR218580
OG0002393	jg26832	CARHR101290
OG0002394	jg11528	CARHR218890
OG0002395	jg26735	CARHR100390
OG0002396	jg26584	CARHR099280
OG0002396	jg11342	CARHR220560
OG0002397	jg12675	CARHR261360
OG0002397	jg13477	CARHR148770
OG0002398	jg20229	CARHR143540
OG0002398	jg16379	CARHR173380
OG0002399	jg20184	CARHR173060, CARHR143080
OG0002400	jg20043	CARHR141700
OG0002400	jg16232	CARHR172010
OG0002401	jg19978	CARHR141080
OG0002401	jg16176	CARHR171540
OG0002402	jg19947	CARHR140720
OG0002402	jg16150	CARHR171310
OG0002403	jg3011	CARHR066760
OG0002403	jg30327	CARHR018630
OG0002404	jg19683	CARHR138570
OG0002404	jg6259	CARHR189520
OG0002406	jg5913	CARHR192300
OG0002406	jg13967	CARHR153750
OG0002407	jg5941	CARHR192060
OG0002407	jg13992	CARHR152530
OG0002408	jg14291	CARHR150700
OG0002408	jg22994	CARHR274210
OG0002409	jg23497	CARHR278930
OG0002409	jg23496	CARHR278900
OG0002410	jg14845	CARHR158940
OG0002410	jg23621	CARHR280010
OG0002411	jg30284	CARHR018190
OG0002411	jg2918	CARHR065750
OG0002412	jg28446	CARHR000580
OG0002412	jg8171	CARHR248880
OG0002413	jg28460	CARHR000750
OG0002414	jg28653	CARHR002740
OG0002414	jg7899	CARHR251390
OG0002416	jg20860	CARHR180130
OG0002416	jg28750	CARHR003660
OG0002417	jg18364	CARHR126790
OG0002417	jg28816	CARHR004330
OG0002418	jg18263	CARHR125700
OG0002418	jg28895	CARHR005040
OG0002419	jg29025	CARHR006460
OG0002419	jg18100	CARHR124050
OG0002420	jg17733	CARHR120670
OG0002420	jg17735	CARHR120680
OG0002421	jg17680	CARHR120220
OG0002421	jg29189	CARHR008120
OG0002422	jg22305	CARHR268150
OG0002422	jg9743	CARHR234720
OG0002423	jg24022	CARHR076130
OG0002423	jg5382	CARHR197740
OG0002424	jg5412	CARHR197450
OG0002424	jg24054	CARHR076380
OG0002425	jg24061	CARHR076430
OG0002426	jg24069	CARHR076510
OG0002426	jg5429	CARHR197270
OG0002427	jg24143	CARHR077140
OG0002427	jg5536	CARHR196120
OG0002428	jg24248	CARHR078030
OG0002428	jg5658	CARHR194890
OG0002429	jg29065	CARHR006830, CARHR006840
OG0002430	jg24777	CARHR082940
OG0002430	jg24776	CARHR082930
OG0002431	jg15469	CARHR165300
OG0002431	jg19168	CARHR134350
OG0002432	jg19159	CARHR134270
OG0002433	jg30077	CARHR016380
OG0002435	jg3003	CARHR066670
OG0002436	jg30728	CARHR022130
OG0002436	jg3418	CARHR071020
OG0002437	jg30778	CARHR022520
OG0002437	jg3477	CARHR071500
OG0002438	jg30790	CARHR022650
OG0002438	jg3496	CARHR071660
OG0002439	jg2850	CARHR065020
OG0002439	jg30814	CARHR022880
OG0002441	jg30864	CARHR023410
OG0002442	jg2652	CARHR063610
OG0002442	jg30927	CARHR023980
OG0002443	jg31087	CARHR025270
OG0002443	jg2529	CARHR062390
OG0002444	jg2443	CARHR061520
OG0002444	jg31145	CARHR025770
OG0002445	jg21888	CARHR264980
OG0002446	jg9675	CARHR235410
OG0002447	jg17160	CARHR115580
OG0002448	jg14928	CARHR160090
OG0002448	jg32608	CARHR035870
OG0002449	jg29750	CARHR013260
OG0002449	jg13350	CARHR147640
OG0002450	jg29176	CARHR007940
OG0002451	jg29164	CARHR007820
OG0002451	jg17791	CARHR121230
OG0002452	jg29090	CARHR007070
OG0002452	jg4532	CARHR204790
OG0002453	jg7942	CARHR250990
OG0002453	jg28622	CARHR002420
OG0002454	jg28621	CARHR002410
OG0002454	jg7945	CARHR250960
OG0002455	jg5535	CARHR196130
OG0002455	jg5533	CARHR196160, CARHR196140
OG0002456	jg5633	CARHR195070
OG0002456	jg5649	CARHR194980
OG0002458	jg15410	CARHR164700, CARHR164710
OG0002459	jg23247, jg23245	CARHR276680, CARHR276690
OG0002460	jg4539	CARHR206020
OG0002461	jg15019	CARHR160940, CARHR160920
OG0002461	jg15020	CARHR160930
OG0002462	jg3314	CARHR070060
OG0002462	jg30636	CARHR021340
OG0002463	jg3290	CARHR069850
OG0002463	jg30599	CARHR021050
OG0002464	jg3088	CARHR067620
OG0002465	jg30024	CARHR015910
OG0002465	jg3754	CARHR074320
OG0002466	jg25405	CARHR088810
OG0002466	jg33650	CARHR044530
OG0002467	jg25441	CARHR089220
OG0002468	jg33520	CARHR043390
OG0002468	jg25546	CARHR090210
OG0002469	jg11054	CARHR290750
OG0002469	jg25764	CARHR092130
OG0002470	jg25848	CARHR092760
OG0002470	jg32901	CARHR037870
OG0002471	jg32912	CARHR037980
OG0002472	jg25887	CARHR093110
OG0002472	jg32924	CARHR038050
OG0002473	jg25917	CARHR093300
OG0002473	jg32939	CARHR038190
OG0002474	jg11257	CARHR221410
