Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_Rawat
OG0002662	jg7266	AL6G43150
OG0002663	jg18450	AL4G29200
OG0002663	jg31330	AL1G41630
OG0002664	jg8772	AL7G15410
OG0002664	jg8774	AL7G15430
OG0002665	jg28072	AL6G43540
OG0002665	jg27939	AL3G51060
OG0002666	jg8686	AL7G14560
OG0002667	jg27997, jg8676	AL3G51630
OG0002668	jg8632	AL7G13840
OG0002668	jg8634	AL7G13850
OG0002669	jg16716	AL4G12410
OG0002669	jg8558	AL7G12920
OG0002670	jg16576	AL4G10790
OG0002670	jg8391	AL7G11180
OG0002671	jg12655	AL7G49400
OG0002672	jg12545	AL7G50580
OG0002672	jg12546	AL7G50570
OG0002673	jg7223	AL6G41440
OG0002673	jg29948	AL1G26650
OG0002674	jg7655	AL6G47460
OG0002674	jg7654	AL6G47450
OG0002675	jg10454	AL7G32980
OG0002675	jg7804	AL6G48990
OG0002676	jg11651	AL9U11590
OG0002676	jg26880	AL3G41290
OG0002677	jg11607	AL9U11100, AL9U11080
OG0002678	jg26685	AL3G39170
OG0002678	jg11458	AL7G42970
OG0002679	jg11311	AL7G41590
OG0002679	jg26547	AL3G37490
OG0002680	jg11300	AL7G41480
OG0002680	jg26535	AL3G37380
OG0002681	jg16227	AL5G44160
OG0002683	jg19493	AL4G40320
OG0002683	jg15825	AL5G39720
OG0002684	jg19446	AL4G39710
OG0002684	jg15747	AL5G38890
OG0002685	jg3887	AL6G10730
OG0002685	jg24805	AL3G19910
OG0002686	jg4156	AL6G13700
OG0002686	jg5420	AL6G26820
OG0002687	jg14299	AL5G23920
OG0002687	jg22979	AL8G36970
OG0002688	jg14362	AL5G24510
OG0002688	jg22940	AL8G36600
OG0002689	jg22892	AL8G36070
OG0002689	jg22893	AL8G36080
OG0002689	jg22894	AL8G36090
OG0002690	jg14448	AL5G25530
OG0002690	jg22891	AL8G36060
OG0002691	jg14677	AL5G28040
OG0002691	jg23318	AL8G40530
OG0002692	jg8197	AL6G53000
OG0002693	jg28650	AL1G12860
OG0002693	jg7879	AL6G50000
OG0002694	jg20764	AL8G15720
OG0002694	jg28692	AL1G13320
OG0002695	jg18229	AL4G26920
OG0002695	jg28929	AL1G15740
OG0002696	jg29137	AL1G18080
OG0002697	jg24787	AL3G19730
OG0002697	jg24786	AL3G19720
OG0002698	jg24162	AL3G12910
OG0002698	jg5572	AL6G28460
OG0002699	jg24168	AL3G12970
OG0002699	jg5577	AL6G28510
OG0002700	jg5659	AL6G29380
OG0002700	jg24249	AL3G13810
OG0002701	jg24669	AL3G18420
OG0002701	jg21433	AL8G21740
OG0002702	jg19299	AL4G38220
OG0002703	jg27958, jg31567	AL1G44150
OG0002704	jg18852	AL4G33410
OG0002705	jg15364	AL5G35290
OG0002705	jg19054	AL4G36000
OG0002706	jg3635	AL2G40080
OG0002706	jg30121	AL1G28470
OG0002707	jg2980	AL2G33180
OG0002707	jg30320	AL1G30290
OG0002708	jg3194	AL2G35310
OG0002708	jg30491	AL1G32380
OG0002709	jg3356	AL2G37070
OG0002709	jg30676	AL1G34410
OG0002710	jg30847	AL1G36420
OG0002710	jg2768	AL2G31030
OG0002711	jg2634	AL2G29520
OG0002711	jg30970	AL1G37810
OG0002712	jg2439	AL2G27590
OG0002712	jg31157	AL1G39750
OG0002713	jg2437	AL2G27570
OG0002713	jg31161	AL1G39780
OG0002715	jg12961	AL5G10700
OG0002715	jg29976	AL1G26930
OG0002716	jg29421	AL1G21110
OG0002716	jg29420	AL1G21100
OG0002717	jg5462	AL6G27290
OG0002717	jg3252	AL2G35970
OG0002718	jg5567	AL6G28410
OG0002719	jg6344, jg6343	AL6G36360
OG0002719	jg6345	AL6G36400
OG0002720	jg14973	AL5G31330
OG0002720	jg14972	AL113U10020
OG0002721	jg14776	AL5G29120
OG0002721	jg6305	AL6G35990
OG0002722	jg2508	AL2G28380
OG0002722	jg2480	AL2G28030
OG0002723	jg3482	AL2G38400
OG0002723	jg30782	AL1G35660
OG0002724	jg3302	AL2G36510
OG0002725	jg25280	AL3G24840
OG0002725	jg25279	AL3G24830
OG0002726	jg25587	AL3G28000
OG0002727	jg33397	AL1G60280
OG0002727	jg25671	AL3G28940
OG0002728	jg33084	AL1G57020
OG0002728	jg26053	AL3G32540
OG0002729	jg33220	AL1G58530
OG0002730	jg26368	AL3G35810
OG0002731	jg26473	nbis-gene-758
OG0002731	jg11248	AL7G40920
OG0002732	jg33390	AL1G60140
OG0002732	jg33387	AL1G60120
OG0002732	jg33389	AL1G60130
OG0002732	jg33391	AL1G60150
OG0002733	jg33034	AL1G56260
OG0002733	jg33030	AL1G56180
OG0002734	jg31554	AL1G44020
OG0002734	jg18562	AL4G30570
OG0002735	jg15548, jg15263	AL5G34220
OG0002736	jg18964	AL4G34960
OG0002736	jg15348	AL5G35120
OG0002737	jg19347	AL4G38690
OG0002737	jg15614	AL5G37760
OG0002738	jg20278	AL8G10370
OG0002739	jg14856	AL5G29980
OG0002739	jg23637	AL8G43900
OG0002740	jg15958	AL5G41070
OG0002741	jg2420	AL2G27440
OG0002741	jg31167	AL1G39840
OG0002743	jg9015	nbis-gene-1723
OG0002743	jg9014	nbis-gene-1722
OG0002744	jg16961	AL4G15180
OG0002745	jg29618	AL1G22960
OG0002745	jg28425	AL1G10340
OG0002746	jg29855	AL1G25690
OG0002746	jg13149	AL5G13240
OG0002747	jg25648	AL3G28680
OG0002747	jg2284	AL810U10010
OG0002747	jg2285	AL2G26120
OG0002748	jg4796	AL6G20210
OG0002748	jg23471	AL8G42080
OG0002749	jg22519	AL8G32170
OG0002750	jg2183	AL2G25120
OG0002750	jg2196	AL2G25220
OG0002750	jg12334	AL7G52650
OG0002751	jg9334	AL7G21380
OG0002751	jg10469	AL7G33110
OG0002753	jg9604	AL7G24280
OG0002753	jg28290	AL3G53770
OG0002754	jg9528	AL7G23400
OG0002754	jg28223	AL3G47950
OG0002755	jg9227	AL7G20280
OG0002757	jg27664	AL3G52320
OG0002758	jg27780	AL3G49560
OG0002758	jg8846	AL7G16120
OG0002760	jg18655	AL4G31370
OG0002760	jg31902	AL1G46740
OG0002761	jg1060	AL2G17180
OG0002761	jg7320	AL2G16970
OG0002761	jg1024, jg1023	AL2G16990
OG0002762	jg766	AL2G14290
OG0002762	jg29598	AL1G22720
OG0002763	jg12956	AL5G10630
OG0002763	jg29978	AL1G26970
OG0002764	jg29838	AL1G25520
OG0002764	jg13167	AL5G13420
OG0002765	jg4688	AL6G18840
OG0002766	jg12238	AL7G46560
OG0002766	jg2070	AL2G24000
OG0002767	jg567	AL2G12330
OG0002767	jg29735	AL1G24390
OG0002768	jg22546	AL8G32460
OG0002768	jg9828	AL7G26690
OG0002769	jg24869	AL3G20600
OG0002769	jg24868	AL3G20590
OG0002770	jg9979	AL7G28240
OG0002770	jg21732	AL8G24880
OG0002771	jg4836	AL6G20590
OG0002771	jg23518	AL8G42600
OG0002772	jg23373	AL8G41110
OG0002772	jg4741	AL6G19650
OG0002773	jg4589	AL6G17770
OG0002773	jg23112, jg22829	AL8G38380
OG0002774	jg10576	AL7G33970
OG0002774	jg20646	AL8G14640, AL8G14610
OG0002775	jg10566	AL7G33850
OG0002775	jg20655	AL8G14740
OG0002776	jg10408	AL7G32480
OG0002777	jg10364	AL7G31970
OG0002778	jg10209	AL7G30360
OG0002778	jg17052	AL4G16290
OG0002778	jg14087	AL5G22020
OG0002779	jg32078	AL1G48560
OG0002780	jg32276	AL1G50870
OG0002781	jg16733	AL4G12540, AL2G12800, nbis-gene-950
OG0002781	jg8568	AL7G13100
OG0002783	jg16536	AL4G10370
OG0002783	jg8358	AL7G10790
OG0002783	jg1110	AL2G17580
OG0002784	jg10862	AL7G37060
OG0002785	jg11929	AL7G44190
OG0002785	jg27217	AL3G43970
OG0002786	jg27182	AL3G43810
OG0002787	jg11969	AL7G44580
OG0002787	jg26998	AL3G42390
OG0002788	jg11323	AL7G41690
OG0002788	jg26564	AL3G37790
OG0002789	jg26516	AL166U10010, AL3G37130
OG0002789	jg11281	AL7G41200
OG0002790	jg26457	AL3G36580
OG0002790	jg26460	AL3G36610
OG0002791	jg11175	AL7G40160
OG0002791	jg26362	AL3G35770
OG0002792	jg12631	AL7G49720
OG0002792	jg24579	AL3G17410
OG0002793	jg20107	AL4G46490
OG0002793	jg16285	nbis-gene-1410
OG0002794	jg16133	AL5G43060
OG0002795	jg16089	AL5G42540
OG0002795	jg19845	AL4G43920
OG0002796	jg19693	AL4G42370
OG0002797	jg15801	AL5G39450
OG0002798	jg19466	AL4G39860, AL4G40080
OG0002798	jg15753	AL5G38950
OG0002799	jg18992	AL4G35230
OG0002799	jg3885	AL6G10710
OG0002800	jg4105	AL6G13120
OG0002801	jg14003, jg13978	AL5G21270
OG0002801	jg5946	AL6G32340
OG0002802	jg14053	AL5G21710
OG0002802	jg5974	AL6G32650
OG0002803	jg14504	AL5G26300
OG0002803	jg22804	AL3G40320, AL8G35200
OG0002804	jg14897	AL5G30460
OG0002804	jg23684	AL8G44340
OG0002805	jg29080	AL1G17420
OG0002805	jg17989	AL4G24450
OG0002806	jg8074	AL6G51710
OG0002807	jg7905	AL6G49870
OG0002807	jg28659	AL1G12950
OG0002808	jg18315	AL4G27830
OG0002808	jg28850	AL1G14920
OG0002809	jg18196	AL4G26590
OG0002810	jg29015	AL1G16680
OG0002810	jg18130	AL4G25730
OG0002811	jg17918	AL4G23780
OG0002811	jg17921	AL4G23830
OG0002811	jg17919	AL295U10010, AL4G23790
OG0002811	jg17920	AL4G23820
OG0002812	jg17651	AL4G21400
OG0002812	jg29196	AL1G18750
OG0002813	jg23925	AL3G10460
OG0002813	jg5258	AL6G25100
OG0002814	jg5386	AL6G26470
OG0002814	jg24025	AL3G11450
OG0002815	jg24169	AL288U10020, AL3G12980
OG0002816	jg24295	AL492U10010, AL3G14140
OG0002816	jg24281	AL3G14060
OG0002816	jg24285	AL3G14100
OG0002816	jg24296	AL3G14150
OG0002817	jg5693	AL6G29740
OG0002818	jg24394	AL3G15380
OG0002818	jg6697	nbis-gene-1593
OG0002819	jg5754	AL6G30380
OG0002819	jg24550	AL3G17040
OG0002820	jg24588	AL3G17490
OG0002820	jg24586, jg24587	AL3G17480
OG0002821	jg24633	AL3G17950
OG0002821	jg21539	AL8G22720
OG0002822	jg24339	AL3G14620
OG0002823	jg15199	AL5G33520
OG0002823	jg18756	AL4G32350
OG0002824	jg15327	AL5G34910
OG0002824	jg18949	AL4G34790
OG0002825	jg3744	AL2G41230
OG0002825	jg30035	AL1G27600
OG0002826	jg3668	AL2G40470
OG0002827	jg30272	AL1G29760
OG0002827	jg2900	AL2G32340
OG0002828	jg30275	AL1G29790
OG0002828	jg2905	AL2G32380
OG0002829	jg2967	AL2G33020
OG0002830	jg3109	AL2G34450
OG0002830	jg30407	AL1G31310
OG0002831	jg3128	AL2G34650
OG0002831	jg30419	AL1G31490
OG0002832	jg30594	AL1G33470
OG0002832	jg3286	AL2G36340
OG0002833	jg30595	AL1G33480
OG0002833	jg3287	AL2G36350
OG0002834	jg30956	AL1G37620
OG0002834	jg2639	AL2G29590
OG0002835	jg2503	AL2G28330
OG0002835	jg31124	AL1G39400
OG0002836	jg2462	AL2G27810
OG0002836	jg31156	AL1G39740
OG0002837	jg2408	AL2G27300
OG0002837	jg31175	AL1G39920
OG0002838	jg10051	AL7G28960
OG0002838	jg21641	AL8G23860
OG0002840	jg8388	AL7G11120
OG0002840	jg16572	AL4G10730
OG0002841	jg18318	AL4G27860
OG0002841	jg28848	AL1G14900
OG0002842	jg13727	AL5G19010
OG0002842	jg28639	AL1G12730
OG0002843	jg6204	AL6G34820
OG0002844	jg5314	AL6G25710
OG0002845	jg5733	AL6G30150
OG0002845	jg24565	AL3G17240
OG0002846	jg21592, jg21593	AL8G23320
OG0002846	jg14640	AL5G27650
OG0002847	jg33796	AL1G64320
OG0002848	jg6309	AL6G36030
OG0002848	jg14781, jg21514	AL5G29170
OG0002849	jg14768	AL5G29020
OG0002849	jg6284	AL6G35760
OG0002850	jg23122	AL8G38500
OG0002850	jg23118	AL8G38420, AL8G38460
OG0002851	jg6217	AL6G34970
OG0002851	jg14710	AL5G28370
OG0002852	jg6208	AL6G34880
OG0002853	jg23129	AL8G38580
OG0002854	jg16801	AL4G13320
OG0002854	jg16800	AL4G13310
OG0002855	jg23958	AL3G10800
OG0002855	jg22783	nbis-gene-2169
OG0002856	jg14517	AL5G26470
OG0002856	jg22779	AL8G34920
OG0002857	jg14880	AL5G30250
OG0002857	jg14881	AL5G30260
OG0002858	jg14760	AL5G28930
OG0002858	jg14759	AL5G28920
OG0002859	jg22910	AL8G36260
OG0002859	jg14398	AL5G24910
OG0002860	jg8902	AL7G16720
OG0002860	jg27671	AL3G52360
OG0002861	jg28549	AL1G11760
OG0002861	jg2717	AL2G30540
OG0002862	jg3095	AL2G34280
OG0002863	jg3689	AL2G40710
OG0002863	jg30078	AL1G28030
OG0002864	jg33707	nbis-gene-307
OG0002864	jg25328	AL3G25370
OG0002865	jg33670	AL1G63130
OG0002865	jg25370	AL3G25820
OG0002866	jg25402	AL3G26170
OG0002867	jg25414	AL3G26290
OG0002867	jg33643	AL1G62830
OG0002868	jg25589, jg17500	AL3G28010
OG0002868	jg33488	AL1G61260
OG0002869	jg26209	AL3G34290
OG0002870	jg8251	AL132U10020
OG0002871	jg27547	AL3G46910
OG0002871	jg27549	AL3G46920
OG0002872	jg10363	AL7G31960
OG0002872	jg27754	AL3G49330
OG0002873	jg9385	AL7G21890
OG0002873	jg28061	AL3G53110
OG0002874	jg28324	AL3G54170
OG0002874	jg9623	AL7G24470
OG0002875	jg33226	AL1G58630, AL8G37450
OG0002876	jg17711, jg17713	AL4G25950
OG0002876	jg33038	AL1G56300
OG0002877	jg15440	AL5G36140
OG0002877	jg19126	AL4G36590
OG0002878	jg19333	AL4G38540
OG0002878	jg15609	AL5G37710
OG0002879	jg15675	AL5G38570
OG0002879	jg19413	AL4G39330
OG0002880	jg15746	AL5G38880
OG0002881	jg20295, jg15795	AL5G39380
OG0002884	jg18224	AL4G26870
OG0002884	jg33489	AL1G61270
OG0002885	jg25779	AL3G29990
OG0002886	jg5457	AL6G27240
OG0002886	jg5459, jg5461	AL6G27280
OG0002887	jg5655	AL6G29350
OG0002887	jg5283	AL6G25370
OG0002890	jg28288	AL3G53730
OG0002890	jg9600	AL7G24220
OG0002891	jg9365	AL7G21670
OG0002892	jg17067	AL4G16440
OG0002893	jg9187	AL7G19740
OG0002893	jg17090	AL4G16660
OG0002894	jg14149	AL5G22490
OG0002894	jg9126	AL7G19120
OG0002895	jg17229	AL4G18020
OG0002895	jg9093	AL7G18750
OG0002896	jg9002	AL7G17780
OG0002896	jg27472	AL3G46040
OG0002897	jg8877	AL7G16460
OG0002897	jg27747	AL3G49160
OG0002898	jg25731	AL3G29540
OG0002898	jg27753	AL3G49320
OG0002899	jg31862	AL1G46340
OG0002899	jg18677	AL4G31570
OG0002900	jg18699	AL4G31750
OG0002901	jg29469	AL1G21530, AL1G21630
OG0002902	jg768	AL2G14320
OG0002902	jg29591	AL1G22670
OG0002903	jg30001	AL1G27220
OG0002903	jg30004	AL1G27260
OG0002903	jg30003	AL1G27240
OG0002904	jg12992	AL5G11000
OG0002905	jg25123, jg12617	AL7G49880
OG0002905	jg13580	AL5G17690
OG0002906	jg506	AL2G11600
OG0002906	jg12754	AL7G48150
OG0002907	jg22645	AL8G33410
OG0002907	jg9877	AL7G27190
OG0002908	jg22703	AL8G34090
OG0002909	jg25000	AL3G22070
OG0002909	jg4225	AL6G14430
OG0002910	jg4407	AL6G16380
OG0002910	jg25117	AL3G23210
OG0002911	jg25196	AL3G24060
OG0002911	jg5197	AL6G24500
OG0002912	jg22134	AL8G28700
OG0002912	jg31086	AL1G39010
OG0002913	jg22253	AL8G29840
OG0002913	jg9726	AL7G25540
OG0002914	jg22450	AL8G31620
OG0002914	jg9798	AL7G26370
OG0002915	jg22709	AL8G34150
OG0002915	jg22722	AL8G34270
OG0002916	jg31270	AL1G40840
OG0002916	jg31247	AL1G40620
OG0002917	jg5035	AL6G22720
OG0002917	jg6513	AL6G38120
OG0002918	jg6165	AL6G34400
OG0002918	jg4672	AL6G18670
OG0002919	jg4617	AL6G18110
OG0002920	jg23160	AL8G38880
OG0002920	jg4552	AL6G17440
OG0002921	jg10884	AL7G37350
OG0002921	jg20300	AL8G10600
OG0002922	jg10842	AL7G36850
OG0002922	jg20374	AL8G11430
OG0002923	jg10398	AL7G32350
OG0002923	jg10399	AL7G32360
OG0002924	jg7620	AL6G47010
OG0002924	jg10252	AL7G30800
OG0002925	jg7590	AL6G46650
OG0002925	jg10233	AL7G30600
OG0002926	jg31956	AL1G47350
OG0002926	jg7395	AL6G44520
OG0002927	jg7333	AL6G43710
OG0002927	jg32038	AL1G48220
OG0002928	jg32099	AL1G48710
OG0002928	jg2806	AL2G31410
OG0002929	jg32162	AL1G49780
OG0002929	jg30793	AL1G35750
OG0002930	jg18491	AL4G29620
OG0002930	jg31361	AL1G41950
OG0002931	jg8788	AL7G15550
OG0002932	jg8635	AL7G13880
OG0002932	jg16812	AL4G13510
OG0002933	jg8597	AL7G13440
OG0002933	jg1112	AL2G17600
OG0002933	jg16765	AL4G13030
OG0002934	jg8548	AL7G12800
OG0002934	jg16697	AL4G12230
OG0002935	jg8386	AL7G11100
OG0002936	jg8378	AL7G11020
OG0002936	jg16560	AL4G10610
OG0002937	jg8368	AL7G10910
OG0002937	jg8367	AL7G10890
OG0002938	jg8319	AL7G10440
OG0002938	jg16501	AL4G10080
OG0002939	jg7095, jg7150	AL6G42310
OG0002940	jg18522	AL4G30140
OG0002940	jg7065	AL6G42110
OG0002942	jg11378	AL7G42280
OG0002942	jg26636	AL3G38630
OG0002943	jg12733	AL7G48430
OG0002943	jg12736	AL7G48380
OG0002944	jg16323	AL5G45320
OG0002944	jg20156	AL4G47000
OG0002945	jg30058	AL1G27830
OG0002945	jg22739	AL8G34440
OG0002946	jg20035	AL4G45630
OG0002946	jg16220	AL5G44040
OG0002947	jg16092	AL5G42590
OG0002947	jg19853	AL4G43990
OG0002948	jg6320	AL6G36130
OG0002949	jg19801	AL4G43470
OG0002949	jg19802	AL4G43490
OG0002950	jg23794	AL8G45600
OG0002950	jg15032	AL5G31900
OG0002951	jg19735	AL4G42750
OG0002952	jg19704	AL4G42450
OG0002952	jg16011	AL5G41660
OG0002953	jg19684	AL4G42240
OG0002953	jg16004	AL5G41500
OG0002954	jg16001	AL5G41460
OG0002954	jg19675	AL4G42150
OG0002955	jg3870	AL6G10610
OG0002955	jg24807	AL3G19930
OG0002956	jg5968	AL6G32580
OG0002956	jg5980	AL6G32770
OG0002957	jg14333	AL5G24210
OG0002957	jg22967	AL8G36830
OG0002958	jg22939	AL8G36590
OG0002959	jg4864	AL6G20840
OG0002959	jg23537	AL8G42820
OG0002960	jg23644	AL8G43970
OG0002961	jg23738	AL8G44960
OG0002961	jg14960	AL5G31170
OG0002962	jg31399	AL1G42320, AL1G42330
OG0002963	jg28510	AL1G11330
OG0002964	jg7987	AL6G50830
OG0002965	jg20772	AL8G15810
OG0002965	jg28696	AL1G13360
OG0002966	jg20785	AL8G15950
OG0002967	jg20806	AL8G16200
OG0002967	jg28732	AL1G13740
OG0002968	jg28734	AL1G13760
OG0002968	jg20809	AL8G16230
OG0002969	jg28770	AL1G14170
OG0002969	jg18431	AL4G28980
OG0002970	jg18416	AL4G28850
OG0002970	jg28782	AL1G14290
OG0002971	jg28780	AL1G14280
OG0002971	jg18417	AL4G28870
OG0002972	jg28851	AL1G14930
OG0002972	jg18314	AL4G27820
OG0002973	jg28968	AL1G16170
OG0002973	jg18168	AL4G26340, AL163U10030
OG0002974	jg17867	AL4G23420
OG0002974	jg29115	AL1G17820
OG0002975	jg9106	AL7G18900
OG0002975	jg17202	AL4G17710
OG0002975	jg17214	AL4G17830
OG0002976	jg5272	AL6G25250
OG0002976	jg23936	AL3G10560
OG0002977	jg5291	AL6G25450
OG0002978	jg22802	AL277U10010, AL3G40350
OG0002978	jg4935	AL6G21670
OG0002979	jg22370	AL8G30950
OG0002979	jg9779	AL7G26140
OG0002981	jg24547	AL3G17010
OG0002981	jg5757	AL6G30440
OG0002982	jg18762	AL4G32410
OG0002982	jg15200	AL5G33530
OG0002983	jg18805	AL4G32860
OG0002983	jg15243	AL5G34000
OG0002984	jg18811	AL4G32900
OG0002985	jg18861	AL4G33520
OG0002985	jg15270	AL5G34300
OG0002986	jg5033	AL6G22700
OG0002987	jg30102	AL1G28270
OG0002987	jg30105	AL1G28290
OG0002988	jg3199	AL2G35370
OG0002988	jg30496	AL1G32430
OG0002990	jg31168	AL1G39850
OG0002990	jg2419	AL2G27430
OG0002991	jg9914	AL7G27570
OG0002991	jg9915	AL7G27580
OG0002992	jg28308	AL3G53940
OG0002992	jg29587	AL1G22620
OG0002993	jg29328	AL1G20150
OG0002993	jg33147	AL1G57770
OG0002995	jg10535	AL7G33550
OG0002995	jg28643	AL1G12780
OG0002996	jg6550	nbis-gene-1581
OG0002997	jg6869	AL6G40930
OG0002997	jg6868	AL6G40920
OG0002998	jg4515	AL6G17060
OG0002998	jg25176	AL3G23850
OG0002999	jg4300	AL6G15340
OG0002999	jg2804	AL2G31390
OG0003000	jg23066	AL8G37880
OG0003001	jg23175	AL8G39050
OG0003001	jg4548	AL6G17400
OG0003002	jg14332	AL5G24200
OG0003002	jg22968	AL8G36840
OG0003003	jg30260	AL1G29610
OG0003004	jg33553	AL1G61960
OG0003004	jg25499	AL3G27140
OG0003005	jg11098	AL7G39390
OG0003005	jg25732	AL3G29550
OG0003006	jg11046	AL7G38960
OG0003006	jg25774	AL3G29930
OG0003007	jg11025	AL7G38770
OG0003007	jg25776	AL3G29960
OG0003008	jg32956	AL1G55480
OG0003008	jg25951	AL3G31520
OG0003009	jg26102	AL3G33000
OG0003009	jg33116	AL1G57430
OG0003010	jg33256	AL1G58930
OG0003010	jg26245	AL3G34680
OG0003011	jg26603	AL3G38210
OG0003011	jg26604	AL3G38220
OG0003012	jg26732	AL3G39710
OG0003012	jg26733	AL3G39720
OG0003013	jg8851	AL7G16170
OG0003014	jg7308, jg27935	AL3G51020
OG0003014	jg7305	AL6G43520
OG0003014	jg9226	AL7G20270
OG0003015	jg28167	AL3G48520
OG0003015	jg9492	AL7G22960
OG0003016	jg33327	AL1G59590
OG0003016	jg26307	AL3G35270
OG0003017	jg15808	AL5G39540
OG0003017	jg33316	AL1G59460
OG0003018	jg15456	AL5G36310
OG0003018	jg19155, jg19113	AL4G36750
OG0003019	jg25520	AL3G27330
OG0003019	jg33530	AL1G61680
OG0003020	jg19750	AL4G42910
OG0003020	jg16039	AL5G42050
OG0003021	jg1959	AL2G22670
OG0003021	jg1957	AL2G22660
OG0003021	jg1962	AL2G22680
OG0003022	jg13327	AL5G15160
OG0003022	jg19201	nbis-gene-1123
OG0003023	jg25802	AL3G30140
OG0003024	jg32735	AL1G53270
OG0003025	jg9898	AL7G27390
OG0003025	jg9900	AL7G27410
OG0003026	jg1042	AL7G35350, AL3G45870, AL4G17630, AL6G40740, AL6G42200
OG0003026	jg1044, jg11726	AL4G20210
OG0003026	jg20545, jg32151, jg27938, jg21507	AL1G21610
OG0003027	jg26238	AL3G34620
OG0003027	jg26240	AL3G34600
OG0003027	jg26233, jg26232	AL3G34610
OG0003027	jg26239	AL3G34630
OG0003028	jg8524	AL7G12560
OG0003028	jg28036	AL6G46690
OG0003028	jg7594	AL6G46680
OG0003028	jg7593	AL6G46670
OG0003028	jg7595	AL6G46710
OG0003030	jg20418	AL8G11940
OG0003033	jg9554	AL7G23730
OG0003033	jg28234	AL3G47860
OG0003034	jg28231	AL3G47880
OG0003034	jg9407	nbis-gene-1749
OG0003036	jg8939	AL7G17090
OG0003036	jg27560	AL3G47050
OG0003037	jg8866	AL7G16330
OG0003038	jg31745	AL1G49740
OG0003038	jg18696	AL4G31720
OG0003039	jg1020	AL2G16960
OG0003040	jg1007	AL2G16800
OG0003040	jg1006	AL2G16790
OG0003041	jg908	AL2G15780
OG0003041	jg29471	AL1G21560
OG0003042	jg13546	AL5G17370
OG0003043	jg1866	AL2G20410
OG0003043	jg12047	AL7G45250
OG0003044	jg29670	AL1G23580
OG0003044	jg636	AL2G13050
OG0003045	jg25145	AL3G23520
OG0003046	jg22063	AL8G28130
OG0003046	jg9649	AL7G24720
OG0003047	jg23422	AL8G41670
OG0003048	jg23343	AL8G40820
OG0003048	jg4713	AL6G19290
OG0003049	jg10857	AL7G37010
OG0003049	jg20338	AL8G10960
OG0003050	jg7611	AL6G46940
OG0003051	jg10226	AL7G30530
OG0003051	jg7580	AL6G46520
OG0003052	jg7273	AL6G43230
OG0003052	jg32134	AL1G49050
OG0003053	jg7038	AL6G41830
OG0003053	jg18153	AL4G26050
OG0003054	jg32780	AL1G53740
OG0003054	jg21040	AL8G18490
OG0003055	jg31346	AL1G41790
OG0003056	jg18483	AL4G29510
OG0003056	jg31351	AL1G41840
OG0003057	jg8782	AL7G15480
OG0003057	jg27898	AL3G50630
OG0003058	jg16826	AL4G13600
OG0003058	jg8641	AL7G13940
OG0003059	jg18626	AL4G31110
OG0003059	jg20638	AL8G14540, AL8G14590
OG0003060	jg7746	AL6G48420
OG0003060	jg10386	AL7G50070
OG0003060	jg10265	AL7G31640
OG0003061	jg20298	AL8G10580
OG0003061	jg10886	AL7G37370
OG0003062	jg11928	AL7G44180
OG0003062	jg27216	AL3G43960
OG0003063	jg26802	AL3G40290
OG0003063	jg11569	AL9U10770
OG0003064	jg26585	AL3G37970, AL7G41900
OG0003065	jg11197	AL7G40360
OG0003065	jg26393	AL3G36040, AL3G36060
OG0003066	jg473	AL2G11230
OG0003067	jg19931	AL4G44520
OG0003067	jg16137	AL5G43110
OG0003068	jg19726	AL4G42660
OG0003068	jg16025	AL5G41840
OG0003069	jg19427	AL4G39500
OG0003070	jg14019	AL5G21380
OG0003070	jg5953	AL6G32430
OG0003071	jg14284	AL5G23750
OG0003071	jg23008	AL8G37270
OG0003072	jg22971	AL8G36860
OG0003073	jg24505	AL3G16550
OG0003073	jg6578	AL6G38670
OG0003074	jg14832	AL5G29710
OG0003075	jg23613	AL8G43630
OG0003075	jg14840	AL5G29800, AL8G14300
OG0003076	jg23700	AL8G44520
OG0003076	jg14918	AL5G30640
OG0003078	jg15009	AL5G31670
OG0003079	jg8173	AL6G52780
OG0003079	jg28445	AL1G10590
OG0003080	jg18226	AL4G26890
OG0003080	jg28931	AL1G15760
OG0003081	jg23086	AL8G38090
OG0003081	jg18097	AL4G25440
OG0003082	jg18090	AL4G25370
OG0003083	jg29084	AL1G17450
OG0003084	jg17701	AL4G22590, AL4G22580
OG0003085	jg17631	AL4G21200
OG0003085	jg32718	AL1G53070
OG0003085	jg17630	AL4G21190
OG0003086	jg5204	AL6G24580
OG0003087	jg24157	AL3G12860
OG0003087	jg5558	AL6G28390
OG0003088	jg24383	AL3G15260
OG0003088	jg26488	AL3G36880
OG0003089	jg24489	AL88U10040, AL3G16400
OG0003089	jg6591	AL6G38910
OG0003090	jg5747	AL6G30310
OG0003090	jg24558	AL3G17120
OG0003091	jg15076	AL5G32230
OG0003092	jg17399, jg28331, jg12879, jg28334, jg12882, jg12885, jg12888, jg33852	AL3G54400
OG0003093	jg3743	AL2G41220
OG0003093	jg30036	AL1G27610
OG0003094	jg30226	AL7G51010
OG0003094	jg3530	AL2G38910
OG0003095	jg30251	AL1G29520
OG0003095	jg21712	AL8G24650
OG0003096	jg21075	AL8G18810, AL8G18840
OG0003096	jg30849	AL1G36460
OG0003097	jg31013	AL3G41520, AL1G38260
OG0003097	jg2600	AL2G29230
OG0003098	jg29967	AL1G26840
