Orthogroup	Arabidopsis_arenosa	Cochlearia_excelsa
OG0002016	jg16729	g38456
OG0002016	jg8565	g18284
OG0002017	jg8509	g22772
OG0002018	jg8381	g18309, g22686
OG0002020	jg29573, jg29580	g39667, g39659
OG0002021	jg10095	g47482, g23861
OG0002022	jg30282	g31717
OG0002022	jg20454	g10955
OG0002023	jg26525	g11784
OG0002023	jg11292	g24513
OG0002024	jg11240	g17705
OG0002024	jg26453	g11827
OG0002025	jg20045	g37664, g37665
OG0002026	jg19840	g37566
OG0002026	jg16086	g18836
OG0002027	jg15744	g2089
OG0002027	jg19442	g52000
OG0002028	jg14298	g847, g11561, g2990
OG0002028	jg22983	g41325
OG0002029	jg8132	g39467
OG0002030	jg7956	g39593
OG0002030	jg28618	g30806
OG0002031	jg28784, jg18415	g30882
OG0002032	jg18297	g37923
OG0002032	jg28866	g30925
OG0002033	jg29023	g31021
OG0002033	jg18108	g39899
OG0002034	jg29106	g49567
OG0002034	jg17904	g51123
OG0002036	jg5406	g5083
OG0002037	jg5407	g5082
OG0002037	jg24049	g12751
OG0002038	jg25733	g13267, g12076
OG0002039	jg15506	g19073
OG0002039	jg19206	g38133
OG0002040	jg18794	g51592
OG0002040	jg15225	g19213, g2387
OG0002041	jg18858	g51628
OG0002041	jg15268	g19201, g2359
OG0002043	jg32974	g36367
OG0002044	jg3740	g46590, g44281
OG0002045	jg30064	g31617
OG0002045	jg3715	g13599
OG0002046	jg30092	g31630
OG0002047	jg30135	g27341
OG0002047	jg3603	g46505
OG0002049	jg2953	g46033
OG0002050	jg30633	g31952
OG0002050	jg3309	g46276
OG0002051	jg30641	g39849
OG0002051	jg19528	g52046
OG0002052	jg30651	g31966
OG0002053	jg30688	g31994
OG0002054	jg30858	g27541, g50275
OG0002054	jg2734	g45907
OG0002055	jg30888	g32066
OG0002055	jg2685	g44687, g45875
OG0002056	jg17140	g51050
OG0002056	jg9149	g23271
OG0002057	jg9196	g23291, g47802
OG0002059	jg28852	g30913
OG0002060	jg2640	g45844
OG0002060	jg5309	g5156
OG0002061	jg14746	g19418
OG0002061	jg6245	g36906
OG0002062	jg23050	g9924
OG0002063	jg4534	g29646
OG0002064	jg15029, jg15031, jg15028, jg15030	g2473
OG0002065	jg2839	g45965
OG0002066	jg3343	g46314
OG0002068	jg3611, jg3647, jg3648	g44329
OG0002069	jg3621	g46520
OG0002069	jg3620	g14331
OG0002070	jg30116	g27338
OG0002071	jg25322	g7240
OG0002071	jg33711	g54317, g36719
OG0002072	jg33690	g27983
OG0002072	jg25340	g7228
OG0002073	jg25504	g7138
OG0002074	jg11029	g24374, g24365
OG0002074	jg25783	g12059
OG0002075	jg28207	g1441, g13813, g13872
OG0002075	jg28196	g13873
OG0002076	jg33819	g27974
OG0002076	jg25230	g7287
OG0002077	jg33319	g54217
OG0002078	jg15522	g2187
OG0002078	jg15521	g19068
OG0002082	jg15389	g19148
OG0002083	jg19408, jg19406	g51984
OG0002084	jg17238, jg3748, jg12357	g14732, g28302
OG0002091	jg32432	g47632, g3363
OG0002093	jg8930	g23109
OG0002094	jg8901	g23080
OG0002095	jg27850	g6112
OG0002095	jg8818	g23012
OG0002096	jg1360	g41103
OG0002097	jg1109	g44068
OG0002097	jg29392	g27105
OG0002098	jg898	g44142
OG0002098	jg927	g41008
OG0002099	jg885	g40988
OG0002100	jg29857	g31483, g27249, g49897
OG0002100	jg13148	g1549
OG0002101	jg13450	g10506, g1611
OG0002102	jg24718, jg24719	g12436
OG0002103	jg376	g40755
OG0002103	jg12854	g7662
OG0002104	jg482	g40798
OG0002104	jg12764	g46645
OG0002105	jg29727	g31400
OG0002105	jg579	g40856
OG0002107	jg15633	g2134
OG0002107	jg19371	g37375
OG0002108	jg24818	g7519
OG0002109	jg4050	g5751
OG0002110	jg4061	g29838, g5743
OG0002111	jg4163	g5700
OG0002112	jg4248	g45411
OG0002112	jg25012	g7415, g12359
OG0002113	jg17596	g28373, g28340
OG0002114	jg9674	g23613
OG0002115	jg9765	g23671, g47607
OG0002116	jg22385	g39370
OG0002116	jg9783	g23680
OG0002117	jg31249	g45613, g32260
OG0002118	jg6473	g619
OG0002118	jg4999	g5365, g29430
OG0002119	jg4903	g29482
OG0002119	jg6368	g10034
OG0002120	jg6207	g496
OG0002120	jg4703	g5495
OG0002121	jg4569	g29632
OG0002122	jg10885	g24269
OG0002123	jg20529	g10981
OG0002123	jg10678	g17446
OG0002124	jg20547	g10983
OG0002124	jg10665	g47299
OG0002125	jg20668	g40506
OG0002126	jg7782	g40466
OG0002126	jg10439	g24023
OG0002127	jg7468	g40347
OG0002127	jg10110	g23872
OG0002128	jg7412	g40324
OG0002128	jg31933	g50665, g27787
OG0002129	jg7318	g40276
OG0002129	jg32069	g32729
OG0002131	jg8007	g39546
OG0002131	jg28579	g30788
OG0002133	jg8773	g47931
OG0002134	jg8733	g18238
OG0002135	jg8656	g47976
OG0002136	jg16532	g38546
OG0002136	jg8353	g18328
OG0002137	jg12520	g46699
OG0002138	jg18535	g37085
OG0002139	jg32681	g37045
OG0002139	jg20966	g11140
OG0002141	jg11433	g47017
OG0002141	jg26655	g6494
OG0002142	jg16372	g18755
OG0002142	jg20219	g37772
OG0002143	jg20210	g37767
OG0002144	jg19569, jg19570	g37452, g38191
OG0002145	jg19506	g37430
OG0002145	jg15822	g2046
OG0002146	jg14205	g3103
OG0002146	jg6085	g805
OG0002147	jg22926, jg22925	g28776
OG0002149	jg14636	g46985
OG0002149	jg23280	g319
OG0002150	jg14875	g2593
OG0002150	jg23656	g9668
OG0002151	jg23714	g18262
OG0002151	jg28006	g13956
OG0002152	jg28441	g49301
OG0002153	jg28449	g49304
OG0002154	jg20784	g39682
OG0002154	jg28708	g30843
OG0002155	jg20833	g39712
OG0002156	jg26716	g39752
OG0002157	jg18306	g39795, g37925
OG0002157	jg28858	g30918
OG0002158	jg9684	g23621, g47637
OG0002159	jg5448	g5059
OG0002160	jg24185	g7825, g12774
OG0002161	jg1288	g12594
OG0002162	jg26612	g6516
OG0002162	jg24542	g12504
OG0002164	jg21548	g12943
OG0002164	jg24625	g12475
OG0002165	jg5162	g29351
OG0002166	jg15580	g11267
OG0002166	jg19297	g51881
OG0002167	jg19176	g41209
OG0002167	jg19175	g37321
OG0002168	jg18719	g51549
OG0002168	jg15147	g19259
OG0002169	jg19046	g51729
OG0002170	jg3677	g46547
OG0002171	jg30108	g31640
OG0002171	jg3656	g44309
OG0002172	jg3654	g46536
OG0002173	jg30132	g46509, g31652
OG0002173	jg3607	g49972
OG0002174	jg30453, jg3148	g46175, g44490
OG0002175	jg3317	g46287
OG0002175	jg30640	g50161, g31957
OG0002176	jg30817	g32040
OG0002176	jg30818	g27522
OG0002177	jg30859	g50276
OG0002177	jg2726	g45900
OG0002178	jg2662	g32109
OG0002179	jg2304, jg2301	g41650
OG0002179	jg31239	g32254
OG0002181	jg8916	g23102, g23098, g25483
OG0002182	jg23069	g429, g9911
OG0002183	jg29809	g31458
OG0002183	jg13276	g10595
OG0002184	jg31581	g45501
OG0002184	jg29633	g49790
OG0002185	jg29631	g31345
OG0002185	jg698	g27170
OG0002186	jg888	g53350
OG0002186	jg29503	g27131
OG0002187	jg29348	g31215, g49701
OG0002187	jg24772	g12988
OG0002188	jg28890, jg28894	g30937
OG0002189	jg25089	g7385
OG0002189	jg4355	g29700
OG0002190	jg25004	g12363
OG0002190	jg4233	g29764
OG0002191	jg26254	g6701
OG0002191	jg6499, jg6500	g630
OG0002192	jg14132	g3318
OG0002194	jg25258	g12255, g13152
OG0002195	jg25324	g7239
OG0002195	jg33710	g54318
OG0002196	jg11089	g24403
OG0002196	jg25740	g6998
OG0002197	jg25847	g12048
OG0002197	jg32900	g36285, g42129
OG0002198	jg25918	g12024
OG0002198	jg32940	g36338
OG0002199	jg25935	g12020
OG0002200	jg27651	g14214, g6142
OG0002201	jg27801	g13719
OG0002201	jg27802	g14053
OG0002202	jg27843, jg27842	g23013
OG0002203	jg4325, jg28056	g45429
OG0002204	jg28108	g5970
OG0002205	jg33144	g28061
OG0002206	jg33094, jg26065	g28069
OG0002207	jg11083	g17613
OG0002207	jg11082	g24402
OG0002209	jg19936	g52248
OG0002210	jg8926, jg8973	g23145
OG0002212	jg9936, jg17176	g34274, g35257, g48942
OG0002212	jg6759	g25870
OG0002213	jg1926, jg1929	g45073
OG0002213	jg1925	g44110
OG0002219	jg28179	g13893
OG0002219	jg9515	g23494
OG0002220	jg9485	g23465
OG0002220	jg28162	g13810
OG0002221	jg28146	g13806
OG0002222	jg9146	g23270
OG0002223	jg9301	g23360
OG0002224	jg16960	g38364
OG0002226	jg8962	g18193
OG0002226	jg27575	g6158
OG0002227	jg8814	g23010
OG0002228	jg18662	g37134
OG0002228	jg31889	g32613
OG0002229	jg29990	g49929
OG0002230	jg13008	g1511, g1509
OG0002231	jg13209	g10630
OG0002231	jg29819	g49876
OG0002232	jg13279	g10592, g1582
OG0002232	jg29810	g49874
OG0002234	jg12550	g16885
OG0002234	jg13685	g10384
OG0002235	jg2168, jg2169, jg2170	g41854
OG0002236	jg12191	g16744
OG0002237	jg1980	g18056
OG0002238	jg406	g40832
OG0002239	jg681	g44230
OG0002239	jg29644	g31349
OG0002240	jg22618	g28624
OG0002240	jg9865	g47565
OG0002241	jg3905	g5815
OG0002242	jg24955	g12375
OG0002243	jg3763	g54325, g46597
OG0002245	jg21786	g1337
OG0002246	jg20681, jg21868	g1314
OG0002247	jg21881	g28356
OG0002247	jg9921	g47545
OG0002248	jg22255	g28479
OG0002248	jg9728	g23650
OG0002249	jg22331	g993, g39385, g28500
OG0002250	jg22433	g28534
OG0002251	jg9812	g23702
OG0002252	jg22661	g39303
OG0002252	jg9885	g47558
OG0002253	jg5123, jg31250	g29376
OG0002254	jg5802	g647
OG0002254	jg5073	g29398, g45590
OG0002255	jg5040	g29416
OG0002256	jg20523	g40571, g10975
OG0002256	jg10686	g17449
OG0002257	jg10301	g23963
OG0002257	jg10302	g47418
OG0002258	jg31652	g32495
OG0002258	jg18605	g27717
OG0002259	jg8701	g22937, g18249
OG0002260	jg10259, jg32041, jg32044, jg13662	g17283
OG0002261	jg8639	g22883
OG0002262	jg8609	g22849
OG0002262	jg16786	g50946
OG0002264	jg8336	g18338
OG0002265	jg12495	g16897
OG0002265	jg13772	g10355
OG0002266	jg21021	g37031
OG0002267	jg26683	g6478
OG0002268	jg26579	g6539
OG0002268	jg11339	g24531
OG0002269	jg26546	g6555, g13451, g11771
OG0002270	jg11295, jg11294	g47050, g47064
OG0002271	jg26441	g11837
OG0002271	jg11225	g24481
OG0002272	jg26346	g47110
OG0002272	jg11151	g24441
OG0002273	jg16148	g1884
OG0002273	jg19939	g52250
OG0002274	jg19778	g37539
OG0002274	jg16063	g1939
OG0002275	jg19762	g38225
OG0002275	jg16048	g18875
OG0002276	jg16047	g1950
OG0002277	jg15806	g18975
OG0002277	jg19527	g52045
OG0002278	jg15752	g2099
OG0002278	jg19463	g37403
OG0002279	jg3883	g44736
OG0002279	jg24149	g12765
OG0002280	jg14242	g3075
OG0002280	jg6125	g41343
OG0002281	jg14247	g3071
OG0002281	jg6128	g41340
OG0002282	jg22973	g28813
OG0002282	jg22975	g851
OG0002283	jg23549	g9718
OG0002284	jg28466	g30740
OG0002284	jg8103	g39488
OG0002285	jg19788, jg16077	g45264
OG0002286	jg20780	g39681
OG0002287	jg28898	g49504
OG0002287	jg18256	g39824
OG0002288	jg18167	g39863
OG0002288	jg28969	g26969
OG0002289	jg29103, jg29100	g49564, g31068
OG0002290	jg29204	g49688, g31120, g31121
OG0002291	jg9078	g47833
OG0002291	jg17297	g38293
OG0002294	jg5449	g5058
OG0002294	jg24083	g12680
OG0002295	jg5469	g29193
OG0002296	jg24119	g7840
OG0002297	jg5509	g29168, g5019
OG0002297	jg24124	g12668
OG0002298	jg24191	g3928, g4013, g4988
OG0002299	jg6592	g10122, g4804
OG0002300	jg21556	g10201
OG0002301	jg21508	g10219
OG0002302	jg18853	g51626
OG0002302	jg15264	g2364
OG0002303	jg30063	g27312, g31616
OG0002304	jg30117	g31644
OG0002305	jg3613	g44328
OG0002305	jg30129	g31650
OG0002306	jg30149	g31658
OG0002306	jg3590	g44343
OG0002307	jg30396	g31801, g27417
OG0002308	jg30650	g31965
OG0002308	jg3329	g46303
OG0002309	jg3430	g46375
OG0002310	jg30755	g50222
OG0002310	jg3445	g46385
OG0002311	jg30957	g50305
OG0002311	jg2638	g44706
OG0002312	jg2628	g45832
OG0002313	jg2490	g45777
OG0002314	jg31242	g32256
OG0002314	jg2297	g44890
OG0002317	jg21247, jg21258, jg29152	g47012, g49600
OG0002318	jg33791, jg33790, jg33789	g54372
OG0002319	jg28588	g49389
OG0002320	jg8133	g39466
OG0002320	jg28493	g30746, g49328
OG0002321	jg25206	g7306
OG0002321	jg5167	g29347
OG0002323	jg17394	g23906, g43676
OG0002324	jg2735, jg2736, jg2737	g45908
OG0002325	jg25286	g7257, g13155
OG0002325	jg33770	g36738
OG0002326	jg25317	g13173
OG0002326	jg33723, jg33725	g36724
OG0002327	jg33596	g28000
OG0002327	jg25449	g7164
OG0002328	jg25615	g12113
OG0002329	jg25954	g6884
OG0002329	jg32958	g54097
OG0002330	jg25972	g6877
OG0002331	jg26283	g6690
OG0002331	jg33308	g36507
OG0002333	jg8911	g14234
OG0002333	jg27603	g6154
OG0002334	jg9608	g23564
OG0002335	jg33409	g54255
OG0002335	jg25657	g7041
OG0002336	jg25659	g12099
OG0002337	jg15157	g19243
OG0002337	jg18730	g51559
OG0002338	jg15578	g2169
OG0002338	jg19282	g51877
OG0002339	jg19419	g38158
OG0002339	jg15673	g18999
OG0002341	jg7710	g25590
OG0002344	jg22565	g24657, g28567
OG0002345	jg30953	g32088
OG0002348	jg9595	g17045, g47668
OG0002349	jg9577	g17032
OG0002349	jg28261	g13851
OG0002350	jg9521	g47694
OG0002351	jg16870	g38398
OG0002352	jg16919	g38383
OG0002352	jg9278	g47774
OG0002353	jg8837	g23023
OG0002354	jg18692	g37140
OG0002355	jg1497	g43909
OG0002356	jg1183	g41055, g44032
OG0002357	jg15813	g2053
OG0002357	jg29440	g27120
OG0002358	jg13002	g49916, g31542
OG0002358	jg29949	g27282
OG0002359	jg29934	g27279
OG0002360	jg13050	g1521
OG0002361	jg13467	g10496
OG0002362	jg13518	g10468
OG0002362	jg12659	g16842
OG0002363	jg13559	g10444
OG0002364	jg2006	g42039
OG0002364	jg1997	g11052
OG0002365	jg1811	g18061
OG0002365	jg12026	g46853
OG0002366	jg29714, jg591	g31397, g49842
OG0002367	jg22531	g28557
OG0002368	jg15700	g19008, g2060
OG0002370	jg24853	g13037, g12404
OG0002371	jg24916	g45358
OG0002371	jg8605, jg4094	g5726
OG0002372	jg25045	g7400
OG0002372	jg4289	g45426
OG0002373	jg4498	g29658
OG0002374	jg10015	g23824
OG0002374	jg21654	g41151
OG0002375	jg21792	g28329
OG0002376	jg21912	g41207
OG0002377	jg9706	g17087
OG0002378	jg9741	g17102
OG0002378	jg22302	g28491
OG0002379	jg9847	g28590
OG0002379	jg22583	g1091
OG0002380	jg23491	g9741, g202
OG0002381	jg4716	g29573
OG0002382	jg32405, jg23070	g9910
OG0002383	jg20485	g43975
OG0002383	jg10744	g24183
OG0002384	jg20702	g11049
OG0002385	jg7809	g40475
OG0002385	jg10461	g17392
OG0002387	jg16792	g50951
OG0002388	jg8588, jg16761	g22832
OG0002389	jg8282	g18380
OG0002390	jg18654	g38001
OG0002391	jg7374	g40302, g25783, g42642
OG0002392	jg10460, jg7806	g25537, g40473
OG0002393	jg26832	g11684, g11678
OG0002394	jg11528	g24698
OG0002395	jg11504	g6459
OG0002396	jg11342	g47045
OG0002397	jg12675	g16834
OG0002397	jg13477	g1619
OG0002398	jg16379	g18758
OG0002400	jg20043	g37663
OG0002400	jg16232	g1824
OG0002401	jg19978	g52281
OG0002401	jg16176	g11169
OG0002402	jg19947	g38244
OG0002403	jg3011	g44561
OG0002403	jg30327	g31746
OG0002404	jg19683	g52120
OG0002406	jg5913	g28930
OG0002406	jg13967	g11551
OG0002407	jg13992	g11520
OG0002408	jg14291	g2995
OG0002408	jg22994	g41329
OG0002409	jg23496	g9733
OG0002410	jg14845	g2602
OG0002410	jg23621	g109
OG0002411	jg2918	g44592, g46020
OG0002412	jg28446	g26867
OG0002412	jg8171	g25370
OG0002413	jg8206	g25357
OG0002413	jg28460	g49311
OG0002414	jg28653	g30820
OG0002414	jg7899	g39629
OG0002415	jg28735	g30861
OG0002416	jg20860	g39724
OG0002417	jg28816	g30895
OG0002418	jg18263	g39822
OG0002418	jg28895	g49503
OG0002419	jg29025	g31023
OG0002419	jg18100	g39903
OG0002420	jg17733	g40076
OG0002420	jg17735	g53433
OG0002421	jg17680	g37802
OG0002421	jg29189	g40095
OG0002422	jg22305	g23659
OG0002422	jg9743	g47614
OG0002423	jg24022, jg5382	g29241
OG0002424	jg24054	g7877
OG0002425	jg24061	g7873
OG0002426	jg24069	g7868
OG0002426	jg5429	g29204
OG0002427	jg24143	g7835
OG0002427	jg5536	g45746
OG0002428	jg24248	g12617
OG0002428	jg5658	g29033
OG0002430	jg24777	g7544, g12417
OG0002430	jg24776	g7545
OG0002431	jg19168	g37319, g51779
OG0002432	jg19159	g51771
OG0002433	jg30077	g49953
OG0002435	jg3003	g46078
OG0002435	jg30346	g31757
OG0002436	jg30728	g32008
OG0002436	jg3418	g46364
OG0002437	jg30778	g50229
OG0002437	jg3477	g46407
OG0002438	jg30790	g32025
OG0002439	jg2850	g45962
OG0002439	jg30814	g27521
OG0002440	jg14276, jg14275	g18712
OG0002441	jg30864	g50277
OG0002441	jg2722	g44665
OG0002442	jg30927	g50300
OG0002443	jg2529	g44759
OG0002444	jg2443	g44816
OG0002444	jg31145	g32187
OG0002445	jg9916	g47547, g23762
OG0002446	jg9675	g23614
OG0002447	jg17160	g38322
OG0002448	jg14928	g2555
OG0002448	jg32608	g53842
OG0002449	jg29750	g49856, g31416
OG0002450	jg29176	g27021
OG0002451	jg29164	g31098, g49604
OG0002451	jg17791	g40047
OG0002452	jg29090	g27006
OG0002453	jg7942	g39602
OG0002453	jg28622	g49398
OG0002454	jg28621	g30809
OG0002454	jg7945	g39599
OG0002455	jg5535, jg5532, jg5533	g29152
OG0002456	jg5633	g29027
OG0002456	jg5649	g4937
OG0002458	jg15410	g19136, g2270
OG0002459	jg23247, jg23245	g18625, g18624, g18616
OG0002460	jg22756	g28726, g1184
OG0002461	jg15019	g2484
OG0002462	jg3314	g44396
OG0002462	jg30636	g50160
OG0002463	jg3290	g13625
OG0002463	jg30599	g31942, g27463
OG0002464	jg3088	g46140
OG0002465	jg30024	g49938
OG0002466	jg25405	g12206
OG0002466	jg33650	g54343
OG0002467	jg33613, jg25441	g36668
OG0002468	jg33520	g36608
OG0002468	jg25546	g7108
OG0002469	jg11054	g47133
OG0002469	jg25764	g12070
OG0002470	jg25848	g12047
OG0002470	jg32901	g13285
OG0002472	jg32924	g12032
OG0002473	jg25917	g12025
OG0002473	jg32939	g28101
OG0002474	jg11257	g13427
OG0002475	jg11317	g24527
OG0002478	jg33527	g54283
OG0002479	jg18584	g37101
OG0002479	jg20409	g18481
OG0002480	jg15613	g19025
OG0002482	jg19717, jg20336	g40688
OG0002483	jg33722	g36723
OG0002484	jg22539, jg22536	g28560
OG0002488	jg27441	g5387
OG0002489	jg21905	g41181, g41197, g11665
OG0002494	jg28313	g13840
OG0002494	jg9617	g17056
OG0002495	jg9550, jg9551	g47681, g17023
OG0002496	jg16587	g50880
OG0002497	jg22602	g28603
OG0002497	jg9255	g47784
OG0002498	jg9243	g23316
OG0002499	jg14142	g28878
OG0002500	jg27561	g23119
OG0002501	jg31822	g14176, g14135, g14163, g14125, g14116, g14184, g14155, g14132, g14170, g14149, g14152, g14157, g14187, g14142, g14137, g14166, g14178, g14172, g14145, g14189, g14162, g14115, g14119, g14175, g14134, g32547
OG0002502	jg31909, jg18644	g27782
OG0002503	jg1521, jg29248	g31144
OG0002504	jg29359	g31222
OG0002505	jg1057, jg1059	g44090
OG0002506	jg980	g41026
OG0002506	jg29452	g31259
OG0002508	jg13127	g1534
OG0002508	jg29872	g49901
OG0002509	jg13163	g16678
OG0002510	jg13352	g10556
OG0002511	jg13661, jg13701	g10360
OG0002512	jg16060	g1940
OG0002512	jg33737, jg33734, jg33729	g54315
OG0002513	jg25011	g12360
OG0002513	jg4246	g5653
OG0002515	jg25114	g12317, g7368
OG0002516	jg9901, jg9899	g23740, g47555
OG0002517	jg9670	g23612
OG0002518	jg22389	g39368
OG0002518	jg9785	g23682, g17125
OG0002519	jg9786	g17126
OG0002520	jg22439	g28536
OG0002520	jg9792	g23686
OG0002521	jg5043	g5332
OG0002521	jg5042	g29412, g45584
OG0002522	jg4773	g5452
OG0002522	jg23441	g234
OG0002523	jg10879	g17553
OG0002524	jg7606	g40392
OG0002525	jg7243	g40251
OG0002525	jg32215	g32992
OG0002526	jg31614	g50545
OG0002526	jg9948	g23785
OG0002527	jg18612	g51486
OG0002527	jg31663	g32506
OG0002528	jg27928	g13990
OG0002528	jg8726	g47952
OG0002529	jg8618	g22866
OG0002529	jg16802	g38429
OG0002530	jg8571	g22822
OG0002531	jg8501	g22763
OG0002532	jg16595	g50884, g36958
OG0002533	jg8296, jg8303	g18367
OG0002535	jg7579	g25681, g40383
OG0002536	jg10290	g47424
OG0002536	jg7665	g25652
OG0002537	jg7681	g40422
OG0002537	jg28830	g30888
OG0002538	jg11390	g47035
OG0002539	jg11325	g47047
OG0002539	jg11326	g47046
OG0002540	jg11152	g24438
OG0002541	jg20228	g18757
OG0002542	jg20016	g37647, g52297
OG0002542	jg16211	g1841
OG0002543	jg19973	g52276
OG0002543	jg16169	g18688
OG0002544	jg19732	g52133
OG0002544	jg16031	g1959
OG0002545	jg19448	g52001
OG0002545	jg15749	g2090
OG0002547	jg15659, jg15721	g18994
OG0002547	jg19430	g51994
OG0002548	jg19029	g51723
OG0002549	jg19238	g37343, g51846
OG0002550	jg13982	g721
OG0002551	jg14446, jg16552	g2870
OG0002551	jg22888	g28745
OG0002553	jg23675	g9662
OG0002553	jg14894	g2586
OG0002554	jg23730, jg23731	g9636
OG0002555	jg28511	g26876, g30764
OG0002556	jg8088	g39507
OG0002556	jg28526	g49357
OG0002557	jg28940	g30962
OG0002557	jg18206	g51253
OG0002559	jg5292	g29293
OG0002561	jg5496, jg24116	g29180, g5029
OG0002562	jg6726	g10159
OG0002562	jg24381	g7734
OG0002563	jg24029, jg20567	g7724
OG0002565	jg18738	g19239
OG0002566	jg18900	g38071
OG0002567	jg30118	g31645, g27339
OG0002568	jg3193	g46196
OG0002568	jg30490	g31867
OG0002569	jg3265	g44413
OG0002569	jg30559	g31917
OG0002570	jg30582	g27459, g31920, g46256
OG0002570	jg3278	g50139
OG0002571	jg3316	g44395
OG0002571	jg30639	g27479, g31956
OG0002572	jg30708	g31999
OG0002573	jg2624	g45829
OG0002573	jg30990	g50321
OG0002574	jg31143	g32184
OG0002574	jg2441	g44818
OG0002575	jg31019	g15801
OG0002577	jg29097	g49563
OG0002580	jg18267	g51282
OG0002580	jg28888	g30935
OG0002581	jg28521, jg29570	g49354, g49351
OG0002582	jg19281	g51466
OG0002583	jg14810	g19395
OG0002583	jg6332	g553
OG0002584	jg14511	g19519, g2803
OG0002584	jg22795	g1223
OG0002585	jg22906	g28757
OG0002586	jg14373	g19573
OG0002587	jg30500	g50096
OG0002588	jg3084	g46134
OG0002589	jg30278	g31714
OG0002589	jg2910	g46015
OG0002590	jg25418	g12201
OG0002590	jg33638	g36682
OG0002591	jg33696	g36711, g54321
OG0002592	jg33645	g36685
OG0002592	jg25410	g7192
OG0002593	jg33486	g54278
OG0002593	jg25593	g13237
OG0002594	jg33467, jg25606	g54271
OG0002595	jg25654	g7043, g13253
OG0002596	jg25734	g7000
OG0002596	jg11095	g17615
OG0002597	jg25819	g6956
OG0002597	jg32878	g36277
OG0002598	jg25901	g13295
OG0002599	jg26378	g6611, g6623
OG0002600	jg11318	g36070, g15600
OG0002601	jg17141	g38326
OG0002601	jg9143	g23269
OG0002602	jg25274	g12252
OG0002603	jg26268	g13374
OG0002604	jg33028	g28081
OG0002605	jg15615	g11261
OG0002606	jg19518	g2052, g37438
OG0002607	jg16069	g18857, g1932
OG0002610	jg10826	g17505
OG0002610	jg20450	g40605
OG0002611	jg19070	g38110
OG0002611	jg19073	g50972
OG0002612	jg9155, jg9157, jg9156	g47814
OG0002614	jg13377	g10544
OG0002615	jg30747	g50221
OG0002616	jg26213	g47331, g16145
OG0002618	jg23350, jg23352, jg23353	g9802
OG0002619	jg26695	g1053
OG0002622	jg9556	g17024, g23530
OG0002623	jg9298	g47763
OG0002624	jg9109	g23241
OG0002626	jg8908	g23085
OG0002627	jg8895	g23076
OG0002628	jg27763, jg27764	g14084
OG0002629	jg18624	g51497
OG0002629	jg31718	g32519
OG0002630	jg18682	g32552
OG0002631	jg10941	g17561, g24313
OG0002632	jg29285	g31172
OG0002633	jg29334	g31205
OG0002634	jg1124	g44057
OG0002634	jg29386	g31236
OG0002636	jg29956	g31548
OG0002636	jg12989	g10747
OG0002637	jg29873	g31490
OG0002639	jg13398	g10531, g16607
OG0002640	jg13659	g16489
OG0002641	jg13722	g10370
OG0002642	jg2246	g44918
OG0002643	jg12244	g46778
OG0002643	jg2097	g44986
OG0002644	jg9687	g23623
OG0002645	jg9862	g23725
OG0002646	jg4157	g13072
OG0002647	jg10018	g47515, g23827
OG0002648	jg22040, jg9648	g28408
OG0002649	jg4973, jg7212	g19663, g39221
OG0002650	jg22232	g28477
OG0002651	jg22287	g964
OG0002651	jg9731	g23651
OG0002652	jg28069	g13933
OG0002653	jg4922	g29472
OG0002653	jg6384	g10040
OG0002654	jg4884	g29493
OG0002655	jg4830	g5430, g29523
OG0002656	jg23465	g216
OG0002657	jg10803	g17502
OG0002657	jg11178	g24464
OG0002658	jg10483	g24040
OG0002658	jg10482	g24039
OG0002659	jg10303	g47415
OG0002659	jg7673	g40417
OG0002660	jg7646	g40405
OG0002660	jg10272	g47428
OG0002661	jg10156	g23892
OG0002661	jg7505	g40368
OG0002662	jg32239	g50771
OG0002662	jg7266	g25851
OG0002663	jg31330	g32316
OG0002664	jg8772, jg8774	g22979
OG0002665	jg28072, jg27939	g6031
OG0002666	jg8686	g47968
OG0002667	jg27997, jg8676	g6010
OG0002668	jg8632, jg8634	g18266, g22874
OG0002669	jg8558	g22810
OG0002670	jg16576	g22694
OG0002672	jg12546	g53265
OG0002673	jg7223, jg29948	g40246
OG0002674	jg7655, jg7654	g25634, g25644, g25647, g25637, g25646
OG0002675	jg10454, jg7804	g47365
OG0002676	jg26880	g13523
OG0002678	jg26685	g46973
OG0002678	jg11458	g24655
OG0002679	jg11311	g11770
OG0002680	jg11300	g47052
OG0002680	jg26535	g13450
OG0002681	jg20042	g37662
OG0002681	jg16227	g50779
OG0002682	jg19641	g37489
OG0002683	jg19493	g38175
OG0002684	jg19446	g37398
OG0002685	jg3887	g5828
OG0002685	jg24805	g7527
OG0002686	jg4156	g5704
OG0002686	jg5420	g29212
OG0002687	jg14299	g2988
OG0002687	jg22979	g28816
OG0002688	jg14362	g2913
OG0002688	jg22940	g1300
OG0002689	jg22894	g28748
OG0002690	jg22891	g19544, g28747
OG0002691	jg14677	g19424
OG0002691	jg23318	g296
OG0002692	jg8197	g25364
OG0002692	jg28450	g49307, g49305
OG0002693	jg7879	g39624, g25489
OG0002694	jg20764	g39672, g11058
OG0002694	jg28692	g49428
OG0002695	jg28929	g30954
OG0002696	jg29137	g49584
OG0002697	jg24786	g12985
OG0002698	jg24162	g12649
OG0002698	jg5572	g29137
OG0002699	jg24168	g12771
