Orthogroup	Arabidopsis_arenosa	Brassica_rapa
OG0003065	jg26393	XP_009109297.1
OG0003066	jg473	XP_009112913.1
OG0003067	jg19931	XP_009143136.1
OG0003067	jg16137	XP_009138811.1, XP_009116762.1
OG0003068	jg16025	XP_009104224.1
OG0003069	jg19427	XP_009133486.1
OG0003070	jg14019	XP_009120760.1, XP_009126487.1, XP_033143944.1
OG0003071	jg23008	XP_009120602.1
OG0003072	jg22971	XP_033138136.1, XP_009120549.2, XP_009120547.2, XP_009126618.2, XP_009131930.1
OG0003073	jg24505, jg6578	XP_009151162.1, XP_009111720.1
OG0003074	jg14832	XP_009101260.1
OG0003074	jg23604	XP_009112204.1
OG0003075	jg23613	XP_009112205.1
OG0003075	jg14840	XP_009101448.1
OG0003076	jg23700	XP_009103473.1
OG0003076	jg14918	XP_009136548.1
OG0003078	jg15009	XP_009136605.1, XP_009115803.1
OG0003079	jg8173	XP_009111466.1
OG0003079	jg28445	XP_009119731.1, XP_009118831.2
OG0003080	jg18226	XP_009141151.1
OG0003080	jg28931	XP_009118571.1
OG0003081	jg23086	XP_033142401.1, XP_033135290.1
OG0003081	jg18097	XP_033145609.1
OG0003082	jg18090	XP_009141068.2, XP_009132739.2
OG0003083	jg29084	XP_009118447.2, XP_009118969.1
OG0003084	jg17701	XP_009103616.2, XP_009140817.1
OG0003085	jg17631	XP_009140787.1
OG0003086	jg5204	XP_033135300.1, XP_009121714.2, XP_009125955.2, XP_009131369.2
OG0003087	jg5558	XP_009131588.1
OG0003088	jg26488	XP_009145312.1
OG0003089	jg24489	XP_009147210.1, XP_009124863.1
OG0003090	jg5747	XP_009131712.1
OG0003091	jg15076	XP_009115879.2, XP_009136634.2
OG0003093	jg3743	XP_033141834.1
OG0003093	jg30036	XP_009148946.1
OG0003094	jg30226	XP_009149144.1
OG0003094	jg3530	XP_009106560.1
OG0003095	jg21712	XP_009110418.1, XP_009127356.2
OG0003096	jg21075	XP_033135719.1
OG0003097	jg31013	XP_009115452.2
OG0003097	jg2600	XP_009105677.1
OG0003099	jg14901	XP_009102397.1, XP_009128663.1, XP_009115709.2
OG0003101	jg5310	XP_018512337.1
OG0003101	jg23955	XP_009125023.1
OG0003102	jg5193	XP_009125948.1
OG0003103	jg23091	XP_009136476.1
OG0003103	jg4609	XP_009125697.1
OG0003104	jg23117	XP_009136510.1
OG0003104	jg23121	XP_009136512.1
OG0003105	jg14593, jg14594	XP_033128593.1, XP_009149862.2
OG0003106	jg23766	XP_033131234.1
OG0003106	jg15002	XP_009115795.1
OG0003107	jg23194	XP_009151362.1
OG0003107	jg14534	XP_009149910.1
OG0003108	jg5947	XP_009131819.1, XP_009126484.1, XP_033138591.1
OG0003109	jg2969	XP_009104823.1
OG0003110	jg3652	XP_009106685.1, XP_009104514.2
OG0003111	jg33714	XP_009146498.1, XP_009135304.1, XP_009124744.1
OG0003112	jg24755	XP_009135012.1
OG0003112	jg25336	XP_009135310.1
OG0003113	jg25627, jg25626	XP_009135457.1, XP_009115229.1, XP_009146195.2
OG0003114	jg26063	XP_009145811.1, XP_009112081.1, XP_009135622.1
OG0003115	jg33324	XP_033137015.1
OG0003116	jg26601	XP_033130723.1
OG0003117	jg26819	XP_018510169.1
OG0003117	jg11577, jg11576	XP_009139686.1
OG0003118	jg8029	XP_009134452.1, XP_009111324.1
OG0003119	jg27699	XP_009136308.2
OG0003120	jg8880	XP_009138322.1, XP_033132206.1
OG0003121	jg33660	XP_009106913.1, XP_009107079.2
OG0003122	jg18598	XP_018513988.2, XP_033142172.1, XP_009143737.2
OG0003123	jg15286	XP_009103867.1, XP_009139395.2, XP_009116048.1
OG0003124	jg18962	XP_009141702.1, XP_018514348.1
OG0003124	jg15342	XP_009103901.1
OG0003125	jg25801	XP_009114400.1
OG0003127	jg521, jg522	XP_009112937.1
OG0003130	jg24742, jg25409	XP_033148219.1, XP_009134998.2
OG0003133	jg4485	XP_033145455.1, XP_033135538.1, XP_009106516.2, XP_033135514.1, XP_033141189.1, XP_033130249.1, XP_033136515.1
OG0003134	jg11846	XP_033128552.1, XP_033136730.1, XP_033144759.1, XP_033131279.1, XP_033131281.1, XP_033135791.1
OG0003139	jg9516	XP_018512740.1
OG0003139	jg9490	XP_009128708.1
OG0003141	jg8919	XP_009113444.1
OG0003141	jg27649	XP_009121230.1
OG0003142	jg8819	XP_033142688.1, XP_033135410.1
OG0003143	jg18707	XP_009141515.1
OG0003143	jg10996	XP_009136775.1, XP_009145854.1
OG0003144	jg29490	XP_009148418.1
OG0003144	jg926	XP_009103874.1
OG0003145	jg29493	XP_009148425.1
OG0003145	jg897	XP_018510678.2
OG0003146	jg13037	XP_009129163.1
OG0003146	jg7671, jg29932	XP_009117894.2
OG0003147	jg12721	XP_009140243.1
OG0003147	jg13403	XP_009111552.1
OG0003148	jg12699	XP_009140039.1, XP_009125162.2
OG0003149	jg23120	XP_009136511.1
OG0003150	jg13735	XP_009151808.1
OG0003150	jg12508	XP_018513970.1
OG0003151	jg12039	XP_009144656.1
OG0003151	jg1852	XP_009127390.1
OG0003152	jg424	XP_009112895.1
OG0003152	jg12789	XP_009140108.1
OG0003153	jg425	XP_009112811.1, XP_009112894.1
OG0003154	jg525	XP_009112750.1, XP_009112941.1
OG0003155	jg4244	XP_018513165.2, XP_009125582.1, XP_033138162.1
OG0003157	jg9777	XP_009142725.1, XP_009137611.1
OG0003158	jg4841, jg4839, jg4842	XP_009122081.1, NP_001288991.1, XP_018512519.1, XP_009125323.1
OG0003159	jg10522, jg10517, jg10529	XP_018508979.2, XP_018512616.1, XP_009133755.1
OG0003160	jg21015	XP_009114033.1
OG0003161	jg1851, jg8529	XP_033132987.1, XP_033132989.1, XP_033132988.1, XP_009131413.1
OG0003162	jg914, jg26544, jg2034	NP_001288830.1, XP_009105177.1
OG0003163	jg7728	XP_009134317.1
OG0003163	jg10362	XP_033148183.1
OG0003164	jg11526	XP_009139632.1
OG0003164	jg26746	XP_009135891.1
OG0003165	jg3567	XP_009106600.1, XP_009104565.1
OG0003166	jg19994	XP_033146977.1
OG0003166	jg16197	XP_009116803.1
OG0003167	jg19944, jg19943	XP_009143150.1, XP_009133729.1, XP_009133730.2
OG0003168	jg24809, jg24810	XP_009146969.1
OG0003169	jg24885	XP_009135048.1
OG0003169	jg4005	XP_009122760.1
OG0003170	jg14852	XP_009136524.1
OG0003170	jg23628	XP_009150694.1, XP_009112213.1
OG0003172	jg8084	XP_033141057.1, XP_009111357.1
OG0003173	jg18901	XP_009141666.1
OG0003174	jg7929	XP_009134360.1
OG0003174	jg28666	XP_033138321.1
OG0003175	jg28807	XP_009111075.1, XP_009118620.1
OG0003175	jg18355	XP_009143930.1
OG0003176	jg18367, jg18368	XP_009132904.2, XP_009143928.1
OG0003177	jg17960	XP_009144374.1, XP_009133847.1
OG0003178	jg5227	XP_009131387.1, XP_009121693.1
OG0003179	jg23888	XP_009127042.1
OG0003179	jg5220	XP_033143146.1
OG0003180	jg6807	XP_009151260.1, XP_009129817.2
OG0003181	jg24462	XP_009134829.1, XP_009147227.1, XP_009124018.1
OG0003182	jg24808	XP_009146970.1
OG0003182	jg3862	XP_009125404.1
OG0003183	jg19133	XP_009143336.1, XP_009133348.1, XP_009141793.2
OG0003184	jg18742	XP_009133064.1, XP_009141561.1
OG0003185	jg18990, jg18991	XP_033147753.1, XP_009133238.1
OG0003186	jg30373	XP_009149293.1
OG0003186	jg3050	XP_009117611.1
OG0003187	jg3254	XP_009106250.1
OG0003189	jg30614	XP_009149550.1
OG0003190	jg3423	XP_009104617.1
OG0003190	jg30731	XP_009149697.1
OG0003191	jg3330, jg3331, jg3332	XP_009128191.1
OG0003192	jg6582	XP_009111770.1, XP_009151164.1
OG0003193	jg31244	XP_009103004.1, XP_018509341.2
OG0003194	jg9297	XP_009127315.2
OG0003194	jg16907	XP_018513698.1
OG0003195	jg16644	XP_009112728.1
OG0003196	jg29984	XP_009117859.1, XP_009148884.1, XP_009110512.1
OG0003198	jg29253	XP_009110866.2, XP_009118334.1, XP_009148151.1
OG0003199	jg27502	XP_009123210.2, XP_009136249.1
OG0003200	jg29205	XP_009110895.1
OG0003201	jg28793	XP_009111086.2, XP_009119263.2
OG0003201	jg29413	XP_033128735.1
OG0003204	jg4197	XP_009122594.1
OG0003205	jg3045	XP_033130004.1
OG0003206	jg6413	XP_009151062.1, XP_033140484.1
OG0003207	jg23024	XP_033142400.1
OG0003209	jg25437	XP_009146388.1
OG0003212	jg25631	XP_009135462.2
OG0003213	jg25663	XP_009114896.1
OG0003213	jg33399	XP_009107146.1
OG0003214	jg25921	XP_009135565.1, XP_009113573.2
OG0003215	jg25990	XP_009145879.1, XP_009112621.1, XP_009135585.1
OG0003216	jg27969, jg27971, jg27972	XP_009150747.1
OG0003217	jg28284	XP_009102004.2, XP_009112631.1
OG0003217	jg9591	XP_009129641.1
OG0003218	jg33509	XP_009147635.2, XP_009147636.1
OG0003219	jg33313	XP_009135728.1
OG0003219	jg26286	XP_009109866.2
OG0003220	jg26104	XP_009111676.1
OG0003220	jg33119	XP_009107249.1
OG0003221	jg21865	XP_033131507.1, XP_018508615.1
OG0003221	jg6167	XP_018513086.1, XP_018512582.1
OG0003222	jg15437	XP_009103947.1
OG0003222	jg15438	XP_009116198.1
OG0003224	jg15564	XP_009116288.1, XP_033131697.1
OG0003225	jg15584	XP_009116313.2, XP_009127351.3
OG0003226	jg19727	XP_009142960.1
OG0003228	jg16267	XP_009116875.1, XP_009116874.1
OG0003230	jg20335	XP_009101669.2
OG0003231	jg10573	XP_009133320.1
OG0003232	jg23383	XP_033146009.1
OG0003233	jg13548	XP_033129468.1
OG0003233	jg8395	XP_009101888.1
OG0003234	jg17718	XP_009140827.1
OG0003234	jg29186	XP_009118384.1
OG0003235	jg29775	XP_009148786.1
OG0003235	jg29776	XP_009110599.1
OG0003236	jg17012, jg30458	XP_009110283.1, XP_009110282.2, XP_009149412.1, XP_009149407.1, XP_009117552.1
OG0003237	jg14414	XP_033128550.1
OG0003239	jg8036, jg8039, jg8038	XP_009123539.2
OG0003247	jg9348	XP_009108979.1
OG0003247	jg16864	XP_009117257.1
OG0003248	jg9341	XP_009127643.2, XP_018509273.2
OG0003248	jg16869	XP_009137959.1
OG0003249	jg9186	XP_009126351.2
OG0003249	jg17092	XP_009147957.1
OG0003250	jg9152	XP_009138081.2, XP_009126053.1
OG0003251	jg11600, jg11196, jg11193, jg11195	XP_009136685.1, XP_009147461.1
OG0003252	jg8997	XP_009119957.1, XP_009138211.2, XP_033143154.1, XP_009138206.2, XP_033144171.1
OG0003253	jg20781, jg20782, jg20783	XP_009123931.2, XP_009101736.1
OG0003254	jg19489	XP_033145662.1, XP_033148435.1
OG0003255	jg31731	XP_009115010.1
OG0003255	jg29393	XP_009148337.1
OG0003256	jg29786	XP_009148534.1
OG0003256	jg13229	XP_009152122.1
OG0003257	jg13576	XP_009129381.1, XP_009151894.1
OG0003258	jg12421	XP_033145838.1
OG0003258	jg13882	XP_033140512.1, XP_033129751.1
OG0003259	jg669, jg668	XP_009113068.1
OG0003260	jg15574	XP_009116302.2
OG0003261	jg22032	XP_009127196.3
OG0003261	jg22033	XP_009132502.1
OG0003262	jg9703	XP_009143488.1
OG0003263	jg9755	XP_009109159.1
OG0003263	jg22322	XP_009132416.1
OG0003264	jg4959	XP_009121968.1
OG0003264	jg6420, jg6421	XP_033134491.1
OG0003265	jg4901	XP_033142819.1, XP_033137622.1, XP_009125283.2
OG0003266	jg4681	XP_009131056.2
OG0003267	jg4665	XP_009125720.1, XP_009131042.1, XP_009122429.1
OG0003268	jg10718, jg10719	XP_033144868.1, XP_033133282.1
OG0003270	jg32261, jg32260	XP_009114749.1
OG0003271	jg31325	XP_009113712.2
OG0003272	jg25166	XP_009144784.2, XP_033130713.1
OG0003273	jg31621	XP_009115118.1
OG0003273	jg18601	XP_009133006.1, XP_009141406.1
OG0003274	jg8805	XP_009102235.1
OG0003275	jg27894	XP_009112441.1
OG0003275	jg8785	XP_009109285.2
OG0003276	jg27968	XP_009102261.1, XP_033136737.1
OG0003277	jg27995	XP_033132047.1
OG0003278	jg16523	XP_009117431.1
OG0003278	jg8346	XP_009109529.1
OG0003279	jg8344	XP_009109530.2
OG0003281	jg20537	XP_009128805.1
OG0003282	jg11975	XP_009124254.1
OG0003282	jg27038	XP_009136167.1
OG0003283	jg11598	XP_009102442.1
OG0003284	jg26669	XP_009102560.1
OG0003286	jg11284	XP_009148357.1
OG0003287	jg11252	XP_009107806.1, XP_009148046.1
OG0003288	jg20164	XP_033148022.1
OG0003289	jg19733	XP_009133643.1, XP_009142299.2, XP_033145459.1, XP_033145457.1
OG0003290	jg30578, jg3928, jg3929	XP_009132200.3, XP_033142360.1, XP_009125434.2
OG0003292	jg6098, jg6100	XP_009120644.2
OG0003294	jg23474	XP_009112150.1
OG0003294	jg4801	XP_009122117.1
OG0003295	jg14823	XP_009136515.1
OG0003295	jg23590	XP_009150662.1
OG0003296	jg21597	XP_009146667.1
OG0003296	jg14961	XP_009115763.2
OG0003297	jg14977	XP_009136578.1, XP_009115775.1
OG0003298	jg20786	XP_009113951.1
OG0003298	jg28715	XP_009111133.1
OG0003299	jg18329	XP_009144004.1
OG0003299	jg28840	XP_009119208.1
OG0003300	jg18034	XP_009141028.1, XP_009144339.1
OG0003301	jg17584, jg17577	XP_009140760.1, XP_009103578.2
OG0003302	jg17354	XP_009133943.1
OG0003302	jg9061	XP_009138175.1
OG0003303	jg23887	XP_009125960.2, XP_009121704.1
OG0003303	jg5218	XP_009131381.1
OG0003304	jg24790	XP_009135090.1, XP_009146980.1
OG0003305	jg5518	XP_009131569.1, XP_009121426.1
OG0003306	jg24371	XP_009124200.1, XP_009134789.2
OG0003307	jg6672	XP_009151217.1
OG0003307	jg24408	XP_009147275.1
OG0003308	jg24715	XP_009147053.1
OG0003309	jg13922, jg13924, jg9949	XP_009137503.1, XP_009138982.1
OG0003310	jg30225	XP_009149141.1, XP_033129692.1
OG0003311	jg30242	XP_009117719.1, XP_009117717.2, XP_009117716.1, XP_018510570.1, XP_009149163.1
OG0003312	jg2989	XP_009104808.1, XP_009127995.1
OG0003313	jg30342	XP_009110359.1
OG0003314	jg3127	XP_009104746.2
OG0003314	jg30418	XP_009149376.1
OG0003315	jg3349	XP_009104656.1
OG0003315	jg30661	XP_009110193.1, XP_009149597.1
OG0003316	jg30789, jg30791	XP_009104585.1, XP_009106521.2
OG0003317	jg30819	XP_033137104.1, XP_009103230.1
OG0003318	jg30896, jg30899	XP_033144221.1, XP_009127815.1, XP_009104947.1
OG0003319	jg31054	XP_009110042.1, XP_009115415.1
OG0003321	jg17072	XP_009140631.1
OG0003324	jg23977	XP_009134623.1
OG0003324	jg5339	XP_009121605.1, XP_009131443.1
OG0003325	jg6689	XP_009151222.1
OG0003326	jg4493	XP_009122284.1
OG0003326	jg4492	XP_009122283.1
OG0003327	jg4331, jg15542	XP_009130894.2, XP_009122172.1
OG0003328	jg6248	XP_033129570.1, XP_033140506.1
OG0003329	jg2345, jg2343	XP_009127585.1, XP_009105339.1, XP_009105086.1
OG0003330	jg2583	XP_009105655.2
OG0003330	jg31032	XP_009103119.1
OG0003331	jg3440	XP_033140044.1, XP_033130896.1, XP_009104608.2
OG0003332	jg30475	XP_009149434.1
OG0003333	jg3033	XP_009106045.1
OG0003333	jg30365	XP_009149284.1
OG0003334	jg3564	XP_009104566.1
OG0003335	jg30201, jg30188	XP_009117744.1
OG0003336	jg25306, jg25307	XP_009146536.1, XP_033148259.1
OG0003337	jg32851, jg32870	XP_009148009.1
OG0003338	jg26445	XP_009145416.2
OG0003338	jg11237	XP_033140821.1
OG0003339	jg25521	XP_009147615.1, XP_009144782.1
OG0003340	jg15748	XP_009139037.1, XP_009116440.1
OG0003342	jg15893, jg19580	XP_009138946.1, XP_009104166.1, XP_009116543.1
OG0003343	jg16282	XP_009104370.1, XP_009116893.1
OG0003344	jg33366	XP_033132426.1, XP_009144960.1
OG0003346	jg16136	XP_009138812.1, XP_009138815.2, XP_009116756.2, XP_033131886.1, XP_033135728.1, XP_033135727.1
OG0003347	jg15238	XP_018515098.1, XP_033128325.1, XP_033146025.1
OG0003348	jg207	XP_033138926.1, XP_033129842.1
OG0003350	jg9236	XP_033135798.1
OG0003350	jg9232	XP_009138029.2
OG0003351	jg10268	XP_009136044.2
OG0003351	jg10267	XP_009108575.1
OG0003352	jg5456	XP_009126108.1, XP_033143170.1, XP_033139556.1, XP_033139557.1
OG0003354	jg27366, jg1210, jg21143, jg21157, jg21156, jg21153, jg21149, jg21164, jg21163	XP_033142624.1
OG0003356	jg7251, jg27436, jg24998	XP_009146821.1, XP_009122731.1
OG0003359	jg9190	XP_009138067.1, XP_009130110.2, XP_009126385.2
OG0003360	jg33364, jg9161	XP_009138078.1, XP_018509150.1, XP_009108879.1
OG0003362	jg27495, jg27496	XP_009102314.1
OG0003364	jg8865	XP_009108028.2
OG0003364	jg8002	XP_033136780.1
OG0003365	jg8998, jg9000	XP_033144515.1, XP_033144404.1
OG0003366	jg10910, jg18636	XP_009108293.1, XP_009145206.1
OG0003367	jg13021, jg16882	XP_009101277.1
OG0003368	jg13098, jg8102	XP_009118673.1
OG0003370	jg13250	XP_033136379.1, XP_033128896.1
OG0003371	jg12667	XP_009140020.1
OG0003371	jg13512	XP_018515514.1
OG0003372	jg13705	XP_009151814.1
OG0003374	jg1785	XP_009127377.1
OG0003374	jg9682	XP_009143697.1
OG0003375	jg12759	XP_009125181.1
OG0003376	jg9870	XP_009139687.1, XP_009140048.1, XP_009139673.1
OG0003377	jg19764, jg22593	XP_009129705.2
OG0003378	jg21650	XP_009134037.1
OG0003378	jg28826, jg10040, jg10038	XP_009138011.1
OG0003379	jg22355	XP_009127011.1
OG0003379	jg9778	XP_033133172.1
OG0003380	jg22682	XP_009126813.1, XP_009132107.2, XP_018512815.2, XP_033137694.1
OG0003381	jg9628	XP_009144170.1, XP_009144177.1
OG0003381	jg22691	XP_009126807.2
OG0003382	jg23508	XP_009150576.1
OG0003382	jg4854	XP_009131148.1
OG0003383	jg23085	XP_009136468.1
OG0003384	jg10698	XP_009132304.1, XP_009136970.1
OG0003385	jg10508	XP_033132463.1, XP_018515291.2
OG0003386	jg10329	XP_018508637.1, XP_018513045.1
OG0003389	jg18507	XP_009132972.2
OG0003390	jg31586, jg31587	XP_033137227.1
OG0003391	jg8668	XP_009124616.1, XP_009109333.1, XP_033146472.1
OG0003392	jg16678	XP_009112519.1, XP_009140363.1
OG0003393	jg8517	XP_009140359.1
OG0003394	jg6058	XP_009120652.1, XP_009131882.1
OG0003395	jg10473, jg10536	XP_018515003.1
OG0003396	jg7499, jg7498	XP_033140231.1, XP_009128675.1, XP_009115337.1
OG0003397	jg5908	XP_018512234.2
OG0003397	jg20530	XP_009114403.1
OG0003398	jg26877	XP_009112683.1
OG0003398	jg11641	XP_009107670.2
OG0003399	jg11436	XP_009142022.1, XP_009139598.1
OG0003400	jg11414, jg11418	XP_009139576.2, XP_009107497.2
OG0003401	jg11288, jg11286	XP_009148394.1
OG0003402	jg11174	XP_033128487.1, XP_033144790.1
OG0003403	jg16364	XP_033146752.1, XP_033135540.1
OG0003403	jg20202	XP_033148639.1
OG0003404	jg20132	XP_009118824.1, XP_009142549.1
OG0003405	jg16027	XP_009104225.1, XP_009116647.1, XP_009138892.1
OG0003406	jg13187	XP_009152149.1
OG0003407	jg3838	XP_009146976.2
OG0003407	jg24798	XP_009135087.1
OG0003408	jg14834	XP_009115659.1
OG0003408	jg23608	XP_033129429.1
OG0003410	jg28469	XP_033137937.1
OG0003411	jg7965	XP_009111279.2
OG0003411	jg7968	XP_009144557.2
OG0003412	jg28849	XP_009119200.1
OG0003413	jg18098	XP_009141078.1, XP_009144290.1
OG0003414	jg17993	XP_009144351.1
OG0003414	jg4329	XP_009133841.1
OG0003415	jg23935	XP_009134601.1
OG0003415	jg5271	XP_033142254.1
OG0003416	jg5447	XP_009121503.1
OG0003416	jg24081	XP_009147347.1
OG0003417	jg24418	XP_009124069.1
OG0003417	jg6660	XP_009151208.1
OG0003418	jg24428, jg6652	XP_009124072.1, XP_009147256.1, XP_009134819.1
OG0003419	jg24553	XP_009129650.1
OG0003419	jg5749	XP_009120929.1
OG0003420	jg19275	XP_009143233.1, XP_009141877.1
OG0003421	jg18773	XP_009133078.1, XP_009141587.1
OG0003422	jg18884	XP_009141649.1
OG0003423	jg18945, jg18943, jg18946	XP_009133207.1
OG0003424	jg15358	XP_009139259.1
OG0003425	jg30034	XP_009148940.1
OG0003425	jg3132	XP_009128064.1
OG0003426	jg30252	XP_009117711.1, XP_009110416.1, XP_009149175.1
OG0003427	jg30637	XP_009149571.1
OG0003427	jg24888	XP_009146915.2
OG0003428	jg14039, jg14035	XP_033129108.1, XP_033130983.1
OG0003429	jg3347	XP_033141094.1, XP_009104657.1
OG0003430	jg30994, jg2610	XP_009104968.1, XP_033130289.1
OG0003431	jg31058	XP_009110048.1, XP_033135140.1
OG0003432	jg31177	XP_009115307.1, XP_009109874.1
OG0003433	jg17046	XP_009117085.1
OG0003433	jg9213	XP_009138047.1
OG0003434	jg16772	XP_033145462.1
OG0003435	jg8200	XP_009111487.2
OG0003435	jg28456	XP_009119713.1
OG0003436	jg29317	XP_009110824.1, XP_033133455.1, XP_009118317.1, XP_009148248.1
OG0003437	jg21754	XP_009111476.1, XP_009145736.1
OG0003438	jg23964	XP_009147417.1
OG0003438	jg5318	XP_033141637.1
OG0003439	jg5584	XP_033138426.1
OG0003440	jg5627	XP_033143049.1, XP_009121042.1, XP_033132081.1
OG0003441	jg23168	XP_009112010.1, XP_009130199.1, XP_033141846.1
OG0003442	jg23244	XP_033136610.1, XP_009151409.2
OG0003442	jg14612	XP_009130238.1
OG0003444	jg14615, jg14614	XP_009150821.1, XP_009150805.1, XP_018515530.2
OG0003445	jg6130	XP_009131901.1
OG0003445	jg14251	XP_033140209.1
OG0003446	jg2716	XP_009105761.2
OG0003446	jg30866	XP_033134604.1
OG0003447	jg30813	XP_009105876.1
OG0003448	jg30122	XP_009117767.1
OG0003449	jg25239	XP_033142348.1
OG0003450	jg33697	XP_033132782.1, XP_009147505.1
OG0003450	jg25333	XP_033147507.1
OG0003451	jg25879, jg25877	XP_009113822.1, XP_033147256.1
OG0003452	jg25929	XP_009113523.1
OG0003452	jg25928	XP_009113531.1
OG0003453	jg25937	XP_009113475.2, XP_018514325.1
OG0003454	jg27573, jg27571, jg27572	XP_009110190.1, XP_009119412.2, XP_009136271.1
OG0003456	jg33487	XP_009147647.1
OG0003456	jg28300	XP_033131220.1
OG0003457	jg15435	XP_009116195.2
OG0003458	jg25263	XP_009104266.1
OG0003458	jg16108	XP_009116731.1
OG0003459	jg33680	XP_009106898.1, XP_009147521.1
OG0003462	jg29454	XP_009144433.1, XP_009118243.1, XP_033129880.1
OG0003464	jg24492	XP_009124859.1, XP_009147214.1
OG0003465	jg31796	XP_009108111.1
OG0003466	jg4628, jg4627	XP_009125703.1, XP_009131022.1
OG0003467	jg22563	XP_009106764.1
OG0003481	jg9435	XP_009109023.1, XP_009128436.1
OG0003482	jg28053	XP_009150721.1
OG0003483	jg9292	XP_009127279.1, XP_009108954.1
OG0003484	jg9153	XP_009126062.1
OG0003484	jg17133	XP_009117054.1
OG0003485	jg9017	XP_018515249.1, XP_009108786.1, XP_009121158.1, XP_009138195.1
OG0003487	jg29235	XP_033132317.1, XP_009148126.2
OG0003487	jg1535	XP_009113429.3
OG0003488	jg1225, jg1224, jg1221, jg1223	XP_009102565.1
OG0003489	jg997	XP_009103320.1
OG0003490	jg29522	XP_009148443.1
OG0003491	jg13491	XP_009129411.1, XP_009151960.1
OG0003492	jg2007	XP_033129929.1, XP_009127454.1, XP_009139711.1
OG0003493	jg24926	XP_009146881.1
OG0003494	jg21617	XP_009134025.1
OG0003494	jg29928	XP_033128037.1
OG0003495	jg21788, jg21787	XP_033138769.1, XP_033137903.1, XP_009119427.2, XP_009127317.1
OG0003496	jg21989	XP_009127214.1
OG0003497	jg9871	XP_009120252.1
OG0003497	jg22628	XP_009126848.1
OG0003498	jg4949	XP_009125793.1
OG0003498	jg4950	XP_018508572.2
OG0003499	jg4781	XP_009122531.1, XP_009131119.1
OG0003500	jg23398	XP_009150477.1, XP_009130436.2
OG0003501	jg4748	XP_018511099.1
OG0003501	jg26123	XP_009145754.1
OG0003503	jg10141, jg7289	XP_009137168.1, XP_009137360.1
OG0003504	jg32072	XP_009114771.1, XP_009145156.2
OG0003505	jg32180, jg7221	XP_009134131.1
OG0003506	jg18602	XP_033147214.1
OG0003506	jg31620	XP_009115120.1
OG0003507	jg31630	XP_009102689.1
OG0003507	jg31631	XP_009115054.1
OG0003508	jg27895	XP_009150778.1
OG0003509	jg8705	XP_009109317.2, XP_009138415.1, XP_009145598.1
OG0003510	jg16785	XP_018509956.2
OG0003510	jg8608	XP_009137459.2
OG0003511	jg12282	XP_009125055.1
OG0003512	jg20972	XP_009101819.1, XP_009123703.1
OG0003513	jg7783	XP_009114495.1
OG0003515	jg20342, jg10901	XP_009101386.2, XP_009128999.1
OG0003517	jg11676, jg11684	XP_009108483.1
OG0003518	jg11605	XP_009136097.1
OG0003518	jg26842	XP_009102441.1
OG0003519	jg11485	XP_009107906.1
OG0003520	jg26582	XP_009102634.1, XP_009135853.1
OG0003521	jg12708	XP_009139992.2
OG0003522	jg19897	XP_033140622.1, XP_033148387.1, XP_018514845.1, XP_009133698.1
OG0003523	jg19540	XP_009142831.1
OG0003524	jg14698	XP_009112088.2
OG0003525	jg23538	XP_009112174.1
OG0003525	jg4866	XP_009122063.1
OG0003526	jg14824	XP_009149712.1, XP_009152207.1
OG0003527	jg7618, jg21470	XP_033139889.1
OG0003528	jg18061	XP_009144319.1, XP_009141050.1
OG0003529	jg9751	XP_033144050.1, XP_009142954.1
OG0003530	jg5424	XP_009121530.1
OG0003530	jg24064	XP_009134674.1
OG0003531	jg24533, jg5790	XP_009124943.1
OG0003532	jg24643	XP_009134940.1
OG0003533	jg837	XP_009143315.1
OG0003534	jg15436	XP_009116196.1
OG0003536	jg30227	XP_009110430.1, XP_009117728.1, XP_018508182.1
OG0003537	jg30347	XP_009149269.1
OG0003538	jg30421	XP_033133170.1, XP_009117574.1, XP_009149378.1
OG0003539	jg2829	XP_009105864.1
OG0003539	jg30825	XP_009115616.1
OG0003540	jg30881	XP_009110113.1, XP_009115557.1
OG0003541	jg13574, jg2647	XP_009105700.2
OG0003542	jg2355	XP_009105361.1
OG0003543	jg31226, jg31225	XP_009113805.1, XP_009103037.2
OG0003544	jg12145	XP_033143397.1, XP_009112742.1
OG0003546	jg18260	XP_033147742.1
OG0003546	jg28896	XP_033138573.1
OG0003547	jg5564	XP_009131590.1, XP_009121396.2, XP_009126178.2, XP_009131589.1
OG0003549	jg21579	XP_009129785.1, XP_009111879.1
OG0003550	jg21431	XP_009151666.1, XP_009129743.1
OG0003551	jg6335, jg6333	XP_009130005.1
OG0003552	jg14600	XP_009150779.1, NP_001288820.1
OG0003553	jg23266	XP_009112052.1
OG0003554	jg14943	XP_009149425.2
OG0003555	jg14681	XP_009150181.1, XP_009149803.1
OG0003556	jg30851	XP_009103210.1, XP_009115580.1
OG0003557	jg3012	XP_009104798.1, XP_009106028.1
OG0003557	jg8935	XP_018513555.1
OG0003558	jg3578, jg30161, jg30172, jg30184	XP_009128320.1, XP_009106607.2
OG0003560	jg33593	XP_009116933.1
OG0003561	jg25501	XP_009135400.1, XP_009116583.1, XP_009146313.2, XP_009146318.2
OG0003562	jg25760	XP_009114175.2, XP_009146056.1
OG0003564	jg33340	XP_009144879.1
OG0003565	jg26626	XP_009106438.1, XP_009102595.1
