Orthogroup	Raphanus_sativus	Cardamine_glauca
OG0002574	XP_018456232.1	Cg003G0964600
OG0002574	XP_018477949.1	Cg001G0144800
OG0002575	XP_018469795.1	Cg003G0959700
OG0002577	XP_018454883.1	Cg003G0942900
OG0002577	XP_018470614.1	Cg003G0942600
OG0002578	XP_018450165.1, XP_018450270.1	Cg007G2336000, Cg007G2336600, Cg007G2336200, Cg007G2336300
OG0002579	XP_018456028.1	Cg003G0720500, Cg014G3035100
OG0002579	XP_018456027.1, XP_018453883.1	Cg014G3035000, Cg003G0720600
OG0002580	XP_018440817.1, XP_018488649.1	Cg004G1181600
OG0002581	XP_018446737.1	Cg008G2629400
OG0002581	XP_018491743.1, XP_018488021.1	Cg002G0450900
OG0002582	XP_018473561.1	Cg008G2619800
OG0002583	XP_018442252.1	Cg008G2613000
OG0002584	XP_018432701.1, XP_018432779.1	Cg004G1148900
OG0002585	XP_018457055.1	Cg002G0656700
OG0002585	XP_018478364.1	Cg001G0382500
OG0002586	XP_018435402.1	Cg006G2108600
OG0002586	XP_018446300.1	Cg007G2576800
OG0002588	XP_018446996.1	Cg007G2536800
OG0002588	XP_018434415.1	Cg006G2057100
OG0002589	XP_018469261.1, XP_018467568.1	Cg006G2058600, Cg006G2058500
OG0002589	XP_018444004.1	Cg007G2535500
OG0002590	XP_018445885.1	Cg007G2534000
OG0002590	XP_018440424.1	Cg006G2061200
OG0002591	XP_018450730.1	Cg006G2062700
OG0002591	XP_018443051.1	Cg007G2532100
OG0002592	XP_018448064.1	Cg006G2063700
OG0002592	XP_018446571.1	Cg007G2531000
OG0002593	XP_018438840.1	Cg008G2867600, Cg008G2851900, Cg002G0646900, Cg002G0646800, Cg008G2825300
OG0002594	XP_018480194.1	Cg005G1743500, Cg002G0407300
OG0002596	XP_018492289.1	Cg006G1793100
OG0002596	XP_018492971.1	Cg004G1201200
OG0002597	XP_018451018.1	Cg006G1793300
OG0002597	XP_018491672.1	Cg004G1201800
OG0002598	XP_018447326.1	Cg006G1795000
OG0002599	XP_018492417.1, XP_018468939.1	Cg004G1205100
OG0002600	XP_018433576.1	Cg005G1570700
OG0002601	XP_018486738.1	Cg004G1306600
OG0002601	XP_018447939.1	Cg001G0272200
OG0002602	XP_018471931.1, XP_018447447.1	Cg001G0262200
OG0002604	XP_018445176.1, XP_018445129.1	Cg007G2513900
OG0002605	XP_018486969.1	Cg006G2010200
OG0002605	XP_018442539.1, XP_018470336.1	Cg007G2454300
OG0002607	XP_018475897.1	Cg005G1590600
OG0002607	XP_018476242.1	Cg003G0805600
OG0002608	XP_018477598.1	Cg008G2951800
OG0002608	XP_018469251.1, XP_018469252.1	Cg001G0202000
OG0002609	XP_018465606.1	Cg004G1257100
OG0002610	XP_018449843.1	Cg006G1832000
OG0002611	XP_018491979.1	Cg004G1272400
OG0002611	XP_018492812.1	Cg006G1825900
OG0002612	XP_018486218.1	Cg004G1218600
OG0002612	XP_018441456.1	Cg006G1806200
OG0002613	XP_018490715.1, XP_018459450.1, XP_018491125.1	Cg004G1218400
OG0002614	XP_018439252.1, XP_018491127.1	Cg004G1218300
OG0002614	XP_018446318.1	Cg006G1805900
OG0002616	XP_018467653.1	Cg002G0518700, Cg002G0518800
OG0002616	XP_018433280.1	Cg008G2879700
OG0002617	XP_018453931.1	Cg004G1371600
OG0002618	XP_018441222.1	Cg004G1397300
OG0002618	XP_018449580.1	Cg001G0055800
OG0002619	XP_018491614.1, XP_018492098.1	Cg004G1231200
OG0002620	XP_018457430.1, XP_018435916.1	Cg004G1403000
OG0002621	XP_018477062.1	Cg004G1403400
OG0002621	XP_018451358.1, XP_018450928.1, XP_018471973.1	Cg001G0050100
OG0002623	XP_018459577.1	Cg003G0760200, Cg003G0760300
OG0002624	XP_018445414.1, XP_018478724.1	Cg002G0400200
OG0002624	XP_018437999.1	Cg005G1448000
OG0002625	XP_018486388.1	Cg002G0416100
OG0002625	XP_018473336.1	Cg005G1469800
OG0002626	XP_018491572.1, XP_018443172.1	Cg002G0429400
OG0002626	XP_018483232.1, XP_018464759.1	Cg005G1491000
OG0002627	XP_018463688.1, XP_018489428.1	Cg002G0445100
OG0002628	XP_018434593.1, XP_018478891.1	Cg005G1507700
OG0002629	XP_018491742.1	Cg002G0450800
OG0002629	XP_018484864.1, XP_018484865.1, XP_018464985.1	Cg005G1514300
OG0002630	XP_018460790.1, XP_018464373.1	Cg002G0463300
OG0002630	XP_018477290.1	Cg005G1526900
OG0002631	XP_018487996.1, XP_018489890.1	Cg002G0474400
OG0002631	XP_018484319.1	Cg005G1538300
OG0002632	XP_018441234.1, XP_018441231.1, XP_018441429.1, XP_018441428.1	Cg004G1304400, Cg004G1304600
OG0002633	XP_018476704.1	Cg005G1554700
OG0002633	XP_018484632.1	Cg002G0487600
OG0002634	XP_018470365.1	Cg001G0125400
OG0002634	XP_018475152.1, XP_018455163.1	Cg007G2449300, Cg003G0918700
OG0002635	XP_018458118.1	Cg001G0315800
OG0002636	XP_018445580.1, XP_018444069.1, XP_018443186.1	Cg007G2439100
OG0002637	XP_018470109.1	Cg001G0107800
OG0002637	XP_018440415.1	Cg004G1434400
OG0002638	XP_018438035.1, XP_018465427.1, XP_018481478.1	Cg005G1536700
OG0002640	XP_018486865.1	Cg006G2245900
OG0002641	XP_018436218.1, XP_018447696.1, XP_018447697.1	Cg001G0007300
OG0002642	XP_018451517.1	Cg001G0010000
OG0002643	XP_018473259.1, XP_018452540.1	Cg003G0772700
OG0002644	XP_018439193.1, XP_018452571.1	Cg004G1446800
OG0002645	XP_018484140.1	Cg002G0424700
OG0002645	XP_018480323.1	Cg005G1480600
OG0002646	XP_018472899.1	Cg005G1493800
OG0002647	XP_018473484.1, XP_018471677.1, XP_018463098.1	Cg008G2745900
OG0002648	XP_018490281.1, XP_018490272.1	Cg004G1132300
OG0002648	XP_018440330.1	Cg008G2860700, Cg008G2845900
OG0002649	XP_018491674.1, XP_018493019.1, XP_018433015.1	Cg004G1152700
OG0002649	XP_018445238.1, XP_018442970.1	Cg008G2593400
OG0002650	XP_018437149.1, XP_018486834.1, XP_018490602.1	Cg004G1153900
OG0002651	XP_018493110.1, XP_018493095.1	Cg004G1176200
OG0002651	XP_018442620.1	Cg008G2635300
OG0002652	XP_018439514.1, XP_018439515.1	Cg004G1190600
OG0002652	XP_018491424.1	Cg004G1190800
OG0002653	XP_018449857.1	Cg006G1847200
OG0002653	XP_018485446.1	Cg004G1245200
OG0002654	XP_018485249.1	Cg005G1760400
OG0002654	XP_018446368.1, XP_018446301.1	Cg001G0024100
OG0002655	XP_018480828.1, XP_018458368.1	Cg001G0364300
OG0002657	XP_018492917.1	Cg004G1296800
OG0002657	XP_018450371.1	Cg001G0264300
OG0002658	XP_018441313.1	Cg004G1290500
OG0002658	XP_018491744.1	Cg004G1290300
OG0002660	XP_018483676.1	Cg001G0339200
OG0002660	XP_018446048.1	Cg007G2425400
OG0002661	XP_018440041.1, XP_018434098.1, XP_018483508.1	Cg008G2836200
OG0002661	XP_018452648.1	Cg008G2836400
OG0002662	XP_018460598.1, XP_018473237.1, XP_018474967.1	Cg003G0716100, Cg014G3039500
OG0002663	XP_018486498.1	Cg006G2236200
OG0002664	XP_018463263.1	Cg006G2188800
OG0002664	XP_018471601.1	Cg006G2188600
OG0002665	XP_018483280.1, XP_018460005.1, XP_018493381.1, XP_018450855.1	Cg006G2167700
OG0002666	XP_018440312.1	Cg006G2162400
OG0002667	XP_018455626.1	Cg007G2296800
OG0002667	XP_018442070.1	Cg006G2156500
OG0002668	XP_018487988.1, XP_018465559.1, XP_018432586.1, XP_018486186.1, XP_018436046.1, XP_018433713.1, XP_018432587.1, XP_018433732.1	Cg006G2149900
OG0002670	XP_018433945.1, XP_018461843.1	Cg006G2125700
OG0002670	XP_018457636.1, XP_018463438.1	Cg002G0677000
OG0002672	XP_018456905.1, XP_018483997.1	Cg002G0692300, Cg006G2114100
OG0002673	XP_018433423.1, XP_018469810.1	Cg006G2111900
OG0002674	XP_018453956.1	Cg006G2094200
OG0002674	XP_018457870.1	Cg007G2556000
OG0002675	XP_018453017.1, XP_018453485.1	Cg007G2494100
OG0002675	XP_018489817.1, XP_018480219.1	Cg006G2091100
OG0002677	XP_018474917.1, XP_018465211.1	Cg005G1578800
OG0002677	XP_018471335.1, XP_018483963.1	Cg001G0001200
OG0002678	XP_018480225.1	Cg001G0006100
OG0002679	XP_018447130.1, XP_018451154.1, XP_018450497.1	Cg001G0017300
OG0002680	XP_018485260.1, XP_018454867.1	Cg001G0025100
OG0002681	XP_018471037.1	Cg001G0055100
OG0002681	XP_018491461.1	Cg004G1398300, Cg004G1398400
OG0002682	XP_018450580.1, XP_018468008.1	Cg001G0056400
OG0002682	XP_018440666.1	Cg004G1396800
OG0002683	XP_018470647.1	Cg001G0059000
OG0002683	XP_018457092.1	Cg004G1379800, Cg004G1387800
OG0002684	XP_018480664.1, XP_018480665.1	Cg001G0077500
OG0002685	XP_018437085.1	Cg005G1716300
OG0002685	XP_018471356.1	Cg001G0072100
OG0002688	XP_018434710.1	Cg005G1734700
OG0002688	XP_018477333.1	Cg001G0084400
OG0002690	XP_018450268.1, XP_018450267.1	Cg006G2003100, Cg006G2000900
OG0002695	XP_018486749.1, XP_018489853.1	Cg004G1142900
OG0002699	XP_018475523.1, XP_018454345.1	Cg003G0900700
OG0002705	XP_018468047.1, XP_018452273.1, XP_018452272.1	Cg003G0932900
OG0002707	XP_018491690.1, XP_018488981.1, XP_018453944.1, XP_018491689.1, XP_018486169.1	Cg004G1399400
OG0002708	XP_018468078.1	Cg008G2713700
OG0002708	XP_018488873.1	Cg004G1078500
OG0002710	XP_018444163.1	Cg008G2687300
OG0002711	XP_018442985.1	Cg008G2664000
OG0002711	XP_018452775.1	Cg003G1037500
OG0002712	XP_018481352.1	Cg001G0348300, Cg001G0348900
OG0002713	XP_018442327.1	Cg008G2658600
OG0002714	XP_018485062.1	Cg003G1005400
OG0002714	XP_018472208.1	Cg008G2648600
OG0002715	XP_018473418.1, XP_018436562.1, XP_018463833.1	Cg005G1663000
OG0002715	XP_018492497.1	Cg006G2181200
OG0002716	XP_018488895.1, XP_018464634.1	Cg005G1660100
OG0002717	XP_018474669.1	Cg005G1616000
OG0002717	XP_018489547.1	Cg006G2207700
OG0002718	XP_018479838.1	Cg006G2221600
OG0002718	XP_018442041.1	Cg005G1599600
OG0002719	XP_018433403.1, XP_018434234.1	Cg008G2601000, Cg008G2934400
OG0002720	XP_018451403.1	Cg001G0148600, Cg001G0148500
OG0002721	XP_018457663.1	Cg006G1858700
OG0002723	XP_018458088.1, XP_018447050.1, XP_018442388.1, XP_018474560.1	Cg006G1973000
OG0002724	XP_018451800.1	Cg006G1962600
OG0002724	XP_018440013.1	Cg005G1582600
OG0002725	XP_018445441.1, XP_018432530.1	Cg002G0408500
OG0002726	XP_018451196.1	Cg001G0079500
OG0002726	XP_018434670.1, XP_018477932.1	Cg008G2810000
OG0002728	XP_018442939.1	Cg003G0997200
OG0002729	XP_018472501.1, XP_018456136.1, XP_018456130.1	Cg003G0993600
OG0002730	XP_018471260.1	Cg001G0263000
OG0002731	XP_018466069.1, XP_018465139.1, XP_018467762.1	Cg001G0137600
OG0002732	XP_018453868.1, XP_018437449.1	Cg002G0535700
OG0002733	XP_018442805.1	Cg008G2643800
OG0002733	XP_018486862.1	Cg003G1013000
OG0002734	XP_018434069.1, XP_018467570.1	Cg004G1176500
OG0002735	XP_018477281.1, XP_018472917.1, XP_018458712.1	Cg005G1528300, Cg004G1350500
OG0002736	XP_018475556.1	Cg008G2622000
OG0002736	XP_018438665.1, XP_018490341.1	Cg004G1166700
OG0002738	XP_018455140.1, XP_018482209.1	Cg001G0119200
OG0002740	XP_018485780.1, XP_018485731.1	Cg004G1149000
OG0002740	XP_018470023.1, XP_018470022.1	Cg008G2587600
OG0002741	XP_018459777.1, XP_018459791.1	Cg006G2096400
OG0002742	XP_018467384.1, XP_018465925.1	Cg001G0047000
OG0002742	XP_018435078.1	Cg004G1409300
OG0002743	XP_018478761.1, XP_018456182.1	Cg001G0130600
OG0002743	XP_018447556.1, XP_018475996.1, XP_018475997.1	Cg003G0933300
OG0002744	XP_018492902.1	Cg004G1199700
OG0002744	XP_018486730.1	Cg006G1791400
OG0002745	XP_018457230.1	Cg006G1801100
OG0002745	XP_018466516.1, XP_018486541.1	Cg004G1210000
OG0002746	XP_018485872.1	Cg004G1215400
OG0002746	XP_018432830.1	Cg006G1803600
OG0002747	XP_018440319.1	Cg002G0590400
OG0002747	XP_018471095.1	Cg001G0075600
OG0002748	XP_018462498.1, XP_018468072.1, XP_018449851.1, XP_018477904.1	Cg001G0157800
OG0002749	XP_018479264.1	Cg001G0276100
OG0002749	XP_018463542.1, XP_018448578.1, XP_018484569.1	Cg001G0276200
OG0002750	XP_018450829.1, XP_018444596.1	Cg007G2420900
OG0002751	XP_018481590.1, XP_018477068.1, XP_018472396.1	Cg001G0255700, Cg001G0255600
OG0002752	XP_018493316.1, XP_018432878.1	Cg004G1284300
OG0002753	XP_018465124.1, XP_018461126.1	Cg007G2430200, Cg007G2428000, Cg007G2430300
OG0002754	XP_018477625.1, XP_018477365.1	Cg001G0247100
OG0002754	XP_018440905.1, XP_018493533.1	Cg004G1231300
OG0002755	XP_018456036.1, XP_018453493.1	Cg007G2506100
OG0002756	XP_018460874.1	Cg006G2132200
OG0002756	XP_018491772.1	Cg004G1421200
OG0002757	XP_018455758.1	Cg001G0113800
OG0002757	XP_018440369.1	Cg004G1439400
OG0002760	XP_018479748.1, XP_018448936.1, XP_018461136.1, XP_018485361.1	Cg001G0381400
OG0002761	XP_018457099.1	Cg007G2468700
OG0002761	XP_018434113.1, XP_018437864.1	Cg006G2022000
OG0002762	XP_018484210.1	Cg001G0029500
OG0002762	XP_018433494.1	Cg005G1755000
OG0002763	XP_018493028.1, XP_018490550.1	Cg004G1278300
OG0002764	XP_018491989.1	Cg006G1818300
OG0002765	XP_018436291.1	Cg011G3014200, Cg006G1815300
OG0002766	XP_018485971.1	Cg001G0289300
OG0002767	XP_018464746.1, XP_018476796.1	Cg005G1576600
OG0002768	XP_018454146.1, XP_018444707.1, XP_018451565.1	Cg001G0219800
OG0002769	XP_018484135.1	Cg008G2983100
OG0002769	XP_018470588.1, XP_018470587.1	Cg001G0229000
OG0002770	XP_018469905.1	Cg001G0229700
OG0002771	XP_018437791.1	Cg003G1058800
OG0002772	XP_018479928.1, XP_018481199.1, XP_018437769.1, XP_018465552.1	Cg005G1553600
OG0002773	XP_018468672.1	Cg001G0178100, Cg001G0178000
OG0002774	XP_018470050.1	Cg001G0201800
OG0002775	XP_018446340.1	Cg008G2710900
OG0002775	XP_018486919.1	Cg004G1076400
OG0002776	XP_018462814.1, XP_018478333.1, XP_018435154.1	Cg005G1455000
OG0002776	XP_018485984.1	Cg002G0405100
OG0002777	XP_018476152.1	Cg005G1481100
OG0002777	XP_018488067.1, XP_018483888.1	Cg002G0425000
OG0002778	XP_018488037.1	Cg002G0431500
OG0002778	XP_018439437.1	Cg005G1495700
OG0002779	XP_018474695.1	Cg005G1523800
OG0002780	XP_018443919.1	Cg002G0476600
OG0002780	XP_018491038.1	Cg002G0476500
OG0002781	XP_018490464.1	Cg004G1204700
OG0002782	XP_018485608.1, XP_018477376.1	Cg002G0492900
OG0002783	XP_018460291.1, XP_018460437.1, XP_018460438.1, XP_018480091.1, XP_018481760.1, XP_018482170.1	Cg002G0496500
OG0002784	XP_018492685.1	Cg004G1339400
OG0002784	XP_018464169.1	Cg001G0316700
OG0002785	XP_018489182.1	Cg004G1312900
OG0002786	XP_018438254.1, XP_018467539.1, XP_018491780.1	Cg004G1423000, Cg004G1423100
OG0002787	XP_018464172.1	Cg006G2228000
OG0002788	XP_018460334.1, XP_018459531.1	Cg002G0688900
OG0002789	XP_018484719.1	Cg001G0106600
OG0002790	XP_018484318.1	Cg005G1538200
OG0002790	XP_018484316.1, XP_018474537.1	Cg005G1538100
OG0002791	XP_018472249.1, XP_018451579.1	Cg001G0009000
OG0002791	XP_018481304.1	Cg005G1774500
OG0002793	XP_018453092.1, XP_018455471.1, XP_018446947.1	Cg007G2487300
OG0002795	XP_018456686.1, XP_018465783.1, XP_018478127.1	Cg008G2822600
OG0002796	XP_018487074.1	Cg004G1114800
OG0002798	XP_018475277.1, XP_018475476.1	Cg005G1494500
OG0002799	XP_018457558.1, XP_018433998.1	Cg008G2980800
OG0002802	XP_018457188.1	Cg008G2831200
OG0002802	XP_018486518.1, XP_018463430.1	Cg004G1111000
OG0002803	XP_018442801.1	Cg008G2755200
OG0002804	XP_018440345.1, XP_018466489.1	Cg004G1125200
OG0002804	XP_018443282.1	Cg008G2754800
OG0002805	XP_018475954.1, XP_018454516.1, XP_018454501.1	Cg003G0712100, Cg014G3043900
OG0002806	XP_018439754.1, XP_018478016.1	Cg004G1216700
OG0002807	XP_018432743.1	Cg004G1234400
OG0002807	XP_018444380.1	Cg001G0243600
OG0002808	XP_018438347.1, XP_018489998.1	Cg004G1251700
OG0002809	XP_018436352.1	Cg006G1825500
OG0002809	XP_018491980.1	Cg004G1272500
OG0002810	XP_018484174.1, XP_018481649.1	Cg001G0266300
OG0002811	XP_018449430.1	Cg006G2131900
OG0002812	XP_018481375.1	Cg006G2156200
OG0002812	XP_018466631.1, XP_018455622.1	Cg007G2296400
OG0002813	XP_018454174.1, XP_018449298.1	Cg006G2148500
OG0002814	XP_018458293.1	Cg006G2147300
OG0002814	XP_018441817.1	Cg007G2286500
OG0002815	XP_018456252.1	Cg007G2277100, Cg006G2140500
OG0002816	XP_018490405.1	Cg006G2139500
OG0002816	XP_018466879.1	Cg007G2275300
OG0002817	XP_018444864.1, XP_018445530.1	Cg007G2493000
OG0002818	XP_018471083.1, XP_018456893.1	Cg007G2497300
OG0002818	XP_018439461.1	Cg006G2089600
OG0002819	XP_018454302.1	Cg007G2479900
OG0002819	XP_018485863.1	Cg006G2035800
OG0002821	XP_018454904.1, XP_018454900.1, XP_018456464.1, XP_018456676.1	Cg007G2262800
OG0002822	XP_018448796.1, XP_018450043.1, XP_018466104.1, XP_018490189.1, XP_018490191.1, XP_018487274.1	Cg006G1838900
OG0002823	XP_018466761.1, XP_018481242.1, XP_018468677.1	Cg001G0030800
OG0002824	XP_018478231.1, XP_018478612.1	Cg002G0685200, Cg008G2957200
OG0002825	XP_018469302.1, XP_018464272.1, XP_018479026.1	Cg001G0044300
OG0002826	XP_018468052.1, XP_018483576.1	Cg001G0078800
OG0002827	XP_018470794.1	Cg001G0064500
OG0002827	XP_018493391.1	Cg004G1368300
OG0002828	XP_018471844.1	Cg001G0086000
OG0002829	XP_018444884.1, XP_018457690.1, XP_018457689.1, XP_018452999.1, XP_018453371.1	Cg014G3038800, Cg003G0716800
OG0002830	XP_018474131.1	Cg006G1808700
OG0002832	XP_018488251.1	Cg003G1018600
OG0002835	XP_018481599.1	Cg002G0640300
OG0002835	XP_018481389.1, XP_018438268.1	Cg002G0639600
OG0002837	XP_018457554.1, XP_018473334.1, XP_018470058.1	Cg003G0915400, Cg005G1652800
OG0002845	XP_018459141.1, XP_018442509.1	Cg008G2738900
OG0002846	XP_018448886.1	Cg004G1071400
OG0002846	XP_018472532.1	Cg008G2704400
OG0002847	XP_018446842.1, XP_018442390.1, XP_018471920.1, XP_018462286.1	Cg008G2703000
OG0002848	XP_018438569.1	Cg001G0281800
OG0002850	XP_018445807.1	Cg008G2680100
OG0002850	XP_018457277.1	Cg008G2810400
OG0002851	XP_018444679.1, XP_018470121.1, XP_018470125.1	Cg008G2679300
OG0002852	XP_018438207.1	Cg005G1762800, Cg006G2084500
OG0002852	XP_018485253.1, XP_018484596.1	Cg008G2823000
OG0002853	XP_018472269.1, XP_018476158.1	Cg008G2655200
OG0002854	XP_018440986.1, XP_018461565.1, XP_018484894.1	Cg005G1679400, Cg005G1679600
OG0002855	XP_018486790.1	Cg006G2181400, Cg006G2181500
OG0002855	XP_018484463.1	Cg005G1659100
OG0002856	XP_018440027.1, XP_018447229.1, XP_018486193.1	Cg006G2196800
OG0002857	XP_018487939.1, XP_018487267.1	Cg006G2203800
OG0002857	XP_018436902.1	Cg005G1618700
OG0002858	XP_018440717.1	Cg005G1607400
OG0002859	XP_018490949.1	Cg006G2214600
OG0002859	XP_018447835.1	Cg005G1608400
OG0002860	XP_018485737.1, XP_018451719.1	Cg006G2217900
OG0002861	XP_018438316.1	Cg005G1601000
OG0002861	XP_018489607.1, XP_018487611.1	Cg006G2220600
OG0002862	XP_018436330.1	Cg006G2185000
OG0002863	XP_018471185.1, XP_018471186.1	Cg001G0146300
OG0002864	XP_018435998.1, XP_018474186.1	Cg006G1995700
OG0002864	XP_018447333.1	Cg007G2487500, Cg002G0466900
OG0002865	XP_018487126.1, XP_018485371.1	Cg006G1956000
OG0002867	XP_018439775.1	Cg006G1953000
OG0002868	XP_018452845.1	Cg003G1051800
OG0002868	XP_018472328.1	Cg002G0529800
OG0002869	XP_018491466.1, XP_018491449.1	Cg003G1049400
OG0002869	XP_018463253.1, XP_018484889.1	Cg002G0531200
OG0002870	XP_018433902.1	Cg003G1034100
OG0002870	XP_018462546.1, XP_018476392.1	Cg008G2658000
OG0002871	XP_018440284.1, XP_018463666.1	Cg003G1024300
OG0002871	XP_018491548.1	Cg002G0542600
OG0002872	XP_018482012.1, XP_018478993.1	Cg003G1007600
OG0002872	XP_018482136.1	Cg003G1007900
OG0002873	XP_018443266.1, XP_018461660.1	Cg008G2774600
OG0002873	XP_018470148.1, XP_018444518.1	Cg008G2775900
OG0002874	XP_018484703.1, XP_018482657.1, XP_018447281.1	Cg001G0135400
OG0002875	XP_018471122.1	Cg003G0941600
OG0002876	XP_018469703.1, XP_018463962.1, XP_018468578.1, XP_018464793.1	Cg002G0524600
OG0002877	XP_018474213.1	Cg003G0958500
OG0002877	XP_018479411.1, XP_018490413.1, XP_018436013.1	Cg006G2135700
OG0002878	XP_018443272.1	Cg008G2618800
OG0002879	XP_018464929.1, XP_018485418.1	Cg004G1161400
OG0002880	XP_018483583.1	Cg001G0386400
OG0002880	XP_018446963.1	Cg007G2266300
OG0002883	XP_018468933.1	Cg006G2094300
OG0002884	XP_018453033.1, XP_018457012.1	Cg003G1050900
OG0002884	XP_018435133.1	Cg002G0530400
OG0002885	XP_018435491.1, XP_018435489.1, XP_018459942.1	Cg004G1296700
OG0002886	XP_018434669.1	Cg005G1567000
OG0002886	XP_018480434.1	Cg002G0496100
OG0002887	XP_018471241.1	Cg001G0160100
OG0002888	XP_018484687.1, XP_018484368.1	Cg001G0299100, Cg001G0299400
OG0002889	XP_018488523.1	Cg004G1318100
OG0002890	XP_018484312.1	Cg001G0283500
OG0002890	XP_018491284.1, XP_018491282.1	Cg004G1314000
OG0002891	XP_018491433.1	Cg006G2057300
OG0002893	XP_018457028.1	Cg008G2962300
OG0002895	XP_018492847.1	Cg004G1220900
OG0002896	XP_018450755.1, XP_018448405.1, XP_018451674.1	Cg001G0146900, Cg001G0147000
OG0002897	XP_018441848.1, XP_018489255.1	Cg004G1390100
OG0002898	XP_018437730.1, XP_018435756.1, XP_018481309.1, XP_018481328.1	Cg008G2981000
OG0002899	XP_018470600.1	Cg001G0053600
OG0002899	XP_018433269.1	Cg004G1400600
OG0002900	XP_018465112.1	Cg001G0174300
OG0002900	XP_018452044.1, XP_018455376.1	Cg003G0755100
OG0002902	XP_018473656.1	Cg003G0741100, Cg003G0856700
OG0002903	XP_018440742.1	Cg003G1066700
OG0002905	XP_018452125.1	Cg003G1069700
OG0002905	XP_018447424.1, XP_018440249.1, XP_018440248.1	Cg002G0514200
OG0002906	XP_018476276.1	Cg005G1457000
OG0002906	XP_018492060.1	Cg002G0406600
OG0002907	XP_018441942.1, XP_018484614.1	Cg005G1459000
OG0002908	XP_018466481.1	Cg005G1465200
OG0002909	XP_018441890.1, XP_018441929.1, XP_018474633.1	Cg005G1466000
OG0002910	XP_018440032.1	Cg005G1476700
OG0002910	XP_018483786.1, XP_018492328.1, XP_018492371.1	Cg002G0421400
OG0002911	XP_018440608.1	Cg005G1491400
OG0002912	XP_018493160.1	Cg002G0469900
OG0002914	XP_018457567.1	Cg003G0917800
OG0002916	XP_018456395.1, XP_018461919.1, XP_018433607.1	Cg004G1417800
OG0002917	XP_018433379.1	Cg003G0963800
OG0002918	XP_018473351.1	Cg005G1555200, Cg005G1554900, Cg005G1555300, Cg005G1555400
OG0002919	XP_018469274.1, XP_018464797.1, XP_018470363.1	Cg008G2757200, Cg008G2757100
OG0002920	XP_018433953.1, XP_018476178.1	Cg005G1474400
OG0002921	XP_018436643.1, XP_018432817.1	Cg004G1094200
OG0002922	XP_018484854.1	Cg008G2830200
OG0002923	XP_018486474.1, XP_018434649.1	Cg004G1119300
OG0002924	XP_018493187.1	Cg004G1144100
OG0002924	XP_018492072.1	Cg004G1195600
OG0002925	XP_018491873.1	Cg004G1149100
OG0002926	XP_018485474.1, XP_018475922.1	Cg004G1158900
OG0002927	XP_018488435.1, XP_018488436.1	Cg004G1193100
OG0002928	XP_018491514.1, XP_018491536.1, XP_018435399.1, XP_018489342.1	Cg004G1211700
OG0002930	XP_018492473.1, XP_018492472.1, XP_018493296.1, XP_018439535.1, XP_018464670.1	Cg004G1222700
OG0002931	XP_018433674.1	Cg004G1246100
OG0002931	XP_018439685.1	Cg004G1246200
OG0002932	XP_018463569.1, XP_018439068.1, XP_018487568.1, XP_018489019.1	Cg004G1247200
OG0002933	XP_018433013.1, XP_018432604.1	Cg004G1259400
OG0002936	XP_018486023.1, XP_018488430.1	Cg004G1284800
OG0002938	XP_018456698.1	Cg003G0701800, Cg014G3054100
OG0002938	XP_018435050.1	Cg006G2250300
OG0002939	XP_018468984.1	Cg006G2242400
OG0002939	XP_018452870.1	Cg003G0715400, Cg014G3040200
OG0002940	XP_018475964.1	Cg005G1620900
OG0002940	XP_018437021.1	Cg006G2203100
OG0002941	XP_018436768.1, XP_018436778.1, XP_018470318.1, XP_018449648.1, XP_018466842.1	Cg006G2112200
OG0002942	XP_018487575.1	Cg006G2068200
OG0002942	XP_018450527.1	Cg006G2068300
OG0002943	XP_018454418.1, XP_018457389.1, XP_018460474.1	Cg007G2269300
OG0002944	XP_018458083.1	Cg007G2294400
OG0002946	XP_018480291.1, XP_018461525.1	Cg005G1757000
OG0002946	XP_018441641.1, XP_018460423.1	Cg005G1757100
OG0002947	XP_018457644.1	Cg003G0739400
OG0002948	XP_018454220.1, XP_018483848.1	Cg001G0008200
OG0002949	XP_018479380.1	Cg001G0011300
OG0002949	XP_018482549.1, XP_018484228.1	Cg001G0011000
OG0002950	XP_018449474.1, XP_018449471.1, XP_018469677.1	Cg001G0022500
OG0002952	XP_018468053.1	Cg001G0079000
OG0002952	XP_018439965.1	Cg005G1728700
OG0002953	XP_018475214.1	Cg005G1706700
OG0002953	XP_018484958.1	Cg001G0069500
OG0002954	XP_018434715.1	Cg005G1730100
OG0002954	XP_018451699.1	Cg001G0081400
OG0002955	XP_018478574.1	Cg005G1733300
OG0002957	XP_018441100.1	Cg003G0712800
OG0002958	XP_018441651.1	Cg004G1443800
OG0002958	XP_018471961.1	Cg001G0118800
OG0002962	XP_018467846.1, XP_018450099.1, XP_018450068.1, XP_018448369.1	Cg001G0020700, Cg007G2397500, Cg007G2411600, Cg002G0638100
OG0002971	XP_018446756.1	Cg008G2626500
OG0002972	XP_018478480.1	Cg005G1751400
OG0002972	XP_018477715.1	Cg001G0097700
OG0002973	XP_018487441.1, XP_018493088.1	Cg004G1140400
OG0002975	XP_018439922.1	Cg005G1736800
OG0002976	XP_018472553.1, XP_018446028.1	Cg008G2732800, Cg004G1092000
OG0002977	XP_018443295.1	Cg008G2724600
