Orthogroup	Raphanus_sativus	Alyssum_gmelinii
OG0000470	XP_018484778.1, XP_018482814.1, XP_018486312.1	Ag014G1828300, Ag014G1814000
OG0000470	XP_018450109.1, XP_018450076.1	Ag050G4757200, Ag050G4757400
OG0000472	XP_018463114.1	Ag014G2120000
OG0000472	XP_018435926.1	Ag061G5040700
OG0000473	XP_018459350.1, XP_018474056.1, XP_018473313.1, XP_018465710.1, XP_018438348.1, XP_018463749.1	Ag039G4301700, Ag039G4301800
OG0000473	XP_018486184.1	Ag034G3650100
OG0000474	XP_018492843.1, XP_018492859.1, XP_018451138.1, XP_018466622.1, XP_018479574.1, XP_018479584.1	Ag034G3696600
OG0000474	XP_018487229.1	Ag002G0172600
OG0000475	XP_018434903.1, XP_018467449.1, XP_018466409.1, XP_018452120.1	Ag002G0198500
OG0000476	XP_018443479.1, XP_018444867.1, XP_018443457.1, XP_018443452.1, XP_018443454.1, XP_018459667.1	Ag021G2625200, Ag044G4502000, Ag055G4923100, Ag078G5326400
OG0000477	XP_018458197.1	Ag004G0482300
OG0000477	XP_018483256.1, XP_018462752.1, XP_018440166.1	Ag062G5052300
OG0000477	XP_018442077.1, XP_018451153.1, XP_018435159.1	Ag034G3862700
OG0000480	XP_018438106.1	Ag002G0218200
OG0000480	XP_018455960.1	Ag045G4521100, Ag045G4521300
OG0000481	XP_018434119.1, XP_018439323.1, XP_018463219.1, XP_018454290.1	Ag002G0253100
OG0000481	XP_018471952.1	Ag034G3780500
OG0000481	XP_018486280.1, XP_018462009.1, XP_018465574.1, XP_018486216.1, XP_018488871.1	Ag034G3780300
OG0000482	XP_018470654.1, XP_018455050.1, XP_018455162.1, XP_018456327.1, XP_018455374.1, XP_018472815.1	Ag024G2895000, Ag024G2895100, Ag024G2894300, Ag024G2894500, Ag024G2894600, Ag024G2894400, Ag024G2895300
OG0000485	XP_018467731.1	Ag033G3494700, Ag077G5323800
OG0000486	XP_018448255.1	Ag034G3952200, Ag034G3952600, Ag034G3951400
OG0000491	XP_018458328.1	Ag055G4921200
OG0000491	XP_018469528.1	Ag055G4921300
OG0000492	XP_018481357.1, XP_018489758.1	Ag031G3364200
OG0000492	XP_018461742.1	Ag013G1669300
OG0000492	XP_018484868.1	Ag039G4261600, Ag039G4261500
OG0000493	XP_018435558.1	Ag004G0607800
OG0000494	XP_018435173.1	Ag004G0643400
OG0000494	XP_018435234.1, XP_018461914.1, XP_018461912.1, XP_018434767.1, XP_018434755.1	Ag017G2409100
OG0000496	XP_018489157.1, XP_018489156.1	Ag098G5474700
OG0000496	XP_018459318.1, XP_018436846.1, XP_018441415.1	Ag049G4737900, Ag098G5474600
OG0000497	XP_018472418.1	Ag018G2435800
OG0000497	XP_018493056.1, XP_018485951.1, XP_018459559.1, XP_018440890.1	Ag014G1976800
OG0000497	XP_018482522.1	Ag032G3445600
OG0000498	XP_018489113.1, XP_018488299.1, XP_018490907.1, XP_018473815.1	Ag014G1933200
OG0000499	XP_018439782.1, XP_018487006.1, XP_018488226.1, XP_018490383.1	Ag014G2154800
OG0000500	XP_018458798.1, XP_018458799.1, XP_018465302.1, XP_018460033.1, XP_018483303.1, XP_018483304.1, XP_018477775.1	Ag061G5032600
OG0000500	XP_018469039.1, XP_018469131.1	Ag067G5179400
OG0000501	XP_018468856.1	Ag021G2605200
OG0000502	XP_018459116.1	Ag061G5025200
OG0000506	XP_018441898.1, XP_018445535.1, XP_018475654.1, XP_018472677.1, XP_018473739.1, XP_018452029.1, XP_018452436.1, XP_018471689.1	Ag022G2669300, Ag004G0666300
OG0000507	XP_018475904.1, XP_018475913.1, XP_018458648.1, XP_018435361.1, XP_018435362.1	Ag014G2077400
OG0000507	XP_018473844.1	Ag001G0063700
OG0000508	XP_018479000.1, XP_018478994.1	Ag032G3456100, Ag032G3444900
OG0000509	XP_018479235.1, XP_018467674.1	Ag007G0888100
OG0000509	XP_018481840.1, XP_018463403.1, XP_018466030.1, XP_018460249.1	Ag031G3140100
OG0000510	XP_018481751.1, XP_018482642.1, XP_018482636.1	Ag001G0018900, Ag001G0018800, Ag003G0405700
OG0000510	XP_018443709.1, XP_018480615.1, XP_018443710.1, XP_018444169.1, XP_018482631.1	Ag071G5245600
OG0000511	XP_018468150.1	Ag001G0006600, Ag083G5408300
OG0000512	XP_018434206.1	Ag011G1216300, Ag033G3527800
OG0000518	XP_018453616.1	Ag013G1557300, Ag001G0089400, Ag011G1049400, Ag011G1048900, Ag004G0563600, Ag011G1062800, Ag034G3659700, Ag006G0800200, Ag058G4982700
OG0000518	XP_018470499.1, XP_018470049.1	Ag013G1485700
OG0000518	XP_018475406.1, XP_018475421.1	Ag013G1485600
OG0000519	XP_018438934.1	Ag031G3167800
OG0000519	XP_018478870.1, XP_018483108.1, XP_018489094.1, XP_018483106.1	Ag013G1616100, Ag063G5067500, Ag002G0124900, Ag013G1617200, Ag013G1617100, Ag013G1617500
OG0000521	XP_018439875.1	Ag004G0442800, Ag014G2107800, Ag014G2108400, Ag004G0442500
OG0000522	XP_018443166.1, XP_018468105.1	Ag022G2771300, Ag039G4246400
OG0000522	XP_018487234.1, XP_018436713.1, XP_018436724.1, XP_018486838.1	Ag014G1898400
OG0000523	XP_018489870.1	Ag011G1243200
OG0000524	XP_018443613.1	Ag011G1073700
OG0000525	XP_018434492.1, XP_018437578.1, XP_018433131.1	Ag003G0366700
OG0000525	XP_018436432.1	Ag003G0366600
OG0000526	XP_018472587.1	Ag060G5003500, Ag060G5004100
OG0000526	XP_018444690.1	Ag060G5004000, Ag060G5003400
OG0000530	XP_018462526.1, XP_018454889.1, XP_018458021.1, XP_018473532.1, XP_018474787.1, XP_018466331.1, XP_018473534.1, XP_018469288.1, XP_018468689.1, XP_018468599.1, XP_018469285.1	Ag073G5261500, Ag002G0113900, Ag002G0113800, Ag002G0114100, Ag002G0114000, Ag002G0114200, Ag063G5076800, Ag063G5076600, Ag063G5077600, Ag001G0015300, Ag004G0459800, Ag004G0460100
OG0000531	XP_018455706.1, XP_018447590.1, XP_018448708.1	Ag004G0538900, Ag004G0539000, Ag004G0538800, Ag004G0539500
OG0000532	XP_018479385.1, XP_018435888.1	Ag004G0708000, Ag048G4553500, Ag078G5393500
OG0000533	XP_018488036.1	Ag033G3508900, Ag050G4764300
OG0000533	XP_018442508.1, XP_018474981.1, XP_018472631.1, XP_018433834.1, XP_018435890.1	Ag022G2642600
OG0000534	XP_018471524.1, XP_018464109.1	Ag001G0007000, Ag049G4731300
OG0000535	XP_018484120.1	Ag034G4031500, Ag034G4031300
OG0000535	XP_018480141.1, XP_018480143.1, XP_018477360.1	Ag031G3282800, Ag031G3282700, Ag031G3283100
OG0000536	XP_018479580.1	Ag011G1124400, Ag021G2607900, Ag034G3939400
OG0000536	XP_018452656.1, XP_018438317.1	Ag066G5136300
OG0000537	XP_018489230.1, XP_018441276.1	Ag014G1877700
OG0000537	XP_018437326.1, XP_018437186.1	Ag014G1878000, Ag014G1877900, Ag014G1877800
OG0000538	XP_018481709.1	Ag014G2095000, Ag014G2095100
OG0000538	XP_018455270.1, XP_018454093.1, XP_018465879.1	Ag011G1081700
OG0000539	XP_018473559.1	Ag013G1618600, Ag013G1618700, Ag013G1618200
OG0000540	XP_018479850.1, XP_018479853.1	Ag016G2294900, Ag013G1643200
OG0000542	XP_018439009.1, XP_018491722.1	Ag034G3788000
OG0000542	XP_018454408.1	Ag002G0247500
OG0000542	XP_018443990.1	Ag057G4950800, Ag034G4073500
OG0000543	XP_018490113.1	Ag037G4129700
OG0000544	XP_018437858.1, XP_018449799.1, XP_018450039.1	Ag033G3633800, Ag033G3634300, Ag033G3633000, Ag033G3634500, Ag033G3633900, Ag033G3634800, Ag033G3634700, Ag033G3634900, Ag033G3548000, Ag002G0211800, Ag033G3547900, Ag033G3577500
OG0000547	XP_018472876.1	Ag003G0359700, Ag003G0359600, Ag003G0359900
OG0000547	XP_018483075.1, XP_018480920.1	Ag003G0360600
OG0000548	XP_018481623.1	Ag016G2348100, Ag016G2348400
OG0000553	XP_018452119.1, XP_018485998.1, XP_018485651.1	Ag014G2138400, Ag029G3101100
OG0000554	XP_018473196.1, XP_018459369.1	Ag066G5128500, Ag066G5128200, Ag030G3137000
OG0000556	XP_018452815.1	Ag002G0189000, Ag002G0188700, Ag002G0188300, Ag002G0188500, Ag002G0189200
OG0000561	XP_018459117.1, XP_018463751.1, XP_018459745.1, XP_018463510.1	Ag061G5025000
OG0000561	XP_018476741.1, XP_018471720.1, XP_018446092.1	Ag013G1413000
OG0000562	XP_018437867.1, XP_018462994.1, XP_018477951.1, XP_018484054.1, XP_018484055.1	Ag013G1595300
OG0000562	XP_018442594.1, XP_018474506.1, XP_018452733.1, XP_018452746.1, XP_018435839.1	Ag034G3755300
OG0000563	XP_018473212.1, XP_018464505.1, XP_018486517.1, XP_018446223.1, XP_018446224.1, XP_018478040.1	Ag003G0295900
OG0000564	XP_018475681.1, XP_018475680.1, XP_018480589.1, XP_018445197.1, XP_018436737.1, XP_018488753.1, XP_018480555.1, XP_018445198.1	Ag003G0317300
OG0000565	XP_018458285.1	Ag034G3808900
OG0000568	XP_018433679.1	Ag003G0347100
OG0000568	XP_018465053.1	Ag013G1354300
OG0000568	XP_018475001.1	Ag003G0346700, Ag003G0346600, Ag013G1354700, Ag003G0345900
OG0000569	XP_018452221.1, XP_018438951.1	Ag004G0423500
OG0000570	XP_018453519.1, XP_018474295.1, XP_018464497.1, XP_018479483.1, XP_018465923.1, XP_018465913.1, XP_018465861.1	Ag004G0655400, Ag004G0639600
OG0000571	XP_018482282.1, XP_018482019.1	Ag022G2645300
OG0000571	XP_018469189.1, XP_018469223.1	Ag011G1110100, Ag011G1108600, Ag011G1112300, Ag042G4379900
OG0000572	XP_018433234.1	Ag026G2981800
OG0000573	XP_018437960.1	Ag002G0202100, Ag002G0202000
OG0000573	XP_018453097.1, XP_018452882.1	Ag016G2387500
OG0000578	XP_018461499.1	Ag050G4787600
OG0000579	XP_018435059.1, XP_018492659.1	Ag014G1776500
OG0000579	XP_018488647.1, XP_018435125.1, XP_018435123.1, XP_018453172.1	Ag004G0502800
OG0000579	XP_018486362.1	Ag013G1411900
OG0000580	XP_018475509.1, XP_018434184.1, XP_018482204.1	Ag013G1646100
OG0000581	XP_018443856.1, XP_018443863.1, XP_018469498.1, XP_018469696.1	Ag004G0567300
OG0000582	XP_018472292.1, XP_018444489.1	Ag004G0595000, Ag004G0594900
OG0000583	XP_018492076.1, XP_018438284.1	Ag032G3467600
OG0000583	XP_018474070.1	Ag034G3911600
OG0000583	XP_018455904.1	Ag048G4606100
OG0000583	XP_018441399.1, XP_018492431.1	Ag014G1999500
OG0000584	XP_018458070.1, XP_018457997.1, XP_018433159.1	Ag039G4328100, Ag002G0203500
OG0000585	XP_018460408.1, XP_018460409.1	Ag031G3318800, Ag031G3320000, Ag031G3319000, Ag031G3318600, Ag031G3318700, Ag031G3318900
OG0000586	XP_018465646.1	Ag026G2980600, Ag068G5232600
OG0000587	XP_018436118.1, XP_018436117.1	Ag019G2506400, Ag019G2506100
OG0000588	XP_018437338.1	Ag013G1619900
OG0000588	XP_018477378.1, XP_018478433.1, XP_018465973.1	Ag013G1619800
OG0000589	XP_018471829.1, XP_018445980.1, XP_018475606.1	Ag039G4199400, Ag024G2868400, Ag014G1807200, Ag004G0562200
OG0000590	XP_018467540.1, XP_018482660.1, XP_018463777.1, XP_018478017.1, XP_018462819.1, XP_018459109.1, XP_018480457.1	Ag004G0673700
OG0000591	XP_018456679.1	Ag004G0740600
OG0000592	XP_018455901.1	Ag048G4606000
OG0000592	XP_018487295.1	Ag034G3913500, Ag034G3911500
OG0000592	XP_018473971.1	Ag034G3911400
OG0000592	XP_018483709.1	Ag010G1012200
OG0000593	XP_018442174.1, XP_018454471.1	Ag048G4622000
OG0000593	XP_018491756.1, XP_018492689.1, XP_018439825.1, XP_018491766.1	Ag015G2253000, Ag014G2093500
OG0000594	XP_018479075.1	Ag048G4670900
OG0000594	XP_018467791.1, XP_018467792.1	Ag006G0832000
OG0000595	XP_018442454.1	Ag078G5369600
OG0000596	XP_018437962.1, XP_018438419.1, XP_018475378.1, XP_018466192.1, XP_018475132.1	Ag019G2523500, Ag019G2523700
OG0000596	XP_018464020.1, XP_018480919.1, XP_018439349.1	Ag012G1334800
OG0000597	XP_018481732.1, XP_018481730.1	Ag034G4050600, Ag034G4050500
OG0000597	XP_018481296.1	Ag031G3364500
OG0000598	XP_018489191.1	Ag042G4409900, Ag066G5131100
OG0000599	XP_018491465.1	Ag011G1151000
OG0000599	XP_018438974.1, XP_018481177.1, XP_018484483.1, XP_018450465.1, XP_018448137.1, XP_018471562.1	Ag011G1043800
OG0000600	XP_018480465.1, XP_018487163.1	Ag034G3673800
OG0000600	XP_018478525.1	Ag038G4167100, Ag014G1838100
OG0000601	XP_018466769.1, XP_018476102.1, XP_018483976.1, XP_018433124.1, XP_018441302.1	Ag003G0403800, Ag034G3781500
OG0000602	XP_018487247.1, XP_018448341.1, XP_018490150.1, XP_018490178.1	Ag014G1859100
OG0000602	XP_018469382.1	Ag011G1181100, Ag011G1181400
OG0000602	XP_018469489.1	Ag011G1179500, Ag011G1179700
OG0000603	XP_018455126.1, XP_018455103.1	Ag034G3727400, Ag034G3722300
OG0000604	XP_018478493.1	Ag073G5262400
OG0000605	XP_018474771.1, XP_018476127.1	Ag002G0259000
OG0000605	XP_018449928.1, XP_018451654.1, XP_018455384.1, XP_018474439.1	Ag019G2498200
OG0000606	XP_018460124.1	Ag011G1105800
OG0000613	XP_018440083.1, XP_018490689.1, XP_018491115.1	Ag014G1903400, Ag039G4230200, Ag047G4547400, Ag046G4535100
OG0000613	XP_018472032.1, XP_018476362.1	Ag004G0577600, Ag022G2756200
OG0000615	XP_018461407.1, XP_018486630.1	Ag048G4609700
OG0000616	XP_018464660.1	Ag011G1261500
OG0000616	XP_018485049.1	Ag034G3962900
OG0000616	XP_018466372.1	Ag004G0497900
OG0000617	XP_018442912.1	Ag022G2705100
OG0000617	XP_018444806.1	Ag022G2704900
OG0000617	XP_018475461.1, XP_018475458.1, XP_018444546.1, XP_018445851.1	Ag022G2705000, Ag022G2704700
OG0000618	XP_018474431.1	Ag022G2792600
OG0000618	XP_018491324.1, XP_018489797.1	Ag014G1939900
OG0000619	XP_018450331.1	Ag032G3420600
OG0000619	XP_018469438.1	Ag034G4065500
OG0000619	XP_018450334.1, XP_018450338.1, XP_018482906.1	Ag027G3016400, Ag002G0237200
OG0000620	XP_018454642.1, XP_018480460.1, XP_018479501.1, XP_018461697.1	Ag037G4138700, Ag016G2316200
OG0000621	XP_018473380.1	Ag031G3291200
OG0000621	XP_018480137.1	Ag031G3290600
OG0000622	XP_018472792.1	Ag039G4319200, Ag039G4319500
OG0000622	XP_018486429.1	Ag031G3391600
OG0000623	XP_018487216.1, XP_018433150.1	Ag086G5420700, Ag042G4378600
OG0000623	XP_018460127.1, XP_018447714.1, XP_018485259.1	Ag011G1106400
OG0000624	XP_018440514.1, XP_018436414.1	Ag003G0354000
OG0000625	XP_018488440.1, XP_018486180.1	Ag014G1964600, Ag014G1964400
OG0000626	XP_018447876.1, XP_018481892.1, XP_018477688.1, XP_018458808.1	Ag034G3836100
OG0000627	XP_018438947.1	Ag002G0234300
OG0000628	XP_018479037.1, XP_018448451.1, XP_018448450.1	Ag011G1214300, Ag011G1215500, Ag011G1215300, Ag011G1214600
OG0000633	XP_018473875.1	Ag033G3577700, Ag033G3578400
OG0000634	XP_018446933.1, XP_018467879.1, XP_018467876.1	Ag050G4768900
OG0000635	XP_018444701.1	Ag004G0610700
OG0000635	XP_018449274.1, XP_018489056.1, XP_018482187.1, XP_018487239.1, XP_018469024.1	Ag034G3751600, Ag034G3751700
OG0000636	XP_018461609.1, XP_018457938.1, XP_018455160.1, XP_018455156.1, XP_018475363.1	Ag004G0632000
OG0000637	XP_018468157.1, XP_018487285.1	Ag089G5448700
OG0000637	XP_018477213.1	Ag039G4311000
OG0000638	XP_018472831.1, XP_018457895.1, XP_018461614.1, XP_018452654.1	Ag004G0632500
OG0000639	XP_018446165.1	Ag031G3204100
OG0000639	XP_018442037.1, XP_018442016.1, XP_018465207.1, XP_018465847.1	Ag003G0308500
OG0000641	XP_018456813.1, XP_018474802.1, XP_018476206.1	Ag004G0712000
OG0000641	XP_018470644.1	Ag065G5118500, Ag042G4429500
OG0000642	XP_018472634.1	Ag003G0306100, Ag022G2698300, Ag003G0306000
OG0000642	XP_018444275.1, XP_018444957.1, XP_018445164.1	Ag003G0305900
OG0000642	XP_018466693.1, XP_018441003.1	Ag003G0306400
OG0000643	XP_018437364.1, XP_018446142.1, XP_018473354.1, XP_018432649.1, XP_018460139.1, XP_018434551.1, XP_018471930.1	Ag014G1900600, Ag022G2765000
OG0000644	XP_018453693.1	Ag050G4763100
OG0000645	XP_018448205.1, XP_018484425.1, XP_018482290.1, XP_018482288.1, XP_018450182.1	Ag031G3299300
OG0000646	XP_018493523.1, XP_018442533.1	Ag031G3391800
OG0000646	XP_018476950.1, XP_018439645.1, XP_018439899.1, XP_018439898.1, XP_018439643.1	Ag039G4319600, Ag039G4319700
OG0000648	XP_018469432.1	Ag014G1890500
OG0000648	XP_018479662.1	Ag014G1890600
OG0000649	XP_018441574.1, XP_018446748.1	Ag034G3938500
OG0000649	XP_018450245.1, XP_018492088.1, XP_018433971.1, XP_018439687.1, XP_018489685.1	Ag014G2072200
OG0000650	XP_018464617.1	Ag014G2104500
OG0000650	XP_018483104.1	Ag011G1219200
OG0000652	XP_018490659.1, XP_018493208.1, XP_018490663.1, XP_018493211.1	Ag014G1795800
OG0000652	XP_018445142.1	Ag013G1373700
OG0000653	XP_018471124.1, XP_018473547.1, XP_018476081.1, XP_018442038.1, XP_018460339.1, XP_018486697.1, XP_018486735.1, XP_018445227.1, XP_018478042.1	Ag003G0283900, Ag013G1579800, Ag031G3176400
OG0000655	XP_018461418.1	Ag013G1738900
OG0000655	XP_018461417.1, XP_018461419.1, XP_018483127.1, XP_018483126.1, XP_018439700.1	Ag014G1996600
OG0000656	XP_018457043.1, XP_018457040.1, XP_018441632.1, XP_018478851.1	Ag062G5059700
OG0000658	XP_018480675.1, XP_018481221.1, XP_018484740.1, XP_018484707.1, XP_018454544.1, XP_018456988.1, XP_018434447.1	Ag004G0514400, Ag004G0513300
OG0000659	XP_018468796.1, XP_018466180.1	Ag004G0697400
OG0000660	XP_018463195.1, XP_018453569.1	Ag004G0727700
OG0000660	XP_018466349.1	Ag004G0728600, Ag004G0728700
OG0000661	XP_018433204.1, XP_018478107.1	Ag003G0284500
OG0000661	XP_018450702.1, XP_018492614.1	Ag034G3673300
OG0000661	XP_018451972.1	Ag022G2630600
OG0000662	XP_018459725.1	Ag048G4584500, Ag034G3795700
OG0000663	XP_018447363.1, XP_018433501.1, XP_018473549.1	Ag034G3946800
OG0000663	XP_018468147.1, XP_018443048.1, XP_018443041.1	Ag078G5368100
OG0000664	XP_018455787.1	Ag063G5068300
OG0000664	XP_018460477.1, XP_018455501.1	Ag002G0126900, Ag002G0127000, Ag063G5066000
OG0000665	XP_018486255.1	Ag014G2026300
OG0000666	XP_018447147.1	Ag077G5318900, Ag033G3489600, Ag077G5318400, Ag033G3489200, Ag050G4791300, Ag033G3488800, Ag077G5317900
OG0000666	XP_018467740.1, XP_018451679.1, XP_018451677.1, XP_018482621.1, XP_018482619.1	Ag033G3488200, Ag077G5317400
OG0000666	XP_018450048.1	Ag077G5317200, Ag033G3488100
OG0000667	XP_018488450.1, XP_018443963.1, XP_018480632.1, XP_018488422.1, XP_018467498.1	Ag003G0323900
OG0000668	XP_018444563.1, XP_018435555.1	Ag031G3292200
OG0000669	XP_018493577.1, XP_018459682.1, XP_018458870.1, XP_018463905.1, XP_018473027.1, XP_018441333.1	Ag002G0094800, Ag052G4865000, Ag031G3406800, Ag015G2269300, Ag034G3901200, Ag034G4028600
OG0000670	XP_018484849.1, XP_018481244.1	Ag039G4247400, Ag039G4244500, Ag039G4247200, Ag039G4247100, Ag039G4244600
OG0000672	XP_018482404.1, XP_018435261.1	Ag021G2621600
OG0000673	XP_018479136.1, XP_018490077.1, XP_018490078.1, XP_018487839.1	Ag034G3710900, Ag034G3710300
OG0000673	XP_018490199.1, XP_018490200.1, XP_018438500.1, XP_018449908.1, XP_018450033.1	Ag034G3710700, Ag034G3710800, Ag034G3710600, Ag034G3710400, Ag034G3710500
OG0000678	XP_018471739.1, XP_018471735.1, XP_018471587.1, XP_018471182.1, XP_018446423.1, XP_018443363.1, XP_018476619.1	Ag016G2401300, Ag066G5165500, Ag013G1550600, Ag016G2401400, Ag066G5165300
OG0000679	XP_018473291.1, XP_018473277.1	Ag034G3895500
OG0000679	XP_018480436.1	Ag013G1658700
OG0000680	XP_018477897.1, XP_018441447.1, XP_018459901.1, XP_018476722.1, XP_018461356.1	Ag023G2816800
OG0000680	XP_018493025.1, XP_018435471.1	Ag013G1729700
OG0000681	XP_018446065.1, XP_018446062.1	Ag048G4554100
OG0000681	XP_018492767.1, XP_018440843.1	Ag014G2023400
OG0000681	XP_018451227.1, XP_018492654.1, XP_018434253.1	Ag001G0078500
OG0000682	XP_018437933.1, XP_018436307.1	Ag002G0182900, Ag003G0392700
OG0000683	XP_018439099.1	Ag009G0973300, Ag041G4363300
OG0000683	XP_018433504.1, XP_018488830.1	Ag014G1774500
OG0000683	XP_018482043.1	Ag061G5024200
OG0000684	XP_018463536.1	Ag003G0376100
OG0000684	XP_018480161.1, XP_018480159.1, XP_018488031.1, XP_018485396.1	Ag031G3260000
OG0000685	XP_018440368.1, XP_018440291.1, XP_018438271.1, XP_018491252.1	Ag014G1784500
OG0000685	XP_018454893.1, XP_018469201.1	Ag020G2563800
OG0000686	XP_018434114.1, XP_018437792.1	Ag018G2471100
OG0000686	XP_018450980.1, XP_018450440.1	Ag039G4239800
OG0000687	XP_018489215.1, XP_018490091.1	Ag016G2363500, Ag016G2363400
OG0000689	XP_018461805.1	Ag074G5268300, Ag035G4079700, Ag066G5160700
OG0000690	XP_018444799.1, XP_018462037.1	Ag013G1361600, Ag011G1195300
OG0000691	XP_018445411.1	Ag013G1404100
OG0000691	XP_018443082.1	Ag013G1404000
OG0000691	XP_018489226.1	Ag014G1781800
OG0000692	XP_018479257.1	Ag019G2488400, Ag001G0030900, Ag001G0030800, Ag001G0030700, Ag013G1437200, Ag013G1437400, Ag013G1437000, Ag013G1436900, Ag013G1437500, Ag013G1436800, Ag013G1437300, Ag013G1437100, Ag013G1437600, Ag002G0192800, Ag014G2074700, Ag014G2075200, Ag017G2419300, Ag017G2417000, Ag048G4713500, Ag048G4713700, Ag048G4713800, Ag054G4874800, Ag013G1606600, Ag013G1416600, Ag013G1703500, Ag013G1703400
OG0000693	XP_018482876.1, XP_018482877.1, XP_018482875.1, XP_018475758.1, XP_018475759.1, XP_018475757.1	Ag013G1649500, Ag013G1650000
OG0000694	XP_018477291.1, XP_018482998.1	Ag013G1661100
OG0000695	XP_018460245.1, XP_018453706.1, XP_018480612.1, XP_018478174.1	Ag031G3139900, Ag062G5063000
OG0000695	XP_018464208.1, XP_018444964.1, XP_018476409.1	Ag003G0326100
OG0000696	XP_018470366.1, XP_018470364.1	Ag010G1014900
OG0000697	XP_018469452.1, XP_018469278.1	Ag004G0627200, Ag004G0625800, Ag004G0626600, Ag004G0626100, Ag004G0626700, Ag004G0627300, Ag004G0627400, Ag004G0595400, Ag004G0628000, Ag004G0628100
OG0000698	XP_018436939.1	Ag004G0711000, Ag065G5119200, Ag042G4428900
OG0000699	XP_018435523.1	Ag019G2500400
OG0000700	XP_018448838.1, XP_018488108.1, XP_018489248.1	Ag001G0053100
OG0000700	XP_018487331.1, XP_018486600.1, XP_018480112.1, XP_018480123.1	Ag001G0040600, Ag001G0041100, Ag001G0041400, Ag033G3525100, Ag060G5012400, Ag025G2927500, Ag057G4961900
OG0000701	XP_018490610.1	Ag031G3263800, Ag031G3264100
OG0000701	XP_018482457.1, XP_018479661.1, XP_018434146.1	Ag039G4217900
OG0000702	XP_018441016.1	Ag003G0402300
OG0000702	XP_018458785.1, XP_018493251.1, XP_018458786.1, XP_018442463.1	Ag031G3295300
OG0000703	XP_018477722.1, XP_018433722.1	Ag039G4225100
OG0000703	XP_018478381.1	Ag031G3336000
OG0000704	XP_018458834.1, XP_018446382.1, XP_018481425.1, XP_018486259.1, XP_018464828.1	Ag031G3384100, Ag002G0194300, Ag025G2909700, Ag038G4168800
OG0000705	XP_018466888.1, XP_018476681.1	Ag039G4220000
OG0000706	XP_018437511.1, XP_018481594.1	Ag003G0299000
OG0000706	XP_018452409.1, XP_018452545.1	Ag019G2508600
OG0000706	XP_018492302.1, XP_018432605.1	Ag034G3664400
OG0000707	XP_018461824.1, XP_018441961.1, XP_018477601.1, XP_018463229.1, XP_018473095.1	Ag003G0348400, Ag003G0348500
OG0000708	XP_018440478.1	Ag014G2031200
OG0000708	XP_018486986.1	Ag014G2031100
OG0000708	XP_018491619.1	Ag014G2031400, Ag014G2031600
OG0000709	XP_018457142.1, XP_018457143.1	Ag036G4099300
OG0000710	XP_018474661.1, XP_018436003.1	Ag065G5125600
OG0000713	XP_018458399.1, XP_018460227.1, XP_018475819.1, XP_018453872.1, XP_018453870.1, XP_018458513.1	Ag031G3295400
OG0000714	XP_018438597.1, XP_018479820.1, XP_018464135.1, XP_018479819.1, XP_018487383.1, XP_018473614.1	Ag013G1603500
OG0000715	XP_018480663.1	Ag004G0528900
OG0000715	XP_018477963.1, XP_018481799.1, XP_018468441.1, XP_018464528.1	Ag004G0529000
OG0000716	XP_018451827.1	Ag032G3434800
OG0000716	XP_018486599.1	Ag014G1967500
OG0000716	XP_018476220.1	Ag004G0714000
OG0000717	XP_018445312.1, XP_018447724.1, XP_018467325.1, XP_018434259.1, XP_018447730.1	Ag034G3859900
OG0000717	XP_018452425.1, XP_018446056.1, XP_018442214.1, XP_018442301.1	Ag057G4958100
OG0000718	XP_018435104.1, XP_018435153.1	Ag023G2839600
OG0000719	XP_018476835.1, XP_018449581.1	Ag051G4810000
OG0000720	XP_018460340.1, XP_018484503.1, XP_018484502.1	Ag031G3178100, Ag031G3177700
OG0000722	XP_018475440.1, XP_018474227.1, XP_018472842.1	Ag014G1774600, Ag014G1775400
OG0000723	XP_018480604.1, XP_018462738.1, XP_018437620.1, XP_018462615.1	Ag014G2136100
OG0000724	XP_018474497.1, XP_018450560.1, XP_018450559.1	Ag034G3691500
OG0000725	XP_018464502.1, XP_018458859.1, XP_018487587.1, XP_018487586.1, XP_018458858.1, XP_018463251.1	Ag011G1129200
OG0000728	XP_018475637.1, XP_018461386.1	Ag013G1359900
OG0000728	XP_018487399.1	Ag014G1802700
OG0000728	XP_018487392.1	Ag013G1359800, Ag014G1802900
OG0000730	XP_018439634.1	Ag013G1658800
OG0000730	XP_018436659.1	Ag034G3895400
OG0000731	XP_018466630.1, XP_018465812.1	Ag013G1734600
OG0000732	XP_018434704.1	Ag004G0540400
OG0000732	XP_018489695.1, XP_018491638.1	Ag004G0446700
OG0000733	XP_018432828.1, XP_018456391.1, XP_018468500.1, XP_018482452.1, XP_018446604.1, XP_018473438.1	Ag022G2744500
OG0000735	XP_018475412.1, XP_018443417.1, XP_018444324.1, XP_018473962.1, XP_018469698.1	Ag004G0601600, Ag006G0799000, Ag011G1234300
OG0000736	XP_018473397.1, XP_018468713.1, XP_018474681.1	Ag004G0646000
OG0000736	XP_018466515.1	Ag004G0646800, Ag004G0646700
OG0000737	XP_018457330.1, XP_018457360.1, XP_018476448.1	Ag022G2640300
OG0000738	XP_018444424.1	Ag022G2748500
OG0000738	XP_018483482.1	Ag054G4888900
