Orthogroup	Raphanus_sativus	Conringia_planisiliqua
OG0001140	XP_018477760.1, XP_018480129.1, XP_018477759.1, XP_018445857.1	CP9_g29313_DN3_SP0_c.t1
OG0001141	XP_018462817.1	CP13_g19598_DN3_SP1_c.t1
OG0001141	XP_018462460.1, XP_018488197.1	CP1_g37765_DN3_SP2_c.t1
OG0001142	XP_018490576.1	CP7_g45469_DN3_SP0_c.t1
OG0001142	XP_018452966.1	CP9_g28703_DN3_SP2_c.t1
OG0001143	XP_018449572.1	CP7_g45800_DN3_SP0_c.t1
OG0001144	XP_018451523.1, XP_018439320.1	CP7_g46399_DN3_SP8_c.t1
OG0001145	XP_018452258.1, XP_018452268.1, XP_018446934.1, XP_018465048.1	CP9_g28955_DN3_SP8_c.t1
OG0001145	XP_018447351.1, XP_018447350.1, XP_018488466.1, XP_018432733.1	CP7_g45961_DN3_SP8_c.t1
OG0001148	XP_018483668.1	CP2_g48849_DN3_SP8_c.t1
OG0001148	XP_018484726.1	CP5_g1599_DN3_SP0_c.t1
OG0001150	XP_018446193.1, XP_018490477.1, XP_018491007.1	CP3_g13234_DN3_SP0_c.t1
OG0001150	XP_018438034.1, XP_018438223.1, XP_018475250.1, XP_018475258.1, XP_018465208.1	CP4_g24091_DN3_SP0_c.t1
OG0001151	XP_018482059.1, XP_018465594.1, XP_018467285.1, XP_018474803.1	CP4_g24218_DN3_SP0_c.t1
OG0001151	XP_018485142.1, XP_018443593.1, XP_018489522.1	CP3_g13332_DN3_SP0_c.t1
OG0001152	XP_018475530.1, XP_018441098.1, XP_018493147.1, XP_018459600.1, XP_018460708.1	CP3_g13433_DN3_SP7_c.t1
OG0001153	XP_018459226.1, XP_018462535.1, XP_018432719.1	CP3_g13714_DN3_SP0_c.t1, CP13_g20423_DN2_SP0_c.t1
OG0001153	XP_018433749.1, XP_018463991.1	CP4_g24661_DN3_SP0_c.t1
OG0001154	XP_018438973.1	CP16_g54789_DN3_SP6_c.t1
OG0001154	XP_018450459.1, XP_018451466.1, XP_018484232.1	CP5_g105_DN3_SP8_c.t1
OG0001156	XP_018492075.1, XP_018456643.1, XP_018434436.1, XP_018483401.1, XP_018437455.1, XP_018438913.1	CP2_g48642_DN3_SP8_c.t1
OG0001157	XP_018435060.1	CP4_g24043_DN3_SP8_c.t1
OG0001157	XP_018434439.1	CP4_g24044_DN3_SP5_c.t1
OG0001157	XP_018438022.1	CP4_g24045_DN3_SP1_c.t1
OG0001160	XP_018444469.1, XP_018476775.1, XP_018461628.1, XP_018471678.1	CP8_g54515_DN3_SP8_c.t1
OG0001160	XP_018441868.1	CP10_g42392_DN3_SP8_c.t1
OG0001161	XP_018441244.1, XP_018432846.1	CP10_g42411_DN3_SP8_c.t1
OG0001162	XP_018486357.1, XP_018438328.1	CP1_g37525_DN3_SP5_c.t1
OG0001162	XP_018454447.1, XP_018461976.1	CP2_g49015_DN3_SP4_c.t1
OG0001162	XP_018463086.1	CP2_g49013_DN3_SP0_c.t1
OG0001163	XP_018471622.1	CP1_g37727_DN3_SP0_c.t1
OG0001163	XP_018471892.1	CP1_g37728_DN3_SP0_c.t1
OG0001163	XP_018437618.1, XP_018437616.1	CP1_g37729_DN3_SP0_c.t1
OG0001164	XP_018456104.1	CP9_g29408_DN3_SP1_c.t1
OG0001164	XP_018447984.1, XP_018447904.1, XP_018447946.1, XP_018434826.1, XP_018449083.1	CP7_g45588_DN3_SP6_c.t1
OG0001166	XP_018436815.1, XP_018490133.1	CP12_g30165_DN2_SP0_c.t1
OG0001166	XP_018490929.1	CP1_g38242_DN2_SP0_c.t1, CP20_g4096_DN3_SP0_c.t1
OG0001167	XP_018454587.1	CP6_g8812_DN3_SP0_c.t1
OG0001167	XP_018449401.1	CP6_g9463_DN3_SP0_c.t1
OG0001168	XP_018471129.1, XP_018447832.1, XP_018478270.1	CP5_g543_DN3_SP8_c.t1
OG0001168	XP_018471127.1	CP5_g542_DN3_SP1_c.t1
OG0001169	XP_018470811.1, XP_018483752.1, XP_018459256.1	CP5_g675_DN3_SP8_c.t1
OG0001169	XP_018490588.1	CP15_g35128_DN3_SP1_c.t1
OG0001169	XP_018464566.1	CP15_g35171_DN3_SP2_c.t1
OG0001170	XP_018442479.1, XP_018444333.1	CP11_g33584_DN3_SP0_c.t1
OG0001170	XP_018458956.1, XP_018464695.1	CP20_g4311_DN3_SP0_c.t1, CP20_g4266_DN3_SP0_c.t1
OG0001174	XP_018474794.1, XP_018452168.1	CP20_g4399_DN3_SP7_c.t1
OG0001174	XP_018478670.1, XP_018478611.1, XP_018471581.1	CP19_g18384_DN3_SP8_c.t1
OG0001175	XP_018474864.1, XP_018475126.1, XP_018442177.1	CP11_g32392_DN3_SP8_c.t1
OG0001175	XP_018437242.1, XP_018460307.1, XP_018460304.1, XP_018490821.1	CP10_g42228_DN3_SP8_c.t1
OG0001176	XP_018489743.1, XP_018441361.1, XP_018493378.1	CP10_g42223_DN3_SP8_c.t1
OG0001176	XP_018446813.1, XP_018476865.1	CP11_g32398_DN3_SP8_c.t1
OG0001177	XP_018445830.1, XP_018470895.1, XP_018474742.1	CP11_g32715_DN3_SP7_c.t1
OG0001177	XP_018442459.1, XP_018447814.1	CP8_g54398_DN3_SP7_c.t1
OG0001178	XP_018446855.1, XP_018468596.1	CP11_g32936_DN3_SP6_c.t1
OG0001178	XP_018439358.1, XP_018458200.1, XP_018491643.1, XP_018491637.1	CP2_g47811_DN3_SP0_c.t1
OG0001179	XP_018486330.1, XP_018486336.1, XP_018452445.1	CP2_g47843_DN3_SP5_c.t1
OG0001179	XP_018437533.1	CP5_g156_DN3_SP0_c.t1
OG0001179	XP_018468451.1	CP11_g32959_DN3_SP2_c.t1
OG0001181	XP_018436673.1	CP3_g14276_DN3_SP0_c.t1
OG0001181	XP_018481600.1	CP9_g28336_DN3_SP0_c.t1, CP3_g14279_DN3_SP2_c.t1
OG0001182	XP_018486206.1	CP1_g38652_DN3_SP6_c.t1
OG0001182	XP_018455089.1	CP13_g20434_DN3_SP8_c.t1
OG0001182	XP_018446199.1	CP9_g29182_DN3_SP8_c.t1
OG0001183	XP_018474095.1, XP_018474094.1	CP4_g25317_DN3_SP0_c.t1
OG0001183	XP_018451330.1, XP_018451299.1, XP_018436174.1	CP7_g44977_DN3_SP0_c.t1
OG0001184	XP_018439777.1	CP4_g25185_DN3_SP8_c.t1
OG0001184	XP_018479159.1	CP7_g44718_DN3_SP8_c.t1
OG0001185	XP_018489764.1, XP_018491200.1, XP_018489766.1, XP_018437909.1, XP_018457011.1, XP_018455239.1	CP2_g47713_DN3_SP8_c.t1
OG0001185	XP_018481662.1, XP_018463653.1	CP3_g14406_DN3_SP6_c.t1
OG0001186	XP_018482064.1, XP_018462961.1, XP_018478164.1	CP2_g48292_DN3_SP6_c.t1
OG0001186	XP_018434134.1, XP_018493448.1	CP3_g14505_DN3_SP7_c.t1
OG0001189	XP_018465831.1	CP8_g54374_DN3_SP2_c.t1
OG0001189	XP_018461640.1, XP_018445339.1	CP9_g28271_DN2_SP0_c.t1
OG0001190	XP_018444052.1	CP5_g1250_DN3_SP6_c.t1
OG0001190	XP_018468112.1, XP_018465018.1, XP_018448092.1, XP_018473294.1	CP8_g53381_DN3_SP3_c.t1
OG0001191	XP_018470306.1	CP5_g1235_DN3_SP3_c.t1
OG0001191	XP_018478032.1, XP_018476575.1	CP8_g53389_DN3_SP1_c.t1
OG0001193	XP_018451855.1, XP_018440054.1	CP7_g46464_DN3_SP6_c.t1
OG0001193	XP_018487273.1, XP_018486296.1, XP_018487338.1	CP10_g43242_DN3_SP7_c.t1
OG0001194	XP_018458497.1, XP_018445814.1, XP_018443067.1	CP9_g29108_DN3_SP7_c.t1
OG0001194	XP_018447868.1, XP_018447660.1	CP7_g45866_DN3_SP4_c.t1
OG0001195	XP_018491374.1	CP12_g31287_DN3_SP7_c.t1
OG0001195	XP_018433776.1	CP13_g19239_DN3_SP4_c.t1
OG0001196	XP_018436954.1	CP13_g19302_DN3_SP0_c.t1
OG0001196	XP_018478365.1, XP_018480847.1	CP19_g17942_DN3_SP0_c.t1
OG0001198	XP_018471894.1, XP_018460181.1	CP9_g28834_DN3_SP0_c.t1
OG0001198	XP_018475361.1	CP4_g25173_DN3_SP0_c.t1
OG0001198	XP_018454393.1, XP_018446248.1	CP9_g28831_DN3_SP0_c.t1
OG0001199	XP_018447495.1, XP_018468897.1, XP_018483857.1	CP6_g7039_DN3_SP0_c.t1
OG0001199	XP_018478656.1, XP_018452254.1	CP13_g19824_DN3_SP0_c.t1
OG0001200	XP_018468370.1	CP6_g7086_DN3_SP3_c.t1
OG0001200	XP_018459246.1, XP_018468291.1	CP6_g7087_DN3_SP1_c.t1
OG0001201	XP_018450871.1, XP_018463146.1, XP_018450766.1	CP19_g18455_DN3_SP8_c.t1
OG0001202	XP_018470827.1, XP_018468403.1	CP6_g7158_DN3_SP1_c.t1
OG0001203	XP_018450578.1, XP_018480373.1, XP_018440173.1, XP_018485038.1	CP3_g14248_DN3_SP0_c.t1
OG0001203	XP_018441256.1, XP_018437504.1	CP2_g47561_DN3_SP0_c.t1
OG0001204	XP_018491599.1, XP_018491670.1	CP3_g13273_DN3_SP0_c.t1
OG0001205	XP_018461829.1	CP4_g24312_DN3_SP8_c.t1
OG0001205	XP_018491108.1, XP_018491107.1, XP_018445552.1	CP3_g13391_DN3_SP8_c.t1
OG0001206	XP_018459989.1, XP_018442569.1, XP_018459988.1	CP6_g7942_DN3_SP0_c.t1
OG0001207	XP_018485834.1, XP_018477358.1, XP_018445261.1, XP_018445167.1	CP3_g13530_DN3_SP8_c.t1
OG0001207	XP_018474718.1, XP_018475040.1, XP_018435209.1	CP4_g24488_DN3_SP2_c.t1
OG0001208	XP_018472926.1	CP4_g24520_DN3_SP8_c.t1
OG0001208	XP_018443004.1, XP_018444960.1, XP_018477873.1, XP_018444961.1, XP_018486062.1	CP3_g13545_DN3_SP8_c.t1
OG0001209	XP_018445717.1, XP_018491914.1, XP_018491911.1, XP_018477049.1	CP3_g13556_DN3_SP0_c.t1
OG0001209	XP_018478660.1, XP_018482622.1, XP_018433733.1	CP4_g24505_DN3_SP0_c.t1
OG0001210	XP_018439646.1, XP_018437500.1, XP_018474976.1	CP4_g25019_DN3_SP8_c.t1
OG0001210	XP_018464954.1	CP3_g14015_DN3_SP8_c.t1
OG0001212	XP_018464705.1, XP_018436401.1, XP_018436400.1	CP5_g1747_DN3_SP0_c.t1, CP5_g1754_DN3_SP0_c.t1, CP22_g17324_DN3_SP0_c.t1, CP22_g17316_DN1_SP0_c.t1
OG0001212	XP_018467210.1, XP_018464225.1	CP4_g24747_DN2_SP0_c.t1
OG0001213	XP_018487418.1, XP_018492643.1	CP19_g18408_DN3_SP0_c.t1
OG0001214	XP_018492484.1, XP_018493554.1	CP10_g42682_DN3_SP0_c.t1
OG0001214	XP_018462135.1, XP_018434287.1, XP_018463316.1, XP_018478356.1, XP_018453171.1	CP2_g48704_DN2_SP0_c.t1
OG0001215	XP_018493365.1	CP10_g42901_DN3_SP1_c.t1
OG0001215	XP_018437201.1, XP_018437390.1, XP_018481231.1	CP6_g7402_DN3_SP0_c.t1, CP4_g23937_DN3_SP0_c.t1
OG0001216	XP_018434145.1, XP_018491136.1, XP_018492912.1	CP12_g30222_DN3_SP8_c.t1
OG0001216	XP_018447239.1, XP_018459861.1	CP1_g38178_DN3_SP8_c.t1
OG0001217	XP_018481475.1, XP_018479090.1	CP3_g13398_DN3_SP0_c.t1, CP3_g13427_DN3_SP0_c.t1
OG0001218	XP_018489696.1, XP_018489618.1, XP_018464669.1	CP7_g44561_DN3_SP0_c.t1
OG0001218	XP_018439618.1	CP20_g4201_DN1_SP0_c.t1, CP20_g4200_DN3_SP0_c.t1
OG0001219	XP_018446276.1, XP_018468567.1, XP_018468581.1	CP11_g33011_DN3_SP0_c.t1
OG0001220	XP_018477486.1, XP_018470702.1	CP5_g876_DN3_SP2_c.t1
OG0001221	XP_018483546.1	CP13_g19743_DN3_SP1_c.t1
OG0001221	XP_018457008.1, XP_018455946.1	CP13_g19745_DN3_SP0_c.t1
OG0001222	XP_018490047.1, XP_018453378.1	CP10_g43734_DN3_SP0_c.t1
OG0001222	XP_018448120.1, XP_018459445.1, XP_018454959.1, XP_018480787.1	CP5_g405_DN3_SP0_c.t1
OG0001223	XP_018442036.1, XP_018473922.1, XP_018473945.1, XP_018493142.1, XP_018473959.1, XP_018473951.1, XP_018473930.1, XP_018462801.1	CP7_g45303_DN3_SP0_c.t1
OG0001223	XP_018450651.1, XP_018450655.1	CP5_g832_DN3_SP0_c.t1
OG0001224	XP_018449922.1, XP_018455685.1, XP_018488606.1, XP_018455693.1, XP_018455916.1, XP_018454169.1	CP2_g50044_DN3_SP2_c.t1
OG0001231	XP_018441770.1	CP10_g42305_DN3_SP5_c.t1
OG0001231	XP_018471108.1, XP_018471084.1, XP_018446328.1, XP_018458863.1	CP11_g32264_DN3_SP8_c.t1
OG0001232	XP_018456849.1	CP11_g32478_DN3_SP0_c.t1
OG0001233	XP_018483181.1, XP_018481626.1	CP5_g1307_DN3_SP0_c.t1
OG0001233	XP_018449515.1, XP_018450911.1, XP_018455290.1	CP5_g1305_DN3_SP0_c.t1
OG0001234	XP_018474464.1, XP_018474465.1, XP_018492900.1, XP_018440165.1, XP_018472603.1, XP_018474463.1, XP_018470766.1	CP11_g32844_DN3_SP8_c.t1
OG0001235	XP_018446409.1, XP_018476389.1, XP_018462547.1	CP11_g33026_DN3_SP8_c.t1
OG0001235	XP_018457299.1, XP_018492974.1, XP_018492975.1	CP2_g47939_DN3_SP8_c.t1
OG0001236	XP_018487093.1, XP_018487091.1	CP10_g42773_DN3_SP5_c.t1
OG0001240	XP_018436042.1, XP_018465449.1	CP1_g36595_DN1_SP0_c.t1
OG0001240	XP_018482277.1	CP4_g25490_DN1_SP0_c.t1
OG0001241	XP_018475852.1, XP_018462020.1, XP_018483706.1, XP_018439703.1	CP4_g25486_DN3_SP8_c.t1
OG0001242	XP_018470515.1	CP7_g45013_DN3_SP1_c.t1
OG0001242	XP_018479883.1, XP_018479882.1, XP_018484357.1	CP4_g25339_DN3_SP0_c.t1
OG0001243	XP_018456641.1	CP2_g48639_DN3_SP7_c.t1
OG0001243	XP_018437970.1, XP_018463757.1, XP_018452245.1	CP2_g48638_DN3_SP7_c.t1
OG0001244	XP_018488958.1	CP2_g47689_DN3_SP8_c.t1
OG0001244	XP_018481072.1, XP_018481057.1	CP3_g14389_DN3_SP6_c.t1
OG0001245	XP_018435216.1, XP_018489801.1	CP2_g47934_DN3_SP0_c.t1
OG0001246	XP_018446783.1, XP_018442884.1, XP_018461681.1	CP9_g28292_DN3_SP8_c.t1
OG0001247	XP_018439421.1, XP_018492573.1	CP2_g48124_DN3_SP6_c.t1
OG0001247	XP_018470706.1, XP_018476180.1	CP11_g33162_DN3_SP6_c.t1
OG0001248	XP_018471573.1, XP_018446563.1	CP8_g54187_DN3_SP6_c.t1
OG0001248	XP_018476224.1	CP3_g15549_DN3_SP7_c.t1
OG0001249	XP_018456743.1	CP8_g53840_DN3_SP0_c.t1
OG0001249	XP_018446818.1	CP11_g33193_DN3_SP0_c.t1
OG0001249	XP_018471687.1	CP11_g33194_DN2_SP0_c.t1
OG0001250	XP_018455913.1, XP_018454173.1	CP2_g49524_DN3_SP0_c.t1
OG0001251	XP_018483712.1, XP_018444062.1, XP_018469271.1, XP_018473295.1, XP_018448093.1	CP5_g1251_DN3_SP0_c.t1
OG0001252	XP_018461885.1, XP_018476355.1, XP_018456767.1	CP11_g32059_DN3_SP8_c.t1
OG0001252	XP_018437202.1	CP1_g36778_DN3_SP2_c.t1
OG0001253	XP_018473282.1, XP_018466094.1, XP_018473280.1, XP_018456961.1	CP11_g32024_DN3_SP0_c.t1
OG0001254	XP_018488308.1, XP_018435331.1	CP10_g42932_DN3_SP7_c.t1
OG0001254	XP_018472949.1, XP_018470609.1	CP11_g33586_DN3_SP8_c.t1
OG0001255	XP_018445525.1	CP11_g33596_DN3_SP6_c.t1
OG0001255	XP_018434911.1, XP_018487453.1, XP_018487083.1	CP10_g42921_DN3_SP7_c.t1
OG0001256	XP_018462967.1, XP_018448577.1, XP_018456181.1	CP9_g29523_DN3_SP8_c.t1
OG0001256	XP_018435911.1, XP_018465499.1, XP_018464069.1	CP7_g46062_DN3_SP8_c.t1
OG0001257	XP_018482960.1	CP9_g29328_DN3_SP0_c.t1
OG0001258	XP_018444090.1	CP9_g29168_DN3_SP0_c.t1
OG0001258	XP_018442333.1	CP9_g29167_DN3_SP5_c.t1
OG0001259	XP_018442373.1, XP_018448305.1, XP_018442873.1	CP9_g29160_DN3_SP8_c.t1
OG0001259	XP_018440214.1, XP_018432666.1	CP7_g45811_DN3_SP8_c.t1
OG0001260	XP_018441930.1	CP10_g43806_DN3_SP6_c.t1
OG0001260	XP_018444337.1, XP_018451821.1, XP_018448115.1	CP5_g466_DN3_SP8_c.t1
OG0001261	XP_018450393.1, XP_018450394.1	CP5_g433_DN3_SP8_c.t1
OG0001261	XP_018441113.1, XP_018466323.1, XP_018457101.1, XP_018452146.1, XP_018485426.1	CP10_g43769_DN3_SP8_c.t1
OG0001262	XP_018448976.1	CP7_g46406_DN3_SP8_c.t1
OG0001262	XP_018488493.1, XP_018492552.1, XP_018437678.1	CP10_g43301_DN3_SP8_c.t1
OG0001263	XP_018484175.1, XP_018432681.1	CP3_g14081_DN2_SP0_c.t1
OG0001263	XP_018467309.1, XP_018473140.1, XP_018433993.1	CP4_g25111_DN3_SP0_c.t1
OG0001264	XP_018450067.1, XP_018450066.1	CP6_g8774_DN3_SP0_c.t1
OG0001265	XP_018486237.1, XP_018459666.1	CP12_g30626_DN3_SP8_c.t1
OG0001265	XP_018449306.1, XP_018463472.1	CP6_g7442_DN3_SP5_c.t1
OG0001266	XP_018438286.1	CP7_g45871_DN3_SP0_c.t1
OG0001266	XP_018443000.1	CP9_g29103_DN3_SP0_c.t1
OG0001267	XP_018467867.1	CP5_g1038_DN3_SP0_c.t1
OG0001267	XP_018468810.1	CP5_g1039_DN3_SP0_c.t1
OG0001268	XP_018469695.1, XP_018461225.1, XP_018453444.1	CP9_g28481_DN2_SP1_c.t1
OG0001269	XP_018460073.1	CP13_g20022_DN1_SP0_c.t1
OG0001270	XP_018486314.1, XP_018486207.1, XP_018488806.1, XP_018461643.1, XP_018488807.1, XP_018434742.1, XP_018434752.1	CP12_g30342_DN3_SP6_c.t1
OG0001270	XP_018477279.1	CP1_g38077_DN3_SP5_c.t1
OG0001271	XP_018487594.1, XP_018485424.1, XP_018437038.1, XP_018437034.1, XP_018461644.1, XP_018488236.1, XP_018488970.1	CP8_g53680_DN3_SP0_c.t1, CP12_g30344_DN3_SP6_c.t1
OG0001272	XP_018477811.1, XP_018486040.1	CP1_g38074_DN3_SP1_c.t1
OG0001272	XP_018488242.1, XP_018493435.1	CP12_g30345_DN3_SP0_c.t1
OG0001273	XP_018473155.1, XP_018476814.1	CP20_g4323_DN3_SP6_c.t1
OG0001273	XP_018478296.1, XP_018447140.1, XP_018444788.1	CP19_g18294_DN3_SP8_c.t1
OG0001274	XP_018447438.1, XP_018447450.1	CP1_g36661_DN3_SP8_c.t1
OG0001275	XP_018462806.1, XP_018479706.1	CP19_g17892_DN2_SP0_c.t1, CP19_g17852_DN3_SP0_c.t1
OG0001275	XP_018454004.1	CP13_g19093_DN2_SP0_c.t1
OG0001276	XP_018463047.1	CP19_g18481_DN3_SP7_c.t1
OG0001276	XP_018471842.1	CP11_g31867_DN3_SP8_c.t1
OG0001277	XP_018472664.1	CP11_g31881_DN3_SP8_c.t1
OG0001277	XP_018480642.1, XP_018477464.1	CP19_g18512_DN3_SP8_c.t1
OG0001278	XP_018480207.1, XP_018479129.1, XP_018436605.1	CP4_g24132_DN3_SP0_c.t1
OG0001278	XP_018492410.1, XP_018492399.1, XP_018477180.1	CP3_g13263_DN3_SP0_c.t1
OG0001279	XP_018447000.1	CP3_g13399_DN3_SP8_c.t1
OG0001279	XP_018461823.1, XP_018441960.1	CP4_g24318_DN3_SP8_c.t1
OG0001280	XP_018482776.1, XP_018483636.1	CP4_g24474_DN3_SP8_c.t1
OG0001280	XP_018465393.1, XP_018491523.1	CP3_g13505_DN3_SP7_c.t1
OG0001282	XP_018440754.1	CP4_g24501_DN3_SP5_c.t1
OG0001283	XP_018440503.1, XP_018493113.1	CP10_g42818_DN3_SP8_c.t1
OG0001283	XP_018490672.1	CP3_g13757_DN3_SP5_c.t1
OG0001283	XP_018467611.1	CP71_g11195_DN3_SP0_c.t1
OG0001283	XP_018477637.1	CP6_g7707_DN3_SP0_c.t1
OG0001284	XP_018484534.1, XP_018484531.1, XP_018493159.1	CP3_g13786_DN3_SP8_c.t1
OG0001284	XP_018472629.1	CP4_g24745_DN3_SP8_c.t1
OG0001285	XP_018462465.1	CP8_g53271_DN3_SP5_c.t1
OG0001285	XP_018471282.1	CP5_g1225_DN3_SP7_c.t1
OG0001286	XP_018440140.1, XP_018484284.1, XP_018459001.1	CP4_g25036_DN3_SP8_c.t1
OG0001287	XP_018455556.1	CP10_g43709_DN3_SP0_c.t1
OG0001287	XP_018477994.1, XP_018470474.1	CP5_g391_DN3_SP8_c.t1
OG0001288	XP_018434299.1, XP_018467426.1, XP_018478792.1	CP16_g55127_DN2_SP0_c.t1
OG0001288	XP_018458653.1	CP5_g854_DN2_SP0_c.t1
OG0001289	XP_018473421.1	CP4_g24271_DN3_SP1_c.t1
OG0001289	XP_018455347.1, XP_018438288.1, XP_018438329.1	CP4_g24272_DN3_SP0_c.t1
OG0001290	XP_018457168.1, XP_018433376.1	CP2_g48784_DN3_SP1_c.t1
OG0001290	XP_018462745.1, XP_018491121.1, XP_018486036.1, XP_018491153.1	CP10_g42754_DN3_SP0_c.t1
OG0001291	XP_018465667.1, XP_018462597.1	CP20_g4381_DN2_SP0_c.t1
OG0001292	XP_018439152.1	CP12_g30015_DN2_SP0_c.t1
OG0001293	XP_018442706.1	CP10_g42633_DN3_SP0_c.t1
OG0001295	XP_018450895.1, XP_018444933.1, XP_018439463.1, XP_018436764.1	CP7_g45994_DN3_SP0_c.t1
OG0001295	XP_018456867.1, XP_018453047.1	CP9_g28913_DN3_SP2_c.t1
OG0001296	XP_018482339.1	CP5_g1674_DN2_SP0_c.t1
OG0001297	XP_018482952.1, XP_018482953.1	CP13_g19151_DN3_SP2_c.t1
OG0001297	XP_018435189.1, XP_018482954.1	CP13_g19150_DN3_SP5_c.t1
OG0001298	XP_018449883.1, XP_018442967.1, XP_018469207.1	CP7_g45192_DN3_SP0_c.t1
OG0001298	XP_018446061.1, XP_018445993.1	CP9_g28363_DN2_SP0_c.t1
OG0001299	XP_018481794.1	CP4_g25293_DN3_SP0_c.t1
OG0001299	XP_018435008.1	CP4_g25292_DN3_SP0_c.t1
OG0001301	XP_018465218.1, XP_018455256.1, XP_018455426.1, XP_018456267.1	CP13_g19812_DN3_SP0_c.t1, CP13_g19814_DN3_SP0_c.t1, CP13_g19815_DN3_SP0_c.t1
OG0001303	XP_018438133.1	CP3_g14850_DN3_SP0_c.t1
OG0001305	XP_018491011.1	CP1_g37800_DN3_SP0_c.t1
OG0001305	XP_018441504.1, XP_018483872.1, XP_018457921.1	CP13_g19654_DN3_SP8_c.t1
OG0001306	XP_018492657.1, XP_018493426.1	CP10_g42197_DN3_SP8_c.t1
OG0001306	XP_018476624.1, XP_018446583.1	CP11_g32424_DN3_SP8_c.t1
OG0001307	XP_018446507.1	CP10_g42168_DN3_SP8_c.t1
OG0001307	XP_018476925.1, XP_018473399.1, XP_018444846.1	CP11_g32463_DN3_SP8_c.t1
OG0001308	XP_018445405.1, XP_018445378.1, XP_018470132.1, XP_018470134.1, XP_018475921.1, XP_018445379.1, XP_018445406.1, XP_018470130.1, XP_018470131.1	CP11_g32811_DN3_SP7_c.t1, CP11_g32812_DN3_SP5_c.t1
OG0001309	XP_018472651.1, XP_018456073.1, XP_018445259.1	CP11_g33071_DN3_SP4_c.t1
OG0001309	XP_018483776.1	CP2_g48245_DN3_SP0_c.t1
OG0001310	XP_018480879.1, XP_018489520.1	CP1_g37072_DN3_SP3_c.t1
OG0001310	XP_018478657.1	CP4_g25895_DN2_SP8_c.t1
OG0001311	XP_018489085.1, XP_018489693.1	CP1_g36881_DN3_SP6_c.t1
OG0001311	XP_018475760.1	CP4_g25593_DN3_SP3_c.t1
OG0001314	XP_018433795.1	CP1_g37743_DN3_SP0_c.t1
OG0001314	XP_018441119.1, XP_018452329.1, XP_018463001.1	CP13_g19551_DN3_SP0_c.t1
OG0001315	XP_018480905.1	CP13_g19499_DN3_SP0_c.t1
OG0001316	XP_018493050.1	CP2_g48118_DN3_SP8_c.t1
OG0001316	XP_018493452.1, XP_018450549.1, XP_018449173.1	CP7_g45135_DN3_SP6_c.t1
OG0001317	XP_018471386.1, XP_018492451.1, XP_018492452.1	CP3_g14497_DN3_SP0_c.t1
OG0001319	XP_018453268.1, XP_018468534.1	CP8_g54001_DN3_SP8_c.t1
OG0001319	XP_018436504.1	CP3_g14819_DN2_SP0_c.t1
OG0001321	XP_018466599.1, XP_018471537.1	CP8_g53551_DN3_SP0_c.t1
OG0001321	XP_018450366.1, XP_018470855.1	CP19_g17974_DN3_SP0_c.t1
OG0001322	XP_018487749.1	CP1_g36434_DN3_SP4_c.t1
OG0001322	XP_018491592.1, XP_018491664.1, XP_018478613.1, XP_018478630.1	CP3_g13279_DN3_SP0_c.t1
OG0001323	XP_018469888.1, XP_018444017.1	CP11_g33240_DN3_SP0_c.t1
OG0001323	XP_018489798.1, XP_018491325.1	CP10_g43142_DN3_SP0_c.t1
OG0001324	XP_018470180.1, XP_018465028.1	CP11_g33212_DN3_SP4_c.t1
OG0001324	XP_018488625.1, XP_018492780.1	CP10_g43118_DN3_SP3_c.t1
OG0001325	XP_018490054.1, XP_018466197.1, XP_018438170.1, XP_018489895.1	CP10_g43116_DN2_SP6_c.t1
OG0001326	XP_018476120.1, XP_018446206.1	CP11_g33409_DN3_SP8_c.t1
OG0001327	XP_018443184.1	CP19_g17856_DN3_SP0_c.t1
OG0001327	XP_018453179.1, XP_018453080.1	CP13_g19099_DN3_SP0_c.t1
OG0001328	XP_018442903.1, XP_018456238.1	CP9_g29537_DN3_SP4_c.t1
OG0001329	XP_018433947.1	CP7_g45606_DN3_SP8_c.t1
OG0001330	XP_018439866.1	CP7_g45625_DN3_SP8_c.t1
OG0001330	XP_018456001.1, XP_018471707.1, XP_018471708.1	CP9_g29366_DN3_SP0_c.t1
OG0001331	XP_018450673.1, XP_018432518.1, XP_018434941.1, XP_018450767.1	CP7_g46416_DN3_SP8_c.t1
OG0001331	XP_018488497.1, XP_018488439.1	CP10_g43295_DN3_SP8_c.t1
OG0001332	XP_018450021.1, XP_018465269.1, XP_018450917.1	CP7_g46340_DN3_SP0_c.t1
OG0001332	XP_018486458.1	CP10_g43365_DN3_SP0_c.t1
OG0001334	XP_018485263.1	CP6_g7538_DN3_SP8_c.t1
OG0001334	XP_018450681.1	CP6_g7544_DN3_SP5_c.t1
OG0001335	XP_018435022.1	CP12_g30652_DN3_SP8_c.t1
OG0001335	XP_018449876.1	CP6_g7474_DN3_SP8_c.t1
OG0001336	XP_018468065.1, XP_018447798.1	CP6_g7466_DN3_SP0_c.t1
OG0001336	XP_018440961.1	CP12_g30650_DN3_SP0_c.t1
OG0001337	XP_018449316.1, XP_018463475.1, XP_018448567.1	CP6_g7440_DN2_SP1_c.t1
OG0001337	XP_018459670.1, XP_018486732.1	CP12_g30624_DN3_SP3_c.t1
OG0001338	XP_018469049.1, XP_018447357.1, XP_018473038.1	CP7_g45970_DN3_SP1_c.t1
