Orthogroup	Raphanus_sativus	Noccaea_praecox
OG0000898	XP_018468591.1	Np003G1299600
OG0000898	XP_018435213.1, XP_018492608.1	Np007G4111600
OG0000899	XP_018457158.1	Np002G0731500
OG0000901	XP_018490983.1, XP_018438251.1, XP_018489194.1	Np001G0614500
OG0000902	XP_018443497.1, XP_018443499.1	Np004G2093700
OG0000903	XP_018475125.1, XP_018450975.1	Np005G2753100, Np005G2753200
OG0000903	XP_018460075.1, XP_018477277.1, XP_018450974.1	Np005G2753300
OG0000904	XP_018439798.1, XP_018464403.1, XP_018488750.1, XP_018491681.1	Np007G3957800
OG0000904	XP_018451631.1, XP_018451650.1, XP_018434284.1, XP_018493315.1	Np004G1980300
OG0000905	XP_018471464.1, XP_018480583.1	Np005G2898400
OG0000906	XP_018482582.1	Np001G0408900, Np005G2830000, Np005G2829900, Np005G2830100
OG0000906	XP_018469937.1, XP_018469936.1	Np005G2829800
OG0000907	XP_018486861.1, XP_018487380.1	Np007G4252600
OG0000907	XP_018454107.1, XP_018479360.1	Np001G0177300
OG0000907	XP_018484479.1	Np006G3258400
OG0000908	XP_018478094.1, XP_018491522.1, XP_018446787.1, XP_018465392.1	Np001G0633900
OG0000908	XP_018436552.1, XP_018436553.1, XP_018476480.1, XP_018483637.1, XP_018482781.1	Np006G3283700
OG0000909	XP_018479603.1, XP_018479605.1, XP_018479835.1	Np005G3056900
OG0000910	XP_018463773.1	Np005G3113700
OG0000911	XP_018483411.1	Np005G2614400
OG0000911	XP_018438688.1, XP_018482392.1, XP_018482405.1	Np006G3701700
OG0000912	XP_018462652.1, XP_018433457.1, XP_018438856.1, XP_018490741.1, XP_018490290.1, XP_018488558.1	Np005G3078300
OG0000912	XP_018477981.1, XP_018452709.1	Np007G4185700
OG0000913	XP_018445950.1	Np005G3135100
OG0000913	XP_018493587.1, XP_018490613.1	Np007G4233400
OG0000914	XP_018473411.1, XP_018452323.1, XP_018463921.1, XP_018448007.1	Np003G1884500
OG0000914	XP_018473037.1	Np004G2588600
OG0000915	XP_018474394.1, XP_018474393.1, XP_018453052.1	Np004G2585100
OG0000917	XP_018449356.1, XP_018448283.1	Np004G2322700
OG0000917	XP_018490490.1	Np004G2323000
OG0000923	XP_018440994.1, XP_018488795.1	Np001G0479000
OG0000923	XP_018457495.1, XP_018458213.1, XP_018491983.1	Np001G0070500
OG0000924	XP_018477815.1	Np005G3089100
OG0000924	XP_018433141.1	Np004G2291300
OG0000924	XP_018445345.1, XP_018472759.1	Np003G1432400
OG0000925	XP_018480744.1	Np001G0123000
OG0000925	XP_018472530.1	Np003G1371400
OG0000926	XP_018448601.1, XP_018477066.1, XP_018447208.1, XP_018460924.1, XP_018472776.1, XP_018449973.1, XP_018470659.1, XP_018445626.1	Np005G3048200, Np005G2715200
OG0000927	XP_018473911.1	Np006G3507200
OG0000927	XP_018442223.1, XP_018472846.1	Np003G1307300
OG0000928	XP_018482351.1, XP_018475828.1, XP_018475112.1	Np006G3536600, Np006G3471600
OG0000928	XP_018486112.1, XP_018471445.1	Np004G2529800, Np007G3776300, Np008G4258900, Np003G1556200, Np005G2692400
OG0000929	XP_018472672.1, XP_018493462.1	Np004G2530400
OG0000929	XP_018441507.1, XP_018476849.1, XP_018483165.1	Np006G3470100, Np006G3537800
OG0000930	XP_018474246.1, XP_018463996.1, XP_018474248.1, XP_018474249.1, XP_018475474.1	Np001G0444600
OG0000931	XP_018487027.1, XP_018477634.1	Np001G0590400
OG0000931	XP_018467866.1	Np003G1532300
OG0000932	XP_018478587.1, XP_018485218.1	Np005G2769000
OG0000932	XP_018433812.1, XP_018469516.1	Np004G2322400
OG0000933	XP_018462721.1	Np003G1558300
OG0000934	XP_018445628.1	Np005G2800400, Np005G2800900, Np005G2800500
OG0000934	XP_018454332.1, XP_018454333.1	Np003G1562400
OG0000935	XP_018473522.1, XP_018470613.1, XP_018467069.1	Np003G1597200, Np003G1597300
OG0000936	XP_018450136.1, XP_018450221.1	Np005G2672100
OG0000938	XP_018464677.1, XP_018493021.1	Np007G4055700
OG0000939	XP_018447523.1	Np004G2047800
OG0000939	XP_018452813.1, XP_018461727.1	Np002G0738600
OG0000939	XP_018434632.1, XP_018489857.1	Np004G2325800
OG0000940	XP_018470235.1, XP_018470234.1, XP_018470229.1	Np005G2771400
OG0000941	XP_018447774.1, XP_018488704.1, XP_018466293.1, XP_018492576.1, XP_018488713.1, XP_018483528.1, XP_018436759.1	Np005G3056800, Np007G3846500
OG0000943	XP_018470413.1, XP_018466662.1	Np001G0515900, Np001G0515600
OG0000944	XP_018468994.1, XP_018469051.1, XP_018458699.1	Np001G0506500
OG0000944	XP_018434765.1	Np001G0514500
OG0000946	XP_018489736.1, XP_018472691.1, XP_018489673.1	Np004G2531000
OG0000947	XP_018466366.1, XP_018437979.1, XP_018437980.1	Np006G3207700
OG0000947	XP_018464258.1, XP_018489518.1, XP_018444206.1, XP_018481002.1	Np001G0693500
OG0000948	XP_018434270.1, XP_018443203.1	Np001G0618400
OG0000948	XP_018489242.1, XP_018489243.1	Np007G3797500
OG0000949	XP_018477118.1, XP_018477119.1, XP_018439501.1, XP_018439493.1, XP_018473222.1	Np001G0588600, Np006G3337300
OG0000950	XP_018470026.1	Np002G1209800, Np002G1209900, Np007G4165700
OG0000951	XP_018449130.1, XP_018463972.1	Np005G2673800
OG0000951	XP_018492013.1, XP_018492044.1	Np007G3893100
OG0000952	XP_018459389.1, XP_018459387.1, XP_018486545.1	Np004G2496800, Np001G0441000
OG0000954	XP_018488327.1	Np007G4213300
OG0000955	XP_018442799.1, XP_018437048.1, XP_018437091.1, XP_018437069.1, XP_018437058.1, XP_018472259.1, XP_018460873.1	Np004G2431100
OG0000956	XP_018453289.1	Np002G0857700
OG0000956	XP_018471515.1, XP_018451550.1	Np005G2755900
OG0000956	XP_018460945.1	Np002G0858000
OG0000957	XP_018468031.1	Np005G2618000
OG0000962	XP_018438131.1	Np002G1028700
OG0000963	XP_018445207.1	Np003G1417500
OG0000963	XP_018487373.1	Np007G3766400
OG0000964	XP_018436314.1, XP_018436317.1, XP_018481665.1, XP_018479859.1, XP_018462794.1, XP_018482200.1, XP_018483167.1	Np006G3556600, Np006G3556700, Np006G3554800, Np006G3554900
OG0000965	XP_018447285.1, XP_018472436.1, XP_018481824.1	Np005G2803900
OG0000965	XP_018487033.1, XP_018433068.1	Np003G1658000
OG0000966	XP_018433864.1, XP_018471090.1, XP_018471089.1, XP_018486016.1	Np001G0498600, Np003G1750400, Np003G1750500
OG0000966	XP_018484024.1	Np001G0110200
OG0000967	XP_018482130.1, XP_018481511.1, XP_018437705.1, XP_018434393.1, XP_018491315.1, XP_018489812.1	Np001G0200200, Np001G0130700, Np001G0356800, Np001G0130800, Np001G0356900
OG0000968	XP_018469356.1, XP_018464888.1	Np003G1521600
OG0000968	XP_018455147.1	Np003G1521500
OG0000969	XP_018443195.1, XP_018443206.1, XP_018451910.1	Np003G1303400
OG0000969	XP_018474983.1, XP_018473735.1	Np001G0409200
OG0000970	XP_018433658.1, XP_018453258.1, XP_018478769.1	Np001G0203700, Np001G0203800
OG0000971	XP_018456820.1	Np001G0365100
OG0000971	XP_018434533.1	Np001G0365400
OG0000971	XP_018464299.1, XP_018455111.1	Np001G0365200
OG0000972	XP_018448842.1, XP_018448844.1	Np007G3730800
OG0000973	XP_018461953.1, XP_018471811.1	Np005G2945600
OG0000973	XP_018463645.1, XP_018484093.1, XP_018451205.1, XP_018478014.1, XP_018452862.1	Np001G0329200
OG0000974	XP_018488516.1	Np007G4144600, Np001G0599800
OG0000974	XP_018436577.1, XP_018490874.1	Np007G4108300
OG0000975	XP_018473039.1	Np006G3365000
OG0000975	XP_018442849.1, XP_018488351.1	Np001G0568600, Np001G0568700
OG0000976	XP_018472810.1, XP_018474166.1, XP_018472807.1, XP_018462376.1, XP_018462367.1, XP_018458813.1, XP_018444390.1	Np003G1669100
OG0000976	XP_018453068.1	Np001G0424200
OG0000978	XP_018477428.1, XP_018447570.1, XP_018453633.1, XP_018439565.1, XP_018439564.1, XP_018486222.1, XP_018487301.1, XP_018490633.1	Np005G2652800, Np007G4199900
OG0000980	XP_018470004.1, XP_018452986.1, XP_018453265.1	Np002G0852900, Np002G0852700, Np002G0852400, Np002G0852500
OG0000983	XP_018441411.1, XP_018440952.1, XP_018493261.1, XP_018486483.1	Np007G4232500
OG0000983	XP_018473103.1, XP_018462576.1, XP_018448314.1, XP_018445350.1	Np003G1431600
OG0000984	XP_018446955.1, XP_018446428.1, XP_018476005.1	Np003G1425800
OG0000984	XP_018485568.1, XP_018433954.1, XP_018485598.1	Np007G4237100
OG0000985	XP_018448837.1, XP_018467339.1	Np004G1959500
OG0000985	XP_018476804.1, XP_018459871.1	Np006G3615100
OG0000985	XP_018490669.1, XP_018458267.1, XP_018458269.1, XP_018493090.1	Np007G3804400
OG0000986	XP_018482882.1, XP_018476246.1	Np006G3552800
OG0000986	XP_018451234.1, XP_018489718.1	Np004G2538500
OG0000987	XP_018468841.1	Np003G1660200
OG0000987	XP_018481601.1, XP_018468903.1	Np005G2805500, Np005G2804300
OG0000988	XP_018490463.1, XP_018488052.1	Np006G3563500
OG0000989	XP_018440748.1, XP_018474623.1, XP_018473121.1	Np006G3299600
OG0000989	XP_018490766.1	Np003G1287200, Np007G4119800
OG0000990	XP_018450203.1	Np004G2148700, Np004G2149000, Np005G2717300
OG0000991	XP_018474435.1, XP_018462759.1	Np002G1218500, Np003G1738700
OG0000992	XP_018445826.1	Np003G1325200
OG0000992	XP_018452987.1	Np003G1587700
OG0000992	XP_018455352.1, XP_018465179.1	Np003G1325300
OG0000993	XP_018447028.1, XP_018475618.1, XP_018475974.1, XP_018470080.1	Np003G1265500
OG0000993	XP_018438222.1, XP_018486150.1, XP_018489432.1	Np007G4134600
OG0000994	XP_018464391.1, XP_018440067.1	Np004G2405000
OG0000994	XP_018456806.1, XP_018470242.1, XP_018463352.1	Np002G0711100
OG0000995	XP_018487872.1	Np004G2042900
OG0000995	XP_018451981.1	Np002G0896500
OG0000996	XP_018437949.1, XP_018439288.1, XP_018475591.1	Np001G0455200, Np001G0457900
OG0000997	XP_018439483.1	Np007G3758500
OG0000997	XP_018479272.1	Np004G2091200
OG0000998	XP_018436513.1, XP_018435403.1, XP_018457112.1, XP_018452922.1	Np007G3754200
OG0000998	XP_018462645.1, XP_018480564.1, XP_018449453.1	Np005G2674800
OG0001001	XP_018474988.1, XP_018440892.1, XP_018482905.1	Np006G3391800
OG0001001	XP_018491813.1, XP_018481282.1, XP_018464832.1	Np001G0551500
OG0001002	XP_018491929.1, XP_018435490.1, XP_018441443.1	Np007G3839800
OG0001002	XP_018469701.1, XP_018463513.1, XP_018466238.1	Np005G3049000, Np005G3048900, Np005G3048600
OG0001003	XP_018461820.1	Np005G3125400
OG0001003	XP_018481839.1	Np005G3125500
OG0001003	XP_018458511.1, XP_018461817.1, XP_018460034.1	Np005G3125600, Np005G3125900
OG0001004	XP_018466269.1, XP_018464195.1	Np001G0177500
OG0001005	XP_018454684.1, XP_018482806.1, XP_018481735.1, XP_018466633.1	Np001G0344300
OG0001005	XP_018458419.1, XP_018477844.1, XP_018447301.1	Np005G2932400
OG0001007	XP_018484398.1, XP_018484404.1, XP_018447743.1, XP_018469997.1	Np005G2875200
OG0001007	XP_018474698.1, XP_018454906.1	Np003G1848600
OG0001009	XP_018478920.1	Np001G0591600
OG0001009	XP_018436394.1	Np006G3334700, Np006G3335200
OG0001010	XP_018450976.1, XP_018460080.1, XP_018470642.1, XP_018481658.1	Np005G2752500
OG0001010	XP_018440303.1, XP_018464789.1	Np007G3729000
OG0001011	XP_018486015.1, XP_018489908.1	Np007G4179800
OG0001012	XP_018468388.1, XP_018483819.1	Np005G2774000
OG0001012	XP_018474188.1	Np003G1623200
OG0001013	XP_018472197.1, XP_018476598.1, XP_018445540.1	Np003G1468600
OG0001013	XP_018487372.1, XP_018462416.1, XP_018432842.1, XP_018462363.1	Np007G4174000
OG0001014	XP_018468443.1	Np005G3031600
OG0001015	XP_018461406.1, XP_018437238.1	Np007G3726800
OG0001015	XP_018462726.1, XP_018450902.1, XP_018461385.1, XP_018462725.1	Np007G3726400, Np007G3727000
OG0001016	XP_018434605.1, XP_018448981.1, XP_018448982.1	Np004G2499900
OG0001016	XP_018457239.1, XP_018467266.1	Np002G1078300, Np002G1078400
OG0001017	XP_018440847.1	Np004G2307000
OG0001017	XP_018471636.1	Np002G0846200
OG0001019	XP_018491004.1, XP_018486369.1	Np001G0673500
OG0001021	XP_018481212.1, XP_018482658.1, XP_018481647.1, XP_018465668.1, XP_018450170.1	Np001G0015800
OG0001021	XP_018436240.1, XP_018466528.1	Np001G0015700
OG0001030	XP_018487577.1, XP_018487578.1	Np003G1876500
OG0001030	XP_018467725.1	Np001G0070800
OG0001031	XP_018446070.1	Np003G1415600
OG0001031	XP_018453436.1	Np006G3665500
OG0001032	XP_018475923.1, XP_018476395.1, XP_018442157.1, XP_018465326.1	Np003G1376400
OG0001032	XP_018484641.1, XP_018461074.1	Np001G0126800
OG0001033	XP_018437973.1, XP_018464018.1	Np004G2013900
OG0001033	XP_018472987.1, XP_018439037.1	Np006G3524100, Np003G1752500
OG0001034	XP_018436975.1, XP_018475297.1	Np006G3566200
OG0001034	XP_018447601.1, XP_018486734.1	Np004G2547700
OG0001035	XP_018468034.1, XP_018483322.1, XP_018459491.1, XP_018450680.1	Np006G3706400
OG0001036	XP_018474457.1, XP_018474473.1, XP_018474462.1, XP_018474446.1	Np004G2131800
OG0001037	XP_018460813.1, XP_018483537.1	Np001G0366300, Np006G3684600
OG0001037	XP_018433625.1	Np006G3408600
OG0001038	XP_018438116.1, XP_018437667.1, XP_018467400.1, XP_018435658.1, XP_018456019.1	Np001G0195500
OG0001038	XP_018479370.1	Np001G0195300
OG0001039	XP_018478606.1	Np001G0113400
OG0001040	XP_018438111.1	Np006G3691900
OG0001040	XP_018467686.1	Np006G3702600, Np006G3702500
OG0001040	XP_018436901.1	Np006G3703000
OG0001041	XP_018475544.1	Np003G1579200, Np003G1578900
OG0001042	XP_018472027.1, XP_018439344.1	Np001G0495300
OG0001042	XP_018475841.1	Np003G1710700
OG0001044	XP_018489983.1, XP_018489986.1	Np007G4117900
OG0001044	XP_018469616.1	Np003G1290000
OG0001045	XP_018455748.1, XP_018455739.1, XP_018468717.1	Np002G0749000
OG0001045	XP_018484508.1, XP_018461926.1	Np004G2334000
OG0001046	XP_018449574.1	Np004G2343400
OG0001046	XP_018444011.1, XP_018480528.1	Np002G0761600
OG0001047	XP_018486203.1, XP_018486118.1, XP_018462561.1, XP_018438227.1, XP_018449747.1	Np004G2355100
OG0001047	XP_018463602.1, XP_018463480.1, XP_018443036.1, XP_018461233.1	Np002G0774800
OG0001048	XP_018444901.1, XP_018444903.1, XP_018444896.1, XP_018443459.1, XP_018443215.1, XP_018443451.1, XP_018443453.1	Np006G3614200, Np006G3614900, Np006G3614100, Np006G3539500, Np006G3469100
OG0001049	XP_018492416.1, XP_018462131.1, XP_018487994.1	Np004G1923400
OG0001049	XP_018489726.1	Np001G0019800
OG0001050	XP_018442823.1, XP_018445009.1	Np005G3112100, Np005G3112200, Np002G1011200
OG0001050	XP_018486701.1	Np002G1077500, Np002G1081500
OG0001051	XP_018464750.1	Np003G1740200, Np003G1740300
OG0001052	XP_018437156.1	Np001G0362900
OG0001052	XP_018447398.1, XP_018470535.1	Np005G2913700
OG0001053	XP_018440645.1	Np007G4028800
OG0001054	XP_018485796.1	Np007G3768500
OG0001054	XP_018453950.1	Np005G2825400
OG0001054	XP_018447407.1, XP_018459368.1	Np005G2657100
OG0001056	XP_018467520.1, XP_018477103.1, XP_018442069.1	Np006G3333400
OG0001057	XP_018466415.1, XP_018485528.1, XP_018457453.1	Np007G3881800
OG0001057	XP_018461196.1	Np001G0178200
OG0001058	XP_018450913.1, XP_018484613.1, XP_018457205.1, XP_018450914.1	Np005G2784800, Np007G3736100
OG0001059	XP_018478079.1, XP_018478096.1	Np006G3376000
OG0001059	XP_018434853.1, XP_018460949.1, XP_018491054.1, XP_018464817.1	Np007G4096500
OG0001060	XP_018478218.1, XP_018484904.1	Np007G4200700
OG0001060	XP_018457835.1, XP_018457824.1, XP_018445527.1, XP_018445531.1, XP_018465795.1, XP_018444746.1	Np002G0825600
OG0001061	XP_018437602.1	Np002G1133600, Np002G1133700
OG0001061	XP_018490299.1	Np007G4179700
OG0001062	XP_018486129.1, XP_018490063.1, XP_018488265.1, XP_018487260.1	Np007G3923400
OG0001063	XP_018491870.1, XP_018489475.1	Np007G3818300, Np007G3822300
OG0001063	XP_018438672.1	Np007G3822000
OG0001064	XP_018491141.1, XP_018444375.1, XP_018442946.1, XP_018468743.1	Np002G0950900, Np002G0951000
OG0001065	XP_018456819.1	Np003G1898000
OG0001065	XP_018476578.1	Np006G3245200
OG0001066	XP_018451401.1	Np004G2427100
OG0001067	XP_018436213.1, XP_018434560.1	Np002G0984600
OG0001068	XP_018462838.1	Np011G4366300, Np007G4002300, Np006G3465600, Np008G4285600, Np008G4280100, Np008G4259700, Np001G0309100, Np011G4368600, Np009G4302100, Np008G4264200
OG0001069	XP_018434548.1	Np002G1188100
OG0001069	XP_018437662.1	Np002G1188300
OG0001071	XP_018459858.1, XP_018459859.1, XP_018449864.1	Np004G1984800, Np004G1984700, Np004G1984900
OG0001076	XP_018475273.1, XP_018475265.1	Np003G1767600, Np003G1767900, Np003G1768100
OG0001077	XP_018444697.1, XP_018444687.1	Np005G2921600
OG0001077	XP_018435768.1	Np005G3133400
OG0001078	XP_018474566.1, XP_018475111.1, XP_018453273.1	Np003G1856800
OG0001079	XP_018489705.1, XP_018491682.1, XP_018451030.1	Np001G0576200
OG0001081	XP_018468161.1, XP_018444092.1	Np002G0778000, Np002G0777900
OG0001082	XP_018441219.1	Np001G0473500
OG0001083	XP_018478881.1	Np001G0091900
OG0001085	XP_018470886.1	Np005G2911500
OG0001085	XP_018493492.1	Np007G3870100
OG0001086	XP_018450869.1	Np005G3066800
OG0001086	XP_018461835.1, XP_018432620.1, XP_018485458.1, XP_018439510.1, XP_018440611.1	Np007G3854800
OG0001087	XP_018463012.1, XP_018450349.1	Np005G3015300
OG0001087	XP_018485683.1	Np007G3914600
OG0001088	XP_018462625.1, XP_018438407.1	Np006G3675800
OG0001089	XP_018463953.1, XP_018481548.1, XP_018479645.1, XP_018481538.1	Np005G3164700
OG0001089	XP_018454110.1, XP_018454112.1, XP_018471069.1, XP_018453513.1, XP_018444516.1	Np001G0197300
OG0001090	XP_018484847.1, XP_018435182.1, XP_018434309.1, XP_018437148.1, XP_018434984.1	Np001G0219400
OG0001091	XP_018460979.1	Np004G2276900, Np007G4021400, Np004G2280200
OG0001091	XP_018468924.1, XP_018443112.1, XP_018443115.1, XP_018453240.1	Np002G0861100
OG0001092	XP_018455893.1	Np001G0374800
OG0001092	XP_018479480.1	Np001G0380300, Np001G0380600
OG0001094	XP_018433773.1	Np007G4027500
OG0001094	XP_018479839.1, XP_018488511.1	Np004G1942500
OG0001095	XP_018451567.1	Np005G2922600
OG0001095	XP_018451568.1, XP_018477458.1	Np005G2922400
OG0001096	XP_018483267.1, XP_018460016.1, XP_018447700.1, XP_018493380.1	Np004G2494800
OG0001096	XP_018439413.1	Np002G1125000
OG0001097	XP_018444080.1	Np001G0646000
OG0001097	XP_018461491.1, XP_018461203.1, XP_018461493.1	Np001G0646100, Np001G0646200
OG0001098	XP_018476986.1, XP_018435011.1, XP_018477761.1, XP_018477833.1	Np006G3376600
OG0001098	XP_018485991.1, XP_018446474.1	Np001G0562900
OG0001099	XP_018435511.1	Np007G3869200
OG0001099	XP_018492495.1	Np007G3872500
OG0001100	XP_018462136.1	Np002G1013200
OG0001101	XP_018467092.1, XP_018467143.1, XP_018458495.1, XP_018436997.1	Np006G3357100
OG0001102	XP_018466534.1	Np003G1836900
OG0001102	XP_018456514.1	Np003G1837000
OG0001102	XP_018456948.1	Np003G1836700
OG0001103	XP_018483633.1, XP_018471045.1, XP_018456687.1	Np001G0142700
OG0001103	XP_018441736.1, XP_018491755.1, XP_018432918.1, XP_018487109.1	Np007G4180000
OG0001104	XP_018486113.1	Np007G4193400, Np007G4193300
OG0001105	XP_018440174.1, XP_018440198.1	Np007G4167400
OG0001106	XP_018492857.1, XP_018439555.1, XP_018439554.1, XP_018439553.1, XP_018492855.1, XP_018432944.1, XP_018432962.1	Np007G4117400
OG0001107	XP_018466256.1, XP_018485852.1	Np004G1987300
OG0001108	XP_018448770.1	Np004G2001000
OG0001109	XP_018437419.1, XP_018491044.1	Np004G2415900
OG0001109	XP_018475108.1, XP_018436863.1	Np004G2415800
OG0001111	XP_018449682.1, XP_018488851.1, XP_018482975.1	Np004G1996600
OG0001111	XP_018489783.1, XP_018441422.1, XP_018490006.1, XP_018462281.1	Np007G3927700
OG0001112	XP_018461576.1, XP_018483001.1, XP_018458064.1, XP_018463900.1, XP_018449812.1	Np005G2961000
OG0001112	XP_018471730.1	Np005G2674100
OG0001114	XP_018480038.1, XP_018480036.1, XP_018459172.1, XP_018459173.1, XP_018443741.1, XP_018459684.1, XP_018458611.1, XP_018479573.1, XP_018460267.1, XP_018463639.1, XP_018459626.1	Np002G0925100
OG0001115	XP_018466793.1, XP_018438791.1, XP_018482525.1	Np001G0377100
OG0001120	XP_018438982.1	Np006G3563200
OG0001120	XP_018475050.1, XP_018474136.1, XP_018438984.1	Np006G3563100
OG0001121	XP_018470782.1, XP_018445464.1, XP_018445550.1, XP_018470784.1, XP_018445463.1, XP_018445548.1, XP_018473369.1	Np003G1402600
OG0001123	XP_018446600.1, XP_018472105.1	Np003G1367900
OG0001123	XP_018492299.1, XP_018492155.1, XP_018457790.1	Np001G0030600
OG0001124	XP_018483598.1	Np006G3603800, Np006G3604400
OG0001126	XP_018449550.1	Np004G2008700
OG0001127	XP_018489459.1, XP_018449551.1	Np004G2116300, Np004G2116400, Np004G2116200
OG0001128	XP_018457592.1	Np002G0896000
OG0001128	XP_018438577.1, XP_018444828.1	Np007G4134700
OG0001129	XP_018459283.1	Np004G2159500
OG0001129	XP_018482491.1, XP_018475583.1, XP_018436363.1	Np006G3402300
OG0001130	XP_018472169.1, XP_018465176.1, XP_018442486.1	Np003G1475900
OG0001130	XP_018455236.1	Np002G1209200
OG0001130	XP_018453076.1, XP_018456917.1	Np002G1209400
OG0001131	XP_018470805.1, XP_018447944.1	Np005G2787200
OG0001131	XP_018470574.1, XP_018452071.1	Np003G1604500
OG0001132	XP_018435238.1, XP_018440376.1	Np007G4116800
OG0001132	XP_018471458.1, XP_018471457.1, XP_018446727.1, XP_018446697.1	Np003G1291900
OG0001133	XP_018458412.1, XP_018458414.1, XP_018444845.1	Np003G1282500
OG0001134	XP_018487458.1	Np007G4128500
OG0001134	XP_018476601.1, XP_018471714.1, XP_018445240.1	Np003G1275000
OG0001136	XP_018460782.1, XP_018446319.1	Np005G3200100
OG0001138	XP_018456700.1	Np002G0724100
OG0001138	XP_018433723.1	Np005G3046700
OG0001139	XP_018443076.1, XP_018443074.1, XP_018456185.1	Np002G0729000
OG0001139	XP_018438703.1, XP_018464071.1, XP_018467058.1	Np004G2393200
OG0001140	XP_018443201.1, XP_018445856.1	Np002G0760700
OG0001140	XP_018477760.1, XP_018480129.1, XP_018477759.1, XP_018445857.1	Np002G0760800
OG0001141	XP_018462817.1	Np001G0261400
OG0001141	XP_018462460.1, XP_018488197.1, XP_018451217.1	Np004G2420700
OG0001142	XP_018452966.1	Np002G0845600, Np002G0845700
OG0001143	XP_018444068.1, XP_018443784.1	Np004G2359500
OG0001143	XP_018472303.1	Np002G0781700
OG0001144	XP_018451523.1, XP_018439320.1	Np004G1909900
OG0001144	XP_018486503.1	Np002G0926800, Np007G4075500
OG0001145	XP_018447351.1, XP_018447350.1, XP_018488466.1, XP_018432733.1	Np004G2380800
OG0001146	XP_018440483.1	Np007G3719500
OG0001146	XP_018444977.1, XP_018447047.1, XP_018477448.1	Np005G2763700
OG0001147	XP_018454278.1	Np002G1235500, Np002G1235700
OG0001147	XP_018491773.1	Np004G2156500
OG0001147	XP_018436873.1, XP_018483317.1	Np002G1235600, Np004G2275600, Np002G1235800, Np003G1668900
OG0001148	XP_018441936.1, XP_018433113.1, XP_018483668.1, XP_018457768.1	Np001G0184900
OG0001149	XP_018478159.1, XP_018455442.1, XP_018447749.1, XP_018457483.1, XP_018478359.1	Np005G2925200
OG0001150	XP_018446193.1, XP_018490477.1, XP_018491007.1	Np001G0653900, Np001G0675300
OG0001150	XP_018438034.1, XP_018438223.1, XP_018475250.1, XP_018475258.1, XP_018465208.1	Np006G3230500
OG0001151	XP_018482059.1, XP_018465594.1, XP_018467285.1, XP_018474803.1	Np006G3247800
OG0001151	XP_018485142.1, XP_018443593.1, XP_018489522.1	Np001G0663400
OG0001152	XP_018475530.1, XP_018441098.1, XP_018493147.1	Np001G0648000
OG0001153	XP_018459226.1, XP_018462535.1, XP_018432719.1	Np001G0604700
OG0001153	XP_018433749.1, XP_018463991.1	Np006G3314700
OG0001154	XP_018438973.1	Np006G3700200
OG0001154	XP_018450459.1, XP_018451466.1, XP_018484232.1	Np005G2612900
OG0001156	XP_018492075.1, XP_018456643.1, XP_018434436.1, XP_018483401.1, XP_018437455.1, XP_018438913.1	Np001G0155500
OG0001157	XP_018435060.1	Np006G3224100
OG0001157	XP_018434439.1	Np006G3224200, Np005G3105600
OG0001160	XP_018444469.1, XP_018476775.1, XP_018461628.1, XP_018471678.1	Np003G1457000
OG0001160	XP_018441868.1	Np007G4213100
OG0001161	XP_018439265.1, XP_018464558.1, XP_018451763.1	Np004G2436700
OG0001161	XP_018441244.1, XP_018432846.1	Np007G4209600
OG0001162	XP_018486357.1, XP_018438328.1	Np004G2456900
OG0001162	XP_018454447.1, XP_018461976.1	Np002G1206800
OG0001163	XP_018471622.1	Np004G2425100
OG0001163	XP_018471892.1	Np004G2425000
OG0001163	XP_018437618.1, XP_018437616.1	Np001G0460500
OG0001164	XP_018456104.1	Np002G0746100
OG0001164	XP_018447984.1, XP_018447904.1, XP_018447946.1, XP_018434826.1, XP_018449083.1	Np004G2330300
OG0001165	XP_018460666.1, XP_018479326.1, XP_018487643.1, XP_018460113.1, XP_018474079.1, XP_018474097.1, XP_018453582.1, XP_018436200.1, XP_018480061.1	Np003G1717700
OG0001166	XP_018436815.1, XP_018490133.1	Np007G3941100
OG0001166	XP_018490929.1	Np004G1990600
OG0001167	XP_018454587.1, XP_018449401.1	Np005G3077000
OG0001168	XP_018478270.1	Np005G2652000
OG0001168	XP_018471127.1	Np005G2652100, Np005G2652300, Np005G2652400, Np005G2652200
OG0001169	XP_018470811.1, XP_018483752.1, XP_018459256.1	Np005G2635400
OG0001169	XP_018464566.1	Np007G3797400
OG0001170	XP_018442479.1, XP_018444333.1	Np001G0250300, Np006G3311900, Np002G0846900, Np003G1272000
OG0001174	XP_018474794.1, XP_018452168.1	Np003G1815900
OG0001174	XP_018478670.1, XP_018478611.1, XP_018471581.1	Np005G2846400
OG0001175	XP_018474864.1, XP_018475126.1, XP_018442177.1	Np003G1427300
OG0001175	XP_018437242.1, XP_018460307.1, XP_018460304.1, XP_018490821.1	Np007G4235800
OG0001176	XP_018489743.1, XP_018441361.1, XP_018493378.1	Np007G4237000
OG0001176	XP_018446813.1, XP_018476865.1	Np003G1426700
OG0001177	XP_018445830.1, XP_018470895.1, XP_018474742.1	Np003G1390300
OG0001177	XP_018442459.1, XP_018447814.1	Np003G1473200
OG0001178	XP_018446855.1, XP_018468596.1	Np003G1362200
OG0001178	XP_018439358.1, XP_018458200.1, XP_018491643.1, XP_018491637.1	Np001G0038700
