Orthogroup	Capsella_rubella	Cochlearia_excelsa
OG0001807	XP_006297063.1	g13074
OG0001808	XP_006288065.2	g5751
OG0001809	XP_006290916.1	g10501
OG0001809	XP_006282586.1	g16827
OG0001810	XP_023634530.1	g18249
OG0001811	XP_023645140.1	g27363
OG0001811	XP_006302546.1	g46453
OG0001812	XP_006305440.1	g50179
OG0001813	XP_006300355.2, XP_006303434.2	g44384
OG0001814	XP_006305020.1	g31966
OG0001815	XP_006300921.1	g44414
OG0001815	XP_006306122.1	g31916
OG0001818	XP_006305906.1	g50085
OG0001819	XP_006298120.1, XP_006284082.1	g22996
OG0001820	XP_006284201.1	g18238
OG0001821	XP_006295031.1	g51583
OG0001821	XP_006291949.1	g2393
OG0001822	XP_006291577.2	g10564
OG0001822	XP_006294859.1	g37186
OG0001823	XP_006284618.1	g31938, g31933, g31925, g31926
OG0001824	XP_006302831.1	g46027, g44581
OG0001824	XP_006305629.1	g27389
OG0001826	XP_023642963.1	g44533
OG0001826	XP_006307492.1	g31800
OG0001827	XP_006284503.1	g23497
OG0001827	XP_006298305.2	g13812
OG0001828	XP_006305472.2	g50346
OG0001828	XP_006302737.1	g44755
OG0001829	XP_006279647.1	g10953
OG0001830	XP_006281452.1	g40559
OG0001830	XP_006285874.1	g17445
OG0001831	XP_006306633.2	g16675, g16677
OG0001832	XP_023642324.1	g6680
OG0001832	XP_006307333.1	g54225, g36517
OG0001833	XP_006298756.1	g12099
OG0001834	XP_006280376.1	g41224
OG0001835	XP_006282484.2	g9620, g22660
OG0001836	XP_006307299.2	g27006
OG0001838	XP_006297944.1	g6106
OG0001838	XP_006283968.1	g47914, g23015
OG0001839	XP_006286058.1	g23872
OG0001839	XP_006287720.1	g40347
OG0001840	XP_006284133.1	g23932
OG0001840	XP_006290008.2	g40389
OG0001842	XP_006307444.1	g26905
OG0001842	XP_023634704.1, XP_006286270.1	g47342
OG0001843	XP_006286947.1	g40473, g25537
OG0001844	XP_006288655.1	g40459
OG0001844	XP_023635225.1	g24003
OG0001845	XP_006303909.1	g27021
OG0001846	XP_006291943.1	g18999
OG0001846	XP_006295028.2	g38158
OG0001847	XP_006292085.1, XP_006295280.1	g18738
OG0001848	XP_006290283.1	g1777
OG0001849	XP_006290271.1	g1900
OG0001849	XP_006295629.1	g37588
OG0001850	XP_023638716.1	g18836
OG0001850	XP_006295631.1	g37566
OG0001851	XP_006293166.1	g18842
OG0001851	XP_006296120.1	g52178
OG0001852	XP_006293076.1	g18860
OG0001852	XP_023639862.1	g37540
OG0001853	XP_023638841.1	g1946
OG0001854	XP_006290706.1	g11200
OG0001855	XP_006293762.1	g37375
OG0001855	XP_006290448.1	g2134
OG0001856	XP_006295433.1	g38133
OG0001856	XP_006291661.2	g19073
OG0001857	XP_006301950.1, XP_006301420.1, XP_006300759.1	g19136, g2270
OG0001858	XP_006290770.2	g2364
OG0001858	XP_006293949.1	g51626
OG0001859	XP_023634767.1	g47970
OG0001859	XP_006297195.1	g6013
OG0001860	XP_006284599.1	g47975
OG0001860	XP_023642707.1	g5998
OG0001861	XP_023643950.1	g11052
OG0001861	XP_023643974.1	g42039
OG0001862	XP_006289733.1, XP_006289141.1	g25637, g25647, g25634, g25644, g25646
OG0001863	XP_006289552.2	g25590
OG0001864	XP_006295418.1	g50913
OG0001864	XP_006282579.1	g22804
OG0001865	XP_006287379.1, XP_023638637.1	g40222
OG0001866	XP_006307151.1	g49701, g31215
OG0001866	XP_006297274.2	g12988
OG0001867	XP_006295203.1, XP_006295194.1	g37452
OG0001869	XP_006306573.1	g39849
OG0001869	XP_006295588.1	g52046
OG0001871	XP_006298279.1	g7863
OG0001872	XP_006298613.2	g12504
OG0001872	XP_006298578.1	g6516
OG0001873	XP_006304202.1	g49901
OG0001873	XP_006292548.1	g1534
OG0001874	XP_006294632.1	g38322
OG0001874	XP_006284155.1	g16917, g35238
OG0001875	XP_023634628.1	g46697
OG0001875	XP_006291582.1	g10375
OG0001876	XP_006284319.2	g16892
OG0001876	XP_006285482.1	g46699
OG0001877	XP_006291554.1	g46749
OG0001877	XP_006300548.1	g44939
OG0001878	XP_006287569.1	g45274
OG0001878	XP_006307308.1	g30736
OG0001879	XP_006303653.1	g49736
OG0001879	XP_006282856.2	g47567
OG0001880	XP_006307589.1	g31272
OG0001880	XP_006300485.1	g41003
OG0001881	XP_006306083.1	g49799
OG0001881	XP_006302557.1	g44224, g40913
OG0001882	XP_006304470.1	g31351
OG0001882	XP_023644376.1	g44231
OG0001883	XP_006302410.2	g40856
OG0001883	XP_006303254.1	g31400
OG0001884	XP_006290515.1	g10625
OG0001884	XP_006303139.1	g31439
OG0001885	XP_023637917.1	g10715
OG0001885	XP_006305549.1	g49908
OG0001886	XP_006307324.1	g36367
OG0001888	XP_006300438.1	g18004
OG0001888	XP_006307188.1	g49996
OG0001889	XP_006304571.1	g31709
OG0001890	XP_023637918.1, XP_023637920.1	g1521
OG0001891	XP_006302365.1	g45827
OG0001891	XP_006304530.1	g32076, g50322
OG0001892	XP_006285086.1	g22794
OG0001892	XP_006284001.1	g22795
OG0001893	XP_006294433.1	g51050
OG0001893	XP_023634230.1	g23271
OG0001894	XP_006284046.1	g23149
OG0001895	XP_023635167.1	g47780
OG0001896	XP_023639825.1	g38382
OG0001896	XP_006283757.1	g23335
OG0001897	XP_023634709.1	g23368
OG0001897	XP_023640636.1	g38394
OG0001898	XP_023638414.1, XP_023641067.1	g48892, g42364, g22064, g42914, g38839
OG0001900	XP_006284840.1	g16877
OG0001900	XP_006292118.1	g10398
OG0001902	XP_006281564.1, XP_006282238.1	g51355, g51354
OG0001910	XP_006286176.1	g16983
OG0001910	XP_006293366.1	g38402
OG0001911	XP_006294676.1	g38398
OG0001912	XP_006286577.1	g29194
OG0001912	XP_006298548.2	g7859
OG0001913	XP_023634585.1	g12970
OG0001913	XP_023641724.1	g7592
OG0001914	XP_006297779.1	g12751
OG0001914	XP_006288146.1	g5082
OG0001915	XP_006287927.1	g29351
OG0001916	XP_023635823.1	g647
OG0001916	XP_006286547.1	g45590, g29398
OG0001917	XP_006286382.1	g644, g41423
OG0001918	XP_006290014.1	g10034
OG0001918	XP_006288010.1	g29482
OG0001919	XP_006290133.1	g566
OG0001919	XP_006288922.1	g29490
OG0001920	XP_006282330.1, XP_006288962.1	g165
OG0001921	XP_006287756.1	g45525
OG0001922	XP_023640727.1	g50914
OG0001922	XP_006298004.1	g29551
OG0001923	XP_006280854.1	g9776
OG0001924	XP_006281801.1	g9917
OG0001925	XP_006307649.1	g31023
OG0001926	XP_006295643.1	g39899
OG0001926	XP_006306104.1	g31021
OG0001927	XP_006306481.1	g26969
OG0001927	XP_006295004.1	g39863
OG0001929	XP_006294172.1	g39755, g51330
OG0001930	XP_023637697.1	g11067
OG0001930	XP_006305483.1	g26911
OG0001931	XP_006285334.1	g47547, g23762
OG0001932	XP_006296335.1, XP_023633068.1	g32311, g32310, g32309
OG0001933	XP_006295034.1, XP_023644888.1	g51363, g37066
OG0001934	XP_006306094.1	g27758
OG0001934	XP_006295438.1	g37120
OG0001935	XP_006304263.1	g27779
OG0001936	XP_006293770.1	g38001
OG0001937	XP_006292484.1	g2593
OG0001937	XP_006279774.1	g9668
OG0001938	XP_023641550.1	g7121
OG0001938	XP_006281083.1	g13231
OG0001939	XP_006287432.1	g18583
OG0001939	XP_006292226.1	g2683
OG0001940	XP_006284767.1	g23270
OG0001941	XP_006286561.1	g28941
OG0001941	XP_006281069.1	g714
OG0001942	XP_006279127.2, XP_006292712.1	g3075
OG0001942	XP_006290035.1	g41343
OG0001943	XP_006279632.1	g41329
OG0001943	XP_006291252.1	g2995
OG0001945	XP_006283792.1	g41008
OG0001945	XP_006302444.1	g44142
OG0001946	XP_006280221.1	g1184
OG0001946	XP_023636232.1	g28726
OG0001947	XP_006284247.1, XP_006280918.1	g17882
OG0001948	XP_006283565.1	g23732
OG0001949	XP_006299055.1	g13719
OG0001949	XP_023642637.1	g14053
OG0001950	XP_006290963.2	g10329
OG0001951	XP_023633674.1	g23695
OG0001952	XP_006280607.1	g982
OG0001952	XP_006283830.1	g23662
OG0001953	XP_006280058.1	g969
OG0001953	XP_006285461.1	g23654
OG0001954	XP_023642254.1	g7316
OG0001954	XP_006288172.1	g29651
OG0001955	XP_006287513.1	g29671, g5592
OG0001955	XP_006297466.1	g12306, g7348
OG0001956	XP_023641101.1	g12363
OG0001956	XP_006288573.1	g29764
OG0001957	XP_006288638.1	g45358, g5726
OG0001958	XP_006288086.1	g29838, g5743
OG0001959	XP_006283364.1	g7522, g47835
OG0001960	XP_006291631.1	g10491
OG0001961	XP_006306440.1	g31617
OG0001961	XP_006302861.1	g13599
OG0001962	XP_006301485.1	g46547
OG0001963	XP_006304371.1	g31630
OG0001964	XP_006307603.1	g27338
OG0001965	XP_006306984.2	g31957, g50161
OG0001965	XP_006302013.1	g46287
OG0001966	XP_006285117.1	g47931
OG0001967	XP_006303189.1	g31942, g27463
OG0001967	XP_006302989.1	g13625
OG0001968	XP_006302332.2	g46240
OG0001969	XP_006296930.1	g6112
OG0001969	XP_023634715.1	g23012
OG0001970	XP_006282613.1	g22997
OG0001971	XP_006298248.1, XP_006285542.1	g6048
OG0001972	XP_006282626.1	g22963
OG0001973	XP_006297916.1	g12206
OG0001973	XP_006305244.1	g54343
OG0001974	XP_006298046.1	g7132
OG0001974	XP_006305251.1	g36619
OG0001975	XP_006290896.1	g19213, g2387
OG0001975	XP_006294001.1	g51592
OG0001977	XP_006284882.1	g24655
OG0001977	XP_023641507.1	g46973
OG0001978	XP_006282641.1	g36070, g15600, g45810, g37948, g36026
OG0001978	XP_006299517.2	g7878
OG0001979	XP_006282898.1	g6555
OG0001979	XP_006298679.1	g13451, g11771
OG0001980	XP_006283697.1	g24513
OG0001980	XP_006297606.1	g11784
OG0001981	XP_006297556.1	g17615
OG0001982	XP_006291623.2	g2169
OG0001982	XP_006294701.2	g51877
OG0001983	XP_023638483.1, XP_023638432.1	g36974
OG0001984	XP_006292498.1, XP_006303346.1	g27205
OG0001985	XP_006279863.1	g10981
OG0001985	XP_006285256.1	g17446
OG0001986	XP_006307260.1	g28069
OG0001987	XP_006307368.1	g28047
OG0001987	XP_006297547.1	g11904
OG0001988	XP_006305455.1	g54217
OG0001988	XP_006299922.1	g13379
OG0001989	XP_006300248.1	g7041
OG0001989	XP_006304335.1	g54255
OG0001990	XP_023641921.1, XP_023643137.1	g16825
OG0001992	XP_006283348.1	g17511
OG0001992	XP_006279855.1	g40646
OG0001993	XP_006304913.1	g49357
OG0001994	XP_006284321.1	g47448
OG0001995	XP_006284335.1	g47418
OG0001995	XP_006284471.1	g23963
OG0001997	XP_006288420.2	g40466
OG0001997	XP_006284392.2	g24023
OG0001998	XP_006296337.1	g37767
OG0001999	XP_006294472.1	g52248
OG0002000	XP_006294970.1, XP_006291787.1	g37582
OG0002001	XP_023638347.1	g18808
OG0002002	XP_023638151.1	g1939
OG0002002	XP_006294174.1	g37539
OG0002003	XP_006303798.1	g27120, g31253
OG0002003	XP_023638823.1	g2053
OG0002004	XP_023639504.1	g52000
OG0002004	XP_006290540.1	g2089
OG0002005	XP_006282828.1	g23613
OG0002005	XP_006280865.1	g924
OG0002007	XP_006295810.1, XP_006295369.1	g38110
OG0002007	XP_023639590.1	g50972
OG0002008	XP_006298769.1, XP_006296743.1, XP_006295253.1, XP_006295252.1	g37283, g37282, g38090
OG0002009	XP_006294150.1	g51704
OG0002011	XP_006295292.1	g38546
OG0002011	XP_006282761.1	g18328
OG0002012	XP_006289686.1	g40276
OG0002013	XP_023642112.1	g12542
OG0002013	XP_006286743.1	g4799
OG0002014	XP_006294240.1	g37747
OG0002015	XP_023641039.1	g37734
OG0002015	XP_006292630.1	g18717
OG0002016	XP_006296761.1	g17760, g39393, g6237
OG0002017	XP_006293503.2	g37430
OG0002017	XP_023638385.1	g2046
OG0002020	XP_006299184.1, XP_006300175.1	g12049
OG0002021	XP_023641588.1	g6956
OG0002021	XP_006307285.1	g36277
OG0002022	XP_006297917.1	g12048
OG0002022	XP_006305140.1	g42129, g36285
OG0002023	XP_006290387.1	g10355
OG0002023	XP_006284674.1	g16897
OG0002024	XP_006284489.1	g16744
OG0002025	XP_006297023.1	g11827
OG0002025	XP_006283147.1	g17705
OG0002026	XP_023636478.1	g29065
OG0002027	XP_006287640.1	g39488
OG0002027	XP_006303639.1	g30740
OG0002028	XP_006288718.1, XP_006305674.1	g39467
OG0002029	XP_006289459.1	g39466
OG0002029	XP_006305264.1	g30746, g49328
OG0002030	XP_006305682.1, XP_006289329.1	g39548
OG0002031	XP_006307449.1	g30937
OG0002031	XP_006305828.1	g26959, g45340, g4568
OG0002032	XP_006302453.2	g41103
OG0002033	XP_006306032.1	g31259
OG0002033	XP_023643253.1	g41026
OG0002034	XP_006305987.1	g49770
OG0002035	XP_006307297.1	g27168
OG0002035	XP_006302163.1	g44204
OG0002036	XP_023644000.1, XP_006307436.1	g31397, g49842
OG0002037	XP_006305519.1	g31424, g49863, g27208
OG0002038	XP_006305511.1	g49916, g31542, g27282
OG0002039	XP_006306252.2	g31612
OG0002040	XP_023633029.1	g50174
OG0002041	XP_006305871.1	g32066
OG0002041	XP_006302180.1	g45875, g44687
OG0002042	XP_006301064.1	g40832
OG0002043	XP_006292201.1, XP_006290296.1, XP_006291686.1, XP_006284347.1	g18367
OG0002044	XP_006300187.1	g14084
OG0002045	XP_006283628.1	g47833
OG0002045	XP_006293990.1	g38293
OG0002047	XP_006292442.1	g11362
OG0002056	XP_006280998.1	g1223
OG0002056	XP_006291754.1	g19519, g2803
OG0002057	XP_006280776.1	g9836
OG0002058	XP_006287858.1	g29033
OG0002058	XP_006300064.1	g12617
OG0002059	XP_006286821.1	g29032
OG0002059	XP_006289175.1	g4935
OG0002060	XP_006290043.1	g4937
OG0002060	XP_006289033.2	g29027
OG0002061	XP_006299673.1	g7825, g12774
OG0002062	XP_023636691.1	g5019
OG0002062	XP_006296731.1	g29168, g12668
OG0002063	XP_006286590.1	g29193
OG0002064	XP_006287888.1	g5059
OG0002065	XP_006297845.1	g7868
OG0002065	XP_006286629.1	g29204
OG0002066	XP_023642471.1	g7873
OG0002066	XP_023635879.1	g29213
OG0002067	XP_006287987.1, XP_006298008.1	g5190
OG0002068	XP_006287201.1	g29347
OG0002068	XP_006299100.1	g7306
OG0002069	XP_006306392.2	g45613, g32260
OG0002070	XP_006287343.1	g619
OG0002070	XP_006290164.1	g29430
OG0002072	XP_006286499.1	g29539, g5438
OG0002073	XP_006286571.1	g45515
OG0002073	XP_006288306.1, XP_006299907.1	g29556, g45516
OG0002074	XP_006281918.1	g9910
OG0002075	XP_023637699.1	g39629
OG0002075	XP_006306728.2	g30820
OG0002076	XP_006295329.1	g40076
OG0002076	XP_006295341.1	g53433
OG0002077	XP_023639700.1	g40047
OG0002077	XP_023645017.1	g49604, g31098
OG0002078	XP_006305825.1	g30935
OG0002078	XP_006296096.1	g51282
OG0002079	XP_006305175.1	g30925
OG0002079	XP_006295925.1	g37923
OG0002080	XP_006304423.1	g49433
OG0002080	XP_006281682.1	g39681
OG0002081	XP_023639217.1	g37031
OG0002082	XP_006304598.1	g31522
OG0002082	XP_023638450.1	g10694
OG0002083	XP_006280112.2	g18262
OG0002083	XP_023642156.1	g13956
OG0002084	XP_006291229.1, XP_006279528.1	g9681
OG0002085	XP_006281339.1	g9733
OG0002086	XP_023641833.1	g398
OG0002087	XP_023638017.1	g19395
OG0002087	XP_006286543.1	g553
OG0002088	XP_006288459.1, XP_006288447.1	g18082, g18081
OG0002089	XP_006291731.1	g11551
OG0002089	XP_006289263.1	g28930
OG0002090	XP_006288560.1, XP_006291744.1	g41340, g3071
OG0002091	XP_006280010.1	g28757
OG0002092	XP_006285267.1	g23725
OG0002092	XP_023636701.1	g28623
OG0002093	XP_006283962.1	g28590
OG0002093	XP_006280644.1	g1091
OG0002094	XP_006282669.1	g23702
OG0002095	XP_006284741.2	g47603
OG0002095	XP_006281421.1	g28513
OG0002096	XP_006280251.2	g979
OG0002096	XP_006283454.2	g23661
OG0002097	XP_006288281.1	g39602
OG0002097	XP_006303615.1	g49398
OG0002098	XP_023635063.1	g25483
OG0002099	XP_006288285.1	g45430, g5627
OG0002100	XP_006286398.1	g5815
OG0002101	XP_006298778.1	g12765
OG0002101	XP_006288866.1	g44736
OG0002102	XP_023634440.1	g16813
OG0002103	XP_023642853.1	g19275, g19265
OG0002103	XP_023645183.1	g49932
OG0002104	XP_023632590.1	g27312, g31616
OG0002105	XP_006306209.1	g31640
OG0002105	XP_023642911.1	g44309
OG0002106	XP_023632782.1	g31650
OG0002106	XP_006301875.2	g44328
OG0002108	XP_006302738.1	g46505
OG0002108	XP_006303180.1	g27341
OG0002109	XP_006304513.1	g50228
OG0002109	XP_006301018.1	g46403
OG0002110	XP_006305163.1	g31994
OG0002111	XP_006305238.1	g31965
OG0002111	XP_006302481.1	g46303
OG0002112	XP_006306618.1	g36724
OG0002112	XP_006296856.1	g13173
OG0002113	XP_006306527.2	g36719
OG0002113	XP_006298344.1	g7240
OG0002114	XP_006298347.1	g7228
OG0002114	XP_023644795.1	g27983
OG0002115	XP_006301797.1	g41650
OG0002115	XP_006307531.1	g32254
OG0002116	XP_006284571.2, XP_006298696.2	g11743
OG0002117	XP_023634245.1	g24531
OG0002117	XP_006279150.2, XP_023642537.1	g6539
OG0002118	XP_006283754.1	g24527
OG0002119	XP_006298398.1	g13407, g11843
OG0002120	XP_006282527.1	g17106
OG0002121	XP_006283011.1	g17502
OG0002122	XP_006283213.1, XP_023642413.1	g24441
OG0002123	XP_006294107.1	g50880
OG0002124	XP_006302862.1	g46015
OG0002125	XP_006285258.1	g47694
OG0002126	XP_006291408.1	g10404
OG0002127	XP_023637866.1	g10506, g1611
OG0002128	XP_006281534.1	g40571, g10975
OG0002128	XP_006283850.2	g17449
OG0002129	XP_006306920.1	g36507
OG0002129	XP_006297105.1	g6690
OG0002130	XP_006298142.2	g12113
OG0002131	XP_006294793.2	g37101
OG0002131	XP_006279747.1	g18481
OG0002132	XP_023638983.1, XP_006292420.2, XP_006292345.1	g10360
OG0002133	XP_006284692.1	g23880
OG0002134	XP_006282659.1	g14234
OG0002134	XP_006298056.1	g6154
OG0002135	XP_006298687.1	g6127
OG0002136	XP_006284035.1, XP_006288064.1	g47482, g23861
OG0002137	XP_006289162.1	g40342
OG0002138	XP_006285898.1	g23269
OG0002138	XP_006296292.1	g38326
OG0002139	XP_006284620.1, XP_006282797.1, XP_006285857.1	g17283
OG0002141	XP_023633872.1	g11025
OG0002143	XP_006284556.1	g17392
OG0002143	XP_006288711.1	g40475
OG0002144	XP_006287576.1	g25851
OG0002144	XP_006307331.1	g50771
OG0002146	XP_006294460.1	g37663
OG0002146	XP_023637993.1	g1824
OG0002147	XP_006291739.1	g1841
OG0002147	XP_006294850.1	g37647, g52297
OG0002148	XP_006292436.1	g1884
OG0002148	XP_006296250.1	g52250
OG0002149	XP_006292167.1	g18838
OG0002150	XP_006296431.1	g38175
OG0002151	XP_006290978.1	g19008, g2060
OG0002152	XP_006291246.1	g19013
OG0002152	XP_023640999.1	g51975
OG0002153	XP_006291135.1	g2145
OG0002154	XP_006294157.1	g51729
OG0002155	XP_006296264.1	g51628
OG0002155	XP_006292137.1	g2359, g19201
OG0002156	XP_006280570.1	g28429
OG0002156	XP_006282639.1	g47641, g23614
OG0002157	XP_006297161.1	g12070
OG0002157	XP_006285178.1	g47133
OG0002158	XP_006285723.1	g24698
OG0002158	XP_006297795.1	g11723
OG0002160	XP_006302908.1	g44890
OG0002160	XP_006304265.1	g32256
OG0002161	XP_006306974.1	g50394
OG0002162	XP_006297532.1	g5992
OG0002162	XP_023634503.1	g47744
OG0002163	XP_023640418.1	g51984
OG0002164	XP_006304221.2, XP_023640101.1	g37343, g51846
OG0002165	XP_023640789.1	g38071
OG0002166	XP_006279811.2	g10896
OG0002168	XP_006293690.1	g38531
OG0002168	XP_006286207.1	g18310
OG0002169	XP_006285865.1	g18309, g22686
OG0002170	XP_006296134.1	g36937
OG0002170	XP_023640201.1	g38519
OG0002171	XP_006289290.1, XP_006287554.1, XP_006289667.1	g40302, g42642, g25783
OG0002172	XP_023636557.1	g10159
OG0002172	XP_006297660.1	g7734
OG0002174	XP_006294921.1	g37626, g52274
OG0002176	XP_006288615.1	g10122
OG0002177	XP_006280207.1	g7618, g10219
OG0002178	XP_006279530.1	g12955
OG0002178	XP_006298579.1	g7608
OG0002179	XP_006298104.1	g7544, g12417
OG0002179	XP_006299302.2	g7545
OG0002180	XP_006298416.1	g13134
OG0002180	XP_006286555.1	g29658
OG0002181	XP_023645180.1	g13285
OG0002181	XP_006296726.1	g12047
OG0002182	XP_006298003.1	g12020
OG0002184	XP_006297641.1	g6813
OG0002185	XP_006291497.1	g10384
OG0002185	XP_006285795.1	g16885
OG0002186	XP_006299138.1, XP_006286098.1	g13427
OG0002187	XP_006286125.2	g46853
OG0002187	XP_023643991.1	g18061
OG0002189	XP_006294220.1	g51549
OG0002190	XP_006279281.1, XP_006296516.1	g51867
OG0002191	XP_006303208.1	g49504
OG0002191	XP_006295867.2	g39824
OG0002193	XP_023642866.1	g38257, g28145
OG0002193	XP_023644701.1	g31248
OG0002194	XP_023645239.1	g49729
OG0002195	XP_023643239.1	g53350
OG0002195	XP_023644805.1	g27131
OG0002196	XP_006304921.1	g49818, g31375
OG0002197	XP_006305160.1	g49929
OG0002198	XP_006305742.1	g50276
OG0002198	XP_006302959.1	g45900
OG0002199	XP_006300861.1	g44665
OG0002199	XP_023632585.1	g50277
OG0002200	XP_023644100.1, XP_006301245.1, XP_006280378.1, XP_006302201.1, XP_006302179.2, XP_006302197.1, XP_023642930.1	g45908
OG0002203	XP_006285816.1	g23465
OG0002203	XP_023642029.1	g17006, g13810
OG0002206	XP_006300437.1, XP_006307215.1	g46175, g44490
OG0002207	XP_023640591.1	g36957
OG0002207	XP_023639343.1	g50884
OG0002208	XP_006284499.1, XP_023639471.1	g22832
OG0002209	XP_006285824.1, XP_006282888.1	g23145
OG0002210	XP_023633765.1	g23109
OG0002210	XP_006298846.2	g14309
OG0002211	XP_006285172.1	g47017
OG0002211	XP_023642280.1	g6494
OG0002212	XP_006305003.1	g50409
OG0002213	XP_006283739.1	g23671, g47607
OG0002214	XP_023643080.1	g13653
OG0002216	XP_006286255.1	g47814
OG0002218	XP_023644432.1, XP_023633413.1	g53959, g35587, g53383, g51853, g25072, g173, g41392, g25073, g53280, g35586, g53384, g53960, g43662, g15802
OG0002221	XP_006303341.1, XP_006294783.2	g27782
OG0002223	XP_006290088.1	g29130
OG0002224	XP_006281747.2	g41151
OG0002224	XP_006282635.1	g23824
OG0002225	XP_023637114.1, XP_023642228.1	g29301
OG0002226	XP_006290124.1	g45628, g5240
OG0002227	XP_006303893.1	g49688, g31120, g31121
OG0002228	XP_006304317.1	g49584
OG0002229	XP_023640755.1	g39822
OG0002229	XP_023632904.1	g49503
OG0002230	XP_006281162.2	g39724
OG0002231	XP_006280299.1	g39712
OG0002232	XP_006280312.1	g11058
OG0002232	XP_006307390.1	g39672, g49428
OG0002234	XP_006284361.1, XP_006280976.1	g1337
OG0002235	XP_006282892.1	g23785
OG0002235	XP_006307281.1	g50545
OG0002236	XP_023638141.1	g41207
OG0002236	XP_006284598.1	g47550, g23760
OG0002238	XP_006303337.1	g32449
OG0002239	XP_006306751.2	g27717, g32495
OG0002240	XP_023644986.1	g50595
OG0002240	XP_006295782.1	g37140
OG0002241	XP_023645458.1	g32613
OG0002241	XP_006294341.1	g37134
OG0002242	XP_006282279.1	g9662
OG0002242	XP_006292547.1	g2586
OG0002243	XP_006287636.1	g29632
OG0002244	XP_006281059.2	g451
OG0002245	XP_023632558.1, XP_023639781.1	g37552
OG0002246	XP_006288914.2	g28928
OG0002247	XP_006292946.1	g11520
OG0002249	XP_006280747.1	g28760
OG0002249	XP_006291393.2	g19567
OG0002250	XP_006280715.1	g1211
OG0002250	XP_006300236.2	g12732
OG0002251	XP_006281432.1	g39303
OG0002251	XP_006282572.1	g47558
OG0002252	XP_006284128.1	g17139
OG0002252	XP_006285955.2, XP_006279854.1	g1078
OG0002253	XP_006280413.1, XP_006282591.1	g23659, g47614
OG0002254	XP_006306566.1	g30809
OG0002254	XP_023635852.1	g39599
OG0002255	XP_023641883.1	g14096
OG0002255	XP_006283405.1	g23978
OG0002256	XP_006298193.1	g12325
OG0002256	XP_006288294.1	g5622
OG0002257	XP_006297355.1	g7400
OG0002257	XP_006287467.1	g45426
OG0002258	XP_023640192.1	g51723
OG0002259	XP_006287718.1	g5764
OG0002260	XP_006294648.1	g45288, g51706
OG0002261	XP_006284899.1	g46659
OG0002261	XP_006291775.1	g10512
OG0002262	XP_006305709.1	g49938, g27299
OG0002263	XP_023643158.1	g44281, g46590
OG0002264	XP_006302695.2	g46557
OG0002264	XP_006306471.1	g31622
OG0002265	XP_006305204.1	g50229
OG0002266	XP_006300776.1	g46385
OG0002266	XP_006306839.1	g50222
OG0002267	XP_006302760.1	g44376
OG0002268	XP_006303032.1	g46256
OG0002268	XP_006303449.1	g31920
OG0002269	XP_023644116.1	g46205
OG0002269	XP_023644884.1	g50096
OG0002270	XP_023645038.1	g31869
OG0002270	XP_006302548.1	g46197
OG0002271	XP_006291028.1	g1940
OG0002271	XP_023645421.1	g54315
OG0002272	XP_006298099.1	g7239
OG0002272	XP_006305221.1	g54318
OG0002273	XP_006307614.1	g54321, g36711
OG0002274	XP_006285190.1	g47045
OG0002275	XP_006284445.1	g47047
OG0002275	XP_006284990.2	g47046
OG0002276	XP_023643692.1	g46062
OG0002276	XP_023632947.1	g31741
OG0002279	XP_006284717.1	g17024, g23530
OG0002280	XP_006284784.1	g16842
OG0002280	XP_006292089.1	g10468
OG0002281	XP_023639200.1	g10496
OG0002282	XP_006307325.1	g49874
OG0002282	XP_006293086.1	g10592, g1582
OG0002283	XP_006306956.1	g36414
OG0002284	XP_006298562.1	g7043
OG0002285	XP_006294011.1	g37085
OG0002287	XP_006282902.1	g17570
OG0002287	XP_006294010.1	g51540
OG0002288	XP_006282167.1	g10926
OG0002288	XP_006283693.1	g17515
OG0002289	XP_023635405.1	g24269
OG0002290	XP_006292614.2, XP_006298960.1	g7422
OG0002291	XP_023638939.1	g19359, g2555
OG0002291	XP_006305241.1	g53842
OG0002292	XP_006293111.2	g11366
OG0002293	XP_006282077.1	g28329
OG0002294	XP_006280340.1	g40506
OG0002295	XP_006288090.1, XP_006304069.1	g40246
OG0002296	XP_006283277.1	g17561, g24313
OG0002298	XP_006294022.1	g52281
OG0002298	XP_006290970.1	g11169
OG0002299	XP_006292598.1	g18994
OG0002300	XP_006292838.1	g19025
OG0002301	XP_006293865.1	g51865
OG0002301	XP_006290794.2	g2175
OG0002302	XP_006296203.1	g51779
OG0002302	XP_006290501.1	g37319
OG0002303	XP_023637817.1	g2240
OG0002303	XP_023639657.1	g37314
OG0002305	XP_023633975.1	g18347
OG0002305	XP_023643406.1	g41582
OG0002306	XP_006304089.2	g30888
OG0002306	XP_006288592.2	g40422
OG0002307	XP_006294016.1	g22694
OG0002308	XP_006283648.2	g22763
OG0002308	XP_006294196.2	g38497
OG0002309	XP_006306571.1	g35932, g35931
OG0002309	XP_006303734.1	g53697
OG0002310	XP_006288068.1	g40316
OG0002312	XP_006284481.1, XP_006281041.1	g24251
OG0002313	XP_006281284.1	g10201
OG0002314	XP_006292974.1	g1403, g1404
OG0002315	XP_006297072.1	g12038
OG0002315	XP_006306886.1	g54074
OG0002316	XP_006297281.1	g12032
OG0002317	XP_006296838.1	g13295
OG0002318	XP_006300130.1	g6884
OG0002318	XP_006305685.1	g54097
OG0002319	XP_006291067.1, XP_006290960.1	g2900, g2901
