Orthogroup	Capsella_rubella	Brassica_rapa
OG0001611	XP_006287466.1	XP_009120885.1, XP_009126362.1
OG0001612	XP_023636646.1	XP_009120882.1
OG0001612	XP_023636375.1	XP_009131265.1, XP_009121868.1
OG0001613	XP_006286517.1	XP_009131226.1, XP_018510950.1
OG0001613	XP_006286838.1	XP_009151114.2
OG0001614	XP_023637298.1	XP_009130483.1
OG0001614	XP_006286676.1	XP_009122072.1
OG0001615	XP_023640773.1	XP_009112539.1
OG0001616	XP_006280038.1	XP_033128184.1, XP_009130462.1, XP_009112141.1
OG0001617	XP_006287587.1	XP_009122500.1, XP_009131105.2
OG0001617	XP_006279782.1	XP_009130275.1, XP_009150448.2
OG0001618	XP_023635732.1	XP_009111957.1
OG0001618	XP_006288817.1	XP_009131044.1
OG0001619	XP_006290096.1	XP_009111240.1
OG0001619	XP_006305009.1	XP_009111154.1, XP_009119542.1
OG0001620	XP_006307675.1	XP_009118950.2, XP_009118427.1
OG0001620	XP_023639512.1	XP_009124366.1
OG0001621	XP_006294046.1	XP_009132703.1
OG0001621	XP_006307292.1	XP_009118982.1, XP_009110954.1
OG0001622	XP_006303356.1	XP_009118997.2, XP_009118463.1
OG0001622	XP_006295008.1	XP_033146935.1
OG0001623	XP_006294509.1	XP_033146581.1
OG0001623	XP_006305147.1	XP_009119024.1, XP_009118473.1
OG0001624	XP_023640159.1	XP_009144269.1, XP_009141113.1
OG0001624	XP_006306356.1	XP_009119051.1
OG0001625	XP_023645715.1	XP_009111031.1, XP_033137381.1
OG0001626	XP_006295192.1	XP_009118627.1, XP_009111094.1, XP_009119270.1
OG0001627	XP_006307243.1	XP_009119290.1
OG0001627	XP_006294009.1	XP_009143870.1, XP_009141306.1
OG0001628	XP_006306368.1	XP_033138361.1
OG0001628	XP_006281990.1	XP_009101750.1, XP_009113959.1
OG0001629	XP_006286575.1	XP_009134342.1, XP_009121784.1
OG0001629	XP_006305692.1	XP_009118698.1
OG0001630	XP_006284181.1	XP_009139437.1, NP_001288890.1
OG0001630	XP_006280857.1	XP_009119803.1
OG0001631	XP_006280020.1	XP_009101809.1, XP_009123868.1
OG0001631	XP_023633095.1	XP_009102956.1
OG0001632	XP_006295560.1	XP_009132963.1
OG0001633	XP_006279131.2	XP_009137074.2
OG0001633	XP_023633569.1	XP_033144965.1
OG0001634	XP_006280810.1	XP_009136457.1, XP_009111984.1
OG0001635	XP_006290987.1	XP_009150176.1, XP_009151545.1
OG0001636	XP_023638018.1	XP_009150987.1, XP_009130007.1, XP_033142375.1, XP_009150138.1
OG0001637	XP_006287126.1	XP_009131740.1, XP_009120879.1, XP_009131741.2, XP_009120878.1, XP_033141634.1
OG0001637	XP_006293779.1	XP_009133980.1
OG0001638	XP_006293475.1, XP_023636156.1	XP_009126408.2
OG0001640	XP_023633677.1	XP_009142628.1
OG0001640	XP_006281082.2	XP_009132379.1, XP_009120060.1
OG0001641	XP_006280442.1	XP_009127020.1
OG0001641	XP_023635146.1	XP_033144616.1, XP_009137621.1
OG0001642	XP_006280637.1	XP_033143600.1, XP_009132410.1, XP_009120027.1, XP_009132408.1, XP_009127039.1
OG0001643	XP_023634672.1	XP_009143344.1
OG0001643	XP_023643854.1	XP_009119959.1, XP_009127108.1
OG0001644	XP_006297206.1	XP_009135178.2, XP_009121213.1
OG0001645	XP_006297179.1	XP_009146726.1, XP_033144401.1
OG0001646	XP_006288553.1	XP_009122159.1
OG0001646	XP_006298418.1	XP_018513508.2, XP_009146747.1, XP_009122333.1
OG0001647	XP_006292243.1	XP_009104045.1
OG0001647	XP_006287072.1	XP_009125533.1, XP_009130793.1, XP_009122642.1
OG0001648	XP_023635217.1	XP_009140038.1, XP_009125160.2
OG0001648	XP_006291641.1	XP_009111563.1, XP_009151977.1
OG0001649	XP_006285462.1	XP_009125164.1, XP_009140242.1
OG0001649	XP_006290621.1	XP_009151988.1, XP_009129444.2
OG0001650	XP_023635388.1	XP_009140090.2
OG0001650	XP_006302755.1	XP_009112917.1
OG0001651	XP_006304162.1	XP_009117773.1, XP_009149057.1
OG0001651	XP_006302763.1	XP_009128371.1, XP_033131213.1
OG0001652	XP_006302314.1	XP_009106655.1
OG0001652	XP_006301048.1	XP_009128349.1
OG0001653	XP_023645760.1	XP_009149076.1
OG0001653	XP_023643156.1	XP_009106646.1
OG0001654	XP_006304791.1, XP_006305867.1	XP_033137211.1
OG0001655	XP_006300555.1	XP_009127403.1, XP_009105152.1
OG0001656	XP_006302646.1	XP_033132176.1
OG0001656	XP_006305520.1	XP_009110205.1, XP_009103322.1, XP_009149567.1
OG0001657	XP_006282621.2	XP_009138359.1, XP_009109290.1
OG0001657	XP_006297849.2	XP_009112427.3, XP_033129525.1
OG0001658	XP_006299191.1	XP_009121068.1
OG0001658	XP_006284948.1	XP_009147904.1, XP_009138402.1
OG0001659	XP_023645061.1	XP_009106795.2
OG0001659	XP_006298037.1	XP_009146591.1, XP_009135246.1
OG0001660	XP_006307088.1	XP_033147001.1
OG0001660	XP_006297218.2	XP_009135376.1, XP_009146386.2, XP_033142845.1, XP_009116991.2
OG0001661	XP_023632742.1	XP_033146900.1, XP_009147638.1
OG0001661	XP_023641765.1	XP_009146260.1, XP_033139915.1
OG0001662	XP_006294991.1	XP_009141538.1
OG0001662	XP_006291851.1	XP_009139451.2, XP_009115947.1, XP_009136681.1
OG0001663	XP_023639506.1	XP_009143598.1, XP_009133072.1, XP_009141574.1
OG0001663	XP_006292114.2	XP_009148739.1, XP_009115973.1, XP_009125226.1
OG0001664	XP_006293975.1	XP_009143578.1, XP_009142106.1
OG0001664	XP_006290839.1	XP_033131658.1
OG0001665	XP_006294225.1	XP_009133088.1, XP_009143574.1, XP_033146121.1
OG0001666	XP_023635256.1	XP_009148189.1
OG0001666	XP_006300270.2	XP_033132436.1, XP_009145264.1
OG0001667	XP_006285957.1	XP_009136714.1
OG0001667	XP_006299574.1	XP_009135493.1, XP_009146075.2
OG0001668	XP_006298433.2	XP_009114620.1, XP_009135494.1
OG0001668	XP_006285439.2	XP_009136730.1
OG0001669	XP_023635488.1	XP_009136732.1
OG0001669	XP_023635487.1	XP_009136735.1
OG0001670	XP_023643609.1	XP_009106059.1, XP_009128019.1
OG0001670	XP_023644101.1	XP_009128020.1
OG0001671	XP_006292070.1	XP_009129369.1, XP_009111598.1, XP_009151867.2
OG0001671	XP_006284631.2	XP_033146497.1
OG0001672	XP_006291168.1	XP_009121464.1
OG0001672	XP_006307561.1	XP_009110612.1
OG0001673	XP_023638392.1	XP_033139850.1, XP_009129574.2, XP_033139851.1
OG0001673	XP_006307687.1	NP_001288865.1, XP_009117994.1
OG0001674	XP_006297544.1	XP_009111789.1, XP_009145776.1
OG0001674	XP_006307361.1	XP_009107271.1
OG0001675	XP_006300082.1	XP_009111361.2, XP_033147945.1, XP_009111369.2, XP_009111387.2, XP_009111375.2
OG0001676	XP_006300186.1	XP_033147152.1, XP_009135721.1
OG0001676	XP_006304787.1	XP_009147771.2
OG0001677	XP_006299456.1	XP_009146083.1
OG0001677	XP_006307303.1	XP_009107159.1, XP_009147720.2, XP_009144867.2
OG0001679	XP_006304271.2	XP_009147667.1, XP_009144817.1
OG0001679	XP_006298794.1	XP_009115398.1
OG0001680	XP_023643320.1, XP_023643312.1, XP_023643314.1, XP_006301246.1	XP_009139904.2
OG0001681	XP_006284521.1	XP_009130811.1, XP_009136855.1
OG0001681	XP_006281094.1	XP_009128938.1
OG0001682	XP_006280965.1	XP_009123181.1, XP_009114297.1, XP_009101449.1
OG0001682	XP_006284364.1	XP_009136854.2
OG0001683	XP_006296698.1	XP_009136319.1, XP_009112395.2, XP_033134126.1
OG0001683	XP_023635078.1	XP_009108692.1, XP_009107674.1
OG0001684	XP_006299920.1	XP_009136326.1, XP_009121204.1
OG0001684	XP_006285214.1	XP_009138336.1, XP_009107264.1
OG0001685	XP_006282894.2	XP_009135638.1, XP_009108552.1, XP_009137242.2
OG0001686	XP_006283166.1	XP_009108550.1, XP_009135587.1
OG0001686	XP_006287117.1	XP_009134294.2
OG0001687	XP_006284435.1	XP_009135267.2, XP_009108530.1
OG0001687	XP_006288545.1	XP_009114542.1
OG0001688	XP_006299071.1	XP_009136111.2, XP_009136112.2
OG0001689	XP_006304719.1	XP_009145124.1, XP_009107914.2
OG0001689	XP_006287300.2	XP_009134146.3
OG0001690	XP_006291908.1	XP_009138685.1, XP_009116971.3
OG0001691	XP_006291395.1	XP_009138711.1, XP_009116949.2
OG0001691	XP_023639788.1	XP_009133821.1
OG0001692	XP_006292696.1	XP_009116930.1
OG0001692	XP_006293559.1	XP_033147574.1, XP_009147975.1
OG0001693	XP_006294290.1	XP_009142577.1, XP_033142600.1
OG0001693	XP_023638997.1	XP_033135036.1, XP_009104360.1
OG0001694	XP_006292568.2, XP_006286211.1, XP_006285950.1, XP_006296302.1	XP_009140206.1
OG0001695	XP_006291683.1	XP_009116710.1, XP_033131435.1
OG0001695	XP_006294803.1	XP_009142280.1
OG0001696	XP_006291654.1	XP_009116709.1, XP_009104254.1
OG0001696	XP_006294752.1	XP_018514843.1, XP_009133681.1
OG0001697	XP_006294325.1	XP_018513467.1, XP_009142177.1
OG0001697	XP_006290307.1	XP_009138913.1, XP_009116598.1
OG0001698	XP_006295872.1	XP_018514272.1
OG0001698	XP_023637931.1	XP_009138935.1, XP_009104172.1, XP_009116562.1
OG0001699	XP_023640740.1	XP_009142817.1
OG0001699	XP_006292285.1	XP_009116480.1, XP_009139008.2, XP_009104076.3
OG0001700	XP_006291619.2	XP_009139056.2, XP_009102593.2
OG0001700	XP_006292870.1	XP_009139058.1
OG0001701	XP_006291960.2	XP_009116136.1
OG0001701	XP_006295217.1	XP_009133299.1
OG0001703	XP_006298759.1	XP_009124264.1
OG0001703	XP_023634838.1	XP_009102383.1, XP_009136137.1
OG0001704	XP_006299245.2	XP_009136205.1, XP_009112251.2, XP_009123167.1
OG0001705	XP_006295052.1	XP_009143265.1, XP_033143903.1, XP_009141852.1
OG0001706	XP_006284830.1	XP_009107919.1
OG0001706	XP_006295299.1	XP_009140298.1, XP_009134000.1, XP_009117377.1
OG0001707	XP_006286977.1	XP_009134111.1
OG0001707	XP_023633171.1, XP_023640371.1, XP_023633172.1, XP_006306657.1	XP_009145117.1
OG0001708	XP_006288926.1	XP_009134179.1
OG0001708	XP_006305741.2	XP_009103216.1, XP_009115594.1
OG0001709	XP_006289036.1	XP_009128713.1
OG0001709	XP_006306309.1	XP_009123746.1, XP_009107947.1
OG0001710	XP_006298830.2	XP_009124951.1, XP_009129615.1
OG0001710	XP_006289501.1	XP_033140498.1, XP_009151148.1
OG0001711	XP_006287284.1	XP_009151216.1
OG0001711	XP_023642548.1	XP_009147274.2
OG0001712	XP_023642104.1	XP_033147777.1
OG0001712	XP_006287445.1	XP_009129852.1, XP_009111931.1
OG0001714	XP_006299222.1	XP_009147410.1, XP_009125040.1
OG0001715	XP_006298029.2	XP_033148195.1, XP_033148196.1
OG0001715	XP_006299641.1	XP_009119173.1, XP_009119167.2
OG0001716	XP_006305180.1	XP_009118360.1, XP_009148115.1, XP_009110878.1
OG0001716	XP_006298023.1	XP_009123981.1
OG0001717	XP_006298694.1	XP_009114653.1, XP_009135495.1, XP_009146067.1
OG0001717	XP_006300231.1	XP_009124881.1
OG0001719	XP_006298105.2	XP_009134885.2, XP_009129657.1
OG0001719	XP_006288327.1	XP_009120936.1, XP_009126289.1
OG0001720	XP_023642731.1	XP_009129666.2, XP_009124922.2
OG0001720	XP_023637379.1	XP_009120957.1
OG0001721	XP_006299360.1	XP_033147266.1, XP_033142949.1, XP_033147346.1
OG0001721	XP_006299233.1	XP_033147484.1
OG0001722	XP_006298920.1, XP_023642611.1	XP_009124698.1, XP_009147137.1, XP_009134922.1
OG0001723	XP_006297767.1	XP_009147117.2
OG0001723	XP_006280540.1	XP_009111860.1, XP_009129753.1
OG0001724	XP_006286389.2	XP_009113488.1
OG0001724	XP_023641152.1	NP_001288886.1, XP_009123179.1
OG0001725	XP_006295348.1	XP_009140507.1
OG0001725	XP_006298904.1	XP_009146713.1
OG0001726	XP_006297517.1	XP_009145948.1
OG0001727	XP_023641548.1	XP_009112799.2, XP_009145905.1
OG0001727	XP_006305620.2	XP_009147945.1, XP_009107337.1
OG0001728	XP_023634581.1	XP_009137753.1, XP_033140043.1
OG0001728	XP_006282408.2	XP_009132511.1, XP_009119821.1
OG0001729	XP_006292426.1, XP_006291226.2, XP_006293238.1	XP_018508806.1, XP_009115831.1, XP_009149019.1
OG0001730	XP_006303927.1	XP_009119692.1
OG0001730	XP_023636465.1	XP_009111418.1, XP_009134509.1
OG0001731	XP_023636327.1	XP_009111414.1, XP_009128504.1, XP_009134506.1
OG0001731	XP_006306065.1	XP_009118810.1
OG0001732	XP_006288569.1	XP_009111329.1
OG0001732	XP_006304164.1	XP_009119637.1, XP_009118775.1
OG0001733	XP_006307204.1	XP_033138312.1
OG0001733	XP_006289883.1	XP_009134443.1, XP_009128526.1
OG0001734	XP_023643602.1	XP_009102599.1
OG0001734	XP_006306171.1	XP_009148281.1
OG0001735	XP_006304923.1	XP_033135912.1, XP_009144405.1, XP_009148436.2
OG0001736	XP_006302611.1	XP_009113142.1, XP_009104571.1
OG0001736	XP_006305476.1	XP_009148449.1
OG0001737	XP_006285121.1	XP_009136724.1
OG0001737	XP_006303602.1	XP_009148627.2
OG0001738	XP_023643501.1	XP_033143583.1, XP_033134785.1
OG0001738	XP_006304906.1	XP_009110671.1, XP_009148613.1
OG0001739	XP_006306033.1, XP_023637779.1	XP_009118030.1
OG0001740	XP_006307013.1	XP_009103201.1, XP_009110124.1
OG0001741	XP_023634102.1	XP_009132042.2, XP_009109405.2
OG0001741	XP_006289490.1	XP_009105803.1, XP_009104919.1
OG0001742	XP_006300462.1	XP_018511738.1, XP_009105723.1
OG0001742	XP_006307677.2	XP_009110106.1, XP_009115538.1
OG0001743	XP_006305089.2	XP_009115499.2
OG0001744	XP_006301932.1, XP_006301401.1	XP_009104772.1, XP_033138168.1, XP_033134709.1, XP_009113126.2, XP_009113125.1
OG0001745	XP_023634882.1	XP_018515282.2, XP_009127222.1, XP_009109444.1
OG0001745	XP_023640268.1	XP_009140332.1
OG0001746	XP_006294645.1	XP_009140353.1, XP_009112528.1
OG0001746	XP_006284193.1	XP_009109426.2, XP_009130625.1
OG0001747	XP_006283849.1	XP_009134450.1, XP_009138498.1, XP_033133042.1
OG0001747	XP_006295487.1	XP_009140446.2
OG0001748	XP_023641459.1	XP_009145706.2
OG0001748	XP_023645131.1	XP_009124542.2, XP_009147843.1
OG0001749	XP_006299025.1	XP_033144072.1
OG0001749	XP_006284811.1	XP_009109058.1
OG0001750	XP_006283653.1	XP_009126794.1
OG0001750	XP_006283597.2	XP_009138028.1, XP_009126756.1
OG0001751	XP_023633715.1	XP_009137984.2
OG0001751	XP_023639258.1	XP_033135702.1
OG0001752	XP_006303603.1	XP_009115494.1
OG0001752	XP_006306110.1	XP_009103154.1
OG0001754	XP_006299557.1	XP_009121388.2, XP_033131416.1, XP_009121227.2, XP_033130129.1
OG0001756	XP_023634429.1	XP_033146986.1
OG0001756	XP_023634094.1	XP_009136684.2, XP_009137091.3
OG0001763	XP_023642109.1	XP_009134729.1
OG0001763	XP_006288541.1	XP_009107527.1
OG0001764	XP_006297010.1	XP_009147304.1
OG0001765	XP_006288374.1	XP_009131539.1
OG0001765	XP_006299282.2	XP_009134709.1, XP_009118581.1, XP_009147323.1
OG0001766	XP_006288393.1	XP_009121491.1, XP_009126107.1
OG0001766	XP_006288423.1	XP_033139553.1, XP_033139552.1, XP_033143169.1
OG0001767	XP_023645613.1	XP_009148463.1
OG0001767	XP_006306761.2	XP_033128948.1
OG0001768	XP_006300761.1	XP_009105698.2, XP_009127786.1
OG0001768	XP_023636484.1	XP_009126013.1
OG0001769	XP_006299049.1	XP_009124046.1
OG0001769	XP_006289256.1	XP_009131402.1, XP_009121671.1
OG0001770	XP_006301096.1	XP_009128410.1, XP_009106734.1
OG0001770	XP_006286429.1	XP_009125966.1
OG0001771	XP_006307511.1	XP_009102661.3, XP_009114970.1
OG0001772	XP_006287181.1	XP_009125292.1, XP_009131169.1
OG0001772	XP_023643733.1	XP_009150651.1
OG0001773	XP_023636717.1	XP_009125301.1
OG0001774	XP_006287282.1	XP_009131026.1
OG0001774	XP_006280119.2	XP_009111971.1, XP_009136427.1
OG0001775	XP_006289110.1	XP_009122323.1
OG0001775	XP_006280691.1	XP_009136493.1
OG0001776	XP_006290397.1, XP_006305470.1	XP_009119568.1
OG0001776	XP_023636547.1	XP_009144538.1
OG0001777	XP_006306790.1	XP_033135888.1
OG0001777	XP_023640987.1	XP_009125053.2
OG0001778	XP_006294781.2	XP_033145174.1
OG0001778	XP_006304049.2	XP_009110946.1, XP_009118962.1
OG0001779	XP_006294810.1	XP_009144362.1
OG0001779	XP_023645794.1	XP_009118445.1
OG0001780	XP_006306138.1	XP_009119003.1
OG0001780	XP_006296469.1	XP_009141046.1, XP_009144322.1
OG0001781	XP_006307566.2	XP_009119085.1
OG0001781	XP_023640475.1	XP_009141141.1, XP_009144238.1
OG0001782	XP_006293894.1	XP_009132917.2, XP_009143882.1
OG0001782	XP_006297236.2	XP_009135882.1
OG0001783	XP_006280931.1	XP_009113941.1
OG0001783	XP_006305479.1	XP_009111135.1
OG0001784	XP_006283388.1	XP_009139031.1
OG0001784	XP_023640477.1	XP_009132603.1, XP_009127298.1
OG0001785	XP_006279619.1	XP_009132571.1, XP_033137677.1
OG0001785	XP_006283770.1	XP_009139264.1
OG0001786	XP_006284509.1, XP_006285403.1	XP_033144398.1, XP_033143021.1
OG0001787	XP_006281332.1	NP_001288844.1
OG0001787	XP_006305932.1	XP_009107463.1, XP_009129553.1
OG0001789	XP_023646025.1	XP_009109591.2, XP_018510350.2
OG0001789	XP_006296411.1	XP_009143751.1
OG0001790	XP_006282257.2	XP_033134689.1, XP_009130252.1, XP_033128340.1
OG0001790	XP_006290939.1	XP_033129003.1, XP_009150186.1
OG0001791	XP_006296634.1	XP_009121192.1, XP_009146686.1, XP_009146687.1
OG0001793	XP_023645439.1	XP_018509656.1, XP_009109828.1
OG0001793	XP_006305227.1	XP_009113784.1
OG0001794	XP_023638689.1, XP_006292580.1	XP_009124529.1, XP_009124597.1
OG0001794	XP_023637450.1	XP_009150920.2, XP_009151487.2
OG0001795	XP_023637534.1	XP_009151120.1
OG0001795	XP_023642635.1	XP_033142136.1
OG0001796	XP_006291340.1	XP_009123296.1
OG0001796	XP_006288013.1	XP_009131861.1, XP_009126528.1
OG0001797	XP_006292804.1	XP_009126529.1, XP_009123303.1
OG0001797	XP_006286717.1	XP_009120675.1, XP_009131865.2
OG0001798	XP_006292887.1	XP_009150080.1
OG0001798	XP_006279992.1	XP_009126605.1, XP_009120574.1
OG0001800	XP_006291377.1	XP_009149962.1
OG0001800	XP_006280838.1	XP_009126716.1
OG0001802	XP_006279481.1	XP_009126977.1, XP_009121283.2
OG0001802	XP_006283320.1	XP_009142532.2
OG0001803	XP_006300109.1	XP_009146683.2, XP_009121170.1
OG0001803	XP_006288674.1	XP_009130944.1
OG0001804	XP_006288480.1	XP_009130892.1, XP_009122164.1
OG0001804	XP_006299761.2	XP_009102222.1
OG0001805	XP_006297536.1	XP_009122791.2, XP_009146828.1
OG0001805	XP_006287589.1	XP_009122588.1
OG0001806	XP_006298186.1	XP_009123014.1
OG0001806	XP_023636726.1	XP_009122631.1, XP_033145073.1
OG0001807	XP_006287130.2	XP_033145109.1, XP_009125545.1
OG0001807	XP_006297063.1	XP_009146852.1
OG0001808	XP_006288065.2	XP_009125485.1, XP_009122728.1
OG0001809	XP_006290916.1	XP_009151975.1, XP_009111567.1
OG0001809	XP_006282586.1	XP_009125158.1
OG0001811	XP_023645140.1	XP_018508065.1
OG0001811	XP_006302546.1	XP_009104569.1
OG0001812	XP_006305440.1	XP_009106066.1, XP_033130982.1, XP_009149607.2
OG0001813	XP_006303434.2	XP_009149596.1
OG0001814	XP_006302354.1	XP_009106341.1
OG0001814	XP_006305020.1	XP_009110197.1, XP_009149588.1
OG0001815	XP_006300921.1	XP_009106260.1
OG0001815	XP_006306122.1	XP_033128788.1, XP_018511350.2
OG0001817	XP_006291388.1	XP_009125060.1
OG0001818	XP_006305906.1	XP_009110277.1, XP_009149419.1
OG0001819	XP_006298120.1	XP_009150786.1, XP_009121103.1
OG0001819	XP_006284082.1	XP_009101231.1, XP_009138366.1
OG0001820	XP_006284201.1	XP_009109259.1, XP_009148123.2
OG0001820	XP_023641781.1	XP_009121069.1
OG0001821	XP_006295031.1	XP_009141590.1, XP_009133082.1
OG0001821	XP_006291949.1	XP_009115990.1, XP_009125240.1
OG0001822	XP_006291577.2	XP_009152050.2, XP_009129499.1
OG0001822	XP_006294859.1	XP_009141610.1
OG0001824	XP_006302831.1	XP_009105959.1, XP_033139311.1, XP_009104833.2
OG0001826	XP_023642963.1	XP_009106103.2, XP_009104763.2
OG0001826	XP_006307492.1	XP_033128122.1
OG0001827	XP_006284503.1	XP_009137831.1, XP_009128967.1
OG0001827	XP_006298305.2	XP_009112635.1
OG0001828	XP_006305472.2	XP_009115410.1
OG0001828	XP_006302737.1	NP_001288866.1, XP_018512388.1
OG0001829	XP_006283811.2	XP_009131656.1
OG0001829	XP_006279647.1	XP_033140789.1, XP_009101540.1
OG0001830	XP_006281452.1	XP_018510416.1, XP_009101598.1
OG0001830	XP_006285874.1	XP_009136988.1, XP_033133291.1
OG0001831	XP_006306633.2	XP_009118443.1
OG0001832	XP_006307333.1	XP_018514902.1, XP_033132398.1, XP_009147743.1
OG0001833	XP_006298756.1	XP_009114947.1, XP_009146167.1
OG0001833	XP_006303402.1	XP_009107145.1, XP_009147700.1
OG0001834	XP_006293347.2	XP_009132984.1, XP_033147652.1
OG0001834	XP_006280376.1	XP_018511212.1, XP_009127238.1
OG0001835	XP_006282484.2	XP_018511900.2, XP_009125981.2
OG0001836	XP_006307299.2	XP_009110952.1
OG0001838	XP_006297944.1	XP_009121160.1
OG0001838	XP_006283968.1	XP_009108618.1, XP_009103898.1
OG0001839	XP_006286058.1	XP_009137390.1
OG0001839	XP_006287720.1	XP_009108200.1
OG0001840	XP_006284133.1	XP_009137291.1, XP_009136287.1
OG0001840	XP_006290008.2	XP_009134250.1
OG0001841	XP_006300070.1, XP_006286256.2, XP_006285722.1	XP_009108446.1
OG0001842	XP_006307444.1	XP_009119564.1
OG0001842	XP_023634704.1, XP_006286270.1	XP_033129253.1
OG0001843	XP_006286947.1	XP_009114481.1
OG0001843	XP_006285730.1	XP_009108514.1
OG0001844	XP_006288655.1	XP_009114518.1
OG0001844	XP_023635225.1	XP_009134899.1, XP_009108494.1
OG0001845	XP_006303909.1	XP_009118391.1, XP_009148073.1
OG0001846	XP_006291943.1	XP_009116419.1
OG0001846	XP_006295028.2	XP_009140695.1
OG0001847	XP_006292085.1, XP_006295280.1	XP_018508246.2, XP_009116945.1
OG0001848	XP_006290283.1	XP_009116888.1, XP_009104363.1
OG0001848	XP_006295081.1	XP_009142462.1
OG0001849	XP_006290271.1	XP_009138823.1
OG0001849	XP_006295629.1	XP_009104096.2, XP_009133708.2
OG0001850	XP_023638716.1	XP_009138848.1
OG0001850	XP_006295631.1	XP_009142283.1, XP_009143068.3
OG0001851	XP_006293166.1	XP_009116696.1, XP_009138865.1
OG0001851	XP_006296120.1	XP_009142272.1
OG0001852	XP_006293076.1	XP_009138874.1
OG0001852	XP_023639862.1	XP_033144394.1, XP_009142257.1
OG0001853	XP_006294247.1	XP_009133662.1
OG0001853	XP_023638841.1	XP_009116678.2, XP_009138888.1, XP_009104239.1
OG0001854	XP_006292274.1, XP_006292821.1, XP_006293210.1	XP_009127573.2
OG0001854	XP_006290706.1	XP_009138901.1
OG0001855	XP_006293762.1	XP_009141952.1
OG0001855	XP_006290448.1	XP_009139087.1
OG0001856	XP_006295433.1	XP_009143285.1
OG0001856	XP_006291661.2	XP_009139150.1
OG0001857	XP_006301950.1, XP_006301420.1, XP_006300759.1	XP_009139214.2, XP_009139211.2
OG0001858	XP_006290770.2	XP_009116026.1
OG0001858	XP_006293949.1	XP_009141627.1
OG0001859	XP_023634767.1	XP_009143525.1
OG0001859	XP_006297195.1	XP_009112486.1
OG0001860	XP_006284599.1	XP_009109342.1, XP_033146460.1, XP_033144470.1
OG0001860	XP_023642707.1	XP_009112549.2
OG0001861	XP_023643950.1	XP_009105164.2
OG0001861	XP_023643974.1	XP_033139428.1
OG0001862	XP_006289733.1, XP_006289141.1	XP_009134274.1, XP_009134275.1
OG0001863	XP_006289552.2	XP_009144511.1
OG0001863	XP_023635981.1, XP_023635980.1	XP_009114560.1
OG0001864	XP_006295418.1	XP_033145363.1, XP_009117324.1
OG0001864	XP_006282579.1	XP_009109394.1
OG0001865	XP_006287379.1, XP_023638637.1	XP_033144721.1, XP_033144725.1, XP_033144726.1
OG0001866	XP_006307151.1	XP_009110801.1
OG0001866	XP_006297274.2	XP_009146999.1
OG0001867	XP_006295203.1, XP_006295194.1	XP_009133542.1, XP_009133541.1
OG0001869	XP_006306573.1	XP_009103314.2, XP_009127091.2, XP_033132908.1
OG0001870	XP_023640420.1	XP_033146066.1
OG0001871	XP_006298279.1	XP_009147340.2, XP_018510486.2, XP_009134686.1
OG0001871	XP_023641061.1	XP_009118383.1, XP_009134687.1
OG0001872	XP_006298613.2	XP_009129642.1
OG0001872	XP_006298578.1	XP_009106619.1, XP_009102598.1
OG0001873	XP_006304202.1	XP_009110567.2, XP_009117947.1
OG0001873	XP_006292548.1	XP_009129097.2
OG0001874	XP_006284155.1	XP_009108865.2
OG0001875	XP_023634628.1	XP_009125108.1, XP_009139909.1
OG0001875	XP_006291582.1	XP_009111778.1, XP_009151811.1
OG0001876	XP_006284319.2	XP_009139902.1
OG0001876	XP_006285482.1	XP_009124504.1
OG0001877	XP_006291554.1	XP_033146671.1
OG0001877	XP_006300548.1	XP_009127514.1, XP_009105249.1
OG0001878	XP_006287569.1	XP_009111488.1
OG0001878	XP_006307308.1	XP_033134756.1, XP_009119711.1
OG0001879	XP_006303653.1	XP_033128851.1
OG0001879	XP_006282856.2	XP_009139729.2, XP_009137566.2
OG0001880	XP_006307589.1	XP_009148415.2, XP_018510513.2
OG0001880	XP_006300485.1	XP_009103973.1
OG0001881	XP_006306083.1	XP_009118157.1, XP_009148622.1
OG0001881	XP_006302557.1	XP_009123393.1, XP_009113083.1
OG0001882	XP_006304470.1	XP_009110677.2, XP_009118117.2
OG0001882	XP_023644376.1	XP_009113077.2
OG0001883	XP_006302410.2	XP_009113024.1, XP_009112979.1
OG0001883	XP_006303254.1	XP_009148572.1
OG0001884	XP_006290515.1	XP_009152127.1, XP_009129042.1
OG0001884	XP_006303139.1	XP_009118015.1, XP_033129156.1
OG0001885	XP_023637917.1	XP_009101256.1, XP_009114196.1
OG0001885	XP_006305549.1	XP_033133805.1, XP_009117896.1
OG0001886	XP_006280359.1	XP_009148918.1
OG0001886	XP_006307324.1	XP_009147933.1, XP_009107330.1
OG0001888	XP_006307188.1	XP_009149177.2, XP_009110415.1, XP_009117710.2
OG0001889	XP_006304571.1	XP_009117659.1
OG0001889	XP_006302969.1	XP_009105922.1, XP_009127943.1
OG0001890	XP_023637918.1, XP_023637920.1	XP_009101261.1
OG0001890	XP_023644296.1	XP_009114199.1
OG0001890	XP_023643642.1	XP_009129150.1
OG0001891	XP_006302365.1	XP_009105687.2
OG0001891	XP_006304530.1	XP_009103133.1, XP_033134496.1
OG0001892	XP_006285086.1	XP_009109413.1
OG0001892	XP_006284001.1	XP_009131731.1, XP_033133063.1, XP_033133065.1
OG0001893	XP_006294433.1	XP_033146661.1, XP_033146668.1
