Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0003744	XP_023641593.1, XP_006300264.2	XP_006406238.1
OG0003745	XP_023639003.1	XP_006403880.1
OG0003746	XP_006306008.1	XP_006418262.1
OG0003747	XP_023644962.1, XP_006307470.1	XP_006417998.2
OG0003748	XP_006304122.2, XP_006305532.1	XP_006417804.1
OG0003749	XP_006303475.1	XP_006416854.1
OG0003750	XP_023645432.1	XP_006398470.1
OG0003751	XP_006306075.1	XP_006416717.1, XP_024008255.1
OG0003752	XP_006300432.2	XP_006390789.1
OG0003753	XP_006301600.2, XP_006300554.2	XP_006390855.1
OG0003754	XP_006282706.1	XP_024014072.1, XP_006403070.1
OG0003755	XP_006302691.1	XP_006391610.1
OG0003756	XP_023637648.1	XP_006403109.1
OG0003757	XP_006305666.2	XP_006393472.1
OG0003758	XP_006291107.2	XP_006390999.1
OG0003759	XP_006304086.1	XP_006393268.1
OG0003760	XP_006301569.1, XP_023642042.1, XP_006299765.1	XP_006411647.1
OG0003761	XP_006285574.2	XP_006405879.1
OG0003762	XP_006284443.1	XP_006391122.1, XP_006411760.1
OG0003763	XP_006284177.1	XP_006411814.1
OG0003765	XP_023634386.1	XP_006413255.2, XP_006413254.1
OG0003766	XP_006290037.2	XP_006396369.1
OG0003768	XP_006284850.1	XP_006412980.1
OG0003769	XP_023644949.1	XP_006415456.1
OG0003772	XP_006300488.1	XP_006391353.1
OG0003772	XP_006283756.1	XP_006405864.1
OG0003774	XP_023642588.1	XP_006395777.1, XP_024009332.1
OG0003776	XP_006284782.1	XP_006414340.1
OG0003778	XP_006295803.2, XP_006296452.1	XP_006410234.1
OG0003780	XP_006285650.1, XP_006286096.1, XP_023634599.1	XP_024004518.1
OG0003790	XP_006287570.1	XP_006400266.1, XP_006400267.1
OG0003791	XP_006287034.1	XP_006400259.1
OG0003792	XP_006281616.2, XP_006279212.2, XP_006301848.2, XP_006290056.2	XP_006400142.1
OG0003793	XP_006289957.1	XP_006399856.1
OG0003794	XP_006287608.1, XP_006303986.1	XP_006399705.1
OG0003795	XP_006290094.1	XP_006399569.1
OG0003796	XP_006287364.1	XP_006399459.1
OG0003797	XP_023637471.1	XP_006399327.1
OG0003797	XP_006288018.2	XP_024006817.1
OG0003798	XP_006283902.1	XP_006413379.1
OG0003799	XP_023640739.1, XP_006294831.2	XP_006409842.1
OG0003800	XP_006294421.1	XP_006410190.2
OG0003801	XP_006295291.1	XP_006410300.2
OG0003802	XP_006296241.1	XP_006410333.1
OG0003803	XP_006295121.2, XP_006305792.2	XP_006410489.1
OG0003804	XP_006280230.1	XP_024005170.1
OG0003805	XP_006288965.1	XP_006397221.1
OG0003805	XP_006284842.1	XP_006405594.1
OG0003806	XP_006307150.1	XP_024009205.1
OG0003807	XP_023645356.1	XP_024008151.1, XP_006415268.1
OG0003808	XP_006280479.1	XP_006393914.1
OG0003809	XP_006279598.2	XP_006394246.2
OG0003810	XP_006281296.1	XP_006394309.2
OG0003811	XP_006280123.1	XP_006394370.1
OG0003812	XP_006284315.1, XP_006304438.1	XP_024006984.1
OG0003813	XP_006289409.1, XP_006282145.1	XP_006394053.1
OG0003814	XP_006288568.1	XP_006394608.1
OG0003815	XP_006286946.1	XP_024012391.1, XP_006394829.1
OG0003816	XP_006287687.1	XP_006400714.1
OG0003817	XP_006280004.1	XP_006400821.1
OG0003818	XP_023639744.1	XP_006401141.1
OG0003819	XP_023633667.1	XP_024005124.1
OG0003821	XP_006280432.1	XP_006401497.1
OG0003822	XP_006281642.1	XP_024011846.1
OG0003823	XP_006286756.1	XP_006399196.1
OG0003824	XP_006287546.1	XP_006399084.1
OG0003825	XP_006290832.1, XP_006291257.1	XP_006391093.2, XP_024009465.1, XP_024015098.1, XP_024016538.1
OG0003826	XP_006281146.1	XP_006395084.1
OG0003827	XP_023637657.1	XP_006398892.1
OG0003827	XP_006289867.1	XP_006398893.1
OG0003829	XP_006296297.1	XP_006417356.1
OG0003830	XP_006300883.1	XP_006389944.1
OG0003833	XP_023645889.1	XP_024006072.1
OG0003835	XP_006290622.1, XP_023638906.1, XP_023638719.1	XP_024009401.1
OG0003836	XP_006290833.1	XP_006419017.1
OG0003837	XP_023634445.1	XP_006415003.1
OG0003838	XP_006285994.1, XP_006285714.1	XP_006414513.1
OG0003839	XP_006285101.1	XP_006414465.1, XP_006414464.1
OG0003839	XP_006284855.1	XP_006414466.1, XP_006414462.1
OG0003840	XP_023643973.1	XP_006390474.2
OG0003841	XP_023643702.1	XP_006391039.1
OG0003842	XP_023643442.1	XP_024012155.1
OG0003843	XP_006303233.1	XP_006393140.1
OG0003845	XP_006295790.1	XP_006405049.1, XP_006403321.1
OG0003846	XP_006292843.1	XP_006395314.1
OG0003848	XP_006290398.1	XP_006404013.1
OG0003849	XP_006283122.1	XP_006413527.1
OG0003850	XP_006284119.1	XP_006413556.1
OG0003851	XP_023641228.1	XP_024015443.1
OG0003852	XP_006296995.1, XP_023645066.1	XP_006404284.1
OG0003853	XP_006299271.1	XP_006402450.1
OG0003854	XP_006294019.1	XP_024010800.1
OG0003855	XP_006292066.1	XP_006402703.1
OG0003856	XP_006279040.1, XP_023638455.1	XP_006408676.1, XP_006408587.1
OG0003857	XP_006290358.1, XP_006296564.1	XP_006402818.1
OG0003858	XP_023637841.1	XP_006402819.1
OG0003859	XP_006291916.1	XP_006403624.2
OG0003860	XP_023639297.1	XP_006398538.2
OG0003861	XP_006299309.1	XP_024009679.1
OG0003862	XP_006296863.1	XP_006418756.1
OG0003865	XP_006295042.1	XP_024003922.1
OG0003866	XP_006294951.1	XP_024011304.1
OG0003866	XP_006279697.1	XP_006410866.1
OG0003867	XP_006293956.1	XP_006404705.1
OG0003868	XP_006304446.1	XP_006393739.1
OG0003869	XP_006306164.1, XP_006303802.1	XP_006415065.1
OG0003870	XP_006289112.1	XP_006415067.1
OG0003871	XP_006302890.2	XP_006397009.1
OG0003872	XP_006286857.1	XP_006396905.1
OG0003873	XP_006299774.1, XP_006295848.1	XP_006408974.1
OG0003874	XP_006294618.1	XP_006397878.1
OG0003875	XP_006296094.1	XP_024006529.1
OG0003875	XP_023640213.1, XP_023640212.1	XP_006397539.1
OG0003876	XP_023639359.1	XP_006411509.2
OG0003877	XP_006296268.1	XP_006411462.2
OG0003878	XP_006293943.1	XP_006398360.1, XP_006411417.1
OG0003879	XP_023641725.1	XP_006408359.1
OG0003880	XP_023641741.1	XP_006395159.1, XP_024015613.1
OG0003881	XP_023641602.1	XP_006407795.1
OG0003882	XP_006297467.1	XP_006407449.1
OG0003883	XP_006300067.1	XP_006409425.1, XP_006404927.1
OG0003884	XP_006296610.2	XP_006406925.2
OG0003885	XP_006307425.1	XP_024008162.1
OG0003886	XP_023635284.1	XP_006401882.1
OG0003887	XP_006291950.1	XP_006403816.1
OG0003887	XP_006295113.1	XP_006410752.1
OG0003889	XP_023633290.1	XP_024008772.1
OG0003890	XP_006281412.1	XP_024014685.1
OG0003892	XP_006279050.2, XP_006304854.2	XP_024008983.1
OG0003893	XP_006306255.1	XP_006416647.2
OG0003893	XP_023645992.1	XP_024008711.1
OG0003894	XP_006305580.1, XP_006306226.1	XP_006417563.1
OG0003895	XP_006304261.1	XP_006417232.1, XP_006391804.1
OG0003896	XP_006303831.1	XP_006416623.1
OG0003897	XP_006304114.1, XP_006303555.1	XP_006416574.1
OG0003898	XP_006304694.1, XP_006304683.1	XP_006416546.1
OG0003899	XP_006307229.1	XP_006416524.1
OG0003900	XP_023637184.1, XP_006299712.1	XP_006392185.1, XP_024010057.1
OG0003901	XP_023642972.1	XP_024004564.1
OG0003902	XP_006301480.1	XP_006392051.2
OG0003902	XP_006301500.2	XP_006392053.1
OG0003903	XP_023643296.1	XP_024004322.1
OG0003903	XP_006300903.1	XP_006392346.1
OG0003905	XP_023643063.1	XP_024010990.1
OG0003906	XP_006295202.1	XP_006404537.1
OG0003907	XP_006292995.1	XP_006404417.1
OG0003908	XP_023634411.1	XP_006411989.1
OG0003909	XP_006286163.2	XP_006412176.2
OG0003910	XP_023635288.1, XP_006286139.2, XP_006283979.1, XP_006285511.1	XP_006412239.2
OG0003911	XP_006284565.1	XP_006412629.1
OG0003912	XP_006303428.1	XP_006416110.1
OG0003913	XP_006284110.1	XP_006413017.1
OG0003914	XP_023645769.1	XP_024008095.1
OG0003916	XP_023644895.1	XP_024007992.1
OG0003917	XP_006303433.1	XP_006397443.1
OG0003919	XP_023634309.1	XP_024011096.1, XP_024013104.1
OG0003920	XP_006296320.1, XP_006295797.1, XP_023640360.1, XP_023640361.1, XP_006296272.1	XP_006404714.1
OG0003922	XP_023638206.1	XP_006395274.1
OG0003923	XP_006291536.1	XP_006404394.1, XP_024013740.1
OG0003925	XP_006281849.2	XP_024007374.1
OG0003927	XP_023637733.1	XP_006400209.1
OG0003929	XP_006288095.1, XP_006288094.1	XP_006397261.1
OG0003930	XP_023637620.1	XP_024011066.1
OG0003931	XP_006282103.1	XP_006401969.2
OG0003941	XP_006288834.1	XP_006402016.1, XP_006400039.1, XP_006398167.1
OG0003942	XP_006287815.1	XP_006399935.1
OG0003943	XP_023636402.1, XP_023637296.1	XP_006399872.1
OG0003944	XP_006289832.1	XP_006399780.1
OG0003945	XP_006289724.1	XP_006394852.1
OG0003946	XP_023643547.1	XP_006390983.1
OG0003948	XP_006289904.2	XP_006399627.1
OG0003949	XP_006287727.1	XP_024007203.1
OG0003951	XP_006286554.1	XP_006394582.1
OG0003952	XP_006288089.1	XP_006399302.1
OG0003953	XP_006282346.1	XP_006394498.1
OG0003954	XP_006283181.1	XP_006413377.1
OG0003955	XP_023633785.1	XP_006413398.1
OG0003956	XP_006295165.1	XP_006409767.1
OG0003957	XP_006293432.1	XP_006409758.1
OG0003958	XP_006293588.2	XP_006410077.1
OG0003959	XP_006294340.1	XP_006410483.1
OG0003960	XP_006304183.1	XP_006418150.1
OG0003961	XP_006285813.1	XP_006413337.1
OG0003962	XP_006303300.1, XP_006303315.1	XP_006415563.1
OG0003964	XP_006291906.1	XP_024003899.1
OG0003965	XP_023643785.1	XP_024010137.1
OG0003966	XP_006279977.1	XP_024006899.1
OG0003967	XP_006280805.1	XP_006394199.1
OG0003968	XP_023635364.1	XP_006394247.1
OG0003970	XP_006281721.1	XP_006394493.2
OG0003972	XP_006279565.1	XP_024007200.1
OG0003974	XP_006288824.1	XP_006394617.1
OG0003975	XP_006291500.2	XP_006404208.1
OG0003976	XP_023637547.1, XP_006288399.1	XP_006394820.2
OG0003977	XP_006286985.1	XP_006394841.1
OG0003978	XP_023637334.1, XP_006307355.1	XP_006417327.1
OG0003979	XP_006292826.1	XP_006400858.1
OG0003980	XP_006280164.1	XP_006400866.1
OG0003981	XP_006292728.1	XP_006401849.1, XP_006395539.1
OG0003982	XP_006280285.1	XP_006401022.1
OG0003983	XP_006279862.1	XP_006401042.1
OG0003984	XP_023639249.1, XP_006280848.1	XP_006401067.1
OG0003985	XP_006281522.1, XP_006281808.1	XP_006401196.1
OG0003986	XP_023635695.1	XP_006401361.1
OG0003987	XP_006290808.1	XP_006404191.1, XP_006403310.1
OG0003988	XP_006279536.1	XP_006401585.1
OG0003989	XP_006289894.1	XP_006399179.2
OG0003990	XP_023633394.1, XP_006281995.1	XP_006401725.1
OG0003991	XP_006289651.1	XP_024012522.1
OG0003992	XP_006282178.2, XP_006289495.1	XP_006398959.1
OG0003994	XP_006287947.1	XP_006398787.1
OG0003995	XP_006286879.1	XP_024011415.1
OG0003996	XP_006287879.2	XP_006398693.1
OG0003997	XP_006284403.1	XP_024012937.1, XP_006405394.1
OG0003998	XP_006299836.1	XP_006407577.1
OG0004000	XP_006301898.1	XP_006390198.1
OG0004001	XP_006302419.1	XP_006390208.1
OG0004002	XP_006301120.1	XP_024010935.1
OG0004003	XP_006280794.2	XP_006398056.1
OG0004004	XP_006304634.1	XP_006392570.1
OG0004006	XP_006303808.1	XP_006392596.1, XP_024006030.1
OG0004007	XP_006307680.1	XP_006392637.1
OG0004009	XP_006307383.1	XP_006393747.1
OG0004010	XP_006306231.1	XP_006392756.1, XP_006409718.1
OG0004011	XP_023639682.1	XP_006410813.1
OG0004012	XP_006281380.1	XP_006409077.1, XP_006401752.1
OG0004013	XP_006284667.1	XP_006414710.1
OG0004014	XP_023633995.1, XP_023633993.1	XP_006414654.1
OG0004015	XP_023635657.1	XP_006414455.2, XP_006414458.1
OG0004020	XP_006291222.1	XP_006395469.1
OG0004021	XP_006285577.1	XP_006413743.1
OG0004022	XP_006282397.2	XP_006398225.1
OG0004023	XP_006297345.1	XP_006406453.1
OG0004024	XP_023641616.1	XP_006406452.1
OG0004025	XP_006282452.1, XP_006293737.2	XP_006410653.1
OG0004026	XP_006286593.1, XP_006295389.1	XP_006410669.1
OG0004027	XP_006282264.2	XP_024010995.1
OG0004029	XP_006284605.1	XP_006413645.1
OG0004030	XP_006306801.1	XP_024006196.1
OG0004031	XP_006282295.1	XP_006396998.1
OG0004032	XP_006285562.1	XP_006413908.1
OG0004033	XP_006284024.1	XP_006398083.1, XP_006413885.1
OG0004034	XP_023634818.1	XP_006413750.1
OG0004035	XP_023635418.1	XP_006413736.1
OG0004036	XP_006296998.1	XP_024015326.1
OG0004037	XP_006284611.1	XP_006414349.1
OG0004038	XP_006284340.1	XP_006414315.1
OG0004039	XP_006282134.1, XP_006297180.2	XP_006408501.1
OG0004040	XP_006281109.2, XP_006301614.2, XP_006294863.1	XP_006393850.1
OG0004041	XP_006291167.1	XP_006402343.1
OG0004042	XP_023638624.1	XP_024010749.1
OG0004044	XP_023639058.1	XP_006402480.1
OG0004045	XP_023638488.1	XP_024012908.1
OG0004046	XP_006290264.1	XP_006402677.1
OG0004047	XP_006291720.1	XP_006402883.2
OG0004048	XP_006293133.1	XP_006398518.1
OG0004049	XP_023640744.1	XP_024003949.1
OG0004049	XP_006292158.1	XP_024012875.1
OG0004050	XP_006290956.1	XP_006402968.1
OG0004051	XP_006291779.1	XP_024013406.1
OG0004052	XP_023638669.1	XP_006403672.1
OG0004053	XP_023638424.1	XP_024013666.1
OG0004054	XP_006297663.2	XP_006418693.1, XP_006418691.1
OG0004055	XP_023632604.1	XP_024006308.1
OG0004056	XP_006301795.1	XP_006390710.1
OG0004057	XP_023637763.1	XP_024015247.1
OG0004058	XP_006296245.1	XP_006411311.1
OG0004060	XP_006296192.1	XP_006404978.1
OG0004061	XP_023633803.1	XP_024005791.1
OG0004063	XP_023646067.1	XP_024008581.1
OG0004064	XP_006288339.1	XP_006397105.1
OG0004065	XP_006288481.2, XP_006284448.1	XP_024009963.1
OG0004066	XP_023636569.1	XP_024011454.1
OG0004068	XP_006286919.1	XP_006394991.1
OG0004069	XP_006295238.1	XP_006397935.1
OG0004070	XP_006295227.1	XP_024010766.1
OG0004071	XP_006298158.1	XP_024016466.1, XP_006393120.1
OG0004072	XP_006296160.1	XP_006397637.1
OG0004073	XP_006295114.1	XP_006397536.1
OG0004074	XP_006306528.1	XP_006416746.1
OG0004075	XP_006286112.1	XP_006409284.2, XP_006418111.1
OG0004076	XP_023641743.1	XP_006408343.1
OG0004077	XP_006299511.1	XP_006408305.1
OG0004078	XP_006299962.1	XP_006408237.1
OG0004081	XP_006297808.2	XP_006408127.1
OG0004082	XP_006299536.2	XP_006408119.1
OG0004083	XP_006297335.1	XP_006408100.1
OG0004084	XP_006298515.1	XP_006408011.1
OG0004085	XP_006298131.1	XP_006407987.1
OG0004085	XP_006288201.1	XP_006400478.2
OG0004086	XP_023641667.1	XP_006407851.1
OG0004087	XP_006300271.2	XP_024015725.1
OG0004088	XP_006297132.1	XP_024014851.1
OG0004089	XP_006297871.1	XP_006407111.1, XP_006407110.1, XP_006407109.1
OG0004090	XP_023642596.1, XP_023632713.1	XP_006406988.1
OG0004091	XP_006297067.1	XP_006406890.1
OG0004092	XP_006299434.1	XP_006406763.1
OG0004093	XP_006297201.2	XP_006406668.1
OG0004094	XP_006297804.1	XP_006406464.1
OG0004095	XP_006281014.2, XP_006279693.1	XP_006395104.1
OG0004096	XP_006292993.2	XP_006395278.2
OG0004097	XP_006285870.1	XP_006405607.1
OG0004099	XP_006299893.1	XP_006406034.1
OG0004100	XP_006299601.1	XP_006406122.1
OG0004102	XP_006298556.1	XP_006406260.1
OG0004103	XP_023634237.1	XP_006412778.1
OG0004104	XP_023639054.1	XP_006395054.1
OG0004105	XP_023633890.1, XP_006289338.1	XP_006395038.1
OG0004106	XP_023636366.1	XP_024009906.1
OG0004107	XP_006304244.1	XP_006418417.1
OG0004108	XP_006304405.1	XP_006418169.1, XP_006403157.1
OG0004109	XP_006303558.1	XP_006417935.2
OG0004110	XP_006306624.2	XP_006417763.1
OG0004111	XP_023644824.1	XP_006417623.1
OG0004113	XP_006303174.1	XP_006417392.1
OG0004114	XP_006302086.1	XP_006391802.1
OG0004115	XP_006304397.1	XP_006416975.1
OG0004116	XP_006304577.1	XP_006416660.1
OG0004117	XP_006307218.1, XP_023645410.1	XP_006405722.1
OG0004119	XP_006282058.1	XP_006402243.2
OG0004120	XP_006301876.1	XP_006390770.1
OG0004121	XP_006303066.2	XP_006390903.2
OG0004122	XP_023645659.1, XP_023643184.1	XP_006391780.1
OG0004123	XP_006291691.2, XP_006291221.2	XP_006398508.1
OG0004124	XP_006302049.1	XP_024015849.1
OG0004125	XP_006287934.2	XP_006396599.2
OG0004127	XP_006293099.1, XP_006292448.1	XP_024013612.1
OG0004128	XP_006285107.1	XP_006413774.1
OG0004129	XP_006284902.2, XP_023644724.1	XP_024006184.1
OG0004130	XP_006284314.1	XP_006411882.1
OG0004131	XP_006283636.1	XP_006412015.1
OG0004132	XP_006283537.1	XP_006412048.1
OG0004134	XP_006297739.1, XP_023641880.1	XP_006418831.1
OG0004136	XP_006289505.1	XP_024010061.1, XP_006411842.1
OG0004137	XP_006281211.1	XP_006401774.1, XP_006413005.1
OG0004138	XP_006303411.1	XP_006416024.1
OG0004141	XP_006302863.2, XP_006302984.1	XP_024004945.1, XP_006392505.1
OG0004143	XP_023641379.1	XP_006418736.1, XP_006418734.1
OG0004144	XP_006300151.2	XP_024009285.1
OG0004146	XP_006295741.1	XP_024013276.1, XP_024016667.1
OG0004148	XP_006292359.1	XP_006398517.1
OG0004149	XP_006292233.1	XP_006395392.1
OG0004152	XP_006289448.1	XP_006397274.1
OG0004153	XP_006284438.1	XP_006413091.1
OG0004154	XP_006289711.2	XP_006400805.1
OG0004154	XP_006281708.1	XP_024012499.1
OG0004155	XP_006281313.1	XP_006394296.1
OG0004156	XP_023637625.1	XP_006396915.2
OG0004156	XP_006296665.1	XP_006407984.1
OG0004157	XP_006294911.1	XP_024003805.1
OG0004165	XP_006295101.1	XP_006412699.1
OG0004166	XP_006284418.1	XP_006412693.1
OG0004167	XP_006285431.1	XP_006412687.1
OG0004168	XP_006281666.1	XP_006394304.1
OG0004169	XP_006286576.1	XP_024011418.1
OG0004170	XP_023636415.1	XP_006400226.1
OG0004171	XP_006288478.1	XP_024012121.1
OG0004172	XP_006281783.1	XP_006396300.1, XP_006394259.1
OG0004174	XP_006288963.1	XP_006400033.1
OG0004175	XP_006286712.1	XP_024011793.1
OG0004176	XP_006289121.1	XP_024012575.1
OG0004177	XP_006305312.1	XP_006416072.1
OG0004178	XP_023636395.1	XP_006399908.1
OG0004180	XP_006289960.1	XP_006399607.1
OG0004181	XP_023638413.1	XP_024006937.1
OG0004182	XP_023637585.1	XP_024011900.1
OG0004182	XP_006286729.1	XP_006394750.1
OG0004183	XP_006288777.1	XP_006399412.1, XP_024009664.1, XP_006418591.2
OG0004186	XP_023634191.1	XP_024005064.1, XP_024004712.1
OG0004187	XP_006296031.2	XP_006397371.1
OG0004188	XP_006294674.2	XP_006408588.1
OG0004189	XP_006304143.1	XP_024016037.1
OG0004190	XP_006294987.1	XP_006409759.1, XP_006409733.1
OG0004191	XP_006294449.1	XP_006409872.2
OG0004192	XP_006294259.1	XP_006410120.1
OG0004193	XP_006294613.1	XP_006410100.1
OG0004194	XP_006294038.1	XP_006410153.1
OG0004195	XP_006296079.1	XP_006410255.1
OG0004198	XP_006295357.1, XP_006293411.2, XP_006295278.2	XP_024003657.1
OG0004199	XP_006305760.1	XP_006393518.1
OG0004201	XP_006305132.1	XP_006393614.1
OG0004202	XP_023645807.1	XP_006415681.1
OG0004203	XP_006304746.1	XP_006415610.1
OG0004204	XP_006305152.1	XP_006415558.1
OG0004205	XP_023640553.1	XP_006410586.1
OG0004206	XP_006306367.1	XP_006415491.1
OG0004207	XP_023645883.1	XP_006415470.1
OG0004208	XP_006305006.1	XP_024008715.1
OG0004209	XP_006307602.2	XP_006415403.1
OG0004210	XP_006304993.1	XP_006415259.1
OG0004211	XP_006292978.1	XP_006395749.1
OG0004212	XP_006281487.1	XP_024006783.1
OG0004213	XP_023643970.1	XP_006415914.2
OG0004214	XP_006281742.1	XP_006393904.1
OG0004215	XP_006282280.1	XP_006393970.1
OG0004217	XP_006280683.2	XP_006394264.2
OG0004218	XP_006281467.1	XP_006394345.1
OG0004220	XP_006282146.1	XP_006394518.1, XP_024014896.1
OG0004221	XP_006281446.1	XP_006394556.1
OG0004222	XP_006285170.1	XP_024005549.1
OG0004224	XP_023637412.1	XP_006394662.1
OG0004225	XP_006287484.1	XP_006394743.1
OG0004226	XP_006286940.1	XP_006400541.1
OG0004227	XP_006287414.1	XP_006400636.1
OG0004228	XP_006289299.1	XP_024011534.1
OG0004229	XP_006280885.1	XP_006400984.1
OG0004230	XP_006281272.1	XP_006401015.1
OG0004231	XP_006281089.1	XP_006401184.1
OG0004231	XP_006293277.2	XP_024006890.1
OG0004232	XP_006280390.1	XP_006401287.2
OG0004233	XP_023633980.1	XP_024005724.1
OG0004234	XP_006292756.1, XP_023638693.1, XP_023642465.1	XP_024012101.1
OG0004235	XP_023639250.1	XP_006404119.2, XP_006391484.1
OG0004236	XP_006280726.1	XP_006401539.1
OG0004237	XP_006288964.1	XP_006396445.1
OG0004238	XP_006287802.1	XP_006396487.1
OG0004240	XP_006297083.1	XP_006407580.1
OG0004241	XP_006287481.1	XP_024010317.1, XP_006397136.2
OG0004242	XP_006288039.1	XP_006398747.1
OG0004243	XP_006286782.1	XP_024011976.1, XP_006405906.2
OG0004244	XP_006283192.1	XP_006405433.1
OG0004245	XP_006285138.1	XP_006405382.2
OG0004246	XP_006302787.1	XP_006389829.1
OG0004248	XP_006302860.1	XP_006389954.1
OG0004249	XP_006302655.1	XP_006390065.2
OG0004250	XP_006297329.1	XP_006407753.1
OG0004251	XP_006306482.1, XP_006304662.1	XP_006392584.1
OG0004252	XP_006299435.2, XP_023644294.1, XP_006303908.2	XP_006415861.1
OG0004253	XP_006307086.1	XP_006392816.1, XP_006414715.2
OG0004254	XP_006286000.1	XP_006414912.1
OG0004255	XP_006295245.1	XP_006397643.1
OG0004256	XP_006302370.1	XP_006390611.1
OG0004257	XP_006280705.1	XP_006416031.1
OG0004259	XP_006292717.1	XP_006395363.1
OG0004260	XP_006281532.2	XP_006402057.1
OG0004261	XP_006292294.1, XP_006292686.1	XP_006395406.1
OG0004262	XP_023637850.1, XP_023637849.1	XP_006395597.1
OG0004263	XP_006305507.1	XP_006415972.1
OG0004264	XP_006302036.1	XP_006391018.1
OG0004265	XP_023644210.1	XP_006398313.1
OG0004266	XP_023642657.1	XP_006398283.1
OG0004267	XP_023642811.1, XP_006280549.2, XP_006280006.1	XP_006398219.1
OG0004269	XP_023642600.1, XP_006294650.1	XP_006398019.1
OG0004270	XP_006300351.1	XP_006390775.1
OG0004271	XP_006303378.2	XP_006393062.1
OG0004272	XP_006306732.1	XP_006392993.1
OG0004273	XP_006305177.2	XP_006392933.1
OG0004274	XP_006284914.1	XP_006414088.1
OG0004275	XP_006283920.1	XP_006414091.2
OG0004277	XP_023634945.1	XP_024005431.1
OG0004278	XP_006290505.1	XP_006403953.1
OG0004279	XP_006284582.1	XP_006413528.1
OG0004280	XP_006282835.1	XP_024005541.1
OG0004281	XP_006280530.1	XP_006401935.1
OG0004283	XP_006296463.1	XP_006410650.1
OG0004285	XP_006283913.1	XP_006413909.1
OG0004286	XP_006283784.1	XP_024004341.1
OG0004287	XP_006284681.1	XP_006413821.1, XP_024010066.1
OG0004288	XP_006284141.1	XP_006414291.1
OG0004289	XP_006299087.1	XP_006408542.1
OG0004290	XP_006291800.2, XP_023636957.1	XP_006394856.1
OG0004291	XP_006291375.1	XP_006402318.2
OG0004292	XP_006294514.1	XP_006397796.1
OG0004293	XP_006291146.1	XP_006402517.1
OG0004294	XP_006292007.1	XP_006402674.1, XP_024010172.1
OG0004295	XP_006290799.1	XP_006402768.1
OG0004296	XP_006293023.1	XP_024012761.1
OG0004297	XP_023639304.1	XP_024012863.1
OG0004299	XP_006291996.1	XP_006402933.1
OG0004300	XP_023638985.1	XP_006402969.1
OG0004301	XP_023637962.1	XP_024012938.1
OG0004302	XP_006292931.1	XP_006391488.2, XP_006403504.1
OG0004303	XP_006280881.1	XP_006401710.1
OG0004304	XP_006298303.1	XP_006418765.2
OG0004305	XP_006299979.1	XP_006409217.2
OG0004306	XP_006299149.1	XP_006409191.1
OG0004307	XP_006296755.2, XP_006297598.1	XP_024016640.1
OG0004308	XP_006297805.2	XP_006409050.1
OG0004309	XP_023638021.1	XP_006395842.1
OG0004310	XP_006293964.1	XP_006411385.1
OG0004311	XP_006294048.1	XP_006411356.1
OG0004312	XP_023640590.1	XP_024003898.1
OG0004313	XP_006295484.1	XP_024003858.1
OG0004314	XP_006293900.1	XP_006411145.1
OG0004315	XP_006295029.1	XP_006411081.1
OG0004316	XP_006294619.1	XP_006410949.1
OG0004317	XP_006288770.1	XP_006396803.1
OG0004318	XP_006293798.1	XP_006404856.1
OG0004319	XP_006304175.1	XP_006415839.1
OG0004320	XP_006304014.1	XP_006418127.1
OG0004321	XP_006292871.2, XP_023638576.1	XP_006418929.2
OG0004322	XP_006289325.1	XP_006394892.1
OG0004323	XP_006286599.2	XP_024014317.1, XP_024007390.1
OG0004325	XP_006288848.1	XP_006394950.1
OG0004326	XP_006295958.1	XP_006397895.1
OG0004327	XP_006296394.1, XP_006295414.1	XP_006397894.1
OG0004328	XP_023632866.1, XP_023639735.1	XP_006397844.1
OG0004329	XP_006293860.2	XP_006397823.1
OG0004330	XP_006295033.1	XP_006397809.1
OG0004331	XP_006297383.1	XP_006406284.1
OG0004332	XP_006295297.1	XP_006397750.1
OG0004334	XP_006294646.1	XP_024003770.1
OG0004335	XP_006294858.1	XP_006411584.1
OG0004336	XP_006295260.1	XP_006411559.1
OG0004337	XP_006281073.1	XP_006398414.1
OG0004338	XP_023634821.1	XP_006398409.1
OG0004339	XP_006281192.1	XP_006398400.1
OG0004340	XP_006296737.1	XP_006408027.1
OG0004341	XP_006300138.1	XP_006408003.1
OG0004342	XP_023641501.1	XP_006407915.1
OG0004343	XP_023641764.1	XP_006407905.1
OG0004345	XP_006297203.2	XP_024015515.1
OG0004346	XP_006298725.2	XP_006407463.1
OG0004347	XP_006299828.2	XP_006407405.1
OG0004348	XP_006299808.1	XP_006407379.1
OG0004348	XP_006289079.1	XP_006399139.1
OG0004349	XP_006298658.1	XP_006407316.1
OG0004350	XP_023642608.1	XP_006407260.1
OG0004351	XP_006305217.1	XP_006392631.1, XP_006407215.1
OG0004352	XP_006296703.2	XP_006407162.2
OG0004353	XP_006298814.1	XP_006407130.1
OG0004354	XP_006296734.1	XP_006407114.1
OG0004355	XP_006298019.1	XP_006407039.1
OG0004356	XP_006297233.1	XP_006406978.1
OG0004357	XP_023642046.1	XP_024015115.1
OG0004358	XP_023643752.1, XP_006298858.1	XP_006406970.1
OG0004359	XP_006297165.1	XP_024015774.1
OG0004360	XP_006297575.1	XP_006409009.1
OG0004361	XP_006298533.1	XP_006406764.1
