Orthogroup	Capsella_rubella	Alyssum_gmelinii
OG0002803	XP_006297256.1, XP_023636633.1	Ag014G1850800
OG0002804	XP_023641421.1	Ag014G1851000
OG0002805	XP_006287526.1	Ag019G2495800
OG0002805	XP_023641297.1	Ag014G1957300
OG0002806	XP_006281160.1, XP_006298690.1	Ag014G2009800
OG0002807	XP_023641063.1	Ag014G2046700
OG0002807	XP_006283433.1	Ag025G2908200
OG0002808	XP_006298635.1	Ag014G2091700
OG0002809	XP_006298590.2	Ag014G2158100
OG0002810	XP_006296774.1, XP_006286084.2	Ag027G3018900
OG0002811	XP_023632957.1	Ag034G3837200
OG0002812	XP_006304314.1, XP_006301941.2	Ag034G3792900
OG0002813	XP_006301615.1	Ag002G0199300
OG0002813	XP_006303487.1, XP_006292280.1	Ag034G3807100
OG0002814	XP_006307580.2	Ag034G3809700
OG0002814	XP_006302377.1	Ag002G0196100
OG0002815	XP_006302066.1	Ag002G0173800
OG0002815	XP_023645238.1	Ag034G3821600
OG0002816	XP_023645215.1	Ag034G3823100
OG0002817	XP_006304920.2	Ag018G2442800
OG0002818	XP_006300656.1	Ag018G2436100
OG0002818	XP_006303887.1	Ag034G3924800
OG0002819	XP_006300987.1	Ag034G4053600
OG0002820	XP_023637475.1	Ag002G0189900
OG0002821	XP_006303011.1	Ag024G2863900
OG0002822	XP_006304348.1, XP_006306289.1	Ag025G2967600
OG0002823	XP_006285520.1	Ag011G1087500, Ag011G1086000, Ag011G1086800, Ag011G1086500, Ag011G1087100
OG0002825	XP_006285996.1	Ag011G1119300, Ag011G1119000, Ag011G1119100
OG0002826	XP_006285557.1	Ag011G1173400
OG0002827	XP_006283797.1, XP_006297740.1	Ag011G1207800
OG0002828	XP_006284609.1	Ag011G1240900
OG0002829	XP_023637094.1, XP_023637654.1	Ag019G2508000, Ag019G2507900
OG0002844	XP_006290659.1, XP_006289823.1	Ag034G3748500, Ag005G0790300
OG0002845	XP_006299060.1	Ag014G1802400
OG0002845	XP_006287847.2	Ag013G1361700
OG0002846	XP_006300265.2	Ag031G3149400
OG0002846	XP_006286781.1	Ag013G1453000
OG0002848	XP_023634879.1	Ag007G0883600
OG0002850	XP_006287786.1	Ag013G1506100
OG0002851	XP_023642859.1	Ag013G1508700, Ag013G1508400
OG0002852	XP_006303165.1	Ag019G2521900, Ag013G1552500
OG0002852	XP_006289423.1	Ag038G4161100
OG0002853	XP_023637718.1	Ag004G0513100
OG0002853	XP_006286568.1	Ag013G1557000
OG0002854	XP_006293453.1, XP_006293454.1	Ag013G1589300, Ag013G1589100
OG0002855	XP_006306431.1	Ag034G3753600, Ag034G3753800
OG0002855	XP_006295904.1	Ag013G1598300
OG0002856	XP_006305208.1	Ag034G3732200
OG0002857	XP_023645090.1	Ag034G3724000
OG0002857	XP_006294598.1	Ag013G1646200
OG0002858	XP_006295065.1	Ag013G1660700
OG0002858	XP_023645770.1	Ag034G3707700
OG0002859	XP_006304766.1	Ag034G3708900
OG0002859	XP_006293699.1	Ag013G1661900
OG0002860	XP_006293436.1	Ag013G1668100
OG0002860	XP_006306689.1	Ag034G3704200
OG0002861	XP_006295706.1	Ag013G1673000
OG0002861	XP_006303679.1	Ag034G3700400
OG0002862	XP_006279444.1, XP_006303142.1	Ag034G3748000, Ag013G1692800
OG0002864	XP_023644886.1	Ag013G1716300
OG0002864	XP_006292918.1	Ag001G0039200
OG0002865	XP_006295268.1, XP_006303413.2	Ag013G1761000
OG0002866	XP_006303503.1	Ag013G1762900
OG0002868	XP_006279535.1	Ag004G0429600
OG0002868	XP_006292265.1	Ag049G4727500
OG0002869	XP_006279943.1	Ag004G0432500
OG0002870	XP_006281338.1	Ag004G0464600
OG0002872	XP_023633439.1	Ag004G0495000
OG0002872	XP_006279962.1	Ag004G0493900
OG0002873	XP_023637185.1	Ag004G0581300, Ag004G0581100
OG0002873	XP_023637370.1	Ag004G0582900
OG0002874	XP_006284183.1	Ag004G0743900
OG0002875	XP_006279572.1, XP_006282565.2	Ag004G0744200, Ag002G0212100
OG0002876	XP_006290402.2	Ag002G0233100, Ag002G0223300, Ag002G0234700, Ag022G2689500
OG0002878	XP_023644285.1	Ag022G2729200, Ag022G2729700
OG0002879	XP_006288158.2	Ag022G2739900
OG0002879	XP_006298018.1	Ag014G1909100
OG0002880	XP_006286283.1	Ag075G5297200
OG0002881	XP_006295401.1	Ag048G4562400
OG0002882	XP_006301442.1, XP_006301477.1, XP_023644077.1	Ag048G4570700, Ag048G4570100, Ag048G4570000
OG0002883	XP_006300814.1	Ag048G4607100
OG0002883	XP_023632732.1	Ag034G3912200
OG0002884	XP_006291633.1	Ag049G4729900
OG0002885	XP_006300171.1	Ag064G5108700, Ag032G3461300, Ag032G3461700, Ag002G0256000
OG0002886	XP_006293519.1	Ag054G4894300
OG0002886	XP_006292303.1	Ag031G3399600
OG0002887	XP_006280173.1, XP_006285271.1	Ag007G0853600
OG0002888	XP_023634143.1, XP_006286120.1	Ag007G0866400, Ag007G0866300
OG0002889	XP_006297684.1	Ag029G3097400
OG0002889	XP_006285259.2	Ag007G0878600, Ag007G0872200
OG0002890	XP_006285842.1	Ag007G0881600
OG0002890	XP_006297780.1	Ag095G5471200
OG0002891	XP_006306614.1	Ag034G3991500
OG0002892	XP_006302649.1, XP_006298432.1, XP_006285337.1	Ag078G5381000, Ag078G5382000
OG0002893	XP_006281088.1	Ag006G0827000
OG0002894	XP_023642957.1	Ag006G0835400
OG0002895	XP_006298067.1	Ag033G3501500, Ag014G2018300
OG0002895	XP_006305259.1	Ag001G0084400
OG0002896	XP_023633481.1, XP_006283104.1, XP_023634859.1	Ag073G5263000, Ag051G4803100
OG0002897	XP_006296609.1, XP_006297553.1	Ag044G4484400
OG0002898	XP_023634834.1	Ag037G4133400, Ag016G2319600, Ag016G2320200, Ag044G4488600
OG0002899	XP_006283435.1	Ag011G1147300
OG0002899	XP_006299348.1	Ag044G4494300
OG0002900	XP_023635228.1	Ag033G3504900
OG0002900	XP_006287184.1	Ag030G3131400
OG0002901	XP_023642094.1	Ag016G2354300
OG0002902	XP_006289634.2	Ag066G5151100
OG0002902	XP_006285930.1	Ag033G3626100
OG0002903	XP_006290918.1	Ag017G2434800
OG0002903	XP_006279622.1	Ag031G3163600
OG0002904	XP_006291736.1	Ag017G2434000
OG0002905	XP_023641461.1	Ag031G3167000
OG0002905	XP_023637755.1	Ag017G2430300
OG0002906	XP_023639220.1	Ag031G3186000
OG0002907	XP_023640786.1	Ag003G0296900
OG0002909	XP_006295364.1	Ag003G0307600
OG0002909	XP_006292139.1	Ag031G3203500
OG0002910	XP_006293747.1, XP_023636150.1, XP_006290638.1	Ag031G3216600, Ag031G3216700
OG0002911	XP_023639620.1	Ag003G0353300
OG0002912	XP_006298442.1	Ag031G3340400
OG0002913	XP_006292587.2	Ag031G3368100
OG0002913	XP_006292675.1	Ag031G3368200, Ag031G3368300, Ag031G3368400
OG0002914	XP_023643327.1	Ag020G2572400
OG0002915	XP_006299662.1	Ag011G1176100
OG0002916	XP_006283954.1	Ag011G1099500
OG0002916	XP_006297953.1	Ag042G4381400
OG0002917	XP_006297243.1, XP_006280197.1	Ag042G4404500
OG0002919	XP_006288709.1	Ag038G4147600
OG0002920	XP_023639331.1	Ag003G0320900
OG0002921	XP_006297603.1	Ag014G1797800
OG0002922	XP_006298054.1	Ag014G1829400
OG0002923	XP_006298123.1, XP_006288233.1	Ag014G1841600
OG0002924	XP_023642002.1	Ag014G1879700
OG0002924	XP_023641065.1	Ag014G1968200
OG0002926	XP_006298180.1	Ag014G1905600
OG0002926	XP_006298176.1	Ag014G1905700
OG0002927	XP_023642515.1	Ag014G1963200
OG0002928	XP_006297678.2	Ag014G2003900
OG0002930	XP_006299318.1, XP_006298254.1	Ag014G2021400
OG0002931	XP_023641373.1	Ag014G2071600
OG0002931	XP_006297463.1	Ag014G2071700
OG0002932	XP_023642170.1	Ag014G2075800
OG0002933	XP_006297986.1	Ag014G2121800
OG0002933	XP_006297656.1	Ag014G2121600
OG0002935	XP_006297534.1	Ag027G3053400, Ag027G3053100
OG0002936	XP_006297470.1	Ag027G3055300
OG0002937	XP_006302994.1	Ag036G4116400
OG0002938	XP_006287404.1	Ag019G2534400
OG0002938	XP_006303436.2	Ag034G3657300
OG0002939	XP_006303267.1	Ag034G3668100
OG0002939	XP_006286739.1	Ag019G2504200
OG0002940	XP_006303605.1	Ag034G3725100
OG0002941	XP_006303490.1	Ag034G3879300
OG0002942	XP_006305010.1	Ag034G3967300, Ag034G3967900
OG0002943	XP_023642996.1	Ag002G0127100
OG0002944	XP_023643238.1	Ag002G0216300
OG0002946	XP_006293683.1	Ag016G2343900
OG0002947	XP_023637560.1	Ag016G2401900
OG0002948	XP_006285298.1	Ag011G1038300, Ag011G1038200
OG0002950	XP_006283909.1	Ag011G1068900
OG0002951	XP_023635434.1	Ag011G1120300
OG0002952	XP_006285676.1	Ag011G1173100
OG0002953	XP_006295415.1, XP_006285466.1	Ag011G1195000
OG0002954	XP_023634497.1	Ag011G1224300
OG0002955	XP_023633738.1	Ag011G1231500
OG0002956	XP_006300136.2, XP_006289638.1	Ag064G5107900
OG0002957	XP_023633351.1, XP_023634299.1, XP_023634301.1, XP_023636145.1	Ag019G2496700
OG0002958	XP_006283768.1	Ag010G1024600
OG0002971	XP_006290198.1, XP_006290801.2	Ag022G2713600, Ag068G5211300, Ag046G4527300, Ag047G4538300, Ag022G2713900, Ag011G1257300
OG0002972	XP_006282680.1	Ag046G4529500, Ag047G4540200
OG0002973	XP_006296913.1, XP_006296905.1	Ag014G2173100, Ag027G3068700, Ag014G2163200, Ag055G4908200, Ag055G4905200
OG0002975	XP_006287159.1	Ag015G2216700, Ag004G0643000, Ag013G1365500
OG0002976	XP_006287873.1	Ag013G1374900
OG0002976	XP_006297827.1	Ag014G1795000
OG0002977	XP_006287289.2	Ag013G1398700
OG0002978	XP_006287365.1	Ag013G1452200
OG0002979	XP_006306116.1	Ag021G2608300, Ag018G2452600
OG0002979	XP_006287373.1	Ag013G1469000
OG0002981	XP_006288516.2	Ag013G1526400
OG0002981	XP_006279497.2	Ag004G0440100
OG0002982	XP_006288969.1	Ag013G1537700
OG0002982	XP_006281386.1	Ag004G0449300
OG0002983	XP_006286136.1, XP_006285075.1	Ag077G5323100, Ag013G1543600
OG0002984	XP_006289011.1	Ag013G1556400
OG0002984	XP_023637925.1	Ag012G1312600
OG0002985	XP_006306455.1	Ag034G3737100
OG0002985	XP_006295366.1	Ag013G1624900
OG0002987	XP_023645228.1	Ag034G3693100, Ag004G0709100
OG0002987	XP_006281535.1	Ag013G1686900
OG0002988	XP_006305464.1	Ag013G1706900
OG0002989	XP_023640165.1, XP_006307098.1	Ag013G1747000
OG0002990	XP_006304015.1	Ag013G1749300
OG0002991	XP_023639503.1, XP_006303526.1	Ag013G1768700, Ag011G1168100
OG0002992	XP_006280051.1	Ag004G0425300
OG0002993	XP_006279521.1, XP_006290363.1	Ag004G0425900
OG0002994	XP_006280940.1	Ag004G0427000
OG0002994	XP_023638763.1	Ag049G4725400
OG0002995	XP_006282444.2	Ag004G0507000, Ag004G0507100, Ag004G0506600, Ag004G0506800, Ag004G0506900, Ag004G0506700
OG0002996	XP_006289156.2, XP_023636449.1	Ag004G0600900, Ag033G3648800
OG0002997	XP_006280128.1	Ag004G0621600
OG0002998	XP_006279869.2, XP_023640828.1, XP_006282270.1	Ag004G0659500
OG0002999	XP_023635950.1, XP_023635848.1	Ag004G0672600
OG0003000	XP_006281213.1	Ag004G0722000
OG0003001	XP_006304671.1	Ag034G3726900, Ag004G0724200
OG0003002	XP_023643881.1	Ag004G0750500
OG0003003	XP_006280296.1	Ag004G0751400
OG0003004	XP_006306631.1, XP_006306628.2	Ag004G0751700, Ag034G3775000, Ag031G3292700
OG0003005	XP_023637273.1	Ag022G2637100
OG0003005	XP_023637180.1	Ag022G2637200
OG0003006	XP_006306434.1	Ag034G3679500
OG0003006	XP_006288687.1	Ag022G2650500
OG0003007	XP_006300167.2	Ag031G3330500, Ag031G3330400, Ag001G0041500, Ag001G0042000, Ag001G0041900, Ag002G0155900, Ag022G2711900, Ag022G2711400, Ag022G2711800
OG0003008	XP_023637766.1, XP_023645396.1	Ag011G1117400, Ag022G2712800, Ag031G3298400, Ag031G3298300
OG0003009	XP_006288714.1	Ag022G2769400, Ag014G1899300
OG0003010	XP_023635619.1, XP_006283240.1	Ag075G5294900
OG0003011	XP_006304309.1	Ag034G4014000
OG0003011	XP_006302951.2	Ag048G4623000
OG0003013	XP_006303042.2	Ag048G4634000
OG0003013	XP_006305794.1	Ag034G4010300
OG0003014	XP_006299001.1	Ag040G4344800
OG0003015	XP_006284060.1	Ag011G1120700
OG0003015	XP_006298143.1	Ag040G4344900
OG0003017	XP_006284514.1	Ag007G0868900, Ag076G5314600, Ag007G0869800, Ag007G0869900, Ag076G5314700
OG0003018	XP_006285207.1	Ag007G0871800
OG0003020	XP_006285986.1, XP_006285703.1	Ag007G0888600
OG0003021	XP_006301497.1	Ag078G5362700
OG0003022	XP_006301645.1	Ag056G4939100
OG0003023	XP_023634032.1	Ag045G4524000
OG0003023	XP_006282861.1	Ag065G5120900
OG0003024	XP_006303143.1	Ag034G3997900
OG0003025	XP_006291239.1	Ag034G4036200
OG0003025	XP_023635583.1	Ag071G5244900
OG0003026	XP_006292817.2, XP_006282925.1	Ag012G1289700
OG0003027	XP_006280657.1, XP_006281787.2	Ag006G0829400, Ag006G0829900
OG0003028	XP_023645732.1	Ag001G0012900
OG0003029	XP_006298836.1	Ag014G2157800
OG0003030	XP_006306575.1	Ag025G2968000
OG0003030	XP_006303880.1	Ag001G0051700
OG0003031	XP_006303488.1	Ag027G3065400, Ag014G2175400
OG0003032	XP_006298721.1	Ag014G2027600
OG0003032	XP_006304274.1	Ag001G0074200
OG0003033	XP_023640190.1	Ag002G0217100
OG0003034	XP_006279829.1	Ag031G3158900
OG0003034	XP_006292971.2	Ag008G0942500
OG0003037	XP_006287092.1	Ag016G2380600
OG0003037	XP_006282798.1	Ag033G3603800
OG0003038	XP_023639285.1	Ag033G3625700
OG0003039	XP_006291552.1	Ag031G3216100
OG0003040	XP_006291651.2	Ag031G3222100
OG0003041	XP_023639016.1	Ag031G3228700, Ag031G3228800, Ag031G3228300, Ag031G3228200, Ag031G3227500
OG0003043	XP_023640488.1	Ag003G0392100
OG0003043	XP_006292898.2	Ag031G3282500
OG0003047	XP_023644290.1	Ag067G5186900
OG0003047	XP_006301937.2	Ag067G5186500
OG0003048	XP_006300765.1, XP_023645189.1	Ag067G5188100
OG0003049	XP_006302929.1, XP_006302623.1	Ag067G5195000
OG0003050	XP_006300494.1	Ag036G4115500
OG0003050	XP_006283832.1	Ag081G5399200
OG0003051	XP_006285667.1	Ag039G4270500
OG0003052	XP_006295776.2	Ag015G2178000
OG0003052	XP_006284310.1	Ag011G1033300
OG0003053	XP_006306012.2, XP_006306203.2	Ag015G2257400
OG0003054	XP_006284252.1, XP_006286238.2	Ag021G2612700
OG0003055	XP_006286742.2	Ag038G4145800
OG0003056	XP_006286966.1	Ag038G4149300
OG0003057	XP_006286759.2	Ag038G4157400
OG0003058	XP_006298205.1	Ag014G1824700
OG0003058	XP_006288228.2	Ag038G4178500
OG0003059	XP_006280350.1	Ag003G0337000, Ag003G0336700
OG0003060	XP_006294730.1	Ag003G0324000
OG0003061	XP_006295606.1	Ag003G0351400
OG0003062	XP_006296003.1	Ag003G0351600, Ag003G0351700
OG0003063	XP_006288910.1, XP_006288884.2, XP_006295417.2	Ag003G0401200
OG0003064	XP_006300214.1, XP_023637218.1	Ag014G1830800
OG0003066	XP_006298894.1, XP_006298834.2	Ag014G1842000, Ag014G1842200, Ag014G1841900
OG0003067	XP_006297252.1, XP_006279872.1	Ag014G1858400
OG0003068	XP_006296741.1	Ag014G1884000
OG0003069	XP_006296763.1, XP_023642271.1	Ag014G1922700
OG0003072	XP_006298550.1, XP_006303525.1	Ag014G2070900
OG0003073	XP_023642007.1	Ag014G2079400
OG0003073	XP_006305898.1	Ag025G2943900
OG0003074	XP_006300942.1	Ag036G4085100
OG0003075	XP_023637200.1	Ag060G5000900
OG0003075	XP_006287032.1	Ag060G5001000
OG0003076	XP_023636204.1	Ag019G2529500
OG0003076	XP_006304638.1	Ag034G3654900
OG0003077	XP_006303837.1	Ag034G3656900
OG0003078	XP_006303792.1	Ag034G3673100
OG0003079	XP_006305361.1	Ag034G3682500
OG0003080	XP_006307671.1	Ag034G3727200
OG0003081	XP_006301799.2	Ag002G0229700
OG0003081	XP_006305951.1	Ag034G3796100
OG0003082	XP_006305538.2, XP_006291855.1	Ag034G3874400
OG0003083	XP_006305801.1	Ag034G3876800
OG0003084	XP_023645810.1	Ag034G3883900
OG0003085	XP_023645693.1, XP_023643860.1	Ag034G3945200
OG0003086	XP_006301239.1, XP_006303245.1	Ag034G3982600
OG0003087	XP_006304292.1	Ag034G3986300
OG0003088	XP_006306476.1	Ag034G3986500
OG0003089	XP_006303183.1	Ag034G3997700
OG0003092	XP_023640966.1, XP_006282244.2	Ag016G2349500
OG0003093	XP_006284773.1	Ag011G1098900, Ag011G1099000, Ag011G1099100
OG0003094	XP_006284143.1	Ag011G1145000
OG0003095	XP_023635114.1	Ag011G1144900, Ag011G1145200
OG0003096	XP_006285833.1	Ag011G1227000, Ag011G1226800
OG0003097	XP_023644841.1	Ag018G2472800
OG0003098	XP_006288017.1	Ag019G2510300, Ag019G2510100
OG0003116	XP_006284287.1	Ag046G4529700, Ag047G4541000
OG0003117	XP_006287789.1	Ag013G1345100, Ag039G4321900
OG0003118	XP_006287217.1	Ag013G1400100
OG0003120	XP_006281052.1	Ag004G0440000
OG0003122	XP_006283973.1	Ag013G1693500
OG0003123	XP_006304074.1	Ag013G1703900
OG0003123	XP_023633957.1	Ag011G1264000
OG0003124	XP_006307096.2	Ag013G1725900
OG0003125	XP_006303203.1	Ag013G1755400
OG0003125	XP_006305679.1	Ag034G3782500
OG0003126	XP_023645866.1	Ag013G1760300
OG0003126	XP_006306925.1	Ag013G1760100
OG0003127	XP_006290913.1, XP_023639261.1	Ag004G0417800, Ag001G0058200
OG0003128	XP_006289978.1	Ag004G0449800
OG0003129	XP_006279614.1	Ag004G0466300
OG0003130	XP_006281325.1	Ag004G0475100
OG0003131	XP_006288646.1	Ag022G2652500
OG0003131	XP_006279771.1	Ag004G0495500
OG0003132	XP_006292754.1	Ag004G0767100
OG0003132	XP_023637430.1	Ag004G0523600
OG0003133	XP_006301473.1, XP_006301918.2	Ag002G0208100
OG0003134	XP_006298572.1	Ag027G3040500
OG0003135	XP_023637021.1	Ag004G0655100
OG0003136	XP_006279138.1, XP_006289411.1	Ag004G0596900
OG0003137	XP_023642301.1	Ag014G1912300, Ag014G1912200, Ag014G1906400, Ag029G3119500, Ag014G1906600, Ag014G1906500, Ag014G1914600
OG0003138	XP_006281549.1	Ag051G4805400
OG0003139	XP_006282756.1	Ag004G0693900
OG0003140	XP_006303559.1	Ag004G0697900, Ag057G4954700, Ag038G4147800, Ag034G4012900, Ag034G4036700, Ag039G4252500
OG0003141	XP_023641319.1	Ag014G2047100, Ag004G0706000
OG0003142	XP_006288250.1, XP_023644627.1	Ag022G2637900
OG0003143	XP_023636531.1	Ag022G2639400
OG0003144	XP_006293305.2	Ag022G2639700, Ag031G3353800
OG0003145	XP_023637661.1, XP_006287208.2	Ag022G2728700
OG0003146	XP_023636955.1	Ag022G2732800
OG0003147	XP_006283741.1, XP_006292474.2	Ag075G5288100
OG0003148	XP_023642989.1	Ag002G0127800
OG0003149	XP_006300740.1, XP_006287070.1	Ag048G4554900
OG0003150	XP_006300629.1	Ag048G4563100
OG0003152	XP_006302466.1, XP_006307722.2	Ag048G4587700, Ag034G3901100
OG0003153	XP_006301909.1	Ag048G4596400, Ag033G3595000
OG0003154	XP_006307528.1	Ag034G3998300
OG0003155	XP_023644203.1	Ag048G4652100, Ag048G4652200
OG0003156	XP_023638394.1	Ag048G4678200, Ag048G4678400, Ag048G4678600, Ag048G4678800, Ag048G4678100
OG0003157	XP_006300503.1	Ag048G4715400
OG0003157	XP_006305120.1	Ag034G3963700
OG0003158	XP_006307616.1	Ag032G3471100
OG0003159	XP_006295518.1	Ag054G4879000, Ag054G4878900
OG0003160	XP_006300648.1	Ag011G1124800
OG0003161	XP_023638605.1	Ag009G0980800, Ag041G4355300
OG0003162	XP_006282594.1, XP_006297643.1	Ag007G0887000
OG0003163	XP_006284802.1	Ag007G0905500
OG0003164	XP_006286201.1	Ag007G0924900
OG0003165	XP_006302579.1	Ag078G5345900
OG0003166	XP_006306937.1	Ag034G3941500
OG0003167	XP_006291729.1	Ag071G5248800
OG0003168	XP_006290933.1	Ag012G1276400
OG0003169	XP_006291373.1	Ag012G1304100
OG0003171	XP_023641003.1	Ag016G2286700, Ag016G2286900
OG0003171	XP_006279889.1	Ag006G0835300
OG0003173	XP_023632603.1	Ag001G0007800
OG0003174	XP_006305920.2, XP_006303569.2	Ag001G0089200, Ag001G0089300, Ag001G0089100
OG0003175	XP_006281095.1	Ag023G2801700
OG0003176	XP_006282964.1	Ag033G3644200
OG0003177	XP_006279824.1	Ag051G4819400
OG0003178	XP_006282022.1, XP_006303791.2	Ag033G3543100
OG0003179	XP_006282574.1	Ag031G3139400
OG0003180	XP_006283553.1, XP_006294082.1	Ag031G3147100
OG0003181	XP_006281675.2, XP_023638376.1	Ag031G3160800
OG0003182	XP_006291085.1	Ag031G3220600
OG0003183	XP_006295323.1	Ag003G0353000
OG0003185	XP_006292024.1	Ag031G3297700
OG0003187	XP_006292250.1	Ag031G3329600
OG0003187	XP_006293262.1, XP_006290809.1	Ag031G3329000, Ag031G3329500
OG0003188	XP_006294652.2	Ag039G4217300
OG0003189	XP_006293664.1	Ag039G4250500
OG0003189	XP_006290589.1	Ag031G3359100
OG0003190	XP_006293244.1	Ag031G3386600
OG0003190	XP_006293678.1	Ag039G4309700
OG0003191	XP_006302514.1	Ag067G5198900
OG0003192	XP_006297219.1	Ag086G5421600, Ag042G4378000
OG0003193	XP_006294497.1	Ag039G4189400
OG0003194	XP_006285261.2, XP_006293868.1	Ag039G4252600
OG0003195	XP_006296162.1	Ag015G2203100
OG0003195	XP_006285189.1	Ag011G1090100
OG0003196	XP_006296174.1	Ag015G2207800
OG0003197	XP_006288543.1	Ag021G2622900
OG0003198	XP_006288229.1	Ag038G4171500
OG0003198	XP_006298155.1	Ag014G1831900
OG0003199	XP_006297625.1	Ag088G5441000
OG0003200	XP_006289663.1	Ag043G4451100
OG0003201	XP_006298278.1	Ag014G1831800
OG0003202	XP_006297026.1	Ag014G1852100, Ag014G1852000
OG0003203	XP_023642448.1, XP_006298156.1	Ag014G1867200
OG0003206	XP_006298805.1	Ag014G1955800
OG0003208	XP_006299790.2	Ag017G2417600, Ag014G2142800, Ag014G2121900, Ag014G2092400
OG0003209	XP_023634695.1, XP_023634651.1, XP_023634712.1	Ag026G2998500
OG0003210	XP_006291420.1	Ag061G5036800
OG0003211	XP_006306939.1	Ag034G3702600
OG0003212	XP_006305942.1	Ag034G3736400, Ag034G3735400, Ag034G3735300, Ag034G3736500
OG0003213	XP_006303723.2, XP_006306342.1	Ag034G3756400
OG0003214	XP_006300441.1	Ag002G0243100
OG0003214	XP_006305877.1	Ag034G3790100
OG0003215	XP_023644009.1, XP_006302176.2	Ag002G0155800
OG0003215	XP_023633231.1	Ag034G3829300
OG0003216	XP_006306785.2	Ag034G3837900
OG0003217	XP_006292904.2, XP_006303175.1	Ag034G3866400
OG0003218	XP_006305567.1	Ag034G3918100
OG0003219	XP_006300971.1, XP_006301142.1, XP_006301344.1, XP_006301788.1, XP_006284897.2, XP_006306009.2	Ag034G4023100, Ag034G4022100, Ag034G4023300, Ag011G1168400, Ag011G1168700
OG0003220	XP_023644007.1	Ag018G2449600
OG0003220	XP_006307658.2	Ag034G4024300
OG0003221	XP_023645478.1	Ag034G4030800
OG0003221	XP_006279779.1	Ag016G2352000, Ag016G2352200, Ag016G2352900
OG0003222	XP_006305189.1	Ag034G4031700
OG0003223	XP_006301557.1	Ag002G0220000
OG0003223	XP_006301215.1	Ag002G0220100
OG0003224	XP_006302642.2, XP_006279103.2	Ag002G0250300
OG0003225	XP_006284675.2	Ag025G2902500
OG0003226	XP_023646036.1	Ag025G2918600
OG0003228	XP_006286103.1	Ag011G1208900, Ag011G1210600, Ag011G1211100, Ag011G1210900, Ag011G1210800, Ag011G1208400
OG0003229	XP_023632920.1, XP_006305850.1	Ag018G2476200
OG0003230	XP_006283681.1	Ag010G1013900
OG0003231	XP_006292439.1, XP_006291887.1	Ag085G5414200
OG0003246	XP_023639151.1, XP_006291120.1	Ag055G4902500
OG0003247	XP_006290594.2	Ag055G4902600
OG0003248	XP_006290744.1	Ag055G4927200
OG0003249	XP_023638643.1	Ag013G1426500, Ag013G1426700, Ag013G1426900, Ag013G1425800, Ag004G0746900, Ag013G1343800, Ag002G0229100, Ag002G0233400, Ag002G0236000, Ag016G2292700
OG0003250	XP_006287626.1	Ag013G1421700, Ag013G1421600
OG0003251	XP_023642404.1	Ag031G3149300
OG0003251	XP_006287937.1	Ag013G1453300
OG0003252	XP_023635779.1	Ag004G0551500
OG0003253	XP_006283539.1	Ag050G4771800, Ag050G4771900, Ag013G1511500
OG0003254	XP_006287293.2	Ag013G1528700
OG0003255	XP_006288251.1	Ag013G1528800
OG0003255	XP_006288241.1	Ag013G1528900
OG0003256	XP_023635899.1	Ag013G1530100, Ag013G1529900, Ag013G1534900
OG0003257	XP_006298216.1	Ag013G1541200
OG0003257	XP_006280875.1	Ag004G0452200
OG0003258	XP_023641456.1	Ag013G1545400
OG0003259	XP_006295188.1	Ag013G1622900
OG0003261	XP_006295756.1	Ag013G1636700
OG0003262	XP_006304341.1, XP_006295298.1	Ag013G1655900
OG0003263	XP_006304698.1	Ag068G5212000, Ag068G5214600, Ag013G1668900
OG0003264	XP_006294710.1	Ag031G3189400
OG0003265	XP_023636161.1	Ag042G4398300
OG0003265	XP_023642614.1	Ag013G1728000, Ag013G1735300
OG0003266	XP_006305441.1	Ag002G0239000, Ag002G0239200, Ag002G0238400, Ag002G0238500, Ag002G0239100, Ag002G0239400, Ag002G0239300, Ag013G1734500, Ag033G3517800, Ag006G0833400, Ag044G4492500
OG0003267	XP_006305999.1	Ag013G1744500
OG0003269	XP_023635901.1	Ag004G0457800
OG0003270	XP_023637229.1, XP_006279517.1	Ag004G0501800, Ag027G3053500
OG0003272	XP_006292465.1	Ag034G3702300
OG0003273	XP_006291692.2	Ag004G0608300
OG0003274	XP_006285554.2	Ag011G1097400, Ag004G0612800
OG0003275	XP_006296826.1	Ag014G1960400, Ag004G0625700, Ag025G2971600
OG0003276	XP_006281504.1, XP_006282808.1	Ag004G0665800
OG0003277	XP_006281046.1	Ag004G0730200
OG0003278	XP_006291199.1	Ag004G0757600, Ag014G2063600
OG0003279	XP_006291513.1, XP_006279650.1	Ag004G0757700
OG0003280	XP_006288612.2	Ag022G2758500
OG0003281	XP_023645574.1	Ag022G2779300
OG0003282	XP_006304050.1	Ag075G5295300
OG0003284	XP_006300989.1	Ag048G4564400
OG0003285	XP_006284208.1, XP_006284229.1	Ag048G4567400, Ag048G4567500
OG0003286	XP_006285709.1	Ag033G3641400, Ag048G4579900
OG0003287	XP_023632718.1, XP_006304762.1	Ag048G4617500
OG0003290	XP_023641087.1	Ag027G3043100
OG0003290	XP_023634958.1	Ag007G0913100
OG0003291	XP_006300350.1, XP_023642994.1	Ag002G0120300, Ag063G5071500
OG0003292	XP_006301116.1	Ag057G4960000
OG0003293	XP_023634341.1	Ag001G0067700
OG0003294	XP_006304362.1, XP_006298925.1	Ag001G0086800
