Orthogroup	Capsella_rubella	Noccaea_praecox
OG0002257	XP_006297355.1	Np007G4110300
OG0002257	XP_006287467.1	Np003G1303700
OG0002258	XP_023640192.1	Np006G3354100
OG0002258	XP_006287550.1	Np003G1280000
OG0002259	XP_006287718.1	Np003G1271200
OG0002260	XP_006294648.1	Np006G3358200
OG0002261	XP_006284899.1	Np005G3184000
OG0002261	XP_006291775.1	Np001G0212700
OG0002262	XP_006305709.1	Np004G2409600
OG0002263	XP_006307012.1	Np004G2407900
OG0002264	XP_006302695.2	Np002G0712500
OG0002264	XP_006306471.1	Np004G2404200
OG0002265	XP_006305204.1	Np004G2326300
OG0002266	XP_006300776.1	Np002G0745000
OG0002266	XP_006306839.1	Np004G2328600
OG0002267	XP_006302760.1	Np002G0756400
OG0002268	XP_006303032.1	Np002G0768400
OG0002268	XP_006303449.1	Np004G2350500
OG0002269	XP_023644116.1	Np002G0779500
OG0002269	XP_023644884.1	Np004G2357600
OG0002270	XP_023645038.1	Np004G2358600
OG0002270	XP_006302548.1	Np002G0780700
OG0002271	XP_006291028.1	Np001G0653400
OG0002271	XP_023645421.1	Np004G1908200
OG0002272	XP_006298099.1	Np007G4076100
OG0002272	XP_006305221.1	Np004G1909700
OG0002273	XP_006297754.1	Np007G4074500
OG0002273	XP_006307614.1	Np004G1911900
OG0002274	XP_006297323.1	Np007G3845000
OG0002274	XP_006285190.1	Np005G3055800
OG0002275	XP_006284445.1	Np005G3053400
OG0002275	XP_006284990.2	Np005G3053500, Np004G2287600
OG0002276	XP_023643692.1	Np002G0811400
OG0002276	XP_023632947.1	Np004G2380300
OG0002278	XP_023633763.1	Np007G3718500
OG0002279	XP_006284717.1	Np005G2759600
OG0002279	XP_006298744.1	Np007G3722800
OG0002280	XP_006284784.1	Np005G3176900
OG0002280	XP_006292089.1	Np001G0205700
OG0002281	XP_023639200.1	Np001G0209300
OG0002281	XP_006285216.1	Np005G3182000
OG0002282	XP_006307325.1	Np004G2436200
OG0002282	XP_006293086.1	Np001G0230700
OG0002283	XP_006297182.1	Np007G3968600
OG0002283	XP_006306956.1	Np004G1972400
OG0002284	XP_006305619.1	Np004G1946500
OG0002285	XP_023641046.1	Np006G3425300
OG0002285	XP_006294011.1	Np006G3425100
OG0002286	XP_006294366.1, XP_006296484.1	Np006G3580000, Np006G3403400
OG0002287	XP_006282902.1	Np005G2992800
OG0002287	XP_006294010.1	Np006G3400900
OG0002288	XP_006282167.1	Np001G0344800
OG0002288	XP_006283693.1	Np005G2930000, Np005G2929800
OG0002289	XP_023635405.1	Np005G2955300
OG0002290	XP_006292614.2, XP_006298960.1	Np001G0124700, Np007G4115400
OG0002291	XP_023638939.1	Np001G0520800
OG0002291	XP_006305241.1	Np004G2026600
OG0002292	XP_006293111.2	Np001G0513500
OG0002292	XP_006290309.1	Np001G0513400
OG0002293	XP_006285142.1	Np005G2838100
OG0002293	XP_006282077.1	Np003G1845000
OG0002294	XP_006280340.1	Np001G0392700
OG0002294	XP_006283465.2	Np005G2886000
OG0002295	XP_006288090.1	Np003G1763200
OG0002295	XP_006304069.1	Np004G2418300
OG0002296	XP_006293812.1	Np006G3401200
OG0002296	XP_006283277.1	Np005G2982700
OG0002297	XP_023640486.1	Np006G3203900
OG0002298	XP_006294022.1	Np006G3236400
OG0002298	XP_006290970.1	Np001G0670300
OG0002299	XP_006292598.1	Np001G0617500
OG0002300	XP_006293425.1	Np006G3310800
OG0002301	XP_006293865.1	Np006G3321500
OG0002301	XP_006290794.2	Np001G0599400
OG0002302	XP_006296203.1	Np006G3337100
OG0002302	XP_006290501.1	Np001G0588900
OG0002303	XP_023637817.1	Np001G0585300
OG0002303	XP_023639657.1	Np006G3340300
OG0002305	XP_023633975.1	Np005G2604300
OG0002305	XP_023643406.1	Np002G0902500
OG0002306	XP_006288592.2	Np003G1830000
OG0002307	XP_006294016.1	Np006G3700100
OG0002307	XP_006282507.1	Np005G2612800
OG0002308	XP_006283648.2	Np005G2622500
OG0002308	XP_006294196.2	Np006G3690300
OG0002309	XP_006303734.1	Np004G2048300
OG0002310	XP_023636965.1	Np003G1784900, Np003G1784800
OG0002310	XP_006288068.1	Np003G1785700
OG0002311	XP_023635332.1	Np003G1401900, Np003G1401400
OG0002312	XP_006284481.1, XP_006281041.1	Np005G2945300
OG0002313	XP_006281284.1	Np001G0165500
OG0002314	XP_006292974.1	Np001G0186300
OG0002315	XP_006297072.1	Np007G3928500
OG0002315	XP_006306886.1	Np004G1996200
OG0002316	XP_023645617.1	Np004G1994900
OG0002316	XP_006297281.1	Np007G3930500
OG0002317	XP_006296838.1	Np007G3932200
OG0002318	XP_006300130.1	Np007G3941600
OG0002318	XP_006305685.1	Np004G1990100
OG0002320	XP_023633246.1	Np004G2594400, Np004G2594300
OG0002321	XP_023645094.1	Np004G2593800
OG0002321	XP_023636710.1	Np003G1891100
OG0002322	XP_006286777.1	Np003G1893000
OG0002322	XP_006304625.1	Np004G2593100
OG0002323	XP_006303137.2	Np004G2578800
OG0002324	XP_023645287.1, XP_006305104.1	Np004G2520600, Np004G2520400
OG0002325	XP_006305729.2	Np004G2503600
OG0002326	XP_006305234.1	Np004G2485000
OG0002326	XP_006301117.1	Np002G1146800
OG0002327	XP_006291569.1	Np001G0258900
OG0002327	XP_006305437.1	Np004G2421300
OG0002328	XP_006306059.1	Np004G2400600
OG0002328	XP_006301326.1	Np002G0717300
OG0002329	XP_006307706.1	Np004G2399800
OG0002329	XP_006300527.2	Np002G0720800
OG0002330	XP_006307711.1	Np004G2385800
OG0002331	XP_023643600.1	Np002G0801000
OG0002332	XP_023645483.1	Np004G2369000
OG0002333	XP_023643888.1	Np002G0828200
OG0002333	XP_006304330.1	Np004G2320800
OG0002334	XP_006306746.1	Np004G2294900
OG0002334	XP_023643122.1	Np002G0855500
OG0002335	XP_006303937.1	Np004G2284400
OG0002335	XP_006301045.1	Np002G0860300
OG0002336	XP_006301559.1	Np002G1197200
OG0002337	XP_006302542.1	Np002G1151600, Np002G1151700, Np002G1151900, Np005G2739800, Np005G2843700
OG0002338	XP_006295814.1	Np003G1745200
OG0002339	XP_006299923.1, XP_006297339.1	Np007G3762000
OG0002340	XP_006297087.1	Np007G3772300
OG0002340	XP_006283215.1	Np005G2653200
OG0002341	XP_006286232.1	Np005G2637800
OG0002342	XP_023635586.1	Np005G2642700
OG0002343	XP_006283245.1	Np005G2716300
OG0002343	XP_006293788.1	Np006G3654800
OG0002344	XP_006284575.1	Np005G2716400
OG0002344	XP_023640568.1	Np006G3655300
OG0002345	XP_023639345.1	Np006G3659800
OG0002346	XP_006280461.1	Np003G1595300
OG0002346	XP_006283675.1	Np005G2789600
OG0002352	XP_006285169.2	Np005G2733000
OG0002353	XP_006289776.1	Np003G1447200
OG0002353	XP_006299689.1	Np007G4223500
OG0002354	XP_006288719.1	Np003G1442700
OG0002354	XP_006298622.1	Np007G4225400
OG0002355	XP_006287588.2	Np003G1442400, Np005G3021400, Np003G1442500
OG0002356	XP_023636644.1	Np003G1437900
OG0002356	XP_006298763.1	Np007G4228900
OG0002357	XP_006287959.1	Np003G1429500
OG0002357	XP_023636368.1	Np003G1285700
OG0002358	XP_006299057.2	Np007G4238000
OG0002358	XP_006289078.1	Np003G1425200
OG0002359	XP_023636801.1	Np003G1422700
OG0002359	XP_023641774.1	Np007G4243200
OG0002360	XP_006289035.1	Np003G1397600
OG0002361	XP_006289304.1	Np001G0124300
OG0002361	XP_006289942.1	Np003G1373100
OG0002362	XP_006279584.1	Np001G0038800
OG0002362	XP_006289301.1	Np003G1362100
OG0002363	XP_006288057.1	Np003G1350900
OG0002363	XP_006280694.1	Np001G0056200
OG0002364	XP_023637136.1	Np001G0107300
OG0002364	XP_023637372.1	Np003G1348900
OG0002365	XP_006289277.1, XP_023637352.1	Np003G1340900, Np003G1341200
OG0002366	XP_006294679.1	Np007G4013100
OG0002367	XP_006295621.2	Np006G3604800
OG0002368	XP_006307341.1	Np004G2549400
OG0002368	XP_006294074.1	Np006G3568100
OG0002369	XP_006281167.1	Np001G0409800
OG0002369	XP_006305659.1	Np004G2560500
OG0002370	XP_006279893.1	Np001G0406300
OG0002370	XP_006303136.1	Np004G2561300
OG0002371	XP_006281207.1	Np001G0401300, Np005G2958200
OG0002372	XP_006284399.1, XP_006284384.1	Np005G2803200, Np005G2803400
OG0002373	XP_023643735.1, XP_023643977.1, XP_023643736.1, XP_023643205.1, XP_006279064.2, XP_006301365.1	Np004G2000000, Np004G2000200
OG0002374	XP_006304575.2	Np004G2152500
OG0002375	XP_006291283.1	Np001G0244700
OG0002376	XP_023633609.1	Np005G3167700, Np005G3167600
OG0002377	XP_006291818.1, XP_006291815.1	Np001G0436000
OG0002377	XP_006288424.2	Np003G1495100
OG0002378	XP_006292087.1	Np001G0439300
OG0002378	XP_006288939.1	Np003G1503000
OG0002379	XP_006291821.1	Np001G0466200
OG0002379	XP_006281080.1	Np003G1534900
OG0002380	XP_023633633.1	Np005G2717200, Np005G2736600
OG0002381	XP_006280100.1	Np003G1600300
OG0002381	XP_006283237.1	Np005G2789000
OG0002382	XP_006280315.2	Np003G1633300
OG0002382	XP_006283760.1	Np005G2783500
OG0002383	XP_006283860.1	Np005G2779900
OG0002386	XP_006297449.1	Np007G4116400
OG0002386	XP_006289766.2	Np003G1293000
OG0002387	XP_023636367.1	Np003G1285500
OG0002387	XP_006297282.1	Np007G4121100
OG0002388	XP_023634336.1	Np005G3197500
OG0002388	XP_006301732.1	Np002G1238800
OG0002390	XP_006302518.1	Np002G0747200
OG0002390	XP_006305534.2	Np004G2333100
OG0002391	XP_023643094.1	Np002G0751000
OG0002391	XP_006306914.1	Np004G2337600
OG0002392	XP_006302074.1	Np002G0767100
OG0002392	XP_006307131.1	Np004G2349600
OG0002393	XP_006282753.1	Np005G2667400
OG0002393	XP_006298713.2	Np007G3757300
OG0002394	XP_023633779.1	Np005G2676900
OG0002394	XP_006296808.1	Np007G3751900
OG0002395	XP_006297836.1	Np007G4081800
OG0002396	XP_006297185.1	Np007G4067200
OG0002396	XP_006306926.2	Np004G1915200
OG0002397	XP_023642179.1	Np007G4063500
OG0002397	XP_006304336.1	Np004G1917600
OG0002398	XP_006305270.1	Np004G1933100, Np007G4047800
OG0002399	XP_006286187.1	Np005G2648700
OG0002400	XP_023645424.1	Np004G1936900
OG0002401	XP_023640547.1	Np006G3394600
OG0002401	XP_006291052.1	Np001G0549800
OG0002402	XP_006283616.1	Np005G3077100
OG0002402	XP_023641388.1	Np007G3880500
OG0002403	XP_023642577.1, XP_006299914.1	Np007G3876200
OG0002404	XP_006282492.1	Np005G3093400
OG0002404	XP_006299165.1	Np007G3863100
OG0002405	XP_006282802.1	Np005G3063800
OG0002405	XP_006283466.2	Np005G3063700
OG0002406	XP_006284517.2	Np005G3044600
OG0002407	XP_006284248.2	Np005G3039300
OG0002407	XP_006299595.2	Np007G3832000
OG0002408	XP_006305334.1	Np004G2380700
OG0002409	XP_006302353.1	Np002G0804400
OG0002409	XP_006305996.1	Np004G2378700
OG0002410	XP_023635304.1	Np002G0793900, Np004G2370800
OG0002411	XP_006305622.1	Np004G2369900
OG0002412	XP_006306597.2	Np004G2367600
OG0002412	XP_006301494.1	Np002G0788800
OG0002413	XP_006300600.1	Np002G0889200
OG0002415	XP_006306859.1	Np004G2088700
OG0002416	XP_006300592.1	Np002G0887100
OG0002416	XP_023644397.1	Np004G2088900
OG0002417	XP_006306487.1	Np004G2252400
OG0002417	XP_006300410.1	Np002G0873600
OG0002418	XP_006301564.1	Np002G0876800, Np002G0966200
OG0002418	XP_006301643.1	Np002G0873000
OG0002419	XP_023634717.1	Np005G2762700
OG0002419	XP_023641775.1	Np007G3720800
OG0002420	XP_023635087.1	Np005G3192400
OG0002420	XP_023642985.1	Np002G1228200
OG0002421	XP_006304105.2	Np004G2499100
OG0002421	XP_006302747.1	Np002G1084300
OG0002422	XP_006291381.1	Np001G0202000
OG0002423	XP_006290819.1	Np001G0219800
OG0002425	XP_006283787.1	Np005G2915500
OG0002426	XP_023636256.1	Np001G0373100
OG0002426	XP_006283088.1	Np005G2902700
OG0002427	XP_006294393.1	Np006G3433100
OG0002428	XP_006281288.1	Np002G1245800, Np003G1841100, Np006G3227200
OG0002429	XP_006282559.1	Np005G2954200
OG0002430	XP_006287026.1	Np003G1804400
OG0002430	XP_006282557.1	Np005G2835300
OG0002431	XP_023634469.1	Np005G2613200
OG0002431	XP_006298883.1	Np007G4186100
OG0002432	XP_006284928.1	Np005G2847200
OG0002432	XP_006289235.1	Np003G1817700
OG0002433	XP_023640700.1, XP_023633808.1	Np005G2842300
OG0002434	XP_023636766.1	Np003G1825300
OG0002434	XP_006283937.1	Np005G2850500
OG0002435	XP_006286551.1	Np003G1827200
OG0002436	XP_006283746.1	Np005G2856400
OG0002437	XP_006280485.1	Np001G0389000
OG0002437	XP_006282647.2	Np005G2887600
OG0002438	XP_023634737.1	Np005G3118300
OG0002438	XP_023635574.1	Np005G2871400
OG0002439	XP_006283214.1	Np007G3944700
OG0002440	XP_006288528.1	Np003G1848900
OG0002440	XP_006284433.1	Np005G2875000
OG0002441	XP_006283583.2	Np005G2869200
OG0002441	XP_023635461.1	Np005G2869100
OG0002443	XP_006290580.1, XP_006290579.1	Np005G3071500, Np004G1899900
OG0002445	XP_006301308.1, XP_006301329.1, XP_006296511.1, XP_006284913.2	Np002G1169500, Np002G1170700
OG0002446	XP_006279087.1	Np001G0669500
OG0002446	XP_006294289.2	Np006G3237000
OG0002447	XP_006294794.1	Np006G3266500
OG0002447	XP_023638530.1	Np001G0648800
OG0002448	XP_006305194.1	Np002G0885900, Np003G1833100, Np002G0879900, Np004G1998500
OG0002449	XP_006290627.1	Np001G0626800
OG0002449	XP_006306818.1	Np004G1954800
OG0002450	XP_023639481.1	Np006G3296600
OG0002450	XP_006290634.1	Np001G0620700
OG0002451	XP_006295858.2	Np006G3303700
OG0002451	XP_006293269.2	Np001G0616000
OG0002452	XP_006291334.1, XP_006291318.1, XP_006291330.1	Np001G0615200
OG0002453	XP_006291202.1	Np001G0573400
OG0002453	XP_006294305.1	Np006G3350100
OG0002454	XP_023638284.1	Np001G0561400
OG0002454	XP_023640153.1	Np006G3378800
OG0002455	XP_006293000.1	Np007G3908300, Np001G0561200
OG0002456	XP_023639789.1	Np001G0547100
OG0002457	XP_006284144.1	Np005G2677300
OG0002457	XP_023642343.1	Np007G3750900, Np001G0215000
OG0002458	XP_006299489.1	Np007G3746200
OG0002458	XP_006284148.1	Np005G2682700
OG0002459	XP_006282650.1	Np005G2685100
OG0002461	XP_023634206.1	Np005G2754200
OG0002461	XP_006297982.1	Np007G3727900
OG0002462	XP_006293430.1	Np006G3313500
OG0002462	XP_023640100.1	Np006G3313400
OG0002464	XP_006285736.1	Np005G2844500
OG0002464	XP_006286984.1	Np003G1814500
OG0002465	XP_006282441.1	Np005G2687200
OG0002465	XP_006295611.1	Np006G3670700
OG0002466	XP_006307464.1	Np004G2084000
OG0002467	XP_006288336.1	Np003G1820500, Np003G1818400
OG0002467	XP_023634430.1	Np005G2848100
OG0002468	XP_006290071.1	Np001G0138900
OG0002469	XP_006285683.1	Np005G2762600
OG0002470	XP_023639780.1	Np006G3256700
OG0002472	XP_006289814.2	Np006G3269500
OG0002473	XP_006297826.1	Np007G4204000
OG0002474	XP_006299145.1	Np007G4203500
OG0002476	XP_023642796.1	Np007G4143000
OG0002477	XP_023636515.1	Np003G1255200
OG0002477	XP_006298135.1	Np007G4140500
OG0002478	XP_006288549.1	Np004G1954200
OG0002479	XP_006299183.1	Np007G4091900, Np004G2144000, Np004G2058600
OG0002480	XP_023633777.1, XP_006282909.1, XP_006286348.2	Np003G1549300
OG0002481	XP_023641521.1	Np007G4060300
OG0002481	XP_006304003.1	Np004G1920300
OG0002483	XP_006299525.1	Np007G3918000
OG0002483	XP_006284789.1	Np005G3003700, Np005G3007100
OG0002484	XP_023633865.1	Np005G3072300, Np005G3072200
OG0002484	XP_023636073.1	Np007G3919000
OG0002485	XP_006286188.1	Np005G3159400
OG0002486	XP_006301789.1	Np002G0950400
OG0002487	XP_006302605.2	Np002G0975200
OG0002487	XP_006285529.1	Np005G3111400
OG0002489	XP_006288947.1	Np003G1466600
OG0002490	XP_006292832.1	Np001G0531100
OG0002491	XP_023633218.1	Np004G2580600
OG0002491	XP_006302975.2	Np002G0843100
OG0002492	XP_023644575.1	Np004G2493800
OG0002493	XP_006307622.1	Np004G2492000
OG0002494	XP_006303342.1	Np004G2484800
OG0002494	XP_006303279.2	Np004G2484700
OG0002495	XP_006302469.1	Np002G1217900
OG0002496	XP_006291258.1	Np001G0222800
OG0002496	XP_006304985.2	Np004G2445900
OG0002497	XP_006305863.1	Np004G2434200
OG0002497	XP_006291529.1	Np001G0237500
OG0002498	XP_006291038.2	Np001G0247900
OG0002498	XP_023645392.1	Np004G2428200
OG0002499	XP_006292145.1	Np001G0253600
OG0002500	XP_006305074.2	Np004G2417600
OG0002500	XP_006291465.1	Np001G0264900
OG0002501	XP_006306837.1	Np004G2406700
OG0002502	XP_006280247.1	Np003G1727800
OG0002503	XP_023645701.1	Np004G2325100
OG0002504	XP_023645734.1	Np004G2303800
OG0002504	XP_006301623.1	Np002G0852100
OG0002505	XP_006305404.1	Np004G2301200
OG0002506	XP_006300398.1	Np002G0857500
OG0002506	XP_006306819.1	Np004G2287500
OG0002507	XP_006306199.1	Np004G2468200
OG0002507	XP_023643719.1	Np002G1187500
OG0002508	XP_023639793.1	Np006G3712100
OG0002508	XP_023634439.1	Np005G2605500
OG0002509	XP_006286220.1	Np005G2620000
OG0002510	XP_006283060.1	Np005G2695900
OG0002510	XP_006293612.1	Np006G3680300
OG0002511	XP_006283369.1	Np005G2693100
OG0002511	XP_006293849.2	Np006G3677300
OG0002512	XP_006282466.1	Np005G2689800
OG0002512	XP_006295124.1	Np006G3674800
OG0002513	XP_006283957.1	Np005G2660100
OG0002514	XP_023642669.1, XP_006297918.2	Np005G2644700, Np007G3782900
OG0002515	XP_006284236.1	Np005G2629200
OG0002515	XP_006294767.2	Np006G3631700
OG0002516	XP_006294512.1	Np006G3641500
OG0002516	XP_023634496.1	Np005G2708300
OG0002518	XP_023643739.1	Np002G0856300
OG0002518	XP_006305670.1	Np004G2292000
OG0002519	XP_006283015.1	Np005G2775500
OG0002519	XP_006300649.1	Np002G1004500
OG0002520	XP_006301445.1	Np002G0943500
OG0002522	XP_023638880.1	Np001G0154000
OG0002522	XP_023637356.1	Np006G3475500, Np006G3532500
OG0002523	XP_023636081.1, XP_006288100.1, XP_006288029.1	Np003G1763600
OG0002525	XP_006279909.1	Np001G0379300
OG0002530	XP_006284590.2	Np005G2730800
OG0002530	XP_006295064.1	Np006G3664900
OG0002531	XP_006283575.1	Np005G2606200
OG0002532	XP_023638812.1	Np001G0463700
OG0002533	XP_006290279.1	Np001G0491900
OG0002533	XP_006282031.1	Np001G0059100
OG0002534	XP_006290495.1, XP_023638014.1	Np001G0478300, Np005G2960300
OG0002535	XP_006292411.1	Np001G0263000
OG0002535	XP_006307070.1	Np004G2418400
OG0002536	XP_006297838.1	Np007G4222400
OG0002536	XP_023637237.1	Np003G1447700
OG0002537	XP_006302416.1	Np002G0759900
OG0002538	XP_006287411.1	Np006G3347800, Np002G0771300
OG0002538	XP_006287418.1	Np003G1434500
OG0002539	XP_006286845.1	Np003G1428700
OG0002539	XP_006289546.2	Np003G1428600
OG0002540	XP_006287848.1	Np003G1425500
OG0002540	XP_006296612.1	Np007G4237600
OG0002541	XP_023637030.1	Np003G1417900
OG0002541	XP_006282333.1	Np007G4247100
OG0002542	XP_006287951.2	Np003G1414400
OG0002542	XP_023641625.1	Np007G4249100
OG0002543	XP_006290499.1	Np001G0563100
OG0002543	XP_006293441.1	Np006G3375900
OG0002544	XP_006291862.1, XP_006288676.1	Np001G0137100
OG0002545	XP_006281280.1	Np001G0045300
OG0002546	XP_006279699.1	Np001G0052700
OG0002546	XP_006288632.1	Np003G1353700
OG0002547	XP_006287647.2	Np003G1858700
OG0002548	XP_006287734.1	Np003G1853500
OG0002549	XP_006306950.1	Np004G2518700
OG0002549	XP_023640132.1	Np006G3600000
OG0002550	XP_006303983.1	Np004G2523100
OG0002551	XP_006295800.1	Np006G3539200
OG0002551	XP_006306172.2	Np004G2530700
OG0002552	XP_006294322.1	Np006G3568000
OG0002552	XP_023645114.1	Np004G2549300
OG0002553	XP_023640678.1	Np006G3578700
OG0002553	XP_023645863.1	Np004G2556800
OG0002554	XP_023644461.1	Np004G2561900
OG0002554	XP_023640699.1	Np001G0405900
OG0002555	XP_023641796.1	Np001G0403400
OG0002555	XP_023645629.1	Np004G2564300
OG0002556	XP_006294161.1, XP_006304410.1	Np004G2109300
OG0002557	XP_006305266.1	Np004G2111500
OG0002558	XP_006295261.1, XP_006304313.1	Np004G2197300
OG0002559	XP_006291367.1	Np001G0520000
OG0002559	XP_023644266.1	Np001G0014500
OG0002560	XP_006280377.1	Np001G0031300
OG0002561	XP_006286405.1	Np003G1360300
OG0002562	XP_006279720.1	Np001G0058800
OG0002562	XP_006292149.1	Np001G0492200
OG0002563	XP_006279906.1	Np001G0074000
OG0002564	XP_006280889.1	Np001G0078400
OG0002564	XP_006288325.1	Np003G1330200
OG0002565	XP_006288607.2	Np003G1334100
OG0002565	XP_006281045.1	Np001G0088600
OG0002566	XP_006288227.1	Np001G0115300
OG0002566	XP_006291525.1	Np001G0502200
OG0002567	XP_023637959.1	Np001G0450300
OG0002567	XP_006280697.1	Np003G1519100
OG0002568	XP_006291626.2	Np003G1520300
OG0002568	XP_006291625.1	Np001G0452900
OG0002569	XP_006281907.1	Np003G1522800
OG0002569	XP_006293112.1	Np001G0455500
OG0002570	XP_023638050.1	Np001G0468600
OG0002571	XP_006303695.2	Np007G4233900
OG0002572	XP_006300376.1	Np002G0705000
OG0002572	XP_023634421.1	Np005G3031300
OG0002573	XP_006298891.1	Np007G3845400, Np005G3056400
OG0002574	XP_006279496.1	Np003G1559800
OG0002574	XP_006284224.2	Np005G2801300
OG0002575	XP_006280491.1	Np003G1565700
OG0002576	XP_006281671.1	Np003G1576700
OG0002577	XP_006281715.2, XP_023642210.1	Np003G1598700, Np003G1597100
OG0002578	XP_006285435.1	Np002G0955600, Np005G3106400, Np006G3596900, Np005G3094700
OG0002579	XP_006289196.2	Np003G1868500
OG0002579	XP_006287480.1	Np003G1868400
OG0002580	XP_023639550.1, XP_023636888.1	Np003G1326200
OG0002580	XP_006298351.1	Np007G4092600
OG0002581	XP_006289139.1	Np003G1307500
OG0002581	XP_006291349.1	Np001G0619500
OG0002582	XP_006299116.1	Np007G4115200
OG0002582	XP_006287349.1	Np003G1294200
OG0002583	XP_023636385.1	Np003G1286500
OG0002583	XP_006298080.2	Np007G4120300
OG0002584	XP_006299427.1	Np007G4140300
OG0002584	XP_006287547.1	Np003G1254300
OG0002585	XP_023638084.1	Np001G0216400
OG0002585	XP_006286072.1	Np005G3186500
OG0002586	XP_006307055.1	Np004G2408300
OG0002586	XP_006302032.1	Np006G3607500
OG0002588	XP_006301092.1	Np002G0763200
OG0002588	XP_006305403.1	Np004G2345000
OG0002589	XP_006305726.1	Np004G2346600
OG0002589	XP_006302914.1	Np002G0764800
OG0002590	XP_006302478.1	Np002G0767200
OG0002590	XP_006305225.1	Np004G2349700
OG0002591	XP_006303780.1	Np004G2351800
OG0002592	XP_006307354.1	Np004G2352800
OG0002592	XP_006302193.1	Np002G0771100
OG0002593	XP_006289398.1	Np001G0146200
OG0002594	XP_006295479.1	Np001G0684700
OG0002595	XP_023637311.1, XP_006304909.1	Np004G1902300
OG0002596	XP_023645977.1	Np004G1919300
OG0002596	XP_006297073.1	Np007G4061500
OG0002597	XP_006306969.1	Np004G1919700
OG0002597	XP_006299840.1	Np007G4060800
OG0002598	XP_006303234.1	Np004G1921300, Np004G1921100
OG0002599	XP_006303321.1, XP_006298446.1	Np004G1923300
OG0002600	XP_006290378.1	Np001G0549900
OG0002600	XP_006294849.1	Np006G3393500
OG0002601	XP_006298237.1	Np007G3854000
OG0002601	XP_006284242.1	Np005G3061900
OG0002602	XP_006283669.1	Np005G3044000
OG0002602	XP_006297557.1	Np007G3836400
OG0002603	XP_006282963.1, XP_006285715.1	Np005G3027100, Np005G3027600, Np005G3025400, Np005G3027200
OG0002604	XP_006303095.2	Np002G0793500
OG0002605	XP_006307339.1	Np004G2091500
OG0002605	XP_006302169.1	Np002G0890000
OG0002606	XP_006305123.1	Np002G0887700, Np004G2090300
OG0002607	XP_023640923.1	Np005G2861800
OG0002607	XP_006289192.1	Np003G1754600
OG0002608	XP_006280824.1	Np001G0387200
OG0002608	XP_006284127.1	Np005G2889200
OG0002609	XP_006296881.1	Np007G3958600
OG0002610	XP_023632714.1	Np004G1970000
OG0002611	XP_006306649.1	Np004G1962900
OG0002612	XP_006298674.1	Np007G4036600
OG0002612	XP_006305707.1	Np004G1938600
OG0002613	XP_006305245.2	Np004G1938300
OG0002613	XP_006299837.1	Np007G4036800
OG0002614	XP_006298385.1	Np007G4036900
OG0002614	XP_006304128.1	Np004G1938200
OG0002616	XP_006290890.2	Np001G0525800
OG0002617	XP_006297095.2	Np007G3791500, Np007G3790600
OG0002618	XP_006299088.1	Np007G3775300
OG0002618	XP_006284916.1	Np005G2648600
OG0002619	XP_006296855.1, XP_006296873.1	Np007G3770600
OG0002620	XP_006297756.1	Np007G3768300
OG0002620	XP_006283702.2	Np005G2657200
OG0002621	XP_006284279.1	Np005G2658600
OG0002622	XP_006289270.1	Np003G1826500, Np003G1826600
OG0002623	XP_006289222.1, XP_006287995.1	Np003G1803700
OG0002624	XP_006291928.1	Np001G0695100
OG0002624	XP_006295107.1	Np006G3203800
OG0002625	XP_006291404.1	Np001G0672600
OG0002625	XP_006294536.1	Np006G3234500
OG0002626	XP_006293122.1	Np001G0651000
OG0002626	XP_006294119.1	Np006G3263900
OG0002627	XP_006291905.1	Np001G0627500
OG0002627	XP_006296380.1	Np006G3289100
OG0002628	XP_006292554.1	Np001G0626000
OG0002628	XP_023639877.1	Np006G3287700
OG0002629	XP_006295564.1	Np006G3299700
OG0002630	XP_023637936.1	Np001G0601500
OG0002630	XP_006293756.1	Np006G3317100
OG0002631	XP_006292693.1	Np001G0587900
OG0002631	XP_023640098.1	Np006G3338400
OG0002632	XP_006297490.2, XP_006298959.1, XP_006296643.1	Np007G3848300, Np007G3848400
OG0002633	XP_006296185.1	Np006G3365500
OG0002633	XP_023637877.1	Np001G0568300
OG0002634	XP_006285678.1	Np005G2773200
OG0002634	XP_006281882.1	Np003G1637700
OG0002635	XP_006298887.1	Np007G3888400
OG0002635	XP_006282472.2	Np005G3104500
OG0002636	XP_023635361.1	Np005G3138700
OG0002636	XP_006300569.1	Np002G0925800
OG0002637	XP_006284758.1	Np005G2751200
OG0002637	XP_023641162.1	Np007G3729800
OG0002638	XP_006293391.1	Np006G3336400
OG0002639	XP_023645582.1	Np004G2096100
OG0002640	XP_006304344.1	Np004G2585700
OG0002640	XP_023637394.1	Np003G1882100
OG0002642	XP_006285920.1	Np005G2612300
OG0002642	XP_023640006.1	Np006G3699200
OG0002644	XP_006297453.1	Np007G3715200
OG0002644	XP_006286249.1	Np005G2768200
OG0002645	XP_006290567.1	Np001G0660900
OG0002645	XP_006293435.1	Np006G3250500
OG0002646	XP_006293508.1	Np003G1538000, Np006G3267500
OG0002647	XP_006286695.1	Np003G1456900
OG0002647	XP_006298595.1	Np007G4213800
OG0002648	XP_006299740.1	Np007G4163900
OG0002649	XP_006299099.1	Np007G4135300
OG0002650	XP_006297745.1	Np007G4134400
OG0002651	XP_006298334.1	Np007G4101400
OG0002652	XP_023642748.1	Np007G4080900
OG0002652	XP_006299726.1	Np007G4080800
