Orthogroup	Capsella_rubella	Cardamine_glauca
OG0000836	XP_023635915.1	Cg008G2815600
OG0000836	XP_023635778.1	Cg008G2815700, Cg008G2815900, Cg008G2815800
OG0000837	XP_023637551.1, XP_023635727.1, XP_023635726.1, XP_023635736.1, XP_023635735.1, XP_006289515.1	Cg008G2779300
OG0000839	XP_006287869.1	Cg008G2600400
OG0000839	XP_006297818.1	Cg004G1155600
OG0000840	XP_006286037.1	Cg001G0382400
OG0000840	XP_006303510.2	Cg006G1795200
OG0000841	XP_023639014.1, XP_006279961.1	Cg003G0839600
OG0000842	XP_006305961.1	Cg006G1835600
OG0000842	XP_006304684.1	Cg006G1835400
OG0000843	XP_006295248.1	Cg005G1462200
OG0000843	XP_006289211.1	Cg003G0710500, Cg014G3045200
OG0000843	XP_006292049.1	Cg002G0410700
OG0000844	XP_006290286.1	Cg002G0461100
OG0000845	XP_023632741.1, XP_023637312.1	Cg006G1941100
OG0000846	XP_006288188.2	Cg008G2819300, Cg008G2819200
OG0000847	XP_006285048.1	Cg005G1708200
OG0000847	XP_023635290.1	Cg001G0109000
OG0000851	XP_006294031.1	Cg005G1757400
OG0000852	XP_023643308.1	Cg008G2752000
OG0000857	XP_006291585.1	Cg002G0577400, Cg002G0577600
OG0000857	XP_006286680.2	Cg008G2679400
OG0000858	XP_006301200.1	Cg007G2525400
OG0000858	XP_006304983.1	Cg006G1870900
OG0000858	XP_006280580.1	Cg008G2923400
OG0000859	XP_006281856.1	Cg003G0925200, Cg003G0925100
OG0000859	XP_006288078.1, XP_006288083.1	Cg008G2768900
OG0000860	XP_006289316.1	Cg008G2787000
OG0000860	XP_006296780.1, XP_006295940.2, XP_006281471.2	Cg004G1421400
OG0000861	XP_006293136.1	Cg002G0579100
OG0000862	XP_006284860.2	Cg001G0067000
OG0000863	XP_006300324.1	Cg007G2566700
OG0000865	XP_023638704.1	Cg002G0572000, Cg002G0571900
OG0000867	XP_006280739.1	Cg008G2981600
OG0000867	XP_006285507.1	Cg001G0227400
OG0000868	XP_006290339.1	Cg002G0527200
OG0000868	XP_006293039.1	Cg002G0526800
OG0000870	XP_006291912.2	Cg002G0462200
OG0000870	XP_023643542.1	Cg004G1165000
OG0000871	XP_006294877.1	Cg005G1558900
OG0000871	XP_006291869.1	Cg002G0489800
OG0000872	XP_006281780.1	Cg008G2948600
OG0000872	XP_006294041.1	Cg005G1485600
OG0000874	XP_006305077.1	Cg006G2129000
OG0000874	XP_023632871.1	Cg006G2128900
OG0000875	XP_006307336.1, XP_023645573.1	Cg006G1941300, Cg006G1941200
OG0000876	XP_023644196.1	Cg007G2294600, Cg007G2294900, Cg007G2294800, Cg007G2294700, Cg007G2295000, Cg007G2291400, Cg007G2291500, Cg007G2291300, Cg007G2291100, Cg007G2291600, Cg007G2291200
OG0000877	XP_023641937.1, XP_023641936.1, XP_023642091.1, XP_023641939.1, XP_023641935.1, XP_023641934.1	Cg004G1397600
OG0000882	XP_006303385.1	Cg006G1960200
OG0000886	XP_006294813.1	Cg005G1705700, Cg005G1705600
OG0000887	XP_023644428.1, XP_023644431.1	Cg006G1915800
OG0000888	XP_023634110.1	Cg001G0206100
OG0000889	XP_023635391.1	Cg001G0188300
OG0000889	XP_023635390.1	Cg001G0188400
OG0000889	XP_023635044.1	Cg001G0188200
OG0000890	XP_006298754.1	Cg004G1103100
OG0000890	XP_006284710.1, XP_006288853.1	Cg008G2747600
OG0000893	XP_023637381.1	Cg008G2680900
OG0000894	XP_006294558.1	Cg005G1758400
OG0000894	XP_006282262.1	Cg003G1055000
OG0000894	XP_023638091.1	Cg002G0528100
OG0000895	XP_023637590.1	Cg008G2773100
OG0000896	XP_006292471.1	Cg002G0468800
OG0000897	XP_006289281.1	Cg008G2638100
OG0000897	XP_006299059.1	Cg004G1178700
OG0000898	XP_006286608.2	Cg008G2626000
OG0000898	XP_023642347.1	Cg004G1168800
OG0000899	XP_006302531.2	Cg007G2557900
OG0000899	XP_006301184.2	Cg007G2558000
OG0000899	XP_023644335.1	Cg005G1762100
OG0000900	XP_023632693.1	Cg006G1795400, Cg006G1795600
OG0000901	XP_023639188.1	Cg002G0467100
OG0000901	XP_006299321.1	Cg004G1101900
OG0000902	XP_006289387.1	Cg005G1516500
OG0000902	XP_023632884.1, XP_006304617.1	Cg006G2008100, Cg006G2008200
OG0000903	XP_006284235.2	Cg001G0109200
OG0000903	XP_006284398.1	Cg001G0109300
OG0000904	XP_006297697.1	Cg004G1256800
OG0000904	XP_006307519.1	Cg006G1836000
OG0000905	XP_006285098.2	Cg001G0206000
OG0000906	XP_006283170.1	Cg003G0797800
OG0000906	XP_006283205.1	Cg001G0164100
OG0000907	XP_006299211.1	Cg004G1072800
OG0000907	XP_006295574.1	Cg005G1487300
OG0000908	XP_006291524.1	Cg006G1952000, Cg002G0440400
OG0000908	XP_006294640.1	Cg005G1506100
OG0000910	XP_006296409.2, XP_006294114.1, XP_023640296.1	Cg005G1542100
OG0000911	XP_006286179.1	Cg001G0012000
OG0000911	XP_006295928.1	Cg005G1771300
OG0000912	XP_006288739.1	Cg004G1117800
OG0000912	XP_006298640.1	Cg008G2825600
OG0000913	XP_023633657.1	Cg001G0351700
OG0000913	XP_023635790.1	Cg008G2724900
OG0000913	XP_006298337.1	Cg004G1086400
OG0000914	XP_006290216.1	Cg003G0708500, Cg014G3047200
OG0000914	XP_023632569.1	Cg006G2248300, Cg006G2248200
OG0000915	XP_006304319.1, XP_023643093.1	Cg001G0315000, Cg006G2245300
OG0000916	XP_006306358.1	Cg006G2129100
OG0000917	XP_023634053.1	Cg001G0182800
OG0000917	XP_006305040.1	Cg006G2042300
OG0000917	XP_023644408.1	Cg006G2042400
OG0000920	XP_006286208.2	Cg006G2017900
OG0000922	XP_006287229.1	Cg008G2695900
OG0000923	XP_006290269.1	Cg002G0547700
OG0000923	XP_006282309.1	Cg003G1017200
OG0000924	XP_006283494.1	Cg001G0283000
OG0000924	XP_006307167.1	Cg006G2026800
OG0000924	XP_006287553.1	Cg008G2726300
OG0000925	XP_006289317.1	Cg008G2806000
OG0000925	XP_006288316.1	Cg008G2674800
OG0000926	XP_006284414.1	Cg001G0086700
OG0000926	XP_006288531.1	Cg008G2670700
OG0000927	XP_023639101.1	Cg002G0466100
OG0000927	XP_006287444.2, XP_006287339.1	Cg008G2629200
OG0000928	XP_023639350.1	Cg005G1626400
OG0000928	XP_006305508.1	Cg006G2197800
OG0000929	XP_006305151.1	Cg006G2198600
OG0000929	XP_006294474.1	Cg005G1625300
OG0000930	XP_006286758.2	Cg008G2784000
OG0000931	XP_006291808.2	Cg002G0565100
OG0000931	XP_023639240.1	Cg002G0472200
OG0000932	XP_023634905.1	Cg001G0122200
OG0000932	XP_006305630.1	Cg006G2042200
OG0000934	XP_023635615.1	Cg001G0144600
OG0000934	XP_006281423.1	Cg003G0962500
OG0000935	XP_006281285.2, XP_006281362.1	Cg003G0942700, Cg003G0942800
OG0000936	XP_006282910.1	Cg001G0043900
OG0000937	XP_023633318.1	Cg008G2856700
OG0000938	XP_006300515.1	Cg007G2554500, Cg007G2555100
OG0000939	XP_006305051.1	Cg006G1905400
OG0000939	XP_006305055.1	Cg006G2044400
OG0000942	XP_006285276.1	Cg001G0081600
OG0000943	XP_006292899.1	Cg002G0526100
OG0000944	XP_006291463.1	Cg002G0531700
OG0000944	XP_023638263.1	Cg002G0526600
OG0000946	XP_006304979.1	Cg006G2199200
OG0000947	XP_006295295.1	Cg005G1450600
OG0000947	XP_006292102.1	Cg002G0401200
OG0000948	XP_006291450.1	Cg002G0451700
OG0000948	XP_006291430.1, XP_006302490.1, XP_006291444.1	Cg002G0451600
OG0000950	XP_006297392.1	Cg004G1131400
OG0000951	XP_006296904.1	Cg004G1345800
OG0000952	XP_006304701.1	Cg006G2169100, Cg006G2169200
OG0000952	XP_006305357.1	Cg001G0196100, Cg006G2169300
OG0000954	XP_006296996.1	Cg003G0744800, Cg003G0744900
OG0000955	XP_006289902.1	Cg006G2126400
OG0000956	XP_006301627.1	Cg007G2471600
OG0000956	XP_006283271.1	Cg001G0111400
OG0000957	XP_006283415.1	Cg001G0014400
OG0000957	XP_006285909.1	Cg008G2814200, Cg001G0014600
OG0000958	XP_006300288.2, XP_023636076.1, XP_023637244.1, XP_023637247.1	Cg006G2013800
OG0000962	XP_023638627.1	Cg002G0673500
OG0000963	XP_006289485.2	Cg008G2712500
OG0000963	XP_006299980.1, XP_006297560.1, XP_006299982.2, XP_006297587.1	Cg004G1403700
OG0000964	XP_023640386.1	Cg005G1614100, Cg005G1615500
OG0000965	XP_006284136.1	Cg001G0147200
OG0000965	XP_023637905.1	Cg003G0907600
OG0000966	XP_006291856.1	Cg002G0537600
OG0000966	XP_006288673.1	Cg008G2795200
OG0000967	XP_006286799.1, XP_006289143.2	Cg008G2811600, Cg008G2811700
OG0000968	XP_006282152.2	Cg003G0992600
OG0000969	XP_006279655.2	Cg003G0973800
OG0000969	XP_006288218.1	Cg008G2625600
OG0000970	XP_006291846.2	Cg002G0647100, Cg002G0629000
OG0000971	XP_006279599.2	Cg008G2967600
OG0000971	XP_006279739.1	Cg008G2967500
OG0000972	XP_023634254.1	Cg006G1824300
OG0000972	XP_023643305.1, XP_023644541.1	Cg006G1824200
OG0000973	XP_006284546.1	Cg001G0227300
OG0000973	XP_006281126.1	Cg008G2981500
OG0000974	XP_023642709.1, XP_006306581.1	Cg004G1145200
OG0000974	XP_006299090.1	Cg004G1171500
OG0000975	XP_006293895.1	Cg005G1554200
OG0000975	XP_006290774.1, XP_006290772.1	Cg002G0487300
OG0000976	XP_023640224.1	Cg001G0338300, Cg008G2899600
OG0000977	XP_006299295.1	Cg004G1413500
OG0000977	XP_006295856.2, XP_023640515.1	Cg005G1655900
OG0000977	XP_023638722.1, XP_023642481.1, XP_006299568.1	Cg004G1430400
OG0000978	XP_006298355.1	Cg001G0054200, Cg004G1109100
OG0000979	XP_006303744.2	Cg008G2719800
OG0000979	XP_023645676.1	Cg006G2227500
OG0000980	XP_006291108.1, XP_023638690.1, XP_023638093.1, XP_023639277.1	Cg002G0621700, Cg002G0619900
OG0000983	XP_023641607.1	Cg004G1087100
OG0000983	XP_006288729.1	Cg008G2725700
OG0000984	XP_006288007.1	Cg008G2721000
OG0000984	XP_006298006.1	Cg004G1083900
OG0000985	XP_006293460.1	Cg005G1680300
OG0000985	XP_006297205.1	Cg004G1274800
OG0000986	XP_023639670.1	Cg005G1617000
OG0000987	XP_006281622.1	Cg003G0906600
OG0000988	XP_006286005.1	Cg003G1035600
OG0000989	XP_006294641.1	Cg005G1514200
OG0000990	XP_023632543.1	Cg002G0407500
OG0000991	XP_006279310.2	Cg007G2407400, Cg007G2401500, Cg007G2407800, Cg007G2407600, Cg007G2408000, Cg007G2401800, Cg002G0564900, Cg008G2911200, Cg008G2939500, Cg008G2719200, Cg002G0605400, Cg003G0795100, Cg006G1869500, Cg007G2306600, Cg004G1418200
OG0000992	XP_023636634.1	Cg008G2640200
OG0000992	XP_023636635.1	Cg008G2640300
OG0000993	XP_006298898.1	Cg004G1153600
OG0000993	XP_006288994.1	Cg008G2595500
OG0000994	XP_006304205.1	Cg006G2105800
OG0000994	XP_006302834.1	Cg007G2572900
OG0000995	XP_006305642.2	Cg006G1916400
OG0000995	XP_006302859.1	Cg007G2451000
OG0000996	XP_006292941.2, XP_006292246.2	Cg002G0573600, Cg002G0573500, Cg002G0573700, Cg002G0570900
OG0000997	XP_006297373.2	Cg004G1410300
OG0000997	XP_006307134.1	Cg006G2010600
OG0000998	XP_006299789.2	Cg004G1413700
OG0000998	XP_023635352.1	Cg001G0041300
OG0001000	XP_006295234.1, XP_023638695.1	Cg002G0502100
OG0001001	XP_006296027.1	Cg005G1569200
OG0001001	XP_006291235.2	Cg002G0498600
OG0001002	XP_006297743.1	Cg004G1297100
OG0001002	XP_006286054.2	Cg001G0264700, Cg001G0264800
OG0001003	XP_006285157.1	Cg001G0340400
OG0001003	XP_006286127.2	Cg001G0340500
OG0001004	XP_006279995.1	Cg008G2875100
OG0001005	XP_006281036.1	Cg008G2976500
OG0001005	XP_006284352.2	Cg001G0223400
OG0001007	XP_006284072.1	Cg001G0192900
OG0001007	XP_006289871.1	Cg003G0862800, Cg003G0735600
OG0001008	XP_006291365.1, XP_006291436.1, XP_006284056.1	Cg002G0591200, Cg002G0591100
OG0001009	XP_006291113.1	Cg002G0471700
OG0001010	XP_006284736.1	Cg001G0108700
OG0001010	XP_006299812.1	Cg004G1435400
OG0001012	XP_006282851.1	Cg001G0126000
OG0001012	XP_023635667.1	Cg003G0926800
OG0001013	XP_006297810.1	Cg004G1125100
OG0001014	XP_023634241.1, XP_023635002.1	Cg001G0253600
OG0001015	XP_023641475.1	Cg004G1436500
OG0001016	XP_023633143.1, XP_023633142.1	Cg006G2172100
OG0001016	XP_023643750.1	Cg007G2336700
OG0001017	XP_006302022.1	Cg007G2478000
OG0001019	XP_006295437.1	Cg005G1493400
OG0001021	XP_006281738.1	Cg003G1059100
OG0001021	XP_006299230.1	Cg005G1537100
OG0001021	XP_006281152.2	Cg003G1058900
OG0001029	XP_023638449.1	Cg006G1885300
OG0001030	XP_023636147.1	Cg002G0583600, Cg005G1664400
OG0001031	XP_006287272.1	Cg008G2710300
OG0001031	XP_006287274.1	Cg005G1662100, Cg005G1662700, Cg005G1661600, Cg005G1662300, Cg005G1661200
OG0001032	XP_006288623.1	Cg008G2678300
OG0001032	XP_023636918.1	Cg008G2808700
OG0001033	XP_006294185.1	Cg005G1631600
OG0001034	XP_023640447.1	Cg005G1609500
OG0001034	XP_006304851.1	Cg006G2213400
OG0001035	XP_006293578.1	Cg005G1775300, Cg005G1774900
OG0001035	XP_006300379.1	Cg007G2284400
OG0001036	XP_006289227.1, XP_006289244.1, XP_006306337.1, XP_006303496.1, XP_006305700.1, XP_006305697.1, XP_006300973.2, XP_006300349.1, XP_006303116.2, XP_006301671.1, XP_006301316.1, XP_006301053.1, XP_006305962.1	Cg006G1974600
OG0001037	XP_006293363.1	Cg005G1761400
OG0001037	XP_006293777.1	Cg005G1581700
OG0001038	XP_023638846.1	Cg002G0639700
OG0001038	XP_006292798.1	Cg002G0640200
OG0001039	XP_006287518.1	Cg008G2797800, Cg008G2797900
OG0001041	XP_006282198.2	Cg003G0952300
OG0001042	XP_006290259.2	Cg002G0539100
OG0001042	XP_006279971.1	Cg003G0889200
OG0001043	XP_006289385.1	Cg001G0267400, Cg008G2620700, Cg008G2683600
OG0001043	XP_006289954.2	Cg008G2620800
OG0001044	XP_006299831.1	Cg004G1163800
OG0001044	XP_006289848.1	Cg008G2615600
OG0001045	XP_006302119.2	Cg007G2546000
OG0001046	XP_023645685.1	Cg006G2056300
OG0001046	XP_023643472.1	Cg007G2537400
OG0001047	XP_006304096.1	Cg006G2065900
OG0001047	XP_006302678.1	Cg007G2528300
OG0001048	XP_006295443.1	Cg005G1505200, Cg005G1503000
OG0001049	XP_006307084.1	Cg006G1796600
OG0001050	XP_023637720.1	Cg008G2706700
OG0001050	XP_006295898.1	Cg005G1725300
OG0001051	XP_006281937.1, XP_006281655.1, XP_006281870.2, XP_006279860.2, XP_006281341.2, XP_023634803.1	Cg003G0880900, Cg003G0880600, Cg003G0832000
OG0001052	XP_006281481.1	Cg008G2966200
OG0001052	XP_006284941.1	Cg001G0215100
OG0001053	XP_006298673.1	Cg004G1221200
OG0001053	XP_006305705.1	Cg006G1808200
OG0001054	XP_006298365.1	Cg004G1402900
OG0001054	XP_006284366.1	Cg001G0050700
OG0001055	XP_006306422.1	Cg006G1959500, Cg006G1959200, Cg006G1959700, Cg006G1959400
OG0001056	XP_006291698.1	Cg002G0471000
OG0001056	XP_006294843.1	Cg005G1535500
OG0001057	XP_006284122.1, XP_006282684.1, XP_006296719.1	Cg001G0367300, Cg004G1324700
OG0001058	XP_006284740.1, XP_006281303.1	Cg001G0132000
OG0001058	XP_023642062.1	Cg003G0770100
OG0001059	XP_006294898.2	Cg005G1560900
OG0001059	XP_006298557.1	Cg004G1179000
OG0001060	XP_006302619.1	Cg007G2493600
OG0001061	XP_023642507.1	Cg004G1121000
OG0001063	XP_006297593.1, XP_006280385.1, XP_023642025.1, XP_006297568.1, XP_023638377.1, XP_006298967.2	Cg004G1286100
OG0001064	XP_023643848.1	Cg007G2426300
OG0001065	XP_006287814.1	Cg003G0699000
OG0001065	XP_006295696.1	Cg005G1476500
OG0001066	XP_006304041.1	Cg006G2122900
OG0001066	XP_023645921.1	Cg006G2123000
OG0001067	XP_006300563.1	Cg007G2476200
OG0001067	XP_006305958.1	Cg006G2033100
OG0001069	XP_006300409.1	Cg007G2286300
OG0001069	XP_006301036.1	Cg007G2286200
OG0001069	XP_006302139.1	Cg007G2286400
OG0001070	XP_023633533.1, XP_006281373.1	Cg008G2946700
OG0001070	XP_006281355.2	Cg008G2947300
OG0001070	XP_006279507.2	Cg008G2947400
OG0001071	XP_006306107.1, XP_006306489.1, XP_006303349.1	Cg006G1840000, Cg006G1840100
OG0001072	XP_006306141.2, XP_006286512.1, XP_006289608.1, XP_006287931.1	Cg003G0764300, Cg003G0763500, Cg003G0763600, Cg003G0763900, Cg003G0763700, Cg003G0764200, Cg003G0764100, Cg003G0763400, Cg003G0764400, Cg003G0764000, Cg003G0764600, Cg003G0764500, Cg003G0764800, Cg003G0763800
OG0001077	XP_006286158.2	Cg001G0219500
OG0001077	XP_023638598.1, XP_023638604.1, XP_006290694.2	Cg001G0350000
OG0001078	XP_023636649.1	Cg003G0728800, Cg003G0869000
OG0001078	XP_006289716.1	Cg003G0868900
OG0001079	XP_006290657.1	Cg002G0481600
OG0001079	XP_006286531.1	Cg002G0481700
OG0001080	XP_006286013.1, XP_006283666.1, XP_006285888.1	Cg001G0252100, Cg001G0252000
OG0001080	XP_006283659.1	Cg001G0252200
OG0001081	XP_006302946.1	Cg007G2526800
OG0001081	XP_006303383.1	Cg006G2067300
OG0001082	XP_006291527.1	Cg002G0552200
OG0001085	XP_006285388.1	Cg001G0214200
OG0001085	XP_006300268.2	Cg004G1315200
OG0001085	XP_006282938.2	Cg001G0284300
OG0001086	XP_006283635.1	Cg001G0274500
OG0001086	XP_006297468.2	Cg004G1307600
OG0001087	XP_006298197.1	Cg004G1232200
OG0001088	XP_006296304.2	Cg005G1756900
OG0001088	XP_006295970.1	Cg005G1756800
OG0001089	XP_006292778.2	Cg002G0637500
OG0001090	XP_006290672.1, XP_023637777.1, XP_006290677.1	Cg002G0658600
OG0001091	XP_006305575.1	Cg006G2023700
OG0001092	XP_023643846.1	Cg008G2955900, Cg008G2956200
OG0001094	XP_006298659.1	Cg004G1221800
OG0001094	XP_006305690.1	Cg006G1809600
OG0001095	XP_023635674.1	Cg008G2971700, Cg001G0220000
OG0001095	XP_006284920.1	Cg001G0219900
OG0001096	XP_006307657.1	Cg006G2167800
OG0001096	XP_006302321.1	Cg007G2324600
OG0001097	XP_023639267.1, XP_023639263.1	Cg002G0433400
OG0001098	XP_006294745.1	Cg005G1561400
OG0001098	XP_006291486.1	Cg002G0492100
OG0001099	XP_006299531.1	Cg004G1314400, Cg004G1314200
OG0001099	XP_006297170.1	Cg004G1316300
OG0001101	XP_023640925.1	Cg005G1521200
OG0001102	XP_023635922.1	Cg003G0856900
OG0001102	XP_006287657.1, XP_023637512.1	Cg003G0741000, Cg003G0856800
OG0001103	XP_006289925.1	Cg008G2822100
OG0001103	XP_006299606.1	Cg004G1120700
OG0001104	XP_006300056.2	Cg004G1112500, Cg004G1112600
OG0001104	XP_023642694.1	Cg004G1110400
OG0001105	XP_006297037.1	Cg004G1130200
OG0001105	XP_023642157.1, XP_006300006.2	Cg004G1130300
OG0001106	XP_023641095.1, XP_023641098.1	Cg004G1163900, Cg004G1164000
OG0001107	XP_006306519.1	Cg006G1843200
OG0001107	XP_006297119.1	Cg004G1251900
OG0001108	XP_006305822.1, XP_023632798.1	Cg006G2147200
OG0001108	XP_006304848.1, XP_006306282.1	Cg006G2148800
OG0001109	XP_006291991.1, XP_006304281.1	Cg006G2114600, Cg006G1924800
OG0001111	XP_006303709.1	Cg006G1849800
OG0001111	XP_006298905.1	Cg004G1240900
OG0001112	XP_006284528.1	Cg001G0231400
OG0001112	XP_006284526.1	Cg001G0042400
OG0001116	XP_023645204.1, XP_006281873.1	Cg003G0923300, Cg003G0923400, Cg003G0923500
OG0001120	XP_006293566.1	Cg005G1610300
OG0001120	XP_006294673.1	Cg005G1610400
OG0001121	XP_006288427.1, XP_006288428.1	Cg008G2698200
OG0001122	XP_006281940.2	Cg003G1048000
OG0001123	XP_006288536.1	Cg008G2671500
OG0001123	XP_006280992.1	Cg003G1046400
OG0001124	XP_023639500.1, XP_006293626.1, XP_006295787.1, XP_023636994.1	Cg006G2190100, Cg006G2189700
OG0001126	XP_023632905.1	Cg006G1859200
OG0001127	XP_023644907.1	Cg006G1988600, Cg006G1988700
OG0001128	XP_006302944.1	Cg007G2451300
OG0001128	XP_023641464.1	Cg007G2263900
OG0001129	XP_006303624.1	Cg006G1958400
OG0001129	XP_006295691.1	Cg005G1577200
OG0001130	XP_006287876.1	Cg008G2761000
OG0001130	XP_006302336.1	Cg007G2276400
OG0001131	XP_006284825.1	Cg001G0134200
OG0001131	XP_006281365.1	Cg003G0940300
OG0001132	XP_023641398.1	Cg004G1164700
OG0001132	XP_023636388.1	Cg008G2617600
OG0001133	XP_006289048.1	Cg008G2609200
OG0001133	XP_006289347.2, XP_006289854.2	Cg008G2609500
OG0001134	XP_023641150.1	Cg004G1157300
OG0001134	XP_023636164.1	Cg008G2604200
OG0001136	XP_006283231.1	Cg001G0390900
OG0001136	XP_006280113.1, XP_006290701.1	Cg002G0558000
OG0001137	XP_006300681.2	Cg007G2568900
OG0001138	XP_023643910.1	Cg007G2563800
OG0001138	XP_006300730.1	Cg007G2567000
OG0001139	XP_006303394.1	Cg006G2095700
OG0001140	XP_006301690.1	Cg007G2537800
OG0001140	XP_006301226.1	Cg007G2537700
OG0001141	XP_006290880.1	Cg002G0686700
OG0001141	XP_006307394.2	Cg006G2117900
OG0001142	XP_006304266.1	Cg006G2034500
OG0001142	XP_023643163.1	Cg007G2478300
OG0001143	XP_006305608.1	Cg006G2070000
OG0001143	XP_006302820.1	Cg007G2523700
OG0001144	XP_023645939.1	Cg006G1787300
OG0001144	XP_006298592.1	Cg004G1194600
OG0001145	XP_006300331.1	Cg007G2502500
OG0001145	XP_006304270.1	Cg006G2086100
OG0001146	XP_006298073.1, XP_006298246.1	Cg004G1442500
OG0001146	XP_006284041.1	Cg001G0117100
OG0001148	XP_006292775.1	Cg002G0606800
OG0001148	XP_006282776.1	Cg001G0355000
OG0001149	XP_006284743.1, XP_023634670.1	Cg008G2973000, Cg008G2969900
OG0001150	XP_006291551.1	Cg002G0414000
OG0001150	XP_006294723.1	Cg005G1466200
OG0001151	XP_006294533.1	Cg005G1478500
OG0001151	XP_006291511.1	Cg002G0422600
OG0001152	XP_006292105.2, XP_006295372.1	Cg005G1495300, Cg002G0431400
OG0001153	XP_006292679.1	Cg002G0461300
OG0001153	XP_006293844.1	Cg005G1524900
OG0001154	XP_006305649.1	Cg005G1772700
OG0001154	XP_006298620.1	Cg004G1397800
OG0001154	XP_006284572.1	Cg001G0010700
OG0001156	XP_006286591.2	Cg008G2833200
OG0001157	XP_006293869.1	Cg005G1461500
OG0001159	XP_006281526.1, XP_006281589.1	Cg008G2979200
OG0001160	XP_006287189.1	Cg008G2746000
OG0001160	XP_006297091.1	Cg004G1100700
OG0001161	XP_023641458.1	Cg006G2129500, Cg004G1102400
OG0001162	XP_023645485.1	Cg006G2141000
OG0001163	XP_006307338.1	Cg006G2121600
OG0001163	XP_006307363.1	Cg006G2121700
OG0001164	XP_023643591.1	Cg007G2547300
OG0001164	XP_006307595.1	Cg006G2047500
OG0001166	XP_006299714.1	Cg004G1248600
OG0001167	XP_006286071.1	Cg001G0295200
OG0001167	XP_006282782.1	Cg002G0583000
OG0001168	XP_006283828.1	Cg001G0054400
OG0001169	XP_006285500.1	Cg001G0067900
OG0001169	XP_006297239.1	Cg004G1364900
OG0001170	XP_023637269.1	Cg008G2601800
OG0001170	XP_006288353.1	Cg003G0762900, Cg003G0762600, Cg003G0762700, Cg003G0762800, Cg003G0763000
OG0001171	XP_006296148.1, XP_006285848.1	Cg001G0102000
OG0001174	XP_006287663.1	Cg003G0753800
OG0001174	XP_006286135.1	Cg001G0175100
OG0001175	XP_006288512.1	Cg008G2722400
OG0001175	XP_006298399.1	Cg004G1084500
OG0001176	XP_006297456.1	Cg004G1084000
OG0001176	XP_023636384.1	Cg008G2721700
OG0001177	XP_006289327.1	Cg008G2688600
OG0001177	XP_006289743.1	Cg008G2758300
OG0001178	XP_006288924.1	Cg008G2666400
OG0001178	XP_006281334.1	Cg003G1040600
OG0001179	XP_023637368.1	Cg003G1037100
OG0001179	XP_023640745.1	Cg008G2663800
OG0001180	XP_006293974.1, XP_006289200.2, XP_006296207.2	Cg005G1614800, Cg005G1614900
OG0001182	XP_006281232.1	Cg008G2923100
OG0001182	XP_006302934.1	Cg007G2525600
OG0001183	XP_023644761.1	Cg006G1981200
OG0001184	XP_006294716.2	Cg005G1577500
OG0001184	XP_006305269.1	Cg006G1954200
OG0001185	XP_006280412.1	Cg003G1050500
OG0001185	XP_006293030.1	Cg002G0530900
OG0001186	XP_006288378.1	Cg008G2793300
OG0001186	XP_006291603.1	Cg002G0540600
OG0001189	XP_006287335.1	Cg008G2761300
OG0001189	XP_006301879.1, XP_023645967.1	Cg007G2439600
OG0001190	XP_006283844.1	Cg001G0127200
OG0001190	XP_006280563.1	Cg003G0926200
OG0001191	XP_006280681.1	Cg003G0926900
OG0001192	XP_006302110.1	Cg007G2532900
OG0001192	XP_023645849.1	Cg006G2048100
OG0001193	XP_006307187.2	Cg006G1781500
OG0001193	XP_006297501.1	Cg004G1187500
OG0001194	XP_006302076.1	Cg007G2517800
OG0001194	XP_006307129.1	Cg006G2076300
OG0001195	XP_006291684.1, XP_006291597.1, XP_006296728.1	Cg004G1338300
OG0001196	XP_006291900.1	Cg007G2357400, Cg004G1354200, Cg004G1357800, Cg007G2343900, Cg002G0655900
OG0001196	XP_006284573.1	Cg001G0381700
OG0001197	XP_023641970.1	Cg004G1189600
OG0001197	XP_006297473.1	Cg004G1189700
OG0001198	XP_006302204.1	Cg007G2490700
OG0001198	XP_006302205.1, XP_023643889.1	Cg007G2490300
OG0001199	XP_006285152.1	Cg001G0223900
OG0001199	XP_006281043.1	Cg008G2977400
OG0001200	XP_006285186.1	Cg001G0228200
OG0001201	XP_006284645.1	Cg001G0181700
OG0001202	XP_006285541.1	Cg001G0236400, Cg001G0236200, Cg001G0236300
OG0001202	XP_006284156.1, XP_006286180.1	Cg001G0236100
OG0001203	XP_006293081.1	Cg002G0516600
OG0001203	XP_006282371.1	Cg003G1066600
OG0001204	XP_006291850.1	Cg002G0417500
OG0001204	XP_006295053.1	Cg005G1470900
OG0001205	XP_006293880.1	Cg005G1488200
OG0001205	XP_006290798.1	Cg002G0428200
OG0001206	XP_006290908.1	Cg002G0434800
OG0001207	XP_006291482.1	Cg002G0443200
OG0001207	XP_006294608.1	Cg005G1507000
OG0001208	XP_006294671.1	Cg005G1510300
OG0001208	XP_006291542.1	Cg002G0444200
OG0001209	XP_006292009.1	Cg002G0445300
OG0001209	XP_006295204.1	Cg005G1508900
OG0001210	XP_006293523.1	Cg005G1561500
OG0001210	XP_006292903.1	Cg002G0492200
OG0001211	XP_006284715.1	Cg001G0108000
OG0001211	XP_023641161.1	Cg004G1434500
OG0001213	XP_023642338.1	Cg004G1116300
OG0001214	XP_006298735.1	Cg004G1131700
OG0001214	XP_006281220.1	Cg008G2844900, Cg008G2859700
