Orthogroup	Arabidopsis_lyrata_NCBI	Alyssum_gmelinii
OG0001026	XP_002882189.1	Ag005G490440
OG0001026	XP_020879202.1	Ag007G617280
OG0001027	XP_020869403.1	Ag004G316910, Ag004G316920
OG0001028	XP_002881652.1	Ag002G181060
OG0001028	XP_020882281.1	Ag001G077340
OG0001029	XP_020869900.1	Ag004G338100
OG0001029	XP_020887562.1, XP_020891532.1	Ag003G216820
OG0001030	XP_020891247.1	Ag003G225590
OG0001031	XP_020866482.1	Ag004G333350
OG0001031	XP_020891733.1	Ag003G224310
OG0001032	XP_020865943.1	Ag003G219910
OG0001032	XP_002890422.1	Ag001G065830, Ag004G335930
OG0001033	XP_020885458.1	Ag002G190700
OG0001034	XP_002887323.1, XP_020867348.1	Ag003G241620
OG0001035	XP_020886198.1	Ag005G485720, Ag005G485730, Ag005G485740
OG0001036	XP_002862658.2, XP_020890463.1	Ag003G213340, Ag003G213360
OG0001036	XP_002887752.1, XP_002862660.1	Ag003G213190, Ag003G213200
OG0001036	XP_002887751.1, XP_002862659.1	Ag003G213320
OG0001037	XP_002887803.1	Ag003G210580
OG0001037	XP_002864047.1, XP_020868205.1	Ag006G570330, Ag005G477620
OG0001039	XP_020868404.1	Ag001G025920
OG0001039	XP_002883069.1	Ag005G457580
OG0001040	XP_020868714.1	Ag001G010610
OG0001040	XP_020886547.1	Ag005G442290, Ag005G443580
OG0001041	XP_020886455.1	Ag006G563530
OG0001041	XP_002877568.1	Ag001G053920
OG0001042	XP_020868499.1, XP_020883059.1	Ag001G009810
OG0001042	XP_020874903.1	Ag001G009670, Ag001G009650
OG0001043	XP_020866833.1	Ag001G010130, Ag001G010170
OG0001043	XP_020866523.1	Ag001G010100
OG0001044	XP_020880020.1	Ag001G078590
OG0001044	XP_002881667.1	Ag002G182360, Ag002G182330
OG0001045	XP_002875768.1	Ag003G229490, Ag003G227370, Ag003G227510, Ag003G227560
OG0001048	XP_002873051.1	Ag006G500370
OG0001048	XP_020876004.1	Ag006G499720, Ag006G499410, Ag006G499420
OG0001051	XP_002884017.1	Ag005G417440
OG0001051	XP_002869111.1	Ag003G283300
OG0001052	XP_020875236.1	Ag003G284530, Ag003G283870
OG0001053	XP_002888255.1	Ag004G368540
OG0001053	XP_020868328.1	Ag004G310950
OG0001054	XP_020890207.1	Ag001G023070, Ag004G377790
OG0001056	XP_020886159.1	Ag005G475450
OG0001057	XP_020872212.1	Ag004G381450
OG0001057	XP_020871753.1	Ag002G203230
OG0001058	XP_020874262.1	Ag003G286850
OG0001059	XP_020871593.1	Ag002G102850
OG0001059	XP_002867924.1	Ag008G704200, Ag006G569720
OG0001060	XP_002870350.1	Ag001G037950
OG0001060	XP_020886799.1	Ag005G432380
OG0001061	XP_020886679.1	Ag005G436340
OG0001061	XP_002868276.1	Ag001G036430
OG0001062	XP_020884610.1	Ag008G734190
OG0001063	XP_020884864.1	Ag001G022580
OG0001064	XP_020883370.1	Ag002G170730
OG0001064	XP_002877909.1	Ag001G072080
OG0001065	XP_002881496.1	Ag002G171290
OG0001065	XP_002877920.1	Ag001G072550
OG0001066	XP_020883957.1	Ag002G171350
OG0001066	XP_002877921.1	Ag001G072590
OG0001067	XP_020891455.1	Ag003G212210
OG0001067	XP_020867776.1	Ag004G325430
OG0001068	XP_002888871.1	Ag003G239880
OG0001069	XP_020889991.1	Ag003G227650
OG0001069	XP_020870402.1	Ag004G332070
OG0001070	XP_002893421.1	Ag003G247160
OG0001070	XP_002886114.1	Ag005G415800
OG0001071	XP_002892788.2	Ag004G319670
OG0001071	XP_002892789.1	Ag004G319700
OG0001072	XP_020879087.1	Ag005G457860, Ag004G381180, Ag002G184210, Ag006G495420, Ag008G723360
OG0001073	XP_002886735.1, XP_002888272.1	Ag002G121140, Ag002G115220, Ag007G581390
OG0001073	XP_020865646.1, XP_020891559.1	Ag005G456010
OG0001074	XP_020865752.1	Ag003G228760, Ag003G228720
OG0001075	XP_020888464.1	Ag005G462970
OG0001076	XP_020889501.1	Ag005G475140, Ag001G056780
OG0001077	XP_020872453.1, XP_020875220.1	Ag003G273100, Ag003G273050, Ag003G273070, Ag003G273110, Ag003G272850, Ag003G272960, Ag003G272800
OG0001077	XP_020875413.1	Ag002G105880
OG0001084	XP_002886287.1	Ag005G403690
OG0001084	XP_002869499.1	Ag003G254320
OG0001085	XP_020886245.1	Ag005G405350
OG0001085	XP_020875343.1	Ag003G257840
OG0001086	XP_020873068.1	Ag003G276320
OG0001086	XP_002883809.1, XP_002883811.1	Ag003G276420, Ag003G276350
OG0001087	XP_002869133.1	Ag003G282330
OG0001087	XP_020872142.1	Ag003G282350
OG0001088	XP_002875405.1	Ag008G671230, Ag001G058180
OG0001089	XP_002875472.1	Ag008G678430
OG0001089	XP_020882602.1	Ag008G728030, Ag004G349920
OG0001090	XP_002885898.2	Ag002G176920
OG0001090	XP_002883333.2, XP_020875499.1, XP_020872267.1	Ag001G063180
OG0001091	XP_020881726.1, XP_020880781.1	Ag008G691170
OG0001091	XP_020871170.1	Ag008G677410
OG0001092	XP_020878978.1	Ag006G505480
OG0001092	XP_020878977.1	Ag006G505510, Ag006G504320, Ag006G505500, Ag006G505530, Ag006G505570, Ag006G504330, Ag006G505520
OG0001093	XP_002873943.1	Ag008G719510
OG0001093	XP_020878341.1	Ag007G609150
OG0001094	XP_020879331.1	Ag007G604040
OG0001094	XP_002864946.1	Ag008G732610
OG0001095	XP_002863285.1, XP_020876978.1, XP_020875475.1, XP_002863284.1	Ag001G020780, Ag001G020940
OG0001096	XP_002876454.1	Ag001G086120
OG0001096	XP_002881813.1	Ag002G192900
OG0001097	XP_020891342.1	Ag001G023420
OG0001097	XP_020890327.1	Ag008G707570
OG0001097	XP_020870092.1	Ag008G707580
OG0001098	XP_002866689.1	Ag008G733600
OG0001099	XP_020870180.1, XP_020870181.1	Ag004G298420
OG0001099	XP_002872912.1	Ag006G515610
OG0001101	XP_020879023.1	Ag007G614670
OG0001101	XP_002871663.2	Ag002G125370, Ag005G476370, Ag008G708680, Ag004G356080
OG0001102	XP_002884311.1	Ag005G489810
OG0001102	XP_020876574.1	Ag007G619710
OG0001103	XP_020889558.1	Ag005G485510
OG0001104	XP_002874417.1	Ag007G637790, Ag005G484730
OG0001105	XP_020890395.1	Ag003G209360
OG0001105	XP_020868673.1	Ag004G323900
OG0001106	XP_002892926.1	Ag004G325680
OG0001106	XP_002887758.1	Ag003G212520
OG0001107	XP_002892972.1	Ag004G328670
OG0001108	XP_020891734.1	Ag003G229540
OG0001108	XP_002890303.2	Ag004G331110
OG0001109	XP_020891315.1	Ag003G217700, Ag003G217610, Ag003G217570
OG0001109	XP_002890462.1	Ag004G337880
OG0001110	XP_002863104.1	Ag004G347160, Ag004G347010
OG0001111	XP_020890875.1	Ag004G355900
OG0001111	XP_002890725.2	Ag008G726950
OG0001112	XP_002863965.1	Ag002G130780
OG0001113	XP_002871236.1	Ag006G505670
OG0001113	XP_002871234.1	Ag006G505620
OG0001114	XP_020879043.1	Ag006G504590, Ag006G504580
OG0001115	XP_002888874.1	Ag003G239710
OG0001115	XP_002890221.2	Ag004G327150
OG0001116	XP_002894323.1	Ag001G010770
OG0001116	XP_020888988.1	Ag005G442620, Ag005G443770
OG0001117	XP_020875154.1	Ag001G032650
OG0001120	XP_002869051.1	Ag003G286910
OG0001120	XP_020889546.1	Ag005G414500
OG0001121	XP_002864357.1, XP_002864356.1, XP_002894644.1, XP_002875547.1	Ag008G693860, Ag008G694200
OG0001124	XP_002884203.1	Ag005G407270, Ag005G403560
OG0001124	XP_002867523.1	Ag003G251080
OG0001125	XP_002891144.1	Ag007G579160
OG0001127	XP_020869197.1	Ag004G321030
OG0001127	XP_020881175.1	Ag003G225890
OG0001128	XP_002892761.1	Ag004G318380
OG0001129	XP_002877144.1, XP_002877143.1	Ag006G514020
OG0001130	XP_002877215.1	Ag008G674550
OG0001130	XP_002870820.2	Ag007G647640
OG0001131	XP_020888959.1	Ag008G702130
OG0001132	XP_020876824.1	Ag006G494530
OG0001132	XP_020888858.1	Ag005G476670
OG0001133	XP_020873834.1, XP_002866079.1	Ag003G250820, Ag008G694900
OG0001134	XP_002873612.1, XP_020879150.1	Ag007G611750, Ag007G611740
OG0001135	XP_020886652.1	Ag008G731910
OG0001135	XP_002871394.1	Ag007G603720
OG0001136	XP_002870080.1	Ag006G576750
OG0001136	XP_020871512.1	Ag002G120100
OG0001137	XP_020882070.1	Ag002G103820
OG0001137	XP_020874975.1	Ag006G571520
OG0001138	XP_002867782.1	Ag006G553570
OG0001138	XP_002884299.1	Ag005G490060, Ag003G279670
OG0001138	XP_020877737.1	Ag002G140620
OG0001139	XP_020867732.1	Ag007G583870
OG0001139	XP_002893460.1	Ag004G374810
OG0001140	XP_002867039.2, XP_020887910.1	Ag003G287800
OG0001141	XP_020880211.1	Ag001G052110
OG0001142	XP_002885514.1	Ag005G437730
OG0001142	XP_020874326.1	Ag001G035250
OG0001143	XP_020882791.1	Ag002G201140
OG0001143	XP_002876568.1	Ag001G093220
OG0001144	XP_002876537.2	Ag001G092190
OG0001144	XP_002880113.1	Ag002G199410
OG0001145	XP_020871322.1	Ag005G483640, Ag005G483700, Ag005G483680, Ag005G483650, Ag005G483660
OG0001145	XP_020886546.1, XP_020888848.1, XP_020886545.1	Ag005G483750, Ag005G483770, Ag005G483830
OG0001146	XP_002881787.1	Ag008G730280, Ag002G191440
OG0001146	XP_020887597.1	Ag005G475750
OG0001147	XP_020865852.1	Ag004G381030
OG0001148	XP_020877965.1	Ag002G105850, Ag007G603010
OG0001149	XP_002877790.1	Ag001G067640
OG0001149	XP_002866761.1	Ag001G099510
OG0001150	XP_020878435.1	Ag007G621120
OG0001150	XP_020887335.1	Ag005G489140
OG0001151	XP_020889431.1	Ag005G480860
OG0001152	XP_002878078.1	Ag001G081200
OG0001152	XP_002879876.1	Ag002G187340
OG0001154	XP_002889016.1	Ag003G227190
OG0001154	XP_020867723.1	Ag004G332220
OG0001155	XP_002889052.1	Ag003G222900
OG0001155	XP_020869056.1	Ag004G333860
OG0001156	XP_020869255.1	Ag003G242280
OG0001156	XP_020891124.1	Ag004G345210
OG0001157	XP_002889866.1	Ag004G313710, Ag004G313780, Ag004G313850, Ag007G620330, Ag004G313760, Ag004G313840, Ag004G313870, Ag004G313820, Ag004G313830
OG0001157	XP_020866048.1	Ag004G313630
OG0001158	XP_020887829.1	Ag004G344270
OG0001158	XP_020867431.1	Ag003G241390
OG0001159	XP_020890682.1	Ag003G219730
OG0001159	XP_002881678.1, XP_002889092.1	Ag003G219740
OG0001160	XP_020866782.1	Ag001G001780
OG0001160	XP_020888094.1	Ag005G469170
OG0001161	XP_020887651.1	Ag005G443670, Ag005G442360
OG0001161	XP_002894326.1	Ag001G010660
OG0001164	XP_020871675.1, XP_020870321.1, XP_020870336.1, XP_020870349.1, XP_020871834.1	Ag008G727950, Ag008G727990, Ag008G728080, Ag006G510130
OG0001165	XP_002873510.1	Ag007G607380
OG0001165	XP_020877052.1, XP_020876790.1	Ag007G607330, Ag007G607360
OG0001169	XP_002864307.1, XP_020871511.1	Ag003G290250, Ag008G688460, Ag008G690000
OG0001170	XP_002882407.1	Ag005G484070
OG0001170	XP_020876892.1	Ag007G636930
OG0001171	XP_002888117.1	Ag004G373820
OG0001172	XP_002875208.1	Ag008G662530
OG0001172	XP_020866589.1	Ag004G319120
OG0001173	XP_002869627.2	Ag007G619670
OG0001173	XP_020890826.1	Ag004G399590
OG0001174	XP_020886842.1, XP_020887374.1	Ag005G474660
OG0001175	XP_002864439.1	Ag008G698260
OG0001176	XP_020890110.1	Ag008G733000
OG0001176	XP_002873459.1	Ag007G604920
OG0001177	XP_020877019.1, XP_020877014.1, XP_020877020.1	Ag007G600560
OG0001178	XP_002873324.1	Ag007G600270
OG0001178	XP_020889153.1	Ag008G725720, Ag008G725690, Ag008G725670, Ag008G725680
OG0001179	XP_020874423.1	Ag006G574110
OG0001179	XP_020876376.1	Ag001G039020
OG0001180	XP_020874997.1	Ag006G570220
OG0001180	XP_020877464.1	Ag002G103040
OG0001181	XP_020873301.1	Ag006G566890
OG0001181	XP_020876375.1	Ag002G138060, Ag002G134550
OG0001182	XP_020867305.1	Ag007G582580
OG0001183	XP_002867056.1	Ag003G286590
OG0001183	XP_002886126.2	Ag005G414160
OG0001184	XP_020880827.1	Ag001G095850
OG0001184	XP_002880253.1	Ag002G203750
OG0001185	XP_020882405.1	Ag001G095120
OG0001185	XP_020885626.1	Ag002G203300
OG0001186	XP_020881021.1	Ag001G090400
OG0001187	XP_020873161.1, XP_020885568.1	Ag007G589410
OG0001187	XP_002892277.1	Ag004G303790
OG0001188	XP_020876281.1	Ag006G504540
OG0001188	XP_002881085.1	Ag001G003180, Ag007G593130
OG0001189	XP_002884269.2	Ag001G100580
OG0001189	XP_020878051.1	Ag007G614050
OG0001190	XP_002884421.1	Ag005G486330
OG0001190	XP_020876693.1	Ag007G631480
OG0001191	XP_002874372.1	Ag007G637060
OG0001191	XP_020889042.1	Ag005G484150
OG0001192	XP_020872639.1	Ag001G030940, Ag001G029590
OG0001192	XP_020888041.1	Ag005G480920
OG0001193	XP_020880280.1	Ag001G079120
OG0001193	XP_002881679.1	Ag002G183840
OG0001194	XP_002876343.1	Ag001G080130
OG0001194	XP_020887499.1	Ag005G478840
OG0001195	XP_020869347.1	Ag004G327380
OG0001195	XP_020891360.1	Ag003G239510
OG0001196	XP_020889990.1	Ag003G227660
OG0001196	XP_020868414.1	Ag004G332040
OG0001197	XP_002876258.1	Ag008G715480, Ag001G075470
OG0001198	XP_002874341.1	Ag003G225960, Ag003G226030, Ag003G225920, Ag003G226040, Ag007G636000
OG0001200	XP_020879093.1	Ag008G719020
OG0001200	XP_002891824.1	Ag001G002520
OG0001200	XP_002891823.1	Ag001G002590, Ag001G002580
OG0001201	XP_020881674.1	Ag008G723680
OG0001201	XP_020880726.1	Ag008G690580
OG0001202	XP_020882330.1	Ag001G060360
OG0001203	XP_020881502.1, XP_002875656.1, XP_020881503.1	Ag001G083410
OG0001205	XP_002882920.1	Ag005G464330
OG0001207	XP_002868160.1	Ag001G029600, Ag001G030950
OG0001207	XP_020889225.1	Ag005G459790
OG0001208	XP_020869205.1	Ag001G021110
OG0001208	XP_002883153.1	Ag005G452970
OG0001209	XP_002891522.1	Ag001G019490, Ag001G018930
OG0001209	XP_002862200.1, XP_002883163.1	Ag005G451020
OG0001213	XP_020875993.1	Ag001G021790
OG0001213	XP_020881800.1, XP_020868302.1	Ag006G521830, Ag004G378420
OG0001218	XP_020886533.1	Ag005G484660
OG0001218	XP_002884491.1	Ag005G484370
OG0001219	XP_002878028.1, XP_002878027.1, XP_002876323.1, XP_020882596.1, XP_002876322.1	Ag008G697600
OG0001220	XP_020879279.1, XP_020879283.1	Ag008G714370
OG0001222	XP_002867311.1	Ag003G268120
OG0001223	XP_002869181.2	Ag003G273790
OG0001224	XP_020867893.1, XP_002892492.1	Ag004G309570
OG0001224	XP_002891952.1	Ag004G366390
OG0001225	XP_020879816.1, XP_002875345.2	Ag008G667510, Ag004G374180
OG0001227	XP_020885883.1	Ag005G476860
OG0001227	XP_020879561.1	Ag006G494080
OG0001228	XP_020882906.1, XP_002880784.2	Ag002G174110, Ag001G081960
OG0001229	XP_002864486.1	Ag004G384940, Ag004G385000, Ag004G385040, Ag004G384980, Ag004G385090, Ag004G384970
OG0001230	XP_002864755.1	Ag008G726560
OG0001230	XP_002873305.1	Ag006G507850
OG0001231	XP_002866459.1	Ag008G726750
OG0001231	XP_002871264.2	Ag006G507570
OG0001232	XP_020874304.1	Ag006G572620
OG0001233	XP_002869798.1	Ag006G550770
OG0001233	XP_002874733.1	Ag003G263830, Ag003G263190, Ag008G694510, Ag002G143510
OG0001234	XP_020890246.1	Ag003G226160
OG0001235	XP_020888615.1	Ag005G416000
OG0001235	XP_020875128.1	Ag003G285490
OG0001236	XP_020873905.1	Ag001G034230
OG0001236	XP_020884384.1	Ag007G589320
OG0001237	XP_020885384.1	Ag002G202710
OG0001237	XP_020881555.1	Ag001G094450
OG0001238	XP_020883117.1	Ag002G202580
OG0001238	XP_020881577.1	Ag001G094230
OG0001239	XP_002876531.1	Ag001G091800
OG0001239	XP_020882985.1	Ag002G198750
OG0001240	XP_002862455.2	Ag002G197860
OG0001240	XP_020885300.1	Ag002G197900
OG0001241	XP_002881921.1	Ag002G197710
OG0001241	XP_002881920.1	Ag002G197700, Ag002G197690
OG0001242	XP_020878746.1	Ag006G495160
OG0001242	XP_002882637.1	Ag005G476520
OG0001243	XP_020878088.1	Ag008G719290
OG0001243	XP_020889717.1	Ag004G356370
OG0001245	XP_002877780.1	Ag001G063060
OG0001245	XP_002866757.1	Ag004G353940, Ag001G099840
OG0001246	XP_002889395.1	Ag004G299200
OG0001246	XP_002874969.1	Ag006G513920
OG0001247	XP_020878329.1	Ag007G599530
OG0001247	XP_020888763.1	Ag005G479440
OG0001248	XP_002879203.1, XP_020885470.1, XP_020885467.1, XP_002863049.2	Ag007G594610, Ag007G594590
OG0001249	XP_020882848.1	Ag008G725240, Ag002G176480
OG0001250	XP_020876572.1	Ag007G618640
OG0001250	XP_020887847.1	Ag005G490080
OG0001251	XP_002884314.1	Ag005G489640
OG0001251	XP_002873742.1	Ag007G619870
OG0001252	XP_020886877.1	Ag005G489110
OG0001253	XP_020885877.1	Ag005G483320
OG0001253	XP_020876889.1	Ag007G636010
OG0001254	XP_002894316.1	Ag001G011150
OG0001254	XP_002879579.1	Ag002G164800
OG0001255	XP_020891132.1	Ag003G214230
OG0001255	XP_020868944.1	Ag004G326380
OG0001256	XP_020891089.1	Ag003G238910
OG0001256	XP_020868107.1	Ag004G327570
OG0001257	XP_020890577.1	Ag003G237120
OG0001257	XP_002890250.1	Ag004G328540
OG0001258	XP_020869698.1	Ag004G331020
OG0001258	XP_020889791.1	Ag003G229650
OG0001259	XP_002893054.1	Ag004G332360, Ag004G332350
OG0001259	XP_020889651.1	Ag003G226980
OG0001261	XP_020867066.1	Ag004G320170
OG0001261	XP_020881047.1	Ag008G661310
OG0001262	XP_020867063.1	Ag004G319930
OG0001262	XP_020867059.1	Ag004G320000, Ag004G319960, Ag004G319980, Ag004G319970, Ag004G319950
OG0001263	XP_002889923.1	Ag004G315430
OG0001263	XP_002888009.1	Ag004G380670
OG0001264	XP_002884964.1	Ag005G469500
OG0001264	XP_002891844.1	Ag001G001400
OG0001265	XP_020868774.1	Ag001G010710
OG0001265	XP_020887855.1	Ag005G442590, Ag004G323700, Ag005G443740
OG0001267	XP_002863582.2	Ag002G127560, Ag002G127540
OG0001268	XP_002893387.1	Ag003G244900
OG0001269	XP_002881327.1, XP_020868255.1	Ag007G582170, Ag007G582150
OG0001274	XP_020885752.1	Ag006G524860
OG0001274	XP_002867317.1	Ag003G267830
OG0001275	XP_020866686.1	Ag004G334620
OG0001275	XP_020872134.1	Ag003G283500
OG0001276	XP_020890113.1	Ag004G374720
OG0001276	XP_020870433.1	Ag004G313130
OG0001277	XP_002886530.1	Ag004G376210, Ag004G376220
OG0001278	XP_002875398.1, XP_002885789.1	Ag008G670840
OG0001279	XP_002871647.1	Ag007G617160
OG0001279	XP_020887568.1	Ag005G490470
OG0001280	XP_002877154.1	Ag007G605820, Ag001G076190
OG0001280	XP_002870774.1	Ag005G473800
OG0001281	XP_002886356.1	Ag004G398000
OG0001281	XP_020874452.1	Ag005G451920, Ag004G354800, Ag004G322220, Ag007G656770
OG0001282	XP_020873597.1, XP_002866169.1	Ag008G700450
OG0001283	XP_002876390.1	Ag001G083190
OG0001283	XP_002879915.1	Ag002G189930
OG0001284	XP_002865770.1	Ag001G040840
OG0001284	XP_020889085.1	Ag008G728600
OG0001285	XP_020877975.1	Ag001G057310
OG0001286	XP_002864371.1	Ag008G694390
OG0001287	XP_020890653.1	Ag008G694960
OG0001288	XP_020878517.1	Ag007G607390
OG0001288	XP_002872166.1	Ag008G720640
OG0001289	XP_002868059.1	Ag006G577550
OG0001289	XP_020871835.1	Ag002G114270, Ag002G121960, Ag002G121970
OG0001290	XP_002874678.1	Ag002G146290
OG0001290	XP_002869770.1	Ag006G546920, Ag006G542020
OG0001291	XP_002891016.1	Ag006G540940
OG0001292	XP_002879246.1	Ag007G593410
OG0001292	XP_020888052.1	Ag005G490570
OG0001293	XP_020879610.1	Ag001G090280
OG0001294	XP_020883255.1	Ag006G522710
OG0001294	XP_020874696.1	Ag003G293330
OG0001295	XP_002868815.1	Ag001G025870
OG0001295	XP_002868806.1	Ag003G226770
OG0001296	XP_002880456.1	Ag006G523450
OG0001296	XP_002879534.1	Ag002G206170, Ag008G733080
OG0001297	XP_020876639.1	Ag002G138870, Ag002G138840
OG0001298	XP_020872273.1	Ag001G035220
OG0001299	XP_002882088.1	Ag002G204170
OG0001299	XP_020885117.1	Ag002G204160
OG0001299	XP_002882086.1	Ag002G204150
OG0001300	XP_020880153.1	Ag001G086290
OG0001300	XP_020884468.1	Ag002G193700
OG0001301	XP_020879837.1	Ag001G085710
OG0001301	XP_020884223.1	Ag002G193350
OG0001302	XP_020879771.1	Ag008G733920
OG0001302	XP_002877709.1	Ag001G058740
OG0001303	XP_002872971.1	Ag006G519040
OG0001303	XP_002892033.1	Ag004G297490
OG0001304	XP_020867785.1	Ag004G307690
OG0001304	XP_002880987.2	Ag007G595610
OG0001305	XP_020887906.1	Ag005G483870
OG0001305	XP_020876904.1	Ag007G636670
OG0001306	XP_020876957.1	Ag007G636130
OG0001306	XP_002884517.1	Ag005G483370
OG0001307	XP_020887079.1	Ag005G479630, Ag005G479620
OG0001308	XP_020879706.1	Ag001G069930
OG0001308	XP_020883185.1	Ag002G166650
OG0001309	XP_020884800.1	Ag002G174770
OG0001309	XP_002876236.1	Ag001G074030
OG0001310	XP_002890191.1	Ag004G325640
OG0001310	XP_020890451.1	Ag003G212510
OG0001311	XP_002874414.2, XP_002865704.2	Ag007G579540
OG0001312	XP_020865594.1	Ag007G643960
OG0001313	XP_002888651.1	Ag003G214010, Ag003G292230, Ag003G292240, Ag003G292260
OG0001314	XP_002882817.1	Ag005G469610
OG0001314	XP_002894518.1	Ag001G001240
OG0001315	XP_002882959.1	Ag005G462720
OG0001315	XP_002894388.1	Ag001G008290
OG0001316	XP_020868380.1	Ag001G026620
OG0001316	XP_020889180.1	Ag005G458010
OG0001317	XP_002883212.1	Ag001G015320, Ag005G447610
OG0001318	XP_002868168.2, XP_002868166.1	Ag001G030180
OG0001318	XP_002868169.2	Ag001G031440, Ag001G030250
OG0001319	XP_002877898.2	Ag001G070950
OG0001320	XP_020885804.1, XP_020872536.1	Ag004G399000, Ag006G503170, Ag006G503570, Ag006G503520, Ag006G503160, Ag006G503130, Ag006G512920, Ag006G505740, Ag006G506760, Ag001G036260, Ag001G054250, Ag007G650490, Ag005G403060, Ag007G650540, Ag007G650520, Ag006G505190, Ag006G503620, Ag006G505220, Ag006G500770, Ag004G316600, Ag004G316630, Ag004G316620
OG0001321	XP_020871696.1	Ag002G115670, Ag002G120760
OG0001321	XP_020871795.1, XP_020869314.1	Ag002G120660, Ag002G115790, Ag002G115770, Ag002G120670, Ag002G120680, Ag002G115760, Ag002G120690, Ag002G115750, Ag002G120650
OG0001322	XP_020871252.1	Ag003G233280
OG0001323	XP_020873978.1, XP_020871486.1	Ag008G731160, Ag008G731200
OG0001328	XP_002869325.1	Ag003G268990
OG0001328	XP_002878766.1	Ag006G527520
OG0001329	YP_009357266.1	Ag001G050380
OG0001329	YP_009357267.1	Ag001G050370
OG0001330	XP_020887871.1	Ag005G416240
OG0001330	XP_020873091.1	Ag003G284980
OG0001331	XP_002894649.1	Ag004G366660
OG0001332	XP_002888230.1, XP_002888227.1	Ag004G367740
OG0001332	XP_020868186.1	Ag004G310650
OG0001333	XP_002889842.1	Ag004G312940
OG0001334	XP_020869341.1	Ag004G322000
OG0001334	XP_002875082.1	Ag008G659210, Ag008G658100
OG0001335	XP_002873155.1	Ag006G498270
OG0001335	XP_020888983.1	Ag005G475210
OG0001336	XP_020888264.1	Ag005G472360
OG0001336	XP_020878535.1	Ag006G504280
OG0001337	XP_002866018.1	Ag008G688300, Ag008G690130
OG0001337	XP_002867495.1	Ag003G252180
OG0001338	XP_002866017.1	Ag008G690140, Ag008G688290
OG0001339	XP_020879798.1	Ag008G696250
OG0001340	XP_002873498.1, XP_002871462.1	Ag007G606800
OG0001341	XP_002874240.1	Ag008G721420
OG0001341	XP_002873480.1	Ag007G605860
OG0001342	XP_002871402.1	Ag007G604080
OG0001342	XP_002866657.1	Ag008G732590
OG0001343	XP_020877926.1	Ag007G601080
OG0001343	XP_020878973.1	Ag008G724240
OG0001344	XP_020872415.1	Ag006G577190
OG0001344	XP_002863376.1	Ag002G115550, Ag002G120810
OG0001345	XP_020875078.1	Ag006G573830
OG0001345	XP_002865227.1	Ag002G105840
OG0001346	XP_002869923.1	Ag006G562080
OG0001346	XP_002869924.1	Ag006G562050
OG0001347	XP_020873832.1	Ag001G100170
OG0001348	XP_020889004.1	Ag005G414310
OG0001349	XP_020888708.1	Ag005G412880
OG0001349	XP_020874362.1	Ag003G288330
OG0001350	XP_002878626.1	Ag006G523310
OG0001350	XP_020873029.1	Ag003G292450
OG0001351	XP_002870402.1, XP_002870403.1	Ag008G692420
OG0001353	XP_020871903.1	Ag002G104140
OG0001353	XP_020874527.1	Ag006G572220
OG0001353	XP_020886167.1	Ag002G104330
OG0001354	XP_002876682.2	Ag001G097810
OG0001354	XP_020883983.1	Ag002G205960
OG0001355	XP_002878373.1	Ag002G192810, Ag004G391720, Ag001G094260
OG0001355	XP_020883118.1	Ag002G202600
OG0001356	XP_002876473.1	Ag001G088580
OG0001357	XP_020879839.1	Ag001G085760
OG0001357	XP_020884230.1	Ag002G193300
OG0001358	XP_002881805.1	Ag002G191930
OG0001358	XP_002878160.1	Ag001G085020
OG0001359	XP_002875766.1	Ag001G051540
OG0001359	XP_020871232.1	Ag008G709910
OG0001360	XP_020869139.1	Ag004G303910
OG0001360	XP_020883689.1	Ag007G589230
OG0001361	XP_020885723.1	Ag007G589050
OG0001361	XP_020868344.1	Ag004G302990
OG0001362	XP_020888534.1	Ag005G444610
OG0001362	XP_020884280.1	Ag007G597690
OG0001363	XP_020873615.1	Ag007G607980
OG0001364	XP_020879196.1	Ag007G617140
OG0001364	XP_020887565.1	Ag005G490500, Ag005G490480
OG0001365	XP_002884288.1	Ag005G490390
OG0001365	XP_002873709.1	Ag007G617430
OG0001366	XP_020876596.1	Ag007G620560
OG0001366	XP_020886904.1	Ag005G489320
OG0001367	XP_002865745.1, XP_020889436.1	Ag005G481380
OG0001368	XP_020884342.1	Ag001G006320, Ag002G161550
OG0001368	XP_020876219.1	Ag002G164630
OG0001370	XP_002890421.1	Ag004G335860
OG0001370	XP_020865599.1	Ag003G219980
OG0001371	XP_020869623.1, XP_020869621.1, XP_020867488.1	Ag006G511640
OG0001372	XP_002882274.1	Ag005G488090
OG0001372	XP_002871746.1	Ag007G624210
OG0001373	XP_002891452.1	Ag001G024310
OG0001373	XP_020888674.1	Ag005G455280
OG0001374	XP_002889017.2	Ag003G227090
OG0001374	XP_020870089.1	Ag004G332300
OG0001375	XP_020868653.1	Ag004G324750
OG0001375	XP_020891648.1	Ag003G210970
OG0001376	XP_002885001.1	Ag005G467830
OG0001376	XP_020870918.1	Ag001G003590
OG0001377	XP_002883017.1	Ag005G460210, Ag005G460220, Ag005G460140
OG0001377	XP_002883018.1	Ag005G460240, Ag005G459960
OG0001378	XP_020868743.1	Ag001G025310, Ag001G024910
OG0001378	XP_020889242.1	Ag005G457100
OG0001379	XP_020888584.1	Ag005G433760
OG0001379	XP_020867110.1	Ag001G015150
OG0001380	XP_002894255.1	Ag001G014970
