Orthogroup	Arabidopsis_lyrata_NCBI	Noccaea_praecox
OG0003372	XP_002875485.1	Np001G019240
OG0003373	XP_002868542.1	Np005G312520
OG0003374	XP_002867490.1	Np005G277470
OG0003375	XP_020875136.1	Np005G319300
OG0003376	XP_002869645.2	Np005G279970, Np005G279980
OG0003377	XP_020889010.1	Np003G156560
OG0003378	XP_020878835.1	Np003G174240
OG0003378	XP_020873381.1	Np005G282330
OG0003379	XP_020889874.1	Np003G160300
OG0003379	XP_002869595.1	Np005G278880
OG0003380	XP_020886257.1	Np003G155270
OG0003381	XP_002864535.1	Np003G155180
OG0003382	XP_020884793.1	Np001G003690
OG0003382	XP_002873446.1	Np003G136520
OG0003383	XP_002866432.1	Np001G009260
OG0003384	XP_020875114.1	Np005G290640
OG0003385	XP_020875107.1	Np005G288250
OG0003386	XP_002867791.1	Np005G285870, Np005G285910
OG0003387	XP_020867957.1	Np004G206150
OG0003387	XP_020879344.1	Np003G178380
OG0003388	XP_020878497.1, XP_020885814.1	Np005G297030, Np004G224000, Np003G170930, Np001G030630, Np003G168900, Np003G169360, Np005G297300, Np005G297330, Np004G224010, Np007G401360, Np003G168580, Np002G096580, Np002G102070, Np005G297040, Np002G102060, Np002G102760, Np007G401410, Np002G096590, Np003G168590
OG0003389	XP_020884234.1	Np006G342980
OG0003389	XP_002893545.1	Np004G211780
OG0003390	XP_002890868.1, XP_002890869.1	Np004G213790
OG0003391	XP_020872566.1	Np005G268380, Np007G374390, Np005G314170
OG0003392	XP_002868947.1	Np005G262530
OG0003392	XP_002880449.1	Np006G368800, Np006G368780
OG0003393	XP_002866911.1	Np005G262470
OG0003394	XP_002870516.1	Np005G311380
OG0003395	XP_020875028.1, XP_020874256.1	Np002G113070, Np005G318380
OG0003396	XP_002872576.1, XP_002872575.1	Np003G180360, Np003G180350
OG0003397	XP_020874543.1	Np005G290400
OG0003397	XP_002865238.1	Np001G037090
OG0003398	XP_002883602.2	Np007G388010
OG0003398	XP_002863188.1	Np005G307800
OG0003399	XP_020874234.1	Np005G306990
OG0003400	XP_002868327.1, XP_002868329.2	Np005G306690
OG0003401	XP_020875727.1	Np005G304450
OG0003402	XP_020875507.1	Np005G303030
OG0003403	XP_002876696.1	Np001G069340
OG0003403	XP_002880328.1, XP_002863057.1	Np006G320770
OG0003404	XP_002880290.2	Np006G321610
OG0003404	XP_002880289.1	Np006G321620, Np006G321290
OG0003405	XP_020880100.1	Np001G065080
OG0003406	XP_020882139.1	Np001G024070
OG0003407	XP_020878914.1	Np003G125140
OG0003407	XP_002884700.1	Np007G414150
OG0003408	XP_002877702.1	Np001G050870
OG0003409	XP_002866704.1	Np001G002150
OG0003409	XP_002877713.1	Np001G051110
OG0003410	XP_020879193.1	Np003G188840
OG0003411	XP_002874910.1	Np003G186550
OG0003412	XP_020883155.1	Np006G356810
OG0003412	XP_002892269.1	Np004G254940
OG0003413	XP_002881119.1	Np006G347220, Np006G353560
OG0003414	XP_020883502.1	Np006G350780
OG0003414	XP_020869365.1, XP_020876050.1	Np003G130710
OG0003415	XP_002884273.2	Np007G424920
OG0003415	XP_020878606.1	Np003G141420
OG0003416	XP_020877574.1	Np003G143260
OG0003417	XP_002882401.1	Np007G419250
OG0003417	XP_020876905.1	Np001G015060
OG0003418	XP_020889286.1	Np007G419080
OG0003418	XP_020876965.1	Np001G014960
OG0003419	XP_020878476.1	Np003G146820
OG0003420	XP_002879857.1	Np006G331980
OG0003421	XP_020884825.1	Np006G339190
OG0003422	XP_020884903.1	Np006G337460
OG0003422	XP_020880621.1	Np001G056350
OG0003424	XP_002876245.1	Np001G057260
OG0003425	XP_002892869.1	Np004G240850
OG0003426	XP_020868579.1	Np004G238880
OG0003427	XP_020870735.1	Np004G234510
OG0003427	XP_020885878.1	Np007G413230
OG0003428	XP_002890428.1	Np004G196160
OG0003428	XP_020881776.1, XP_002875612.2	Np004G234250
OG0003429	XP_002890429.1	Np004G234230
OG0003429	XP_020890019.1	Np002G075780
OG0003430	XP_020867324.1, XP_020890345.1	Np002G085870
OG0003431	XP_002890630.1	Np004G227130, Np004G227170
OG0003432	XP_020866582.1	Np004G209240
OG0003433	XP_002878824.1	Np006G364550
OG0003433	XP_020872107.1	Np005G271230
OG0003435	XP_020866660.1	Np004G259220
OG0003436	XP_020870240.1	Np004G249660
OG0003437	XP_002864086.1	Np007G397610
OG0003437	XP_002887691.1	Np002G080170
OG0003438	XP_020878026.1	Np003G141850
OG0003439	XP_002873833.1	Np003G144840
OG0003439	XP_002884381.2	Np007G422110
OG0003440	XP_002871786.1	Np003G145280, Np007G373610
OG0003441	XP_002866476.1	Np001G007720
OG0003442	XP_020872001.1	Np001G006840
OG0003443	XP_020881666.1	Np001G050020
OG0003443	XP_020878938.1	Np001G011200
OG0003444	XP_020880361.1, XP_020880360.1	Np001G048050
OG0003445	XP_020879238.1	Np003G151200
OG0003446	XP_002888810.1	Np002G084320
OG0003446	XP_020869405.1	Np007G401880, Np007G402410, Np004G231040
OG0003447	XP_002887420.1	Np002G082810
OG0003448	XP_002892904.2	Np004G239920
OG0003449	XP_020889473.1	Np007G408510
OG0003450	XP_020869744.1	Np004G191170
OG0003450	XP_002882827.2	Np007G407470
OG0003451	XP_020889108.1, XP_002883080.1	Np007G392920
OG0003452	XP_020886031.1	Np007G393730
OG0003452	XP_002883106.1	Np007G393700
OG0003454	XP_002883898.1, XP_002883897.1	Np003G174580, Np007G378190, Np007G378200
OG0003455	XP_020886226.1	Np007G377400
OG0003456	XP_002894411.1	Np004G193830
OG0003456	XP_020887687.1	Np007G371660
OG0003457	XP_002876279.1	Np001G058480
OG0003457	XP_002879788.1	Np006G334110
OG0003458	XP_020882239.1	Np001G066260
OG0003459	XP_002891820.1	Np004G191390
OG0003459	XP_002884977.1	Np007G407040
OG0003460	XP_020871189.1	Np005G261740
OG0003461	XP_020874193.1, XP_020890314.1	Np004G199990, Np004G200010
OG0003462	XP_020870804.1, XP_020867234.1	Np004G248150
OG0003464	XP_020888079.1	Np007G418330
OG0003465	XP_020866460.1	Np004G216440
OG0003466	XP_020878450.1	Np003G134010, Np003G133900
OG0003468	XP_002868268.2	Np006G332840
OG0003481	XP_020872504.1	Np005G274620
OG0003482	XP_002886267.1	Np007G374110
OG0003483	XP_020870934.1	Np004G200650
OG0003483	XP_002869348.1	Np005G272410
OG0003484	XP_020874072.1	Np005G270320
OG0003484	XP_002878861.1	Np006G363850
OG0003485	XP_002869205.1	Np001G004580, Np005G263750
OG0003487	XP_020869690.1	Np004G250520
OG0003488	XP_002886724.2	Np002G112680
OG0003489	XP_002886639.1	Np002G115530
OG0003489	XP_002892576.1	Np004G248190
OG0003491	XP_020880916.1	Np001G020780
OG0003491	XP_020875680.1	Np005G317890
OG0003492	XP_020891358.1	Np002G097200, Np005G311270
OG0003493	XP_020888630.1, XP_020873842.1	Np007G412630
OG0003493	XP_020888629.1	Np007G376780
OG0003494	XP_020867997.1	Np004G242220
OG0003495	XP_002865850.1, XP_020882882.1	Np003G184470
OG0003496	XP_002864196.1	Np003G165080
OG0003498	XP_002873500.1	Np003G137750
OG0003499	XP_002873413.1	Np003G135890
OG0003500	XP_020877295.1	Np003G135450
OG0003500	XP_020882936.1	Np001G004970
OG0003501	XP_020877299.1	Np003G135430
OG0003501	XP_020886418.1	Np007G397500
OG0003503	XP_020873455.1, XP_020879014.1	Np005G283700
OG0003504	XP_020868508.1	Np004G208370
OG0003505	XP_020868820.1, XP_002874493.1	Np003G176280
OG0003506	XP_002890883.1	Np004G214120
OG0003507	XP_002890891.1	Np004G214300
OG0003508	XP_020888027.1	Np007G375660
OG0003508	XP_020873088.1	Np005G267050
OG0003509	XP_020874272.1	Np005G267930
OG0003510	XP_020875667.1	Np005G269100
OG0003511	XP_002868819.1	Np005G312710
OG0003512	XP_020890613.1	Np001G041990
OG0003513	XP_020876367.1	Np003G184730
OG0003513	XP_002867856.1	Np005G287630
OG0003514	XP_002863409.2	Np001G042620
OG0003515	XP_002863368.2, XP_020872769.1	Np001G032670
OG0003516	XP_020874092.1	Np005G306760
OG0003517	XP_020875707.1, XP_020877035.1	Np005G307490, Np005G307480
OG0003518	XP_002863175.1	Np005G308160
OG0003518	XP_020888787.1	Np007G387630
OG0003519	XP_020875733.1	Np005G309310
OG0003519	XP_002885633.1	Np005G292560, Np007G386680, Np007G386480
OG0003520	XP_020885958.1	Np007G384480
OG0003520	XP_020873063.1	Np005G305560
OG0003521	XP_020872138.1	Np005G318420
OG0003522	XP_020885429.1	Np001G040900, Np006G324800
OG0003523	XP_002878188.1	Np001G062930
OG0003524	XP_002875922.1, XP_020885884.1	Np001G005700
OG0003525	XP_002864949.1	Np001G003260
OG0003526	XP_020881404.1	Np001G050740
OG0003527	XP_020879147.1, XP_020871647.1, XP_020887998.1	Np001G045100
OG0003528	XP_020882988.1	Np006G352500
OG0003529	XP_002867530.1	Np005G278590
OG0003529	XP_020871689.1	Np003G160910
OG0003530	XP_002871696.2	Np003G142970
OG0003530	XP_020886892.1	Np007G423370, Np002G122490
OG0003531	XP_020878272.1	Np003G147250
OG0003532	XP_020888781.1	Np007G416260
OG0003532	XP_020889881.1	Np001G016920
OG0003533	XP_002888094.1, XP_020883753.1	Np006G333740
OG0003534	XP_002881639.1	Np006G334090
OG0003535	XP_020883204.1	Np006G338850, Np006G338870
OG0003536	XP_020872963.1, XP_020866811.1	Np004G239140
OG0003537	XP_020891407.1	Np002G081000
OG0003537	XP_002892991.1	Np004G237640
OG0003538	XP_020870019.1	Np004G236710
OG0003539	XP_020865874.1	Np002G083130
OG0003539	XP_020867355.1	Np004G231900
OG0003540	XP_020868670.1	Np004G230670
OG0003540	XP_002888791.1	Np002G084670
OG0003541	XP_002888771.2	Np002G085420
OG0003543	XP_020867103.1	Np004G209760
OG0003544	XP_020874271.1	Np005G317500
OG0003546	XP_002892300.2	Np004G254350
OG0003547	XP_002871761.1	Np001G035780, Np002G122560, Np003G144560
OG0003548	XP_002871847.1	Np003G146710, Np003G146720
OG0003549	XP_002863984.1	Np001G016370
OG0003550	XP_020868605.1	Np001G017270
OG0003550	XP_020886981.1	Np007G415870
OG0003551	XP_002874214.1, XP_002874213.1	Np001G011980
OG0003552	XP_020881711.1	Np001G047940
OG0003553	XP_002866529.1, XP_020888136.1	Np001G006650
OG0003554	XP_002877765.1	Np001G052280, Np001G052240, Np001G052310
OG0003555	XP_020880959.1	Np001G049250
OG0003556	XP_020869161.1	Np004G231210
OG0003556	XP_002887356.1	Np002G083890
OG0003557	XP_020890526.1, XP_020874627.1	Np003G183620
OG0003558	XP_020890423.1	Np002G072830
OG0003559	XP_002887789.1, XP_020868891.1	Np004G239940
OG0003560	XP_002891764.2	Np004G192600
OG0003561	XP_020888819.1	Np007G404990
OG0003562	XP_002870186.1	Np005G301310
OG0003562	XP_002883029.1	Np007G391550
OG0003563	XP_020867827.1, XP_020867826.1	Np004G198280, Np004G198260
OG0003564	XP_002891661.2	Np004G195190, Np004G195200
OG0003565	XP_002868307.1	Np005G306100
OG0003565	XP_020889002.1	Np007G385200
OG0003567	XP_020889462.1	Np007G374190
OG0003568	XP_020876772.1	Np007G384170
OG0003569	XP_002872923.1, XP_020866799.1	Np004G190220
OG0003572	XP_020875728.1	Np005G304500
OG0003574	XP_020877787.1	Np003G145100
OG0003575	XP_020875819.1, XP_002871874.1	Np003G147150
OG0003578	XP_002881483.1	Np006G338070
OG0003583	XP_002884189.1	Np005G275490
OG0003585	XP_002876316.1	Np001G059460
OG0003586	XP_020874270.1	Np005G273230
OG0003586	XP_020885721.1	Np006G366610
OG0003587	XP_020885080.1	Np001G007140
OG0003587	XP_020870129.1	Np004G204990
OG0003589	XP_002862579.1, XP_020873869.1	Np005G264430
OG0003590	XP_020872793.1	Np005G266160
OG0003591	XP_020870220.1	Np004G248660
OG0003592	XP_020890055.1	Np002G117400
OG0003593	XP_020881097.1, XP_002876814.1, XP_002865264.1	Np001G025670
OG0003594	XP_020869165.1	Np004G242290
OG0003595	XP_020881940.1	Np001G019830
OG0003596	XP_002868752.2	Np005G314210
OG0003597	XP_020869514.1	Np004G244880
OG0003598	XP_020889068.1, XP_020887583.1	Np007G413820, Np007G412370
OG0003599	XP_020889003.1, XP_002884818.1	Np007G411120, Np001G019040
OG0003600	XP_020879962.1	Np007G410330
OG0003601	XP_020888259.1	Np007G409070
OG0003603	XP_002869535.1	Np005G277140
OG0003604	XP_020874022.1	Np005G277640
OG0003605	XP_002876667.1	Np001G068470
OG0003606	XP_020873729.1	Np005G279080
OG0003606	XP_002864425.1	Np003G158500
OG0003607	XP_002871505.1	Np003G138620
OG0003608	XP_020868706.1	Np004G251550
OG0003609	XP_002873444.1	Np003G136510
OG0003610	XP_002873421.1, XP_020885853.1	Np003G135990
OG0003611	XP_002868000.1	Np005G291870
OG0003612	XP_020875230.1, XP_020888084.1	Np004G215780
OG0003613	XP_020876536.1, XP_002891400.2	Np006G359110, Np001G014080
OG0003614	XP_002893495.1, XP_002890755.1	Np004G210800, Np004G210710
OG0003615	XP_020869641.1	Np004G211730
OG0003616	XP_020873012.1	Np005G267310
OG0003617	XP_002874587.1	Np003G177410
OG0003618	XP_020881332.1, XP_020881941.1	Np001G056050, Np004G197520, Np004G197490, Np004G197480
OG0003619	XP_020888544.1	Np007G411260, Np007G411270
OG0003621	XP_002865328.1	Np001G039150
OG0003624	XP_020874330.1	Np005G295560
OG0003625	XP_002882117.1, XP_002884016.2	Np003G178060, Np001G012940, Np006G321420
OG0003626	XP_020880149.1	Np001G068510
OG0003627	XP_020884939.1	Np006G323670
OG0003628	XP_020883493.1	Np001G065600
OG0003630	XP_020885150.1	Np006G326230
OG0003631	XP_020878866.1	Np003G149240
OG0003632	XP_002893817.1	Np004G241880
OG0003633	XP_020881475.1	Np001G052160
OG0003634	XP_020881124.1	Np001G052180
OG0003635	XP_020880791.1	Np001G053140
OG0003635	XP_020871744.1	Np001G000210
OG0003636	XP_002874986.1	Np003G188900
OG0003637	XP_020866988.1	Np004G257600
OG0003638	XP_020876705.1	Np003G186080
OG0003639	XP_020883056.1	Np006G363040
OG0003640	XP_020887462.1	Np007G424880
OG0003640	XP_002873675.2	Np003G141470
OG0003642	XP_002874347.1, XP_002882424.1	Np001G014730
OG0003643	XP_020883225.1	Np006G333090
OG0003644	XP_020865769.1, XP_002887853.1	Np004G192820, Np002G070240
OG0003645	XP_020866908.1	Np004G239590
OG0003647	XP_002893036.1	Np004G236420
OG0003648	XP_020867884.1	Np004G232320
OG0003649	XP_020889986.1	Np002G090890
OG0003651	XP_002889990.1	Np006G360830, Np004G244210
OG0003652	XP_020867774.1	Np004G253450
OG0003652	XP_002889598.1	Np004G253400
OG0003653	XP_020871015.1, XP_020871011.1	Np004G254190
OG0003654	XP_002892305.1, XP_002892306.1	Np004G254250
OG0003655	XP_002871741.1	Np003G144090
OG0003656	XP_020876074.1, XP_020869876.1	Np003G144550
OG0003657	XP_020886410.1	Np007G408760
OG0003658	XP_002873164.1	Np003G129320
OG0003659	XP_002862353.1	Np001G008850
OG0003659	XP_002873308.1	Np003G133390
OG0003660	XP_002866267.1, XP_002868499.1	Np003G154500
OG0003661	XP_002876064.1	Np001G052710
OG0003661	XP_002865073.1	Np001G000510
OG0003662	XP_002877511.1	Np001G046520
OG0003663	XP_020889771.1	Np002G086670
OG0003664	XP_020865768.1	Np001G009850
OG0003665	XP_020868553.1	Np002G082620
OG0003666	XP_020889659.1, XP_002864104.1	Np002G070930
OG0003667	XP_002884941.1	Np007G408130, Np007G408150, Np007G408100, Np006G342000
OG0003668	XP_020888523.1, XP_020888817.1	Np007G407270
OG0003669	XP_020867645.1	Np004G191580
OG0003670	XP_020886609.1, XP_020886608.1	Np007G406000
OG0003671	XP_002885081.1, XP_020889206.1	Np007G404230
OG0003672	XP_020886189.1	Np007G391880
OG0003672	XP_002868148.1	Np005G300810
OG0003673	XP_002883519.1, XP_002880717.1	Np007G386880, Np001G031350
OG0003674	XP_002885739.1	Np007G388400
OG0003674	XP_020870886.1	Np001G017860
OG0003675	XP_020877829.1	Np003G157980
OG0003676	XP_002883832.1	Np007G416070
OG0003676	XP_002869199.1	Np005G263910
OG0003677	XP_002894405.1	Np004G193920
OG0003677	XP_020887501.1	Np007G403440
OG0003678	XP_020889052.1	Np007G380320
OG0003678	XP_002894293.1	Np004G196060
OG0003679	XP_002876134.1	Np001G054340
OG0003680	XP_002876143.1	Np001G054530
OG0003681	XP_020880332.1	Np001G056530
OG0003681	XP_020884543.1	Np006G337090
OG0003682	XP_020882585.1, XP_020891564.1	Np001G060110
OG0003683	XP_020882553.1	Np001G069920, Np001G053860
OG0003686	XP_020890847.1	Np002G075580
OG0003687	XP_020890334.1	Np002G114630
OG0003687	XP_002888193.1	Np002G114550
OG0003695	XP_002867241.1, XP_002867452.1	Np005G276540
OG0003696	XP_002869392.1	Np005G274070
OG0003697	XP_020880267.1, XP_020874398.1	Np005G264420
OG0003698	XP_002869117.1	Np005G265540
OG0003698	XP_002869118.1	Np005G265530
OG0003699	XP_020873946.1, XP_002893827.1	Np002G105640
OG0003700	XP_002868128.1	Np005G299530, Np005G299520
OG0003701	XP_020879635.1, XP_020882429.1	Np001G026240
OG0003703	XP_020872128.1	Np005G312870
OG0003704	XP_002888014.1, XP_020890186.1	Np002G120260
OG0003705	XP_002881744.1	Np006G330910
OG0003707	XP_020871335.1	Np003G173670
OG0003708	XP_002864404.1	Np007G386310, Np003G159360, Np002G114620, Np002G113770
OG0003709	XP_020876108.1	Np003G157290
OG0003710	XP_020866673.1	Np004G230700
OG0003710	XP_020879165.1	Np003G140050
OG0003711	XP_002868057.1	Np005G294570
OG0003712	XP_002869941.1	Np005G288470
OG0003713	XP_002863589.1	Np001G039950
OG0003713	XP_002869916.1	Np005G287180
OG0003714	XP_020873410.1	Np005G285480
OG0003715	XP_020876685.1	Np003G180540
OG0003716	XP_002893825.1, XP_002876375.1	Np001G049010
OG0003719	XP_002873068.1	Np003G127080, Np003G127090
OG0003720	XP_002889929.1, XP_020879427.1	Np005G307880, Np003G126200
OG0003721	XP_002872579.1, XP_002872581.1	Np003G180410
OG0003722	XP_002863163.1	Np005G308330
OG0003723	XP_020874430.1	Np005G305730, Np005G305740
OG0003724	XP_002883306.1	Np007G381500
OG0003724	XP_020874968.1	Np001G065400, Np005G302440
OG0003725	XP_002885765.1	Np005G316580
OG0003726	XP_020884425.1	Np005G306210, Np006G321310
OG0003727	XP_020884501.1	Np006G323150
OG0003728	XP_020885154.1	Np006G326240, Np006G326260
OG0003729	XP_020885153.1	Np006G326280
OG0003730	XP_020879682.1	Np001G062790
OG0003731	XP_002873099.1, XP_002873082.1	Np001G035100, Np002G116700, Np003G127360
OG0003732	XP_020871980.1, XP_020871978.1	Np003G153000
OG0003733	XP_020874933.1, XP_020868853.1	Np001G040950
OG0003734	XP_002863647.2	Np001G041110
OG0003734	XP_002865414.1	Np001G041120
OG0003735	XP_002863662.1	Np001G041430
OG0003736	XP_002879413.1	Np006G357290
OG0003737	XP_020874598.1, XP_002881256.1, XP_002862858.1, XP_002870561.1	Np007G419300
OG0003738	XP_002881191.1, XP_020869990.1	Np006G355440
OG0003740	XP_002881146.1	Np006G354240, Np006G348760
OG0003740	XP_002889601.1	Np004G253350
OG0003741	XP_002880977.1, XP_002879143.1	Np006G358090
OG0003742	XP_002879398.1, XP_002880840.1	Np004G246140
OG0003743	XP_002871668.1	Np007G423930
OG0003744	XP_002870640.2, XP_020872777.1	Np005G319320
OG0003746	XP_020887084.1	Np003G146840
OG0003747	XP_002882518.1, XP_002882519.1	Np007G415820
OG0003748	XP_020887201.1	Np007G414970
OG0003749	XP_020887425.1	Np007G414560
OG0003751	XP_002892089.1	Np004G258370
OG0003752	XP_020867934.1	Np004G238820
OG0003753	XP_020891017.1	Np002G074310
OG0003753	XP_020867953.1	Np004G232770
OG0003754	XP_002893330.1	Np004G228630
OG0003755	XP_020868627.1, XP_020869051.1	Np004G226590
OG0003756	XP_020873688.1	Np005G282440
OG0003758	XP_020884532.1	Np006G368960
OG0003759	XP_020866037.1	Np001G026610, Np004G241710
OG0003761	XP_020868037.1	Np004G254750
OG0003762	XP_020885396.1	Np005G311540
OG0003763	XP_002892198.1	Np004G256200
OG0003764	XP_020870173.1	Np004G258760
OG0003765	XP_002873747.1	Np003G142800
OG0003766	XP_002871699.1	Np003G143020, Np003G181690
OG0003767	XP_020875811.1, XP_002874129.2	Np001G010530
OG0003768	XP_020888635.1, XP_020871873.1	Np006G365670
OG0003769	XP_020878292.1	Np003G154710
OG0003771	XP_020881342.1	Np001G047000
OG0003771	XP_002864584.1	Np003G154190
OG0003772	XP_002867157.1	Np005G264000
OG0003773	XP_002887226.1	Np002G087350
OG0003774	XP_020889786.1	Np002G086900
OG0003775	XP_002889193.1	Np002G073390
OG0003776	XP_002889213.1	Np002G072970
OG0003777	XP_020889909.1, XP_020869019.1	Np002G072760
OG0003778	XP_002885334.1	Np007G397540, Np004G196870
OG0003779	XP_002862716.1, XP_020888356.1	Np011G435720, Np011G435880
OG0003780	XP_020889380.1	Np007G381220
OG0003781	XP_002871852.1, XP_002883483.1	Np007G386020
OG0003782	XP_020881377.1	Np001G055280
OG0003782	XP_020888991.1	Np007G389060
OG0003783	XP_020874859.1	Np005G310120
OG0003783	XP_002883713.1	Np007G389500
OG0003784	XP_002894517.2	Np004G190780, Np007G407710
OG0003786	XP_002891660.1	Np004G195210
OG0003787	XP_002891532.2	Np004G197710
OG0003788	XP_020879715.1	Np001G057100
OG0003791	XP_020880686.1	Np001G060940
OG0003796	XP_020877686.1, XP_002875814.2, XP_002875819.1	Np001G046710
OG0003797	XP_020869748.1, XP_020870047.1, XP_020870409.1	Np001G046320
OG0003798	XP_020870360.1	Np004G235060
OG0003799	XP_020866365.1	Np004G208900
OG0003801	XP_020871347.1	Np001G000920
OG0003802	XP_020880558.1	Np003G132980
OG0003803	XP_020875991.1, XP_020879016.1	Np005G289550
OG0003804	XP_020883808.1, XP_020884683.1	Np006G358980
OG0003806	XP_002872005.1	Np003G150620
OG0003806	XP_002872006.1	Np003G150640
OG0003807	XP_020865777.1	Np001G009880
OG0003810	XP_020882517.1	Np001G050240, Np001G050270
OG0003811	XP_020879458.1	Np003G143840
OG0003813	XP_002875354.1	Np001G021620
OG0003823	XP_020874857.1	Np005G276690
OG0003824	XP_020872302.1	Np005G271590
OG0003826	XP_020875561.1	Np005G269000
OG0003827	XP_002867109.1	Np005G265180
OG0003828	XP_002891116.1	Np003G151330, Np003G151320
OG0003829	XP_020866127.1, XP_002891132.2	Np004G216280
OG0003830	XP_020869497.1	Np001G014150
OG0003831	XP_002892539.2	Np004G249000
OG0003832	XP_020871426.1	Np001G027490
OG0003833	XP_020885186.1, XP_020873008.1	Np006G353120, Np006G347660
OG0003834	XP_002887880.1	Np002G124410
OG0003835	XP_002889936.1	Np004G245390
OG0003835	XP_020889869.1	Np002G121210
OG0003836	XP_002882613.1, XP_002870955.1	Np003G126230
OG0003837	XP_020877279.1	Np003G135880
OG0003838	XP_002864109.1	Np003G184520
OG0003839	XP_020870700.1	Np003G162530
OG0003840	XP_020871608.1	Np003G159510
OG0003841	XP_002869613.1	Np005G279300
OG0003841	XP_020871323.1	Np003G157960
OG0003842	XP_002871534.2	Np003G139600
OG0003843	XP_002871479.1	Np003G138160
OG0003844	XP_002863417.1	Np001G035870, Np005G291930
OG0003845	XP_002870026.1	Np005G291090
OG0003846	XP_002867693.1	Np005G283340
OG0003847	XP_020873276.1	Np005G283330
OG0003848	XP_002891059.1	Np004G206810
OG0003849	XP_020868494.1	Np004G208310
OG0003850	XP_020870773.1	Np004G201010
OG0003852	XP_002869052.1	Np005G267460
OG0003853	XP_020872844.1	Np005G269500
OG0003854	XP_002868538.1	Np005G312460
OG0003855	XP_002891295.2	Np004G202500
OG0003857	XP_002877389.1	Np001G044820
OG0003857	XP_002863802.1	Np001G042900
OG0003858	XP_020891209.1, XP_002894238.1	Np004G195640
OG0003859	XP_002874708.1	Np003G181100
OG0003859	XP_020877179.1, XP_002874707.1	Np003G181090
OG0003860	XP_002870392.2, XP_020882671.1	Np006G325180, Np003G174670, Np007G404380
OG0003862	XP_020889048.1, XP_002870049.1	Np001G035910
OG0003863	XP_020884227.1	Np001G032130
OG0003864	XP_020881151.1	Np001G069160
OG0003865	XP_020882704.1	Np006G322600
OG0003866	XP_020882789.1, XP_020869016.1	Np006G366600
OG0003867	XP_002873017.1	Np003G125680
OG0003868	XP_020885782.1	Np003G151480
OG0003869	XP_020871897.1, XP_020871898.1	Np003G151750
OG0003870	XP_020867254.1	Np003G151870
OG0003871	XP_002866363.1	Np001G045540
OG0003872	XP_020876329.1, XP_020877221.1, XP_020875897.1	Np003G189150
OG0003873	XP_020878958.1	Np003G187760
OG0003874	XP_020878169.1	Np003G186190
OG0003875	XP_020867264.1	Np004G256250
OG0003876	XP_002881182.1	Np006G355330, Np007G377900
OG0003877	XP_020872488.1	Np005G278360
OG0003878	XP_020887546.1	Np007G417250
OG0003879	XP_020886524.1	Np007G415790
OG0003881	XP_002889269.2	Np002G071550
OG0003881	XP_020867568.1	Np004G240240
OG0003882	XP_002890266.1	Np004G237610
OG0003884	XP_020868631.1	Np004G226600
OG0003885	XP_020873618.1	Np005G281450
OG0003885	XP_020871175.1	Np003G172470
OG0003886	XP_002878736.1	Np006G366070
OG0003887	XP_020867756.1	Np004G241610
OG0003888	XP_020869895.1, XP_020869967.1	Np007G420160
OG0003888	XP_002884466.2, XP_020878444.1, XP_020878443.1	Np003G175490
OG0003889	XP_020867653.1	Np004G250310
OG0003890	XP_020883260.1	Np006G355140, Np006G355130
OG0003891	XP_020876606.1	Np003G142760
OG0003892	XP_002882462.1	Np007G417300
OG0003893	XP_020887048.1	Np007G421210
OG0003893	XP_020878832.1	Np003G145790
OG0003894	XP_002874370.1, XP_020868912.1	Np001G014970
OG0003896	XP_020866536.1	Np001G016360
OG0003896	XP_020890658.1	Np002G090660
OG0003897	XP_020875928.1	Np003G131210
OG0003898	XP_002871127.1	Np003G129750
OG0003899	XP_002885738.2, XP_020877849.1	Np001G013340, Np001G013330
OG0003901	XP_002875869.1	Np001G047690
OG0003902	XP_002877540.1	Np001G046870
OG0003903	XP_002866875.1	Np002G088890, Np005G261830
OG0003904	XP_002887644.1	Np002G076360, Np002G076350
OG0003905	XP_020890982.1	Np002G076440
OG0003906	XP_002887493.1	Np005G303560
OG0003907	XP_020891282.1, XP_020889883.1	Np002G077170
OG0003908	XP_020890441.1	Np002G072860
OG0003912	XP_020867205.1	Np004G193480
OG0003913	XP_020888770.1	Np010G435060, Np007G401590, Np007G398200
OG0003914	XP_002891684.1	Np004G194650
OG0003915	XP_002885291.1	Np007G395560
OG0003916	XP_002883201.1	Np007G397490
OG0003918	XP_002883260.1, XP_002883259.1	Np007G380280, Np007G380270, Np005G268870
OG0003919	XP_002883316.1	Np007G382070
OG0003920	XP_002885526.1	Np007G383710
OG0003921	XP_002883988.1	Np007G373330
OG0003921	XP_002872415.1	Np003G127770
OG0003922	XP_020867130.1, XP_020867129.1	Np004G193000
OG0003923	XP_002894087.1	Np004G200120
OG0003924	XP_002877825.1	Np001G053650
OG0003925	XP_002878025.2, XP_002876288.2	Np004G211710
OG0003926	XP_002876597.1	Np001G066920
OG0003928	XP_002882329.2	Np007G420970
OG0003930	XP_020869586.1	Np004G259130
OG0003931	XP_020872952.1	Np005G316700
OG0003933	XP_002877179.2, XP_002877187.2	Np001G018780
OG0003935	XP_020880062.1, XP_002871257.1	Np003G133000, Np002G095980
OG0003938	XP_020867382.1	Np004G230920, Np004G230850
