Orthogroup	Arabidopsis_lyrata_NCBI	Cochlearia_excelsa
OG0004243	XP_020867150.1	g36614
OG0004245	XP_020875753.1, XP_020885902.1, XP_020885903.1, XP_002877070.1	g28099, g45806
OG0004246	XP_002878342.1, XP_002894100.1	g54052
OG0004247	XP_002879514.1	g51470
OG0004248	XP_002884601.2	g12936, g12481
OG0004249	XP_020877874.1	g10094
OG0004250	XP_020878073.1, XP_020890986.1	g44291
OG0004251	XP_020882293.1	g11242, g18988, g2091
OG0004252	XP_020879681.1	g37437
OG0004253	XP_002878347.1, XP_020891427.1	g18714
OG0004254	XP_002871173.1, XP_002878395.1	g11165, g1834
OG0004255	XP_020865877.1, XP_020882222.1	g36017
OG0004257	XP_020869539.1	g52102
OG0004257	XP_020884767.1	g37249
OG0004259	XP_020871829.1	g27619, g18122, g54158
OG0004260	XP_020879440.1	g39453
OG0004261	XP_002877073.2	g13604
OG0004263	XP_002878671.1, XP_002878669.1, XP_020883240.1	g38443
OG0004265	XP_002893492.1	g50439
OG0004275	XP_020872045.1	g47688, g23511
OG0004276	XP_002875261.1, XP_020889508.1	g18202, g23107
OG0004277	XP_002869386.1	g47737, g23424
OG0004278	XP_020873219.1	g47768, g16962
OG0004279	XP_020872240.1	g23331
OG0004280	XP_002867194.1	g47839
OG0004281	XP_020874893.1	g47860, g23141
OG0004282	XP_020874799.1	g18209, g23074
OG0004283	XP_002867086.1	g23021
OG0004284	XP_002893850.1	g27750
OG0004285	XP_020867121.1	g27775
OG0004286	XP_002894632.1	g41123
OG0004287	XP_002875068.1	g10806
OG0004288	XP_002875142.1	g10702, g1523
OG0004289	XP_002875263.1	g10626
OG0004290	XP_002875365.1	g10507
OG0004291	XP_020871581.1	g6500
OG0004292	XP_002877108.1	g10414
OG0004294	XP_002891889.1, XP_020890923.1, XP_020884455.1	g52056
OG0004295	XP_002881760.1	g37381
OG0004296	XP_002884774.1	g7448
OG0004297	XP_020888328.1	g12329
OG0004298	XP_002882748.1	g12308, g7349
OG0004299	XP_002864080.1	g41158, g28297, g1365
OG0004300	XP_020882871.1	g28327
OG0004301	XP_020889657.1, XP_002865852.1	g28328
OG0004302	XP_020871885.1	g41171
OG0004303	XP_002869607.1	g23692
OG0004304	XP_020884322.1	g39285, g1142
OG0004305	XP_002874304.1	g10098, g18531
OG0004306	XP_020879151.1	g5270, g29354
OG0004307	XP_020886082.1, XP_020878335.1	g29424, g5343
OG0004308	XP_002873476.1	g29480
OG0004309	XP_002871325.1	g29585
OG0004310	XP_020876800.1	g29598, g5513
OG0004311	XP_020875054.1	g24210
OG0004311	XP_020881103.1	g40629
OG0004312	XP_020875399.1	g17480
OG0004313	XP_002870008.2	g17452
OG0004314	XP_020872854.1	g24074
OG0004315	XP_002869929.1, XP_002869931.1	g24057, g17379
OG0004316	XP_002869917.2	g47357
OG0004317	XP_002869908.1	g17393, g48347
OG0004318	XP_002869812.2	g23947, g17284
OG0004319	XP_020873448.1	g23941
OG0004321	XP_002869742.1	g23851
OG0004322	XP_020878705.1	g40329, g25780
OG0004324	XP_020886718.1	g13431
OG0004325	XP_020867147.1	g36612
OG0004326	XP_002893572.1	g32405
OG0004327	XP_020866843.1	g27702, g32469
OG0004328	XP_002893634.1	g50546, g32475
OG0004330	XP_020873011.1	g18234, g22972
OG0004331	XP_020872146.1	g18260, g22890
OG0004332	XP_020872897.1	g22884
OG0004333	XP_020878610.1	g40289
OG0004336	XP_020874268.1	g46902
OG0004337	XP_002885749.1	g11658
OG0004338	XP_020875714.1	g46942, g46811
OG0004339	XP_002868284.1, XP_020872682.1	g17720, g24529, g41858, g1827
OG0004340	XP_002868257.1	g17716
OG0004341	XP_002868249.1	g24498
OG0004342	XP_020866227.1	g54375, g54379
OG0004343	XP_020879777.1	g18745
OG0004344	XP_020885023.1	g37709, g50812, g38255
OG0004345	XP_020883483.1	g50778, g37658
OG0004346	XP_020882674.1	g37646
OG0004347	XP_020882962.1, XP_020891076.1	g37538
OG0004348	XP_020885701.1	g52108, g37487
OG0004349	XP_002876456.1	g2038
OG0004352	XP_020871378.1, XP_002881694.1	g37345
OG0004353	XP_002874067.1	g41360
OG0004354	XP_020869627.1	g1255
OG0004355	XP_002866570.1	g9810
OG0004356	XP_002866588.1	g9789
OG0004357	XP_002864956.1	g9714
OG0004357	XP_020876709.1	g29497
OG0004358	XP_020868006.1	g63
OG0004359	XP_002866726.1	g53, g9659
OG0004360	XP_020868851.1	g49287, g30727
OG0004361	XP_020875898.1	g38232
OG0004362	XP_002892163.1	g30827
OG0004363	XP_002879449.1	g37955, g39743, g51358
OG0004364	XP_020883152.1	g51350
OG0004365	XP_020867422.1	g49525
OG0004366	XP_020885637.1	g51237, g39856
OG0004368	XP_002881112.1	g39913, g51210
OG0004369	XP_020884380.1	g39924, g51204
OG0004370	XP_020882817.1	g51195, g39926
OG0004371	XP_020884550.1	g51182, g39958
OG0004372	XP_002882184.1	g19669, g54387
OG0004373	XP_020889328.1	g7858, g12758, g12675
OG0004374	XP_020886543.1	g7713, g12853
OG0004375	XP_002872266.2	g4781
OG0004376	XP_020887581.1	g53285, g7701, g12870
OG0004377	XP_002884549.1	g7675
OG0004378	XP_002882450.1	g7661
OG0004379	XP_002884577.1	g7648, g12491
OG0004380	XP_002884638.1	g12446, g7602
OG0004381	XP_002879589.1	g37146, g51562
OG0004382	XP_002881429.1	g37150
OG0004383	XP_002879634.1	g51617
OG0004384	XP_002876213.1	g2340
OG0004385	XP_002890143.1	g49957, g31632
OG0004386	XP_020867479.1	g50015, g31723, g27383
OG0004387	XP_020891420.1, XP_020891415.1	g44568
OG0004388	XP_002890282.1	g50045
OG0004389	XP_002890295.1	g50051
OG0004391	XP_020891262.1	g45971
OG0004393	XP_020867941.1	g50362, g32153
OG0004394	XP_020870652.1	g32221, g27615
OG0004395	XP_020889411.1, XP_020873291.1	g13728, g13731
OG0004396	XP_002878742.1	g38390
OG0004397	XP_020870551.1	g27222, g31454
OG0004398	XP_020870522.1	g49848, g31410
OG0004399	XP_020869518.1	g31402
OG0004400	XP_002889901.1	g49787, g31344
OG0004401	XP_020866421.1	g49762
OG0004402	XP_002887301.1, XP_002892584.1	g31266
OG0004403	XP_002889789.1	g49721
OG0004404	XP_020867302.1, XP_020870445.1	g49640, g31156
OG0004405	XP_020867703.1, XP_020867702.1	g31099
OG0004406	XP_020867411.1	g49599
OG0004407	XP_020879349.1	g5129
OG0004408	XP_002871712.1	g45724, g5057
OG0004409	XP_020878112.1	g5016, g29159
OG0004410	XP_002873902.2	g29051, g29055, g4914
OG0004411	XP_002871827.1	g41459
OG0004412	XP_020876239.1	g10111, g4851
OG0004413	XP_020876983.1	g4787, g10135
OG0004414	XP_002865625.1	g10281
OG0004415	XP_020875966.1	g5610
OG0004416	XP_002874271.1	g610, g10064
OG0004418	XP_002872061.1, XP_020885205.1	g9971, g494
OG0004419	XP_002872039.1	g464
OG0004420	XP_002866429.1	g427
OG0004422	XP_002888659.1	g41557
OG0004423	XP_002887249.1, XP_002870395.1	g45811
OG0004424	XP_002888762.1	g45843
OG0004425	XP_020891058.1	g45874, g44688
OG0004426	XP_020891270.1, XP_002862882.2	g45980
OG0004427	XP_020890857.1, XP_020890856.1	g44618
OG0004428	XP_002889030.1	g44451, g46212
OG0004429	XP_002888985.1	g17986
OG0004430	XP_002887546.1	g46148
OG0004430	XP_020889776.1	g46147
OG0004431	XP_020890258.1	g44588
OG0004432	XP_020890470.1	g46464
OG0004433	XP_020890425.1	g46493
OG0004434	XP_020891291.1	g46513
OG0004435	XP_002889255.1	g44315
OG0004436	XP_002884932.1	g13149, g12259, g7271
OG0004437	XP_020886614.1	g13209
OG0004438	XP_020888657.1	g7182
OG0004440	XP_002882916.1	g7113, g12146
OG0004441	XP_020887702.1	g13234, g7089
OG0004442	XP_020888642.1	g7077, g11394, g12139
OG0004443	XP_020887319.1	g13259
OG0004444	XP_020891526.1, XP_002885263.2	g6866
OG0004445	XP_020887206.1	g11948
OG0004446	XP_020886276.1	g11940
OG0004447	XP_020888044.1	g11886
OG0004448	XP_002885412.1	g11884, g6694
OG0004449	XP_020888732.1	g6676
OG0004450	XP_002885473.1	g11855
OG0004451	XP_020889427.1	g6541, g13460
OG0004452	XP_002878917.1, XP_002869231.1	g38303
OG0004453	XP_002886178.1	g13953
OG0004454	XP_020888357.1	g13979, g6025
OG0004455	XP_002886243.1, XP_002886244.1	g5981
OG0004456	XP_020883708.1	g13850
OG0004458	XP_002894321.1	g36508, g54186
OG0004459	XP_020867973.1, XP_020867074.1	g54177
OG0004460	XP_020870677.1	g36339, g28100
OG0004462	XP_002876110.2	g2442
OG0004463	XP_002877951.1	g2320
OG0004464	XP_020881993.1	g2234
OG0004466	XP_002878104.1	g19015
OG0004467	XP_020871107.1, XP_002865960.2	g912
OG0004468	XP_002878183.1	g18965
OG0004469	XP_020880162.1	g18961
OG0004470	XP_020880500.1	g18944, g1987
OG0004471	XP_020882788.1, XP_002894141.1	g52223
OG0004472	XP_020888392.1, XP_020881459.1	g1859, g1860
OG0004474	XP_020882207.1	g18753
OG0004475	XP_020869952.1	g54119
OG0004477	XP_020888428.1	g25771
OG0004478	XP_002876554.2	g18823
OG0004480	XP_020879353.1	g5728
OG0004484	XP_002865908.1	g50021
OG0004484	XP_002870188.2	g29432, g50694
OG0004488	XP_002873620.1	g45624
OG0004490	XP_020866258.1, XP_020877152.1, XP_020884648.1	g42914, g42364, g48892, g22064, g38839
OG0004498	XP_020875278.1	g23565, g17050
OG0004499	XP_002867445.1	g23545, g17037
OG0004500	XP_002867435.1	g23520
OG0004501	XP_002867378.1	g13921, g23446
OG0004502	XP_002864512.1	g28635, g1100
OG0004503	XP_020875010.1	g23421
OG0004504	XP_002878710.1, XP_002869375.1	g23392
OG0004505	XP_002867338.1	g16982, g23386, g47751
OG0004506	XP_020872124.1	g16971, g47756
OG0004508	XP_020872893.1	g16943, g23307
OG0004509	XP_002867255.1	g23285
OG0004510	XP_020873104.1, XP_020882686.1	g16931, g23283
OG0004511	XP_020872444.1	g23212
OG0004512	XP_020874007.1	g47878, g23100
OG0004513	XP_020875582.1	g47881
OG0004514	XP_002868111.1	g24328
OG0004515	XP_020890277.1	g44099, g41042
OG0004516	XP_002888089.1	g44173
OG0004518	XP_020873791.1	g23880
OG0004519	XP_020881006.1	g10792
OG0004520	XP_020877541.1, XP_020889911.1	g50387
OG0004521	XP_002876936.1	g10603
OG0004522	XP_020881928.1	g10439
OG0004523	XP_020882233.1	g10394
OG0004524	XP_020882335.1	g10349
OG0004526	XP_002892689.1	g31385
OG0004529	XP_020888205.1	g7319, g12288
OG0004530	XP_002866352.1	g1287
OG0004531	XP_020871203.1	g1036, g28529, g39360
OG0004532	XP_020879471.1	g1056
OG0004533	XP_020891543.1	g39341
OG0004534	XP_002866167.1	g28565, g120
OG0004536	XP_002866238.1	g28668
OG0004537	XP_002863829.1	g10303
OG0004538	XP_002873583.1	g29391, g5300
OG0004539	XP_020876256.1	g5310
OG0004540	XP_020878936.1	g29410
OG0004541	XP_020877228.1	g29423
OG0004542	XP_020875893.1	g29458
OG0004543	XP_020876731.1	g29489
OG0004544	XP_020879110.1	g29504
OG0004545	XP_002873383.1	g45508, g29569
OG0004546	XP_002871307.1	g29601, g5518
OG0004547	XP_020878006.1	g29628
OG0004549	XP_020875294.1	g24180
OG0004550	XP_002867953.1	g47298
OG0004551	XP_020873767.1	g17289
OG0004552	XP_002869776.1	g47461
OG0004553	XP_002869775.2	g47463
OG0004554	XP_002869744.2	g17232
OG0004555	XP_002877550.1	g11409
OG0004557	XP_020869882.1	g53976
OG0004558	XP_020870372.1	g32318
OG0004559	XP_020867346.1	g32351, g50474
OG0004560	XP_020869994.1	g32354, g50484
OG0004561	XP_020866681.1	g32413
OG0004562	XP_020868056.1	g50526, g32445
OG0004563	XP_020870687.1	g32497, g27719
OG0004564	XP_002867072.1	g22999, g47919
OG0004565	XP_002867068.1	g22991, g47725
OG0004566	XP_002869034.1	g22924
OG0004567	XP_002868921.1	g22718, g25970
OG0004568	XP_002870475.1	g46845
OG0004569	XP_020873073.1	g46833
OG0004571	XP_020881422.1	g19507
OG0004572	XP_002881376.1	g51500
OG0004573	XP_002865149.1	g40673, g10905
OG0004574	XP_002881408.1	g38009, g51538
OG0004575	XP_002881296.1	g37073
OG0004576	XP_002888545.1	g25766, g25730
OG0004577	XP_020878536.1	g40351, g25741
OG0004578	XP_002872730.1	g25549
OG0004579	XP_020869502.1	g40490
OG0004580	XP_020871749.1	g11053
OG0004581	XP_020890649.1	g40608
OG0004582	XP_020887051.1, XP_020871144.1	g10903
OG0004583	XP_002863235.1	g17612
OG0004584	XP_020876424.1, XP_002863133.1, XP_020875823.1	g17880
OG0004585	XP_020872311.1	g17774, g47036, g24573
OG0004586	XP_020886701.1	g11835
OG0004587	XP_002882024.1	g37619
OG0004588	XP_020883938.1	g37587, g38243
OG0004589	XP_002880126.1	g52183, g37562
OG0004590	XP_002881970.1	g52182
OG0004591	XP_020885806.1, XP_002881966.1	g37558
OG0004592	XP_002881904.1	g37502
OG0004593	XP_020877060.1	g29857
OG0004594	XP_002873089.1	g45352, g5737
OG0004595	XP_002871953.1	g28923
OG0004596	XP_020878925.1	g41380
OG0004597	XP_020876662.1	g28879, g786
OG0004598	XP_020878199.1	g28865, g808
OG0004599	XP_002864839.1	g9824
OG0004600	XP_020869726.1	g9809, g275
OG0004601	XP_002866594.1	g9787, g253
OG0004602	XP_002864908.1	g222
OG0004604	XP_002864959.1	g9711, g149
OG0004605	XP_020870218.1	g69
OG0004606	XP_020871566.1	g9638
OG0004607	XP_020879933.1	g2486, g19318
OG0004609	XP_020876533.1	g39553
OG0004610	XP_020866335.1, XP_002863658.1	g11111
OG0004611	XP_002881258.1	g51325, g37953
OG0004612	XP_002879331.1	g37906, g51254, g39838
OG0004613	XP_020885049.1	g51115, g49572
OG0004614	XP_020885322.1	g36766
OG0004615	XP_020883389.1	g40105
OG0004616	XP_002890172.2, XP_002884272.1	g54308
OG0004617	XP_002884262.1, XP_020879513.1	g18346
OG0004618	XP_002871597.1	g29327, g5221
OG0004619	XP_020888074.1	g12725
OG0004620	XP_002882582.1	g7539, g12413, g12986
OG0004621	XP_020889325.1	g12674
OG0004622	XP_002873792.1, XP_002884347.1	g7838
OG0004624	XP_002882436.1	g7687
OG0004625	XP_002882441.1	g7683, g12516, g12905
OG0004626	XP_002884553.1	g7665
OG0004627	XP_020887653.1	g12508
OG0004628	XP_020887549.1	g7653, g12494
OG0004629	XP_020889422.1	g7594
OG0004630	XP_020889308.1	g12435, g7573
OG0004631	XP_020886957.1	g7570
OG0004632	XP_002882555.1	g12984
OG0004633	XP_002884672.1	g7558
OG0004634	XP_020884500.1	g51914
OG0004635	XP_002881704.1	g37349
OG0004636	XP_020885529.1	g51871, g37350
OG0004637	XP_002879846.1	g51861
OG0004638	XP_002881672.1	g51801
OG0004639	XP_020884568.1, XP_020884095.1	g51579
OG0004640	XP_002879611.1	g51584
OG0004641	XP_002881475.2	g51609, g38050
OG0004642	XP_020883394.1, XP_002879686.1	g51651
OG0004643	XP_020882887.1	g38100
OG0004644	XP_020868130.1	g27328
OG0004645	XP_020867470.1	g27331, g31626, g49955
OG0004646	XP_002890252.1	g31736, g27397
OG0004647	XP_020869593.1	g50049, g31788
OG0004648	XP_020869349.1	g50108
OG0004649	XP_002893163.1	g50193
OG0004650	XP_020867047.1, XP_020871821.1, XP_020869802.1, XP_020869804.1	g32018, g27508
OG0004651	XP_020866542.1	g50293
OG0004652	XP_002893289.1	g32095
OG0004653	XP_020869258.1	g50298, g32097
OG0004654	XP_020866645.1	g32138
OG0004655	XP_020873336.1	g17206
OG0004656	XP_020873521.1	g47522, g23820
OG0004657	XP_002867641.1	g23816, g17192
OG0004658	XP_002872753.1	g45193
OG0004659	XP_020883634.1	g51034
OG0004659	XP_020875270.1	g23296
OG0004660	XP_020883038.1	g38350, g38352
OG0004661	XP_002889941.1	g31391
OG0004662	XP_020867588.1	g49724
OG0004664	XP_020868167.1	g27096, g31214
OG0004665	XP_002889757.1	g31188, g27086
OG0004667	XP_020868612.1	g27060
OG0004668	XP_002892461.1	g49674, g31123
OG0004669	XP_002889677.1	g31097
OG0004670	XP_020867492.1	g31045
OG0004671	XP_002892249.2	g30899, g49469
OG0004672	XP_002871609.1	g45655
OG0004673	XP_002871720.1	g5045
OG0004674	XP_020877793.1	g29013, g4963
OG0004676	XP_002871820.1	g29048, g41467
OG0004677	XP_002873906.1	g29062
OG0004678	XP_002871864.1	g29094
OG0004679	XP_020878950.1	g18520
OG0004680	XP_020876973.1	g10157
OG0004681	XP_020876659.1	g10181
OG0004682	XP_002865729.1	g10199, g4640
OG0004683	XP_020871084.1	g10260
OG0004685	XP_020878537.1	g28125, g5248, g29338
OG0004686	XP_002865590.1	g10295
OG0004687	XP_020879718.1	g2027, g18883
OG0004688	XP_020879508.1	g45451, g5602, g29689
OG0004689	XP_002873207.1	g5642, g45425
OG0004691	XP_020877860.1	g35651
OG0004692	XP_002874274.1	g611
OG0004693	XP_020876107.1	g10046
OG0004694	XP_020876103.1	g479
OG0004695	XP_020871842.1	g9877
OG0004696	XP_020877745.1	g375
OG0004697	XP_002864781.1	g365, g18604
OG0004698	XP_002864789.1	g362
OG0004699	XP_020871182.1	g357, g18607
OG0004700	XP_020878904.1	g332
OG0004701	XP_002877783.1	g19336
OG0004702	XP_020880788.1	g19440, g19452, g2681
OG0004704	XP_002879022.1	g19532
OG0004705	XP_002883562.1	g11695, g13520
OG0004706	XP_020881330.1	g11503
OG0004707	XP_002888713.1	g45787, g44766
OG0004708	XP_020890206.1	g44764, g45796
OG0004709	XP_020875218.1	g44716
OG0004710	XP_020891018.1	g44622
OG0004711	XP_002887422.1	g45957
OG0004712	XP_020889935.1	g46266, g13626
OG0004713	XP_020891689.1	g44438
OG0004714	XP_020890647.1	g44453, g46207
OG0004715	XP_002890678.1	g27598, g50369
OG0004716	XP_020889773.1	g44515
OG0004717	XP_020869036.1	g50028
OG0004718	XP_002887765.2	g44342
OG0004719	XP_020890164.1	g46541
OG0004720	XP_020890868.1	g46562
OG0004721	XP_020890985.1	g46573
OG0004722	XP_020890387.1	g44288
OG0004723	XP_020890748.1	g44284
OG0004724	XP_002889296.1	g44283
OG0004725	XP_020867320.1	g27304, g49941, g31601
OG0004727	XP_002882793.1	g12260, g7275
OG0004728	XP_002862157.2	g13154
OG0004728	XP_002884945.1	g12250
OG0004729	XP_020887110.1	g7234, g13182
OG0004730	XP_020885865.1	g12211
OG0004731	XP_002882902.1	g7134, g13228
OG0004732	XP_002885065.1	g13230, g7122
OG0004733	XP_020872060.1, XP_020888774.1	g7083
OG0004734	XP_002883025.1	g13271
OG0004735	XP_020868371.1	g54043
OG0004737	XP_020887270.1	g6864
OG0004738	XP_020887503.1	g11988, g6855
OG0004739	XP_020887459.1	g13326, g11978
OG0004740	XP_002883211.1	g6761
OG0004741	XP_002885441.2	g6670, g6669
OG0004742	XP_020886697.1	g13426
OG0004743	XP_002885510.2	g6579, g13429
OG0004744	XP_002883409.1	g6546, g11763
OG0004745	XP_020887664.1	g6535, g11759
OG0004746	XP_002885613.1	g11733, g6485
OG0004747	XP_020885898.1, XP_002883528.1	g13508, g42982, g5979
OG0004747	XP_020886659.1, XP_020888873.1, XP_020888872.1	g11715
OG0004748	XP_002888930.1	g46064
OG0004749	XP_020876429.1, XP_020888011.1	g13708
OG0004750	XP_020888347.1	g5956
OG0004751	XP_002884196.1	g5911, g13858
OG0004752	XP_002891856.1	g36737
OG0004754	XP_020867073.1, XP_020866203.1, XP_020866344.1, XP_020866431.1	g28054
OG0004755	XP_002891554.1	g36429
OG0004756	XP_020868410.1, XP_020866185.1	g36340
OG0004757	XP_020886878.1	g13472
OG0004758	XP_002875188.1	g1528, g10676
OG0004759	XP_020882247.1	g19163
OG0004760	XP_002877809.1	g2467, g19305
OG0004761	XP_020880408.1	g19298
OG0004762	XP_020882821.1	g38266
OG0004763	XP_002878039.1	g2190, g19078
OG0004764	XP_020880894.1	g11270, g11266
OG0004765	XP_020880241.1	g2137
OG0004766	XP_020880088.1	g2057
OG0004767	XP_020881414.1	g18987
OG0004769	XP_002878176.1	g18974, g2131
OG0004770	XP_020889823.1, XP_002886410.1	g18775
OG0004771	XP_020881564.1	g1863
OG0004772	XP_002870859.1	g24324, g17564
OG0004773	XP_020883247.1	g32643
OG0004774	YP_009357275.1	g19705
OG0004775	XP_020876967.1	g18505
OG0004776	XP_020868193.1	g49700
OG0004777	XP_020869488.1	g49780
OG0004779	XP_002886095.1	g14047, g13721
OG0004780	XP_002883466.1, XP_002862408.1	g13477
OG0004781	XP_020888183.1	g11944, g13352
OG0004782	XP_020888260.1	g7382
OG0004783	XP_002871258.1	g5563
OG0004786	XP_020871667.1, XP_020871668.1, XP_020882538.1	g853
OG0004801	XP_020874445.1	g47661, g23560
OG0004802	XP_020875117.1	g23559, g24087
OG0004803	XP_002869270.1	g16408, g47173
OG0004804	XP_002869502.1	g47672
OG0004805	XP_002869453.1	g23507, g17014
OG0004806	XP_020873880.1	g16989, g23428
OG0004807	XP_020872115.1	g47757
OG0004808	XP_002869313.1	g50910, g43007, g47792
OG0004809	XP_020872182.1	g23303
OG0004811	XP_002867224.2	g16912, g23237
OG0004812	XP_020872494.1	g23246
OG0004813	XP_020875607.1	g47832
OG0004814	XP_002869171.1	g18198
OG0004815	XP_002869129.1	g23064
OG0004817	XP_020872074.1	g24326
OG0004818	XP_002868113.1	g17569, g24331
OG0004819	XP_002870158.2	g17584
OG0004820	XP_002894596.1, XP_002891904.1	g43881
OG0004821	XP_020867395.1	g31153
OG0004822	XP_002892631.1	g27147
OG0004822	XP_020890040.1	g40969
OG0004823	XP_002886534.2	g40966, g44178
OG0004824	XP_020882041.1, XP_020881202.1	g10813
OG0004825	XP_020881286.1	g10809
OG0004826	XP_020881087.1	g10723
OG0004827	XP_020880065.1	g10594
OG0004828	XP_020882015.1	g10563
OG0004829	XP_020881189.1	g10553
OG0004830	XP_020875314.1	g46663
OG0004831	XP_002875382.2	g16555
OG0004832	XP_020882547.1	g10466
OG0004833	XP_002875490.1	g10373, g4233
OG0004834	XP_020882164.1	g10371
OG0004835	XP_020880647.1	g10363
OG0004836	XP_002875511.1	g10357
OG0004838	XP_002877230.1	g10313
OG0004839	XP_002875560.1, XP_020879067.1	g10311
OG0004840	XP_020865711.1, XP_020891553.1	g44977
OG0004842	XP_002886443.1, XP_002892690.2	g44241
OG0004843	XP_002889914.1	g31354, g49801
OG0004844	XP_020884524.1	g51988
OG0004845	XP_020887312.1	g7495, g13041
OG0004847	XP_002884796.2	g7426
OG0004848	XP_002884852.1	g7372
OG0004849	XP_002884895.2	g7317, g12289
OG0004850	XP_002864097.1	g28317, g1341
OG0004851	XP_020877595.1, XP_020877600.1, XP_020871794.1, XP_020882099.1	g28324
OG0004852	XP_002865880.1	g1311, g28354
OG0004853	XP_020871713.1, XP_002864162.1	g41219
OG0004854	XP_020891450.1, XP_002865934.1	g41241
OG0004855	XP_020871196.1	g28395
OG0004856	XP_002865952.1	g28398
OG0004857	XP_020870403.1	g936, g36082
OG0004858	XP_020888968.1	g39404, g970
OG0004860	XP_020871848.1	g39329, g1094
OG0004861	XP_020881209.1	g1130
OG0004862	XP_002866247.1	g1150
OG0004863	XP_020879309.1	g5276
OG0004864	XP_020878353.1	g5285, g29368
OG0004865	XP_002871551.1	g29382, g5287
OG0004866	XP_020878742.1	g5288
OG0004868	XP_020876586.1	g45699
OG0004869	XP_020878772.1	g29462
OG0004870	XP_020876725.1	g5408, g45543, g29494
OG0004871	XP_020878032.1	g45526
OG0004872	XP_002871371.1	g5455
OG0004873	XP_020872638.1	g24252, g47215, g47220
OG0004874	XP_020885750.1	g40636
OG0004875	XP_020872179.1	g47258, g17491
OG0004876	XP_002863412.1	g40611, g10948
OG0004877	XP_020875075.1	g47289
OG0004878	XP_020874725.1	g47290
OG0004879	XP_020874632.1	g24126
OG0004880	XP_020872855.1	g24076
OG0004881	XP_020873189.1	g24065
OG0004882	XP_002867876.1	g47347
OG0004883	XP_002869906.1	g17366, g47364
OG0004884	XP_020873570.1	g24013
OG0004885	XP_002871885.1	g29115
OG0004886	XP_002869865.1	g23987
OG0004887	XP_020873653.1	g23986, g47401
OG0004888	XP_020873546.1	g23959, g47423
OG0004889	XP_020873730.1	g17274
OG0004890	XP_002867708.1	g47457, g23890
OG0004891	XP_002867686.2	g23864, g17250, g47478
OG0004893	XP_020869500.1, XP_020869581.1	g53920
OG0004894	XP_020869591.1	g28120, g36229
OG0004895	XP_002890752.1	g50447, g50444, g27643
OG0004896	XP_020869864.1	g50450
OG0004897	XP_002890767.1	g50459
OG0004898	XP_020870724.1	g50528
OG0004899	XP_002873130.2	g45379
OG0004900	XP_002866994.1	g22905
OG0004902	XP_002868967.1	g22811
OG0004904	XP_020872870.1, XP_002867467.1	g18366
OG0004905	XP_002879544.1	g51513
OG0004907	XP_020873938.1, XP_002874841.1	g25538
OG0004908	XP_020877711.1	g40509, g11035
OG0004909	XP_020882050.1	g10987
OG0004910	XP_002863434.1	g10959, g40596
OG0004911	XP_002865208.1	g40597
OG0004912	XP_020869595.1	g40652
OG0004913	XP_002863329.1	g10852, g40714
OG0004914	XP_020871816.1	g10890
OG0004915	XP_020871218.1	g10862
OG0004916	XP_020887625.1	g11674
OG0004917	XP_020874217.1, XP_002894402.1	g47056
OG0004918	XP_020875619.1	g17700, g17701, g17699
OG0004919	XP_020874845.1, XP_002868607.1	g46824, g46815
OG0004920	XP_002864989.1	g9686
OG0004921	XP_020881336.1	g18752
OG0004921	XP_020883163.1	g37769
OG0004922	XP_002878467.1	g1755, g18790
OG0004923	XP_002882055.2, XP_002893400.1	g6695
OG0004924	XP_002892819.1	g31538, g49910
OG0004925	XP_020882123.1	g1858
OG0004926	XP_020883406.1	g37639
OG0004927	XP_002880200.1	g52279
OG0004928	XP_002862253.2, XP_020883902.1	g37626
OG0004929	XP_020882772.1, XP_002862291.2	g37564
OG0004930	XP_020884058.1	g37513
OG0004931	XP_020885394.1	g37485, g38204
OG0004932	XP_002881884.1	g38202, g37476
OG0004933	XP_002879985.1	g37447
OG0004934	XP_002879973.1	g37439
OG0004935	XP_002867601.1	g47554, g47553
OG0004936	XP_002870971.1	g5789
OG0004937	XP_002871040.1	g5727
OG0004938	XP_002880121.1	g52168
OG0004939	XP_020878425.1	g29803, g45387, g16335, g16338, g16343, g17943, g24741
OG0004940	XP_002871927.1	g28947, g41405
OG0004941	XP_002871910.1	g673
OG0004942	XP_002874008.1	g28925
OG0004943	XP_002874021.1	g741, g41384
OG0004944	XP_020878558.1	g28890
OG0004945	XP_002874064.1	g791, g28874
OG0004946	XP_002874102.1	g817, g28853
OG0004948	XP_002864664.1	g41312, g28787
OG0004949	XP_020871648.1	g1265
OG0004950	XP_020865935.1	g1259
OG0004951	XP_020889568.1	g1237
OG0004952	XP_020891712.1, XP_020880358.1	g9821
OG0004953	XP_020885604.1, XP_020885745.1, XP_020885654.1, XP_020885747.1	g50780, g37669
OG0004954	XP_002866558.1	g295
OG0004955	XP_020885582.1	g9758, g221
OG0004956	XP_002866663.1	g159
OG0004957	XP_002882332.1, XP_020865759.1, XP_002866679.1	g18666
OG0004958	XP_002866684.1	g9701
OG0004959	XP_002864981.1	g127, g9696
OG0004960	XP_020869381.1	g99
OG0004961	XP_002865005.1	g93, g9674
OG0004962	XP_002866719.1	g64
OG0004963	XP_002866745.1	g39
OG0004964	XP_020882340.1	g2505
OG0004965	XP_020877361.1	g39471
OG0004966	XP_002865388.1	g39690
OG0004967	XP_020867605.1	g49446
OG0004968	XP_002879453.1	g39741
OG0004969	XP_020883687.1	g51307
