Orthogroup	Erysimum_linariifolium	Arabidopsis_thaliana
OG0002176	El002G107680	AT1G22550.1
OG0002176	El002G107690	AT1G22570.1
OG0002177	El002G108210	AT1G22990.1
OG0002177	El004G222920	AT1G71050.1
OG0002178	El004G222120	AT1G70510.2
OG0002178	El002G108710	AT1G23380.2
OG0002179	El004G218050, El004G211970	AT1G67640.1
OG0002179	El002G112740	AT1G24400.1
OG0002181	El003G148070	AT4G34400.1
OG0002182	El002G097780, El002G097610	AT1G13910.1
OG0002183	El002G097090	AT1G13450.1
OG0002183	El001G040130	AT3G25990.1
OG0002184	El002G116610	AT1G30350.1
OG0002184	El002G095320	AT1G11920.1
OG0002185	El002G095300	AT1G11910.2
OG0002185	El004G198340	AT1G62290.1
OG0002186	El004G200250	AT1G60930.1
OG0002186	El002G093990	AT1G10930.1
OG0002187	El002G092580	AT1G09780.1
OG0002187	El005G243640	AT3G08590.1
OG0002188	El002G087750	AT1G05530.1
OG0002188	El002G087770	AT1G05560.2
OG0002189	El005G246920	AT3G11397.1
OG0002189	El001G076220	AT5G05987.1
OG0002190	El005G246030	AT3G10640.1
OG0002190	El001G077670	AT5G04850.2
OG0002191	El005G258840	AT3G20850.1
OG0002191	El001G051810	AT5G26070.1, AT5G26080.1
OG0002192	El001G012460	AT3G44190.1
OG0002192	El001G058390	AT5G22140.1
OG0002193	El001G060150	AT5G20000.1
OG0002194	El002G141260	AT1G56020.1
OG0002194	El005G248840	AT3G12970.1
OG0002195	El005G249370	AT3G13430.1
OG0002195	El002G140570	AT1G55530.1
OG0002196	El003G172030	AT4G15940.1
OG0002196	El005G253460	AT3G16700.1
OG0002197	El005G254360	AT3G17430.1
OG0002197	El002G131660	AT1G48230.1
OG0002198	El005G255000	AT3G18000.1
OG0002198	El002G132290	AT1G48600.2
OG0002199	El005G255290	AT3G18160.3
OG0002199	El002G132350	AT1G48635.2
OG0002200	El005G273420	AT2G16130.1, AT2G16120.1
OG0002201	El005G274290	AT2G17000.1
OG0002201	El005G274300	AT2G17010.1
OG0002202	El005G274610	AT2G17200.1
OG0002202	El005G274620	AT2G17190.1
OG0002203	El001G076570	AT5G05670.1
OG0002203	El005G277210	AT2G18770.2
OG0002204	El003G153160	AT4G29990.1
OG0002204	El005G277590	AT2G19210.1
OG0002205	El002G134400	AT1G50090.1
OG0002205	El002G134410	AT1G50110.1
OG0002206	El002G133890	AT1G49710.1
OG0002206	El005G256700	AT3G19280.1
OG0002207	El003G172010	AT4G15955.3
OG0002207	El003G172000	AT4G15960.1
OG0002208	El001G028410	AT3G57020.1
OG0002209	El006G282980	AT2G45440.1
OG0002209	El001G032860	AT3G60880.2
OG0002210	El007G357870	AT4G34300.1, AT4G33930.1
OG0002213	El004G213520, El004G213470	AT1G65500.1
OG0002213	El004G213490, El004G213580, El004G213480	AT1G65490.2
OG0002214	El004G210820, El007G350870, El004G229520, El004G204400, El007G354720	AT3G44580.1, AT2G14000.1, AT3G44570.1, AT3G30820.1
OG0002219	El005G278280	AT2G19810.1
OG0002219	El003G154520	AT4G29190.1
OG0002220	El003G153860	AT4G29510.1
OG0002221	El003G153730	AT4G29610.1
OG0002221	El005G278030	AT2G19570.1
OG0002222	El003G150310	AT4G32470.1
OG0002222	El001G052770	AT5G25450.1
OG0002223	El003G151970	AT4G30990.3
OG0002224	El006G316730	AT2G24590.1
OG0002225	El003G150840	AT4G32020.1
OG0002225	El006G315160	AT2G25250.1
OG0002226	El008G370540, El003G148490	AT4G34040.1
OG0002226	El005G272910	AT2G15530.4
OG0002227	El003G146960	AT4G35320.1
OG0002227	El005G274490	AT2G17300.1
OG0002228	El006G295710	AT2G35390.2
OG0002228	El002G119770	AT1G32380.1
OG0002229	El001G036150	AT2G01260.1
OG0002229	El002G099100	AT1G15030.1
OG0002230	El001G036960	AT2G01970.1
OG0002231	El001G039180	AT3G25540.1
OG0002231	El002G097200	AT1G13580.2
OG0002232	El001G040240	AT3G26020.4
OG0002232	El002G097100	AT1G13460.1
OG0002233	El001G044040	AT3G28715.1, AT3G28710.1
OG0002234	El003G189650	AT5G39760.1
OG0002234	El001G044400	AT3G28920.1
OG0002235	El004G216260	AT1G66780.1
OG0002236	El003G185480	AT5G37475.1
OG0002237	El003G184770	AT5G36970.1
OG0002237	El004G214050	AT1G65690.1
OG0002238	El004G194400	AT1G64300.1
OG0002238	El003G193230	AT5G41730.1
OG0002239	El004G198120	AT1G62422.1
OG0002239	El002G095430	AT1G12020.1
OG0002240	El007G334560	AT5G57200.1
OG0002240	El003G158530	AT4G25940.1
OG0002241	El001G081350	AT5G01225.1
OG0002241	El005G244200	AT3G09032.1
OG0002242	El005G245530	AT3G10200.2
OG0002242	El001G078550	AT5G04060.1
OG0002243	El004G234460	AT1G80070.1
OG0002244	El007G327650	AT5G62980.1
OG0002244	El005G247440	AT3G11750.1
OG0002245	El003G159480	AT4G25150.1
OG0002245	El007G342810	AT5G51260.1
OG0002246	El007G341840	AT5G51870.3
OG0002246	El007G341890, El007G341850	AT5G51860.1
OG0002247	El007G341700	AT5G51980.1
OG0002247	El003G159070	AT4G25440.1
OG0002248	El007G337910	AT5G54510.1
OG0002248	El003G157050	AT4G27260.1
OG0002249	El007G337230	AT5G55070.1
OG0002249	El003G157420	AT4G26910.1
OG0002250	El007G336210	AT5G55930.1
OG0002250	El003G157820	AT4G26590.1
OG0002251	El007G335860	AT5G56280.1
OG0002251	El003G158040	AT4G26430.1
OG0002252	El007G334040	AT5G57580.1
OG0002252	El003G158680	AT4G25800.1
OG0002253	El001G068650	AT5G13090.1
OG0002253	El002G112860	AT1G24270.1
OG0002254	El001G060910	AT5G19430.4
OG0002254	El001G069200	AT5G12310.1
OG0002255	El001G051670	AT5G26150.2
OG0002255	El001G069520	AT5G12000.1
OG0002256	El007G363770	AT5G45620.1
OG0002256	El003G167250	AT4G19006.2
OG0002257	El003G163270	AT4G22305.1
OG0002257	El003G163280	AT4G22300.1
OG0002258	El002G117560	AT1G30810.1
OG0002258	El006G296290	AT2G34880.1
OG0002259	El003G145880	AT4G36290.1
OG0002259	El003G145890	AT4G36270.1
OG0002260	El001G010470	AT4G22700.1
OG0002260	El003G184980, El003G184950, El003G185020	AT5G35900.1
OG0002261	El003G145190	AT4G37150.1
OG0002262	El003G144880	AT4G37260.1
OG0002262	El006G318710	AT2G23290.1
OG0002263	El003G143360	AT4G39780.1
OG0002263	El006G320120	AT2G22200.1
OG0002264	El006G321640, El006G297160	AT2G21060.1
OG0002264	El003G142130	AT4G38680.1
OG0002265	El003G189110	AT5G39340.2
OG0002265	El001G045450	AT4G04402.1
OG0002266	El007G357680	AT5G42790.1
OG0002266	El002G129390	AT1G47250.1
OG0002267	El003G176890	AT4G13640.2
OG0002267	El005G266960	AT3G24120.2
OG0002268	El005G264580	AT3G23270.2
OG0002268	El003G175120	AT4G14368.1
OG0002269	El003G174860	AT4G14560.1
OG0002269	El005G263150	AT3G23030.2
OG0002270	El005G262350	AT3G22900.1
OG0002270	El003G174600	AT4G14660.1
OG0002271	El005G260990	AT3G22180.1
OG0002271	El003G173930	AT4G15080.1
OG0002272	El003G172740	AT4G15560.1
OG0002273	El001G032880	AT3G60900.1
OG0002273	El006G282950	AT2G45470.1
OG0002274	El006G284460	AT2G44280.1
OG0002274	El001G031790	AT3G60070.1
OG0002275	El006G284670	AT2G44150.1
OG0002276	El006G284680	AT2G44140.1
OG0002276	El001G031600	AT3G59950.1
OG0002277	El001G029360	AT3G57860.1
OG0002277	El006G286890	AT2G42260.1
OG0002278	El001G028850	AT3G57410.1
OG0002278	El006G287540	AT2G41740.1
OG0002279	El001G081630	AT5G01430.1, AT3G49420.1
OG0002280	El001G013710	AT3G44900.1
OG0002280	El001G057330	AT5G22900.1
OG0002281	El001G013790	AT3G44940.1
OG0002281	El001G057290	AT5G22930.1
OG0002282	El007G330640	AT5G60300.3
OG0002282	El007G330630	AT5G60310.1
OG0002283	El007G324760	AT5G65380.1
OG0002284	El002G083260	AT1G01540.2
OG0002285	El001G004200	AT4G03460.1
OG0002285	El002G086190	AT1G03670.1, AT4G03495.1
OG0002286	El002G085680	AT1G03870.1
OG0002286	El007G360160	AT5G44130.1
OG0002287	El002G087810	AT1G05580.1
OG0002287	El006G300410, El006G300400	AT2G31910.1
OG0002288	El006G301350	AT2G31140.1
OG0002288	El002G088600	AT1G06200.2
OG0002289	El002G090020, El002G090050	AT1G07470.1
OG0002290	El006G307480	AT2G27210.1
OG0002290	El002G091150	AT1G08420.1
OG0002291	El003G149630	AT4G33050.5
OG0002291	El006G312770	AT2G26190.1
OG0002292	El001G066870	AT5G14610.1
OG0002292	El005G235470	AT3G01540.2
OG0002293	El005G236150	AT3G01050.1
OG0002293	El001G065990	AT5G15460.1
OG0002294	El001G065080	AT5G16250.1
OG0002294	El005G236870	AT3G02640.1
OG0002295	El001G064580	AT5G16450.1
OG0002295	El005G237020	AT3G02770.1
OG0002296	El001G064230	AT5G16730.1
OG0002296	El005G237220	AT3G02930.1
OG0002297	El001G064150	AT5G16800.3
OG0002297	El005G237270	AT3G02980.1
OG0002298	El001G063320	AT5G17550.1
OG0002298	El005G237820	AT3G03490.1
OG0002299	El001G050710	AT5G26990.1
OG0002299	El005G240660	AT3G05700.1
OG0002300	El005G242040	AT3G06740.1
OG0002300	El007G345980, El007G345990	AT5G49300.1
OG0002301	El005G242210	AT3G06930.2
OG0002301	El007G346550	AT5G49020.1
OG0002302	El006G293460	AT2G37070.1
OG0002302	El001G023920	AT3G53320.1
OG0002303	El004G233970	AT1G80490.2
OG0002303	El002G099780	AT1G15750.1
OG0002304	El002G100300	AT1G16310.1
OG0002304	El004G233040	AT1G79520.2
OG0002305	El004G232750	AT1G79250.1
OG0002305	El002G100420	AT1G16440.1
OG0002306	El002G100650	AT1G16680.1
OG0002306	El004G232480	AT1G79030.1
OG0002307	El002G102920	AT1G18720.1
OG0002307	El004G226980	AT1G74440.1
OG0002308	El002G105470	AT1G21070.1
OG0002308	El004G229620	AT1G76670.1
OG0002309	El002G106340	AT1G21870.1
OG0002309	El004G230680	AT1G77610.1
OG0002310	El002G106460	AT1G21980.1
OG0002310	El004G230850	AT1G77740.1
OG0002311	El002G109270	AT1G23880.1
OG0002311	El004G221800	AT1G70280.2
OG0002312	El002G109510	AT1G24140.1
OG0002312	El004G221700	AT1G70170.1
OG0002313	El002G110910	AT1G26310.1
OG0002313	El004G220160	AT1G69120.1
OG0002314	El002G112760	AT1G24350.3
OG0002314	El004G217990	AT1G67600.1
OG0002315	El003G152630	AT4G30430.1
OG0002315	El006G318080	AT2G23810.1
OG0002316	El002G091710	AT1G08970.1
OG0002316	El004G209540	AT1G54830.1
OG0002317	El002G090560, El007G343380, El002G090590	AT1G07910.2
OG0002318	El002G141270	AT1G56040.1, AT1G56030.1
OG0002319	El002G084470	AT1G02790.1
OG0002320	El001G001260	AT4G01023.2
OG0002320	El002G083470	AT1G01350.1, AT5G06420.1
OG0002321	El005G248290	AT3G12520.1
OG0002321	El001G068110	AT5G13550.1
OG0002322	El001G077020, El001G078150	AT5G05260.2, AT5G35917.1
OG0002325	El005G249080	AT3G13160.1
OG0002325	El002G141030	AT1G55890.1
OG0002326	El005G249320	AT3G13380.1
OG0002326	El002G140680	AT1G55610.1
OG0002327	El002G139200	AT1G53700.1
OG0002327	El005G250670	AT3G14370.1
OG0002328	El005G252340	AT3G15690.2
OG0002328	El002G137520, El002G137510	AT1G52670.1
OG0002329	El005G255500	AT3G18300.1
OG0002329	El002G132570	AT1G48780.1
OG0002330	El005G255710	AT3G18410.1
OG0002330	El002G133030	AT1G49140.1
OG0002331	El005G259080	AT3G21090.1
OG0002331	El002G135840	AT1G51500.1
OG0002333	El003G148020	AT4G34420.1
OG0002333	El005G273120	AT2G15730.1
OG0002334	El005G279220	AT2G20700.1
OG0002334	El003G155660	AT4G28280.2
OG0002335	El002G136920	AT1G52245.1
OG0002335	El005G252850	AT3G16120.1
OG0002336	El005G252870	AT3G16140.1
OG0002336	El002G136900	AT1G52230.1
OG0002337	El001G022820	AT3G52470.1
OG0002337	El006G294940	AT2G35960.1, AT2G35970.1, AT4G09590.1
OG0002338	El001G027390	AT3G56090.1
OG0002338	El006G289280	AT2G40300.1
OG0002339	El001G028500	AT3G57090.1
OG0002340	El001G015300	AT3G46160.1, AT2G18530.1
OG0002341	El001G005430	AT4G04580.1
OG0002341	El001G005420	AT4G04605.1
OG0002343	El001G016220, El001G016230, El006G306060	AT3G47150.1
OG0002343	El006G306070	AT3G47140.1
OG0002344	El007G335100	AT5G56820.1
OG0002345	El002G109230	AT1G23830.1
OG0002346	El005G262210, El001G077870, El006G310340	AT3G31550.1
OG0002348	El005G279150	AT2G20630.2
OG0002348	El003G155500	AT4G28400.1
OG0002349	El003G155320	AT4G28550.1
OG0002349	El005G278880	AT2G20440.1
OG0002350	El003G154580	AT4G29130.1
OG0002350	El005G278330	AT2G19860.1
OG0002351	El006G317660	AT2G24060.1
OG0002352	El006G317030	AT2G24370.1
OG0002352	El003G151730	AT4G31230.1
OG0002353	El003G147220	AT4G35160.1
OG0002353	El003G147230	AT4G35150.1
OG0002354	El002G118680	AT1G31420.1
OG0002354	El006G295420	AT2G35620.1
OG0002355	El004G209620	AT1G54870.2
OG0002355	El005G240150	AT3G05260.1
OG0002356	El002G092510	AT1G09710.2
OG0002356	El004G204590	AT1G58220.1
OG0002357	El001G029440	AT3G57940.1
OG0002357	El002G093460	AT1G10490.1
OG0002358	El002G098690	AT1G14685.1
OG0002359	El002G098550	AT1G14530.2
OG0002359	El001G037270	AT2G02180.1
OG0002361	El003G191760	AT5G40720.1
OG0002361	El001G042240	AT3G27330.1
OG0002362	El001G042600	AT3G27630.1
OG0002362	El003G191330	AT5G40460.1
OG0002363	El001G043020	AT3G27970.1
OG0002363	El003G190900	AT5G40310.2
OG0002364	El004G214540	AT1G65810.1
OG0002365	El004G211800	AT1G65090.2
OG0002365	El003G183930	AT5G36100.1
OG0002366	El002G096130	AT1G12640.1
OG0002366	El004G196940	AT1G63050.1
OG0002367	El007G335420	AT5G56520.1
OG0002368	El006G288350	AT2G41060.1
OG0002368	El001G028210	AT3G56860.1
OG0002369	El006G288930	AT2G40600.1
OG0002370	El001G081010	AT5G02100.1
OG0002370	El005G244470	AT3G09300.1
OG0002371	El005G245120	AT3G09900.1
OG0002372	El005G246400	AT3G10980.1
OG0002372	El001G076930	AT5G05350.1
OG0002373	El001G075120	AT5G06770.1
OG0002373	El005G247940	AT3G12130.1
OG0002374	El003G160090	AT4G24630.1
OG0002374	El007G344620	AT5G50020.2
OG0002375	El003G161880	AT4G23340.1
OG0002375	El007G342740	AT5G51310.1
OG0002376	El007G341440	AT5G52200.1
OG0002377	El003G156770	AT4G27440.1
OG0002377	El007G338380	AT5G54190.1
OG0002378	El003G157250	AT4G27100.1
OG0002378	El007G337590	AT5G54780.1
OG0002379	El003G158370	AT4G26110.1
OG0002379	El007G334930	AT5G56950.1
OG0002380	El007G325470	AT5G64840.1
OG0002380	El001G072110	AT5G09930.1
OG0002381	El001G073090	AT5G08590.1
OG0002381	El007G326910	AT5G63650.1
OG0002382	El001G073990	AT5G07830.1
OG0002382	El007G329610	AT5G61250.1
OG0002383	El007G364250	AT5G45930.1
OG0002383	El003G168040	AT4G18480.1
OG0002384	El007G361090	AT5G44560.1
OG0002385	El001G004480	AT4G05450.1
OG0002385	El003G164980	AT4G21090.1
OG0002386	El003G163110	AT4G22460.1
OG0002387	El003G144930	AT4G36900.1
OG0002387	El006G318600	AT2G23340.1
OG0002388	El003G144440	AT4G37450.2
OG0002388	El006G318890	AT2G23130.1
OG0002389	El003G141700	AT4G38220.2
OG0002390	El006G295770	AT2G35330.1
OG0002390	El002G119960	AT1G32530.1
OG0002391	El001G009080	AT4G10310.1
OG0002392	El003G164970	AT4G21100.1
OG0002392	El001G004530	AT4G05420.1
OG0002393	El005G268410	AT3G24870.1, AT3G24880.1
OG0002394	El003G177800	AT4G13345.4
OG0002394	El005G267670	AT3G24460.1
OG0002395	El003G177520	AT4G13480.1
OG0002395	El005G267420	AT3G24310.1
OG0002396	El005G264740	AT3G23310.1
OG0002396	El003G175150	AT4G14350.1
OG0002397	El003G191590	AT5G40600.1
OG0002397	El001G042350	AT3G27420.1
OG0002398	El006G279660	AT2G48150.1
OG0002398	El001G035390	AT3G63080.1
OG0002399	El001G035000	AT3G62790.1
OG0002399	El006G280110	AT2G47690.1
OG0002400	El006G281650	AT2G46420.1
OG0002400	El001G033850	AT3G61700.2
OG0002401	El006G282480	AT2G45810.1
OG0002401	El001G033130	AT3G61240.1
OG0002402	El006G282880	AT2G45540.2
OG0002402	El001G032900	AT3G60920.2
OG0002403	El004G226070	AT1G73690.1
OG0002403	El002G102140	AT1G18040.1
OG0002404	El006G285390	AT2G43480.1
OG0002404	El001G055880	AT5G24070.1
OG0002405	El004G203590	AT1G58260.1
OG0002406	El001G059550	AT5G20510.1
OG0002406	El001G046900	AT3G42790.1
OG0002407	El001G059270	AT5G20790.1
OG0002407	El001G011720	AT3G43110.1
OG0002408	El001G014100	AT3G45240.1
OG0002408	El007G330400	AT5G60550.1
OG0002409	El007G325390, El007G325400	AT5G64900.1
OG0002409	El007G325410, El007G325420	AT5G64890.1
OG0002410	El001G019790	AT3G49850.1
OG0002410	El007G323940	AT5G67580.1
OG0002411	El002G101710	AT1G17590.1
OG0002411	El004G224930	AT1G72830.2
OG0002412	El002G082990	AT1G01740.1
OG0002412	El001G000800	AT4G00710.1
OG0002413	El001G000490	AT4G00360.1
OG0002413	El002G083180	AT1G01600.1
OG0002414	El002G085210	AT1G03365.1
OG0002414	El001G003680	AT4G03000.1
OG0002415	El007G359810	AT5G43890.1
OG0002415	El002G086080	AT1G04180.1
OG0002416	El007G359070	AT5G43460.1
OG0002416	El002G086280	AT1G04340.1
OG0002417	El006G299220	AT2G32840.1
OG0002417	El002G087020	AT1G04930.2
OG0002418	El006G300310	AT2G31960.1
OG0002418	El002G087780	AT1G05570.1
OG0002419	El002G089160	AT1G06770.1
OG0002419	El006G302060	AT2G30580.1
OG0002420	El006G305970	AT2G27960.1
OG0002420	El006G305960	AT2G27970.1
OG0002421	El006G306490	AT2G27600.1
OG0002422	El007G337560	AT5G54810.1
OG0002422	El003G157280	AT4G27070.1
OG0002423	El005G236330	AT3G02160.1
OG0002423	El001G065800	AT5G15570.1
OG0002424	El001G065490	AT5G15860.1
OG0002424	El005G236560	AT3G02410.1
OG0002425	El005G236610	AT3G02460.1
OG0002425	El001G065410	AT5G15930.1
OG0002426	El005G236680	AT3G02510.1
OG0002426	El001G065300	AT5G16040.1
OG0002427	El005G237400	AT3G03120.1
OG0002427	El001G063900	AT5G17060.1
OG0002428	El005G238480	AT3G03910.1
OG0002428	El001G062490	AT5G18170.1
OG0002429	El002G089590, El002G089600	AT1G07135.1
OG0002430	El005G243730	AT3G08640.1
OG0002430	El005G243680	AT3G08630.1
OG0002431	El001G026210	AT3G55320.1
OG0002432	El006G290540	AT2G39410.2
OG0002432	El006G290530	AT2G39420.1
OG0002433	El002G099940	AT1G15860.3
OG0002434	El002G100670	AT1G16700.1
OG0002435	El004G225960	AT1G73620.1
OG0002435	El002G102360	AT1G18250.2
OG0002436	El002G106230	AT1G21740.1
OG0002436	El004G230570	AT1G77500.1
OG0002437	El002G107110, El002G106790	AT1G22170.1
OG0002437	El004G231310	AT1G78050.1
OG0002438	El002G107220	AT1G22270.1
OG0002439	El004G224090	AT1G72170.1
OG0002441	El002G108260	AT1G23030.1
OG0002441	El004G222870	AT1G71020.1
OG0002442	El004G222020	AT1G70440.1
OG0002442	El002G108880	AT1G23550.1
OG0002443	El002G111370	AT1G26690.1
OG0002443	El004G220580	AT1G69460.1
OG0002444	El004G219550	AT1G68710.3
OG0002444	El002G111750	AT1G26130.2
OG0002445	El007G341620	AT5G52040.2
OG0002445	El003G159010	AT4G25500.1
OG0002446	El003G156370	AT4G27680.1
OG0002446	El007G339510	AT5G53540.1
OG0002447	El003G150140	AT4G32610.1
OG0002447	El006G313990	AT2G25670.1
OG0002448	El001G020660	AT3G50580.1
OG0002448	El002G127920	AT1G44191.1
OG0002449	El002G096500	AT1G12920.1
OG0002449	El001G041040	AT3G26618.1
OG0002450	El003G188190	AT1G49250.1
OG0002450	El002G090830	AT1G08130.1
OG0002451	El002G090710	AT1G08040.1
OG0002451	El006G305440	AT2G28310.1
OG0002452	El002G089860	AT1G07360.1
OG0002452	El006G303300	AT2G29580.1
OG0002453	El001G003270	AT4G02690.1
OG0002453	El002G084870	AT1G03070.1
OG0002454	El002G084860	AT1G03060.1
OG0002454	El001G003240	AT4G02660.2
OG0002455	El001G063910	AT5G17050.1
OG0002455	El001G063930	AT5G17030.1
OG0002455	El001G063920	AT5G17040.1
OG0002456	El001G062680	AT5G18000.1
OG0002456	El001G062570	AT5G18090.1
OG0002457	El001G061050	AT5G19315.1
OG0002458	El001G025520	AT3G54760.1
OG0002459	El001G017590, El001G017580	AT3G48060.2, AT3G48050.1
OG0002460	El001G074710	AT5G07120.1
OG0002460	El007G333050	AT5G58440.1
OG0002461	El001G021600, El001G021590	AT3G51350.1
OG0002462	El004G229430	AT1G76510.3
OG0002462	El002G105270	AT1G20910.1
OG0002463	El004G229130	AT1G76300.1
OG0002463	El002G104950	AT1G20580.1
OG0002464	El004G226900	AT1G74360.1
OG0002465	El002G099440	AT1G15380.1
OG0002465	El004G234350	AT1G80160.3
OG0002466	El005G250120	AT3G14000.1
OG0002466	El002G139820	AT1G54180.1
OG0002467	El005G250560	AT3G14290.1
OG0002468	El002G138640	AT1G53165.3
OG0002468	El005G251690	AT3G15220.1
OG0002469	El003G171620	AT4G16120.1
OG0002469	El005G253690	AT3G16860.1
OG0002470	El005G254370	AT3G17440.1
OG0002470	El002G131670	AT1G48240.1
OG0002471	El005G254560	AT3G17650.1
OG0002471	El002G131870	AT1G48370.1
OG0002472	El005G254680	AT3G17770.1
OG0002472	El002G132000	AT1G48430.1
OG0002473	El005G254990	AT3G17980.1
OG0002473	El002G132280	AT1G48590.2
OG0002474	El003G174200	AT4G14830.1
OG0002474	El005G261440	AT3G22530.1
OG0002475	El003G174970	AT4G14500.1
OG0002475	El005G263640	AT3G23080.1
OG0002477	El005G278870	AT2G20430.1
OG0002477	El003G155310	AT4G28556.1
OG0002478	El005G251420	AT3G15020.1
OG0002478	El002G138420	AT1G53240.1
OG0002479	El006G296500	AT2G34690.1
OG0002480	El006G288700	AT2G40790.1
OG0002482	El007G366310	AT5G47150.1
OG0002483	El002G140670	AT1G55600.1
OG0002484	El007G335360, El007G335370	AT5G56570.1
OG0002485	El001G051370	AT5G26717.1, AT5G26692.1
OG0002485	El001G051380	AT5G26673.1
OG0002486	El002G105320	AT1G20940.1
OG0002487	El006G292970	AT2G37435.1
OG0002489	El007G341520	AT5G52140.1
OG0002489	El007G341510	AT5G52150.1
OG0002490	El006G320490	AT3G18720.1
OG0002494	El005G279490	AT2G20825.1
OG0002494	El003G155770	AT4G28190.2
OG0002497	El003G151460	AT4G31490.1, AT4G31480.3
OG0002498	El003G151370	AT4G31590.1
OG0002498	El006G316700	AT2G24630.1
OG0002500	El003G148300	AT4G34200.1
OG0002501	El002G119110	AT1G31885.1
OG0002502	El002G120000	AT1G32580.1
OG0002502	El006G295840	AT2G35240.1
OG0002503	El002G091630, El004G210050	AT1G08880.1
OG0002504	El004G205240	AT1G57870.3
OG0002504	El002G092800	AT1G09840.1
OG0002505	El002G093310	AT1G10350.1
OG0002505	El004G202180	AT1G59725.1
OG0002506	El004G201320	AT2G10625.1, AT1G60220.1
OG0002506	El002G093580	AT1G10570.1
OG0002507	El002G098380	AT1G14450.2
OG0002507	El001G037710	AT2G02510.1
OG0002508	El001G038290, El001G038360	AT2G03040.1, AT2G03290.1
OG0002508	El002G097870	AT1G14010.1
OG0002509	El001G038700	AT2G03600.4
OG0002509	El001G038690	AT2G03590.1
OG0002510	El002G096480	AT1G12900.5
OG0002510	El001G041110	AT3G26650.1
OG0002511	El001G044210, El001G044190, El001G044490	AT3G28810.1, AT3G28820.1, AT3G28980.1
OG0002512	El001G031800	AT3G60050.1
OG0002512	El002G140700	AT1G55630.1
OG0002513	El005G246100	AT3G10710.1
OG0002513	El001G077380, El001G077400	AT5G04960.1
OG0002514	El005G246560	AT3G11100.1
OG0002514	El001G076750	AT5G05550.2
OG0002515	El001G075860	AT5G06290.1
OG0002515	El005G247310	AT3G11630.1
OG0002516	El003G158820, El003G158850	AT4G25660.1, AT4G25680.1
OG0002517	El003G156320	AT4G27730.1
OG0002517	El007G339560, El007G339590	AT5G53510.1
OG0002518	El007G336590	AT5G55550.10
OG0002518	El003G157720	AT4G26650.1
OG0002519	El003G157740	AT4G26640.2
OG0002520	El007G336170	AT5G55970.1
OG0002520	El003G157840	AT4G26580.1
OG0002521	El001G069500	AT5G12030.1
OG0002522	El007G326040	AT5G64400.2
OG0002523	El003G169650	AT4G17420.1
OG0002524	El001G006770	AT4G12050.1
OG0002524	El003G162670	AT4G22810.1
OG0002525	El001G010210	AT4G09180.1
OG0002525	El002G123890	AT1G35460.1
OG0002526	El002G117200	AT1G30560.1
OG0002526	El003G159400	AT4G25220.1
OG0002527	El006G296150	AT2G34940.1
OG0002527	El002G117670	AT1G30900.1
OG0002528	El005G275510	AT2G17930.1
OG0002528	El003G146060	AT4G36080.1
OG0002529	El003G144970	AT4G36940.1
OG0002529	El006G318530	AT2G23420.1
OG0002530	El006G319160	AT2G22950.1
OG0002530	El003G144600	AT4G37640.1
OG0002531	El003G143610	AT4G39960.1
OG0002532	El006G320540	AT2G21790.1
OG0002533	El001G015030	AT3G45970.1
OG0002533	El001G015020	AT3G45960.2
OG0002533	El003G141860	AT4G38400.1
OG0002534	El001G010260	AT4G09130.1
OG0002535	El001G007110	AT4G11800.1
OG0002535	El003G162450	AT4G23000.1
OG0002536	El001G005980	AT4G12590.1
OG0002537	El001G005800	AT4G03960.1
OG0002537	El002G087120	AT1G05000.2
OG0002538	El003G175970	AT4G14040.1
OG0002538	El003G175980	AT4G14030.1
OG0002539	El003G175060	AT4G14440.1
OG0002539	El003G175070	AT4G14430.1
OG0002540	El003G172750, El003G172760	AT4G15550.1
OG0002541	El001G035380	AT3G63070.1
OG0002541	El006G279670	AT2G48160.2
OG0002542	El006G281940	AT2G46170.1
OG0002542	El001G033580	AT3G61560.1
OG0002543	El001G033060	AT3G61180.1
OG0002544	El006G284960	AT2G43850.1
OG0002544	El001G031430	AT3G59830.1
OG0002545	El006G287730	AT2G41640.1
OG0002547	El001G028670	AT3G57200.1
OG0002547	El006G287920	AT2G41451.1
OG0002548	El006G291740	AT2G38460.1
OG0002548	El001G079150	AT5G03570.3
OG0002549	El006G289730	AT2G40020.4
OG0002549	El002G130360	AT1G45248.5
OG0002550	El001G059480	AT5G20570.2
OG0002550	El001G046890	AT3G42830.1
OG0002551	El001G015900	AT3G46620.1
OG0002551	El007G331580	AT5G59550.2
OG0002552	El007G327080	AT5G63500.1
OG0002553	El007G323340	AT5G67080.1
OG0002553	El001G020410	AT3G50310.1
OG0002554	El007G362220, El007G322730	AT5G66620.1
OG0002555	El001G001470	AT4G00850.1
OG0002555	El002G083720	AT1G01160.2
OG0002556	El001G001710	AT4G01510.5
OG0002556	El002G083870	AT1G01020.1
OG0002557	El002G088270	AT1G05900.2
OG0002557	El006G300960	AT2G31450.1
OG0002558	El005G264510	AT1G72270.1
OG0002558	El003G157330	AT4G27010.2
OG0002559	El005G235510	AT3G01516.1
OG0002559	El001G066790	AT5G14690.1
OG0002560	El001G066120	AT5G15320.1
OG0002561	El001G064310	AT5G16650.2
OG0002562	El001G048660	AT5G28040.1
OG0002562	El005G239710	AT3G04930.1
