Orthogroup	Erysimum_linariifolium	Cardamine_hirsuta
OG0003788	El001G024740	CARHR163940
OG0003789	El001G025900	CARHR165020
OG0003790	El001G027590	CARHR166440
OG0003791	El001G028020	CARHR166800
OG0003791	El006G288470	CARHR136070
OG0003792	El001G028380	CARHR167160, CARHR163700
OG0003795	El005G267060, El002G128130, El002G128140, El002G128170	CARHR113780
OG0003796	El001G006690, El001G006680, El001G006700	CARHR254120
OG0003797	El002G109660	CARHR024620
OG0003798	El002G104730	CARHR020900
OG0003799	El004G219600	CARHR061570
OG0003799	El002G111780	CARHR025810
OG0003800	El003G192490	CARHR230370
OG0003801	El007G322750	CARHR281100
OG0003802	El007G328490	CARHR205950
OG0003803	El003G166310	CARHR226400
OG0003804	El006G305550, El006G305560, El006G305570	CARHR121100
OG0003805	El007G349020, El007G349040	CARHR196500
OG0003807	El007G330040	CARHR274570
OG0003810	El001G019190	CARHR158210, CARHR158200, CARHR158220, CARHR158230, CARHR293060
OG0003811	El001G064270	CARHR196490
OG0003812	El003G193340, El006G312250	CARHR212740, CARHR103660
OG0003813	El003G192090	CARHR213400
OG0003823	El003G155710	CARHR235950
OG0003824	El003G151330	CARHR239490
OG0003827	El003G147780	CARHR242940
OG0003827	El005G273690	CARHR106690
OG0003828	El002G118350	CARHR030740
OG0003829	El002G118820	CARHR286960
OG0003830	El004G210620	CARHR055610
OG0003831	El002G092930	CARHR010070
OG0003832	El001G036320	CARHR257330
OG0003832	El003G184660	CARHR143990
OG0003833	El004G203630, El006G302240	CARHR123850
OG0003834	El002G089010, El004G194060	CARHR046430
OG0003835	El002G095930	CARHR012750
OG0003835	El004G197110	CARHR048710
OG0003836	El001G080990	CARHR211240
OG0003838	El007G342680	CARHR264100
OG0003839	El007G338050	CARHR267600
OG0003840	El002G136220, El007G336560	CARHR268870
OG0003841	El003G158090	CARHR233940
OG0003842	El001G068810	CARHR200510
OG0003843	El001G070120	CARHR201690
OG0003844	El007G364530	CARHR175580
OG0003845	El003G167640	CARHR225570
OG0003846	El003G161350	CARHR231080
OG0003847	El003G161320	CARHR231090
OG0003848	El002G121670	CARHR033130
OG0003849	El002G122160	CARHR033360
OG0003850	El002G129350	CARHR036760, CARHR036750
OG0003851	El002G115880	CARHR029600
OG0003852	El003G146310	CARHR244280
OG0003853	El003G144530	CARHR245950
OG0003854	El003G186110	CARHR215080
OG0003855	El001G011330	CARHR217500, CARHR036040
OG0003856	El002G127870	CARHR035840
OG0003857	El001G014040	CARHR150790
OG0003857	El007G356450	CARHR284900
OG0003858	El007G356430	CARHR284880
OG0003858	El002G134500	CARHR040310
OG0003859	El001G007350	CARHR254780
OG0003859	El001G007360	CARHR187180
OG0003860	El006G283830, El003G177510, El006G284360	CARHR140030
OG0003861	El002G127060, El007G363460	CARHR176610
OG0003861	El007G363630, El007G363540	CARHR176510
OG0003862	El007G364550	CARHR175600
OG0003863	El007G366830	CARHR173660
OG0003864	El001G034980, El004G210450	CARHR173040
OG0003865	El006G281280	CARHR141950
OG0003866	El006G283090	CARHR140540
OG0003867	El001G081450	CARHR211640
OG0003867	El006G316650	CARHR211650
OG0003868	El007G330230	CARHR274370
OG0003868	El001G014070	CARHR150760
OG0003869	El007G330440, El007G330450	CARHR274170
OG0003870	El007G330550	CARHR274070
OG0003872	El001G000730	CARHR248770
OG0003873	El006G305470, El001G001780	CARHR250080
OG0003874	El001G003320	CARHR251050
OG0003875	El002G085940	CARHR003420
OG0003876	El006G300780	CARHR125230, CARHR008820
OG0003877	El006G315430	CARHR116440
OG0003877	El004G213330	CARHR234850
OG0003878	El005G241520	CARHR080870
OG0003879	El005G242540	CARHR081920
OG0003881	El004G233430	CARHR073580
OG0003881	El002G100070	CARHR016510
OG0003882	El002G102400	CARHR018840
OG0003883	El002G092180, El002G092190	CARHR009360
OG0003884	El002G111410	CARHR025220
OG0003885	El003G159770	CARHR232340
OG0003885	El007G343550	CARHR257690
OG0003886	El006G317220	CARHR117900
OG0003886	El003G152070	CARHR238840
OG0003887	El002G098900	CARHR015390
OG0003889	El002G091670	CARHR008830
OG0003890	El006G301020	CARHR125030
OG0003891	El001G065530	CARHR197490
OG0003893	El001G062410	CARHR194810
OG0003894	El001G049470	CARHR289470
OG0003896	El007G345400	CARHR182030
OG0003896	El004G218410	CARHR060540
OG0003897	El001G076240	CARHR207240
OG0003898	El002G139110, El001G077330	CARHR277810, CARHR208250
OG0003899	El003G189420	CARHR289290
OG0003900	El007G324380	CARHR279680
OG0003901	El001G017330	CARHR156530
OG0003901	El007G328080	CARHR276360
OG0003902	El007G332490	CARHR272810
OG0003903	El003G143200	CARHR247060
OG0003904	El004G229440	CARHR070070
OG0003905	El004G229350	CARHR069990
OG0003906	El002G108830	CARHR023930, CARHR023920
OG0003907	El004G228710	CARHR069460
OG0003907	El004G228720	CARHR069470
OG0003908	El004G232310	CARHR072490
OG0003909	El004G232910	CARHR073070
OG0003910	El005G250460, El001G045770, El001G045780, El005G250450	CARHR089110
OG0003911	El004G216340	CARHR089250
OG0003912	El002G138790, El002G138800	CARHR043350
OG0003913	El005G252380	CARHR090820
OG0003914	El005G252840	CARHR091270
OG0003915	El005G256450	CARHR094450
OG0003916	El005G257300	CARHR095270
OG0003917	El005G257960	CARHR095810, CARHR095820, CARHR095800
OG0003918	El005G258460	CARHR096380
OG0003919	El005G260130, El005G260120	CARHR097690
OG0003920	El005G261980	CARHR098700
OG0003921	El005G277930	CARHR109910
OG0003922	El002G138830, El002G138820, El002G138150	CARHR043660
OG0003923	El002G131360	CARHR037610
OG0003924	El001G022070	CARHR159310, CARHR161430
OG0003925	El001G026090, El001G026110	CARHR289060
OG0003926	El001G033030	CARHR171450
OG0003928	El005G238700	CARHR078230, CARHR121590
OG0003929	El002G132440	CARHR264210, CARHR038600, CARHR038340, CARHR038580
OG0003929	El002G132480, El002G132470	CARHR038720, CARHR289200
OG0003930	El002G108250	CARHR023400
OG0003930	El002G083190	CARHR000760
OG0003931	El003G190630	CARHR262030
OG0003931	El002G101730	CARHR018210
OG0003935	El001G074590	CARHR205930
OG0003938	El002G108410	CARHR023560, CARHR023580, CARHR023550, CARHR023570, CARHR024050
OG0003941	El005G273140, El005G273150	CARHR105720
OG0003948	El003G153200	CARHR237870
OG0003948	El005G277600	CARHR109700
OG0003949	El003G152370	CARHR238520
OG0003950	El002G119370	CARHR031410
OG0003951	El003G171290	CARHR222750
OG0003952	El004G208810	CARHR289760, CARHR002160
OG0003953	El004G200160	CARHR052060
OG0003954	El001G037080	CARHR144690, CARHR144700
OG0003955	El001G037990	CARHR145350
OG0003956	El006G281780	CARHR141560
OG0003957	El001G042480	CARHR148890
OG0003958	El003G185620	CARHR215360
OG0003958	El004G215320	CARHR292270
OG0003959	El006G288760	CARHR135840
OG0003960	El001G077960	CARHR208700
OG0003961	El005G246350	CARHR085510
OG0003961	El001G076980	CARHR207940
OG0003962	El005G246960	CARHR085970
OG0003963	El004G196090	CARHR047990
OG0003964	El007G363500, El007G363420	CARHR176620
OG0003965	El007G343350	CARHR257420
OG0003967	El001G069310	CARHR200910
OG0003968	El001G052340	CARHR187590
OG0003968	El001G069960	CARHR201590
OG0003969	El001G070190	CARHR201750
OG0003970	El001G071170, El001G054240	CARHR202570
OG0003971	El001G073170	CARHR204450
OG0003972	El001G074140	CARHR205520
OG0003973	El007G366340	CARHR174180
OG0003974	El001G023050	CARHR162450
OG0003975	El003G165180	CARHR227440
OG0003977	El005G253780, El001G023710	CARHR162960
OG0003978	El002G114880	CARHR028280
OG0003979	El002G121410	CARHR032990
OG0003980	El003G145670	CARHR244860, CARHR244550
OG0003981	El003G145570	CARHR244980
OG0003982	El003G144470, El003G144460	CARHR245870
OG0003983	El006G319730	CARHR113680
OG0003984	El001G009100	CARHR256400
OG0003985	El007G360560, El007G360450, El007G360580, El007G360700, El007G360670, El007G360590, El007G360630	CARHR107510
OG0003985	El001G005210	CARHR252770
OG0003986	El007G363850	CARHR176340
OG0003987	El005G268810	CARHR101610
OG0003988	El003G175110	CARHR220600
OG0003989	El003G172590, El003G172580	CARHR290030
OG0003990	El003G192200	CARHR213280
OG0003991	El001G034490	CARHR172560
OG0003991	El006G280840	CARHR142420
OG0003992	El006G281040	CARHR034190, CARHR142220
OG0003993	El007G335230, El001G033280	CARHR171710
OG0003994	El004G221010	CARHR062820
OG0003995	El006G284750	CARHR139230, CARHR114110
OG0003996	El006G285040	CARHR138960
OG0003997	El001G081790, El005G243960	CARHR083200
OG0003998	El001G080800	CARHR211070
OG0003999	El005G245710	CARHR084850
OG0004000	El003G188780, El007G330620	CARHR273990
OG0004001	El007G331770	CARHR285750
OG0004002	El007G327020	CARHR277390
OG0004003	El006G306660	CARHR120170
OG0004004	El001G001100	CARHR249130
OG0004005	El006G301720	CARHR124390, CARHR124910
OG0004006	El006G306610	CARHR121450
OG0004007	El005G239460	CARHR078960
OG0004008	El005G239920	CARHR079380, CARHR079370
OG0004009	El002G131510	CARHR037780
OG0004010	El005G243340	CARHR082620
OG0004011	El006G289360	CARHR135280
OG0004011	El001G027300	CARHR166100
OG0004012	El006G289820	CARHR134860
OG0004013	El001G027010	CARHR165890
OG0004014	El002G125970	CARHR292410
OG0004015	El006G290820	CARHR133950
OG0004016	El006G290520	CARHR134290
OG0004018	El001G072100	CARHR203390
OG0004019	El006G291550	CARHR133310
OG0004021	El001G021930	CARHR161250
OG0004021	El006G291700	CARHR133180
OG0004022	El006G316040	CARHR116820
OG0004023	El002G099560	CARHR016030
OG0004024	El002G100390	CARHR016870, CARHR218830
OG0004025	El002G108530	CARHR023680
OG0004026	El003G159820	CARHR232290
OG0004027	El003G159370	CARHR232640
OG0004028	El003G158940	CARHR232990
OG0004028	El007G341360	CARHR265250
OG0004029	El007G339130	CARHR266800
OG0004029	El007G339350	CARHR266770
OG0004030	El006G316910	CARHR117610
OG0004031	El006G295150, El006G295140	CARHR130080, CARHR130090
OG0004032	El006G321730	CARHR174210
OG0004033	El002G095690	CARHR012510
OG0004034	El004G196330	CARHR042140
OG0004035	El002G090300, El002G090470	CARHR007620
OG0004036	El007G351360	CARHR184450
OG0004036	El001G012000	CARHR037090
OG0004037	El005G267930, El002G084680, El005G260270	CARHR002270
OG0004038	El001G065340	CARHR197310
OG0004039	El001G051280	CARHR186930
OG0004040	El001G049260	CARHR185940
OG0004042	El001G047880, El001G047840, El001G047860	CARHR185180, CARHR185170, CARHR185200
OG0004043	El007G346060, El005G269110	CARHR150300, CARHR182460
OG0004044	El001G077130	CARHR208090
OG0004045	El001G054340	CARHR188530
OG0004045	El001G054350, El001G054370	CARHR188540
OG0004046	El001G056370	CARHR189860
OG0004046	El001G018500	CARHR157650
OG0004047	El001G056430	CARHR189930
OG0004048	El001G073660	CARHR205040
OG0004048	El007G330100	CARHR274510
OG0004049	El007G329250	CARHR275320
OG0004050	El001G013670	CARHR151190
OG0004050	El001G057470	CARHR190730
OG0004051	El001G012510	CARHR152680
OG0004051	El001G058330	CARHR191350
OG0004052	El004G223160	CARHR064570, CARHR064550
OG0004053	El004G231590	CARHR071700
OG0004054	El005G248690, El003G187100	CARHR087420
OG0004055	El005G249700, El001G051600	CARHR088450
OG0004056	El003G172230	CARHR290310
OG0004057	El005G253990	CARHR092370
OG0004058	El005G254000	CARHR092380
OG0004059	El005G254980	CARHR292250, CARHR093290
OG0004060	El005G255240	CARHR093440
OG0004060	El006G320300	CARHR113170
OG0004061	El005G255360	CARHR093530
OG0004061	El002G132410	CARHR038310
OG0004062	El005G255790	CARHR093850
OG0004063	El005G256000	CARHR094070
OG0004064	El005G258200	CARHR096120
OG0004064	El002G134960	CARHR050370, CARHR287710
OG0004065	El005G259070	CARHR096910
OG0004066	El005G261150	CARHR098220
OG0004067	El005G267550, El007G352750	CARHR100440
OG0004068	El007G344800, El005G272860	CARHR105780
OG0004069	El002G133300	CARHR039310
OG0004070	El005G251390	CARHR089950
OG0004071	El001G028270, El002G127220	CARHR167060
OG0004072	El001G029140	CARHR167870
OG0004072	El006G287280	CARHR137000
OG0004073	El001G030860	CARHR169660
OG0004074	El003G192460	CARHR213040
OG0004075	El007G362030	CARHR177710
OG0004075	El007G361990	CARHR177730
OG0004079	El072G376470	CARHR283240, CARHR287250
OG0004082	El001G001990	CARHR249930
OG0004084	El001G039760, El001G039770	CARHR146670
OG0004087	El001G011860	CARHR267110
OG0004088	El006G293950	CARHR131080, CARHR131070
OG0004092	El003G152520	CARHR238420
OG0004093	El003G152150, El003G189690	CARHR238770
OG0004094	El003G148870	CARHR241860
OG0004095	El003G148780	CARHR241970
OG0004096	El003G148160	CARHR242460
OG0004097	El004G203700, El004G205020	CARHR054040
OG0004098	El002G093090	CARHR010220
OG0004099	El001G036190	CARHR143830
OG0004101	El007G336660, El003G162300	CARHR268800
OG0004102	El003G193490	CARHR212570
OG0004104	El007G341600	CARHR264990
OG0004106	El007G337600	CARHR268120
OG0004107	El006G289220	CARHR135440
OG0004108	El007G335900	CARHR269640
OG0004109	El001G052860, El001G070410	CARHR202000, CARHR202040
OG0004110	El001G072300	CARHR203640
OG0004111	El001G073540	CARHR204880
OG0004112	El007G329300	CARHR275270
OG0004113	El003G167970	CARHR225380
OG0004114	El003G167940	CARHR225410
OG0004115	El003G167590	CARHR225620
OG0004116	El003G165200	CARHR227410, CARHR227430
OG0004117	El003G164860	CARHR227790
OG0004118	El003G164190	CARHR228440
OG0004119	El002G121540	CARHR194380
OG0004120	El003G164950	CARHR227700
OG0004121	El002G127690	CARHR035780
OG0004122	El002G127270	CARHR035550
OG0004123	El002G114980	CARHR128220, CARHR028450
OG0004124	El002G117550	CARHR030270
OG0004125	El003G145520	CARHR245020
OG0004126	El006G293630	CARHR131380
OG0004126	El007G343820	CARHR257860
OG0004127	El003G144570	CARHR245990
OG0004128	El003G141990	CARHR294270
OG0004129	El002G090270	CARHR007440
OG0004130	El001G044530	CARHR152110
OG0004132	El006G298280	CARHR127670
OG0004132	El002G126120	CARHR035200
OG0004133	El007G358030	CARHR181160
OG0004134	El002G130930	CARHR037430
OG0004135	El003G161040	CARHR231310
OG0004136	El001G006780	CARHR254190
OG0004137	El007G366290	CARHR174260
OG0004138	El003G174850	CARHR220780
OG0004139	El003G192390	CARHR213190
OG0004140	El006G280440	CARHR142790
OG0004141	El006G280860	CARHR142400
OG0004142	El006G284570	CARHR139360
OG0004143	El006G285180	CARHR119270, CARHR138820
OG0004144	El006G285960	CARHR138000
OG0004145	El006G286110	CARHR137940
OG0004146	El001G030200	CARHR168970
OG0004147	El001G059020	CARHR191840
OG0004148	El001G058480	CARHR191440
OG0004149	El001G057240, El001G057210	CARHR190550
OG0004150	El007G330840	CARHR273760
OG0004151	El007G332360	CARHR272890
OG0004152	El007G326370	CARHR148630, CARHR217800, CARHR278030
OG0004153	El002G083210	CARHR000780
OG0004153	El001G000370	CARHR248370
OG0004154	El001G001290	CARHR249370
OG0004155	El001G001340	CARHR249410
OG0004156	El001G002890	CARHR250570
OG0004157	El001G002910	CARHR250590
OG0004158	El001G079980	CARHR210350
OG0004158	El007G359360	CARHR179740
OG0004159	El002G086150	CARHR003580
OG0004160	El006G300290	CARHR125730
OG0004161	El006G300450	CARHR125570, CARHR125590
OG0004163	El006G302250	CARHR123770, CARHR289390
OG0004164	El002G089360	CARHR006630
OG0004164	El006G302430	CARHR123580
OG0004165	El006G304070	CARHR122420
OG0004165	El002G090060	CARHR007270
OG0004166	El006G312520, El001G012180	CARHR115110
OG0004167	El003G156990	CARHR234960
OG0004168	El001G067270	CARHR199070
OG0004168	El005G235220, El005G235190	CARHR075160
OG0004169	El005G237370	CARHR077110
OG0004170	El005G238530	CARHR078090
OG0004171	El001G047300	CARHR185410
OG0004171	El005G239030	CARHR078610
OG0004172	El005G239860	CARHR079340
OG0004173	El005G239770	CARHR079280
OG0004174	El005G242870	CARHR082220, CARHR082240
OG0004175	El006G289070	CARHR135590
OG0004176	El006G292490	CARHR131760
OG0004177	El006G292110	CARHR132740
OG0004178	El002G100240	CARHR016720
OG0004179	El002G103210	CARHR019600
OG0004180	El001G040090	CARHR146930, CARHR020540
OG0004181	El002G105080	CARHR021170
OG0004182	El004G223930	CARHR064840
OG0004183	El003G160130	CARHR231980
OG0004184	El003G160030	CARHR232070
OG0004186	El003G189720, El001G010430	CARHR262430
OG0004187	El003G159490	CARHR232530
OG0004188	El007G341720, El003G183610	CARHR264900
OG0004190	El002G096020	CARHR012830
OG0004192	El002G084970	CARHR002470
OG0004192	El001G009000	CARHR182160
OG0004193	El007G341260	CARHR197200
OG0004193	El004G198200	CARHR197210
OG0004194	El001G064990, El001G065000, El001G064830	CARHR197010
OG0004195	El006G319130	CARHR154530, CARHR154520
OG0004196	El001G050270	CARHR186300
OG0004197	El001G074830	CARHR206140
OG0004198	El001G052210, El001G052200	CARHR187510
OG0004199	El003G150900, El003G150910	CARHR239870
OG0004200	El001G055650	CARHR189220, CARHR189240
OG0004200	El001G055660	CARHR189250
OG0004201	El004G199650	CARHR204710
OG0004203	El003G155590	CARHR236070, CARHR060900
OG0004204	El001G017380	CARHR156570
OG0004204	El007G328020	CARHR276400
OG0004205	El007G332910	CARHR272390
OG0004206	El001G019500	CARHR158590
OG0004206	El001G019490	CARHR158580
OG0004208	El004G226170	CARHR066880
OG0004208	El001G010080	CARHR260420
OG0004209	El004G223310	CARHR291230
OG0004210	El004G223500	CARHR291080
OG0004212	El004G230890	CARHR071270
OG0004213	El004G226770	CARHR067480
OG0004214	El004G225390, El004G213830, El004G213810	CARHR066230
OG0004216	El004G233630	CARHR073760
OG0004217	El005G248510	CARHR087220
OG0004218	El005G251790	CARHR090300
OG0004219	El005G252170	CARHR090620
OG0004220	El005G252700	CARHR091120
OG0004221	El005G255210	CARHR093410
OG0004222	El005G255370	CARHR093540
OG0004223	El005G256410	CARHR094420
OG0004224	El005G256730	CARHR094690
OG0004225	El005G257100	CARHR095030
OG0004226	El005G259260	CARHR097050
OG0004227	El005G260080	CARHR097640
OG0004228	El005G260090	CARHR097660
OG0004229	El005G261070	CARHR098150
OG0004230	El005G261210	CARHR098270
OG0004231	El005G261990	CARHR098730
OG0004232	El005G265210	CARHR099520
OG0004233	El005G265680	CARHR099760
OG0004234	El005G275530	CARHR108430
OG0004235	El005G277520	CARHR109620
OG0004236	El003G154940	CARHR236660
OG0004236	El003G154950	CARHR236650
OG0004237	El003G184000, El003G183990	CARHR216580
OG0004238	El002G141080	CARHR045640
OG0004239	El002G140860	CARHR045500
OG0004240	El002G139680	CARHR044390
OG0004241	El002G139330	CARHR044050
OG0004242	El002G138180	CARHR043600
OG0004243	El002G138460	CARHR043440
OG0004244	El002G135680	CARHR041430
OG0004245	El001G042710	CARHR038270
OG0004246	El002G131630	CARHR037830
OG0004247	El006G296400	CARHR128930
OG0004248	El005G241930	CARHR176040, CARHR176030, CARHR213130, CARHR213100, CARHR213140, CARHR213110, CARHR081210
OG0004249	El001G051830	CARHR187330, CARHR187310
OG0004250	El004G233960	CARHR074020
OG0004251	El001G028830	CARHR167590
OG0004252	El001G029480	CARHR168290
OG0004252	El006G287000	CARHR168300, CARHR137220
OG0004253	El001G032600	CARHR171130
OG0004253	El004G213190, El003G174290	CARHR186390, CARHR186410
OG0004254	El001G076630, El001G033690	CARHR078640, CARHR004860
OG0004255	El001G034580	CARHR172640
OG0004256	El001G079220	CARHR209780
OG0004260	El003G180150, El003G178840	CARHR248590
OG0004262	El004G195870	CARHR047760
OG0004263	El006G318790	CARHR114320
OG0004264	El006G297110	CARHR128330
OG0004265	El002G113520	CARHR152810
OG0004266	El006G308280	CARHR268010
OG0004275	El003G154790	CARHR236750
OG0004276	El005G277420	CARHR146540
OG0004277	El003G152910	CARHR238120
OG0004278	El003G151820	CARHR239040, CARHR117730
OG0004279	El003G151580	CARHR239260
OG0004280	El003G149460	CARHR241240
OG0004281	El003G148570	CARHR242110
OG0004282	El003G147830, El004G233250	CARHR242810
OG0004283	El003G147200	CARHR243500
OG0004284	El002G118360	CARHR030750
OG0004285	El002G119560	CARHR031570
OG0004286	El004G208730, El004G208700	CARHR289790, CARHR289800
OG0004287	El001G036220	CARHR143860
OG0004288	El001G037790	CARHR145150
OG0004290	El001G041970	CARHR148490
OG0004291	El007G366440	CARHR174070
OG0004292	El001G043650	CARHR292510
OG0004293	El005G276520	CARHR055420
OG0004293	El004G211550	CARHR049490
OG0004294	El006G286540	CARHR137580
OG0004295	El006G288200	CARHR136280
OG0004296	El005G245330	CARHR084550
OG0004297	El005G246710	CARHR085790
OG0004298	El005G247610	CARHR086380
OG0004299	El007G343320	CARHR257400
OG0004300	El007G342820	CARHR256790
OG0004301	El007G342750	CARHR264060
OG0004302	El007G342260	CARHR264390
OG0004303	El003G157920	CARHR234100
OG0004304	El007G333570	CARHR271780
OG0004305	El001G051550	CARHR187160
OG0004306	El001G068260	CARHR199980
OG0004307	El001G069650	CARHR201280
OG0004308	El001G071140	CARHR202530
OG0004309	El001G073320	CARHR204600
OG0004310	El001G073640	CARHR205020
OG0004311	El007G365030	CARHR175360
OG0004312	El003G168320	CARHR225110
OG0004313	El003G167290	CARHR225870
OG0004314	El003G165790	CARHR226840
OG0004315	El003G165390	CARHR227250
OG0004316	El003G165070	CARHR227520
OG0004318	El003G162830	CARHR229620
OG0004319	El003G162690	CARHR229780, CARHR229790
OG0004320	El003G161760	CARHR230760
OG0004321	El003G160780	CARHR231460
OG0004322	El001G008280	CARHR255890
OG0004323	El002G123930	CARHR034200
OG0004323	El001G010220	CARHR260240
OG0004324	El005G261580	CARHR098540
OG0004325	El007G353050, El007G352990, El007G352940, El002G138480	CARHR043430
OG0004326	El002G115620	CARHR028960
OG0004327	El002G117080	CARHR029870
OG0004328	El002G117220	CARHR030030
OG0004330	El003G146420	CARHR244160
OG0004331	El003G145310	CARHR245260
OG0004332	El003G145220	CARHR245330
OG0004333	El001G009310	CARHR261100, CARHR261120
OG0004334	El001G006840, El001G006860, El001G006810	CARHR254230
OG0004335	El004G214270, El003G182050	CARHR158190
OG0004336	El005G271140	CARHR103910
OG0004336	El003G182540	CARHR217350
OG0004337	El005G269380	CARHR102120
OG0004337	El003G180010	CARHR217960
OG0004338	El003G179720, El005G252260	CARHR218080, CARHR085170
OG0004339	El003G175080	CARHR220630
OG0004340	El003G174470	CARHR221190
OG0004341	El003G174240, El001G076320	CARHR221360
OG0004342	El002G139310	CARHR044020
OG0004343	El001G035220	CARHR173220
OG0004344	El006G280850	CARHR142410
OG0004345	El006G281710	CARHR141640
OG0004347	El004G228970	CARHR069720
OG0004348	El006G285730	CARHR138210
OG0004349	El001G029660	CARHR168460
OG0004350	El001G060350	CARHR193070
OG0004351	El001G026490	CARHR165540
OG0004351	El006G289670	CARHR135030, CARHR159370
OG0004352	El006G289680	CARHR135020
OG0004353	El001G058130	CARHR191150
OG0004354	El007G331930	CARHR285570
OG0004355	El007G326860	CARHR277600
OG0004356	El007G326500	CARHR277950
OG0004357	El007G324680	CARHR279420
OG0004358	El007G323320	CARHR280590
OG0004359	El007G323150	CARHR280770
OG0004360	El001G068680, El002G082530	CARHR000240
OG0004361	El001G000690	CARHR248750
OG0004362	El002G085320	CARHR002850
OG0004364	El006G298570	CARHR127380
OG0004365	El002G088320	CARHR005490, CARHR038450
OG0004366	El006G301240	CARHR124830
OG0004367	El006G301450	CARHR124630
OG0004368	El006G302190	CARHR123910
OG0004369	El006G302330	CARHR123680
OG0004370	El006G302390	CARHR123620
OG0004371	El006G302920	CARHR123220
OG0004372	El005G235640, El006G301590	CARHR075550
OG0004373	El005G237000	CARHR076760
OG0004374	El005G240110	CARHR079560
OG0004375	El001G049620, El008G369200, El008G369580	CARHR186110
OG0004376	El005G240470	CARHR079940
OG0004377	El005G241070	CARHR080480
OG0004378	El005G241280, El001G026360	CARHR080630
OG0004379	El005G241580	CARHR080940
OG0004380	El005G242550	CARHR081930
OG0004381	El006G294860	CARHR130270
OG0004382	El006G294670	CARHR130430
OG0004383	El006G293590	CARHR131410
OG0004384	El001G024200	CARHR163490
OG0004385	El002G100110	CARHR016550
OG0004386	El002G101860	CARHR018330
OG0004387	El004G225710, El004G225690	CARHR066490
OG0004388	El002G102680	CARHR019130
OG0004388	El004G226580	CARHR067190
OG0004389	El002G102900	CARHR019330
OG0004390	El004G230160	CARHR070620, CARHR070610
OG0004391	El004G223910	CARHR064830
OG0004392	El002G108070	CARHR023250, CARHR178460
OG0004393	El002G111260	CARHR025360
OG0004394	El002G112340	CARHR026300
OG0004395	El003G159840	CARHR232260
OG0004396	El006G317130	CARHR117820
OG0004396	El003G151950	CARHR238900
OG0004397	El002G097040	CARHR013760
OG0004398	El002G096410	CARHR013160
OG0004399	El002G096290	CARHR013050
OG0004400	El002G095270	CARHR012210
OG0004401	El003G173840	CARHR221840
OG0004401	El002G094150	CARHR011270
OG0004402	El002G093660	CARHR010790
OG0004403	El002G093060	CARHR010180
OG0004404	El002G091790	CARHR008940
OG0004405	El002G090720	CARHR007850
OG0004406	El002G090540	CARHR007700
OG0004407	El001G066260	CARHR198090
OG0004408	El001G065060	CARHR197040
OG0004409	El001G064110	CARHR196320
OG0004410	El001G062080	CARHR194460
OG0004411	El001G061990	CARHR194350
OG0004412	El001G051130, El001G051180	CARHR186890
OG0004413	El001G049720	CARHR186190
OG0004414	El007G349480	CARHR184020
OG0004415	El001G076040, El002G132950	CARHR206870
OG0004416	El001G052550, El001G052540	CARHR187720, CARHR187730
OG0004418	El001G056500	CARHR189990
OG0004419	El001G056980	CARHR190390, CARHR204940
OG0004420	El007G329490	CARHR275100
OG0004421	El001G057480, El001G019550	CARHR158680
OG0004422	El004G219110	CARHR061120, CARHR061090
OG0004423	El004G220860	CARHR062670
OG0004424	El004G221780	CARHR063380
OG0004425	El004G222340	CARHR063960
OG0004426	El004G223730	CARHR064730
OG0004427	El004G224010	CARHR064930
OG0004428	El004G228120	CARHR068920
OG0004429	El001G045080, El004G227130	CARHR067880, CARHR067870, CARHR067860
OG0004430	El004G227100	CARHR067830
OG0004430	El004G227090	CARHR067820
OG0004431	El004G224990	CARHR065840, CARHR065870
OG0004432	El004G231970	CARHR072090
OG0004433	El004G232380	CARHR072560
OG0004433	El004G232390	CARHR072570
OG0004434	El004G232770	CARHR072940
OG0004435	El004G233170	CARHR073310
OG0004436	El005G248730	CARHR087440
OG0004437	El005G250240	CARHR088940
OG0004438	El005G250380	CARHR089080
OG0004439	El005G250600	CARHR213460, CARHR265370, CARHR089500
OG0004439	El001G047500, El005G250570	CARHR023610, CARHR109090, CARHR150290, CARHR213450, CARHR265360
OG0004440	El005G251600	CARHR090150
OG0004441	El005G251900	CARHR090390
OG0004442	El005G252060	CARHR090530
OG0004443	El005G252960	CARHR091410
OG0004445	El002G134510	CARHR040320
OG0004446	El005G257740	CARHR095580
OG0004447	El005G258900	CARHR096780
OG0004448	El005G258920	CARHR096800
OG0004449	El005G259460	CARHR099560, CARHR097240
OG0004450	El002G139630, El005G260290	CARHR097820
OG0004451	El005G264490	CARHR099200
OG0004453	El005G276890	CARHR109120
OG0004454	El005G276300	CARHR108640
OG0004455	El005G277460	CARHR109570
OG0004456	El006G294790	CARHR130310
OG0004457	El002G137200	CARHR042540
OG0004458	El003G190400, El002G135860	CARHR041670
OG0004459	El002G134750	CARHR040560
OG0004460	El002G132310	CARHR038220
OG0004461	El006G296880	CARHR128490
OG0004461	El002G115930	CARHR029550
OG0004462	El001G022260	CARHR161540
OG0004463	El001G024670	CARHR163890
OG0004464	El001G026010	CARHR165150
OG0004465	El001G027490	CARHR166340
OG0004466	El001G028080	CARHR166850
OG0004467	El007G339890, El007G339900	CARHR266310
OG0004468	El001G029580	CARHR168380
OG0004469	El001G029700	CARHR168490
OG0004470	El001G030230	CARHR169000
OG0004471	El006G283120	CARHR140500
